Orthogroup	Syal	Prbi
OG0000559	Syal.g_02305, Syal.g_02810	Prbi.g_00554
OG0000560	Syal.g_02807	Prbi.g_00557
OG0000561	Syal.g_02806	Prbi.g_00558
OG0000562	Syal.g_02805	Prbi.g_00559
OG0000563	Syal.g_02804	Prbi.g_00560
OG0000564	Syal.g_02803	Prbi.g_00561
OG0000565	Syal.g_02799	Prbi.g_00564
OG0000566	Syal.g_02795	Prbi.g_00566
OG0000567	Syal.g_02791	Prbi.g_00570
OG0000568	Syal.g_02789	Prbi.g_00571
OG0000569	Syal.g_02788	Prbi.g_00572
OG0000570	Syal.g_02787	Prbi.g_00573
OG0000571	Syal.g_02784	Prbi.g_00575
OG0000572	Syal.g_02767	Prbi.g_00588
OG0000573	Syal.g_02759	Prbi.g_00594
OG0000574	Syal.g_02758	Prbi.g_00595
OG0000575	Syal.g_02753	Prbi.g_00599
OG0000576	Syal.g_02751	Prbi.g_00601
OG0000577	Syal.g_02750	Prbi.g_00602
OG0000578	Syal.g_02749	Prbi.g_00603
OG0000579	Syal.g_02748	Prbi.g_00604
OG0000580	Syal.g_02747	Prbi.g_00605
OG0000581	Syal.g_02741	Prbi.g_00607
OG0000582	Syal.g_02736	Prbi.g_00610
OG0000583	Syal.g_02735	Prbi.g_00611
OG0000584	Syal.g_02734	Prbi.g_00612
OG0000585	Syal.g_02731	Prbi.g_00614
OG0000586	Syal.g_02730	Prbi.g_00615
OG0000587	Syal.g_02728	Prbi.g_00616
OG0000588	Syal.g_02717	Prbi.g_00620
OG0000589	Syal.g_02714	Prbi.g_00623
OG0000590	Syal.g_02713	Prbi.g_00624
OG0000591	Syal.g_02707	Prbi.g_00627
OG0000592	Syal.g_02706	Prbi.g_00628
OG0000593	Syal.g_02640	Prbi.g_00635
OG0000594	Syal.g_02639	Prbi.g_00636
OG0000595	Syal.g_02638	Prbi.g_00637
OG0000596	Syal.g_02633	Prbi.g_00641
OG0000597	Syal.g_02630	Prbi.g_00643
OG0000598	Syal.g_02629	Prbi.g_00644
OG0000599	Syal.g_02622	Prbi.g_00647
OG0000600	Syal.g_02621	Prbi.g_00648
OG0000601	Syal.g_02620	Prbi.g_00649
OG0000602	Syal.g_02615	Prbi.g_00651
OG0000603	Syal.g_02614	Prbi.g_00652
OG0000604	Syal.g_02612	Prbi.g_00653
OG0000605	Syal.g_02516	Prbi.g_00654
OG0000606	Syal.g_02174	Prbi.g_00657
OG0000607	Syal.g_02177	Prbi.g_00660
OG0000608	Syal.g_02178	Prbi.g_00661
OG0000609	Syal.g_02180	Prbi.g_00662
OG0000610	Syal.g_02198	Prbi.g_00667
OG0000611	Syal.g_02201	Prbi.g_00670
OG0000612	Syal.g_02202	Prbi.g_00671
OG0000613	Syal.g_01325	Prbi.g_00676
OG0000614	Syal.g_01794	Prbi.g_00695
OG0000615	Syal.g_02256	Prbi.g_00704
OG0000616	Syal.g_00079	Prbi.g_00708
OG0000617	Syal.g_01866	Prbi.g_00751
OG0000618	Syal.g_01867	Prbi.g_00752
OG0000619	Syal.g_02417	Prbi.g_00753
OG0000620	Syal.g_02422	Prbi.g_00756
OG0000621	Syal.g_02423	Prbi.g_00757
OG0000622	Syal.g_02424	Prbi.g_00758
OG0000623	Syal.g_02425	Prbi.g_00759
OG0000624	Syal.g_02427	Prbi.g_00760
OG0000625	Syal.g_02428	Prbi.g_00761
OG0000626	Syal.g_02429	Prbi.g_00762
OG0000627	Syal.g_02048	Prbi.g_00763
OG0000628	Syal.g_02047	Prbi.g_00764
OG0000629	Syal.g_02044	Prbi.g_00765
OG0000630	Syal.g_02040	Prbi.g_00768
OG0000631	Syal.g_02031	Prbi.g_00838
OG0000632	Syal.g_02030	Prbi.g_00839
OG0000633	Syal.g_02029	Prbi.g_00840
OG0000634	Syal.g_02410	Prbi.g_00843
OG0000635	Syal.g_02411	Prbi.g_00844
OG0000636	Syal.g_02413	Prbi.g_00846
OG0000637	Syal.g_02415	Prbi.g_00848
OG0000638	Syal.g_02416	Prbi.g_00849
OG0000639	Syal.g_01868	Prbi.g_00850
OG0000640	Syal.g_01869	Prbi.g_00851
OG0000641	Syal.g_01873	Prbi.g_00855
OG0000642	Syal.g_01874	Prbi.g_00856
OG0000643	Syal.g_01875	Prbi.g_00857
OG0000644	Syal.g_01876	Prbi.g_00858
OG0000645	Syal.g_01878	Prbi.g_00859
OG0000646	Syal.g_01881	Prbi.g_00861
OG0000647	Syal.g_01883	Prbi.g_00862
OG0000648	Syal.g_02438	Prbi.g_00864
OG0000649	Syal.g_02439	Prbi.g_00865
OG0000650	Syal.g_02440	Prbi.g_00866
OG0000651	Syal.g_02441	Prbi.g_00867
OG0000652	Syal.g_02442	Prbi.g_00868
OG0000653	Syal.g_02444	Prbi.g_00870
OG0000654	Syal.g_02445	Prbi.g_00871
OG0000655	Syal.g_02446	Prbi.g_00872
OG0000656	Syal.g_02449	Prbi.g_00875
OG0000657	Syal.g_02460	Prbi.g_00883
OG0000658	Syal.g_02465	Prbi.g_00884
OG0000659	Syal.g_02466	Prbi.g_00885
OG0000660	Syal.g_02470	Prbi.g_00889
OG0000661	Syal.g_02472	Prbi.g_00891
OG0000662	Syal.g_02474	Prbi.g_00893
OG0000663	Syal.g_02477	Prbi.g_00895
OG0000664	Syal.g_02478	Prbi.g_00896
OG0000665	Syal.g_02593	Prbi.g_00900
OG0000666	Syal.g_02605	Prbi.g_00901
OG0000667	Syal.g_02192	Prbi.g_00905
OG0000668	Syal.g_01920	Prbi.g_00934
OG0000669	Syal.g_02295	Prbi.g_00942
OG0000670	Syal.g_02956	Prbi.g_00944
OG0000671	Syal.g_02291	Prbi.g_00946
OG0000672	Syal.g_02288	Prbi.g_00949
OG0000673	Syal.g_02285	Prbi.g_00952
OG0000674	Syal.g_02283	Prbi.g_00954
OG0000675	Syal.g_02282	Prbi.g_00955
OG0000676	Syal.g_02272	Prbi.g_00957
OG0000677	Syal.g_02271	Prbi.g_00958
OG0000678	Syal.g_02264	Prbi.g_00960
OG0000679	Syal.g_02252	Prbi.g_00964
OG0000680	Syal.g_02251	Prbi.g_00965
OG0000681	Syal.g_02248	Prbi.g_00968
OG0000682	Syal.g_02247	Prbi.g_00969
OG0000683	Syal.g_02246	Prbi.g_00970
OG0000684	Syal.g_02242	Prbi.g_00971
OG0000685	Syal.g_02240	Prbi.g_00973
OG0000686	Syal.g_02239	Prbi.g_00974
OG0000687	Syal.g_02237	Prbi.g_00975
OG0000688	Syal.g_02225	Prbi.g_00978
OG0000689	Syal.g_02223	Prbi.g_00979
OG0000690	Syal.g_02222	Prbi.g_00980
OG0000691	Syal.g_02221	Prbi.g_00981
OG0000692	Syal.g_02220	Prbi.g_00983
OG0000693	Syal.g_02218	Prbi.g_00984
OG0000694	Syal.g_02217	Prbi.g_00985
OG0000695	Syal.g_02027	Prbi.g_00987
OG0000696	Syal.g_02026	Prbi.g_00988
OG0000697	Syal.g_02025	Prbi.g_00989
OG0000698	Syal.g_02022	Prbi.g_00992
OG0000699	Syal.g_02021	Prbi.g_00993
OG0000700	Syal.g_02020	Prbi.g_00994
OG0000701	Syal.g_02019	Prbi.g_00995
OG0000702	Syal.g_02011	Prbi.g_00997
OG0000703	Syal.g_02010	Prbi.g_00998
OG0000704	Syal.g_02008	Prbi.g_00999
OG0000705	Syal.g_01999	Prbi.g_01003
OG0000706	Syal.g_01998	Prbi.g_01004
OG0000707	Syal.g_01997	Prbi.g_01005
OG0000708	Syal.g_01994	Prbi.g_01006
OG0000709	Syal.g_01986	Prbi.g_01010
OG0000710	Syal.g_01982	Prbi.g_01013
OG0000711	Syal.g_01954	Prbi.g_01030
OG0000712	Syal.g_01952	Prbi.g_01032
OG0000713	Syal.g_01951	Prbi.g_01033
OG0000714	Syal.g_01948	Prbi.g_01034
OG0000715	Syal.g_01934	Prbi.g_01036
OG0000716	Syal.g_01930	Prbi.g_01038
OG0000717	Syal.g_01929	Prbi.g_01039
OG0000718	Syal.g_01925	Prbi.g_01055
OG0000719	Syal.g_01922	Prbi.g_01057
OG0000720	Syal.g_01908	Prbi.g_01066
OG0000721	Syal.g_01906	Prbi.g_01068
OG0000722	Syal.g_01905	Prbi.g_01069
OG0000723	Syal.g_02433	Prbi.g_01072
OG0000724	Syal.g_01829	Prbi.g_01081
OG0000725	Syal.g_01820	Prbi.g_01087
OG0000726	Syal.g_01819	Prbi.g_01088
OG0000727	Syal.g_01818	Prbi.g_01089
OG0000728	Syal.g_01816	Prbi.g_01091
OG0000729	Syal.g_01510	Prbi.g_01138
OG0000730	Syal.g_00345	Prbi.g_01142
OG0000731	Syal.g_00356	Prbi.g_01146
OG0000732	Syal.g_00149	Prbi.g_01155
OG0000733	Syal.g_01105	Prbi.g_01175
OG0000734	Syal.g_00828	Prbi.g_01192
OG0000735	Syal.g_01627	Prbi.g_01194
OG0000736	Syal.g_01628	Prbi.g_01195
OG0000737	Syal.g_01629	Prbi.g_01196
OG0000738	Syal.g_01634	Prbi.g_01200
OG0000739	Syal.g_01645	Prbi.g_01201
OG0000740	Syal.g_01646	Prbi.g_01202
OG0000741	Syal.g_01649	Prbi.g_01203
OG0000742	Syal.g_01652	Prbi.g_01206
OG0000743	Syal.g_01654	Prbi.g_01208
OG0000744	Syal.g_01655	Prbi.g_01209
OG0000745	Syal.g_01657	Prbi.g_01210
OG0000746	Syal.g_01659	Prbi.g_01212
OG0000747	Syal.g_01660	Prbi.g_01213
OG0000748	Syal.g_01674	Prbi.g_01216
OG0000749	Syal.g_01675	Prbi.g_01217
OG0000750	Syal.g_01676	Prbi.g_01218
OG0000751	Syal.g_01688	Prbi.g_01220
OG0000752	Syal.g_01690	Prbi.g_01222
OG0000753	Syal.g_01693	Prbi.g_01225
OG0000754	Syal.g_01698	Prbi.g_01228
OG0000755	Syal.g_01707	Prbi.g_01231
OG0000756	Syal.g_01708	Prbi.g_01232
OG0000757	Syal.g_01715	Prbi.g_01238
OG0000758	Syal.g_01716	Prbi.g_01239
OG0000759	Syal.g_01717	Prbi.g_01240
OG0000760	Syal.g_01718	Prbi.g_01241
OG0000761	Syal.g_01719	Prbi.g_01242
OG0000762	Syal.g_01721	Prbi.g_01243
OG0000763	Syal.g_01723	Prbi.g_01245
OG0000764	Syal.g_01724	Prbi.g_01246
OG0000765	Syal.g_01768	Prbi.g_01255
OG0000766	Syal.g_01767	Prbi.g_01256
OG0000767	Syal.g_01765	Prbi.g_01258
OG0000768	Syal.g_01764	Prbi.g_01259
OG0000769	Syal.g_01762	Prbi.g_01261
OG0000770	Syal.g_01758	Prbi.g_01263
OG0000771	Syal.g_01835	Prbi.g_01277
OG0000772	Syal.g_01641	Prbi.g_01363
OG0000773	Syal.g_01618	Prbi.g_01382
OG0000774	Syal.g_01610	Prbi.g_01384
OG0000775	Syal.g_01608	Prbi.g_01386
OG0000776	Syal.g_01607	Prbi.g_01387
OG0000777	Syal.g_01606	Prbi.g_01388
OG0000778	Syal.g_01605	Prbi.g_01389
OG0000779	Syal.g_01599	Prbi.g_01393
OG0000780	Syal.g_01594	Prbi.g_01394
OG0000781	Syal.g_01590	Prbi.g_01397
OG0000782	Syal.g_01589	Prbi.g_01398
OG0000783	Syal.g_01588	Prbi.g_01399
OG0000784	Syal.g_01587	Prbi.g_01400
OG0000785	Syal.g_01585	Prbi.g_01402
OG0000786	Syal.g_01579	Prbi.g_01404
OG0000787	Syal.g_01578	Prbi.g_01405
OG0000788	Syal.g_02619	Prbi.g_01426
OG0000789	Syal.g_02598	Prbi.g_01429
OG0000790	Syal.g_02883	Prbi.g_01444
OG0000791	Syal.g_02882	Prbi.g_01446
OG0000792	Syal.g_02881	Prbi.g_01447
OG0000793	Syal.g_02876	Prbi.g_01450
OG0000794	Syal.g_02875	Prbi.g_01451
OG0000795	Syal.g_02874	Prbi.g_01452
OG0000796	Syal.g_02870	Prbi.g_01456
OG0000797	Syal.g_02869	Prbi.g_01457
OG0000799	Syal.g_01547	Prbi.g_01571
OG0000800	Syal.g_01542	Prbi.g_01572
OG0000801	Syal.g_01541	Prbi.g_01573
OG0000802	Syal.g_01536	Prbi.g_01575
OG0000803	Syal.g_00040	Prbi.g_01577
OG0000804	Syal.g_00036	Prbi.g_01578
OG0000805	Syal.g_00030	Prbi.g_01580
OG0000806	Syal.g_00028	Prbi.g_01582
OG0000807	Syal.g_00026	Prbi.g_01583
OG0000808	Syal.g_00025	Prbi.g_01584
OG0000809	Syal.g_00022	Prbi.g_01587
OG0000810	Syal.g_00021	Prbi.g_01588
OG0000811	Syal.g_00380	Prbi.g_01594
OG0000812	Syal.g_00382	Prbi.g_01596
OG0000813	Syal.g_00383	Prbi.g_01597
OG0000814	Syal.g_00385	Prbi.g_01599
OG0000815	Syal.g_00391	Prbi.g_01600
OG0000816	Syal.g_00393	Prbi.g_01602
OG0000817	Syal.g_00394	Prbi.g_01603
OG0000818	Syal.g_00401	Prbi.g_01608
OG0000819	Syal.g_00402	Prbi.g_01609
OG0000820	Syal.g_00403	Prbi.g_01610
OG0000821	Syal.g_00409	Prbi.g_01613
OG0000822	Syal.g_00411	Prbi.g_01614
OG0000823	Syal.g_00412	Prbi.g_01615
OG0000824	Syal.g_00417	Prbi.g_01618
OG0000825	Syal.g_00418	Prbi.g_01619
OG0000826	Syal.g_00419	Prbi.g_01620
OG0000827	Syal.g_00420	Prbi.g_01621
OG0000828	Syal.g_00423	Prbi.g_01624
OG0000829	Syal.g_00424	Prbi.g_01625
OG0000830	Syal.g_00425	Prbi.g_01626
OG0000831	Syal.g_00427	Prbi.g_01628
OG0000832	Syal.g_02967	Prbi.g_01634
OG0000833	Syal.g_02976	Prbi.g_01642
OG0000834	Syal.g_02979	Prbi.g_01643
OG0000835	Syal.g_02980	Prbi.g_01644
OG0000836	Syal.g_02983	Prbi.g_01645
OG0000837	Syal.g_02984	Prbi.g_01646
OG0000838	Syal.g_02988	Prbi.g_01648
OG0000839	Syal.g_02989	Prbi.g_01649
OG0000840	Syal.g_02990	Prbi.g_01650
OG0000841	Syal.g_02991	Prbi.g_01651
OG0000842	Syal.g_02992	Prbi.g_01652
OG0000843	Syal.g_02993	Prbi.g_01653
OG0000844	Syal.g_02995	Prbi.g_01654
OG0000845	Syal.g_02996	Prbi.g_01655
OG0000846	Syal.g_02997	Prbi.g_01656
OG0000847	Syal.g_02998	Prbi.g_01657
OG0000848	Syal.g_03000	Prbi.g_01658
OG0000849	Syal.g_03001	Prbi.g_01659
OG0000850	Syal.g_03008	Prbi.g_01661
OG0000851	Syal.g_00561	Prbi.g_01662
OG0000852	Syal.g_00562	Prbi.g_01663
OG0000853	Syal.g_00566	Prbi.g_01667
OG0000854	Syal.g_00568	Prbi.g_01669
OG0000855	Syal.g_00569	Prbi.g_01670
OG0000856	Syal.g_02704	Prbi.g_01685
OG0000857	Syal.g_01882	Prbi.g_01711
OG0000858	Syal.g_00576	Prbi.g_01781
OG0000859	Syal.g_00577	Prbi.g_01782
OG0000860	Syal.g_00589	Prbi.g_01789
OG0000861	Syal.g_00590	Prbi.g_01790
OG0000862	Syal.g_00591	Prbi.g_01791
OG0000863	Syal.g_00594	Prbi.g_01793
OG0000864	Syal.g_00595	Prbi.g_01794
OG0000865	Syal.g_00596	Prbi.g_01795
OG0000866	Syal.g_00597	Prbi.g_01796
OG0000867	Syal.g_00598	Prbi.g_01797
OG0000868	Syal.g_00604	Prbi.g_01798
OG0000869	Syal.g_00609	Prbi.g_01802
OG0000870	Syal.g_00614	Prbi.g_01807
OG0000871	Syal.g_00615	Prbi.g_01808
OG0000872	Syal.g_00621	Prbi.g_01809
OG0000873	Syal.g_00624	Prbi.g_01812
OG0000874	Syal.g_00627	Prbi.g_01815
OG0000875	Syal.g_00629	Prbi.g_01816
OG0000876	Syal.g_00631	Prbi.g_01817
OG0000877	Syal.g_00633	Prbi.g_01819
OG0000878	Syal.g_00634	Prbi.g_01820
OG0000879	Syal.g_00635	Prbi.g_01821
OG0000880	Syal.g_00636	Prbi.g_01822
OG0000881	Syal.g_00641	Prbi.g_01826
OG0000882	Syal.g_00646	Prbi.g_01831
OG0000883	Syal.g_00648	Prbi.g_01832
OG0000884	Syal.g_00650	Prbi.g_01834
OG0000885	Syal.g_00651	Prbi.g_01835
OG0000886	Syal.g_00652	Prbi.g_01836
OG0000887	Syal.g_00653	Prbi.g_01837
OG0000888	Syal.g_00655	Prbi.g_01839
OG0000889	Syal.g_00657	Prbi.g_01841
OG0000890	Syal.g_00663	Prbi.g_01842
OG0000891	Syal.g_00664	Prbi.g_01843
OG0000892	Syal.g_00668	Prbi.g_01845
OG0000893	Syal.g_00193	Prbi.g_01848
OG0000894	Syal.g_00196	Prbi.g_01850
OG0000895	Syal.g_00200	Prbi.g_01853
OG0000896	Syal.g_00201	Prbi.g_01854
OG0000897	Syal.g_00203	Prbi.g_01856
OG0000898	Syal.g_00204	Prbi.g_01857
OG0000899	Syal.g_00205	Prbi.g_01858
OG0000900	Syal.g_00206	Prbi.g_01859
OG0000901	Syal.g_00211	Prbi.g_01863
OG0000902	Syal.g_00213	Prbi.g_01865
OG0000903	Syal.g_00227	Prbi.g_01868
OG0000904	Syal.g_00222	Prbi.g_01870
OG0000905	Syal.g_00217	Prbi.g_01875
OG0000906	Syal.g_00215	Prbi.g_01876
OG0000907	Syal.g_00229	Prbi.g_01896
OG0000908	Syal.g_00232	Prbi.g_01899
OG0000909	Syal.g_00233	Prbi.g_01900
OG0000910	Syal.g_00234	Prbi.g_01901
OG0000911	Syal.g_00237	Prbi.g_01903
OG0000912	Syal.g_00238	Prbi.g_01904
OG0000913	Syal.g_00239	Prbi.g_01905
OG0000914	Syal.g_00240	Prbi.g_01906
OG0000915	Syal.g_00241	Prbi.g_01907
OG0000916	Syal.g_00242	Prbi.g_01908
OG0000917	Syal.g_00243	Prbi.g_01909
OG0000918	Syal.g_00244	Prbi.g_01910
OG0000919	Syal.g_00245	Prbi.g_01911
OG0000920	Syal.g_00246	Prbi.g_01912
OG0000921	Syal.g_00247	Prbi.g_01913
OG0000922	Syal.g_00248	Prbi.g_01914
OG0000923	Syal.g_00252	Prbi.g_01918
OG0000924	Syal.g_00253	Prbi.g_01919
OG0000925	Syal.g_00254	Prbi.g_01920
OG0000926	Syal.g_00255	Prbi.g_01921
OG0000927	Syal.g_00257	Prbi.g_01923
OG0000928	Syal.g_00258	Prbi.g_01924
OG0000929	Syal.g_00259	Prbi.g_01925
OG0000930	Syal.g_00260	Prbi.g_01926
OG0000931	Syal.g_00261	Prbi.g_01927
OG0000932	Syal.g_00262	Prbi.g_01928
OG0000933	Syal.g_00268	Prbi.g_01932
OG0000934	Syal.g_00270	Prbi.g_01934
OG0000935	Syal.g_00271	Prbi.g_01935
OG0000936	Syal.g_00272	Prbi.g_01936
OG0000937	Syal.g_00273	Prbi.g_01937
OG0000938	Syal.g_00276	Prbi.g_01939
OG0000939	Syal.g_00277	Prbi.g_01940
OG0000940	Syal.g_00285	Prbi.g_01947
OG0000941	Syal.g_00287	Prbi.g_01949
OG0000942	Syal.g_00289	Prbi.g_01951
OG0000943	Syal.g_00290	Prbi.g_01952
OG0000944	Syal.g_00292	Prbi.g_01953
OG0000945	Syal.g_00294	Prbi.g_01954
OG0000946	Syal.g_00301	Prbi.g_01958
OG0000947	Syal.g_00304	Prbi.g_01960
OG0000948	Syal.g_00305	Prbi.g_01961
OG0000949	Syal.g_01341	Prbi.g_01964
OG0000950	Syal.g_01348	Prbi.g_01969
OG0000951	Syal.g_01353	Prbi.g_01973
OG0000952	Syal.g_01363	Prbi.g_01977
OG0000953	Syal.g_01435	Prbi.g_01980
OG0000954	Syal.g_01443	Prbi.g_01984
OG0000955	Syal.g_01444	Prbi.g_01985
OG0000956	Syal.g_01446	Prbi.g_01987
OG0000957	Syal.g_01457	Prbi.g_01992
OG0000958	Syal.g_01458	Prbi.g_01993
OG0000959	Syal.g_01482	Prbi.g_01997
OG0000960	Syal.g_01483	Prbi.g_01998
OG0000961	Syal.g_01507	Prbi.g_02000
OG0000962	Syal.g_01509	Prbi.g_02002
OG0000963	Syal.g_01514	Prbi.g_02006
OG0000964	Syal.g_01515	Prbi.g_02007
OG0000965	Syal.g_01516	Prbi.g_02008
OG0000966	Syal.g_00176	Prbi.g_02027
OG0000967	Syal.g_00171	Prbi.g_02032
OG0000968	Syal.g_00169	Prbi.g_02034
OG0000969	Syal.g_00167	Prbi.g_02035
OG0000970	Syal.g_00166	Prbi.g_02036
OG0000971	Syal.g_00164	Prbi.g_02037
OG0000972	Syal.g_00163	Prbi.g_02038
OG0000973	Syal.g_00162	Prbi.g_02039
OG0000974	Syal.g_00161	Prbi.g_02040
OG0000975	Syal.g_00160	Prbi.g_02041
OG0000976	Syal.g_00159	Prbi.g_02042
OG0000977	Syal.g_00157	Prbi.g_02043
OG0000978	Syal.g_00156	Prbi.g_02044
OG0000979	Syal.g_00153	Prbi.g_02047
OG0000980	Syal.g_00150	Prbi.g_02049
OG0000981	Syal.g_00147	Prbi.g_02051
OG0000982	Syal.g_01068	Prbi.g_02053
OG0000983	Syal.g_01069	Prbi.g_02054
OG0000984	Syal.g_01070	Prbi.g_02055
OG0000985	Syal.g_01074	Prbi.g_02058
OG0000986	Syal.g_01076	Prbi.g_02060
OG0000987	Syal.g_01080	Prbi.g_02061
OG0000988	Syal.g_01086	Prbi.g_02064
OG0000989	Syal.g_01098	Prbi.g_02068
OG0000990	Syal.g_01118	Prbi.g_02071
OG0000991	Syal.g_01120	Prbi.g_02072
OG0000992	Syal.g_01122	Prbi.g_02074
OG0000993	Syal.g_01123	Prbi.g_02075
OG0000994	Syal.g_01127	Prbi.g_02076
OG0000995	Syal.g_01132	Prbi.g_02080
OG0000996	Syal.g_01162	Prbi.g_02081
OG0000997	Syal.g_01171	Prbi.g_02082
OG0000998	Syal.g_01173	Prbi.g_02084
OG0000999	Syal.g_01174	Prbi.g_02085
OG0001000	Syal.g_01177	Prbi.g_02088
OG0001001	Syal.g_01182	Prbi.g_02090
OG0001002	Syal.g_00082	Prbi.g_02094
OG0001003	Syal.g_00084	Prbi.g_02095
OG0001004	Syal.g_00085	Prbi.g_02096
OG0001005	Syal.g_00087	Prbi.g_02097
OG0001006	Syal.g_00094	Prbi.g_02101
OG0001007	Syal.g_00096	Prbi.g_02103
OG0001008	Syal.g_00524	Prbi.g_00438
OG0001009	Syal.g_00129	Prbi.g_00027
OG0001010	Syal.g_00130	Prbi.g_00028
OG0001011	Syal.g_00131	Prbi.g_00029
OG0001012	Syal.g_01064	Prbi.g_00052
OG0001013	Syal.g_01026	Prbi.g_00059
OG0001014	Syal.g_01022	Prbi.g_00062
OG0001015	Syal.g_01021	Prbi.g_00063
OG0001016	Syal.g_00756	Prbi.g_00080
OG0001017	Syal.g_00762	Prbi.g_00084
OG0001018	Syal.g_00764	Prbi.g_00087
OG0001019	Syal.g_00785	Prbi.g_00096
OG0001020	Syal.g_00796	Prbi.g_00097
OG0001021	Syal.g_00800	Prbi.g_00098
OG0001022	Syal.g_00805	Prbi.g_00101
OG0001023	Syal.g_00806	Prbi.g_00102
OG0001024	Syal.g_00810	Prbi.g_00105
OG0001025	Syal.g_00817	Prbi.g_00111
OG0001026	Syal.g_00830	Prbi.g_00118
OG0001027	Syal.g_00834	Prbi.g_00119
OG0001028	Syal.g_00836	Prbi.g_00121
OG0001029	Syal.g_00838	Prbi.g_00123
OG0001030	Syal.g_00860	Prbi.g_00138
OG0001031	Syal.g_00936	Prbi.g_00210
OG0001032	Syal.g_00938	Prbi.g_00211
OG0001033	Syal.g_00972	Prbi.g_00232
OG0001034	Syal.g_00684	Prbi.g_00260
OG0001035	Syal.g_01226	Prbi.g_00278
OG0001036	Syal.g_01231	Prbi.g_00283
OG0001037	Syal.g_01233	Prbi.g_00284
OG0001038	Syal.g_01261	Prbi.g_00302
OG0001039	Syal.g_01264	Prbi.g_00305
OG0001040	Syal.g_01267	Prbi.g_00307
OG0001041	Syal.g_01272	Prbi.g_00311
OG0001042	Syal.g_01300	Prbi.g_00328
OG0001043	Syal.g_01304	Prbi.g_00329
OG0001044	Syal.g_00346	Prbi.g_00357
OG0001045	Syal.g_00359	Prbi.g_00366
OG0001046	Syal.g_01967	Prbi.g_00403
OG0001047	Syal.g_00522	Prbi.g_00440
OG0001048	Syal.g_00521	Prbi.g_00441
OG0001049	Syal.g_00518	Prbi.g_00443
OG0001050	Syal.g_00517	Prbi.g_00444
OG0001051	Syal.g_00516	Prbi.g_00445
OG0001052	Syal.g_00467	Prbi.g_00474
OG0001053	Syal.g_02900	Prbi.g_00486
OG0001054	Syal.g_02919	Prbi.g_00501
OG0001055	Syal.g_02940	Prbi.g_00520
OG0001056	Syal.g_02833	Prbi.g_00539
OG0001057	Syal.g_01574	Prbi.g_00544
OG0001058	Syal.g_02812	Prbi.g_00552
OG0001059	Syal.g_02808	Prbi.g_00556
OG0001060	Syal.g_02801	Prbi.g_00563
OG0001061	Syal.g_02783	Prbi.g_00576
OG0001062	Syal.g_02781	Prbi.g_00578
OG0001063	Syal.g_02776	Prbi.g_00580
OG0001064	Syal.g_02775	Prbi.g_00581
OG0001065	Syal.g_02774	Prbi.g_00582
OG0001066	Syal.g_02773	Prbi.g_00583
OG0001067	Syal.g_02772	Prbi.g_00584
OG0001068	Syal.g_02771	Prbi.g_00585
OG0001069	Syal.g_02770	Prbi.g_00586
OG0001070	Syal.g_02766	Prbi.g_00589
OG0001071	Syal.g_02765	Prbi.g_00590
OG0001072	Syal.g_02761	Prbi.g_00592
OG0001073	Syal.g_02746	Prbi.g_00606
OG0001074	Syal.g_02575	Prbi.g_00617
OG0001075	Syal.g_02726	Prbi.g_00618
OG0001076	Syal.g_02712	Prbi.g_00626
OG0001077	Syal.g_02702	Prbi.g_00630
OG0001078	Syal.g_02635	Prbi.g_00639
OG0001079	Syal.g_02618	Prbi.g_00650
OG0001080	Syal.g_02514	Prbi.g_00656
OG0001081	Syal.g_02175	Prbi.g_00658
OG0001082	Syal.g_02176	Prbi.g_00659
OG0001083	Syal.g_02184	Prbi.g_00664
OG0001084	Syal.g_02187	Prbi.g_00665
OG0001085	Syal.g_02206	Prbi.g_00673
OG0001086	Syal.g_02208	Prbi.g_00674
OG0001087	Syal.g_01782	Prbi.g_00691
OG0001088	Syal.g_01785	Prbi.g_00692
OG0001089	Syal.g_01811	Prbi.g_00700
OG0001090	Syal.g_01859	Prbi.g_00746
OG0001091	Syal.g_01862	Prbi.g_00748
OG0001092	Syal.g_01864	Prbi.g_00749
OG0001093	Syal.g_02419	Prbi.g_00754
OG0001094	Syal.g_02216	Prbi.g_00841
OG0001095	Syal.g_01879	Prbi.g_00860
OG0001096	Syal.g_02447	Prbi.g_00873
OG0001097	Syal.g_02473	Prbi.g_00892
OG0001098	Syal.g_02083	Prbi.g_00907
OG0001099	Syal.g_00837	Prbi.g_00939
OG0001100	Syal.g_02293	Prbi.g_00943
OG0001101	Syal.g_02292	Prbi.g_00945
OG0001102	Syal.g_02289	Prbi.g_00948
OG0001103	Syal.g_02287	Prbi.g_00950
OG0001104	Syal.g_02241	Prbi.g_00972
OG0001105	Syal.g_02236	Prbi.g_00976
OG0001106	Syal.g_02007	Prbi.g_01000
OG0001107	Syal.g_01993	Prbi.g_01007
OG0001108	Syal.g_01985	Prbi.g_01011
OG0001109	Syal.g_01983	Prbi.g_01012
OG0001110	Syal.g_01981	Prbi.g_01014
OG0001111	Syal.g_01979	Prbi.g_01015
OG0001112	Syal.g_01977	Prbi.g_01016
OG0001113	Syal.g_02244	Prbi.g_01017
OG0001114	Syal.g_01976	Prbi.g_01018
OG0001115	Syal.g_01972	Prbi.g_01020
OG0001116	Syal.g_01970	Prbi.g_01021
OG0001117	Syal.g_01969	Prbi.g_01022
OG0001118	Syal.g_01968	Prbi.g_01023
