Orthogroup	Syal	Prar
OG0000590	Syal.g_02713	Prar.g_01452
OG0000591	Syal.g_02707	Prar.g_01455
OG0000592	Syal.g_02706	Prar.g_01456
OG0000593	Syal.g_02640	Prar.g_01462
OG0000594	Syal.g_02639	Prar.g_01463
OG0000595	Syal.g_02638	Prar.g_01464
OG0000596	Syal.g_02633	Prar.g_01468
OG0000597	Syal.g_02630	Prar.g_01470
OG0000598	Syal.g_02629	Prar.g_01471
OG0000599	Syal.g_02622	Prar.g_01474
OG0000600	Syal.g_02621	Prar.g_01475
OG0000601	Syal.g_02620	Prar.g_01476
OG0000602	Syal.g_02615	Prar.g_01478
OG0000603	Syal.g_02614	Prar.g_01479
OG0000604	Syal.g_02612	Prar.g_01480
OG0000605	Syal.g_02516	Prar.g_01481
OG0000606	Syal.g_02174	Prar.g_01484
OG0000607	Syal.g_02177	Prar.g_01487
OG0000608	Syal.g_02178	Prar.g_01488
OG0000609	Syal.g_02180	Prar.g_01489
OG0000610	Syal.g_02198	Prar.g_01494
OG0000611	Syal.g_02201	Prar.g_01497
OG0000612	Syal.g_02202	Prar.g_01498
OG0000613	Syal.g_01325	Prar.g_01503
OG0000614	Syal.g_01794	Prar.g_01522
OG0000615	Syal.g_02256	Prar.g_01530
OG0000616	Syal.g_00079	Prar.g_01534
OG0000617	Syal.g_01866	Prar.g_01605
OG0000618	Syal.g_01867	Prar.g_01606
OG0000619	Syal.g_02417	Prar.g_01607
OG0000620	Syal.g_02422	Prar.g_01610
OG0000621	Syal.g_02423	Prar.g_01611
OG0000622	Syal.g_02424	Prar.g_01612
OG0000623	Syal.g_02425	Prar.g_01613
OG0000624	Syal.g_02427	Prar.g_01614
OG0000625	Syal.g_02428	Prar.g_01615
OG0000626	Syal.g_02429	Prar.g_01616
OG0000627	Syal.g_02048	Prar.g_01617
OG0000628	Syal.g_02047	Prar.g_01618
OG0000629	Syal.g_02044	Prar.g_01619
OG0000630	Syal.g_02040	Prar.g_01622
OG0000631	Syal.g_02031	Prar.g_01675
OG0000632	Syal.g_02030	Prar.g_01676
OG0000633	Syal.g_02029	Prar.g_01677
OG0000634	Syal.g_02410	Prar.g_01680
OG0000635	Syal.g_02411	Prar.g_01681
OG0000636	Syal.g_02413	Prar.g_01683
OG0000637	Syal.g_02415	Prar.g_01685
OG0000638	Syal.g_02416	Prar.g_01686
OG0000639	Syal.g_01868	Prar.g_01687
OG0000640	Syal.g_01869	Prar.g_01688
OG0000641	Syal.g_01873	Prar.g_01692
OG0000642	Syal.g_01874	Prar.g_01693
OG0000643	Syal.g_01875	Prar.g_01694
OG0000644	Syal.g_01876	Prar.g_01695
OG0000645	Syal.g_01878	Prar.g_01696
OG0000646	Syal.g_01881	Prar.g_01698
OG0000647	Syal.g_01883	Prar.g_01699
OG0000648	Syal.g_02438	Prar.g_01701
OG0000649	Syal.g_02439	Prar.g_01702
OG0000650	Syal.g_02440	Prar.g_01703
OG0000651	Syal.g_02441	Prar.g_01704
OG0000652	Syal.g_02442	Prar.g_01705
OG0000653	Syal.g_02444	Prar.g_01707
OG0000654	Syal.g_02445	Prar.g_01708
OG0000655	Syal.g_02446	Prar.g_01709
OG0000656	Syal.g_02449	Prar.g_01712
OG0000657	Syal.g_02460	Prar.g_01719
OG0000658	Syal.g_02465	Prar.g_01720
OG0000659	Syal.g_02466	Prar.g_01721
OG0000660	Syal.g_02470	Prar.g_01725
OG0000661	Syal.g_02472	Prar.g_01727
OG0000662	Syal.g_02474	Prar.g_01729
OG0000663	Syal.g_02477	Prar.g_01731
OG0000664	Syal.g_02478	Prar.g_01732
OG0000665	Syal.g_02593	Prar.g_01736
OG0000666	Syal.g_02605	Prar.g_01737
OG0000667	Syal.g_02192	Prar.g_01742
OG0000668	Syal.g_01920	Prar.g_01759
OG0000669	Syal.g_02295	Prar.g_01767
OG0000670	Syal.g_02956	Prar.g_01769
OG0000671	Syal.g_02291	Prar.g_01771
OG0000672	Syal.g_02288	Prar.g_01774
OG0000673	Syal.g_02285	Prar.g_01777
OG0000674	Syal.g_02283	Prar.g_01779
OG0000675	Syal.g_02282	Prar.g_01780
OG0000676	Syal.g_02272	Prar.g_01782
OG0000677	Syal.g_02271	Prar.g_01783
OG0000678	Syal.g_02264	Prar.g_01785
OG0000679	Syal.g_02252	Prar.g_01789
OG0000680	Syal.g_02251	Prar.g_01790
OG0000681	Syal.g_02248	Prar.g_01792
OG0000682	Syal.g_02247	Prar.g_01793
OG0000683	Syal.g_02246	Prar.g_01794
OG0000684	Syal.g_02242	Prar.g_01795
OG0000685	Syal.g_02240	Prar.g_01797
OG0000686	Syal.g_02239	Prar.g_01798
OG0000687	Syal.g_02237	Prar.g_01799
OG0000688	Syal.g_02225	Prar.g_01802
OG0000689	Syal.g_02223	Prar.g_01803
OG0000690	Syal.g_02222	Prar.g_01804
OG0000691	Syal.g_02221	Prar.g_01805
OG0000692	Syal.g_02220	Prar.g_01807
OG0000693	Syal.g_02218	Prar.g_01808
OG0000694	Syal.g_02217	Prar.g_01809
OG0000695	Syal.g_02027	Prar.g_01811
OG0000696	Syal.g_02026	Prar.g_01812
OG0000697	Syal.g_02025	Prar.g_01813
OG0000698	Syal.g_02022	Prar.g_01816
OG0000699	Syal.g_02021	Prar.g_01817
OG0000700	Syal.g_02020	Prar.g_01818
OG0000701	Syal.g_02019	Prar.g_01819
OG0000702	Syal.g_02011	Prar.g_01821
OG0000703	Syal.g_02010	Prar.g_01822
OG0000704	Syal.g_02008	Prar.g_01823
OG0000705	Syal.g_01999	Prar.g_01827
OG0000706	Syal.g_01998	Prar.g_01828
OG0000707	Syal.g_01997	Prar.g_01829
OG0000708	Syal.g_01994	Prar.g_01830
OG0000709	Syal.g_01986	Prar.g_01834
OG0000710	Syal.g_01982	Prar.g_01837
OG0000711	Syal.g_01954	Prar.g_01853
OG0000712	Syal.g_01952	Prar.g_01855
OG0000713	Syal.g_01951	Prar.g_01856
OG0000714	Syal.g_01948	Prar.g_01857
OG0000715	Syal.g_01934	Prar.g_01859
OG0000716	Syal.g_01930	Prar.g_01861
OG0000717	Syal.g_01929	Prar.g_01862
OG0000718	Syal.g_01925	Prar.g_01873
OG0000719	Syal.g_01922	Prar.g_01875
OG0000720	Syal.g_01908	Prar.g_01884
OG0000721	Syal.g_01906	Prar.g_01886
OG0000722	Syal.g_01905	Prar.g_01887
OG0000723	Syal.g_02433	Prar.g_01890
OG0000724	Syal.g_01829	Prar.g_01899
OG0000725	Syal.g_01820	Prar.g_01905
OG0000726	Syal.g_01819	Prar.g_01906
OG0000727	Syal.g_01818	Prar.g_01907
OG0000728	Syal.g_01816	Prar.g_01909
OG0000729	Syal.g_01510	Prar.g_01955
OG0000730	Syal.g_00345	Prar.g_01324
OG0000731	Syal.g_00356	Prar.g_01320
OG0000732	Syal.g_00149	Prar.g_01314
OG0000733	Syal.g_01105	Prar.g_01295
OG0000734	Syal.g_00828	Prar.g_01278
OG0000735	Syal.g_01627	Prar.g_01276
OG0000736	Syal.g_01628	Prar.g_01275
OG0000737	Syal.g_01629	Prar.g_01274
OG0000738	Syal.g_01634	Prar.g_01270
OG0000739	Syal.g_01645	Prar.g_01269
OG0000740	Syal.g_01646	Prar.g_01268
OG0000741	Syal.g_01649	Prar.g_01267
OG0000742	Syal.g_01652	Prar.g_01264
OG0000743	Syal.g_01654	Prar.g_01262
OG0000744	Syal.g_01655	Prar.g_01261
OG0000745	Syal.g_01657	Prar.g_01260
OG0000746	Syal.g_01659	Prar.g_01258
OG0000747	Syal.g_01660	Prar.g_01257
OG0000748	Syal.g_01674	Prar.g_01254
OG0000749	Syal.g_01675	Prar.g_01253
OG0000750	Syal.g_01676	Prar.g_01252
OG0000751	Syal.g_01688	Prar.g_01250
OG0000752	Syal.g_01690	Prar.g_01248
OG0000753	Syal.g_01693	Prar.g_01245
OG0000754	Syal.g_01698	Prar.g_01242
OG0000755	Syal.g_01707	Prar.g_01239
OG0000756	Syal.g_01708	Prar.g_01238
OG0000757	Syal.g_01715	Prar.g_01232
OG0000758	Syal.g_01716	Prar.g_01231
OG0000759	Syal.g_01717	Prar.g_01230
OG0000760	Syal.g_01718	Prar.g_01229
OG0000761	Syal.g_01719	Prar.g_01228
OG0000762	Syal.g_01721	Prar.g_01227
OG0000763	Syal.g_01723	Prar.g_01225
OG0000764	Syal.g_01724	Prar.g_01224
OG0000765	Syal.g_01768	Prar.g_01215
OG0000766	Syal.g_01767	Prar.g_01214
OG0000767	Syal.g_01765	Prar.g_01212
OG0000768	Syal.g_01764	Prar.g_01211
OG0000769	Syal.g_01762	Prar.g_01209
OG0000770	Syal.g_01758	Prar.g_01207
OG0000771	Syal.g_01835	Prar.g_00376
OG0000772	Syal.g_01641	Prar.g_00976
OG0000773	Syal.g_01618	Prar.g_00964
OG0000774	Syal.g_01610	Prar.g_00962
OG0000775	Syal.g_01608	Prar.g_00960
OG0000776	Syal.g_01607	Prar.g_00959
OG0000777	Syal.g_01606	Prar.g_00958
OG0000778	Syal.g_01605	Prar.g_00957
OG0000779	Syal.g_01599	Prar.g_00953
OG0000780	Syal.g_01594	Prar.g_00952
OG0000781	Syal.g_01590	Prar.g_00949
OG0000782	Syal.g_01589	Prar.g_00948
OG0000783	Syal.g_01588	Prar.g_00947
OG0000784	Syal.g_01587	Prar.g_00946
OG0000785	Syal.g_01585	Prar.g_00944
OG0000786	Syal.g_01579	Prar.g_00942
OG0000787	Syal.g_01578	Prar.g_00941
OG0000788	Syal.g_02619	Prar.g_00924
OG0000789	Syal.g_02598	Prar.g_00921
OG0000790	Syal.g_02883	Prar.g_00906
OG0000791	Syal.g_02882	Prar.g_00904
OG0000792	Syal.g_02881	Prar.g_00903
OG0000793	Syal.g_02876	Prar.g_00900
OG0000794	Syal.g_02875	Prar.g_00899
OG0000795	Syal.g_02874	Prar.g_00898
OG0000796	Syal.g_02870	Prar.g_00894
OG0000797	Syal.g_02869	Prar.g_00893
OG0000798	Syal.g_01260, Syal.g_01372	Prar.g_00866
OG0000799	Syal.g_01547	Prar.g_00357
OG0000800	Syal.g_01542	Prar.g_00356
OG0000801	Syal.g_01541	Prar.g_00355
OG0000802	Syal.g_01536	Prar.g_00353
OG0000803	Syal.g_00040	Prar.g_00351
OG0000804	Syal.g_00036	Prar.g_00350
OG0000805	Syal.g_00030	Prar.g_00348
OG0000806	Syal.g_00028	Prar.g_00346
OG0000807	Syal.g_00026	Prar.g_00345
OG0000808	Syal.g_00025	Prar.g_00344
OG0000809	Syal.g_00022	Prar.g_00341
OG0000810	Syal.g_00021	Prar.g_00340
OG0000811	Syal.g_00380	Prar.g_00336
OG0000812	Syal.g_00382	Prar.g_00842
OG0000813	Syal.g_00383	Prar.g_00841
OG0000814	Syal.g_00385	Prar.g_00839
OG0000815	Syal.g_00391	Prar.g_00838
OG0000816	Syal.g_00393	Prar.g_00836
OG0000817	Syal.g_00394	Prar.g_00835
OG0000818	Syal.g_00401	Prar.g_00830
OG0000819	Syal.g_00402	Prar.g_00829
OG0000820	Syal.g_00403	Prar.g_00828
OG0000821	Syal.g_00409	Prar.g_00824
OG0000822	Syal.g_00411	Prar.g_00823
OG0000823	Syal.g_00412	Prar.g_00822
OG0000824	Syal.g_00417	Prar.g_00819
OG0000825	Syal.g_00418	Prar.g_00818
OG0000826	Syal.g_00419	Prar.g_00817
OG0000827	Syal.g_00420	Prar.g_00816
OG0000828	Syal.g_00423	Prar.g_00813
OG0000829	Syal.g_00424	Prar.g_00812
OG0000830	Syal.g_00425	Prar.g_00811
OG0000831	Syal.g_00427	Prar.g_00809
OG0000832	Syal.g_02967	Prar.g_00803
OG0000833	Syal.g_02976	Prar.g_00795
OG0000834	Syal.g_02979	Prar.g_00794
OG0000835	Syal.g_02980	Prar.g_00793
OG0000836	Syal.g_02983	Prar.g_00792
OG0000837	Syal.g_02984	Prar.g_00791
OG0000838	Syal.g_02988	Prar.g_00789
OG0000839	Syal.g_02989	Prar.g_00788
OG0000840	Syal.g_02990	Prar.g_00787
OG0000841	Syal.g_02991	Prar.g_00786
OG0000842	Syal.g_02992	Prar.g_00785
OG0000843	Syal.g_02993	Prar.g_00784
OG0000844	Syal.g_02995	Prar.g_00783
OG0000845	Syal.g_02996	Prar.g_00782
OG0000846	Syal.g_02997	Prar.g_00781
OG0000847	Syal.g_02998	Prar.g_00780
OG0000848	Syal.g_03000	Prar.g_00779
OG0000849	Syal.g_03001	Prar.g_00778
OG0000850	Syal.g_03008	Prar.g_00776
OG0000851	Syal.g_00561	Prar.g_00775
OG0000852	Syal.g_00562	Prar.g_00774
OG0000853	Syal.g_00566	Prar.g_00770
OG0000854	Syal.g_00568	Prar.g_00768
OG0000855	Syal.g_00569	Prar.g_00767
OG0000856	Syal.g_02704	Prar.g_00753
OG0000857	Syal.g_01882	Prar.g_00725
OG0000858	Syal.g_00576	Prar.g_01149
OG0000859	Syal.g_00577	Prar.g_01148
OG0000860	Syal.g_00589	Prar.g_01141
OG0000861	Syal.g_00590	Prar.g_01140
OG0000862	Syal.g_00591	Prar.g_01139
OG0000863	Syal.g_00594	Prar.g_01137
OG0000864	Syal.g_00595	Prar.g_01136
OG0000865	Syal.g_00596	Prar.g_01135
OG0000866	Syal.g_00597	Prar.g_01134
OG0000867	Syal.g_00598	Prar.g_01133
OG0000868	Syal.g_00604	Prar.g_01132
OG0000869	Syal.g_00609	Prar.g_01128
OG0000870	Syal.g_00614	Prar.g_01123
OG0000871	Syal.g_00615	Prar.g_01122
OG0000872	Syal.g_00621	Prar.g_01121
OG0000873	Syal.g_00624	Prar.g_01965
OG0000874	Syal.g_00627	Prar.g_01968
OG0000875	Syal.g_00629	Prar.g_01969
OG0000876	Syal.g_00631	Prar.g_01970
OG0000877	Syal.g_00633	Prar.g_01963
OG0000878	Syal.g_00634	Prar.g_01962
OG0000879	Syal.g_00635	Prar.g_01961
OG0000880	Syal.g_00636	Prar.g_01960
OG0000881	Syal.g_00641	Prar.g_00595, Prar.g_01956
OG0000882	Syal.g_00646	Prar.g_00600
OG0000883	Syal.g_00648	Prar.g_00601
OG0000884	Syal.g_00650	Prar.g_00603
OG0000885	Syal.g_00651	Prar.g_00604
OG0000886	Syal.g_00652	Prar.g_00605
OG0000887	Syal.g_00653	Prar.g_00606
OG0000888	Syal.g_00655	Prar.g_00608
OG0000889	Syal.g_00657	Prar.g_00610
OG0000890	Syal.g_00663	Prar.g_00611
OG0000891	Syal.g_00664	Prar.g_00612
OG0000892	Syal.g_00668	Prar.g_01119
OG0000893	Syal.g_00193	Prar.g_01114
OG0000894	Syal.g_00196	Prar.g_01112
OG0000895	Syal.g_00200	Prar.g_01109
OG0000896	Syal.g_00201	Prar.g_01108
OG0000897	Syal.g_00203	Prar.g_01106
OG0000898	Syal.g_00204	Prar.g_01105
OG0000899	Syal.g_00205	Prar.g_01104
OG0000900	Syal.g_00206	Prar.g_01103
OG0000901	Syal.g_00211	Prar.g_01100
OG0000902	Syal.g_00213	Prar.g_01098
OG0000903	Syal.g_00227	Prar.g_01095
OG0000904	Syal.g_00222	Prar.g_01093
OG0000905	Syal.g_00217	Prar.g_01088
OG0000906	Syal.g_00215	Prar.g_01087
OG0000907	Syal.g_00229	Prar.g_01069
OG0000908	Syal.g_00232	Prar.g_01066
OG0000909	Syal.g_00233	Prar.g_01065
OG0000910	Syal.g_00234	Prar.g_01064
OG0000911	Syal.g_00237	Prar.g_01062
OG0000912	Syal.g_00238	Prar.g_01061
OG0000913	Syal.g_00239	Prar.g_01060
OG0000914	Syal.g_00240	Prar.g_01059
OG0000915	Syal.g_00241	Prar.g_01058
OG0000916	Syal.g_00242	Prar.g_01057
OG0000917	Syal.g_00243	Prar.g_01056
OG0000918	Syal.g_00244	Prar.g_01055
OG0000919	Syal.g_00245	Prar.g_01054
OG0000920	Syal.g_00246	Prar.g_01053
OG0000921	Syal.g_00247	Prar.g_01052
OG0000922	Syal.g_00248	Prar.g_01051
OG0000923	Syal.g_00252	Prar.g_01047
OG0000924	Syal.g_00253	Prar.g_01046
OG0000925	Syal.g_00254	Prar.g_01045
OG0000926	Syal.g_00255	Prar.g_01044
OG0000927	Syal.g_00257	Prar.g_01042
OG0000928	Syal.g_00258	Prar.g_01041
OG0000929	Syal.g_00259	Prar.g_01040
OG0000930	Syal.g_00260	Prar.g_01039
OG0000931	Syal.g_00261	Prar.g_01038
OG0000932	Syal.g_00262	Prar.g_01037
OG0000933	Syal.g_00268	Prar.g_01033
OG0000934	Syal.g_00270	Prar.g_01031
OG0000935	Syal.g_00271	Prar.g_01030
OG0000936	Syal.g_00272	Prar.g_01029
OG0000937	Syal.g_00273	Prar.g_01028
OG0000938	Syal.g_00276	Prar.g_01026
OG0000939	Syal.g_00277	Prar.g_01025
OG0000940	Syal.g_00285	Prar.g_01019
OG0000941	Syal.g_00287	Prar.g_01017
OG0000942	Syal.g_00289	Prar.g_01015
OG0000943	Syal.g_00290	Prar.g_01014
OG0000944	Syal.g_00292	Prar.g_01013
OG0000945	Syal.g_00294	Prar.g_01012
OG0000946	Syal.g_00301	Prar.g_00617
OG0000947	Syal.g_00304	Prar.g_00619
OG0000948	Syal.g_00305	Prar.g_00620
OG0000949	Syal.g_01341	Prar.g_00623
OG0000950	Syal.g_01348	Prar.g_00628
OG0000951	Syal.g_01353	Prar.g_00632
OG0000952	Syal.g_01363	Prar.g_00636
OG0000953	Syal.g_01435	Prar.g_00639
OG0000954	Syal.g_01443	Prar.g_00643
OG0000955	Syal.g_01444	Prar.g_00644
OG0000956	Syal.g_01446	Prar.g_00646
OG0000957	Syal.g_01457	Prar.g_00651
OG0000958	Syal.g_01458	Prar.g_00652
OG0000959	Syal.g_01482	Prar.g_00656
OG0000960	Syal.g_01483	Prar.g_00657
OG0000961	Syal.g_01507	Prar.g_00659
OG0000962	Syal.g_01509	Prar.g_00661
OG0000963	Syal.g_01514	Prar.g_00664
OG0000964	Syal.g_01515	Prar.g_00665
OG0000965	Syal.g_01516	Prar.g_00666
OG0000966	Syal.g_00176	Prar.g_00673
OG0000967	Syal.g_00171	Prar.g_00677
OG0000968	Syal.g_00169	Prar.g_00679
OG0000969	Syal.g_00167	Prar.g_00680
OG0000970	Syal.g_00166	Prar.g_00681
OG0000971	Syal.g_00164	Prar.g_00682
OG0000972	Syal.g_00163	Prar.g_00683
OG0000973	Syal.g_00162	Prar.g_00684
OG0000974	Syal.g_00161	Prar.g_00685
OG0000975	Syal.g_00160	Prar.g_00686
OG0000976	Syal.g_00159	Prar.g_00687
OG0000977	Syal.g_00157	Prar.g_00688
OG0000978	Syal.g_00156	Prar.g_00689
OG0000979	Syal.g_00153	Prar.g_00692
OG0000980	Syal.g_00150	Prar.g_00694
OG0000981	Syal.g_00147	Prar.g_00696
OG0000982	Syal.g_01068	Prar.g_00698
OG0000983	Syal.g_01069	Prar.g_00699
OG0000984	Syal.g_01070	Prar.g_00700
OG0000985	Syal.g_01074	Prar.g_00703
OG0000986	Syal.g_01076	Prar.g_00705
OG0000987	Syal.g_01080	Prar.g_00706
OG0000988	Syal.g_01086	Prar.g_00709
OG0000989	Syal.g_01098	Prar.g_00073
OG0000990	Syal.g_01118	Prar.g_00070
OG0000991	Syal.g_01120	Prar.g_00069
OG0000992	Syal.g_01122	Prar.g_00067
OG0000993	Syal.g_01123	Prar.g_00066
OG0000994	Syal.g_01127	Prar.g_00065
OG0000995	Syal.g_01132	Prar.g_00061
OG0000996	Syal.g_01162	Prar.g_00060
OG0000997	Syal.g_01171	Prar.g_00059
OG0000998	Syal.g_01173	Prar.g_00057
OG0000999	Syal.g_01174	Prar.g_00056
OG0001000	Syal.g_01177	Prar.g_00053
OG0001001	Syal.g_01182	Prar.g_00051
OG0001002	Syal.g_00082	Prar.g_00047
OG0001003	Syal.g_00084	Prar.g_00046
OG0001004	Syal.g_00085	Prar.g_00045
OG0001005	Syal.g_00087	Prar.g_00044
OG0001006	Syal.g_00094	Prar.g_00040
OG0001007	Syal.g_00096	Prar.g_00038
OG0001008	Syal.g_00524	Prar.g_00485
OG0001009	Syal.g_00129	Prar.g_00011
OG0001010	Syal.g_00130	Prar.g_00010
OG0001011	Syal.g_00131	Prar.g_00009
OG0001012	Syal.g_01064	Prar.g_00577
OG0001013	Syal.g_01026	Prar.g_00571
OG0001014	Syal.g_01022	Prar.g_00568
OG0001015	Syal.g_01021	Prar.g_00567
OG0001016	Syal.g_00756	Prar.g_00255
OG0001017	Syal.g_00762	Prar.g_00251
OG0001018	Syal.g_00764	Prar.g_00248
OG0001019	Syal.g_00785	Prar.g_00239
OG0001020	Syal.g_00796	Prar.g_00238
OG0001021	Syal.g_00800	Prar.g_00237
OG0001022	Syal.g_00805	Prar.g_00234
OG0001023	Syal.g_00806	Prar.g_00233
OG0001024	Syal.g_00810	Prar.g_00230
OG0001025	Syal.g_00817	Prar.g_00224
OG0001026	Syal.g_00830	Prar.g_00217
OG0001027	Syal.g_00834	Prar.g_00216
OG0001028	Syal.g_00836	Prar.g_00214
OG0001029	Syal.g_00838	Prar.g_00213
OG0001030	Syal.g_00860	Prar.g_00198
OG0001031	Syal.g_00936	Prar.g_00141
OG0001032	Syal.g_00938	Prar.g_00140
OG0001033	Syal.g_00972	Prar.g_00119
OG0001034	Syal.g_00684	Prar.g_00091
OG0001035	Syal.g_01226	Prar.g_00333
OG0001036	Syal.g_01231	Prar.g_00328
OG0001037	Syal.g_01233	Prar.g_00327
OG0001038	Syal.g_01261	Prar.g_00309
OG0001039	Syal.g_01264	Prar.g_00306
OG0001040	Syal.g_01267	Prar.g_00304
OG0001041	Syal.g_01272	Prar.g_00300
OG0001042	Syal.g_01300	Prar.g_00283
OG0001043	Syal.g_01304	Prar.g_00282
OG0001044	Syal.g_00346	Prar.g_00393
OG0001045	Syal.g_00359	Prar.g_00402
OG0001046	Syal.g_01967	Prar.g_00440
OG0001047	Syal.g_00522	Prar.g_00487
OG0001048	Syal.g_00521	Prar.g_00488
OG0001049	Syal.g_00518	Prar.g_00490
OG0001050	Syal.g_00517	Prar.g_00491
OG0001051	Syal.g_00516	Prar.g_00492
OG0001052	Syal.g_00467	Prar.g_00521
OG0001053	Syal.g_02900	Prar.g_00533
OG0001054	Syal.g_02919	Prar.g_01329
OG0001055	Syal.g_02940	Prar.g_01347
OG0001056	Syal.g_02833	Prar.g_01366
OG0001057	Syal.g_01574	Prar.g_01371
OG0001058	Syal.g_02812	Prar.g_01379
OG0001059	Syal.g_02808	Prar.g_01383
OG0001060	Syal.g_02801	Prar.g_01390
OG0001061	Syal.g_02783	Prar.g_01403
OG0001062	Syal.g_02781	Prar.g_01405
OG0001063	Syal.g_02776	Prar.g_01407
OG0001064	Syal.g_02775	Prar.g_01408
OG0001065	Syal.g_02774	Prar.g_01409
OG0001066	Syal.g_02773	Prar.g_01410
OG0001067	Syal.g_02772	Prar.g_01411
OG0001068	Syal.g_02771	Prar.g_01412
OG0001069	Syal.g_02770	Prar.g_01413
OG0001070	Syal.g_02766	Prar.g_01416
OG0001071	Syal.g_02765	Prar.g_01417
OG0001072	Syal.g_02761	Prar.g_01419
OG0001073	Syal.g_02746	Prar.g_01434
OG0001074	Syal.g_02575	Prar.g_01445
OG0001075	Syal.g_02726	Prar.g_01446
OG0001076	Syal.g_02712	Prar.g_01454
OG0001077	Syal.g_02702	Prar.g_01458
OG0001078	Syal.g_02635	Prar.g_01466
OG0001079	Syal.g_02618	Prar.g_01477
OG0001080	Syal.g_02514	Prar.g_01483
OG0001081	Syal.g_02175	Prar.g_01485
OG0001082	Syal.g_02176	Prar.g_01486
OG0001083	Syal.g_02184	Prar.g_01491
OG0001084	Syal.g_02187	Prar.g_01492
OG0001085	Syal.g_02206	Prar.g_01500
OG0001086	Syal.g_02208	Prar.g_01501
OG0001087	Syal.g_01782	Prar.g_01518
OG0001088	Syal.g_01785	Prar.g_01519
OG0001089	Syal.g_01811	Prar.g_01527
OG0001090	Syal.g_01859	Prar.g_01600
OG0001091	Syal.g_01862	Prar.g_01602
OG0001092	Syal.g_01864	Prar.g_01603
OG0001093	Syal.g_02419	Prar.g_01608
OG0001094	Syal.g_02216	Prar.g_01678
OG0001095	Syal.g_01879	Prar.g_01697
OG0001096	Syal.g_02447	Prar.g_01710
OG0001097	Syal.g_02473	Prar.g_01728
OG0001098	Syal.g_02083	Prar.g_01744
OG0001099	Syal.g_00837	Prar.g_01764
OG0001100	Syal.g_02293	Prar.g_01768
OG0001101	Syal.g_02292	Prar.g_01770
OG0001102	Syal.g_02289	Prar.g_01773
OG0001103	Syal.g_02287	Prar.g_01775
OG0001104	Syal.g_02241	Prar.g_01796
OG0001105	Syal.g_02236	Prar.g_01800
OG0001106	Syal.g_02007	Prar.g_01824
OG0001107	Syal.g_01993	Prar.g_01831
OG0001108	Syal.g_01985	Prar.g_01835
OG0001109	Syal.g_01983	Prar.g_01836
OG0001110	Syal.g_01981	Prar.g_01838
OG0001111	Syal.g_01979	Prar.g_01839
OG0001112	Syal.g_01977	Prar.g_01840
OG0001113	Syal.g_02244	Prar.g_01841
OG0001114	Syal.g_01976	Prar.g_01842
OG0001115	Syal.g_01972	Prar.g_01844
OG0001116	Syal.g_01970	Prar.g_01845
OG0001117	Syal.g_01969	Prar.g_01846
OG0001118	Syal.g_01968	Prar.g_01847
OG0001119	Syal.g_01966	Prar.g_01848
OG0001120	Syal.g_01962	Prar.g_01850
OG0001121	Syal.g_02960	Prar.g_01298
OG0001122	Syal.g_01921	Prar.g_01876
OG0001123	Syal.g_01913	Prar.g_01880
OG0001124	Syal.g_01911	Prar.g_01882
OG0001125	Syal.g_01909	Prar.g_01883
OG0001126	Syal.g_01837	Prar.g_01893
OG0001127	Syal.g_01836	Prar.g_01894
OG0001128	Syal.g_01833	Prar.g_01896
OG0001129	Syal.g_01831	Prar.g_01897
OG0001130	Syal.g_01830	Prar.g_01898
OG0001131	Syal.g_02260	Prar.g_01935
OG0001132	Syal.g_02553	Prar.g_01944
OG0001133	Syal.g_02710	Prar.g_01309
OG0001134	Syal.g_02506	Prar.g_01296
OG0001136	Syal.g_01650	Prar.g_01266
OG0001137	Syal.g_01673	Prar.g_01255
OG0001138	Syal.g_01709	Prar.g_01237
OG0001139	Syal.g_01711	Prar.g_01236
OG0001140	Syal.g_01712	Prar.g_01235
OG0001141	Syal.g_01713	Prar.g_01234
OG0001142	Syal.g_01714	Prar.g_01233
OG0001143	Syal.g_01722	Prar.g_01226
OG0001144	Syal.g_01736	Prar.g_01221
OG0001145	Syal.g_01614	Prar.g_00963
OG0001146	Syal.g_01593	Prar.g_00951
OG0001147	Syal.g_00458	Prar.g_00925
OG0001148	Syal.g_02886	Prar.g_00909
OG0001149	Syal.g_02885	Prar.g_00908
OG0001150	Syal.g_02884	Prar.g_00907
OG0001151	Syal.g_02872	Prar.g_00896
OG0001152	Syal.g_02871	Prar.g_00895
OG0001153	Syal.g_00421	Prar.g_00815
OG0001154	Syal.g_00422	Prar.g_00814
OG0001155	Syal.g_02969	Prar.g_00802
OG0001156	Syal.g_02972	Prar.g_00799
OG0001157	Syal.g_02973	Prar.g_00798
OG0001158	Syal.g_02974	Prar.g_00797
OG0001159	Syal.g_02975	Prar.g_00796
OG0001160	Syal.g_00564	Prar.g_00772
OG0001161	Syal.g_01104	Prar.g_00760
OG0001162	Syal.g_01577	Prar.g_00749
OG0001163	Syal.g_00573	Prar.g_01151
OG0001164	Syal.g_00579	Prar.g_01147
OG0001165	Syal.g_00584	Prar.g_01144
OG0001166	Syal.g_00613	Prar.g_01124
OG0001167	Syal.g_00638	Prar.g_01959
OG0001168	Syal.g_00640	Prar.g_01957
OG0001169	Syal.g_00642	Prar.g_00596
OG0001170	Syal.g_00644	Prar.g_00598
OG0001172	Syal.g_00198	Prar.g_01111
