Orthogroup	Syal	Prbf
OG0000565	Syal.g_02799	Prbf.g_01841
OG0000566	Syal.g_02795	Prbf.g_01845
OG0000567	Syal.g_02791	Prbf.g_01849
OG0000568	Syal.g_02789	Prbf.g_01850
OG0000569	Syal.g_02788	Prbf.g_01851
OG0000570	Syal.g_02787	Prbf.g_01852
OG0000571	Syal.g_02784	Prbf.g_01854
OG0000572	Syal.g_02767	Prbf.g_01868
OG0000573	Syal.g_02759	Prbf.g_01874
OG0000574	Syal.g_02758	Prbf.g_01875
OG0000575	Syal.g_02753	Prbf.g_01879
OG0000576	Syal.g_02751	Prbf.g_01881
OG0000577	Syal.g_02750	Prbf.g_01882
OG0000578	Syal.g_02749	Prbf.g_01883
OG0000579	Syal.g_02748	Prbf.g_01884
OG0000580	Syal.g_02747	Prbf.g_01885
OG0000581	Syal.g_02741	Prbf.g_01888
OG0000582	Syal.g_02736	Prbf.g_01891
OG0000583	Syal.g_02735	Prbf.g_01892
OG0000584	Syal.g_02734	Prbf.g_01893
OG0000585	Syal.g_02731	Prbf.g_01895
OG0000586	Syal.g_02730	Prbf.g_01896
OG0000587	Syal.g_02728	Prbf.g_01897
OG0000588	Syal.g_02717	Prbf.g_01901
OG0000589	Syal.g_02714	Prbf.g_01903
OG0000590	Syal.g_02713	Prbf.g_01904
OG0000591	Syal.g_02707	Prbf.g_01908
OG0000592	Syal.g_02706	Prbf.g_01909
OG0000593	Syal.g_02640	Prbf.g_00979
OG0000594	Syal.g_02639	Prbf.g_00980
OG0000595	Syal.g_02638	Prbf.g_00981
OG0000596	Syal.g_02633	Prbf.g_00985
OG0000597	Syal.g_02630	Prbf.g_00988
OG0000598	Syal.g_02629	Prbf.g_00989
OG0000599	Syal.g_02622	Prbf.g_00992
OG0000600	Syal.g_02621	Prbf.g_00993
OG0000601	Syal.g_02620	Prbf.g_00994
OG0000602	Syal.g_02615	Prbf.g_00996
OG0000603	Syal.g_02614	Prbf.g_00997
OG0000604	Syal.g_02612	Prbf.g_00998
OG0000605	Syal.g_02516	Prbf.g_00999
OG0000606	Syal.g_02174	Prbf.g_01002
OG0000607	Syal.g_02177	Prbf.g_01005
OG0000608	Syal.g_02178	Prbf.g_01006
OG0000609	Syal.g_02180	Prbf.g_01007
OG0000610	Syal.g_02198	Prbf.g_01013
OG0000611	Syal.g_02201	Prbf.g_01016
OG0000612	Syal.g_02202	Prbf.g_01017
OG0000613	Syal.g_01325	Prbf.g_01290
OG0000614	Syal.g_01794	Prbf.g_01269
OG0000615	Syal.g_02256	Prbf.g_01258
OG0000616	Syal.g_00079	Prbf.g_00404
OG0000617	Syal.g_01866	Prbf.g_01033
OG0000618	Syal.g_01867	Prbf.g_01034
OG0000619	Syal.g_02417	Prbf.g_01035
OG0000620	Syal.g_02422	Prbf.g_01038
OG0000621	Syal.g_02423	Prbf.g_01039
OG0000622	Syal.g_02424	Prbf.g_01040
OG0000623	Syal.g_02425	Prbf.g_01041
OG0000624	Syal.g_02427	Prbf.g_01043
OG0000625	Syal.g_02428	Prbf.g_01044
OG0000626	Syal.g_02429	Prbf.g_01045
OG0000627	Syal.g_02048	Prbf.g_01046
OG0000628	Syal.g_02047	Prbf.g_01047
OG0000629	Syal.g_02044	Prbf.g_01048
OG0000630	Syal.g_02040	Prbf.g_01051
OG0000631	Syal.g_02031	Prbf.g_01144
OG0000632	Syal.g_02030	Prbf.g_01143
OG0000633	Syal.g_02029	Prbf.g_01142
OG0000634	Syal.g_02410	Prbf.g_01249
OG0000635	Syal.g_02411	Prbf.g_01248
OG0000636	Syal.g_02413	Prbf.g_01246
OG0000637	Syal.g_02415	Prbf.g_01244
OG0000638	Syal.g_02416	Prbf.g_01243
OG0000639	Syal.g_01868	Prbf.g_01242
OG0000640	Syal.g_01869	Prbf.g_01241
OG0000641	Syal.g_01873	Prbf.g_01237
OG0000642	Syal.g_01874	Prbf.g_01236
OG0000643	Syal.g_01875	Prbf.g_01235
OG0000644	Syal.g_01876	Prbf.g_01234
OG0000645	Syal.g_01878	Prbf.g_01233
OG0000646	Syal.g_01881	Prbf.g_01231
OG0000647	Syal.g_01883	Prbf.g_01229
OG0000648	Syal.g_02438	Prbf.g_01227
OG0000649	Syal.g_02439	Prbf.g_01226
OG0000650	Syal.g_02440	Prbf.g_01225
OG0000651	Syal.g_02441	Prbf.g_01224
OG0000652	Syal.g_02442	Prbf.g_01223
OG0000653	Syal.g_02444	Prbf.g_01221
OG0000654	Syal.g_02445	Prbf.g_01220
OG0000655	Syal.g_02446	Prbf.g_01219
OG0000656	Syal.g_02449	Prbf.g_01216
OG0000657	Syal.g_02460	Prbf.g_01208
OG0000658	Syal.g_02465	Prbf.g_01206
OG0000659	Syal.g_02466	Prbf.g_01205
OG0000660	Syal.g_02470	Prbf.g_01201
OG0000661	Syal.g_02472	Prbf.g_01199
OG0000662	Syal.g_02474	Prbf.g_01197
OG0000663	Syal.g_02477	Prbf.g_01195
OG0000664	Syal.g_02478	Prbf.g_01194
OG0000665	Syal.g_02593	Prbf.g_01188
OG0000666	Syal.g_02605	Prbf.g_01187
OG0000667	Syal.g_02192	Prbf.g_01183
OG0000668	Syal.g_01920	Prbf.g_00838
OG0000669	Syal.g_02295	Prbf.g_01331
OG0000670	Syal.g_02956	Prbf.g_01328
OG0000671	Syal.g_02291	Prbf.g_01325
OG0000672	Syal.g_02288	Prbf.g_01322
OG0000673	Syal.g_02285	Prbf.g_01319
OG0000674	Syal.g_02283	Prbf.g_01317
OG0000675	Syal.g_02282	Prbf.g_01316
OG0000676	Syal.g_02272	Prbf.g_01314
OG0000677	Syal.g_02271	Prbf.g_01313
OG0000678	Syal.g_02264	Prbf.g_01311
OG0000679	Syal.g_02252	Prbf.g_01307
OG0000680	Syal.g_02251	Prbf.g_01306
OG0000681	Syal.g_02248	Prbf.g_01303
OG0000682	Syal.g_02247	Prbf.g_01302
OG0000683	Syal.g_02246	Prbf.g_01301
OG0000684	Syal.g_02242	Prbf.g_01299
OG0000685	Syal.g_02240	Prbf.g_01297
OG0000686	Syal.g_02239	Prbf.g_01296
OG0000687	Syal.g_02237	Prbf.g_01295
OG0000688	Syal.g_02225	Prbf.g_01021
OG0000689	Syal.g_02223	Prbf.g_01022
OG0000690	Syal.g_02222	Prbf.g_01023
OG0000691	Syal.g_02221	Prbf.g_01024
OG0000692	Syal.g_02220	Prbf.g_01026
OG0000693	Syal.g_02218	Prbf.g_01027
OG0000694	Syal.g_02217	Prbf.g_01028
OG0000695	Syal.g_02027	Prbf.g_01140
OG0000696	Syal.g_02026	Prbf.g_01139
OG0000697	Syal.g_02025	Prbf.g_01138
OG0000698	Syal.g_02022	Prbf.g_01135
OG0000699	Syal.g_02021	Prbf.g_01134
OG0000700	Syal.g_02020	Prbf.g_01133
OG0000701	Syal.g_02019	Prbf.g_01132
OG0000702	Syal.g_02011	Prbf.g_01130
OG0000703	Syal.g_02010	Prbf.g_01129
OG0000704	Syal.g_02008	Prbf.g_01127
OG0000705	Syal.g_01999	Prbf.g_01124
OG0000706	Syal.g_01998	Prbf.g_01123
OG0000707	Syal.g_01997	Prbf.g_01122
OG0000708	Syal.g_01994	Prbf.g_01120
OG0000709	Syal.g_01986	Prbf.g_01116
OG0000710	Syal.g_01982	Prbf.g_01113
OG0000711	Syal.g_01954	Prbf.g_01095
OG0000712	Syal.g_01952	Prbf.g_01094
OG0000713	Syal.g_01951	Prbf.g_01093
OG0000714	Syal.g_01948	Prbf.g_01092
OG0000715	Syal.g_01934	Prbf.g_01090
OG0000716	Syal.g_01930	Prbf.g_01088
OG0000717	Syal.g_01929	Prbf.g_01087
OG0000718	Syal.g_01925	Prbf.g_01083
OG0000719	Syal.g_01922	Prbf.g_01081
OG0000720	Syal.g_01908	Prbf.g_01069
OG0000721	Syal.g_01906	Prbf.g_01065
OG0000722	Syal.g_01905	Prbf.g_01064
OG0000723	Syal.g_02433	Prbf.g_01060
OG0000724	Syal.g_01829	Prbf.g_01165
OG0000725	Syal.g_01820	Prbf.g_01171
OG0000726	Syal.g_01819	Prbf.g_01172
OG0000727	Syal.g_01818	Prbf.g_01173
OG0000728	Syal.g_01816	Prbf.g_01175
OG0000729	Syal.g_01510	Prbf.g_00048
OG0000730	Syal.g_00345	Prbf.g_00876
OG0000731	Syal.g_00356	Prbf.g_01684
OG0000732	Syal.g_00149	Prbf.g_00453
OG0000733	Syal.g_01105	Prbf.g_00787
OG0000734	Syal.g_00828	Prbf.g_00902
OG0000735	Syal.g_01627	Prbf.g_00904
OG0000736	Syal.g_01628	Prbf.g_00905
OG0000737	Syal.g_01629	Prbf.g_00906
OG0000738	Syal.g_01634	Prbf.g_00910
OG0000739	Syal.g_01645	Prbf.g_00911
OG0000740	Syal.g_01646	Prbf.g_00912
OG0000741	Syal.g_01649	Prbf.g_00914
OG0000742	Syal.g_01652	Prbf.g_00917
OG0000743	Syal.g_01654	Prbf.g_00919
OG0000744	Syal.g_01655	Prbf.g_00920
OG0000745	Syal.g_01657	Prbf.g_00921
OG0000746	Syal.g_01659	Prbf.g_00923
OG0000747	Syal.g_01660	Prbf.g_00924
OG0000748	Syal.g_01674	Prbf.g_00928
OG0000749	Syal.g_01675	Prbf.g_00929
OG0000750	Syal.g_01676	Prbf.g_00930
OG0000751	Syal.g_01688	Prbf.g_00933
OG0000752	Syal.g_01690	Prbf.g_00935
OG0000753	Syal.g_01693	Prbf.g_00937
OG0000754	Syal.g_01698	Prbf.g_00940
OG0000755	Syal.g_01707	Prbf.g_00946
OG0000756	Syal.g_01708	Prbf.g_00947
OG0000757	Syal.g_01715	Prbf.g_00954
OG0000758	Syal.g_01716	Prbf.g_00955
OG0000759	Syal.g_01717	Prbf.g_00956
OG0000760	Syal.g_01718	Prbf.g_00957
OG0000761	Syal.g_01719	Prbf.g_00958
OG0000762	Syal.g_01721	Prbf.g_00959
OG0000763	Syal.g_01723	Prbf.g_00961
OG0000764	Syal.g_01724	Prbf.g_00962
OG0000765	Syal.g_01768	Prbf.g_00970
OG0000766	Syal.g_01767	Prbf.g_00971
OG0000767	Syal.g_01765	Prbf.g_00973
OG0000768	Syal.g_01764	Prbf.g_00974
OG0000769	Syal.g_01762	Prbf.g_00976
OG0000770	Syal.g_01758	Prbf.g_01914
OG0000771	Syal.g_01835	Prbf.g_00253
OG0000772	Syal.g_01641	Prbf.g_00767
OG0000773	Syal.g_01618	Prbf.g_00035
OG0000774	Syal.g_01610	Prbf.g_00033
OG0000775	Syal.g_01608	Prbf.g_00031
OG0000776	Syal.g_01607	Prbf.g_00030
OG0000777	Syal.g_01606	Prbf.g_00029
OG0000778	Syal.g_01605	Prbf.g_00028
OG0000779	Syal.g_01599	Prbf.g_00024
OG0000780	Syal.g_01594	Prbf.g_00023
OG0000781	Syal.g_01590	Prbf.g_00019
OG0000782	Syal.g_01589	Prbf.g_00018
OG0000783	Syal.g_01588	Prbf.g_00017
OG0000784	Syal.g_01587	Prbf.g_00016
OG0000785	Syal.g_01585	Prbf.g_00014
OG0000786	Syal.g_01579	Prbf.g_00011
OG0000787	Syal.g_01578	Prbf.g_00010
OG0000788	Syal.g_02619	Prbf.g_01782
OG0000789	Syal.g_02598	Prbf.g_00256
OG0000790	Syal.g_02883	Prbf.g_00100
OG0000791	Syal.g_02882	Prbf.g_00102
OG0000792	Syal.g_02881	Prbf.g_00103
OG0000793	Syal.g_02876	Prbf.g_00106
OG0000794	Syal.g_02875	Prbf.g_00107
OG0000795	Syal.g_02874	Prbf.g_00108
OG0000796	Syal.g_02870	Prbf.g_00112
OG0000797	Syal.g_02869	Prbf.g_00113
OG0000798	Syal.g_01372	Prbf.g_00312
OG0000799	Syal.g_01547	Prbf.g_00140
OG0000800	Syal.g_01542	Prbf.g_00141
OG0000801	Syal.g_01541	Prbf.g_00142
OG0000802	Syal.g_01536	Prbf.g_00144
OG0000803	Syal.g_00040	Prbf.g_00146
OG0000804	Syal.g_00036	Prbf.g_00147
OG0000805	Syal.g_00030	Prbf.g_00149
OG0000806	Syal.g_00028	Prbf.g_00151
OG0000807	Syal.g_00026	Prbf.g_00152
OG0000808	Syal.g_00025	Prbf.g_00153
OG0000809	Syal.g_00022	Prbf.g_00155
OG0000810	Syal.g_00021	Prbf.g_00156
OG0000811	Syal.g_00380	Prbf.g_00160
OG0000812	Syal.g_00382	Prbf.g_00162
OG0000813	Syal.g_00383	Prbf.g_00163
OG0000814	Syal.g_00385	Prbf.g_00165
OG0000815	Syal.g_00391	Prbf.g_00166
OG0000816	Syal.g_00393	Prbf.g_00168
OG0000817	Syal.g_00394	Prbf.g_00169
OG0000818	Syal.g_00401	Prbf.g_00174
OG0000819	Syal.g_00402	Prbf.g_00175
OG0000820	Syal.g_00403	Prbf.g_00176
OG0000821	Syal.g_00409	Prbf.g_00180
OG0000822	Syal.g_00411	Prbf.g_00181
OG0000823	Syal.g_00412	Prbf.g_00182
OG0000824	Syal.g_00417	Prbf.g_00185
OG0000825	Syal.g_00418	Prbf.g_00186
OG0000826	Syal.g_00419	Prbf.g_00187
OG0000827	Syal.g_00420	Prbf.g_00188
OG0000828	Syal.g_00423	Prbf.g_00191
OG0000829	Syal.g_00424	Prbf.g_00192
OG0000830	Syal.g_00425	Prbf.g_00193
OG0000831	Syal.g_00427	Prbf.g_00195
OG0000832	Syal.g_02967	Prbf.g_00205
OG0000833	Syal.g_02976	Prbf.g_00214
OG0000834	Syal.g_02979	Prbf.g_00215
OG0000835	Syal.g_02980	Prbf.g_00216
OG0000836	Syal.g_02983	Prbf.g_00217
OG0000837	Syal.g_02984	Prbf.g_00218
OG0000838	Syal.g_02988	Prbf.g_00220
OG0000839	Syal.g_02989	Prbf.g_00221
OG0000840	Syal.g_02990	Prbf.g_00222
OG0000841	Syal.g_02991	Prbf.g_00223
OG0000842	Syal.g_02992	Prbf.g_00224
OG0000843	Syal.g_02993	Prbf.g_00225
OG0000844	Syal.g_02995	Prbf.g_00226
OG0000845	Syal.g_02996	Prbf.g_00227
OG0000846	Syal.g_02997	Prbf.g_00228
OG0000847	Syal.g_02998	Prbf.g_00229
OG0000848	Syal.g_03000	Prbf.g_00230
OG0000849	Syal.g_03001	Prbf.g_00231
OG0000850	Syal.g_03008	Prbf.g_00233
OG0000851	Syal.g_00561	Prbf.g_00234
OG0000852	Syal.g_00562	Prbf.g_00235
OG0000853	Syal.g_00566	Prbf.g_00241
OG0000854	Syal.g_00568	Prbf.g_00243
OG0000855	Syal.g_00569	Prbf.g_00244
OG0000856	Syal.g_02704	Prbf.g_01911
OG0000857	Syal.g_01882	Prbf.g_01230
OG0000858	Syal.g_00576	Prbf.g_00700
OG0000859	Syal.g_00577	Prbf.g_00699
OG0000860	Syal.g_00589	Prbf.g_00691
OG0000861	Syal.g_00590	Prbf.g_00690
OG0000862	Syal.g_00591	Prbf.g_00689
OG0000863	Syal.g_00594	Prbf.g_00687
OG0000864	Syal.g_00595	Prbf.g_00686
OG0000865	Syal.g_00596	Prbf.g_00685
OG0000866	Syal.g_00597	Prbf.g_00684
OG0000867	Syal.g_00598	Prbf.g_00683
OG0000868	Syal.g_00604	Prbf.g_00681
OG0000869	Syal.g_00609	Prbf.g_00678
OG0000870	Syal.g_00614	Prbf.g_00673
OG0000871	Syal.g_00615	Prbf.g_00672
OG0000872	Syal.g_00621	Prbf.g_00671
OG0000873	Syal.g_00624	Prbf.g_00668
OG0000874	Syal.g_00627	Prbf.g_00665
OG0000875	Syal.g_00629	Prbf.g_00664
OG0000876	Syal.g_00631	Prbf.g_00663
OG0000877	Syal.g_00633	Prbf.g_00661
OG0000878	Syal.g_00634	Prbf.g_00660
OG0000879	Syal.g_00635	Prbf.g_00659
OG0000880	Syal.g_00636	Prbf.g_00658
OG0000881	Syal.g_00641	Prbf.g_00654
OG0000882	Syal.g_00646	Prbf.g_00649
OG0000883	Syal.g_00648	Prbf.g_00647
OG0000884	Syal.g_00650	Prbf.g_00645
OG0000885	Syal.g_00651	Prbf.g_00644
OG0000886	Syal.g_00652	Prbf.g_00643
OG0000887	Syal.g_00653	Prbf.g_00642
OG0000888	Syal.g_00655	Prbf.g_00640
OG0000889	Syal.g_00657	Prbf.g_00638
OG0000890	Syal.g_00663	Prbf.g_00637
OG0000891	Syal.g_00664	Prbf.g_00636
OG0000892	Syal.g_00668	Prbf.g_00634
OG0000893	Syal.g_00193	Prbf.g_00630
OG0000894	Syal.g_00196	Prbf.g_00627
OG0000895	Syal.g_00200	Prbf.g_00623
OG0000896	Syal.g_00201	Prbf.g_00622
OG0000897	Syal.g_00203	Prbf.g_00620
OG0000898	Syal.g_00204	Prbf.g_00619
OG0000899	Syal.g_00205	Prbf.g_00618
OG0000900	Syal.g_00206	Prbf.g_00617
OG0000901	Syal.g_00211	Prbf.g_00614
OG0000902	Syal.g_00213	Prbf.g_00612
OG0000903	Syal.g_00227	Prbf.g_00608
OG0000904	Syal.g_00222	Prbf.g_00604
OG0000905	Syal.g_00217	Prbf.g_00610
OG0000906	Syal.g_00215	Prbf.g_00611
OG0000907	Syal.g_00229	Prbf.g_00601
OG0000908	Syal.g_00232	Prbf.g_00598
OG0000909	Syal.g_00233	Prbf.g_00597
OG0000910	Syal.g_00234	Prbf.g_00596
OG0000911	Syal.g_00237	Prbf.g_00594
OG0000912	Syal.g_00238	Prbf.g_00593
OG0000913	Syal.g_00239	Prbf.g_00592
OG0000914	Syal.g_00240	Prbf.g_00591
OG0000915	Syal.g_00241	Prbf.g_00590
OG0000916	Syal.g_00242	Prbf.g_00589
OG0000917	Syal.g_00243	Prbf.g_00588
OG0000918	Syal.g_00244	Prbf.g_00587
OG0000919	Syal.g_00245	Prbf.g_00586
OG0000920	Syal.g_00246	Prbf.g_00585
OG0000921	Syal.g_00247	Prbf.g_00584
OG0000922	Syal.g_00248	Prbf.g_00583
OG0000923	Syal.g_00252	Prbf.g_00579
OG0000924	Syal.g_00253	Prbf.g_00578
OG0000925	Syal.g_00254	Prbf.g_00577
OG0000926	Syal.g_00255	Prbf.g_00576
OG0000927	Syal.g_00257	Prbf.g_00574
OG0000928	Syal.g_00258	Prbf.g_00573
OG0000929	Syal.g_00259	Prbf.g_00572
OG0000930	Syal.g_00260	Prbf.g_00571
OG0000931	Syal.g_00261	Prbf.g_00570
OG0000932	Syal.g_00262	Prbf.g_00569
OG0000933	Syal.g_00268	Prbf.g_00565
OG0000934	Syal.g_00270	Prbf.g_00563
OG0000935	Syal.g_00271	Prbf.g_00562
OG0000936	Syal.g_00272	Prbf.g_00561
OG0000937	Syal.g_00273	Prbf.g_00560
OG0000938	Syal.g_00276	Prbf.g_00557
OG0000939	Syal.g_00277	Prbf.g_00556
OG0000940	Syal.g_00285	Prbf.g_00549
OG0000941	Syal.g_00287	Prbf.g_00547
OG0000942	Syal.g_00289	Prbf.g_00545
OG0000943	Syal.g_00290	Prbf.g_00544
OG0000944	Syal.g_00292	Prbf.g_00542
OG0000945	Syal.g_00294	Prbf.g_00541
OG0000946	Syal.g_00301	Prbf.g_00536
OG0000947	Syal.g_00304	Prbf.g_00534
OG0000948	Syal.g_00305	Prbf.g_00533
OG0000949	Syal.g_01341	Prbf.g_00530
OG0000950	Syal.g_01348	Prbf.g_00523
OG0000951	Syal.g_01353	Prbf.g_00519
OG0000952	Syal.g_01363	Prbf.g_00515
OG0000953	Syal.g_01435	Prbf.g_00511
OG0000954	Syal.g_01443	Prbf.g_00507
OG0000955	Syal.g_01444	Prbf.g_00506
OG0000956	Syal.g_01446	Prbf.g_00504
OG0000957	Syal.g_01457	Prbf.g_00498
OG0000958	Syal.g_01458	Prbf.g_00497
OG0000959	Syal.g_01482	Prbf.g_00493
OG0000960	Syal.g_01483	Prbf.g_00492
OG0000961	Syal.g_01507	Prbf.g_00488
OG0000962	Syal.g_01509	Prbf.g_00486
OG0000963	Syal.g_01514	Prbf.g_00482
OG0000964	Syal.g_01515	Prbf.g_00481
OG0000965	Syal.g_01516	Prbf.g_00480
OG0000966	Syal.g_00176	Prbf.g_00474
OG0000967	Syal.g_00171	Prbf.g_00470
OG0000968	Syal.g_00169	Prbf.g_00468
OG0000969	Syal.g_00167	Prbf.g_00467
OG0000970	Syal.g_00166	Prbf.g_00466
OG0000971	Syal.g_00164	Prbf.g_00465
OG0000972	Syal.g_00163	Prbf.g_00464
OG0000973	Syal.g_00162	Prbf.g_00463
OG0000974	Syal.g_00161	Prbf.g_00462
OG0000975	Syal.g_00160	Prbf.g_00461
OG0000976	Syal.g_00159	Prbf.g_00460
OG0000977	Syal.g_00157	Prbf.g_00459
OG0000978	Syal.g_00156	Prbf.g_00458
OG0000979	Syal.g_00153	Prbf.g_00456
OG0000980	Syal.g_00150	Prbf.g_00454
OG0000981	Syal.g_00147	Prbf.g_00451
OG0000982	Syal.g_01068	Prbf.g_00449
OG0000983	Syal.g_01069	Prbf.g_00448
OG0000984	Syal.g_01070	Prbf.g_00447
OG0000985	Syal.g_01074	Prbf.g_00444
OG0000986	Syal.g_01076	Prbf.g_00442
OG0000987	Syal.g_01080	Prbf.g_00441
OG0000988	Syal.g_01086	Prbf.g_00438
OG0000989	Syal.g_01098	Prbf.g_00434
OG0000990	Syal.g_01118	Prbf.g_00430
OG0000991	Syal.g_01120	Prbf.g_00429
OG0000992	Syal.g_01122	Prbf.g_00426
OG0000993	Syal.g_01123	Prbf.g_00425
OG0000994	Syal.g_01127	Prbf.g_00424
OG0000995	Syal.g_01132	Prbf.g_00420
OG0000996	Syal.g_01162	Prbf.g_00419
OG0000997	Syal.g_01171	Prbf.g_00416
OG0000998	Syal.g_01173	Prbf.g_00414
OG0000999	Syal.g_01174	Prbf.g_00413
OG0001000	Syal.g_01177	Prbf.g_00410
OG0001001	Syal.g_01182	Prbf.g_00407
OG0001002	Syal.g_00082	Prbf.g_00402
OG0001003	Syal.g_00084	Prbf.g_00401
OG0001004	Syal.g_00085	Prbf.g_00400
OG0001005	Syal.g_00087	Prbf.g_00399
OG0001006	Syal.g_00094	Prbf.g_00395
OG0001007	Syal.g_00096	Prbf.g_00393
OG0001008	Syal.g_00524	Prbf.g_01721
OG0001009	Syal.g_00129	Prbf.g_01349
OG0001010	Syal.g_00130	Prbf.g_01350
OG0001011	Syal.g_00131	Prbf.g_01352
OG0001012	Syal.g_01064	Prbf.g_01366
OG0001013	Syal.g_01026	Prbf.g_01373
OG0001014	Syal.g_01022	Prbf.g_01376
OG0001015	Syal.g_01021	Prbf.g_01378
OG0001016	Syal.g_00756	Prbf.g_01400
OG0001017	Syal.g_00762	Prbf.g_01404
OG0001018	Syal.g_00764	Prbf.g_01406
OG0001019	Syal.g_00785	Prbf.g_01415
OG0001020	Syal.g_00796	Prbf.g_01416
OG0001021	Syal.g_00800	Prbf.g_01417
OG0001022	Syal.g_00805	Prbf.g_01420
OG0001023	Syal.g_00806	Prbf.g_01421
OG0001024	Syal.g_00810	Prbf.g_01425
OG0001025	Syal.g_00817	Prbf.g_01432
OG0001026	Syal.g_00830	Prbf.g_01441
OG0001027	Syal.g_00834	Prbf.g_01442
OG0001028	Syal.g_00836	Prbf.g_01444
OG0001029	Syal.g_00838	Prbf.g_01445
OG0001030	Syal.g_00860	Prbf.g_01461
OG0001031	Syal.g_00936	Prbf.g_01521
OG0001032	Syal.g_00938	Prbf.g_01522
OG0001033	Syal.g_00972	Prbf.g_01543
OG0001034	Syal.g_00684	Prbf.g_01574
OG0001035	Syal.g_01226	Prbf.g_01594
OG0001036	Syal.g_01231	Prbf.g_01598
OG0001037	Syal.g_01233	Prbf.g_01599
OG0001038	Syal.g_01261	Prbf.g_01618
OG0001039	Syal.g_01264	Prbf.g_01621
OG0001040	Syal.g_01267	Prbf.g_01623
OG0001041	Syal.g_01272	Prbf.g_01628
OG0001042	Syal.g_01300	Prbf.g_01645
OG0001043	Syal.g_01304	Prbf.g_01646
OG0001044	Syal.g_00346	Prbf.g_01677
OG0001045	Syal.g_00359	Prbf.g_01686
OG0001046	Syal.g_01967	Prbf.g_00741
OG0001047	Syal.g_00522	Prbf.g_01723
OG0001048	Syal.g_00521	Prbf.g_01724
OG0001049	Syal.g_00518	Prbf.g_01726
OG0001050	Syal.g_00517	Prbf.g_01727
OG0001051	Syal.g_00516	Prbf.g_01728
OG0001052	Syal.g_00467	Prbf.g_01754
OG0001053	Syal.g_02900	Prbf.g_01766
OG0001054	Syal.g_02919	Prbf.g_01781
OG0001055	Syal.g_02940	Prbf.g_01800
OG0001056	Syal.g_02833	Prbf.g_01817
OG0001057	Syal.g_01574	Prbf.g_01822
OG0001058	Syal.g_02812	Prbf.g_01830
OG0001059	Syal.g_02808	Prbf.g_01834
OG0001060	Syal.g_02801	Prbf.g_01840
OG0001061	Syal.g_02783	Prbf.g_01855
OG0001062	Syal.g_02781	Prbf.g_01857
OG0001063	Syal.g_02776	Prbf.g_01859
OG0001064	Syal.g_02775	Prbf.g_01860
OG0001065	Syal.g_02774	Prbf.g_01861
OG0001066	Syal.g_02773	Prbf.g_01862
OG0001067	Syal.g_02772	Prbf.g_01863
OG0001068	Syal.g_02771	Prbf.g_01864
OG0001069	Syal.g_02770	Prbf.g_01865
OG0001070	Syal.g_02766	Prbf.g_01869
OG0001071	Syal.g_02765	Prbf.g_01870
OG0001072	Syal.g_02761	Prbf.g_01872
OG0001073	Syal.g_02746	Prbf.g_01886
OG0001074	Syal.g_02575	Prbf.g_01898
OG0001075	Syal.g_02726	Prbf.g_01899
OG0001076	Syal.g_02712	Prbf.g_01906
OG0001077	Syal.g_02702	Prbf.g_01912
OG0001078	Syal.g_02635	Prbf.g_00983
OG0001079	Syal.g_02618	Prbf.g_00995
OG0001080	Syal.g_02514	Prbf.g_01001
OG0001081	Syal.g_02175	Prbf.g_01003
OG0001082	Syal.g_02176	Prbf.g_01004
OG0001083	Syal.g_02184	Prbf.g_01009
OG0001084	Syal.g_02187	Prbf.g_01010
OG0001085	Syal.g_02206	Prbf.g_01293
OG0001086	Syal.g_02208	Prbf.g_01292
OG0001087	Syal.g_01782	Prbf.g_01274
OG0001088	Syal.g_01785	Prbf.g_01273
OG0001089	Syal.g_01811	Prbf.g_01262
OG0001090	Syal.g_01859	Prbf.g_01252
OG0001091	Syal.g_01862	Prbf.g_01030
OG0001092	Syal.g_01864	Prbf.g_01031
OG0001093	Syal.g_02419	Prbf.g_01036
OG0001094	Syal.g_02216	Prbf.g_01029
OG0001095	Syal.g_01879	Prbf.g_01232
OG0001096	Syal.g_02447	Prbf.g_01218
OG0001097	Syal.g_02473	Prbf.g_01198
OG0001098	Syal.g_02083	Prbf.g_01179
OG0001099	Syal.g_00837	Prbf.g_00833
OG0001100	Syal.g_02293	Prbf.g_01329
OG0001101	Syal.g_02292	Prbf.g_01326
OG0001102	Syal.g_02289	Prbf.g_01323
OG0001103	Syal.g_02287	Prbf.g_01321
OG0001104	Syal.g_02241	Prbf.g_01298
OG0001105	Syal.g_02236	Prbf.g_01294
OG0001106	Syal.g_02007	Prbf.g_01126
OG0001107	Syal.g_01993	Prbf.g_01119
OG0001108	Syal.g_01985	Prbf.g_01115
OG0001109	Syal.g_01983	Prbf.g_01114
OG0001110	Syal.g_01981	Prbf.g_01112
OG0001111	Syal.g_01979	Prbf.g_01111
OG0001112	Syal.g_01977	Prbf.g_01110
OG0001113	Syal.g_02244	Prbf.g_01109
OG0001114	Syal.g_01976	Prbf.g_01108
OG0001115	Syal.g_01972	Prbf.g_01106
OG0001116	Syal.g_01970	Prbf.g_01105
OG0001117	Syal.g_01969	Prbf.g_01104
OG0001118	Syal.g_01968	Prbf.g_01103
OG0001119	Syal.g_01966	Prbf.g_01102
OG0001120	Syal.g_01962	Prbf.g_01100
OG0001122	Syal.g_01921	Prbf.g_01080
OG0001123	Syal.g_01913	Prbf.g_01074
OG0001124	Syal.g_01911	Prbf.g_01072
