Orthogroup	Syal	Prau
OG0000584	Syal.g_02734	Prau.g_00648
OG0000585	Syal.g_02731	Prau.g_00650
OG0000586	Syal.g_02730	Prau.g_00651
OG0000587	Syal.g_02728	Prau.g_00652
OG0000588	Syal.g_02717	Prau.g_00656
OG0000589	Syal.g_02714	Prau.g_00661
OG0000590	Syal.g_02713	Prau.g_00662
OG0000591	Syal.g_02707	Prau.g_00665
OG0000592	Syal.g_02706	Prau.g_00666
OG0000593	Syal.g_02640	Prau.g_00672
OG0000594	Syal.g_02639	Prau.g_00673
OG0000595	Syal.g_02638	Prau.g_00674
OG0000596	Syal.g_02633	Prau.g_00678
OG0000597	Syal.g_02630	Prau.g_00680
OG0000598	Syal.g_02629	Prau.g_00681
OG0000599	Syal.g_02622	Prau.g_00684
OG0000600	Syal.g_02621	Prau.g_00685
OG0000601	Syal.g_02620	Prau.g_00686
OG0000602	Syal.g_02615	Prau.g_00688
OG0000603	Syal.g_02614	Prau.g_00689
OG0000604	Syal.g_02612	Prau.g_00690
OG0000605	Syal.g_02516	Prau.g_00691
OG0000606	Syal.g_02174	Prau.g_00694
OG0000607	Syal.g_02177	Prau.g_00697
OG0000608	Syal.g_02178	Prau.g_00698
OG0000609	Syal.g_02180	Prau.g_00699
OG0000610	Syal.g_02198	Prau.g_00704
OG0000611	Syal.g_02201	Prau.g_00707
OG0000612	Syal.g_02202	Prau.g_00708
OG0000613	Syal.g_01325	Prau.g_00713
OG0000614	Syal.g_01794	Prau.g_00732
OG0000615	Syal.g_02256	Prau.g_00740
OG0000616	Syal.g_00079	Prau.g_00744
OG0000617	Syal.g_01866	Prau.g_00761
OG0000618	Syal.g_01867	Prau.g_00762
OG0000619	Syal.g_02417	Prau.g_00763
OG0000620	Syal.g_02422	Prau.g_00766
OG0000621	Syal.g_02423	Prau.g_00767
OG0000622	Syal.g_02424	Prau.g_00768
OG0000623	Syal.g_02425	Prau.g_00769
OG0000624	Syal.g_02427	Prau.g_00770
OG0000625	Syal.g_02428	Prau.g_00771
OG0000626	Syal.g_02429	Prau.g_00772
OG0000627	Syal.g_02048	Prau.g_00773
OG0000628	Syal.g_02047	Prau.g_00774
OG0000629	Syal.g_02044	Prau.g_00775
OG0000630	Syal.g_02040	Prau.g_00778
OG0000631	Syal.g_02031	Prau.g_00845
OG0000632	Syal.g_02030	Prau.g_00846
OG0000633	Syal.g_02029	Prau.g_00847
OG0000634	Syal.g_02410	Prau.g_00850
OG0000635	Syal.g_02411	Prau.g_00851
OG0000636	Syal.g_02413	Prau.g_00853
OG0000637	Syal.g_02415	Prau.g_00855
OG0000638	Syal.g_02416	Prau.g_00856
OG0000639	Syal.g_01868	Prau.g_00857
OG0000640	Syal.g_01869	Prau.g_00858
OG0000641	Syal.g_01873	Prau.g_00862
OG0000642	Syal.g_01874	Prau.g_00863
OG0000643	Syal.g_01875	Prau.g_00864
OG0000644	Syal.g_01876	Prau.g_00865
OG0000645	Syal.g_01878	Prau.g_00866
OG0000646	Syal.g_01881	Prau.g_00868
OG0000647	Syal.g_01883	Prau.g_00869
OG0000648	Syal.g_02438	Prau.g_00871
OG0000649	Syal.g_02439	Prau.g_00872
OG0000650	Syal.g_02440	Prau.g_00873
OG0000651	Syal.g_02441	Prau.g_00874
OG0000652	Syal.g_02442	Prau.g_00875
OG0000653	Syal.g_02444	Prau.g_00877
OG0000654	Syal.g_02445	Prau.g_00878
OG0000655	Syal.g_02446	Prau.g_00879
OG0000656	Syal.g_02449	Prau.g_00882
OG0000657	Syal.g_02460	Prau.g_00889
OG0000658	Syal.g_02465	Prau.g_00890
OG0000659	Syal.g_02466	Prau.g_00891
OG0000660	Syal.g_02470	Prau.g_00895
OG0000661	Syal.g_02472	Prau.g_00897
OG0000662	Syal.g_02474	Prau.g_00899
OG0000663	Syal.g_02477	Prau.g_00902
OG0000664	Syal.g_02478	Prau.g_00903
OG0000665	Syal.g_02593	Prau.g_00907
OG0000666	Syal.g_02605	Prau.g_00908
OG0000667	Syal.g_02192	Prau.g_00912
OG0000668	Syal.g_01920	Prau.g_00942
OG0000669	Syal.g_02295	Prau.g_00949
OG0000670	Syal.g_02956	Prau.g_00951
OG0000671	Syal.g_02291	Prau.g_00953
OG0000672	Syal.g_02288	Prau.g_00955
OG0000673	Syal.g_02285	Prau.g_00957
OG0000674	Syal.g_02283	Prau.g_00959
OG0000675	Syal.g_02282	Prau.g_00960
OG0000676	Syal.g_02272	Prau.g_00962
OG0000677	Syal.g_02271	Prau.g_00963
OG0000678	Syal.g_02264	Prau.g_00965
OG0000679	Syal.g_02252	Prau.g_00969
OG0000680	Syal.g_02251	Prau.g_00970
OG0000681	Syal.g_02248	Prau.g_00973
OG0000682	Syal.g_02247	Prau.g_00974
OG0000683	Syal.g_02246	Prau.g_00975
OG0000684	Syal.g_02242	Prau.g_00977
OG0000685	Syal.g_02240	Prau.g_00979
OG0000686	Syal.g_02239	Prau.g_00980
OG0000687	Syal.g_02237	Prau.g_00981
OG0000688	Syal.g_02225	Prau.g_00984
OG0000689	Syal.g_02223	Prau.g_00985
OG0000690	Syal.g_02222	Prau.g_00986
OG0000691	Syal.g_02221	Prau.g_00987
OG0000692	Syal.g_02220	Prau.g_00989
OG0000693	Syal.g_02218	Prau.g_00990
OG0000694	Syal.g_02217	Prau.g_00991
OG0000695	Syal.g_02027	Prau.g_00993
OG0000696	Syal.g_02026	Prau.g_00994
OG0000697	Syal.g_02025	Prau.g_00995
OG0000698	Syal.g_02022	Prau.g_00998
OG0000699	Syal.g_02021	Prau.g_00999
OG0000700	Syal.g_02020	Prau.g_01000
OG0000701	Syal.g_02019	Prau.g_01001
OG0000702	Syal.g_02011	Prau.g_01003
OG0000703	Syal.g_02010	Prau.g_01004
OG0000704	Syal.g_02008	Prau.g_01005
OG0000705	Syal.g_01999	Prau.g_01009
OG0000706	Syal.g_01998	Prau.g_01010
OG0000707	Syal.g_01997	Prau.g_01011
OG0000708	Syal.g_01994	Prau.g_01012
OG0000709	Syal.g_01986	Prau.g_01016
OG0000710	Syal.g_01982	Prau.g_01019
OG0000711	Syal.g_01954	Prau.g_01036
OG0000712	Syal.g_01952	Prau.g_01038
OG0000713	Syal.g_01951	Prau.g_01039
OG0000714	Syal.g_01948	Prau.g_01040
OG0000715	Syal.g_01934	Prau.g_01042
OG0000716	Syal.g_01930	Prau.g_01044
OG0000717	Syal.g_01929	Prau.g_01045
OG0000718	Syal.g_01925	Prau.g_01058
OG0000719	Syal.g_01922	Prau.g_01060
OG0000720	Syal.g_01908	Prau.g_01069
OG0000721	Syal.g_01906	Prau.g_01071
OG0000722	Syal.g_01905	Prau.g_01072
OG0000723	Syal.g_02433	Prau.g_01075
OG0000724	Syal.g_01829	Prau.g_01084
OG0000725	Syal.g_01820	Prau.g_01090
OG0000726	Syal.g_01819	Prau.g_01091
OG0000727	Syal.g_01818	Prau.g_01092
OG0000728	Syal.g_01816	Prau.g_01094
OG0000729	Syal.g_01510	Prau.g_01138
OG0000730	Syal.g_00345	Prau.g_01142
OG0000731	Syal.g_00356	Prau.g_01146
OG0000732	Syal.g_00149	Prau.g_01155
OG0000733	Syal.g_01105	Prau.g_01175
OG0000734	Syal.g_00828	Prau.g_01192
OG0000735	Syal.g_01627	Prau.g_01194
OG0000736	Syal.g_01628	Prau.g_01195
OG0000737	Syal.g_01629	Prau.g_01196
OG0000738	Syal.g_01634	Prau.g_01200
OG0000739	Syal.g_01645	Prau.g_01201
OG0000740	Syal.g_01646	Prau.g_01202
OG0000741	Syal.g_01649	Prau.g_01203
OG0000742	Syal.g_01652	Prau.g_01205
OG0000743	Syal.g_01654	Prau.g_01207
OG0000744	Syal.g_01655	Prau.g_01208
OG0000745	Syal.g_01657	Prau.g_01209
OG0000746	Syal.g_01659	Prau.g_01211
OG0000747	Syal.g_01660	Prau.g_01212
OG0000748	Syal.g_01674	Prau.g_01215
OG0000749	Syal.g_01675	Prau.g_01216
OG0000750	Syal.g_01676	Prau.g_01217
OG0000751	Syal.g_01688	Prau.g_01219
OG0000752	Syal.g_01690	Prau.g_01221
OG0000753	Syal.g_01693	Prau.g_01224
OG0000754	Syal.g_01698	Prau.g_01227
OG0000755	Syal.g_01707	Prau.g_01230
OG0000756	Syal.g_01708	Prau.g_01231
OG0000757	Syal.g_01715	Prau.g_01237
OG0000758	Syal.g_01716	Prau.g_01238
OG0000759	Syal.g_01717	Prau.g_01239
OG0000760	Syal.g_01718	Prau.g_01240
OG0000761	Syal.g_01719	Prau.g_01241
OG0000762	Syal.g_01721	Prau.g_01242
OG0000763	Syal.g_01723	Prau.g_01244
OG0000764	Syal.g_01724	Prau.g_01245
OG0000765	Syal.g_01768	Prau.g_01254
OG0000766	Syal.g_01767	Prau.g_01255
OG0000767	Syal.g_01765	Prau.g_01257
OG0000768	Syal.g_01764	Prau.g_01258
OG0000769	Syal.g_01762	Prau.g_01260
OG0000770	Syal.g_01758	Prau.g_01262
OG0000771	Syal.g_01835	Prau.g_01271, Prau.g_01496
OG0000772	Syal.g_01641	Prau.g_01346
OG0000773	Syal.g_01618	Prau.g_01361
OG0000774	Syal.g_01610	Prau.g_01363
OG0000775	Syal.g_01608	Prau.g_01366
OG0000776	Syal.g_01607	Prau.g_01367
OG0000777	Syal.g_01606	Prau.g_01368
OG0000778	Syal.g_01605	Prau.g_01369
OG0000779	Syal.g_01599	Prau.g_01373
OG0000780	Syal.g_01594	Prau.g_01374
OG0000781	Syal.g_01590	Prau.g_01377
OG0000782	Syal.g_01589	Prau.g_01378
OG0000783	Syal.g_01588	Prau.g_01379
OG0000784	Syal.g_01587	Prau.g_01380
OG0000785	Syal.g_01585	Prau.g_01382
OG0000786	Syal.g_01579	Prau.g_01384
OG0000787	Syal.g_01578	Prau.g_01385
OG0000788	Syal.g_02619	Prau.g_01396
OG0000789	Syal.g_02598	Prau.g_01399
OG0000790	Syal.g_02883	Prau.g_01414
OG0000791	Syal.g_02882	Prau.g_01416
OG0000792	Syal.g_02881	Prau.g_01417
OG0000793	Syal.g_02876	Prau.g_01420
OG0000794	Syal.g_02875	Prau.g_01421
OG0000795	Syal.g_02874	Prau.g_01422
OG0000796	Syal.g_02870	Prau.g_01426
OG0000797	Syal.g_02869	Prau.g_01427
OG0000799	Syal.g_01547	Prau.g_01510
OG0000800	Syal.g_01542	Prau.g_01511
OG0000801	Syal.g_01541	Prau.g_01512
OG0000802	Syal.g_01536	Prau.g_01514
OG0000803	Syal.g_00040	Prau.g_01516
OG0000804	Syal.g_00036	Prau.g_01517
OG0000805	Syal.g_00030	Prau.g_01519
OG0000806	Syal.g_00028	Prau.g_01521
OG0000807	Syal.g_00026	Prau.g_01522
OG0000808	Syal.g_00025	Prau.g_01523
OG0000809	Syal.g_00022	Prau.g_01526
OG0000810	Syal.g_00021	Prau.g_01527
OG0000811	Syal.g_00380	Prau.g_01534
OG0000812	Syal.g_00382	Prau.g_01536
OG0000813	Syal.g_00383	Prau.g_01537
OG0000814	Syal.g_00385	Prau.g_01539
OG0000815	Syal.g_00391	Prau.g_01540
OG0000816	Syal.g_00393	Prau.g_01542
OG0000817	Syal.g_00394	Prau.g_01543
OG0000818	Syal.g_00401	Prau.g_01548
OG0000819	Syal.g_00402	Prau.g_01549
OG0000820	Syal.g_00403	Prau.g_01550
OG0000821	Syal.g_00409	Prau.g_01554
OG0000822	Syal.g_00411	Prau.g_01555
OG0000823	Syal.g_00412	Prau.g_01556
OG0000824	Syal.g_00417	Prau.g_01559
OG0000825	Syal.g_00418	Prau.g_01560
OG0000826	Syal.g_00419	Prau.g_01561
OG0000827	Syal.g_00420	Prau.g_01562
OG0000828	Syal.g_00423	Prau.g_01565
OG0000829	Syal.g_00424	Prau.g_01566
OG0000830	Syal.g_00425	Prau.g_01567
OG0000831	Syal.g_00427	Prau.g_01569
OG0000832	Syal.g_02967	Prau.g_01575
OG0000833	Syal.g_02976	Prau.g_01583
OG0000834	Syal.g_02979	Prau.g_01584
OG0000835	Syal.g_02980	Prau.g_01585
OG0000836	Syal.g_02983	Prau.g_01586
OG0000837	Syal.g_02984	Prau.g_01587
OG0000838	Syal.g_02988	Prau.g_01589
OG0000839	Syal.g_02989	Prau.g_01590
OG0000840	Syal.g_02990	Prau.g_01591
OG0000841	Syal.g_02991	Prau.g_01592
OG0000842	Syal.g_02992	Prau.g_01593
OG0000843	Syal.g_02993	Prau.g_01594
OG0000844	Syal.g_02995	Prau.g_01595
OG0000845	Syal.g_02996	Prau.g_01596
OG0000846	Syal.g_02997	Prau.g_01597
OG0000847	Syal.g_02998	Prau.g_01598
OG0000848	Syal.g_03000	Prau.g_01599
OG0000849	Syal.g_03001	Prau.g_01600
OG0000850	Syal.g_03008	Prau.g_01602
OG0000851	Syal.g_00561	Prau.g_01603
OG0000852	Syal.g_00562	Prau.g_01604
OG0000853	Syal.g_00566	Prau.g_01608
OG0000854	Syal.g_00568	Prau.g_01610
OG0000855	Syal.g_00569	Prau.g_01611
OG0000856	Syal.g_02704	Prau.g_01626
OG0000857	Syal.g_01882	Prau.g_01652
OG0000858	Syal.g_00576	Prau.g_01726
OG0000859	Syal.g_00577	Prau.g_01727
OG0000860	Syal.g_00589	Prau.g_01734
OG0000861	Syal.g_00590	Prau.g_01735
OG0000862	Syal.g_00591	Prau.g_01736
OG0000863	Syal.g_00594	Prau.g_01738
OG0000864	Syal.g_00595	Prau.g_01739
OG0000865	Syal.g_00596	Prau.g_01740
OG0000866	Syal.g_00597	Prau.g_01741
OG0000867	Syal.g_00598	Prau.g_01742
OG0000868	Syal.g_00604	Prau.g_01743
OG0000869	Syal.g_00609	Prau.g_01747
OG0000870	Syal.g_00614	Prau.g_01752
OG0000871	Syal.g_00615	Prau.g_01753
OG0000872	Syal.g_00621	Prau.g_01754
OG0000873	Syal.g_00624	Prau.g_01757
OG0000874	Syal.g_00627	Prau.g_01760
OG0000875	Syal.g_00629	Prau.g_01761
OG0000876	Syal.g_00631	Prau.g_01762
OG0000877	Syal.g_00633	Prau.g_01764
OG0000878	Syal.g_00634	Prau.g_01765
OG0000879	Syal.g_00635	Prau.g_01766
OG0000880	Syal.g_00636	Prau.g_01767
OG0000881	Syal.g_00641	Prau.g_01771
OG0000882	Syal.g_00646	Prau.g_01776
OG0000883	Syal.g_00648	Prau.g_01777
OG0000884	Syal.g_00650	Prau.g_01779
OG0000885	Syal.g_00651	Prau.g_01780
OG0000886	Syal.g_00652	Prau.g_01781
OG0000887	Syal.g_00653	Prau.g_01782
OG0000888	Syal.g_00655	Prau.g_01784
OG0000889	Syal.g_00657	Prau.g_01786
OG0000890	Syal.g_00663	Prau.g_01787
OG0000891	Syal.g_00664	Prau.g_01788
OG0000892	Syal.g_00668	Prau.g_01790
OG0000893	Syal.g_00193	Prau.g_01794
OG0000894	Syal.g_00196	Prau.g_01796
OG0000895	Syal.g_00200	Prau.g_01799
OG0000896	Syal.g_00201	Prau.g_01800
OG0000897	Syal.g_00203	Prau.g_01802
OG0000898	Syal.g_00204	Prau.g_01803
OG0000899	Syal.g_00205	Prau.g_01804
OG0000900	Syal.g_00206	Prau.g_01805
OG0000901	Syal.g_00211	Prau.g_01808
OG0000902	Syal.g_00213	Prau.g_01810
OG0000903	Syal.g_00227	Prau.g_01813
OG0000904	Syal.g_00222	Prau.g_01815
OG0000905	Syal.g_00217	Prau.g_01820
OG0000906	Syal.g_00215	Prau.g_01821
OG0000907	Syal.g_00229	Prau.g_01827
OG0000908	Syal.g_00232	Prau.g_01830
OG0000909	Syal.g_00233	Prau.g_01831
OG0000910	Syal.g_00234	Prau.g_01832
OG0000911	Syal.g_00237	Prau.g_01834
OG0000912	Syal.g_00238	Prau.g_01835
OG0000913	Syal.g_00239	Prau.g_01836
OG0000914	Syal.g_00240	Prau.g_01837
OG0000915	Syal.g_00241	Prau.g_01838
OG0000916	Syal.g_00242	Prau.g_01839
OG0000917	Syal.g_00243	Prau.g_01840
OG0000918	Syal.g_00244	Prau.g_01841
OG0000919	Syal.g_00245	Prau.g_01842
OG0000920	Syal.g_00246	Prau.g_01843
OG0000921	Syal.g_00247	Prau.g_01844
OG0000922	Syal.g_00248	Prau.g_01845
OG0000923	Syal.g_00252	Prau.g_01849
OG0000924	Syal.g_00253	Prau.g_01850
OG0000925	Syal.g_00254	Prau.g_01851
OG0000926	Syal.g_00255	Prau.g_01852
OG0000927	Syal.g_00257	Prau.g_01854
OG0000928	Syal.g_00258	Prau.g_01855
OG0000929	Syal.g_00259	Prau.g_01856
OG0000930	Syal.g_00260	Prau.g_01857
OG0000931	Syal.g_00261	Prau.g_01858
OG0000932	Syal.g_00262	Prau.g_01859
OG0000933	Syal.g_00268	Prau.g_01863
OG0000934	Syal.g_00270	Prau.g_01865
OG0000935	Syal.g_00271	Prau.g_01866
OG0000936	Syal.g_00272	Prau.g_01867
OG0000937	Syal.g_00273	Prau.g_01868
OG0000938	Syal.g_00276	Prau.g_01870
OG0000939	Syal.g_00277	Prau.g_01871
OG0000940	Syal.g_00285	Prau.g_01878
OG0000941	Syal.g_00287	Prau.g_01880
OG0000942	Syal.g_00289	Prau.g_01882
OG0000943	Syal.g_00290	Prau.g_01883
OG0000944	Syal.g_00292	Prau.g_01884
OG0000945	Syal.g_00294	Prau.g_01885
OG0000946	Syal.g_00301	Prau.g_01889
OG0000947	Syal.g_00304	Prau.g_01891
OG0000948	Syal.g_00305	Prau.g_01892
OG0000949	Syal.g_01341	Prau.g_01895
OG0000950	Syal.g_01348	Prau.g_01900
OG0000951	Syal.g_01353	Prau.g_01904
OG0000952	Syal.g_01363	Prau.g_01908
OG0000953	Syal.g_01435	Prau.g_01911
OG0000954	Syal.g_01443	Prau.g_01915
OG0000955	Syal.g_01444	Prau.g_01916
OG0000956	Syal.g_01446	Prau.g_01918
OG0000957	Syal.g_01457	Prau.g_01923
OG0000958	Syal.g_01458	Prau.g_01924
OG0000959	Syal.g_01482	Prau.g_01928
OG0000960	Syal.g_01483	Prau.g_01929
OG0000961	Syal.g_01507	Prau.g_01931
OG0000962	Syal.g_01509	Prau.g_01933
OG0000963	Syal.g_01514	Prau.g_01937
OG0000964	Syal.g_01515	Prau.g_01938
OG0000965	Syal.g_01516	Prau.g_01939
OG0000966	Syal.g_00176	Prau.g_01946
OG0000967	Syal.g_00171	Prau.g_01951
OG0000968	Syal.g_00169	Prau.g_01953
OG0000969	Syal.g_00167	Prau.g_01954
OG0000970	Syal.g_00166	Prau.g_01955
OG0000971	Syal.g_00164	Prau.g_01956
OG0000972	Syal.g_00163	Prau.g_01957
OG0000973	Syal.g_00162	Prau.g_01958
OG0000974	Syal.g_00161	Prau.g_01959
OG0000975	Syal.g_00160	Prau.g_01960
OG0000976	Syal.g_00159	Prau.g_01961
OG0000977	Syal.g_00157	Prau.g_01962
OG0000978	Syal.g_00156	Prau.g_01963
OG0000979	Syal.g_00153	Prau.g_01966
OG0000980	Syal.g_00150	Prau.g_01968
OG0000981	Syal.g_00147	Prau.g_01970
OG0000982	Syal.g_01068	Prau.g_01972
OG0000983	Syal.g_01069	Prau.g_01973
OG0000984	Syal.g_01070	Prau.g_01974
OG0000985	Syal.g_01074	Prau.g_01977
OG0000986	Syal.g_01076	Prau.g_01979
OG0000987	Syal.g_01080	Prau.g_01980
OG0000988	Syal.g_01086	Prau.g_01983
OG0000989	Syal.g_01098	Prau.g_01986
OG0000990	Syal.g_01118	Prau.g_01989
OG0000991	Syal.g_01120	Prau.g_01990
OG0000992	Syal.g_01122	Prau.g_01992
OG0000993	Syal.g_01123	Prau.g_01993
OG0000994	Syal.g_01127	Prau.g_01994
OG0000995	Syal.g_01132	Prau.g_01998
OG0000996	Syal.g_01162	Prau.g_01999
OG0000997	Syal.g_01171	Prau.g_02000
OG0000998	Syal.g_01173	Prau.g_02002
OG0000999	Syal.g_01174	Prau.g_02003
OG0001000	Syal.g_01177	Prau.g_02006
OG0001001	Syal.g_01182	Prau.g_02008
OG0001002	Syal.g_00082	Prau.g_02012
OG0001003	Syal.g_00084	Prau.g_02014
OG0001004	Syal.g_00085	Prau.g_02015
OG0001005	Syal.g_00087	Prau.g_02016
OG0001006	Syal.g_00094	Prau.g_02020
OG0001007	Syal.g_00096	Prau.g_02022
OG0001008	Syal.g_00524	Prau.g_00478
OG0001009	Syal.g_00129	Prau.g_00027
OG0001010	Syal.g_00130	Prau.g_00028
OG0001011	Syal.g_00131	Prau.g_00029
OG0001012	Syal.g_01064	Prau.g_00050
OG0001013	Syal.g_01026	Prau.g_00056
OG0001014	Syal.g_01022	Prau.g_00059
OG0001015	Syal.g_01021	Prau.g_00060
OG0001016	Syal.g_00756	Prau.g_00074
OG0001017	Syal.g_00762	Prau.g_00078
OG0001018	Syal.g_00764	Prau.g_00081
OG0001019	Syal.g_00785	Prau.g_00090
OG0001020	Syal.g_00796	Prau.g_00091
OG0001021	Syal.g_00800	Prau.g_00092
OG0001022	Syal.g_00805	Prau.g_00095
OG0001023	Syal.g_00806	Prau.g_00096
OG0001024	Syal.g_00810	Prau.g_00099
OG0001025	Syal.g_00817	Prau.g_00105
OG0001026	Syal.g_00830	Prau.g_00112
OG0001027	Syal.g_00834	Prau.g_00113
OG0001028	Syal.g_00836	Prau.g_00115
OG0001029	Syal.g_00838	Prau.g_00116
OG0001030	Syal.g_00860	Prau.g_00131
OG0001031	Syal.g_00936	Prau.g_00187
OG0001032	Syal.g_00938	Prau.g_00188
OG0001033	Syal.g_00972	Prau.g_00209
OG0001034	Syal.g_00684	Prau.g_00237
OG0001035	Syal.g_01226	Prau.g_00256
OG0001036	Syal.g_01231	Prau.g_00261
OG0001037	Syal.g_01233	Prau.g_00262
OG0001038	Syal.g_01261	Prau.g_00280
OG0001039	Syal.g_01264	Prau.g_00283
OG0001040	Syal.g_01267	Prau.g_00285
OG0001041	Syal.g_01272	Prau.g_00289
OG0001042	Syal.g_01300	Prau.g_00306
OG0001043	Syal.g_01304	Prau.g_00307
OG0001044	Syal.g_00346	Prau.g_00335
OG0001045	Syal.g_00359	Prau.g_00344
OG0001046	Syal.g_01967	Prau.g_00382
OG0001047	Syal.g_00522	Prau.g_00480
OG0001048	Syal.g_00521	Prau.g_00481
OG0001049	Syal.g_00518	Prau.g_00483
OG0001050	Syal.g_00517	Prau.g_00484
OG0001051	Syal.g_00516	Prau.g_00485
OG0001052	Syal.g_00467	Prau.g_00512
OG0001053	Syal.g_02900	Prau.g_00524
OG0001054	Syal.g_02919	Prau.g_00539
OG0001055	Syal.g_02940	Prau.g_00558
OG0001056	Syal.g_02833	Prau.g_00576
OG0001057	Syal.g_01574	Prau.g_00581
OG0001058	Syal.g_02812	Prau.g_00589
OG0001059	Syal.g_02808	Prau.g_00593
OG0001060	Syal.g_02801	Prau.g_00600
OG0001061	Syal.g_02783	Prau.g_00613
OG0001062	Syal.g_02781	Prau.g_00615
OG0001063	Syal.g_02776	Prau.g_00617
OG0001064	Syal.g_02775	Prau.g_00618
OG0001065	Syal.g_02774	Prau.g_00619
OG0001066	Syal.g_02773	Prau.g_00620
OG0001067	Syal.g_02772	Prau.g_00621
OG0001068	Syal.g_02771	Prau.g_00622
OG0001069	Syal.g_02770	Prau.g_00623
OG0001070	Syal.g_02766	Prau.g_00626
OG0001071	Syal.g_02765	Prau.g_00627
OG0001072	Syal.g_02761	Prau.g_00628
OG0001073	Syal.g_02746	Prau.g_00642
OG0001074	Syal.g_02575	Prau.g_00653
OG0001075	Syal.g_02726	Prau.g_00654
OG0001076	Syal.g_02712	Prau.g_00664
OG0001077	Syal.g_02702	Prau.g_00668
OG0001078	Syal.g_02635	Prau.g_00676
OG0001079	Syal.g_02618	Prau.g_00687
OG0001080	Syal.g_02514	Prau.g_00693
OG0001081	Syal.g_02175	Prau.g_00695
OG0001082	Syal.g_02176	Prau.g_00696
OG0001083	Syal.g_02184	Prau.g_00701
OG0001084	Syal.g_02187	Prau.g_00702
OG0001085	Syal.g_02206	Prau.g_00710
OG0001086	Syal.g_02208	Prau.g_00711
OG0001087	Syal.g_01782	Prau.g_00728
OG0001088	Syal.g_01785	Prau.g_00729
OG0001089	Syal.g_01811	Prau.g_00737
OG0001090	Syal.g_01859	Prau.g_00756
OG0001091	Syal.g_01862	Prau.g_00758
OG0001092	Syal.g_01864	Prau.g_00759
OG0001093	Syal.g_02419	Prau.g_00764
OG0001094	Syal.g_02216	Prau.g_00848
OG0001095	Syal.g_01879	Prau.g_00867
OG0001096	Syal.g_02447	Prau.g_00880
OG0001097	Syal.g_02473	Prau.g_00898
OG0001098	Syal.g_02083	Prau.g_00914
OG0001099	Syal.g_00837	Prau.g_00946
OG0001100	Syal.g_02293	Prau.g_00950
OG0001101	Syal.g_02292	Prau.g_00952
OG0001102	Syal.g_02289	Prau.g_00954
OG0001104	Syal.g_02241	Prau.g_00978
OG0001105	Syal.g_02236	Prau.g_00982
OG0001106	Syal.g_02007	Prau.g_01006
OG0001107	Syal.g_01993	Prau.g_01013
OG0001108	Syal.g_01985	Prau.g_01017
OG0001109	Syal.g_01983	Prau.g_01018
OG0001110	Syal.g_01981	Prau.g_01020
OG0001111	Syal.g_01979	Prau.g_01021
OG0001112	Syal.g_01977	Prau.g_01022
OG0001113	Syal.g_02244	Prau.g_01023
OG0001114	Syal.g_01976	Prau.g_01024
OG0001115	Syal.g_01972	Prau.g_01026
OG0001116	Syal.g_01970	Prau.g_01027
OG0001117	Syal.g_01969	Prau.g_01028
OG0001118	Syal.g_01968	Prau.g_01029
OG0001119	Syal.g_01966	Prau.g_01030
OG0001120	Syal.g_01962	Prau.g_01032
OG0001121	Syal.g_02960	Prau.g_01172, Prau.g_01035
OG0001122	Syal.g_01921	Prau.g_01061
OG0001123	Syal.g_01913	Prau.g_01065
OG0001124	Syal.g_01911	Prau.g_01067
OG0001125	Syal.g_01909	Prau.g_01068
OG0001126	Syal.g_01837	Prau.g_01078
OG0001127	Syal.g_01836	Prau.g_01079
OG0001128	Syal.g_01833	Prau.g_01081
OG0001129	Syal.g_01831	Prau.g_01082
OG0001130	Syal.g_01830	Prau.g_01083
OG0001131	Syal.g_02260	Prau.g_01118
OG0001132	Syal.g_02553	Prau.g_01127
OG0001133	Syal.g_02710	Prau.g_01160
OG0001134	Syal.g_02506	Prau.g_01174
OG0001136	Syal.g_01650	Prau.g_01204
OG0001137	Syal.g_01673	Prau.g_01214
OG0001138	Syal.g_01709	Prau.g_01232
OG0001139	Syal.g_01711	Prau.g_01233
OG0001140	Syal.g_01712	Prau.g_01234
OG0001141	Syal.g_01713	Prau.g_01235
OG0001142	Syal.g_01714	Prau.g_01236
OG0001143	Syal.g_01722	Prau.g_01243
OG0001144	Syal.g_01736	Prau.g_01248
OG0001145	Syal.g_01614	Prau.g_01362
OG0001146	Syal.g_01593	Prau.g_01375
OG0001147	Syal.g_00458	Prau.g_01395
OG0001148	Syal.g_02886	Prau.g_01411
OG0001149	Syal.g_02885	Prau.g_01412
OG0001150	Syal.g_02884	Prau.g_01413
OG0001151	Syal.g_02872	Prau.g_01424
OG0001152	Syal.g_02871	Prau.g_01425
OG0001153	Syal.g_00421	Prau.g_01563
OG0001154	Syal.g_00422	Prau.g_01564
OG0001155	Syal.g_02969	Prau.g_01576
OG0001156	Syal.g_02972	Prau.g_01579
OG0001157	Syal.g_02973	Prau.g_01580
OG0001158	Syal.g_02974	Prau.g_01581
OG0001159	Syal.g_02975	Prau.g_01582
OG0001160	Syal.g_00564	Prau.g_01606
OG0001161	Syal.g_01104	Prau.g_01619
OG0001162	Syal.g_01577	Prau.g_01630
OG0001163	Syal.g_00573	Prau.g_01724
OG0001164	Syal.g_00579	Prau.g_01728
OG0001165	Syal.g_00584	Prau.g_01731
OG0001166	Syal.g_00613	Prau.g_01751
OG0001167	Syal.g_00638	Prau.g_01768
