Orthogroup	Prbh	Syat
OG0000569	Prbh.g_00259	Syat.g_00056
OG0000570	Prbh.g_00258	Syat.g_00055
OG0000571	Prbh.g_00256	Syat.g_00052
OG0000572	Prbh.g_00244	Syat.g_00033
OG0000573	Prbh.g_00238	Syat.g_00024
OG0000574	Prbh.g_00237	Syat.g_00023
OG0000575	Prbh.g_00233	Syat.g_00018
OG0000576	Prbh.g_00231	Syat.g_00014
OG0000577	Prbh.g_00230	Syat.g_00013
OG0000578	Prbh.g_00229	Syat.g_00012
OG0000579	Prbh.g_00228	Syat.g_00011
OG0000580	Prbh.g_00227	Syat.g_00010
OG0000581	Prbh.g_00224	Syat.g_00003
OG0000582	Prbh.g_00221	Syat.g_03403
OG0000583	Prbh.g_00220	Syat.g_03404
OG0000584	Prbh.g_00219	Syat.g_03405
OG0000585	Prbh.g_00217	Syat.g_03408
OG0000586	Prbh.g_00216	Syat.g_03409
OG0000587	Prbh.g_00215	Syat.g_00001
OG0000588	Prbh.g_01465	Syat.g_00338
OG0000589	Prbh.g_01462	Syat.g_03318
OG0000590	Prbh.g_01461	Syat.g_03317
OG0000591	Prbh.g_01457	Syat.g_03308
OG0000592	Prbh.g_01456	Syat.g_03307
OG0000593	Prbh.g_01221	Syat.g_00113
OG0000594	Prbh.g_01220	Syat.g_00114
OG0000595	Prbh.g_01219	Syat.g_00115
OG0000596	Prbh.g_01216	Syat.g_00129
OG0000597	Prbh.g_01213	Syat.g_00132
OG0000598	Prbh.g_01212	Syat.g_00133
OG0000599	Prbh.g_01209	Syat.g_00381
OG0000600	Prbh.g_01208	Syat.g_00380
OG0000601	Prbh.g_01207	Syat.g_00379
OG0000602	Prbh.g_01205	Syat.g_00375
OG0000603	Prbh.g_01204	Syat.g_00374
OG0000604	Prbh.g_01203	Syat.g_00372
OG0000605	Prbh.g_01202	Syat.g_00370
OG0000606	Prbh.g_01199	Syat.g_00367
OG0000607	Prbh.g_01196	Syat.g_00364
OG0000608	Prbh.g_01195	Syat.g_00363
OG0000609	Prbh.g_01194	Syat.g_00344
OG0000610	Prbh.g_01188	Syat.g_00399
OG0000611	Prbh.g_01185	Syat.g_00402
OG0000612	Prbh.g_01184	Syat.g_00403
OG0000613	Prbh.g_00907	Syat.g_02129
OG0000614	Prbh.g_00928	Syat.g_01084
OG0000615	Prbh.g_00939	Syat.g_00442
OG0000616	Prbh.g_01487	Syat.g_02397
OG0000617	Prbh.g_01167	Syat.g_00665
OG0000618	Prbh.g_01166	Syat.g_00666
OG0000619	Prbh.g_01165	Syat.g_00667
OG0000620	Prbh.g_01162	Syat.g_02591
OG0000621	Prbh.g_01161	Syat.g_02590
OG0000622	Prbh.g_01160	Syat.g_02572
OG0000623	Prbh.g_01159	Syat.g_00672
OG0000624	Prbh.g_01157	Syat.g_00673
OG0000625	Prbh.g_01156	Syat.g_00674
OG0000626	Prbh.g_01155	Syat.g_00675
OG0000627	Prbh.g_01154	Syat.g_00641
OG0000628	Prbh.g_01153	Syat.g_00640
OG0000629	Prbh.g_01151	Syat.g_00637
OG0000630	Prbh.g_01148	Syat.g_00631
OG0000631	Prbh.g_01056	Syat.g_00624
OG0000632	Prbh.g_01057	Syat.g_00623
OG0000633	Prbh.g_01058	Syat.g_00622
OG0000634	Prbh.g_00949	Syat.g_00475
OG0000635	Prbh.g_00950	Syat.g_00476
OG0000636	Prbh.g_00952	Syat.g_00478
OG0000637	Prbh.g_00954	Syat.g_00480
OG0000638	Prbh.g_00955	Syat.g_00481
OG0000639	Prbh.g_00956	Syat.g_00482
OG0000640	Prbh.g_00957	Syat.g_00483
OG0000641	Prbh.g_00961	Syat.g_00488
OG0000642	Prbh.g_00962	Syat.g_00489
OG0000643	Prbh.g_00963	Syat.g_00494
OG0000644	Prbh.g_00964	Syat.g_00495
OG0000645	Prbh.g_00965	Syat.g_00496
OG0000646	Prbh.g_00967	Syat.g_00499
OG0000647	Prbh.g_00969	Syat.g_00501
OG0000648	Prbh.g_00971	Syat.g_00504
OG0000649	Prbh.g_00972	Syat.g_00505
OG0000650	Prbh.g_00973	Syat.g_00506
OG0000651	Prbh.g_00974	Syat.g_00507
OG0000652	Prbh.g_00975	Syat.g_00508
OG0000653	Prbh.g_00977	Syat.g_00510
OG0000654	Prbh.g_00978	Syat.g_00514
OG0000655	Prbh.g_00979	Syat.g_00515
OG0000656	Prbh.g_00982	Syat.g_00518
OG0000657	Prbh.g_00989	Syat.g_00720
OG0000658	Prbh.g_00991	Syat.g_00723
OG0000659	Prbh.g_00992	Syat.g_00724
OG0000660	Prbh.g_00996	Syat.g_00740
OG0000661	Prbh.g_00998	Syat.g_00742
OG0000662	Prbh.g_01001	Syat.g_00746
OG0000663	Prbh.g_01003	Syat.g_00749
OG0000664	Prbh.g_01004	Syat.g_00752
OG0000665	Prbh.g_01010	Syat.g_03302
OG0000666	Prbh.g_01011	Syat.g_01415
OG0000667	Prbh.g_01015	Syat.g_00958, Syat.g_03278
OG0000668	Prbh.g_00857	Syat.g_00710
OG0000669	Prbh.g_00868	Syat.g_00416
OG0000670	Prbh.g_00871	Syat.g_00419
OG0000671	Prbh.g_00873	Syat.g_00421
OG0000672	Prbh.g_00876	Syat.g_00424
OG0000673	Prbh.g_00879	Syat.g_00430
OG0000674	Prbh.g_00881	Syat.g_00432
OG0000675	Prbh.g_00882	Syat.g_00433
OG0000676	Prbh.g_00884	Syat.g_00436
OG0000677	Prbh.g_00885	Syat.g_00437
OG0000678	Prbh.g_00887	Syat.g_00439
OG0000679	Prbh.g_00891	Syat.g_00448
OG0000680	Prbh.g_00892	Syat.g_00449
OG0000681	Prbh.g_00895	Syat.g_00452
OG0000682	Prbh.g_00896	Syat.g_00453
OG0000683	Prbh.g_00897	Syat.g_00454
OG0000684	Prbh.g_00898	Syat.g_00457
OG0000685	Prbh.g_00900	Syat.g_02571
OG0000686	Prbh.g_00901	Syat.g_00459
OG0000687	Prbh.g_00902	Syat.g_00460
OG0000688	Prbh.g_01179	Syat.g_00463
OG0000689	Prbh.g_01178	Syat.g_00465
OG0000690	Prbh.g_01177	Syat.g_00466
OG0000691	Prbh.g_01176	Syat.g_00467
OG0000692	Prbh.g_01174	Syat.g_00469
OG0000693	Prbh.g_01173	Syat.g_00471
OG0000694	Prbh.g_01172	Syat.g_00472
OG0000695	Prbh.g_01060	Syat.g_00619
OG0000696	Prbh.g_01061	Syat.g_00618
OG0000697	Prbh.g_01062	Syat.g_00616
OG0000698	Prbh.g_01065	Syat.g_00613
OG0000699	Prbh.g_01066	Syat.g_00611
OG0000700	Prbh.g_01067	Syat.g_00610
OG0000701	Prbh.g_01068	Syat.g_00609
OG0000702	Prbh.g_01070	Syat.g_00606
OG0000703	Prbh.g_01071	Syat.g_00601
OG0000704	Prbh.g_01073	Syat.g_00599
OG0000705	Prbh.g_01079	Syat.g_00592
OG0000706	Prbh.g_01080	Syat.g_00591
OG0000707	Prbh.g_01081	Syat.g_00590
OG0000708	Prbh.g_01083	Syat.g_00587
OG0000709	Prbh.g_01087	Syat.g_00573
OG0000710	Prbh.g_01090	Syat.g_00567
OG0000711	Prbh.g_01106	Syat.g_00539
OG0000712	Prbh.g_01107	Syat.g_00537
OG0000713	Prbh.g_01108	Syat.g_00536
OG0000714	Prbh.g_01109	Syat.g_00532
OG0000715	Prbh.g_01111	Syat.g_00530
OG0000716	Prbh.g_01113	Syat.g_00527
OG0000717	Prbh.g_01114	Syat.g_00526
OG0000718	Prbh.g_01116	Syat.g_00522
OG0000719	Prbh.g_01118	Syat.g_00712
OG0000720	Prbh.g_01129	Syat.g_00699
OG0000721	Prbh.g_01133	Syat.g_00697
OG0000722	Prbh.g_01134	Syat.g_00696
OG0000723	Prbh.g_01138	Syat.g_00686
OG0000724	Prbh.g_01036	Syat.g_00782
OG0000725	Prbh.g_01030	Syat.g_00810
OG0000726	Prbh.g_01029	Syat.g_00811
OG0000727	Prbh.g_01028	Syat.g_00812
OG0000728	Prbh.g_01026	Syat.g_00814
OG0000729	Prbh.g_01351	Syat.g_02224
OG0000730	Prbh.g_01325	Syat.g_01617
OG0000731	Prbh.g_00432	Syat.g_01605
OG0000733	Prbh.g_01867	Syat.g_03285
OG0000734	Prbh.g_01299	Syat.g_01579
OG0000735	Prbh.g_01297	Syat.g_03235
OG0000736	Prbh.g_01296	Syat.g_03236
OG0000737	Prbh.g_01295	Syat.g_03237
OG0000738	Prbh.g_01291	Syat.g_03251
OG0000739	Prbh.g_01290	Syat.g_03252
OG0000740	Prbh.g_01289	Syat.g_03253
OG0000741	Prbh.g_01287	Syat.g_03256
OG0000742	Prbh.g_01284	Syat.g_03259
OG0000743	Prbh.g_01282	Syat.g_03262
OG0000744	Prbh.g_01280	Syat.g_03263
OG0000745	Prbh.g_01279	Syat.g_03266
OG0000746	Prbh.g_01277	Syat.g_00314
OG0000747	Prbh.g_01276	Syat.g_00313
OG0000748	Prbh.g_01272	Syat.g_00305
OG0000749	Prbh.g_01271	Syat.g_00303
OG0000750	Prbh.g_01270	Syat.g_00302
OG0000751	Prbh.g_01267	Syat.g_00296
OG0000752	Prbh.g_01265	Syat.g_00294
OG0000753	Prbh.g_01262	Syat.g_00291
OG0000754	Prbh.g_01260	Syat.g_00250
OG0000755	Prbh.g_01254	Syat.g_00217
OG0000756	Prbh.g_01253	Syat.g_00216
OG0000757	Prbh.g_01246	Syat.g_00205
OG0000758	Prbh.g_01245	Syat.g_00204
OG0000759	Prbh.g_01244	Syat.g_00203
OG0000760	Prbh.g_01243	Syat.g_00202
OG0000761	Prbh.g_01242	Syat.g_00201
OG0000762	Prbh.g_01241	Syat.g_00199
OG0000763	Prbh.g_01239	Syat.g_00924
OG0000764	Prbh.g_01238	Syat.g_00923
OG0000765	Prbh.g_01230	Syat.g_00897
OG0000766	Prbh.g_01229	Syat.g_00896
OG0000767	Prbh.g_01227	Syat.g_00894
OG0000768	Prbh.g_01226	Syat.g_00893
OG0000769	Prbh.g_01224	Syat.g_00891
OG0000770	Prbh.g_01451	Syat.g_00886
OG0000771	Prbh.g_01397	Syat.g_00788
OG0000772	Prbh.g_01845	Syat.g_01768
OG0000773	Prbh.g_01364	Syat.g_01114
OG0000774	Prbh.g_01366	Syat.g_01146
OG0000775	Prbh.g_01368	Syat.g_01148
OG0000776	Prbh.g_01369	Syat.g_01149
OG0000777	Prbh.g_01370	Syat.g_01150
OG0000778	Prbh.g_01371	Syat.g_01151
OG0000779	Prbh.g_01375	Syat.g_01154
OG0000780	Prbh.g_01376	Syat.g_01157
OG0000781	Prbh.g_01379	Syat.g_01161
OG0000782	Prbh.g_01380	Syat.g_01162
OG0000783	Prbh.g_01381	Syat.g_01163
OG0000784	Prbh.g_01382	Syat.g_01164
OG0000785	Prbh.g_01384	Syat.g_01166
OG0000786	Prbh.g_01387	Syat.g_01170
OG0000787	Prbh.g_01388	Syat.g_01171
OG0000788	Prbh.g_00206	Syat.g_00087
OG0000789	Prbh.g_00196	Syat.g_00845
OG0000790	Prbh.g_00014	Syat.g_01300
OG0000791	Prbh.g_00016	Syat.g_01302
OG0000792	Prbh.g_00017	Syat.g_01303
OG0000793	Prbh.g_00021	Syat.g_01412
OG0000794	Prbh.g_00022	Syat.g_01414
OG0000795	Prbh.g_00023	Syat.g_01416
OG0000796	Prbh.g_00027	Syat.g_01422
OG0000797	Prbh.g_00028	Syat.g_01423
OG0000798	Prbh.g_00033	Syat.g_02057
OG0000798	Prbh.g_00062	Syat.g_01214
OG0000799	Prbh.g_00079	Syat.g_01256
OG0000800	Prbh.g_00080	Syat.g_01255
OG0000801	Prbh.g_00081	Syat.g_01253
OG0000802	Prbh.g_00083	Syat.g_01245
OG0000803	Prbh.g_00085	Syat.g_01241
OG0000804	Prbh.g_00086	Syat.g_01238
OG0000805	Prbh.g_00088	Syat.g_01236
OG0000806	Prbh.g_00090	Syat.g_01234
OG0000807	Prbh.g_00091	Syat.g_01233
OG0000808	Prbh.g_00092	Syat.g_01232
OG0000809	Prbh.g_00094	Syat.g_01229
OG0000810	Prbh.g_00095	Syat.g_01228
OG0000811	Prbh.g_00102	Syat.g_01186
OG0000812	Prbh.g_00104	Syat.g_01182
OG0000813	Prbh.g_00105	Syat.g_01181
OG0000814	Prbh.g_00107	Syat.g_01179
OG0000815	Prbh.g_00108	Syat.g_01177
OG0000816	Prbh.g_00110	Syat.g_01175
OG0000817	Prbh.g_00111	Syat.g_01279
OG0000818	Prbh.g_00116	Syat.g_01325
OG0000819	Prbh.g_00117	Syat.g_01326
OG0000820	Prbh.g_00118	Syat.g_01327
OG0000821	Prbh.g_00122	Syat.g_01333
OG0000822	Prbh.g_00123	Syat.g_01335
OG0000823	Prbh.g_00124	Syat.g_01336
OG0000824	Prbh.g_00127	Syat.g_01342
OG0000825	Prbh.g_00128	Syat.g_01343
OG0000826	Prbh.g_00129	Syat.g_01344
OG0000827	Prbh.g_00130	Syat.g_01345
OG0000828	Prbh.g_00133	Syat.g_01348
OG0000829	Prbh.g_00134	Syat.g_01349
OG0000830	Prbh.g_00135	Syat.g_01350
OG0000831	Prbh.g_00137	Syat.g_01353
OG0000832	Prbh.g_00147	Syat.g_02982
OG0000833	Prbh.g_00156	Syat.g_03072
OG0000834	Prbh.g_00157	Syat.g_03073
OG0000835	Prbh.g_00158	Syat.g_03075
OG0000836	Prbh.g_00159	Syat.g_03078
OG0000837	Prbh.g_00160	Syat.g_03079
OG0000838	Prbh.g_00163	Syat.g_03083
OG0000839	Prbh.g_00164	Syat.g_03084
OG0000840	Prbh.g_00165	Syat.g_03085
OG0000841	Prbh.g_00166	Syat.g_03086
OG0000842	Prbh.g_00167	Syat.g_03087
OG0000843	Prbh.g_00168	Syat.g_03088
OG0000844	Prbh.g_00169	Syat.g_03090
OG0000845	Prbh.g_00170	Syat.g_03091
OG0000846	Prbh.g_00171	Syat.g_03092
OG0000847	Prbh.g_00172	Syat.g_03093
OG0000848	Prbh.g_00173	Syat.g_03095
OG0000849	Prbh.g_00174	Syat.g_03096
OG0000850	Prbh.g_00176	Syat.g_03098
OG0000851	Prbh.g_00177	Syat.g_03101
OG0000852	Prbh.g_00178	Syat.g_03102
OG0000853	Prbh.g_00183	Syat.g_03106
OG0000854	Prbh.g_00185	Syat.g_03108
OG0000855	Prbh.g_00186	Syat.g_03109
OG0000856	Prbh.g_01454	Syat.g_03305
OG0000857	Prbh.g_00968	Syat.g_00500
OG0000858	Prbh.g_01789	Syat.g_03114
OG0000859	Prbh.g_01788	Syat.g_03115
OG0000860	Prbh.g_01780	Syat.g_03126
OG0000861	Prbh.g_01779	Syat.g_03127
OG0000862	Prbh.g_01778	Syat.g_03136
OG0000863	Prbh.g_01776	Syat.g_03138
OG0000864	Prbh.g_01775	Syat.g_03139
OG0000865	Prbh.g_01774	Syat.g_03140
OG0000866	Prbh.g_01773	Syat.g_03141
OG0000867	Prbh.g_01772	Syat.g_03142
OG0000868	Prbh.g_01770	Syat.g_03067
OG0000869	Prbh.g_01767	Syat.g_03054
OG0000870	Prbh.g_01762	Syat.g_03049
OG0000871	Prbh.g_01761	Syat.g_03048
OG0000872	Prbh.g_01760	Syat.g_03042
OG0000873	Prbh.g_01757	Syat.g_03039
OG0000874	Prbh.g_01754	Syat.g_03037
OG0000875	Prbh.g_01752	Syat.g_03035
OG0000876	Prbh.g_01751	Syat.g_00745
OG0000877	Prbh.g_01749	Syat.g_03024
OG0000878	Prbh.g_01748	Syat.g_03023
OG0000879	Prbh.g_01747	Syat.g_03022
OG0000880	Prbh.g_01746	Syat.g_03021
OG0000881	Prbh.g_01742	Syat.g_03016
OG0000882	Prbh.g_01737	Syat.g_03011
OG0000883	Prbh.g_01735	Syat.g_03007
OG0000884	Prbh.g_01733	Syat.g_03005
OG0000885	Prbh.g_01732	Syat.g_03004
OG0000886	Prbh.g_01731	Syat.g_03003
OG0000887	Prbh.g_01730	Syat.g_03002
OG0000888	Prbh.g_01728	Syat.g_03000
OG0000889	Prbh.g_01726	Syat.g_02997
OG0000890	Prbh.g_01725	Syat.g_02994
OG0000891	Prbh.g_01724	Syat.g_02993
OG0000892	Prbh.g_01723	Syat.g_02992
OG0000893	Prbh.g_01719	Syat.g_01864
OG0000894	Prbh.g_01716	Syat.g_01860
OG0000895	Prbh.g_01712	Syat.g_01856
OG0000896	Prbh.g_01711	Syat.g_01855
OG0000897	Prbh.g_01709	Syat.g_01853
OG0000898	Prbh.g_01708	Syat.g_01852
OG0000899	Prbh.g_01707	Syat.g_01851
OG0000900	Prbh.g_01706	Syat.g_01850
OG0000901	Prbh.g_01703	Syat.g_01845
OG0000902	Prbh.g_01701	Syat.g_01843
OG0000903	Prbh.g_01697	Syat.g_01830
OG0000904	Prbh.g_01692	Syat.g_01834
OG0000905	Prbh.g_01699	Syat.g_01839
OG0000906	Prbh.g_01700	Syat.g_01841
OG0000907	Prbh.g_01687	Syat.g_01828
OG0000908	Prbh.g_01684	Syat.g_01825
OG0000909	Prbh.g_01683	Syat.g_01824
OG0000910	Prbh.g_01682	Syat.g_01823
OG0000911	Prbh.g_01680	Syat.g_01821
OG0000912	Prbh.g_01679	Syat.g_01820
OG0000913	Prbh.g_01678	Syat.g_01819
OG0000914	Prbh.g_01677	Syat.g_01818
OG0000915	Prbh.g_01676	Syat.g_01816
OG0000916	Prbh.g_01675	Syat.g_01815
OG0000917	Prbh.g_01674	Syat.g_01814
OG0000918	Prbh.g_01673	Syat.g_01813
OG0000919	Prbh.g_01672	Syat.g_01812
OG0000920	Prbh.g_01671	Syat.g_01811
OG0000921	Prbh.g_01670	Syat.g_01810
OG0000922	Prbh.g_01669	Syat.g_01809
OG0000923	Prbh.g_01665	Syat.g_01805
OG0000924	Prbh.g_01664	Syat.g_01804
OG0000925	Prbh.g_01663	Syat.g_01803
OG0000926	Prbh.g_01662	Syat.g_01802
OG0000927	Prbh.g_01660	Syat.g_01800
OG0000928	Prbh.g_01659	Syat.g_01799
OG0000929	Prbh.g_01658	Syat.g_01798
OG0000930	Prbh.g_01657	Syat.g_01797
OG0000931	Prbh.g_01656	Syat.g_01796
OG0000932	Prbh.g_01655	Syat.g_01794
OG0000933	Prbh.g_01651	Syat.g_01788
OG0000934	Prbh.g_01649	Syat.g_01786
OG0000935	Prbh.g_01648	Syat.g_01665
OG0000936	Prbh.g_01647	Syat.g_01664
OG0000937	Prbh.g_01646	Syat.g_01663
OG0000938	Prbh.g_01643	Syat.g_01659
OG0000939	Prbh.g_01642	Syat.g_01658
OG0000940	Prbh.g_01635	Syat.g_01651
OG0000941	Prbh.g_01633	Syat.g_01649
OG0000942	Prbh.g_01631	Syat.g_01647
OG0000943	Prbh.g_01630	Syat.g_01646
OG0000944	Prbh.g_01628	Syat.g_01644
OG0000945	Prbh.g_01627	Syat.g_01643
OG0000946	Prbh.g_01621	Syat.g_01633
OG0000947	Prbh.g_01619	Syat.g_01630
OG0000948	Prbh.g_01618	Syat.g_01629
OG0000949	Prbh.g_01615	Syat.g_02142
OG0000950	Prbh.g_01608	Syat.g_02152
OG0000951	Prbh.g_01604	Syat.g_02157
OG0000952	Prbh.g_01600	Syat.g_02162
OG0000953	Prbh.g_01596	Syat.g_02166
OG0000954	Prbh.g_01592	Syat.g_02187
OG0000955	Prbh.g_01591	Syat.g_02188
OG0000956	Prbh.g_01589	Syat.g_02191
OG0000957	Prbh.g_01583	Syat.g_02204
OG0000958	Prbh.g_01582	Syat.g_02205
OG0000959	Prbh.g_01578	Syat.g_02212
OG0000960	Prbh.g_01577	Syat.g_02213
OG0000961	Prbh.g_01574	Syat.g_02873
OG0000962	Prbh.g_01572	Syat.g_02223
OG0000963	Prbh.g_01568	Syat.g_02226
OG0000964	Prbh.g_01567	Syat.g_02227
OG0000965	Prbh.g_01566	Syat.g_02228
OG0000966	Prbh.g_01560	Syat.g_02259
OG0000967	Prbh.g_01556	Syat.g_02263
OG0000968	Prbh.g_01554	Syat.g_02269
OG0000969	Prbh.g_01553	Syat.g_02271
OG0000970	Prbh.g_01552	Syat.g_02272
OG0000971	Prbh.g_01551	Syat.g_02274
OG0000972	Prbh.g_01550	Syat.g_02275
OG0000973	Prbh.g_01549	Syat.g_02276
OG0000974	Prbh.g_01548	Syat.g_02277
OG0000975	Prbh.g_01547	Syat.g_02278
OG0000976	Prbh.g_01546	Syat.g_02279
OG0000977	Prbh.g_01545	Syat.g_02281
OG0000978	Prbh.g_01544	Syat.g_02283
OG0000979	Prbh.g_01541	Syat.g_02286
OG0000980	Prbh.g_01539	Syat.g_02289
OG0000981	Prbh.g_01536	Syat.g_02292
OG0000982	Prbh.g_01534	Syat.g_02691
OG0000983	Prbh.g_01533	Syat.g_02690
OG0000984	Prbh.g_01532	Syat.g_02689
OG0000985	Prbh.g_01529	Syat.g_02685
OG0000986	Prbh.g_01527	Syat.g_02680
OG0000987	Prbh.g_01526	Syat.g_02678
OG0000988	Prbh.g_01523	Syat.g_02672
OG0000989	Prbh.g_01519	Syat.g_02657
OG0000990	Prbh.g_01514	Syat.g_02500
OG0000991	Prbh.g_01513	Syat.g_02503
OG0000992	Prbh.g_01510	Syat.g_02507
OG0000993	Prbh.g_01509	Syat.g_02508
OG0000994	Prbh.g_01508	Syat.g_02512
OG0000995	Prbh.g_01504	Syat.g_02517
OG0000996	Prbh.g_01503	Syat.g_02446
OG0000997	Prbh.g_01501	Syat.g_02417
OG0000998	Prbh.g_01499	Syat.g_02415
OG0000999	Prbh.g_01498	Syat.g_02414
OG0001001	Prbh.g_01490	Syat.g_02400
OG0001002	Prbh.g_01485	Syat.g_02394
OG0001003	Prbh.g_01484	Syat.g_02392
OG0001004	Prbh.g_01483	Syat.g_02391
OG0001005	Prbh.g_01482	Syat.g_02390
OG0001006	Prbh.g_01478	Syat.g_02378
OG0001007	Prbh.g_01476	Syat.g_02376
OG0001008	Prbh.g_00395	Syat.g_02971
OG0001009	Prbh.g_00753	Syat.g_02311
OG0001010	Prbh.g_00752	Syat.g_02310
OG0001011	Prbh.g_00751	Syat.g_02308
OG0001012	Prbh.g_00739	Syat.g_01004
OG0001013	Prbh.g_00732	Syat.g_02716
OG0001014	Prbh.g_00729	Syat.g_02721
OG0001015	Prbh.g_00728	Syat.g_02722
OG0001016	Prbh.g_00709	Syat.g_01474
OG0001017	Prbh.g_00705	Syat.g_01480
OG0001018	Prbh.g_00703	Syat.g_01482
OG0001019	Prbh.g_00694	Syat.g_01532
OG0001020	Prbh.g_00693	Syat.g_01539
OG0001021	Prbh.g_00692	Syat.g_01552
OG0001022	Prbh.g_00689	Syat.g_01555
OG0001023	Prbh.g_00688	Syat.g_01556
OG0001024	Prbh.g_00685	Syat.g_01560
OG0001025	Prbh.g_00678	Syat.g_01566
OG0001026	Prbh.g_00670	Syat.g_01582
OG0001027	Prbh.g_00669	Syat.g_02947
OG0001028	Prbh.g_00667	Syat.g_02944
OG0001029	Prbh.g_00666	Syat.g_02942
OG0001030	Prbh.g_00650	Syat.g_02922
OG0001031	Prbh.g_00596	Syat.g_02836
OG0001032	Prbh.g_00595	Syat.g_02834
OG0001033	Prbh.g_00574	Syat.g_02784
OG0001034	Prbh.g_00544	Syat.g_01448
OG0001035	Prbh.g_00524	Syat.g_01885
OG0001036	Prbh.g_00520	Syat.g_01939
OG0001037	Prbh.g_00519	Syat.g_01941
OG0001038	Prbh.g_00501	Syat.g_02058
OG0001039	Prbh.g_00498	Syat.g_02061
OG0001040	Prbh.g_00496	Syat.g_02064
OG0001041	Prbh.g_00491	Syat.g_02070
OG0001042	Prbh.g_00474	Syat.g_02100
OG0001043	Prbh.g_00473	Syat.g_02103
OG0001044	Prbh.g_00440	Syat.g_01615
OG0001045	Prbh.g_00430	Syat.g_01602
OG0001046	Prbh.g_01877	Syat.g_00552
OG0001047	Prbh.g_00393	Syat.g_02973
OG0001048	Prbh.g_00392	Syat.g_02974
OG0001049	Prbh.g_00390	Syat.g_01290
OG0001050	Prbh.g_00389	Syat.g_01289
OG0001051	Prbh.g_00388	Syat.g_01288
OG0001052	Prbh.g_00360	Syat.g_01375
OG0001053	Prbh.g_00348	Syat.g_03173
OG0001054	Prbh.g_00333	Syat.g_03192
OG0001055	Prbh.g_00313	Syat.g_03224
OG0001056	Prbh.g_00293	Syat.g_03275
OG0001057	Prbh.g_00289	Syat.g_00102
OG0001058	Prbh.g_00281	Syat.g_00079
OG0001059	Prbh.g_00277	Syat.g_00075
OG0001061	Prbh.g_00255	Syat.g_00051
OG0001062	Prbh.g_00253	Syat.g_00048
OG0001063	Prbh.g_00251	Syat.g_00042
OG0001064	Prbh.g_00250	Syat.g_00041
OG0001065	Prbh.g_00249	Syat.g_00040
OG0001066	Prbh.g_00248	Syat.g_00039
OG0001067	Prbh.g_00247	Syat.g_00038
OG0001068	Prbh.g_00246	Syat.g_00037
OG0001069	Prbh.g_00245	Syat.g_00036
OG0001070	Prbh.g_00243	Syat.g_00032
OG0001071	Prbh.g_00242	Syat.g_00031
OG0001072	Prbh.g_00240	Syat.g_00028
OG0001073	Prbh.g_00226	Syat.g_00009
OG0001074	Prbh.g_00214	Syat.g_01015
OG0001075	Prbh.g_00213	Syat.g_01037
OG0001076	Prbh.g_01459	Syat.g_03315
OG0001077	Prbh.g_01453	Syat.g_03290
OG0001078	Prbh.g_01217	Syat.g_00118
OG0001079	Prbh.g_01206	Syat.g_00378
OG0001080	Prbh.g_01200	Syat.g_00368
OG0001081	Prbh.g_01198	Syat.g_00366
OG0001082	Prbh.g_01197	Syat.g_00365
OG0001083	Prbh.g_01192	Syat.g_00390
OG0001084	Prbh.g_01191	Syat.g_00391
OG0001085	Prbh.g_00904	Syat.g_00408
OG0001086	Prbh.g_00905	Syat.g_00410
OG0001087	Prbh.g_00923	Syat.g_03277
OG0001088	Prbh.g_00924	Syat.g_02496
OG0001089	Prbh.g_00935	Syat.g_00818
OG0001090	Prbh.g_00946	Syat.g_00659
OG0001091	Prbh.g_01170	Syat.g_00661
OG0001092	Prbh.g_01169	Syat.g_00663
OG0001093	Prbh.g_01164	Syat.g_00669
OG0001094	Prbh.g_01171	Syat.g_00473
OG0001095	Prbh.g_00966	Syat.g_00497
OG0001096	Prbh.g_00980	Syat.g_00516
OG0001097	Prbh.g_00999	Syat.g_00743
OG0001098	Prbh.g_01019	Syat.g_01672
OG0001099	Prbh.g_00861	Syat.g_02943
OG0001100	Prbh.g_00870	Syat.g_00418
OG0001101	Prbh.g_00872	Syat.g_00420
OG0001102	Prbh.g_00875	Syat.g_00423
OG0001103	Prbh.g_00877	Syat.g_00425
OG0001104	Prbh.g_00899	Syat.g_00458
OG0001105	Prbh.g_00903	Syat.g_00461
OG0001106	Prbh.g_01074	Syat.g_00598
OG0001107	Prbh.g_01084	Syat.g_00580
OG0001108	Prbh.g_01088	Syat.g_00570
OG0001109	Prbh.g_01089	Syat.g_00568
OG0001110	Prbh.g_01091	Syat.g_00566
OG0001111	Prbh.g_01092	Syat.g_00564
OG0001112	Prbh.g_01093	Syat.g_00562
OG0001113	Prbh.g_01094	Syat.g_00561
OG0001114	Prbh.g_01095	Syat.g_00560
OG0001115	Prbh.g_01097	Syat.g_00557
OG0001116	Prbh.g_01098	Syat.g_00555
OG0001117	Prbh.g_01099	Syat.g_00554
OG0001118	Prbh.g_01100	Syat.g_00553
OG0001119	Prbh.g_01101	Syat.g_00551
OG0001120	Prbh.g_01102	Syat.g_00546
OG0001122	Prbh.g_01119	Syat.g_00711
OG0001123	Prbh.g_01124	Syat.g_00704
OG0001124	Prbh.g_01126	Syat.g_00702
OG0001125	Prbh.g_01128	Syat.g_00700
OG0001126	Prbh.g_01042	Syat.g_00790
OG0001127	Prbh.g_01041	Syat.g_00789
OG0001128	Prbh.g_01039	Syat.g_00786
OG0001129	Prbh.g_01038	Syat.g_00784
OG0001130	Prbh.g_01037	Syat.g_00783
