Orthogroup	Prbh	Syae
OG0000562	Prbh.g_00274	Syae.g_02409
OG0000563	Prbh.g_00273	Syae.g_02410
OG0000564	Prbh.g_00272	Syae.g_02411
OG0000565	Prbh.g_00269	Syae.g_02414
OG0000566	Prbh.g_00265	Syae.g_02418
OG0000567	Prbh.g_00261	Syae.g_02422
OG0000568	Prbh.g_00260	Syae.g_02427
OG0000569	Prbh.g_00259	Syae.g_02428
OG0000570	Prbh.g_00258	Syae.g_02429
OG0000571	Prbh.g_00256	Syae.g_02433
OG0000572	Prbh.g_00244	Syae.g_02448
OG0000573	Prbh.g_00238	Syae.g_02456
OG0000574	Prbh.g_00237	Syae.g_02457
OG0000575	Prbh.g_00233	Syae.g_02461
OG0000576	Prbh.g_00231	Syae.g_02463
OG0000577	Prbh.g_00230	Syae.g_02464
OG0000578	Prbh.g_00229	Syae.g_02465
OG0000579	Prbh.g_00228	Syae.g_02466
OG0000580	Prbh.g_00227	Syae.g_02467
OG0000581	Prbh.g_00224	Syae.g_02473
OG0000582	Prbh.g_00221	Syae.g_00018
OG0000583	Prbh.g_00220	Syae.g_00019
OG0000584	Prbh.g_00219	Syae.g_00020
OG0000585	Prbh.g_00217	Syae.g_00022
OG0000586	Prbh.g_00216	Syae.g_00023
OG0000587	Prbh.g_00215	Syae.g_00025
OG0000588	Prbh.g_01465	Syae.g_00043
OG0000589	Prbh.g_01462	Syae.g_00047
OG0000590	Prbh.g_01461	Syae.g_00048
OG0000591	Prbh.g_01457	Syae.g_00056
OG0000592	Prbh.g_01456	Syae.g_00057
OG0000593	Prbh.g_01221	Syae.g_00070
OG0000594	Prbh.g_01220	Syae.g_00071
OG0000595	Prbh.g_01219	Syae.g_00072
OG0000596	Prbh.g_01216	Syae.g_00077
OG0000597	Prbh.g_01213	Syae.g_00080
OG0000598	Prbh.g_01212	Syae.g_00081
OG0000599	Prbh.g_01209	Syae.g_00084
OG0000600	Prbh.g_01208	Syae.g_00085
OG0000601	Prbh.g_01207	Syae.g_00086
OG0000602	Prbh.g_01205	Syae.g_00091
OG0000603	Prbh.g_01204	Syae.g_00092
OG0000604	Prbh.g_01203	Syae.g_00095
OG0000605	Prbh.g_01202	Syae.g_00260
OG0000606	Prbh.g_01199	Syae.g_00616
OG0000607	Prbh.g_01196	Syae.g_00613
OG0000608	Prbh.g_01195	Syae.g_00612
OG0000609	Prbh.g_01194	Syae.g_00610
OG0000610	Prbh.g_01188	Syae.g_00601
OG0000611	Prbh.g_01185	Syae.g_00598
OG0000612	Prbh.g_01184	Syae.g_00597
OG0000613	Prbh.g_00907	Syae.g_01910
OG0000614	Prbh.g_00928	Syae.g_00765
OG0000615	Prbh.g_00939	Syae.g_00557
OG0000616	Prbh.g_01487	Syae.g_01696
OG0000617	Prbh.g_01167	Syae.g_00464
OG0000618	Prbh.g_01166	Syae.g_00463
OG0000619	Prbh.g_01165	Syae.g_00462
OG0000620	Prbh.g_01162	Syae.g_00456
OG0000621	Prbh.g_01161	Syae.g_00455
OG0000622	Prbh.g_01160	Syae.g_00454
OG0000623	Prbh.g_01159	Syae.g_00453
OG0000624	Prbh.g_01157	Syae.g_00451
OG0000625	Prbh.g_01156	Syae.g_00450
OG0000626	Prbh.g_01155	Syae.g_00449
OG0000627	Prbh.g_01154	Syae.g_00299
OG0000628	Prbh.g_01153	Syae.g_00300
OG0000629	Prbh.g_01151	Syae.g_00303
OG0000630	Prbh.g_01148	Syae.g_00310
OG0000631	Prbh.g_01056	Syae.g_00317
OG0000632	Prbh.g_01057	Syae.g_00318
OG0000633	Prbh.g_01058	Syae.g_00320
OG0000634	Prbh.g_00949	Syae.g_00525
OG0000635	Prbh.g_00950	Syae.g_00524
OG0000636	Prbh.g_00952	Syae.g_00522
OG0000637	Prbh.g_00954	Syae.g_00520
OG0000638	Prbh.g_00955	Syae.g_00519
OG0000639	Prbh.g_00956	Syae.g_00518
OG0000640	Prbh.g_00957	Syae.g_00517
OG0000641	Prbh.g_00961	Syae.g_00513
OG0000642	Prbh.g_00962	Syae.g_00512
OG0000643	Prbh.g_00963	Syae.g_00510
OG0000644	Prbh.g_00964	Syae.g_00509
OG0000645	Prbh.g_00965	Syae.g_00507
OG0000646	Prbh.g_00967	Syae.g_00504
OG0000647	Prbh.g_00969	Syae.g_00502
OG0000648	Prbh.g_00971	Syae.g_00499
OG0000649	Prbh.g_00972	Syae.g_00498
OG0000650	Prbh.g_00973	Syae.g_00497
OG0000651	Prbh.g_00974	Syae.g_00496
OG0000652	Prbh.g_00975	Syae.g_00495
OG0000653	Prbh.g_00977	Syae.g_00493
OG0000654	Prbh.g_00978	Syae.g_00492
OG0000655	Prbh.g_00979	Syae.g_00491
OG0000656	Prbh.g_00982	Syae.g_00488
OG0000657	Prbh.g_00989	Syae.g_00834
OG0000658	Prbh.g_00991	Syae.g_00837
OG0000659	Prbh.g_00992	Syae.g_00838
OG0000660	Prbh.g_00996	Syae.g_00842
OG0000661	Prbh.g_00998	Syae.g_00844
OG0000662	Prbh.g_01001	Syae.g_00846
OG0000663	Prbh.g_01003	Syae.g_00849
OG0000664	Prbh.g_01004	Syae.g_00850
OG0000665	Prbh.g_01010	Syae.g_00121
OG0000666	Prbh.g_01011	Syae.g_00258
OG0000667	Prbh.g_01015	Syae.g_02056
OG0000668	Prbh.g_00857	Syae.g_00418
OG0000669	Prbh.g_00868	Syae.g_00585
OG0000670	Prbh.g_00871	Syae.g_00582
OG0000671	Prbh.g_00873	Syae.g_00580
OG0000672	Prbh.g_00876	Syae.g_00577
OG0000673	Prbh.g_00879	Syae.g_00574
OG0000674	Prbh.g_00881	Syae.g_00572
OG0000675	Prbh.g_00882	Syae.g_00571
OG0000676	Prbh.g_00884	Syae.g_00569
OG0000677	Prbh.g_00885	Syae.g_00568
OG0000678	Prbh.g_00887	Syae.g_00564
OG0000679	Prbh.g_00891	Syae.g_00555
OG0000680	Prbh.g_00892	Syae.g_00554
OG0000681	Prbh.g_00895	Syae.g_00551
OG0000682	Prbh.g_00896	Syae.g_00550
OG0000683	Prbh.g_00897	Syae.g_00549
OG0000684	Prbh.g_00898	Syae.g_00545
OG0000685	Prbh.g_00900	Syae.g_00543
OG0000686	Prbh.g_00901	Syae.g_00542
OG0000687	Prbh.g_00902	Syae.g_00541
OG0000688	Prbh.g_01179	Syae.g_00536
OG0000689	Prbh.g_01178	Syae.g_00534
OG0000690	Prbh.g_01177	Syae.g_00533
OG0000691	Prbh.g_01176	Syae.g_00532
OG0000692	Prbh.g_01174	Syae.g_00531
OG0000693	Prbh.g_01173	Syae.g_00529
OG0000694	Prbh.g_01172	Syae.g_00528
OG0000695	Prbh.g_01060	Syae.g_00322
OG0000696	Prbh.g_01061	Syae.g_00323
OG0000697	Prbh.g_01062	Syae.g_00325
OG0000698	Prbh.g_01065	Syae.g_00328
OG0000699	Prbh.g_01066	Syae.g_00330
OG0000700	Prbh.g_01067	Syae.g_00331
OG0000701	Prbh.g_01068	Syae.g_00332
OG0000702	Prbh.g_01070	Syae.g_00341
OG0000703	Prbh.g_01071	Syae.g_00342
OG0000704	Prbh.g_01073	Syae.g_00345
OG0000705	Prbh.g_01079	Syae.g_00352
OG0000706	Prbh.g_01080	Syae.g_00353
OG0000707	Prbh.g_01081	Syae.g_00354
OG0000708	Prbh.g_01083	Syae.g_00357
OG0000709	Prbh.g_01087	Syae.g_00365
OG0000710	Prbh.g_01090	Syae.g_00369
OG0000711	Prbh.g_01106	Syae.g_00398
OG0000712	Prbh.g_01107	Syae.g_00400
OG0000713	Prbh.g_01108	Syae.g_00401
OG0000714	Prbh.g_01109	Syae.g_00403
OG0000715	Prbh.g_01111	Syae.g_00405
OG0000716	Prbh.g_01113	Syae.g_00409
OG0000717	Prbh.g_01114	Syae.g_00410
OG0000718	Prbh.g_01116	Syae.g_00414
OG0000719	Prbh.g_01118	Syae.g_00416
OG0000720	Prbh.g_01129	Syae.g_00429
OG0000721	Prbh.g_01133	Syae.g_00431
OG0000722	Prbh.g_01134	Syae.g_00432
OG0000723	Prbh.g_01138	Syae.g_00445
OG0000724	Prbh.g_01036	Syae.g_00799
OG0000725	Prbh.g_01030	Syae.g_00789
OG0000726	Prbh.g_01029	Syae.g_00788
OG0000727	Prbh.g_01028	Syae.g_00787
OG0000728	Prbh.g_01026	Syae.g_00785
OG0000729	Prbh.g_01351	Syae.g_01819
OG0000730	Prbh.g_01325	Syae.g_02189
OG0000731	Prbh.g_00432	Syae.g_02201
OG0000733	Prbh.g_01867	Syae.g_01599
OG0000734	Prbh.g_01299	Syae.g_01371
OG0000735	Prbh.g_01297	Syae.g_00942
OG0000736	Prbh.g_01296	Syae.g_00941
OG0000737	Prbh.g_01295	Syae.g_00940
OG0000738	Prbh.g_01291	Syae.g_00935
OG0000739	Prbh.g_01290	Syae.g_00928
OG0000740	Prbh.g_01289	Syae.g_00927
OG0000741	Prbh.g_01287	Syae.g_00924
OG0000742	Prbh.g_01284	Syae.g_00922
OG0000743	Prbh.g_01282	Syae.g_00920
OG0000744	Prbh.g_01280	Syae.g_00919
OG0000745	Prbh.g_01279	Syae.g_00917
OG0000746	Prbh.g_01277	Syae.g_00915
OG0000747	Prbh.g_01276	Syae.g_00914
OG0000748	Prbh.g_01272	Syae.g_00902
OG0000749	Prbh.g_01271	Syae.g_00900
OG0000750	Prbh.g_01270	Syae.g_00899
OG0000751	Prbh.g_01267	Syae.g_00892
OG0000752	Prbh.g_01265	Syae.g_00890
OG0000753	Prbh.g_01262	Syae.g_00887
OG0000754	Prbh.g_01260	Syae.g_00641
OG0000755	Prbh.g_01254	Syae.g_00651
OG0000756	Prbh.g_01253	Syae.g_00652
OG0000757	Prbh.g_01246	Syae.g_00661
OG0000758	Prbh.g_01245	Syae.g_00662
OG0000759	Prbh.g_01244	Syae.g_00663
OG0000760	Prbh.g_01243	Syae.g_00664
OG0000761	Prbh.g_01242	Syae.g_00668
OG0000762	Prbh.g_01241	Syae.g_00672
OG0000763	Prbh.g_01239	Syae.g_00676
OG0000764	Prbh.g_01238	Syae.g_00677
OG0000765	Prbh.g_01230	Syae.g_00695
OG0000766	Prbh.g_01229	Syae.g_00696
OG0000767	Prbh.g_01227	Syae.g_00698
OG0000768	Prbh.g_01226	Syae.g_00699
OG0000769	Prbh.g_01224	Syae.g_00701
OG0000770	Prbh.g_01451	Syae.g_00704
OG0000771	Prbh.g_01397	Syae.g_00805
OG0000772	Prbh.g_01845	Syae.g_00168
OG0000773	Prbh.g_01364	Syae.g_00947
OG0000774	Prbh.g_01366	Syae.g_00951
OG0000775	Prbh.g_01368	Syae.g_00954
OG0000776	Prbh.g_01369	Syae.g_00955
OG0000777	Prbh.g_01370	Syae.g_00956
OG0000778	Prbh.g_01371	Syae.g_00957
OG0000779	Prbh.g_01375	Syae.g_00963
OG0000780	Prbh.g_01376	Syae.g_00967
OG0000781	Prbh.g_01379	Syae.g_00971
OG0000782	Prbh.g_01380	Syae.g_00972
OG0000783	Prbh.g_01381	Syae.g_00973
OG0000784	Prbh.g_01382	Syae.g_00974
OG0000785	Prbh.g_01384	Syae.g_00976
OG0000786	Prbh.g_01387	Syae.g_02477
OG0000787	Prbh.g_01388	Syae.g_02476
OG0000788	Prbh.g_00206	Syae.g_00087
OG0000789	Prbh.g_00196	Syae.g_00281
OG0000790	Prbh.g_00014	Syae.g_02294
OG0000791	Prbh.g_00016	Syae.g_02292
OG0000792	Prbh.g_00017	Syae.g_02291
OG0000793	Prbh.g_00021	Syae.g_02286
OG0000794	Prbh.g_00022	Syae.g_02285
OG0000795	Prbh.g_00023	Syae.g_02284
OG0000796	Prbh.g_00027	Syae.g_02280
OG0000797	Prbh.g_00028	Syae.g_02279
OG0000798	Prbh.g_00033	Syae.g_01972
OG0000798	Prbh.g_00062	Syae.g_01205
OG0000799	Prbh.g_00079	Syae.g_00010
OG0000800	Prbh.g_00080	Syae.g_00009
OG0000801	Prbh.g_00081	Syae.g_00008
OG0000802	Prbh.g_00083	Syae.g_02686
OG0000803	Prbh.g_00085	Syae.g_02680
OG0000804	Prbh.g_00086	Syae.g_02677
OG0000805	Prbh.g_00088	Syae.g_02663
OG0000806	Prbh.g_00090	Syae.g_02661
OG0000807	Prbh.g_00091	Syae.g_02659
OG0000808	Prbh.g_00092	Syae.g_02658
OG0000809	Prbh.g_00094	Syae.g_02655
OG0000810	Prbh.g_00095	Syae.g_02654
OG0000811	Prbh.g_00102	Syae.g_02648
OG0000812	Prbh.g_00104	Syae.g_02646
OG0000813	Prbh.g_00105	Syae.g_02645
OG0000814	Prbh.g_00107	Syae.g_02643
OG0000815	Prbh.g_00108	Syae.g_02642
OG0000816	Prbh.g_00110	Syae.g_02641
OG0000817	Prbh.g_00111	Syae.g_02640
OG0000818	Prbh.g_00116	Syae.g_02634
OG0000819	Prbh.g_00117	Syae.g_02633
OG0000820	Prbh.g_00118	Syae.g_02632
OG0000821	Prbh.g_00122	Syae.g_02626
OG0000822	Prbh.g_00123	Syae.g_02624
OG0000823	Prbh.g_00124	Syae.g_02623
OG0000824	Prbh.g_00127	Syae.g_02617
OG0000825	Prbh.g_00128	Syae.g_02616
OG0000826	Prbh.g_00129	Syae.g_02615
OG0000827	Prbh.g_00130	Syae.g_02614
OG0000828	Prbh.g_00133	Syae.g_02612
OG0000829	Prbh.g_00134	Syae.g_02611
OG0000830	Prbh.g_00135	Syae.g_02610
OG0000831	Prbh.g_00137	Syae.g_02608
OG0000832	Prbh.g_00147	Syae.g_01081
OG0000833	Prbh.g_00156	Syae.g_01106
OG0000834	Prbh.g_00157	Syae.g_01108
OG0000835	Prbh.g_00158	Syae.g_01109
OG0000836	Prbh.g_00159	Syae.g_01113
OG0000837	Prbh.g_00160	Syae.g_01115
OG0000838	Prbh.g_00163	Syae.g_01119
OG0000839	Prbh.g_00164	Syae.g_01120
OG0000840	Prbh.g_00165	Syae.g_01121
OG0000841	Prbh.g_00166	Syae.g_01122
OG0000842	Prbh.g_00167	Syae.g_01123
OG0000843	Prbh.g_00168	Syae.g_01124
OG0000844	Prbh.g_00169	Syae.g_01125
OG0000845	Prbh.g_00170	Syae.g_01126
OG0000846	Prbh.g_00171	Syae.g_01127
OG0000847	Prbh.g_00172	Syae.g_01128
OG0000848	Prbh.g_00173	Syae.g_01130
OG0000849	Prbh.g_00174	Syae.g_01131
OG0000850	Prbh.g_00176	Syae.g_01133
OG0000851	Prbh.g_00177	Syae.g_01139
OG0000852	Prbh.g_00178	Syae.g_01140
OG0000853	Prbh.g_00183	Syae.g_01144
OG0000854	Prbh.g_00185	Syae.g_01146
OG0000855	Prbh.g_00186	Syae.g_01147
OG0000856	Prbh.g_01454	Syae.g_00059
OG0000857	Prbh.g_00968	Syae.g_00503
OG0000858	Prbh.g_01789	Syae.g_01153
OG0000859	Prbh.g_01788	Syae.g_01154
OG0000860	Prbh.g_01780	Syae.g_01165
OG0000861	Prbh.g_01779	Syae.g_01166
OG0000862	Prbh.g_01778	Syae.g_01167
OG0000863	Prbh.g_01776	Syae.g_01170
OG0000864	Prbh.g_01775	Syae.g_01171
OG0000865	Prbh.g_01774	Syae.g_01172
OG0000866	Prbh.g_01773	Syae.g_01173
OG0000867	Prbh.g_01772	Syae.g_01174
OG0000868	Prbh.g_01770	Syae.g_01177
OG0000869	Prbh.g_01767	Syae.g_01182
OG0000870	Prbh.g_01762	Syae.g_01187
OG0000871	Prbh.g_01761	Syae.g_01188
OG0000872	Prbh.g_01760	Syae.g_01196
OG0000873	Prbh.g_01757	Syae.g_01199
OG0000874	Prbh.g_01754	Syae.g_01194
OG0000875	Prbh.g_01752	Syae.g_01244
OG0000876	Prbh.g_01751	Syae.g_01020
OG0000877	Prbh.g_01749	Syae.g_01025
OG0000878	Prbh.g_01748	Syae.g_01026
OG0000879	Prbh.g_01747	Syae.g_01027
OG0000880	Prbh.g_01746	Syae.g_01028
OG0000881	Prbh.g_01742	Syae.g_01034
OG0000882	Prbh.g_01737	Syae.g_01039
OG0000883	Prbh.g_01735	Syae.g_01041
OG0000884	Prbh.g_01733	Syae.g_01043
OG0000885	Prbh.g_01732	Syae.g_01044
OG0000886	Prbh.g_01731	Syae.g_01045
OG0000887	Prbh.g_01730	Syae.g_01046
OG0000888	Prbh.g_01728	Syae.g_01048
OG0000889	Prbh.g_01726	Syae.g_01050
OG0000890	Prbh.g_01725	Syae.g_01056
OG0000891	Prbh.g_01724	Syae.g_01057
OG0000892	Prbh.g_01723	Syae.g_01059
OG0000893	Prbh.g_01719	Syae.g_02031
OG0000894	Prbh.g_01716	Syae.g_02034
OG0000895	Prbh.g_01712	Syae.g_02038
OG0000896	Prbh.g_01711	Syae.g_02039
OG0000897	Prbh.g_01709	Syae.g_02041
OG0000898	Prbh.g_01708	Syae.g_02042
OG0000899	Prbh.g_01707	Syae.g_02043
OG0000900	Prbh.g_01706	Syae.g_02044
OG0000901	Prbh.g_01703	Syae.g_02049
OG0000902	Prbh.g_01701	Syae.g_02051
OG0000903	Prbh.g_01697	Syae.g_02077
OG0000904	Prbh.g_01692	Syae.g_02071
OG0000905	Prbh.g_01699	Syae.g_02065
OG0000906	Prbh.g_01700	Syae.g_02063
OG0000907	Prbh.g_01687	Syae.g_02079
OG0000908	Prbh.g_01684	Syae.g_02082
OG0000909	Prbh.g_01683	Syae.g_02083
OG0000910	Prbh.g_01682	Syae.g_02084
OG0000911	Prbh.g_01680	Syae.g_02086
OG0000912	Prbh.g_01679	Syae.g_02087
OG0000913	Prbh.g_01678	Syae.g_02088
OG0000914	Prbh.g_01677	Syae.g_02089
OG0000915	Prbh.g_01676	Syae.g_02091
OG0000916	Prbh.g_01675	Syae.g_02092
OG0000917	Prbh.g_01674	Syae.g_02093
OG0000918	Prbh.g_01673	Syae.g_02094
OG0000919	Prbh.g_01672	Syae.g_02095
OG0000920	Prbh.g_01671	Syae.g_02096
OG0000921	Prbh.g_01670	Syae.g_02097
OG0000922	Prbh.g_01669	Syae.g_02098
OG0000923	Prbh.g_01665	Syae.g_02102
OG0000924	Prbh.g_01664	Syae.g_02103
OG0000925	Prbh.g_01663	Syae.g_02104
OG0000926	Prbh.g_01662	Syae.g_02105
OG0000927	Prbh.g_01660	Syae.g_02107
OG0000928	Prbh.g_01659	Syae.g_02108
OG0000929	Prbh.g_01658	Syae.g_02109
OG0000930	Prbh.g_01657	Syae.g_02110
OG0000931	Prbh.g_01656	Syae.g_02111
OG0000932	Prbh.g_01655	Syae.g_02112
OG0000933	Prbh.g_01651	Syae.g_02118
OG0000934	Prbh.g_01649	Syae.g_02120
OG0000935	Prbh.g_01648	Syae.g_02121
OG0000936	Prbh.g_01647	Syae.g_02122
OG0000937	Prbh.g_01646	Syae.g_02123
OG0000938	Prbh.g_01643	Syae.g_02126
OG0000939	Prbh.g_01642	Syae.g_02127
OG0000940	Prbh.g_01635	Syae.g_02133
OG0000941	Prbh.g_01633	Syae.g_02135
OG0000942	Prbh.g_01631	Syae.g_02137
OG0000943	Prbh.g_01630	Syae.g_02138
OG0000944	Prbh.g_01628	Syae.g_02140
OG0000945	Prbh.g_01627	Syae.g_02142
OG0000946	Prbh.g_01621	Syae.g_02146
OG0000947	Prbh.g_01619	Syae.g_02149
OG0000948	Prbh.g_01618	Syae.g_02150
OG0000949	Prbh.g_01615	Syae.g_01884
OG0000950	Prbh.g_01608	Syae.g_01873
OG0000951	Prbh.g_01604	Syae.g_01866
OG0000952	Prbh.g_01600	Syae.g_01859
OG0000953	Prbh.g_01596	Syae.g_01854
OG0000954	Prbh.g_01592	Syae.g_01845
OG0000955	Prbh.g_01591	Syae.g_01844
OG0000956	Prbh.g_01589	Syae.g_01842
OG0000957	Prbh.g_01583	Syae.g_01831
OG0000958	Prbh.g_01582	Syae.g_01830
OG0000959	Prbh.g_01578	Syae.g_01826
OG0000960	Prbh.g_01577	Syae.g_01825
OG0000961	Prbh.g_01574	Syae.g_01822
OG0000962	Prbh.g_01572	Syae.g_01820
OG0000963	Prbh.g_01568	Syae.g_01814
OG0000964	Prbh.g_01567	Syae.g_01813
OG0000965	Prbh.g_01566	Syae.g_01812
OG0000966	Prbh.g_01560	Syae.g_01789
OG0000967	Prbh.g_01556	Syae.g_01782
OG0000968	Prbh.g_01554	Syae.g_01787
OG0000969	Prbh.g_01553	Syae.g_01785
OG0000970	Prbh.g_01552	Syae.g_01784
OG0000971	Prbh.g_01551	Syae.g_01779
OG0000972	Prbh.g_01550	Syae.g_01778
OG0000973	Prbh.g_01549	Syae.g_01777
OG0000974	Prbh.g_01548	Syae.g_01776
OG0000975	Prbh.g_01547	Syae.g_01775
OG0000976	Prbh.g_01546	Syae.g_01774
OG0000977	Prbh.g_01545	Syae.g_01772
OG0000978	Prbh.g_01544	Syae.g_01771
OG0000979	Prbh.g_01541	Syae.g_01768
OG0000980	Prbh.g_01539	Syae.g_01765
OG0000981	Prbh.g_01536	Syae.g_01762
OG0000982	Prbh.g_01534	Syae.g_01568
OG0000983	Prbh.g_01533	Syae.g_01569
OG0000984	Prbh.g_01532	Syae.g_01570
OG0000985	Prbh.g_01529	Syae.g_01572
OG0000986	Prbh.g_01527	Syae.g_01575
OG0000987	Prbh.g_01526	Syae.g_01577
OG0000988	Prbh.g_01523	Syae.g_01583
OG0000989	Prbh.g_01519	Syae.g_01591
OG0000990	Prbh.g_01514	Syae.g_01606
OG0000991	Prbh.g_01513	Syae.g_01609
OG0000992	Prbh.g_01510	Syae.g_01612
OG0000993	Prbh.g_01509	Syae.g_01613
OG0000994	Prbh.g_01508	Syae.g_01616
OG0000995	Prbh.g_01504	Syae.g_01627
OG0000996	Prbh.g_01503	Syae.g_01667
OG0000997	Prbh.g_01501	Syae.g_01678
OG0000998	Prbh.g_01499	Syae.g_01680
OG0000999	Prbh.g_01498	Syae.g_01683
OG0001000	Prbh.g_01495	Syae.g_01686
OG0001001	Prbh.g_01490	Syae.g_01692
OG0001002	Prbh.g_01485	Syae.g_01699
OG0001003	Prbh.g_01484	Syae.g_01701
OG0001004	Prbh.g_01483	Syae.g_01702
OG0001005	Prbh.g_01482	Syae.g_01703
OG0001006	Prbh.g_01478	Syae.g_01710
OG0001007	Prbh.g_01476	Syae.g_01712
OG0001008	Prbh.g_00395	Syae.g_00993
OG0001009	Prbh.g_00753	Syae.g_01744
OG0001010	Prbh.g_00752	Syae.g_01745
OG0001011	Prbh.g_00751	Syae.g_01747
OG0001012	Prbh.g_00739	Syae.g_01564
OG0001013	Prbh.g_00732	Syae.g_01552
OG0001014	Prbh.g_00729	Syae.g_01548
OG0001015	Prbh.g_00728	Syae.g_01547
OG0001016	Prbh.g_00709	Syae.g_01290
OG0001017	Prbh.g_00705	Syae.g_01296
OG0001018	Prbh.g_00703	Syae.g_01298
OG0001019	Prbh.g_00694	Syae.g_01334
OG0001020	Prbh.g_00693	Syae.g_01340
OG0001021	Prbh.g_00692	Syae.g_01344
OG0001022	Prbh.g_00689	Syae.g_01348
OG0001023	Prbh.g_00688	Syae.g_01349
OG0001024	Prbh.g_00685	Syae.g_01353
OG0001025	Prbh.g_00678	Syae.g_01360
OG0001026	Prbh.g_00670	Syae.g_01373
OG0001027	Prbh.g_00669	Syae.g_01377
OG0001028	Prbh.g_00667	Syae.g_01379
OG0001029	Prbh.g_00666	Syae.g_01381
OG0001030	Prbh.g_00650	Syae.g_01403
OG0001031	Prbh.g_00596	Syae.g_01475
OG0001032	Prbh.g_00595	Syae.g_01479
OG0001033	Prbh.g_00574	Syae.g_01505
OG0001034	Prbh.g_00544	Syae.g_02238
OG0001035	Prbh.g_00524	Syae.g_02006
OG0001036	Prbh.g_00520	Syae.g_02001
OG0001037	Prbh.g_00519	Syae.g_01999
OG0001038	Prbh.g_00501	Syae.g_01971
OG0001039	Prbh.g_00498	Syae.g_01968
OG0001040	Prbh.g_00496	Syae.g_01965
OG0001041	Prbh.g_00491	Syae.g_01960
OG0001042	Prbh.g_00474	Syae.g_01935
OG0001043	Prbh.g_00473	Syae.g_01931
OG0001044	Prbh.g_00440	Syae.g_02191
OG0001045	Prbh.g_00430	Syae.g_02204
OG0001046	Prbh.g_01877	Syae.g_00385
OG0001047	Prbh.g_00393	Syae.g_00991
OG0001048	Prbh.g_00392	Syae.g_00990
OG0001049	Prbh.g_00390	Syae.g_00987
OG0001050	Prbh.g_00389	Syae.g_00986
OG0001051	Prbh.g_00388	Syae.g_00985
OG0001052	Prbh.g_00360	Syae.g_02526
OG0001053	Prbh.g_00348	Syae.g_02312
OG0001054	Prbh.g_00333	Syae.g_02329
OG0001055	Prbh.g_00313	Syae.g_02350
OG0001056	Prbh.g_00293	Syae.g_02379
OG0001057	Prbh.g_00289	Syae.g_02388
OG0001058	Prbh.g_00281	Syae.g_02402
OG0001059	Prbh.g_00277	Syae.g_02406
OG0001060	Prbh.g_00270	Syae.g_02412
OG0001061	Prbh.g_00255	Syae.g_02434
OG0001062	Prbh.g_00253	Syae.g_02436
OG0001063	Prbh.g_00251	Syae.g_02440
OG0001064	Prbh.g_00250	Syae.g_02441
OG0001065	Prbh.g_00249	Syae.g_02442
OG0001066	Prbh.g_00248	Syae.g_02443
OG0001067	Prbh.g_00247	Syae.g_02444
OG0001068	Prbh.g_00246	Syae.g_02445
OG0001069	Prbh.g_00245	Syae.g_02446
OG0001070	Prbh.g_00243	Syae.g_02449
OG0001071	Prbh.g_00242	Syae.g_02450
OG0001072	Prbh.g_00240	Syae.g_02454
OG0001073	Prbh.g_00226	Syae.g_02468
OG0001074	Prbh.g_00214	Syae.g_00027
OG0001075	Prbh.g_00213	Syae.g_00029
OG0001076	Prbh.g_01459	Syae.g_00050
OG0001077	Prbh.g_01453	Syae.g_00061
OG0001078	Prbh.g_01217	Syae.g_00075
OG0001079	Prbh.g_01206	Syae.g_00088
OG0001080	Prbh.g_01200	Syae.g_00267
OG0001081	Prbh.g_01198	Syae.g_00615
OG0001082	Prbh.g_01197	Syae.g_00614
OG0001083	Prbh.g_01192	Syae.g_00605
OG0001084	Prbh.g_01191	Syae.g_00604
OG0001085	Prbh.g_00904	Syae.g_00594
OG0001086	Prbh.g_00905	Syae.g_00592
OG0001087	Prbh.g_00923	Syae.g_00751
OG0001088	Prbh.g_00924	Syae.g_00755
OG0001089	Prbh.g_00935	Syae.g_00781
OG0001090	Prbh.g_00946	Syae.g_00471
OG0001091	Prbh.g_01170	Syae.g_00469
OG0001092	Prbh.g_01169	Syae.g_00466
OG0001093	Prbh.g_01164	Syae.g_00460
OG0001094	Prbh.g_01171	Syae.g_00527
OG0001095	Prbh.g_00966	Syae.g_00506
OG0001096	Prbh.g_00980	Syae.g_00490
OG0001097	Prbh.g_00999	Syae.g_00845
OG0001098	Prbh.g_01019	Syae.g_00269
OG0001099	Prbh.g_00861	Syae.g_01380
OG0001100	Prbh.g_00870	Syae.g_00583
OG0001101	Prbh.g_00872	Syae.g_00581
OG0001102	Prbh.g_00875	Syae.g_00578
OG0001103	Prbh.g_00877	Syae.g_00576
OG0001104	Prbh.g_00899	Syae.g_00544
OG0001105	Prbh.g_00903	Syae.g_00540
OG0001106	Prbh.g_01074	Syae.g_00346
OG0001107	Prbh.g_01084	Syae.g_00358
OG0001108	Prbh.g_01088	Syae.g_00366
OG0001109	Prbh.g_01089	Syae.g_00368
OG0001110	Prbh.g_01091	Syae.g_00370
OG0001111	Prbh.g_01092	Syae.g_00372
OG0001112	Prbh.g_01093	Syae.g_00374
OG0001113	Prbh.g_01094	Syae.g_00375
OG0001114	Prbh.g_01095	Syae.g_00376
OG0001115	Prbh.g_01097	Syae.g_00380
OG0001116	Prbh.g_01098	Syae.g_00382
OG0001117	Prbh.g_01099	Syae.g_00383
OG0001118	Prbh.g_01100	Syae.g_00384
OG0001119	Prbh.g_01101	Syae.g_00386
OG0001120	Prbh.g_01102	Syae.g_00390
