Orthogroup	Prbh	Syai
OG0000553	Prbh.g_00301	Syai.g_00698
OG0000554	Prbh.g_00295	Syai.g_00708
OG0000555	Prbh.g_00288	Syai.g_00725
OG0000556	Prbh.g_00286	Syai.g_00728
OG0000557	Prbh.g_00285	Syai.g_00730
OG0000558	Prbh.g_00283	Syai.g_00732
OG0000559	Prbh.g_00279	Syai.g_00736
OG0000560	Prbh.g_00276	Syai.g_00739
OG0000561	Prbh.g_00275	Syai.g_00740
OG0000562	Prbh.g_00274	Syai.g_00741
OG0000563	Prbh.g_00273	Syai.g_00742
OG0000564	Prbh.g_00272	Syai.g_00743
OG0000565	Prbh.g_00269	Syai.g_00746
OG0000566	Prbh.g_00265	Syai.g_00750
OG0000567	Prbh.g_00261	Syai.g_00754
OG0000568	Prbh.g_00260	Syai.g_00758
OG0000569	Prbh.g_00259	Syai.g_00759
OG0000570	Prbh.g_00258	Syai.g_00760
OG0000571	Prbh.g_00256	Syai.g_00764
OG0000572	Prbh.g_00244	Syai.g_00782
OG0000573	Prbh.g_00238	Syai.g_00790
OG0000574	Prbh.g_00237	Syai.g_00796
OG0000575	Prbh.g_00233	Syai.g_00800
OG0000576	Prbh.g_00231	Syai.g_00802
OG0000577	Prbh.g_00230	Syai.g_00803
OG0000578	Prbh.g_00229	Syai.g_00804
OG0000579	Prbh.g_00228	Syai.g_00805
OG0000580	Prbh.g_00227	Syai.g_00806
OG0000581	Prbh.g_00224	Syai.g_00812
OG0000582	Prbh.g_00221	Syai.g_01042
OG0000583	Prbh.g_00220	Syai.g_01043
OG0000584	Prbh.g_00219	Syai.g_01044
OG0000585	Prbh.g_00217	Syai.g_01046
OG0000586	Prbh.g_00216	Syai.g_01047
OG0000587	Prbh.g_00215	Syai.g_01049
OG0000588	Prbh.g_01465	Syai.g_01063
OG0000589	Prbh.g_01462	Syai.g_01066
OG0000590	Prbh.g_01461	Syai.g_01067
OG0000591	Prbh.g_01457	Syai.g_01075
OG0000592	Prbh.g_01456	Syai.g_01076
OG0000593	Prbh.g_01221	Syai.g_01100
OG0000594	Prbh.g_01220	Syai.g_01101
OG0000595	Prbh.g_01219	Syai.g_01102
OG0000596	Prbh.g_01216	Syai.g_01107
OG0000597	Prbh.g_01213	Syai.g_01110
OG0000598	Prbh.g_01212	Syai.g_01111
OG0000599	Prbh.g_01209	Syai.g_01114
OG0000600	Prbh.g_01208	Syai.g_01115
OG0000601	Prbh.g_01207	Syai.g_01116
OG0000602	Prbh.g_01205	Syai.g_01121
OG0000603	Prbh.g_01204	Syai.g_01122
OG0000604	Prbh.g_01203	Syai.g_01125
OG0000605	Prbh.g_01202	Syai.g_01609
OG0000606	Prbh.g_01199	Syai.g_01221
OG0000607	Prbh.g_01196	Syai.g_01224
OG0000608	Prbh.g_01195	Syai.g_01225
OG0000609	Prbh.g_01194	Syai.g_01227
OG0000610	Prbh.g_01188	Syai.g_01234
OG0000611	Prbh.g_01185	Syai.g_01237
OG0000612	Prbh.g_01184	Syai.g_01238
OG0000613	Prbh.g_00907	Syai.g_00196
OG0000614	Prbh.g_00928	Syai.g_01981
OG0000615	Prbh.g_00939	Syai.g_01286
OG0000616	Prbh.g_01487	Syai.g_02914
OG0000617	Prbh.g_01167	Syai.g_01393
OG0000618	Prbh.g_01166	Syai.g_01394
OG0000619	Prbh.g_01165	Syai.g_01395
OG0000620	Prbh.g_01162	Syai.g_01402
OG0000621	Prbh.g_01161	Syai.g_01403
OG0000622	Prbh.g_01160	Syai.g_01404
OG0000623	Prbh.g_01159	Syai.g_01405
OG0000624	Prbh.g_01157	Syai.g_01407
OG0000625	Prbh.g_01156	Syai.g_01408
OG0000626	Prbh.g_01155	Syai.g_01409
OG0000627	Prbh.g_01154	Syai.g_01575
OG0000628	Prbh.g_01153	Syai.g_01573
OG0000629	Prbh.g_01151	Syai.g_01570
OG0000630	Prbh.g_01148	Syai.g_01566
OG0000631	Prbh.g_01056	Syai.g_01557
OG0000632	Prbh.g_01057	Syai.g_01556
OG0000633	Prbh.g_01058	Syai.g_01555
OG0000634	Prbh.g_00949	Syai.g_01317
OG0000635	Prbh.g_00950	Syai.g_01318
OG0000636	Prbh.g_00952	Syai.g_01320
OG0000637	Prbh.g_00954	Syai.g_01322
OG0000638	Prbh.g_00955	Syai.g_01323
OG0000639	Prbh.g_00956	Syai.g_01324
OG0000640	Prbh.g_00957	Syai.g_01325
OG0000641	Prbh.g_00961	Syai.g_01329
OG0000642	Prbh.g_00962	Syai.g_01330
OG0000643	Prbh.g_00963	Syai.g_01349
OG0000644	Prbh.g_00964	Syai.g_01350
OG0000645	Prbh.g_00965	Syai.g_01352
OG0000646	Prbh.g_00967	Syai.g_01355
OG0000647	Prbh.g_00969	Syai.g_01357
OG0000648	Prbh.g_00971	Syai.g_01362
OG0000649	Prbh.g_00972	Syai.g_01363
OG0000650	Prbh.g_00973	Syai.g_01364
OG0000651	Prbh.g_00974	Syai.g_01365
OG0000652	Prbh.g_00975	Syai.g_01366
OG0000653	Prbh.g_00977	Syai.g_01368
OG0000654	Prbh.g_00978	Syai.g_01369
OG0000655	Prbh.g_00979	Syai.g_01370
OG0000656	Prbh.g_00982	Syai.g_01373
OG0000657	Prbh.g_00989	Syai.g_02045
OG0000658	Prbh.g_00991	Syai.g_02049
OG0000659	Prbh.g_00992	Syai.g_02050
OG0000660	Prbh.g_00996	Syai.g_02054
OG0000661	Prbh.g_00998	Syai.g_02056
OG0000662	Prbh.g_01001	Syai.g_02058
OG0000663	Prbh.g_01003	Syai.g_02061
OG0000664	Prbh.g_01004	Syai.g_02062
OG0000665	Prbh.g_01010	Syai.g_02431
OG0000666	Prbh.g_01011	Syai.g_01610
OG0000667	Prbh.g_01015	Syai.g_01724
OG0000668	Prbh.g_00857	Syai.g_01436
OG0000669	Prbh.g_00868	Syai.g_01251
OG0000670	Prbh.g_00871	Syai.g_00561
OG0000671	Prbh.g_00873	Syai.g_01255
OG0000672	Prbh.g_00876	Syai.g_01259
OG0000673	Prbh.g_00879	Syai.g_01262
OG0000674	Prbh.g_00881	Syai.g_01264
OG0000675	Prbh.g_00882	Syai.g_01265
OG0000676	Prbh.g_00884	Syai.g_01275
OG0000677	Prbh.g_00885	Syai.g_01276
OG0000678	Prbh.g_00887	Syai.g_01279
OG0000679	Prbh.g_00891	Syai.g_01288
OG0000680	Prbh.g_00892	Syai.g_01289
OG0000681	Prbh.g_00895	Syai.g_01292
OG0000682	Prbh.g_00896	Syai.g_01293
OG0000683	Prbh.g_00897	Syai.g_01294
OG0000684	Prbh.g_00898	Syai.g_01299
OG0000685	Prbh.g_00900	Syai.g_01301
OG0000686	Prbh.g_00901	Syai.g_01302
OG0000687	Prbh.g_00902	Syai.g_01303
OG0000688	Prbh.g_01179	Syai.g_01307
OG0000689	Prbh.g_01178	Syai.g_01309
OG0000690	Prbh.g_01177	Syai.g_01310
OG0000691	Prbh.g_01176	Syai.g_01311
OG0000692	Prbh.g_01174	Syai.g_01312
OG0000693	Prbh.g_01173	Syai.g_01313
OG0000694	Prbh.g_01172	Syai.g_01314
OG0000695	Prbh.g_01060	Syai.g_01553
OG0000696	Prbh.g_01061	Syai.g_01552
OG0000697	Prbh.g_01062	Syai.g_01550
OG0000698	Prbh.g_01065	Syai.g_01547
OG0000699	Prbh.g_01066	Syai.g_01545
OG0000700	Prbh.g_01067	Syai.g_01544
OG0000701	Prbh.g_01068	Syai.g_01543
OG0000702	Prbh.g_01070	Syai.g_01521
OG0000703	Prbh.g_01071	Syai.g_01520
OG0000704	Prbh.g_01073	Syai.g_01518
OG0000705	Prbh.g_01079	Syai.g_01511
OG0000706	Prbh.g_01080	Syai.g_01510
OG0000707	Prbh.g_01081	Syai.g_01509
OG0000708	Prbh.g_01083	Syai.g_01506
OG0000709	Prbh.g_01087	Syai.g_01497
OG0000710	Prbh.g_01090	Syai.g_01487
OG0000711	Prbh.g_01106	Syai.g_01456
OG0000712	Prbh.g_01107	Syai.g_01454
OG0000713	Prbh.g_01108	Syai.g_01453
OG0000714	Prbh.g_01109	Syai.g_01451
OG0000715	Prbh.g_01111	Syai.g_01449
OG0000716	Prbh.g_01113	Syai.g_01445
OG0000717	Prbh.g_01114	Syai.g_01444
OG0000718	Prbh.g_01116	Syai.g_01440
OG0000719	Prbh.g_01118	Syai.g_01438
OG0000720	Prbh.g_01129	Syai.g_01425
OG0000721	Prbh.g_01133	Syai.g_01423
OG0000722	Prbh.g_01134	Syai.g_01422
OG0000723	Prbh.g_01138	Syai.g_01411
OG0000724	Prbh.g_01036	Syai.g_02013
OG0000725	Prbh.g_01030	Syai.g_02004
OG0000726	Prbh.g_01029	Syai.g_02003
OG0000727	Prbh.g_01028	Syai.g_02002
OG0000728	Prbh.g_01026	Syai.g_02000
OG0000729	Prbh.g_01351	Syai.g_00097
OG0000730	Prbh.g_01325	Syai.g_00483
OG0000731	Prbh.g_00432	Syai.g_00495
OG0000733	Prbh.g_01867	Syai.g_02805
OG0000734	Prbh.g_01299	Syai.g_02548
OG0000735	Prbh.g_01297	Syai.g_02159
OG0000736	Prbh.g_01296	Syai.g_02158
OG0000737	Prbh.g_01295	Syai.g_02157
OG0000738	Prbh.g_01291	Syai.g_02152
OG0000739	Prbh.g_01290	Syai.g_02151
OG0000740	Prbh.g_01289	Syai.g_02150
OG0000741	Prbh.g_01287	Syai.g_02147
OG0000742	Prbh.g_01284	Syai.g_02145
OG0000743	Prbh.g_01282	Syai.g_02143
OG0000744	Prbh.g_01280	Syai.g_02142
OG0000745	Prbh.g_01279	Syai.g_02140
OG0000746	Prbh.g_01277	Syai.g_02138
OG0000747	Prbh.g_01276	Syai.g_02137
OG0000748	Prbh.g_01272	Syai.g_02125
OG0000749	Prbh.g_01271	Syai.g_02123
OG0000750	Prbh.g_01270	Syai.g_02122
OG0000751	Prbh.g_01267	Syai.g_02116
OG0000752	Prbh.g_01265	Syai.g_02114
OG0000753	Prbh.g_01262	Syai.g_02111
OG0000754	Prbh.g_01260	Syai.g_01750
OG0000755	Prbh.g_01254	Syai.g_01760
OG0000756	Prbh.g_01253	Syai.g_01761
OG0000757	Prbh.g_01246	Syai.g_01769
OG0000758	Prbh.g_01245	Syai.g_01770
OG0000759	Prbh.g_01244	Syai.g_01771
OG0000760	Prbh.g_01243	Syai.g_01772
OG0000761	Prbh.g_01242	Syai.g_01775
OG0000762	Prbh.g_01241	Syai.g_01777
OG0000763	Prbh.g_01239	Syai.g_01779
OG0000764	Prbh.g_01238	Syai.g_01780
OG0000765	Prbh.g_01230	Syai.g_01797
OG0000766	Prbh.g_01229	Syai.g_01798
OG0000767	Prbh.g_01227	Syai.g_01800
OG0000768	Prbh.g_01226	Syai.g_01801
OG0000769	Prbh.g_01224	Syai.g_01803
OG0000770	Prbh.g_01451	Syai.g_01822
OG0000771	Prbh.g_01397	Syai.g_02019
OG0000772	Prbh.g_01845	Syai.g_01639
OG0000773	Prbh.g_01364	Syai.g_02164
OG0000774	Prbh.g_01366	Syai.g_02168
OG0000775	Prbh.g_01368	Syai.g_02172
OG0000776	Prbh.g_01369	Syai.g_02173
OG0000777	Prbh.g_01370	Syai.g_02174
OG0000778	Prbh.g_01371	Syai.g_02175
OG0000779	Prbh.g_01375	Syai.g_02181
OG0000780	Prbh.g_01376	Syai.g_02184
OG0000781	Prbh.g_01379	Syai.g_02188
OG0000782	Prbh.g_01380	Syai.g_02189
OG0000783	Prbh.g_01381	Syai.g_02190
OG0000784	Prbh.g_01382	Syai.g_02191
OG0000785	Prbh.g_01384	Syai.g_02193
OG0000786	Prbh.g_01387	Syai.g_00816
OG0000787	Prbh.g_01388	Syai.g_00815
OG0000788	Prbh.g_00206	Syai.g_01117
OG0000789	Prbh.g_00196	Syai.g_01596
OG0000790	Prbh.g_00014	Syai.g_00623
OG0000791	Prbh.g_00016	Syai.g_00621
OG0000792	Prbh.g_00017	Syai.g_00620
OG0000793	Prbh.g_00021	Syai.g_00615
OG0000794	Prbh.g_00022	Syai.g_00614
OG0000795	Prbh.g_00023	Syai.g_00613
OG0000796	Prbh.g_00027	Syai.g_00609
OG0000797	Prbh.g_00028	Syai.g_00608
OG0000798	Prbh.g_00033	Syai.g_00262
OG0000799	Prbh.g_00079	Syai.g_00996
OG0000800	Prbh.g_00080	Syai.g_00993
OG0000801	Prbh.g_00081	Syai.g_00992
OG0000802	Prbh.g_00083	Syai.g_00988
OG0000803	Prbh.g_00085	Syai.g_00983
OG0000804	Prbh.g_00086	Syai.g_00980
OG0000805	Prbh.g_00088	Syai.g_00965
OG0000806	Prbh.g_00090	Syai.g_00963
OG0000807	Prbh.g_00091	Syai.g_00961
OG0000808	Prbh.g_00092	Syai.g_00960
OG0000809	Prbh.g_00094	Syai.g_00957
OG0000810	Prbh.g_00095	Syai.g_00956
OG0000811	Prbh.g_00102	Syai.g_00950
OG0000812	Prbh.g_00104	Syai.g_00948
OG0000813	Prbh.g_00105	Syai.g_00947
OG0000814	Prbh.g_00107	Syai.g_00945
OG0000815	Prbh.g_00108	Syai.g_00944
OG0000816	Prbh.g_00110	Syai.g_00942
OG0000817	Prbh.g_00111	Syai.g_00941
OG0000818	Prbh.g_00116	Syai.g_00935
OG0000819	Prbh.g_00117	Syai.g_00934
OG0000820	Prbh.g_00118	Syai.g_00933
OG0000821	Prbh.g_00122	Syai.g_00916
OG0000822	Prbh.g_00123	Syai.g_00914
OG0000823	Prbh.g_00124	Syai.g_00913
OG0000824	Prbh.g_00127	Syai.g_00907
OG0000825	Prbh.g_00128	Syai.g_00906
OG0000826	Prbh.g_00129	Syai.g_00905
OG0000827	Prbh.g_00130	Syai.g_00904
OG0000828	Prbh.g_00133	Syai.g_00900
OG0000829	Prbh.g_00134	Syai.g_00899
OG0000830	Prbh.g_00135	Syai.g_00898
OG0000831	Prbh.g_00137	Syai.g_00896
OG0000832	Prbh.g_00147	Syai.g_02296
OG0000833	Prbh.g_00156	Syai.g_02305
OG0000834	Prbh.g_00157	Syai.g_02307
OG0000835	Prbh.g_00158	Syai.g_02308
OG0000836	Prbh.g_00159	Syai.g_02312
OG0000837	Prbh.g_00160	Syai.g_02313
OG0000838	Prbh.g_00163	Syai.g_02323
OG0000839	Prbh.g_00164	Syai.g_02324
OG0000840	Prbh.g_00165	Syai.g_02325
OG0000841	Prbh.g_00166	Syai.g_02326
OG0000842	Prbh.g_00167	Syai.g_02327
OG0000843	Prbh.g_00168	Syai.g_02328
OG0000844	Prbh.g_00169	Syai.g_02330
OG0000845	Prbh.g_00170	Syai.g_02331
OG0000846	Prbh.g_00171	Syai.g_02332
OG0000847	Prbh.g_00172	Syai.g_02333
OG0000848	Prbh.g_00173	Syai.g_02335
OG0000849	Prbh.g_00174	Syai.g_02336
OG0000850	Prbh.g_00176	Syai.g_02339
OG0000851	Prbh.g_00177	Syai.g_02352
OG0000852	Prbh.g_00178	Syai.g_02353
OG0000853	Prbh.g_00183	Syai.g_02357
OG0000854	Prbh.g_00185	Syai.g_02359
OG0000855	Prbh.g_00186	Syai.g_02360
OG0000856	Prbh.g_01454	Syai.g_01078
OG0000857	Prbh.g_00968	Syai.g_01356
OG0000858	Prbh.g_01789	Syai.g_02366
OG0000859	Prbh.g_01788	Syai.g_02367
OG0000860	Prbh.g_01780	Syai.g_02380
OG0000861	Prbh.g_01779	Syai.g_02381
OG0000862	Prbh.g_01778	Syai.g_02382
OG0000863	Prbh.g_01776	Syai.g_02385
OG0000864	Prbh.g_01775	Syai.g_02386
OG0000865	Prbh.g_01774	Syai.g_02387
OG0000866	Prbh.g_01773	Syai.g_02388
OG0000867	Prbh.g_01772	Syai.g_02389
OG0000868	Prbh.g_01770	Syai.g_02392
OG0000869	Prbh.g_01767	Syai.g_02396
OG0000870	Prbh.g_01762	Syai.g_02401
OG0000871	Prbh.g_01761	Syai.g_02402
OG0000872	Prbh.g_01760	Syai.g_02409
OG0000873	Prbh.g_01757	Syai.g_02412
OG0000874	Prbh.g_01754	Syai.g_02408
OG0000875	Prbh.g_01752	Syai.g_02416
OG0000876	Prbh.g_01751	Syai.g_02243
OG0000877	Prbh.g_01749	Syai.g_02250
OG0000878	Prbh.g_01748	Syai.g_02251
OG0000879	Prbh.g_01747	Syai.g_02252
OG0000880	Prbh.g_01746	Syai.g_02253
OG0000881	Prbh.g_01742	Syai.g_02257
OG0000882	Prbh.g_01737	Syai.g_02262
OG0000883	Prbh.g_01735	Syai.g_02264
OG0000884	Prbh.g_01733	Syai.g_02266
OG0000885	Prbh.g_01732	Syai.g_02267
OG0000886	Prbh.g_01731	Syai.g_02268
OG0000887	Prbh.g_01730	Syai.g_02269
OG0000888	Prbh.g_01728	Syai.g_02271
OG0000889	Prbh.g_01726	Syai.g_02273
OG0000890	Prbh.g_01725	Syai.g_02279
OG0000891	Prbh.g_01724	Syai.g_02280
OG0000892	Prbh.g_01723	Syai.g_02282
OG0000893	Prbh.g_01719	Syai.g_00318
OG0000894	Prbh.g_01716	Syai.g_00321
OG0000895	Prbh.g_01712	Syai.g_00325
OG0000896	Prbh.g_01711	Syai.g_00326
OG0000897	Prbh.g_01709	Syai.g_00328
OG0000898	Prbh.g_01708	Syai.g_00329
OG0000899	Prbh.g_01707	Syai.g_00330
OG0000900	Prbh.g_01706	Syai.g_00331
OG0000901	Prbh.g_01703	Syai.g_00336
OG0000902	Prbh.g_01701	Syai.g_00338
OG0000903	Prbh.g_01697	Syai.g_00353
OG0000904	Prbh.g_01692	Syai.g_00348
OG0000905	Prbh.g_01699	Syai.g_00342
OG0000906	Prbh.g_01700	Syai.g_00340
OG0000907	Prbh.g_01687	Syai.g_00358
OG0000908	Prbh.g_01684	Syai.g_00361
OG0000909	Prbh.g_01683	Syai.g_00362
OG0000910	Prbh.g_01682	Syai.g_00363
OG0000911	Prbh.g_01680	Syai.g_00365
OG0000912	Prbh.g_01679	Syai.g_00366
OG0000913	Prbh.g_01678	Syai.g_00367
OG0000914	Prbh.g_01677	Syai.g_00368
OG0000915	Prbh.g_01676	Syai.g_00370
OG0000916	Prbh.g_01675	Syai.g_00371
OG0000917	Prbh.g_01674	Syai.g_00372
OG0000918	Prbh.g_01673	Syai.g_00373
OG0000919	Prbh.g_01672	Syai.g_00374
OG0000920	Prbh.g_01671	Syai.g_00375
OG0000921	Prbh.g_01670	Syai.g_00376
OG0000922	Prbh.g_01669	Syai.g_00377
OG0000923	Prbh.g_01665	Syai.g_00381
OG0000924	Prbh.g_01664	Syai.g_00382
OG0000925	Prbh.g_01663	Syai.g_00383
OG0000926	Prbh.g_01662	Syai.g_00384
OG0000927	Prbh.g_01660	Syai.g_00386
OG0000928	Prbh.g_01659	Syai.g_00387
OG0000929	Prbh.g_01658	Syai.g_00388
OG0000930	Prbh.g_01657	Syai.g_00389
OG0000931	Prbh.g_01656	Syai.g_00390
OG0000932	Prbh.g_01655	Syai.g_00391
OG0000933	Prbh.g_01651	Syai.g_00397
OG0000934	Prbh.g_01649	Syai.g_00399
OG0000935	Prbh.g_01648	Syai.g_00400
OG0000936	Prbh.g_01647	Syai.g_00401
OG0000937	Prbh.g_01646	Syai.g_00402
OG0000938	Prbh.g_01643	Syai.g_00405
OG0000939	Prbh.g_01642	Syai.g_00406
OG0000940	Prbh.g_01635	Syai.g_00413
OG0000941	Prbh.g_01633	Syai.g_00415
OG0000942	Prbh.g_01631	Syai.g_00417
OG0000943	Prbh.g_01630	Syai.g_00418
OG0000944	Prbh.g_01628	Syai.g_00420
OG0000945	Prbh.g_01627	Syai.g_00422
OG0000946	Prbh.g_01621	Syai.g_00428
OG0000947	Prbh.g_01619	Syai.g_00431
OG0000948	Prbh.g_01618	Syai.g_00432
OG0000949	Prbh.g_01615	Syai.g_00174
OG0000950	Prbh.g_01608	Syai.g_00163
OG0000951	Prbh.g_01604	Syai.g_00158
OG0000952	Prbh.g_01600	Syai.g_00136
OG0000953	Prbh.g_01596	Syai.g_00132
OG0000954	Prbh.g_01592	Syai.g_00127
OG0000955	Prbh.g_01591	Syai.g_00126
OG0000956	Prbh.g_01589	Syai.g_00124
OG0000957	Prbh.g_01583	Syai.g_00113
OG0000958	Prbh.g_01582	Syai.g_00112
OG0000959	Prbh.g_01578	Syai.g_00108
OG0000960	Prbh.g_01577	Syai.g_00107
OG0000961	Prbh.g_01574	Syai.g_00100
OG0000962	Prbh.g_01572	Syai.g_00098
OG0000963	Prbh.g_01568	Syai.g_00094
OG0000964	Prbh.g_01567	Syai.g_00093
OG0000965	Prbh.g_01566	Syai.g_00092
OG0000966	Prbh.g_01560	Syai.g_00082
OG0000967	Prbh.g_01556	Syai.g_00077
OG0000968	Prbh.g_01554	Syai.g_00085
OG0000969	Prbh.g_01553	Syai.g_00080
OG0000970	Prbh.g_01552	Syai.g_00079
OG0000971	Prbh.g_01551	Syai.g_00074
OG0000972	Prbh.g_01550	Syai.g_00073
OG0000973	Prbh.g_01549	Syai.g_00072
OG0000974	Prbh.g_01548	Syai.g_00071
OG0000975	Prbh.g_01547	Syai.g_00070
OG0000976	Prbh.g_01546	Syai.g_00069
OG0000977	Prbh.g_01545	Syai.g_00067
OG0000978	Prbh.g_01544	Syai.g_00065
OG0000979	Prbh.g_01541	Syai.g_00062
OG0000980	Prbh.g_01539	Syai.g_00059
OG0000981	Prbh.g_01536	Syai.g_00056
OG0000982	Prbh.g_01534	Syai.g_02777
OG0000983	Prbh.g_01533	Syai.g_02778
OG0000984	Prbh.g_01532	Syai.g_02779
OG0000985	Prbh.g_01529	Syai.g_02781
OG0000986	Prbh.g_01527	Syai.g_02784
OG0000987	Prbh.g_01526	Syai.g_02786
OG0000988	Prbh.g_01523	Syai.g_02790
OG0000989	Prbh.g_01519	Syai.g_02797
OG0000990	Prbh.g_01514	Syai.g_02825
OG0000991	Prbh.g_01513	Syai.g_02827
OG0000992	Prbh.g_01510	Syai.g_02830
OG0000993	Prbh.g_01509	Syai.g_02831
OG0000994	Prbh.g_01508	Syai.g_02834
OG0000995	Prbh.g_01504	Syai.g_02840
OG0000996	Prbh.g_01503	Syai.g_02891
OG0000997	Prbh.g_01501	Syai.g_02900
OG0000998	Prbh.g_01499	Syai.g_02902
OG0000999	Prbh.g_01498	Syai.g_02903
OG0001000	Prbh.g_01495	Syai.g_02906
OG0001001	Prbh.g_01490	Syai.g_02911
OG0001002	Prbh.g_01485	Syai.g_02918
OG0001003	Prbh.g_01484	Syai.g_02919
OG0001004	Prbh.g_01483	Syai.g_02920
OG0001005	Prbh.g_01482	Syai.g_02921
OG0001006	Prbh.g_01478	Syai.g_02931
OG0001007	Prbh.g_01476	Syai.g_02933
OG0001008	Prbh.g_00395	Syai.g_02227
OG0001009	Prbh.g_00753	Syai.g_00034
OG0001010	Prbh.g_00752	Syai.g_00035
OG0001011	Prbh.g_00751	Syai.g_00037
OG0001012	Prbh.g_00739	Syai.g_02773
OG0001013	Prbh.g_00732	Syai.g_02750
OG0001014	Prbh.g_00729	Syai.g_02726
OG0001015	Prbh.g_00728	Syai.g_02725
OG0001016	Prbh.g_00709	Syai.g_02479
OG0001017	Prbh.g_00705	Syai.g_02485
OG0001018	Prbh.g_00703	Syai.g_02487
OG0001019	Prbh.g_00694	Syai.g_02508
OG0001020	Prbh.g_00693	Syai.g_02516
OG0001021	Prbh.g_00692	Syai.g_02523
OG0001022	Prbh.g_00689	Syai.g_02528
OG0001023	Prbh.g_00688	Syai.g_02529
OG0001024	Prbh.g_00685	Syai.g_02533
OG0001025	Prbh.g_00678	Syai.g_02540
OG0001026	Prbh.g_00670	Syai.g_02550
OG0001027	Prbh.g_00669	Syai.g_02555
OG0001028	Prbh.g_00667	Syai.g_02557
OG0001029	Prbh.g_00666	Syai.g_02559
OG0001030	Prbh.g_00650	Syai.g_02580
OG0001031	Prbh.g_00596	Syai.g_02656
OG0001032	Prbh.g_00595	Syai.g_02658
OG0001033	Prbh.g_00574	Syai.g_02685
OG0001034	Prbh.g_00544	Syai.g_00537
OG0001035	Prbh.g_00524	Syai.g_00295
OG0001036	Prbh.g_00520	Syai.g_00290
OG0001037	Prbh.g_00519	Syai.g_00288
OG0001038	Prbh.g_00501	Syai.g_00261
OG0001039	Prbh.g_00498	Syai.g_00258
OG0001040	Prbh.g_00496	Syai.g_00255
OG0001041	Prbh.g_00491	Syai.g_00250
OG0001042	Prbh.g_00474	Syai.g_00225
OG0001043	Prbh.g_00473	Syai.g_00221
OG0001044	Prbh.g_00440	Syai.g_00485
OG0001045	Prbh.g_00430	Syai.g_00498
OG0001046	Prbh.g_01877	Syai.g_01471
OG0001047	Prbh.g_00393	Syai.g_02225
OG0001048	Prbh.g_00392	Syai.g_02224
OG0001049	Prbh.g_00390	Syai.g_02215
OG0001050	Prbh.g_00389	Syai.g_02214
OG0001051	Prbh.g_00388	Syai.g_02213
OG0001052	Prbh.g_00360	Syai.g_00861
OG0001053	Prbh.g_00348	Syai.g_00641
OG0001054	Prbh.g_00333	Syai.g_00658
OG0001055	Prbh.g_00313	Syai.g_00679
OG0001056	Prbh.g_00293	Syai.g_00713
OG0001057	Prbh.g_00289	Syai.g_00721
OG0001058	Prbh.g_00281	Syai.g_00734
OG0001059	Prbh.g_00277	Syai.g_00738
OG0001060	Prbh.g_00270	Syai.g_00744
OG0001061	Prbh.g_00255	Syai.g_00765
OG0001062	Prbh.g_00253	Syai.g_00767
OG0001063	Prbh.g_00251	Syai.g_00774
OG0001064	Prbh.g_00250	Syai.g_00775
OG0001065	Prbh.g_00249	Syai.g_00776
OG0001066	Prbh.g_00248	Syai.g_00777
OG0001067	Prbh.g_00247	Syai.g_00778
OG0001068	Prbh.g_00246	Syai.g_00779
OG0001069	Prbh.g_00245	Syai.g_00780
OG0001070	Prbh.g_00243	Syai.g_00783
OG0001071	Prbh.g_00242	Syai.g_00784
OG0001072	Prbh.g_00240	Syai.g_00788
OG0001073	Prbh.g_00226	Syai.g_00807
OG0001074	Prbh.g_00214	Syai.g_01051
OG0001075	Prbh.g_00213	Syai.g_01053
OG0001076	Prbh.g_01459	Syai.g_01069
OG0001077	Prbh.g_01453	Syai.g_01081
OG0001078	Prbh.g_01217	Syai.g_01105
OG0001079	Prbh.g_01206	Syai.g_01118
OG0001080	Prbh.g_01200	Syai.g_01606
OG0001081	Prbh.g_01198	Syai.g_01222
OG0001082	Prbh.g_01197	Syai.g_01223
OG0001083	Prbh.g_01192	Syai.g_01230
OG0001084	Prbh.g_01191	Syai.g_01231
OG0001085	Prbh.g_00904	Syai.g_01241
OG0001086	Prbh.g_00905	Syai.g_01243
OG0001087	Prbh.g_00923	Syai.g_01953
OG0001088	Prbh.g_00924	Syai.g_01957
OG0001089	Prbh.g_00935	Syai.g_01996
OG0001090	Prbh.g_00946	Syai.g_01387
OG0001091	Prbh.g_01170	Syai.g_01389
OG0001092	Prbh.g_01169	Syai.g_01391
OG0001093	Prbh.g_01164	Syai.g_01397
OG0001094	Prbh.g_01171	Syai.g_01315
OG0001096	Prbh.g_00980	Syai.g_01371
OG0001097	Prbh.g_00999	Syai.g_02057
OG0001098	Prbh.g_01019	Syai.g_01603
OG0001099	Prbh.g_00861	Syai.g_02558
OG0001100	Prbh.g_00870	Syai.g_01253
OG0001101	Prbh.g_00872	Syai.g_01254
OG0001102	Prbh.g_00875	Syai.g_01257
OG0001103	Prbh.g_00877	Syai.g_01260
OG0001104	Prbh.g_00899	Syai.g_01300
OG0001105	Prbh.g_00903	Syai.g_01304
OG0001106	Prbh.g_01074	Syai.g_01517
OG0001107	Prbh.g_01084	Syai.g_01505
OG0001108	Prbh.g_01088	Syai.g_01496
OG0001109	Prbh.g_01089	Syai.g_01488
OG0001110	Prbh.g_01091	Syai.g_01486
OG0001111	Prbh.g_01092	Syai.g_01484
OG0001112	Prbh.g_01093	Syai.g_01482
OG0001113	Prbh.g_01094	Syai.g_01481
