Orthogroup	Prbg	Syaq
OG0000558	Prbg.g_00265	Syaq.g_01929
OG0000559	Prbg.g_00269	Syaq.g_01933
OG0000560	Prbg.g_00272	Syaq.g_01936
OG0000561	Prbg.g_00273	Syaq.g_01937
OG0000562	Prbg.g_00274	Syaq.g_01938
OG0000563	Prbg.g_00275	Syaq.g_01939
OG0000564	Prbg.g_00276	Syaq.g_01940
OG0000565	Prbg.g_00278	Syaq.g_01943
OG0000566	Prbg.g_00282	Syaq.g_01947
OG0000567	Prbg.g_00286	Syaq.g_01951
OG0000568	Prbg.g_00287	Syaq.g_01954
OG0000569	Prbg.g_00288	Syaq.g_01955
OG0000570	Prbg.g_00289	Syaq.g_01956
OG0000571	Prbg.g_00291	Syaq.g_01960
OG0000572	Prbg.g_00305	Syaq.g_01977
OG0000573	Prbg.g_00311	Syaq.g_01985
OG0000574	Prbg.g_00312	Syaq.g_01986
OG0000575	Prbg.g_00316	Syaq.g_01991
OG0000576	Prbg.g_00318	Syaq.g_01993
OG0000577	Prbg.g_00319	Syaq.g_01994
OG0000578	Prbg.g_00320	Syaq.g_01995
OG0000579	Prbg.g_00321	Syaq.g_01996
OG0000580	Prbg.g_00322	Syaq.g_01997
OG0000581	Prbg.g_00325	Syaq.g_02003
OG0000582	Prbg.g_00328	Syaq.g_02012
OG0000583	Prbg.g_00329	Syaq.g_02013
OG0000584	Prbg.g_00330	Syaq.g_02014
OG0000585	Prbg.g_00332	Syaq.g_02017
OG0000586	Prbg.g_00333	Syaq.g_02018
OG0000587	Prbg.g_00334	Syaq.g_02020
OG0000588	Prbg.g_00338	Syaq.g_02043
OG0000589	Prbg.g_00340	Syaq.g_02057
OG0000590	Prbg.g_00341	Syaq.g_02058
OG0000591	Prbg.g_00345	Syaq.g_02066
OG0000592	Prbg.g_00346	Syaq.g_02067
OG0000593	Prbg.g_01425	Syaq.g_02078
OG0000594	Prbg.g_01424	Syaq.g_02079
OG0000595	Prbg.g_01423	Syaq.g_02080
OG0000596	Prbg.g_01419	Syaq.g_02085
OG0000597	Prbg.g_01416	Syaq.g_02088
OG0000598	Prbg.g_01415	Syaq.g_02089
OG0000599	Prbg.g_01412	Syaq.g_02096
OG0000600	Prbg.g_01411	Syaq.g_02097
OG0000601	Prbg.g_01410	Syaq.g_02098
OG0000602	Prbg.g_01408	Syaq.g_02104
OG0000603	Prbg.g_01407	Syaq.g_02105
OG0000604	Prbg.g_01406	Syaq.g_02107
OG0000605	Prbg.g_01405	Syaq.g_02151
OG0000606	Prbg.g_01402	Syaq.g_02231
OG0000607	Prbg.g_01399	Syaq.g_02234
OG0000608	Prbg.g_01398	Syaq.g_02235
OG0000609	Prbg.g_01397	Syaq.g_02237
OG0000610	Prbg.g_01391	Syaq.g_02244
OG0000611	Prbg.g_01388	Syaq.g_02247
OG0000612	Prbg.g_01387	Syaq.g_02248
OG0000613	Prbg.g_01114	Syaq.g_00885
OG0000614	Prbg.g_01135	Syaq.g_02588
OG0000615	Prbg.g_01146	Syaq.g_02302
OG0000616	Prbg.g_01939	Syaq.g_01168
OG0000617	Prbg.g_01371	Syaq.g_00031
OG0000618	Prbg.g_01370	Syaq.g_00032
OG0000619	Prbg.g_01369	Syaq.g_00033
OG0000620	Prbg.g_01366	Syaq.g_00038
OG0000621	Prbg.g_01365	Syaq.g_00039
OG0000622	Prbg.g_01364	Syaq.g_00040
OG0000623	Prbg.g_01363	Syaq.g_00041
OG0000624	Prbg.g_01361	Syaq.g_00042
OG0000625	Prbg.g_01360	Syaq.g_00043
OG0000626	Prbg.g_01359	Syaq.g_00044
OG0000627	Prbg.g_01358	Syaq.g_02425
OG0000628	Prbg.g_01357	Syaq.g_02426
OG0000629	Prbg.g_01356	Syaq.g_02429
OG0000630	Prbg.g_01353	Syaq.g_02433
OG0000631	Prbg.g_01260	Syaq.g_02441
OG0000632	Prbg.g_01261	Syaq.g_02442
OG0000633	Prbg.g_01262	Syaq.g_02444
OG0000634	Prbg.g_01155	Syaq.g_02336
OG0000635	Prbg.g_01156	Syaq.g_02337
OG0000636	Prbg.g_01158	Syaq.g_02339
OG0000637	Prbg.g_01160	Syaq.g_02341
OG0000638	Prbg.g_01161	Syaq.g_02342
OG0000639	Prbg.g_01162	Syaq.g_02343
OG0000640	Prbg.g_01163	Syaq.g_02344
OG0000641	Prbg.g_01167	Syaq.g_02348
OG0000642	Prbg.g_01168	Syaq.g_02349
OG0000643	Prbg.g_01169	Syaq.g_02350
OG0000644	Prbg.g_01170	Syaq.g_02351
OG0000645	Prbg.g_01171	Syaq.g_02353
OG0000646	Prbg.g_01173	Syaq.g_02356
OG0000647	Prbg.g_01175	Syaq.g_02358
OG0000648	Prbg.g_01177	Syaq.g_02360
OG0000649	Prbg.g_01178	Syaq.g_02361
OG0000650	Prbg.g_01179	Syaq.g_02362
OG0000651	Prbg.g_01180	Syaq.g_02363
OG0000652	Prbg.g_01181	Syaq.g_02364
OG0000653	Prbg.g_01183	Syaq.g_02367
OG0000654	Prbg.g_01184	Syaq.g_02368
OG0000655	Prbg.g_01185	Syaq.g_02369
OG0000656	Prbg.g_01188	Syaq.g_02372
OG0000657	Prbg.g_01196	Syaq.g_02382
OG0000658	Prbg.g_01198	Syaq.g_02385
OG0000659	Prbg.g_01199	Syaq.g_02386
OG0000660	Prbg.g_01203	Syaq.g_02390
OG0000661	Prbg.g_01205	Syaq.g_02392
OG0000662	Prbg.g_01207	Syaq.g_02394
OG0000663	Prbg.g_01209	Syaq.g_02397
OG0000664	Prbg.g_01210	Syaq.g_02400
OG0000665	Prbg.g_01216	Syaq.g_02124
OG0000666	Prbg.g_01217	Syaq.g_02117
OG0000667	Prbg.g_01221	Syaq.g_02222
OG0000668	Prbg.g_01062	Syaq.g_00068
OG0000669	Prbg.g_01073	Syaq.g_02260
OG0000670	Prbg.g_01076	Syaq.g_00079
OG0000671	Prbg.g_01079	Syaq.g_02264
OG0000672	Prbg.g_01082	Syaq.g_02267
OG0000673	Prbg.g_01085	Syaq.g_02270
OG0000674	Prbg.g_01087	Syaq.g_02272
OG0000675	Prbg.g_01088	Syaq.g_02273
OG0000676	Prbg.g_01090	Syaq.g_02275
OG0000677	Prbg.g_01091	Syaq.g_02276
OG0000678	Prbg.g_01093	Syaq.g_02282
OG0000679	Prbg.g_01097	Syaq.g_02305
OG0000680	Prbg.g_01098	Syaq.g_02306
OG0000681	Prbg.g_01101	Syaq.g_02309
OG0000682	Prbg.g_01102	Syaq.g_02310
OG0000683	Prbg.g_01103	Syaq.g_02311
OG0000684	Prbg.g_01105	Syaq.g_02315
OG0000685	Prbg.g_01107	Syaq.g_02317
OG0000686	Prbg.g_01108	Syaq.g_02318
OG0000687	Prbg.g_01109	Syaq.g_02319
OG0000688	Prbg.g_01383	Syaq.g_02325
OG0000689	Prbg.g_01382	Syaq.g_02327
OG0000690	Prbg.g_01381	Syaq.g_02328
OG0000691	Prbg.g_01380	Syaq.g_02329
OG0000692	Prbg.g_01378	Syaq.g_02330
OG0000693	Prbg.g_01377	Syaq.g_02332
OG0000694	Prbg.g_01376	Syaq.g_02333
OG0000695	Prbg.g_01264	Syaq.g_02446
OG0000696	Prbg.g_01265	Syaq.g_02447
OG0000697	Prbg.g_01266	Syaq.g_02448
OG0000698	Prbg.g_01269	Syaq.g_02451
OG0000699	Prbg.g_01270	Syaq.g_02452
OG0000700	Prbg.g_01271	Syaq.g_02453
OG0000701	Prbg.g_01272	Syaq.g_02454
OG0000702	Prbg.g_01274	Syaq.g_02467
OG0000703	Prbg.g_01275	Syaq.g_02468
OG0000704	Prbg.g_01277	Syaq.g_02470
OG0000705	Prbg.g_01280	Syaq.g_02477
OG0000706	Prbg.g_01281	Syaq.g_02478
OG0000707	Prbg.g_01282	Syaq.g_02479
OG0000708	Prbg.g_01284	Syaq.g_02482
OG0000709	Prbg.g_01288	Syaq.g_02490
OG0000710	Prbg.g_01291	Syaq.g_02494
OG0000711	Prbg.g_01309	Syaq.g_02521
OG0000712	Prbg.g_01310	Syaq.g_02523
OG0000713	Prbg.g_01311	Syaq.g_02524
OG0000714	Prbg.g_01312	Syaq.g_02527
OG0000715	Prbg.g_01314	Syaq.g_02529
OG0000716	Prbg.g_01316	Syaq.g_02533
OG0000717	Prbg.g_01317	Syaq.g_02534
OG0000718	Prbg.g_01321	Syaq.g_00072
OG0000719	Prbg.g_01323	Syaq.g_00070
OG0000720	Prbg.g_01335	Syaq.g_00057
OG0000721	Prbg.g_01339	Syaq.g_00055
OG0000722	Prbg.g_01340	Syaq.g_00054
OG0000723	Prbg.g_01344	Syaq.g_00046
OG0000724	Prbg.g_01239	Syaq.g_02685
OG0000725	Prbg.g_01233	Syaq.g_02676
OG0000726	Prbg.g_01232	Syaq.g_02675
OG0000727	Prbg.g_01231	Syaq.g_02674
OG0000728	Prbg.g_01229	Syaq.g_02672
OG0000729	Prbg.g_00455	Syaq.g_01046
OG0000730	Prbg.g_01528	Syaq.g_00561
OG0000731	Prbg.g_00123	Syaq.g_00550
OG0000732	Prbg.g_01890	Syaq.g_01098
OG0000733	Prbg.g_00750	Syaq.g_01232
OG0000734	Prbg.g_01502	Syaq.g_01479
OG0000735	Prbg.g_01500	Syaq.g_00266
OG0000736	Prbg.g_01499	Syaq.g_00265
OG0000737	Prbg.g_01498	Syaq.g_00264
OG0000738	Prbg.g_01494	Syaq.g_00258
OG0000739	Prbg.g_01493	Syaq.g_00257
OG0000740	Prbg.g_01492	Syaq.g_00256
OG0000741	Prbg.g_01490	Syaq.g_00253
OG0000742	Prbg.g_01487	Syaq.g_00250
OG0000743	Prbg.g_01485	Syaq.g_00248
OG0000744	Prbg.g_01484	Syaq.g_00247
OG0000745	Prbg.g_01483	Syaq.g_00245
OG0000746	Prbg.g_01481	Syaq.g_00242
OG0000747	Prbg.g_01480	Syaq.g_00241
OG0000748	Prbg.g_01476	Syaq.g_00227
OG0000749	Prbg.g_01475	Syaq.g_00226
OG0000750	Prbg.g_01474	Syaq.g_00225
OG0000751	Prbg.g_01471	Syaq.g_00219
OG0000752	Prbg.g_01469	Syaq.g_00217
OG0000753	Prbg.g_01467	Syaq.g_00214
OG0000754	Prbg.g_01464	Syaq.g_00209
OG0000755	Prbg.g_01458	Syaq.g_00198
OG0000756	Prbg.g_01457	Syaq.g_00197
OG0000757	Prbg.g_01450	Syaq.g_00190
OG0000758	Prbg.g_01449	Syaq.g_00189
OG0000759	Prbg.g_01448	Syaq.g_00188
OG0000760	Prbg.g_01447	Syaq.g_00187
OG0000761	Prbg.g_01446	Syaq.g_00186
OG0000762	Prbg.g_01445	Syaq.g_00183
OG0000763	Prbg.g_01443	Syaq.g_00181
OG0000764	Prbg.g_01442	Syaq.g_00180
OG0000765	Prbg.g_01434	Syaq.g_00157
OG0000766	Prbg.g_01433	Syaq.g_00156
OG0000767	Prbg.g_01431	Syaq.g_00154
OG0000768	Prbg.g_01430	Syaq.g_00153
OG0000769	Prbg.g_01428	Syaq.g_00151
OG0000770	Prbg.g_00351	Syaq.g_00148
OG0000771	Prbg.g_00687	Syaq.g_02691
OG0000772	Prbg.g_01576	Syaq.g_01887
OG0000773	Prbg.g_00468	Syaq.g_00283
OG0000774	Prbg.g_00470	Syaq.g_00288
OG0000775	Prbg.g_00472	Syaq.g_00290
OG0000776	Prbg.g_00473	Syaq.g_00291
OG0000777	Prbg.g_00474	Syaq.g_00292
OG0000778	Prbg.g_00475	Syaq.g_00293
OG0000779	Prbg.g_00479	Syaq.g_00299
OG0000780	Prbg.g_00480	Syaq.g_00304
OG0000781	Prbg.g_00484	Syaq.g_00308
OG0000782	Prbg.g_00485	Syaq.g_00309
OG0000783	Prbg.g_00486	Syaq.g_00310
OG0000784	Prbg.g_00487	Syaq.g_00311
OG0000785	Prbg.g_00489	Syaq.g_00313
OG0000786	Prbg.g_00492	Syaq.g_00328
OG0000787	Prbg.g_00493	Syaq.g_00329
OG0000788	Prbg.g_00218	Syaq.g_02099
OG0000789	Prbg.g_00690	Syaq.g_02123
OG0000790	Prbg.g_00534	Syaq.g_01758
OG0000791	Prbg.g_00536	Syaq.g_01756
OG0000792	Prbg.g_00537	Syaq.g_01755
OG0000793	Prbg.g_00540	Syaq.g_01750
OG0000794	Prbg.g_00541	Syaq.g_01749
OG0000795	Prbg.g_00542	Syaq.g_01748
OG0000796	Prbg.g_00546	Syaq.g_01744
OG0000797	Prbg.g_00547	Syaq.g_01743
OG0000799	Prbg.g_00574	Syaq.g_00341
OG0000800	Prbg.g_00575	Syaq.g_00342
OG0000801	Prbg.g_00576	Syaq.g_00343
OG0000802	Prbg.g_00578	Syaq.g_00350
OG0000803	Prbg.g_00580	Syaq.g_00353
OG0000804	Prbg.g_00581	Syaq.g_00358
OG0000805	Prbg.g_00583	Syaq.g_00360
OG0000806	Prbg.g_00585	Syaq.g_00362
OG0000807	Prbg.g_00586	Syaq.g_00364
OG0000808	Prbg.g_00587	Syaq.g_00365
OG0000809	Prbg.g_00589	Syaq.g_00369
OG0000810	Prbg.g_00590	Syaq.g_00370
OG0000811	Prbg.g_00594	Syaq.g_00378
OG0000812	Prbg.g_00596	Syaq.g_00380
OG0000813	Prbg.g_00597	Syaq.g_00381
OG0000814	Prbg.g_00599	Syaq.g_00383
OG0000815	Prbg.g_00600	Syaq.g_00384
OG0000816	Prbg.g_00602	Syaq.g_00386
OG0000817	Prbg.g_00603	Syaq.g_00387
OG0000818	Prbg.g_00608	Syaq.g_00392
OG0000819	Prbg.g_00609	Syaq.g_00393
OG0000820	Prbg.g_00610	Syaq.g_00394
OG0000821	Prbg.g_00614	Syaq.g_00400
OG0000822	Prbg.g_00615	Syaq.g_00402
OG0000823	Prbg.g_00616	Syaq.g_00403
OG0000824	Prbg.g_00619	Syaq.g_00409
OG0000825	Prbg.g_00620	Syaq.g_00410
OG0000826	Prbg.g_00621	Syaq.g_00411
OG0000827	Prbg.g_00622	Syaq.g_00412
OG0000828	Prbg.g_00625	Syaq.g_00415
OG0000829	Prbg.g_00626	Syaq.g_00416
OG0000830	Prbg.g_00627	Syaq.g_00417
OG0000831	Prbg.g_00629	Syaq.g_00419
OG0000832	Prbg.g_00639	Syaq.g_01737
OG0000833	Prbg.g_00648	Syaq.g_01725
OG0000834	Prbg.g_00649	Syaq.g_01724
OG0000835	Prbg.g_00650	Syaq.g_01723
OG0000836	Prbg.g_00651	Syaq.g_01720
OG0000837	Prbg.g_00652	Syaq.g_01719
OG0000838	Prbg.g_00654	Syaq.g_01715
OG0000839	Prbg.g_00655	Syaq.g_01714
OG0000840	Prbg.g_00656	Syaq.g_01713
OG0000841	Prbg.g_00657	Syaq.g_01712
OG0000842	Prbg.g_00658	Syaq.g_01711
OG0000843	Prbg.g_00659	Syaq.g_01710
OG0000844	Prbg.g_00660	Syaq.g_01708
OG0000845	Prbg.g_00661	Syaq.g_01707
OG0000846	Prbg.g_00662	Syaq.g_01706
OG0000847	Prbg.g_00663	Syaq.g_01705
OG0000848	Prbg.g_00664	Syaq.g_01703
OG0000849	Prbg.g_00665	Syaq.g_01702
OG0000850	Prbg.g_00667	Syaq.g_01699
OG0000851	Prbg.g_00668	Syaq.g_01696
OG0000852	Prbg.g_00669	Syaq.g_01695
OG0000853	Prbg.g_00675	Syaq.g_01691
OG0000854	Prbg.g_00677	Syaq.g_01689
OG0000855	Prbg.g_00678	Syaq.g_01688
OG0000856	Prbg.g_00348	Syaq.g_02069
OG0000857	Prbg.g_01174	Syaq.g_02357
OG0000858	Prbg.g_01643	Syaq.g_01682
OG0000859	Prbg.g_01644	Syaq.g_01681
OG0000860	Prbg.g_01652	Syaq.g_01671
OG0000861	Prbg.g_01653	Syaq.g_01670
OG0000862	Prbg.g_01654	Syaq.g_01668
OG0000863	Prbg.g_01656	Syaq.g_01665
OG0000864	Prbg.g_01657	Syaq.g_01664
OG0000865	Prbg.g_01658	Syaq.g_01663
OG0000866	Prbg.g_01659	Syaq.g_01662
OG0000867	Prbg.g_01660	Syaq.g_01661
OG0000868	Prbg.g_01662	Syaq.g_01659
OG0000869	Prbg.g_01665	Syaq.g_01656
OG0000870	Prbg.g_01670	Syaq.g_01651
OG0000871	Prbg.g_01671	Syaq.g_01650
OG0000872	Prbg.g_01672	Syaq.g_01644
OG0000873	Prbg.g_01675	Syaq.g_01641
OG0000874	Prbg.g_01678	Syaq.g_01637
OG0000875	Prbg.g_01679	Syaq.g_01633
OG0000876	Prbg.g_01680	Syaq.g_01631
OG0000877	Prbg.g_01682	Syaq.g_01628
OG0000878	Prbg.g_01683	Syaq.g_01627
OG0000879	Prbg.g_01684	Syaq.g_01626
OG0000880	Prbg.g_01685	Syaq.g_01625
OG0000881	Prbg.g_01689	Syaq.g_01621
OG0000882	Prbg.g_01694	Syaq.g_01616
OG0000883	Prbg.g_01696	Syaq.g_01613
OG0000884	Prbg.g_01698	Syaq.g_01611
OG0000885	Prbg.g_01699	Syaq.g_01610
OG0000886	Prbg.g_01700	Syaq.g_01609
OG0000887	Prbg.g_01701	Syaq.g_01608
OG0000888	Prbg.g_01703	Syaq.g_01606
OG0000889	Prbg.g_01705	Syaq.g_01604
OG0000890	Prbg.g_01706	Syaq.g_01597
OG0000891	Prbg.g_01707	Syaq.g_01596
OG0000892	Prbg.g_01709	Syaq.g_01594
OG0000893	Prbg.g_01713	Syaq.g_00695
OG0000894	Prbg.g_01716	Syaq.g_00692
OG0000895	Prbg.g_01720	Syaq.g_00688
OG0000896	Prbg.g_01721	Syaq.g_00687
OG0000897	Prbg.g_01723	Syaq.g_00685
OG0000898	Prbg.g_01724	Syaq.g_00684
OG0000899	Prbg.g_01725	Syaq.g_00683
OG0000900	Prbg.g_01726	Syaq.g_00682
OG0000901	Prbg.g_01729	Syaq.g_00677
OG0000902	Prbg.g_01731	Syaq.g_00671
OG0000903	Prbg.g_01735	Syaq.g_00655
OG0000904	Prbg.g_01739	Syaq.g_00660
OG0000905	Prbg.g_01733	Syaq.g_00666
OG0000906	Prbg.g_01732	Syaq.g_00669
OG0000907	Prbg.g_01742	Syaq.g_00653
OG0000908	Prbg.g_01745	Syaq.g_00650
OG0000909	Prbg.g_01746	Syaq.g_00649
OG0000910	Prbg.g_01747	Syaq.g_00648
OG0000911	Prbg.g_01749	Syaq.g_00646
OG0000912	Prbg.g_01750	Syaq.g_00645
OG0000913	Prbg.g_01751	Syaq.g_00644
OG0000914	Prbg.g_01752	Syaq.g_00643
OG0000915	Prbg.g_01753	Syaq.g_00641
OG0000916	Prbg.g_01754	Syaq.g_00640
OG0000917	Prbg.g_01755	Syaq.g_00639
OG0000918	Prbg.g_01756	Syaq.g_00638
OG0000919	Prbg.g_01757	Syaq.g_00637
OG0000920	Prbg.g_01758	Syaq.g_00636
OG0000921	Prbg.g_01759	Syaq.g_00635
OG0000922	Prbg.g_01760	Syaq.g_00634
OG0000923	Prbg.g_01764	Syaq.g_00630
OG0000924	Prbg.g_01765	Syaq.g_00629
OG0000925	Prbg.g_01766	Syaq.g_00628
OG0000926	Prbg.g_01767	Syaq.g_00627
OG0000927	Prbg.g_01769	Syaq.g_00625
OG0000928	Prbg.g_01770	Syaq.g_00624
OG0000929	Prbg.g_01771	Syaq.g_00623
OG0000930	Prbg.g_01772	Syaq.g_00622
OG0000931	Prbg.g_01773	Syaq.g_00621
OG0000932	Prbg.g_01774	Syaq.g_00620
OG0000933	Prbg.g_01778	Syaq.g_00614
OG0000934	Prbg.g_01780	Syaq.g_00612
OG0000935	Prbg.g_01781	Syaq.g_00611
OG0000936	Prbg.g_01782	Syaq.g_00610
OG0000937	Prbg.g_01783	Syaq.g_00609
OG0000938	Prbg.g_01786	Syaq.g_00606
OG0000939	Prbg.g_01787	Syaq.g_00604
OG0000940	Prbg.g_01794	Syaq.g_00597
OG0000941	Prbg.g_01796	Syaq.g_00595
OG0000942	Prbg.g_01798	Syaq.g_00593
OG0000943	Prbg.g_01799	Syaq.g_00592
OG0000944	Prbg.g_01801	Syaq.g_00590
OG0000945	Prbg.g_01802	Syaq.g_00588
OG0000946	Prbg.g_01807	Syaq.g_00580
OG0000947	Prbg.g_01809	Syaq.g_00577
OG0000948	Prbg.g_01810	Syaq.g_00576
OG0000949	Prbg.g_01813	Syaq.g_00971
OG0000950	Prbg.g_01820	Syaq.g_00984
OG0000951	Prbg.g_01824	Syaq.g_00991
OG0000952	Prbg.g_01828	Syaq.g_01002
OG0000953	Prbg.g_01832	Syaq.g_01006
OG0000954	Prbg.g_01836	Syaq.g_01012
OG0000955	Prbg.g_01837	Syaq.g_01013
OG0000956	Prbg.g_01839	Syaq.g_01015
OG0000957	Prbg.g_01845	Syaq.g_01026
OG0000958	Prbg.g_01846	Syaq.g_01027
OG0000959	Prbg.g_01850	Syaq.g_01031
OG0000960	Prbg.g_01851	Syaq.g_01032
OG0000961	Prbg.g_01854	Syaq.g_01043
OG0000962	Prbg.g_01856	Syaq.g_01045
OG0000963	Prbg.g_01860	Syaq.g_01049
OG0000964	Prbg.g_01861	Syaq.g_01050
OG0000965	Prbg.g_01862	Syaq.g_01051
OG0000966	Prbg.g_01868	Syaq.g_01060
OG0000967	Prbg.g_01872	Syaq.g_01067
OG0000968	Prbg.g_01874	Syaq.g_01071
OG0000969	Prbg.g_01875	Syaq.g_01078
OG0000970	Prbg.g_01876	Syaq.g_01079
OG0000971	Prbg.g_01877	Syaq.g_01081
OG0000972	Prbg.g_01878	Syaq.g_01082
OG0000973	Prbg.g_01879	Syaq.g_01083
OG0000974	Prbg.g_01880	Syaq.g_01084
OG0000975	Prbg.g_01881	Syaq.g_01085
OG0000976	Prbg.g_01882	Syaq.g_01086
OG0000977	Prbg.g_01883	Syaq.g_01088
OG0000978	Prbg.g_01884	Syaq.g_01091
OG0000979	Prbg.g_01887	Syaq.g_01094
OG0000980	Prbg.g_01889	Syaq.g_01097
OG0000981	Prbg.g_01892	Syaq.g_01100
OG0000982	Prbg.g_01894	Syaq.g_01263
OG0000983	Prbg.g_01895	Syaq.g_01262
OG0000984	Prbg.g_01896	Syaq.g_01261
OG0000985	Prbg.g_01899	Syaq.g_01257
OG0000986	Prbg.g_01901	Syaq.g_01253
OG0000987	Prbg.g_01902	Syaq.g_01251
OG0000988	Prbg.g_01905	Syaq.g_01245
OG0000989	Prbg.g_01909	Syaq.g_01239
OG0000990	Prbg.g_01913	Syaq.g_01229
OG0000991	Prbg.g_01914	Syaq.g_01225
OG0000992	Prbg.g_01917	Syaq.g_01222
OG0000993	Prbg.g_01918	Syaq.g_01221
OG0000994	Prbg.g_01919	Syaq.g_01218
OG0000995	Prbg.g_01923	Syaq.g_01212
OG0000996	Prbg.g_01924	Syaq.g_01193
OG0000997	Prbg.g_01927	Syaq.g_01184
OG0000998	Prbg.g_01929	Syaq.g_01182
OG0000999	Prbg.g_01930	Syaq.g_01181
OG0001000	Prbg.g_01933	Syaq.g_01177
OG0001001	Prbg.g_01936	Syaq.g_01172
OG0001002	Prbg.g_00758	Syaq.g_01165
OG0001003	Prbg.g_00759	Syaq.g_01163
OG0001004	Prbg.g_00760	Syaq.g_01162
OG0001005	Prbg.g_00761	Syaq.g_01161
OG0001006	Prbg.g_00765	Syaq.g_01152
OG0001007	Prbg.g_00767	Syaq.g_01150
OG0001008	Prbg.g_00157	Syaq.g_00500
OG0001009	Prbg.g_00847	Syaq.g_01118
OG0001010	Prbg.g_00846	Syaq.g_01117
OG0001011	Prbg.g_00844	Syaq.g_01115
OG0001012	Prbg.g_00830	Syaq.g_01267
OG0001013	Prbg.g_00823	Syaq.g_01289
OG0001014	Prbg.g_00820	Syaq.g_01295
OG0001015	Prbg.g_00818	Syaq.g_01296
OG0001016	Prbg.g_00796	Syaq.g_01554
OG0001017	Prbg.g_00792	Syaq.g_01548
OG0001018	Prbg.g_00790	Syaq.g_01546
OG0001019	Prbg.g_00781	Syaq.g_01524
OG0001020	Prbg.g_00780	Syaq.g_01510
OG0001021	Prbg.g_00861	Syaq.g_01506
OG0001022	Prbg.g_00864	Syaq.g_01501
OG0001023	Prbg.g_00865	Syaq.g_01500
OG0001024	Prbg.g_00869	Syaq.g_01496
OG0001025	Prbg.g_00876	Syaq.g_01490
OG0001026	Prbg.g_00885	Syaq.g_01477
OG0001027	Prbg.g_00886	Syaq.g_01474
OG0001028	Prbg.g_00888	Syaq.g_01472
OG0001029	Prbg.g_00889	Syaq.g_01470
OG0001030	Prbg.g_00905	Syaq.g_01450
OG0001031	Prbg.g_00965	Syaq.g_01378
OG0001032	Prbg.g_00966	Syaq.g_01376
OG0001033	Prbg.g_00987	Syaq.g_01344
OG0001034	Prbg.g_01018	Syaq.g_01579
OG0001035	Prbg.g_01038	Syaq.g_00726
OG0001036	Prbg.g_01042	Syaq.g_00731
OG0001037	Prbg.g_01043	Syaq.g_00733
OG0001038	Prbg.g_00057	Syaq.g_00761
OG0001039	Prbg.g_00060	Syaq.g_00764
OG0001040	Prbg.g_00062	Syaq.g_00767
OG0001041	Prbg.g_00067	Syaq.g_00772
OG0001042	Prbg.g_00084	Syaq.g_00858
OG0001044	Prbg.g_00116	Syaq.g_00560
OG0001045	Prbg.g_00125	Syaq.g_00547
OG0001046	Prbg.g_01602	Syaq.g_02509
OG0001047	Prbg.g_00159	Syaq.g_00498
OG0001048	Prbg.g_00160	Syaq.g_00497
OG0001049	Prbg.g_00162	Syaq.g_00494
OG0001050	Prbg.g_00163	Syaq.g_00493
OG0001051	Prbg.g_00164	Syaq.g_00492
OG0001052	Prbg.g_00190	Syaq.g_00446
OG0001053	Prbg.g_00202	Syaq.g_01775
OG0001054	Prbg.g_00217	Syaq.g_01794
OG0001055	Prbg.g_00236	Syaq.g_01815
OG0001056	Prbg.g_00253	Syaq.g_01843
OG0001057	Prbg.g_00258	Syaq.g_00334
OG0001058	Prbg.g_00267	Syaq.g_01931
OG0001059	Prbg.g_00271	Syaq.g_01935
OG0001060	Prbg.g_00277	Syaq.g_01941
OG0001061	Prbg.g_00292	Syaq.g_01961
OG0001062	Prbg.g_00294	Syaq.g_01963
OG0001063	Prbg.g_00296	Syaq.g_01968
OG0001064	Prbg.g_00297	Syaq.g_01969
OG0001065	Prbg.g_00298	Syaq.g_01970
OG0001066	Prbg.g_00299	Syaq.g_01971
OG0001067	Prbg.g_00300	Syaq.g_01972
OG0001068	Prbg.g_00301	Syaq.g_01973
OG0001069	Prbg.g_00302	Syaq.g_01974
OG0001070	Prbg.g_00306	Syaq.g_01978
OG0001071	Prbg.g_00307	Syaq.g_01979
OG0001072	Prbg.g_00309	Syaq.g_01983
OG0001073	Prbg.g_00323	Syaq.g_01998
OG0001074	Prbg.g_00335	Syaq.g_02132
OG0001075	Prbg.g_00336	Syaq.g_02025
OG0001076	Prbg.g_00343	Syaq.g_02060
OG0001077	Prbg.g_00349	Syaq.g_02071
OG0001078	Prbg.g_01421	Syaq.g_02083
OG0001079	Prbg.g_01409	Syaq.g_02100
OG0001080	Prbg.g_01403	Syaq.g_02161
OG0001081	Prbg.g_01401	Syaq.g_02232
OG0001082	Prbg.g_01400	Syaq.g_02233
OG0001083	Prbg.g_01395	Syaq.g_02240
OG0001084	Prbg.g_01394	Syaq.g_02241
OG0001085	Prbg.g_01111	Syaq.g_02251
OG0001086	Prbg.g_01112	Syaq.g_02253
OG0001087	Prbg.g_01130	Syaq.g_02574
OG0001088	Prbg.g_01131	Syaq.g_02576
OG0001089	Prbg.g_01142	Syaq.g_02604
OG0001090	Prbg.g_01152	Syaq.g_00024
OG0001091	Prbg.g_01374	Syaq.g_00027
OG0001092	Prbg.g_01373	Syaq.g_00029
OG0001093	Prbg.g_01368	Syaq.g_00035
OG0001094	Prbg.g_01375	Syaq.g_02334
OG0001095	Prbg.g_01172	Syaq.g_02354
OG0001096	Prbg.g_01186	Syaq.g_02370
