Orthogroup	Prbg	Prag
OG0000561	Prbg.g_00273	Prag.g_00534
OG0000562	Prbg.g_00274	Prag.g_00535
OG0000563	Prbg.g_00275	Prag.g_00536
OG0000564	Prbg.g_00276	Prag.g_00537
OG0000565	Prbg.g_00278	Prag.g_00540
OG0000566	Prbg.g_00282	Prag.g_00542
OG0000567	Prbg.g_00286	Prag.g_00546
OG0000568	Prbg.g_00287	Prag.g_00547
OG0000569	Prbg.g_00288	Prag.g_00548
OG0000570	Prbg.g_00289	Prag.g_00549
OG0000571	Prbg.g_00291	Prag.g_00551
OG0000572	Prbg.g_00305	Prag.g_00564
OG0000573	Prbg.g_00311	Prag.g_00570
OG0000574	Prbg.g_00312	Prag.g_00571
OG0000575	Prbg.g_00316	Prag.g_00575
OG0000576	Prbg.g_00318	Prag.g_00577
OG0000577	Prbg.g_00319	Prag.g_00578
OG0000578	Prbg.g_00320	Prag.g_00579
OG0000579	Prbg.g_00321	Prag.g_00580
OG0000580	Prbg.g_00322	Prag.g_00581
OG0000581	Prbg.g_00325	Prag.g_00583
OG0000582	Prbg.g_00328	Prag.g_00586
OG0000583	Prbg.g_00329	Prag.g_00587
OG0000584	Prbg.g_00330	Prag.g_00588
OG0000585	Prbg.g_00332	Prag.g_00590
OG0000586	Prbg.g_00333	Prag.g_00591
OG0000587	Prbg.g_00334	Prag.g_00592
OG0000588	Prbg.g_00338	Prag.g_00596
OG0000589	Prbg.g_00340	Prag.g_00599
OG0000590	Prbg.g_00341	Prag.g_00600
OG0000591	Prbg.g_00345	Prag.g_00603
OG0000592	Prbg.g_00346	Prag.g_00604
OG0000593	Prbg.g_01425	Prag.g_00610
OG0000594	Prbg.g_01424	Prag.g_00611
OG0000595	Prbg.g_01423	Prag.g_00612
OG0000596	Prbg.g_01419	Prag.g_00616
OG0000597	Prbg.g_01416	Prag.g_00618
OG0000598	Prbg.g_01415	Prag.g_00619
OG0000599	Prbg.g_01412	Prag.g_00622
OG0000600	Prbg.g_01411	Prag.g_00623
OG0000601	Prbg.g_01410	Prag.g_00624
OG0000602	Prbg.g_01408	Prag.g_00626
OG0000603	Prbg.g_01407	Prag.g_00627
OG0000604	Prbg.g_01406	Prag.g_00628
OG0000605	Prbg.g_01405	Prag.g_00629
OG0000606	Prbg.g_01402	Prag.g_00632
OG0000607	Prbg.g_01399	Prag.g_00635
OG0000608	Prbg.g_01398	Prag.g_00636
OG0000609	Prbg.g_01397	Prag.g_00637
OG0000610	Prbg.g_01391	Prag.g_00642
OG0000611	Prbg.g_01388	Prag.g_00645
OG0000612	Prbg.g_01387	Prag.g_00646
OG0000613	Prbg.g_01114	Prag.g_00651
OG0000614	Prbg.g_01135	Prag.g_00670
OG0000615	Prbg.g_01146	Prag.g_00678
OG0000616	Prbg.g_01939	Prag.g_00682
OG0000617	Prbg.g_01371	Prag.g_00698
OG0000618	Prbg.g_01370	Prag.g_00699
OG0000619	Prbg.g_01369	Prag.g_00700
OG0000620	Prbg.g_01366	Prag.g_00703
OG0000621	Prbg.g_01365	Prag.g_00704
OG0000622	Prbg.g_01364	Prag.g_00705
OG0000623	Prbg.g_01363	Prag.g_00706
OG0000624	Prbg.g_01361	Prag.g_00707
OG0000625	Prbg.g_01360	Prag.g_00708
OG0000626	Prbg.g_01359	Prag.g_00709
OG0000627	Prbg.g_01358	Prag.g_00710
OG0000628	Prbg.g_01357	Prag.g_00711
OG0000629	Prbg.g_01356	Prag.g_00712
OG0000630	Prbg.g_01353	Prag.g_00715
OG0000631	Prbg.g_01260	Prag.g_00797
OG0000632	Prbg.g_01261	Prag.g_00798
OG0000633	Prbg.g_01262	Prag.g_00799
OG0000634	Prbg.g_01155	Prag.g_00802
OG0000635	Prbg.g_01156	Prag.g_00803
OG0000636	Prbg.g_01158	Prag.g_00805
OG0000637	Prbg.g_01160	Prag.g_00807
OG0000638	Prbg.g_01161	Prag.g_00808
OG0000639	Prbg.g_01162	Prag.g_00809
OG0000640	Prbg.g_01163	Prag.g_00810
OG0000641	Prbg.g_01167	Prag.g_00814
OG0000642	Prbg.g_01168	Prag.g_00815
OG0000643	Prbg.g_01169	Prag.g_00816
OG0000644	Prbg.g_01170	Prag.g_00817
OG0000645	Prbg.g_01171	Prag.g_00818
OG0000646	Prbg.g_01173	Prag.g_00820
OG0000647	Prbg.g_01175	Prag.g_00821
OG0000648	Prbg.g_01177	Prag.g_00823
OG0000649	Prbg.g_01178	Prag.g_00824
OG0000650	Prbg.g_01179	Prag.g_00825
OG0000651	Prbg.g_01180	Prag.g_00826
OG0000652	Prbg.g_01181	Prag.g_00827
OG0000653	Prbg.g_01183	Prag.g_00829
OG0000654	Prbg.g_01184	Prag.g_00830
OG0000655	Prbg.g_01185	Prag.g_00831
OG0000656	Prbg.g_01188	Prag.g_00834
OG0000657	Prbg.g_01196	Prag.g_00840
OG0000658	Prbg.g_01198	Prag.g_00841
OG0000659	Prbg.g_01199	Prag.g_00842
OG0000660	Prbg.g_01203	Prag.g_00846
OG0000661	Prbg.g_01205	Prag.g_00848
OG0000662	Prbg.g_01207	Prag.g_00850
OG0000663	Prbg.g_01209	Prag.g_00852
OG0000664	Prbg.g_01210	Prag.g_00853
OG0000665	Prbg.g_01216	Prag.g_00857
OG0000666	Prbg.g_01217	Prag.g_00858
OG0000667	Prbg.g_01221	Prag.g_00862
OG0000668	Prbg.g_01062	Prag.g_00892
OG0000669	Prbg.g_01073	Prag.g_00898
OG0000670	Prbg.g_01076	Prag.g_00900
OG0000671	Prbg.g_01079	Prag.g_00902
OG0000672	Prbg.g_01082	Prag.g_00904
OG0000673	Prbg.g_01085	Prag.g_00907
OG0000674	Prbg.g_01087	Prag.g_00909
OG0000675	Prbg.g_01088	Prag.g_00910
OG0000676	Prbg.g_01090	Prag.g_00912
OG0000677	Prbg.g_01091	Prag.g_00913
OG0000678	Prbg.g_01093	Prag.g_00915
OG0000679	Prbg.g_01097	Prag.g_00919
OG0000680	Prbg.g_01098	Prag.g_00920
OG0000681	Prbg.g_01101	Prag.g_00922
OG0000682	Prbg.g_01102	Prag.g_00923
OG0000683	Prbg.g_01103	Prag.g_00924
OG0000684	Prbg.g_01105	Prag.g_00926
OG0000685	Prbg.g_01107	Prag.g_00928
OG0000686	Prbg.g_01108	Prag.g_00929
OG0000687	Prbg.g_01109	Prag.g_00930
OG0000688	Prbg.g_01383	Prag.g_00933
OG0000689	Prbg.g_01382	Prag.g_00934
OG0000690	Prbg.g_01381	Prag.g_00935
OG0000691	Prbg.g_01380	Prag.g_00936
OG0000692	Prbg.g_01378	Prag.g_00938
OG0000693	Prbg.g_01377	Prag.g_00939
OG0000694	Prbg.g_01376	Prag.g_00940
OG0000695	Prbg.g_01264	Prag.g_00942
OG0000696	Prbg.g_01265	Prag.g_00943
OG0000697	Prbg.g_01266	Prag.g_00944
OG0000698	Prbg.g_01269	Prag.g_00947
OG0000699	Prbg.g_01270	Prag.g_00948
OG0000700	Prbg.g_01271	Prag.g_00949
OG0000701	Prbg.g_01272	Prag.g_00950
OG0000702	Prbg.g_01274	Prag.g_00952
OG0000703	Prbg.g_01275	Prag.g_00953
OG0000704	Prbg.g_01277	Prag.g_00954
OG0000705	Prbg.g_01280	Prag.g_00958
OG0000706	Prbg.g_01281	Prag.g_00959
OG0000707	Prbg.g_01282	Prag.g_00960
OG0000708	Prbg.g_01284	Prag.g_00961
OG0000709	Prbg.g_01288	Prag.g_00965
OG0000710	Prbg.g_01291	Prag.g_00968
OG0000711	Prbg.g_01309	Prag.g_00985
OG0000712	Prbg.g_01310	Prag.g_00987
OG0000713	Prbg.g_01311	Prag.g_00988
OG0000714	Prbg.g_01312	Prag.g_00989
OG0000715	Prbg.g_01314	Prag.g_00991
OG0000716	Prbg.g_01316	Prag.g_00993
OG0000717	Prbg.g_01317	Prag.g_00994
OG0000718	Prbg.g_01321	Prag.g_01005
OG0000719	Prbg.g_01323	Prag.g_01007
OG0000720	Prbg.g_01335	Prag.g_01016
OG0000721	Prbg.g_01339	Prag.g_01018
OG0000722	Prbg.g_01340	Prag.g_01019
OG0000723	Prbg.g_01344	Prag.g_01022
OG0000724	Prbg.g_01239	Prag.g_01031
OG0000725	Prbg.g_01233	Prag.g_01037
OG0000726	Prbg.g_01232	Prag.g_01038
OG0000727	Prbg.g_01231	Prag.g_01039
OG0000728	Prbg.g_01229	Prag.g_01041
OG0000729	Prbg.g_00455	Prag.g_01087
OG0000730	Prbg.g_01528	Prag.g_01091
OG0000731	Prbg.g_00123	Prag.g_01095
OG0000732	Prbg.g_01890	Prag.g_01102
OG0000733	Prbg.g_00750	Prag.g_01121
OG0000734	Prbg.g_01502	Prag.g_01138
OG0000735	Prbg.g_01500	Prag.g_01140
OG0000736	Prbg.g_01499	Prag.g_01141
OG0000737	Prbg.g_01498	Prag.g_01142
OG0000738	Prbg.g_01494	Prag.g_01146
OG0000739	Prbg.g_01493	Prag.g_01147
OG0000740	Prbg.g_01492	Prag.g_01148
OG0000741	Prbg.g_01490	Prag.g_01149
OG0000742	Prbg.g_01487	Prag.g_01152
OG0000743	Prbg.g_01485	Prag.g_01154
OG0000744	Prbg.g_01484	Prag.g_01155
OG0000745	Prbg.g_01483	Prag.g_01156
OG0000746	Prbg.g_01481	Prag.g_01158
OG0000747	Prbg.g_01480	Prag.g_01159
OG0000748	Prbg.g_01476	Prag.g_01162
OG0000749	Prbg.g_01475	Prag.g_01163
OG0000750	Prbg.g_01474	Prag.g_01164
OG0000751	Prbg.g_01471	Prag.g_01166
OG0000752	Prbg.g_01469	Prag.g_01168
OG0000753	Prbg.g_01467	Prag.g_01171
OG0000754	Prbg.g_01464	Prag.g_01174
OG0000755	Prbg.g_01458	Prag.g_01177
OG0000756	Prbg.g_01457	Prag.g_01178
OG0000757	Prbg.g_01450	Prag.g_01184
OG0000758	Prbg.g_01449	Prag.g_01185
OG0000759	Prbg.g_01448	Prag.g_01186
OG0000760	Prbg.g_01447	Prag.g_01187
OG0000761	Prbg.g_01446	Prag.g_01188
OG0000762	Prbg.g_01445	Prag.g_01189
OG0000763	Prbg.g_01443	Prag.g_01191
OG0000764	Prbg.g_01442	Prag.g_01192
OG0000765	Prbg.g_01434	Prag.g_01201
OG0000766	Prbg.g_01433	Prag.g_01202
OG0000767	Prbg.g_01431	Prag.g_01204
OG0000768	Prbg.g_01430	Prag.g_01205
OG0000769	Prbg.g_01428	Prag.g_01207
OG0000770	Prbg.g_00351	Prag.g_01209
OG0000771	Prbg.g_00687	Prag.g_01219
OG0000772	Prbg.g_01576	Prag.g_01328
OG0000773	Prbg.g_00468	Prag.g_01344
OG0000774	Prbg.g_00470	Prag.g_01346
OG0000775	Prbg.g_00472	Prag.g_01350
OG0000776	Prbg.g_00473	Prag.g_01351
OG0000777	Prbg.g_00474	Prag.g_01352
OG0000778	Prbg.g_00475	Prag.g_01353
OG0000779	Prbg.g_00479	Prag.g_01357
OG0000780	Prbg.g_00480	Prag.g_01358
OG0000781	Prbg.g_00484	Prag.g_01361
OG0000782	Prbg.g_00485	Prag.g_01362
OG0000783	Prbg.g_00486	Prag.g_01363
OG0000784	Prbg.g_00487	Prag.g_01364
OG0000785	Prbg.g_00489	Prag.g_01366
OG0000786	Prbg.g_00492	Prag.g_01368
OG0000787	Prbg.g_00493	Prag.g_01369
OG0000788	Prbg.g_00218	Prag.g_01376
OG0000789	Prbg.g_00690	Prag.g_01379
OG0000790	Prbg.g_00534	Prag.g_01394
OG0000791	Prbg.g_00536	Prag.g_01396
OG0000792	Prbg.g_00537	Prag.g_01397
OG0000793	Prbg.g_00540	Prag.g_01400
OG0000794	Prbg.g_00541	Prag.g_01401
OG0000795	Prbg.g_00542	Prag.g_01402
OG0000796	Prbg.g_00546	Prag.g_01406
OG0000797	Prbg.g_00547	Prag.g_01407
OG0000798	Prbg.g_00038	Prag.g_01430
OG0000799	Prbg.g_00574	Prag.g_01470
OG0000800	Prbg.g_00575	Prag.g_01471
OG0000801	Prbg.g_00576	Prag.g_01472
OG0000802	Prbg.g_00578	Prag.g_01474
OG0000803	Prbg.g_00580	Prag.g_01476
OG0000804	Prbg.g_00581	Prag.g_01477
OG0000805	Prbg.g_00583	Prag.g_01479
OG0000806	Prbg.g_00585	Prag.g_01481
OG0000807	Prbg.g_00586	Prag.g_01482
OG0000808	Prbg.g_00587	Prag.g_01483
OG0000809	Prbg.g_00589	Prag.g_01486
OG0000810	Prbg.g_00590	Prag.g_01487
OG0000811	Prbg.g_00594	Prag.g_01493
OG0000812	Prbg.g_00596	Prag.g_01495
OG0000813	Prbg.g_00597	Prag.g_01496
OG0000814	Prbg.g_00599	Prag.g_01498
OG0000815	Prbg.g_00600	Prag.g_01499
OG0000816	Prbg.g_00602	Prag.g_01501
OG0000817	Prbg.g_00603	Prag.g_01502
OG0000818	Prbg.g_00608	Prag.g_01507
OG0000819	Prbg.g_00609	Prag.g_01508
OG0000820	Prbg.g_00610	Prag.g_01509
OG0000821	Prbg.g_00614	Prag.g_01512
OG0000822	Prbg.g_00615	Prag.g_01513
OG0000823	Prbg.g_00616	Prag.g_01514
OG0000824	Prbg.g_00619	Prag.g_01517
OG0000825	Prbg.g_00620	Prag.g_01518
OG0000826	Prbg.g_00621	Prag.g_01519
OG0000827	Prbg.g_00622	Prag.g_01520
OG0000828	Prbg.g_00625	Prag.g_01524
OG0000829	Prbg.g_00626	Prag.g_01525
OG0000830	Prbg.g_00627	Prag.g_01526
OG0000831	Prbg.g_00629	Prag.g_01528
OG0000832	Prbg.g_00639	Prag.g_01534
OG0000833	Prbg.g_00648	Prag.g_01542
OG0000834	Prbg.g_00649	Prag.g_01543
OG0000835	Prbg.g_00650	Prag.g_01544
OG0000836	Prbg.g_00651	Prag.g_01545
OG0000837	Prbg.g_00652	Prag.g_01546
OG0000838	Prbg.g_00654	Prag.g_01548
OG0000839	Prbg.g_00655	Prag.g_01549
OG0000840	Prbg.g_00656	Prag.g_01550
OG0000841	Prbg.g_00657	Prag.g_01551
OG0000842	Prbg.g_00658	Prag.g_01552
OG0000843	Prbg.g_00659	Prag.g_01553
OG0000844	Prbg.g_00660	Prag.g_01554
OG0000845	Prbg.g_00661	Prag.g_01555
OG0000846	Prbg.g_00662	Prag.g_01556
OG0000847	Prbg.g_00663	Prag.g_01557
OG0000848	Prbg.g_00664	Prag.g_01558
OG0000849	Prbg.g_00665	Prag.g_01559
OG0000850	Prbg.g_00667	Prag.g_01561
OG0000851	Prbg.g_00668	Prag.g_01562
OG0000852	Prbg.g_00669	Prag.g_01563
OG0000853	Prbg.g_00675	Prag.g_01567
OG0000854	Prbg.g_00677	Prag.g_01569
OG0000855	Prbg.g_00678	Prag.g_01570
OG0000856	Prbg.g_00348	Prag.g_01583
OG0000857	Prbg.g_01174	Prag.g_01611
OG0000858	Prbg.g_01643	Prag.g_01663
OG0000859	Prbg.g_01644	Prag.g_01664
OG0000860	Prbg.g_01652	Prag.g_01671
OG0000861	Prbg.g_01653	Prag.g_01672
OG0000862	Prbg.g_01654	Prag.g_01673
OG0000863	Prbg.g_01656	Prag.g_01675
OG0000864	Prbg.g_01657	Prag.g_01676
OG0000865	Prbg.g_01658	Prag.g_01677
OG0000866	Prbg.g_01659	Prag.g_01678
OG0000867	Prbg.g_01660	Prag.g_01679
OG0000868	Prbg.g_01662	Prag.g_01680
OG0000869	Prbg.g_01665	Prag.g_01684
OG0000870	Prbg.g_01670	Prag.g_01689
OG0000871	Prbg.g_01671	Prag.g_01690
OG0000872	Prbg.g_01672	Prag.g_01691
OG0000873	Prbg.g_01675	Prag.g_01694
OG0000874	Prbg.g_01678	Prag.g_01697
OG0000875	Prbg.g_01679	Prag.g_01698
OG0000876	Prbg.g_01680	Prag.g_01699
OG0000877	Prbg.g_01682	Prag.g_01701
OG0000878	Prbg.g_01683	Prag.g_01702
OG0000879	Prbg.g_01684	Prag.g_01703
OG0000880	Prbg.g_01685	Prag.g_01704
OG0000881	Prbg.g_01689	Prag.g_01708
OG0000882	Prbg.g_01694	Prag.g_01713
OG0000883	Prbg.g_01696	Prag.g_01715
OG0000884	Prbg.g_01698	Prag.g_01717
OG0000885	Prbg.g_01699	Prag.g_01718
OG0000886	Prbg.g_01700	Prag.g_01719
OG0000887	Prbg.g_01701	Prag.g_01720
OG0000888	Prbg.g_01703	Prag.g_01722
OG0000889	Prbg.g_01705	Prag.g_01724
OG0000890	Prbg.g_01706	Prag.g_01725
OG0000891	Prbg.g_01707	Prag.g_01726
OG0000892	Prbg.g_01709	Prag.g_01728
OG0000893	Prbg.g_01713	Prag.g_01732
OG0000894	Prbg.g_01716	Prag.g_01734
OG0000895	Prbg.g_01720	Prag.g_01737
OG0000896	Prbg.g_01721	Prag.g_01738
OG0000897	Prbg.g_01723	Prag.g_01740
OG0000898	Prbg.g_01724	Prag.g_01741
OG0000899	Prbg.g_01725	Prag.g_01742
OG0000900	Prbg.g_01726	Prag.g_01743
OG0000901	Prbg.g_01729	Prag.g_01746
OG0000902	Prbg.g_01731	Prag.g_01748
OG0000903	Prbg.g_01735	Prag.g_01751
OG0000904	Prbg.g_01739	Prag.g_01753
OG0000905	Prbg.g_01733	Prag.g_01757
OG0000906	Prbg.g_01732	Prag.g_01758
OG0000907	Prbg.g_01742	Prag.g_01762
OG0000908	Prbg.g_01745	Prag.g_01765
OG0000909	Prbg.g_01746	Prag.g_01766
OG0000910	Prbg.g_01747	Prag.g_01767
OG0000911	Prbg.g_01749	Prag.g_01769
OG0000912	Prbg.g_01750	Prag.g_01770
OG0000913	Prbg.g_01751	Prag.g_01771
OG0000914	Prbg.g_01752	Prag.g_01772
OG0000915	Prbg.g_01753	Prag.g_01773
OG0000916	Prbg.g_01754	Prag.g_01774
OG0000917	Prbg.g_01755	Prag.g_01775
OG0000918	Prbg.g_01756	Prag.g_01776
OG0000919	Prbg.g_01757	Prag.g_01777
OG0000920	Prbg.g_01758	Prag.g_01778
OG0000921	Prbg.g_01759	Prag.g_01779
OG0000922	Prbg.g_01760	Prag.g_01780
OG0000923	Prbg.g_01764	Prag.g_01784
OG0000924	Prbg.g_01765	Prag.g_01785
OG0000925	Prbg.g_01766	Prag.g_01786
OG0000926	Prbg.g_01767	Prag.g_01787
OG0000927	Prbg.g_01769	Prag.g_01789
OG0000928	Prbg.g_01770	Prag.g_01790
OG0000929	Prbg.g_01771	Prag.g_01791
OG0000930	Prbg.g_01772	Prag.g_01792
OG0000931	Prbg.g_01773	Prag.g_01793
OG0000932	Prbg.g_01774	Prag.g_01794
OG0000933	Prbg.g_01778	Prag.g_01798
OG0000934	Prbg.g_01780	Prag.g_01800
OG0000935	Prbg.g_01781	Prag.g_01801
OG0000936	Prbg.g_01782	Prag.g_01802
OG0000937	Prbg.g_01783	Prag.g_01803
OG0000938	Prbg.g_01786	Prag.g_01805
OG0000939	Prbg.g_01787	Prag.g_01806
OG0000940	Prbg.g_01794	Prag.g_01813
OG0000941	Prbg.g_01796	Prag.g_01815
OG0000942	Prbg.g_01798	Prag.g_01817
OG0000943	Prbg.g_01799	Prag.g_01818
OG0000944	Prbg.g_01801	Prag.g_01819
OG0000945	Prbg.g_01802	Prag.g_01820
OG0000946	Prbg.g_01807	Prag.g_01824
OG0000947	Prbg.g_01809	Prag.g_01826
OG0000948	Prbg.g_01810	Prag.g_01827
OG0000949	Prbg.g_01813	Prag.g_01830
OG0000950	Prbg.g_01820	Prag.g_01835
OG0000951	Prbg.g_01824	Prag.g_01839
OG0000952	Prbg.g_01828	Prag.g_01843
OG0000953	Prbg.g_01832	Prag.g_01846
OG0000954	Prbg.g_01836	Prag.g_01850
OG0000955	Prbg.g_01837	Prag.g_01851
OG0000956	Prbg.g_01839	Prag.g_01853
OG0000957	Prbg.g_01845	Prag.g_01859
OG0000958	Prbg.g_01846	Prag.g_01860
OG0000959	Prbg.g_01850	Prag.g_01864
OG0000960	Prbg.g_01851	Prag.g_01865
OG0000961	Prbg.g_01854	Prag.g_01867
OG0000962	Prbg.g_01856	Prag.g_01869
OG0000963	Prbg.g_01860	Prag.g_01873
OG0000964	Prbg.g_01861	Prag.g_01874
OG0000965	Prbg.g_01862	Prag.g_01875
OG0000966	Prbg.g_01868	Prag.g_01882
OG0000967	Prbg.g_01872	Prag.g_01886
OG0000968	Prbg.g_01874	Prag.g_01888
OG0000969	Prbg.g_01875	Prag.g_01889
OG0000970	Prbg.g_01876	Prag.g_01890
OG0000971	Prbg.g_01877	Prag.g_01891
OG0000972	Prbg.g_01878	Prag.g_01892
OG0000973	Prbg.g_01879	Prag.g_01893
OG0000974	Prbg.g_01880	Prag.g_01894
OG0000975	Prbg.g_01881	Prag.g_01895
OG0000976	Prbg.g_01882	Prag.g_01896
OG0000977	Prbg.g_01883	Prag.g_01897
OG0000978	Prbg.g_01884	Prag.g_01898
OG0000979	Prbg.g_01887	Prag.g_01901
OG0000980	Prbg.g_01889	Prag.g_01903
OG0000981	Prbg.g_01892	Prag.g_01905
OG0000982	Prbg.g_01894	Prag.g_01907
OG0000983	Prbg.g_01895	Prag.g_01908
OG0000984	Prbg.g_01896	Prag.g_01909
OG0000985	Prbg.g_01899	Prag.g_01912
OG0000986	Prbg.g_01901	Prag.g_01914
OG0000987	Prbg.g_01902	Prag.g_01915
OG0000988	Prbg.g_01905	Prag.g_01918
OG0000989	Prbg.g_01909	Prag.g_01922
OG0000990	Prbg.g_01913	Prag.g_01925
OG0000991	Prbg.g_01914	Prag.g_01926
OG0000992	Prbg.g_01917	Prag.g_01928
OG0000993	Prbg.g_01918	Prag.g_01929
OG0000994	Prbg.g_01919	Prag.g_01930
OG0000995	Prbg.g_01923	Prag.g_01934
OG0000996	Prbg.g_01924	Prag.g_01935
OG0000997	Prbg.g_01927	Prag.g_01936
OG0000998	Prbg.g_01929	Prag.g_01938
OG0000999	Prbg.g_01930	Prag.g_01939
OG0001000	Prbg.g_01933	Prag.g_01942
OG0001001	Prbg.g_01936	Prag.g_01944
OG0001002	Prbg.g_00758	Prag.g_01948
OG0001003	Prbg.g_00759	Prag.g_01949
OG0001004	Prbg.g_00760	Prag.g_01950
OG0001005	Prbg.g_00761	Prag.g_01951
OG0001006	Prbg.g_00765	Prag.g_01955
OG0001007	Prbg.g_00767	Prag.g_01957
OG0001008	Prbg.g_00157	Prag.g_00416
OG0001009	Prbg.g_00847	Prag.g_00027
OG0001010	Prbg.g_00846	Prag.g_00028
OG0001011	Prbg.g_00844	Prag.g_00029
OG0001012	Prbg.g_00830	Prag.g_00043
OG0001013	Prbg.g_00823	Prag.g_00048
OG0001014	Prbg.g_00820	Prag.g_00051
OG0001015	Prbg.g_00818	Prag.g_00052
OG0001016	Prbg.g_00796	Prag.g_00067
OG0001017	Prbg.g_00792	Prag.g_00071
OG0001018	Prbg.g_00790	Prag.g_00074
OG0001019	Prbg.g_00781	Prag.g_00083
OG0001020	Prbg.g_00780	Prag.g_00084
OG0001021	Prbg.g_00861	Prag.g_00085
OG0001022	Prbg.g_00864	Prag.g_00087
OG0001023	Prbg.g_00865	Prag.g_00088
OG0001024	Prbg.g_00869	Prag.g_00091
OG0001025	Prbg.g_00876	Prag.g_00097
OG0001026	Prbg.g_00885	Prag.g_00104
OG0001027	Prbg.g_00886	Prag.g_00105
OG0001028	Prbg.g_00888	Prag.g_00107
OG0001029	Prbg.g_00889	Prag.g_00108
OG0001030	Prbg.g_00905	Prag.g_00123
OG0001031	Prbg.g_00965	Prag.g_00179
OG0001032	Prbg.g_00966	Prag.g_00180
OG0001033	Prbg.g_00987	Prag.g_00201
OG0001034	Prbg.g_01018	Prag.g_00229
OG0001035	Prbg.g_01038	Prag.g_00246
OG0001036	Prbg.g_01042	Prag.g_00250
OG0001037	Prbg.g_01043	Prag.g_00251
OG0001038	Prbg.g_00057	Prag.g_00269
OG0001039	Prbg.g_00060	Prag.g_00272
OG0001040	Prbg.g_00062	Prag.g_00274
OG0001041	Prbg.g_00067	Prag.g_00278
OG0001042	Prbg.g_00084	Prag.g_00295
OG0001043	Prbg.g_00085	Prag.g_00296
OG0001044	Prbg.g_00116	Prag.g_00328
OG0001045	Prbg.g_00125	Prag.g_00337
OG0001046	Prbg.g_01602	Prag.g_00372
OG0001047	Prbg.g_00159	Prag.g_00418
OG0001048	Prbg.g_00160	Prag.g_00419
OG0001049	Prbg.g_00162	Prag.g_00421
OG0001050	Prbg.g_00163	Prag.g_00422
OG0001051	Prbg.g_00164	Prag.g_00423
OG0001052	Prbg.g_00190	Prag.g_00450
OG0001053	Prbg.g_00202	Prag.g_00462
OG0001054	Prbg.g_00217	Prag.g_00477
OG0001055	Prbg.g_00236	Prag.g_00496
OG0001056	Prbg.g_00253	Prag.g_00515
OG0001057	Prbg.g_00258	Prag.g_00520
OG0001058	Prbg.g_00267	Prag.g_00528
OG0001059	Prbg.g_00271	Prag.g_00532
OG0001060	Prbg.g_00277	Prag.g_00539
OG0001061	Prbg.g_00292	Prag.g_00552
OG0001062	Prbg.g_00294	Prag.g_00554
OG0001063	Prbg.g_00296	Prag.g_00556
OG0001064	Prbg.g_00297	Prag.g_00557
OG0001065	Prbg.g_00298	Prag.g_00558
OG0001066	Prbg.g_00299	Prag.g_00559
OG0001067	Prbg.g_00300	Prag.g_00560
OG0001068	Prbg.g_00301	Prag.g_00561
OG0001069	Prbg.g_00302	Prag.g_00562
OG0001070	Prbg.g_00306	Prag.g_00565
OG0001071	Prbg.g_00307	Prag.g_00566
OG0001072	Prbg.g_00309	Prag.g_00568
OG0001073	Prbg.g_00323	Prag.g_00582
OG0001074	Prbg.g_00335	Prag.g_00593
OG0001075	Prbg.g_00336	Prag.g_00594
OG0001076	Prbg.g_00343	Prag.g_00602
OG0001077	Prbg.g_00349	Prag.g_00606
OG0001078	Prbg.g_01421	Prag.g_00614
OG0001079	Prbg.g_01409	Prag.g_00625
OG0001080	Prbg.g_01403	Prag.g_00631
OG0001081	Prbg.g_01401	Prag.g_00633
OG0001082	Prbg.g_01400	Prag.g_00634
OG0001083	Prbg.g_01395	Prag.g_00639
OG0001084	Prbg.g_01394	Prag.g_00640
OG0001085	Prbg.g_01111	Prag.g_00648
OG0001086	Prbg.g_01112	Prag.g_00649
OG0001087	Prbg.g_01130	Prag.g_00666
OG0001088	Prbg.g_01131	Prag.g_00667
OG0001089	Prbg.g_01142	Prag.g_00675
OG0001090	Prbg.g_01152	Prag.g_00693
OG0001091	Prbg.g_01374	Prag.g_00695
OG0001092	Prbg.g_01373	Prag.g_00696
OG0001093	Prbg.g_01368	Prag.g_00701
OG0001094	Prbg.g_01375	Prag.g_00800
OG0001095	Prbg.g_01172	Prag.g_00819
OG0001096	Prbg.g_01186	Prag.g_00832
OG0001097	Prbg.g_01206	Prag.g_00849
OG0001098	Prbg.g_01225	Prag.g_00864
OG0001099	Prbg.g_01067	Prag.g_00895
OG0001100	Prbg.g_01075	Prag.g_00899
OG0001101	Prbg.g_01078	Prag.g_00901
OG0001102	Prbg.g_01081	Prag.g_00903
OG0001103	Prbg.g_01083	Prag.g_00905
OG0001104	Prbg.g_01106	Prag.g_00927
OG0001105	Prbg.g_01110	Prag.g_00931
OG0001106	Prbg.g_01278	Prag.g_00955
OG0001107	Prbg.g_01285	Prag.g_00962
OG0001108	Prbg.g_01289	Prag.g_00966
OG0001109	Prbg.g_01290	Prag.g_00967
OG0001110	Prbg.g_01292	Prag.g_00969
OG0001111	Prbg.g_01293	Prag.g_00970
OG0001112	Prbg.g_01294	Prag.g_00971
OG0001113	Prbg.g_01295	Prag.g_00972
OG0001114	Prbg.g_01296	Prag.g_00973
OG0001115	Prbg.g_01298	Prag.g_00975
OG0001116	Prbg.g_01299	Prag.g_00976
OG0001117	Prbg.g_01300	Prag.g_00977
OG0001118	Prbg.g_01301	Prag.g_00978
OG0001119	Prbg.g_01302	Prag.g_00979
