Orthogroup	Prbg	Syai
OG0000562	Prbg.g_00274	Syai.g_00741
OG0000563	Prbg.g_00275	Syai.g_00742
OG0000564	Prbg.g_00276	Syai.g_00743
OG0000565	Prbg.g_00278	Syai.g_00746
OG0000566	Prbg.g_00282	Syai.g_00750
OG0000567	Prbg.g_00286	Syai.g_00754
OG0000568	Prbg.g_00287	Syai.g_00758
OG0000569	Prbg.g_00288	Syai.g_00759
OG0000570	Prbg.g_00289	Syai.g_00760
OG0000571	Prbg.g_00291	Syai.g_00764
OG0000572	Prbg.g_00305	Syai.g_00782
OG0000573	Prbg.g_00311	Syai.g_00790
OG0000574	Prbg.g_00312	Syai.g_00796
OG0000575	Prbg.g_00316	Syai.g_00800
OG0000576	Prbg.g_00318	Syai.g_00802
OG0000577	Prbg.g_00319	Syai.g_00803
OG0000578	Prbg.g_00320	Syai.g_00804
OG0000579	Prbg.g_00321	Syai.g_00805
OG0000580	Prbg.g_00322	Syai.g_00806
OG0000581	Prbg.g_00325	Syai.g_00812
OG0000582	Prbg.g_00328	Syai.g_01042
OG0000583	Prbg.g_00329	Syai.g_01043
OG0000584	Prbg.g_00330	Syai.g_01044
OG0000585	Prbg.g_00332	Syai.g_01046
OG0000586	Prbg.g_00333	Syai.g_01047
OG0000587	Prbg.g_00334	Syai.g_01049
OG0000588	Prbg.g_00338	Syai.g_01063
OG0000589	Prbg.g_00340	Syai.g_01066
OG0000590	Prbg.g_00341	Syai.g_01067
OG0000591	Prbg.g_00345	Syai.g_01075
OG0000592	Prbg.g_00346	Syai.g_01076
OG0000593	Prbg.g_01425	Syai.g_01100
OG0000594	Prbg.g_01424	Syai.g_01101
OG0000595	Prbg.g_01423	Syai.g_01102
OG0000596	Prbg.g_01419	Syai.g_01107
OG0000597	Prbg.g_01416	Syai.g_01110
OG0000598	Prbg.g_01415	Syai.g_01111
OG0000599	Prbg.g_01412	Syai.g_01114
OG0000600	Prbg.g_01411	Syai.g_01115
OG0000601	Prbg.g_01410	Syai.g_01116
OG0000602	Prbg.g_01408	Syai.g_01121
OG0000603	Prbg.g_01407	Syai.g_01122
OG0000604	Prbg.g_01406	Syai.g_01125
OG0000605	Prbg.g_01405	Syai.g_01609
OG0000606	Prbg.g_01402	Syai.g_01221
OG0000607	Prbg.g_01399	Syai.g_01224
OG0000608	Prbg.g_01398	Syai.g_01225
OG0000609	Prbg.g_01397	Syai.g_01227
OG0000610	Prbg.g_01391	Syai.g_01234
OG0000611	Prbg.g_01388	Syai.g_01237
OG0000612	Prbg.g_01387	Syai.g_01238
OG0000613	Prbg.g_01114	Syai.g_00196
OG0000614	Prbg.g_01135	Syai.g_01981
OG0000615	Prbg.g_01146	Syai.g_01286
OG0000616	Prbg.g_01939	Syai.g_02914
OG0000617	Prbg.g_01371	Syai.g_01393
OG0000618	Prbg.g_01370	Syai.g_01394
OG0000619	Prbg.g_01369	Syai.g_01395
OG0000620	Prbg.g_01366	Syai.g_01402
OG0000621	Prbg.g_01365	Syai.g_01403
OG0000622	Prbg.g_01364	Syai.g_01404
OG0000623	Prbg.g_01363	Syai.g_01405
OG0000624	Prbg.g_01361	Syai.g_01407
OG0000625	Prbg.g_01360	Syai.g_01408
OG0000626	Prbg.g_01359	Syai.g_01409
OG0000627	Prbg.g_01358	Syai.g_01575
OG0000628	Prbg.g_01357	Syai.g_01573
OG0000629	Prbg.g_01356	Syai.g_01570
OG0000630	Prbg.g_01353	Syai.g_01566
OG0000631	Prbg.g_01260	Syai.g_01557
OG0000632	Prbg.g_01261	Syai.g_01556
OG0000633	Prbg.g_01262	Syai.g_01555
OG0000634	Prbg.g_01155	Syai.g_01317
OG0000635	Prbg.g_01156	Syai.g_01318
OG0000636	Prbg.g_01158	Syai.g_01320
OG0000637	Prbg.g_01160	Syai.g_01322
OG0000638	Prbg.g_01161	Syai.g_01323
OG0000639	Prbg.g_01162	Syai.g_01324
OG0000640	Prbg.g_01163	Syai.g_01325
OG0000641	Prbg.g_01167	Syai.g_01329
OG0000642	Prbg.g_01168	Syai.g_01330
OG0000643	Prbg.g_01169	Syai.g_01349
OG0000644	Prbg.g_01170	Syai.g_01350
OG0000645	Prbg.g_01171	Syai.g_01352
OG0000646	Prbg.g_01173	Syai.g_01355
OG0000647	Prbg.g_01175	Syai.g_01357
OG0000648	Prbg.g_01177	Syai.g_01362
OG0000649	Prbg.g_01178	Syai.g_01363
OG0000650	Prbg.g_01179	Syai.g_01364
OG0000651	Prbg.g_01180	Syai.g_01365
OG0000652	Prbg.g_01181	Syai.g_01366
OG0000653	Prbg.g_01183	Syai.g_01368
OG0000654	Prbg.g_01184	Syai.g_01369
OG0000655	Prbg.g_01185	Syai.g_01370
OG0000656	Prbg.g_01188	Syai.g_01373
OG0000657	Prbg.g_01196	Syai.g_02045
OG0000658	Prbg.g_01198	Syai.g_02049
OG0000659	Prbg.g_01199	Syai.g_02050
OG0000660	Prbg.g_01203	Syai.g_02054
OG0000661	Prbg.g_01205	Syai.g_02056
OG0000662	Prbg.g_01207	Syai.g_02058
OG0000663	Prbg.g_01209	Syai.g_02061
OG0000664	Prbg.g_01210	Syai.g_02062
OG0000665	Prbg.g_01216	Syai.g_02431
OG0000666	Prbg.g_01217	Syai.g_01610
OG0000667	Prbg.g_01221	Syai.g_01724
OG0000668	Prbg.g_01062	Syai.g_01436
OG0000669	Prbg.g_01073	Syai.g_01251
OG0000670	Prbg.g_01076	Syai.g_00561
OG0000671	Prbg.g_01079	Syai.g_01255
OG0000672	Prbg.g_01082	Syai.g_01259
OG0000673	Prbg.g_01085	Syai.g_01262
OG0000674	Prbg.g_01087	Syai.g_01264
OG0000675	Prbg.g_01088	Syai.g_01265
OG0000676	Prbg.g_01090	Syai.g_01275
OG0000677	Prbg.g_01091	Syai.g_01276
OG0000678	Prbg.g_01093	Syai.g_01279
OG0000679	Prbg.g_01097	Syai.g_01288
OG0000680	Prbg.g_01098	Syai.g_01289
OG0000681	Prbg.g_01101	Syai.g_01292
OG0000682	Prbg.g_01102	Syai.g_01293
OG0000683	Prbg.g_01103	Syai.g_01294
OG0000684	Prbg.g_01105	Syai.g_01299
OG0000685	Prbg.g_01107	Syai.g_01301
OG0000686	Prbg.g_01108	Syai.g_01302
OG0000687	Prbg.g_01109	Syai.g_01303
OG0000688	Prbg.g_01383	Syai.g_01307
OG0000689	Prbg.g_01382	Syai.g_01309
OG0000690	Prbg.g_01381	Syai.g_01310
OG0000691	Prbg.g_01380	Syai.g_01311
OG0000692	Prbg.g_01378	Syai.g_01312
OG0000693	Prbg.g_01377	Syai.g_01313
OG0000694	Prbg.g_01376	Syai.g_01314
OG0000695	Prbg.g_01264	Syai.g_01553
OG0000696	Prbg.g_01265	Syai.g_01552
OG0000697	Prbg.g_01266	Syai.g_01550
OG0000698	Prbg.g_01269	Syai.g_01547
OG0000699	Prbg.g_01270	Syai.g_01545
OG0000700	Prbg.g_01271	Syai.g_01544
OG0000701	Prbg.g_01272	Syai.g_01543
OG0000702	Prbg.g_01274	Syai.g_01521
OG0000703	Prbg.g_01275	Syai.g_01520
OG0000704	Prbg.g_01277	Syai.g_01518
OG0000705	Prbg.g_01280	Syai.g_01511
OG0000706	Prbg.g_01281	Syai.g_01510
OG0000707	Prbg.g_01282	Syai.g_01509
OG0000708	Prbg.g_01284	Syai.g_01506
OG0000709	Prbg.g_01288	Syai.g_01497
OG0000710	Prbg.g_01291	Syai.g_01487
OG0000711	Prbg.g_01309	Syai.g_01456
OG0000712	Prbg.g_01310	Syai.g_01454
OG0000713	Prbg.g_01311	Syai.g_01453
OG0000714	Prbg.g_01312	Syai.g_01451
OG0000715	Prbg.g_01314	Syai.g_01449
OG0000716	Prbg.g_01316	Syai.g_01445
OG0000717	Prbg.g_01317	Syai.g_01444
OG0000718	Prbg.g_01321	Syai.g_01440
OG0000719	Prbg.g_01323	Syai.g_01438
OG0000720	Prbg.g_01335	Syai.g_01425
OG0000721	Prbg.g_01339	Syai.g_01423
OG0000722	Prbg.g_01340	Syai.g_01422
OG0000723	Prbg.g_01344	Syai.g_01411
OG0000724	Prbg.g_01239	Syai.g_02013
OG0000725	Prbg.g_01233	Syai.g_02004
OG0000726	Prbg.g_01232	Syai.g_02003
OG0000727	Prbg.g_01231	Syai.g_02002
OG0000728	Prbg.g_01229	Syai.g_02000
OG0000729	Prbg.g_00455	Syai.g_00097
OG0000730	Prbg.g_01528	Syai.g_00483
OG0000731	Prbg.g_00123	Syai.g_00495
OG0000732	Prbg.g_01890	Syai.g_00058
OG0000733	Prbg.g_00750	Syai.g_02805
OG0000734	Prbg.g_01502	Syai.g_02548
OG0000735	Prbg.g_01500	Syai.g_02159
OG0000736	Prbg.g_01499	Syai.g_02158
OG0000737	Prbg.g_01498	Syai.g_02157
OG0000738	Prbg.g_01494	Syai.g_02152
OG0000739	Prbg.g_01493	Syai.g_02151
OG0000740	Prbg.g_01492	Syai.g_02150
OG0000741	Prbg.g_01490	Syai.g_02147
OG0000742	Prbg.g_01487	Syai.g_02145
OG0000743	Prbg.g_01485	Syai.g_02143
OG0000744	Prbg.g_01484	Syai.g_02142
OG0000745	Prbg.g_01483	Syai.g_02140
OG0000746	Prbg.g_01481	Syai.g_02138
OG0000747	Prbg.g_01480	Syai.g_02137
OG0000748	Prbg.g_01476	Syai.g_02125
OG0000749	Prbg.g_01475	Syai.g_02123
OG0000750	Prbg.g_01474	Syai.g_02122
OG0000751	Prbg.g_01471	Syai.g_02116
OG0000752	Prbg.g_01469	Syai.g_02114
OG0000753	Prbg.g_01467	Syai.g_02111
OG0000754	Prbg.g_01464	Syai.g_01750
OG0000755	Prbg.g_01458	Syai.g_01760
OG0000756	Prbg.g_01457	Syai.g_01761
OG0000757	Prbg.g_01450	Syai.g_01769
OG0000758	Prbg.g_01449	Syai.g_01770
OG0000759	Prbg.g_01448	Syai.g_01771
OG0000760	Prbg.g_01447	Syai.g_01772
OG0000761	Prbg.g_01446	Syai.g_01775
OG0000762	Prbg.g_01445	Syai.g_01777
OG0000763	Prbg.g_01443	Syai.g_01779
OG0000764	Prbg.g_01442	Syai.g_01780
OG0000765	Prbg.g_01434	Syai.g_01797
OG0000766	Prbg.g_01433	Syai.g_01798
OG0000767	Prbg.g_01431	Syai.g_01800
OG0000768	Prbg.g_01430	Syai.g_01801
OG0000769	Prbg.g_01428	Syai.g_01803
OG0000770	Prbg.g_00351	Syai.g_01822
OG0000771	Prbg.g_00687	Syai.g_02019
OG0000772	Prbg.g_01576	Syai.g_01639
OG0000773	Prbg.g_00468	Syai.g_02164
OG0000774	Prbg.g_00470	Syai.g_02168
OG0000775	Prbg.g_00472	Syai.g_02172
OG0000776	Prbg.g_00473	Syai.g_02173
OG0000777	Prbg.g_00474	Syai.g_02174
OG0000778	Prbg.g_00475	Syai.g_02175
OG0000779	Prbg.g_00479	Syai.g_02181
OG0000780	Prbg.g_00480	Syai.g_02184
OG0000781	Prbg.g_00484	Syai.g_02188
OG0000782	Prbg.g_00485	Syai.g_02189
OG0000783	Prbg.g_00486	Syai.g_02190
OG0000784	Prbg.g_00487	Syai.g_02191
OG0000785	Prbg.g_00489	Syai.g_02193
OG0000786	Prbg.g_00492	Syai.g_00816
OG0000787	Prbg.g_00493	Syai.g_00815
OG0000788	Prbg.g_00218	Syai.g_01117
OG0000789	Prbg.g_00690	Syai.g_01596
OG0000790	Prbg.g_00534	Syai.g_00623
OG0000791	Prbg.g_00536	Syai.g_00621
OG0000792	Prbg.g_00537	Syai.g_00620
OG0000793	Prbg.g_00540	Syai.g_00615
OG0000794	Prbg.g_00541	Syai.g_00614
OG0000795	Prbg.g_00542	Syai.g_00613
OG0000796	Prbg.g_00546	Syai.g_00609
OG0000797	Prbg.g_00547	Syai.g_00608
OG0000799	Prbg.g_00574	Syai.g_00996
OG0000800	Prbg.g_00575	Syai.g_00993
OG0000801	Prbg.g_00576	Syai.g_00992
OG0000802	Prbg.g_00578	Syai.g_00988
OG0000803	Prbg.g_00580	Syai.g_00983
OG0000804	Prbg.g_00581	Syai.g_00980
OG0000805	Prbg.g_00583	Syai.g_00965
OG0000806	Prbg.g_00585	Syai.g_00963
OG0000807	Prbg.g_00586	Syai.g_00961
OG0000808	Prbg.g_00587	Syai.g_00960
OG0000809	Prbg.g_00589	Syai.g_00957
OG0000810	Prbg.g_00590	Syai.g_00956
OG0000811	Prbg.g_00594	Syai.g_00950
OG0000812	Prbg.g_00596	Syai.g_00948
OG0000813	Prbg.g_00597	Syai.g_00947
OG0000814	Prbg.g_00599	Syai.g_00945
OG0000815	Prbg.g_00600	Syai.g_00944
OG0000816	Prbg.g_00602	Syai.g_00942
OG0000817	Prbg.g_00603	Syai.g_00941
OG0000818	Prbg.g_00608	Syai.g_00935
OG0000819	Prbg.g_00609	Syai.g_00934
OG0000820	Prbg.g_00610	Syai.g_00933
OG0000821	Prbg.g_00614	Syai.g_00916
OG0000822	Prbg.g_00615	Syai.g_00914
OG0000823	Prbg.g_00616	Syai.g_00913
OG0000824	Prbg.g_00619	Syai.g_00907
OG0000825	Prbg.g_00620	Syai.g_00906
OG0000826	Prbg.g_00621	Syai.g_00905
OG0000827	Prbg.g_00622	Syai.g_00904
OG0000828	Prbg.g_00625	Syai.g_00900
OG0000829	Prbg.g_00626	Syai.g_00899
OG0000830	Prbg.g_00627	Syai.g_00898
OG0000831	Prbg.g_00629	Syai.g_00896
OG0000832	Prbg.g_00639	Syai.g_02296
OG0000833	Prbg.g_00648	Syai.g_02305
OG0000834	Prbg.g_00649	Syai.g_02307
OG0000835	Prbg.g_00650	Syai.g_02308
OG0000836	Prbg.g_00651	Syai.g_02312
OG0000837	Prbg.g_00652	Syai.g_02313
OG0000838	Prbg.g_00654	Syai.g_02323
OG0000839	Prbg.g_00655	Syai.g_02324
OG0000840	Prbg.g_00656	Syai.g_02325
OG0000841	Prbg.g_00657	Syai.g_02326
OG0000842	Prbg.g_00658	Syai.g_02327
OG0000843	Prbg.g_00659	Syai.g_02328
OG0000844	Prbg.g_00660	Syai.g_02330
OG0000845	Prbg.g_00661	Syai.g_02331
OG0000846	Prbg.g_00662	Syai.g_02332
OG0000847	Prbg.g_00663	Syai.g_02333
OG0000848	Prbg.g_00664	Syai.g_02335
OG0000849	Prbg.g_00665	Syai.g_02336
OG0000850	Prbg.g_00667	Syai.g_02339
OG0000851	Prbg.g_00668	Syai.g_02352
OG0000852	Prbg.g_00669	Syai.g_02353
OG0000853	Prbg.g_00675	Syai.g_02357
OG0000854	Prbg.g_00677	Syai.g_02359
OG0000855	Prbg.g_00678	Syai.g_02360
OG0000856	Prbg.g_00348	Syai.g_01078
OG0000857	Prbg.g_01174	Syai.g_01356
OG0000858	Prbg.g_01643	Syai.g_02366
OG0000859	Prbg.g_01644	Syai.g_02367
OG0000860	Prbg.g_01652	Syai.g_02380
OG0000861	Prbg.g_01653	Syai.g_02381
OG0000862	Prbg.g_01654	Syai.g_02382
OG0000863	Prbg.g_01656	Syai.g_02385
OG0000864	Prbg.g_01657	Syai.g_02386
OG0000865	Prbg.g_01658	Syai.g_02387
OG0000866	Prbg.g_01659	Syai.g_02388
OG0000867	Prbg.g_01660	Syai.g_02389
OG0000868	Prbg.g_01662	Syai.g_02392
OG0000869	Prbg.g_01665	Syai.g_02396
OG0000870	Prbg.g_01670	Syai.g_02401
OG0000871	Prbg.g_01671	Syai.g_02402
OG0000872	Prbg.g_01672	Syai.g_02409
OG0000873	Prbg.g_01675	Syai.g_02412
OG0000874	Prbg.g_01678	Syai.g_02408
OG0000875	Prbg.g_01679	Syai.g_02416
OG0000876	Prbg.g_01680	Syai.g_02243
OG0000877	Prbg.g_01682	Syai.g_02250
OG0000878	Prbg.g_01683	Syai.g_02251
OG0000879	Prbg.g_01684	Syai.g_02252
OG0000880	Prbg.g_01685	Syai.g_02253
OG0000881	Prbg.g_01689	Syai.g_02257
OG0000882	Prbg.g_01694	Syai.g_02262
OG0000883	Prbg.g_01696	Syai.g_02264
OG0000884	Prbg.g_01698	Syai.g_02266
OG0000885	Prbg.g_01699	Syai.g_02267
OG0000886	Prbg.g_01700	Syai.g_02268
OG0000887	Prbg.g_01701	Syai.g_02269
OG0000888	Prbg.g_01703	Syai.g_02271
OG0000889	Prbg.g_01705	Syai.g_02273
OG0000890	Prbg.g_01706	Syai.g_02279
OG0000891	Prbg.g_01707	Syai.g_02280
OG0000892	Prbg.g_01709	Syai.g_02282
OG0000893	Prbg.g_01713	Syai.g_00318
OG0000894	Prbg.g_01716	Syai.g_00321
OG0000895	Prbg.g_01720	Syai.g_00325
OG0000896	Prbg.g_01721	Syai.g_00326
OG0000897	Prbg.g_01723	Syai.g_00328
OG0000898	Prbg.g_01724	Syai.g_00329
OG0000899	Prbg.g_01725	Syai.g_00330
OG0000900	Prbg.g_01726	Syai.g_00331
OG0000901	Prbg.g_01729	Syai.g_00336
OG0000902	Prbg.g_01731	Syai.g_00338
OG0000903	Prbg.g_01735	Syai.g_00353
OG0000904	Prbg.g_01739	Syai.g_00348
OG0000905	Prbg.g_01733	Syai.g_00342
OG0000906	Prbg.g_01732	Syai.g_00340
OG0000907	Prbg.g_01742	Syai.g_00358
OG0000908	Prbg.g_01745	Syai.g_00361
OG0000909	Prbg.g_01746	Syai.g_00362
OG0000910	Prbg.g_01747	Syai.g_00363
OG0000911	Prbg.g_01749	Syai.g_00365
OG0000912	Prbg.g_01750	Syai.g_00366
OG0000913	Prbg.g_01751	Syai.g_00367
OG0000914	Prbg.g_01752	Syai.g_00368
OG0000915	Prbg.g_01753	Syai.g_00370
OG0000916	Prbg.g_01754	Syai.g_00371
OG0000917	Prbg.g_01755	Syai.g_00372
OG0000918	Prbg.g_01756	Syai.g_00373
OG0000919	Prbg.g_01757	Syai.g_00374
OG0000920	Prbg.g_01758	Syai.g_00375
OG0000921	Prbg.g_01759	Syai.g_00376
OG0000922	Prbg.g_01760	Syai.g_00377
OG0000923	Prbg.g_01764	Syai.g_00381
OG0000924	Prbg.g_01765	Syai.g_00382
OG0000925	Prbg.g_01766	Syai.g_00383
OG0000926	Prbg.g_01767	Syai.g_00384
OG0000927	Prbg.g_01769	Syai.g_00386
OG0000928	Prbg.g_01770	Syai.g_00387
OG0000929	Prbg.g_01771	Syai.g_00388
OG0000930	Prbg.g_01772	Syai.g_00389
OG0000931	Prbg.g_01773	Syai.g_00390
OG0000932	Prbg.g_01774	Syai.g_00391
OG0000933	Prbg.g_01778	Syai.g_00397
OG0000934	Prbg.g_01780	Syai.g_00399
OG0000935	Prbg.g_01781	Syai.g_00400
OG0000936	Prbg.g_01782	Syai.g_00401
OG0000937	Prbg.g_01783	Syai.g_00402
OG0000938	Prbg.g_01786	Syai.g_00405
OG0000939	Prbg.g_01787	Syai.g_00406
OG0000940	Prbg.g_01794	Syai.g_00413
OG0000941	Prbg.g_01796	Syai.g_00415
OG0000942	Prbg.g_01798	Syai.g_00417
OG0000943	Prbg.g_01799	Syai.g_00418
OG0000944	Prbg.g_01801	Syai.g_00420
OG0000945	Prbg.g_01802	Syai.g_00422
OG0000946	Prbg.g_01807	Syai.g_00428
OG0000947	Prbg.g_01809	Syai.g_00431
OG0000948	Prbg.g_01810	Syai.g_00432
OG0000949	Prbg.g_01813	Syai.g_00174
OG0000950	Prbg.g_01820	Syai.g_00163
OG0000951	Prbg.g_01824	Syai.g_00158
OG0000952	Prbg.g_01828	Syai.g_00136
OG0000953	Prbg.g_01832	Syai.g_00132
OG0000954	Prbg.g_01836	Syai.g_00127
OG0000955	Prbg.g_01837	Syai.g_00126
OG0000956	Prbg.g_01839	Syai.g_00124
OG0000957	Prbg.g_01845	Syai.g_00113
OG0000958	Prbg.g_01846	Syai.g_00112
OG0000959	Prbg.g_01850	Syai.g_00108
OG0000960	Prbg.g_01851	Syai.g_00107
OG0000961	Prbg.g_01854	Syai.g_00100
OG0000962	Prbg.g_01856	Syai.g_00098
OG0000963	Prbg.g_01860	Syai.g_00094
OG0000964	Prbg.g_01861	Syai.g_00093
OG0000965	Prbg.g_01862	Syai.g_00092
OG0000966	Prbg.g_01868	Syai.g_00082
OG0000967	Prbg.g_01872	Syai.g_00077
OG0000968	Prbg.g_01874	Syai.g_00085
OG0000969	Prbg.g_01875	Syai.g_00080
OG0000970	Prbg.g_01876	Syai.g_00079
OG0000971	Prbg.g_01877	Syai.g_00074
OG0000972	Prbg.g_01878	Syai.g_00073
OG0000973	Prbg.g_01879	Syai.g_00072
OG0000974	Prbg.g_01880	Syai.g_00071
OG0000975	Prbg.g_01881	Syai.g_00070
OG0000976	Prbg.g_01882	Syai.g_00069
OG0000977	Prbg.g_01883	Syai.g_00067
OG0000978	Prbg.g_01884	Syai.g_00065
OG0000979	Prbg.g_01887	Syai.g_00062
OG0000980	Prbg.g_01889	Syai.g_00059
OG0000981	Prbg.g_01892	Syai.g_00056
OG0000982	Prbg.g_01894	Syai.g_02777
OG0000983	Prbg.g_01895	Syai.g_02778
OG0000984	Prbg.g_01896	Syai.g_02779
OG0000985	Prbg.g_01899	Syai.g_02781
OG0000986	Prbg.g_01901	Syai.g_02784
OG0000987	Prbg.g_01902	Syai.g_02786
OG0000988	Prbg.g_01905	Syai.g_02790
OG0000989	Prbg.g_01909	Syai.g_02797
OG0000990	Prbg.g_01913	Syai.g_02825
OG0000991	Prbg.g_01914	Syai.g_02827
OG0000992	Prbg.g_01917	Syai.g_02830
OG0000993	Prbg.g_01918	Syai.g_02831
OG0000994	Prbg.g_01919	Syai.g_02834
OG0000995	Prbg.g_01923	Syai.g_02840
OG0000996	Prbg.g_01924	Syai.g_02891
OG0000997	Prbg.g_01927	Syai.g_02900
OG0000998	Prbg.g_01929	Syai.g_02902
OG0000999	Prbg.g_01930	Syai.g_02903
OG0001000	Prbg.g_01933	Syai.g_02906
OG0001001	Prbg.g_01936	Syai.g_02911
OG0001002	Prbg.g_00758	Syai.g_02918
OG0001003	Prbg.g_00759	Syai.g_02919
OG0001004	Prbg.g_00760	Syai.g_02920
OG0001005	Prbg.g_00761	Syai.g_02921
OG0001006	Prbg.g_00765	Syai.g_02931
OG0001007	Prbg.g_00767	Syai.g_02933
OG0001008	Prbg.g_00157	Syai.g_02227
OG0001009	Prbg.g_00847	Syai.g_00034
OG0001010	Prbg.g_00846	Syai.g_00035
OG0001011	Prbg.g_00844	Syai.g_00037
OG0001012	Prbg.g_00830	Syai.g_02773
OG0001013	Prbg.g_00823	Syai.g_02750
OG0001014	Prbg.g_00820	Syai.g_02726
OG0001015	Prbg.g_00818	Syai.g_02725
OG0001016	Prbg.g_00796	Syai.g_02479
OG0001017	Prbg.g_00792	Syai.g_02485
OG0001018	Prbg.g_00790	Syai.g_02487
OG0001019	Prbg.g_00781	Syai.g_02508
OG0001020	Prbg.g_00780	Syai.g_02516
OG0001021	Prbg.g_00861	Syai.g_02523
OG0001022	Prbg.g_00864	Syai.g_02528
OG0001023	Prbg.g_00865	Syai.g_02529
OG0001024	Prbg.g_00869	Syai.g_02533
OG0001025	Prbg.g_00876	Syai.g_02540
OG0001026	Prbg.g_00885	Syai.g_02550
OG0001027	Prbg.g_00886	Syai.g_02555
OG0001028	Prbg.g_00888	Syai.g_02557
OG0001029	Prbg.g_00889	Syai.g_02559
OG0001030	Prbg.g_00905	Syai.g_02580
OG0001031	Prbg.g_00965	Syai.g_02656
OG0001032	Prbg.g_00966	Syai.g_02658
OG0001033	Prbg.g_00987	Syai.g_02685
OG0001034	Prbg.g_01018	Syai.g_00537
OG0001035	Prbg.g_01038	Syai.g_00295
OG0001036	Prbg.g_01042	Syai.g_00290
OG0001037	Prbg.g_01043	Syai.g_00288
OG0001038	Prbg.g_00057	Syai.g_00261
OG0001039	Prbg.g_00060	Syai.g_00258
OG0001040	Prbg.g_00062	Syai.g_00255
OG0001041	Prbg.g_00067	Syai.g_00250
OG0001042	Prbg.g_00084	Syai.g_00225
OG0001043	Prbg.g_00085	Syai.g_00221
OG0001044	Prbg.g_00116	Syai.g_00485
OG0001045	Prbg.g_00125	Syai.g_00498
OG0001046	Prbg.g_01602	Syai.g_01471
OG0001047	Prbg.g_00159	Syai.g_02225
OG0001048	Prbg.g_00160	Syai.g_02224
OG0001049	Prbg.g_00162	Syai.g_02215
OG0001050	Prbg.g_00163	Syai.g_02214
OG0001051	Prbg.g_00164	Syai.g_02213
OG0001052	Prbg.g_00190	Syai.g_00861
OG0001053	Prbg.g_00202	Syai.g_00641
OG0001054	Prbg.g_00217	Syai.g_00658
OG0001055	Prbg.g_00236	Syai.g_00679
OG0001056	Prbg.g_00253	Syai.g_00713
OG0001057	Prbg.g_00258	Syai.g_00721
OG0001058	Prbg.g_00267	Syai.g_00734
OG0001059	Prbg.g_00271	Syai.g_00738
OG0001060	Prbg.g_00277	Syai.g_00744
OG0001061	Prbg.g_00292	Syai.g_00765
OG0001062	Prbg.g_00294	Syai.g_00767
OG0001063	Prbg.g_00296	Syai.g_00774
OG0001064	Prbg.g_00297	Syai.g_00775
OG0001065	Prbg.g_00298	Syai.g_00776
OG0001066	Prbg.g_00299	Syai.g_00777
OG0001067	Prbg.g_00300	Syai.g_00778
OG0001068	Prbg.g_00301	Syai.g_00779
OG0001069	Prbg.g_00302	Syai.g_00780
OG0001070	Prbg.g_00306	Syai.g_00783
OG0001071	Prbg.g_00307	Syai.g_00784
OG0001072	Prbg.g_00309	Syai.g_00788
OG0001073	Prbg.g_00323	Syai.g_00807
OG0001074	Prbg.g_00335	Syai.g_01051
OG0001075	Prbg.g_00336	Syai.g_01053
OG0001076	Prbg.g_00343	Syai.g_01069
OG0001077	Prbg.g_00349	Syai.g_01081
OG0001078	Prbg.g_01421	Syai.g_01105
OG0001079	Prbg.g_01409	Syai.g_01118
OG0001080	Prbg.g_01403	Syai.g_01606
OG0001081	Prbg.g_01401	Syai.g_01222
OG0001082	Prbg.g_01400	Syai.g_01223
OG0001083	Prbg.g_01395	Syai.g_01230
OG0001084	Prbg.g_01394	Syai.g_01231
OG0001085	Prbg.g_01111	Syai.g_01241
OG0001086	Prbg.g_01112	Syai.g_01243
OG0001087	Prbg.g_01130	Syai.g_01953
OG0001088	Prbg.g_01131	Syai.g_01957
OG0001089	Prbg.g_01142	Syai.g_01996
OG0001090	Prbg.g_01152	Syai.g_01387
OG0001091	Prbg.g_01374	Syai.g_01389
OG0001092	Prbg.g_01373	Syai.g_01391
OG0001093	Prbg.g_01368	Syai.g_01397
OG0001094	Prbg.g_01375	Syai.g_01315
OG0001096	Prbg.g_01186	Syai.g_01371
OG0001097	Prbg.g_01206	Syai.g_02057
OG0001098	Prbg.g_01225	Syai.g_01603
OG0001099	Prbg.g_01067	Syai.g_02558
OG0001100	Prbg.g_01075	Syai.g_01253
OG0001101	Prbg.g_01078	Syai.g_01254
OG0001102	Prbg.g_01081	Syai.g_01257
OG0001103	Prbg.g_01083	Syai.g_01260
OG0001104	Prbg.g_01106	Syai.g_01300
OG0001105	Prbg.g_01110	Syai.g_01304
OG0001106	Prbg.g_01278	Syai.g_01517
OG0001107	Prbg.g_01285	Syai.g_01505
OG0001108	Prbg.g_01289	Syai.g_01496
OG0001109	Prbg.g_01290	Syai.g_01488
OG0001110	Prbg.g_01292	Syai.g_01486
OG0001111	Prbg.g_01293	Syai.g_01484
OG0001112	Prbg.g_01294	Syai.g_01482
OG0001113	Prbg.g_01295	Syai.g_01481
OG0001114	Prbg.g_01296	Syai.g_01480
OG0001115	Prbg.g_01298	Syai.g_01476
OG0001116	Prbg.g_01299	Syai.g_01474
OG0001117	Prbg.g_01300	Syai.g_01473
OG0001118	Prbg.g_01301	Syai.g_01472
OG0001119	Prbg.g_01302	Syai.g_01470
OG0001120	Prbg.g_01304	Syai.g_01466
OG0001122	Prbg.g_01324	Syai.g_01437
OG0001123	Prbg.g_01330	Syai.g_01430
