Orthogroup	Prbg	Prao
OG0000564	Prbg.g_00276	Prao.g_01177
OG0000565	Prbg.g_00278	Prao.g_01180
OG0000566	Prbg.g_00282	Prao.g_01182
OG0000567	Prbg.g_00286	Prao.g_01186
OG0000568	Prbg.g_00287	Prao.g_01187
OG0000569	Prbg.g_00288	Prao.g_01862
OG0000570	Prbg.g_00289	Prao.g_01863
OG0000571	Prbg.g_00291	Prao.g_01865
OG0000572	Prbg.g_00305	Prao.g_00025
OG0000573	Prbg.g_00311	Prao.g_00030
OG0000574	Prbg.g_00312	Prao.g_00031
OG0000575	Prbg.g_00316	Prao.g_00035
OG0000576	Prbg.g_00318	Prao.g_00037
OG0000577	Prbg.g_00319	Prao.g_00038
OG0000578	Prbg.g_00320	Prao.g_00039
OG0000579	Prbg.g_00321	Prao.g_00040
OG0000580	Prbg.g_00322	Prao.g_00041
OG0000581	Prbg.g_00325	Prao.g_00043
OG0000582	Prbg.g_00328	Prao.g_00046
OG0000583	Prbg.g_00329	Prao.g_00047
OG0000584	Prbg.g_00330	Prao.g_00048
OG0000585	Prbg.g_00332	Prao.g_00050
OG0000586	Prbg.g_00333	Prao.g_00051
OG0000587	Prbg.g_00334	Prao.g_00052
OG0000588	Prbg.g_00338	Prao.g_00056
OG0000589	Prbg.g_00340	Prao.g_00060
OG0000590	Prbg.g_00341	Prao.g_00061
OG0000591	Prbg.g_00345	Prao.g_00064
OG0000592	Prbg.g_00346	Prao.g_00065
OG0000593	Prbg.g_01425	Prao.g_00071
OG0000594	Prbg.g_01424	Prao.g_00072
OG0000595	Prbg.g_01423	Prao.g_00073
OG0000596	Prbg.g_01419	Prao.g_00077
OG0000597	Prbg.g_01416	Prao.g_00079
OG0000598	Prbg.g_01415	Prao.g_00080
OG0000599	Prbg.g_01412	Prao.g_00083
OG0000600	Prbg.g_01411	Prao.g_00084
OG0000601	Prbg.g_01410	Prao.g_00085
OG0000602	Prbg.g_01408	Prao.g_00087
OG0000603	Prbg.g_01407	Prao.g_00088
OG0000604	Prbg.g_01406	Prao.g_00089
OG0000605	Prbg.g_01405	Prao.g_00090
OG0000606	Prbg.g_01402	Prao.g_00093
OG0000607	Prbg.g_01399	Prao.g_00096
OG0000608	Prbg.g_01398	Prao.g_00097
OG0000609	Prbg.g_01397	Prao.g_00098
OG0000610	Prbg.g_01391	Prao.g_00103
OG0000611	Prbg.g_01388	Prao.g_00106
OG0000612	Prbg.g_01387	Prao.g_00107
OG0000613	Prbg.g_01114	Prao.g_00112
OG0000614	Prbg.g_01135	Prao.g_00130
OG0000615	Prbg.g_01146	Prao.g_00138
OG0000616	Prbg.g_01939	Prao.g_00142
OG0000617	Prbg.g_01371	Prao.g_00654
OG0000618	Prbg.g_01370	Prao.g_00655
OG0000619	Prbg.g_01369	Prao.g_00656
OG0000620	Prbg.g_01366	Prao.g_00659
OG0000621	Prbg.g_01365	Prao.g_00660
OG0000622	Prbg.g_01364	Prao.g_00661
OG0000623	Prbg.g_01363	Prao.g_00662
OG0000624	Prbg.g_01361	Prao.g_00663
OG0000625	Prbg.g_01360	Prao.g_00664
OG0000626	Prbg.g_01359	Prao.g_00665
OG0000627	Prbg.g_01358	Prao.g_00666
OG0000628	Prbg.g_01357	Prao.g_00667
OG0000629	Prbg.g_01356	Prao.g_00668
OG0000630	Prbg.g_01353	Prao.g_00671
OG0000631	Prbg.g_01260	Prao.g_00732
OG0000632	Prbg.g_01261	Prao.g_00733
OG0000633	Prbg.g_01262	Prao.g_00734
OG0000634	Prbg.g_01155	Prao.g_00737
OG0000635	Prbg.g_01156	Prao.g_00738
OG0000636	Prbg.g_01158	Prao.g_00740
OG0000637	Prbg.g_01160	Prao.g_00742
OG0000638	Prbg.g_01161	Prao.g_00743
OG0000639	Prbg.g_01162	Prao.g_00744
OG0000640	Prbg.g_01163	Prao.g_00745
OG0000641	Prbg.g_01167	Prao.g_00749
OG0000642	Prbg.g_01168	Prao.g_00750
OG0000643	Prbg.g_01169	Prao.g_00751
OG0000644	Prbg.g_01170	Prao.g_00752
OG0000645	Prbg.g_01171	Prao.g_00753
OG0000646	Prbg.g_01173	Prao.g_00755
OG0000647	Prbg.g_01175	Prao.g_00756
OG0000648	Prbg.g_01177	Prao.g_00758
OG0000649	Prbg.g_01178	Prao.g_00759
OG0000650	Prbg.g_01179	Prao.g_00760
OG0000651	Prbg.g_01180	Prao.g_00761
OG0000652	Prbg.g_01181	Prao.g_00762
OG0000653	Prbg.g_01183	Prao.g_00764
OG0000654	Prbg.g_01184	Prao.g_00765
OG0000655	Prbg.g_01185	Prao.g_00766
OG0000656	Prbg.g_01188	Prao.g_00769
OG0000657	Prbg.g_01196	Prao.g_00777
OG0000658	Prbg.g_01198	Prao.g_00778
OG0000659	Prbg.g_01199	Prao.g_00779
OG0000660	Prbg.g_01203	Prao.g_00783
OG0000661	Prbg.g_01205	Prao.g_00785
OG0000662	Prbg.g_01207	Prao.g_00787
OG0000663	Prbg.g_01209	Prao.g_00789
OG0000664	Prbg.g_01210	Prao.g_00790
OG0000665	Prbg.g_01216	Prao.g_00794
OG0000666	Prbg.g_01217	Prao.g_00795
OG0000667	Prbg.g_01221	Prao.g_00799
OG0000668	Prbg.g_01062	Prao.g_00829
OG0000669	Prbg.g_01073	Prao.g_00837
OG0000670	Prbg.g_01076	Prao.g_00839
OG0000671	Prbg.g_01079	Prao.g_00841
OG0000672	Prbg.g_01082	Prao.g_00843
OG0000673	Prbg.g_01085	Prao.g_00846
OG0000674	Prbg.g_01087	Prao.g_00848
OG0000675	Prbg.g_01088	Prao.g_00849
OG0000676	Prbg.g_01090	Prao.g_00851
OG0000677	Prbg.g_01091	Prao.g_00852
OG0000678	Prbg.g_01093	Prao.g_00854
OG0000679	Prbg.g_01097	Prao.g_00858
OG0000680	Prbg.g_01098	Prao.g_00859
OG0000681	Prbg.g_01101	Prao.g_00861
OG0000682	Prbg.g_01102	Prao.g_00862
OG0000683	Prbg.g_01103	Prao.g_00863
OG0000684	Prbg.g_01105	Prao.g_00864
OG0000685	Prbg.g_01107	Prao.g_00866
OG0000686	Prbg.g_01108	Prao.g_00867
OG0000687	Prbg.g_01109	Prao.g_00868
OG0000688	Prbg.g_01383	Prao.g_00871
OG0000689	Prbg.g_01382	Prao.g_00872
OG0000690	Prbg.g_01381	Prao.g_00873
OG0000691	Prbg.g_01380	Prao.g_00874
OG0000692	Prbg.g_01378	Prao.g_00876
OG0000693	Prbg.g_01377	Prao.g_00877
OG0000694	Prbg.g_01376	Prao.g_00878
OG0000695	Prbg.g_01264	Prao.g_00880
OG0000696	Prbg.g_01265	Prao.g_00881
OG0000697	Prbg.g_01266	Prao.g_00882
OG0000698	Prbg.g_01269	Prao.g_00885
OG0000699	Prbg.g_01270	Prao.g_00886
OG0000700	Prbg.g_01271	Prao.g_00887
OG0000701	Prbg.g_01272	Prao.g_00888
OG0000702	Prbg.g_01274	Prao.g_00890
OG0000703	Prbg.g_01275	Prao.g_00891
OG0000704	Prbg.g_01277	Prao.g_00892
OG0000705	Prbg.g_01280	Prao.g_00896
OG0000706	Prbg.g_01281	Prao.g_00897
OG0000707	Prbg.g_01282	Prao.g_00898
OG0000708	Prbg.g_01284	Prao.g_00899
OG0000709	Prbg.g_01288	Prao.g_00903
OG0000710	Prbg.g_01291	Prao.g_00906
OG0000711	Prbg.g_01309	Prao.g_00923
OG0000712	Prbg.g_01310	Prao.g_00925
OG0000713	Prbg.g_01311	Prao.g_00926
OG0000714	Prbg.g_01312	Prao.g_00927
OG0000715	Prbg.g_01314	Prao.g_00929
OG0000716	Prbg.g_01316	Prao.g_00931
OG0000717	Prbg.g_01317	Prao.g_00932
OG0000718	Prbg.g_01321	Prao.g_00943
OG0000719	Prbg.g_01323	Prao.g_00945
OG0000720	Prbg.g_01335	Prao.g_00954
OG0000721	Prbg.g_01339	Prao.g_00956
OG0000722	Prbg.g_01340	Prao.g_00957
OG0000723	Prbg.g_01344	Prao.g_00960
OG0000724	Prbg.g_01239	Prao.g_00969
OG0000725	Prbg.g_01233	Prao.g_00975
OG0000726	Prbg.g_01232	Prao.g_00976
OG0000727	Prbg.g_01231	Prao.g_00977
OG0000728	Prbg.g_01229	Prao.g_00979
OG0000729	Prbg.g_00455	Prao.g_01027
OG0000730	Prbg.g_01528	Prao.g_01156
OG0000731	Prbg.g_00123	Prao.g_01152
OG0000732	Prbg.g_01890	Prao.g_01143
OG0000733	Prbg.g_00750	Prao.g_01121
OG0000734	Prbg.g_01502	Prao.g_01104
OG0000735	Prbg.g_01500	Prao.g_01102
OG0000736	Prbg.g_01499	Prao.g_01101
OG0000737	Prbg.g_01498	Prao.g_01100
OG0000738	Prbg.g_01494	Prao.g_01096
OG0000739	Prbg.g_01493	Prao.g_01095
OG0000740	Prbg.g_01492	Prao.g_01094
OG0000741	Prbg.g_01490	Prao.g_01093
OG0000742	Prbg.g_01487	Prao.g_01090
OG0000743	Prbg.g_01485	Prao.g_01088
OG0000744	Prbg.g_01484	Prao.g_01087
OG0000745	Prbg.g_01483	Prao.g_01086
OG0000746	Prbg.g_01481	Prao.g_01084
OG0000747	Prbg.g_01480	Prao.g_01083
OG0000748	Prbg.g_01476	Prao.g_01080
OG0000749	Prbg.g_01475	Prao.g_01079
OG0000750	Prbg.g_01474	Prao.g_01078
OG0000751	Prbg.g_01471	Prao.g_01076
OG0000752	Prbg.g_01469	Prao.g_01074
OG0000753	Prbg.g_01467	Prao.g_01071
OG0000754	Prbg.g_01464	Prao.g_01068
OG0000755	Prbg.g_01458	Prao.g_01065
OG0000756	Prbg.g_01457	Prao.g_01064
OG0000757	Prbg.g_01450	Prao.g_01058
OG0000758	Prbg.g_01449	Prao.g_01057
OG0000759	Prbg.g_01448	Prao.g_01056
OG0000760	Prbg.g_01447	Prao.g_01055
OG0000761	Prbg.g_01446	Prao.g_01054
OG0000762	Prbg.g_01445	Prao.g_01053
OG0000763	Prbg.g_01443	Prao.g_01051
OG0000764	Prbg.g_01442	Prao.g_01050
OG0000765	Prbg.g_01434	Prao.g_01041
OG0000766	Prbg.g_01433	Prao.g_01040
OG0000767	Prbg.g_01431	Prao.g_01038
OG0000768	Prbg.g_01430	Prao.g_01037
OG0000769	Prbg.g_01428	Prao.g_01035
OG0000770	Prbg.g_00351	Prao.g_01033
OG0000771	Prbg.g_00687	Prao.g_00014
OG0000772	Prbg.g_01576	Prao.g_01305
OG0000773	Prbg.g_00468	Prao.g_01285
OG0000774	Prbg.g_00470	Prao.g_01283
OG0000775	Prbg.g_00472	Prao.g_01281
OG0000776	Prbg.g_00473	Prao.g_01280
OG0000777	Prbg.g_00474	Prao.g_01279
OG0000778	Prbg.g_00475	Prao.g_01278
OG0000779	Prbg.g_00479	Prao.g_01274
OG0000780	Prbg.g_00480	Prao.g_01273
OG0000781	Prbg.g_00484	Prao.g_01270
OG0000782	Prbg.g_00485	Prao.g_01269
OG0000783	Prbg.g_00486	Prao.g_01268
OG0000784	Prbg.g_00487	Prao.g_01267
OG0000785	Prbg.g_00489	Prao.g_01265
OG0000786	Prbg.g_00492	Prao.g_01263
OG0000787	Prbg.g_00493	Prao.g_01262
OG0000788	Prbg.g_00218	Prao.g_01252
OG0000789	Prbg.g_00690	Prao.g_01249
OG0000790	Prbg.g_00534	Prao.g_01234
OG0000791	Prbg.g_00536	Prao.g_01232
OG0000792	Prbg.g_00537	Prao.g_01231
OG0000793	Prbg.g_00540	Prao.g_01228
OG0000794	Prbg.g_00541	Prao.g_01227
OG0000795	Prbg.g_00542	Prao.g_01226
OG0000796	Prbg.g_00546	Prao.g_01222
OG0000797	Prbg.g_00547	Prao.g_01221
OG0000799	Prbg.g_00574	Prao.g_01379
OG0000800	Prbg.g_00575	Prao.g_01380
OG0000801	Prbg.g_00576	Prao.g_01381
OG0000802	Prbg.g_00578	Prao.g_01383
OG0000803	Prbg.g_00580	Prao.g_01385
OG0000804	Prbg.g_00581	Prao.g_01386
OG0000805	Prbg.g_00583	Prao.g_01388
OG0000806	Prbg.g_00585	Prao.g_01390
OG0000807	Prbg.g_00586	Prao.g_01391
OG0000808	Prbg.g_00587	Prao.g_01392
OG0000809	Prbg.g_00589	Prao.g_01395
OG0000810	Prbg.g_00590	Prao.g_01396
OG0000811	Prbg.g_00594	Prao.g_01400
OG0000812	Prbg.g_00596	Prao.g_01402
OG0000813	Prbg.g_00597	Prao.g_01403
OG0000814	Prbg.g_00599	Prao.g_01405
OG0000815	Prbg.g_00600	Prao.g_01406
OG0000816	Prbg.g_00602	Prao.g_01408
OG0000817	Prbg.g_00603	Prao.g_01409
OG0000818	Prbg.g_00608	Prao.g_01414
OG0000819	Prbg.g_00609	Prao.g_01415
OG0000820	Prbg.g_00610	Prao.g_01416
OG0000821	Prbg.g_00614	Prao.g_01419
OG0000822	Prbg.g_00615	Prao.g_01420
OG0000823	Prbg.g_00616	Prao.g_01421
OG0000824	Prbg.g_00619	Prao.g_01424
OG0000825	Prbg.g_00620	Prao.g_01425
OG0000826	Prbg.g_00621	Prao.g_01426
OG0000827	Prbg.g_00622	Prao.g_01427
OG0000828	Prbg.g_00625	Prao.g_01430
OG0000829	Prbg.g_00626	Prao.g_01431
OG0000830	Prbg.g_00627	Prao.g_01432
OG0000831	Prbg.g_00629	Prao.g_01434
OG0000832	Prbg.g_00639	Prao.g_01440
OG0000833	Prbg.g_00648	Prao.g_01448
OG0000834	Prbg.g_00649	Prao.g_01449
OG0000835	Prbg.g_00650	Prao.g_01450
OG0000836	Prbg.g_00651	Prao.g_01451
OG0000837	Prbg.g_00652	Prao.g_01452
OG0000838	Prbg.g_00654	Prao.g_01454
OG0000839	Prbg.g_00655	Prao.g_01455
OG0000840	Prbg.g_00656	Prao.g_01456
OG0000841	Prbg.g_00657	Prao.g_01457
OG0000842	Prbg.g_00658	Prao.g_01458
OG0000843	Prbg.g_00659	Prao.g_01459
OG0000844	Prbg.g_00660	Prao.g_01460
OG0000845	Prbg.g_00661	Prao.g_01461
OG0000846	Prbg.g_00662	Prao.g_01462
OG0000847	Prbg.g_00663	Prao.g_01463
OG0000848	Prbg.g_00664	Prao.g_01464
OG0000849	Prbg.g_00665	Prao.g_01465
OG0000850	Prbg.g_00667	Prao.g_01467
OG0000851	Prbg.g_00668	Prao.g_01468
OG0000852	Prbg.g_00669	Prao.g_01469
OG0000853	Prbg.g_00675	Prao.g_01473
OG0000854	Prbg.g_00677	Prao.g_01475
OG0000855	Prbg.g_00678	Prao.g_01476
OG0000856	Prbg.g_00348	Prao.g_01491
OG0000857	Prbg.g_01174	Prao.g_01519
OG0000858	Prbg.g_01643	Prao.g_01546
OG0000859	Prbg.g_01644	Prao.g_01547
OG0000860	Prbg.g_01652	Prao.g_01554
OG0000861	Prbg.g_01653	Prao.g_01555
OG0000862	Prbg.g_01654	Prao.g_01556
OG0000863	Prbg.g_01656	Prao.g_01558
OG0000864	Prbg.g_01657	Prao.g_01559
OG0000865	Prbg.g_01658	Prao.g_01560
OG0000866	Prbg.g_01659	Prao.g_01561
OG0000867	Prbg.g_01660	Prao.g_01562
OG0000868	Prbg.g_01662	Prao.g_01563
OG0000869	Prbg.g_01665	Prao.g_01567
OG0000870	Prbg.g_01670	Prao.g_01572
OG0000871	Prbg.g_01671	Prao.g_01573
OG0000872	Prbg.g_01672	Prao.g_01574
OG0000873	Prbg.g_01675	Prao.g_01577
OG0000874	Prbg.g_01678	Prao.g_01580
OG0000875	Prbg.g_01679	Prao.g_01581
OG0000876	Prbg.g_01680	Prao.g_01582
OG0000877	Prbg.g_01682	Prao.g_01584
OG0000878	Prbg.g_01683	Prao.g_01585
OG0000879	Prbg.g_01684	Prao.g_01586
OG0000880	Prbg.g_01685	Prao.g_01587
OG0000881	Prbg.g_01689	Prao.g_01591
OG0000882	Prbg.g_01694	Prao.g_01596
OG0000883	Prbg.g_01696	Prao.g_01597
OG0000884	Prbg.g_01698	Prao.g_01599
OG0000885	Prbg.g_01699	Prao.g_01600
OG0000886	Prbg.g_01700	Prao.g_01601
OG0000887	Prbg.g_01701	Prao.g_01602
OG0000888	Prbg.g_01703	Prao.g_01604
OG0000889	Prbg.g_01705	Prao.g_01606
OG0000890	Prbg.g_01706	Prao.g_01607
OG0000891	Prbg.g_01707	Prao.g_01608
OG0000892	Prbg.g_01709	Prao.g_01610
OG0000893	Prbg.g_01713	Prao.g_01615
OG0000894	Prbg.g_01716	Prao.g_01617
OG0000895	Prbg.g_01720	Prao.g_01620
OG0000896	Prbg.g_01721	Prao.g_01621
OG0000897	Prbg.g_01723	Prao.g_01623
OG0000898	Prbg.g_01724	Prao.g_01624
OG0000899	Prbg.g_01725	Prao.g_01625
OG0000900	Prbg.g_01726	Prao.g_01626
OG0000901	Prbg.g_01729	Prao.g_01629
OG0000902	Prbg.g_01731	Prao.g_01631
OG0000903	Prbg.g_01735	Prao.g_01634
OG0000904	Prbg.g_01739	Prao.g_01636
OG0000905	Prbg.g_01733	Prao.g_01641
OG0000906	Prbg.g_01732	Prao.g_01642
OG0000907	Prbg.g_01742	Prao.g_01645
OG0000908	Prbg.g_01745	Prao.g_01648
OG0000909	Prbg.g_01746	Prao.g_01649
OG0000910	Prbg.g_01747	Prao.g_01650
OG0000911	Prbg.g_01749	Prao.g_01652
OG0000912	Prbg.g_01750	Prao.g_01653
OG0000913	Prbg.g_01751	Prao.g_01654
OG0000914	Prbg.g_01752	Prao.g_01655
OG0000915	Prbg.g_01753	Prao.g_01656
OG0000916	Prbg.g_01754	Prao.g_01657
OG0000917	Prbg.g_01755	Prao.g_01658
OG0000918	Prbg.g_01756	Prao.g_01659
OG0000919	Prbg.g_01757	Prao.g_01660
OG0000920	Prbg.g_01758	Prao.g_01661
OG0000921	Prbg.g_01759	Prao.g_01662
OG0000922	Prbg.g_01760	Prao.g_01663
OG0000923	Prbg.g_01764	Prao.g_01667
OG0000924	Prbg.g_01765	Prao.g_01668
OG0000925	Prbg.g_01766	Prao.g_01669
OG0000926	Prbg.g_01767	Prao.g_01670
OG0000927	Prbg.g_01769	Prao.g_01672
OG0000928	Prbg.g_01770	Prao.g_01673
OG0000929	Prbg.g_01771	Prao.g_01674
OG0000930	Prbg.g_01772	Prao.g_01675
OG0000931	Prbg.g_01773	Prao.g_01676
OG0000932	Prbg.g_01774	Prao.g_01677
OG0000933	Prbg.g_01778	Prao.g_01681
OG0000934	Prbg.g_01780	Prao.g_01683
OG0000935	Prbg.g_01781	Prao.g_01684
OG0000936	Prbg.g_01782	Prao.g_01685
OG0000937	Prbg.g_01783	Prao.g_01686
OG0000938	Prbg.g_01786	Prao.g_01688
OG0000939	Prbg.g_01787	Prao.g_01689
OG0000940	Prbg.g_01794	Prao.g_01696
OG0000941	Prbg.g_01796	Prao.g_01698
OG0000942	Prbg.g_01798	Prao.g_01700
OG0000943	Prbg.g_01799	Prao.g_01701
OG0000944	Prbg.g_01801	Prao.g_01702
OG0000945	Prbg.g_01802	Prao.g_01703
OG0000946	Prbg.g_01807	Prao.g_01707
OG0000947	Prbg.g_01809	Prao.g_01709
OG0000948	Prbg.g_01810	Prao.g_01710
OG0000949	Prbg.g_01813	Prao.g_01713
OG0000950	Prbg.g_01820	Prao.g_01718
OG0000951	Prbg.g_01824	Prao.g_01722
OG0000952	Prbg.g_01828	Prao.g_01726
OG0000953	Prbg.g_01832	Prao.g_01729
OG0000954	Prbg.g_01836	Prao.g_01733
OG0000955	Prbg.g_01837	Prao.g_01734
OG0000956	Prbg.g_01839	Prao.g_01736
OG0000957	Prbg.g_01845	Prao.g_01741
OG0000958	Prbg.g_01846	Prao.g_01742
OG0000959	Prbg.g_01850	Prao.g_01746
OG0000960	Prbg.g_01851	Prao.g_01747
OG0000961	Prbg.g_01854	Prao.g_01749
OG0000962	Prbg.g_01856	Prao.g_01751
OG0000963	Prbg.g_01860	Prao.g_01755
OG0000964	Prbg.g_01861	Prao.g_01756
OG0000965	Prbg.g_01862	Prao.g_01757
OG0000966	Prbg.g_01868	Prao.g_01764
OG0000967	Prbg.g_01872	Prao.g_01769
OG0000968	Prbg.g_01874	Prao.g_01771
OG0000969	Prbg.g_01875	Prao.g_01772
OG0000970	Prbg.g_01876	Prao.g_01773
OG0000971	Prbg.g_01877	Prao.g_01774
OG0000972	Prbg.g_01878	Prao.g_01775
OG0000973	Prbg.g_01879	Prao.g_01776
OG0000974	Prbg.g_01880	Prao.g_01777
OG0000975	Prbg.g_01881	Prao.g_01778
OG0000976	Prbg.g_01882	Prao.g_01779
OG0000977	Prbg.g_01883	Prao.g_01780
OG0000978	Prbg.g_01884	Prao.g_01781
OG0000979	Prbg.g_01887	Prao.g_01784
OG0000980	Prbg.g_01889	Prao.g_01786
OG0000981	Prbg.g_01892	Prao.g_01788
OG0000982	Prbg.g_01894	Prao.g_01790
OG0000983	Prbg.g_01895	Prao.g_01791
OG0000984	Prbg.g_01896	Prao.g_01792
OG0000985	Prbg.g_01899	Prao.g_01795
OG0000986	Prbg.g_01901	Prao.g_01797
OG0000987	Prbg.g_01902	Prao.g_01798
OG0000988	Prbg.g_01905	Prao.g_01801
OG0000989	Prbg.g_01909	Prao.g_01805
OG0000990	Prbg.g_01913	Prao.g_01808
OG0000991	Prbg.g_01914	Prao.g_01809
OG0000992	Prbg.g_01917	Prao.g_01811
OG0000993	Prbg.g_01918	Prao.g_01812
OG0000994	Prbg.g_01919	Prao.g_01813
OG0000995	Prbg.g_01923	Prao.g_01817
OG0000996	Prbg.g_01924	Prao.g_01818
OG0000997	Prbg.g_01927	Prao.g_01819
OG0000998	Prbg.g_01929	Prao.g_01821
OG0000999	Prbg.g_01930	Prao.g_01822
OG0001000	Prbg.g_01933	Prao.g_01825
OG0001001	Prbg.g_01936	Prao.g_01827
OG0001002	Prbg.g_00758	Prao.g_01831
OG0001003	Prbg.g_00759	Prao.g_01833
OG0001004	Prbg.g_00760	Prao.g_01834
OG0001005	Prbg.g_00761	Prao.g_01835
OG0001006	Prbg.g_00765	Prao.g_01839
OG0001007	Prbg.g_00767	Prao.g_01841
OG0001008	Prbg.g_00157	Prao.g_00541
OG0001009	Prbg.g_00847	Prao.g_00174
OG0001010	Prbg.g_00846	Prao.g_00175
OG0001011	Prbg.g_00844	Prao.g_00176
OG0001012	Prbg.g_00830	Prao.g_00189
OG0001013	Prbg.g_00823	Prao.g_00194
OG0001014	Prbg.g_00820	Prao.g_00197
OG0001015	Prbg.g_00818	Prao.g_00198
OG0001016	Prbg.g_00796	Prao.g_00212
OG0001017	Prbg.g_00792	Prao.g_00216
OG0001018	Prbg.g_00790	Prao.g_00219
OG0001019	Prbg.g_00781	Prao.g_00228
OG0001020	Prbg.g_00780	Prao.g_00229
OG0001021	Prbg.g_00861	Prao.g_00230
OG0001022	Prbg.g_00864	Prao.g_00233
OG0001023	Prbg.g_00865	Prao.g_00234
OG0001024	Prbg.g_00869	Prao.g_00237
OG0001025	Prbg.g_00876	Prao.g_00243
OG0001026	Prbg.g_00885	Prao.g_00249
OG0001027	Prbg.g_00886	Prao.g_00250
OG0001028	Prbg.g_00888	Prao.g_00252
OG0001029	Prbg.g_00889	Prao.g_00254
OG0001030	Prbg.g_00905	Prao.g_00269
OG0001031	Prbg.g_00965	Prao.g_00324
OG0001032	Prbg.g_00966	Prao.g_00325
OG0001033	Prbg.g_00987	Prao.g_00346
OG0001034	Prbg.g_01018	Prao.g_00374
OG0001035	Prbg.g_01038	Prao.g_00392
OG0001036	Prbg.g_01042	Prao.g_00397
OG0001037	Prbg.g_01043	Prao.g_00398
OG0001038	Prbg.g_00057	Prao.g_00415
OG0001039	Prbg.g_00060	Prao.g_00418
OG0001040	Prbg.g_00062	Prao.g_00420
OG0001041	Prbg.g_00067	Prao.g_00424
OG0001042	Prbg.g_00084	Prao.g_00441
OG0001043	Prbg.g_00085	Prao.g_00442
OG0001044	Prbg.g_00116	Prao.g_00469
OG0001045	Prbg.g_00125	Prao.g_00477
OG0001046	Prbg.g_01602	Prao.g_00513
OG0001047	Prbg.g_00159	Prao.g_00543
OG0001048	Prbg.g_00160	Prao.g_00544
OG0001049	Prbg.g_00162	Prao.g_00546
OG0001050	Prbg.g_00163	Prao.g_00547
OG0001051	Prbg.g_00164	Prao.g_00548
OG0001052	Prbg.g_00190	Prao.g_00577
OG0001053	Prbg.g_00202	Prao.g_00589
OG0001054	Prbg.g_00217	Prao.g_00604
OG0001055	Prbg.g_00236	Prao.g_00623
OG0001056	Prbg.g_00253	Prao.g_01855
OG0001057	Prbg.g_00258	Prao.g_01160
OG0001058	Prbg.g_00267	Prao.g_01168
OG0001059	Prbg.g_00271	Prao.g_01172
OG0001060	Prbg.g_00277	Prao.g_01179
OG0001061	Prbg.g_00292	Prao.g_01866
OG0001062	Prbg.g_00294	Prao.g_01868
OG0001063	Prbg.g_00296	Prao.g_01870
OG0001064	Prbg.g_00297	Prao.g_00018
OG0001065	Prbg.g_00298	Prao.g_00019
OG0001066	Prbg.g_00299	Prao.g_00020
OG0001067	Prbg.g_00300	Prao.g_00021
OG0001068	Prbg.g_00301	Prao.g_00022
OG0001069	Prbg.g_00302	Prao.g_00023
OG0001070	Prbg.g_00306	Prao.g_00026
OG0001071	Prbg.g_00307	Prao.g_00027
OG0001072	Prbg.g_00309	Prao.g_00028
OG0001073	Prbg.g_00323	Prao.g_00042
OG0001074	Prbg.g_00335	Prao.g_00053
OG0001075	Prbg.g_00336	Prao.g_00054
OG0001076	Prbg.g_00343	Prao.g_00063
OG0001077	Prbg.g_00349	Prao.g_00067
OG0001078	Prbg.g_01421	Prao.g_00075
OG0001079	Prbg.g_01409	Prao.g_00086
OG0001080	Prbg.g_01403	Prao.g_00092
OG0001081	Prbg.g_01401	Prao.g_00094
OG0001082	Prbg.g_01400	Prao.g_00095
OG0001083	Prbg.g_01395	Prao.g_00100
OG0001084	Prbg.g_01394	Prao.g_00101
OG0001085	Prbg.g_01111	Prao.g_00109
OG0001086	Prbg.g_01112	Prao.g_00110
OG0001087	Prbg.g_01130	Prao.g_00126
OG0001088	Prbg.g_01131	Prao.g_00127
OG0001089	Prbg.g_01142	Prao.g_00135
OG0001090	Prbg.g_01152	Prao.g_00649
OG0001091	Prbg.g_01374	Prao.g_00651
OG0001092	Prbg.g_01373	Prao.g_00652
OG0001093	Prbg.g_01368	Prao.g_00657
OG0001094	Prbg.g_01375	Prao.g_00735
OG0001095	Prbg.g_01172	Prao.g_00754
OG0001096	Prbg.g_01186	Prao.g_00767
OG0001097	Prbg.g_01206	Prao.g_00786
OG0001098	Prbg.g_01225	Prao.g_00801
OG0001099	Prbg.g_01067	Prao.g_00834
OG0001100	Prbg.g_01075	Prao.g_00838
OG0001101	Prbg.g_01078	Prao.g_00840
OG0001102	Prbg.g_01081	Prao.g_00842
OG0001103	Prbg.g_01083	Prao.g_00844
OG0001104	Prbg.g_01106	Prao.g_00865
OG0001105	Prbg.g_01110	Prao.g_00869
OG0001106	Prbg.g_01278	Prao.g_00893
OG0001107	Prbg.g_01285	Prao.g_00900
OG0001108	Prbg.g_01289	Prao.g_00904
OG0001109	Prbg.g_01290	Prao.g_00905
OG0001110	Prbg.g_01292	Prao.g_00907
OG0001111	Prbg.g_01293	Prao.g_00908
OG0001112	Prbg.g_01294	Prao.g_00909
OG0001113	Prbg.g_01295	Prao.g_00910
OG0001114	Prbg.g_01296	Prao.g_00911
OG0001115	Prbg.g_01298	Prao.g_00913
OG0001116	Prbg.g_01299	Prao.g_00914
OG0001117	Prbg.g_01300	Prao.g_00915
OG0001118	Prbg.g_01301	Prao.g_00916
OG0001119	Prbg.g_01302	Prao.g_00917
OG0001120	Prbg.g_01304	Prao.g_00919
OG0001122	Prbg.g_01324	Prao.g_00946
OG0001123	Prbg.g_01330	Prao.g_00950
OG0001124	Prbg.g_01332	Prao.g_00952
