Orthogroup	Prbg	Syah
OG0000564	Prbg.g_00276	Syah.g_01100
OG0000565	Prbg.g_00278	Syah.g_01104
OG0000566	Prbg.g_00282	Syah.g_01108
OG0000567	Prbg.g_00286	Syah.g_01112
OG0000568	Prbg.g_00287	Syah.g_01116
OG0000569	Prbg.g_00288	Syah.g_01117
OG0000570	Prbg.g_00289	Syah.g_01118
OG0000571	Prbg.g_00291	Syah.g_01122
OG0000572	Prbg.g_00305	Syah.g_01137
OG0000573	Prbg.g_00311	Syah.g_01146
OG0000574	Prbg.g_00312	Syah.g_01147
OG0000575	Prbg.g_00316	Syah.g_01151
OG0000576	Prbg.g_00318	Syah.g_01153
OG0000577	Prbg.g_00319	Syah.g_01154
OG0000578	Prbg.g_00320	Syah.g_01155
OG0000579	Prbg.g_00321	Syah.g_01156
OG0000580	Prbg.g_00322	Syah.g_01157
OG0000581	Prbg.g_00325	Syah.g_01163
OG0000582	Prbg.g_00328	Syah.g_01979
OG0000583	Prbg.g_00329	Syah.g_01978
OG0000584	Prbg.g_00330	Syah.g_01977
OG0000585	Prbg.g_00332	Syah.g_01975
OG0000586	Prbg.g_00333	Syah.g_01974
OG0000587	Prbg.g_00334	Syah.g_01972
OG0000588	Prbg.g_00338	Syah.g_01966
OG0000589	Prbg.g_00340	Syah.g_01962
OG0000590	Prbg.g_00341	Syah.g_01961
OG0000591	Prbg.g_00345	Syah.g_01954
OG0000592	Prbg.g_00346	Syah.g_01953
OG0000593	Prbg.g_01425	Syah.g_01939
OG0000594	Prbg.g_01424	Syah.g_01938
OG0000595	Prbg.g_01423	Syah.g_01937
OG0000596	Prbg.g_01419	Syah.g_01932
OG0000597	Prbg.g_01416	Syah.g_01929
OG0000598	Prbg.g_01415	Syah.g_01928
OG0000599	Prbg.g_01412	Syah.g_01925
OG0000600	Prbg.g_01411	Syah.g_01924
OG0000601	Prbg.g_01410	Syah.g_01923
OG0000602	Prbg.g_01408	Syah.g_01917
OG0000603	Prbg.g_01407	Syah.g_01916
OG0000604	Prbg.g_01406	Syah.g_01913
OG0000605	Prbg.g_01405	Syah.g_01825
OG0000606	Prbg.g_01402	Syah.g_01485
OG0000607	Prbg.g_01399	Syah.g_01489
OG0000608	Prbg.g_01398	Syah.g_01490
OG0000609	Prbg.g_01397	Syah.g_01492
OG0000610	Prbg.g_01391	Syah.g_01499
OG0000611	Prbg.g_01388	Syah.g_01502
OG0000612	Prbg.g_01387	Syah.g_01503
OG0000613	Prbg.g_01114	Syah.g_00147
OG0000614	Prbg.g_01135	Syah.g_02004
OG0000615	Prbg.g_01146	Syah.g_01814
OG0000616	Prbg.g_01939	Syah.g_00389
OG0000617	Prbg.g_01371	Syah.g_01722
OG0000618	Prbg.g_01370	Syah.g_01721
OG0000619	Prbg.g_01369	Syah.g_01720
OG0000620	Prbg.g_01366	Syah.g_01713
OG0000621	Prbg.g_01365	Syah.g_01712
OG0000622	Prbg.g_01364	Syah.g_01711
OG0000623	Prbg.g_01363	Syah.g_01710
OG0000624	Prbg.g_01361	Syah.g_01708
OG0000625	Prbg.g_01360	Syah.g_01707
OG0000626	Prbg.g_01359	Syah.g_01706
OG0000627	Prbg.g_01358	Syah.g_01569
OG0000628	Prbg.g_01357	Syah.g_01570
OG0000629	Prbg.g_01356	Syah.g_01573
OG0000630	Prbg.g_01353	Syah.g_01577
OG0000631	Prbg.g_01260	Syah.g_01582
OG0000632	Prbg.g_01261	Syah.g_01583
OG0000633	Prbg.g_01262	Syah.g_01584
OG0000634	Prbg.g_01155	Syah.g_01783
OG0000635	Prbg.g_01156	Syah.g_01782
OG0000636	Prbg.g_01158	Syah.g_01780
OG0000637	Prbg.g_01160	Syah.g_01778
OG0000638	Prbg.g_01161	Syah.g_01777
OG0000639	Prbg.g_01162	Syah.g_01776
OG0000640	Prbg.g_01163	Syah.g_01775
OG0000641	Prbg.g_01167	Syah.g_01771
OG0000642	Prbg.g_01168	Syah.g_01770
OG0000643	Prbg.g_01169	Syah.g_01768
OG0000644	Prbg.g_01170	Syah.g_01767
OG0000645	Prbg.g_01171	Syah.g_01765
OG0000646	Prbg.g_01173	Syah.g_01762
OG0000647	Prbg.g_01175	Syah.g_01760
OG0000648	Prbg.g_01177	Syah.g_01757
OG0000649	Prbg.g_01178	Syah.g_01756
OG0000650	Prbg.g_01179	Syah.g_01755
OG0000651	Prbg.g_01180	Syah.g_01754
OG0000652	Prbg.g_01181	Syah.g_01753
OG0000653	Prbg.g_01183	Syah.g_01751
OG0000654	Prbg.g_01184	Syah.g_01750
OG0000655	Prbg.g_01185	Syah.g_01749
OG0000656	Prbg.g_01188	Syah.g_01746
OG0000657	Prbg.g_01196	Syah.g_02083
OG0000658	Prbg.g_01198	Syah.g_02086
OG0000659	Prbg.g_01199	Syah.g_02087
OG0000660	Prbg.g_01203	Syah.g_02091
OG0000661	Prbg.g_01205	Syah.g_02093
OG0000662	Prbg.g_01207	Syah.g_02095
OG0000663	Prbg.g_01209	Syah.g_02098
OG0000664	Prbg.g_01210	Syah.g_02099
OG0000665	Prbg.g_01216	Syah.g_01895
OG0000666	Prbg.g_01217	Syah.g_01826
OG0000667	Prbg.g_01221	Syah.g_00714
OG0000668	Prbg.g_01062	Syah.g_01680
OG0000669	Prbg.g_01073	Syah.g_01520
OG0000670	Prbg.g_01076	Syah.g_02352
OG0000671	Prbg.g_01079	Syah.g_01524
OG0000672	Prbg.g_01082	Syah.g_01527
OG0000673	Prbg.g_01085	Syah.g_01530
OG0000674	Prbg.g_01087	Syah.g_01532
OG0000675	Prbg.g_01088	Syah.g_01533
OG0000676	Prbg.g_01090	Syah.g_01535
OG0000677	Prbg.g_01091	Syah.g_01536
OG0000678	Prbg.g_01093	Syah.g_01821
OG0000679	Prbg.g_01097	Syah.g_01812
OG0000680	Prbg.g_01098	Syah.g_01811
OG0000681	Prbg.g_01101	Syah.g_01808
OG0000682	Prbg.g_01102	Syah.g_01807
OG0000683	Prbg.g_01103	Syah.g_01806
OG0000684	Prbg.g_01105	Syah.g_01802
OG0000685	Prbg.g_01107	Syah.g_01800
OG0000686	Prbg.g_01108	Syah.g_01799
OG0000687	Prbg.g_01109	Syah.g_01798
OG0000688	Prbg.g_01383	Syah.g_01793
OG0000689	Prbg.g_01382	Syah.g_01791
OG0000690	Prbg.g_01381	Syah.g_01790
OG0000691	Prbg.g_01380	Syah.g_01789
OG0000692	Prbg.g_01378	Syah.g_01788
OG0000693	Prbg.g_01377	Syah.g_01787
OG0000694	Prbg.g_01376	Syah.g_01786
OG0000695	Prbg.g_01264	Syah.g_01586
OG0000696	Prbg.g_01265	Syah.g_01587
OG0000697	Prbg.g_01266	Syah.g_01589
OG0000698	Prbg.g_01269	Syah.g_01592
OG0000699	Prbg.g_01270	Syah.g_01594
OG0000700	Prbg.g_01271	Syah.g_01595
OG0000701	Prbg.g_01272	Syah.g_01596
OG0000702	Prbg.g_01274	Syah.g_01604
OG0000703	Prbg.g_01275	Syah.g_01605
OG0000704	Prbg.g_01277	Syah.g_01608
OG0000705	Prbg.g_01280	Syah.g_01614
OG0000706	Prbg.g_01281	Syah.g_01615
OG0000707	Prbg.g_01282	Syah.g_01616
OG0000708	Prbg.g_01284	Syah.g_01619
OG0000709	Prbg.g_01288	Syah.g_01627
OG0000710	Prbg.g_01291	Syah.g_01631
OG0000711	Prbg.g_01309	Syah.g_01661
OG0000712	Prbg.g_01310	Syah.g_01662
OG0000713	Prbg.g_01311	Syah.g_01663
OG0000714	Prbg.g_01312	Syah.g_01665
OG0000715	Prbg.g_01314	Syah.g_01667
OG0000716	Prbg.g_01316	Syah.g_01671
OG0000717	Prbg.g_01317	Syah.g_01672
OG0000718	Prbg.g_01321	Syah.g_01676
OG0000719	Prbg.g_01323	Syah.g_01678
OG0000720	Prbg.g_01335	Syah.g_01691
OG0000721	Prbg.g_01339	Syah.g_01693
OG0000722	Prbg.g_01340	Syah.g_01694
OG0000723	Prbg.g_01344	Syah.g_01704
OG0000724	Prbg.g_01239	Syah.g_02036
OG0000725	Prbg.g_01233	Syah.g_02027
OG0000726	Prbg.g_01232	Syah.g_02026
OG0000727	Prbg.g_01231	Syah.g_02025
OG0000728	Prbg.g_01229	Syah.g_02023
OG0000729	Prbg.g_00455	Syah.g_00263
OG0000730	Prbg.g_01528	Syah.g_00855
OG0000731	Prbg.g_00123	Syah.g_00867
OG0000732	Prbg.g_01890	Syah.g_00319
OG0000733	Prbg.g_00750	Syah.g_00473
OG0000734	Prbg.g_01502	Syah.g_02545
OG0000735	Prbg.g_01500	Syah.g_02178
OG0000736	Prbg.g_01499	Syah.g_02177
OG0000737	Prbg.g_01498	Syah.g_02176
OG0000738	Prbg.g_01494	Syah.g_02170
OG0000739	Prbg.g_01493	Syah.g_02165
OG0000740	Prbg.g_01492	Syah.g_02164
OG0000741	Prbg.g_01490	Syah.g_02161
OG0000742	Prbg.g_01487	Syah.g_02159
OG0000743	Prbg.g_01485	Syah.g_02157
OG0000744	Prbg.g_01484	Syah.g_02156
OG0000745	Prbg.g_01483	Syah.g_02154
OG0000746	Prbg.g_01481	Syah.g_02151
OG0000747	Prbg.g_01480	Syah.g_02150
OG0000748	Prbg.g_01476	Syah.g_02140
OG0000749	Prbg.g_01475	Syah.g_02138
OG0000750	Prbg.g_01474	Syah.g_02137
OG0000751	Prbg.g_01471	Syah.g_02130
OG0000752	Prbg.g_01469	Syah.g_02128
OG0000753	Prbg.g_01467	Syah.g_02125
OG0000754	Prbg.g_01464	Syah.g_01431
OG0000755	Prbg.g_01458	Syah.g_01423
OG0000756	Prbg.g_01457	Syah.g_01422
OG0000757	Prbg.g_01450	Syah.g_01415
OG0000758	Prbg.g_01449	Syah.g_01414
OG0000759	Prbg.g_01448	Syah.g_01413
OG0000760	Prbg.g_01447	Syah.g_01412
OG0000761	Prbg.g_01446	Syah.g_01411
OG0000762	Prbg.g_01445	Syah.g_01409
OG0000763	Prbg.g_01443	Syah.g_01407
OG0000764	Prbg.g_01442	Syah.g_01406
OG0000765	Prbg.g_01434	Syah.g_01392
OG0000766	Prbg.g_01433	Syah.g_01391
OG0000767	Prbg.g_01431	Syah.g_01389
OG0000768	Prbg.g_01430	Syah.g_01388
OG0000769	Prbg.g_01428	Syah.g_01386
OG0000770	Prbg.g_00351	Syah.g_01383
OG0000771	Prbg.g_00687	Syah.g_02042
OG0000772	Prbg.g_01576	Syah.g_01351
OG0000773	Prbg.g_00468	Syah.g_02187
OG0000774	Prbg.g_00470	Syah.g_02191
OG0000775	Prbg.g_00472	Syah.g_02193
OG0000776	Prbg.g_00473	Syah.g_02194
OG0000777	Prbg.g_00474	Syah.g_02195
OG0000778	Prbg.g_00475	Syah.g_02196
OG0000779	Prbg.g_00479	Syah.g_02201
OG0000780	Prbg.g_00480	Syah.g_02205
OG0000781	Prbg.g_00484	Syah.g_02209
OG0000782	Prbg.g_00485	Syah.g_02210
OG0000783	Prbg.g_00486	Syah.g_02211
OG0000784	Prbg.g_00487	Syah.g_02212
OG0000785	Prbg.g_00489	Syah.g_02214
OG0000786	Prbg.g_00492	Syah.g_01171
OG0000787	Prbg.g_00493	Syah.g_01170
OG0000788	Prbg.g_00218	Syah.g_01922
OG0000789	Prbg.g_00690	Syah.g_01556
OG0000790	Prbg.g_00534	Syah.g_00981
OG0000791	Prbg.g_00536	Syah.g_00980
OG0000792	Prbg.g_00537	Syah.g_00979
OG0000793	Prbg.g_00540	Syah.g_00974
OG0000794	Prbg.g_00541	Syah.g_00973
OG0000795	Prbg.g_00542	Syah.g_00972
OG0000796	Prbg.g_00546	Syah.g_00968
OG0000797	Prbg.g_00547	Syah.g_00967
OG0000799	Prbg.g_00574	Syah.g_01326
OG0000800	Prbg.g_00575	Syah.g_01325
OG0000801	Prbg.g_00576	Syah.g_01324
OG0000802	Prbg.g_00578	Syah.g_01320
OG0000803	Prbg.g_00580	Syah.g_01315
OG0000804	Prbg.g_00581	Syah.g_01312
OG0000805	Prbg.g_00583	Syah.g_01303
OG0000806	Prbg.g_00585	Syah.g_01301
OG0000807	Prbg.g_00586	Syah.g_01299
OG0000808	Prbg.g_00587	Syah.g_01298
OG0000809	Prbg.g_00589	Syah.g_01295
OG0000810	Prbg.g_00590	Syah.g_01294
OG0000811	Prbg.g_00594	Syah.g_01286
OG0000812	Prbg.g_00596	Syah.g_01284
OG0000813	Prbg.g_00597	Syah.g_01283
OG0000814	Prbg.g_00599	Syah.g_01281
OG0000815	Prbg.g_00600	Syah.g_01280
OG0000816	Prbg.g_00602	Syah.g_01279
OG0000817	Prbg.g_00603	Syah.g_01278
OG0000818	Prbg.g_00608	Syah.g_01272
OG0000819	Prbg.g_00609	Syah.g_01271
OG0000820	Prbg.g_00610	Syah.g_01270
OG0000821	Prbg.g_00614	Syah.g_01265
OG0000822	Prbg.g_00615	Syah.g_01263
OG0000823	Prbg.g_00616	Syah.g_01262
OG0000824	Prbg.g_00619	Syah.g_01258
OG0000825	Prbg.g_00620	Syah.g_01257
OG0000826	Prbg.g_00621	Syah.g_01256
OG0000827	Prbg.g_00622	Syah.g_01254
OG0000828	Prbg.g_00625	Syah.g_01251
OG0000829	Prbg.g_00626	Syah.g_01250
OG0000830	Prbg.g_00627	Syah.g_01249
OG0000831	Prbg.g_00629	Syah.g_01247
OG0000832	Prbg.g_00639	Syah.g_02311
OG0000833	Prbg.g_00648	Syah.g_02322
OG0000834	Prbg.g_00649	Syah.g_02324
OG0000835	Prbg.g_00650	Syah.g_02325
OG0000836	Prbg.g_00651	Syah.g_02329
OG0000837	Prbg.g_00652	Syah.g_02330
OG0000838	Prbg.g_00654	Syah.g_02334
OG0000839	Prbg.g_00655	Syah.g_02335
OG0000840	Prbg.g_00656	Syah.g_02336
OG0000841	Prbg.g_00657	Syah.g_02337
OG0000842	Prbg.g_00658	Syah.g_02338
OG0000843	Prbg.g_00659	Syah.g_02339
OG0000844	Prbg.g_00660	Syah.g_02341
OG0000845	Prbg.g_00661	Syah.g_02342
OG0000846	Prbg.g_00662	Syah.g_02343
OG0000847	Prbg.g_00663	Syah.g_02344
OG0000848	Prbg.g_00664	Syah.g_02346
OG0000849	Prbg.g_00665	Syah.g_02347
OG0000850	Prbg.g_00667	Syah.g_02349
OG0000851	Prbg.g_00668	Syah.g_02359
OG0000852	Prbg.g_00669	Syah.g_02360
OG0000853	Prbg.g_00675	Syah.g_02364
OG0000854	Prbg.g_00677	Syah.g_02366
OG0000855	Prbg.g_00678	Syah.g_02367
OG0000856	Prbg.g_00348	Syah.g_01951
OG0000857	Prbg.g_01174	Syah.g_01761
OG0000858	Prbg.g_01643	Syah.g_02373
OG0000859	Prbg.g_01644	Syah.g_02374
OG0000860	Prbg.g_01652	Syah.g_02386
OG0000861	Prbg.g_01653	Syah.g_02387
OG0000862	Prbg.g_01654	Syah.g_02389
OG0000863	Prbg.g_01656	Syah.g_02391
OG0000864	Prbg.g_01657	Syah.g_02392
OG0000865	Prbg.g_01658	Syah.g_02396
OG0000866	Prbg.g_01659	Syah.g_02397
OG0000867	Prbg.g_01660	Syah.g_02398
OG0000868	Prbg.g_01662	Syah.g_02401
OG0000869	Prbg.g_01665	Syah.g_02406
OG0000870	Prbg.g_01670	Syah.g_02411
OG0000871	Prbg.g_01671	Syah.g_02412
OG0000872	Prbg.g_01672	Syah.g_02421
OG0000873	Prbg.g_01675	Syah.g_02424
OG0000874	Prbg.g_01678	Syah.g_02420
OG0000875	Prbg.g_01679	Syah.g_02426
OG0000876	Prbg.g_01680	Syah.g_02250
OG0000877	Prbg.g_01682	Syah.g_02254
OG0000878	Prbg.g_01683	Syah.g_02255
OG0000879	Prbg.g_01684	Syah.g_02256
OG0000880	Prbg.g_01685	Syah.g_02257
OG0000881	Prbg.g_01689	Syah.g_02262
OG0000882	Prbg.g_01694	Syah.g_02267
OG0000883	Prbg.g_01696	Syah.g_02270
OG0000884	Prbg.g_01698	Syah.g_02272
OG0000885	Prbg.g_01699	Syah.g_02273
OG0000886	Prbg.g_01700	Syah.g_02274
OG0000887	Prbg.g_01701	Syah.g_02275
OG0000888	Prbg.g_01703	Syah.g_02277
OG0000889	Prbg.g_01705	Syah.g_02279
OG0000890	Prbg.g_01706	Syah.g_02284
OG0000891	Prbg.g_01707	Syah.g_02285
OG0000892	Prbg.g_01709	Syah.g_02288
OG0000893	Prbg.g_01713	Syah.g_00684
OG0000894	Prbg.g_01716	Syah.g_00690
OG0000895	Prbg.g_01720	Syah.g_00694
OG0000896	Prbg.g_01721	Syah.g_00695
OG0000897	Prbg.g_01723	Syah.g_00697
OG0000898	Prbg.g_01724	Syah.g_00698
OG0000899	Prbg.g_01725	Syah.g_00699
OG0000900	Prbg.g_01726	Syah.g_00700
OG0000901	Prbg.g_01729	Syah.g_00705
OG0000902	Prbg.g_01731	Syah.g_00707
OG0000903	Prbg.g_01735	Syah.g_00739
OG0000904	Prbg.g_01739	Syah.g_00734
OG0000905	Prbg.g_01733	Syah.g_00731
OG0000906	Prbg.g_01732	Syah.g_00729
OG0000907	Prbg.g_01742	Syah.g_00741
OG0000908	Prbg.g_01745	Syah.g_00744
OG0000909	Prbg.g_01746	Syah.g_00745
OG0000910	Prbg.g_01747	Syah.g_00746
OG0000911	Prbg.g_01749	Syah.g_00748
OG0000912	Prbg.g_01750	Syah.g_00749
OG0000913	Prbg.g_01751	Syah.g_00750
OG0000914	Prbg.g_01752	Syah.g_00751
OG0000915	Prbg.g_01753	Syah.g_00752
OG0000916	Prbg.g_01754	Syah.g_00753
OG0000917	Prbg.g_01755	Syah.g_00754
OG0000918	Prbg.g_01756	Syah.g_00755
OG0000919	Prbg.g_01757	Syah.g_00756
OG0000920	Prbg.g_01758	Syah.g_00757
OG0000921	Prbg.g_01759	Syah.g_00758
OG0000922	Prbg.g_01760	Syah.g_00759
OG0000923	Prbg.g_01764	Syah.g_00763
OG0000924	Prbg.g_01765	Syah.g_00764
OG0000925	Prbg.g_01766	Syah.g_00765
OG0000926	Prbg.g_01767	Syah.g_00766
OG0000927	Prbg.g_01769	Syah.g_00768
OG0000928	Prbg.g_01770	Syah.g_00769
OG0000929	Prbg.g_01771	Syah.g_00770
OG0000930	Prbg.g_01772	Syah.g_00771
OG0000931	Prbg.g_01773	Syah.g_00772
OG0000932	Prbg.g_01774	Syah.g_00773
OG0000933	Prbg.g_01778	Syah.g_00778
OG0000934	Prbg.g_01780	Syah.g_00780
OG0000935	Prbg.g_01781	Syah.g_00781
OG0000936	Prbg.g_01782	Syah.g_00782
OG0000937	Prbg.g_01783	Syah.g_00783
OG0000938	Prbg.g_01786	Syah.g_00787
OG0000939	Prbg.g_01787	Syah.g_00788
OG0000940	Prbg.g_01794	Syah.g_00795
OG0000941	Prbg.g_01796	Syah.g_00797
OG0000942	Prbg.g_01798	Syah.g_00799
OG0000943	Prbg.g_01799	Syah.g_00800
OG0000944	Prbg.g_01801	Syah.g_00802
OG0000945	Prbg.g_01802	Syah.g_00804
OG0000946	Prbg.g_01807	Syah.g_00809
OG0000947	Prbg.g_01809	Syah.g_00812
OG0000948	Prbg.g_01810	Syah.g_00813
OG0000949	Prbg.g_01813	Syah.g_00173
OG0000950	Prbg.g_01820	Syah.g_00184
OG0000951	Prbg.g_01824	Syah.g_00190
OG0000952	Prbg.g_01828	Syah.g_00202
OG0000953	Prbg.g_01832	Syah.g_00207
OG0000954	Prbg.g_01836	Syah.g_00233
OG0000955	Prbg.g_01837	Syah.g_00234
OG0000956	Prbg.g_01839	Syah.g_00236
OG0000957	Prbg.g_01845	Syah.g_00248
OG0000958	Prbg.g_01846	Syah.g_00249
OG0000959	Prbg.g_01850	Syah.g_00253
OG0000960	Prbg.g_01851	Syah.g_00254
OG0000961	Prbg.g_01854	Syah.g_00259
OG0000962	Prbg.g_01856	Syah.g_00262
OG0000963	Prbg.g_01860	Syah.g_00267
OG0000964	Prbg.g_01861	Syah.g_00268
OG0000965	Prbg.g_01862	Syah.g_00269
OG0000966	Prbg.g_01868	Syah.g_00288
OG0000967	Prbg.g_01872	Syah.g_00300
OG0000968	Prbg.g_01874	Syah.g_00295
OG0000969	Prbg.g_01875	Syah.g_00297
OG0000970	Prbg.g_01876	Syah.g_00298
OG0000971	Prbg.g_01877	Syah.g_00303
OG0000972	Prbg.g_01878	Syah.g_00304
OG0000973	Prbg.g_01879	Syah.g_00305
OG0000974	Prbg.g_01880	Syah.g_00306
OG0000975	Prbg.g_01881	Syah.g_00307
OG0000976	Prbg.g_01882	Syah.g_00308
OG0000977	Prbg.g_01883	Syah.g_00310
OG0000978	Prbg.g_01884	Syah.g_00312
OG0000979	Prbg.g_01887	Syah.g_00315
OG0000980	Prbg.g_01889	Syah.g_00318
OG0000981	Prbg.g_01892	Syah.g_00321
OG0000982	Prbg.g_01894	Syah.g_00511
OG0000983	Prbg.g_01895	Syah.g_00510
OG0000984	Prbg.g_01896	Syah.g_00509
OG0000985	Prbg.g_01899	Syah.g_00505
OG0000986	Prbg.g_01901	Syah.g_00496
OG0000987	Prbg.g_01902	Syah.g_00494
OG0000988	Prbg.g_01905	Syah.g_00489
OG0000989	Prbg.g_01909	Syah.g_00481
OG0000990	Prbg.g_01913	Syah.g_00466
OG0000991	Prbg.g_01914	Syah.g_00462
OG0000992	Prbg.g_01917	Syah.g_00460
OG0000993	Prbg.g_01918	Syah.g_00459
OG0000994	Prbg.g_01919	Syah.g_00457
OG0000995	Prbg.g_01923	Syah.g_00452
OG0000996	Prbg.g_01924	Syah.g_00412
OG0000997	Prbg.g_01927	Syah.g_00403
OG0000998	Prbg.g_01929	Syah.g_00401
OG0000999	Prbg.g_01930	Syah.g_00400
OG0001000	Prbg.g_01933	Syah.g_00397
OG0001001	Prbg.g_01936	Syah.g_00392
OG0001002	Prbg.g_00758	Syah.g_00386
OG0001003	Prbg.g_00759	Syah.g_00384
OG0001004	Prbg.g_00760	Syah.g_00383
OG0001005	Prbg.g_00761	Syah.g_00382
OG0001006	Prbg.g_00765	Syah.g_00375
OG0001007	Prbg.g_00767	Syah.g_00373
OG0001008	Prbg.g_00157	Syah.g_02235
OG0001009	Prbg.g_00847	Syah.g_00344
OG0001010	Prbg.g_00846	Syah.g_00343
OG0001011	Prbg.g_00844	Syah.g_00342
OG0001012	Prbg.g_00830	Syah.g_00514
OG0001013	Prbg.g_00823	Syah.g_00527
OG0001014	Prbg.g_00820	Syah.g_00531
OG0001015	Prbg.g_00818	Syah.g_00532
OG0001016	Prbg.g_00796	Syah.g_02487
OG0001017	Prbg.g_00792	Syah.g_02493
OG0001018	Prbg.g_00790	Syah.g_02495
OG0001019	Prbg.g_00781	Syah.g_02512
OG0001020	Prbg.g_00780	Syah.g_02517
OG0001021	Prbg.g_00861	Syah.g_02521
OG0001022	Prbg.g_00864	Syah.g_02524
OG0001023	Prbg.g_00865	Syah.g_02525
OG0001024	Prbg.g_00869	Syah.g_02529
OG0001025	Prbg.g_00876	Syah.g_02534
OG0001026	Prbg.g_00885	Syah.g_02547
OG0001027	Prbg.g_00886	Syah.g_00001
OG0001028	Prbg.g_00888	Syah.g_00003
OG0001029	Prbg.g_00889	Syah.g_00005
OG0001030	Prbg.g_00905	Syah.g_00025
OG0001031	Prbg.g_00965	Syah.g_00611
OG0001032	Prbg.g_00966	Syah.g_00609
OG0001033	Prbg.g_00987	Syah.g_00577
OG0001034	Prbg.g_01018	Syah.g_00908
OG0001035	Prbg.g_01038	Syah.g_00660
OG0001036	Prbg.g_01042	Syah.g_00655
OG0001037	Prbg.g_01043	Syah.g_00653
OG0001038	Prbg.g_00057	Syah.g_00626
OG0001039	Prbg.g_00060	Syah.g_00623
OG0001040	Prbg.g_00062	Syah.g_00090
OG0001042	Prbg.g_00084	Syah.g_00122
OG0001043	Prbg.g_00085	Syah.g_00126
OG0001044	Prbg.g_00116	Syah.g_00857
OG0001045	Prbg.g_00125	Syah.g_00870
OG0001046	Prbg.g_01602	Syah.g_01647
OG0001047	Prbg.g_00159	Syah.g_02233
OG0001048	Prbg.g_00160	Syah.g_02232
OG0001049	Prbg.g_00162	Syah.g_02225
OG0001050	Prbg.g_00163	Syah.g_02224
OG0001051	Prbg.g_00164	Syah.g_02223
OG0001052	Prbg.g_00190	Syah.g_01217
OG0001053	Prbg.g_00202	Syah.g_01000
OG0001054	Prbg.g_00217	Syah.g_01017
OG0001055	Prbg.g_00236	Syah.g_01037
OG0001056	Prbg.g_00253	Syah.g_01069
OG0001057	Prbg.g_00258	Syah.g_01075
OG0001058	Prbg.g_00267	Syah.g_01091
OG0001059	Prbg.g_00271	Syah.g_01095
OG0001060	Prbg.g_00277	Syah.g_01102
OG0001061	Prbg.g_00292	Syah.g_01123
OG0001062	Prbg.g_00294	Syah.g_01125
OG0001063	Prbg.g_00296	Syah.g_01129
OG0001064	Prbg.g_00297	Syah.g_01130
OG0001065	Prbg.g_00298	Syah.g_01131
OG0001066	Prbg.g_00299	Syah.g_01132
OG0001067	Prbg.g_00300	Syah.g_01133
OG0001068	Prbg.g_00301	Syah.g_01134
OG0001069	Prbg.g_00302	Syah.g_01135
OG0001070	Prbg.g_00306	Syah.g_01138
OG0001071	Prbg.g_00307	Syah.g_01139
OG0001072	Prbg.g_00309	Syah.g_01144
OG0001074	Prbg.g_00335	Syah.g_01970
OG0001075	Prbg.g_00336	Syah.g_01969
OG0001076	Prbg.g_00343	Syah.g_01959
OG0001077	Prbg.g_00349	Syah.g_01948
OG0001078	Prbg.g_01421	Syah.g_01934
OG0001079	Prbg.g_01409	Syah.g_01921
OG0001080	Prbg.g_01403	Syah.g_01538
OG0001081	Prbg.g_01401	Syah.g_01487
OG0001082	Prbg.g_01400	Syah.g_01488
OG0001083	Prbg.g_01395	Syah.g_01495
OG0001084	Prbg.g_01394	Syah.g_01496
OG0001085	Prbg.g_01111	Syah.g_01506
OG0001086	Prbg.g_01112	Syah.g_01508
OG0001087	Prbg.g_01130	Syah.g_01992
OG0001088	Prbg.g_01131	Syah.g_01995
OG0001089	Prbg.g_01142	Syah.g_02019
OG0001090	Prbg.g_01152	Syah.g_01728
OG0001091	Prbg.g_01374	Syah.g_01726
OG0001092	Prbg.g_01373	Syah.g_01724
OG0001093	Prbg.g_01368	Syah.g_01718
OG0001094	Prbg.g_01375	Syah.g_01785
OG0001095	Prbg.g_01172	Syah.g_01764
OG0001096	Prbg.g_01186	Syah.g_01748
OG0001097	Prbg.g_01206	Syah.g_02094
OG0001098	Prbg.g_01225	Syah.g_01542
OG0001099	Prbg.g_01067	Syah.g_00004
OG0001100	Prbg.g_01075	Syah.g_01522
OG0001101	Prbg.g_01078	Syah.g_01523
OG0001102	Prbg.g_01081	Syah.g_01526
OG0001103	Prbg.g_01083	Syah.g_01528
OG0001104	Prbg.g_01106	Syah.g_01801
OG0001105	Prbg.g_01110	Syah.g_01797
OG0001106	Prbg.g_01278	Syah.g_01609
OG0001107	Prbg.g_01285	Syah.g_01620
OG0001108	Prbg.g_01289	Syah.g_01628
OG0001109	Prbg.g_01290	Syah.g_01630
OG0001110	Prbg.g_01292	Syah.g_01632
OG0001111	Prbg.g_01293	Syah.g_01634
OG0001112	Prbg.g_01294	Syah.g_01636
OG0001113	Prbg.g_01295	Syah.g_01637
OG0001114	Prbg.g_01296	Syah.g_01638
OG0001115	Prbg.g_01298	Syah.g_01642
OG0001116	Prbg.g_01299	Syah.g_01644
OG0001117	Prbg.g_01300	Syah.g_01645
OG0001118	Prbg.g_01301	Syah.g_01646
OG0001119	Prbg.g_01302	Syah.g_01648
OG0001120	Prbg.g_01304	Syah.g_01652
OG0001122	Prbg.g_01324	Syah.g_01679
OG0001123	Prbg.g_01330	Syah.g_01686
OG0001124	Prbg.g_01332	Syah.g_01688
OG0001125	Prbg.g_01334	Syah.g_01690
OG0001126	Prbg.g_01245	Syah.g_02058
