Orthogroup	Prbg	Syaa
OG0000543	Prbg.g_00226	Syaa.g_02019
OG0000544	Prbg.g_00227	Syaa.g_02018
OG0000545	Prbg.g_00229	Syaa.g_02016
OG0000546	Prbg.g_00232	Syaa.g_02014
OG0000547	Prbg.g_00234	Syaa.g_02012
OG0000548	Prbg.g_00235	Syaa.g_02011
OG0000549	Prbg.g_00237	Syaa.g_02003
OG0000550	Prbg.g_00241	Syaa.g_01998
OG0000551	Prbg.g_00244	Syaa.g_01993
OG0000552	Prbg.g_00245	Syaa.g_01992
OG0000553	Prbg.g_00246	Syaa.g_01990
OG0000554	Prbg.g_00251	Syaa.g_01979
OG0000555	Prbg.g_00259	Syaa.g_01961
OG0000556	Prbg.g_00261	Syaa.g_01957
OG0000557	Prbg.g_00262	Syaa.g_01955
OG0000558	Prbg.g_00265	Syaa.g_01953
OG0000559	Prbg.g_00269	Syaa.g_01949
OG0000560	Prbg.g_00272	Syaa.g_01946
OG0000561	Prbg.g_00273	Syaa.g_01945
OG0000562	Prbg.g_00274	Syaa.g_01944
OG0000563	Prbg.g_00275	Syaa.g_01943
OG0000564	Prbg.g_00276	Syaa.g_01942
OG0000565	Prbg.g_00278	Syaa.g_01939
OG0000566	Prbg.g_00282	Syaa.g_01935
OG0000567	Prbg.g_00286	Syaa.g_01931
OG0000568	Prbg.g_00287	Syaa.g_01928
OG0000569	Prbg.g_00288	Syaa.g_01925
OG0000570	Prbg.g_00289	Syaa.g_01924
OG0000571	Prbg.g_00291	Syaa.g_01920
OG0000572	Prbg.g_00305	Syaa.g_01904
OG0000573	Prbg.g_00311	Syaa.g_01896
OG0000574	Prbg.g_00312	Syaa.g_01895
OG0000575	Prbg.g_00316	Syaa.g_01891
OG0000576	Prbg.g_00318	Syaa.g_01889
OG0000577	Prbg.g_00319	Syaa.g_01888
OG0000578	Prbg.g_00320	Syaa.g_01887
OG0000579	Prbg.g_00321	Syaa.g_01886
OG0000580	Prbg.g_00322	Syaa.g_01885
OG0000581	Prbg.g_00325	Syaa.g_01879
OG0000582	Prbg.g_00328	Syaa.g_01687
OG0000583	Prbg.g_00329	Syaa.g_01686
OG0000584	Prbg.g_00330	Syaa.g_01685
OG0000585	Prbg.g_00332	Syaa.g_01683
OG0000586	Prbg.g_00333	Syaa.g_01682
OG0000587	Prbg.g_00334	Syaa.g_01680
OG0000588	Prbg.g_00338	Syaa.g_01666
OG0000589	Prbg.g_00340	Syaa.g_01662
OG0000590	Prbg.g_00341	Syaa.g_01661
OG0000591	Prbg.g_00345	Syaa.g_01653
OG0000592	Prbg.g_00346	Syaa.g_01652
OG0000593	Prbg.g_01425	Syaa.g_01638
OG0000594	Prbg.g_01424	Syaa.g_01637
OG0000595	Prbg.g_01423	Syaa.g_01636
OG0000596	Prbg.g_01419	Syaa.g_01630
OG0000597	Prbg.g_01416	Syaa.g_01627
OG0000598	Prbg.g_01415	Syaa.g_01626
OG0000599	Prbg.g_01412	Syaa.g_01623
OG0000600	Prbg.g_01411	Syaa.g_01622
OG0000601	Prbg.g_01410	Syaa.g_01621
OG0000602	Prbg.g_01408	Syaa.g_01616
OG0000603	Prbg.g_01407	Syaa.g_01615
OG0000604	Prbg.g_01406	Syaa.g_01612
OG0000605	Prbg.g_01405	Syaa.g_01447
OG0000606	Prbg.g_01402	Syaa.g_01055
OG0000607	Prbg.g_01399	Syaa.g_01058
OG0000608	Prbg.g_01398	Syaa.g_01059
OG0000609	Prbg.g_01397	Syaa.g_01061
OG0000610	Prbg.g_01391	Syaa.g_01068
OG0000611	Prbg.g_01388	Syaa.g_01071
OG0000612	Prbg.g_01387	Syaa.g_01072
OG0000613	Prbg.g_01114	Syaa.g_00199
OG0000614	Prbg.g_01135	Syaa.g_00906
OG0000615	Prbg.g_01146	Syaa.g_01113
OG0000616	Prbg.g_01939	Syaa.g_02742
OG0000617	Prbg.g_01371	Syaa.g_01244
OG0000618	Prbg.g_01370	Syaa.g_01245
OG0000619	Prbg.g_01369	Syaa.g_01246
OG0000620	Prbg.g_01366	Syaa.g_01259
OG0000621	Prbg.g_01365	Syaa.g_01260
OG0000622	Prbg.g_01364	Syaa.g_01261
OG0000623	Prbg.g_01363	Syaa.g_01262
OG0000624	Prbg.g_01361	Syaa.g_01264
OG0000625	Prbg.g_01360	Syaa.g_01265
OG0000626	Prbg.g_01359	Syaa.g_01266
OG0000627	Prbg.g_01358	Syaa.g_01414
OG0000628	Prbg.g_01357	Syaa.g_01413
OG0000629	Prbg.g_01356	Syaa.g_01410
OG0000630	Prbg.g_01353	Syaa.g_01406
OG0000631	Prbg.g_01260	Syaa.g_01400
OG0000632	Prbg.g_01261	Syaa.g_01399
OG0000633	Prbg.g_01262	Syaa.g_01397
OG0000634	Prbg.g_01155	Syaa.g_01150
OG0000635	Prbg.g_01156	Syaa.g_01151
OG0000636	Prbg.g_01158	Syaa.g_01153
OG0000637	Prbg.g_01160	Syaa.g_01155
OG0000638	Prbg.g_01161	Syaa.g_01156
OG0000639	Prbg.g_01162	Syaa.g_01157
OG0000640	Prbg.g_01163	Syaa.g_01158
OG0000641	Prbg.g_01167	Syaa.g_01162
OG0000642	Prbg.g_01168	Syaa.g_01163
OG0000643	Prbg.g_01169	Syaa.g_01165
OG0000644	Prbg.g_01170	Syaa.g_01166
OG0000645	Prbg.g_01171	Syaa.g_01184
OG0000646	Prbg.g_01173	Syaa.g_01187
OG0000647	Prbg.g_01175	Syaa.g_01189
OG0000648	Prbg.g_01177	Syaa.g_01191
OG0000649	Prbg.g_01178	Syaa.g_01192
OG0000650	Prbg.g_01179	Syaa.g_01193
OG0000651	Prbg.g_01180	Syaa.g_01194
OG0000652	Prbg.g_01181	Syaa.g_01195
OG0000653	Prbg.g_01183	Syaa.g_01197
OG0000654	Prbg.g_01184	Syaa.g_01198
OG0000655	Prbg.g_01185	Syaa.g_01199
OG0000656	Prbg.g_01188	Syaa.g_01202
OG0000657	Prbg.g_01196	Syaa.g_00838
OG0000658	Prbg.g_01198	Syaa.g_00836
OG0000659	Prbg.g_01199	Syaa.g_00835
OG0000660	Prbg.g_01203	Syaa.g_00831
OG0000661	Prbg.g_01205	Syaa.g_00829
OG0000662	Prbg.g_01207	Syaa.g_00827
OG0000663	Prbg.g_01209	Syaa.g_00824
OG0000664	Prbg.g_01210	Syaa.g_00823
OG0000665	Prbg.g_01216	Syaa.g_01442
OG0000666	Prbg.g_01217	Syaa.g_01448
OG0000668	Prbg.g_01062	Syaa.g_01300
OG0000669	Prbg.g_01073	Syaa.g_01084
OG0000670	Prbg.g_01076	Syaa.g_01087
OG0000671	Prbg.g_01079	Syaa.g_01089
OG0000672	Prbg.g_01082	Syaa.g_01092
OG0000673	Prbg.g_01085	Syaa.g_01095
OG0000674	Prbg.g_01087	Syaa.g_01097
OG0000675	Prbg.g_01088	Syaa.g_01098
OG0000676	Prbg.g_01090	Syaa.g_01100
OG0000677	Prbg.g_01091	Syaa.g_01101
OG0000678	Prbg.g_01093	Syaa.g_01106
OG0000679	Prbg.g_01097	Syaa.g_01116
OG0000680	Prbg.g_01098	Syaa.g_01117
OG0000681	Prbg.g_01101	Syaa.g_01120
OG0000682	Prbg.g_01102	Syaa.g_01121
OG0000683	Prbg.g_01103	Syaa.g_01122
OG0000684	Prbg.g_01105	Syaa.g_01132
OG0000685	Prbg.g_01107	Syaa.g_01134
OG0000686	Prbg.g_01108	Syaa.g_01135
OG0000687	Prbg.g_01109	Syaa.g_01136
OG0000688	Prbg.g_01383	Syaa.g_01140
OG0000689	Prbg.g_01382	Syaa.g_01142
OG0000690	Prbg.g_01381	Syaa.g_01143
OG0000691	Prbg.g_01380	Syaa.g_01144
OG0000692	Prbg.g_01378	Syaa.g_01145
OG0000693	Prbg.g_01377	Syaa.g_01146
OG0000694	Prbg.g_01376	Syaa.g_01147
OG0000695	Prbg.g_01264	Syaa.g_01395
OG0000696	Prbg.g_01265	Syaa.g_01394
OG0000697	Prbg.g_01266	Syaa.g_01392
OG0000698	Prbg.g_01269	Syaa.g_01389
OG0000699	Prbg.g_01270	Syaa.g_01387
OG0000700	Prbg.g_01271	Syaa.g_01386
OG0000701	Prbg.g_01272	Syaa.g_01385
OG0000702	Prbg.g_01274	Syaa.g_01376
OG0000703	Prbg.g_01275	Syaa.g_01375
OG0000704	Prbg.g_01277	Syaa.g_01373
OG0000705	Prbg.g_01280	Syaa.g_01365
OG0000706	Prbg.g_01281	Syaa.g_01364
OG0000707	Prbg.g_01282	Syaa.g_01363
OG0000708	Prbg.g_01284	Syaa.g_01360
OG0000709	Prbg.g_01288	Syaa.g_01351
OG0000710	Prbg.g_01291	Syaa.g_01348
OG0000711	Prbg.g_01309	Syaa.g_01320
OG0000712	Prbg.g_01310	Syaa.g_01318
OG0000713	Prbg.g_01311	Syaa.g_01317
OG0000714	Prbg.g_01312	Syaa.g_01315
OG0000715	Prbg.g_01314	Syaa.g_01313
OG0000716	Prbg.g_01316	Syaa.g_01309
OG0000717	Prbg.g_01317	Syaa.g_01308
OG0000718	Prbg.g_01321	Syaa.g_01304
OG0000719	Prbg.g_01323	Syaa.g_01302
OG0000720	Prbg.g_01335	Syaa.g_01289
OG0000721	Prbg.g_01339	Syaa.g_01287
OG0000722	Prbg.g_01340	Syaa.g_01286
OG0000723	Prbg.g_01344	Syaa.g_01268
OG0000724	Prbg.g_01239	Syaa.g_00872
OG0000725	Prbg.g_01233	Syaa.g_00882
OG0000726	Prbg.g_01232	Syaa.g_00883
OG0000727	Prbg.g_01231	Syaa.g_00884
OG0000728	Prbg.g_01229	Syaa.g_00886
OG0000729	Prbg.g_00455	Syaa.g_00100
OG0000730	Prbg.g_01528	Syaa.g_02185
OG0000731	Prbg.g_00123	Syaa.g_02173
OG0000732	Prbg.g_01890	Syaa.g_00054
OG0000733	Prbg.g_00750	Syaa.g_02621
OG0000734	Prbg.g_01502	Syaa.g_02388
OG0000735	Prbg.g_01500	Syaa.g_00754
OG0000736	Prbg.g_01499	Syaa.g_00755
OG0000737	Prbg.g_01498	Syaa.g_00756
OG0000738	Prbg.g_01494	Syaa.g_00761
OG0000739	Prbg.g_01493	Syaa.g_00762
OG0000740	Prbg.g_01492	Syaa.g_00763
OG0000741	Prbg.g_01490	Syaa.g_00766
OG0000742	Prbg.g_01487	Syaa.g_00769
OG0000743	Prbg.g_01485	Syaa.g_00771
OG0000744	Prbg.g_01484	Syaa.g_00772
OG0000745	Prbg.g_01483	Syaa.g_00774
OG0000746	Prbg.g_01481	Syaa.g_00776
OG0000747	Prbg.g_01480	Syaa.g_00777
OG0000748	Prbg.g_01476	Syaa.g_00787
OG0000749	Prbg.g_01475	Syaa.g_00789
OG0000750	Prbg.g_01474	Syaa.g_00790
OG0000751	Prbg.g_01471	Syaa.g_00797
OG0000752	Prbg.g_01469	Syaa.g_00799
OG0000753	Prbg.g_01467	Syaa.g_00802
OG0000754	Prbg.g_01464	Syaa.g_01025
OG0000755	Prbg.g_01458	Syaa.g_01005
OG0000756	Prbg.g_01457	Syaa.g_01004
OG0000757	Prbg.g_01450	Syaa.g_00996
OG0000758	Prbg.g_01449	Syaa.g_00995
OG0000759	Prbg.g_01448	Syaa.g_00994
OG0000760	Prbg.g_01447	Syaa.g_00993
OG0000761	Prbg.g_01446	Syaa.g_00992
OG0000762	Prbg.g_01445	Syaa.g_00988
OG0000763	Prbg.g_01443	Syaa.g_00986
OG0000764	Prbg.g_01442	Syaa.g_00985
OG0000765	Prbg.g_01434	Syaa.g_00968
OG0000766	Prbg.g_01433	Syaa.g_00967
OG0000767	Prbg.g_01431	Syaa.g_00965
OG0000768	Prbg.g_01430	Syaa.g_00964
OG0000769	Prbg.g_01428	Syaa.g_00962
OG0000770	Prbg.g_00351	Syaa.g_00959
OG0000771	Prbg.g_00687	Syaa.g_00866
OG0000772	Prbg.g_01576	Syaa.g_01526
OG0000773	Prbg.g_00468	Syaa.g_00749
OG0000774	Prbg.g_00470	Syaa.g_00745
OG0000775	Prbg.g_00472	Syaa.g_00742
OG0000776	Prbg.g_00473	Syaa.g_00741
OG0000777	Prbg.g_00474	Syaa.g_00740
OG0000778	Prbg.g_00475	Syaa.g_00739
OG0000779	Prbg.g_00479	Syaa.g_00733
OG0000780	Prbg.g_00480	Syaa.g_00730
OG0000781	Prbg.g_00484	Syaa.g_00726
OG0000782	Prbg.g_00485	Syaa.g_00725
OG0000783	Prbg.g_00486	Syaa.g_00724
OG0000784	Prbg.g_00487	Syaa.g_00723
OG0000785	Prbg.g_00489	Syaa.g_00721
OG0000786	Prbg.g_00492	Syaa.g_01875
OG0000787	Prbg.g_00493	Syaa.g_01876
OG0000788	Prbg.g_00218	Syaa.g_01620
OG0000789	Prbg.g_00690	Syaa.g_01434
OG0000790	Prbg.g_00534	Syaa.g_02064
OG0000791	Prbg.g_00536	Syaa.g_02066
OG0000792	Prbg.g_00537	Syaa.g_02067
OG0000793	Prbg.g_00540	Syaa.g_02072
OG0000794	Prbg.g_00541	Syaa.g_02073
OG0000795	Prbg.g_00542	Syaa.g_02074
OG0000796	Prbg.g_00546	Syaa.g_02078
OG0000797	Prbg.g_00547	Syaa.g_02079
OG0000798	Prbg.g_00038	Syaa.g_00494
OG0000799	Prbg.g_00574	Syaa.g_01743
OG0000800	Prbg.g_00575	Syaa.g_01747
OG0000801	Prbg.g_00576	Syaa.g_01748
OG0000802	Prbg.g_00578	Syaa.g_01753
OG0000803	Prbg.g_00580	Syaa.g_01758
OG0000804	Prbg.g_00581	Syaa.g_01761
OG0000805	Prbg.g_00583	Syaa.g_01763
OG0000806	Prbg.g_00585	Syaa.g_01765
OG0000807	Prbg.g_00586	Syaa.g_01767
OG0000808	Prbg.g_00587	Syaa.g_01768
OG0000809	Prbg.g_00589	Syaa.g_01771
OG0000810	Prbg.g_00590	Syaa.g_01772
OG0000811	Prbg.g_00594	Syaa.g_01778
OG0000812	Prbg.g_00596	Syaa.g_01780
OG0000813	Prbg.g_00597	Syaa.g_01781
OG0000814	Prbg.g_00599	Syaa.g_01783
OG0000815	Prbg.g_00600	Syaa.g_01784
OG0000816	Prbg.g_00602	Syaa.g_01785
OG0000817	Prbg.g_00603	Syaa.g_01786
OG0000818	Prbg.g_00608	Syaa.g_01792
OG0000819	Prbg.g_00609	Syaa.g_01793
OG0000820	Prbg.g_00610	Syaa.g_01794
OG0000821	Prbg.g_00614	Syaa.g_01800
OG0000822	Prbg.g_00615	Syaa.g_01802
OG0000823	Prbg.g_00616	Syaa.g_01803
OG0000824	Prbg.g_00619	Syaa.g_01807
OG0000825	Prbg.g_00620	Syaa.g_01808
OG0000826	Prbg.g_00621	Syaa.g_01809
OG0000827	Prbg.g_00622	Syaa.g_01810
OG0000828	Prbg.g_00625	Syaa.g_01813
OG0000829	Prbg.g_00626	Syaa.g_01814
OG0000830	Prbg.g_00627	Syaa.g_01815
OG0000831	Prbg.g_00629	Syaa.g_01817
OG0000832	Prbg.g_00639	Syaa.g_00627
OG0000833	Prbg.g_00648	Syaa.g_00611
OG0000834	Prbg.g_00649	Syaa.g_00608
OG0000835	Prbg.g_00650	Syaa.g_00607
OG0000836	Prbg.g_00651	Syaa.g_00603
OG0000837	Prbg.g_00652	Syaa.g_00601
OG0000838	Prbg.g_00654	Syaa.g_00597
OG0000839	Prbg.g_00655	Syaa.g_00596
OG0000840	Prbg.g_00656	Syaa.g_00595
OG0000841	Prbg.g_00657	Syaa.g_00594
OG0000842	Prbg.g_00658	Syaa.g_00593
OG0000843	Prbg.g_00659	Syaa.g_00592
OG0000844	Prbg.g_00660	Syaa.g_00590
OG0000845	Prbg.g_00661	Syaa.g_00589
OG0000846	Prbg.g_00662	Syaa.g_00588
OG0000847	Prbg.g_00663	Syaa.g_00587
OG0000848	Prbg.g_00664	Syaa.g_00585
OG0000849	Prbg.g_00665	Syaa.g_00584
OG0000850	Prbg.g_00667	Syaa.g_00582
OG0000851	Prbg.g_00668	Syaa.g_00577
OG0000852	Prbg.g_00669	Syaa.g_00576
OG0000853	Prbg.g_00675	Syaa.g_00572
OG0000854	Prbg.g_00677	Syaa.g_00570
OG0000855	Prbg.g_00678	Syaa.g_00569
OG0000856	Prbg.g_00348	Syaa.g_01650
OG0000857	Prbg.g_01174	Syaa.g_01188
OG0000858	Prbg.g_01643	Syaa.g_00563
OG0000859	Prbg.g_01644	Syaa.g_00562
OG0000860	Prbg.g_01652	Syaa.g_00549
OG0000861	Prbg.g_01653	Syaa.g_00548
OG0000862	Prbg.g_01654	Syaa.g_00547
OG0000863	Prbg.g_01656	Syaa.g_00543
OG0000864	Prbg.g_01657	Syaa.g_00542
OG0000865	Prbg.g_01658	Syaa.g_00541
OG0000866	Prbg.g_01659	Syaa.g_00540
OG0000867	Prbg.g_01660	Syaa.g_00539
OG0000868	Prbg.g_01662	Syaa.g_00536
OG0000869	Prbg.g_01665	Syaa.g_00531
OG0000870	Prbg.g_01670	Syaa.g_00526
OG0000871	Prbg.g_01671	Syaa.g_00525
OG0000872	Prbg.g_01672	Syaa.g_00511
OG0000873	Prbg.g_01675	Syaa.g_00497
OG0000874	Prbg.g_01678	Syaa.g_00519
OG0000875	Prbg.g_01679	Syaa.g_00438
OG0000876	Prbg.g_01680	Syaa.g_00682
OG0000877	Prbg.g_01682	Syaa.g_00679
OG0000878	Prbg.g_01683	Syaa.g_00678
OG0000879	Prbg.g_01684	Syaa.g_00677
OG0000880	Prbg.g_01685	Syaa.g_00676
OG0000881	Prbg.g_01689	Syaa.g_00671
OG0000882	Prbg.g_01694	Syaa.g_00666
OG0000883	Prbg.g_01696	Syaa.g_00661
OG0000884	Prbg.g_01698	Syaa.g_00659
OG0000885	Prbg.g_01699	Syaa.g_00658
OG0000886	Prbg.g_01700	Syaa.g_00657
OG0000887	Prbg.g_01701	Syaa.g_00656
OG0000888	Prbg.g_01703	Syaa.g_00654
OG0000889	Prbg.g_01705	Syaa.g_00652
OG0000890	Prbg.g_01706	Syaa.g_00644
OG0000891	Prbg.g_01707	Syaa.g_00643
OG0000892	Prbg.g_01709	Syaa.g_00640
OG0000893	Prbg.g_01713	Syaa.g_02352
OG0000894	Prbg.g_01716	Syaa.g_02349
OG0000895	Prbg.g_01720	Syaa.g_02345
OG0000896	Prbg.g_01721	Syaa.g_02344
OG0000897	Prbg.g_01723	Syaa.g_02342
OG0000898	Prbg.g_01724	Syaa.g_02341
OG0000899	Prbg.g_01725	Syaa.g_02340
OG0000900	Prbg.g_01726	Syaa.g_02339
OG0000901	Prbg.g_01729	Syaa.g_02334
OG0000902	Prbg.g_01731	Syaa.g_02332
OG0000903	Prbg.g_01735	Syaa.g_02313
OG0000904	Prbg.g_01739	Syaa.g_02318
OG0000905	Prbg.g_01733	Syaa.g_02324
OG0000906	Prbg.g_01732	Syaa.g_02327
OG0000907	Prbg.g_01742	Syaa.g_02295
OG0000908	Prbg.g_01745	Syaa.g_02292
OG0000909	Prbg.g_01746	Syaa.g_02291
OG0000910	Prbg.g_01747	Syaa.g_02290
OG0000911	Prbg.g_01749	Syaa.g_02288
OG0000912	Prbg.g_01750	Syaa.g_02287
OG0000913	Prbg.g_01751	Syaa.g_02286
OG0000914	Prbg.g_01752	Syaa.g_02285
OG0000915	Prbg.g_01753	Syaa.g_02283
OG0000916	Prbg.g_01754	Syaa.g_02282
OG0000917	Prbg.g_01755	Syaa.g_02281
OG0000918	Prbg.g_01756	Syaa.g_02280
OG0000919	Prbg.g_01757	Syaa.g_02279
OG0000920	Prbg.g_01758	Syaa.g_02278
OG0000921	Prbg.g_01759	Syaa.g_02277
OG0000922	Prbg.g_01760	Syaa.g_02276
OG0000923	Prbg.g_01764	Syaa.g_02272
OG0000924	Prbg.g_01765	Syaa.g_02271
OG0000925	Prbg.g_01766	Syaa.g_02270
OG0000926	Prbg.g_01767	Syaa.g_02269
OG0000927	Prbg.g_01769	Syaa.g_02267
OG0000928	Prbg.g_01770	Syaa.g_02266
OG0000929	Prbg.g_01771	Syaa.g_02265
OG0000930	Prbg.g_01772	Syaa.g_02264
OG0000931	Prbg.g_01773	Syaa.g_02263
OG0000932	Prbg.g_01774	Syaa.g_02262
OG0000933	Prbg.g_01778	Syaa.g_02256
OG0000934	Prbg.g_01780	Syaa.g_02254
OG0000935	Prbg.g_01781	Syaa.g_02253
OG0000936	Prbg.g_01782	Syaa.g_02252
OG0000937	Prbg.g_01783	Syaa.g_02251
OG0000938	Prbg.g_01786	Syaa.g_02248
OG0000939	Prbg.g_01787	Syaa.g_02247
OG0000940	Prbg.g_01794	Syaa.g_02240
OG0000941	Prbg.g_01796	Syaa.g_02238
OG0000942	Prbg.g_01798	Syaa.g_02236
OG0000943	Prbg.g_01799	Syaa.g_02235
OG0000944	Prbg.g_01801	Syaa.g_02233
OG0000945	Prbg.g_01802	Syaa.g_02231
OG0000946	Prbg.g_01807	Syaa.g_02225
OG0000947	Prbg.g_01809	Syaa.g_02222
OG0000948	Prbg.g_01810	Syaa.g_02221
OG0000949	Prbg.g_01813	Syaa.g_00172
OG0000950	Prbg.g_01820	Syaa.g_00159
OG0000951	Prbg.g_01824	Syaa.g_00153
OG0000952	Prbg.g_01828	Syaa.g_00149
OG0000953	Prbg.g_01832	Syaa.g_00143
OG0000954	Prbg.g_01836	Syaa.g_00138
OG0000955	Prbg.g_01837	Syaa.g_00137
OG0000956	Prbg.g_01839	Syaa.g_00135
OG0000957	Prbg.g_01845	Syaa.g_00125
OG0000958	Prbg.g_01846	Syaa.g_00124
OG0000959	Prbg.g_01850	Syaa.g_00120
OG0000960	Prbg.g_01851	Syaa.g_00119
OG0000961	Prbg.g_01854	Syaa.g_00106
OG0000962	Prbg.g_01856	Syaa.g_00102
OG0000963	Prbg.g_01860	Syaa.g_00097
OG0000964	Prbg.g_01861	Syaa.g_00096
OG0000965	Prbg.g_01862	Syaa.g_00095
OG0000966	Prbg.g_01868	Syaa.g_00083
OG0000967	Prbg.g_01872	Syaa.g_00074
OG0000968	Prbg.g_01874	Syaa.g_00078
OG0000969	Prbg.g_01875	Syaa.g_00077
OG0000970	Prbg.g_01876	Syaa.g_00076
OG0000971	Prbg.g_01877	Syaa.g_00069
OG0000972	Prbg.g_01878	Syaa.g_00068
OG0000973	Prbg.g_01879	Syaa.g_00067
OG0000974	Prbg.g_01880	Syaa.g_00066
OG0000975	Prbg.g_01881	Syaa.g_00065
OG0000976	Prbg.g_01882	Syaa.g_00064
OG0000977	Prbg.g_01883	Syaa.g_00062
OG0000978	Prbg.g_01884	Syaa.g_00061
OG0000979	Prbg.g_01887	Syaa.g_00058
OG0000980	Prbg.g_01889	Syaa.g_00055
OG0000981	Prbg.g_01892	Syaa.g_00052
OG0000982	Prbg.g_01894	Syaa.g_02593
OG0000983	Prbg.g_01895	Syaa.g_02594
OG0000984	Prbg.g_01896	Syaa.g_02595
OG0000985	Prbg.g_01899	Syaa.g_02597
OG0000986	Prbg.g_01901	Syaa.g_02601
OG0000987	Prbg.g_01902	Syaa.g_02603
OG0000988	Prbg.g_01905	Syaa.g_02608
OG0000989	Prbg.g_01909	Syaa.g_02616
OG0000990	Prbg.g_01913	Syaa.g_02647
OG0000991	Prbg.g_01914	Syaa.g_02650
OG0000992	Prbg.g_01917	Syaa.g_02653
OG0000993	Prbg.g_01918	Syaa.g_02654
OG0000994	Prbg.g_01919	Syaa.g_02657
OG0000995	Prbg.g_01923	Syaa.g_02662
OG0000996	Prbg.g_01924	Syaa.g_02705
OG0000997	Prbg.g_01927	Syaa.g_02725
OG0000998	Prbg.g_01929	Syaa.g_02727
OG0000999	Prbg.g_01930	Syaa.g_02728
OG0001000	Prbg.g_01933	Syaa.g_02732
OG0001001	Prbg.g_01936	Syaa.g_02738
OG0001002	Prbg.g_00758	Syaa.g_02745
OG0001003	Prbg.g_00759	Syaa.g_02747
OG0001004	Prbg.g_00760	Syaa.g_02748
OG0001005	Prbg.g_00761	Syaa.g_02749
OG0001006	Prbg.g_00765	Syaa.g_02756
OG0001007	Prbg.g_00767	Syaa.g_02758
OG0001008	Prbg.g_00157	Syaa.g_00704
OG0001009	Prbg.g_00847	Syaa.g_00034
OG0001010	Prbg.g_00846	Syaa.g_00035
OG0001011	Prbg.g_00844	Syaa.g_00037
OG0001012	Prbg.g_00830	Syaa.g_02589
OG0001013	Prbg.g_00823	Syaa.g_02576
OG0001014	Prbg.g_00820	Syaa.g_02572
OG0001015	Prbg.g_00818	Syaa.g_02571
OG0001016	Prbg.g_00796	Syaa.g_00348
OG0001017	Prbg.g_00792	Syaa.g_00342
OG0001018	Prbg.g_00790	Syaa.g_00340
OG0001019	Prbg.g_00781	Syaa.g_00323
OG0001020	Prbg.g_00780	Syaa.g_02355
OG0001021	Prbg.g_00861	Syaa.g_02359
OG0001022	Prbg.g_00864	Syaa.g_02365
OG0001023	Prbg.g_00865	Syaa.g_02366
OG0001024	Prbg.g_00869	Syaa.g_02370
OG0001025	Prbg.g_00876	Syaa.g_02377
OG0001026	Prbg.g_00885	Syaa.g_02390
OG0001027	Prbg.g_00886	Syaa.g_02397
OG0001028	Prbg.g_00888	Syaa.g_02399
OG0001029	Prbg.g_00889	Syaa.g_02401
OG0001030	Prbg.g_00905	Syaa.g_02422
OG0001031	Prbg.g_00965	Syaa.g_02500
OG0001032	Prbg.g_00966	Syaa.g_02502
OG0001033	Prbg.g_00987	Syaa.g_02539
OG0001034	Prbg.g_01018	Syaa.g_02108
OG0001035	Prbg.g_01038	Syaa.g_00298
OG0001036	Prbg.g_01042	Syaa.g_00293
OG0001037	Prbg.g_01043	Syaa.g_00291
OG0001038	Prbg.g_00057	Syaa.g_00264
OG0001039	Prbg.g_00060	Syaa.g_00261
OG0001040	Prbg.g_00062	Syaa.g_00258
OG0001041	Prbg.g_00067	Syaa.g_00253
OG0001042	Prbg.g_00084	Syaa.g_00227
OG0001043	Prbg.g_00085	Syaa.g_00223
OG0001044	Prbg.g_00116	Syaa.g_02183
OG0001045	Prbg.g_00125	Syaa.g_02170
OG0001046	Prbg.g_01602	Syaa.g_01332
OG0001047	Prbg.g_00159	Syaa.g_00706
OG0001048	Prbg.g_00160	Syaa.g_00707
OG0001049	Prbg.g_00162	Syaa.g_00710
OG0001050	Prbg.g_00163	Syaa.g_00711
OG0001051	Prbg.g_00164	Syaa.g_00712
OG0001052	Prbg.g_00190	Syaa.g_01846
OG0001053	Prbg.g_00202	Syaa.g_02048
OG0001054	Prbg.g_00217	Syaa.g_02031
OG0001055	Prbg.g_00236	Syaa.g_02010
OG0001056	Prbg.g_00253	Syaa.g_01975
OG0001057	Prbg.g_00258	Syaa.g_01966
OG0001058	Prbg.g_00267	Syaa.g_01951
OG0001059	Prbg.g_00271	Syaa.g_01947
OG0001060	Prbg.g_00277	Syaa.g_01941
OG0001061	Prbg.g_00292	Syaa.g_01919
OG0001062	Prbg.g_00294	Syaa.g_01917
OG0001063	Prbg.g_00296	Syaa.g_01912
OG0001064	Prbg.g_00297	Syaa.g_01911
OG0001065	Prbg.g_00298	Syaa.g_01910
OG0001066	Prbg.g_00299	Syaa.g_01909
OG0001067	Prbg.g_00300	Syaa.g_01908
OG0001068	Prbg.g_00301	Syaa.g_01907
OG0001069	Prbg.g_00302	Syaa.g_01906
OG0001070	Prbg.g_00306	Syaa.g_01903
OG0001071	Prbg.g_00307	Syaa.g_01902
OG0001072	Prbg.g_00309	Syaa.g_01898
OG0001073	Prbg.g_00323	Syaa.g_01884
OG0001074	Prbg.g_00335	Syaa.g_01678
OG0001075	Prbg.g_00336	Syaa.g_01676
OG0001076	Prbg.g_00343	Syaa.g_01659
OG0001077	Prbg.g_00349	Syaa.g_01647
OG0001078	Prbg.g_01421	Syaa.g_01632
OG0001079	Prbg.g_01409	Syaa.g_01619
OG0001080	Prbg.g_01403	Syaa.g_01443
