Orthogroup	Prbg	Praf
OG0000561	Prbg.g_00273	Praf.g_00695
OG0000562	Prbg.g_00274	Praf.g_00696
OG0000563	Prbg.g_00275	Praf.g_00697
OG0000564	Prbg.g_00276	Praf.g_00698
OG0000565	Prbg.g_00278	Praf.g_00701
OG0000566	Prbg.g_00282	Praf.g_00705
OG0000567	Prbg.g_00286	Praf.g_00709
OG0000568	Prbg.g_00287	Praf.g_00711
OG0000569	Prbg.g_00288	Praf.g_00712
OG0000570	Prbg.g_00289	Praf.g_00713
OG0000571	Prbg.g_00291	Praf.g_00716
OG0000572	Prbg.g_00305	Praf.g_00733
OG0000573	Prbg.g_00311	Praf.g_00740
OG0000574	Prbg.g_00312	Praf.g_00741
OG0000575	Prbg.g_00316	Praf.g_00751
OG0000576	Prbg.g_00318	Praf.g_00753
OG0000577	Prbg.g_00319	Praf.g_00754
OG0000578	Prbg.g_00320	Praf.g_00755
OG0000579	Prbg.g_00321	Praf.g_00756
OG0000580	Prbg.g_00322	Praf.g_00757
OG0000581	Prbg.g_00325	Praf.g_00761
OG0000582	Prbg.g_00328	Praf.g_00765
OG0000583	Prbg.g_00329	Praf.g_00766
OG0000584	Prbg.g_00330	Praf.g_00767
OG0000585	Prbg.g_00332	Praf.g_00769
OG0000586	Prbg.g_00333	Praf.g_00771
OG0000587	Prbg.g_00334	Praf.g_00773
OG0000588	Prbg.g_00338	Praf.g_01663
OG0000589	Prbg.g_00340	Praf.g_01666
OG0000590	Prbg.g_00341	Praf.g_01667
OG0000591	Prbg.g_00345	Praf.g_01674
OG0000592	Prbg.g_00346	Praf.g_01675
OG0000593	Prbg.g_01425	Praf.g_01688
OG0000594	Prbg.g_01424	Praf.g_01689
OG0000595	Prbg.g_01423	Praf.g_01690
OG0000596	Prbg.g_01419	Praf.g_01695
OG0000597	Prbg.g_01416	Praf.g_01698
OG0000598	Prbg.g_01415	Praf.g_01699
OG0000599	Prbg.g_01412	Praf.g_01709
OG0000600	Prbg.g_01411	Praf.g_01710
OG0000601	Prbg.g_01410	Praf.g_01711
OG0000602	Prbg.g_01408	Praf.g_01716
OG0000603	Prbg.g_01407	Praf.g_01717
OG0000604	Prbg.g_01406	Praf.g_01718
OG0000605	Prbg.g_01405	Praf.g_01720
OG0000606	Prbg.g_01402	Praf.g_01727
OG0000607	Prbg.g_01399	Praf.g_01730
OG0000608	Prbg.g_01398	Praf.g_01731
OG0000609	Prbg.g_01397	Praf.g_01733
OG0000610	Prbg.g_01391	Praf.g_01741
OG0000611	Prbg.g_01388	Praf.g_01744
OG0000612	Prbg.g_01387	Praf.g_01745
OG0000613	Prbg.g_01114	Praf.g_02344
OG0000614	Prbg.g_01135	Praf.g_01207
OG0000615	Prbg.g_01146	Praf.g_01489
OG0000616	Prbg.g_01939	Praf.g_02767
OG0000617	Prbg.g_01371	Praf.g_01308
OG0000618	Prbg.g_01370	Praf.g_01309
OG0000619	Prbg.g_01369	Praf.g_01310
OG0000620	Prbg.g_01366	Praf.g_01314
OG0000621	Prbg.g_01365	Praf.g_01315
OG0000622	Prbg.g_01364	Praf.g_01316
OG0000623	Prbg.g_01363	Praf.g_01317
OG0000624	Prbg.g_01361	Praf.g_01318
OG0000625	Prbg.g_01360	Praf.g_01319
OG0000626	Prbg.g_01359	Praf.g_01320
OG0000627	Prbg.g_01358	Praf.g_01441
OG0000628	Prbg.g_01357	Praf.g_01440
OG0000629	Prbg.g_01356	Praf.g_01437
OG0000630	Prbg.g_01353	Praf.g_01433
OG0000631	Prbg.g_01260	Praf.g_01429
OG0000632	Prbg.g_01261	Praf.g_01428
OG0000633	Prbg.g_01262	Praf.g_01427
OG0000634	Prbg.g_01155	Praf.g_01526
OG0000635	Prbg.g_01156	Praf.g_01527
OG0000636	Prbg.g_01158	Praf.g_01529
OG0000637	Prbg.g_01160	Praf.g_01531
OG0000638	Prbg.g_01161	Praf.g_01532
OG0000639	Prbg.g_01162	Praf.g_01533
OG0000640	Prbg.g_01163	Praf.g_01534
OG0000641	Prbg.g_01167	Praf.g_01538
OG0000642	Prbg.g_01168	Praf.g_01539
OG0000643	Prbg.g_01169	Praf.g_01540
OG0000644	Prbg.g_01170	Praf.g_01541
OG0000645	Prbg.g_01171	Praf.g_01542
OG0000646	Prbg.g_01173	Praf.g_01545
OG0000647	Prbg.g_01175	Praf.g_01547
OG0000648	Prbg.g_01177	Praf.g_01549
OG0000649	Prbg.g_01178	Praf.g_01550
OG0000650	Prbg.g_01179	Praf.g_01551
OG0000651	Prbg.g_01180	Praf.g_01552
OG0000652	Prbg.g_01181	Praf.g_01553
OG0000653	Prbg.g_01183	Praf.g_01557
OG0000654	Prbg.g_01184	Praf.g_01558
OG0000655	Prbg.g_01185	Praf.g_01559
OG0000656	Prbg.g_01188	Praf.g_01562
OG0000657	Prbg.g_01196	Praf.g_01592
OG0000658	Prbg.g_01198	Praf.g_01594
OG0000659	Prbg.g_01199	Praf.g_01595
OG0000660	Prbg.g_01203	Praf.g_01599
OG0000661	Prbg.g_01205	Praf.g_01601
OG0000662	Prbg.g_01207	Praf.g_01603
OG0000663	Prbg.g_01209	Praf.g_01606
OG0000664	Prbg.g_01210	Praf.g_01607
OG0000665	Prbg.g_01216	Praf.g_01620
OG0000666	Prbg.g_01217	Praf.g_01622
OG0000667	Prbg.g_01221	Praf.g_01629
OG0000668	Prbg.g_01062	Praf.g_01339
OG0000669	Prbg.g_01073	Praf.g_01638
OG0000670	Prbg.g_01076	Praf.g_00961
OG0000671	Prbg.g_01079	Praf.g_01456
OG0000672	Prbg.g_01082	Praf.g_01459
OG0000673	Prbg.g_01085	Praf.g_01462
OG0000674	Prbg.g_01087	Praf.g_01464
OG0000675	Prbg.g_01088	Praf.g_01465
OG0000676	Prbg.g_01090	Praf.g_01467
OG0000677	Prbg.g_01091	Praf.g_01469
OG0000678	Prbg.g_01093	Praf.g_01475
OG0000679	Prbg.g_01097	Praf.g_01494
OG0000680	Prbg.g_01098	Praf.g_01495
OG0000681	Prbg.g_01101	Praf.g_01497
OG0000682	Prbg.g_01102	Praf.g_01498
OG0000683	Prbg.g_01103	Praf.g_01499
OG0000684	Prbg.g_01105	Praf.g_01512
OG0000685	Prbg.g_01107	Praf.g_01510
OG0000686	Prbg.g_01108	Praf.g_01509
OG0000687	Prbg.g_01109	Praf.g_01508
OG0000688	Prbg.g_01383	Praf.g_01515
OG0000689	Prbg.g_01382	Praf.g_01516
OG0000690	Prbg.g_01381	Praf.g_01517
OG0000691	Prbg.g_01380	Praf.g_01519
OG0000692	Prbg.g_01378	Praf.g_01520
OG0000693	Prbg.g_01377	Praf.g_01522
OG0000694	Prbg.g_01376	Praf.g_01523
OG0000695	Prbg.g_01264	Praf.g_01425
OG0000696	Prbg.g_01265	Praf.g_01424
OG0000697	Prbg.g_01266	Praf.g_01422
OG0000698	Prbg.g_01269	Praf.g_01419
OG0000699	Prbg.g_01270	Praf.g_01417
OG0000700	Prbg.g_01271	Praf.g_01416
OG0000701	Prbg.g_01272	Praf.g_01415
OG0000702	Prbg.g_01274	Praf.g_01408
OG0000703	Prbg.g_01275	Praf.g_01407
OG0000704	Prbg.g_01277	Praf.g_01405
OG0000705	Prbg.g_01280	Praf.g_01399
OG0000706	Prbg.g_01281	Praf.g_01398
OG0000707	Prbg.g_01282	Praf.g_01397
OG0000708	Prbg.g_01284	Praf.g_01395
OG0000709	Prbg.g_01288	Praf.g_01388
OG0000710	Prbg.g_01291	Praf.g_01383, Praf.g_01384
OG0000711	Prbg.g_01309	Praf.g_01360
OG0000712	Prbg.g_01310	Praf.g_01359
OG0000713	Prbg.g_01311	Praf.g_01358
OG0000714	Prbg.g_01312	Praf.g_01355
OG0000715	Prbg.g_01314	Praf.g_01353
OG0000716	Prbg.g_01316	Praf.g_01349
OG0000717	Prbg.g_01317	Praf.g_01348
OG0000718	Prbg.g_01321	Praf.g_01343
OG0000719	Prbg.g_01323	Praf.g_01341
OG0000720	Prbg.g_01335	Praf.g_01328
OG0000721	Prbg.g_01339	Praf.g_01327
OG0000722	Prbg.g_01340	Praf.g_01326
OG0000723	Prbg.g_01344	Praf.g_01322
OG0000724	Prbg.g_01239	Praf.g_01279
OG0000725	Prbg.g_01233	Praf.g_01270
OG0000726	Prbg.g_01232	Praf.g_01269
OG0000727	Prbg.g_01231	Praf.g_01268
OG0000728	Prbg.g_01229	Praf.g_01267
OG0000729	Prbg.g_00455	Praf.g_00162
OG0000730	Prbg.g_01528	Praf.g_02056
OG0000731	Prbg.g_00123	Praf.g_02047
OG0000732	Prbg.g_01890	Praf.g_00055
OG0000733	Prbg.g_00750	Praf.g_02698
OG0000734	Prbg.g_01502	Praf.g_00233
OG0000735	Prbg.g_01500	Praf.g_00822
OG0000736	Prbg.g_01499	Praf.g_00823
OG0000737	Prbg.g_01498	Praf.g_00824
OG0000738	Prbg.g_01494	Praf.g_00830
OG0000739	Prbg.g_01493	Praf.g_00832
OG0000740	Prbg.g_01492	Praf.g_00833
OG0000741	Prbg.g_01490	Praf.g_00836
OG0000742	Prbg.g_01487	Praf.g_00853
OG0000743	Prbg.g_01485	Praf.g_00855
OG0000744	Prbg.g_01484	Praf.g_00856
OG0000745	Prbg.g_01483	Praf.g_00858
OG0000746	Prbg.g_01481	Praf.g_00860
OG0000747	Prbg.g_01480	Praf.g_00861
OG0000748	Prbg.g_01476	Praf.g_00873
OG0000749	Prbg.g_01475	Praf.g_00874
OG0000750	Prbg.g_01474	Praf.g_00875
OG0000751	Prbg.g_01471	Praf.g_00880
OG0000752	Prbg.g_01469	Praf.g_00882
OG0000753	Prbg.g_01467	Praf.g_00885
OG0000754	Prbg.g_01464	Praf.g_00914
OG0000755	Prbg.g_01458	Praf.g_00921
OG0000756	Prbg.g_01457	Praf.g_00922
OG0000757	Prbg.g_01450	Praf.g_00929
OG0000758	Prbg.g_01449	Praf.g_00930
OG0000759	Prbg.g_01448	Praf.g_00931
OG0000760	Prbg.g_01447	Praf.g_00932
OG0000761	Prbg.g_01446	Praf.g_00933
OG0000762	Prbg.g_01445	Praf.g_00913
OG0000763	Prbg.g_01443	Praf.g_00911
OG0000764	Prbg.g_01442	Praf.g_00910
OG0000765	Prbg.g_01434	Praf.g_00895
OG0000766	Prbg.g_01433	Praf.g_00894
OG0000767	Prbg.g_01431	Praf.g_00892
OG0000768	Prbg.g_01430	Praf.g_00891
OG0000769	Prbg.g_01428	Praf.g_00887
OG0000770	Prbg.g_00351	Praf.g_00937
OG0000771	Prbg.g_00687	Praf.g_01285
OG0000772	Prbg.g_01576	Praf.g_00548
OG0000773	Prbg.g_00468	Praf.g_00808
OG0000774	Prbg.g_00470	Praf.g_00804
OG0000775	Prbg.g_00472	Praf.g_00802
OG0000776	Prbg.g_00473	Praf.g_00801
OG0000777	Prbg.g_00474	Praf.g_00800
OG0000778	Prbg.g_00475	Praf.g_00799
OG0000779	Prbg.g_00479	Praf.g_00794
OG0000780	Prbg.g_00480	Praf.g_00791
OG0000781	Prbg.g_00484	Praf.g_00787
OG0000782	Prbg.g_00485	Praf.g_00786
OG0000783	Prbg.g_00486	Praf.g_00785
OG0000784	Prbg.g_00487	Praf.g_00784
OG0000785	Prbg.g_00489	Praf.g_00782
OG0000786	Prbg.g_00492	Praf.g_00777
OG0000787	Prbg.g_00493	Praf.g_00776
OG0000788	Prbg.g_00218	Praf.g_01996
OG0000789	Prbg.g_00690	Praf.g_01001
OG0000790	Prbg.g_00534	Praf.g_00579
OG0000791	Prbg.g_00536	Praf.g_00577
OG0000792	Prbg.g_00537	Praf.g_00576
OG0000793	Prbg.g_00540	Praf.g_00572
OG0000794	Prbg.g_00541	Praf.g_00571
OG0000795	Prbg.g_00542	Praf.g_00570
OG0000796	Prbg.g_00546	Praf.g_00566
OG0000797	Prbg.g_00547	Praf.g_00565
OG0000799	Prbg.g_00574	Praf.g_01765
OG0000800	Prbg.g_00575	Praf.g_01766
OG0000801	Prbg.g_00576	Praf.g_01767
OG0000802	Prbg.g_00578	Praf.g_01773
OG0000803	Prbg.g_00580	Praf.g_01779
OG0000804	Prbg.g_00581	Praf.g_01781
OG0000805	Prbg.g_00583	Praf.g_01783
OG0000806	Prbg.g_00585	Praf.g_01785
OG0000807	Prbg.g_00586	Praf.g_01787
OG0000808	Prbg.g_00587	Praf.g_01788
OG0000809	Prbg.g_00589	Praf.g_01792
OG0000810	Prbg.g_00590	Praf.g_01793
OG0000811	Prbg.g_00594	Praf.g_01801
OG0000812	Prbg.g_00596	Praf.g_01803
OG0000813	Prbg.g_00597	Praf.g_01804
OG0000814	Prbg.g_00599	Praf.g_01806
OG0000815	Prbg.g_00600	Praf.g_01807
OG0000816	Prbg.g_00602	Praf.g_01809
OG0000817	Prbg.g_00603	Praf.g_01810
OG0000818	Prbg.g_00608	Praf.g_01822
OG0000819	Prbg.g_00609	Praf.g_01823
OG0000820	Prbg.g_00610	Praf.g_01824
OG0000821	Prbg.g_00614	Praf.g_01831
OG0000822	Prbg.g_00615	Praf.g_01833
OG0000823	Prbg.g_00616	Praf.g_01834
OG0000824	Prbg.g_00619	Praf.g_01838
OG0000825	Prbg.g_00620	Praf.g_01839
OG0000826	Prbg.g_00621	Praf.g_01840
OG0000827	Prbg.g_00622	Praf.g_01841
OG0000828	Prbg.g_00625	Praf.g_01844
OG0000829	Prbg.g_00626	Praf.g_01845
OG0000830	Prbg.g_00627	Praf.g_01846
OG0000831	Prbg.g_00629	Praf.g_01849
OG0000832	Prbg.g_00639	Praf.g_00542
OG0000833	Prbg.g_00648	Praf.g_00534
OG0000834	Prbg.g_00649	Praf.g_00533
OG0000835	Prbg.g_00650	Praf.g_00532
OG0000836	Prbg.g_00651	Praf.g_00530
OG0000837	Prbg.g_00652	Praf.g_00529
OG0000838	Prbg.g_00654	Praf.g_00525
OG0000839	Prbg.g_00655	Praf.g_00524
OG0000840	Prbg.g_00656	Praf.g_00523
OG0000841	Prbg.g_00657	Praf.g_00522
OG0000842	Prbg.g_00658	Praf.g_00521
OG0000843	Prbg.g_00659	Praf.g_00520
OG0000844	Prbg.g_00660	Praf.g_00518
OG0000845	Prbg.g_00661	Praf.g_00517
OG0000846	Prbg.g_00662	Praf.g_00516
OG0000847	Prbg.g_00663	Praf.g_00515
OG0000848	Prbg.g_00664	Praf.g_00513
OG0000849	Prbg.g_00665	Praf.g_00512
OG0000850	Prbg.g_00667	Praf.g_00511
OG0000851	Prbg.g_00668	Praf.g_00508
OG0000852	Prbg.g_00669	Praf.g_00507
OG0000853	Prbg.g_00675	Praf.g_00502
OG0000854	Prbg.g_00677	Praf.g_00500
OG0000855	Prbg.g_00678	Praf.g_00499
OG0000856	Prbg.g_00348	Praf.g_01677
OG0000857	Prbg.g_01174	Praf.g_01546
OG0000858	Prbg.g_01643	Praf.g_00490
OG0000859	Prbg.g_01644	Praf.g_00489
OG0000860	Prbg.g_01652	Praf.g_00478
OG0000861	Prbg.g_01653	Praf.g_00477
OG0000862	Prbg.g_01654	Praf.g_00475
OG0000863	Prbg.g_01656	Praf.g_00472
OG0000864	Prbg.g_01657	Praf.g_00471
OG0000865	Prbg.g_01658	Praf.g_00470
OG0000866	Prbg.g_01659	Praf.g_00469
OG0000867	Prbg.g_01660	Praf.g_00468
OG0000868	Prbg.g_01662	Praf.g_00466
OG0000869	Prbg.g_01665	Praf.g_00463
OG0000870	Prbg.g_01670	Praf.g_00458
OG0000871	Prbg.g_01671	Praf.g_00457
OG0000872	Prbg.g_01672	Praf.g_00455
OG0000873	Prbg.g_01675	Praf.g_00452
OG0000874	Prbg.g_01678	Praf.g_00448
OG0000875	Prbg.g_01679	Praf.g_00447
OG0000876	Prbg.g_01680	Praf.g_00446
OG0000877	Prbg.g_01682	Praf.g_00443
OG0000878	Prbg.g_01683	Praf.g_00442
OG0000879	Prbg.g_01684	Praf.g_00441
OG0000880	Prbg.g_01685	Praf.g_00440
OG0000881	Prbg.g_01689	Praf.g_00434
OG0000882	Prbg.g_01694	Praf.g_00429
OG0000883	Prbg.g_01696	Praf.g_00427
OG0000884	Prbg.g_01698	Praf.g_00425
OG0000885	Prbg.g_01699	Praf.g_00424
OG0000886	Prbg.g_01700	Praf.g_00423
OG0000887	Prbg.g_01701	Praf.g_00422
OG0000888	Prbg.g_01703	Praf.g_00420
OG0000889	Prbg.g_01705	Praf.g_00418
OG0000890	Prbg.g_01706	Praf.g_00405
OG0000891	Prbg.g_01707	Praf.g_00404
OG0000892	Prbg.g_01709	Praf.g_00402
OG0000893	Prbg.g_01713	Praf.g_02202
OG0000894	Prbg.g_01716	Praf.g_02199
OG0000895	Prbg.g_01720	Praf.g_02195
OG0000896	Prbg.g_01721	Praf.g_02194
OG0000897	Prbg.g_01723	Praf.g_02192
OG0000898	Prbg.g_01724	Praf.g_02191
OG0000899	Prbg.g_01725	Praf.g_02190
OG0000900	Prbg.g_01726	Praf.g_02189
OG0000901	Prbg.g_01729	Praf.g_02185
OG0000902	Prbg.g_01731	Praf.g_02183
OG0000903	Prbg.g_01735	Praf.g_02170
OG0000904	Prbg.g_01739	Praf.g_02175
OG0000905	Prbg.g_01733	Praf.g_02177
OG0000906	Prbg.g_01732	Praf.g_02179
OG0000907	Prbg.g_01742	Praf.g_02163
OG0000908	Prbg.g_01745	Praf.g_02160
OG0000909	Prbg.g_01746	Praf.g_02159
OG0000910	Prbg.g_01747	Praf.g_02158
OG0000911	Prbg.g_01749	Praf.g_02156
OG0000912	Prbg.g_01750	Praf.g_02155
OG0000913	Prbg.g_01751	Praf.g_02154
OG0000914	Prbg.g_01752	Praf.g_02153
OG0000915	Prbg.g_01753	Praf.g_02152
OG0000916	Prbg.g_01754	Praf.g_02151
OG0000917	Prbg.g_01755	Praf.g_02150
OG0000918	Prbg.g_01756	Praf.g_02149
OG0000919	Prbg.g_01757	Praf.g_02148
OG0000920	Prbg.g_01758	Praf.g_02147
OG0000921	Prbg.g_01759	Praf.g_02146
OG0000922	Prbg.g_01760	Praf.g_02145
OG0000923	Prbg.g_01764	Praf.g_02141
OG0000924	Prbg.g_01765	Praf.g_02140
OG0000925	Prbg.g_01766	Praf.g_02139
OG0000926	Prbg.g_01767	Praf.g_02138
OG0000927	Prbg.g_01769	Praf.g_02136
OG0000928	Prbg.g_01770	Praf.g_02135
OG0000929	Prbg.g_01771	Praf.g_02134
OG0000930	Prbg.g_01772	Praf.g_02133
OG0000931	Prbg.g_01773	Praf.g_02132
OG0000932	Prbg.g_01774	Praf.g_02131
OG0000933	Prbg.g_01778	Praf.g_02126
OG0000934	Prbg.g_01780	Praf.g_02124
OG0000935	Prbg.g_01781	Praf.g_02123
OG0000936	Prbg.g_01782	Praf.g_02122
OG0000937	Prbg.g_01783	Praf.g_02121
OG0000938	Prbg.g_01786	Praf.g_02118
OG0000939	Prbg.g_01787	Praf.g_02117
OG0000940	Prbg.g_01794	Praf.g_02106
OG0000941	Prbg.g_01796	Praf.g_02104
OG0000942	Prbg.g_01798	Praf.g_02102
OG0000943	Prbg.g_01799	Praf.g_02101
OG0000944	Prbg.g_01801	Praf.g_02099
OG0000945	Prbg.g_01802	Praf.g_02097
OG0000946	Prbg.g_01807	Praf.g_02082
OG0000947	Prbg.g_01809	Praf.g_02079
OG0000948	Prbg.g_01810	Praf.g_02078
OG0000949	Prbg.g_01813	Praf.g_02075
OG0000950	Prbg.g_01820	Praf.g_02383
OG0000951	Prbg.g_01824	Praf.g_02388
OG0000952	Prbg.g_01828	Praf.g_02393
OG0000953	Prbg.g_01832	Praf.g_02397
OG0000954	Prbg.g_01836	Praf.g_00195
OG0000955	Prbg.g_01837	Praf.g_00194
OG0000956	Prbg.g_01839	Praf.g_00192
OG0000957	Prbg.g_01845	Praf.g_00180
OG0000958	Prbg.g_01846	Praf.g_00179
OG0000959	Prbg.g_01850	Praf.g_00175
OG0000960	Prbg.g_01851	Praf.g_00174
OG0000961	Prbg.g_01854	Praf.g_00165
OG0000962	Prbg.g_01856	Praf.g_00163
OG0000963	Prbg.g_01860	Praf.g_00157
OG0000964	Prbg.g_01861	Praf.g_00156
OG0000965	Prbg.g_01862	Praf.g_00155
OG0000966	Prbg.g_01868	Praf.g_00089
OG0000967	Prbg.g_01872	Praf.g_00082
OG0000968	Prbg.g_01874	Praf.g_00077
OG0000969	Prbg.g_01875	Praf.g_00075
OG0000970	Prbg.g_01876	Praf.g_00074
OG0000971	Prbg.g_01877	Praf.g_00072
OG0000972	Prbg.g_01878	Praf.g_00071
OG0000973	Prbg.g_01879	Praf.g_00070
OG0000974	Prbg.g_01880	Praf.g_00069
OG0000975	Prbg.g_01881	Praf.g_00068
OG0000976	Prbg.g_01882	Praf.g_00067
OG0000977	Prbg.g_01883	Praf.g_00064
OG0000978	Prbg.g_01884	Praf.g_00063
OG0000979	Prbg.g_01887	Praf.g_00060
OG0000980	Prbg.g_01889	Praf.g_00056
OG0000981	Prbg.g_01892	Praf.g_00053
OG0000982	Prbg.g_01894	Praf.g_02657
OG0000983	Prbg.g_01895	Praf.g_02658
OG0000984	Prbg.g_01896	Praf.g_02659
OG0000985	Prbg.g_01899	Praf.g_02663
OG0000986	Prbg.g_01901	Praf.g_02665
OG0000987	Prbg.g_01902	Praf.g_02667
OG0000988	Prbg.g_01905	Praf.g_02671
OG0000989	Prbg.g_01909	Praf.g_02680
OG0000990	Prbg.g_01913	Praf.g_02702
OG0000991	Prbg.g_01914	Praf.g_02716
OG0000992	Prbg.g_01917	Praf.g_02719
OG0000993	Prbg.g_01918	Praf.g_02720
OG0000994	Prbg.g_01919	Praf.g_02723
OG0000995	Prbg.g_01923	Praf.g_02730
OG0000996	Prbg.g_01924	Praf.g_02743
OG0000997	Prbg.g_01927	Praf.g_02753
OG0000998	Prbg.g_01929	Praf.g_02755
OG0000999	Prbg.g_01930	Praf.g_02756
OG0001000	Prbg.g_01933	Praf.g_02759
OG0001001	Prbg.g_01936	Praf.g_02764
OG0001002	Prbg.g_00758	Praf.g_02770
OG0001003	Prbg.g_00759	Praf.g_02772
OG0001004	Prbg.g_00760	Praf.g_02773
OG0001005	Prbg.g_00761	Praf.g_02775
OG0001006	Prbg.g_00765	Praf.g_02781
OG0001007	Prbg.g_00767	Praf.g_02783
OG0001008	Prbg.g_00157	Praf.g_01988
OG0001009	Prbg.g_00847	Praf.g_00032
OG0001010	Prbg.g_00846	Praf.g_00033
OG0001011	Prbg.g_00844	Praf.g_00035
OG0001012	Prbg.g_00830	Praf.g_02654
OG0001013	Prbg.g_00823	Praf.g_02603
OG0001014	Prbg.g_00820	Praf.g_02597
OG0001015	Prbg.g_00818	Praf.g_02596
OG0001016	Prbg.g_00796	Praf.g_00316
OG0001017	Prbg.g_00792	Praf.g_00310
OG0001018	Prbg.g_00790	Praf.g_00308
OG0001019	Prbg.g_00781	Praf.g_00296
OG0001020	Prbg.g_00780	Praf.g_00268
OG0001021	Prbg.g_00861	Praf.g_00264
OG0001022	Prbg.g_00864	Praf.g_00259
OG0001023	Prbg.g_00865	Praf.g_00258
OG0001024	Prbg.g_00869	Praf.g_00254
OG0001025	Prbg.g_00876	Praf.g_00247
OG0001026	Prbg.g_00885	Praf.g_00230
OG0001027	Prbg.g_00886	Praf.g_00225
OG0001028	Prbg.g_00888	Praf.g_00223
OG0001029	Prbg.g_00889	Praf.g_00221
OG0001030	Prbg.g_00905	Praf.g_02408
OG0001031	Prbg.g_00965	Praf.g_02497
OG0001032	Prbg.g_00966	Praf.g_02500
OG0001033	Prbg.g_00987	Praf.g_02533
OG0001034	Prbg.g_01018	Praf.g_00385
OG0001035	Prbg.g_01038	Praf.g_02243
OG0001036	Prbg.g_01042	Praf.g_02247
OG0001037	Prbg.g_01043	Praf.g_02249
OG0001038	Prbg.g_00057	Praf.g_02277
OG0001039	Prbg.g_00060	Praf.g_02280
OG0001040	Prbg.g_00062	Praf.g_02283
OG0001041	Prbg.g_00067	Praf.g_02288
OG0001042	Prbg.g_00084	Praf.g_02316
OG0001043	Prbg.g_00085	Praf.g_02318
OG0001044	Prbg.g_00116	Praf.g_02055
OG0001045	Prbg.g_00125	Praf.g_02044
OG0001046	Prbg.g_01602	Praf.g_00495
OG0001047	Prbg.g_00159	Praf.g_01986
OG0001048	Prbg.g_00160	Praf.g_01985
OG0001049	Prbg.g_00162	Praf.g_01982
OG0001050	Prbg.g_00163	Praf.g_01981
OG0001051	Prbg.g_00164	Praf.g_01980
OG0001052	Prbg.g_00190	Praf.g_01911
OG0001053	Prbg.g_00202	Praf.g_00598
OG0001054	Prbg.g_00217	Praf.g_00615
OG0001055	Prbg.g_00236	Praf.g_00636
OG0001056	Prbg.g_00253	Praf.g_00665
OG0001057	Prbg.g_00258	Praf.g_00675
OG0001058	Prbg.g_00267	Praf.g_00689
OG0001059	Prbg.g_00271	Praf.g_00693
OG0001060	Prbg.g_00277	Praf.g_00700
OG0001061	Prbg.g_00292	Praf.g_00717
OG0001062	Prbg.g_00294	Praf.g_00719
OG0001063	Prbg.g_00296	Praf.g_00723
OG0001064	Prbg.g_00297	Praf.g_00724
OG0001065	Prbg.g_00298	Praf.g_00725
OG0001066	Prbg.g_00299	Praf.g_00726
OG0001067	Prbg.g_00300	Praf.g_00728
OG0001068	Prbg.g_00301	Praf.g_00729
OG0001069	Prbg.g_00302	Praf.g_00730
OG0001070	Prbg.g_00306	Praf.g_00734
OG0001071	Prbg.g_00307	Praf.g_00735
OG0001072	Prbg.g_00309	Praf.g_00738
OG0001073	Prbg.g_00323	Praf.g_00758
OG0001074	Prbg.g_00335	Praf.g_01659
OG0001075	Prbg.g_00336	Praf.g_01661
OG0001076	Prbg.g_00343	Praf.g_01669
OG0001077	Prbg.g_00349	Praf.g_01680
OG0001078	Prbg.g_01421	Praf.g_01693
OG0001079	Prbg.g_01409	Praf.g_01713
OG0001080	Prbg.g_01403	Praf.g_01722
OG0001081	Prbg.g_01401	Praf.g_01728
OG0001082	Prbg.g_01400	Praf.g_01729
OG0001083	Prbg.g_01395	Praf.g_01737
OG0001084	Prbg.g_01394	Praf.g_01738
OG0001085	Prbg.g_01111	Praf.g_01749
OG0001086	Prbg.g_01112	Praf.g_01751
OG0001087	Prbg.g_01130	Praf.g_01225
OG0001088	Prbg.g_01131	Praf.g_01221
OG0001089	Prbg.g_01142	Praf.g_01124
OG0001090	Prbg.g_01152	Praf.g_01303
OG0001091	Prbg.g_01374	Praf.g_01305
OG0001092	Prbg.g_01373	Praf.g_01307
OG0001093	Prbg.g_01368	Praf.g_01311
OG0001094	Prbg.g_01375	Praf.g_01524
OG0001095	Prbg.g_01172	Praf.g_01543
OG0001096	Prbg.g_01186	Praf.g_01560
OG0001097	Prbg.g_01206	Praf.g_01602
OG0001098	Prbg.g_01225	Praf.g_01444
OG0001099	Prbg.g_01067	Praf.g_00222
OG0001100	Prbg.g_01075	Praf.g_01454
OG0001101	Prbg.g_01078	Praf.g_01455
OG0001102	Prbg.g_01081	Praf.g_01458
OG0001103	Prbg.g_01083	Praf.g_01460
OG0001104	Prbg.g_01106	Praf.g_01511
OG0001105	Prbg.g_01110	Praf.g_01506
OG0001106	Prbg.g_01278	Praf.g_01404
OG0001107	Prbg.g_01285	Praf.g_01394
OG0001108	Prbg.g_01289	Praf.g_01387
OG0001109	Prbg.g_01290	Praf.g_01385
OG0001110	Prbg.g_01292	Praf.g_01382
OG0001111	Prbg.g_01293	Praf.g_01380
OG0001112	Prbg.g_01294	Praf.g_01378
OG0001113	Prbg.g_01295	Praf.g_01377
OG0001114	Prbg.g_01296	Praf.g_01376
OG0001115	Prbg.g_01298	Praf.g_01374
OG0001116	Prbg.g_01299	Praf.g_01372
OG0001117	Prbg.g_01300	Praf.g_01371
OG0001118	Prbg.g_01301	Praf.g_01370
OG0001119	Prbg.g_01302	Praf.g_01369
OG0001120	Prbg.g_01304	Praf.g_01366
