Orthogroup	Prbg	Syas
OG0000586	Prbg.g_00333	Syas.g_00867
OG0000587	Prbg.g_00334	Syas.g_00865
OG0000588	Prbg.g_00338	Syas.g_00960
OG0000589	Prbg.g_00340	Syas.g_00121
OG0000590	Prbg.g_00341	Syas.g_00120
OG0000591	Prbg.g_00345	Syas.g_00106
OG0000592	Prbg.g_00346	Syas.g_00105
OG0000593	Prbg.g_01425	Syas.g_00750
OG0000594	Prbg.g_01424	Syas.g_00749
OG0000595	Prbg.g_01423	Syas.g_00748
OG0000596	Prbg.g_01419	Syas.g_00743
OG0000597	Prbg.g_01416	Syas.g_00740
OG0000598	Prbg.g_01415	Syas.g_00739
OG0000599	Prbg.g_01412	Syas.g_00732
OG0000600	Prbg.g_01411	Syas.g_00731
OG0000601	Prbg.g_01410	Syas.g_00730
OG0000602	Prbg.g_01408	Syas.g_00725
OG0000603	Prbg.g_01407	Syas.g_00724
OG0000604	Prbg.g_01406	Syas.g_00721
OG0000605	Prbg.g_01405	Syas.g_00719
OG0000606	Prbg.g_01402	Syas.g_00716
OG0000607	Prbg.g_01399	Syas.g_00713
OG0000608	Prbg.g_01398	Syas.g_00712
OG0000609	Prbg.g_01397	Syas.g_00710
OG0000610	Prbg.g_01391	Syas.g_00702
OG0000611	Prbg.g_01388	Syas.g_00699
OG0000612	Prbg.g_01387	Syas.g_00698
OG0000613	Prbg.g_01114	Syas.g_01825
OG0000614	Prbg.g_01135	Syas.g_01044
OG0000615	Prbg.g_01146	Syas.g_00650
OG0000616	Prbg.g_01939	Syas.g_02011
OG0000617	Prbg.g_01371	Syas.g_00180
OG0000618	Prbg.g_01370	Syas.g_00181
OG0000619	Prbg.g_01369	Syas.g_00182
OG0000620	Prbg.g_01366	Syas.g_00188
OG0000621	Prbg.g_01365	Syas.g_00189
OG0000622	Prbg.g_01364	Syas.g_00190
OG0000623	Prbg.g_01363	Syas.g_00191
OG0000624	Prbg.g_01361	Syas.g_00192
OG0000625	Prbg.g_01360	Syas.g_00193
OG0000626	Prbg.g_01359	Syas.g_00194
OG0000627	Prbg.g_01358	Syas.g_00372
OG0000628	Prbg.g_01357	Syas.g_00373
OG0000629	Prbg.g_01356	Syas.g_00376
OG0000630	Prbg.g_01353	Syas.g_00397
OG0000631	Prbg.g_01260	Syas.g_00405
OG0000632	Prbg.g_01261	Syas.g_00406
OG0000633	Prbg.g_01262	Syas.g_00407
OG0000634	Prbg.g_01155	Syas.g_00600
OG0000635	Prbg.g_01156	Syas.g_00599
OG0000636	Prbg.g_01158	Syas.g_00597
OG0000637	Prbg.g_01160	Syas.g_00595
OG0000638	Prbg.g_01161	Syas.g_00594
OG0000639	Prbg.g_01162	Syas.g_00593
OG0000640	Prbg.g_01163	Syas.g_00592
OG0000641	Prbg.g_01167	Syas.g_00587
OG0000642	Prbg.g_01168	Syas.g_00586
OG0000643	Prbg.g_01169	Syas.g_00585
OG0000644	Prbg.g_01170	Syas.g_00584
OG0000645	Prbg.g_01171	Syas.g_00583
OG0000646	Prbg.g_01173	Syas.g_00580
OG0000647	Prbg.g_01175	Syas.g_00578
OG0000648	Prbg.g_01177	Syas.g_00576
OG0000649	Prbg.g_01178	Syas.g_00575
OG0000650	Prbg.g_01179	Syas.g_00574
OG0000651	Prbg.g_01180	Syas.g_00573
OG0000652	Prbg.g_01181	Syas.g_00572
OG0000653	Prbg.g_01183	Syas.g_00570
OG0000654	Prbg.g_01184	Syas.g_00569
OG0000655	Prbg.g_01185	Syas.g_00568
OG0000656	Prbg.g_01188	Syas.g_00565
OG0000657	Prbg.g_01196	Syas.g_00232
OG0000658	Prbg.g_01198	Syas.g_00235
OG0000659	Prbg.g_01199	Syas.g_00236
OG0000660	Prbg.g_01203	Syas.g_00240
OG0000661	Prbg.g_01205	Syas.g_00242
OG0000662	Prbg.g_01207	Syas.g_00281
OG0000663	Prbg.g_01209	Syas.g_00284
OG0000664	Prbg.g_01210	Syas.g_00287
OG0000665	Prbg.g_01216	Syas.g_00385
OG0000666	Prbg.g_01217	Syas.g_01362
OG0000667	Prbg.g_01221	Syas.g_00088
OG0000668	Prbg.g_01062	Syas.g_00221
OG0000669	Prbg.g_01073	Syas.g_00684
OG0000670	Prbg.g_01076	Syas.g_00681
OG0000671	Prbg.g_01079	Syas.g_00679
OG0000672	Prbg.g_01082	Syas.g_00676
OG0000673	Prbg.g_01085	Syas.g_00673
OG0000674	Prbg.g_01087	Syas.g_00671
OG0000675	Prbg.g_01088	Syas.g_00670
OG0000676	Prbg.g_01090	Syas.g_00668
OG0000677	Prbg.g_01091	Syas.g_00667
OG0000678	Prbg.g_01093	Syas.g_00660
OG0000679	Prbg.g_01097	Syas.g_00629
OG0000680	Prbg.g_01098	Syas.g_00628
OG0000681	Prbg.g_01101	Syas.g_00625
OG0000682	Prbg.g_01102	Syas.g_00624
OG0000683	Prbg.g_01103	Syas.g_00623
OG0000684	Prbg.g_01105	Syas.g_00621
OG0000685	Prbg.g_01107	Syas.g_00187
OG0000686	Prbg.g_01108	Syas.g_00619
OG0000687	Prbg.g_01109	Syas.g_00618
OG0000688	Prbg.g_01383	Syas.g_00612
OG0000689	Prbg.g_01382	Syas.g_00610
OG0000690	Prbg.g_01381	Syas.g_00609
OG0000691	Prbg.g_01380	Syas.g_00608
OG0000692	Prbg.g_01378	Syas.g_00606
OG0000693	Prbg.g_01377	Syas.g_00604
OG0000694	Prbg.g_01376	Syas.g_00603
OG0000695	Prbg.g_01264	Syas.g_00410
OG0000696	Prbg.g_01265	Syas.g_00411
OG0000697	Prbg.g_01266	Syas.g_00413
OG0000698	Prbg.g_01269	Syas.g_00417
OG0000699	Prbg.g_01270	Syas.g_00419
OG0000700	Prbg.g_01271	Syas.g_00420
OG0000701	Prbg.g_01272	Syas.g_00421
OG0000702	Prbg.g_01274	Syas.g_00437
OG0000703	Prbg.g_01275	Syas.g_00438
OG0000704	Prbg.g_01277	Syas.g_00446
OG0000705	Prbg.g_01280	Syas.g_00453
OG0000706	Prbg.g_01281	Syas.g_00454
OG0000707	Prbg.g_01282	Syas.g_00455
OG0000708	Prbg.g_01284	Syas.g_00458
OG0000709	Prbg.g_01288	Syas.g_00466
OG0000710	Prbg.g_01291	Syas.g_00497
OG0000711	Prbg.g_01309	Syas.g_00546
OG0000712	Prbg.g_01310	Syas.g_00548
OG0000713	Prbg.g_01311	Syas.g_00549
OG0000714	Prbg.g_01312	Syas.g_00551
OG0000715	Prbg.g_01314	Syas.g_00553
OG0000716	Prbg.g_01316	Syas.g_00556
OG0000717	Prbg.g_01317	Syas.g_00557
OG0000718	Prbg.g_01321	Syas.g_00561
OG0000719	Prbg.g_01323	Syas.g_00223
OG0000720	Prbg.g_01335	Syas.g_00209
OG0000721	Prbg.g_01339	Syas.g_00207
OG0000722	Prbg.g_01340	Syas.g_00206
OG0000723	Prbg.g_01344	Syas.g_00196
OG0000724	Prbg.g_01239	Syas.g_00999
OG0000725	Prbg.g_01233	Syas.g_01024
OG0000726	Prbg.g_01232	Syas.g_01025
OG0000727	Prbg.g_01231	Syas.g_01026
OG0000728	Prbg.g_01229	Syas.g_01028
OG0000729	Prbg.g_00455	Syas.g_02145
OG0000730	Prbg.g_01528	Syas.g_01544
OG0000731	Prbg.g_00123	Syas.g_01532
OG0000732	Prbg.g_01890	Syas.g_02086
OG0000733	Prbg.g_00750	Syas.g_00096
OG0000734	Prbg.g_01502	Syas.g_02414
OG0000735	Prbg.g_01500	Syas.g_01201
OG0000736	Prbg.g_01499	Syas.g_01200
OG0000737	Prbg.g_01498	Syas.g_01199
OG0000738	Prbg.g_01494	Syas.g_01193
OG0000739	Prbg.g_01493	Syas.g_01192
OG0000740	Prbg.g_01492	Syas.g_01191
OG0000741	Prbg.g_01490	Syas.g_01188
OG0000742	Prbg.g_01487	Syas.g_01185
OG0000743	Prbg.g_01485	Syas.g_01182
OG0000744	Prbg.g_01484	Syas.g_01181
OG0000745	Prbg.g_01483	Syas.g_01178
OG0000746	Prbg.g_01481	Syas.g_01176
OG0000747	Prbg.g_01480	Syas.g_01174
OG0000748	Prbg.g_01476	Syas.g_01146
OG0000749	Prbg.g_01475	Syas.g_01144
OG0000750	Prbg.g_01474	Syas.g_01143
OG0000751	Prbg.g_01471	Syas.g_01138
OG0000752	Prbg.g_01469	Syas.g_01136
OG0000753	Prbg.g_01467	Syas.g_01133
OG0000754	Prbg.g_01464	Syas.g_01128
OG0000755	Prbg.g_01458	Syas.g_01117
OG0000756	Prbg.g_01457	Syas.g_01116
OG0000757	Prbg.g_01450	Syas.g_01108
OG0000758	Prbg.g_01449	Syas.g_01107
OG0000759	Prbg.g_01448	Syas.g_01106
OG0000760	Prbg.g_01447	Syas.g_01105
OG0000761	Prbg.g_01446	Syas.g_01104
OG0000762	Prbg.g_01445	Syas.g_01102
OG0000763	Prbg.g_01443	Syas.g_01091
OG0000764	Prbg.g_01442	Syas.g_01090
OG0000765	Prbg.g_01434	Syas.g_01076
OG0000766	Prbg.g_01433	Syas.g_01075
OG0000767	Prbg.g_01431	Syas.g_01073
OG0000768	Prbg.g_01430	Syas.g_01072
OG0000769	Prbg.g_01428	Syas.g_01070
OG0000770	Prbg.g_00351	Syas.g_01067
OG0000771	Prbg.g_00687	Syas.g_00993
OG0000772	Prbg.g_01576	Syas.g_01461
OG0000773	Prbg.g_00468	Syas.g_00002
OG0000774	Prbg.g_00470	Syas.g_02862
OG0000775	Prbg.g_00472	Syas.g_02860
OG0000776	Prbg.g_00473	Syas.g_02859
OG0000777	Prbg.g_00474	Syas.g_02858
OG0000778	Prbg.g_00475	Syas.g_02857
OG0000779	Prbg.g_00479	Syas.g_02852
OG0000780	Prbg.g_00480	Syas.g_02847
OG0000781	Prbg.g_00484	Syas.g_02842
OG0000782	Prbg.g_00485	Syas.g_02841
OG0000783	Prbg.g_00486	Syas.g_02840
OG0000784	Prbg.g_00487	Syas.g_02839
OG0000785	Prbg.g_00489	Syas.g_02837
OG0000786	Prbg.g_00492	Syas.g_02833
OG0000787	Prbg.g_00493	Syas.g_02832
OG0000788	Prbg.g_00218	Syas.g_00782
OG0000789	Prbg.g_00690	Syas.g_01507
OG0000790	Prbg.g_00534	Syas.g_01266
OG0000791	Prbg.g_00536	Syas.g_01268
OG0000792	Prbg.g_00537	Syas.g_01269
OG0000793	Prbg.g_00540	Syas.g_01359
OG0000794	Prbg.g_00541	Syas.g_01361
OG0000795	Prbg.g_00542	Syas.g_01363
OG0000796	Prbg.g_00546	Syas.g_01368
OG0000797	Prbg.g_00547	Syas.g_01369
OG0000798	Prbg.g_00038	Syas.g_02134
OG0000799	Prbg.g_00574	Syas.g_02789
OG0000800	Prbg.g_00575	Syas.g_02790
OG0000801	Prbg.g_00576	Syas.g_02791
OG0000802	Prbg.g_00578	Syas.g_02797
OG0000803	Prbg.g_00580	Syas.g_02800
OG0000804	Prbg.g_00581	Syas.g_02803
OG0000805	Prbg.g_00583	Syas.g_02805
OG0000806	Prbg.g_00585	Syas.g_02807
OG0000807	Prbg.g_00586	Syas.g_02808
OG0000808	Prbg.g_00587	Syas.g_02809
OG0000809	Prbg.g_00589	Syas.g_02811
OG0000810	Prbg.g_00590	Syas.g_02813
OG0000811	Prbg.g_00594	Syas.g_02822
OG0000812	Prbg.g_00596	Syas.g_02824
OG0000813	Prbg.g_00597	Syas.g_02825
OG0000814	Prbg.g_00599	Syas.g_02827
OG0000815	Prbg.g_00600	Syas.g_02829
OG0000816	Prbg.g_00602	Syas.g_02831
OG0000817	Prbg.g_00603	Syas.g_02753
OG0000818	Prbg.g_00608	Syas.g_01282
OG0000819	Prbg.g_00609	Syas.g_01283
OG0000820	Prbg.g_00610	Syas.g_01284
OG0000821	Prbg.g_00614	Syas.g_01289
OG0000822	Prbg.g_00615	Syas.g_01291
OG0000823	Prbg.g_00616	Syas.g_01292
OG0000824	Prbg.g_00619	Syas.g_01297
OG0000825	Prbg.g_00620	Syas.g_01298
OG0000826	Prbg.g_00621	Syas.g_01299
OG0000827	Prbg.g_00622	Syas.g_01300
OG0000828	Prbg.g_00625	Syas.g_01303
OG0000829	Prbg.g_00626	Syas.g_01304
OG0000830	Prbg.g_00627	Syas.g_01305
OG0000831	Prbg.g_00629	Syas.g_01308
OG0000832	Prbg.g_00639	Syas.g_01476
OG0000833	Prbg.g_00648	Syas.g_02738
OG0000834	Prbg.g_00649	Syas.g_02737
OG0000835	Prbg.g_00650	Syas.g_02736
OG0000836	Prbg.g_00651	Syas.g_02732
OG0000837	Prbg.g_00652	Syas.g_02731
OG0000838	Prbg.g_00654	Syas.g_02727
OG0000839	Prbg.g_00655	Syas.g_02726
OG0000840	Prbg.g_00656	Syas.g_02725
OG0000841	Prbg.g_00657	Syas.g_02724
OG0000842	Prbg.g_00658	Syas.g_02723
OG0000843	Prbg.g_00659	Syas.g_02722
OG0000844	Prbg.g_00660	Syas.g_02720
OG0000845	Prbg.g_00661	Syas.g_02719
OG0000846	Prbg.g_00662	Syas.g_02718
OG0000847	Prbg.g_00663	Syas.g_02717
OG0000848	Prbg.g_00664	Syas.g_02715
OG0000849	Prbg.g_00665	Syas.g_02714
OG0000850	Prbg.g_00667	Syas.g_02711
OG0000851	Prbg.g_00668	Syas.g_02708
OG0000852	Prbg.g_00669	Syas.g_02707
OG0000853	Prbg.g_00675	Syas.g_02703
OG0000854	Prbg.g_00677	Syas.g_02701
OG0000855	Prbg.g_00678	Syas.g_02700
OG0000856	Prbg.g_00348	Syas.g_00103
OG0000857	Prbg.g_01174	Syas.g_00579
OG0000858	Prbg.g_01643	Syas.g_02693
OG0000859	Prbg.g_01644	Syas.g_02692
OG0000860	Prbg.g_01652	Syas.g_02679
OG0000861	Prbg.g_01653	Syas.g_02678
OG0000862	Prbg.g_01654	Syas.g_02677
OG0000863	Prbg.g_01656	Syas.g_02675
OG0000864	Prbg.g_01657	Syas.g_02674
OG0000865	Prbg.g_01658	Syas.g_02673
OG0000866	Prbg.g_01659	Syas.g_02672
OG0000867	Prbg.g_01660	Syas.g_02671
OG0000868	Prbg.g_01662	Syas.g_02667
OG0000869	Prbg.g_01665	Syas.g_02662
OG0000870	Prbg.g_01670	Syas.g_02657
OG0000871	Prbg.g_01671	Syas.g_02656
OG0000872	Prbg.g_01672	Syas.g_02650
OG0000873	Prbg.g_01675	Syas.g_02647
OG0000874	Prbg.g_01678	Syas.g_02645
OG0000875	Prbg.g_01679	Syas.g_02644
OG0000876	Prbg.g_01680	Syas.g_00280
OG0000877	Prbg.g_01682	Syas.g_02603
OG0000878	Prbg.g_01683	Syas.g_02602
OG0000879	Prbg.g_01684	Syas.g_02601
OG0000880	Prbg.g_01685	Syas.g_02600
OG0000881	Prbg.g_01689	Syas.g_02596
OG0000882	Prbg.g_01694	Syas.g_02591
OG0000883	Prbg.g_01696	Syas.g_02586
OG0000884	Prbg.g_01698	Syas.g_02584
OG0000885	Prbg.g_01699	Syas.g_02583
OG0000886	Prbg.g_01700	Syas.g_02582
OG0000887	Prbg.g_01701	Syas.g_02581
OG0000888	Prbg.g_01703	Syas.g_02579
OG0000889	Prbg.g_01705	Syas.g_02577
OG0000890	Prbg.g_01706	Syas.g_02574
OG0000891	Prbg.g_01707	Syas.g_02573
OG0000892	Prbg.g_01709	Syas.g_02571
OG0000893	Prbg.g_01713	Syas.g_01677
OG0000894	Prbg.g_01716	Syas.g_01667
OG0000895	Prbg.g_01720	Syas.g_01663
OG0000896	Prbg.g_01721	Syas.g_01662
OG0000897	Prbg.g_01723	Syas.g_01660
OG0000898	Prbg.g_01724	Syas.g_01659
OG0000899	Prbg.g_01725	Syas.g_01658
OG0000900	Prbg.g_01726	Syas.g_01657
OG0000901	Prbg.g_01729	Syas.g_01652
OG0000902	Prbg.g_01731	Syas.g_01651
OG0000903	Prbg.g_01735	Syas.g_01637
OG0000904	Prbg.g_01739	Syas.g_01642
OG0000905	Prbg.g_01733	Syas.g_01647
OG0000906	Prbg.g_01732	Syas.g_01649
OG0000907	Prbg.g_01742	Syas.g_01635
OG0000908	Prbg.g_01745	Syas.g_01632
OG0000909	Prbg.g_01746	Syas.g_01631
OG0000910	Prbg.g_01747	Syas.g_01630
OG0000911	Prbg.g_01749	Syas.g_01628
OG0000912	Prbg.g_01750	Syas.g_01627
OG0000913	Prbg.g_01751	Syas.g_01626
OG0000914	Prbg.g_01752	Syas.g_01625
OG0000915	Prbg.g_01753	Syas.g_01623
OG0000916	Prbg.g_01754	Syas.g_01622
OG0000917	Prbg.g_01755	Syas.g_01621
OG0000918	Prbg.g_01756	Syas.g_01620
OG0000919	Prbg.g_01757	Syas.g_01619
OG0000920	Prbg.g_01758	Syas.g_01618
OG0000921	Prbg.g_01759	Syas.g_01617
OG0000922	Prbg.g_01760	Syas.g_01616
OG0000923	Prbg.g_01764	Syas.g_01612
OG0000924	Prbg.g_01765	Syas.g_01611
OG0000925	Prbg.g_01766	Syas.g_01610
OG0000926	Prbg.g_01767	Syas.g_01609
OG0000927	Prbg.g_01769	Syas.g_01607
OG0000928	Prbg.g_01770	Syas.g_01606
OG0000929	Prbg.g_01771	Syas.g_01605
OG0000930	Prbg.g_01772	Syas.g_01604
OG0000931	Prbg.g_01773	Syas.g_01603
OG0000932	Prbg.g_01774	Syas.g_01602
OG0000933	Prbg.g_01778	Syas.g_01596
OG0000934	Prbg.g_01780	Syas.g_01594
OG0000935	Prbg.g_01781	Syas.g_01593
OG0000936	Prbg.g_01782	Syas.g_01592
OG0000937	Prbg.g_01783	Syas.g_01591
OG0000938	Prbg.g_01786	Syas.g_01588
OG0000939	Prbg.g_01787	Syas.g_01587
OG0000940	Prbg.g_01794	Syas.g_01580
OG0000941	Prbg.g_01796	Syas.g_01578
OG0000942	Prbg.g_01798	Syas.g_01576
OG0000943	Prbg.g_01799	Syas.g_01575
OG0000944	Prbg.g_01801	Syas.g_01573
OG0000945	Prbg.g_01802	Syas.g_01572
OG0000946	Prbg.g_01807	Syas.g_01565
OG0000947	Prbg.g_01809	Syas.g_01562
OG0000948	Prbg.g_01810	Syas.g_01561
OG0000949	Prbg.g_01813	Syas.g_02213
OG0000950	Prbg.g_01820	Syas.g_02197
OG0000951	Prbg.g_01824	Syas.g_02190
OG0000952	Prbg.g_01828	Syas.g_02186
OG0000953	Prbg.g_01832	Syas.g_02182
OG0000954	Prbg.g_01836	Syas.g_02174
OG0000955	Prbg.g_01837	Syas.g_02173
OG0000956	Prbg.g_01839	Syas.g_02171
OG0000957	Prbg.g_01845	Syas.g_02158
OG0000958	Prbg.g_01846	Syas.g_02157
OG0000959	Prbg.g_01850	Syas.g_02154
OG0000960	Prbg.g_01851	Syas.g_02153
OG0000961	Prbg.g_01854	Syas.g_02345
OG0000962	Prbg.g_01856	Syas.g_02146
OG0000963	Prbg.g_01860	Syas.g_02143
OG0000964	Prbg.g_01861	Syas.g_02142
OG0000965	Prbg.g_01862	Syas.g_02141
OG0000966	Prbg.g_01868	Syas.g_02112
OG0000967	Prbg.g_01872	Syas.g_02108
OG0000968	Prbg.g_01874	Syas.g_02106
OG0000969	Prbg.g_01875	Syas.g_02104
OG0000970	Prbg.g_01876	Syas.g_02103
OG0000971	Prbg.g_01877	Syas.g_02101
OG0000972	Prbg.g_01878	Syas.g_02100
OG0000973	Prbg.g_01879	Syas.g_02099
OG0000974	Prbg.g_01880	Syas.g_02098
OG0000975	Prbg.g_01881	Syas.g_02097
OG0000976	Prbg.g_01882	Syas.g_02096
OG0000977	Prbg.g_01883	Syas.g_02094
OG0000978	Prbg.g_01884	Syas.g_02093
OG0000979	Prbg.g_01887	Syas.g_02090
OG0000980	Prbg.g_01889	Syas.g_02087
OG0000981	Prbg.g_01892	Syas.g_02084
OG0000982	Prbg.g_01894	Syas.g_01882
OG0000983	Prbg.g_01895	Syas.g_01883
OG0000984	Prbg.g_01896	Syas.g_01884
OG0000985	Prbg.g_01899	Syas.g_01888
OG0000986	Prbg.g_01901	Syas.g_01891
OG0000987	Prbg.g_01902	Syas.g_01897
OG0000988	Prbg.g_01905	Syas.g_01902
OG0000989	Prbg.g_01909	Syas.g_01908
OG0000990	Prbg.g_01913	Syas.g_01937
OG0000991	Prbg.g_01914	Syas.g_01939
OG0000992	Prbg.g_01917	Syas.g_01943
OG0000993	Prbg.g_01918	Syas.g_01945
OG0000994	Prbg.g_01919	Syas.g_01948
OG0000995	Prbg.g_01923	Syas.g_01955
OG0000996	Prbg.g_01924	Syas.g_01977
OG0000997	Prbg.g_01927	Syas.g_01993
OG0000998	Prbg.g_01929	Syas.g_01995
OG0000999	Prbg.g_01930	Syas.g_01996
OG0001000	Prbg.g_01933	Syas.g_02000
OG0001001	Prbg.g_01936	Syas.g_02006
OG0001002	Prbg.g_00758	Syas.g_02014
OG0001003	Prbg.g_00759	Syas.g_02016
OG0001004	Prbg.g_00760	Syas.g_02017
OG0001005	Prbg.g_00761	Syas.g_02018
OG0001006	Prbg.g_00765	Syas.g_02032
OG0001007	Prbg.g_00767	Syas.g_02034
OG0001008	Prbg.g_00157	Syas.g_01496
OG0001009	Prbg.g_00847	Syas.g_02065
OG0001010	Prbg.g_00846	Syas.g_02066
OG0001011	Prbg.g_00844	Syas.g_02068
OG0001012	Prbg.g_00830	Syas.g_00152
OG0001013	Prbg.g_00823	Syas.g_01866
OG0001014	Prbg.g_00820	Syas.g_01857
OG0001015	Prbg.g_00818	Syas.g_01856
OG0001016	Prbg.g_00796	Syas.g_02517
OG0001017	Prbg.g_00792	Syas.g_02511
OG0001018	Prbg.g_00790	Syas.g_02509
OG0001019	Prbg.g_00781	Syas.g_02469
OG0001020	Prbg.g_00780	Syas.g_02443
OG0001021	Prbg.g_00861	Syas.g_02437
OG0001022	Prbg.g_00864	Syas.g_02434
OG0001023	Prbg.g_00865	Syas.g_02433
OG0001024	Prbg.g_00869	Syas.g_00135
OG0001025	Prbg.g_00876	Syas.g_02424
OG0001026	Prbg.g_00885	Syas.g_02412
OG0001027	Prbg.g_00886	Syas.g_02408
OG0001028	Prbg.g_00888	Syas.g_02405
OG0001029	Prbg.g_00889	Syas.g_02403
OG0001030	Prbg.g_00905	Syas.g_02384
OG0001031	Prbg.g_00965	Syas.g_02293
OG0001032	Prbg.g_00966	Syas.g_02290
OG0001033	Prbg.g_00987	Syas.g_02239
OG0001034	Prbg.g_01018	Syas.g_02556
OG0001035	Prbg.g_01038	Syas.g_01704
OG0001036	Prbg.g_01042	Syas.g_01709
OG0001037	Prbg.g_01043	Syas.g_01711
OG0001038	Prbg.g_00057	Syas.g_01751
OG0001039	Prbg.g_00060	Syas.g_01754
OG0001041	Prbg.g_00067	Syas.g_01761
OG0001042	Prbg.g_00084	Syas.g_01821
OG0001043	Prbg.g_00085	Syas.g_01817
OG0001044	Prbg.g_00116	Syas.g_01542
OG0001045	Prbg.g_00125	Syas.g_01529
OG0001046	Prbg.g_01602	Syas.g_00532
OG0001047	Prbg.g_00159	Syas.g_01494
OG0001048	Prbg.g_00160	Syas.g_01493
OG0001049	Prbg.g_00162	Syas.g_02742
OG0001050	Prbg.g_00163	Syas.g_02743
OG0001051	Prbg.g_00164	Syas.g_02744
OG0001052	Prbg.g_00190	Syas.g_01337
OG0001053	Prbg.g_00202	Syas.g_01250
OG0001054	Prbg.g_00217	Syas.g_01231
OG0001055	Prbg.g_00236	Syas.g_01210
OG0001056	Prbg.g_00253	Syas.g_00068
OG0001057	Prbg.g_00258	Syas.g_00763
OG0001058	Prbg.g_00267	Syas.g_00787
OG0001059	Prbg.g_00271	Syas.g_00791
OG0001060	Prbg.g_00277	Syas.g_00797
OG0001061	Prbg.g_00292	Syas.g_00816
OG0001062	Prbg.g_00294	Syas.g_00819
OG0001063	Prbg.g_00296	Syas.g_00830
OG0001064	Prbg.g_00297	Syas.g_00831
OG0001065	Prbg.g_00298	Syas.g_00832
OG0001066	Prbg.g_00299	Syas.g_00833
OG0001067	Prbg.g_00300	Syas.g_00834
OG0001068	Prbg.g_00301	Syas.g_00835
OG0001069	Prbg.g_00302	Syas.g_00836
OG0001070	Prbg.g_00306	Syas.g_00840
OG0001071	Prbg.g_00307	Syas.g_00841
OG0001072	Prbg.g_00309	Syas.g_00844
OG0001073	Prbg.g_00323	Syas.g_00855
OG0001074	Prbg.g_00335	Syas.g_00157
OG0001075	Prbg.g_00336	Syas.g_00163
OG0001076	Prbg.g_00343	Syas.g_00113
OG0001077	Prbg.g_00349	Syas.g_00101
OG0001078	Prbg.g_01421	Syas.g_00745
OG0001079	Prbg.g_01409	Syas.g_00729
OG0001080	Prbg.g_01403	Syas.g_00717
OG0001081	Prbg.g_01401	Syas.g_00715
OG0001082	Prbg.g_01400	Syas.g_00714
OG0001083	Prbg.g_01395	Syas.g_00707
OG0001084	Prbg.g_01394	Syas.g_00706
OG0001085	Prbg.g_01111	Syas.g_00693
OG0001086	Prbg.g_01112	Syas.g_00691
OG0001087	Prbg.g_01130	Syas.g_00071
OG0001088	Prbg.g_01131	Syas.g_01060
OG0001089	Prbg.g_01142	Syas.g_01039
OG0001090	Prbg.g_01152	Syas.g_00980
OG0001091	Prbg.g_01374	Syas.g_00979
OG0001092	Prbg.g_01373	Syas.g_00178
OG0001093	Prbg.g_01368	Syas.g_00184
OG0001095	Prbg.g_01172	Syas.g_00582
OG0001097	Prbg.g_01206	Syas.g_00243
OG0001098	Prbg.g_01225	Syas.g_00880
OG0001099	Prbg.g_01067	Syas.g_02404
OG0001100	Prbg.g_01075	Syas.g_00682
OG0001101	Prbg.g_01078	Syas.g_00680
OG0001102	Prbg.g_01081	Syas.g_00677
OG0001103	Prbg.g_01083	Syas.g_00675
OG0001104	Prbg.g_01106	Syas.g_00620
OG0001105	Prbg.g_01110	Syas.g_00617
OG0001106	Prbg.g_01278	Syas.g_00447
OG0001107	Prbg.g_01285	Syas.g_00459
OG0001108	Prbg.g_01289	Syas.g_00494
OG0001109	Prbg.g_01290	Syas.g_00496
OG0001110	Prbg.g_01292	Syas.g_00498
OG0001111	Prbg.g_01293	Syas.g_00500
OG0001112	Prbg.g_01294	Syas.g_00503
OG0001113	Prbg.g_01295	Syas.g_00504
OG0001114	Prbg.g_01296	Syas.g_00505
OG0001115	Prbg.g_01298	Syas.g_00527
OG0001116	Prbg.g_01299	Syas.g_00529
OG0001117	Prbg.g_01300	Syas.g_00530
OG0001118	Prbg.g_01301	Syas.g_00531
OG0001119	Prbg.g_01302	Syas.g_00533
OG0001120	Prbg.g_01304	Syas.g_00539
OG0001122	Prbg.g_01324	Syas.g_00222
OG0001123	Prbg.g_01330	Syas.g_00214
OG0001124	Prbg.g_01332	Syas.g_00212
OG0001125	Prbg.g_01334	Syas.g_00210
OG0001126	Prbg.g_01245	Syas.g_00991
OG0001127	Prbg.g_01244	Syas.g_00992
OG0001128	Prbg.g_01242	Syas.g_00995
OG0001129	Prbg.g_01241	Syas.g_00997
OG0001130	Prbg.g_01240	Syas.g_00998
OG0001131	Prbg.g_00141	Syas.g_01401
OG0001132	Prbg.g_00022	Syas.g_00525
OG0001133	Prbg.g_00528	Syas.g_00109
OG0001136	Prbg.g_01489	Syas.g_01187
OG0001138	Prbg.g_01456	Syas.g_01114
OG0001139	Prbg.g_01454	Syas.g_01112
OG0001140	Prbg.g_01453	Syas.g_01111
OG0001141	Prbg.g_01452	Syas.g_01110
OG0001142	Prbg.g_01451	Syas.g_01109
OG0001143	Prbg.g_01444	Syas.g_01092
OG0001144	Prbg.g_01439	Syas.g_01084
OG0001145	Prbg.g_00469	Syas.g_02867
OG0001146	Prbg.g_00481	Syas.g_02846
OG0001147	Prbg.g_00501	Syas.g_01329
OG0001148	Prbg.g_00531	Syas.g_01263
OG0001149	Prbg.g_00532	Syas.g_01264
OG0001150	Prbg.g_00533	Syas.g_01265
OG0001151	Prbg.g_00544	Syas.g_01366
