Orthogroup	Prbg	Syag
OG0000566	Prbg.g_00282	Syag.g_00288
OG0000567	Prbg.g_00286	Syag.g_00292
OG0000568	Prbg.g_00287	Syag.g_00295
OG0000569	Prbg.g_00288	Syag.g_00296
OG0000570	Prbg.g_00289	Syag.g_00297
OG0000571	Prbg.g_00291	Syag.g_00301
OG0000572	Prbg.g_00305	Syag.g_00251, Syag.g_00320
OG0000573	Prbg.g_00311	Syag.g_00329
OG0000574	Prbg.g_00312	Syag.g_00330
OG0000575	Prbg.g_00316	Syag.g_00335
OG0000576	Prbg.g_00318	Syag.g_00337
OG0000577	Prbg.g_00319	Syag.g_00338
OG0000578	Prbg.g_00320	Syag.g_00339
OG0000579	Prbg.g_00321	Syag.g_00340
OG0000580	Prbg.g_00322	Syag.g_00341
OG0000581	Prbg.g_00325	Syag.g_00348
OG0000582	Prbg.g_00328	Syag.g_00353
OG0000583	Prbg.g_00329	Syag.g_00354
OG0000584	Prbg.g_00330	Syag.g_00355
OG0000585	Prbg.g_00332	Syag.g_00357
OG0000586	Prbg.g_00333	Syag.g_00358
OG0000587	Prbg.g_00334	Syag.g_00360
OG0000588	Prbg.g_00338	Syag.g_00371
OG0000589	Prbg.g_00340	Syag.g_00375
OG0000590	Prbg.g_00341	Syag.g_00376
OG0000591	Prbg.g_00345	Syag.g_00383
OG0000592	Prbg.g_00346	Syag.g_00384
OG0000593	Prbg.g_01425	Syag.g_00406
OG0000594	Prbg.g_01424	Syag.g_00407
OG0000595	Prbg.g_01423	Syag.g_00408
OG0000596	Prbg.g_01419	Syag.g_00413
OG0000597	Prbg.g_01416	Syag.g_00416
OG0000598	Prbg.g_01415	Syag.g_00417
OG0000599	Prbg.g_01412	Syag.g_00424
OG0000600	Prbg.g_01411	Syag.g_00425
OG0000601	Prbg.g_01410	Syag.g_00426
OG0000602	Prbg.g_01408	Syag.g_00431
OG0000603	Prbg.g_01407	Syag.g_00432
OG0000604	Prbg.g_01406	Syag.g_00434
OG0000605	Prbg.g_01405	Syag.g_00522
OG0000606	Prbg.g_01402	Syag.g_00550
OG0000607	Prbg.g_01399	Syag.g_00553
OG0000608	Prbg.g_01398	Syag.g_00554
OG0000609	Prbg.g_01397	Syag.g_00556
OG0000610	Prbg.g_01391	Syag.g_00580
OG0000611	Prbg.g_01388	Syag.g_00583
OG0000612	Prbg.g_01387	Syag.g_00584
OG0000613	Prbg.g_01114	Syag.g_02533
OG0000614	Prbg.g_01135	Syag.g_01004
OG0000615	Prbg.g_01146	Syag.g_00630
OG0000616	Prbg.g_01939	Syag.g_02255
OG0000617	Prbg.g_01371	Syag.g_00915
OG0000618	Prbg.g_01370	Syag.g_00914
OG0000619	Prbg.g_01369	Syag.g_00913
OG0000620	Prbg.g_01366	Syag.g_00906
OG0000621	Prbg.g_01365	Syag.g_00905
OG0000622	Prbg.g_01364	Syag.g_00904
OG0000623	Prbg.g_01363	Syag.g_00903
OG0000624	Prbg.g_01361	Syag.g_00901
OG0000625	Prbg.g_01360	Syag.g_00900
OG0000626	Prbg.g_01359	Syag.g_00899
OG0000627	Prbg.g_01358	Syag.g_00756
OG0000628	Prbg.g_01357	Syag.g_00757
OG0000629	Prbg.g_01356	Syag.g_00761
OG0000630	Prbg.g_01353	Syag.g_00765
OG0000631	Prbg.g_01260	Syag.g_00772
OG0000632	Prbg.g_01261	Syag.g_00773
OG0000633	Prbg.g_01262	Syag.g_00774
OG0000634	Prbg.g_01155	Syag.g_00663
OG0000635	Prbg.g_01156	Syag.g_00664
OG0000636	Prbg.g_01158	Syag.g_00666
OG0000637	Prbg.g_01160	Syag.g_00668
OG0000638	Prbg.g_01161	Syag.g_00669
OG0000639	Prbg.g_01162	Syag.g_00670
OG0000640	Prbg.g_01163	Syag.g_00671
OG0000641	Prbg.g_01167	Syag.g_00675
OG0000642	Prbg.g_01168	Syag.g_00676
OG0000643	Prbg.g_01169	Syag.g_00677
OG0000644	Prbg.g_01170	Syag.g_00678
OG0000645	Prbg.g_01171	Syag.g_00680
OG0000646	Prbg.g_01173	Syag.g_00683
OG0000647	Prbg.g_01175	Syag.g_00685
OG0000648	Prbg.g_01177	Syag.g_00694
OG0000649	Prbg.g_01178	Syag.g_00695
OG0000650	Prbg.g_01179	Syag.g_00696
OG0000651	Prbg.g_01180	Syag.g_00697
OG0000652	Prbg.g_01181	Syag.g_00698
OG0000653	Prbg.g_01183	Syag.g_00700
OG0000654	Prbg.g_01184	Syag.g_00701
OG0000655	Prbg.g_01185	Syag.g_00702
OG0000656	Prbg.g_01188	Syag.g_00705
OG0000657	Prbg.g_01196	Syag.g_00719
OG0000658	Prbg.g_01198	Syag.g_00721
OG0000659	Prbg.g_01199	Syag.g_00722
OG0000660	Prbg.g_01203	Syag.g_00726
OG0000661	Prbg.g_01205	Syag.g_00728
OG0000662	Prbg.g_01207	Syag.g_00730
OG0000663	Prbg.g_01209	Syag.g_00733
OG0000664	Prbg.g_01210	Syag.g_00734
OG0000665	Prbg.g_01216	Syag.g_00456
OG0000666	Prbg.g_01217	Syag.g_00445
OG0000667	Prbg.g_01221	Syag.g_00574
OG0000668	Prbg.g_01062	Syag.g_00868
OG0000669	Prbg.g_01073	Syag.g_00600
OG0000670	Prbg.g_01076	Syag.g_00399
OG0000671	Prbg.g_01079	Syag.g_00604
OG0000672	Prbg.g_01082	Syag.g_00607
OG0000673	Prbg.g_01085	Syag.g_00610
OG0000674	Prbg.g_01087	Syag.g_00612
OG0000675	Prbg.g_01088	Syag.g_00613
OG0000676	Prbg.g_01090	Syag.g_00615
OG0000677	Prbg.g_01091	Syag.g_00616
OG0000678	Prbg.g_01093	Syag.g_00622
OG0000679	Prbg.g_01097	Syag.g_00633
OG0000680	Prbg.g_01098	Syag.g_00634
OG0000681	Prbg.g_01101	Syag.g_00637
OG0000682	Prbg.g_01102	Syag.g_00638
OG0000683	Prbg.g_01103	Syag.g_00639
OG0000684	Prbg.g_01105	Syag.g_00641
OG0000685	Prbg.g_01107	Syag.g_00643
OG0000686	Prbg.g_01108	Syag.g_00644
OG0000687	Prbg.g_01109	Syag.g_00645
OG0000688	Prbg.g_01383	Syag.g_00651
OG0000689	Prbg.g_01382	Syag.g_00653
OG0000690	Prbg.g_01381	Syag.g_00654
OG0000691	Prbg.g_01380	Syag.g_00655
OG0000692	Prbg.g_01378	Syag.g_00656
OG0000693	Prbg.g_01377	Syag.g_00658
OG0000694	Prbg.g_01376	Syag.g_00659
OG0000695	Prbg.g_01264	Syag.g_00776
OG0000696	Prbg.g_01265	Syag.g_00777
OG0000697	Prbg.g_01266	Syag.g_00778
OG0000698	Prbg.g_01269	Syag.g_00781
OG0000699	Prbg.g_01270	Syag.g_00782
OG0000700	Prbg.g_01271	Syag.g_00783
OG0000701	Prbg.g_01272	Syag.g_00784
OG0000702	Prbg.g_01274	Syag.g_00792
OG0000703	Prbg.g_01275	Syag.g_00793
OG0000704	Prbg.g_01277	Syag.g_00795
OG0000705	Prbg.g_01280	Syag.g_00802
OG0000706	Prbg.g_01281	Syag.g_00803
OG0000707	Prbg.g_01282	Syag.g_00804
OG0000708	Prbg.g_01284	Syag.g_00807
OG0000709	Prbg.g_01288	Syag.g_00816
OG0000710	Prbg.g_01291	Syag.g_00820
OG0000711	Prbg.g_01309	Syag.g_00848
OG0000712	Prbg.g_01310	Syag.g_00850
OG0000713	Prbg.g_01311	Syag.g_00851
OG0000714	Prbg.g_01312	Syag.g_00853
OG0000715	Prbg.g_01314	Syag.g_00855
OG0000716	Prbg.g_01316	Syag.g_00859
OG0000717	Prbg.g_01317	Syag.g_00860
OG0000718	Prbg.g_01321	Syag.g_00864
OG0000719	Prbg.g_01323	Syag.g_00866
OG0000720	Prbg.g_01335	Syag.g_00880
OG0000721	Prbg.g_01339	Syag.g_00882
OG0000722	Prbg.g_01340	Syag.g_00883
OG0000723	Prbg.g_01344	Syag.g_00897
OG0000724	Prbg.g_01239	Syag.g_00967
OG0000725	Prbg.g_01233	Syag.g_00978
OG0000726	Prbg.g_01232	Syag.g_00979
OG0000727	Prbg.g_01231	Syag.g_00980
OG0000728	Prbg.g_01229	Syag.g_00982
OG0000729	Prbg.g_00455	Syag.g_02376
OG0000730	Prbg.g_01528	Syag.g_02840
OG0000731	Prbg.g_00123	Syag.g_02853
OG0000732	Prbg.g_01890	Syag.g_02331
OG0000733	Prbg.g_00750	Syag.g_00145
OG0000734	Prbg.g_01502	Syag.g_01892
OG0000735	Prbg.g_01500	Syag.g_01159
OG0000736	Prbg.g_01499	Syag.g_01158
OG0000737	Prbg.g_01498	Syag.g_01157
OG0000738	Prbg.g_01494	Syag.g_01152
OG0000739	Prbg.g_01493	Syag.g_01149
OG0000740	Prbg.g_01492	Syag.g_01148
OG0000741	Prbg.g_01490	Syag.g_01145
OG0000742	Prbg.g_01487	Syag.g_01142
OG0000743	Prbg.g_01485	Syag.g_01140
OG0000744	Prbg.g_01484	Syag.g_01139
OG0000745	Prbg.g_01483	Syag.g_01137
OG0000746	Prbg.g_01481	Syag.g_01135
OG0000747	Prbg.g_01480	Syag.g_01134
OG0000748	Prbg.g_01476	Syag.g_01122
OG0000749	Prbg.g_01475	Syag.g_01121
OG0000750	Prbg.g_01474	Syag.g_01120
OG0000751	Prbg.g_01471	Syag.g_01114
OG0000752	Prbg.g_01469	Syag.g_01112
OG0000753	Prbg.g_01467	Syag.g_01109
OG0000754	Prbg.g_01464	Syag.g_01103
OG0000755	Prbg.g_01458	Syag.g_01092
OG0000756	Prbg.g_01457	Syag.g_01091
OG0000757	Prbg.g_01450	Syag.g_01084
OG0000758	Prbg.g_01449	Syag.g_01083
OG0000759	Prbg.g_01448	Syag.g_01082
OG0000760	Prbg.g_01447	Syag.g_01081
OG0000761	Prbg.g_01446	Syag.g_01080
OG0000762	Prbg.g_01445	Syag.g_01078
OG0000763	Prbg.g_01443	Syag.g_01076
OG0000764	Prbg.g_01442	Syag.g_01075
OG0000765	Prbg.g_01434	Syag.g_01056
OG0000766	Prbg.g_01433	Syag.g_01055
OG0000767	Prbg.g_01431	Syag.g_01053
OG0000768	Prbg.g_01430	Syag.g_01052
OG0000769	Prbg.g_01428	Syag.g_01047
OG0000770	Prbg.g_00351	Syag.g_01043
OG0000771	Prbg.g_00687	Syag.g_00959
OG0000772	Prbg.g_01576	Syag.g_02043
OG0000773	Prbg.g_00468	Syag.g_01168
OG0000774	Prbg.g_00470	Syag.g_01182
OG0000775	Prbg.g_00472	Syag.g_01185
OG0000776	Prbg.g_00473	Syag.g_01186
OG0000777	Prbg.g_00474	Syag.g_01187
OG0000778	Prbg.g_00475	Syag.g_01188
OG0000779	Prbg.g_00479	Syag.g_01194
OG0000780	Prbg.g_00480	Syag.g_01217
OG0000781	Prbg.g_00484	Syag.g_01221
OG0000782	Prbg.g_00485	Syag.g_01222
OG0000783	Prbg.g_00486	Syag.g_01223
OG0000784	Prbg.g_00487	Syag.g_01224
OG0000785	Prbg.g_00489	Syag.g_01226
OG0000786	Prbg.g_00492	Syag.g_01235
OG0000787	Prbg.g_00493	Syag.g_01236
OG0000788	Prbg.g_00218	Syag.g_00427
OG0000789	Prbg.g_00690	Syag.g_00453
OG0000790	Prbg.g_00534	Syag.g_01542
OG0000791	Prbg.g_00536	Syag.g_01544
OG0000792	Prbg.g_00537	Syag.g_01545
OG0000793	Prbg.g_00540	Syag.g_01550
OG0000794	Prbg.g_00541	Syag.g_01551
OG0000795	Prbg.g_00542	Syag.g_01552
OG0000796	Prbg.g_00546	Syag.g_01556
OG0000797	Prbg.g_00547	Syag.g_01557
OG0000799	Prbg.g_00574	Syag.g_01278
OG0000800	Prbg.g_00575	Syag.g_01280
OG0000801	Prbg.g_00576	Syag.g_01285
OG0000802	Prbg.g_00578	Syag.g_01293
OG0000803	Prbg.g_00580	Syag.g_01321
OG0000804	Prbg.g_00581	Syag.g_01438
OG0000805	Prbg.g_00583	Syag.g_01433
OG0000806	Prbg.g_00585	Syag.g_01429
OG0000807	Prbg.g_00586	Syag.g_01428
OG0000808	Prbg.g_00587	Syag.g_01427
OG0000809	Prbg.g_00589	Syag.g_01423
OG0000810	Prbg.g_00590	Syag.g_01422
OG0000811	Prbg.g_00594	Syag.g_01413
OG0000812	Prbg.g_00596	Syag.g_01411
OG0000813	Prbg.g_00597	Syag.g_01410
OG0000814	Prbg.g_00599	Syag.g_01408
OG0000815	Prbg.g_00600	Syag.g_01407
OG0000816	Prbg.g_00602	Syag.g_01405
OG0000817	Prbg.g_00603	Syag.g_01404
OG0000818	Prbg.g_00608	Syag.g_01400
OG0000819	Prbg.g_00609	Syag.g_01399
OG0000820	Prbg.g_00610	Syag.g_01398
OG0000821	Prbg.g_00614	Syag.g_01388
OG0000822	Prbg.g_00615	Syag.g_01386
OG0000823	Prbg.g_00616	Syag.g_01385
OG0000824	Prbg.g_00619	Syag.g_01379
OG0000825	Prbg.g_00620	Syag.g_01378
OG0000826	Prbg.g_00621	Syag.g_01377
OG0000827	Prbg.g_00622	Syag.g_01376
OG0000828	Prbg.g_00625	Syag.g_01373
OG0000829	Prbg.g_00626	Syag.g_01372
OG0000830	Prbg.g_00627	Syag.g_01371
OG0000831	Prbg.g_00629	Syag.g_01367
OG0000832	Prbg.g_00639	Syag.g_01614
OG0000833	Prbg.g_00648	Syag.g_01628
OG0000834	Prbg.g_00649	Syag.g_01632
OG0000835	Prbg.g_00650	Syag.g_01633
OG0000836	Prbg.g_00651	Syag.g_01637
OG0000837	Prbg.g_00652	Syag.g_01638
OG0000838	Prbg.g_00654	Syag.g_01642
OG0000839	Prbg.g_00655	Syag.g_01643
OG0000840	Prbg.g_00656	Syag.g_01644
OG0000841	Prbg.g_00657	Syag.g_01645
OG0000842	Prbg.g_00658	Syag.g_01646
OG0000843	Prbg.g_00659	Syag.g_01647
OG0000844	Prbg.g_00660	Syag.g_01649
OG0000845	Prbg.g_00661	Syag.g_01650
OG0000846	Prbg.g_00662	Syag.g_01651
OG0000847	Prbg.g_00663	Syag.g_01652
OG0000848	Prbg.g_00664	Syag.g_01654
OG0000849	Prbg.g_00665	Syag.g_01655
OG0000850	Prbg.g_00667	Syag.g_01657
OG0000851	Prbg.g_00668	Syag.g_01663
OG0000852	Prbg.g_00669	Syag.g_01664
OG0000853	Prbg.g_00675	Syag.g_01668
OG0000854	Prbg.g_00677	Syag.g_01670
OG0000855	Prbg.g_00678	Syag.g_01671
OG0000856	Prbg.g_00348	Syag.g_00386
OG0000857	Prbg.g_01174	Syag.g_00684
OG0000858	Prbg.g_01643	Syag.g_01677
OG0000859	Prbg.g_01644	Syag.g_01678
OG0000860	Prbg.g_01652	Syag.g_01689
OG0000861	Prbg.g_01653	Syag.g_01690
OG0000862	Prbg.g_01654	Syag.g_01693
OG0000863	Prbg.g_01656	Syag.g_01695
OG0000864	Prbg.g_01657	Syag.g_01696
OG0000865	Prbg.g_01658	Syag.g_01697
OG0000866	Prbg.g_01659	Syag.g_01698
OG0000867	Prbg.g_01660	Syag.g_01699
OG0000868	Prbg.g_01662	Syag.g_01707
OG0000869	Prbg.g_01665	Syag.g_01711
OG0000870	Prbg.g_01670	Syag.g_01716
OG0000871	Prbg.g_01671	Syag.g_01717
OG0000872	Prbg.g_01672	Syag.g_01723
OG0000873	Prbg.g_01675	Syag.g_01726
OG0000874	Prbg.g_01678	Syag.g_01729
OG0000875	Prbg.g_01679	Syag.g_01731
OG0000876	Prbg.g_01680	Syag.g_01732
OG0000877	Prbg.g_01682	Syag.g_01734
OG0000878	Prbg.g_01683	Syag.g_01735
OG0000879	Prbg.g_01684	Syag.g_02356
OG0000880	Prbg.g_01685	Syag.g_01736
OG0000881	Prbg.g_01689	Syag.g_01741
OG0000882	Prbg.g_01694	Syag.g_01746
OG0000883	Prbg.g_01696	Syag.g_01749
OG0000884	Prbg.g_01698	Syag.g_01751
OG0000885	Prbg.g_01699	Syag.g_01752
OG0000886	Prbg.g_01700	Syag.g_01753
OG0000887	Prbg.g_01701	Syag.g_01754
OG0000888	Prbg.g_01703	Syag.g_01756
OG0000889	Prbg.g_01705	Syag.g_01758
OG0000890	Prbg.g_01706	Syag.g_01761
OG0000891	Prbg.g_01707	Syag.g_01762
OG0000892	Prbg.g_01709	Syag.g_01765
OG0000893	Prbg.g_01713	Syag.g_02688
OG0000894	Prbg.g_01716	Syag.g_02691
OG0000895	Prbg.g_01720	Syag.g_02695
OG0000896	Prbg.g_01721	Syag.g_02696
OG0000897	Prbg.g_01723	Syag.g_02699
OG0000898	Prbg.g_01724	Syag.g_02700
OG0000899	Prbg.g_01725	Syag.g_02701
OG0000900	Prbg.g_01726	Syag.g_02702
OG0000901	Prbg.g_01729	Syag.g_02707
OG0000902	Prbg.g_01731	Syag.g_02709
OG0000903	Prbg.g_01735	Syag.g_02724
OG0000904	Prbg.g_01739	Syag.g_02718
OG0000905	Prbg.g_01733	Syag.g_02714
OG0000906	Prbg.g_01732	Syag.g_02711
OG0000907	Prbg.g_01742	Syag.g_02727
OG0000908	Prbg.g_01745	Syag.g_02730
OG0000909	Prbg.g_01746	Syag.g_02731
OG0000910	Prbg.g_01747	Syag.g_02732
OG0000911	Prbg.g_01749	Syag.g_02734
OG0000912	Prbg.g_01750	Syag.g_02735
OG0000913	Prbg.g_01751	Syag.g_02736
OG0000914	Prbg.g_01752	Syag.g_02737
OG0000915	Prbg.g_01753	Syag.g_02739
OG0000916	Prbg.g_01754	Syag.g_02740
OG0000917	Prbg.g_01755	Syag.g_02741
OG0000918	Prbg.g_01756	Syag.g_02742
OG0000919	Prbg.g_01757	Syag.g_02743
OG0000920	Prbg.g_01758	Syag.g_02744
OG0000921	Prbg.g_01759	Syag.g_02745
OG0000922	Prbg.g_01760	Syag.g_02746
OG0000923	Prbg.g_01764	Syag.g_02750
OG0000924	Prbg.g_01765	Syag.g_02751
OG0000925	Prbg.g_01766	Syag.g_02752
OG0000926	Prbg.g_01767	Syag.g_02753
OG0000927	Prbg.g_01769	Syag.g_02755
OG0000928	Prbg.g_01770	Syag.g_02756
OG0000929	Prbg.g_01771	Syag.g_02757
OG0000930	Prbg.g_01772	Syag.g_02758
OG0000931	Prbg.g_01773	Syag.g_02759
OG0000932	Prbg.g_01774	Syag.g_02760
OG0000933	Prbg.g_01778	Syag.g_02766
OG0000934	Prbg.g_01780	Syag.g_02768
OG0000935	Prbg.g_01781	Syag.g_02769
OG0000936	Prbg.g_01782	Syag.g_02770
OG0000937	Prbg.g_01783	Syag.g_02771
OG0000938	Prbg.g_01786	Syag.g_02774
OG0000939	Prbg.g_01787	Syag.g_02775
OG0000940	Prbg.g_01794	Syag.g_02783
OG0000941	Prbg.g_01796	Syag.g_02785
OG0000942	Prbg.g_01798	Syag.g_02787
OG0000943	Prbg.g_01799	Syag.g_02788
OG0000944	Prbg.g_01801	Syag.g_02790
OG0000945	Prbg.g_01802	Syag.g_02792
OG0000946	Prbg.g_01807	Syag.g_02797
OG0000947	Prbg.g_01809	Syag.g_02801
OG0000948	Prbg.g_01810	Syag.g_02802
OG0000949	Prbg.g_01813	Syag.g_02449
OG0000950	Prbg.g_01820	Syag.g_02436
OG0000951	Prbg.g_01824	Syag.g_02431
OG0000952	Prbg.g_01828	Syag.g_02423
OG0000953	Prbg.g_01832	Syag.g_02415
OG0000954	Prbg.g_01836	Syag.g_02409
OG0000955	Prbg.g_01837	Syag.g_02408
OG0000956	Prbg.g_01839	Syag.g_02406
OG0000957	Prbg.g_01845	Syag.g_02395
OG0000958	Prbg.g_01846	Syag.g_02394
OG0000959	Prbg.g_01850	Syag.g_02389
OG0000960	Prbg.g_01851	Syag.g_02388
OG0000961	Prbg.g_01854	Syag.g_02379
OG0000962	Prbg.g_01856	Syag.g_02377
OG0000963	Prbg.g_01860	Syag.g_02372
OG0000964	Prbg.g_01861	Syag.g_02371
OG0000965	Prbg.g_01862	Syag.g_02370
OG0000966	Prbg.g_01868	Syag.g_02362
OG0000967	Prbg.g_01872	Syag.g_02358
OG0000968	Prbg.g_01874	Syag.g_02355
OG0000969	Prbg.g_01875	Syag.g_02354
OG0000970	Prbg.g_01876	Syag.g_02353
OG0000971	Prbg.g_01877	Syag.g_02348
OG0000972	Prbg.g_01878	Syag.g_02347
OG0000973	Prbg.g_01879	Syag.g_02346
OG0000974	Prbg.g_01880	Syag.g_02345
OG0000975	Prbg.g_01881	Syag.g_02344
OG0000976	Prbg.g_01882	Syag.g_02343
OG0000977	Prbg.g_01883	Syag.g_02340
OG0000978	Prbg.g_01884	Syag.g_02338
OG0000979	Prbg.g_01887	Syag.g_02335
OG0000980	Prbg.g_01889	Syag.g_02332
OG0000981	Prbg.g_01892	Syag.g_02329
OG0000982	Prbg.g_01894	Syag.g_02127
OG0000983	Prbg.g_01895	Syag.g_02128
OG0000984	Prbg.g_01896	Syag.g_02129
OG0000985	Prbg.g_01899	Syag.g_02133
OG0000986	Prbg.g_01901	Syag.g_02138
OG0000987	Prbg.g_01902	Syag.g_02140
OG0000988	Prbg.g_01905	Syag.g_02145
OG0000989	Prbg.g_01909	Syag.g_02156
OG0000990	Prbg.g_01913	Syag.g_02169
OG0000991	Prbg.g_01914	Syag.g_02174
OG0000992	Prbg.g_01917	Syag.g_02177
OG0000993	Prbg.g_01918	Syag.g_02178
OG0000994	Prbg.g_01919	Syag.g_02181
OG0000995	Prbg.g_01923	Syag.g_02187
OG0000996	Prbg.g_01924	Syag.g_02229
OG0000997	Prbg.g_01927	Syag.g_02239
OG0000998	Prbg.g_01929	Syag.g_02241
OG0000999	Prbg.g_01930	Syag.g_02242
OG0001000	Prbg.g_01933	Syag.g_02246
OG0001001	Prbg.g_01936	Syag.g_02251
OG0001002	Prbg.g_00758	Syag.g_02258
OG0001003	Prbg.g_00759	Syag.g_02260
OG0001004	Prbg.g_00760	Syag.g_02261
OG0001005	Prbg.g_00761	Syag.g_02263
OG0001006	Prbg.g_00765	Syag.g_02270
OG0001007	Prbg.g_00767	Syag.g_02272
OG0001008	Prbg.g_00157	Syag.g_00034
OG0001009	Prbg.g_00847	Syag.g_02304
OG0001010	Prbg.g_00846	Syag.g_02305
OG0001011	Prbg.g_00844	Syag.g_02307
OG0001012	Prbg.g_00830	Syag.g_02123
OG0001013	Prbg.g_00823	Syag.g_02098
OG0001014	Prbg.g_00820	Syag.g_02084
OG0001015	Prbg.g_00818	Syag.g_02083
OG0001016	Prbg.g_00796	Syag.g_01824
OG0001017	Prbg.g_00792	Syag.g_01830
OG0001018	Prbg.g_00790	Syag.g_01832
OG0001019	Prbg.g_00781	Syag.g_01854
OG0001020	Prbg.g_00780	Syag.g_01861
OG0001021	Prbg.g_00861	Syag.g_01865
OG0001022	Prbg.g_00864	Syag.g_01870
OG0001023	Prbg.g_00865	Syag.g_01871
OG0001024	Prbg.g_00869	Syag.g_01875
OG0001025	Prbg.g_00876	Syag.g_01882
OG0001026	Prbg.g_00885	Syag.g_01894
OG0001027	Prbg.g_00886	Syag.g_01902
OG0001028	Prbg.g_00888	Syag.g_01904
OG0001029	Prbg.g_00889	Syag.g_01906
OG0001030	Prbg.g_00905	Syag.g_01927
OG0001031	Prbg.g_00965	Syag.g_02000
OG0001032	Prbg.g_00966	Syag.g_02005
OG0001033	Prbg.g_00987	Syag.g_02048
OG0001034	Prbg.g_01018	Syag.g_01784
OG0001035	Prbg.g_01038	Syag.g_02635
OG0001036	Prbg.g_01042	Syag.g_02630
OG0001037	Prbg.g_01043	Syag.g_02628
OG0001038	Prbg.g_00057	Syag.g_02600
OG0001039	Prbg.g_00060	Syag.g_02597
OG0001040	Prbg.g_00062	Syag.g_02594
OG0001041	Prbg.g_00067	Syag.g_02589
OG0001042	Prbg.g_00084	Syag.g_02564
OG0001043	Prbg.g_00085	Syag.g_02560
OG0001044	Prbg.g_00116	Syag.g_02842
OG0001045	Prbg.g_00125	Syag.g_02856
OG0001046	Prbg.g_01602	Syag.g_00836
OG0001047	Prbg.g_00159	Syag.g_00036
OG0001048	Prbg.g_00160	Syag.g_00037
OG0001049	Prbg.g_00162	Syag.g_00040
OG0001050	Prbg.g_00163	Syag.g_00041
OG0001051	Prbg.g_00164	Syag.g_00042
OG0001052	Prbg.g_00190	Syag.g_01352
OG0001053	Prbg.g_00202	Syag.g_01525
OG0001054	Prbg.g_00217	Syag.g_01506
OG0001055	Prbg.g_00236	Syag.g_01485
OG0001056	Prbg.g_00253	Syag.g_01449
OG0001057	Prbg.g_00258	Syag.g_01241
OG0001058	Prbg.g_00267	Syag.g_00271
OG0001059	Prbg.g_00271	Syag.g_00275
OG0001060	Prbg.g_00277	Syag.g_00282
OG0001061	Prbg.g_00292	Syag.g_00302
OG0001062	Prbg.g_00294	Syag.g_00304
OG0001063	Prbg.g_00296	Syag.g_00310
OG0001064	Prbg.g_00297	Syag.g_00311
OG0001065	Prbg.g_00298	Syag.g_00312
OG0001066	Prbg.g_00299	Syag.g_00313
OG0001067	Prbg.g_00300	Syag.g_00314
OG0001068	Prbg.g_00301	Syag.g_00315
OG0001069	Prbg.g_00302	Syag.g_00317
OG0001070	Prbg.g_00306	Syag.g_00321
OG0001071	Prbg.g_00307	Syag.g_00322
OG0001072	Prbg.g_00309	Syag.g_00327
OG0001073	Prbg.g_00323	Syag.g_00342
OG0001074	Prbg.g_00335	Syag.g_00467
OG0001075	Prbg.g_00336	Syag.g_00362
OG0001076	Prbg.g_00343	Syag.g_00378
OG0001077	Prbg.g_00349	Syag.g_00388
OG0001078	Prbg.g_01421	Syag.g_00411
OG0001079	Prbg.g_01409	Syag.g_00428
OG0001080	Prbg.g_01403	Syag.g_00495
OG0001081	Prbg.g_01401	Syag.g_00551
OG0001082	Prbg.g_01400	Syag.g_00552
OG0001083	Prbg.g_01395	Syag.g_00565
OG0001084	Prbg.g_01394	Syag.g_00569
OG0001085	Prbg.g_01111	Syag.g_00592
OG0001086	Prbg.g_01112	Syag.g_00594
OG0001087	Prbg.g_01130	Syag.g_01018
OG0001088	Prbg.g_01131	Syag.g_01016
OG0001089	Prbg.g_01142	Syag.g_00986
OG0001090	Prbg.g_01152	Syag.g_00922
OG0001091	Prbg.g_01374	Syag.g_00919
OG0001092	Prbg.g_01373	Syag.g_00917
OG0001093	Prbg.g_01368	Syag.g_00910
OG0001094	Prbg.g_01375	Syag.g_00661
OG0001095	Prbg.g_01172	Syag.g_00681
OG0001096	Prbg.g_01186	Syag.g_00703
OG0001097	Prbg.g_01206	Syag.g_00729
OG0001098	Prbg.g_01225	Syag.g_00744
OG0001099	Prbg.g_01067	Syag.g_01905
OG0001101	Prbg.g_01078	Syag.g_00603
OG0001102	Prbg.g_01081	Syag.g_00606
OG0001103	Prbg.g_01083	Syag.g_00608
OG0001104	Prbg.g_01106	Syag.g_00642
OG0001105	Prbg.g_01110	Syag.g_00646
OG0001106	Prbg.g_01278	Syag.g_00796
OG0001107	Prbg.g_01285	Syag.g_00808
OG0001108	Prbg.g_01289	Syag.g_00817
OG0001109	Prbg.g_01290	Syag.g_00819
OG0001110	Prbg.g_01292	Syag.g_00821
OG0001111	Prbg.g_01293	Syag.g_00823
OG0001112	Prbg.g_01294	Syag.g_00825
OG0001113	Prbg.g_01295	Syag.g_00826
OG0001114	Prbg.g_01296	Syag.g_00827
OG0001115	Prbg.g_01298	Syag.g_00831
OG0001116	Prbg.g_01299	Syag.g_00833
OG0001117	Prbg.g_01300	Syag.g_00834
OG0001118	Prbg.g_01301	Syag.g_00835
OG0001119	Prbg.g_01302	Syag.g_00837
OG0001120	Prbg.g_01304	Syag.g_00841
OG0001122	Prbg.g_01324	Syag.g_00867
OG0001123	Prbg.g_01330	Syag.g_00875
OG0001124	Prbg.g_01332	Syag.g_00877
OG0001125	Prbg.g_01334	Syag.g_00879
OG0001126	Prbg.g_01245	Syag.g_00957
OG0001127	Prbg.g_01244	Syag.g_00958
