Orthogroup	Prbg	Syad
OG0000558	Prbg.g_00265	Syad.g_01013
OG0000559	Prbg.g_00269	Syad.g_01016
OG0000560	Prbg.g_00272	Syad.g_01019
OG0000561	Prbg.g_00273	Syad.g_01020
OG0000562	Prbg.g_00274	Syad.g_01021
OG0000563	Prbg.g_00275	Syad.g_01022
OG0000564	Prbg.g_00276	Syad.g_01023
OG0000565	Prbg.g_00278	Syad.g_01027
OG0000566	Prbg.g_00282	Syad.g_01031
OG0000567	Prbg.g_00286	Syad.g_01035
OG0000568	Prbg.g_00287	Syad.g_01040
OG0000569	Prbg.g_00288	Syad.g_01041
OG0000570	Prbg.g_00289	Syad.g_01042
OG0000571	Prbg.g_00291	Syad.g_01046
OG0000572	Prbg.g_00305	Syad.g_01064
OG0000573	Prbg.g_00311	Syad.g_01072
OG0000574	Prbg.g_00312	Syad.g_01077
OG0000575	Prbg.g_00316	Syad.g_01083
OG0000576	Prbg.g_00318	Syad.g_01085
OG0000577	Prbg.g_00319	Syad.g_01086
OG0000578	Prbg.g_00320	Syad.g_01087
OG0000579	Prbg.g_00321	Syad.g_01088
OG0000580	Prbg.g_00322	Syad.g_01089
OG0000581	Prbg.g_00325	Syad.g_01097
OG0000582	Prbg.g_00328	Syad.g_02206
OG0000583	Prbg.g_00329	Syad.g_02205
OG0000584	Prbg.g_00330	Syad.g_02204
OG0000585	Prbg.g_00332	Syad.g_02202
OG0000586	Prbg.g_00333	Syad.g_02201
OG0000587	Prbg.g_00334	Syad.g_02199
OG0000588	Prbg.g_00338	Syad.g_02183
OG0000589	Prbg.g_00340	Syad.g_02178
OG0000590	Prbg.g_00341	Syad.g_02177
OG0000591	Prbg.g_00345	Syad.g_02169
OG0000592	Prbg.g_00346	Syad.g_02168
OG0000593	Prbg.g_01425	Syad.g_02156
OG0000594	Prbg.g_01424	Syad.g_02155
OG0000595	Prbg.g_01423	Syad.g_02154
OG0000596	Prbg.g_01419	Syad.g_02149
OG0000597	Prbg.g_01416	Syad.g_02146
OG0000598	Prbg.g_01415	Syad.g_02145
OG0000599	Prbg.g_01412	Syad.g_02142
OG0000600	Prbg.g_01411	Syad.g_02141
OG0000601	Prbg.g_01410	Syad.g_02140
OG0000602	Prbg.g_01408	Syad.g_02135
OG0000603	Prbg.g_01407	Syad.g_02134
OG0000604	Prbg.g_01406	Syad.g_02131
OG0000605	Prbg.g_01405	Syad.g_02026
OG0000606	Prbg.g_01402	Syad.g_01567
OG0000607	Prbg.g_01399	Syad.g_01571
OG0000608	Prbg.g_01398	Syad.g_01572
OG0000609	Prbg.g_01397	Syad.g_01574
OG0000610	Prbg.g_01391	Syad.g_01589
OG0000611	Prbg.g_01388	Syad.g_01592
OG0000612	Prbg.g_01387	Syad.g_01593
OG0000613	Prbg.g_01114	Syad.g_00457
OG0000614	Prbg.g_01135	Syad.g_01340
OG0000615	Prbg.g_01146	Syad.g_01948
OG0000616	Prbg.g_01939	Syad.g_00145
OG0000617	Prbg.g_01371	Syad.g_01810
OG0000618	Prbg.g_01370	Syad.g_01809
OG0000619	Prbg.g_01369	Syad.g_01808
OG0000620	Prbg.g_01366	Syad.g_01803
OG0000621	Prbg.g_01365	Syad.g_01802
OG0000622	Prbg.g_01364	Syad.g_01801
OG0000623	Prbg.g_01363	Syad.g_01800
OG0000624	Prbg.g_01361	Syad.g_01798
OG0000625	Prbg.g_01360	Syad.g_01797
OG0000626	Prbg.g_01359	Syad.g_01796
OG0000627	Prbg.g_01358	Syad.g_01640
OG0000628	Prbg.g_01357	Syad.g_01641
OG0000629	Prbg.g_01356	Syad.g_01644
OG0000630	Prbg.g_01353	Syad.g_01648
OG0000631	Prbg.g_01260	Syad.g_01658
OG0000632	Prbg.g_01261	Syad.g_01659
OG0000633	Prbg.g_01262	Syad.g_01660
OG0000634	Prbg.g_01155	Syad.g_01893
OG0000635	Prbg.g_01156	Syad.g_01892
OG0000636	Prbg.g_01158	Syad.g_01890
OG0000637	Prbg.g_01160	Syad.g_01888
OG0000638	Prbg.g_01161	Syad.g_01887
OG0000639	Prbg.g_01162	Syad.g_01886
OG0000640	Prbg.g_01163	Syad.g_01885
OG0000641	Prbg.g_01167	Syad.g_01881
OG0000642	Prbg.g_01168	Syad.g_01880
OG0000643	Prbg.g_01169	Syad.g_01878
OG0000644	Prbg.g_01170	Syad.g_01877
OG0000645	Prbg.g_01171	Syad.g_01875
OG0000646	Prbg.g_01173	Syad.g_01872
OG0000647	Prbg.g_01175	Syad.g_01870
OG0000648	Prbg.g_01177	Syad.g_01860
OG0000649	Prbg.g_01178	Syad.g_01859
OG0000650	Prbg.g_01179	Syad.g_01858
OG0000651	Prbg.g_01180	Syad.g_01857
OG0000652	Prbg.g_01181	Syad.g_01856
OG0000653	Prbg.g_01183	Syad.g_01850
OG0000654	Prbg.g_01184	Syad.g_01849
OG0000655	Prbg.g_01185	Syad.g_01848
OG0000656	Prbg.g_01188	Syad.g_01845
OG0000657	Prbg.g_01196	Syad.g_01240
OG0000658	Prbg.g_01198	Syad.g_01231
OG0000659	Prbg.g_01199	Syad.g_01230
OG0000660	Prbg.g_01203	Syad.g_01226
OG0000661	Prbg.g_01205	Syad.g_01224
OG0000662	Prbg.g_01207	Syad.g_01222
OG0000663	Prbg.g_01209	Syad.g_01219
OG0000664	Prbg.g_01210	Syad.g_01209
OG0000665	Prbg.g_01216	Syad.g_02115
OG0000666	Prbg.g_01217	Syad.g_02027
OG0000667	Prbg.g_01221	Syad.g_00612
OG0000668	Prbg.g_01062	Syad.g_01688
OG0000669	Prbg.g_01073	Syad.g_01606
OG0000670	Prbg.g_01076	Syad.g_01609
OG0000671	Prbg.g_01079	Syad.g_01611
OG0000672	Prbg.g_01082	Syad.g_01615
OG0000673	Prbg.g_01085	Syad.g_01618
OG0000674	Prbg.g_01087	Syad.g_01620
OG0000675	Prbg.g_01088	Syad.g_01633
OG0000676	Prbg.g_01090	Syad.g_01635
OG0000677	Prbg.g_01091	Syad.g_01636
OG0000678	Prbg.g_01093	Syad.g_01957
OG0000679	Prbg.g_01097	Syad.g_01922
OG0000680	Prbg.g_01098	Syad.g_01921
OG0000681	Prbg.g_01101	Syad.g_01919
OG0000682	Prbg.g_01102	Syad.g_01918
OG0000683	Prbg.g_01103	Syad.g_01917
OG0000684	Prbg.g_01105	Syad.g_01912
OG0000685	Prbg.g_01107	Syad.g_01910
OG0000686	Prbg.g_01108	Syad.g_01909
OG0000687	Prbg.g_01109	Syad.g_01908
OG0000688	Prbg.g_01383	Syad.g_01904
OG0000689	Prbg.g_01382	Syad.g_01902
OG0000690	Prbg.g_01381	Syad.g_01901
OG0000691	Prbg.g_01380	Syad.g_01900
OG0000692	Prbg.g_01378	Syad.g_01899
OG0000693	Prbg.g_01377	Syad.g_01897
OG0000694	Prbg.g_01376	Syad.g_01896
OG0000695	Prbg.g_01264	Syad.g_01662
OG0000696	Prbg.g_01265	Syad.g_01663
OG0000697	Prbg.g_01266	Syad.g_01789
OG0000698	Prbg.g_01269	Syad.g_01786
OG0000699	Prbg.g_01270	Syad.g_01785
OG0000700	Prbg.g_01271	Syad.g_01784
OG0000701	Prbg.g_01272	Syad.g_01783
OG0000702	Prbg.g_01274	Syad.g_01775
OG0000703	Prbg.g_01275	Syad.g_01774
OG0000704	Prbg.g_01277	Syad.g_01772
OG0000705	Prbg.g_01280	Syad.g_01765
OG0000706	Prbg.g_01281	Syad.g_01764
OG0000707	Prbg.g_01282	Syad.g_01763
OG0000708	Prbg.g_01284	Syad.g_01760
OG0000709	Prbg.g_01288	Syad.g_01745
OG0000710	Prbg.g_01291	Syad.g_01738
OG0000711	Prbg.g_01309	Syad.g_01710
OG0000712	Prbg.g_01310	Syad.g_01708
OG0000713	Prbg.g_01311	Syad.g_01707
OG0000714	Prbg.g_01312	Syad.g_01705
OG0000715	Prbg.g_01314	Syad.g_01703
OG0000716	Prbg.g_01316	Syad.g_01697
OG0000717	Prbg.g_01317	Syad.g_01696
OG0000718	Prbg.g_01321	Syad.g_01692
OG0000719	Prbg.g_01323	Syad.g_01690
OG0000720	Prbg.g_01335	Syad.g_01677
OG0000721	Prbg.g_01339	Syad.g_01675
OG0000722	Prbg.g_01340	Syad.g_01674
OG0000723	Prbg.g_01344	Syad.g_01791
OG0000724	Prbg.g_01239	Syad.g_01284
OG0000725	Prbg.g_01233	Syad.g_01293
OG0000726	Prbg.g_01232	Syad.g_01294
OG0000727	Prbg.g_01231	Syad.g_01295
OG0000728	Prbg.g_01229	Syad.g_01297
OG0000729	Prbg.g_00455	Syad.g_00331
OG0000730	Prbg.g_01528	Syad.g_00758
OG0000731	Prbg.g_00123	Syad.g_00770
OG0000732	Prbg.g_01890	Syad.g_00214
OG0000733	Prbg.g_00750	Syad.g_00028
OG0000734	Prbg.g_01502	Syad.g_02809
OG0000735	Prbg.g_01500	Syad.g_01120
OG0000736	Prbg.g_01499	Syad.g_01121
OG0000737	Prbg.g_01498	Syad.g_01122
OG0000738	Prbg.g_01494	Syad.g_01127
OG0000739	Prbg.g_01493	Syad.g_01145
OG0000740	Prbg.g_01492	Syad.g_01146
OG0000741	Prbg.g_01490	Syad.g_01149
OG0000742	Prbg.g_01487	Syad.g_01151
OG0000743	Prbg.g_01485	Syad.g_01153
OG0000744	Prbg.g_01484	Syad.g_01154
OG0000745	Prbg.g_01483	Syad.g_01156
OG0000746	Prbg.g_01481	Syad.g_01158
OG0000747	Prbg.g_01480	Syad.g_01159
OG0000748	Prbg.g_01476	Syad.g_01170
OG0000749	Prbg.g_01475	Syad.g_01173
OG0000750	Prbg.g_01474	Syad.g_01174
OG0000751	Prbg.g_01471	Syad.g_01182
OG0000752	Prbg.g_01469	Syad.g_01184
OG0000753	Prbg.g_01467	Syad.g_01187
OG0000754	Prbg.g_01464	Syad.g_01516
OG0000755	Prbg.g_01458	Syad.g_01504
OG0000756	Prbg.g_01457	Syad.g_01498
OG0000757	Prbg.g_01450	Syad.g_01487
OG0000758	Prbg.g_01449	Syad.g_01486
OG0000759	Prbg.g_01448	Syad.g_01485
OG0000760	Prbg.g_01447	Syad.g_01484
OG0000761	Prbg.g_01446	Syad.g_01480
OG0000762	Prbg.g_01445	Syad.g_01474
OG0000763	Prbg.g_01443	Syad.g_01468
OG0000764	Prbg.g_01442	Syad.g_01467
OG0000765	Prbg.g_01434	Syad.g_01447
OG0000766	Prbg.g_01433	Syad.g_01446
OG0000767	Prbg.g_01431	Syad.g_01444
OG0000768	Prbg.g_01430	Syad.g_01443
OG0000769	Prbg.g_01428	Syad.g_01441
OG0000770	Prbg.g_00351	Syad.g_01437
OG0000771	Prbg.g_00687	Syad.g_01278
OG0000772	Prbg.g_01576	Syad.g_02078
OG0000773	Prbg.g_00468	Syad.g_01114
OG0000774	Prbg.g_00470	Syad.g_02396
OG0000775	Prbg.g_00472	Syad.g_02398
OG0000776	Prbg.g_00473	Syad.g_02399
OG0000777	Prbg.g_00474	Syad.g_02400
OG0000778	Prbg.g_00475	Syad.g_02401
OG0000779	Prbg.g_00479	Syad.g_02407
OG0000780	Prbg.g_00480	Syad.g_02411
OG0000781	Prbg.g_00484	Syad.g_02415
OG0000782	Prbg.g_00485	Syad.g_02416
OG0000783	Prbg.g_00486	Syad.g_02418
OG0000784	Prbg.g_00487	Syad.g_02419
OG0000785	Prbg.g_00489	Syad.g_02421
OG0000786	Prbg.g_00492	Syad.g_01101
OG0000787	Prbg.g_00493	Syad.g_01100
OG0000788	Prbg.g_00218	Syad.g_02139
OG0000789	Prbg.g_00690	Syad.g_01982
OG0000790	Prbg.g_00534	Syad.g_00886
OG0000791	Prbg.g_00536	Syad.g_00885
OG0000792	Prbg.g_00537	Syad.g_00884
OG0000793	Prbg.g_00540	Syad.g_00879
OG0000794	Prbg.g_00541	Syad.g_00878
OG0000795	Prbg.g_00542	Syad.g_00877
OG0000796	Prbg.g_00546	Syad.g_00871
OG0000797	Prbg.g_00547	Syad.g_00870
OG0000799	Prbg.g_00574	Syad.g_02243
OG0000800	Prbg.g_00575	Syad.g_02245
OG0000801	Prbg.g_00576	Syad.g_02246
OG0000802	Prbg.g_00578	Syad.g_02251
OG0000803	Prbg.g_00580	Syad.g_02255
OG0000804	Prbg.g_00581	Syad.g_02260
OG0000805	Prbg.g_00583	Syad.g_02266
OG0000806	Prbg.g_00585	Syad.g_02267
OG0000807	Prbg.g_00586	Syad.g_02269
OG0000808	Prbg.g_00587	Syad.g_02270
OG0000809	Prbg.g_00589	Syad.g_02273
OG0000810	Prbg.g_00590	Syad.g_02274
OG0000811	Prbg.g_00594	Syad.g_02283
OG0000812	Prbg.g_00596	Syad.g_02285
OG0000813	Prbg.g_00597	Syad.g_02286
OG0000814	Prbg.g_00599	Syad.g_02288
OG0000815	Prbg.g_00600	Syad.g_02289
OG0000816	Prbg.g_00602	Syad.g_02290
OG0000817	Prbg.g_00603	Syad.g_02291
OG0000818	Prbg.g_00608	Syad.g_02297
OG0000819	Prbg.g_00609	Syad.g_02298
OG0000820	Prbg.g_00610	Syad.g_02299
OG0000821	Prbg.g_00614	Syad.g_02305
OG0000822	Prbg.g_00615	Syad.g_02307
OG0000823	Prbg.g_00616	Syad.g_02308
OG0000824	Prbg.g_00619	Syad.g_02314
OG0000825	Prbg.g_00620	Syad.g_02315
OG0000826	Prbg.g_00621	Syad.g_02316
OG0000827	Prbg.g_00622	Syad.g_02317
OG0000828	Prbg.g_00625	Syad.g_02320
OG0000829	Prbg.g_00626	Syad.g_02321
OG0000830	Prbg.g_00627	Syad.g_02322
OG0000831	Prbg.g_00629	Syad.g_02325
OG0000832	Prbg.g_00639	Syad.g_02538
OG0000833	Prbg.g_00648	Syad.g_02550
OG0000834	Prbg.g_00649	Syad.g_02552
OG0000835	Prbg.g_00650	Syad.g_02553
OG0000836	Prbg.g_00651	Syad.g_02557
OG0000837	Prbg.g_00652	Syad.g_02561
OG0000838	Prbg.g_00654	Syad.g_02565
OG0000839	Prbg.g_00655	Syad.g_02566
OG0000840	Prbg.g_00656	Syad.g_02567
OG0000841	Prbg.g_00657	Syad.g_02568
OG0000842	Prbg.g_00658	Syad.g_02569
OG0000843	Prbg.g_00659	Syad.g_02570
OG0000844	Prbg.g_00660	Syad.g_02577
OG0000845	Prbg.g_00661	Syad.g_02578
OG0000846	Prbg.g_00662	Syad.g_02579
OG0000847	Prbg.g_00663	Syad.g_02580
OG0000848	Prbg.g_00664	Syad.g_02582
OG0000849	Prbg.g_00665	Syad.g_02583
OG0000850	Prbg.g_00667	Syad.g_02586
OG0000851	Prbg.g_00668	Syad.g_02592
OG0000852	Prbg.g_00669	Syad.g_02593
OG0000853	Prbg.g_00675	Syad.g_02597
OG0000854	Prbg.g_00677	Syad.g_02606
OG0000855	Prbg.g_00678	Syad.g_02607
OG0000856	Prbg.g_00348	Syad.g_02166
OG0000857	Prbg.g_01174	Syad.g_01871
OG0000858	Prbg.g_01643	Syad.g_02613
OG0000859	Prbg.g_01644	Syad.g_02614
OG0000860	Prbg.g_01652	Syad.g_02625
OG0000861	Prbg.g_01653	Syad.g_02626
OG0000862	Prbg.g_01654	Syad.g_02628
OG0000863	Prbg.g_01656	Syad.g_02631
OG0000864	Prbg.g_01657	Syad.g_02632
OG0000865	Prbg.g_01658	Syad.g_02633
OG0000866	Prbg.g_01659	Syad.g_02634
OG0000867	Prbg.g_01660	Syad.g_02635
OG0000868	Prbg.g_01662	Syad.g_02637
OG0000869	Prbg.g_01665	Syad.g_02643
OG0000870	Prbg.g_01670	Syad.g_02648
OG0000871	Prbg.g_01671	Syad.g_02649
OG0000872	Prbg.g_01672	Syad.g_02657
OG0000873	Prbg.g_01675	Syad.g_02660
OG0000874	Prbg.g_01678	Syad.g_02655
OG0000875	Prbg.g_01679	Syad.g_02662
OG0000876	Prbg.g_01680	Syad.g_03003
OG0000877	Prbg.g_01682	Syad.g_02480
OG0000878	Prbg.g_01683	Syad.g_02481
OG0000879	Prbg.g_01684	Syad.g_02482
OG0000880	Prbg.g_01685	Syad.g_02483
OG0000881	Prbg.g_01689	Syad.g_02489
OG0000882	Prbg.g_01694	Syad.g_02494
OG0000883	Prbg.g_01696	Syad.g_02497
OG0000884	Prbg.g_01698	Syad.g_02499
OG0000885	Prbg.g_01699	Syad.g_02500
OG0000886	Prbg.g_01700	Syad.g_02501
OG0000887	Prbg.g_01701	Syad.g_02502
OG0000888	Prbg.g_01703	Syad.g_02504
OG0000889	Prbg.g_01705	Syad.g_02506
OG0000890	Prbg.g_01706	Syad.g_02512
OG0000891	Prbg.g_01707	Syad.g_02513
OG0000892	Prbg.g_01709	Syad.g_02517
OG0000893	Prbg.g_01713	Syad.g_00589
OG0000894	Prbg.g_01716	Syad.g_00592
OG0000895	Prbg.g_01720	Syad.g_00596
OG0000896	Prbg.g_01721	Syad.g_00597
OG0000897	Prbg.g_01723	Syad.g_00599
OG0000898	Prbg.g_01724	Syad.g_00600
OG0000899	Prbg.g_01725	Syad.g_00601
OG0000900	Prbg.g_01726	Syad.g_00602
OG0000901	Prbg.g_01729	Syad.g_00607
OG0000902	Prbg.g_01731	Syad.g_00609
OG0000903	Prbg.g_01735	Syad.g_00645
OG0000904	Prbg.g_01739	Syad.g_00640
OG0000905	Prbg.g_01733	Syad.g_00632
OG0000906	Prbg.g_01732	Syad.g_00630
OG0000907	Prbg.g_01742	Syad.g_00648
OG0000908	Prbg.g_01745	Syad.g_00651
OG0000909	Prbg.g_01746	Syad.g_00652
OG0000910	Prbg.g_01747	Syad.g_00653
OG0000911	Prbg.g_01749	Syad.g_00655
OG0000912	Prbg.g_01750	Syad.g_00656
OG0000913	Prbg.g_01751	Syad.g_00657
OG0000914	Prbg.g_01752	Syad.g_00658
OG0000915	Prbg.g_01753	Syad.g_00660
OG0000916	Prbg.g_01754	Syad.g_00661
OG0000917	Prbg.g_01755	Syad.g_00662
OG0000918	Prbg.g_01756	Syad.g_00663
OG0000919	Prbg.g_01757	Syad.g_00664
OG0000920	Prbg.g_01758	Syad.g_00665
OG0000921	Prbg.g_01759	Syad.g_00666
OG0000922	Prbg.g_01760	Syad.g_00667
OG0000923	Prbg.g_01764	Syad.g_00671
OG0000924	Prbg.g_01765	Syad.g_00672
OG0000925	Prbg.g_01766	Syad.g_00673
OG0000926	Prbg.g_01767	Syad.g_00674
OG0000927	Prbg.g_01769	Syad.g_00676
OG0000928	Prbg.g_01770	Syad.g_00677
OG0000929	Prbg.g_01771	Syad.g_00678
OG0000930	Prbg.g_01772	Syad.g_00679
OG0000931	Prbg.g_01773	Syad.g_00680
OG0000932	Prbg.g_01774	Syad.g_00681
OG0000933	Prbg.g_01778	Syad.g_00687
OG0000934	Prbg.g_01780	Syad.g_00689
OG0000935	Prbg.g_01781	Syad.g_00690
OG0000936	Prbg.g_01782	Syad.g_00691
OG0000937	Prbg.g_01783	Syad.g_00692
OG0000938	Prbg.g_01786	Syad.g_00695
OG0000939	Prbg.g_01787	Syad.g_00696
OG0000940	Prbg.g_01794	Syad.g_00703
OG0000941	Prbg.g_01796	Syad.g_00705
OG0000942	Prbg.g_01798	Syad.g_00707
OG0000943	Prbg.g_01799	Syad.g_00708
OG0000944	Prbg.g_01801	Syad.g_00710
OG0000945	Prbg.g_01802	Syad.g_00711
OG0000946	Prbg.g_01807	Syad.g_00716
OG0000947	Prbg.g_01809	Syad.g_00719
OG0000948	Prbg.g_01810	Syad.g_00720
OG0000949	Prbg.g_01813	Syad.g_00432
OG0000950	Prbg.g_01820	Syad.g_00418
OG0000951	Prbg.g_01824	Syad.g_00411
OG0000952	Prbg.g_01828	Syad.g_00375
OG0000953	Prbg.g_01832	Syad.g_00369
OG0000954	Prbg.g_01836	Syad.g_00364
OG0000955	Prbg.g_01837	Syad.g_00363
OG0000956	Prbg.g_01839	Syad.g_00361
OG0000957	Prbg.g_01845	Syad.g_00350
OG0000958	Prbg.g_01846	Syad.g_00349
OG0000959	Prbg.g_01850	Syad.g_00345
OG0000960	Prbg.g_01851	Syad.g_00344
OG0000961	Prbg.g_01854	Syad.g_00335
OG0000962	Prbg.g_01856	Syad.g_00332
OG0000963	Prbg.g_01860	Syad.g_00325
OG0000964	Prbg.g_01861	Syad.g_00324
OG0000965	Prbg.g_01862	Syad.g_00323
OG0000966	Prbg.g_01868	Syad.g_00246
OG0000967	Prbg.g_01872	Syad.g_00234
OG0000968	Prbg.g_01874	Syad.g_00243
OG0000969	Prbg.g_01875	Syad.g_00240
OG0000970	Prbg.g_01876	Syad.g_00239
OG0000971	Prbg.g_01877	Syad.g_00229
OG0000972	Prbg.g_01878	Syad.g_00228
OG0000973	Prbg.g_01879	Syad.g_00227
OG0000974	Prbg.g_01880	Syad.g_00226
OG0000975	Prbg.g_01881	Syad.g_00225
OG0000976	Prbg.g_01882	Syad.g_00224
OG0000977	Prbg.g_01883	Syad.g_00222
OG0000978	Prbg.g_01884	Syad.g_00221
OG0000979	Prbg.g_01887	Syad.g_00218
OG0000980	Prbg.g_01889	Syad.g_00215
OG0000981	Prbg.g_01892	Syad.g_00212
OG0000982	Prbg.g_01894	Syad.g_03035
OG0000983	Prbg.g_01895	Syad.g_03036
OG0000984	Prbg.g_01896	Syad.g_03037
OG0000985	Prbg.g_01899	Syad.g_03039
OG0000986	Prbg.g_01901	Syad.g_03049
OG0000987	Prbg.g_01902	Syad.g_00002
OG0000988	Prbg.g_01905	Syad.g_00008
OG0000989	Prbg.g_01909	Syad.g_00020
OG0000990	Prbg.g_01913	Syad.g_00061
OG0000991	Prbg.g_01914	Syad.g_00064
OG0000992	Prbg.g_01917	Syad.g_00067
OG0000993	Prbg.g_01918	Syad.g_00069
OG0000994	Prbg.g_01919	Syad.g_00071
OG0000995	Prbg.g_01923	Syad.g_00077
OG0000996	Prbg.g_01924	Syad.g_00121
OG0000997	Prbg.g_01927	Syad.g_00128
OG0000998	Prbg.g_01929	Syad.g_00130
OG0000999	Prbg.g_01930	Syad.g_00131
OG0001000	Prbg.g_01933	Syad.g_00136
OG0001001	Prbg.g_01936	Syad.g_00141
OG0001002	Prbg.g_00758	Syad.g_00148
OG0001003	Prbg.g_00759	Syad.g_00150
OG0001004	Prbg.g_00760	Syad.g_00151
OG0001005	Prbg.g_00761	Syad.g_00152
OG0001006	Prbg.g_00765	Syad.g_00160
OG0001007	Prbg.g_00767	Syad.g_00162
OG0001008	Prbg.g_00157	Syad.g_02449
OG0001009	Prbg.g_00847	Syad.g_00194
OG0001010	Prbg.g_00846	Syad.g_00195
OG0001011	Prbg.g_00844	Syad.g_00196
OG0001012	Prbg.g_00830	Syad.g_03030
OG0001013	Prbg.g_00823	Syad.g_03011
OG0001014	Prbg.g_00820	Syad.g_03002
OG0001015	Prbg.g_00818	Syad.g_03001
OG0001016	Prbg.g_00796	Syad.g_02734
OG0001017	Prbg.g_00792	Syad.g_02740
OG0001018	Prbg.g_00790	Syad.g_02742
OG0001019	Prbg.g_00781	Syad.g_02771
OG0001020	Prbg.g_00780	Syad.g_02777
OG0001021	Prbg.g_00861	Syad.g_02781
OG0001022	Prbg.g_00864	Syad.g_02786
OG0001023	Prbg.g_00865	Syad.g_02787
OG0001024	Prbg.g_00869	Syad.g_02791
OG0001025	Prbg.g_00876	Syad.g_02798
OG0001026	Prbg.g_00885	Syad.g_02811
OG0001027	Prbg.g_00886	Syad.g_02817
OG0001028	Prbg.g_00888	Syad.g_02819
OG0001029	Prbg.g_00889	Syad.g_02821
OG0001030	Prbg.g_00905	Syad.g_02848
OG0001031	Prbg.g_00965	Syad.g_02925
OG0001032	Prbg.g_00966	Syad.g_02928
OG0001033	Prbg.g_00987	Syad.g_02956
OG0001034	Prbg.g_01018	Syad.g_00819
OG0001035	Prbg.g_01038	Syad.g_00559
OG0001036	Prbg.g_01042	Syad.g_00554
OG0001037	Prbg.g_01043	Syad.g_00552
OG0001039	Prbg.g_00060	Syad.g_00522
OG0001040	Prbg.g_00062	Syad.g_00519
OG0001041	Prbg.g_00067	Syad.g_00514
OG0001042	Prbg.g_00084	Syad.g_00485
OG0001043	Prbg.g_00085	Syad.g_00481
OG0001044	Prbg.g_00116	Syad.g_00760
OG0001045	Prbg.g_00125	Syad.g_00773
OG0001046	Prbg.g_01602	Syad.g_01722
OG0001047	Prbg.g_00159	Syad.g_02447
OG0001048	Prbg.g_00160	Syad.g_02446
OG0001049	Prbg.g_00162	Syad.g_02443
OG0001050	Prbg.g_00163	Syad.g_02442
OG0001051	Prbg.g_00164	Syad.g_02441
OG0001052	Prbg.g_00190	Syad.g_02357
OG0001054	Prbg.g_00217	Syad.g_00925
OG0001055	Prbg.g_00236	Syad.g_00946
OG0001056	Prbg.g_00253	Syad.g_00982
OG0001057	Prbg.g_00258	Syad.g_00996
OG0001058	Prbg.g_00267	Syad.g_01015
OG0001059	Prbg.g_00271	Syad.g_01018
OG0001060	Prbg.g_00277	Syad.g_01025
OG0001061	Prbg.g_00292	Syad.g_01047
OG0001062	Prbg.g_00294	Syad.g_01049
OG0001063	Prbg.g_00296	Syad.g_01056
OG0001064	Prbg.g_00297	Syad.g_01057
OG0001065	Prbg.g_00298	Syad.g_01058
OG0001066	Prbg.g_00299	Syad.g_01059
OG0001067	Prbg.g_00300	Syad.g_01060
OG0001068	Prbg.g_00301	Syad.g_01061
OG0001069	Prbg.g_00302	Syad.g_01062
OG0001070	Prbg.g_00306	Syad.g_01065
OG0001071	Prbg.g_00307	Syad.g_01066
OG0001072	Prbg.g_00309	Syad.g_01070
OG0001073	Prbg.g_00323	Syad.g_01090
OG0001074	Prbg.g_00335	Syad.g_02197
OG0001075	Prbg.g_00336	Syad.g_02196
OG0001076	Prbg.g_00343	Syad.g_02175
OG0001077	Prbg.g_00349	Syad.g_02164
OG0001078	Prbg.g_01421	Syad.g_02151
OG0001079	Prbg.g_01409	Syad.g_02138
OG0001080	Prbg.g_01403	Syad.g_02008
OG0001081	Prbg.g_01401	Syad.g_01568
OG0001082	Prbg.g_01400	Syad.g_01569
OG0001083	Prbg.g_01395	Syad.g_01578
OG0001084	Prbg.g_01394	Syad.g_01586
OG0001085	Prbg.g_01111	Syad.g_01596
OG0001086	Prbg.g_01112	Syad.g_01598
OG0001087	Prbg.g_01130	Syad.g_01372
OG0001088	Prbg.g_01131	Syad.g_01368
OG0001089	Prbg.g_01142	Syad.g_01302
OG0001090	Prbg.g_01152	Syad.g_01817
OG0001091	Prbg.g_01374	Syad.g_01815
OG0001092	Prbg.g_01373	Syad.g_01812
OG0001093	Prbg.g_01368	Syad.g_01806
OG0001094	Prbg.g_01375	Syad.g_01895
OG0001095	Prbg.g_01172	Syad.g_01874
OG0001096	Prbg.g_01186	Syad.g_01847
OG0001097	Prbg.g_01206	Syad.g_01223
OG0001098	Prbg.g_01225	Syad.g_02005, Syad.g_01995
OG0001099	Prbg.g_01067	Syad.g_02820
OG0001100	Prbg.g_01075	Syad.g_01608
OG0001101	Prbg.g_01078	Syad.g_01610
OG0001102	Prbg.g_01081	Syad.g_01613
OG0001103	Prbg.g_01083	Syad.g_01616
OG0001104	Prbg.g_01106	Syad.g_01911
OG0001105	Prbg.g_01110	Syad.g_01907
OG0001106	Prbg.g_01278	Syad.g_01771
OG0001107	Prbg.g_01285	Syad.g_01759
OG0001108	Prbg.g_01289	Syad.g_01744
OG0001109	Prbg.g_01290	Syad.g_01739
OG0001110	Prbg.g_01292	Syad.g_01737
OG0001111	Prbg.g_01293	Syad.g_01735
OG0001112	Prbg.g_01294	Syad.g_01733
OG0001113	Prbg.g_01295	Syad.g_01732
OG0001114	Prbg.g_01296	Syad.g_01731
OG0001115	Prbg.g_01298	Syad.g_01727
OG0001116	Prbg.g_01299	Syad.g_01725
OG0001117	Prbg.g_01300	Syad.g_01724
OG0001118	Prbg.g_01301	Syad.g_01723
OG0001119	Prbg.g_01302	Syad.g_01721
