Orthogroup	Prbg	Syae
OG0000566	Prbg.g_00282	Syae.g_02418
OG0000567	Prbg.g_00286	Syae.g_02422
OG0000568	Prbg.g_00287	Syae.g_02427
OG0000569	Prbg.g_00288	Syae.g_02428
OG0000570	Prbg.g_00289	Syae.g_02429
OG0000571	Prbg.g_00291	Syae.g_02433
OG0000572	Prbg.g_00305	Syae.g_02448
OG0000573	Prbg.g_00311	Syae.g_02456
OG0000574	Prbg.g_00312	Syae.g_02457
OG0000575	Prbg.g_00316	Syae.g_02461
OG0000576	Prbg.g_00318	Syae.g_02463
OG0000577	Prbg.g_00319	Syae.g_02464
OG0000578	Prbg.g_00320	Syae.g_02465
OG0000579	Prbg.g_00321	Syae.g_02466
OG0000580	Prbg.g_00322	Syae.g_02467
OG0000581	Prbg.g_00325	Syae.g_02473
OG0000582	Prbg.g_00328	Syae.g_00018
OG0000583	Prbg.g_00329	Syae.g_00019
OG0000584	Prbg.g_00330	Syae.g_00020
OG0000585	Prbg.g_00332	Syae.g_00022
OG0000586	Prbg.g_00333	Syae.g_00023
OG0000587	Prbg.g_00334	Syae.g_00025
OG0000588	Prbg.g_00338	Syae.g_00043
OG0000589	Prbg.g_00340	Syae.g_00047
OG0000590	Prbg.g_00341	Syae.g_00048
OG0000591	Prbg.g_00345	Syae.g_00056
OG0000592	Prbg.g_00346	Syae.g_00057
OG0000593	Prbg.g_01425	Syae.g_00070
OG0000594	Prbg.g_01424	Syae.g_00071
OG0000595	Prbg.g_01423	Syae.g_00072
OG0000596	Prbg.g_01419	Syae.g_00077
OG0000597	Prbg.g_01416	Syae.g_00080
OG0000598	Prbg.g_01415	Syae.g_00081
OG0000599	Prbg.g_01412	Syae.g_00084
OG0000600	Prbg.g_01411	Syae.g_00085
OG0000601	Prbg.g_01410	Syae.g_00086
OG0000602	Prbg.g_01408	Syae.g_00091
OG0000603	Prbg.g_01407	Syae.g_00092
OG0000604	Prbg.g_01406	Syae.g_00095
OG0000605	Prbg.g_01405	Syae.g_00260
OG0000606	Prbg.g_01402	Syae.g_00616
OG0000607	Prbg.g_01399	Syae.g_00613
OG0000608	Prbg.g_01398	Syae.g_00612
OG0000609	Prbg.g_01397	Syae.g_00610
OG0000610	Prbg.g_01391	Syae.g_00601
OG0000611	Prbg.g_01388	Syae.g_00598
OG0000612	Prbg.g_01387	Syae.g_00597
OG0000613	Prbg.g_01114	Syae.g_01910
OG0000614	Prbg.g_01135	Syae.g_00765
OG0000615	Prbg.g_01146	Syae.g_00557
OG0000616	Prbg.g_01939	Syae.g_01696
OG0000617	Prbg.g_01371	Syae.g_00464
OG0000618	Prbg.g_01370	Syae.g_00463
OG0000619	Prbg.g_01369	Syae.g_00462
OG0000620	Prbg.g_01366	Syae.g_00456
OG0000621	Prbg.g_01365	Syae.g_00455
OG0000622	Prbg.g_01364	Syae.g_00454
OG0000623	Prbg.g_01363	Syae.g_00453
OG0000624	Prbg.g_01361	Syae.g_00451
OG0000625	Prbg.g_01360	Syae.g_00450
OG0000626	Prbg.g_01359	Syae.g_00449
OG0000627	Prbg.g_01358	Syae.g_00299
OG0000628	Prbg.g_01357	Syae.g_00300
OG0000629	Prbg.g_01356	Syae.g_00303
OG0000630	Prbg.g_01353	Syae.g_00310
OG0000631	Prbg.g_01260	Syae.g_00317
OG0000632	Prbg.g_01261	Syae.g_00318
OG0000633	Prbg.g_01262	Syae.g_00320
OG0000634	Prbg.g_01155	Syae.g_00525
OG0000635	Prbg.g_01156	Syae.g_00524
OG0000636	Prbg.g_01158	Syae.g_00522
OG0000637	Prbg.g_01160	Syae.g_00520
OG0000638	Prbg.g_01161	Syae.g_00519
OG0000639	Prbg.g_01162	Syae.g_00518
OG0000640	Prbg.g_01163	Syae.g_00517
OG0000641	Prbg.g_01167	Syae.g_00513
OG0000642	Prbg.g_01168	Syae.g_00512
OG0000643	Prbg.g_01169	Syae.g_00510
OG0000644	Prbg.g_01170	Syae.g_00509
OG0000645	Prbg.g_01171	Syae.g_00507
OG0000646	Prbg.g_01173	Syae.g_00504
OG0000647	Prbg.g_01175	Syae.g_00502
OG0000648	Prbg.g_01177	Syae.g_00499
OG0000649	Prbg.g_01178	Syae.g_00498
OG0000650	Prbg.g_01179	Syae.g_00497
OG0000651	Prbg.g_01180	Syae.g_00496
OG0000652	Prbg.g_01181	Syae.g_00495
OG0000653	Prbg.g_01183	Syae.g_00493
OG0000654	Prbg.g_01184	Syae.g_00492
OG0000655	Prbg.g_01185	Syae.g_00491
OG0000656	Prbg.g_01188	Syae.g_00488
OG0000657	Prbg.g_01196	Syae.g_00834
OG0000658	Prbg.g_01198	Syae.g_00837
OG0000659	Prbg.g_01199	Syae.g_00838
OG0000660	Prbg.g_01203	Syae.g_00842
OG0000661	Prbg.g_01205	Syae.g_00844
OG0000662	Prbg.g_01207	Syae.g_00846
OG0000663	Prbg.g_01209	Syae.g_00849
OG0000664	Prbg.g_01210	Syae.g_00850
OG0000665	Prbg.g_01216	Syae.g_00121
OG0000666	Prbg.g_01217	Syae.g_00258
OG0000667	Prbg.g_01221	Syae.g_02056
OG0000668	Prbg.g_01062	Syae.g_00418
OG0000669	Prbg.g_01073	Syae.g_00585
OG0000670	Prbg.g_01076	Syae.g_00582
OG0000671	Prbg.g_01079	Syae.g_00580
OG0000672	Prbg.g_01082	Syae.g_00577
OG0000673	Prbg.g_01085	Syae.g_00574
OG0000674	Prbg.g_01087	Syae.g_00572
OG0000675	Prbg.g_01088	Syae.g_00571
OG0000676	Prbg.g_01090	Syae.g_00569
OG0000677	Prbg.g_01091	Syae.g_00568
OG0000678	Prbg.g_01093	Syae.g_00564
OG0000679	Prbg.g_01097	Syae.g_00555
OG0000680	Prbg.g_01098	Syae.g_00554
OG0000681	Prbg.g_01101	Syae.g_00551
OG0000682	Prbg.g_01102	Syae.g_00550
OG0000683	Prbg.g_01103	Syae.g_00549
OG0000684	Prbg.g_01105	Syae.g_00545
OG0000685	Prbg.g_01107	Syae.g_00543
OG0000686	Prbg.g_01108	Syae.g_00542
OG0000687	Prbg.g_01109	Syae.g_00541
OG0000688	Prbg.g_01383	Syae.g_00536
OG0000689	Prbg.g_01382	Syae.g_00534
OG0000690	Prbg.g_01381	Syae.g_00533
OG0000691	Prbg.g_01380	Syae.g_00532
OG0000692	Prbg.g_01378	Syae.g_00531
OG0000693	Prbg.g_01377	Syae.g_00529
OG0000694	Prbg.g_01376	Syae.g_00528
OG0000695	Prbg.g_01264	Syae.g_00322
OG0000696	Prbg.g_01265	Syae.g_00323
OG0000697	Prbg.g_01266	Syae.g_00325
OG0000698	Prbg.g_01269	Syae.g_00328
OG0000699	Prbg.g_01270	Syae.g_00330
OG0000700	Prbg.g_01271	Syae.g_00331
OG0000701	Prbg.g_01272	Syae.g_00332
OG0000702	Prbg.g_01274	Syae.g_00341
OG0000703	Prbg.g_01275	Syae.g_00342
OG0000704	Prbg.g_01277	Syae.g_00345
OG0000705	Prbg.g_01280	Syae.g_00352
OG0000706	Prbg.g_01281	Syae.g_00353
OG0000707	Prbg.g_01282	Syae.g_00354
OG0000708	Prbg.g_01284	Syae.g_00357
OG0000709	Prbg.g_01288	Syae.g_00365
OG0000710	Prbg.g_01291	Syae.g_00369
OG0000711	Prbg.g_01309	Syae.g_00398
OG0000712	Prbg.g_01310	Syae.g_00400
OG0000713	Prbg.g_01311	Syae.g_00401
OG0000714	Prbg.g_01312	Syae.g_00403
OG0000715	Prbg.g_01314	Syae.g_00405
OG0000716	Prbg.g_01316	Syae.g_00409
OG0000717	Prbg.g_01317	Syae.g_00410
OG0000718	Prbg.g_01321	Syae.g_00414
OG0000719	Prbg.g_01323	Syae.g_00416
OG0000720	Prbg.g_01335	Syae.g_00429
OG0000721	Prbg.g_01339	Syae.g_00431
OG0000722	Prbg.g_01340	Syae.g_00432
OG0000723	Prbg.g_01344	Syae.g_00445
OG0000724	Prbg.g_01239	Syae.g_00799
OG0000725	Prbg.g_01233	Syae.g_00789
OG0000726	Prbg.g_01232	Syae.g_00788
OG0000727	Prbg.g_01231	Syae.g_00787
OG0000728	Prbg.g_01229	Syae.g_00785
OG0000729	Prbg.g_00455	Syae.g_01819
OG0000730	Prbg.g_01528	Syae.g_02189
OG0000731	Prbg.g_00123	Syae.g_02201
OG0000732	Prbg.g_01890	Syae.g_01764
OG0000733	Prbg.g_00750	Syae.g_01599
OG0000734	Prbg.g_01502	Syae.g_01371
OG0000735	Prbg.g_01500	Syae.g_00942
OG0000736	Prbg.g_01499	Syae.g_00941
OG0000737	Prbg.g_01498	Syae.g_00940
OG0000738	Prbg.g_01494	Syae.g_00935
OG0000739	Prbg.g_01493	Syae.g_00928
OG0000740	Prbg.g_01492	Syae.g_00927
OG0000741	Prbg.g_01490	Syae.g_00924
OG0000742	Prbg.g_01487	Syae.g_00922
OG0000743	Prbg.g_01485	Syae.g_00920
OG0000744	Prbg.g_01484	Syae.g_00919
OG0000745	Prbg.g_01483	Syae.g_00917
OG0000746	Prbg.g_01481	Syae.g_00915
OG0000747	Prbg.g_01480	Syae.g_00914
OG0000748	Prbg.g_01476	Syae.g_00902
OG0000749	Prbg.g_01475	Syae.g_00900
OG0000750	Prbg.g_01474	Syae.g_00899
OG0000751	Prbg.g_01471	Syae.g_00892
OG0000752	Prbg.g_01469	Syae.g_00890
OG0000753	Prbg.g_01467	Syae.g_00887
OG0000754	Prbg.g_01464	Syae.g_00641
OG0000755	Prbg.g_01458	Syae.g_00651
OG0000756	Prbg.g_01457	Syae.g_00652
OG0000757	Prbg.g_01450	Syae.g_00661
OG0000758	Prbg.g_01449	Syae.g_00662
OG0000759	Prbg.g_01448	Syae.g_00663
OG0000760	Prbg.g_01447	Syae.g_00664
OG0000761	Prbg.g_01446	Syae.g_00668
OG0000762	Prbg.g_01445	Syae.g_00672
OG0000763	Prbg.g_01443	Syae.g_00676
OG0000764	Prbg.g_01442	Syae.g_00677
OG0000765	Prbg.g_01434	Syae.g_00695
OG0000766	Prbg.g_01433	Syae.g_00696
OG0000767	Prbg.g_01431	Syae.g_00698
OG0000768	Prbg.g_01430	Syae.g_00699
OG0000769	Prbg.g_01428	Syae.g_00701
OG0000770	Prbg.g_00351	Syae.g_00704
OG0000771	Prbg.g_00687	Syae.g_00805
OG0000772	Prbg.g_01576	Syae.g_00168
OG0000773	Prbg.g_00468	Syae.g_00947
OG0000774	Prbg.g_00470	Syae.g_00951
OG0000775	Prbg.g_00472	Syae.g_00954
OG0000776	Prbg.g_00473	Syae.g_00955
OG0000777	Prbg.g_00474	Syae.g_00956
OG0000778	Prbg.g_00475	Syae.g_00957
OG0000779	Prbg.g_00479	Syae.g_00963
OG0000780	Prbg.g_00480	Syae.g_00967
OG0000781	Prbg.g_00484	Syae.g_00971
OG0000782	Prbg.g_00485	Syae.g_00972
OG0000783	Prbg.g_00486	Syae.g_00973
OG0000784	Prbg.g_00487	Syae.g_00974
OG0000785	Prbg.g_00489	Syae.g_00976
OG0000786	Prbg.g_00492	Syae.g_02477
OG0000787	Prbg.g_00493	Syae.g_02476
OG0000788	Prbg.g_00218	Syae.g_00087
OG0000789	Prbg.g_00690	Syae.g_00281
OG0000790	Prbg.g_00534	Syae.g_02294
OG0000791	Prbg.g_00536	Syae.g_02292
OG0000792	Prbg.g_00537	Syae.g_02291
OG0000793	Prbg.g_00540	Syae.g_02286
OG0000794	Prbg.g_00541	Syae.g_02285
OG0000795	Prbg.g_00542	Syae.g_02284
OG0000796	Prbg.g_00546	Syae.g_02280
OG0000797	Prbg.g_00547	Syae.g_02279
OG0000798	Prbg.g_00038	Syae.g_01205
OG0000799	Prbg.g_00574	Syae.g_00010
OG0000800	Prbg.g_00575	Syae.g_00009
OG0000801	Prbg.g_00576	Syae.g_00008
OG0000802	Prbg.g_00578	Syae.g_02686
OG0000803	Prbg.g_00580	Syae.g_02680
OG0000804	Prbg.g_00581	Syae.g_02677
OG0000805	Prbg.g_00583	Syae.g_02663
OG0000806	Prbg.g_00585	Syae.g_02661
OG0000807	Prbg.g_00586	Syae.g_02659
OG0000808	Prbg.g_00587	Syae.g_02658
OG0000809	Prbg.g_00589	Syae.g_02655
OG0000810	Prbg.g_00590	Syae.g_02654
OG0000811	Prbg.g_00594	Syae.g_02648
OG0000812	Prbg.g_00596	Syae.g_02646
OG0000813	Prbg.g_00597	Syae.g_02645
OG0000814	Prbg.g_00599	Syae.g_02643
OG0000815	Prbg.g_00600	Syae.g_02642
OG0000816	Prbg.g_00602	Syae.g_02641
OG0000817	Prbg.g_00603	Syae.g_02640
OG0000818	Prbg.g_00608	Syae.g_02634
OG0000819	Prbg.g_00609	Syae.g_02633
OG0000820	Prbg.g_00610	Syae.g_02632
OG0000821	Prbg.g_00614	Syae.g_02626
OG0000822	Prbg.g_00615	Syae.g_02624
OG0000823	Prbg.g_00616	Syae.g_02623
OG0000824	Prbg.g_00619	Syae.g_02617
OG0000825	Prbg.g_00620	Syae.g_02616
OG0000826	Prbg.g_00621	Syae.g_02615
OG0000827	Prbg.g_00622	Syae.g_02614
OG0000828	Prbg.g_00625	Syae.g_02612
OG0000829	Prbg.g_00626	Syae.g_02611
OG0000830	Prbg.g_00627	Syae.g_02610
OG0000831	Prbg.g_00629	Syae.g_02608
OG0000832	Prbg.g_00639	Syae.g_01081
OG0000833	Prbg.g_00648	Syae.g_01106
OG0000834	Prbg.g_00649	Syae.g_01108
OG0000835	Prbg.g_00650	Syae.g_01109
OG0000836	Prbg.g_00651	Syae.g_01113
OG0000837	Prbg.g_00652	Syae.g_01115
OG0000838	Prbg.g_00654	Syae.g_01119
OG0000839	Prbg.g_00655	Syae.g_01120
OG0000840	Prbg.g_00656	Syae.g_01121
OG0000841	Prbg.g_00657	Syae.g_01122
OG0000842	Prbg.g_00658	Syae.g_01123
OG0000843	Prbg.g_00659	Syae.g_01124
OG0000844	Prbg.g_00660	Syae.g_01125
OG0000845	Prbg.g_00661	Syae.g_01126
OG0000846	Prbg.g_00662	Syae.g_01127
OG0000847	Prbg.g_00663	Syae.g_01128
OG0000848	Prbg.g_00664	Syae.g_01130
OG0000849	Prbg.g_00665	Syae.g_01131
OG0000850	Prbg.g_00667	Syae.g_01133
OG0000851	Prbg.g_00668	Syae.g_01139
OG0000852	Prbg.g_00669	Syae.g_01140
OG0000853	Prbg.g_00675	Syae.g_01144
OG0000854	Prbg.g_00677	Syae.g_01146
OG0000855	Prbg.g_00678	Syae.g_01147
OG0000856	Prbg.g_00348	Syae.g_00059
OG0000857	Prbg.g_01174	Syae.g_00503
OG0000858	Prbg.g_01643	Syae.g_01153
OG0000859	Prbg.g_01644	Syae.g_01154
OG0000860	Prbg.g_01652	Syae.g_01165
OG0000861	Prbg.g_01653	Syae.g_01166
OG0000862	Prbg.g_01654	Syae.g_01167
OG0000863	Prbg.g_01656	Syae.g_01170
OG0000864	Prbg.g_01657	Syae.g_01171
OG0000865	Prbg.g_01658	Syae.g_01172
OG0000866	Prbg.g_01659	Syae.g_01173
OG0000867	Prbg.g_01660	Syae.g_01174
OG0000868	Prbg.g_01662	Syae.g_01177
OG0000869	Prbg.g_01665	Syae.g_01182
OG0000870	Prbg.g_01670	Syae.g_01187
OG0000871	Prbg.g_01671	Syae.g_01188
OG0000872	Prbg.g_01672	Syae.g_01196
OG0000873	Prbg.g_01675	Syae.g_01199
OG0000874	Prbg.g_01678	Syae.g_01194
OG0000875	Prbg.g_01679	Syae.g_01244
OG0000876	Prbg.g_01680	Syae.g_01020
OG0000877	Prbg.g_01682	Syae.g_01025
OG0000878	Prbg.g_01683	Syae.g_01026
OG0000879	Prbg.g_01684	Syae.g_01027
OG0000880	Prbg.g_01685	Syae.g_01028
OG0000881	Prbg.g_01689	Syae.g_01034
OG0000882	Prbg.g_01694	Syae.g_01039
OG0000883	Prbg.g_01696	Syae.g_01041
OG0000884	Prbg.g_01698	Syae.g_01043
OG0000885	Prbg.g_01699	Syae.g_01044
OG0000886	Prbg.g_01700	Syae.g_01045
OG0000887	Prbg.g_01701	Syae.g_01046
OG0000888	Prbg.g_01703	Syae.g_01048
OG0000889	Prbg.g_01705	Syae.g_01050
OG0000890	Prbg.g_01706	Syae.g_01056
OG0000891	Prbg.g_01707	Syae.g_01057
OG0000892	Prbg.g_01709	Syae.g_01059
OG0000893	Prbg.g_01713	Syae.g_02031
OG0000894	Prbg.g_01716	Syae.g_02034
OG0000895	Prbg.g_01720	Syae.g_02038
OG0000896	Prbg.g_01721	Syae.g_02039
OG0000897	Prbg.g_01723	Syae.g_02041
OG0000898	Prbg.g_01724	Syae.g_02042
OG0000899	Prbg.g_01725	Syae.g_02043
OG0000900	Prbg.g_01726	Syae.g_02044
OG0000901	Prbg.g_01729	Syae.g_02049
OG0000902	Prbg.g_01731	Syae.g_02051
OG0000903	Prbg.g_01735	Syae.g_02077
OG0000904	Prbg.g_01739	Syae.g_02071
OG0000905	Prbg.g_01733	Syae.g_02065
OG0000906	Prbg.g_01732	Syae.g_02063
OG0000907	Prbg.g_01742	Syae.g_02079
OG0000908	Prbg.g_01745	Syae.g_02082
OG0000909	Prbg.g_01746	Syae.g_02083
OG0000910	Prbg.g_01747	Syae.g_02084
OG0000911	Prbg.g_01749	Syae.g_02086
OG0000912	Prbg.g_01750	Syae.g_02087
OG0000913	Prbg.g_01751	Syae.g_02088
OG0000914	Prbg.g_01752	Syae.g_02089
OG0000915	Prbg.g_01753	Syae.g_02091
OG0000916	Prbg.g_01754	Syae.g_02092
OG0000917	Prbg.g_01755	Syae.g_02093
OG0000918	Prbg.g_01756	Syae.g_02094
OG0000919	Prbg.g_01757	Syae.g_02095
OG0000920	Prbg.g_01758	Syae.g_02096
OG0000921	Prbg.g_01759	Syae.g_02097
OG0000922	Prbg.g_01760	Syae.g_02098
OG0000923	Prbg.g_01764	Syae.g_02102
OG0000924	Prbg.g_01765	Syae.g_02103
OG0000925	Prbg.g_01766	Syae.g_02104
OG0000926	Prbg.g_01767	Syae.g_02105
OG0000927	Prbg.g_01769	Syae.g_02107
OG0000928	Prbg.g_01770	Syae.g_02108
OG0000929	Prbg.g_01771	Syae.g_02109
OG0000930	Prbg.g_01772	Syae.g_02110
OG0000931	Prbg.g_01773	Syae.g_02111
OG0000932	Prbg.g_01774	Syae.g_02112
OG0000933	Prbg.g_01778	Syae.g_02118
OG0000934	Prbg.g_01780	Syae.g_02120
OG0000935	Prbg.g_01781	Syae.g_02121
OG0000936	Prbg.g_01782	Syae.g_02122
OG0000937	Prbg.g_01783	Syae.g_02123
OG0000938	Prbg.g_01786	Syae.g_02126
OG0000939	Prbg.g_01787	Syae.g_02127
OG0000940	Prbg.g_01794	Syae.g_02133
OG0000941	Prbg.g_01796	Syae.g_02135
OG0000942	Prbg.g_01798	Syae.g_02137
OG0000943	Prbg.g_01799	Syae.g_02138
OG0000944	Prbg.g_01801	Syae.g_02140
OG0000945	Prbg.g_01802	Syae.g_02142
OG0000946	Prbg.g_01807	Syae.g_02146
OG0000947	Prbg.g_01809	Syae.g_02149
OG0000948	Prbg.g_01810	Syae.g_02150
OG0000949	Prbg.g_01813	Syae.g_01884
OG0000950	Prbg.g_01820	Syae.g_01873
OG0000951	Prbg.g_01824	Syae.g_01866
OG0000952	Prbg.g_01828	Syae.g_01859
OG0000953	Prbg.g_01832	Syae.g_01854
OG0000954	Prbg.g_01836	Syae.g_01845
OG0000955	Prbg.g_01837	Syae.g_01844
OG0000956	Prbg.g_01839	Syae.g_01842
OG0000957	Prbg.g_01845	Syae.g_01831
OG0000958	Prbg.g_01846	Syae.g_01830
OG0000959	Prbg.g_01850	Syae.g_01826
OG0000960	Prbg.g_01851	Syae.g_01825
OG0000961	Prbg.g_01854	Syae.g_01822
OG0000962	Prbg.g_01856	Syae.g_01820
OG0000963	Prbg.g_01860	Syae.g_01814
OG0000964	Prbg.g_01861	Syae.g_01813
OG0000965	Prbg.g_01862	Syae.g_01812
OG0000966	Prbg.g_01868	Syae.g_01789
OG0000967	Prbg.g_01872	Syae.g_01782
OG0000968	Prbg.g_01874	Syae.g_01787
OG0000969	Prbg.g_01875	Syae.g_01785
OG0000970	Prbg.g_01876	Syae.g_01784
OG0000971	Prbg.g_01877	Syae.g_01779
OG0000972	Prbg.g_01878	Syae.g_01778
OG0000973	Prbg.g_01879	Syae.g_01777
OG0000974	Prbg.g_01880	Syae.g_01776
OG0000975	Prbg.g_01881	Syae.g_01775
OG0000976	Prbg.g_01882	Syae.g_01774
OG0000977	Prbg.g_01883	Syae.g_01772
OG0000978	Prbg.g_01884	Syae.g_01771
OG0000979	Prbg.g_01887	Syae.g_01768
OG0000980	Prbg.g_01889	Syae.g_01765
OG0000981	Prbg.g_01892	Syae.g_01762
OG0000982	Prbg.g_01894	Syae.g_01568
OG0000983	Prbg.g_01895	Syae.g_01569
OG0000984	Prbg.g_01896	Syae.g_01570
OG0000985	Prbg.g_01899	Syae.g_01572
OG0000986	Prbg.g_01901	Syae.g_01575
OG0000987	Prbg.g_01902	Syae.g_01577
OG0000988	Prbg.g_01905	Syae.g_01583
OG0000989	Prbg.g_01909	Syae.g_01591
OG0000990	Prbg.g_01913	Syae.g_01606
OG0000991	Prbg.g_01914	Syae.g_01609
OG0000992	Prbg.g_01917	Syae.g_01612
OG0000993	Prbg.g_01918	Syae.g_01613
OG0000994	Prbg.g_01919	Syae.g_01616
OG0000995	Prbg.g_01923	Syae.g_01627
OG0000996	Prbg.g_01924	Syae.g_01667
OG0000997	Prbg.g_01927	Syae.g_01678
OG0000998	Prbg.g_01929	Syae.g_01680
OG0000999	Prbg.g_01930	Syae.g_01683
OG0001000	Prbg.g_01933	Syae.g_01686
OG0001001	Prbg.g_01936	Syae.g_01692
OG0001002	Prbg.g_00758	Syae.g_01699
OG0001003	Prbg.g_00759	Syae.g_01701
OG0001004	Prbg.g_00760	Syae.g_01702
OG0001005	Prbg.g_00761	Syae.g_01703
OG0001006	Prbg.g_00765	Syae.g_01710
OG0001007	Prbg.g_00767	Syae.g_01712
OG0001008	Prbg.g_00157	Syae.g_00993
OG0001009	Prbg.g_00847	Syae.g_01744
OG0001010	Prbg.g_00846	Syae.g_01745
OG0001011	Prbg.g_00844	Syae.g_01747
OG0001012	Prbg.g_00830	Syae.g_01564
OG0001013	Prbg.g_00823	Syae.g_01552
OG0001014	Prbg.g_00820	Syae.g_01548
OG0001015	Prbg.g_00818	Syae.g_01547
OG0001016	Prbg.g_00796	Syae.g_01290
OG0001017	Prbg.g_00792	Syae.g_01296
OG0001018	Prbg.g_00790	Syae.g_01298
OG0001019	Prbg.g_00781	Syae.g_01334
OG0001020	Prbg.g_00780	Syae.g_01340
OG0001021	Prbg.g_00861	Syae.g_01344
OG0001022	Prbg.g_00864	Syae.g_01348
OG0001023	Prbg.g_00865	Syae.g_01349
OG0001024	Prbg.g_00869	Syae.g_01353
OG0001025	Prbg.g_00876	Syae.g_01360
OG0001026	Prbg.g_00885	Syae.g_01373
OG0001027	Prbg.g_00886	Syae.g_01377
OG0001028	Prbg.g_00888	Syae.g_01379
OG0001029	Prbg.g_00889	Syae.g_01381
OG0001030	Prbg.g_00905	Syae.g_01403
OG0001031	Prbg.g_00965	Syae.g_01475
OG0001032	Prbg.g_00966	Syae.g_01479
OG0001033	Prbg.g_00987	Syae.g_01505
OG0001034	Prbg.g_01018	Syae.g_02238
OG0001035	Prbg.g_01038	Syae.g_02006
OG0001036	Prbg.g_01042	Syae.g_02001
OG0001037	Prbg.g_01043	Syae.g_01999
OG0001038	Prbg.g_00057	Syae.g_01971
OG0001039	Prbg.g_00060	Syae.g_01968
OG0001040	Prbg.g_00062	Syae.g_01965
OG0001041	Prbg.g_00067	Syae.g_01960
OG0001042	Prbg.g_00084	Syae.g_01935
OG0001043	Prbg.g_00085	Syae.g_01931
OG0001044	Prbg.g_00116	Syae.g_02191
OG0001045	Prbg.g_00125	Syae.g_02204
OG0001046	Prbg.g_01602	Syae.g_00385
OG0001047	Prbg.g_00159	Syae.g_00991
OG0001048	Prbg.g_00160	Syae.g_00990
OG0001049	Prbg.g_00162	Syae.g_00987
OG0001050	Prbg.g_00163	Syae.g_00986
OG0001051	Prbg.g_00164	Syae.g_00985
OG0001052	Prbg.g_00190	Syae.g_02526
OG0001053	Prbg.g_00202	Syae.g_02312
OG0001054	Prbg.g_00217	Syae.g_02329
OG0001055	Prbg.g_00236	Syae.g_02350
OG0001056	Prbg.g_00253	Syae.g_02379
OG0001057	Prbg.g_00258	Syae.g_02388
OG0001058	Prbg.g_00267	Syae.g_02402
OG0001059	Prbg.g_00271	Syae.g_02406
OG0001060	Prbg.g_00277	Syae.g_02412
OG0001061	Prbg.g_00292	Syae.g_02434
OG0001062	Prbg.g_00294	Syae.g_02436
OG0001063	Prbg.g_00296	Syae.g_02440
OG0001064	Prbg.g_00297	Syae.g_02441
OG0001065	Prbg.g_00298	Syae.g_02442
OG0001066	Prbg.g_00299	Syae.g_02443
OG0001067	Prbg.g_00300	Syae.g_02444
OG0001068	Prbg.g_00301	Syae.g_02445
OG0001069	Prbg.g_00302	Syae.g_02446
OG0001070	Prbg.g_00306	Syae.g_02449
OG0001071	Prbg.g_00307	Syae.g_02450
OG0001072	Prbg.g_00309	Syae.g_02454
OG0001073	Prbg.g_00323	Syae.g_02468
OG0001074	Prbg.g_00335	Syae.g_00027
OG0001075	Prbg.g_00336	Syae.g_00029
OG0001076	Prbg.g_00343	Syae.g_00050
OG0001077	Prbg.g_00349	Syae.g_00061
OG0001078	Prbg.g_01421	Syae.g_00075
OG0001079	Prbg.g_01409	Syae.g_00088
OG0001080	Prbg.g_01403	Syae.g_00267
OG0001081	Prbg.g_01401	Syae.g_00615
OG0001082	Prbg.g_01400	Syae.g_00614
OG0001083	Prbg.g_01395	Syae.g_00605
OG0001084	Prbg.g_01394	Syae.g_00604
OG0001085	Prbg.g_01111	Syae.g_00594
OG0001086	Prbg.g_01112	Syae.g_00592
OG0001087	Prbg.g_01130	Syae.g_00751
OG0001088	Prbg.g_01131	Syae.g_00755
OG0001089	Prbg.g_01142	Syae.g_00781
OG0001090	Prbg.g_01152	Syae.g_00471
OG0001091	Prbg.g_01374	Syae.g_00469
OG0001092	Prbg.g_01373	Syae.g_00466
OG0001093	Prbg.g_01368	Syae.g_00460
OG0001094	Prbg.g_01375	Syae.g_00527
OG0001095	Prbg.g_01172	Syae.g_00506
OG0001096	Prbg.g_01186	Syae.g_00490
OG0001097	Prbg.g_01206	Syae.g_00845
OG0001098	Prbg.g_01225	Syae.g_00269
OG0001099	Prbg.g_01067	Syae.g_01380
OG0001100	Prbg.g_01075	Syae.g_00583
OG0001101	Prbg.g_01078	Syae.g_00581
OG0001102	Prbg.g_01081	Syae.g_00578
OG0001103	Prbg.g_01083	Syae.g_00576
OG0001104	Prbg.g_01106	Syae.g_00544
OG0001105	Prbg.g_01110	Syae.g_00540
OG0001106	Prbg.g_01278	Syae.g_00346
OG0001107	Prbg.g_01285	Syae.g_00358
OG0001108	Prbg.g_01289	Syae.g_00366
OG0001109	Prbg.g_01290	Syae.g_00368
OG0001110	Prbg.g_01292	Syae.g_00370
OG0001111	Prbg.g_01293	Syae.g_00372
OG0001112	Prbg.g_01294	Syae.g_00374
OG0001113	Prbg.g_01295	Syae.g_00375
OG0001114	Prbg.g_01296	Syae.g_00376
OG0001115	Prbg.g_01298	Syae.g_00380
OG0001116	Prbg.g_01299	Syae.g_00382
OG0001117	Prbg.g_01300	Syae.g_00383
OG0001118	Prbg.g_01301	Syae.g_00384
OG0001119	Prbg.g_01302	Syae.g_00386
OG0001120	Prbg.g_01304	Syae.g_00390
OG0001122	Prbg.g_01324	Syae.g_00417
OG0001123	Prbg.g_01330	Syae.g_00424
OG0001124	Prbg.g_01332	Syae.g_00426
OG0001125	Prbg.g_01334	Syae.g_00428
