Orthogroup	Prbg	Syab
OG0000555	Prbg.g_00259	Syab.g_02026
OG0000556	Prbg.g_00261	Syab.g_02022
OG0000557	Prbg.g_00262	Syab.g_02019
OG0000558	Prbg.g_00265	Syab.g_02016
OG0000559	Prbg.g_00269	Syab.g_02012
OG0000560	Prbg.g_00272	Syab.g_02009
OG0000561	Prbg.g_00273	Syab.g_02008
OG0000562	Prbg.g_00274	Syab.g_02007
OG0000563	Prbg.g_00275	Syab.g_02006
OG0000564	Prbg.g_00276	Syab.g_02005
OG0000565	Prbg.g_00278	Syab.g_02001
OG0000566	Prbg.g_00282	Syab.g_01997
OG0000567	Prbg.g_00286	Syab.g_01993
OG0000568	Prbg.g_00287	Syab.g_01991
OG0000569	Prbg.g_00288	Syab.g_01990
OG0000570	Prbg.g_00289	Syab.g_01989
OG0000571	Prbg.g_00291	Syab.g_01986
OG0000572	Prbg.g_00305	Syab.g_01969
OG0000573	Prbg.g_00311	Syab.g_01960
OG0000574	Prbg.g_00312	Syab.g_01959
OG0000575	Prbg.g_00316	Syab.g_01954
OG0000576	Prbg.g_00318	Syab.g_01952
OG0000577	Prbg.g_00319	Syab.g_01951
OG0000578	Prbg.g_00320	Syab.g_01950
OG0000579	Prbg.g_00321	Syab.g_01949
OG0000580	Prbg.g_00322	Syab.g_01948
OG0000581	Prbg.g_00325	Syab.g_01934
OG0000582	Prbg.g_00328	Syab.g_01929
OG0000583	Prbg.g_00329	Syab.g_01928
OG0000584	Prbg.g_00330	Syab.g_01927
OG0000585	Prbg.g_00332	Syab.g_01924
OG0000586	Prbg.g_00333	Syab.g_01923
OG0000587	Prbg.g_00334	Syab.g_01921
OG0000588	Prbg.g_00338	Syab.g_01910
OG0000589	Prbg.g_00340	Syab.g_01899
OG0000590	Prbg.g_00341	Syab.g_01898
OG0000591	Prbg.g_00345	Syab.g_01892
OG0000592	Prbg.g_00346	Syab.g_01891
OG0000593	Prbg.g_01425	Syab.g_01877
OG0000594	Prbg.g_01424	Syab.g_01876
OG0000595	Prbg.g_01423	Syab.g_01875
OG0000596	Prbg.g_01419	Syab.g_01871
OG0000597	Prbg.g_01416	Syab.g_01868
OG0000598	Prbg.g_01415	Syab.g_01867
OG0000599	Prbg.g_01412	Syab.g_01860
OG0000600	Prbg.g_01411	Syab.g_01859
OG0000601	Prbg.g_01410	Syab.g_01858
OG0000602	Prbg.g_01408	Syab.g_01853
OG0000603	Prbg.g_01407	Syab.g_01852
OG0000604	Prbg.g_01406	Syab.g_01850
OG0000605	Prbg.g_01405	Syab.g_01758
OG0000606	Prbg.g_01402	Syab.g_01529
OG0000607	Prbg.g_01399	Syab.g_01533
OG0000608	Prbg.g_01398	Syab.g_01534
OG0000609	Prbg.g_01397	Syab.g_01536
OG0000610	Prbg.g_01391	Syab.g_01555
OG0000611	Prbg.g_01388	Syab.g_01558
OG0000612	Prbg.g_01387	Syab.g_01559
OG0000613	Prbg.g_01114	Syab.g_00228
OG0000614	Prbg.g_01135	Syab.g_01179
OG0000615	Prbg.g_01146	Syab.g_01605
OG0000616	Prbg.g_01939	Syab.g_02897
OG0000617	Prbg.g_01371	Syab.g_01274
OG0000618	Prbg.g_01370	Syab.g_01275
OG0000619	Prbg.g_01369	Syab.g_01662
OG0000620	Prbg.g_01366	Syab.g_01668
OG0000621	Prbg.g_01365	Syab.g_01669
OG0000622	Prbg.g_01364	Syab.g_01670
OG0000623	Prbg.g_01363	Syab.g_01671
OG0000624	Prbg.g_01361	Syab.g_01673
OG0000625	Prbg.g_01360	Syab.g_01674
OG0000626	Prbg.g_01359	Syab.g_01675
OG0000627	Prbg.g_01358	Syab.g_01438
OG0000628	Prbg.g_01357	Syab.g_01437
OG0000629	Prbg.g_01356	Syab.g_01434
OG0000630	Prbg.g_01353	Syab.g_01430
OG0000631	Prbg.g_01260	Syab.g_01421
OG0000632	Prbg.g_01261	Syab.g_01420
OG0000633	Prbg.g_01262	Syab.g_01419
OG0000634	Prbg.g_01155	Syab.g_01651
OG0000635	Prbg.g_01156	Syab.g_01656
OG0000636	Prbg.g_01158	Syab.g_01658
OG0000637	Prbg.g_01160	Syab.g_01660
OG0000638	Prbg.g_01161	Syab.g_01661
OG0000639	Prbg.g_01162	Syab.g_01276
OG0000640	Prbg.g_01163	Syab.g_01277
OG0000641	Prbg.g_01167	Syab.g_01281
OG0000642	Prbg.g_01168	Syab.g_01282
OG0000643	Prbg.g_01169	Syab.g_01283
OG0000644	Prbg.g_01170	Syab.g_01284
OG0000645	Prbg.g_01171	Syab.g_01286
OG0000646	Prbg.g_01173	Syab.g_01289
OG0000647	Prbg.g_01175	Syab.g_01291
OG0000648	Prbg.g_01177	Syab.g_01684
OG0000649	Prbg.g_01178	Syab.g_01685
OG0000650	Prbg.g_01179	Syab.g_01686
OG0000651	Prbg.g_01180	Syab.g_01687
OG0000652	Prbg.g_01181	Syab.g_01688
OG0000653	Prbg.g_01183	Syab.g_01690
OG0000654	Prbg.g_01184	Syab.g_01691
OG0000655	Prbg.g_01185	Syab.g_01692
OG0000656	Prbg.g_01188	Syab.g_01695
OG0000657	Prbg.g_01196	Syab.g_01706
OG0000658	Prbg.g_01198	Syab.g_01710
OG0000659	Prbg.g_01199	Syab.g_01711
OG0000660	Prbg.g_01203	Syab.g_01715
OG0000661	Prbg.g_01205	Syab.g_01717
OG0000662	Prbg.g_01207	Syab.g_01719
OG0000663	Prbg.g_01209	Syab.g_01722
OG0000664	Prbg.g_01210	Syab.g_01723
OG0000665	Prbg.g_01216	Syab.g_01829
OG0000666	Prbg.g_01217	Syab.g_01842
OG0000667	Prbg.g_01221	Syab.g_01548
OG0000668	Prbg.g_01062	Syab.g_01319
OG0000669	Prbg.g_01073	Syab.g_01642
OG0000670	Prbg.g_01076	Syab.g_02156
OG0000671	Prbg.g_01079	Syab.g_01638
OG0000672	Prbg.g_01082	Syab.g_01635
OG0000673	Prbg.g_01085	Syab.g_01632
OG0000674	Prbg.g_01087	Syab.g_01630
OG0000675	Prbg.g_01088	Syab.g_01629
OG0000676	Prbg.g_01090	Syab.g_01620
OG0000677	Prbg.g_01091	Syab.g_01619
OG0000678	Prbg.g_01093	Syab.g_01613
OG0000679	Prbg.g_01097	Syab.g_01601
OG0000680	Prbg.g_01098	Syab.g_01600
OG0000681	Prbg.g_01101	Syab.g_01597
OG0000682	Prbg.g_01102	Syab.g_01596
OG0000683	Prbg.g_01103	Syab.g_01595
OG0000684	Prbg.g_01105	Syab.g_01591
OG0000685	Prbg.g_01107	Syab.g_01589
OG0000686	Prbg.g_01108	Syab.g_01588
OG0000687	Prbg.g_01109	Syab.g_01586
OG0000688	Prbg.g_01383	Syab.g_01576
OG0000689	Prbg.g_01382	Syab.g_01574
OG0000690	Prbg.g_01381	Syab.g_01573
OG0000691	Prbg.g_01380	Syab.g_01572
OG0000692	Prbg.g_01378	Syab.g_01571
OG0000693	Prbg.g_01377	Syab.g_01569
OG0000694	Prbg.g_01376	Syab.g_01568
OG0000695	Prbg.g_01264	Syab.g_01417
OG0000696	Prbg.g_01265	Syab.g_01416
OG0000697	Prbg.g_01266	Syab.g_01415
OG0000698	Prbg.g_01269	Syab.g_01412
OG0000699	Prbg.g_01270	Syab.g_01411
OG0000700	Prbg.g_01271	Syab.g_01410
OG0000701	Prbg.g_01272	Syab.g_01409
OG0000702	Prbg.g_01274	Syab.g_01401
OG0000703	Prbg.g_01275	Syab.g_01400
OG0000704	Prbg.g_01277	Syab.g_01398
OG0000705	Prbg.g_01280	Syab.g_01391
OG0000706	Prbg.g_01281	Syab.g_01390
OG0000707	Prbg.g_01282	Syab.g_01389
OG0000708	Prbg.g_01284	Syab.g_01386
OG0000709	Prbg.g_01288	Syab.g_01378
OG0000710	Prbg.g_01291	Syab.g_01367
OG0000711	Prbg.g_01309	Syab.g_01340
OG0000712	Prbg.g_01310	Syab.g_01338
OG0000713	Prbg.g_01311	Syab.g_01337
OG0000714	Prbg.g_01312	Syab.g_01334
OG0000715	Prbg.g_01314	Syab.g_01332
OG0000716	Prbg.g_01316	Syab.g_01328
OG0000717	Prbg.g_01317	Syab.g_01327
OG0000718	Prbg.g_01321	Syab.g_01323
OG0000719	Prbg.g_01323	Syab.g_01321
OG0000720	Prbg.g_01335	Syab.g_01307
OG0000721	Prbg.g_01339	Syab.g_01305
OG0000722	Prbg.g_01340	Syab.g_01304
OG0000723	Prbg.g_01344	Syab.g_01678
OG0000724	Prbg.g_01239	Syab.g_01223
OG0000725	Prbg.g_01233	Syab.g_01207
OG0000726	Prbg.g_01232	Syab.g_01206
OG0000727	Prbg.g_01231	Syab.g_01205
OG0000728	Prbg.g_01229	Syab.g_01203
OG0000729	Prbg.g_00455	Syab.g_00097
OG0000730	Prbg.g_01528	Syab.g_00521
OG0000731	Prbg.g_00123	Syab.g_00531
OG0000732	Prbg.g_01890	Syab.g_00055
OG0000733	Prbg.g_00750	Syab.g_02798
OG0000734	Prbg.g_01502	Syab.g_02508
OG0000735	Prbg.g_01500	Syab.g_00942
OG0000736	Prbg.g_01499	Syab.g_00943
OG0000737	Prbg.g_01498	Syab.g_00944
OG0000738	Prbg.g_01494	Syab.g_00949
OG0000739	Prbg.g_01493	Syab.g_00961
OG0000740	Prbg.g_01492	Syab.g_00962
OG0000741	Prbg.g_01490	Syab.g_00965
OG0000742	Prbg.g_01487	Syab.g_00968
OG0000743	Prbg.g_01485	Syab.g_00970
OG0000744	Prbg.g_01484	Syab.g_00971
OG0000745	Prbg.g_01483	Syab.g_00973
OG0000746	Prbg.g_01481	Syab.g_00975
OG0000747	Prbg.g_01480	Syab.g_00976
OG0000748	Prbg.g_01476	Syab.g_00991
OG0000749	Prbg.g_01475	Syab.g_00992
OG0000750	Prbg.g_01474	Syab.g_00993
OG0000751	Prbg.g_01471	Syab.g_01002
OG0000752	Prbg.g_01469	Syab.g_01004
OG0000753	Prbg.g_01467	Syab.g_01007
OG0000754	Prbg.g_01464	Syab.g_01012
OG0000755	Prbg.g_01458	Syab.g_01021
OG0000756	Prbg.g_01457	Syab.g_01022
OG0000757	Prbg.g_01450	Syab.g_01029
OG0000758	Prbg.g_01449	Syab.g_01030
OG0000759	Prbg.g_01448	Syab.g_01031
OG0000760	Prbg.g_01447	Syab.g_01032
OG0000761	Prbg.g_01446	Syab.g_01034
OG0000762	Prbg.g_01445	Syab.g_01036
OG0000763	Prbg.g_01443	Syab.g_01038
OG0000764	Prbg.g_01442	Syab.g_01039
OG0000765	Prbg.g_01434	Syab.g_01154
OG0000766	Prbg.g_01433	Syab.g_01153
OG0000767	Prbg.g_01431	Syab.g_01151
OG0000768	Prbg.g_01430	Syab.g_01150
OG0000769	Prbg.g_01428	Syab.g_01148
OG0000770	Prbg.g_00351	Syab.g_01145
OG0000771	Prbg.g_00687	Syab.g_01229
OG0000772	Prbg.g_01576	Syab.g_00957
OG0000773	Prbg.g_00468	Syab.g_00931
OG0000774	Prbg.g_00470	Syab.g_00924
OG0000775	Prbg.g_00472	Syab.g_00922
OG0000776	Prbg.g_00473	Syab.g_00921
OG0000777	Prbg.g_00474	Syab.g_00920
OG0000778	Prbg.g_00475	Syab.g_00919
OG0000779	Prbg.g_00479	Syab.g_00913
OG0000780	Prbg.g_00480	Syab.g_00908
OG0000781	Prbg.g_00484	Syab.g_00904
OG0000782	Prbg.g_00485	Syab.g_00903
OG0000783	Prbg.g_00486	Syab.g_00902
OG0000784	Prbg.g_00487	Syab.g_00901
OG0000785	Prbg.g_00489	Syab.g_00899
OG0000786	Prbg.g_00492	Syab.g_00895
OG0000787	Prbg.g_00493	Syab.g_00894
OG0000788	Prbg.g_00218	Syab.g_01857
OG0000789	Prbg.g_00690	Syab.g_01835
OG0000790	Prbg.g_00534	Syab.g_02082
OG0000791	Prbg.g_00536	Syab.g_02080
OG0000792	Prbg.g_00537	Syab.g_02079
OG0000793	Prbg.g_00540	Syab.g_02074
OG0000794	Prbg.g_00541	Syab.g_02073
OG0000795	Prbg.g_00542	Syab.g_02072
OG0000796	Prbg.g_00546	Syab.g_02068
OG0000797	Prbg.g_00547	Syab.g_02067
OG0000799	Prbg.g_00574	Syab.g_00826
OG0000800	Prbg.g_00575	Syab.g_00821
OG0000801	Prbg.g_00576	Syab.g_00820
OG0000802	Prbg.g_00578	Syab.g_00816
OG0000803	Prbg.g_00580	Syab.g_00806
OG0000804	Prbg.g_00581	Syab.g_00802
OG0000805	Prbg.g_00583	Syab.g_00792
OG0000806	Prbg.g_00585	Syab.g_00790
OG0000807	Prbg.g_00586	Syab.g_00788
OG0000808	Prbg.g_00587	Syab.g_00783
OG0000809	Prbg.g_00589	Syab.g_00780
OG0000810	Prbg.g_00590	Syab.g_00779
OG0000811	Prbg.g_00594	Syab.g_00770
OG0000812	Prbg.g_00596	Syab.g_00768
OG0000813	Prbg.g_00597	Syab.g_00767
OG0000814	Prbg.g_00599	Syab.g_00765
OG0000815	Prbg.g_00600	Syab.g_00760
OG0000816	Prbg.g_00602	Syab.g_00758
OG0000817	Prbg.g_00603	Syab.g_00757
OG0000818	Prbg.g_00608	Syab.g_00751
OG0000819	Prbg.g_00609	Syab.g_00750
OG0000820	Prbg.g_00610	Syab.g_00749
OG0000821	Prbg.g_00614	Syab.g_00743
OG0000822	Prbg.g_00615	Syab.g_00741
OG0000823	Prbg.g_00616	Syab.g_00740
OG0000824	Prbg.g_00619	Syab.g_00735
OG0000825	Prbg.g_00620	Syab.g_00734
OG0000826	Prbg.g_00621	Syab.g_00733
OG0000827	Prbg.g_00622	Syab.g_00732
OG0000828	Prbg.g_00625	Syab.g_00729
OG0000829	Prbg.g_00626	Syab.g_00728
OG0000830	Prbg.g_00627	Syab.g_00727
OG0000831	Prbg.g_00629	Syab.g_00725
OG0000832	Prbg.g_00639	Syab.g_02169
OG0000833	Prbg.g_00648	Syab.g_02178
OG0000834	Prbg.g_00649	Syab.g_02181
OG0000835	Prbg.g_00650	Syab.g_02182
OG0000836	Prbg.g_00651	Syab.g_02185
OG0000837	Prbg.g_00652	Syab.g_02186
OG0000838	Prbg.g_00654	Syab.g_02190
OG0000839	Prbg.g_00655	Syab.g_02191
OG0000840	Prbg.g_00656	Syab.g_02192
OG0000841	Prbg.g_00657	Syab.g_02193
OG0000842	Prbg.g_00658	Syab.g_02194
OG0000843	Prbg.g_00659	Syab.g_02195
OG0000844	Prbg.g_00660	Syab.g_02197
OG0000845	Prbg.g_00661	Syab.g_02198
OG0000846	Prbg.g_00662	Syab.g_02199
OG0000847	Prbg.g_00663	Syab.g_02200
OG0000848	Prbg.g_00664	Syab.g_02202
OG0000849	Prbg.g_00665	Syab.g_02203
OG0000850	Prbg.g_00667	Syab.g_02212
OG0000851	Prbg.g_00668	Syab.g_02226
OG0000852	Prbg.g_00669	Syab.g_02227
OG0000853	Prbg.g_00675	Syab.g_02233
OG0000854	Prbg.g_00677	Syab.g_02235
OG0000855	Prbg.g_00678	Syab.g_02236
OG0000856	Prbg.g_00348	Syab.g_01889
OG0000857	Prbg.g_01174	Syab.g_01290
OG0000858	Prbg.g_01643	Syab.g_02244
OG0000859	Prbg.g_01644	Syab.g_02245
OG0000860	Prbg.g_01652	Syab.g_02258
OG0000861	Prbg.g_01653	Syab.g_02259
OG0000862	Prbg.g_01654	Syab.g_02261
OG0000863	Prbg.g_01656	Syab.g_02265
OG0000864	Prbg.g_01657	Syab.g_02266
OG0000865	Prbg.g_01658	Syab.g_02267
OG0000866	Prbg.g_01659	Syab.g_02268
OG0000867	Prbg.g_01660	Syab.g_02269
OG0000868	Prbg.g_01662	Syab.g_02287
OG0000869	Prbg.g_01665	Syab.g_02292
OG0000870	Prbg.g_01670	Syab.g_02297
OG0000871	Prbg.g_01671	Syab.g_02298
OG0000872	Prbg.g_01672	Syab.g_02305
OG0000873	Prbg.g_01675	Syab.g_02308
OG0000874	Prbg.g_01678	Syab.g_02311
OG0000875	Prbg.g_01679	Syab.g_02313
OG0000876	Prbg.g_01680	Syab.g_02315
OG0000877	Prbg.g_01682	Syab.g_02317
OG0000878	Prbg.g_01683	Syab.g_02318
OG0000879	Prbg.g_01684	Syab.g_02319
OG0000880	Prbg.g_01685	Syab.g_02320
OG0000881	Prbg.g_01689	Syab.g_02325
OG0000882	Prbg.g_01694	Syab.g_02330
OG0000883	Prbg.g_01696	Syab.g_02332
OG0000884	Prbg.g_01698	Syab.g_02334
OG0000885	Prbg.g_01699	Syab.g_02335
OG0000886	Prbg.g_01700	Syab.g_02336
OG0000887	Prbg.g_01701	Syab.g_02338
OG0000888	Prbg.g_01703	Syab.g_02340
OG0000889	Prbg.g_01705	Syab.g_02342
OG0000890	Prbg.g_01706	Syab.g_02348
OG0000891	Prbg.g_01707	Syab.g_02349
OG0000892	Prbg.g_01709	Syab.g_02353
OG0000893	Prbg.g_01713	Syab.g_00366
OG0000894	Prbg.g_01716	Syab.g_00369
OG0000895	Prbg.g_01720	Syab.g_00373
OG0000896	Prbg.g_01721	Syab.g_00374
OG0000897	Prbg.g_01723	Syab.g_00376
OG0000898	Prbg.g_01724	Syab.g_00377
OG0000899	Prbg.g_01725	Syab.g_00378
OG0000900	Prbg.g_01726	Syab.g_00379
OG0000901	Prbg.g_01729	Syab.g_00384
OG0000902	Prbg.g_01731	Syab.g_00386
OG0000903	Prbg.g_01735	Syab.g_00399
OG0000904	Prbg.g_01739	Syab.g_00395
OG0000905	Prbg.g_01733	Syab.g_00390
OG0000906	Prbg.g_01732	Syab.g_00388
OG0000907	Prbg.g_01742	Syab.g_00401
OG0000908	Prbg.g_01745	Syab.g_00404
OG0000909	Prbg.g_01746	Syab.g_00405
OG0000910	Prbg.g_01747	Syab.g_00406
OG0000911	Prbg.g_01749	Syab.g_00408
OG0000912	Prbg.g_01750	Syab.g_00409
OG0000913	Prbg.g_01751	Syab.g_00410
OG0000914	Prbg.g_01752	Syab.g_00411
OG0000915	Prbg.g_01753	Syab.g_00412
OG0000916	Prbg.g_01754	Syab.g_00413
OG0000917	Prbg.g_01755	Syab.g_00414
OG0000918	Prbg.g_01756	Syab.g_00415
OG0000919	Prbg.g_01757	Syab.g_00416
OG0000920	Prbg.g_01758	Syab.g_00417
OG0000921	Prbg.g_01759	Syab.g_00418
OG0000922	Prbg.g_01760	Syab.g_00419
OG0000923	Prbg.g_01764	Syab.g_00423
OG0000924	Prbg.g_01765	Syab.g_00424
OG0000925	Prbg.g_01766	Syab.g_00425
OG0000926	Prbg.g_01767	Syab.g_00426
OG0000927	Prbg.g_01769	Syab.g_00428
OG0000928	Prbg.g_01770	Syab.g_00429
OG0000929	Prbg.g_01771	Syab.g_00430
OG0000930	Prbg.g_01772	Syab.g_00431
OG0000931	Prbg.g_01773	Syab.g_00432
OG0000932	Prbg.g_01774	Syab.g_00433
OG0000933	Prbg.g_01778	Syab.g_00439
OG0000934	Prbg.g_01780	Syab.g_00441
OG0000935	Prbg.g_01781	Syab.g_00442
OG0000936	Prbg.g_01782	Syab.g_00443
OG0000937	Prbg.g_01783	Syab.g_00444
OG0000938	Prbg.g_01786	Syab.g_00447
OG0000939	Prbg.g_01787	Syab.g_00448
OG0000940	Prbg.g_01794	Syab.g_00456
OG0000941	Prbg.g_01796	Syab.g_00458
OG0000942	Prbg.g_01798	Syab.g_00460
OG0000943	Prbg.g_01799	Syab.g_00461
OG0000944	Prbg.g_01801	Syab.g_00463
OG0000945	Prbg.g_01802	Syab.g_00466
OG0000946	Prbg.g_01807	Syab.g_00473
OG0000947	Prbg.g_01809	Syab.g_00476
OG0000948	Prbg.g_01810	Syab.g_00477
OG0000949	Prbg.g_01813	Syab.g_00212
OG0000950	Prbg.g_01820	Syab.g_00204
OG0000951	Prbg.g_01824	Syab.g_00199
OG0000952	Prbg.g_01828	Syab.g_00191
OG0000953	Prbg.g_01832	Syab.g_00134
OG0000954	Prbg.g_01836	Syab.g_00129
OG0000955	Prbg.g_01837	Syab.g_00128
OG0000956	Prbg.g_01839	Syab.g_00126
OG0000957	Prbg.g_01845	Syab.g_00115
OG0000958	Prbg.g_01846	Syab.g_00114
OG0000959	Prbg.g_01850	Syab.g_00110
OG0000960	Prbg.g_01851	Syab.g_00109
OG0000961	Prbg.g_01854	Syab.g_00100
OG0000962	Prbg.g_01856	Syab.g_00098
OG0000963	Prbg.g_01860	Syab.g_00093
OG0000964	Prbg.g_01861	Syab.g_00092
OG0000965	Prbg.g_01862	Syab.g_00091
OG0000966	Prbg.g_01868	Syab.g_00082
OG0000967	Prbg.g_01872	Syab.g_00078
OG0000968	Prbg.g_01874	Syab.g_00075
OG0000969	Prbg.g_01875	Syab.g_00073
OG0000970	Prbg.g_01876	Syab.g_00072
OG0000971	Prbg.g_01877	Syab.g_00070
OG0000972	Prbg.g_01878	Syab.g_00069
OG0000973	Prbg.g_01879	Syab.g_00068
OG0000974	Prbg.g_01880	Syab.g_00067
OG0000975	Prbg.g_01881	Syab.g_00066
OG0000976	Prbg.g_01882	Syab.g_00065
OG0000977	Prbg.g_01883	Syab.g_00063
OG0000978	Prbg.g_01884	Syab.g_00062
OG0000979	Prbg.g_01887	Syab.g_00059
OG0000980	Prbg.g_01889	Syab.g_00056
OG0000981	Prbg.g_01892	Syab.g_00053
OG0000982	Prbg.g_01894	Syab.g_02756
OG0000983	Prbg.g_01895	Syab.g_02757
OG0000984	Prbg.g_01896	Syab.g_02758
OG0000985	Prbg.g_01899	Syab.g_02762
OG0000986	Prbg.g_01901	Syab.g_02764
OG0000987	Prbg.g_01902	Syab.g_02768
OG0000988	Prbg.g_01905	Syab.g_02774
OG0000989	Prbg.g_01909	Syab.g_02792
OG0000990	Prbg.g_01913	Syab.g_02811
OG0000991	Prbg.g_01914	Syab.g_02818
OG0000992	Prbg.g_01917	Syab.g_02821
OG0000993	Prbg.g_01918	Syab.g_02822
OG0000994	Prbg.g_01919	Syab.g_02826
OG0000995	Prbg.g_01923	Syab.g_02835
OG0000996	Prbg.g_01924	Syab.g_02866
OG0000997	Prbg.g_01927	Syab.g_02875
OG0000998	Prbg.g_01929	Syab.g_02877
OG0000999	Prbg.g_01930	Syab.g_02878
OG0001000	Prbg.g_01933	Syab.g_02881
OG0001001	Prbg.g_01936	Syab.g_02888
OG0001002	Prbg.g_00758	Syab.g_02900
OG0001003	Prbg.g_00759	Syab.g_02902
OG0001004	Prbg.g_00760	Syab.g_02903
OG0001005	Prbg.g_00761	Syab.g_02905
OG0001006	Prbg.g_00765	Syab.g_02912
OG0001007	Prbg.g_00767	Syab.g_02914
OG0001008	Prbg.g_00157	Syab.g_00584
OG0001009	Prbg.g_00847	Syab.g_00033
OG0001010	Prbg.g_00846	Syab.g_00034
OG0001011	Prbg.g_00844	Syab.g_00035
OG0001012	Prbg.g_00830	Syab.g_02752
OG0001013	Prbg.g_00823	Syab.g_02716
OG0001014	Prbg.g_00820	Syab.g_02712
OG0001015	Prbg.g_00818	Syab.g_02711
OG0001016	Prbg.g_00796	Syab.g_02439
OG0001017	Prbg.g_00792	Syab.g_02445
OG0001018	Prbg.g_00790	Syab.g_02447
OG0001019	Prbg.g_00781	Syab.g_02469
OG0001020	Prbg.g_00780	Syab.g_02477
OG0001021	Prbg.g_00861	Syab.g_02481
OG0001022	Prbg.g_00864	Syab.g_02485
OG0001023	Prbg.g_00865	Syab.g_02486
OG0001024	Prbg.g_00869	Syab.g_02490
OG0001025	Prbg.g_00876	Syab.g_02497
OG0001026	Prbg.g_00885	Syab.g_02510
OG0001027	Prbg.g_00886	Syab.g_02515
OG0001028	Prbg.g_00888	Syab.g_02517
OG0001029	Prbg.g_00889	Syab.g_02519
OG0001030	Prbg.g_00905	Syab.g_02540
OG0001031	Prbg.g_00965	Syab.g_02615
OG0001032	Prbg.g_00966	Syab.g_02617
OG0001033	Prbg.g_00987	Syab.g_02675
OG0001034	Prbg.g_01018	Syab.g_02370
OG0001035	Prbg.g_01038	Syab.g_00335
OG0001036	Prbg.g_01042	Syab.g_00327
OG0001037	Prbg.g_01043	Syab.g_00325
OG0001038	Prbg.g_00057	Syab.g_00297
OG0001039	Prbg.g_00060	Syab.g_00294
OG0001040	Prbg.g_00062	Syab.g_00291
OG0001041	Prbg.g_00067	Syab.g_00286
OG0001042	Prbg.g_00084	Syab.g_00254
OG0001043	Prbg.g_00085	Syab.g_00250
OG0001044	Prbg.g_00116	Syab.g_00522
OG0001045	Prbg.g_00125	Syab.g_00534
OG0001046	Prbg.g_01602	Syab.g_01352
OG0001047	Prbg.g_00159	Syab.g_00586
OG0001048	Prbg.g_00160	Syab.g_00587
OG0001049	Prbg.g_00162	Syab.g_00590
OG0001050	Prbg.g_00163	Syab.g_00591
OG0001051	Prbg.g_00164	Syab.g_00592
OG0001052	Prbg.g_00190	Syab.g_00693
OG0001053	Prbg.g_00202	Syab.g_02099
OG0001054	Prbg.g_00217	Syab.g_02118
OG0001055	Prbg.g_00236	Syab.g_02139
OG0001056	Prbg.g_00253	Syab.g_02036
OG0001057	Prbg.g_00258	Syab.g_00882
OG0001058	Prbg.g_00267	Syab.g_02014
OG0001059	Prbg.g_00271	Syab.g_02010
OG0001060	Prbg.g_00277	Syab.g_02003
OG0001061	Prbg.g_00292	Syab.g_01985
OG0001062	Prbg.g_00294	Syab.g_01983
OG0001063	Prbg.g_00296	Syab.g_01979
OG0001064	Prbg.g_00297	Syab.g_01978
OG0001065	Prbg.g_00298	Syab.g_01976
OG0001066	Prbg.g_00299	Syab.g_01975
OG0001067	Prbg.g_00300	Syab.g_01974
OG0001068	Prbg.g_00301	Syab.g_01973
OG0001069	Prbg.g_00302	Syab.g_01972
OG0001070	Prbg.g_00306	Syab.g_01968
OG0001071	Prbg.g_00307	Syab.g_01967
OG0001072	Prbg.g_00309	Syab.g_01962
OG0001073	Prbg.g_00323	Syab.g_01947
OG0001074	Prbg.g_00335	Syab.g_01815
OG0001075	Prbg.g_00336	Syab.g_01919
OG0001076	Prbg.g_00343	Syab.g_01897
OG0001077	Prbg.g_00349	Syab.g_01887
OG0001079	Prbg.g_01409	Syab.g_01856
OG0001080	Prbg.g_01403	Syab.g_01756
OG0001081	Prbg.g_01401	Syab.g_01530
OG0001082	Prbg.g_01400	Syab.g_01531
OG0001083	Prbg.g_01395	Syab.g_01540
OG0001084	Prbg.g_01394	Syab.g_01543
OG0001085	Prbg.g_01111	Syab.g_01563
OG0001086	Prbg.g_01112	Syab.g_01565
OG0001087	Prbg.g_01130	Syab.g_01167
OG0001088	Prbg.g_01131	Syab.g_01170
OG0001089	Prbg.g_01142	Syab.g_01198
OG0001090	Prbg.g_01152	Syab.g_01267
OG0001091	Prbg.g_01374	Syab.g_01270
OG0001092	Prbg.g_01373	Syab.g_01272
OG0001093	Prbg.g_01368	Syab.g_01664
OG0001094	Prbg.g_01375	Syab.g_01567
OG0001095	Prbg.g_01172	Syab.g_01287
OG0001096	Prbg.g_01186	Syab.g_01693
OG0001097	Prbg.g_01206	Syab.g_01718
OG0001098	Prbg.g_01225	Syab.g_01497
OG0001099	Prbg.g_01067	Syab.g_02518
OG0001100	Prbg.g_01075	Syab.g_01640
OG0001101	Prbg.g_01078	Syab.g_01639
OG0001102	Prbg.g_01081	Syab.g_01636
OG0001103	Prbg.g_01083	Syab.g_01634
OG0001104	Prbg.g_01106	Syab.g_01590
OG0001105	Prbg.g_01110	Syab.g_01585
OG0001106	Prbg.g_01278	Syab.g_01397
OG0001107	Prbg.g_01285	Syab.g_01385
OG0001108	Prbg.g_01289	Syab.g_01377
OG0001109	Prbg.g_01290	Syab.g_01368
OG0001110	Prbg.g_01292	Syab.g_01366
OG0001111	Prbg.g_01293	Syab.g_01364
OG0001112	Prbg.g_01294	Syab.g_01362
OG0001113	Prbg.g_01295	Syab.g_01593
OG0001114	Prbg.g_01296	Syab.g_01361
OG0001115	Prbg.g_01298	Syab.g_01357
