Orthogroup	Prbg	Syac
OG0000561	Prbg.g_00273	Syac.g_01804
OG0000562	Prbg.g_00274	Syac.g_01803
OG0000563	Prbg.g_00275	Syac.g_01802
OG0000564	Prbg.g_00276	Syac.g_01801
OG0000565	Prbg.g_00278	Syac.g_01797
OG0000566	Prbg.g_00282	Syac.g_01793
OG0000567	Prbg.g_00286	Syac.g_01789
OG0000568	Prbg.g_00287	Syac.g_01786
OG0000569	Prbg.g_00288	Syac.g_01785
OG0000570	Prbg.g_00289	Syac.g_01784
OG0000571	Prbg.g_00291	Syac.g_01780
OG0000572	Prbg.g_00305	Syac.g_01765
OG0000573	Prbg.g_00311	Syac.g_01755
OG0000574	Prbg.g_00312	Syac.g_01754
OG0000575	Prbg.g_00316	Syac.g_01750
OG0000576	Prbg.g_00318	Syac.g_01748
OG0000577	Prbg.g_00319	Syac.g_01747
OG0000578	Prbg.g_00320	Syac.g_01746
OG0000579	Prbg.g_00321	Syac.g_01745
OG0000580	Prbg.g_00322	Syac.g_01744
OG0000581	Prbg.g_00325	Syac.g_01738
OG0000582	Prbg.g_00328	Syac.g_00936
OG0000583	Prbg.g_00329	Syac.g_00937
OG0000584	Prbg.g_00330	Syac.g_00938
OG0000585	Prbg.g_00332	Syac.g_00940
OG0000586	Prbg.g_00333	Syac.g_00941
OG0000587	Prbg.g_00334	Syac.g_00943
OG0000588	Prbg.g_00338	Syac.g_00949
OG0000589	Prbg.g_00340	Syac.g_00953
OG0000590	Prbg.g_00341	Syac.g_00954
OG0000591	Prbg.g_00345	Syac.g_00961
OG0000592	Prbg.g_00346	Syac.g_00962
OG0000593	Prbg.g_01425	Syac.g_00975
OG0000594	Prbg.g_01424	Syac.g_00976
OG0000595	Prbg.g_01423	Syac.g_00977
OG0000596	Prbg.g_01419	Syac.g_00982
OG0000597	Prbg.g_01416	Syac.g_00985
OG0000598	Prbg.g_01415	Syac.g_00986
OG0000599	Prbg.g_01412	Syac.g_00989
OG0000600	Prbg.g_01411	Syac.g_00990
OG0000601	Prbg.g_01410	Syac.g_00991
OG0000602	Prbg.g_01408	Syac.g_00996
OG0000603	Prbg.g_01407	Syac.g_00997
OG0000604	Prbg.g_01406	Syac.g_01001
OG0000605	Prbg.g_01405	Syac.g_01089
OG0000606	Prbg.g_01402	Syac.g_01434
OG0000607	Prbg.g_01399	Syac.g_01430
OG0000608	Prbg.g_01398	Syac.g_01429
OG0000609	Prbg.g_01397	Syac.g_01427
OG0000610	Prbg.g_01391	Syac.g_01419
OG0000611	Prbg.g_01388	Syac.g_01416
OG0000612	Prbg.g_01387	Syac.g_01415
OG0000613	Prbg.g_01114	Syac.g_00231
OG0000614	Prbg.g_01135	Syac.g_00911
OG0000615	Prbg.g_01146	Syac.g_01377
OG0000616	Prbg.g_01939	Syac.g_02478
OG0000617	Prbg.g_01371	Syac.g_01280
OG0000618	Prbg.g_01370	Syac.g_01279
OG0000619	Prbg.g_01369	Syac.g_01278
OG0000620	Prbg.g_01366	Syac.g_01270
OG0000621	Prbg.g_01365	Syac.g_01269
OG0000622	Prbg.g_01364	Syac.g_01268
OG0000623	Prbg.g_01363	Syac.g_01267
OG0000624	Prbg.g_01361	Syac.g_01265
OG0000625	Prbg.g_01360	Syac.g_01264
OG0000626	Prbg.g_01359	Syac.g_01263
OG0000627	Prbg.g_01358	Syac.g_01126
OG0000628	Prbg.g_01357	Syac.g_01127
OG0000629	Prbg.g_01356	Syac.g_01130
OG0000630	Prbg.g_01353	Syac.g_01134
OG0000631	Prbg.g_01260	Syac.g_01139
OG0000632	Prbg.g_01261	Syac.g_01140
OG0000633	Prbg.g_01262	Syac.g_01141
OG0000634	Prbg.g_01155	Syac.g_01345
OG0000635	Prbg.g_01156	Syac.g_01344
OG0000636	Prbg.g_01158	Syac.g_01342
OG0000637	Prbg.g_01160	Syac.g_01340
OG0000638	Prbg.g_01161	Syac.g_01339
OG0000639	Prbg.g_01162	Syac.g_01338
OG0000640	Prbg.g_01163	Syac.g_01337
OG0000641	Prbg.g_01167	Syac.g_01333
OG0000642	Prbg.g_01168	Syac.g_01332
OG0000643	Prbg.g_01169	Syac.g_01330
OG0000644	Prbg.g_01170	Syac.g_01329
OG0000645	Prbg.g_01171	Syac.g_01327
OG0000646	Prbg.g_01173	Syac.g_01324
OG0000647	Prbg.g_01175	Syac.g_01322
OG0000648	Prbg.g_01177	Syac.g_01319
OG0000649	Prbg.g_01178	Syac.g_01318
OG0000650	Prbg.g_01179	Syac.g_01317
OG0000651	Prbg.g_01180	Syac.g_01316
OG0000652	Prbg.g_01181	Syac.g_01315
OG0000653	Prbg.g_01183	Syac.g_01313
OG0000654	Prbg.g_01184	Syac.g_01312
OG0000655	Prbg.g_01185	Syac.g_01311
OG0000656	Prbg.g_01188	Syac.g_01308
OG0000657	Prbg.g_01196	Syac.g_00846
OG0000658	Prbg.g_01198	Syac.g_00842
OG0000659	Prbg.g_01199	Syac.g_00841
OG0000660	Prbg.g_01203	Syac.g_00837
OG0000661	Prbg.g_01205	Syac.g_00835
OG0000662	Prbg.g_01207	Syac.g_00833
OG0000663	Prbg.g_01209	Syac.g_00830
OG0000664	Prbg.g_01210	Syac.g_00829
OG0000665	Prbg.g_01216	Syac.g_01018
OG0000666	Prbg.g_01217	Syac.g_01088
OG0000667	Prbg.g_01221	Syac.g_02165
OG0000668	Prbg.g_01062	Syac.g_01239
OG0000669	Prbg.g_01073	Syac.g_01404
OG0000670	Prbg.g_01076	Syac.g_00580
OG0000671	Prbg.g_01079	Syac.g_01400
OG0000672	Prbg.g_01082	Syac.g_01396
OG0000673	Prbg.g_01085	Syac.g_01393
OG0000674	Prbg.g_01087	Syac.g_01391
OG0000675	Prbg.g_01088	Syac.g_01390
OG0000676	Prbg.g_01090	Syac.g_01388
OG0000677	Prbg.g_01091	Syac.g_01387
OG0000678	Prbg.g_01093	Syac.g_01384
OG0000679	Prbg.g_01097	Syac.g_01375
OG0000680	Prbg.g_01098	Syac.g_01374
OG0000681	Prbg.g_01101	Syac.g_01371
OG0000682	Prbg.g_01102	Syac.g_01370
OG0000683	Prbg.g_01103	Syac.g_01369
OG0000684	Prbg.g_01105	Syac.g_01365
OG0000685	Prbg.g_01107	Syac.g_01363
OG0000686	Prbg.g_01108	Syac.g_01362
OG0000687	Prbg.g_01109	Syac.g_01361
OG0000688	Prbg.g_01383	Syac.g_01356
OG0000689	Prbg.g_01382	Syac.g_01354
OG0000690	Prbg.g_01381	Syac.g_01353
OG0000691	Prbg.g_01380	Syac.g_01352
OG0000692	Prbg.g_01378	Syac.g_01351
OG0000693	Prbg.g_01377	Syac.g_01349
OG0000694	Prbg.g_01376	Syac.g_01348
OG0000695	Prbg.g_01264	Syac.g_01143
OG0000696	Prbg.g_01265	Syac.g_01144
OG0000697	Prbg.g_01266	Syac.g_01146
OG0000698	Prbg.g_01269	Syac.g_01149
OG0000699	Prbg.g_01270	Syac.g_01151
OG0000700	Prbg.g_01271	Syac.g_01152
OG0000701	Prbg.g_01272	Syac.g_01153
OG0000702	Prbg.g_01274	Syac.g_01161
OG0000703	Prbg.g_01275	Syac.g_01162
OG0000704	Prbg.g_01277	Syac.g_01165
OG0000705	Prbg.g_01280	Syac.g_01174
OG0000706	Prbg.g_01281	Syac.g_01175
OG0000707	Prbg.g_01282	Syac.g_01176
OG0000708	Prbg.g_01284	Syac.g_01179
OG0000709	Prbg.g_01288	Syac.g_01187
OG0000710	Prbg.g_01291	Syac.g_01191
OG0000711	Prbg.g_01309	Syac.g_01220
OG0000712	Prbg.g_01310	Syac.g_01221
OG0000713	Prbg.g_01311	Syac.g_01222
OG0000714	Prbg.g_01312	Syac.g_01224
OG0000715	Prbg.g_01314	Syac.g_01226
OG0000716	Prbg.g_01316	Syac.g_01230
OG0000717	Prbg.g_01317	Syac.g_01231
OG0000718	Prbg.g_01321	Syac.g_01235
OG0000719	Prbg.g_01323	Syac.g_01237
OG0000720	Prbg.g_01335	Syac.g_01250
OG0000721	Prbg.g_01339	Syac.g_01252
OG0000722	Prbg.g_01340	Syac.g_01253
OG0000723	Prbg.g_01344	Syac.g_01261
OG0000724	Prbg.g_01239	Syac.g_00879
OG0000725	Prbg.g_01233	Syac.g_00887
OG0000726	Prbg.g_01232	Syac.g_00888
OG0000727	Prbg.g_01231	Syac.g_00889
OG0000728	Prbg.g_01229	Syac.g_00891
OG0000729	Prbg.g_00455	Syac.g_00144
OG0000730	Prbg.g_01528	Syac.g_02024
OG0000731	Prbg.g_00123	Syac.g_02011
OG0000732	Prbg.g_01890	Syac.g_00051
OG0000733	Prbg.g_00750	Syac.g_02386
OG0000734	Prbg.g_01502	Syac.g_00388
OG0000735	Prbg.g_01500	Syac.g_00750
OG0000736	Prbg.g_01499	Syac.g_00751
OG0000737	Prbg.g_01498	Syac.g_00752
OG0000738	Prbg.g_01494	Syac.g_00757
OG0000739	Prbg.g_01493	Syac.g_00762
OG0000740	Prbg.g_01492	Syac.g_00763
OG0000741	Prbg.g_01490	Syac.g_00766
OG0000742	Prbg.g_01487	Syac.g_00768
OG0000743	Prbg.g_01485	Syac.g_00770
OG0000744	Prbg.g_01484	Syac.g_00771
OG0000745	Prbg.g_01483	Syac.g_00773
OG0000746	Prbg.g_01481	Syac.g_00776
OG0000747	Prbg.g_01480	Syac.g_00777
OG0000748	Prbg.g_01476	Syac.g_00787
OG0000749	Prbg.g_01475	Syac.g_00789
OG0000750	Prbg.g_01474	Syac.g_00790
OG0000751	Prbg.g_01471	Syac.g_00797
OG0000752	Prbg.g_01469	Syac.g_00799
OG0000753	Prbg.g_01467	Syac.g_00802
OG0000754	Prbg.g_01464	Syac.g_01471
OG0000755	Prbg.g_01458	Syac.g_01479
OG0000756	Prbg.g_01457	Syac.g_01480
OG0000757	Prbg.g_01450	Syac.g_01492
OG0000758	Prbg.g_01449	Syac.g_01493
OG0000759	Prbg.g_01448	Syac.g_01494
OG0000760	Prbg.g_01447	Syac.g_01495
OG0000761	Prbg.g_01446	Syac.g_01496
OG0000762	Prbg.g_01445	Syac.g_01498
OG0000763	Prbg.g_01443	Syac.g_01500
OG0000764	Prbg.g_01442	Syac.g_01501
OG0000765	Prbg.g_01434	Syac.g_01515
OG0000766	Prbg.g_01433	Syac.g_01516
OG0000767	Prbg.g_01431	Syac.g_01518
OG0000768	Prbg.g_01430	Syac.g_01519
OG0000769	Prbg.g_01428	Syac.g_01521
OG0000770	Prbg.g_00351	Syac.g_01524
OG0000771	Prbg.g_00687	Syac.g_00873
OG0000772	Prbg.g_01576	Syac.g_01569
OG0000773	Prbg.g_00468	Syac.g_00741
OG0000774	Prbg.g_00470	Syac.g_00737
OG0000775	Prbg.g_00472	Syac.g_00735
OG0000776	Prbg.g_00473	Syac.g_00734
OG0000777	Prbg.g_00474	Syac.g_00733
OG0000778	Prbg.g_00475	Syac.g_00732
OG0000779	Prbg.g_00479	Syac.g_00727
OG0000780	Prbg.g_00480	Syac.g_00723
OG0000781	Prbg.g_00484	Syac.g_00719
OG0000782	Prbg.g_00485	Syac.g_00718
OG0000783	Prbg.g_00486	Syac.g_00717
OG0000784	Prbg.g_00487	Syac.g_00716
OG0000785	Prbg.g_00489	Syac.g_00714
OG0000786	Prbg.g_00492	Syac.g_01730
OG0000787	Prbg.g_00493	Syac.g_01731
OG0000788	Prbg.g_00218	Syac.g_00992
OG0000789	Prbg.g_00690	Syac.g_01111
OG0000790	Prbg.g_00534	Syac.g_01921
OG0000791	Prbg.g_00536	Syac.g_01922
OG0000792	Prbg.g_00537	Syac.g_01923
OG0000793	Prbg.g_00540	Syac.g_01928
OG0000794	Prbg.g_00541	Syac.g_01929
OG0000795	Prbg.g_00542	Syac.g_01930
OG0000796	Prbg.g_00546	Syac.g_01934
OG0000797	Prbg.g_00547	Syac.g_01935
OG0000799	Prbg.g_00574	Syac.g_01602
OG0000800	Prbg.g_00575	Syac.g_01603
OG0000801	Prbg.g_00576	Syac.g_01604
OG0000802	Prbg.g_00578	Syac.g_01608
OG0000803	Prbg.g_00580	Syac.g_01613
OG0000804	Prbg.g_00581	Syac.g_01616
OG0000805	Prbg.g_00583	Syac.g_01620
OG0000806	Prbg.g_00585	Syac.g_01622
OG0000807	Prbg.g_00586	Syac.g_01624
OG0000808	Prbg.g_00587	Syac.g_01625
OG0000809	Prbg.g_00589	Syac.g_01628
OG0000810	Prbg.g_00590	Syac.g_01629
OG0000811	Prbg.g_00594	Syac.g_01637
OG0000812	Prbg.g_00596	Syac.g_01639
OG0000813	Prbg.g_00597	Syac.g_01640
OG0000814	Prbg.g_00599	Syac.g_01642
OG0000815	Prbg.g_00600	Syac.g_01643
OG0000816	Prbg.g_00602	Syac.g_01645
OG0000817	Prbg.g_00603	Syac.g_01646
OG0000818	Prbg.g_00608	Syac.g_01652
OG0000819	Prbg.g_00609	Syac.g_01653
OG0000820	Prbg.g_00610	Syac.g_01654
OG0000821	Prbg.g_00614	Syac.g_01659
OG0000822	Prbg.g_00615	Syac.g_01661
OG0000823	Prbg.g_00616	Syac.g_01662
OG0000824	Prbg.g_00619	Syac.g_01666
OG0000825	Prbg.g_00620	Syac.g_01667
OG0000826	Prbg.g_00621	Syac.g_01668
OG0000827	Prbg.g_00622	Syac.g_01669
OG0000828	Prbg.g_00625	Syac.g_01672
OG0000829	Prbg.g_00626	Syac.g_01673
OG0000830	Prbg.g_00627	Syac.g_01674
OG0000831	Prbg.g_00629	Syac.g_01676
OG0000832	Prbg.g_00639	Syac.g_00623
OG0000833	Prbg.g_00648	Syac.g_00613
OG0000834	Prbg.g_00649	Syac.g_00610
OG0000835	Prbg.g_00650	Syac.g_00609
OG0000836	Prbg.g_00651	Syac.g_00605
OG0000837	Prbg.g_00652	Syac.g_00604
OG0000838	Prbg.g_00654	Syac.g_00600
OG0000839	Prbg.g_00655	Syac.g_00599
OG0000840	Prbg.g_00656	Syac.g_00598
OG0000841	Prbg.g_00657	Syac.g_00597
OG0000842	Prbg.g_00658	Syac.g_00596
OG0000843	Prbg.g_00659	Syac.g_00595
OG0000844	Prbg.g_00660	Syac.g_00593
OG0000845	Prbg.g_00661	Syac.g_00592
OG0000846	Prbg.g_00662	Syac.g_00591
OG0000847	Prbg.g_00663	Syac.g_00590
OG0000848	Prbg.g_00664	Syac.g_00588
OG0000849	Prbg.g_00665	Syac.g_00587
OG0000850	Prbg.g_00667	Syac.g_00585
OG0000851	Prbg.g_00668	Syac.g_00573
OG0000852	Prbg.g_00669	Syac.g_00572
OG0000853	Prbg.g_00675	Syac.g_00568
OG0000854	Prbg.g_00677	Syac.g_00566
OG0000855	Prbg.g_00678	Syac.g_00565
OG0000856	Prbg.g_00348	Syac.g_00964
OG0000857	Prbg.g_01174	Syac.g_01323
OG0000858	Prbg.g_01643	Syac.g_00559
OG0000859	Prbg.g_01644	Syac.g_00558
OG0000860	Prbg.g_01652	Syac.g_00542
OG0000861	Prbg.g_01653	Syac.g_00541
OG0000862	Prbg.g_01654	Syac.g_00540
OG0000863	Prbg.g_01656	Syac.g_00538
OG0000864	Prbg.g_01657	Syac.g_00537
OG0000865	Prbg.g_01658	Syac.g_00533
OG0000866	Prbg.g_01659	Syac.g_00532
OG0000867	Prbg.g_01660	Syac.g_00531
OG0000868	Prbg.g_01662	Syac.g_00529
OG0000869	Prbg.g_01665	Syac.g_00524
OG0000870	Prbg.g_01670	Syac.g_00519
OG0000871	Prbg.g_01671	Syac.g_00518
OG0000872	Prbg.g_01672	Syac.g_00510
OG0000873	Prbg.g_01675	Syac.g_00507
OG0000874	Prbg.g_01678	Syac.g_00512
OG0000875	Prbg.g_01679	Syac.g_00505
OG0000876	Prbg.g_01680	Syac.g_00675
OG0000877	Prbg.g_01682	Syac.g_00671
OG0000878	Prbg.g_01683	Syac.g_00670
OG0000879	Prbg.g_01684	Syac.g_00669
OG0000880	Prbg.g_01685	Syac.g_00668
OG0000881	Prbg.g_01689	Syac.g_00664
OG0000882	Prbg.g_01694	Syac.g_00659
OG0000883	Prbg.g_01696	Syac.g_00656
OG0000884	Prbg.g_01698	Syac.g_00654
OG0000885	Prbg.g_01699	Syac.g_00653
OG0000886	Prbg.g_01700	Syac.g_00652
OG0000887	Prbg.g_01701	Syac.g_00651
OG0000888	Prbg.g_01703	Syac.g_00649
OG0000889	Prbg.g_01705	Syac.g_00647
OG0000890	Prbg.g_01706	Syac.g_00642
OG0000891	Prbg.g_01707	Syac.g_00641
OG0000892	Prbg.g_01709	Syac.g_00638
OG0000893	Prbg.g_01713	Syac.g_02193
OG0000894	Prbg.g_01716	Syac.g_02189
OG0000895	Prbg.g_01720	Syac.g_02185
OG0000896	Prbg.g_01721	Syac.g_02184
OG0000897	Prbg.g_01723	Syac.g_02182
OG0000898	Prbg.g_01724	Syac.g_02181
OG0000899	Prbg.g_01725	Syac.g_02180
OG0000900	Prbg.g_01726	Syac.g_02179
OG0000901	Prbg.g_01729	Syac.g_02174
OG0000902	Prbg.g_01731	Syac.g_02172
OG0000903	Prbg.g_01735	Syac.g_02140
OG0000904	Prbg.g_01739	Syac.g_02145
OG0000905	Prbg.g_01733	Syac.g_02148
OG0000906	Prbg.g_01732	Syac.g_02150
OG0000907	Prbg.g_01742	Syac.g_02138
OG0000908	Prbg.g_01745	Syac.g_02135
OG0000909	Prbg.g_01746	Syac.g_02134
OG0000910	Prbg.g_01747	Syac.g_02133
OG0000911	Prbg.g_01749	Syac.g_02131
OG0000912	Prbg.g_01750	Syac.g_02130
OG0000913	Prbg.g_01751	Syac.g_02129
OG0000914	Prbg.g_01752	Syac.g_02128
OG0000915	Prbg.g_01753	Syac.g_02127
OG0000916	Prbg.g_01754	Syac.g_02126
OG0000917	Prbg.g_01755	Syac.g_02125
OG0000918	Prbg.g_01756	Syac.g_02124
OG0000919	Prbg.g_01757	Syac.g_02123
OG0000920	Prbg.g_01758	Syac.g_02122
OG0000921	Prbg.g_01759	Syac.g_02121
OG0000922	Prbg.g_01760	Syac.g_02120
OG0000923	Prbg.g_01764	Syac.g_02116
OG0000924	Prbg.g_01765	Syac.g_02115
OG0000925	Prbg.g_01766	Syac.g_02114
OG0000926	Prbg.g_01767	Syac.g_02113
OG0000927	Prbg.g_01769	Syac.g_02111
OG0000928	Prbg.g_01770	Syac.g_02110
OG0000929	Prbg.g_01771	Syac.g_02109
OG0000930	Prbg.g_01772	Syac.g_02108
OG0000931	Prbg.g_01773	Syac.g_02107
OG0000932	Prbg.g_01774	Syac.g_02106
OG0000933	Prbg.g_01778	Syac.g_02101
OG0000934	Prbg.g_01780	Syac.g_02099
OG0000935	Prbg.g_01781	Syac.g_02098
OG0000936	Prbg.g_01782	Syac.g_02097
OG0000937	Prbg.g_01783	Syac.g_02096
OG0000938	Prbg.g_01786	Syac.g_02092
OG0000939	Prbg.g_01787	Syac.g_02091
OG0000940	Prbg.g_01794	Syac.g_02084
OG0000941	Prbg.g_01796	Syac.g_02082
OG0000942	Prbg.g_01798	Syac.g_02080
OG0000943	Prbg.g_01799	Syac.g_02079
OG0000944	Prbg.g_01801	Syac.g_02077
OG0000945	Prbg.g_01802	Syac.g_02075
OG0000946	Prbg.g_01807	Syac.g_02071
OG0000947	Prbg.g_01809	Syac.g_02068
OG0000948	Prbg.g_01810	Syac.g_02067
OG0000949	Prbg.g_01813	Syac.g_00205
OG0000950	Prbg.g_01820	Syac.g_00193
OG0000951	Prbg.g_01824	Syac.g_00188
OG0000952	Prbg.g_01828	Syac.g_00183
OG0000953	Prbg.g_01832	Syac.g_00177
OG0000954	Prbg.g_01836	Syac.g_00172
OG0000955	Prbg.g_01837	Syac.g_00171
OG0000956	Prbg.g_01839	Syac.g_00169
OG0000957	Prbg.g_01845	Syac.g_00158
OG0000958	Prbg.g_01846	Syac.g_00157
OG0000959	Prbg.g_01850	Syac.g_00153
OG0000960	Prbg.g_01851	Syac.g_00152
OG0000961	Prbg.g_01854	Syac.g_00147
OG0000962	Prbg.g_01856	Syac.g_00145
OG0000963	Prbg.g_01860	Syac.g_00140
OG0000964	Prbg.g_01861	Syac.g_00139
OG0000965	Prbg.g_01862	Syac.g_00138
OG0000966	Prbg.g_01868	Syac.g_00107
OG0000967	Prbg.g_01872	Syac.g_00075
OG0000968	Prbg.g_01874	Syac.g_00080
OG0000969	Prbg.g_01875	Syac.g_00078
OG0000970	Prbg.g_01876	Syac.g_00077
OG0000971	Prbg.g_01877	Syac.g_00067
OG0000972	Prbg.g_01878	Syac.g_00066
OG0000973	Prbg.g_01879	Syac.g_00065
OG0000974	Prbg.g_01880	Syac.g_00064
OG0000975	Prbg.g_01881	Syac.g_00063
OG0000976	Prbg.g_01882	Syac.g_00062
OG0000977	Prbg.g_01883	Syac.g_00059
OG0000978	Prbg.g_01884	Syac.g_00058
OG0000979	Prbg.g_01887	Syac.g_00055
OG0000980	Prbg.g_01889	Syac.g_00052
OG0000981	Prbg.g_01892	Syac.g_00049
OG0000982	Prbg.g_01894	Syac.g_02354
OG0000983	Prbg.g_01895	Syac.g_02355
OG0000984	Prbg.g_01896	Syac.g_02356
OG0000985	Prbg.g_01899	Syac.g_02359
OG0000986	Prbg.g_01901	Syac.g_02363
OG0000987	Prbg.g_01902	Syac.g_02365
OG0000988	Prbg.g_01905	Syac.g_02370
OG0000989	Prbg.g_01909	Syac.g_02379
OG0000990	Prbg.g_01913	Syac.g_02397
OG0000991	Prbg.g_01914	Syac.g_02400
OG0000992	Prbg.g_01917	Syac.g_02402
OG0000993	Prbg.g_01918	Syac.g_02403
OG0000994	Prbg.g_01919	Syac.g_02405
OG0000995	Prbg.g_01923	Syac.g_02410
OG0000996	Prbg.g_01924	Syac.g_02454
OG0000997	Prbg.g_01927	Syac.g_02464
OG0000998	Prbg.g_01929	Syac.g_02466
OG0000999	Prbg.g_01930	Syac.g_02467
OG0001000	Prbg.g_01933	Syac.g_02470
OG0001001	Prbg.g_01936	Syac.g_02475
OG0001002	Prbg.g_00758	Syac.g_02481
OG0001003	Prbg.g_00759	Syac.g_02483
OG0001004	Prbg.g_00760	Syac.g_02484
OG0001005	Prbg.g_00761	Syac.g_02485
OG0001006	Prbg.g_00765	Syac.g_02492
OG0001007	Prbg.g_00767	Syac.g_02494
OG0001008	Prbg.g_00157	Syac.g_00693
OG0001009	Prbg.g_00847	Syac.g_00030
OG0001010	Prbg.g_00846	Syac.g_00031
OG0001011	Prbg.g_00844	Syac.g_00032
OG0001012	Prbg.g_00830	Syac.g_02351
OG0001013	Prbg.g_00823	Syac.g_02337
OG0001014	Prbg.g_00820	Syac.g_02333
OG0001015	Prbg.g_00818	Syac.g_02332
OG0001016	Prbg.g_00796	Syac.g_00446
OG0001017	Prbg.g_00792	Syac.g_00440
OG0001018	Prbg.g_00790	Syac.g_00438
OG0001019	Prbg.g_00781	Syac.g_00422
OG0001020	Prbg.g_00780	Syac.g_00417
OG0001021	Prbg.g_00861	Syac.g_00413
OG0001022	Prbg.g_00864	Syac.g_00410
OG0001023	Prbg.g_00865	Syac.g_00409
OG0001024	Prbg.g_00869	Syac.g_00405
OG0001025	Prbg.g_00876	Syac.g_00399
OG0001026	Prbg.g_00885	Syac.g_00386
OG0001027	Prbg.g_00886	Syac.g_00380
OG0001028	Prbg.g_00888	Syac.g_00378
OG0001029	Prbg.g_00889	Syac.g_00376
OG0001030	Prbg.g_00905	Syac.g_00356
OG0001031	Prbg.g_00965	Syac.g_02266
OG0001032	Prbg.g_00966	Syac.g_02268
OG0001033	Prbg.g_00987	Syac.g_02298
OG0001034	Prbg.g_01018	Syac.g_01968
OG0001036	Prbg.g_01042	Syac.g_02221
OG0001037	Prbg.g_01043	Syac.g_02223
OG0001038	Prbg.g_00057	Syac.g_02251
OG0001039	Prbg.g_00060	Syac.g_02254
OG0001040	Prbg.g_00062	Syac.g_00292
OG0001041	Prbg.g_00067	Syac.g_00287
OG0001042	Prbg.g_00084	Syac.g_00258
OG0001043	Prbg.g_00085	Syac.g_00254
OG0001044	Prbg.g_00116	Syac.g_02021
OG0001045	Prbg.g_00125	Syac.g_02008
OG0001046	Prbg.g_01602	Syac.g_01207
OG0001047	Prbg.g_00159	Syac.g_00695
OG0001048	Prbg.g_00160	Syac.g_00696
OG0001049	Prbg.g_00162	Syac.g_00703
OG0001050	Prbg.g_00163	Syac.g_00704
OG0001051	Prbg.g_00164	Syac.g_00705
OG0001052	Prbg.g_00190	Syac.g_01704
OG0001053	Prbg.g_00202	Syac.g_01901
OG0001054	Prbg.g_00217	Syac.g_01884
OG0001055	Prbg.g_00236	Syac.g_01863
OG0001056	Prbg.g_00253	Syac.g_01831
OG0001057	Prbg.g_00258	Syac.g_01825
OG0001058	Prbg.g_00267	Syac.g_01810
OG0001059	Prbg.g_00271	Syac.g_01806
OG0001060	Prbg.g_00277	Syac.g_01799
OG0001061	Prbg.g_00292	Syac.g_01779
OG0001062	Prbg.g_00294	Syac.g_01777
OG0001063	Prbg.g_00296	Syac.g_01773
OG0001064	Prbg.g_00297	Syac.g_01772
OG0001065	Prbg.g_00298	Syac.g_01771
OG0001066	Prbg.g_00299	Syac.g_01770
OG0001067	Prbg.g_00300	Syac.g_01769
OG0001068	Prbg.g_00301	Syac.g_01768
OG0001069	Prbg.g_00302	Syac.g_01767
OG0001070	Prbg.g_00306	Syac.g_01764
OG0001071	Prbg.g_00307	Syac.g_01763
OG0001072	Prbg.g_00309	Syac.g_01758
OG0001074	Prbg.g_00335	Syac.g_00945
OG0001075	Prbg.g_00336	Syac.g_00946
OG0001076	Prbg.g_00343	Syac.g_00956
OG0001077	Prbg.g_00349	Syac.g_00967
OG0001078	Prbg.g_01421	Syac.g_00980
OG0001079	Prbg.g_01409	Syac.g_00993
OG0001080	Prbg.g_01403	Syac.g_01092
OG0001081	Prbg.g_01401	Syac.g_01432
OG0001082	Prbg.g_01400	Syac.g_01431
OG0001083	Prbg.g_01395	Syac.g_01424
OG0001084	Prbg.g_01394	Syac.g_01423
OG0001085	Prbg.g_01111	Syac.g_01412
OG0001086	Prbg.g_01112	Syac.g_01410
OG0001087	Prbg.g_01130	Syac.g_00923
OG0001088	Prbg.g_01131	Syac.g_00920
OG0001089	Prbg.g_01142	Syac.g_00896
OG0001090	Prbg.g_01152	Syac.g_01286
OG0001091	Prbg.g_01374	Syac.g_01284
OG0001092	Prbg.g_01373	Syac.g_01282
OG0001093	Prbg.g_01368	Syac.g_01276
OG0001094	Prbg.g_01375	Syac.g_01347
OG0001095	Prbg.g_01172	Syac.g_01326
OG0001096	Prbg.g_01186	Syac.g_01310
OG0001097	Prbg.g_01206	Syac.g_00834
OG0001098	Prbg.g_01225	Syac.g_01096
OG0001099	Prbg.g_01067	Syac.g_00377
OG0001100	Prbg.g_01075	Syac.g_01402
OG0001101	Prbg.g_01078	Syac.g_01401
OG0001102	Prbg.g_01081	Syac.g_01398
OG0001103	Prbg.g_01083	Syac.g_01395
OG0001104	Prbg.g_01106	Syac.g_01364
OG0001105	Prbg.g_01110	Syac.g_01360
OG0001106	Prbg.g_01278	Syac.g_01166
OG0001107	Prbg.g_01285	Syac.g_01180
OG0001108	Prbg.g_01289	Syac.g_01188
OG0001109	Prbg.g_01290	Syac.g_01190
OG0001110	Prbg.g_01292	Syac.g_01192
OG0001111	Prbg.g_01293	Syac.g_01194
OG0001112	Prbg.g_01294	Syac.g_01196
OG0001113	Prbg.g_01295	Syac.g_01197
OG0001114	Prbg.g_01296	Syac.g_01198
OG0001115	Prbg.g_01298	Syac.g_01202
OG0001116	Prbg.g_01299	Syac.g_01204
OG0001117	Prbg.g_01300	Syac.g_01205
OG0001118	Prbg.g_01301	Syac.g_01206
OG0001119	Prbg.g_01302	Syac.g_01208
OG0001120	Prbg.g_01304	Syac.g_01213
OG0001122	Prbg.g_01324	Syac.g_01238
OG0001123	Prbg.g_01330	Syac.g_01245
