Orthogroup	Prbg	Prae
OG0000563	Prbg.g_00275	Prae.g_00532
OG0000564	Prbg.g_00276	Prae.g_00533
OG0000565	Prbg.g_00278	Prae.g_00536
OG0000566	Prbg.g_00282	Prae.g_00538
OG0000567	Prbg.g_00286	Prae.g_00542
OG0000568	Prbg.g_00287	Prae.g_00543
OG0000569	Prbg.g_00288	Prae.g_00544
OG0000570	Prbg.g_00289	Prae.g_00545
OG0000571	Prbg.g_00291	Prae.g_00547
OG0000572	Prbg.g_00305	Prae.g_00560
OG0000573	Prbg.g_00311	Prae.g_00566
OG0000574	Prbg.g_00312	Prae.g_00567
OG0000575	Prbg.g_00316	Prae.g_00571
OG0000576	Prbg.g_00318	Prae.g_00573
OG0000577	Prbg.g_00319	Prae.g_00574
OG0000578	Prbg.g_00320	Prae.g_00575
OG0000579	Prbg.g_00321	Prae.g_00576
OG0000580	Prbg.g_00322	Prae.g_00577
OG0000581	Prbg.g_00325	Prae.g_00579
OG0000582	Prbg.g_00328	Prae.g_00582
OG0000583	Prbg.g_00329	Prae.g_00583
OG0000584	Prbg.g_00330	Prae.g_00584
OG0000585	Prbg.g_00332	Prae.g_00586
OG0000586	Prbg.g_00333	Prae.g_00587
OG0000587	Prbg.g_00334	Prae.g_00588
OG0000588	Prbg.g_00338	Prae.g_00592
OG0000589	Prbg.g_00340	Prae.g_00595
OG0000590	Prbg.g_00341	Prae.g_00596
OG0000591	Prbg.g_00345	Prae.g_00599
OG0000592	Prbg.g_00346	Prae.g_00600
OG0000593	Prbg.g_01425	Prae.g_00606
OG0000594	Prbg.g_01424	Prae.g_00607
OG0000595	Prbg.g_01423	Prae.g_00608
OG0000596	Prbg.g_01419	Prae.g_00612
OG0000597	Prbg.g_01416	Prae.g_00614
OG0000598	Prbg.g_01415	Prae.g_00615
OG0000599	Prbg.g_01412	Prae.g_00618
OG0000600	Prbg.g_01411	Prae.g_00619
OG0000601	Prbg.g_01410	Prae.g_00620
OG0000602	Prbg.g_01408	Prae.g_00622
OG0000603	Prbg.g_01407	Prae.g_00623
OG0000604	Prbg.g_01406	Prae.g_00624
OG0000605	Prbg.g_01405	Prae.g_00625
OG0000606	Prbg.g_01402	Prae.g_00628
OG0000607	Prbg.g_01399	Prae.g_00631
OG0000608	Prbg.g_01398	Prae.g_00632
OG0000609	Prbg.g_01397	Prae.g_00633
OG0000610	Prbg.g_01391	Prae.g_00638
OG0000611	Prbg.g_01388	Prae.g_00641
OG0000612	Prbg.g_01387	Prae.g_00642
OG0000613	Prbg.g_01114	Prae.g_00647
OG0000614	Prbg.g_01135	Prae.g_00666
OG0000615	Prbg.g_01146	Prae.g_00674
OG0000616	Prbg.g_01939	Prae.g_00678
OG0000617	Prbg.g_01371	Prae.g_00717
OG0000618	Prbg.g_01370	Prae.g_00718
OG0000619	Prbg.g_01369	Prae.g_00719
OG0000620	Prbg.g_01366	Prae.g_00722
OG0000621	Prbg.g_01365	Prae.g_00723
OG0000622	Prbg.g_01364	Prae.g_00724
OG0000623	Prbg.g_01363	Prae.g_00725
OG0000624	Prbg.g_01361	Prae.g_00726
OG0000625	Prbg.g_01360	Prae.g_00727
OG0000626	Prbg.g_01359	Prae.g_00728
OG0000627	Prbg.g_01358	Prae.g_00729
OG0000628	Prbg.g_01357	Prae.g_00730
OG0000629	Prbg.g_01356	Prae.g_00731
OG0000630	Prbg.g_01353	Prae.g_00734
OG0000631	Prbg.g_01260	Prae.g_00797
OG0000632	Prbg.g_01261	Prae.g_00798
OG0000633	Prbg.g_01262	Prae.g_00799
OG0000634	Prbg.g_01155	Prae.g_00802
OG0000635	Prbg.g_01156	Prae.g_00803
OG0000636	Prbg.g_01158	Prae.g_00805
OG0000637	Prbg.g_01160	Prae.g_00807
OG0000638	Prbg.g_01161	Prae.g_00808
OG0000639	Prbg.g_01162	Prae.g_00809
OG0000640	Prbg.g_01163	Prae.g_00810
OG0000641	Prbg.g_01167	Prae.g_00814
OG0000642	Prbg.g_01168	Prae.g_00815
OG0000643	Prbg.g_01169	Prae.g_00816
OG0000644	Prbg.g_01170	Prae.g_00817
OG0000645	Prbg.g_01171	Prae.g_00818
OG0000646	Prbg.g_01173	Prae.g_00820
OG0000647	Prbg.g_01175	Prae.g_00821
OG0000648	Prbg.g_01177	Prae.g_00823
OG0000649	Prbg.g_01178	Prae.g_00824
OG0000650	Prbg.g_01179	Prae.g_00825
OG0000651	Prbg.g_01180	Prae.g_00826
OG0000652	Prbg.g_01181	Prae.g_00827
OG0000653	Prbg.g_01183	Prae.g_00829
OG0000654	Prbg.g_01184	Prae.g_00830
OG0000655	Prbg.g_01185	Prae.g_00831
OG0000656	Prbg.g_01188	Prae.g_00834
OG0000657	Prbg.g_01196	Prae.g_00841
OG0000658	Prbg.g_01198	Prae.g_00842
OG0000659	Prbg.g_01199	Prae.g_00843
OG0000660	Prbg.g_01203	Prae.g_00847
OG0000661	Prbg.g_01205	Prae.g_00849
OG0000662	Prbg.g_01207	Prae.g_00851
OG0000663	Prbg.g_01209	Prae.g_00853
OG0000664	Prbg.g_01210	Prae.g_00854
OG0000665	Prbg.g_01216	Prae.g_00858
OG0000666	Prbg.g_01217	Prae.g_00859
OG0000667	Prbg.g_01221	Prae.g_00863
OG0000668	Prbg.g_01062	Prae.g_00892
OG0000669	Prbg.g_01073	Prae.g_00900
OG0000670	Prbg.g_01076	Prae.g_00902
OG0000671	Prbg.g_01079	Prae.g_00904
OG0000672	Prbg.g_01082	Prae.g_00906
OG0000673	Prbg.g_01085	Prae.g_00909
OG0000674	Prbg.g_01087	Prae.g_00911
OG0000675	Prbg.g_01088	Prae.g_00912
OG0000676	Prbg.g_01090	Prae.g_00914
OG0000677	Prbg.g_01091	Prae.g_00915
OG0000678	Prbg.g_01093	Prae.g_00917
OG0000679	Prbg.g_01097	Prae.g_00921
OG0000680	Prbg.g_01098	Prae.g_00922
OG0000681	Prbg.g_01101	Prae.g_00924
OG0000682	Prbg.g_01102	Prae.g_00925
OG0000683	Prbg.g_01103	Prae.g_00926
OG0000684	Prbg.g_01105	Prae.g_00927
OG0000685	Prbg.g_01107	Prae.g_00929
OG0000686	Prbg.g_01108	Prae.g_00930
OG0000687	Prbg.g_01109	Prae.g_00931
OG0000688	Prbg.g_01383	Prae.g_00934
OG0000689	Prbg.g_01382	Prae.g_00935
OG0000690	Prbg.g_01381	Prae.g_00936
OG0000691	Prbg.g_01380	Prae.g_00937
OG0000692	Prbg.g_01378	Prae.g_00938
OG0000693	Prbg.g_01377	Prae.g_00939
OG0000694	Prbg.g_01376	Prae.g_00940
OG0000695	Prbg.g_01264	Prae.g_00942
OG0000696	Prbg.g_01265	Prae.g_00943
OG0000697	Prbg.g_01266	Prae.g_00944
OG0000698	Prbg.g_01269	Prae.g_00947
OG0000699	Prbg.g_01270	Prae.g_00948
OG0000700	Prbg.g_01271	Prae.g_00949
OG0000701	Prbg.g_01272	Prae.g_00950
OG0000702	Prbg.g_01274	Prae.g_00952
OG0000703	Prbg.g_01275	Prae.g_00953
OG0000704	Prbg.g_01277	Prae.g_00954
OG0000705	Prbg.g_01280	Prae.g_00958
OG0000706	Prbg.g_01281	Prae.g_00959
OG0000707	Prbg.g_01282	Prae.g_00960
OG0000708	Prbg.g_01284	Prae.g_00961
OG0000709	Prbg.g_01288	Prae.g_00965
OG0000710	Prbg.g_01291	Prae.g_00968
OG0000711	Prbg.g_01309	Prae.g_00985
OG0000712	Prbg.g_01310	Prae.g_00987
OG0000713	Prbg.g_01311	Prae.g_00988
OG0000714	Prbg.g_01312	Prae.g_00989
OG0000715	Prbg.g_01314	Prae.g_00991
OG0000716	Prbg.g_01316	Prae.g_00993
OG0000717	Prbg.g_01317	Prae.g_00994
OG0000718	Prbg.g_01321	Prae.g_01009
OG0000719	Prbg.g_01323	Prae.g_01011
OG0000720	Prbg.g_01335	Prae.g_01020
OG0000721	Prbg.g_01339	Prae.g_01022
OG0000722	Prbg.g_01340	Prae.g_01023
OG0000723	Prbg.g_01344	Prae.g_01026
OG0000724	Prbg.g_01239	Prae.g_01035
OG0000725	Prbg.g_01233	Prae.g_01041
OG0000726	Prbg.g_01232	Prae.g_01042
OG0000727	Prbg.g_01231	Prae.g_01043
OG0000728	Prbg.g_01229	Prae.g_01045
OG0000729	Prbg.g_00455	Prae.g_01092
OG0000730	Prbg.g_01528	Prae.g_01096
OG0000731	Prbg.g_00123	Prae.g_01100
OG0000732	Prbg.g_01890	Prae.g_01109
OG0000733	Prbg.g_00750	Prae.g_01131
OG0000734	Prbg.g_01502	Prae.g_01148
OG0000735	Prbg.g_01500	Prae.g_01150
OG0000736	Prbg.g_01499	Prae.g_01151
OG0000737	Prbg.g_01498	Prae.g_01152
OG0000738	Prbg.g_01494	Prae.g_01156
OG0000739	Prbg.g_01493	Prae.g_01157
OG0000740	Prbg.g_01492	Prae.g_01158
OG0000741	Prbg.g_01490	Prae.g_01159
OG0000742	Prbg.g_01487	Prae.g_01162
OG0000743	Prbg.g_01485	Prae.g_01164
OG0000744	Prbg.g_01484	Prae.g_01165
OG0000745	Prbg.g_01483	Prae.g_01166
OG0000746	Prbg.g_01481	Prae.g_01168
OG0000747	Prbg.g_01480	Prae.g_01169
OG0000748	Prbg.g_01476	Prae.g_01172
OG0000749	Prbg.g_01475	Prae.g_01173
OG0000750	Prbg.g_01474	Prae.g_01174
OG0000751	Prbg.g_01471	Prae.g_01176
OG0000752	Prbg.g_01469	Prae.g_01178
OG0000753	Prbg.g_01467	Prae.g_01181
OG0000754	Prbg.g_01464	Prae.g_01184
OG0000755	Prbg.g_01458	Prae.g_01187
OG0000756	Prbg.g_01457	Prae.g_01188
OG0000757	Prbg.g_01450	Prae.g_01194
OG0000758	Prbg.g_01449	Prae.g_01195
OG0000759	Prbg.g_01448	Prae.g_01196
OG0000760	Prbg.g_01447	Prae.g_01197
OG0000761	Prbg.g_01446	Prae.g_01198
OG0000762	Prbg.g_01445	Prae.g_01199
OG0000763	Prbg.g_01443	Prae.g_01201
OG0000764	Prbg.g_01442	Prae.g_01202
OG0000765	Prbg.g_01434	Prae.g_01211
OG0000766	Prbg.g_01433	Prae.g_01212
OG0000767	Prbg.g_01431	Prae.g_01214
OG0000768	Prbg.g_01430	Prae.g_01215
OG0000769	Prbg.g_01428	Prae.g_01217
OG0000770	Prbg.g_00351	Prae.g_01219
OG0000771	Prbg.g_00687	Prae.g_01434
OG0000772	Prbg.g_01576	Prae.g_01293
OG0000773	Prbg.g_00468	Prae.g_01319
OG0000774	Prbg.g_00470	Prae.g_01321
OG0000775	Prbg.g_00472	Prae.g_01324
OG0000776	Prbg.g_00473	Prae.g_01325
OG0000777	Prbg.g_00474	Prae.g_01326
OG0000778	Prbg.g_00475	Prae.g_01327
OG0000779	Prbg.g_00479	Prae.g_01331
OG0000780	Prbg.g_00480	Prae.g_01332
OG0000781	Prbg.g_00484	Prae.g_01335
OG0000782	Prbg.g_00485	Prae.g_01336
OG0000783	Prbg.g_00486	Prae.g_01337
OG0000784	Prbg.g_00487	Prae.g_01338
OG0000785	Prbg.g_00489	Prae.g_01340
OG0000786	Prbg.g_00492	Prae.g_01342
OG0000787	Prbg.g_00493	Prae.g_01343
OG0000788	Prbg.g_00218	Prae.g_01355
OG0000789	Prbg.g_00690	Prae.g_01358
OG0000790	Prbg.g_00534	Prae.g_01373
OG0000791	Prbg.g_00536	Prae.g_01375
OG0000792	Prbg.g_00537	Prae.g_01376
OG0000793	Prbg.g_00540	Prae.g_01379
OG0000794	Prbg.g_00541	Prae.g_01380
OG0000795	Prbg.g_00542	Prae.g_01381
OG0000796	Prbg.g_00546	Prae.g_01385
OG0000797	Prbg.g_00547	Prae.g_01386
OG0000798	Prbg.g_00038	Prae.g_01420
OG0000799	Prbg.g_00574	Prae.g_01441
OG0000800	Prbg.g_00575	Prae.g_01442
OG0000801	Prbg.g_00576	Prae.g_01443
OG0000802	Prbg.g_00578	Prae.g_01445
OG0000803	Prbg.g_00580	Prae.g_01447
OG0000804	Prbg.g_00581	Prae.g_01448
OG0000805	Prbg.g_00583	Prae.g_01450
OG0000806	Prbg.g_00585	Prae.g_01452
OG0000807	Prbg.g_00586	Prae.g_01453
OG0000808	Prbg.g_00587	Prae.g_01454
OG0000809	Prbg.g_00589	Prae.g_01457
OG0000810	Prbg.g_00590	Prae.g_01458
OG0000811	Prbg.g_00594	Prae.g_01462
OG0000812	Prbg.g_00596	Prae.g_01464
OG0000813	Prbg.g_00597	Prae.g_01465
OG0000814	Prbg.g_00599	Prae.g_01467
OG0000815	Prbg.g_00600	Prae.g_01468
OG0000816	Prbg.g_00602	Prae.g_01470
OG0000817	Prbg.g_00603	Prae.g_01471
OG0000818	Prbg.g_00608	Prae.g_01476
OG0000819	Prbg.g_00609	Prae.g_01477
OG0000820	Prbg.g_00610	Prae.g_01478
OG0000821	Prbg.g_00614	Prae.g_01482
OG0000822	Prbg.g_00615	Prae.g_01483
OG0000823	Prbg.g_00616	Prae.g_01484
OG0000824	Prbg.g_00619	Prae.g_01487
OG0000825	Prbg.g_00620	Prae.g_01488
OG0000826	Prbg.g_00621	Prae.g_01489
OG0000827	Prbg.g_00622	Prae.g_01490
OG0000828	Prbg.g_00625	Prae.g_01493
OG0000829	Prbg.g_00626	Prae.g_01494
OG0000830	Prbg.g_00627	Prae.g_01495
OG0000831	Prbg.g_00629	Prae.g_01497
OG0000832	Prbg.g_00639	Prae.g_01503
OG0000833	Prbg.g_00648	Prae.g_01511
OG0000834	Prbg.g_00649	Prae.g_01512
OG0000835	Prbg.g_00650	Prae.g_01513
OG0000836	Prbg.g_00651	Prae.g_01514
OG0000837	Prbg.g_00652	Prae.g_01515
OG0000838	Prbg.g_00654	Prae.g_01517
OG0000839	Prbg.g_00655	Prae.g_01518
OG0000840	Prbg.g_00656	Prae.g_01519
OG0000841	Prbg.g_00657	Prae.g_01520
OG0000842	Prbg.g_00658	Prae.g_01521
OG0000843	Prbg.g_00659	Prae.g_01522
OG0000844	Prbg.g_00660	Prae.g_01523
OG0000845	Prbg.g_00661	Prae.g_01524
OG0000846	Prbg.g_00662	Prae.g_01525
OG0000847	Prbg.g_00663	Prae.g_01526
OG0000848	Prbg.g_00664	Prae.g_01527
OG0000849	Prbg.g_00665	Prae.g_01528
OG0000850	Prbg.g_00667	Prae.g_01530
OG0000851	Prbg.g_00668	Prae.g_01531
OG0000852	Prbg.g_00669	Prae.g_01532
OG0000853	Prbg.g_00675	Prae.g_01536
OG0000854	Prbg.g_00677	Prae.g_01538
OG0000855	Prbg.g_00678	Prae.g_01539
OG0000856	Prbg.g_00348	Prae.g_01554
OG0000857	Prbg.g_01174	Prae.g_01582
OG0000858	Prbg.g_01643	Prae.g_01617
OG0000859	Prbg.g_01644	Prae.g_01618
OG0000860	Prbg.g_01652	Prae.g_01625
OG0000861	Prbg.g_01653	Prae.g_01626
OG0000862	Prbg.g_01654	Prae.g_01627
OG0000863	Prbg.g_01656	Prae.g_01629
OG0000864	Prbg.g_01657	Prae.g_01630
OG0000865	Prbg.g_01658	Prae.g_01631
OG0000866	Prbg.g_01659	Prae.g_01632
OG0000867	Prbg.g_01660	Prae.g_01633
OG0000868	Prbg.g_01662	Prae.g_01634
OG0000869	Prbg.g_01665	Prae.g_01638
OG0000870	Prbg.g_01670	Prae.g_01643
OG0000871	Prbg.g_01671	Prae.g_01644
OG0000872	Prbg.g_01672	Prae.g_01645
OG0000873	Prbg.g_01675	Prae.g_01648
OG0000874	Prbg.g_01678	Prae.g_01651
OG0000875	Prbg.g_01679	Prae.g_01652
OG0000876	Prbg.g_01680	Prae.g_01653
OG0000877	Prbg.g_01682	Prae.g_01655
OG0000878	Prbg.g_01683	Prae.g_01656
OG0000879	Prbg.g_01684	Prae.g_01657
OG0000880	Prbg.g_01685	Prae.g_01658
OG0000881	Prbg.g_01689	Prae.g_01662
OG0000882	Prbg.g_01694	Prae.g_01667
OG0000883	Prbg.g_01696	Prae.g_01668
OG0000884	Prbg.g_01698	Prae.g_01670
OG0000885	Prbg.g_01699	Prae.g_01671
OG0000886	Prbg.g_01700	Prae.g_01672
OG0000887	Prbg.g_01701	Prae.g_01673
OG0000888	Prbg.g_01703	Prae.g_01675
OG0000889	Prbg.g_01705	Prae.g_01677
OG0000890	Prbg.g_01706	Prae.g_01678
OG0000891	Prbg.g_01707	Prae.g_01679
OG0000892	Prbg.g_01709	Prae.g_01681
OG0000893	Prbg.g_01713	Prae.g_01686
OG0000894	Prbg.g_01716	Prae.g_01688
OG0000895	Prbg.g_01720	Prae.g_01691
OG0000896	Prbg.g_01721	Prae.g_01692
OG0000897	Prbg.g_01723	Prae.g_01694
OG0000898	Prbg.g_01724	Prae.g_01695
OG0000899	Prbg.g_01725	Prae.g_01696
OG0000900	Prbg.g_01726	Prae.g_01697
OG0000901	Prbg.g_01729	Prae.g_01700
OG0000902	Prbg.g_01731	Prae.g_01702
OG0000903	Prbg.g_01735	Prae.g_01705
OG0000904	Prbg.g_01739	Prae.g_01707
OG0000905	Prbg.g_01733	Prae.g_01712
OG0000906	Prbg.g_01732	Prae.g_01713
OG0000907	Prbg.g_01742	Prae.g_01716
OG0000908	Prbg.g_01745	Prae.g_01719
OG0000909	Prbg.g_01746	Prae.g_01720
OG0000910	Prbg.g_01747	Prae.g_01721
OG0000911	Prbg.g_01749	Prae.g_01723
OG0000912	Prbg.g_01750	Prae.g_01724
OG0000913	Prbg.g_01751	Prae.g_01725
OG0000914	Prbg.g_01752	Prae.g_01726
OG0000915	Prbg.g_01753	Prae.g_01727
OG0000916	Prbg.g_01754	Prae.g_01728
OG0000917	Prbg.g_01755	Prae.g_01729
OG0000918	Prbg.g_01756	Prae.g_01730
OG0000919	Prbg.g_01757	Prae.g_01731
OG0000920	Prbg.g_01758	Prae.g_01732
OG0000921	Prbg.g_01759	Prae.g_01733
OG0000922	Prbg.g_01760	Prae.g_01734
OG0000923	Prbg.g_01764	Prae.g_01738
OG0000924	Prbg.g_01765	Prae.g_01739
OG0000925	Prbg.g_01766	Prae.g_01740
OG0000926	Prbg.g_01767	Prae.g_01741
OG0000927	Prbg.g_01769	Prae.g_01743
OG0000928	Prbg.g_01770	Prae.g_01744
OG0000929	Prbg.g_01771	Prae.g_01745
OG0000930	Prbg.g_01772	Prae.g_01746
OG0000931	Prbg.g_01773	Prae.g_01747
OG0000932	Prbg.g_01774	Prae.g_01748
OG0000933	Prbg.g_01778	Prae.g_01752
OG0000934	Prbg.g_01780	Prae.g_01754
OG0000935	Prbg.g_01781	Prae.g_01755
OG0000936	Prbg.g_01782	Prae.g_01756
OG0000937	Prbg.g_01783	Prae.g_01757
OG0000938	Prbg.g_01786	Prae.g_01759
OG0000939	Prbg.g_01787	Prae.g_01760
OG0000940	Prbg.g_01794	Prae.g_01768
OG0000941	Prbg.g_01796	Prae.g_01770
OG0000942	Prbg.g_01798	Prae.g_01772
OG0000943	Prbg.g_01799	Prae.g_01773
OG0000944	Prbg.g_01801	Prae.g_01774
OG0000945	Prbg.g_01802	Prae.g_01775
OG0000946	Prbg.g_01807	Prae.g_01779
OG0000947	Prbg.g_01809	Prae.g_01781
OG0000948	Prbg.g_01810	Prae.g_01782
OG0000949	Prbg.g_01813	Prae.g_01785
OG0000950	Prbg.g_01820	Prae.g_01790
OG0000951	Prbg.g_01824	Prae.g_01794
OG0000952	Prbg.g_01828	Prae.g_01798
OG0000953	Prbg.g_01832	Prae.g_01801
OG0000954	Prbg.g_01836	Prae.g_01805
OG0000955	Prbg.g_01837	Prae.g_01806
OG0000956	Prbg.g_01839	Prae.g_01808
OG0000957	Prbg.g_01845	Prae.g_01813
OG0000958	Prbg.g_01846	Prae.g_01814
OG0000959	Prbg.g_01850	Prae.g_01818
OG0000960	Prbg.g_01851	Prae.g_01819
OG0000961	Prbg.g_01854	Prae.g_01821
OG0000962	Prbg.g_01856	Prae.g_01823
OG0000963	Prbg.g_01860	Prae.g_01827
OG0000964	Prbg.g_01861	Prae.g_01828
OG0000965	Prbg.g_01862	Prae.g_01829
OG0000966	Prbg.g_01868	Prae.g_01836
OG0000967	Prbg.g_01872	Prae.g_01840
OG0000968	Prbg.g_01874	Prae.g_01842
OG0000969	Prbg.g_01875	Prae.g_01843
OG0000970	Prbg.g_01876	Prae.g_01844
OG0000971	Prbg.g_01877	Prae.g_01845
OG0000972	Prbg.g_01878	Prae.g_01846
OG0000973	Prbg.g_01879	Prae.g_01847
OG0000974	Prbg.g_01880	Prae.g_01848
OG0000975	Prbg.g_01881	Prae.g_01849
OG0000976	Prbg.g_01882	Prae.g_01850
OG0000977	Prbg.g_01883	Prae.g_01851
OG0000978	Prbg.g_01884	Prae.g_01852
OG0000979	Prbg.g_01887	Prae.g_01855
OG0000980	Prbg.g_01889	Prae.g_01857
OG0000981	Prbg.g_01892	Prae.g_01859
OG0000982	Prbg.g_01894	Prae.g_01861
OG0000983	Prbg.g_01895	Prae.g_01862
OG0000984	Prbg.g_01896	Prae.g_01863
OG0000985	Prbg.g_01899	Prae.g_01866
OG0000986	Prbg.g_01901	Prae.g_01868
OG0000987	Prbg.g_01902	Prae.g_01869
OG0000988	Prbg.g_01905	Prae.g_01872
OG0000989	Prbg.g_01909	Prae.g_01876
OG0000990	Prbg.g_01913	Prae.g_01879
OG0000991	Prbg.g_01914	Prae.g_01880
OG0000992	Prbg.g_01917	Prae.g_01882
OG0000993	Prbg.g_01918	Prae.g_01883
OG0000994	Prbg.g_01919	Prae.g_01884
OG0000995	Prbg.g_01923	Prae.g_01888
OG0000996	Prbg.g_01924	Prae.g_01889
OG0000997	Prbg.g_01927	Prae.g_01890
OG0000998	Prbg.g_01929	Prae.g_01892
OG0000999	Prbg.g_01930	Prae.g_01893
OG0001000	Prbg.g_01933	Prae.g_01896
OG0001001	Prbg.g_01936	Prae.g_01898
OG0001002	Prbg.g_00758	Prae.g_01902
OG0001003	Prbg.g_00759	Prae.g_01903
OG0001004	Prbg.g_00760	Prae.g_01904
OG0001005	Prbg.g_00761	Prae.g_01905
OG0001006	Prbg.g_00765	Prae.g_01909
OG0001007	Prbg.g_00767	Prae.g_01911
OG0001008	Prbg.g_00157	Prae.g_00411
OG0001009	Prbg.g_00847	Prae.g_00027
OG0001010	Prbg.g_00846	Prae.g_00028
OG0001011	Prbg.g_00844	Prae.g_00029
OG0001012	Prbg.g_00830	Prae.g_00045
OG0001013	Prbg.g_00823	Prae.g_00050
OG0001014	Prbg.g_00820	Prae.g_00053
OG0001015	Prbg.g_00818	Prae.g_00054
OG0001016	Prbg.g_00796	Prae.g_00073
OG0001017	Prbg.g_00792	Prae.g_00077
OG0001018	Prbg.g_00790	Prae.g_00080
OG0001019	Prbg.g_00781	Prae.g_00089
OG0001020	Prbg.g_00780	Prae.g_00090
OG0001021	Prbg.g_00861	Prae.g_00091
OG0001022	Prbg.g_00864	Prae.g_00094
OG0001023	Prbg.g_00865	Prae.g_00095
OG0001024	Prbg.g_00869	Prae.g_00098
OG0001025	Prbg.g_00876	Prae.g_00104
OG0001026	Prbg.g_00885	Prae.g_00110
OG0001027	Prbg.g_00886	Prae.g_00111
OG0001028	Prbg.g_00888	Prae.g_00113
OG0001029	Prbg.g_00889	Prae.g_00115
OG0001030	Prbg.g_00905	Prae.g_00130
OG0001031	Prbg.g_00965	Prae.g_00189
OG0001032	Prbg.g_00966	Prae.g_00190
OG0001033	Prbg.g_00987	Prae.g_00211
OG0001034	Prbg.g_01018	Prae.g_00239
OG0001035	Prbg.g_01038	Prae.g_00257
OG0001036	Prbg.g_01042	Prae.g_00262
OG0001037	Prbg.g_01043	Prae.g_00263
OG0001038	Prbg.g_00057	Prae.g_00279
OG0001039	Prbg.g_00060	Prae.g_00282
OG0001040	Prbg.g_00062	Prae.g_00284
OG0001041	Prbg.g_00067	Prae.g_00288
OG0001042	Prbg.g_00084	Prae.g_00305
OG0001043	Prbg.g_00085	Prae.g_00306
OG0001044	Prbg.g_00116	Prae.g_00334
OG0001045	Prbg.g_00125	Prae.g_00342
OG0001046	Prbg.g_01602	Prae.g_00379
OG0001047	Prbg.g_00159	Prae.g_00413
OG0001048	Prbg.g_00160	Prae.g_00414
OG0001049	Prbg.g_00162	Prae.g_00416
OG0001050	Prbg.g_00163	Prae.g_00417
OG0001051	Prbg.g_00164	Prae.g_00418
OG0001052	Prbg.g_00190	Prae.g_00445
OG0001053	Prbg.g_00202	Prae.g_00457
OG0001054	Prbg.g_00217	Prae.g_00472
OG0001055	Prbg.g_00236	Prae.g_00491
OG0001056	Prbg.g_00253	Prae.g_00511
OG0001057	Prbg.g_00258	Prae.g_00516
OG0001058	Prbg.g_00267	Prae.g_00524
OG0001059	Prbg.g_00271	Prae.g_00528
OG0001060	Prbg.g_00277	Prae.g_00535
OG0001061	Prbg.g_00292	Prae.g_00548
OG0001062	Prbg.g_00294	Prae.g_00550
OG0001063	Prbg.g_00296	Prae.g_00552
OG0001064	Prbg.g_00297	Prae.g_00553
OG0001065	Prbg.g_00298	Prae.g_00554
OG0001066	Prbg.g_00299	Prae.g_00555
OG0001067	Prbg.g_00300	Prae.g_00556
OG0001068	Prbg.g_00301	Prae.g_00557
OG0001069	Prbg.g_00302	Prae.g_00558
OG0001070	Prbg.g_00306	Prae.g_00561
OG0001071	Prbg.g_00307	Prae.g_00562
OG0001072	Prbg.g_00309	Prae.g_00564
OG0001073	Prbg.g_00323	Prae.g_00578
OG0001074	Prbg.g_00335	Prae.g_00589
OG0001075	Prbg.g_00336	Prae.g_00590
OG0001076	Prbg.g_00343	Prae.g_00598
OG0001077	Prbg.g_00349	Prae.g_00602
OG0001078	Prbg.g_01421	Prae.g_00610
OG0001079	Prbg.g_01409	Prae.g_00621
OG0001080	Prbg.g_01403	Prae.g_00627
OG0001081	Prbg.g_01401	Prae.g_00629
OG0001082	Prbg.g_01400	Prae.g_00630
OG0001083	Prbg.g_01395	Prae.g_00635
OG0001084	Prbg.g_01394	Prae.g_00636
OG0001085	Prbg.g_01111	Prae.g_00644
OG0001086	Prbg.g_01112	Prae.g_00645
OG0001087	Prbg.g_01130	Prae.g_00662
OG0001088	Prbg.g_01131	Prae.g_00663
OG0001089	Prbg.g_01142	Prae.g_00671
OG0001090	Prbg.g_01152	Prae.g_00712
OG0001091	Prbg.g_01374	Prae.g_00714
OG0001092	Prbg.g_01373	Prae.g_00715
OG0001093	Prbg.g_01368	Prae.g_00720
OG0001094	Prbg.g_01375	Prae.g_00800
OG0001095	Prbg.g_01172	Prae.g_00819
OG0001096	Prbg.g_01186	Prae.g_00832
OG0001097	Prbg.g_01206	Prae.g_00850
OG0001098	Prbg.g_01225	Prae.g_00865
OG0001099	Prbg.g_01067	Prae.g_00897
OG0001100	Prbg.g_01075	Prae.g_00901
OG0001101	Prbg.g_01078	Prae.g_00903
OG0001102	Prbg.g_01081	Prae.g_00905
OG0001103	Prbg.g_01083	Prae.g_00907
OG0001104	Prbg.g_01106	Prae.g_00928
OG0001105	Prbg.g_01110	Prae.g_00932
OG0001106	Prbg.g_01278	Prae.g_00955
OG0001107	Prbg.g_01285	Prae.g_00962
OG0001108	Prbg.g_01289	Prae.g_00966
OG0001109	Prbg.g_01290	Prae.g_00967
OG0001110	Prbg.g_01292	Prae.g_00969
OG0001111	Prbg.g_01293	Prae.g_00970
OG0001112	Prbg.g_01294	Prae.g_00971
OG0001113	Prbg.g_01295	Prae.g_00972
OG0001114	Prbg.g_01296	Prae.g_00973
OG0001115	Prbg.g_01298	Prae.g_00975
OG0001116	Prbg.g_01299	Prae.g_00976
OG0001117	Prbg.g_01300	Prae.g_00977
OG0001118	Prbg.g_01301	Prae.g_00978
OG0001119	Prbg.g_01302	Prae.g_00979
OG0001120	Prbg.g_01304	Prae.g_00981
OG0001122	Prbg.g_01324	Prae.g_01012
