Orthogroup	Prbg	Syap
OG0000565	Prbg.g_00278	Syap.g_00296
OG0000566	Prbg.g_00282	Syap.g_00291
OG0000567	Prbg.g_00286	Syap.g_01297
OG0000568	Prbg.g_00287	Syap.g_01302
OG0000569	Prbg.g_00288	Syap.g_01303
OG0000570	Prbg.g_00289	Syap.g_01304
OG0000571	Prbg.g_00291	Syap.g_01307
OG0000573	Prbg.g_00311	Syap.g_00765
OG0000574	Prbg.g_00312	Syap.g_00759
OG0000575	Prbg.g_00316	Syap.g_00445
OG0000576	Prbg.g_00318	Syap.g_00450
OG0000577	Prbg.g_00319	Syap.g_00451
OG0000578	Prbg.g_00320	Syap.g_00452
OG0000579	Prbg.g_00321	Syap.g_00453
OG0000580	Prbg.g_00322	Syap.g_00454
OG0000581	Prbg.g_00325	Syap.g_01521
OG0000582	Prbg.g_00328	Syap.g_01533
OG0000583	Prbg.g_00329	Syap.g_01532
OG0000584	Prbg.g_00330	Syap.g_01530
OG0000585	Prbg.g_00332	Syap.g_01526
OG0000586	Prbg.g_00333	Syap.g_01525
OG0000587	Prbg.g_00334	Syap.g_01523
OG0000588	Prbg.g_00338	Syap.g_00776
OG0000589	Prbg.g_00340	Syap.g_00941
OG0000590	Prbg.g_00341	Syap.g_00940
OG0000591	Prbg.g_00345	Syap.g_01289
OG0000592	Prbg.g_00346	Syap.g_01288
OG0000593	Prbg.g_01425	Syap.g_00890
OG0000594	Prbg.g_01424	Syap.g_00891
OG0000595	Prbg.g_01423	Syap.g_00892
OG0000596	Prbg.g_01419	Syap.g_00898
OG0000597	Prbg.g_01416	Syap.g_00903
OG0000598	Prbg.g_01415	Syap.g_00904
OG0000599	Prbg.g_01412	Syap.g_00908
OG0000600	Prbg.g_01411	Syap.g_00909
OG0000601	Prbg.g_01410	Syap.g_00910
OG0000602	Prbg.g_01408	Syap.g_00640
OG0000603	Prbg.g_01407	Syap.g_00641
OG0000604	Prbg.g_01406	Syap.g_02769
OG0000605	Prbg.g_01405	Syap.g_02501, Syap.g_02771
OG0000606	Prbg.g_01402	Syap.g_02506
OG0000607	Prbg.g_01399	Syap.g_00093
OG0000608	Prbg.g_01398	Syap.g_00094
OG0000609	Prbg.g_01397	Syap.g_00096
OG0000610	Prbg.g_01391	Syap.g_01963
OG0000611	Prbg.g_01388	Syap.g_01958
OG0000612	Prbg.g_01387	Syap.g_01957
OG0000613	Prbg.g_01114	Syap.g_02480
OG0000615	Prbg.g_01146	Syap.g_00154
OG0000616	Prbg.g_01939	Syap.g_00127
OG0000617	Prbg.g_01371	Syap.g_00513
OG0000618	Prbg.g_01370	Syap.g_00514
OG0000619	Prbg.g_01369	Syap.g_00515
OG0000620	Prbg.g_01366	Syap.g_00520
OG0000621	Prbg.g_01365	Syap.g_00521
OG0000622	Prbg.g_01364	Syap.g_00523
OG0000623	Prbg.g_01363	Syap.g_00526
OG0000624	Prbg.g_01361	Syap.g_00527
OG0000625	Prbg.g_01360	Syap.g_00528
OG0000626	Prbg.g_01359	Syap.g_00529
OG0000627	Prbg.g_01358	Syap.g_00848
OG0000628	Prbg.g_01357	Syap.g_00850
OG0000629	Prbg.g_01356	Syap.g_02334
OG0000630	Prbg.g_01353	Syap.g_02793
OG0000631	Prbg.g_01260	Syap.g_01724
OG0000632	Prbg.g_01261	Syap.g_01725
OG0000633	Prbg.g_01262	Syap.g_01726
OG0000634	Prbg.g_01155	Syap.g_00190
OG0000635	Prbg.g_01156	Syap.g_00191
OG0000636	Prbg.g_01158	Syap.g_00193
OG0000637	Prbg.g_01160	Syap.g_00195
OG0000638	Prbg.g_01161	Syap.g_00196
OG0000639	Prbg.g_01162	Syap.g_00197
OG0000640	Prbg.g_01163	Syap.g_00198
OG0000641	Prbg.g_01167	Syap.g_00203
OG0000642	Prbg.g_01168	Syap.g_02732
OG0000643	Prbg.g_01169	Syap.g_02731
OG0000644	Prbg.g_01170	Syap.g_02730
OG0000645	Prbg.g_01171	Syap.g_02726
OG0000646	Prbg.g_01173	Syap.g_02723
OG0000647	Prbg.g_01175	Syap.g_02721
OG0000648	Prbg.g_01177	Syap.g_02719
OG0000649	Prbg.g_01178	Syap.g_02718
OG0000650	Prbg.g_01179	Syap.g_02717
OG0000651	Prbg.g_01180	Syap.g_02716
OG0000652	Prbg.g_01181	Syap.g_02715
OG0000653	Prbg.g_01183	Syap.g_02713
OG0000654	Prbg.g_01184	Syap.g_02711
OG0000655	Prbg.g_01185	Syap.g_02710
OG0000656	Prbg.g_01188	Syap.g_02706
OG0000657	Prbg.g_01196	Syap.g_01845
OG0000658	Prbg.g_01198	Syap.g_01841
OG0000659	Prbg.g_01199	Syap.g_01840
OG0000660	Prbg.g_01203	Syap.g_01835
OG0000662	Prbg.g_01207	Syap.g_00823
OG0000663	Prbg.g_01209	Syap.g_00826
OG0000664	Prbg.g_01210	Syap.g_00828
OG0000665	Prbg.g_01216	Syap.g_02331
OG0000666	Prbg.g_01217	Syap.g_01573
OG0000667	Prbg.g_01221	Syap.g_01979
OG0000668	Prbg.g_01062	Syap.g_02765
OG0000669	Prbg.g_01073	Syap.g_02371
OG0000670	Prbg.g_01076	Syap.g_02368
OG0000671	Prbg.g_01079	Syap.g_01260
OG0000672	Prbg.g_01082	Syap.g_01257
OG0000673	Prbg.g_01085	Syap.g_01253
OG0000674	Prbg.g_01087	Syap.g_01251
OG0000675	Prbg.g_01088	Syap.g_01250
OG0000676	Prbg.g_01090	Syap.g_01248
OG0000677	Prbg.g_01091	Syap.g_01246
OG0000678	Prbg.g_01093	Syap.g_01239
OG0000679	Prbg.g_01097	Syap.g_00157
OG0000680	Prbg.g_01098	Syap.g_00158
OG0000681	Prbg.g_01101	Syap.g_00163
OG0000682	Prbg.g_01102	Syap.g_00165
OG0000683	Prbg.g_01103	Syap.g_00166
OG0000684	Prbg.g_01105	Syap.g_00169
OG0000685	Prbg.g_01107	Syap.g_00172
OG0000686	Prbg.g_01108	Syap.g_00173
OG0000687	Prbg.g_01109	Syap.g_00174
OG0000688	Prbg.g_01383	Syap.g_00178
OG0000689	Prbg.g_01382	Syap.g_00180
OG0000690	Prbg.g_01381	Syap.g_00181
OG0000691	Prbg.g_01380	Syap.g_00182
OG0000692	Prbg.g_01378	Syap.g_00184
OG0000693	Prbg.g_01377	Syap.g_00185
OG0000694	Prbg.g_01376	Syap.g_00186
OG0000695	Prbg.g_01264	Syap.g_01729
OG0000696	Prbg.g_01265	Syap.g_01730
OG0000697	Prbg.g_01266	Syap.g_01734
OG0000698	Prbg.g_01269	Syap.g_01737
OG0000699	Prbg.g_01270	Syap.g_01738
OG0000700	Prbg.g_01271	Syap.g_01739
OG0000701	Prbg.g_01272	Syap.g_01740
OG0000702	Prbg.g_01274	Syap.g_01747
OG0000703	Prbg.g_01275	Syap.g_01750
OG0000704	Prbg.g_01277	Syap.g_01753
OG0000705	Prbg.g_01280	Syap.g_02022
OG0000706	Prbg.g_01281	Syap.g_02020
OG0000707	Prbg.g_01282	Syap.g_02019
OG0000708	Prbg.g_01284	Syap.g_02016
OG0000709	Prbg.g_01288	Syap.g_00121
OG0000711	Prbg.g_01309	Syap.g_02686
OG0000712	Prbg.g_01310	Syap.g_02688
OG0000713	Prbg.g_01311	Syap.g_02689
OG0000714	Prbg.g_01312	Syap.g_02691
OG0000715	Prbg.g_01314	Syap.g_02693
OG0000716	Prbg.g_01316	Syap.g_02696
OG0000717	Prbg.g_01317	Syap.g_02697
OG0000718	Prbg.g_01321	Syap.g_02701
OG0000719	Prbg.g_01323	Syap.g_02767
OG0000720	Prbg.g_01335	Syap.g_02780
OG0000721	Prbg.g_01339	Syap.g_02782
OG0000722	Prbg.g_01340	Syap.g_02783
OG0000723	Prbg.g_01344	Syap.g_00532
OG0000725	Prbg.g_01233	Syap.g_01559
OG0000726	Prbg.g_01232	Syap.g_01560
OG0000727	Prbg.g_01231	Syap.g_01561
OG0000728	Prbg.g_01229	Syap.g_01564
OG0000729	Prbg.g_00455	Syap.g_01122
OG0000730	Prbg.g_01528	Syap.g_00572
OG0000731	Prbg.g_00123	Syap.g_00560
OG0000732	Prbg.g_01890	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbg.g_00750	Syap.g_01971
OG0000734	Prbg.g_01502	Syap.g_02628
OG0000735	Prbg.g_01500	Syap.g_00244
OG0000736	Prbg.g_01499	Syap.g_00243
OG0000737	Prbg.g_01498	Syap.g_00242
OG0000738	Prbg.g_01494	Syap.g_00236
OG0000739	Prbg.g_01493	Syap.g_00235
OG0000740	Prbg.g_01492	Syap.g_00234
OG0000741	Prbg.g_01490	Syap.g_00231
OG0000742	Prbg.g_01487	Syap.g_00229
OG0000743	Prbg.g_01485	Syap.g_00226
OG0000744	Prbg.g_01484	Syap.g_00225
OG0000745	Prbg.g_01483	Syap.g_00222
OG0000746	Prbg.g_01481	Syap.g_00220
OG0000747	Prbg.g_01480	Syap.g_00219
OG0000748	Prbg.g_01476	Syap.g_00212
OG0000749	Prbg.g_01475	Syap.g_00211
OG0000750	Prbg.g_01474	Syap.g_00210
OG0000751	Prbg.g_01471	Syap.g_00205
OG0000752	Prbg.g_01469	Syap.g_01793
OG0000753	Prbg.g_01467	Syap.g_02775
OG0000754	Prbg.g_01464	Syap.g_01883
OG0000755	Prbg.g_01458	Syap.g_01893
OG0000757	Prbg.g_01450	Syap.g_00427
OG0000758	Prbg.g_01449	Syap.g_00428
OG0000759	Prbg.g_01448	Syap.g_00429
OG0000760	Prbg.g_01447	Syap.g_00430
OG0000761	Prbg.g_01446	Syap.g_00431
OG0000762	Prbg.g_01445	Syap.g_00434
OG0000763	Prbg.g_01443	Syap.g_02624
OG0000764	Prbg.g_01442	Syap.g_02623
OG0000765	Prbg.g_01434	Syap.g_02440
OG0000766	Prbg.g_01433	Syap.g_02439
OG0000767	Prbg.g_01431	Syap.g_02437
OG0000768	Prbg.g_01430	Syap.g_02436
OG0000769	Prbg.g_01428	Syap.g_02434
OG0000770	Prbg.g_00351	Syap.g_02431
OG0000772	Prbg.g_01576	Syap.g_02295
OG0000773	Prbg.g_00468	Syap.g_00885
OG0000774	Prbg.g_00470	Syap.g_01473
OG0000775	Prbg.g_00472	Syap.g_01475
OG0000776	Prbg.g_00473	Syap.g_01476
OG0000777	Prbg.g_00474	Syap.g_01478
OG0000778	Prbg.g_00475	Syap.g_01479
OG0000779	Prbg.g_00479	Syap.g_01494
OG0000780	Prbg.g_00480	Syap.g_01496
OG0000781	Prbg.g_00484	Syap.g_02609
OG0000782	Prbg.g_00485	Syap.g_02611
OG0000783	Prbg.g_00486	Syap.g_02612
OG0000784	Prbg.g_00487	Syap.g_02613
OG0000785	Prbg.g_00489	Syap.g_02281
OG0000786	Prbg.g_00492	Syap.g_02287
OG0000787	Prbg.g_00493	Syap.g_02288
OG0000788	Prbg.g_00218	Syap.g_01932
OG0000789	Prbg.g_00690	Syap.g_00372
OG0000791	Prbg.g_00536	Syap.g_02520
OG0000792	Prbg.g_00537	Syap.g_02519
OG0000793	Prbg.g_00540	Syap.g_02141
OG0000794	Prbg.g_00541	Syap.g_02200
OG0000795	Prbg.g_00542	Syap.g_02199
OG0000796	Prbg.g_00546	Syap.g_02448
OG0000797	Prbg.g_00547	Syap.g_02449
OG0000798	Prbg.g_00038	Syap.g_01269
OG0000799	Prbg.g_00574	Syap.g_02488
OG0000800	Prbg.g_00575	Syap.g_02487
OG0000801	Prbg.g_00576	Syap.g_02486
OG0000802	Prbg.g_00578	Syap.g_02659
OG0000803	Prbg.g_00580	Syap.g_02109
OG0000804	Prbg.g_00581	Syap.g_02113
OG0000805	Prbg.g_00583	Syap.g_02115
OG0000806	Prbg.g_00585	Syap.g_02117
OG0000807	Prbg.g_00586	Syap.g_02118
OG0000808	Prbg.g_00587	Syap.g_02119
OG0000809	Prbg.g_00589	Syap.g_02122
OG0000810	Prbg.g_00590	Syap.g_02124
OG0000811	Prbg.g_00594	Syap.g_02472
OG0000812	Prbg.g_00596	Syap.g_02474
OG0000813	Prbg.g_00597	Syap.g_02475
OG0000814	Prbg.g_00599	Syap.g_02753
OG0000815	Prbg.g_00600	Syap.g_02752
OG0000816	Prbg.g_00602	Syap.g_02289
OG0000817	Prbg.g_00603	Syap.g_02527
OG0000818	Prbg.g_00608	Syap.g_02001
OG0000819	Prbg.g_00609	Syap.g_02002
OG0000820	Prbg.g_00610	Syap.g_02003
OG0000821	Prbg.g_00614	Syap.g_02009
OG0000822	Prbg.g_00615	Syap.g_02011
OG0000824	Prbg.g_00619	Syap.g_00008
OG0000825	Prbg.g_00620	Syap.g_00009
OG0000826	Prbg.g_00621	Syap.g_00010
OG0000827	Prbg.g_00622	Syap.g_00011
OG0000828	Prbg.g_00625	Syap.g_00014
OG0000829	Prbg.g_00626	Syap.g_00015
OG0000830	Prbg.g_00627	Syap.g_00016
OG0000831	Prbg.g_00629	Syap.g_00019
OG0000832	Prbg.g_00639	Syap.g_00752
OG0000833	Prbg.g_00648	Syap.g_00021
OG0000834	Prbg.g_00649	Syap.g_00023
OG0000835	Prbg.g_00650	Syap.g_00024
OG0000836	Prbg.g_00651	Syap.g_00026
OG0000837	Prbg.g_00652	Syap.g_00027
OG0000838	Prbg.g_00654	Syap.g_00031
OG0000839	Prbg.g_00655	Syap.g_00032
OG0000840	Prbg.g_00656	Syap.g_00033
OG0000841	Prbg.g_00657	Syap.g_00034
OG0000842	Prbg.g_00658	Syap.g_00035
OG0000843	Prbg.g_00659	Syap.g_00036
OG0000844	Prbg.g_00660	Syap.g_00039
OG0000845	Prbg.g_00661	Syap.g_00040
OG0000846	Prbg.g_00662	Syap.g_00042
OG0000847	Prbg.g_00663	Syap.g_00043
OG0000848	Prbg.g_00664	Syap.g_00045
OG0000849	Prbg.g_00665	Syap.g_00046
OG0000850	Prbg.g_00667	Syap.g_00310
OG0000851	Prbg.g_00668	Syap.g_01214
OG0000852	Prbg.g_00669	Syap.g_01215
OG0000853	Prbg.g_00675	Syap.g_01219
OG0000854	Prbg.g_00677	Syap.g_01222
OG0000855	Prbg.g_00678	Syap.g_01223
OG0000856	Prbg.g_00348	Syap.g_01286
OG0000857	Prbg.g_01174	Syap.g_02722
OG0000858	Prbg.g_01643	Syap.g_00612
OG0000859	Prbg.g_01644	Syap.g_00613
OG0000860	Prbg.g_01652	Syap.g_00623
OG0000861	Prbg.g_01653	Syap.g_02789
OG0000862	Prbg.g_01654	Syap.g_01789
OG0000863	Prbg.g_01656	Syap.g_01784
OG0000864	Prbg.g_01657	Syap.g_01783
OG0000865	Prbg.g_01658	Syap.g_01781, Syap.g_01782
OG0000866	Prbg.g_01659	Syap.g_01780
OG0000867	Prbg.g_01660	Syap.g_01779
OG0000868	Prbg.g_01662	Syap.g_01775
OG0000869	Prbg.g_01665	Syap.g_01770
OG0000870	Prbg.g_01670	Syap.g_01401
OG0000871	Prbg.g_01671	Syap.g_01400
OG0000872	Prbg.g_01672	Syap.g_01394
OG0000873	Prbg.g_01675	Syap.g_01390
OG0000874	Prbg.g_01678	Syap.g_01388
OG0000875	Prbg.g_01679	Syap.g_01386
OG0000876	Prbg.g_01680	Syap.g_00822
OG0000877	Prbg.g_01682	Syap.g_01380
OG0000878	Prbg.g_01683	Syap.g_01378
OG0000879	Prbg.g_01684	Syap.g_01377
OG0000880	Prbg.g_01685	Syap.g_01376
OG0000882	Prbg.g_01694	Syap.g_01516
OG0000883	Prbg.g_01696	Syap.g_01511
OG0000884	Prbg.g_01698	Syap.g_01509
OG0000885	Prbg.g_01699	Syap.g_01508
OG0000886	Prbg.g_01700	Syap.g_01507
OG0000887	Prbg.g_01701	Syap.g_01506
OG0000888	Prbg.g_01703	Syap.g_01504
OG0000889	Prbg.g_01705	Syap.g_01502
OG0000890	Prbg.g_01706	Syap.g_01499
OG0000891	Prbg.g_01707	Syap.g_01498
OG0000892	Prbg.g_01709	Syap.g_02671
OG0000893	Prbg.g_01713	Syap.g_02497
OG0000894	Prbg.g_01716	Syap.g_02679
OG0000895	Prbg.g_01720	Syap.g_00546
OG0000896	Prbg.g_01721	Syap.g_00545
OG0000897	Prbg.g_01723	Syap.g_00543
OG0000898	Prbg.g_01724	Syap.g_00542
OG0000899	Prbg.g_01725	Syap.g_00541
OG0000900	Prbg.g_01726	Syap.g_00540
OG0000901	Prbg.g_01729	Syap.g_01930
OG0000902	Prbg.g_01731	Syap.g_01929
OG0000903	Prbg.g_01735	Syap.g_01916
OG0000904	Prbg.g_01739	Syap.g_01922
OG0000905	Prbg.g_01733	Syap.g_01925
OG0000906	Prbg.g_01732	Syap.g_01927
OG0000907	Prbg.g_01742	Syap.g_01914
OG0000908	Prbg.g_01745	Syap.g_01235
OG0000909	Prbg.g_01746	Syap.g_01236
OG0000910	Prbg.g_01747	Syap.g_01237
OG0000911	Prbg.g_01749	Syap.g_00511
OG0000912	Prbg.g_01750	Syap.g_00510
OG0000913	Prbg.g_01751	Syap.g_00509
OG0000914	Prbg.g_01752	Syap.g_00508
OG0000915	Prbg.g_01753	Syap.g_00506
OG0000916	Prbg.g_01754	Syap.g_00505
OG0000917	Prbg.g_01755	Syap.g_00504
OG0000918	Prbg.g_01756	Syap.g_00503
OG0000919	Prbg.g_01757	Syap.g_00502
OG0000920	Prbg.g_01758	Syap.g_00501
OG0000921	Prbg.g_01759	Syap.g_00500
OG0000922	Prbg.g_01760	Syap.g_00499
OG0000923	Prbg.g_01764	Syap.g_00495
OG0000924	Prbg.g_01765	Syap.g_00494
OG0000925	Prbg.g_01766	Syap.g_00493
OG0000926	Prbg.g_01767	Syap.g_00492
OG0000927	Prbg.g_01769	Syap.g_00490
OG0000928	Prbg.g_01770	Syap.g_00489
OG0000929	Prbg.g_01771	Syap.g_00488
OG0000930	Prbg.g_01772	Syap.g_00487
OG0000931	Prbg.g_01773	Syap.g_00486
OG0000932	Prbg.g_01774	Syap.g_00485
OG0000933	Prbg.g_01778	Syap.g_00479
OG0000934	Prbg.g_01780	Syap.g_00477
OG0000935	Prbg.g_01781	Syap.g_00476
OG0000936	Prbg.g_01782	Syap.g_00475
OG0000937	Prbg.g_01783	Syap.g_00474
OG0000938	Prbg.g_01786	Syap.g_00471
OG0000939	Prbg.g_01787	Syap.g_00469
OG0000940	Prbg.g_01794	Syap.g_00460
OG0000941	Prbg.g_01796	Syap.g_00458
OG0000942	Prbg.g_01798	Syap.g_00606
OG0000943	Prbg.g_01799	Syap.g_00604
OG0000944	Prbg.g_01801	Syap.g_00602
OG0000945	Prbg.g_01802	Syap.g_00601
OG0000946	Prbg.g_01807	Syap.g_00595
OG0000947	Prbg.g_01809	Syap.g_00591
OG0000948	Prbg.g_01810	Syap.g_00590
OG0000949	Prbg.g_01813	Syap.g_01051
OG0000950	Prbg.g_01820	Syap.g_01061
OG0000951	Prbg.g_01824	Syap.g_01070
OG0000952	Prbg.g_01828	Syap.g_01074
OG0000953	Prbg.g_01832	Syap.g_01078
OG0000954	Prbg.g_01836	Syap.g_01089
OG0000955	Prbg.g_01837	Syap.g_01090
OG0000956	Prbg.g_01839	Syap.g_01092
OG0000957	Prbg.g_01845	Syap.g_01109
OG0000958	Prbg.g_01846	Syap.g_01110
OG0000959	Prbg.g_01850	Syap.g_01114
OG0000960	Prbg.g_01851	Syap.g_01115
OG0000961	Prbg.g_01854	Syap.g_02170
OG0000962	Prbg.g_01856	Syap.g_01121
OG0000963	Prbg.g_01860	Syap.g_01124
OG0000964	Prbg.g_01861	Syap.g_01125
OG0000965	Prbg.g_01862	Syap.g_01126
OG0000966	Prbg.g_01868	Syap.g_01141
OG0000967	Prbg.g_01872	Syap.g_00633
OG0000968	Prbg.g_01874	Syap.g_00998
OG0000969	Prbg.g_01875	Syap.g_00996
OG0000970	Prbg.g_01876	Syap.g_00995
OG0000971	Prbg.g_01877	Syap.g_00993
OG0000972	Prbg.g_01878	Syap.g_00992
OG0000973	Prbg.g_01879	Syap.g_00991
OG0000974	Prbg.g_01880	Syap.g_00990
OG0000975	Prbg.g_01881	Syap.g_00989
OG0000976	Prbg.g_01882	Syap.g_00988
OG0000977	Prbg.g_01883	Syap.g_00986
OG0000978	Prbg.g_01884	Syap.g_00985
OG0000979	Prbg.g_01887	Syap.g_00980
OG0000980	Prbg.g_01889	Syap.g_00977
OG0000981	Prbg.g_01892	Syap.g_01812
OG0000982	Prbg.g_01894	Syap.g_00132
OG0000983	Prbg.g_01895	Syap.g_00134
OG0000984	Prbg.g_01896	Syap.g_00135
OG0000985	Prbg.g_01899	Syap.g_00140
OG0000986	Prbg.g_01901	Syap.g_01044
OG0000987	Prbg.g_01902	Syap.g_01033
OG0000988	Prbg.g_01905	Syap.g_01027
OG0000989	Prbg.g_01909	Syap.g_01011
OG0000990	Prbg.g_01913	Syap.g_02087
OG0000991	Prbg.g_01914	Syap.g_02091
OG0000992	Prbg.g_01917	Syap.g_02095
OG0000993	Prbg.g_01918	Syap.g_02097
OG0000994	Prbg.g_01919	Syap.g_02101
OG0000996	Prbg.g_01924	Syap.g_01817
OG0000997	Prbg.g_01927	Syap.g_02590
OG0000998	Prbg.g_01929	Syap.g_02591
OG0000999	Prbg.g_01930	Syap.g_02592
OG0001001	Prbg.g_01936	Syap.g_02605
OG0001002	Prbg.g_00758	Syap.g_00124
OG0001003	Prbg.g_00759	Syap.g_02310
OG0001004	Prbg.g_00760	Syap.g_02311
OG0001005	Prbg.g_00761	Syap.g_02312
OG0001006	Prbg.g_00765	Syap.g_00053
OG0001007	Prbg.g_00767	Syap.g_00055
OG0001008	Prbg.g_00157	Syap.g_02060
OG0001012	Prbg.g_00830	Syap.g_00371
OG0001013	Prbg.g_00823	Syap.g_01325
OG0001016	Prbg.g_00796	Syap.g_01695
OG0001033	Prbg.g_00987	Syap.g_00105
OG0001035	Prbg.g_01038	Syap.g_01594
OG0001038	Prbg.g_00057	Syap.g_01362
OG0001039	Prbg.g_00060	Syap.g_01359
OG0001040	Prbg.g_00062	Syap.g_01356
OG0001041	Prbg.g_00067	Syap.g_01352
OG0001043	Prbg.g_00085	Syap.g_01676
OG0001044	Prbg.g_00116	Syap.g_00571
OG0001053	Prbg.g_00202	Syap.g_02253
OG0001054	Prbg.g_00217	Syap.g_00274
OG0001055	Prbg.g_00236	Syap.g_00252
OG0001059	Prbg.g_00271	Syap.g_00306
OG0001060	Prbg.g_00277	Syap.g_00299
OG0001061	Prbg.g_00292	Syap.g_01309
OG0001062	Prbg.g_00294	Syap.g_01314
OG0001072	Prbg.g_00309	Syap.g_00441
OG0001073	Prbg.g_00323	Syap.g_00122, Syap.g_00455
OG0001078	Prbg.g_01421	Syap.g_00896
OG0001080	Prbg.g_01403	Syap.g_02505
OG0001085	Prbg.g_01111	Syap.g_01953
OG0001094	Prbg.g_01375	Syap.g_00187
OG0001095	Prbg.g_01172	Syap.g_02725
OG0001096	Prbg.g_01186	Syap.g_02709
OG0001100	Prbg.g_01075	Syap.g_02369
OG0001102	Prbg.g_01081	Syap.g_01258
OG0001103	Prbg.g_01083	Syap.g_01256
OG0001104	Prbg.g_01106	Syap.g_00171
OG0001105	Prbg.g_01110	Syap.g_00175
OG0001107	Prbg.g_01285	Syap.g_02015
OG0001108	Prbg.g_01289	Syap.g_00119
OG0001122	Prbg.g_01324	Syap.g_02766
OG0001123	Prbg.g_01330	Syap.g_01872
OG0001133	Prbg.g_00528	Syap.g_01292
OG0001136	Prbg.g_01489	Syap.g_00230
OG0001137	Prbg.g_01477	Syap.g_00213
OG0001140	Prbg.g_01453	Syap.g_02134
OG0001152	Prbg.g_00545	Syap.g_02447
OG0001154	Prbg.g_00624	Syap.g_00013
OG0001155	Prbg.g_00641	Syap.g_00750
OG0001160	Prbg.g_00673	Syap.g_01217
OG0001162	Prbg.g_00726	Syap.g_02366
OG0001163	Prbg.g_01641	Syap.g_00609
OG0001164	Prbg.g_01645	Syap.g_00614
OG0001165	Prbg.g_01648	Syap.g_00619
OG0001168	Prbg.g_01688	Syap.g_01372
OG0001171	Prbg.g_01702	Syap.g_01505
OG0001172	Prbg.g_01718	Syap.g_00547
OG0001177	Prbg.g_01738	Syap.g_01920
OG0001178	Prbg.g_01655	Syap.g_01786, Syap.g_01787
OG0001179	Prbg.g_01768	Syap.g_00491
OG0001180	Prbg.g_01791	Syap.g_00097, Syap.g_00465
OG0001181	Prbg.g_01795	Syap.g_00459
OG0001183	Prbg.g_01808	Syap.g_00594
OG0001185	Prbg.g_01842	Syap.g_01104
OG0001186	Prbg.g_01866	Syap.g_01140
OG0001187	Prbg.g_01869	Syap.g_01142
OG0001188	Prbg.g_01871	Syap.g_00634
OG0001189	Prbg.g_01888	Syap.g_00979
OG0001191	Prbg.g_01903	Syap.g_01030
OG0001192	Prbg.g_01908	Syap.g_01021
OG0001197	Prbg.g_01940	Syap.g_00126
OG0001198	Prbg.g_00764	Syap.g_00052
OG0001199	Prbg.g_00795	Syap.g_01696
OG0001200	Prbg.g_00793	Syap.g_01698
OG0001202	Prbg.g_00978	Syap.g_01613
OG0001203	Prbg.g_01020	Syap.g_01154
OG0001204	Prbg.g_01026	Syap.g_01577
OG0001214	Prbg.g_01420	Syap.g_00897
OG0001217	Prbg.g_00006	Syap.g_01464
OG0001218	Prbg.g_01549	Syap.g_00020
OG0001219	Prbg.g_01258	Syap.g_02794
OG0001221	Prbg.g_01095	Syap.g_01777
OG0001222	Prbg.g_01337	Syap.g_02027
OG0001224	Prbg.g_01238	Syap.g_01551
OG0001225	Prbg.g_01236	Syap.g_01553
OG0001226	Prbg.g_00358	Syap.g_02551
OG0001228	Prbg.g_01436	Syap.g_01063
OG0001229	Prbg.g_01548	Syap.g_00827
OG0001230	Prbg.g_00584	Syap.g_02116
OG0001231	Prbg.g_00142	Syap.g_00073
OG0001232	Prbg.g_01673	Syap.g_01393
OG0001235	Prbg.g_01734	Syap.g_01924
OG0001236	Prbg.g_01823	Syap.g_01069
OG0001237	Prbg.g_01827	Syap.g_01073
OG0001238	Prbg.g_01904	Syap.g_01028
OG0001239	Prbg.g_00798	Syap.g_01693, Syap.g_01692
OG0001242	Prbg.g_00893	Syap.g_02227, Syap.g_02229
OG0001243	Prbg.g_00900	Syap.g_02219
OG0001244	Prbg.g_00915	Syap.g_02192
OG0001248	Prbg.g_01127	Syap.g_00423
OG0001249	Prbg.g_00114	Syap.g_00575
OG0001250	Prbg.g_01202	Syap.g_01836
OG0001251	Prbg.g_01063	Syap.g_01549, Syap.g_01727
OG0001253	Prbg.g_00361	Syap.g_01969
OG0001255	Prbg.g_01504	Syap.g_02523
OG0001256	Prbg.g_00680	Syap.g_01225
OG0001258	Prbg.g_01646	Syap.g_00617
OG0001260	Prbg.g_01708	Syap.g_01497
OG0001261	Prbg.g_01776	Syap.g_00482
OG0001262	Prbg.g_01886	Syap.g_00981
OG0001263	Prbg.g_00902	Syap.g_02216
OG0001265	Prbg.g_00892	Syap.g_02231
OG0001266	Prbg.g_00982	Syap.g_01618
OG0001267	Prbg.g_00059	Syap.g_01360
OG0001268	Prbg.g_00122	Syap.g_00563
OG0001270	Prbg.g_00154	Syap.g_02056
OG0001271	Prbg.g_00191	Syap.g_02759
OG0001272	Prbg.g_00205	Syap.g_02250
OG0001274	Prbg.g_01006	Syap.g_01897
OG0001275	Prbg.g_01315	Syap.g_02694
OG0001276	Prbg.g_01329	Syap.g_01873
OG0001277	Prbg.g_01926	Syap.g_01293
OG0001278	Prbg.g_01432	Syap.g_02438
OG0001279	Prbg.g_00407	Syap.g_02663
OG0001282	Prbg.g_00530	Syap.g_01701
OG0001284	Prbg.g_00666	Syap.g_00047
OG0001286	Prbg.g_01789	Syap.g_00467
OG0001287	Prbg.g_01849	Syap.g_00418
OG0001288	Prbg.g_01859	Syap.g_01123
OG0001289	Prbg.g_00783	Syap.g_02365
