Orthogroup	Prbg	Syaj
OG0000537	Prbg.g_00211	Syaj.g_00085
OG0000538	Prbg.g_00220	Syaj.g_00096
OG0000539	Prbg.g_00221	Syaj.g_00097
OG0000540	Prbg.g_00222	Syaj.g_00098
OG0000541	Prbg.g_00223	Syaj.g_00099
OG0000542	Prbg.g_00224	Syaj.g_00102
OG0000543	Prbg.g_00226	Syaj.g_00104
OG0000544	Prbg.g_00227	Syaj.g_00105
OG0000545	Prbg.g_00229	Syaj.g_00107
OG0000546	Prbg.g_00232	Syaj.g_00109
OG0000547	Prbg.g_00234	Syaj.g_00111
OG0000548	Prbg.g_00235	Syaj.g_00112
OG0000549	Prbg.g_00237	Syaj.g_00118
OG0000550	Prbg.g_00241	Syaj.g_00123
OG0000551	Prbg.g_00244	Syaj.g_00128
OG0000552	Prbg.g_00245	Syaj.g_00129
OG0000553	Prbg.g_00246	Syaj.g_00133
OG0000554	Prbg.g_00251	Syaj.g_00145
OG0000555	Prbg.g_00259	Syaj.g_00163
OG0000556	Prbg.g_00261	Syaj.g_00167
OG0000557	Prbg.g_00262	Syaj.g_00178
OG0000558	Prbg.g_00265	Syaj.g_00181
OG0000559	Prbg.g_00269	Syaj.g_00185
OG0000560	Prbg.g_00272	Syaj.g_00188
OG0000561	Prbg.g_00273	Syaj.g_00189
OG0000562	Prbg.g_00274	Syaj.g_00190
OG0000563	Prbg.g_00275	Syaj.g_00191
OG0000564	Prbg.g_00276	Syaj.g_00192
OG0000565	Prbg.g_00278	Syaj.g_00195
OG0000566	Prbg.g_00282	Syaj.g_00199
OG0000567	Prbg.g_00286	Syaj.g_00203
OG0000568	Prbg.g_00287	Syaj.g_00207
OG0000569	Prbg.g_00288	Syaj.g_00208
OG0000570	Prbg.g_00289	Syaj.g_00209
OG0000571	Prbg.g_00291	Syaj.g_00213
OG0000572	Prbg.g_00305	Syaj.g_00230
OG0000573	Prbg.g_00311	Syaj.g_00238
OG0000574	Prbg.g_00312	Syaj.g_00242
OG0000575	Prbg.g_00316	Syaj.g_00247
OG0000576	Prbg.g_00318	Syaj.g_00249
OG0000577	Prbg.g_00319	Syaj.g_00250
OG0000578	Prbg.g_00320	Syaj.g_00251
OG0000579	Prbg.g_00321	Syaj.g_00252
OG0000580	Prbg.g_00322	Syaj.g_00253
OG0000581	Prbg.g_00325	Syaj.g_00261
OG0000582	Prbg.g_00328	Syaj.g_01338
OG0000583	Prbg.g_00329	Syaj.g_01337
OG0000584	Prbg.g_00330	Syaj.g_01336
OG0000585	Prbg.g_00332	Syaj.g_01334
OG0000586	Prbg.g_00333	Syaj.g_01333
OG0000587	Prbg.g_00334	Syaj.g_01331
OG0000588	Prbg.g_00338	Syaj.g_01313
OG0000589	Prbg.g_00340	Syaj.g_01308
OG0000590	Prbg.g_00341	Syaj.g_01307
OG0000591	Prbg.g_00345	Syaj.g_01299
OG0000592	Prbg.g_00346	Syaj.g_01298
OG0000593	Prbg.g_01425	Syaj.g_01287
OG0000594	Prbg.g_01424	Syaj.g_01286
OG0000595	Prbg.g_01423	Syaj.g_01285
OG0000596	Prbg.g_01419	Syaj.g_01280
OG0000597	Prbg.g_01416	Syaj.g_01277
OG0000598	Prbg.g_01415	Syaj.g_01276
OG0000599	Prbg.g_01412	Syaj.g_01273
OG0000600	Prbg.g_01411	Syaj.g_01272
OG0000601	Prbg.g_01410	Syaj.g_01271
OG0000602	Prbg.g_01408	Syaj.g_01266
OG0000603	Prbg.g_01407	Syaj.g_01265
OG0000604	Prbg.g_01406	Syaj.g_01262
OG0000605	Prbg.g_01405	Syaj.g_01153
OG0000606	Prbg.g_01402	Syaj.g_00698
OG0000607	Prbg.g_01399	Syaj.g_00702
OG0000608	Prbg.g_01398	Syaj.g_00703
OG0000609	Prbg.g_01397	Syaj.g_00705
OG0000610	Prbg.g_01391	Syaj.g_00714
OG0000611	Prbg.g_01388	Syaj.g_00717
OG0000612	Prbg.g_01387	Syaj.g_00718
OG0000613	Prbg.g_01114	Syaj.g_02500
OG0000614	Prbg.g_01135	Syaj.g_00480
OG0000615	Prbg.g_01146	Syaj.g_01065
OG0000616	Prbg.g_01939	Syaj.g_02245
OG0000617	Prbg.g_01371	Syaj.g_00952
OG0000618	Prbg.g_01370	Syaj.g_00951
OG0000619	Prbg.g_01369	Syaj.g_00950
OG0000620	Prbg.g_01366	Syaj.g_00945
OG0000621	Prbg.g_01365	Syaj.g_00944
OG0000622	Prbg.g_01364	Syaj.g_00943
OG0000623	Prbg.g_01363	Syaj.g_00942
OG0000624	Prbg.g_01361	Syaj.g_00940
OG0000625	Prbg.g_01360	Syaj.g_00939
OG0000626	Prbg.g_01359	Syaj.g_00938
OG0000627	Prbg.g_01358	Syaj.g_00765
OG0000628	Prbg.g_01357	Syaj.g_00766
OG0000629	Prbg.g_01356	Syaj.g_00769
OG0000630	Prbg.g_01353	Syaj.g_00773
OG0000631	Prbg.g_01260	Syaj.g_00786
OG0000632	Prbg.g_01261	Syaj.g_00787
OG0000633	Prbg.g_01262	Syaj.g_00789
OG0000634	Prbg.g_01155	Syaj.g_01030
OG0000635	Prbg.g_01156	Syaj.g_01029
OG0000636	Prbg.g_01158	Syaj.g_01024
OG0000637	Prbg.g_01160	Syaj.g_01022
OG0000638	Prbg.g_01161	Syaj.g_01021
OG0000639	Prbg.g_01162	Syaj.g_01020
OG0000640	Prbg.g_01163	Syaj.g_01019
OG0000641	Prbg.g_01167	Syaj.g_01015
OG0000642	Prbg.g_01168	Syaj.g_01014
OG0000643	Prbg.g_01169	Syaj.g_01012
OG0000644	Prbg.g_01170	Syaj.g_01011
OG0000645	Prbg.g_01171	Syaj.g_01009
OG0000646	Prbg.g_01173	Syaj.g_01006
OG0000647	Prbg.g_01175	Syaj.g_01004
OG0000648	Prbg.g_01177	Syaj.g_01001
OG0000649	Prbg.g_01178	Syaj.g_01000
OG0000650	Prbg.g_01179	Syaj.g_00999
OG0000651	Prbg.g_01180	Syaj.g_00998
OG0000652	Prbg.g_01181	Syaj.g_00997
OG0000653	Prbg.g_01183	Syaj.g_00991
OG0000654	Prbg.g_01184	Syaj.g_00990
OG0000655	Prbg.g_01185	Syaj.g_00989
OG0000656	Prbg.g_01188	Syaj.g_00986
OG0000657	Prbg.g_01196	Syaj.g_00382
OG0000658	Prbg.g_01198	Syaj.g_00379
OG0000659	Prbg.g_01199	Syaj.g_00378
OG0000660	Prbg.g_01203	Syaj.g_00374
OG0000661	Prbg.g_01205	Syaj.g_00372
OG0000662	Prbg.g_01207	Syaj.g_00370
OG0000663	Prbg.g_01209	Syaj.g_00367
OG0000664	Prbg.g_01210	Syaj.g_00358
OG0000665	Prbg.g_01216	Syaj.g_01243
OG0000666	Prbg.g_01217	Syaj.g_01154
OG0000667	Prbg.g_01221	Syaj.g_02661
OG0000668	Prbg.g_01062	Syaj.g_00816
OG0000669	Prbg.g_01073	Syaj.g_00730
OG0000670	Prbg.g_01076	Syaj.g_00733
OG0000671	Prbg.g_01079	Syaj.g_00735
OG0000672	Prbg.g_01082	Syaj.g_00739
OG0000673	Prbg.g_01085	Syaj.g_00742
OG0000674	Prbg.g_01087	Syaj.g_00744
OG0000675	Prbg.g_01088	Syaj.g_00757
OG0000676	Prbg.g_01090	Syaj.g_00759
OG0000677	Prbg.g_01091	Syaj.g_00760
OG0000678	Prbg.g_01093	Syaj.g_01075
OG0000679	Prbg.g_01097	Syaj.g_01061
OG0000680	Prbg.g_01098	Syaj.g_01060
OG0000681	Prbg.g_01101	Syaj.g_01057
OG0000682	Prbg.g_01102	Syaj.g_01056
OG0000683	Prbg.g_01103	Syaj.g_01055
OG0000684	Prbg.g_01105	Syaj.g_01051
OG0000685	Prbg.g_01107	Syaj.g_01049
OG0000686	Prbg.g_01108	Syaj.g_01048
OG0000687	Prbg.g_01109	Syaj.g_01047
OG0000688	Prbg.g_01383	Syaj.g_01041
OG0000689	Prbg.g_01382	Syaj.g_01039
OG0000690	Prbg.g_01381	Syaj.g_01038
OG0000691	Prbg.g_01380	Syaj.g_01037
OG0000692	Prbg.g_01378	Syaj.g_01036
OG0000693	Prbg.g_01377	Syaj.g_01034
OG0000694	Prbg.g_01376	Syaj.g_01033
OG0000695	Prbg.g_01264	Syaj.g_00791
OG0000696	Prbg.g_01265	Syaj.g_00792
OG0000697	Prbg.g_01266	Syaj.g_00932
OG0000698	Prbg.g_01269	Syaj.g_00929
OG0000699	Prbg.g_01270	Syaj.g_00928
OG0000700	Prbg.g_01271	Syaj.g_00927
OG0000701	Prbg.g_01272	Syaj.g_00926
OG0000702	Prbg.g_01274	Syaj.g_00916
OG0000703	Prbg.g_01275	Syaj.g_00915
OG0000704	Prbg.g_01277	Syaj.g_00913
OG0000705	Prbg.g_01280	Syaj.g_00906
OG0000706	Prbg.g_01281	Syaj.g_00905
OG0000707	Prbg.g_01282	Syaj.g_00904
OG0000708	Prbg.g_01284	Syaj.g_00901
OG0000709	Prbg.g_01288	Syaj.g_00872
OG0000710	Prbg.g_01291	Syaj.g_00867
OG0000711	Prbg.g_01309	Syaj.g_00839
OG0000712	Prbg.g_01310	Syaj.g_00837
OG0000713	Prbg.g_01311	Syaj.g_00836
OG0000714	Prbg.g_01312	Syaj.g_00834
OG0000715	Prbg.g_01314	Syaj.g_00832
OG0000716	Prbg.g_01316	Syaj.g_00825
OG0000717	Prbg.g_01317	Syaj.g_00824
OG0000718	Prbg.g_01321	Syaj.g_00820
OG0000719	Prbg.g_01323	Syaj.g_00818
OG0000720	Prbg.g_01335	Syaj.g_00805
OG0000721	Prbg.g_01339	Syaj.g_00803
OG0000722	Prbg.g_01340	Syaj.g_00802
OG0000723	Prbg.g_01344	Syaj.g_00934
OG0000724	Prbg.g_01239	Syaj.g_00421
OG0000725	Prbg.g_01233	Syaj.g_00430
OG0000726	Prbg.g_01232	Syaj.g_00431
OG0000727	Prbg.g_01231	Syaj.g_00432
OG0000728	Prbg.g_01229	Syaj.g_00434
OG0000729	Prbg.g_00455	Syaj.g_02397
OG0000730	Prbg.g_01528	Syaj.g_02802
OG0000731	Prbg.g_00123	Syaj.g_02814
OG0000732	Prbg.g_01890	Syaj.g_02315
OG0000733	Prbg.g_00750	Syaj.g_02151
OG0000734	Prbg.g_01502	Syaj.g_01895
OG0000735	Prbg.g_01500	Syaj.g_00286
OG0000736	Prbg.g_01499	Syaj.g_00287
OG0000737	Prbg.g_01498	Syaj.g_00288
OG0000738	Prbg.g_01494	Syaj.g_00293
OG0000739	Prbg.g_01493	Syaj.g_00295
OG0000740	Prbg.g_01492	Syaj.g_00296
OG0000741	Prbg.g_01490	Syaj.g_00299
OG0000742	Prbg.g_01487	Syaj.g_00301
OG0000743	Prbg.g_01485	Syaj.g_00303
OG0000744	Prbg.g_01484	Syaj.g_00304
OG0000745	Prbg.g_01483	Syaj.g_00306
OG0000746	Prbg.g_01481	Syaj.g_00308
OG0000747	Prbg.g_01480	Syaj.g_00309
OG0000748	Prbg.g_01476	Syaj.g_00319
OG0000749	Prbg.g_01475	Syaj.g_00322
OG0000750	Prbg.g_01474	Syaj.g_00323
OG0000751	Prbg.g_01471	Syaj.g_00331
OG0000752	Prbg.g_01469	Syaj.g_00333
OG0000753	Prbg.g_01467	Syaj.g_00336
OG0000754	Prbg.g_01464	Syaj.g_00643
OG0000755	Prbg.g_01458	Syaj.g_00631
OG0000756	Prbg.g_01457	Syaj.g_00625
OG0000757	Prbg.g_01450	Syaj.g_00614
OG0000758	Prbg.g_01449	Syaj.g_00613
OG0000759	Prbg.g_01448	Syaj.g_00612
OG0000760	Prbg.g_01447	Syaj.g_00611
OG0000761	Prbg.g_01446	Syaj.g_00609
OG0000762	Prbg.g_01445	Syaj.g_00603
OG0000763	Prbg.g_01443	Syaj.g_00597
OG0000764	Prbg.g_01442	Syaj.g_00596
OG0000765	Prbg.g_01434	Syaj.g_00577
OG0000766	Prbg.g_01433	Syaj.g_00576
OG0000767	Prbg.g_01431	Syaj.g_00574
OG0000768	Prbg.g_01430	Syaj.g_00573
OG0000769	Prbg.g_01428	Syaj.g_00571
OG0000770	Prbg.g_00351	Syaj.g_00567
OG0000771	Prbg.g_00687	Syaj.g_00415
OG0000772	Prbg.g_01576	Syaj.g_01208
OG0000773	Prbg.g_00468	Syaj.g_00280
OG0000774	Prbg.g_00470	Syaj.g_01502
OG0000775	Prbg.g_00472	Syaj.g_01504
OG0000776	Prbg.g_00473	Syaj.g_01505
OG0000777	Prbg.g_00474	Syaj.g_01506
OG0000778	Prbg.g_00475	Syaj.g_01507
OG0000779	Prbg.g_00479	Syaj.g_01513
OG0000780	Prbg.g_00480	Syaj.g_01517
OG0000781	Prbg.g_00484	Syaj.g_01521
OG0000782	Prbg.g_00485	Syaj.g_01522
OG0000783	Prbg.g_00486	Syaj.g_01524
OG0000784	Prbg.g_00487	Syaj.g_01525
OG0000785	Prbg.g_00489	Syaj.g_01526
OG0000786	Prbg.g_00492	Syaj.g_00265
OG0000787	Prbg.g_00493	Syaj.g_00264
OG0000788	Prbg.g_00218	Syaj.g_01270
OG0000789	Prbg.g_00690	Syaj.g_01121
OG0000790	Prbg.g_00534	Syaj.g_00054
OG0000791	Prbg.g_00536	Syaj.g_00053
OG0000792	Prbg.g_00537	Syaj.g_00052
OG0000793	Prbg.g_00540	Syaj.g_00047
OG0000794	Prbg.g_00541	Syaj.g_00046
OG0000795	Prbg.g_00542	Syaj.g_00045
OG0000796	Prbg.g_00546	Syaj.g_00039
OG0000797	Prbg.g_00547	Syaj.g_00038
OG0000799	Prbg.g_00574	Syaj.g_01352
OG0000800	Prbg.g_00575	Syaj.g_01354
OG0000801	Prbg.g_00576	Syaj.g_01355
OG0000802	Prbg.g_00578	Syaj.g_01359
OG0000803	Prbg.g_00580	Syaj.g_01363
OG0000804	Prbg.g_00581	Syaj.g_01366
OG0000805	Prbg.g_00583	Syaj.g_01369
OG0000806	Prbg.g_00585	Syaj.g_01370
OG0000807	Prbg.g_00586	Syaj.g_01372
OG0000808	Prbg.g_00587	Syaj.g_01373
OG0000809	Prbg.g_00589	Syaj.g_01376
OG0000810	Prbg.g_00590	Syaj.g_01377
OG0000811	Prbg.g_00594	Syaj.g_01385
OG0000812	Prbg.g_00596	Syaj.g_01387
OG0000813	Prbg.g_00597	Syaj.g_01388
OG0000814	Prbg.g_00599	Syaj.g_01390
OG0000815	Prbg.g_00600	Syaj.g_01391
OG0000816	Prbg.g_00602	Syaj.g_01392
OG0000817	Prbg.g_00603	Syaj.g_01393
OG0000818	Prbg.g_00608	Syaj.g_01399
OG0000819	Prbg.g_00609	Syaj.g_01400
OG0000820	Prbg.g_00610	Syaj.g_01401
OG0000821	Prbg.g_00614	Syaj.g_01412
OG0000822	Prbg.g_00615	Syaj.g_01414
OG0000823	Prbg.g_00616	Syaj.g_01415
OG0000824	Prbg.g_00619	Syaj.g_01421
OG0000825	Prbg.g_00620	Syaj.g_01422
OG0000826	Prbg.g_00621	Syaj.g_01423
OG0000827	Prbg.g_00622	Syaj.g_01424
OG0000828	Prbg.g_00625	Syaj.g_01427
OG0000829	Prbg.g_00626	Syaj.g_01428
OG0000830	Prbg.g_00627	Syaj.g_01429
OG0000831	Prbg.g_00629	Syaj.g_01431
OG0000832	Prbg.g_00639	Syaj.g_01635
OG0000833	Prbg.g_00648	Syaj.g_01647
OG0000834	Prbg.g_00649	Syaj.g_01649
OG0000835	Prbg.g_00650	Syaj.g_01650
OG0000836	Prbg.g_00651	Syaj.g_01654
OG0000837	Prbg.g_00652	Syaj.g_01661
OG0000838	Prbg.g_00654	Syaj.g_01665
OG0000839	Prbg.g_00655	Syaj.g_01666
OG0000840	Prbg.g_00656	Syaj.g_01667
OG0000841	Prbg.g_00657	Syaj.g_01668
OG0000842	Prbg.g_00658	Syaj.g_01669
OG0000843	Prbg.g_00659	Syaj.g_01670
OG0000844	Prbg.g_00660	Syaj.g_01680
OG0000845	Prbg.g_00661	Syaj.g_01681
OG0000846	Prbg.g_00662	Syaj.g_01682
OG0000847	Prbg.g_00663	Syaj.g_01683
OG0000848	Prbg.g_00664	Syaj.g_01685
OG0000849	Prbg.g_00665	Syaj.g_01686
OG0000850	Prbg.g_00667	Syaj.g_01689
OG0000851	Prbg.g_00668	Syaj.g_01694
OG0000852	Prbg.g_00669	Syaj.g_01695
OG0000853	Prbg.g_00675	Syaj.g_01699
OG0000854	Prbg.g_00677	Syaj.g_01701
OG0000855	Prbg.g_00678	Syaj.g_01702
OG0000856	Prbg.g_00348	Syaj.g_01296
OG0000857	Prbg.g_01174	Syaj.g_01005
OG0000858	Prbg.g_01643	Syaj.g_01708
OG0000859	Prbg.g_01644	Syaj.g_01709
OG0000860	Prbg.g_01652	Syaj.g_01723
OG0000861	Prbg.g_01653	Syaj.g_01724
OG0000862	Prbg.g_01654	Syaj.g_01725
OG0000863	Prbg.g_01656	Syaj.g_01728
OG0000864	Prbg.g_01657	Syaj.g_01729
OG0000865	Prbg.g_01658	Syaj.g_01730
OG0000866	Prbg.g_01659	Syaj.g_01731
OG0000867	Prbg.g_01660	Syaj.g_01732
OG0000868	Prbg.g_01662	Syaj.g_01734
OG0000869	Prbg.g_01665	Syaj.g_01742
OG0000870	Prbg.g_01670	Syaj.g_01747
OG0000871	Prbg.g_01671	Syaj.g_01748
OG0000872	Prbg.g_01672	Syaj.g_01756
OG0000873	Prbg.g_01675	Syaj.g_01759
OG0000874	Prbg.g_01678	Syaj.g_01754
OG0000875	Prbg.g_01679	Syaj.g_01762
OG0000876	Prbg.g_01680	Syaj.g_02084
OG0000877	Prbg.g_01682	Syaj.g_01586
OG0000878	Prbg.g_01683	Syaj.g_01587
OG0000879	Prbg.g_01684	Syaj.g_01588
OG0000880	Prbg.g_01685	Syaj.g_01589
OG0000881	Prbg.g_01689	Syaj.g_01595
OG0000882	Prbg.g_01694	Syaj.g_01599
OG0000883	Prbg.g_01696	Syaj.g_01601
OG0000884	Prbg.g_01698	Syaj.g_01603
OG0000885	Prbg.g_01699	Syaj.g_01604
OG0000886	Prbg.g_01700	Syaj.g_01605
OG0000887	Prbg.g_01701	Syaj.g_01606
OG0000888	Prbg.g_01703	Syaj.g_01608
OG0000889	Prbg.g_01705	Syaj.g_01610
OG0000890	Prbg.g_01706	Syaj.g_01615
OG0000891	Prbg.g_01707	Syaj.g_01616
OG0000892	Prbg.g_01709	Syaj.g_01620
OG0000893	Prbg.g_01713	Syaj.g_02636
OG0000894	Prbg.g_01716	Syaj.g_02639
OG0000895	Prbg.g_01720	Syaj.g_02643
OG0000896	Prbg.g_01721	Syaj.g_02644
OG0000897	Prbg.g_01723	Syaj.g_02646
OG0000898	Prbg.g_01724	Syaj.g_02647
OG0000899	Prbg.g_01725	Syaj.g_02648
OG0000900	Prbg.g_01726	Syaj.g_02649
OG0000901	Prbg.g_01729	Syaj.g_02654
OG0000902	Prbg.g_01731	Syaj.g_02656
OG0000903	Prbg.g_01735	Syaj.g_02689
OG0000904	Prbg.g_01739	Syaj.g_02684
OG0000905	Prbg.g_01733	Syaj.g_02678
OG0000906	Prbg.g_01732	Syaj.g_02676
OG0000907	Prbg.g_01742	Syaj.g_02692
OG0000908	Prbg.g_01745	Syaj.g_02695
OG0000909	Prbg.g_01746	Syaj.g_02696
OG0000910	Prbg.g_01747	Syaj.g_02697
OG0000911	Prbg.g_01749	Syaj.g_02699
OG0000912	Prbg.g_01750	Syaj.g_02700
OG0000913	Prbg.g_01751	Syaj.g_02701
OG0000914	Prbg.g_01752	Syaj.g_02702
OG0000915	Prbg.g_01753	Syaj.g_02704
OG0000916	Prbg.g_01754	Syaj.g_02705
OG0000917	Prbg.g_01755	Syaj.g_02706
OG0000918	Prbg.g_01756	Syaj.g_02707
OG0000919	Prbg.g_01757	Syaj.g_02708
OG0000920	Prbg.g_01758	Syaj.g_02709
OG0000921	Prbg.g_01759	Syaj.g_02710
OG0000922	Prbg.g_01760	Syaj.g_02711
OG0000923	Prbg.g_01764	Syaj.g_02715
OG0000924	Prbg.g_01765	Syaj.g_02716
OG0000925	Prbg.g_01766	Syaj.g_02717
OG0000926	Prbg.g_01767	Syaj.g_02718
OG0000927	Prbg.g_01769	Syaj.g_02720
OG0000928	Prbg.g_01770	Syaj.g_02721
OG0000929	Prbg.g_01771	Syaj.g_02722
OG0000930	Prbg.g_01772	Syaj.g_02723
OG0000931	Prbg.g_01773	Syaj.g_02724
OG0000932	Prbg.g_01774	Syaj.g_02725
OG0000933	Prbg.g_01778	Syaj.g_02731
OG0000934	Prbg.g_01780	Syaj.g_02733
OG0000935	Prbg.g_01781	Syaj.g_02734
OG0000936	Prbg.g_01782	Syaj.g_02735
OG0000937	Prbg.g_01783	Syaj.g_02736
OG0000938	Prbg.g_01786	Syaj.g_02739
OG0000939	Prbg.g_01787	Syaj.g_02740
OG0000940	Prbg.g_01794	Syaj.g_02747
OG0000941	Prbg.g_01796	Syaj.g_02749
OG0000942	Prbg.g_01798	Syaj.g_02751
OG0000943	Prbg.g_01799	Syaj.g_02752
OG0000944	Prbg.g_01801	Syaj.g_02754
OG0000945	Prbg.g_01802	Syaj.g_02756
OG0000946	Prbg.g_01807	Syaj.g_02761
OG0000947	Prbg.g_01809	Syaj.g_02764
OG0000948	Prbg.g_01810	Syaj.g_02765
OG0000949	Prbg.g_01813	Syaj.g_02474
OG0000950	Prbg.g_01820	Syaj.g_02459
OG0000951	Prbg.g_01824	Syaj.g_02452
OG0000952	Prbg.g_01828	Syaj.g_02446
OG0000953	Prbg.g_01832	Syaj.g_02442
OG0000954	Prbg.g_01836	Syaj.g_02435
OG0000955	Prbg.g_01837	Syaj.g_02434
OG0000956	Prbg.g_01839	Syaj.g_02432
OG0000957	Prbg.g_01845	Syaj.g_02419
OG0000958	Prbg.g_01846	Syaj.g_02418
OG0000959	Prbg.g_01850	Syaj.g_02413
OG0000960	Prbg.g_01851	Syaj.g_02412
OG0000961	Prbg.g_01854	Syaj.g_02402
OG0000962	Prbg.g_01856	Syaj.g_02398
OG0000963	Prbg.g_01860	Syaj.g_02393
OG0000964	Prbg.g_01861	Syaj.g_02392
OG0000965	Prbg.g_01862	Syaj.g_02391
OG0000966	Prbg.g_01868	Syaj.g_02370
OG0000967	Prbg.g_01872	Syaj.g_02334
OG0000968	Prbg.g_01874	Syaj.g_02363
OG0000969	Prbg.g_01875	Syaj.g_02338
OG0000970	Prbg.g_01876	Syaj.g_02337
OG0000971	Prbg.g_01877	Syaj.g_02331
OG0000972	Prbg.g_01878	Syaj.g_02330
OG0000973	Prbg.g_01879	Syaj.g_02329
OG0000974	Prbg.g_01880	Syaj.g_02328
OG0000975	Prbg.g_01881	Syaj.g_02327
OG0000976	Prbg.g_01882	Syaj.g_02326
OG0000977	Prbg.g_01883	Syaj.g_02324
OG0000978	Prbg.g_01884	Syaj.g_02322
OG0000979	Prbg.g_01887	Syaj.g_02319
OG0000980	Prbg.g_01889	Syaj.g_02316
OG0000981	Prbg.g_01892	Syaj.g_02313
OG0000982	Prbg.g_01894	Syaj.g_02112
OG0000983	Prbg.g_01895	Syaj.g_02113
OG0000984	Prbg.g_01896	Syaj.g_02114
OG0000985	Prbg.g_01899	Syaj.g_02116
OG0000986	Prbg.g_01901	Syaj.g_02123
OG0000987	Prbg.g_01902	Syaj.g_02125
OG0000988	Prbg.g_01905	Syaj.g_02131
OG0000989	Prbg.g_01909	Syaj.g_02142
OG0000990	Prbg.g_01913	Syaj.g_02165
OG0000991	Prbg.g_01914	Syaj.g_02168
OG0000992	Prbg.g_01917	Syaj.g_02171
OG0000993	Prbg.g_01918	Syaj.g_02173
OG0000994	Prbg.g_01919	Syaj.g_02177
OG0000995	Prbg.g_01923	Syaj.g_02182
OG0000996	Prbg.g_01924	Syaj.g_02221
OG0000997	Prbg.g_01927	Syaj.g_02228
OG0000998	Prbg.g_01929	Syaj.g_02230
OG0000999	Prbg.g_01930	Syaj.g_02231
OG0001000	Prbg.g_01933	Syaj.g_02236
OG0001001	Prbg.g_01936	Syaj.g_02241
OG0001002	Prbg.g_00758	Syaj.g_02248
OG0001003	Prbg.g_00759	Syaj.g_02250
OG0001004	Prbg.g_00760	Syaj.g_02251
OG0001005	Prbg.g_00761	Syaj.g_02252
OG0001006	Prbg.g_00765	Syaj.g_02260
OG0001007	Prbg.g_00767	Syaj.g_02262
OG0001008	Prbg.g_00157	Syaj.g_01554
OG0001009	Prbg.g_00847	Syaj.g_02294
OG0001010	Prbg.g_00846	Syaj.g_02295
OG0001011	Prbg.g_00844	Syaj.g_02296
OG0001012	Prbg.g_00830	Syaj.g_02108
OG0001014	Prbg.g_00820	Syaj.g_02083
OG0001015	Prbg.g_00818	Syaj.g_02082
OG0001016	Prbg.g_00796	Syaj.g_01824
OG0001017	Prbg.g_00792	Syaj.g_01830
OG0001018	Prbg.g_00790	Syaj.g_01832
OG0001019	Prbg.g_00781	Syaj.g_01849
OG0001020	Prbg.g_00780	Syaj.g_01862
OG0001021	Prbg.g_00861	Syaj.g_01867
OG0001022	Prbg.g_00864	Syaj.g_01872
OG0001023	Prbg.g_00865	Syaj.g_01873
OG0001024	Prbg.g_00869	Syaj.g_01877
OG0001025	Prbg.g_00876	Syaj.g_01884
OG0001026	Prbg.g_00885	Syaj.g_01897
OG0001027	Prbg.g_00886	Syaj.g_01903
OG0001028	Prbg.g_00888	Syaj.g_01905
OG0001029	Prbg.g_00889	Syaj.g_01907
OG0001030	Prbg.g_00905	Syaj.g_01933
OG0001031	Prbg.g_00965	Syaj.g_02012
OG0001032	Prbg.g_00966	Syaj.g_02015
OG0001033	Prbg.g_00987	Syaj.g_02044
OG0001034	Prbg.g_01018	Syaj.g_02875
OG0001035	Prbg.g_01038	Syaj.g_02603
OG0001036	Prbg.g_01042	Syaj.g_02599
OG0001037	Prbg.g_01043	Syaj.g_02597
OG0001038	Prbg.g_00057	Syaj.g_02567
OG0001039	Prbg.g_00060	Syaj.g_02564
OG0001040	Prbg.g_00062	Syaj.g_02561
OG0001041	Prbg.g_00067	Syaj.g_02556
OG0001042	Prbg.g_00084	Syaj.g_02527
OG0001043	Prbg.g_00085	Syaj.g_02523
OG0001044	Prbg.g_00116	Syaj.g_02804
OG0001045	Prbg.g_00125	Syaj.g_02817
OG0001046	Prbg.g_01602	Syaj.g_00851
OG0001047	Prbg.g_00159	Syaj.g_01552
OG0001048	Prbg.g_00160	Syaj.g_01551
OG0001049	Prbg.g_00162	Syaj.g_01548
OG0001050	Prbg.g_00163	Syaj.g_01547
OG0001051	Prbg.g_00164	Syaj.g_01546
OG0001052	Prbg.g_00190	Syaj.g_01448
OG0001053	Prbg.g_00202	Syaj.g_00075
OG0001054	Prbg.g_00217	Syaj.g_00092
OG0001055	Prbg.g_00236	Syaj.g_00113
OG0001056	Prbg.g_00253	Syaj.g_00149
OG0001057	Prbg.g_00258	Syaj.g_00160
OG0001058	Prbg.g_00267	Syaj.g_00183
OG0001059	Prbg.g_00271	Syaj.g_00187
OG0001060	Prbg.g_00277	Syaj.g_00193
OG0001061	Prbg.g_00292	Syaj.g_00214
OG0001062	Prbg.g_00294	Syaj.g_00216
OG0001063	Prbg.g_00296	Syaj.g_00222
OG0001064	Prbg.g_00297	Syaj.g_00223
OG0001065	Prbg.g_00298	Syaj.g_00224
OG0001066	Prbg.g_00299	Syaj.g_00225
OG0001067	Prbg.g_00300	Syaj.g_00226
OG0001068	Prbg.g_00301	Syaj.g_00227
OG0001069	Prbg.g_00302	Syaj.g_00228
OG0001070	Prbg.g_00306	Syaj.g_00231
OG0001071	Prbg.g_00307	Syaj.g_00232
OG0001072	Prbg.g_00309	Syaj.g_00236
OG0001073	Prbg.g_00323	Syaj.g_00254
OG0001074	Prbg.g_00335	Syaj.g_01327
OG0001075	Prbg.g_00336	Syaj.g_01325
