Orthogroup	Syas	Syaf
OG0000588	Syas.g_00960	Syaf.g_02350
OG0000589	Syas.g_00121	Syaf.g_02340
OG0000590	Syas.g_00120	Syaf.g_02339
OG0000591	Syas.g_00106	Syaf.g_02331
OG0000592	Syas.g_00105	Syaf.g_02330
OG0000593	Syas.g_00750	Syaf.g_02314
OG0000594	Syas.g_00749	Syaf.g_02313
OG0000595	Syas.g_00748	Syaf.g_02312
OG0000596	Syas.g_00743	Syaf.g_02307
OG0000597	Syas.g_00740	Syaf.g_02304
OG0000598	Syas.g_00739	Syaf.g_02303
OG0000599	Syas.g_00732	Syaf.g_02300
OG0000600	Syas.g_00731	Syaf.g_02299
OG0000601	Syas.g_00730	Syaf.g_02298
OG0000602	Syas.g_00725	Syaf.g_02293
OG0000603	Syas.g_00724	Syaf.g_02292
OG0000604	Syas.g_00721	Syaf.g_02289
OG0000605	Syas.g_00719	Syaf.g_01734
OG0000606	Syas.g_00716	Syaf.g_02145
OG0000607	Syas.g_00713	Syaf.g_02142
OG0000608	Syas.g_00712	Syaf.g_02141
OG0000609	Syas.g_00710	Syaf.g_02139
OG0000610	Syas.g_00702	Syaf.g_02132
OG0000611	Syas.g_00699	Syaf.g_02129
OG0000612	Syas.g_00698	Syaf.g_02128
OG0000613	Syas.g_01825	Syaf.g_00315
OG0000614	Syas.g_01044	Syaf.g_01469
OG0000615	Syas.g_00650	Syaf.g_02085
OG0000616	Syas.g_02011	Syaf.g_00518
OG0000617	Syas.g_00180	Syaf.g_01975
OG0000618	Syas.g_00181	Syaf.g_01974
OG0000619	Syas.g_00182	Syaf.g_01973
OG0000620	Syas.g_00188	Syaf.g_01966
OG0000621	Syas.g_00189	Syaf.g_01965
OG0000622	Syas.g_00190	Syaf.g_01964
OG0000623	Syas.g_00191	Syaf.g_01963
OG0000624	Syas.g_00192	Syaf.g_01961
OG0000625	Syas.g_00193	Syaf.g_01960
OG0000626	Syas.g_00194	Syaf.g_01959
OG0000627	Syas.g_00372	Syaf.g_01782
OG0000628	Syas.g_00373	Syaf.g_01783
OG0000629	Syas.g_00376	Syaf.g_01786
OG0000630	Syas.g_00397	Syaf.g_01790
OG0000631	Syas.g_00405	Syaf.g_01801
OG0000632	Syas.g_00406	Syaf.g_01802
OG0000633	Syas.g_00407	Syaf.g_01803
OG0000634	Syas.g_00600	Syaf.g_02053
OG0000635	Syas.g_00599	Syaf.g_02052
OG0000636	Syas.g_00597	Syaf.g_02050
OG0000637	Syas.g_00595	Syaf.g_02048
OG0000638	Syas.g_00594	Syaf.g_02047
OG0000639	Syas.g_00593	Syaf.g_02046
OG0000640	Syas.g_00592	Syaf.g_02045
OG0000641	Syas.g_00587	Syaf.g_02041
OG0000642	Syas.g_00586	Syaf.g_02040
OG0000643	Syas.g_00585	Syaf.g_02038
OG0000644	Syas.g_00584	Syaf.g_02037
OG0000645	Syas.g_00583	Syaf.g_02035
OG0000646	Syas.g_00580	Syaf.g_02032
OG0000647	Syas.g_00578	Syaf.g_02030
OG0000648	Syas.g_00576	Syaf.g_02027
OG0000649	Syas.g_00575	Syaf.g_02026
OG0000650	Syas.g_00574	Syaf.g_02025
OG0000651	Syas.g_00573	Syaf.g_02024
OG0000652	Syas.g_00572	Syaf.g_02023
OG0000653	Syas.g_00570	Syaf.g_02021
OG0000654	Syas.g_00569	Syaf.g_02020
OG0000655	Syas.g_00568	Syaf.g_02019
OG0000656	Syas.g_00565	Syaf.g_02016
OG0000657	Syas.g_00232	Syaf.g_01384
OG0000658	Syas.g_00235	Syaf.g_01381
OG0000659	Syas.g_00236	Syaf.g_01380
OG0000660	Syas.g_00240	Syaf.g_01376
OG0000662	Syas.g_00281	Syaf.g_01372
OG0000663	Syas.g_00284	Syaf.g_01369
OG0000664	Syas.g_00287	Syaf.g_01368
OG0000665	Syas.g_00385	Syaf.g_00980
OG0000666	Syas.g_01362	Syaf.g_01733
OG0000667	Syas.g_00088	Syaf.g_01635
OG0000668	Syas.g_00221	Syaf.g_01928
OG0000669	Syas.g_00684	Syaf.g_02112
OG0000670	Syas.g_00681	Syaf.g_02769
OG0000671	Syas.g_00679	Syaf.g_02108
OG0000672	Syas.g_00676	Syaf.g_02105
OG0000673	Syas.g_00673	Syaf.g_02102
OG0000674	Syas.g_00671	Syaf.g_02100
OG0000675	Syas.g_00670	Syaf.g_02099
OG0000676	Syas.g_00668	Syaf.g_02097
OG0000677	Syas.g_00667	Syaf.g_02096
OG0000678	Syas.g_00660	Syaf.g_02092
OG0000679	Syas.g_00629	Syaf.g_02083
OG0000680	Syas.g_00628	Syaf.g_02082
OG0000681	Syas.g_00625	Syaf.g_02079
OG0000682	Syas.g_00624	Syaf.g_02078
OG0000683	Syas.g_00623	Syaf.g_02077
OG0000684	Syas.g_00621	Syaf.g_02072
OG0000685	Syas.g_00187	Syaf.g_02070
OG0000686	Syas.g_00619	Syaf.g_02069
OG0000687	Syas.g_00618	Syaf.g_02068
OG0000688	Syas.g_00612	Syaf.g_02063
OG0000689	Syas.g_00610	Syaf.g_02061
OG0000690	Syas.g_00609	Syaf.g_02060
OG0000691	Syas.g_00608	Syaf.g_02059
OG0000692	Syas.g_00606	Syaf.g_02058
OG0000693	Syas.g_00604	Syaf.g_02057
OG0000694	Syas.g_00603	Syaf.g_02056
OG0000695	Syas.g_00410	Syaf.g_01805
OG0000696	Syas.g_00411	Syaf.g_01806
OG0000697	Syas.g_00413	Syaf.g_01808
OG0000698	Syas.g_00417	Syaf.g_01811
OG0000699	Syas.g_00419	Syaf.g_01813
OG0000700	Syas.g_00420	Syaf.g_01814
OG0000701	Syas.g_00421	Syaf.g_01815
OG0000702	Syas.g_00437	Syaf.g_01843
OG0000703	Syas.g_00438	Syaf.g_01844
OG0000704	Syas.g_00446	Syaf.g_01846
OG0000705	Syas.g_00453	Syaf.g_01853
OG0000706	Syas.g_00454	Syaf.g_01854
OG0000707	Syas.g_00455	Syaf.g_01855
OG0000708	Syas.g_00458	Syaf.g_01858
OG0000709	Syas.g_00466	Syaf.g_01867
OG0000710	Syas.g_00497	Syaf.g_01878
OG0000711	Syas.g_00546	Syaf.g_01908
OG0000712	Syas.g_00548	Syaf.g_01910
OG0000713	Syas.g_00549	Syaf.g_01911
OG0000714	Syas.g_00551	Syaf.g_01913
OG0000715	Syas.g_00553	Syaf.g_01915
OG0000716	Syas.g_00556	Syaf.g_01919
OG0000717	Syas.g_00557	Syaf.g_01920
OG0000718	Syas.g_00561	Syaf.g_01924
OG0000719	Syas.g_00223	Syaf.g_01926
OG0000720	Syas.g_00209	Syaf.g_01939
OG0000721	Syas.g_00207	Syaf.g_01941
OG0000722	Syas.g_00206	Syaf.g_01942
OG0000723	Syas.g_00196	Syaf.g_01957
OG0000724	Syas.g_00999	Syaf.g_01418
OG0000725	Syas.g_01024	Syaf.g_01445
OG0000726	Syas.g_01025	Syaf.g_01446
OG0000727	Syas.g_01026	Syaf.g_01447
OG0000728	Syas.g_01028	Syaf.g_01449
OG0000729	Syas.g_02145	Syaf.g_00405
OG0000730	Syas.g_01544	Syaf.g_00026
OG0000731	Syas.g_01532	Syaf.g_00014
OG0000732	Syas.g_02086	Syaf.g_00444
OG0000733	Syas.g_00096	Syaf.g_00615
OG0000734	Syas.g_02414	Syaf.g_00895
OG0000735	Syas.g_01201	Syaf.g_01273
OG0000736	Syas.g_01200	Syaf.g_01274
OG0000737	Syas.g_01199	Syaf.g_01275
OG0000738	Syas.g_01193	Syaf.g_01280
OG0000739	Syas.g_01192	Syaf.g_01281
OG0000740	Syas.g_01191	Syaf.g_01282
OG0000741	Syas.g_01188	Syaf.g_01285
OG0000742	Syas.g_01185	Syaf.g_01287
OG0000743	Syas.g_01182	Syaf.g_01289
OG0000744	Syas.g_01181	Syaf.g_01290
OG0000745	Syas.g_01178	Syaf.g_01293
OG0000746	Syas.g_01176	Syaf.g_01295
OG0000747	Syas.g_01174	Syaf.g_01296
OG0000748	Syas.g_01146	Syaf.g_01307
OG0000749	Syas.g_01144	Syaf.g_01309
OG0000750	Syas.g_01143	Syaf.g_01310
OG0000751	Syas.g_01138	Syaf.g_01317
OG0000752	Syas.g_01136	Syaf.g_01319
OG0000753	Syas.g_01133	Syaf.g_01322
OG0000754	Syas.g_01128	Syaf.g_01611
OG0000755	Syas.g_01117	Syaf.g_01599
OG0000756	Syas.g_01116	Syaf.g_01598
OG0000757	Syas.g_01108	Syaf.g_01590
OG0000758	Syas.g_01107	Syaf.g_01589
OG0000759	Syas.g_01106	Syaf.g_01588
OG0000760	Syas.g_01105	Syaf.g_01587
OG0000761	Syas.g_01104	Syaf.g_01586
OG0000762	Syas.g_01102	Syaf.g_01584
OG0000763	Syas.g_01091	Syaf.g_01582
OG0000764	Syas.g_01090	Syaf.g_01581
OG0000765	Syas.g_01076	Syaf.g_01564
OG0000766	Syas.g_01075	Syaf.g_01563
OG0000767	Syas.g_01073	Syaf.g_01561
OG0000768	Syas.g_01072	Syaf.g_01560
OG0000769	Syas.g_01070	Syaf.g_01558
OG0000770	Syas.g_01067	Syaf.g_01553
OG0000771	Syas.g_00993	Syaf.g_01411
OG0000772	Syas.g_01461	Syaf.g_01705
OG0000773	Syas.g_00002	Syaf.g_01268
OG0000774	Syas.g_02862	Syaf.g_01263
OG0000775	Syas.g_02860	Syaf.g_01261
OG0000776	Syas.g_02859	Syaf.g_01260
OG0000777	Syas.g_02858	Syaf.g_01259
OG0000778	Syas.g_02857	Syaf.g_01258
OG0000779	Syas.g_02852	Syaf.g_01252
OG0000780	Syas.g_02847	Syaf.g_01249
OG0000781	Syas.g_02842	Syaf.g_01245
OG0000782	Syas.g_02841	Syaf.g_01244
OG0000783	Syas.g_02840	Syaf.g_01243
OG0000784	Syas.g_02839	Syaf.g_01242
OG0000785	Syas.g_02837	Syaf.g_01240
OG0000786	Syas.g_02833	Syaf.g_02546
OG0000787	Syas.g_02832	Syaf.g_02547
OG0000788	Syas.g_00782	Syaf.g_02297
OG0000789	Syas.g_01507	Syaf.g_01750
OG0000790	Syas.g_01266	Syaf.g_02738
OG0000791	Syas.g_01268	Syaf.g_02740
OG0000792	Syas.g_01269	Syaf.g_02741
OG0000793	Syas.g_01359	Syaf.g_02746
OG0000794	Syas.g_01361	Syaf.g_02747
OG0000795	Syas.g_01363	Syaf.g_02748
OG0000796	Syas.g_01368	Syaf.g_02752
OG0000797	Syas.g_01369	Syaf.g_02753
OG0000798	Syas.g_01750	Syaf.g_00240
OG0000799	Syas.g_02789	Syaf.g_02380
OG0000800	Syas.g_02790	Syaf.g_02383
OG0000801	Syas.g_02791	Syaf.g_02384
OG0000802	Syas.g_02797	Syaf.g_02388
OG0000803	Syas.g_02800	Syaf.g_02393
OG0000804	Syas.g_02803	Syaf.g_02396
OG0000805	Syas.g_02805	Syaf.g_02398
OG0000806	Syas.g_02807	Syaf.g_02405
OG0000807	Syas.g_02808	Syaf.g_02406
OG0000808	Syas.g_02809	Syaf.g_02407
OG0000809	Syas.g_02811	Syaf.g_02410
OG0000810	Syas.g_02813	Syaf.g_02411
OG0000811	Syas.g_02822	Syaf.g_02420
OG0000812	Syas.g_02824	Syaf.g_02422
OG0000813	Syas.g_02825	Syaf.g_02423
OG0000814	Syas.g_02827	Syaf.g_02425
OG0000815	Syas.g_02829	Syaf.g_02426
OG0000816	Syas.g_02831	Syaf.g_02428
OG0000817	Syas.g_02753	Syaf.g_02429
OG0000818	Syas.g_01282	Syaf.g_02442
OG0000819	Syas.g_01283	Syaf.g_02443
OG0000820	Syas.g_01284	Syaf.g_02444
OG0000821	Syas.g_01289	Syaf.g_02450
OG0000822	Syas.g_01291	Syaf.g_02452
OG0000823	Syas.g_01292	Syaf.g_02453
OG0000824	Syas.g_01297	Syaf.g_02459
OG0000825	Syas.g_01298	Syaf.g_02460
OG0000826	Syas.g_01299	Syaf.g_02461
OG0000827	Syas.g_01300	Syaf.g_02462
OG0000828	Syas.g_01303	Syaf.g_02465
OG0000829	Syas.g_01304	Syaf.g_02466
OG0000830	Syas.g_01305	Syaf.g_02467
OG0000831	Syas.g_01308	Syaf.g_02470
OG0000832	Syas.g_01476	Syaf.g_01109
OG0000833	Syas.g_02738	Syaf.g_01100
OG0000834	Syas.g_02737	Syaf.g_01098
OG0000835	Syas.g_02736	Syaf.g_01097
OG0000836	Syas.g_02732	Syaf.g_01093
OG0000837	Syas.g_02731	Syaf.g_01091
OG0000838	Syas.g_02727	Syaf.g_01087
OG0000839	Syas.g_02726	Syaf.g_01086
OG0000840	Syas.g_02725	Syaf.g_01085
OG0000841	Syas.g_02724	Syaf.g_01084
OG0000842	Syas.g_02723	Syaf.g_01083
OG0000843	Syas.g_02722	Syaf.g_01082
OG0000844	Syas.g_02720	Syaf.g_01080
OG0000845	Syas.g_02719	Syaf.g_01079
OG0000846	Syas.g_02718	Syaf.g_01078
OG0000847	Syas.g_02717	Syaf.g_01077
OG0000848	Syas.g_02715	Syaf.g_01075
OG0000849	Syas.g_02714	Syaf.g_01074
OG0000850	Syas.g_02711	Syaf.g_01072
OG0000851	Syas.g_02708	Syaf.g_01061
OG0000852	Syas.g_02707	Syaf.g_01060
OG0000853	Syas.g_02703	Syaf.g_01056
OG0000854	Syas.g_02701	Syaf.g_01054
OG0000855	Syas.g_02700	Syaf.g_01053
OG0000856	Syas.g_00103	Syaf.g_02328
OG0000857	Syas.g_00579	Syaf.g_02031
OG0000858	Syas.g_02693	Syaf.g_01047
OG0000859	Syas.g_02692	Syaf.g_01046
OG0000860	Syas.g_02679	Syaf.g_01031
OG0000861	Syas.g_02678	Syaf.g_01030
OG0000862	Syas.g_02677	Syaf.g_01029
OG0000863	Syas.g_02675	Syaf.g_01026
OG0000864	Syas.g_02674	Syaf.g_01025
OG0000865	Syas.g_02673	Syaf.g_01024
OG0000866	Syas.g_02672	Syaf.g_01023
OG0000867	Syas.g_02671	Syaf.g_01022
OG0000868	Syas.g_02667	Syaf.g_01019
OG0000869	Syas.g_02662	Syaf.g_01014
OG0000870	Syas.g_02657	Syaf.g_01009
OG0000871	Syas.g_02656	Syaf.g_01008
OG0000872	Syas.g_02650	Syaf.g_01001
OG0000873	Syas.g_02647	Syaf.g_00998
OG0000874	Syas.g_02645	Syaf.g_01002
OG0000875	Syas.g_02644	Syaf.g_00996
OG0000876	Syas.g_00280	Syaf.g_01198
OG0000877	Syas.g_02603	Syaf.g_01188
OG0000878	Syas.g_02602	Syaf.g_01187
OG0000879	Syas.g_02601	Syaf.g_01186
OG0000880	Syas.g_02600	Syaf.g_01185
OG0000881	Syas.g_02596	Syaf.g_01179
OG0000882	Syas.g_02591	Syaf.g_01174
OG0000883	Syas.g_02586	Syaf.g_01172
OG0000884	Syas.g_02584	Syaf.g_01170
OG0000885	Syas.g_02583	Syaf.g_01169
OG0000886	Syas.g_02582	Syaf.g_01168
OG0000887	Syas.g_02581	Syaf.g_01167
OG0000888	Syas.g_02579	Syaf.g_01165
OG0000889	Syas.g_02577	Syaf.g_01163
OG0000890	Syas.g_02574	Syaf.g_01157
OG0000891	Syas.g_02573	Syaf.g_01156
OG0000892	Syas.g_02571	Syaf.g_01154
OG0000893	Syas.g_01677	Syaf.g_00178
OG0000894	Syas.g_01667	Syaf.g_00175
OG0000895	Syas.g_01663	Syaf.g_00171
OG0000896	Syas.g_01662	Syaf.g_00170
OG0000897	Syas.g_01660	Syaf.g_00168
OG0000898	Syas.g_01659	Syaf.g_00167
OG0000899	Syas.g_01658	Syaf.g_00166
OG0000900	Syas.g_01657	Syaf.g_00165
OG0000901	Syas.g_01652	Syaf.g_00160
OG0000902	Syas.g_01651	Syaf.g_00158
OG0000903	Syas.g_01637	Syaf.g_00141
OG0000904	Syas.g_01642	Syaf.g_00146
OG0000905	Syas.g_01647	Syaf.g_00151
OG0000906	Syas.g_01649	Syaf.g_00154
OG0000907	Syas.g_01635	Syaf.g_00139
OG0000908	Syas.g_01632	Syaf.g_00136
OG0000909	Syas.g_01631	Syaf.g_00135
OG0000910	Syas.g_01630	Syaf.g_00134
OG0000911	Syas.g_01628	Syaf.g_00132
OG0000912	Syas.g_01627	Syaf.g_00131
OG0000913	Syas.g_01626	Syaf.g_00130
OG0000914	Syas.g_01625	Syaf.g_00129
OG0000915	Syas.g_01623	Syaf.g_00127
OG0000916	Syas.g_01622	Syaf.g_00126
OG0000917	Syas.g_01621	Syaf.g_00125
OG0000918	Syas.g_01620	Syaf.g_00124
OG0000919	Syas.g_01619	Syaf.g_00123
OG0000920	Syas.g_01618	Syaf.g_00122
OG0000921	Syas.g_01617	Syaf.g_00121
OG0000922	Syas.g_01616	Syaf.g_00120
OG0000923	Syas.g_01612	Syaf.g_00116
OG0000924	Syas.g_01611	Syaf.g_00115
OG0000925	Syas.g_01610	Syaf.g_00114
OG0000926	Syas.g_01609	Syaf.g_00113
OG0000927	Syas.g_01607	Syaf.g_00111
OG0000928	Syas.g_01606	Syaf.g_00110
OG0000929	Syas.g_01605	Syaf.g_00109
OG0000930	Syas.g_01604	Syaf.g_00108
OG0000931	Syas.g_01603	Syaf.g_00107
OG0000932	Syas.g_01602	Syaf.g_00106
OG0000933	Syas.g_01596	Syaf.g_00100
OG0000934	Syas.g_01594	Syaf.g_00098
OG0000935	Syas.g_01593	Syaf.g_00097
OG0000936	Syas.g_01592	Syaf.g_00096
OG0000937	Syas.g_01591	Syaf.g_00095
OG0000938	Syas.g_01588	Syaf.g_00092
OG0000939	Syas.g_01587	Syaf.g_00091
OG0000940	Syas.g_01580	Syaf.g_00084
OG0000941	Syas.g_01578	Syaf.g_00082
OG0000942	Syas.g_01576	Syaf.g_00080
OG0000943	Syas.g_01575	Syaf.g_00079
OG0000944	Syas.g_01573	Syaf.g_00077
OG0000945	Syas.g_01572	Syaf.g_00075
OG0000946	Syas.g_01565	Syaf.g_00070
OG0000947	Syas.g_01562	Syaf.g_00067
OG0000948	Syas.g_01561	Syaf.g_00066
OG0000949	Syas.g_02213	Syaf.g_00337
OG0000950	Syas.g_02197	Syaf.g_00351
OG0000951	Syas.g_02190	Syaf.g_00358
OG0000952	Syas.g_02186	Syaf.g_00363
OG0000953	Syas.g_02182	Syaf.g_00367
OG0000954	Syas.g_02174	Syaf.g_00372
OG0000955	Syas.g_02173	Syaf.g_00373
OG0000956	Syas.g_02171	Syaf.g_00375
OG0000957	Syas.g_02158	Syaf.g_00386
OG0000958	Syas.g_02157	Syaf.g_00387
OG0000959	Syas.g_02154	Syaf.g_00391
OG0000960	Syas.g_02153	Syaf.g_00392
OG0000961	Syas.g_02345	Syaf.g_00402
OG0000962	Syas.g_02146	Syaf.g_00404
OG0000963	Syas.g_02143	Syaf.g_00409
OG0000964	Syas.g_02142	Syaf.g_00410
OG0000965	Syas.g_02141	Syaf.g_00411
OG0000966	Syas.g_02112	Syaf.g_00421
OG0000967	Syas.g_02108	Syaf.g_00426
OG0000968	Syas.g_02106	Syaf.g_00417
OG0000969	Syas.g_02104	Syaf.g_00423
OG0000970	Syas.g_02103	Syaf.g_00424
OG0000971	Syas.g_02101	Syaf.g_00429
OG0000972	Syas.g_02100	Syaf.g_00430
OG0000973	Syas.g_02099	Syaf.g_00431
OG0000974	Syas.g_02098	Syaf.g_00432
OG0000975	Syas.g_02097	Syaf.g_00433
OG0000976	Syas.g_02096	Syaf.g_00434
OG0000977	Syas.g_02094	Syaf.g_00436
OG0000978	Syas.g_02093	Syaf.g_00437
OG0000979	Syas.g_02090	Syaf.g_00440
OG0000980	Syas.g_02087	Syaf.g_00443
OG0000981	Syas.g_02084	Syaf.g_00446
OG0000982	Syas.g_01882	Syaf.g_00645
OG0000983	Syas.g_01883	Syaf.g_00644
OG0000984	Syas.g_01884	Syaf.g_00643
OG0000985	Syas.g_01888	Syaf.g_00641
OG0000986	Syas.g_01891	Syaf.g_00639
OG0000987	Syas.g_01897	Syaf.g_00637
OG0000988	Syas.g_01902	Syaf.g_00633
OG0000989	Syas.g_01908	Syaf.g_00624
OG0000990	Syas.g_01937	Syaf.g_00606
OG0000991	Syas.g_01939	Syaf.g_00604
OG0000992	Syas.g_01943	Syaf.g_00601
OG0000993	Syas.g_01945	Syaf.g_00600
OG0000994	Syas.g_01948	Syaf.g_00597
OG0000995	Syas.g_01955	Syaf.g_00592
OG0000996	Syas.g_01977	Syaf.g_00543
OG0000997	Syas.g_01993	Syaf.g_00532
OG0000998	Syas.g_01995	Syaf.g_00530
OG0000999	Syas.g_01996	Syaf.g_00529
OG0001000	Syas.g_02000	Syaf.g_00526
OG0001001	Syas.g_02006	Syaf.g_00521
OG0001002	Syas.g_02014	Syaf.g_00515
OG0001003	Syas.g_02016	Syaf.g_00514
OG0001004	Syas.g_02017	Syaf.g_00513
OG0001005	Syas.g_02018	Syaf.g_00510
OG0001006	Syas.g_02032	Syaf.g_00500
OG0001007	Syas.g_02034	Syaf.g_00498
OG0001008	Syas.g_01496	Syaf.g_01215
OG0001009	Syas.g_02065	Syaf.g_00466
OG0001010	Syas.g_02066	Syaf.g_00465
OG0001011	Syas.g_02068	Syaf.g_00463
OG0001012	Syas.g_00152	Syaf.g_00649
OG0001013	Syas.g_01866	Syaf.g_00669
OG0001014	Syas.g_01857	Syaf.g_00691
OG0001015	Syas.g_01856	Syaf.g_00692
OG0001016	Syas.g_02517	Syaf.g_00958
OG0001017	Syas.g_02511	Syaf.g_00952
OG0001018	Syas.g_02509	Syaf.g_00950
OG0001019	Syas.g_02469	Syaf.g_00931
OG0001020	Syas.g_02443	Syaf.g_00926
OG0001021	Syas.g_02437	Syaf.g_00922
OG0001022	Syas.g_02434	Syaf.g_00918
OG0001023	Syas.g_02433	Syaf.g_00917
OG0001024	Syas.g_00135	Syaf.g_00913
OG0001025	Syas.g_02424	Syaf.g_00906
OG0001026	Syas.g_02412	Syaf.g_00893
OG0001027	Syas.g_02408	Syaf.g_00884
OG0001028	Syas.g_02405	Syaf.g_00882
OG0001029	Syas.g_02403	Syaf.g_00880
OG0001030	Syas.g_02384	Syaf.g_00860
OG0001031	Syas.g_02293	Syaf.g_00784
OG0001032	Syas.g_02290	Syaf.g_00781
OG0001034	Syas.g_02556	Syaf.g_02787
OG0001035	Syas.g_01704	Syaf.g_00207
OG0001036	Syas.g_01709	Syaf.g_00212
OG0001037	Syas.g_01711	Syaf.g_00214
OG0001038	Syas.g_01751	Syaf.g_00242
OG0001039	Syas.g_01754	Syaf.g_00245
OG0001041	Syas.g_01761	Syaf.g_00253
OG0001042	Syas.g_01821	Syaf.g_00275
OG0001043	Syas.g_01817	Syaf.g_00279
OG0001044	Syas.g_01542	Syaf.g_00024
OG0001045	Syas.g_01529	Syaf.g_00011
OG0001046	Syas.g_00532	Syaf.g_01894
OG0001047	Syas.g_01494	Syaf.g_01217
OG0001048	Syas.g_01493	Syaf.g_01218
OG0001049	Syas.g_02742	Syaf.g_01226
OG0001050	Syas.g_02743	Syaf.g_01227
OG0001051	Syas.g_02744	Syaf.g_01228
OG0001052	Syas.g_01337	Syaf.g_02502
OG0001053	Syas.g_01250	Syaf.g_02718
OG0001054	Syas.g_01231	Syaf.g_02701
OG0001056	Syas.g_00068	Syaf.g_02649
OG0001057	Syas.g_00763	Syaf.g_02638
OG0001058	Syas.g_00787	Syaf.g_02624
OG0001059	Syas.g_00791	Syaf.g_02620
OG0001060	Syas.g_00797	Syaf.g_02614
OG0001061	Syas.g_00816	Syaf.g_02590
OG0001062	Syas.g_00819	Syaf.g_02588
OG0001063	Syas.g_00830	Syaf.g_02583
OG0001064	Syas.g_00831	Syaf.g_02582
OG0001065	Syas.g_00832	Syaf.g_02581
OG0001066	Syas.g_00833	Syaf.g_02580
OG0001067	Syas.g_00834	Syaf.g_02579
OG0001068	Syas.g_00835	Syaf.g_02578
OG0001069	Syas.g_00836	Syaf.g_02577
OG0001070	Syas.g_00840	Syaf.g_02574
OG0001071	Syas.g_00841	Syaf.g_02573
OG0001072	Syas.g_00844	Syaf.g_02569
OG0001073	Syas.g_00855	Syaf.g_02555
OG0001074	Syas.g_00157	Syaf.g_02365
OG0001075	Syas.g_00163	Syaf.g_02363
OG0001076	Syas.g_00113	Syaf.g_02337
OG0001077	Syas.g_00101	Syaf.g_02325
OG0001078	Syas.g_00745	Syaf.g_02309
OG0001079	Syas.g_00729	Syaf.g_02296
OG0001080	Syas.g_00717	Syaf.g_01740
OG0001081	Syas.g_00715	Syaf.g_02144
OG0001082	Syas.g_00714	Syaf.g_02143
OG0001083	Syas.g_00707	Syaf.g_02136
OG0001084	Syas.g_00706	Syaf.g_02135
OG0001085	Syas.g_00693	Syaf.g_02125
OG0001086	Syas.g_00691	Syaf.g_02123
OG0001087	Syas.g_00071	Syaf.g_01482
OG0001088	Syas.g_01060	Syaf.g_01478
OG0001089	Syas.g_01039	Syaf.g_01453
OG0001090	Syas.g_00980	Syaf.g_01981
OG0001091	Syas.g_00979	Syaf.g_01979
OG0001092	Syas.g_00178	Syaf.g_01977
OG0001093	Syas.g_00184	Syaf.g_01971
OG0001095	Syas.g_00582	Syaf.g_02034
OG0001097	Syas.g_00243	Syaf.g_01373
OG0001098	Syas.g_00880	Syaf.g_01743
OG0001099	Syas.g_02404	Syaf.g_00881
OG0001100	Syas.g_00682	Syaf.g_02110
OG0001101	Syas.g_00680	Syaf.g_02109
OG0001102	Syas.g_00677	Syaf.g_02106
OG0001103	Syas.g_00675	Syaf.g_02104
OG0001104	Syas.g_00620	Syaf.g_02071
OG0001105	Syas.g_00617	Syaf.g_02067
OG0001106	Syas.g_00447	Syaf.g_01847
OG0001107	Syas.g_00459	Syaf.g_01859
OG0001108	Syas.g_00494	Syaf.g_01868
OG0001109	Syas.g_00496	Syaf.g_01877
OG0001110	Syas.g_00498	Syaf.g_01879
OG0001111	Syas.g_00500	Syaf.g_01881
OG0001112	Syas.g_00503	Syaf.g_01883
OG0001113	Syas.g_00504	Syaf.g_01884
OG0001114	Syas.g_00505	Syaf.g_01885
OG0001115	Syas.g_00527	Syaf.g_01889
OG0001116	Syas.g_00529	Syaf.g_01891
OG0001117	Syas.g_00530	Syaf.g_01892
OG0001118	Syas.g_00531	Syaf.g_01893
OG0001119	Syas.g_00533	Syaf.g_01895
OG0001120	Syas.g_00539	Syaf.g_01899
OG0001122	Syas.g_00222	Syaf.g_01927
OG0001123	Syas.g_00214	Syaf.g_01934
OG0001124	Syas.g_00212	Syaf.g_01936
OG0001125	Syas.g_00210	Syaf.g_01938
OG0001126	Syas.g_00991	Syaf.g_01409
OG0001127	Syas.g_00992	Syaf.g_01410
OG0001128	Syas.g_00995	Syaf.g_01413
OG0001129	Syas.g_00997	Syaf.g_01415
OG0001130	Syas.g_00998	Syaf.g_01416
OG0001131	Syas.g_01401	Syaf.g_02090
OG0001132	Syas.g_00525	Syaf.g_01722
OG0001133	Syas.g_00109	Syaf.g_02334
OG0001136	Syas.g_01187	Syaf.g_01286
OG0001138	Syas.g_01114	Syaf.g_01596
OG0001139	Syas.g_01112	Syaf.g_01594
OG0001140	Syas.g_01111	Syaf.g_01593
OG0001141	Syas.g_01110	Syaf.g_01592
OG0001142	Syas.g_01109	Syaf.g_01591
OG0001143	Syas.g_01092	Syaf.g_01583
OG0001144	Syas.g_01084	Syaf.g_01573
OG0001145	Syas.g_02867	Syaf.g_01267
OG0001146	Syas.g_02846	Syaf.g_01248
OG0001147	Syas.g_01329	Syaf.g_02489
OG0001148	Syas.g_01263	Syaf.g_02735
OG0001149	Syas.g_01264	Syaf.g_02736
OG0001150	Syas.g_01265	Syaf.g_02737
OG0001151	Syas.g_01366	Syaf.g_02750
OG0001152	Syas.g_01367	Syaf.g_02751
OG0001153	Syas.g_01301	Syaf.g_02463
OG0001154	Syas.g_01302	Syaf.g_02464
OG0001155	Syas.g_01478	Syaf.g_01107
OG0001156	Syas.g_01489	Syaf.g_01104
