Orthogroup	Syas	Praz
OG0000591	Syas.g_00106	Praz.g_01705
OG0000592	Syas.g_00105	Praz.g_01704
OG0000593	Syas.g_00750	Praz.g_01698
OG0000594	Syas.g_00749	Praz.g_01697
OG0000595	Syas.g_00748	Praz.g_01696
OG0000596	Syas.g_00743	Praz.g_01692
OG0000597	Syas.g_00740	Praz.g_01690
OG0000598	Syas.g_00739	Praz.g_01689
OG0000599	Syas.g_00732	Praz.g_01686
OG0000600	Syas.g_00731	Praz.g_01685
OG0000601	Syas.g_00730	Praz.g_01684
OG0000602	Syas.g_00725	Praz.g_01682
OG0000603	Syas.g_00724	Praz.g_01681
OG0000604	Syas.g_00721	Praz.g_01680
OG0000605	Syas.g_00719	Praz.g_01679
OG0000606	Syas.g_00716	Praz.g_01676
OG0000607	Syas.g_00713	Praz.g_01673
OG0000608	Syas.g_00712	Praz.g_01672
OG0000609	Syas.g_00710	Praz.g_01671
OG0000610	Syas.g_00702	Praz.g_01666
OG0000611	Syas.g_00699	Praz.g_01663
OG0000612	Syas.g_00698	Praz.g_01662
OG0000613	Syas.g_01825	Praz.g_01657
OG0000614	Syas.g_01044	Praz.g_01638
OG0000615	Syas.g_00650	Praz.g_01630
OG0000616	Syas.g_02011	Praz.g_01626
OG0000617	Syas.g_00180	Praz.g_01601
OG0000618	Syas.g_00181	Praz.g_01600
OG0000619	Syas.g_00182	Praz.g_01599
OG0000620	Syas.g_00188	Praz.g_01596
OG0000621	Syas.g_00189	Praz.g_01595
OG0000622	Syas.g_00190	Praz.g_01594
OG0000623	Syas.g_00191	Praz.g_01593
OG0000624	Syas.g_00192	Praz.g_01592
OG0000625	Syas.g_00193	Praz.g_01591
OG0000626	Syas.g_00194	Praz.g_01590
OG0000627	Syas.g_00372	Praz.g_01589
OG0000628	Syas.g_00373	Praz.g_01588
OG0000629	Syas.g_00376	Praz.g_01587
OG0000630	Syas.g_00397	Praz.g_01584
OG0000631	Syas.g_00405	Praz.g_01521
OG0000632	Syas.g_00406	Praz.g_01520
OG0000633	Syas.g_00407	Praz.g_01519
OG0000634	Syas.g_00600	Praz.g_01516
OG0000635	Syas.g_00599	Praz.g_01515
OG0000636	Syas.g_00597	Praz.g_01513
OG0000637	Syas.g_00595	Praz.g_01511
OG0000638	Syas.g_00594	Praz.g_01510
OG0000639	Syas.g_00593	Praz.g_01509
OG0000640	Syas.g_00592	Praz.g_01508
OG0000641	Syas.g_00587	Praz.g_01504
OG0000642	Syas.g_00586	Praz.g_01503
OG0000643	Syas.g_00585	Praz.g_01502
OG0000644	Syas.g_00584	Praz.g_01501
OG0000645	Syas.g_00583	Praz.g_01500
OG0000646	Syas.g_00580	Praz.g_01498
OG0000647	Syas.g_00578	Praz.g_01497
OG0000648	Syas.g_00576	Praz.g_01495
OG0000649	Syas.g_00575	Praz.g_01494
OG0000650	Syas.g_00574	Praz.g_01493
OG0000651	Syas.g_00573	Praz.g_01492
OG0000652	Syas.g_00572	Praz.g_01491
OG0000653	Syas.g_00570	Praz.g_01489
OG0000654	Syas.g_00569	Praz.g_01488
OG0000655	Syas.g_00568	Praz.g_01487
OG0000656	Syas.g_00565	Praz.g_01484
OG0000657	Syas.g_00232	Praz.g_01476
OG0000658	Syas.g_00235	Praz.g_01475
OG0000659	Syas.g_00236	Praz.g_01474
OG0000660	Syas.g_00240	Praz.g_01470
OG0000661	Syas.g_00242	Praz.g_01468
OG0000662	Syas.g_00281	Praz.g_01466
OG0000663	Syas.g_00284	Praz.g_01464
OG0000664	Syas.g_00287	Praz.g_01463
OG0000665	Syas.g_00385	Praz.g_01459
OG0000666	Syas.g_01362	Praz.g_01458
OG0000667	Syas.g_00088	Praz.g_01454
OG0000668	Syas.g_00221	Praz.g_01424
OG0000669	Syas.g_00684	Praz.g_01417
OG0000670	Syas.g_00681	Praz.g_01415
OG0000671	Syas.g_00679	Praz.g_01413
OG0000672	Syas.g_00676	Praz.g_01410
OG0000673	Syas.g_00673	Praz.g_01407
OG0000674	Syas.g_00671	Praz.g_01405
OG0000675	Syas.g_00670	Praz.g_01404
OG0000676	Syas.g_00668	Praz.g_01402
OG0000677	Syas.g_00667	Praz.g_01401
OG0000678	Syas.g_00660	Praz.g_01399
OG0000679	Syas.g_00629	Praz.g_01395
OG0000680	Syas.g_00628	Praz.g_01394
OG0000681	Syas.g_00625	Praz.g_01392
OG0000682	Syas.g_00624	Praz.g_01391
OG0000683	Syas.g_00623	Praz.g_01390
OG0000684	Syas.g_00621	Praz.g_01388
OG0000685	Syas.g_00187	Praz.g_01386
OG0000686	Syas.g_00619	Praz.g_01385
OG0000687	Syas.g_00618	Praz.g_01384
OG0000688	Syas.g_00612	Praz.g_01381
OG0000689	Syas.g_00610	Praz.g_01380
OG0000690	Syas.g_00609	Praz.g_01379
OG0000691	Syas.g_00608	Praz.g_01378
OG0000692	Syas.g_00606	Praz.g_01376
OG0000693	Syas.g_00604	Praz.g_01375
OG0000694	Syas.g_00603	Praz.g_01374
OG0000695	Syas.g_00410	Praz.g_01372
OG0000696	Syas.g_00411	Praz.g_01371
OG0000697	Syas.g_00413	Praz.g_01370
OG0000698	Syas.g_00417	Praz.g_01367
OG0000699	Syas.g_00419	Praz.g_01366
OG0000700	Syas.g_00420	Praz.g_01365
OG0000701	Syas.g_00421	Praz.g_01364
OG0000702	Syas.g_00437	Praz.g_01362
OG0000703	Syas.g_00438	Praz.g_01361
OG0000704	Syas.g_00446	Praz.g_01360
OG0000705	Syas.g_00453	Praz.g_01356
OG0000706	Syas.g_00454	Praz.g_01355
OG0000707	Syas.g_00455	Praz.g_01354
OG0000708	Syas.g_00458	Praz.g_01353
OG0000709	Syas.g_00466	Praz.g_01349
OG0000710	Syas.g_00497	Praz.g_01346
OG0000711	Syas.g_00546	Praz.g_01329
OG0000712	Syas.g_00548	Praz.g_01327
OG0000713	Syas.g_00549	Praz.g_01326
OG0000714	Syas.g_00551	Praz.g_01325
OG0000715	Syas.g_00553	Praz.g_01323
OG0000716	Syas.g_00556	Praz.g_01321
OG0000717	Syas.g_00557	Praz.g_01320
OG0000718	Syas.g_00561	Praz.g_01308
OG0000719	Syas.g_00223	Praz.g_01306
OG0000720	Syas.g_00209	Praz.g_01297
OG0000721	Syas.g_00207	Praz.g_01294
OG0000722	Syas.g_00206	Praz.g_01293
OG0000723	Syas.g_00196	Praz.g_01290
OG0000724	Syas.g_00999	Praz.g_01281
OG0000725	Syas.g_01024	Praz.g_00067
OG0000726	Syas.g_01025	Praz.g_00068
OG0000727	Syas.g_01026	Praz.g_00069
OG0000728	Syas.g_01028	Praz.g_00071
OG0000729	Syas.g_02145	Praz.g_00116
OG0000730	Syas.g_01544	Praz.g_00060
OG0000731	Syas.g_01532	Praz.g_00056
OG0000732	Syas.g_02086	Praz.g_00046
OG0000733	Syas.g_00096	Praz.g_00024
OG0000734	Syas.g_02414	Praz.g_00007
OG0000735	Syas.g_01201	Praz.g_00005
OG0000736	Syas.g_01200	Praz.g_00004
OG0000737	Syas.g_01199	Praz.g_00003
OG0000738	Syas.g_01193	Praz.g_00762
OG0000739	Syas.g_01192	Praz.g_00761
OG0000740	Syas.g_01191	Praz.g_00760
OG0000741	Syas.g_01188	Praz.g_00759
OG0000742	Syas.g_01185	Praz.g_00756
OG0000743	Syas.g_01182	Praz.g_00754
OG0000744	Syas.g_01181	Praz.g_00753
OG0000745	Syas.g_01178	Praz.g_00751
OG0000746	Syas.g_01176	Praz.g_00749
OG0000747	Syas.g_01174	Praz.g_00748
OG0000748	Syas.g_01146	Praz.g_00745
OG0000749	Syas.g_01144	Praz.g_00744
OG0000750	Syas.g_01143	Praz.g_00743
OG0000751	Syas.g_01138	Praz.g_00741
OG0000752	Syas.g_01136	Praz.g_00739
OG0000753	Syas.g_01133	Praz.g_00736
OG0000754	Syas.g_01128	Praz.g_00733
OG0000755	Syas.g_01117	Praz.g_00730
OG0000756	Syas.g_01116	Praz.g_00729
OG0000757	Syas.g_01108	Praz.g_00723
OG0000758	Syas.g_01107	Praz.g_00722
OG0000759	Syas.g_01106	Praz.g_00721
OG0000760	Syas.g_01105	Praz.g_00720
OG0000761	Syas.g_01104	Praz.g_00719
OG0000762	Syas.g_01102	Praz.g_00718
OG0000763	Syas.g_01091	Praz.g_00716
OG0000764	Syas.g_01090	Praz.g_00715
OG0000765	Syas.g_01076	Praz.g_00706
OG0000766	Syas.g_01075	Praz.g_00705
OG0000767	Syas.g_01073	Praz.g_00703
OG0000768	Syas.g_01072	Praz.g_00702
OG0000769	Syas.g_01070	Praz.g_00700
OG0000770	Syas.g_01067	Praz.g_00698
OG0000771	Syas.g_00993	Praz.g_01936
OG0000772	Syas.g_01461	Praz.g_01205
OG0000773	Syas.g_00002	Praz.g_01189
OG0000774	Syas.g_02862	Praz.g_01187
OG0000775	Syas.g_02860	Praz.g_01185
OG0000776	Syas.g_02859	Praz.g_01184
OG0000777	Syas.g_02858	Praz.g_01183
OG0000778	Syas.g_02857	Praz.g_01182
OG0000779	Syas.g_02852	Praz.g_01178
OG0000780	Syas.g_02847	Praz.g_01177
OG0000781	Syas.g_02842	Praz.g_01174
OG0000782	Syas.g_02841	Praz.g_01173
OG0000783	Syas.g_02840	Praz.g_01172
OG0000784	Syas.g_02839	Praz.g_01171
OG0000785	Syas.g_02837	Praz.g_01169
OG0000786	Syas.g_02833	Praz.g_01167
OG0000787	Syas.g_02832	Praz.g_01166
OG0000788	Syas.g_00782	Praz.g_01152
OG0000789	Syas.g_01507	Praz.g_01149
OG0000790	Syas.g_01266	Praz.g_01134
OG0000791	Syas.g_01268	Praz.g_01132
OG0000792	Syas.g_01269	Praz.g_01131
OG0000793	Syas.g_01359	Praz.g_01128
OG0000794	Syas.g_01361	Praz.g_01127
OG0000795	Syas.g_01363	Praz.g_01126
OG0000796	Syas.g_01368	Praz.g_01122
OG0000797	Syas.g_01369	Praz.g_01121
OG0000798	Syas.g_02134	Praz.g_01109
OG0000799	Syas.g_02789	Praz.g_01059
OG0000800	Syas.g_02790	Praz.g_01058
OG0000801	Syas.g_02791	Praz.g_01057
OG0000802	Syas.g_02797	Praz.g_01055
OG0000803	Syas.g_02800	Praz.g_01053
OG0000804	Syas.g_02803	Praz.g_01052
OG0000805	Syas.g_02805	Praz.g_01050
OG0000806	Syas.g_02807	Praz.g_01048
OG0000807	Syas.g_02808	Praz.g_01047
OG0000808	Syas.g_02809	Praz.g_01046
OG0000809	Syas.g_02811	Praz.g_01043
OG0000810	Syas.g_02813	Praz.g_01042
OG0000811	Syas.g_02822	Praz.g_01038
OG0000812	Syas.g_02824	Praz.g_01036
OG0000813	Syas.g_02825	Praz.g_01035
OG0000814	Syas.g_02827	Praz.g_01033
OG0000815	Syas.g_02829	Praz.g_01032
OG0000816	Syas.g_02831	Praz.g_01030
OG0000817	Syas.g_02753	Praz.g_01029
OG0000818	Syas.g_01282	Praz.g_01024
OG0000819	Syas.g_01283	Praz.g_01023
OG0000820	Syas.g_01284	Praz.g_01022
OG0000821	Syas.g_01289	Praz.g_01018
OG0000822	Syas.g_01291	Praz.g_01017
OG0000823	Syas.g_01292	Praz.g_01016
OG0000824	Syas.g_01297	Praz.g_01013
OG0000825	Syas.g_01298	Praz.g_01012
OG0000826	Syas.g_01299	Praz.g_01011
OG0000827	Syas.g_01300	Praz.g_01010
OG0000828	Syas.g_01303	Praz.g_01007
OG0000829	Syas.g_01304	Praz.g_01006
OG0000830	Syas.g_01305	Praz.g_01005
OG0000831	Syas.g_01308	Praz.g_01003
OG0000832	Syas.g_01476	Praz.g_00997
OG0000833	Syas.g_02738	Praz.g_00989
OG0000834	Syas.g_02737	Praz.g_00988
OG0000835	Syas.g_02736	Praz.g_00987
OG0000836	Syas.g_02732	Praz.g_00986
OG0000837	Syas.g_02731	Praz.g_00985
OG0000838	Syas.g_02727	Praz.g_00983
OG0000839	Syas.g_02726	Praz.g_00982
OG0000840	Syas.g_02725	Praz.g_00981
OG0000841	Syas.g_02724	Praz.g_00980
OG0000842	Syas.g_02723	Praz.g_00979
OG0000843	Syas.g_02722	Praz.g_00978
OG0000844	Syas.g_02720	Praz.g_00977
OG0000845	Syas.g_02719	Praz.g_00976
OG0000846	Syas.g_02718	Praz.g_00975
OG0000847	Syas.g_02717	Praz.g_00974
OG0000848	Syas.g_02715	Praz.g_00973
OG0000849	Syas.g_02714	Praz.g_00972
OG0000850	Syas.g_02711	Praz.g_00970
OG0000851	Syas.g_02708	Praz.g_00969
OG0000852	Syas.g_02707	Praz.g_00968
OG0000853	Syas.g_02703	Praz.g_00964
OG0000854	Syas.g_02701	Praz.g_00962
OG0000855	Syas.g_02700	Praz.g_00961
OG0000856	Syas.g_00103	Praz.g_00946
OG0000857	Syas.g_00579	Praz.g_00918
OG0000858	Syas.g_02693	Praz.g_00883
OG0000859	Syas.g_02692	Praz.g_00882
OG0000860	Syas.g_02679	Praz.g_00875
OG0000861	Syas.g_02678	Praz.g_00874
OG0000862	Syas.g_02677	Praz.g_00873
OG0000863	Syas.g_02675	Praz.g_00871
OG0000864	Syas.g_02674	Praz.g_00870
OG0000865	Syas.g_02673	Praz.g_00869
OG0000866	Syas.g_02672	Praz.g_00868
OG0000867	Syas.g_02671	Praz.g_00867
OG0000868	Syas.g_02667	Praz.g_00866
OG0000869	Syas.g_02662	Praz.g_00862
OG0000870	Syas.g_02657	Praz.g_00857
OG0000871	Syas.g_02656	Praz.g_00856
OG0000872	Syas.g_02650	Praz.g_00855
OG0000873	Syas.g_02647	Praz.g_00852
OG0000874	Syas.g_02645	Praz.g_00849
OG0000875	Syas.g_02644	Praz.g_00848
OG0000876	Syas.g_00280	Praz.g_00847
OG0000877	Syas.g_02603	Praz.g_00845
OG0000878	Syas.g_02602	Praz.g_00844
OG0000879	Syas.g_02601	Praz.g_00843
OG0000880	Syas.g_02600	Praz.g_00842
OG0000881	Syas.g_02596	Praz.g_00838
OG0000882	Syas.g_02591	Praz.g_00833
OG0000883	Syas.g_02586	Praz.g_00831
OG0000884	Syas.g_02584	Praz.g_00830
OG0000885	Syas.g_02583	Praz.g_00829
OG0000886	Syas.g_02582	Praz.g_00828
OG0000887	Syas.g_02581	Praz.g_00827
OG0000888	Syas.g_02579	Praz.g_00825
OG0000889	Syas.g_02577	Praz.g_00823
OG0000890	Syas.g_02574	Praz.g_00822
OG0000891	Syas.g_02573	Praz.g_00821
OG0000892	Syas.g_02571	Praz.g_00340
OG0000893	Syas.g_01677	Praz.g_00335
OG0000894	Syas.g_01667	Praz.g_00333
OG0000895	Syas.g_01663	Praz.g_00330
OG0000896	Syas.g_01662	Praz.g_00329
OG0000897	Syas.g_01660	Praz.g_00327
OG0000898	Syas.g_01659	Praz.g_00326
OG0000899	Syas.g_01658	Praz.g_00325
OG0000900	Syas.g_01657	Praz.g_00324
OG0000901	Syas.g_01652	Praz.g_00321
OG0000902	Syas.g_01651	Praz.g_00319
OG0000903	Syas.g_01637	Praz.g_00316
OG0000904	Syas.g_01642	Praz.g_00314
OG0000905	Syas.g_01647	Praz.g_00309
OG0000906	Syas.g_01649	Praz.g_00308
OG0000907	Syas.g_01635	Praz.g_00305
OG0000908	Syas.g_01632	Praz.g_00302
OG0000909	Syas.g_01631	Praz.g_00301
OG0000910	Syas.g_01630	Praz.g_00300
OG0000911	Syas.g_01628	Praz.g_00298
OG0000912	Syas.g_01627	Praz.g_00297
OG0000913	Syas.g_01626	Praz.g_00296
OG0000914	Syas.g_01625	Praz.g_00295
OG0000915	Syas.g_01623	Praz.g_00294
OG0000916	Syas.g_01622	Praz.g_00293
OG0000917	Syas.g_01621	Praz.g_00292
OG0000918	Syas.g_01620	Praz.g_00291
OG0000919	Syas.g_01619	Praz.g_00290
OG0000920	Syas.g_01618	Praz.g_00289
OG0000921	Syas.g_01617	Praz.g_00288
OG0000922	Syas.g_01616	Praz.g_00287
OG0000923	Syas.g_01612	Praz.g_00283
OG0000924	Syas.g_01611	Praz.g_00282
OG0000925	Syas.g_01610	Praz.g_00281
OG0000926	Syas.g_01609	Praz.g_00280
OG0000927	Syas.g_01607	Praz.g_00278
OG0000928	Syas.g_01606	Praz.g_00277
OG0000929	Syas.g_01605	Praz.g_00276
OG0000930	Syas.g_01604	Praz.g_00275
OG0000931	Syas.g_01603	Praz.g_00274
OG0000932	Syas.g_01602	Praz.g_00273
OG0000933	Syas.g_01596	Praz.g_00269
OG0000934	Syas.g_01594	Praz.g_00267
OG0000935	Syas.g_01593	Praz.g_00266
OG0000936	Syas.g_01592	Praz.g_00265
OG0000937	Syas.g_01591	Praz.g_00264
OG0000938	Syas.g_01588	Praz.g_00262
OG0000939	Syas.g_01587	Praz.g_00261
OG0000940	Syas.g_01580	Praz.g_00254
OG0000941	Syas.g_01578	Praz.g_00252
OG0000942	Syas.g_01576	Praz.g_00250
OG0000943	Syas.g_01575	Praz.g_00249
OG0000944	Syas.g_01573	Praz.g_00248
OG0000945	Syas.g_01572	Praz.g_00247
OG0000946	Syas.g_01565	Praz.g_00242
OG0000947	Syas.g_01562	Praz.g_00240
OG0000948	Syas.g_01561	Praz.g_00239
OG0000949	Syas.g_02213	Praz.g_00236
OG0000950	Syas.g_02197	Praz.g_00231
OG0000951	Syas.g_02190	Praz.g_00227
OG0000952	Syas.g_02186	Praz.g_00223
OG0000953	Syas.g_02182	Praz.g_00220
OG0000954	Syas.g_02174	Praz.g_00216
OG0000955	Syas.g_02173	Praz.g_00215
OG0000956	Syas.g_02171	Praz.g_00213
OG0000957	Syas.g_02158	Praz.g_00207
OG0000958	Syas.g_02157	Praz.g_00206
OG0000959	Syas.g_02154	Praz.g_00202
OG0000960	Syas.g_02153	Praz.g_00201
OG0000961	Syas.g_02345	Praz.g_00199
OG0000962	Syas.g_02146	Praz.g_00197
OG0000963	Syas.g_02143	Praz.g_00193
OG0000964	Syas.g_02142	Praz.g_00192
OG0000965	Syas.g_02141	Praz.g_00191
OG0000966	Syas.g_02112	Praz.g_00184
OG0000967	Syas.g_02108	Praz.g_00179
OG0000968	Syas.g_02106	Praz.g_00177
OG0000969	Syas.g_02104	Praz.g_00176
OG0000970	Syas.g_02103	Praz.g_00175
OG0000971	Syas.g_02101	Praz.g_00174
OG0000972	Syas.g_02100	Praz.g_00173
OG0000973	Syas.g_02099	Praz.g_00172
OG0000974	Syas.g_02098	Praz.g_00171
OG0000975	Syas.g_02097	Praz.g_00170
OG0000976	Syas.g_02096	Praz.g_00169
OG0000977	Syas.g_02094	Praz.g_00168
OG0000978	Syas.g_02093	Praz.g_00167
OG0000979	Syas.g_02090	Praz.g_00164
OG0000980	Syas.g_02087	Praz.g_00162
OG0000981	Syas.g_02084	Praz.g_00160
OG0000982	Syas.g_01882	Praz.g_00158
OG0000983	Syas.g_01883	Praz.g_00157
OG0000984	Syas.g_01884	Praz.g_00156
OG0000985	Syas.g_01888	Praz.g_00153
OG0000986	Syas.g_01891	Praz.g_00151
OG0000987	Syas.g_01897	Praz.g_00150
OG0000988	Syas.g_01902	Praz.g_00147
OG0000989	Syas.g_01908	Praz.g_00143
OG0000990	Syas.g_01937	Praz.g_00140
OG0000991	Syas.g_01939	Praz.g_00139
OG0000992	Syas.g_01943	Praz.g_00137
OG0000993	Syas.g_01945	Praz.g_00136
OG0000994	Syas.g_01948	Praz.g_00135
OG0000995	Syas.g_01955	Praz.g_00131
OG0000996	Syas.g_01977	Praz.g_00130
OG0000997	Syas.g_01993	Praz.g_00129
OG0000998	Syas.g_01995	Praz.g_00127
OG0000999	Syas.g_01996	Praz.g_00126
OG0001000	Syas.g_02000	Praz.g_00123
OG0001001	Syas.g_02006	Praz.g_00121
OG0001002	Syas.g_02014	Praz.g_00117
OG0001003	Syas.g_02016	Praz.g_00357
OG0001004	Syas.g_02017	Praz.g_00358
OG0001005	Syas.g_02018	Praz.g_00359
OG0001006	Syas.g_02032	Praz.g_00363
OG0001007	Syas.g_02034	Praz.g_00365
OG0001008	Syas.g_01496	Praz.g_01891
OG0001009	Syas.g_02065	Praz.g_00392
OG0001010	Syas.g_02066	Praz.g_00393
OG0001011	Syas.g_02068	Praz.g_00394
OG0001012	Syas.g_00152	Praz.g_00409
OG0001013	Syas.g_01866	Praz.g_00414
OG0001014	Syas.g_01857	Praz.g_00417
OG0001015	Syas.g_01856	Praz.g_00418
OG0001016	Syas.g_02517	Praz.g_00433
OG0001017	Syas.g_02511	Praz.g_00437
OG0001018	Syas.g_02509	Praz.g_00440
OG0001019	Syas.g_02469	Praz.g_00449
OG0001020	Syas.g_02443	Praz.g_00450
OG0001021	Syas.g_02437	Praz.g_00451
OG0001022	Syas.g_02434	Praz.g_00454
OG0001023	Syas.g_02433	Praz.g_00455
OG0001024	Syas.g_00135	Praz.g_00458
OG0001025	Syas.g_02424	Praz.g_00464
OG0001026	Syas.g_02412	Praz.g_00471
OG0001027	Syas.g_02408	Praz.g_00472
OG0001028	Syas.g_02405	Praz.g_00474
OG0001029	Syas.g_02403	Praz.g_00475
OG0001030	Syas.g_02384	Praz.g_00490
OG0001031	Syas.g_02293	Praz.g_00546
OG0001032	Syas.g_02290	Praz.g_00547
OG0001033	Syas.g_02239	Praz.g_00568
OG0001034	Syas.g_02556	Praz.g_00596
OG0001035	Syas.g_01704	Praz.g_00614
OG0001036	Syas.g_01709	Praz.g_00618
OG0001037	Syas.g_01711	Praz.g_00619
OG0001038	Syas.g_01751	Praz.g_00636
OG0001039	Syas.g_01754	Praz.g_00639
OG0001041	Syas.g_01761	Praz.g_00645
OG0001042	Syas.g_01821	Praz.g_00661
OG0001043	Syas.g_01817	Praz.g_00662
OG0001044	Syas.g_01542	Praz.g_00690
OG0001045	Syas.g_01529	Praz.g_00344
OG0001046	Syas.g_00532	Praz.g_00795
OG0001047	Syas.g_01494	Praz.g_01889
OG0001048	Syas.g_01493	Praz.g_01888
OG0001049	Syas.g_02742	Praz.g_01886
OG0001050	Syas.g_02743	Praz.g_01885
OG0001051	Syas.g_02744	Praz.g_01884
OG0001052	Syas.g_01337	Praz.g_01857
OG0001053	Syas.g_01250	Praz.g_01845
OG0001054	Syas.g_01231	Praz.g_01830
OG0001055	Syas.g_01210	Praz.g_01811
OG0001056	Syas.g_00068	Praz.g_01792
OG0001057	Syas.g_00763	Praz.g_01787
OG0001058	Syas.g_00787	Praz.g_01779
OG0001059	Syas.g_00791	Praz.g_01775
OG0001060	Syas.g_00797	Praz.g_01768
OG0001061	Syas.g_00816	Praz.g_01755
OG0001062	Syas.g_00819	Praz.g_01753
OG0001063	Syas.g_00830	Praz.g_01751
OG0001064	Syas.g_00831	Praz.g_01750
OG0001065	Syas.g_00832	Praz.g_01749
OG0001066	Syas.g_00833	Praz.g_01748
OG0001067	Syas.g_00834	Praz.g_01747
OG0001068	Syas.g_00835	Praz.g_01746
OG0001069	Syas.g_00836	Praz.g_01745
OG0001070	Syas.g_00840	Praz.g_01742
OG0001071	Syas.g_00841	Praz.g_01741
OG0001072	Syas.g_00844	Praz.g_01740
OG0001073	Syas.g_00855	Praz.g_01726
OG0001074	Syas.g_00157	Praz.g_01715
OG0001075	Syas.g_00163	Praz.g_01714
OG0001076	Syas.g_00113	Praz.g_01706
OG0001077	Syas.g_00101	Praz.g_01702
OG0001078	Syas.g_00745	Praz.g_01694
OG0001079	Syas.g_00729	Praz.g_01683
OG0001080	Syas.g_00717	Praz.g_01677
OG0001081	Syas.g_00715	Praz.g_01675
OG0001082	Syas.g_00714	Praz.g_01674
OG0001083	Syas.g_00707	Praz.g_01669
OG0001084	Syas.g_00706	Praz.g_01668
OG0001085	Syas.g_00693	Praz.g_01660
OG0001086	Syas.g_00691	Praz.g_01659
OG0001087	Syas.g_00071	Praz.g_01642
OG0001088	Syas.g_01060	Praz.g_01641
OG0001089	Syas.g_01039	Praz.g_01633
OG0001090	Syas.g_00980	Praz.g_01606
OG0001091	Syas.g_00979	Praz.g_01604
OG0001092	Syas.g_00178	Praz.g_01603
OG0001093	Syas.g_00184	Praz.g_01598
OG0001095	Syas.g_00582	Praz.g_01499
OG0001097	Syas.g_00243	Praz.g_01467
OG0001098	Syas.g_00880	Praz.g_01452
OG0001099	Syas.g_02404	Praz.g_01420
OG0001100	Syas.g_00682	Praz.g_01416
OG0001101	Syas.g_00680	Praz.g_01414
OG0001102	Syas.g_00677	Praz.g_01411
OG0001103	Syas.g_00675	Praz.g_01409
OG0001104	Syas.g_00620	Praz.g_01387
OG0001105	Syas.g_00617	Praz.g_01383
OG0001106	Syas.g_00447	Praz.g_01359
OG0001107	Syas.g_00459	Praz.g_01352
OG0001108	Syas.g_00494	Praz.g_01348
OG0001109	Syas.g_00496	Praz.g_01347
OG0001110	Syas.g_00498	Praz.g_01345
OG0001111	Syas.g_00500	Praz.g_01344
OG0001112	Syas.g_00503	Praz.g_01343
OG0001113	Syas.g_00504	Praz.g_01342
OG0001114	Syas.g_00505	Praz.g_01341
OG0001115	Syas.g_00527	Praz.g_01339
OG0001116	Syas.g_00529	Praz.g_01338
OG0001117	Syas.g_00530	Praz.g_01337
OG0001118	Syas.g_00531	Praz.g_01336
OG0001119	Syas.g_00533	Praz.g_01335
OG0001120	Syas.g_00539	Praz.g_01333
OG0001122	Syas.g_00222	Praz.g_01305
OG0001123	Syas.g_00214	Praz.g_01301
OG0001124	Syas.g_00212	Praz.g_01299
OG0001125	Syas.g_00210	Praz.g_01298
OG0001126	Syas.g_00991	Praz.g_01287
OG0001127	Syas.g_00992	Praz.g_01286
OG0001128	Syas.g_00995	Praz.g_01284
OG0001129	Syas.g_00997	Praz.g_01283
OG0001130	Syas.g_00998	Praz.g_01282
OG0001131	Syas.g_01401	Praz.g_00096
OG0001132	Syas.g_00525	Praz.g_00105
OG0001133	Syas.g_00109	Praz.g_00040
OG0001136	Syas.g_01187	Praz.g_00758
OG0001138	Syas.g_01114	Praz.g_00728
OG0001139	Syas.g_01112	Praz.g_00727
OG0001140	Syas.g_01111	Praz.g_00726
OG0001141	Syas.g_01110	Praz.g_00725
OG0001142	Syas.g_01109	Praz.g_00724
OG0001143	Syas.g_01092	Praz.g_00717
OG0001144	Syas.g_01084	Praz.g_00712
OG0001145	Syas.g_02867	Praz.g_01188
OG0001146	Syas.g_02846	Praz.g_01176
OG0001147	Syas.g_01329	Praz.g_01153
OG0001148	Syas.g_01263	Praz.g_01137
OG0001149	Syas.g_01264	Praz.g_01136
OG0001150	Syas.g_01265	Praz.g_01135
OG0001151	Syas.g_01366	Praz.g_01124
OG0001152	Syas.g_01367	Praz.g_01123
OG0001153	Syas.g_01301	Praz.g_01009
OG0001154	Syas.g_01302	Praz.g_01008
OG0001155	Syas.g_01478	Praz.g_00996
OG0001156	Syas.g_01489	Praz.g_00993
OG0001157	Syas.g_01490	Praz.g_00992
OG0001158	Syas.g_01491	Praz.g_00991
OG0001159	Syas.g_01492	Praz.g_00990
OG0001160	Syas.g_02705	Praz.g_00966
OG0001161	Syas.g_02030	Praz.g_00953
OG0001162	Syas.g_02473	Praz.g_00942
OG0001163	Syas.g_02697	Praz.g_00885
OG0001164	Syas.g_02691	Praz.g_00881
OG0001165	Syas.g_02686	Praz.g_00878
OG0001166	Syas.g_02658	Praz.g_00858
OG0001167	Syas.g_01046	Praz.g_00841
OG0001168	Syas.g_02597	Praz.g_00839
OG0001169	Syas.g_02595	Praz.g_00837
OG0001170	Syas.g_02593	Praz.g_00835
OG0001171	Syas.g_02580	Praz.g_00826
OG0001172	Syas.g_01665	Praz.g_00332
OG0001173	Syas.g_01664	Praz.g_00331
OG0001174	Syas.g_01656	Praz.g_00323
OG0001175	Syas.g_01655	Praz.g_00322
OG0001176	Syas.g_01638	Praz.g_00315
OG0001177	Syas.g_01640	Praz.g_00312
OG0001178	Syas.g_02676	Praz.g_00307
OG0001179	Syas.g_01608	Praz.g_00279
