Orthogroup	Syas	Prae
OG0000592	Syas.g_00105	Prae.g_00600
OG0000593	Syas.g_00750	Prae.g_00606
OG0000594	Syas.g_00749	Prae.g_00607
OG0000595	Syas.g_00748	Prae.g_00608
OG0000596	Syas.g_00743	Prae.g_00612
OG0000597	Syas.g_00740	Prae.g_00614
OG0000598	Syas.g_00739	Prae.g_00615
OG0000599	Syas.g_00732	Prae.g_00618
OG0000600	Syas.g_00731	Prae.g_00619
OG0000601	Syas.g_00730	Prae.g_00620
OG0000602	Syas.g_00725	Prae.g_00622
OG0000603	Syas.g_00724	Prae.g_00623
OG0000604	Syas.g_00721	Prae.g_00624
OG0000605	Syas.g_00719	Prae.g_00625
OG0000606	Syas.g_00716	Prae.g_00628
OG0000607	Syas.g_00713	Prae.g_00631
OG0000608	Syas.g_00712	Prae.g_00632
OG0000609	Syas.g_00710	Prae.g_00633
OG0000610	Syas.g_00702	Prae.g_00638
OG0000611	Syas.g_00699	Prae.g_00641
OG0000612	Syas.g_00698	Prae.g_00642
OG0000613	Syas.g_01825	Prae.g_00647
OG0000614	Syas.g_01044	Prae.g_00666
OG0000615	Syas.g_00650	Prae.g_00674
OG0000616	Syas.g_02011	Prae.g_00678
OG0000617	Syas.g_00180	Prae.g_00717
OG0000618	Syas.g_00181	Prae.g_00718
OG0000619	Syas.g_00182	Prae.g_00719
OG0000620	Syas.g_00188	Prae.g_00722
OG0000621	Syas.g_00189	Prae.g_00723
OG0000622	Syas.g_00190	Prae.g_00724
OG0000623	Syas.g_00191	Prae.g_00725
OG0000624	Syas.g_00192	Prae.g_00726
OG0000625	Syas.g_00193	Prae.g_00727
OG0000626	Syas.g_00194	Prae.g_00728
OG0000627	Syas.g_00372	Prae.g_00729
OG0000628	Syas.g_00373	Prae.g_00730
OG0000629	Syas.g_00376	Prae.g_00731
OG0000630	Syas.g_00397	Prae.g_00734
OG0000631	Syas.g_00405	Prae.g_00797
OG0000632	Syas.g_00406	Prae.g_00798
OG0000633	Syas.g_00407	Prae.g_00799
OG0000634	Syas.g_00600	Prae.g_00802
OG0000635	Syas.g_00599	Prae.g_00803
OG0000636	Syas.g_00597	Prae.g_00805
OG0000637	Syas.g_00595	Prae.g_00807
OG0000638	Syas.g_00594	Prae.g_00808
OG0000639	Syas.g_00593	Prae.g_00809
OG0000640	Syas.g_00592	Prae.g_00810
OG0000641	Syas.g_00587	Prae.g_00814
OG0000642	Syas.g_00586	Prae.g_00815
OG0000643	Syas.g_00585	Prae.g_00816
OG0000644	Syas.g_00584	Prae.g_00817
OG0000645	Syas.g_00583	Prae.g_00818
OG0000646	Syas.g_00580	Prae.g_00820
OG0000647	Syas.g_00578	Prae.g_00821
OG0000648	Syas.g_00576	Prae.g_00823
OG0000649	Syas.g_00575	Prae.g_00824
OG0000650	Syas.g_00574	Prae.g_00825
OG0000651	Syas.g_00573	Prae.g_00826
OG0000652	Syas.g_00572	Prae.g_00827
OG0000653	Syas.g_00570	Prae.g_00829
OG0000654	Syas.g_00569	Prae.g_00830
OG0000655	Syas.g_00568	Prae.g_00831
OG0000656	Syas.g_00565	Prae.g_00834
OG0000657	Syas.g_00232	Prae.g_00841
OG0000658	Syas.g_00235	Prae.g_00842
OG0000659	Syas.g_00236	Prae.g_00843
OG0000660	Syas.g_00240	Prae.g_00847
OG0000661	Syas.g_00242	Prae.g_00849
OG0000662	Syas.g_00281	Prae.g_00851
OG0000663	Syas.g_00284	Prae.g_00853
OG0000664	Syas.g_00287	Prae.g_00854
OG0000665	Syas.g_00385	Prae.g_00858
OG0000666	Syas.g_01362	Prae.g_00859
OG0000667	Syas.g_00088	Prae.g_00863
OG0000668	Syas.g_00221	Prae.g_00892
OG0000669	Syas.g_00684	Prae.g_00900
OG0000670	Syas.g_00681	Prae.g_00902
OG0000671	Syas.g_00679	Prae.g_00904
OG0000672	Syas.g_00676	Prae.g_00906
OG0000673	Syas.g_00673	Prae.g_00909
OG0000674	Syas.g_00671	Prae.g_00911
OG0000675	Syas.g_00670	Prae.g_00912
OG0000676	Syas.g_00668	Prae.g_00914
OG0000677	Syas.g_00667	Prae.g_00915
OG0000678	Syas.g_00660	Prae.g_00917
OG0000679	Syas.g_00629	Prae.g_00921
OG0000680	Syas.g_00628	Prae.g_00922
OG0000681	Syas.g_00625	Prae.g_00924
OG0000682	Syas.g_00624	Prae.g_00925
OG0000683	Syas.g_00623	Prae.g_00926
OG0000684	Syas.g_00621	Prae.g_00927
OG0000685	Syas.g_00187	Prae.g_00929
OG0000686	Syas.g_00619	Prae.g_00930
OG0000687	Syas.g_00618	Prae.g_00931
OG0000688	Syas.g_00612	Prae.g_00934
OG0000689	Syas.g_00610	Prae.g_00935
OG0000690	Syas.g_00609	Prae.g_00936
OG0000691	Syas.g_00608	Prae.g_00937
OG0000692	Syas.g_00606	Prae.g_00938
OG0000693	Syas.g_00604	Prae.g_00939
OG0000694	Syas.g_00603	Prae.g_00940
OG0000695	Syas.g_00410	Prae.g_00942
OG0000696	Syas.g_00411	Prae.g_00943
OG0000697	Syas.g_00413	Prae.g_00944
OG0000698	Syas.g_00417	Prae.g_00947
OG0000699	Syas.g_00419	Prae.g_00948
OG0000700	Syas.g_00420	Prae.g_00949
OG0000701	Syas.g_00421	Prae.g_00950
OG0000702	Syas.g_00437	Prae.g_00952
OG0000703	Syas.g_00438	Prae.g_00953
OG0000704	Syas.g_00446	Prae.g_00954
OG0000705	Syas.g_00453	Prae.g_00958
OG0000706	Syas.g_00454	Prae.g_00959
OG0000707	Syas.g_00455	Prae.g_00960
OG0000708	Syas.g_00458	Prae.g_00961
OG0000709	Syas.g_00466	Prae.g_00965
OG0000710	Syas.g_00497	Prae.g_00968
OG0000711	Syas.g_00546	Prae.g_00985
OG0000712	Syas.g_00548	Prae.g_00987
OG0000713	Syas.g_00549	Prae.g_00988
OG0000714	Syas.g_00551	Prae.g_00989
OG0000715	Syas.g_00553	Prae.g_00991
OG0000716	Syas.g_00556	Prae.g_00993
OG0000717	Syas.g_00557	Prae.g_00994
OG0000718	Syas.g_00561	Prae.g_01009
OG0000719	Syas.g_00223	Prae.g_01011
OG0000720	Syas.g_00209	Prae.g_01020
OG0000721	Syas.g_00207	Prae.g_01022
OG0000722	Syas.g_00206	Prae.g_01023
OG0000723	Syas.g_00196	Prae.g_01026
OG0000724	Syas.g_00999	Prae.g_01035
OG0000725	Syas.g_01024	Prae.g_01041
OG0000726	Syas.g_01025	Prae.g_01042
OG0000727	Syas.g_01026	Prae.g_01043
OG0000728	Syas.g_01028	Prae.g_01045
OG0000729	Syas.g_02145	Prae.g_01092
OG0000730	Syas.g_01544	Prae.g_01096
OG0000731	Syas.g_01532	Prae.g_01100
OG0000732	Syas.g_02086	Prae.g_01109
OG0000733	Syas.g_00096	Prae.g_01131
OG0000734	Syas.g_02414	Prae.g_01148
OG0000735	Syas.g_01201	Prae.g_01150
OG0000736	Syas.g_01200	Prae.g_01151
OG0000737	Syas.g_01199	Prae.g_01152
OG0000738	Syas.g_01193	Prae.g_01156
OG0000739	Syas.g_01192	Prae.g_01157
OG0000740	Syas.g_01191	Prae.g_01158
OG0000741	Syas.g_01188	Prae.g_01159
OG0000742	Syas.g_01185	Prae.g_01162
OG0000743	Syas.g_01182	Prae.g_01164
OG0000744	Syas.g_01181	Prae.g_01165
OG0000745	Syas.g_01178	Prae.g_01166
OG0000746	Syas.g_01176	Prae.g_01168
OG0000747	Syas.g_01174	Prae.g_01169
OG0000748	Syas.g_01146	Prae.g_01172
OG0000749	Syas.g_01144	Prae.g_01173
OG0000750	Syas.g_01143	Prae.g_01174
OG0000751	Syas.g_01138	Prae.g_01176
OG0000752	Syas.g_01136	Prae.g_01178
OG0000753	Syas.g_01133	Prae.g_01181
OG0000754	Syas.g_01128	Prae.g_01184
OG0000755	Syas.g_01117	Prae.g_01187
OG0000756	Syas.g_01116	Prae.g_01188
OG0000757	Syas.g_01108	Prae.g_01194
OG0000758	Syas.g_01107	Prae.g_01195
OG0000759	Syas.g_01106	Prae.g_01196
OG0000760	Syas.g_01105	Prae.g_01197
OG0000761	Syas.g_01104	Prae.g_01198
OG0000762	Syas.g_01102	Prae.g_01199
OG0000763	Syas.g_01091	Prae.g_01201
OG0000764	Syas.g_01090	Prae.g_01202
OG0000765	Syas.g_01076	Prae.g_01211
OG0000766	Syas.g_01075	Prae.g_01212
OG0000767	Syas.g_01073	Prae.g_01214
OG0000768	Syas.g_01072	Prae.g_01215
OG0000769	Syas.g_01070	Prae.g_01217
OG0000770	Syas.g_01067	Prae.g_01219
OG0000771	Syas.g_00993	Prae.g_01434
OG0000772	Syas.g_01461	Prae.g_01293
OG0000773	Syas.g_00002	Prae.g_01319
OG0000774	Syas.g_02862	Prae.g_01321
OG0000775	Syas.g_02860	Prae.g_01324
OG0000776	Syas.g_02859	Prae.g_01325
OG0000777	Syas.g_02858	Prae.g_01326
OG0000778	Syas.g_02857	Prae.g_01327
OG0000779	Syas.g_02852	Prae.g_01331
OG0000780	Syas.g_02847	Prae.g_01332
OG0000781	Syas.g_02842	Prae.g_01335
OG0000782	Syas.g_02841	Prae.g_01336
OG0000783	Syas.g_02840	Prae.g_01337
OG0000784	Syas.g_02839	Prae.g_01338
OG0000785	Syas.g_02837	Prae.g_01340
OG0000786	Syas.g_02833	Prae.g_01342
OG0000787	Syas.g_02832	Prae.g_01343
OG0000788	Syas.g_00782	Prae.g_01355
OG0000789	Syas.g_01507	Prae.g_01358
OG0000790	Syas.g_01266	Prae.g_01373
OG0000791	Syas.g_01268	Prae.g_01375
OG0000792	Syas.g_01269	Prae.g_01376
OG0000793	Syas.g_01359	Prae.g_01379
OG0000794	Syas.g_01361	Prae.g_01380
OG0000795	Syas.g_01363	Prae.g_01381
OG0000796	Syas.g_01368	Prae.g_01385
OG0000797	Syas.g_01369	Prae.g_01386
OG0000798	Syas.g_01750, Syas.g_02134	Prae.g_01420
OG0000799	Syas.g_02789	Prae.g_01441
OG0000800	Syas.g_02790	Prae.g_01442
OG0000801	Syas.g_02791	Prae.g_01443
OG0000802	Syas.g_02797	Prae.g_01445
OG0000803	Syas.g_02800	Prae.g_01447
OG0000804	Syas.g_02803	Prae.g_01448
OG0000805	Syas.g_02805	Prae.g_01450
OG0000806	Syas.g_02807	Prae.g_01452
OG0000807	Syas.g_02808	Prae.g_01453
OG0000808	Syas.g_02809	Prae.g_01454
OG0000809	Syas.g_02811	Prae.g_01457
OG0000810	Syas.g_02813	Prae.g_01458
OG0000811	Syas.g_02822	Prae.g_01462
OG0000812	Syas.g_02824	Prae.g_01464
OG0000813	Syas.g_02825	Prae.g_01465
OG0000814	Syas.g_02827	Prae.g_01467
OG0000815	Syas.g_02829	Prae.g_01468
OG0000816	Syas.g_02831	Prae.g_01470
OG0000817	Syas.g_02753	Prae.g_01471
OG0000818	Syas.g_01282	Prae.g_01476
OG0000819	Syas.g_01283	Prae.g_01477
OG0000820	Syas.g_01284	Prae.g_01478
OG0000821	Syas.g_01289	Prae.g_01482
OG0000822	Syas.g_01291	Prae.g_01483
OG0000823	Syas.g_01292	Prae.g_01484
OG0000824	Syas.g_01297	Prae.g_01487
OG0000825	Syas.g_01298	Prae.g_01488
OG0000826	Syas.g_01299	Prae.g_01489
OG0000827	Syas.g_01300	Prae.g_01490
OG0000828	Syas.g_01303	Prae.g_01493
OG0000829	Syas.g_01304	Prae.g_01494
OG0000830	Syas.g_01305	Prae.g_01495
OG0000831	Syas.g_01308	Prae.g_01497
OG0000832	Syas.g_01476	Prae.g_01503
OG0000833	Syas.g_02738	Prae.g_01511
OG0000834	Syas.g_02737	Prae.g_01512
OG0000835	Syas.g_02736	Prae.g_01513
OG0000836	Syas.g_02732	Prae.g_01514
OG0000837	Syas.g_02731	Prae.g_01515
OG0000838	Syas.g_02727	Prae.g_01517
OG0000839	Syas.g_02726	Prae.g_01518
OG0000840	Syas.g_02725	Prae.g_01519
OG0000841	Syas.g_02724	Prae.g_01520
OG0000842	Syas.g_02723	Prae.g_01521
OG0000843	Syas.g_02722	Prae.g_01522
OG0000844	Syas.g_02720	Prae.g_01523
OG0000845	Syas.g_02719	Prae.g_01524
OG0000846	Syas.g_02718	Prae.g_01525
OG0000847	Syas.g_02717	Prae.g_01526
OG0000848	Syas.g_02715	Prae.g_01527
OG0000849	Syas.g_02714	Prae.g_01528
OG0000850	Syas.g_02711	Prae.g_01530
OG0000851	Syas.g_02708	Prae.g_01531
OG0000852	Syas.g_02707	Prae.g_01532
OG0000853	Syas.g_02703	Prae.g_01536
OG0000854	Syas.g_02701	Prae.g_01538
OG0000855	Syas.g_02700	Prae.g_01539
OG0000856	Syas.g_00103	Prae.g_01554
OG0000857	Syas.g_00579	Prae.g_01582
OG0000858	Syas.g_02693	Prae.g_01617
OG0000859	Syas.g_02692	Prae.g_01618
OG0000860	Syas.g_02679	Prae.g_01625
OG0000861	Syas.g_02678	Prae.g_01626
OG0000862	Syas.g_02677	Prae.g_01627
OG0000863	Syas.g_02675	Prae.g_01629
OG0000864	Syas.g_02674	Prae.g_01630
OG0000865	Syas.g_02673	Prae.g_01631
OG0000866	Syas.g_02672	Prae.g_01632
OG0000867	Syas.g_02671	Prae.g_01633
OG0000868	Syas.g_02667	Prae.g_01634
OG0000869	Syas.g_02662	Prae.g_01638
OG0000870	Syas.g_02657	Prae.g_01643
OG0000871	Syas.g_02656	Prae.g_01644
OG0000872	Syas.g_02650	Prae.g_01645
OG0000873	Syas.g_02647	Prae.g_01648
OG0000874	Syas.g_02645	Prae.g_01651
OG0000875	Syas.g_02644	Prae.g_01652
OG0000876	Syas.g_00280	Prae.g_01653
OG0000877	Syas.g_02603	Prae.g_01655
OG0000878	Syas.g_02602	Prae.g_01656
OG0000879	Syas.g_02601	Prae.g_01657
OG0000880	Syas.g_02600	Prae.g_01658
OG0000881	Syas.g_02596	Prae.g_01662
OG0000882	Syas.g_02591	Prae.g_01667
OG0000883	Syas.g_02586	Prae.g_01668
OG0000884	Syas.g_02584	Prae.g_01670
OG0000885	Syas.g_02583	Prae.g_01671
OG0000886	Syas.g_02582	Prae.g_01672
OG0000887	Syas.g_02581	Prae.g_01673
OG0000888	Syas.g_02579	Prae.g_01675
OG0000889	Syas.g_02577	Prae.g_01677
OG0000890	Syas.g_02574	Prae.g_01678
OG0000891	Syas.g_02573	Prae.g_01679
OG0000892	Syas.g_02571	Prae.g_01681
OG0000893	Syas.g_01677	Prae.g_01686
OG0000894	Syas.g_01667	Prae.g_01688
OG0000895	Syas.g_01663	Prae.g_01691
OG0000896	Syas.g_01662	Prae.g_01692
OG0000897	Syas.g_01660	Prae.g_01694
OG0000898	Syas.g_01659	Prae.g_01695
OG0000899	Syas.g_01658	Prae.g_01696
OG0000900	Syas.g_01657	Prae.g_01697
OG0000901	Syas.g_01652	Prae.g_01700
OG0000902	Syas.g_01651	Prae.g_01702
OG0000903	Syas.g_01637	Prae.g_01705
OG0000904	Syas.g_01642	Prae.g_01707
OG0000905	Syas.g_01647	Prae.g_01712
OG0000906	Syas.g_01649	Prae.g_01713
OG0000907	Syas.g_01635	Prae.g_01716
OG0000908	Syas.g_01632	Prae.g_01719
OG0000909	Syas.g_01631	Prae.g_01720
OG0000910	Syas.g_01630	Prae.g_01721
OG0000911	Syas.g_01628	Prae.g_01723
OG0000912	Syas.g_01627	Prae.g_01724
OG0000913	Syas.g_01626	Prae.g_01725
OG0000914	Syas.g_01625	Prae.g_01726
OG0000915	Syas.g_01623	Prae.g_01727
OG0000916	Syas.g_01622	Prae.g_01728
OG0000917	Syas.g_01621	Prae.g_01729
OG0000918	Syas.g_01620	Prae.g_01730
OG0000919	Syas.g_01619	Prae.g_01731
OG0000920	Syas.g_01618	Prae.g_01732
OG0000921	Syas.g_01617	Prae.g_01733
OG0000922	Syas.g_01616	Prae.g_01734
OG0000923	Syas.g_01612	Prae.g_01738
OG0000924	Syas.g_01611	Prae.g_01739
OG0000925	Syas.g_01610	Prae.g_01740
OG0000926	Syas.g_01609	Prae.g_01741
OG0000927	Syas.g_01607	Prae.g_01743
OG0000928	Syas.g_01606	Prae.g_01744
OG0000929	Syas.g_01605	Prae.g_01745
OG0000930	Syas.g_01604	Prae.g_01746
OG0000931	Syas.g_01603	Prae.g_01747
OG0000932	Syas.g_01602	Prae.g_01748
OG0000933	Syas.g_01596	Prae.g_01752
OG0000934	Syas.g_01594	Prae.g_01754
OG0000935	Syas.g_01593	Prae.g_01755
OG0000936	Syas.g_01592	Prae.g_01756
OG0000937	Syas.g_01591	Prae.g_01757
OG0000938	Syas.g_01588	Prae.g_01759
OG0000939	Syas.g_01587	Prae.g_01760
OG0000940	Syas.g_01580	Prae.g_01768
OG0000941	Syas.g_01578	Prae.g_01770
OG0000942	Syas.g_01576	Prae.g_01772
OG0000943	Syas.g_01575	Prae.g_01773
OG0000944	Syas.g_01573	Prae.g_01774
OG0000945	Syas.g_01572	Prae.g_01775
OG0000946	Syas.g_01565	Prae.g_01779
OG0000947	Syas.g_01562	Prae.g_01781
OG0000948	Syas.g_01561	Prae.g_01782
OG0000949	Syas.g_02213	Prae.g_01785
OG0000950	Syas.g_02197	Prae.g_01790
OG0000951	Syas.g_02190	Prae.g_01794
OG0000952	Syas.g_02186	Prae.g_01798
OG0000953	Syas.g_02182	Prae.g_01801
OG0000954	Syas.g_02174	Prae.g_01805
OG0000955	Syas.g_02173	Prae.g_01806
OG0000956	Syas.g_02171	Prae.g_01808
OG0000957	Syas.g_02158	Prae.g_01813
OG0000958	Syas.g_02157	Prae.g_01814
OG0000959	Syas.g_02154	Prae.g_01818
OG0000960	Syas.g_02153	Prae.g_01819
OG0000961	Syas.g_02345	Prae.g_01821
OG0000962	Syas.g_02146	Prae.g_01823
OG0000963	Syas.g_02143	Prae.g_01827
OG0000964	Syas.g_02142	Prae.g_01828
OG0000965	Syas.g_02141	Prae.g_01829
OG0000966	Syas.g_02112	Prae.g_01836
OG0000967	Syas.g_02108	Prae.g_01840
OG0000968	Syas.g_02106	Prae.g_01842
OG0000969	Syas.g_02104	Prae.g_01843
OG0000970	Syas.g_02103	Prae.g_01844
OG0000971	Syas.g_02101	Prae.g_01845
OG0000972	Syas.g_02100	Prae.g_01846
OG0000973	Syas.g_02099	Prae.g_01847
OG0000974	Syas.g_02098	Prae.g_01848
OG0000975	Syas.g_02097	Prae.g_01849
OG0000976	Syas.g_02096	Prae.g_01850
OG0000977	Syas.g_02094	Prae.g_01851
OG0000978	Syas.g_02093	Prae.g_01852
OG0000979	Syas.g_02090	Prae.g_01855
OG0000980	Syas.g_02087	Prae.g_01857
OG0000981	Syas.g_02084	Prae.g_01859
OG0000982	Syas.g_01882	Prae.g_01861
OG0000983	Syas.g_01883	Prae.g_01862
OG0000984	Syas.g_01884	Prae.g_01863
OG0000985	Syas.g_01888	Prae.g_01866
OG0000986	Syas.g_01891	Prae.g_01868
OG0000987	Syas.g_01897	Prae.g_01869
OG0000988	Syas.g_01902	Prae.g_01872
OG0000989	Syas.g_01908	Prae.g_01876
OG0000990	Syas.g_01937	Prae.g_01879
OG0000991	Syas.g_01939	Prae.g_01880
OG0000992	Syas.g_01943	Prae.g_01882
OG0000993	Syas.g_01945	Prae.g_01883
OG0000994	Syas.g_01948	Prae.g_01884
OG0000995	Syas.g_01955	Prae.g_01888
OG0000996	Syas.g_01977	Prae.g_01889
OG0000997	Syas.g_01993	Prae.g_01890
OG0000998	Syas.g_01995	Prae.g_01892
OG0000999	Syas.g_01996	Prae.g_01893
OG0001000	Syas.g_02000	Prae.g_01896
OG0001001	Syas.g_02006	Prae.g_01898
OG0001002	Syas.g_02014	Prae.g_01902
OG0001003	Syas.g_02016	Prae.g_01903
OG0001004	Syas.g_02017	Prae.g_01904
OG0001005	Syas.g_02018	Prae.g_01905
OG0001006	Syas.g_02032	Prae.g_01909
OG0001007	Syas.g_02034	Prae.g_01911
OG0001008	Syas.g_01496	Prae.g_00411
OG0001009	Syas.g_02065	Prae.g_00027
OG0001010	Syas.g_02066	Prae.g_00028
OG0001011	Syas.g_02068	Prae.g_00029
OG0001012	Syas.g_00152	Prae.g_00045
OG0001013	Syas.g_01866	Prae.g_00050
OG0001014	Syas.g_01857	Prae.g_00053
OG0001015	Syas.g_01856	Prae.g_00054
OG0001016	Syas.g_02517	Prae.g_00073
OG0001017	Syas.g_02511	Prae.g_00077
OG0001018	Syas.g_02509	Prae.g_00080
OG0001019	Syas.g_02469	Prae.g_00089
OG0001020	Syas.g_02443	Prae.g_00090
OG0001021	Syas.g_02437	Prae.g_00091
OG0001022	Syas.g_02434	Prae.g_00094
OG0001023	Syas.g_02433	Prae.g_00095
OG0001024	Syas.g_00135	Prae.g_00098
OG0001025	Syas.g_02424	Prae.g_00104
OG0001026	Syas.g_02412	Prae.g_00110
OG0001027	Syas.g_02408	Prae.g_00111
OG0001028	Syas.g_02405	Prae.g_00113
OG0001029	Syas.g_02403	Prae.g_00115
OG0001030	Syas.g_02384	Prae.g_00130
OG0001031	Syas.g_02293	Prae.g_00189
OG0001032	Syas.g_02290	Prae.g_00190
OG0001033	Syas.g_02239	Prae.g_00211
OG0001034	Syas.g_02556	Prae.g_00239
OG0001035	Syas.g_01704	Prae.g_00257
OG0001036	Syas.g_01709	Prae.g_00262
OG0001037	Syas.g_01711	Prae.g_00263
OG0001038	Syas.g_01751	Prae.g_00279
OG0001039	Syas.g_01754	Prae.g_00282
OG0001041	Syas.g_01761	Prae.g_00288
OG0001042	Syas.g_01821	Prae.g_00305
OG0001043	Syas.g_01817	Prae.g_00306
OG0001044	Syas.g_01542	Prae.g_00334
OG0001045	Syas.g_01529	Prae.g_00342
OG0001046	Syas.g_00532	Prae.g_00379
OG0001047	Syas.g_01494	Prae.g_00413
OG0001048	Syas.g_01493	Prae.g_00414
OG0001049	Syas.g_02742	Prae.g_00416
OG0001050	Syas.g_02743	Prae.g_00417
OG0001051	Syas.g_02744	Prae.g_00418
OG0001052	Syas.g_01337	Prae.g_00445
OG0001053	Syas.g_01250	Prae.g_00457
OG0001054	Syas.g_01231	Prae.g_00472
OG0001055	Syas.g_01210	Prae.g_00491
OG0001056	Syas.g_00068	Prae.g_00511
OG0001057	Syas.g_00763	Prae.g_00516
OG0001058	Syas.g_00787	Prae.g_00524
OG0001059	Syas.g_00791	Prae.g_00528
OG0001060	Syas.g_00797	Prae.g_00535
OG0001061	Syas.g_00816	Prae.g_00548
OG0001062	Syas.g_00819	Prae.g_00550
OG0001063	Syas.g_00830	Prae.g_00552
OG0001064	Syas.g_00831	Prae.g_00553
OG0001065	Syas.g_00832	Prae.g_00554
OG0001066	Syas.g_00833	Prae.g_00555
OG0001067	Syas.g_00834	Prae.g_00556
OG0001068	Syas.g_00835	Prae.g_00557
OG0001069	Syas.g_00836	Prae.g_00558
OG0001070	Syas.g_00840	Prae.g_00561
OG0001071	Syas.g_00841	Prae.g_00562
OG0001072	Syas.g_00844	Prae.g_00564
OG0001073	Syas.g_00855	Prae.g_00578
OG0001074	Syas.g_00157	Prae.g_00589
OG0001075	Syas.g_00163	Prae.g_00590
OG0001076	Syas.g_00113	Prae.g_00598
OG0001077	Syas.g_00101	Prae.g_00602
OG0001078	Syas.g_00745	Prae.g_00610
OG0001079	Syas.g_00729	Prae.g_00621
OG0001080	Syas.g_00717	Prae.g_00627
OG0001081	Syas.g_00715	Prae.g_00629
OG0001082	Syas.g_00714	Prae.g_00630
OG0001083	Syas.g_00707	Prae.g_00635
OG0001084	Syas.g_00706	Prae.g_00636
OG0001085	Syas.g_00693	Prae.g_00644
OG0001086	Syas.g_00691	Prae.g_00645
OG0001087	Syas.g_00071	Prae.g_00662
OG0001088	Syas.g_01060	Prae.g_00663
OG0001089	Syas.g_01039	Prae.g_00671
OG0001090	Syas.g_00980	Prae.g_00712
OG0001091	Syas.g_00979	Prae.g_00714
OG0001092	Syas.g_00178	Prae.g_00715
OG0001093	Syas.g_00184	Prae.g_00720
OG0001095	Syas.g_00582	Prae.g_00819
OG0001097	Syas.g_00243	Prae.g_00850
OG0001098	Syas.g_00880	Prae.g_00865
OG0001099	Syas.g_02404	Prae.g_00897
OG0001100	Syas.g_00682	Prae.g_00901
OG0001101	Syas.g_00680	Prae.g_00903
OG0001102	Syas.g_00677	Prae.g_00905
OG0001103	Syas.g_00675	Prae.g_00907
OG0001104	Syas.g_00620	Prae.g_00928
OG0001105	Syas.g_00617	Prae.g_00932
OG0001106	Syas.g_00447	Prae.g_00955
OG0001107	Syas.g_00459	Prae.g_00962
OG0001108	Syas.g_00494	Prae.g_00966
OG0001109	Syas.g_00496	Prae.g_00967
OG0001110	Syas.g_00498	Prae.g_00969
OG0001111	Syas.g_00500	Prae.g_00970
OG0001112	Syas.g_00503	Prae.g_00971
OG0001113	Syas.g_00504	Prae.g_00972
OG0001114	Syas.g_00505	Prae.g_00973
OG0001115	Syas.g_00527	Prae.g_00975
OG0001116	Syas.g_00529	Prae.g_00976
OG0001117	Syas.g_00530	Prae.g_00977
OG0001118	Syas.g_00531	Prae.g_00978
OG0001119	Syas.g_00533	Prae.g_00979
OG0001120	Syas.g_00539	Prae.g_00981
OG0001122	Syas.g_00222	Prae.g_01012
OG0001123	Syas.g_00214	Prae.g_01016
OG0001124	Syas.g_00212	Prae.g_01018
OG0001125	Syas.g_00210	Prae.g_01019
OG0001126	Syas.g_00991	Prae.g_01029
OG0001127	Syas.g_00992	Prae.g_01030
OG0001128	Syas.g_00995	Prae.g_01032
OG0001129	Syas.g_00997	Prae.g_01033
OG0001130	Syas.g_00998	Prae.g_01034
OG0001131	Syas.g_01401	Prae.g_01072
OG0001132	Syas.g_00525	Prae.g_01081
OG0001133	Syas.g_00109	Prae.g_01115
OG0001136	Syas.g_01187	Prae.g_01160
OG0001138	Syas.g_01114	Prae.g_01189
OG0001139	Syas.g_01112	Prae.g_01190
OG0001140	Syas.g_01111	Prae.g_01191
OG0001141	Syas.g_01110	Prae.g_01192
OG0001142	Syas.g_01109	Prae.g_01193
OG0001143	Syas.g_01092	Prae.g_01200
OG0001144	Syas.g_01084	Prae.g_01205
OG0001145	Syas.g_02867	Prae.g_01320
OG0001146	Syas.g_02846	Prae.g_01333
OG0001147	Syas.g_01329	Prae.g_01354
OG0001148	Syas.g_01263	Prae.g_01370
OG0001149	Syas.g_01264	Prae.g_01371
OG0001150	Syas.g_01265	Prae.g_01372
OG0001151	Syas.g_01366	Prae.g_01383
OG0001152	Syas.g_01367	Prae.g_01384
OG0001153	Syas.g_01301	Prae.g_01491
OG0001154	Syas.g_01302	Prae.g_01492
OG0001155	Syas.g_01478	Prae.g_01504
OG0001156	Syas.g_01489	Prae.g_01507
OG0001157	Syas.g_01490	Prae.g_01508
OG0001158	Syas.g_01491	Prae.g_01509
OG0001159	Syas.g_01492	Prae.g_01510
OG0001160	Syas.g_02705	Prae.g_01534
OG0001161	Syas.g_02030	Prae.g_01547
OG0001162	Syas.g_02473	Prae.g_01558
OG0001163	Syas.g_02697	Prae.g_01615
OG0001164	Syas.g_02691	Prae.g_01619
OG0001165	Syas.g_02686	Prae.g_01622
OG0001166	Syas.g_02658	Prae.g_01642
OG0001167	Syas.g_01046	Prae.g_01659
OG0001168	Syas.g_02597	Prae.g_01661
OG0001169	Syas.g_02595	Prae.g_01663
OG0001170	Syas.g_02593	Prae.g_01665
OG0001171	Syas.g_02580	Prae.g_01674
OG0001172	Syas.g_01665	Prae.g_01689
OG0001173	Syas.g_01664	Prae.g_01690
OG0001174	Syas.g_01656	Prae.g_01698
OG0001175	Syas.g_01655	Prae.g_01699
OG0001176	Syas.g_01638	Prae.g_01706
OG0001177	Syas.g_01640	Prae.g_01709
OG0001178	Syas.g_02676	Prae.g_01714
OG0001179	Syas.g_01608	Prae.g_01742
OG0001180	Syas.g_01583	Prae.g_01765
