Orthogroup	Syas	Prah
OG0000594	Syas.g_00749	Prah.g_00504
OG0000595	Syas.g_00748	Prah.g_00503
OG0000596	Syas.g_00743	Prah.g_00498
OG0000597	Syas.g_00740	Prah.g_00495
OG0000598	Syas.g_00739	Prah.g_00494
OG0000599	Syas.g_00732	Prah.g_00485
OG0000600	Syas.g_00731	Prah.g_00484
OG0000601	Syas.g_00730	Prah.g_00483
OG0000602	Syas.g_00725	Prah.g_00478
OG0000603	Syas.g_00724	Prah.g_00477
OG0000604	Syas.g_00721	Prah.g_00476
OG0000605	Syas.g_00719	Prah.g_00474
OG0000606	Syas.g_00716	Prah.g_00466
OG0000607	Syas.g_00713	Prah.g_00463
OG0000608	Syas.g_00712	Prah.g_00462
OG0000609	Syas.g_00710	Prah.g_00460
OG0000610	Syas.g_00702	Prah.g_00452
OG0000611	Syas.g_00699	Prah.g_00449
OG0000612	Syas.g_00698	Prah.g_00448
OG0000613	Syas.g_01825	Prah.g_02193
OG0000614	Syas.g_01044	Prah.g_00985
OG0000615	Syas.g_00650	Prah.g_00706
OG0000616	Syas.g_02011	Prah.g_02588
OG0000617	Syas.g_00180	Prah.g_00881
OG0000618	Syas.g_00181	Prah.g_00880
OG0000619	Syas.g_00182	Prah.g_00879
OG0000620	Syas.g_00188	Prah.g_00875
OG0000621	Syas.g_00189	Prah.g_00874
OG0000622	Syas.g_00190	Prah.g_00873
OG0000623	Syas.g_00191	Prah.g_00872
OG0000624	Syas.g_00192	Prah.g_00871
OG0000625	Syas.g_00193	Prah.g_00870
OG0000626	Syas.g_00194	Prah.g_00869
OG0000627	Syas.g_00372	Prah.g_00746
OG0000628	Syas.g_00373	Prah.g_00747
OG0000629	Syas.g_00376	Prah.g_00750
OG0000630	Syas.g_00397	Prah.g_00754
OG0000631	Syas.g_00405	Prah.g_00758
OG0000632	Syas.g_00406	Prah.g_00759
OG0000633	Syas.g_00407	Prah.g_00760
OG0000634	Syas.g_00600	Prah.g_00671
OG0000635	Syas.g_00599	Prah.g_00670
OG0000636	Syas.g_00597	Prah.g_00668
OG0000637	Syas.g_00595	Prah.g_00666
OG0000638	Syas.g_00594	Prah.g_00665
OG0000639	Syas.g_00593	Prah.g_00664
OG0000640	Syas.g_00592	Prah.g_00663
OG0000641	Syas.g_00587	Prah.g_00659
OG0000642	Syas.g_00586	Prah.g_00658
OG0000643	Syas.g_00585	Prah.g_00657
OG0000644	Syas.g_00584	Prah.g_00656
OG0000645	Syas.g_00583	Prah.g_00655
OG0000646	Syas.g_00580	Prah.g_00652
OG0000647	Syas.g_00578	Prah.g_00650
OG0000648	Syas.g_00576	Prah.g_00648
OG0000649	Syas.g_00575	Prah.g_00647
OG0000650	Syas.g_00574	Prah.g_00646
OG0000651	Syas.g_00573	Prah.g_00645
OG0000652	Syas.g_00572	Prah.g_00644
OG0000653	Syas.g_00570	Prah.g_00640
OG0000654	Syas.g_00569	Prah.g_00639
OG0000655	Syas.g_00568	Prah.g_00638
OG0000656	Syas.g_00565	Prah.g_00635
OG0000657	Syas.g_00232	Prah.g_00603
OG0000658	Syas.g_00235	Prah.g_00601
OG0000659	Syas.g_00236	Prah.g_00600
OG0000660	Syas.g_00240	Prah.g_00596
OG0000661	Syas.g_00242	Prah.g_00594
OG0000662	Syas.g_00281	Prah.g_00592
OG0000663	Syas.g_00284	Prah.g_00589
OG0000664	Syas.g_00287	Prah.g_00588
OG0000665	Syas.g_00385	Prah.g_00574
OG0000666	Syas.g_01362	Prah.g_00572
OG0000667	Syas.g_00088	Prah.g_00564
OG0000668	Syas.g_00221	Prah.g_00850
OG0000669	Syas.g_00684	Prah.g_00558
OG0000670	Syas.g_00681	Prah.g_01212
OG0000671	Syas.g_00679	Prah.g_00738
OG0000672	Syas.g_00676	Prah.g_00735
OG0000673	Syas.g_00673	Prah.g_00732
OG0000674	Syas.g_00671	Prah.g_00730
OG0000675	Syas.g_00670	Prah.g_00729
OG0000676	Syas.g_00668	Prah.g_00726
OG0000677	Syas.g_00667	Prah.g_00724
OG0000678	Syas.g_00660	Prah.g_00721
OG0000679	Syas.g_00629	Prah.g_00702
OG0000680	Syas.g_00628	Prah.g_00701
OG0000681	Syas.g_00625	Prah.g_00699
OG0000682	Syas.g_00624	Prah.g_00698
OG0000683	Syas.g_00623	Prah.g_00697
OG0000684	Syas.g_00621	Prah.g_00683
OG0000685	Syas.g_00187	Prah.g_00685
OG0000686	Syas.g_00619	Prah.g_00686
OG0000687	Syas.g_00618	Prah.g_00687
OG0000688	Syas.g_00612	Prah.g_00681
OG0000689	Syas.g_00610	Prah.g_00680
OG0000690	Syas.g_00609	Prah.g_00679
OG0000691	Syas.g_00608	Prah.g_00678
OG0000692	Syas.g_00606	Prah.g_00677
OG0000693	Syas.g_00604	Prah.g_00675
OG0000694	Syas.g_00603	Prah.g_00674
OG0000695	Syas.g_00410	Prah.g_00762
OG0000696	Syas.g_00411	Prah.g_00763
OG0000697	Syas.g_00413	Prah.g_00765
OG0000698	Syas.g_00417	Prah.g_00768
OG0000699	Syas.g_00419	Prah.g_00770
OG0000700	Syas.g_00420	Prah.g_00771
OG0000701	Syas.g_00421	Prah.g_00772
OG0000702	Syas.g_00437	Prah.g_00780
OG0000703	Syas.g_00438	Prah.g_00781
OG0000704	Syas.g_00446	Prah.g_00783
OG0000705	Syas.g_00453	Prah.g_00789
OG0000706	Syas.g_00454	Prah.g_00790
OG0000707	Syas.g_00455	Prah.g_00791
OG0000708	Syas.g_00458	Prah.g_00793
OG0000709	Syas.g_00466	Prah.g_00800
OG0000710	Syas.g_00497	Prah.g_00805
OG0000711	Syas.g_00546	Prah.g_00828
OG0000712	Syas.g_00548	Prah.g_00829
OG0000713	Syas.g_00549	Prah.g_00830
OG0000714	Syas.g_00551	Prah.g_00833
OG0000715	Syas.g_00553	Prah.g_00835
OG0000716	Syas.g_00556	Prah.g_00839
OG0000717	Syas.g_00557	Prah.g_00840
OG0000718	Syas.g_00561	Prah.g_00846
OG0000719	Syas.g_00223	Prah.g_00848
OG0000720	Syas.g_00209	Prah.g_00861
OG0000721	Syas.g_00207	Prah.g_00862
OG0000722	Syas.g_00206	Prah.g_00863
OG0000723	Syas.g_00196	Prah.g_00867
OG0000724	Syas.g_00999	Prah.g_00910
OG0000725	Syas.g_01024	Prah.g_00919
OG0000726	Syas.g_01025	Prah.g_00920
OG0000727	Syas.g_01026	Prah.g_00921
OG0000728	Syas.g_01028	Prah.g_00922
OG0000729	Syas.g_02145	Prah.g_00133
OG0000730	Syas.g_01544	Prah.g_01942
OG0000731	Syas.g_01532	Prah.g_01932
OG0000732	Syas.g_02086	Prah.g_00054
OG0000733	Syas.g_00096	Prah.g_02532
OG0000734	Syas.g_02414	Prah.g_01905
OG0000735	Syas.g_01201	Prah.g_01340
OG0000736	Syas.g_01200	Prah.g_01339
OG0000737	Syas.g_01199	Prah.g_01338
OG0000738	Syas.g_01193	Prah.g_01331
OG0000739	Syas.g_01192	Prah.g_01329
OG0000740	Syas.g_01191	Prah.g_01328
OG0000741	Syas.g_01188	Prah.g_01325
OG0000742	Syas.g_01185	Prah.g_01323
OG0000743	Syas.g_01182	Prah.g_01321
OG0000744	Syas.g_01181	Prah.g_01320
OG0000745	Syas.g_01178	Prah.g_01318
OG0000746	Syas.g_01176	Prah.g_01316
OG0000747	Syas.g_01174	Prah.g_01315
OG0000748	Syas.g_01146	Prah.g_01304
OG0000749	Syas.g_01144	Prah.g_01303
OG0000750	Syas.g_01143	Prah.g_01302
OG0000751	Syas.g_01138	Prah.g_01297
OG0000752	Syas.g_01136	Prah.g_01295
OG0000753	Syas.g_01133	Prah.g_01292
OG0000754	Syas.g_01128	Prah.g_01262
OG0000755	Syas.g_01117	Prah.g_01255
OG0000756	Syas.g_01116	Prah.g_01254
OG0000757	Syas.g_01108	Prah.g_01247
OG0000758	Syas.g_01107	Prah.g_01246
OG0000759	Syas.g_01106	Prah.g_01245
OG0000760	Syas.g_01105	Prah.g_01244
OG0000761	Syas.g_01104	Prah.g_01243
OG0000762	Syas.g_01102	Prah.g_01263
OG0000763	Syas.g_01091	Prah.g_01265
OG0000764	Syas.g_01090	Prah.g_01266
OG0000765	Syas.g_01076	Prah.g_01282
OG0000766	Syas.g_01075	Prah.g_01283
OG0000767	Syas.g_01073	Prah.g_01285
OG0000768	Syas.g_01072	Prah.g_01286
OG0000769	Syas.g_01070	Prah.g_01290
OG0000770	Syas.g_01067	Prah.g_01239
OG0000771	Syas.g_00993	Prah.g_00905
OG0000772	Syas.g_01461	Prah.g_01610
OG0000773	Syas.g_00002	Prah.g_01351
OG0000774	Syas.g_02862	Prah.g_01355
OG0000775	Syas.g_02860	Prah.g_01357
OG0000776	Syas.g_02859	Prah.g_01358
OG0000777	Syas.g_02858	Prah.g_01359
OG0000778	Syas.g_02857	Prah.g_01360
OG0000779	Syas.g_02852	Prah.g_01365
OG0000780	Syas.g_02847	Prah.g_01368
OG0000781	Syas.g_02842	Prah.g_01372
OG0000782	Syas.g_02841	Prah.g_01373
OG0000783	Syas.g_02840	Prah.g_01374
OG0000784	Syas.g_02839	Prah.g_01375
OG0000785	Syas.g_02837	Prah.g_01377
OG0000786	Syas.g_02833	Prah.g_01380
OG0000787	Syas.g_02832	Prah.g_01381
OG0000788	Syas.g_00782	Prah.g_00224
OG0000789	Syas.g_01507	Prah.g_01183
OG0000790	Syas.g_01266	Prah.g_01580
OG0000791	Syas.g_01268	Prah.g_01582
OG0000792	Syas.g_01269	Prah.g_01583
OG0000793	Syas.g_01359	Prah.g_01587
OG0000794	Syas.g_01361	Prah.g_01588
OG0000795	Syas.g_01363	Prah.g_01589
OG0000796	Syas.g_01368	Prah.g_01593
OG0000797	Syas.g_01369	Prah.g_01594
OG0000798	Syas.g_01750	Prah.g_02131
OG0000799	Syas.g_02789	Prah.g_00435
OG0000800	Syas.g_02790	Prah.g_00434
OG0000801	Syas.g_02791	Prah.g_00433
OG0000802	Syas.g_02797	Prah.g_00427
OG0000803	Syas.g_02800	Prah.g_00423
OG0000804	Syas.g_02803	Prah.g_00421
OG0000805	Syas.g_02805	Prah.g_00419
OG0000806	Syas.g_02807	Prah.g_00417
OG0000807	Syas.g_02808	Prah.g_00415
OG0000808	Syas.g_02809	Prah.g_00414
OG0000809	Syas.g_02811	Prah.g_00410
OG0000810	Syas.g_02813	Prah.g_00409
OG0000811	Syas.g_02822	Prah.g_00403
OG0000812	Syas.g_02824	Prah.g_00401
OG0000813	Syas.g_02825	Prah.g_00400
OG0000814	Syas.g_02827	Prah.g_00398
OG0000815	Syas.g_02829	Prah.g_00397
OG0000816	Syas.g_02831	Prah.g_00395
OG0000817	Syas.g_02753	Prah.g_00394
OG0000818	Syas.g_01282	Prah.g_00386
OG0000819	Syas.g_01283	Prah.g_00385
OG0000820	Syas.g_01284	Prah.g_00384
OG0000821	Syas.g_01289	Prah.g_00379
OG0000822	Syas.g_01291	Prah.g_00376
OG0000823	Syas.g_01292	Prah.g_00374
OG0000824	Syas.g_01297	Prah.g_00370
OG0000825	Syas.g_01298	Prah.g_00369
OG0000826	Syas.g_01299	Prah.g_00368
OG0000827	Syas.g_01300	Prah.g_00367
OG0000828	Syas.g_01303	Prah.g_00364
OG0000829	Syas.g_01304	Prah.g_00363
OG0000830	Syas.g_01305	Prah.g_00362
OG0000831	Syas.g_01308	Prah.g_00360
OG0000832	Syas.g_01476	Prah.g_01615
OG0000833	Syas.g_02738	Prah.g_01623
OG0000834	Syas.g_02737	Prah.g_01624
OG0000835	Syas.g_02736	Prah.g_01625
OG0000836	Syas.g_02732	Prah.g_01627
OG0000837	Syas.g_02731	Prah.g_01628
OG0000838	Syas.g_02727	Prah.g_01632
OG0000839	Syas.g_02726	Prah.g_01633
OG0000840	Syas.g_02725	Prah.g_01634
OG0000841	Syas.g_02724	Prah.g_01635
OG0000842	Syas.g_02723	Prah.g_01636
OG0000843	Syas.g_02722	Prah.g_01637
OG0000844	Syas.g_02720	Prah.g_01639
OG0000845	Syas.g_02719	Prah.g_01640
OG0000846	Syas.g_02718	Prah.g_01641
OG0000847	Syas.g_02717	Prah.g_01642
OG0000848	Syas.g_02715	Prah.g_01643
OG0000849	Syas.g_02714	Prah.g_01644
OG0000850	Syas.g_02711	Prah.g_01645
OG0000851	Syas.g_02708	Prah.g_01648
OG0000852	Syas.g_02707	Prah.g_01649
OG0000853	Syas.g_02703	Prah.g_01653
OG0000854	Syas.g_02701	Prah.g_01655
OG0000855	Syas.g_02700	Prah.g_01656
OG0000856	Syas.g_00103	Prah.g_00515
OG0000857	Syas.g_00579	Prah.g_00651
OG0000858	Syas.g_02693	Prah.g_01667
OG0000859	Syas.g_02692	Prah.g_01668
OG0000860	Syas.g_02679	Prah.g_01678
OG0000861	Syas.g_02678	Prah.g_01679
OG0000862	Syas.g_02677	Prah.g_01681
OG0000863	Syas.g_02675	Prah.g_01685
OG0000864	Syas.g_02674	Prah.g_01687
OG0000865	Syas.g_02673	Prah.g_01688
OG0000866	Syas.g_02672	Prah.g_01689
OG0000867	Syas.g_02671	Prah.g_01690
OG0000868	Syas.g_02667	Prah.g_01692
OG0000869	Syas.g_02662	Prah.g_01695
OG0000870	Syas.g_02657	Prah.g_01700
OG0000871	Syas.g_02656	Prah.g_01701
OG0000872	Syas.g_02650	Prah.g_01703
OG0000873	Syas.g_02647	Prah.g_01707
OG0000874	Syas.g_02645	Prah.g_01711
OG0000875	Syas.g_02644	Prah.g_01713
OG0000876	Syas.g_00280	Prah.g_01714
OG0000877	Syas.g_02603	Prah.g_01717
OG0000878	Syas.g_02602	Prah.g_01718
OG0000879	Syas.g_02601	Prah.g_01719
OG0000880	Syas.g_02600	Prah.g_01720
OG0000881	Syas.g_02596	Prah.g_01728
OG0000882	Syas.g_02591	Prah.g_01733
OG0000883	Syas.g_02586	Prah.g_01736
OG0000884	Syas.g_02584	Prah.g_01738
OG0000885	Syas.g_02583	Prah.g_01739
OG0000886	Syas.g_02582	Prah.g_01740
OG0000887	Syas.g_02581	Prah.g_01741
OG0000888	Syas.g_02579	Prah.g_01743
OG0000889	Syas.g_02577	Prah.g_01745
OG0000890	Syas.g_02574	Prah.g_01759
OG0000891	Syas.g_02573	Prah.g_01760
OG0000892	Syas.g_02571	Prah.g_01762
OG0000893	Syas.g_01677	Prah.g_02073
OG0000894	Syas.g_01667	Prah.g_02070
OG0000895	Syas.g_01663	Prah.g_02066
OG0000896	Syas.g_01662	Prah.g_02065
OG0000897	Syas.g_01660	Prah.g_02063
OG0000898	Syas.g_01659	Prah.g_02062
OG0000899	Syas.g_01658	Prah.g_02061
OG0000900	Syas.g_01657	Prah.g_02060
OG0000901	Syas.g_01652	Prah.g_02056
OG0000902	Syas.g_01651	Prah.g_02054
OG0000903	Syas.g_01637	Prah.g_02041
OG0000904	Syas.g_01642	Prah.g_02046
OG0000905	Syas.g_01647	Prah.g_02048
OG0000906	Syas.g_01649	Prah.g_02050
OG0000907	Syas.g_01635	Prah.g_02039
OG0000908	Syas.g_01632	Prah.g_02036
OG0000909	Syas.g_01631	Prah.g_02035
OG0000910	Syas.g_01630	Prah.g_02034
OG0000911	Syas.g_01628	Prah.g_02032
OG0000912	Syas.g_01627	Prah.g_02031
OG0000913	Syas.g_01626	Prah.g_02030
OG0000914	Syas.g_01625	Prah.g_02029
OG0000915	Syas.g_01623	Prah.g_02028
OG0000916	Syas.g_01622	Prah.g_02027
OG0000917	Syas.g_01621	Prah.g_02026
OG0000918	Syas.g_01620	Prah.g_02025
OG0000919	Syas.g_01619	Prah.g_02024
OG0000920	Syas.g_01618	Prah.g_02023
OG0000921	Syas.g_01617	Prah.g_02022
OG0000922	Syas.g_01616	Prah.g_02021
OG0000923	Syas.g_01612	Prah.g_02017
OG0000924	Syas.g_01611	Prah.g_02016
OG0000925	Syas.g_01610	Prah.g_02015
OG0000926	Syas.g_01609	Prah.g_02014
OG0000927	Syas.g_01607	Prah.g_02012
OG0000928	Syas.g_01606	Prah.g_02011
OG0000929	Syas.g_01605	Prah.g_02010
OG0000930	Syas.g_01604	Prah.g_02009
OG0000931	Syas.g_01603	Prah.g_02008
OG0000932	Syas.g_01602	Prah.g_02007
OG0000933	Syas.g_01596	Prah.g_02002
OG0000934	Syas.g_01594	Prah.g_02000
OG0000935	Syas.g_01593	Prah.g_01999
OG0000936	Syas.g_01592	Prah.g_01998
OG0000937	Syas.g_01591	Prah.g_01997
OG0000938	Syas.g_01588	Prah.g_01994
OG0000939	Syas.g_01587	Prah.g_01993
OG0000940	Syas.g_01580	Prah.g_01985
OG0000941	Syas.g_01578	Prah.g_01983
OG0000942	Syas.g_01576	Prah.g_01981
OG0000943	Syas.g_01575	Prah.g_01980
OG0000944	Syas.g_01573	Prah.g_01978
OG0000945	Syas.g_01572	Prah.g_01977
OG0000946	Syas.g_01565	Prah.g_01966
OG0000947	Syas.g_01562	Prah.g_01963
OG0000948	Syas.g_01561	Prah.g_01962
OG0000949	Syas.g_02213	Prah.g_01958
OG0000950	Syas.g_02197	Prah.g_02231
OG0000951	Syas.g_02190	Prah.g_02236
OG0000952	Syas.g_02186	Prah.g_02241
OG0000953	Syas.g_02182	Prah.g_02245
OG0000954	Syas.g_02174	Prah.g_00167
OG0000955	Syas.g_02173	Prah.g_00166
OG0000956	Syas.g_02171	Prah.g_00164
OG0000957	Syas.g_02158	Prah.g_00152
OG0000958	Syas.g_02157	Prah.g_00151
OG0000959	Syas.g_02154	Prah.g_00146
OG0000960	Syas.g_02153	Prah.g_00145
OG0000961	Syas.g_02345	Prah.g_00136
OG0000962	Syas.g_02146	Prah.g_00134
OG0000963	Syas.g_02143	Prah.g_00129
OG0000964	Syas.g_02142	Prah.g_00128
OG0000965	Syas.g_02141	Prah.g_00127
OG0000966	Syas.g_02112	Prah.g_00086
OG0000967	Syas.g_02108	Prah.g_00079
OG0000968	Syas.g_02106	Prah.g_00076
OG0000969	Syas.g_02104	Prah.g_00074
OG0000970	Syas.g_02103	Prah.g_00073
OG0000971	Syas.g_02101	Prah.g_00071
OG0000972	Syas.g_02100	Prah.g_00070
OG0000973	Syas.g_02099	Prah.g_00068
OG0000974	Syas.g_02098	Prah.g_00067
OG0000975	Syas.g_02097	Prah.g_00066
OG0000976	Syas.g_02096	Prah.g_00065
OG0000977	Syas.g_02094	Prah.g_00063
OG0000978	Syas.g_02093	Prah.g_00062
OG0000979	Syas.g_02090	Prah.g_00059
OG0000980	Syas.g_02087	Prah.g_00055
OG0000981	Syas.g_02084	Prah.g_00052
OG0000982	Syas.g_01882	Prah.g_02491
OG0000983	Syas.g_01883	Prah.g_02492
OG0000984	Syas.g_01884	Prah.g_02493
OG0000985	Syas.g_01888	Prah.g_02497
OG0000986	Syas.g_01891	Prah.g_02499
OG0000987	Syas.g_01897	Prah.g_02501
OG0000988	Syas.g_01902	Prah.g_02505
OG0000989	Syas.g_01908	Prah.g_02513
OG0000990	Syas.g_01937	Prah.g_02536
OG0000991	Syas.g_01939	Prah.g_02540
OG0000992	Syas.g_01943	Prah.g_02543
OG0000993	Syas.g_01945	Prah.g_02544
OG0000994	Syas.g_01948	Prah.g_02547
OG0000995	Syas.g_01955	Prah.g_02552
OG0000996	Syas.g_01977	Prah.g_02565
OG0000997	Syas.g_01993	Prah.g_02574
OG0000998	Syas.g_01995	Prah.g_02576
OG0000999	Syas.g_01996	Prah.g_02577
OG0001000	Syas.g_02000	Prah.g_02580
OG0001001	Syas.g_02006	Prah.g_02584
OG0001002	Syas.g_02014	Prah.g_02591
OG0001003	Syas.g_02016	Prah.g_02593
OG0001004	Syas.g_02017	Prah.g_02594
OG0001005	Syas.g_02018	Prah.g_02596
OG0001006	Syas.g_02032	Prah.g_02602
OG0001007	Syas.g_02034	Prah.g_02604
OG0001008	Syas.g_01496	Prah.g_00231
OG0001009	Syas.g_02065	Prah.g_00033
OG0001010	Syas.g_02066	Prah.g_00034
OG0001011	Syas.g_02068	Prah.g_00036
OG0001012	Syas.g_00152	Prah.g_02488
OG0001013	Syas.g_01866	Prah.g_02466
OG0001014	Syas.g_01857	Prah.g_02454
OG0001015	Syas.g_01856	Prah.g_02453
OG0001016	Syas.g_02517	Prah.g_01843
OG0001017	Syas.g_02511	Prah.g_01849
OG0001018	Syas.g_02509	Prah.g_01851
OG0001019	Syas.g_02469	Prah.g_01867
OG0001020	Syas.g_02443	Prah.g_01873
OG0001021	Syas.g_02437	Prah.g_01877
OG0001022	Syas.g_02434	Prah.g_01882
OG0001023	Syas.g_02433	Prah.g_01883
OG0001024	Syas.g_00135	Prah.g_01887
OG0001025	Syas.g_02424	Prah.g_01894
OG0001026	Syas.g_02412	Prah.g_01908
OG0001027	Syas.g_02408	Prah.g_00195
OG0001028	Syas.g_02405	Prah.g_00193
OG0001029	Syas.g_02403	Prah.g_00191
OG0001030	Syas.g_02384	Prah.g_02257
OG0001031	Syas.g_02293	Prah.g_02336
OG0001032	Syas.g_02290	Prah.g_02339
OG0001033	Syas.g_02239	Prah.g_02372
OG0001034	Syas.g_02556	Prah.g_01779
OG0001035	Syas.g_01704	Prah.g_02099
OG0001036	Syas.g_01709	Prah.g_02103
OG0001037	Syas.g_01711	Prah.g_02105
OG0001038	Syas.g_01751	Prah.g_02132
OG0001039	Syas.g_01754	Prah.g_02135
OG0001041	Syas.g_01761	Prah.g_02143
OG0001042	Syas.g_01821	Prah.g_02168
OG0001043	Syas.g_01817	Prah.g_02170
OG0001044	Syas.g_01542	Prah.g_01941
OG0001045	Syas.g_01529	Prah.g_01929
OG0001046	Syas.g_00532	Prah.g_01661
OG0001047	Syas.g_01494	Prah.g_00233
OG0001048	Syas.g_01493	Prah.g_00234
OG0001049	Syas.g_02742	Prah.g_00237
OG0001050	Syas.g_02743	Prah.g_00238
OG0001051	Syas.g_02744	Prah.g_00239
OG0001052	Syas.g_01337	Prah.g_00308
OG0001053	Syas.g_01250	Prah.g_01563
OG0001054	Syas.g_01231	Prah.g_01545
OG0001055	Syas.g_01210	Prah.g_01524
OG0001056	Syas.g_00068	Prah.g_01496
OG0001057	Syas.g_00763	Prah.g_01482
OG0001058	Syas.g_00787	Prah.g_01468
OG0001059	Syas.g_00791	Prah.g_01464
OG0001060	Syas.g_00797	Prah.g_01458
OG0001061	Syas.g_00816	Prah.g_01440
OG0001062	Syas.g_00819	Prah.g_01438
OG0001063	Syas.g_00830	Prah.g_01434
OG0001064	Syas.g_00831	Prah.g_01433
OG0001065	Syas.g_00832	Prah.g_01432
OG0001066	Syas.g_00833	Prah.g_01431
OG0001067	Syas.g_00834	Prah.g_01430
OG0001068	Syas.g_00835	Prah.g_01429
OG0001069	Syas.g_00836	Prah.g_01428
OG0001070	Syas.g_00840	Prah.g_01424
OG0001071	Syas.g_00841	Prah.g_01423
OG0001072	Syas.g_00844	Prah.g_01418
OG0001073	Syas.g_00855	Prah.g_01399
OG0001074	Syas.g_00157	Prah.g_00532
OG0001075	Syas.g_00163	Prah.g_00531
OG0001076	Syas.g_00113	Prah.g_00523
OG0001077	Syas.g_00101	Prah.g_00513
OG0001078	Syas.g_00745	Prah.g_00500
OG0001079	Syas.g_00729	Prah.g_00482
OG0001080	Syas.g_00717	Prah.g_00472
OG0001081	Syas.g_00715	Prah.g_00465
OG0001082	Syas.g_00714	Prah.g_00464
OG0001083	Syas.g_00707	Prah.g_00456
OG0001084	Syas.g_00706	Prah.g_00455
OG0001085	Syas.g_00693	Prah.g_00444
OG0001086	Syas.g_00691	Prah.g_00442
OG0001087	Syas.g_00071	Prah.g_00968
OG0001088	Syas.g_01060	Prah.g_00972
OG0001089	Syas.g_01039	Prah.g_01025
OG0001090	Syas.g_00980	Prah.g_00886
OG0001091	Syas.g_00979	Prah.g_00884
OG0001092	Syas.g_00178	Prah.g_00882
OG0001093	Syas.g_00184	Prah.g_00878
OG0001095	Syas.g_00582	Prah.g_00654
OG0001097	Syas.g_00243	Prah.g_00593
OG0001098	Syas.g_00880	Prah.g_00743
OG0001099	Syas.g_02404	Prah.g_00192
OG0001100	Syas.g_00682	Prah.g_00740
OG0001101	Syas.g_00680	Prah.g_00739
OG0001102	Syas.g_00677	Prah.g_00736
OG0001103	Syas.g_00675	Prah.g_00734
OG0001104	Syas.g_00620	Prah.g_00684
OG0001105	Syas.g_00617	Prah.g_00689
OG0001106	Syas.g_00447	Prah.g_00784
OG0001107	Syas.g_00459	Prah.g_00794
OG0001108	Syas.g_00494	Prah.g_00801
OG0001109	Syas.g_00496	Prah.g_00803
OG0001110	Syas.g_00498	Prah.g_00806
OG0001111	Syas.g_00500	Prah.g_00808
OG0001112	Syas.g_00503	Prah.g_00810
OG0001113	Syas.g_00504	Prah.g_00811
OG0001114	Syas.g_00505	Prah.g_00812
OG0001115	Syas.g_00527	Prah.g_00814
OG0001116	Syas.g_00529	Prah.g_00815
OG0001117	Syas.g_00530	Prah.g_00816
OG0001118	Syas.g_00531	Prah.g_00817
OG0001119	Syas.g_00533	Prah.g_00818
OG0001120	Syas.g_00539	Prah.g_00821
OG0001122	Syas.g_00222	Prah.g_00849
OG0001123	Syas.g_00214	Prah.g_00856
OG0001124	Syas.g_00212	Prah.g_00858
OG0001125	Syas.g_00210	Prah.g_00860
OG0001126	Syas.g_00991	Prah.g_00903
OG0001127	Syas.g_00992	Prah.g_00904
OG0001128	Syas.g_00995	Prah.g_00907
OG0001129	Syas.g_00997	Prah.g_00908
OG0001130	Syas.g_00998	Prah.g_00909
OG0001131	Syas.g_01401	Prah.g_00893
OG0001132	Syas.g_00525	Prah.g_00539
OG0001133	Syas.g_00109	Prah.g_00521
OG0001136	Syas.g_01187	Prah.g_01324
OG0001138	Syas.g_01114	Prah.g_01253
OG0001139	Syas.g_01112	Prah.g_01251
OG0001140	Syas.g_01111	Prah.g_01250
OG0001141	Syas.g_01110	Prah.g_01249
OG0001142	Syas.g_01109	Prah.g_01248
OG0001143	Syas.g_01092	Prah.g_01264
OG0001144	Syas.g_01084	Prah.g_01273
OG0001145	Syas.g_02867	Prah.g_01353
OG0001146	Syas.g_02846	Prah.g_01369
OG0001147	Syas.g_01329	Prah.g_00323
OG0001148	Syas.g_01263	Prah.g_01577
OG0001149	Syas.g_01264	Prah.g_01578
OG0001150	Syas.g_01265	Prah.g_01579
OG0001151	Syas.g_01366	Prah.g_01591
OG0001152	Syas.g_01367	Prah.g_01592
OG0001153	Syas.g_01301	Prah.g_00366
OG0001154	Syas.g_01302	Prah.g_00365
OG0001155	Syas.g_01478	Prah.g_01617
OG0001156	Syas.g_01489	Prah.g_01620
OG0001157	Syas.g_01490	Prah.g_00538
OG0001158	Syas.g_01491	Prah.g_01621
OG0001159	Syas.g_01492	Prah.g_01622
OG0001160	Syas.g_02705	Prah.g_01651
OG0001161	Syas.g_02030	Prah.g_00541
OG0001162	Syas.g_02473	Prah.g_01050
OG0001163	Syas.g_02697	Prah.g_01665
OG0001164	Syas.g_02691	Prah.g_01670
OG0001165	Syas.g_02686	Prah.g_01673
OG0001166	Syas.g_02658	Prah.g_01699
OG0001167	Syas.g_01046	Prah.g_01725
OG0001168	Syas.g_02597	Prah.g_01727
OG0001169	Syas.g_02595	Prah.g_01729
OG0001170	Syas.g_02593	Prah.g_01731
OG0001171	Syas.g_02580	Prah.g_01742
OG0001172	Syas.g_01665	Prah.g_02068
OG0001173	Syas.g_01664	Prah.g_02067
OG0001174	Syas.g_01656	Prah.g_02059
OG0001175	Syas.g_01655	Prah.g_02058
OG0001176	Syas.g_01638	Prah.g_02042
OG0001177	Syas.g_01640	Prah.g_02044
OG0001178	Syas.g_02676	Prah.g_01682
OG0001179	Syas.g_01608	Prah.g_02013
OG0001180	Syas.g_01583	Prah.g_01988
OG0001181	Syas.g_01579	Prah.g_01984
OG0001182	Syas.g_01571	Prah.g_01976
