Orthogroup	Syas	Prap
OG0000591	Syas.g_00106	Prap.g_01142
OG0000592	Syas.g_00105	Prap.g_01141
OG0000593	Syas.g_00750	Prap.g_00395
OG0000594	Syas.g_00749	Prap.g_00394
OG0000595	Syas.g_00748	Prap.g_00393
OG0000596	Syas.g_00743	Prap.g_00389
OG0000597	Syas.g_00740	Prap.g_00386
OG0000598	Syas.g_00739	Prap.g_00385
OG0000599	Syas.g_00732	Prap.g_00382
OG0000600	Syas.g_00731	Prap.g_00381
OG0000601	Syas.g_00730	Prap.g_00380
OG0000602	Syas.g_00725	Prap.g_00378
OG0000603	Syas.g_00724	Prap.g_00377
OG0000604	Syas.g_00721	Prap.g_00376
OG0000605	Syas.g_00719	Prap.g_00375
OG0000606	Syas.g_00716	Prap.g_00372
OG0000607	Syas.g_00713	Prap.g_00369
OG0000608	Syas.g_00712	Prap.g_00368
OG0000609	Syas.g_00710	Prap.g_00367
OG0000610	Syas.g_00702	Prap.g_00361
OG0000611	Syas.g_00699	Prap.g_00358
OG0000612	Syas.g_00698	Prap.g_00357
OG0000613	Syas.g_01825	Prap.g_00828
OG0000614	Syas.g_01044	Prap.g_00807
OG0000615	Syas.g_00650	Prap.g_00796
OG0000616	Syas.g_02011	Prap.g_01489
OG0000617	Syas.g_00180	Prap.g_00341
OG0000618	Syas.g_00181	Prap.g_00340
OG0000619	Syas.g_00182	Prap.g_00339
OG0000620	Syas.g_00188	Prap.g_00336
OG0000621	Syas.g_00189	Prap.g_00335
OG0000622	Syas.g_00190	Prap.g_00334
OG0000623	Syas.g_00191	Prap.g_00333
OG0000624	Syas.g_00192	Prap.g_00331
OG0000625	Syas.g_00193	Prap.g_00330
OG0000626	Syas.g_00194	Prap.g_00329
OG0000627	Syas.g_00372	Prap.g_00328
OG0000628	Syas.g_00373	Prap.g_00327
OG0000629	Syas.g_00376	Prap.g_00326
OG0000630	Syas.g_00397	Prap.g_00323
OG0000631	Syas.g_00405	Prap.g_00683
OG0000632	Syas.g_00406	Prap.g_00682
OG0000633	Syas.g_00407	Prap.g_00681
OG0000634	Syas.g_00600	Prap.g_00787
OG0000635	Syas.g_00599	Prap.g_00786
OG0000636	Syas.g_00597	Prap.g_00784
OG0000637	Syas.g_00595	Prap.g_00782
OG0000638	Syas.g_00594	Prap.g_00781
OG0000639	Syas.g_00593	Prap.g_00780
OG0000640	Syas.g_00592	Prap.g_00779
OG0000641	Syas.g_00587	Prap.g_00775
OG0000642	Syas.g_00586	Prap.g_00774
OG0000643	Syas.g_00585	Prap.g_00773
OG0000644	Syas.g_00584	Prap.g_00772
OG0000645	Syas.g_00583	Prap.g_00771
OG0000646	Syas.g_00580	Prap.g_00769
OG0000647	Syas.g_00578	Prap.g_00767
OG0000648	Syas.g_00576	Prap.g_00765
OG0000649	Syas.g_00575	Prap.g_00764
OG0000650	Syas.g_00574	Prap.g_00763
OG0000651	Syas.g_00573	Prap.g_00762
OG0000652	Syas.g_00572	Prap.g_00761
OG0000653	Syas.g_00570	Prap.g_00759
OG0000654	Syas.g_00569	Prap.g_00758
OG0000655	Syas.g_00568	Prap.g_00757
OG0000656	Syas.g_00565	Prap.g_00754
OG0000657	Syas.g_00232	Prap.g_00746
OG0000658	Syas.g_00235	Prap.g_00744
OG0000659	Syas.g_00236	Prap.g_00743
OG0000660	Syas.g_00240	Prap.g_00739
OG0000661	Syas.g_00242	Prap.g_00737
OG0000662	Syas.g_00281	Prap.g_00735
OG0000663	Syas.g_00284	Prap.g_00733
OG0000664	Syas.g_00287	Prap.g_00732
OG0000665	Syas.g_00385	Prap.g_00726
OG0000666	Syas.g_01362	Prap.g_00725
OG0000667	Syas.g_00088	Prap.g_00721
OG0000668	Syas.g_00221	Prap.g_00660
OG0000669	Syas.g_00684	Prap.g_00869
OG0000670	Syas.g_00681	Prap.g_00866
OG0000671	Syas.g_00679	Prap.g_00863
OG0000672	Syas.g_00676	Prap.g_00860
OG0000673	Syas.g_00673	Prap.g_00857
OG0000674	Syas.g_00671	Prap.g_00855
OG0000675	Syas.g_00670	Prap.g_00854
OG0000676	Syas.g_00668	Prap.g_00852
OG0000677	Syas.g_00667	Prap.g_00851
OG0000678	Syas.g_00660	Prap.g_00849
OG0000679	Syas.g_00629	Prap.g_00845
OG0000680	Syas.g_00628	Prap.g_00844
OG0000681	Syas.g_00625	Prap.g_00841
OG0000682	Syas.g_00624	Prap.g_00840
OG0000683	Syas.g_00623	Prap.g_00839
OG0000684	Syas.g_00621	Prap.g_00837
OG0000685	Syas.g_00187	Prap.g_00835
OG0000686	Syas.g_00619	Prap.g_00834
OG0000687	Syas.g_00618	Prap.g_00833
OG0000688	Syas.g_00612	Prap.g_00353
OG0000689	Syas.g_00610	Prap.g_00352
OG0000690	Syas.g_00609	Prap.g_00351
OG0000691	Syas.g_00608	Prap.g_00350
OG0000692	Syas.g_00606	Prap.g_00348
OG0000693	Syas.g_00604	Prap.g_00347
OG0000694	Syas.g_00603	Prap.g_00346
OG0000695	Syas.g_00410	Prap.g_00679
OG0000696	Syas.g_00411	Prap.g_00678
OG0000697	Syas.g_00413	Prap.g_00677
OG0000698	Syas.g_00417	Prap.g_00239
OG0000699	Syas.g_00419	Prap.g_00240
OG0000700	Syas.g_00420	Prap.g_00241
OG0000701	Syas.g_00421	Prap.g_00242
OG0000702	Syas.g_00437	Prap.g_00244
OG0000703	Syas.g_00438	Prap.g_00245
OG0000704	Syas.g_00446	Prap.g_00247
OG0000705	Syas.g_00453	Prap.g_00250
OG0000706	Syas.g_00454	Prap.g_00251
OG0000707	Syas.g_00455	Prap.g_00252
OG0000708	Syas.g_00458	Prap.g_00254
OG0000709	Syas.g_00466	Prap.g_00258
OG0000710	Syas.g_00497	Prap.g_00261
OG0000711	Syas.g_00546	Prap.g_00279
OG0000712	Syas.g_00548	Prap.g_00280
OG0000713	Syas.g_00549	Prap.g_00281
OG0000714	Syas.g_00551	Prap.g_00282
OG0000715	Syas.g_00553	Prap.g_00284
OG0000716	Syas.g_00556	Prap.g_00286
OG0000717	Syas.g_00557	Prap.g_00287
OG0000718	Syas.g_00561	Prap.g_00291
OG0000719	Syas.g_00223	Prap.g_00293
OG0000720	Syas.g_00209	Prap.g_00305
OG0000721	Syas.g_00207	Prap.g_00309
OG0000722	Syas.g_00206	Prap.g_00310
OG0000723	Syas.g_00196	Prap.g_00314
OG0000724	Syas.g_00999	Prap.g_00703
OG0000725	Syas.g_01024	Prap.g_00709
OG0000726	Syas.g_01025	Prap.g_00710
OG0000727	Syas.g_01026	Prap.g_00711
OG0000728	Syas.g_01028	Prap.g_00713
OG0000729	Syas.g_02145	Prap.g_00539
OG0000730	Syas.g_01544	Prap.g_00498
OG0000731	Syas.g_01532	Prap.g_01366
OG0000732	Syas.g_02086	Prap.g_01538
OG0000733	Syas.g_00096	Prap.g_01882
OG0000734	Syas.g_02414	Prap.g_00472
OG0000735	Syas.g_01201	Prap.g_00470
OG0000736	Syas.g_01200	Prap.g_00469
OG0000737	Syas.g_01199	Prap.g_00468
OG0000738	Syas.g_01193	Prap.g_00464
OG0000739	Syas.g_01192	Prap.g_00463
OG0000740	Syas.g_01191	Prap.g_00462
OG0000741	Syas.g_01188	Prap.g_00460
OG0000742	Syas.g_01185	Prap.g_00457
OG0000743	Syas.g_01182	Prap.g_00455
OG0000744	Syas.g_01181	Prap.g_00454
OG0000745	Syas.g_01178	Prap.g_00453
OG0000746	Syas.g_01176	Prap.g_00451
OG0000747	Syas.g_01174	Prap.g_00450
OG0000748	Syas.g_01146	Prap.g_00446
OG0000749	Syas.g_01144	Prap.g_00445
OG0000750	Syas.g_01143	Prap.g_00444
OG0000751	Syas.g_01138	Prap.g_00441
OG0000752	Syas.g_01136	Prap.g_00439
OG0000753	Syas.g_01133	Prap.g_00437
OG0000754	Syas.g_01128	Prap.g_00434
OG0000755	Syas.g_01117	Prap.g_00428
OG0000756	Syas.g_01116	Prap.g_00427
OG0000757	Syas.g_01108	Prap.g_00420
OG0000758	Syas.g_01107	Prap.g_00419
OG0000759	Syas.g_01106	Prap.g_00418
OG0000760	Syas.g_01105	Prap.g_00417
OG0000761	Syas.g_01104	Prap.g_00416
OG0000762	Syas.g_01102	Prap.g_00415
OG0000763	Syas.g_01091	Prap.g_00413
OG0000764	Syas.g_01090	Prap.g_00412
OG0000765	Syas.g_01076	Prap.g_00404
OG0000766	Syas.g_01075	Prap.g_00403
OG0000767	Syas.g_01073	Prap.g_00401
OG0000768	Syas.g_01072	Prap.g_00400
OG0000769	Syas.g_01070	Prap.g_00398
OG0000770	Syas.g_01067	Prap.g_01136
OG0000771	Syas.g_00993	Prap.g_00217
OG0000772	Syas.g_01461	Prap.g_01853
OG0000773	Syas.g_00002	Prap.g_00552
OG0000774	Syas.g_02862	Prap.g_00554
OG0000775	Syas.g_02860	Prap.g_00556
OG0000776	Syas.g_02859	Prap.g_00557
OG0000777	Syas.g_02858	Prap.g_00558
OG0000778	Syas.g_02857	Prap.g_00559
OG0000779	Syas.g_02852	Prap.g_00563
OG0000780	Syas.g_02847	Prap.g_00564
OG0000781	Syas.g_02842	Prap.g_00568
OG0000782	Syas.g_02841	Prap.g_00569
OG0000783	Syas.g_02840	Prap.g_00570
OG0000784	Syas.g_02839	Prap.g_00571
OG0000785	Syas.g_02837	Prap.g_00573
OG0000786	Syas.g_02833	Prap.g_00576
OG0000787	Syas.g_02832	Prap.g_00577
OG0000788	Syas.g_00782	Prap.g_01268
OG0000789	Syas.g_01507	Prap.g_00220
OG0000790	Syas.g_01266	Prap.g_00064
OG0000791	Syas.g_01268	Prap.g_00066
OG0000792	Syas.g_01269	Prap.g_00067
OG0000793	Syas.g_01359	Prap.g_00070
OG0000794	Syas.g_01361	Prap.g_00071
OG0000795	Syas.g_01363	Prap.g_00072
OG0000796	Syas.g_01368	Prap.g_00076
OG0000797	Syas.g_01369	Prap.g_00077
OG0000798	Syas.g_02134	Prap.g_00004
OG0000799	Syas.g_02789	Prap.g_00104
OG0000800	Syas.g_02790	Prap.g_00105
OG0000801	Syas.g_02791	Prap.g_00106
OG0000802	Syas.g_02797	Prap.g_00108
OG0000803	Syas.g_02800	Prap.g_00110
OG0000804	Syas.g_02803	Prap.g_00111
OG0000805	Syas.g_02805	Prap.g_00113
OG0000806	Syas.g_02807	Prap.g_00115
OG0000807	Syas.g_02808	Prap.g_00116
OG0000808	Syas.g_02809	Prap.g_00117
OG0000809	Syas.g_02811	Prap.g_00119
OG0000810	Syas.g_02813	Prap.g_00120
OG0000811	Syas.g_02822	Prap.g_00124
OG0000812	Syas.g_02824	Prap.g_00126
OG0000813	Syas.g_02825	Prap.g_00127
OG0000814	Syas.g_02827	Prap.g_00129
OG0000815	Syas.g_02829	Prap.g_00130
OG0000816	Syas.g_02831	Prap.g_00132
OG0000817	Syas.g_02753	Prap.g_00133
OG0000818	Syas.g_01282	Prap.g_00138
OG0000819	Syas.g_01283	Prap.g_00139
OG0000820	Syas.g_01284	Prap.g_00140
OG0000821	Syas.g_01289	Prap.g_00144
OG0000822	Syas.g_01291	Prap.g_00145
OG0000823	Syas.g_01292	Prap.g_00146
OG0000824	Syas.g_01297	Prap.g_00149
OG0000825	Syas.g_01298	Prap.g_00150
OG0000826	Syas.g_01299	Prap.g_00151
OG0000827	Syas.g_01300	Prap.g_00152
OG0000828	Syas.g_01303	Prap.g_00155
OG0000829	Syas.g_01304	Prap.g_00156
OG0000830	Syas.g_01305	Prap.g_00157
OG0000831	Syas.g_01308	Prap.g_00159
OG0000832	Syas.g_01476	Prap.g_00169
OG0000833	Syas.g_02738	Prap.g_00178
OG0000834	Syas.g_02737	Prap.g_00179
OG0000835	Syas.g_02736	Prap.g_00180
OG0000836	Syas.g_02732	Prap.g_00181
OG0000837	Syas.g_02731	Prap.g_00182
OG0000838	Syas.g_02727	Prap.g_00184
OG0000839	Syas.g_02726	Prap.g_00185
OG0000840	Syas.g_02725	Prap.g_00186
OG0000841	Syas.g_02724	Prap.g_00187
OG0000842	Syas.g_02723	Prap.g_00188
OG0000843	Syas.g_02722	Prap.g_00189
OG0000844	Syas.g_02720	Prap.g_00190
OG0000845	Syas.g_02719	Prap.g_00191
OG0000846	Syas.g_02718	Prap.g_00192
OG0000847	Syas.g_02717	Prap.g_00193
OG0000848	Syas.g_02715	Prap.g_00194
OG0000849	Syas.g_02714	Prap.g_00195
OG0000850	Syas.g_02711	Prap.g_00197
OG0000851	Syas.g_02708	Prap.g_00198
OG0000852	Syas.g_02707	Prap.g_00199
OG0000853	Syas.g_02703	Prap.g_00205
OG0000854	Syas.g_02701	Prap.g_00207
OG0000855	Syas.g_02700	Prap.g_00208
OG0000856	Syas.g_00103	Prap.g_01139
OG0000857	Syas.g_00579	Prap.g_00768
OG0000858	Syas.g_02693	Prap.g_01786
OG0000859	Syas.g_02692	Prap.g_01785
OG0000860	Syas.g_02679	Prap.g_01777
OG0000861	Syas.g_02678	Prap.g_01776
OG0000862	Syas.g_02677	Prap.g_01775
OG0000863	Syas.g_02675	Prap.g_01773
OG0000864	Syas.g_02674	Prap.g_01772
OG0000865	Syas.g_02673	Prap.g_01771
OG0000866	Syas.g_02672	Prap.g_01770
OG0000867	Syas.g_02671	Prap.g_01769
OG0000868	Syas.g_02667	Prap.g_01767
OG0000869	Syas.g_02662	Prap.g_01764
OG0000870	Syas.g_02657	Prap.g_01759
OG0000871	Syas.g_02656	Prap.g_01758
OG0000872	Syas.g_02650	Prap.g_01757
OG0000873	Syas.g_02647	Prap.g_01753
OG0000874	Syas.g_02645	Prap.g_01750
OG0000875	Syas.g_02644	Prap.g_01749
OG0000876	Syas.g_00280	Prap.g_01748
OG0000877	Syas.g_02603	Prap.g_01746
OG0000878	Syas.g_02602	Prap.g_01745
OG0000879	Syas.g_02601	Prap.g_01744
OG0000880	Syas.g_02600	Prap.g_01743
OG0000881	Syas.g_02596	Prap.g_01739
OG0000882	Syas.g_02591	Prap.g_01734
OG0000883	Syas.g_02586	Prap.g_01732
OG0000884	Syas.g_02584	Prap.g_01730
OG0000885	Syas.g_02583	Prap.g_01729
OG0000886	Syas.g_02582	Prap.g_01728
OG0000887	Syas.g_02581	Prap.g_01727
OG0000888	Syas.g_02579	Prap.g_01725
OG0000889	Syas.g_02577	Prap.g_01723
OG0000890	Syas.g_02574	Prap.g_01722
OG0000891	Syas.g_02573	Prap.g_01721
OG0000892	Syas.g_02571	Prap.g_01719
OG0000893	Syas.g_01677	Prap.g_01715
OG0000894	Syas.g_01667	Prap.g_01712
OG0000895	Syas.g_01663	Prap.g_01708
OG0000896	Syas.g_01662	Prap.g_01707
OG0000897	Syas.g_01660	Prap.g_01705
OG0000898	Syas.g_01659	Prap.g_01704
OG0000899	Syas.g_01658	Prap.g_01703
OG0000900	Syas.g_01657	Prap.g_01702
OG0000901	Syas.g_01652	Prap.g_01699
OG0000902	Syas.g_01651	Prap.g_01697
OG0000903	Syas.g_01637	Prap.g_01693
OG0000904	Syas.g_01642	Prap.g_01689
OG0000905	Syas.g_01647	Prap.g_01695
OG0000906	Syas.g_01649	Prap.g_01696
OG0000907	Syas.g_01635	Prap.g_01686
OG0000908	Syas.g_01632	Prap.g_01683
OG0000909	Syas.g_01631	Prap.g_01682
OG0000910	Syas.g_01630	Prap.g_01681
OG0000911	Syas.g_01628	Prap.g_01679
OG0000912	Syas.g_01627	Prap.g_01678
OG0000913	Syas.g_01626	Prap.g_01677
OG0000914	Syas.g_01625	Prap.g_01676
OG0000915	Syas.g_01623	Prap.g_01675
OG0000916	Syas.g_01622	Prap.g_01674
OG0000917	Syas.g_01621	Prap.g_01673
OG0000918	Syas.g_01620	Prap.g_01672
OG0000919	Syas.g_01619	Prap.g_01671
OG0000920	Syas.g_01618	Prap.g_01670
OG0000921	Syas.g_01617	Prap.g_01669
OG0000922	Syas.g_01616	Prap.g_01668
OG0000923	Syas.g_01612	Prap.g_01664
OG0000924	Syas.g_01611	Prap.g_01663
OG0000925	Syas.g_01610	Prap.g_01662
OG0000926	Syas.g_01609	Prap.g_01661
OG0000927	Syas.g_01607	Prap.g_01659
OG0000928	Syas.g_01606	Prap.g_01658
OG0000929	Syas.g_01605	Prap.g_01657
OG0000930	Syas.g_01604	Prap.g_01656
OG0000931	Syas.g_01603	Prap.g_01655
OG0000932	Syas.g_01602	Prap.g_01654
OG0000933	Syas.g_01596	Prap.g_01650
OG0000934	Syas.g_01594	Prap.g_01647
OG0000935	Syas.g_01593	Prap.g_01646
OG0000936	Syas.g_01592	Prap.g_01645
OG0000937	Syas.g_01591	Prap.g_01644
OG0000938	Syas.g_01588	Prap.g_01641
OG0000939	Syas.g_01587	Prap.g_01640
OG0000940	Syas.g_01580	Prap.g_01633
OG0000941	Syas.g_01578	Prap.g_01631
OG0000942	Syas.g_01576	Prap.g_01629
OG0000943	Syas.g_01575	Prap.g_01628
OG0000944	Syas.g_01573	Prap.g_01626
OG0000945	Syas.g_01572	Prap.g_01625
OG0000946	Syas.g_01565	Prap.g_01620
OG0000947	Syas.g_01562	Prap.g_01618
OG0000948	Syas.g_01561	Prap.g_01617
OG0000949	Syas.g_02213	Prap.g_01614
OG0000950	Syas.g_02197	Prap.g_01607
OG0000951	Syas.g_02190	Prap.g_01603
OG0000952	Syas.g_02186	Prap.g_01599
OG0000953	Syas.g_02182	Prap.g_01595
OG0000954	Syas.g_02174	Prap.g_01591
OG0000955	Syas.g_02173	Prap.g_01590
OG0000956	Syas.g_02171	Prap.g_01588
OG0000957	Syas.g_02158	Prap.g_01582
OG0000958	Syas.g_02157	Prap.g_01581
OG0000959	Syas.g_02154	Prap.g_01577
OG0000960	Syas.g_02153	Prap.g_01576
OG0000961	Syas.g_02345	Prap.g_01573
OG0000962	Syas.g_02146	Prap.g_01571
OG0000963	Syas.g_02143	Prap.g_01567
OG0000964	Syas.g_02142	Prap.g_01566
OG0000965	Syas.g_02141	Prap.g_01565
OG0000966	Syas.g_02112	Prap.g_01559
OG0000967	Syas.g_02108	Prap.g_01555
OG0000968	Syas.g_02106	Prap.g_01553
OG0000969	Syas.g_02104	Prap.g_01552
OG0000970	Syas.g_02103	Prap.g_01551
OG0000971	Syas.g_02101	Prap.g_01550
OG0000972	Syas.g_02100	Prap.g_01549
OG0000973	Syas.g_02099	Prap.g_01548
OG0000974	Syas.g_02098	Prap.g_01547
OG0000975	Syas.g_02097	Prap.g_01546
OG0000976	Syas.g_02096	Prap.g_01545
OG0000977	Syas.g_02094	Prap.g_01544
OG0000978	Syas.g_02093	Prap.g_01543
OG0000979	Syas.g_02090	Prap.g_01541
OG0000980	Syas.g_02087	Prap.g_01539
OG0000981	Syas.g_02084	Prap.g_01536
OG0000982	Syas.g_01882	Prap.g_01534
OG0000983	Syas.g_01883	Prap.g_01533
OG0000984	Syas.g_01884	Prap.g_01532
OG0000985	Syas.g_01888	Prap.g_01529
OG0000986	Syas.g_01891	Prap.g_01527
OG0000987	Syas.g_01897	Prap.g_01526
OG0000988	Syas.g_01902	Prap.g_01523
OG0000989	Syas.g_01908	Prap.g_01519
OG0000990	Syas.g_01937	Prap.g_01515
OG0000991	Syas.g_01939	Prap.g_01514
OG0000992	Syas.g_01943	Prap.g_01511
OG0000993	Syas.g_01945	Prap.g_01510
OG0000994	Syas.g_01948	Prap.g_01509
OG0000995	Syas.g_01955	Prap.g_01505
OG0000996	Syas.g_01977	Prap.g_01504
OG0000997	Syas.g_01993	Prap.g_01501
OG0000998	Syas.g_01995	Prap.g_01499
OG0000999	Syas.g_01996	Prap.g_01498
OG0001000	Syas.g_02000	Prap.g_01495
OG0001001	Syas.g_02006	Prap.g_01492
OG0001002	Syas.g_02014	Prap.g_01874
OG0001003	Syas.g_02016	Prap.g_01873
OG0001004	Syas.g_02017	Prap.g_01872
OG0001005	Syas.g_02018	Prap.g_01871
OG0001006	Syas.g_02032	Prap.g_00056
OG0001007	Syas.g_02034	Prap.g_00054
OG0001008	Syas.g_01496	Prap.g_01329
OG0001009	Syas.g_02065	Prap.g_00928
OG0001010	Syas.g_02066	Prap.g_00927
OG0001011	Syas.g_02068	Prap.g_00925
OG0001012	Syas.g_00152	Prap.g_00911
OG0001013	Syas.g_01866	Prap.g_00904
OG0001014	Syas.g_01857	Prap.g_00901
OG0001015	Syas.g_01856	Prap.g_00899
OG0001016	Syas.g_02517	Prap.g_00877
OG0001017	Syas.g_02511	Prap.g_01100
OG0001018	Syas.g_02509	Prap.g_01098
OG0001019	Syas.g_02469	Prap.g_01089
OG0001020	Syas.g_02443	Prap.g_01088
OG0001021	Syas.g_02437	Prap.g_01087
OG0001022	Syas.g_02434	Prap.g_01084
OG0001023	Syas.g_02433	Prap.g_01083
OG0001024	Syas.g_00135	Prap.g_01079
OG0001025	Syas.g_02424	Prap.g_01072
OG0001026	Syas.g_02412	Prap.g_01063
OG0001027	Syas.g_02408	Prap.g_01062
OG0001028	Syas.g_02405	Prap.g_01060
OG0001029	Syas.g_02403	Prap.g_01059
OG0001030	Syas.g_02384	Prap.g_01043
OG0001031	Syas.g_02293	Prap.g_00983
OG0001032	Syas.g_02290	Prap.g_00982
OG0001033	Syas.g_02239	Prap.g_00961
OG0001034	Syas.g_02556	Prap.g_01476
OG0001035	Syas.g_01704	Prap.g_01456
OG0001036	Syas.g_01709	Prap.g_01452
OG0001037	Syas.g_01711	Prap.g_01451
OG0001038	Syas.g_01751	Prap.g_01432
OG0001039	Syas.g_01754	Prap.g_01429
OG0001041	Syas.g_01761	Prap.g_01422
OG0001042	Syas.g_01821	Prap.g_01405
OG0001043	Syas.g_01817	Prap.g_01404
OG0001044	Syas.g_01542	Prap.g_01373
OG0001045	Syas.g_01529	Prap.g_01364
OG0001046	Syas.g_00532	Prap.g_01827
OG0001047	Syas.g_01494	Prap.g_01327
OG0001048	Syas.g_01493	Prap.g_01326
OG0001049	Syas.g_02742	Prap.g_01324
OG0001050	Syas.g_02743	Prap.g_01323
OG0001051	Syas.g_02744	Prap.g_01322
OG0001052	Syas.g_01337	Prap.g_01296
OG0001053	Syas.g_01250	Prap.g_01284
OG0001054	Syas.g_01231	Prap.g_01269
OG0001055	Syas.g_01210	Prap.g_01250
OG0001056	Syas.g_00068	Prap.g_01233
OG0001057	Syas.g_00763	Prap.g_01228
OG0001058	Syas.g_00787	Prap.g_01220
OG0001059	Syas.g_00791	Prap.g_01216
OG0001060	Syas.g_00797	Prap.g_01210
OG0001061	Syas.g_00816	Prap.g_01195
OG0001062	Syas.g_00819	Prap.g_01193
OG0001063	Syas.g_00830	Prap.g_01191
OG0001064	Syas.g_00831	Prap.g_01190
OG0001065	Syas.g_00832	Prap.g_01189
OG0001066	Syas.g_00833	Prap.g_01188
OG0001067	Syas.g_00834	Prap.g_01187
OG0001068	Syas.g_00835	Prap.g_01186
OG0001069	Syas.g_00836	Prap.g_01185
OG0001070	Syas.g_00840	Prap.g_01181
OG0001071	Syas.g_00841	Prap.g_01180
OG0001072	Syas.g_00844	Prap.g_01178
OG0001073	Syas.g_00855	Prap.g_01164
OG0001074	Syas.g_00157	Prap.g_01152
OG0001075	Syas.g_00163	Prap.g_01151
OG0001076	Syas.g_00113	Prap.g_01144
OG0001077	Syas.g_00101	Prap.g_01138
OG0001078	Syas.g_00745	Prap.g_00391
OG0001079	Syas.g_00729	Prap.g_00379
OG0001080	Syas.g_00717	Prap.g_00373
OG0001081	Syas.g_00715	Prap.g_00371
OG0001082	Syas.g_00714	Prap.g_00370
OG0001083	Syas.g_00707	Prap.g_00365
OG0001084	Syas.g_00706	Prap.g_00364
OG0001085	Syas.g_00693	Prap.g_00831
OG0001086	Syas.g_00691	Prap.g_00830
OG0001087	Syas.g_00071	Prap.g_00812
OG0001088	Syas.g_01060	Prap.g_00811
OG0001089	Syas.g_01039	Prap.g_00800
OG0001090	Syas.g_00980	Prap.g_00790
OG0001091	Syas.g_00979	Prap.g_00344
OG0001092	Syas.g_00178	Prap.g_00343
OG0001093	Syas.g_00184	Prap.g_00338
OG0001095	Syas.g_00582	Prap.g_00770
OG0001097	Syas.g_00243	Prap.g_00736
OG0001098	Syas.g_00880	Prap.g_00717
OG0001099	Syas.g_02404	Prap.g_00655
OG0001100	Syas.g_00682	Prap.g_00867
OG0001101	Syas.g_00680	Prap.g_00864
OG0001102	Syas.g_00677	Prap.g_00861
OG0001103	Syas.g_00675	Prap.g_00859
OG0001104	Syas.g_00620	Prap.g_00836
OG0001105	Syas.g_00617	Prap.g_00832
OG0001106	Syas.g_00447	Prap.g_00248
OG0001107	Syas.g_00459	Prap.g_00255
OG0001108	Syas.g_00494	Prap.g_00259
OG0001109	Syas.g_00496	Prap.g_00260
OG0001110	Syas.g_00498	Prap.g_00262
OG0001111	Syas.g_00500	Prap.g_00263
OG0001112	Syas.g_00503	Prap.g_00264
OG0001113	Syas.g_00504	Prap.g_00265
OG0001114	Syas.g_00505	Prap.g_00266
OG0001115	Syas.g_00527	Prap.g_00268
OG0001116	Syas.g_00529	Prap.g_00269
OG0001117	Syas.g_00530	Prap.g_00270
OG0001118	Syas.g_00531	Prap.g_00271
OG0001119	Syas.g_00533	Prap.g_00272
OG0001120	Syas.g_00539	Prap.g_00274
OG0001122	Syas.g_00222	Prap.g_00294
OG0001123	Syas.g_00214	Prap.g_00300
OG0001124	Syas.g_00212	Prap.g_00302
OG0001125	Syas.g_00210	Prap.g_00304
OG0001126	Syas.g_00991	Prap.g_00697
OG0001127	Syas.g_00992	Prap.g_00698
OG0001128	Syas.g_00995	Prap.g_00700
OG0001129	Syas.g_00997	Prap.g_00701
OG0001130	Syas.g_00998	Prap.g_00702
OG0001131	Syas.g_01401	Prap.g_01345
OG0001132	Syas.g_00525	Prap.g_00020
OG0001133	Syas.g_00109	Prap.g_00058
OG0001136	Syas.g_01187	Prap.g_00459
OG0001138	Syas.g_01114	Prap.g_00426
OG0001139	Syas.g_01112	Prap.g_00424
OG0001140	Syas.g_01111	Prap.g_00423
OG0001141	Syas.g_01110	Prap.g_00422
OG0001142	Syas.g_01109	Prap.g_00421
OG0001143	Syas.g_01092	Prap.g_00414
OG0001144	Syas.g_01084	Prap.g_00409
OG0001145	Syas.g_02867	Prap.g_00553
OG0001146	Syas.g_02846	Prap.g_00565
OG0001147	Syas.g_01329	Prap.g_00585
OG0001148	Syas.g_01263	Prap.g_00061
OG0001149	Syas.g_01264	Prap.g_00062
OG0001150	Syas.g_01265	Prap.g_00063
OG0001151	Syas.g_01366	Prap.g_00074
OG0001152	Syas.g_01367	Prap.g_00075
OG0001153	Syas.g_01301	Prap.g_00153
OG0001154	Syas.g_01302	Prap.g_00154
OG0001155	Syas.g_01478	Prap.g_00171
OG0001156	Syas.g_01489	Prap.g_00174
OG0001157	Syas.g_01490	Prap.g_00175
OG0001158	Syas.g_01491	Prap.g_00176
OG0001159	Syas.g_01492	Prap.g_00177
OG0001160	Syas.g_02705	Prap.g_00203
OG0001161	Syas.g_02030	Prap.g_01836
OG0001162	Syas.g_02473	Prap.g_01907
OG0001163	Syas.g_02697	Prap.g_01788
OG0001164	Syas.g_02691	Prap.g_01784
OG0001165	Syas.g_02686	Prap.g_01781
OG0001166	Syas.g_02658	Prap.g_01760
OG0001167	Syas.g_01046	Prap.g_01742
OG0001168	Syas.g_02597	Prap.g_01740
OG0001169	Syas.g_02595	Prap.g_01738
OG0001170	Syas.g_02593	Prap.g_01736
OG0001171	Syas.g_02580	Prap.g_01726
OG0001172	Syas.g_01665	Prap.g_01710
OG0001173	Syas.g_01664	Prap.g_01709
OG0001174	Syas.g_01656	Prap.g_01701
OG0001175	Syas.g_01655	Prap.g_01700
OG0001176	Syas.g_01638	Prap.g_01692
OG0001177	Syas.g_01640	Prap.g_01690
OG0001178	Syas.g_02676	Prap.g_01774
OG0001179	Syas.g_01608	Prap.g_01660
