Orthogroup	Syas	Syaj
OG0000582	Syas.g_00873	Syaj.g_01338
OG0000583	Syas.g_00872	Syaj.g_01337
OG0000584	Syas.g_00871	Syaj.g_01336
OG0000585	Syas.g_00868	Syaj.g_01334
OG0000586	Syas.g_00867	Syaj.g_01333
OG0000587	Syas.g_00865	Syaj.g_01331
OG0000588	Syas.g_00960	Syaj.g_01313
OG0000589	Syas.g_00121	Syaj.g_01308
OG0000590	Syas.g_00120	Syaj.g_01307
OG0000591	Syas.g_00106	Syaj.g_01299
OG0000592	Syas.g_00105	Syaj.g_01298
OG0000593	Syas.g_00750	Syaj.g_01287
OG0000594	Syas.g_00749	Syaj.g_01286
OG0000595	Syas.g_00748	Syaj.g_01285
OG0000596	Syas.g_00743	Syaj.g_01280
OG0000597	Syas.g_00740	Syaj.g_01277
OG0000598	Syas.g_00739	Syaj.g_01276
OG0000599	Syas.g_00732	Syaj.g_01273
OG0000600	Syas.g_00731	Syaj.g_01272
OG0000601	Syas.g_00730	Syaj.g_01271
OG0000602	Syas.g_00725	Syaj.g_01266
OG0000603	Syas.g_00724	Syaj.g_01265
OG0000604	Syas.g_00721	Syaj.g_01262
OG0000605	Syas.g_00719	Syaj.g_01153
OG0000606	Syas.g_00716	Syaj.g_00698
OG0000607	Syas.g_00713	Syaj.g_00702
OG0000608	Syas.g_00712	Syaj.g_00703
OG0000609	Syas.g_00710	Syaj.g_00705
OG0000610	Syas.g_00702	Syaj.g_00714
OG0000611	Syas.g_00699	Syaj.g_00717
OG0000612	Syas.g_00698	Syaj.g_00718
OG0000613	Syas.g_01825	Syaj.g_02500
OG0000614	Syas.g_01044	Syaj.g_00480
OG0000615	Syas.g_00650	Syaj.g_01065
OG0000616	Syas.g_02011	Syaj.g_02245
OG0000617	Syas.g_00180	Syaj.g_00952
OG0000618	Syas.g_00181	Syaj.g_00951
OG0000619	Syas.g_00182	Syaj.g_00950
OG0000620	Syas.g_00188	Syaj.g_00945
OG0000621	Syas.g_00189	Syaj.g_00944
OG0000622	Syas.g_00190	Syaj.g_00943
OG0000623	Syas.g_00191	Syaj.g_00942
OG0000624	Syas.g_00192	Syaj.g_00940
OG0000625	Syas.g_00193	Syaj.g_00939
OG0000626	Syas.g_00194	Syaj.g_00938
OG0000627	Syas.g_00372	Syaj.g_00765
OG0000628	Syas.g_00373	Syaj.g_00766
OG0000629	Syas.g_00376	Syaj.g_00769
OG0000630	Syas.g_00397	Syaj.g_00773
OG0000631	Syas.g_00405	Syaj.g_00786
OG0000632	Syas.g_00406	Syaj.g_00787
OG0000633	Syas.g_00407	Syaj.g_00789
OG0000634	Syas.g_00600	Syaj.g_01030
OG0000635	Syas.g_00599	Syaj.g_01029
OG0000636	Syas.g_00597	Syaj.g_01024
OG0000637	Syas.g_00595	Syaj.g_01022
OG0000638	Syas.g_00594	Syaj.g_01021
OG0000639	Syas.g_00593	Syaj.g_01020
OG0000640	Syas.g_00592	Syaj.g_01019
OG0000641	Syas.g_00587	Syaj.g_01015
OG0000642	Syas.g_00586	Syaj.g_01014
OG0000643	Syas.g_00585	Syaj.g_01012
OG0000644	Syas.g_00584	Syaj.g_01011
OG0000645	Syas.g_00583	Syaj.g_01009
OG0000646	Syas.g_00580	Syaj.g_01006
OG0000647	Syas.g_00578	Syaj.g_01004
OG0000648	Syas.g_00576	Syaj.g_01001
OG0000649	Syas.g_00575	Syaj.g_01000
OG0000650	Syas.g_00574	Syaj.g_00999
OG0000651	Syas.g_00573	Syaj.g_00998
OG0000652	Syas.g_00572	Syaj.g_00997
OG0000653	Syas.g_00570	Syaj.g_00991
OG0000654	Syas.g_00569	Syaj.g_00990
OG0000655	Syas.g_00568	Syaj.g_00989
OG0000656	Syas.g_00565	Syaj.g_00986
OG0000657	Syas.g_00232	Syaj.g_00382
OG0000658	Syas.g_00235	Syaj.g_00379
OG0000659	Syas.g_00236	Syaj.g_00378
OG0000660	Syas.g_00240	Syaj.g_00374
OG0000661	Syas.g_00242	Syaj.g_00372
OG0000662	Syas.g_00281	Syaj.g_00370
OG0000663	Syas.g_00284	Syaj.g_00367
OG0000664	Syas.g_00287	Syaj.g_00358
OG0000665	Syas.g_00385	Syaj.g_01243
OG0000666	Syas.g_01362	Syaj.g_01154
OG0000667	Syas.g_00088	Syaj.g_02661
OG0000668	Syas.g_00221	Syaj.g_00816
OG0000669	Syas.g_00684	Syaj.g_00730
OG0000670	Syas.g_00681	Syaj.g_00733
OG0000671	Syas.g_00679	Syaj.g_00735
OG0000672	Syas.g_00676	Syaj.g_00739
OG0000673	Syas.g_00673	Syaj.g_00742
OG0000674	Syas.g_00671	Syaj.g_00744
OG0000675	Syas.g_00670	Syaj.g_00757
OG0000676	Syas.g_00668	Syaj.g_00759
OG0000677	Syas.g_00667	Syaj.g_00760
OG0000678	Syas.g_00660	Syaj.g_01075
OG0000679	Syas.g_00629	Syaj.g_01061
OG0000680	Syas.g_00628	Syaj.g_01060
OG0000681	Syas.g_00625	Syaj.g_01057
OG0000682	Syas.g_00624	Syaj.g_01056
OG0000683	Syas.g_00623	Syaj.g_01055
OG0000684	Syas.g_00621	Syaj.g_01051
OG0000685	Syas.g_00187	Syaj.g_01049
OG0000686	Syas.g_00619	Syaj.g_01048
OG0000687	Syas.g_00618	Syaj.g_01047
OG0000688	Syas.g_00612	Syaj.g_01041
OG0000689	Syas.g_00610	Syaj.g_01039
OG0000690	Syas.g_00609	Syaj.g_01038
OG0000691	Syas.g_00608	Syaj.g_01037
OG0000692	Syas.g_00606	Syaj.g_01036
OG0000693	Syas.g_00604	Syaj.g_01034
OG0000694	Syas.g_00603	Syaj.g_01033
OG0000695	Syas.g_00410	Syaj.g_00791
OG0000696	Syas.g_00411	Syaj.g_00792
OG0000697	Syas.g_00413	Syaj.g_00932
OG0000698	Syas.g_00417	Syaj.g_00929
OG0000699	Syas.g_00419	Syaj.g_00928
OG0000700	Syas.g_00420	Syaj.g_00927
OG0000701	Syas.g_00421	Syaj.g_00926
OG0000702	Syas.g_00437	Syaj.g_00916
OG0000703	Syas.g_00438	Syaj.g_00915
OG0000704	Syas.g_00446	Syaj.g_00913
OG0000705	Syas.g_00453	Syaj.g_00906
OG0000706	Syas.g_00454	Syaj.g_00905
OG0000707	Syas.g_00455	Syaj.g_00904
OG0000708	Syas.g_00458	Syaj.g_00901
OG0000709	Syas.g_00466	Syaj.g_00872
OG0000710	Syas.g_00497	Syaj.g_00867
OG0000711	Syas.g_00546	Syaj.g_00839
OG0000712	Syas.g_00548	Syaj.g_00837
OG0000713	Syas.g_00549	Syaj.g_00836
OG0000714	Syas.g_00551	Syaj.g_00834
OG0000715	Syas.g_00553	Syaj.g_00832
OG0000716	Syas.g_00556	Syaj.g_00825
OG0000717	Syas.g_00557	Syaj.g_00824
OG0000718	Syas.g_00561	Syaj.g_00820
OG0000719	Syas.g_00223	Syaj.g_00818
OG0000720	Syas.g_00209	Syaj.g_00805
OG0000721	Syas.g_00207	Syaj.g_00803
OG0000722	Syas.g_00206	Syaj.g_00802
OG0000723	Syas.g_00196	Syaj.g_00934
OG0000724	Syas.g_00999	Syaj.g_00421
OG0000725	Syas.g_01024	Syaj.g_00430
OG0000726	Syas.g_01025	Syaj.g_00431
OG0000727	Syas.g_01026	Syaj.g_00432
OG0000728	Syas.g_01028	Syaj.g_00434
OG0000729	Syas.g_02145	Syaj.g_02397
OG0000730	Syas.g_01544	Syaj.g_02802
OG0000731	Syas.g_01532	Syaj.g_02814
OG0000732	Syas.g_02086	Syaj.g_02315
OG0000733	Syas.g_00096	Syaj.g_02151
OG0000734	Syas.g_02414	Syaj.g_01895
OG0000735	Syas.g_01201	Syaj.g_00286
OG0000736	Syas.g_01200	Syaj.g_00287
OG0000737	Syas.g_01199	Syaj.g_00288
OG0000738	Syas.g_01193	Syaj.g_00293
OG0000739	Syas.g_01192	Syaj.g_00295
OG0000740	Syas.g_01191	Syaj.g_00296
OG0000741	Syas.g_01188	Syaj.g_00299
OG0000742	Syas.g_01185	Syaj.g_00301
OG0000743	Syas.g_01182	Syaj.g_00303
OG0000744	Syas.g_01181	Syaj.g_00304
OG0000745	Syas.g_01178	Syaj.g_00306
OG0000746	Syas.g_01176	Syaj.g_00308
OG0000747	Syas.g_01174	Syaj.g_00309
OG0000748	Syas.g_01146	Syaj.g_00319
OG0000749	Syas.g_01144	Syaj.g_00322
OG0000750	Syas.g_01143	Syaj.g_00323
OG0000751	Syas.g_01138	Syaj.g_00331
OG0000752	Syas.g_01136	Syaj.g_00333
OG0000753	Syas.g_01133	Syaj.g_00336
OG0000754	Syas.g_01128	Syaj.g_00643
OG0000755	Syas.g_01117	Syaj.g_00631
OG0000756	Syas.g_01116	Syaj.g_00625
OG0000757	Syas.g_01108	Syaj.g_00614
OG0000758	Syas.g_01107	Syaj.g_00613
OG0000759	Syas.g_01106	Syaj.g_00612
OG0000760	Syas.g_01105	Syaj.g_00611
OG0000761	Syas.g_01104	Syaj.g_00609
OG0000762	Syas.g_01102	Syaj.g_00603
OG0000763	Syas.g_01091	Syaj.g_00597
OG0000764	Syas.g_01090	Syaj.g_00596
OG0000765	Syas.g_01076	Syaj.g_00577
OG0000766	Syas.g_01075	Syaj.g_00576
OG0000767	Syas.g_01073	Syaj.g_00574
OG0000768	Syas.g_01072	Syaj.g_00573
OG0000769	Syas.g_01070	Syaj.g_00571
OG0000770	Syas.g_01067	Syaj.g_00567
OG0000771	Syas.g_00993	Syaj.g_00415
OG0000772	Syas.g_01461	Syaj.g_01208
OG0000773	Syas.g_00002	Syaj.g_00280
OG0000774	Syas.g_02862	Syaj.g_01502
OG0000775	Syas.g_02860	Syaj.g_01504
OG0000776	Syas.g_02859	Syaj.g_01505
OG0000777	Syas.g_02858	Syaj.g_01506
OG0000778	Syas.g_02857	Syaj.g_01507
OG0000779	Syas.g_02852	Syaj.g_01513
OG0000780	Syas.g_02847	Syaj.g_01517
OG0000781	Syas.g_02842	Syaj.g_01521
OG0000782	Syas.g_02841	Syaj.g_01522
OG0000783	Syas.g_02840	Syaj.g_01524
OG0000784	Syas.g_02839	Syaj.g_01525
OG0000785	Syas.g_02837	Syaj.g_01526
OG0000786	Syas.g_02833	Syaj.g_00265
OG0000787	Syas.g_02832	Syaj.g_00264
OG0000788	Syas.g_00782	Syaj.g_01270
OG0000789	Syas.g_01507	Syaj.g_01121
OG0000790	Syas.g_01266	Syaj.g_00054
OG0000791	Syas.g_01268	Syaj.g_00053
OG0000792	Syas.g_01269	Syaj.g_00052
OG0000793	Syas.g_01359	Syaj.g_00047
OG0000794	Syas.g_01361	Syaj.g_00046
OG0000795	Syas.g_01363	Syaj.g_00045
OG0000796	Syas.g_01368	Syaj.g_00039
OG0000797	Syas.g_01369	Syaj.g_00038
OG0000798	Syas.g_01750	Syaj.g_02568
OG0000799	Syas.g_02789	Syaj.g_01352
OG0000800	Syas.g_02790	Syaj.g_01354
OG0000801	Syas.g_02791	Syaj.g_01355
OG0000802	Syas.g_02797	Syaj.g_01359
OG0000803	Syas.g_02800	Syaj.g_01363
OG0000804	Syas.g_02803	Syaj.g_01366
OG0000805	Syas.g_02805	Syaj.g_01369
OG0000806	Syas.g_02807	Syaj.g_01370
OG0000807	Syas.g_02808	Syaj.g_01372
OG0000808	Syas.g_02809	Syaj.g_01373
OG0000809	Syas.g_02811	Syaj.g_01376
OG0000810	Syas.g_02813	Syaj.g_01377
OG0000811	Syas.g_02822	Syaj.g_01385
OG0000812	Syas.g_02824	Syaj.g_01387
OG0000813	Syas.g_02825	Syaj.g_01388
OG0000814	Syas.g_02827	Syaj.g_01390
OG0000815	Syas.g_02829	Syaj.g_01391
OG0000816	Syas.g_02831	Syaj.g_01392
OG0000817	Syas.g_02753	Syaj.g_01393
OG0000818	Syas.g_01282	Syaj.g_01399
OG0000819	Syas.g_01283	Syaj.g_01400
OG0000820	Syas.g_01284	Syaj.g_01401
OG0000821	Syas.g_01289	Syaj.g_01412
OG0000822	Syas.g_01291	Syaj.g_01414
OG0000823	Syas.g_01292	Syaj.g_01415
OG0000824	Syas.g_01297	Syaj.g_01421
OG0000825	Syas.g_01298	Syaj.g_01422
OG0000826	Syas.g_01299	Syaj.g_01423
OG0000827	Syas.g_01300	Syaj.g_01424
OG0000828	Syas.g_01303	Syaj.g_01427
OG0000829	Syas.g_01304	Syaj.g_01428
OG0000830	Syas.g_01305	Syaj.g_01429
OG0000831	Syas.g_01308	Syaj.g_01431
OG0000832	Syas.g_01476	Syaj.g_01635
OG0000833	Syas.g_02738	Syaj.g_01647
OG0000834	Syas.g_02737	Syaj.g_01649
OG0000835	Syas.g_02736	Syaj.g_01650
OG0000836	Syas.g_02732	Syaj.g_01654
OG0000837	Syas.g_02731	Syaj.g_01661
OG0000838	Syas.g_02727	Syaj.g_01665
OG0000839	Syas.g_02726	Syaj.g_01666
OG0000840	Syas.g_02725	Syaj.g_01667
OG0000841	Syas.g_02724	Syaj.g_01668
OG0000842	Syas.g_02723	Syaj.g_01669
OG0000843	Syas.g_02722	Syaj.g_01670
OG0000844	Syas.g_02720	Syaj.g_01680
OG0000845	Syas.g_02719	Syaj.g_01681
OG0000846	Syas.g_02718	Syaj.g_01682
OG0000847	Syas.g_02717	Syaj.g_01683
OG0000848	Syas.g_02715	Syaj.g_01685
OG0000849	Syas.g_02714	Syaj.g_01686
OG0000850	Syas.g_02711	Syaj.g_01689
OG0000851	Syas.g_02708	Syaj.g_01694
OG0000852	Syas.g_02707	Syaj.g_01695
OG0000853	Syas.g_02703	Syaj.g_01699
OG0000854	Syas.g_02701	Syaj.g_01701
OG0000855	Syas.g_02700	Syaj.g_01702
OG0000856	Syas.g_00103	Syaj.g_01296
OG0000857	Syas.g_00579	Syaj.g_01005
OG0000858	Syas.g_02693	Syaj.g_01708
OG0000859	Syas.g_02692	Syaj.g_01709
OG0000860	Syas.g_02679	Syaj.g_01723
OG0000861	Syas.g_02678	Syaj.g_01724
OG0000862	Syas.g_02677	Syaj.g_01725
OG0000863	Syas.g_02675	Syaj.g_01728
OG0000864	Syas.g_02674	Syaj.g_01729
OG0000865	Syas.g_02673	Syaj.g_01730
OG0000866	Syas.g_02672	Syaj.g_01731
OG0000867	Syas.g_02671	Syaj.g_01732
OG0000868	Syas.g_02667	Syaj.g_01734
OG0000869	Syas.g_02662	Syaj.g_01742
OG0000870	Syas.g_02657	Syaj.g_01747
OG0000871	Syas.g_02656	Syaj.g_01748
OG0000872	Syas.g_02650	Syaj.g_01756
OG0000873	Syas.g_02647	Syaj.g_01759
OG0000874	Syas.g_02645	Syaj.g_01754
OG0000875	Syas.g_02644	Syaj.g_01762
OG0000876	Syas.g_00280	Syaj.g_02084
OG0000877	Syas.g_02603	Syaj.g_01586
OG0000878	Syas.g_02602	Syaj.g_01587
OG0000879	Syas.g_02601	Syaj.g_01588
OG0000880	Syas.g_02600	Syaj.g_01589
OG0000881	Syas.g_02596	Syaj.g_01595
OG0000882	Syas.g_02591	Syaj.g_01599
OG0000883	Syas.g_02586	Syaj.g_01601
OG0000884	Syas.g_02584	Syaj.g_01603
OG0000885	Syas.g_02583	Syaj.g_01604
OG0000886	Syas.g_02582	Syaj.g_01605
OG0000887	Syas.g_02581	Syaj.g_01606
OG0000888	Syas.g_02579	Syaj.g_01608
OG0000889	Syas.g_02577	Syaj.g_01610
OG0000890	Syas.g_02574	Syaj.g_01615
OG0000891	Syas.g_02573	Syaj.g_01616
OG0000892	Syas.g_02571	Syaj.g_01620
OG0000893	Syas.g_01677	Syaj.g_02636
OG0000894	Syas.g_01667	Syaj.g_02639
OG0000895	Syas.g_01663	Syaj.g_02643
OG0000896	Syas.g_01662	Syaj.g_02644
OG0000897	Syas.g_01660	Syaj.g_02646
OG0000898	Syas.g_01659	Syaj.g_02647
OG0000899	Syas.g_01658	Syaj.g_02648
OG0000900	Syas.g_01657	Syaj.g_02649
OG0000901	Syas.g_01652	Syaj.g_02654
OG0000902	Syas.g_01651	Syaj.g_02656
OG0000903	Syas.g_01637	Syaj.g_02689
OG0000904	Syas.g_01642	Syaj.g_02684
OG0000905	Syas.g_01647	Syaj.g_02678
OG0000906	Syas.g_01649	Syaj.g_02676
OG0000907	Syas.g_01635	Syaj.g_02692
OG0000908	Syas.g_01632	Syaj.g_02695
OG0000909	Syas.g_01631	Syaj.g_02696
OG0000910	Syas.g_01630	Syaj.g_02697
OG0000911	Syas.g_01628	Syaj.g_02699
OG0000912	Syas.g_01627	Syaj.g_02700
OG0000913	Syas.g_01626	Syaj.g_02701
OG0000914	Syas.g_01625	Syaj.g_02702
OG0000915	Syas.g_01623	Syaj.g_02704
OG0000916	Syas.g_01622	Syaj.g_02705
OG0000917	Syas.g_01621	Syaj.g_02706
OG0000918	Syas.g_01620	Syaj.g_02707
OG0000919	Syas.g_01619	Syaj.g_02708
OG0000920	Syas.g_01618	Syaj.g_02709
OG0000921	Syas.g_01617	Syaj.g_02710
OG0000922	Syas.g_01616	Syaj.g_02711
OG0000923	Syas.g_01612	Syaj.g_02715
OG0000924	Syas.g_01611	Syaj.g_02716
OG0000925	Syas.g_01610	Syaj.g_02717
OG0000926	Syas.g_01609	Syaj.g_02718
OG0000927	Syas.g_01607	Syaj.g_02720
OG0000928	Syas.g_01606	Syaj.g_02721
OG0000929	Syas.g_01605	Syaj.g_02722
OG0000930	Syas.g_01604	Syaj.g_02723
OG0000931	Syas.g_01603	Syaj.g_02724
OG0000932	Syas.g_01602	Syaj.g_02725
OG0000933	Syas.g_01596	Syaj.g_02731
OG0000934	Syas.g_01594	Syaj.g_02733
OG0000935	Syas.g_01593	Syaj.g_02734
OG0000936	Syas.g_01592	Syaj.g_02735
OG0000937	Syas.g_01591	Syaj.g_02736
OG0000938	Syas.g_01588	Syaj.g_02739
OG0000939	Syas.g_01587	Syaj.g_02740
OG0000940	Syas.g_01580	Syaj.g_02747
OG0000941	Syas.g_01578	Syaj.g_02749
OG0000942	Syas.g_01576	Syaj.g_02751
OG0000943	Syas.g_01575	Syaj.g_02752
OG0000944	Syas.g_01573	Syaj.g_02754
OG0000945	Syas.g_01572	Syaj.g_02756
OG0000946	Syas.g_01565	Syaj.g_02761
OG0000947	Syas.g_01562	Syaj.g_02764
OG0000948	Syas.g_01561	Syaj.g_02765
OG0000949	Syas.g_02213	Syaj.g_02474
OG0000950	Syas.g_02197	Syaj.g_02459
OG0000951	Syas.g_02190	Syaj.g_02452
OG0000952	Syas.g_02186	Syaj.g_02446
OG0000953	Syas.g_02182	Syaj.g_02442
OG0000954	Syas.g_02174	Syaj.g_02435
OG0000955	Syas.g_02173	Syaj.g_02434
OG0000956	Syas.g_02171	Syaj.g_02432
OG0000957	Syas.g_02158	Syaj.g_02419
OG0000958	Syas.g_02157	Syaj.g_02418
OG0000959	Syas.g_02154	Syaj.g_02413
OG0000960	Syas.g_02153	Syaj.g_02412
OG0000961	Syas.g_02345	Syaj.g_02402
OG0000962	Syas.g_02146	Syaj.g_02398
OG0000963	Syas.g_02143	Syaj.g_02393
OG0000964	Syas.g_02142	Syaj.g_02392
OG0000965	Syas.g_02141	Syaj.g_02391
OG0000966	Syas.g_02112	Syaj.g_02370
OG0000967	Syas.g_02108	Syaj.g_02334
OG0000968	Syas.g_02106	Syaj.g_02363
OG0000969	Syas.g_02104	Syaj.g_02338
OG0000970	Syas.g_02103	Syaj.g_02337
OG0000971	Syas.g_02101	Syaj.g_02331
OG0000972	Syas.g_02100	Syaj.g_02330
OG0000973	Syas.g_02099	Syaj.g_02329
OG0000974	Syas.g_02098	Syaj.g_02328
OG0000975	Syas.g_02097	Syaj.g_02327
OG0000976	Syas.g_02096	Syaj.g_02326
OG0000977	Syas.g_02094	Syaj.g_02324
OG0000978	Syas.g_02093	Syaj.g_02322
OG0000979	Syas.g_02090	Syaj.g_02319
OG0000980	Syas.g_02087	Syaj.g_02316
OG0000981	Syas.g_02084	Syaj.g_02313
OG0000982	Syas.g_01882	Syaj.g_02112
OG0000983	Syas.g_01883	Syaj.g_02113
OG0000984	Syas.g_01884	Syaj.g_02114
OG0000985	Syas.g_01888	Syaj.g_02116
OG0000986	Syas.g_01891	Syaj.g_02123
OG0000987	Syas.g_01897	Syaj.g_02125
OG0000988	Syas.g_01902	Syaj.g_02131
OG0000989	Syas.g_01908	Syaj.g_02142
OG0000990	Syas.g_01937	Syaj.g_02165
OG0000991	Syas.g_01939	Syaj.g_02168
OG0000992	Syas.g_01943	Syaj.g_02171
OG0000993	Syas.g_01945	Syaj.g_02173
OG0000994	Syas.g_01948	Syaj.g_02177
OG0000995	Syas.g_01955	Syaj.g_02182
OG0000996	Syas.g_01977	Syaj.g_02221
OG0000997	Syas.g_01993	Syaj.g_02228
OG0000998	Syas.g_01995	Syaj.g_02230
OG0000999	Syas.g_01996	Syaj.g_02231
OG0001000	Syas.g_02000	Syaj.g_02236
OG0001001	Syas.g_02006	Syaj.g_02241
OG0001002	Syas.g_02014	Syaj.g_02248
OG0001003	Syas.g_02016	Syaj.g_02250
OG0001004	Syas.g_02017	Syaj.g_02251
OG0001005	Syas.g_02018	Syaj.g_02252
OG0001006	Syas.g_02032	Syaj.g_02260
OG0001007	Syas.g_02034	Syaj.g_02262
OG0001008	Syas.g_01496	Syaj.g_01554
OG0001009	Syas.g_02065	Syaj.g_02294
OG0001010	Syas.g_02066	Syaj.g_02295
OG0001011	Syas.g_02068	Syaj.g_02296
OG0001012	Syas.g_00152	Syaj.g_02108
OG0001014	Syas.g_01857	Syaj.g_02083
OG0001015	Syas.g_01856	Syaj.g_02082
OG0001016	Syas.g_02517	Syaj.g_01824
OG0001017	Syas.g_02511	Syaj.g_01830
OG0001018	Syas.g_02509	Syaj.g_01832
OG0001019	Syas.g_02469	Syaj.g_01849
OG0001020	Syas.g_02443	Syaj.g_01862
OG0001021	Syas.g_02437	Syaj.g_01867
OG0001022	Syas.g_02434	Syaj.g_01872
OG0001023	Syas.g_02433	Syaj.g_01873
OG0001024	Syas.g_00135	Syaj.g_01877
OG0001025	Syas.g_02424	Syaj.g_01884
OG0001026	Syas.g_02412	Syaj.g_01897
OG0001027	Syas.g_02408	Syaj.g_01903
OG0001028	Syas.g_02405	Syaj.g_01905
OG0001029	Syas.g_02403	Syaj.g_01907
OG0001030	Syas.g_02384	Syaj.g_01933
OG0001031	Syas.g_02293	Syaj.g_02012
OG0001032	Syas.g_02290	Syaj.g_02015
OG0001033	Syas.g_02239	Syaj.g_02044
OG0001034	Syas.g_02556	Syaj.g_02875
OG0001035	Syas.g_01704	Syaj.g_02603
OG0001036	Syas.g_01709	Syaj.g_02599
OG0001037	Syas.g_01711	Syaj.g_02597
OG0001038	Syas.g_01751	Syaj.g_02567
OG0001039	Syas.g_01754	Syaj.g_02564
OG0001041	Syas.g_01761	Syaj.g_02556
OG0001042	Syas.g_01821	Syaj.g_02527
OG0001043	Syas.g_01817	Syaj.g_02523
OG0001044	Syas.g_01542	Syaj.g_02804
OG0001045	Syas.g_01529	Syaj.g_02817
OG0001046	Syas.g_00532	Syaj.g_00851
OG0001047	Syas.g_01494	Syaj.g_01552
OG0001048	Syas.g_01493	Syaj.g_01551
OG0001049	Syas.g_02742	Syaj.g_01548
OG0001050	Syas.g_02743	Syaj.g_01547
OG0001051	Syas.g_02744	Syaj.g_01546
OG0001052	Syas.g_01337	Syaj.g_01448
OG0001053	Syas.g_01250	Syaj.g_00075
OG0001054	Syas.g_01231	Syaj.g_00092
OG0001055	Syas.g_01210	Syaj.g_00113
OG0001056	Syas.g_00068	Syaj.g_00149
OG0001057	Syas.g_00763	Syaj.g_00160
OG0001058	Syas.g_00787	Syaj.g_00183
OG0001059	Syas.g_00791	Syaj.g_00187
OG0001060	Syas.g_00797	Syaj.g_00193
OG0001061	Syas.g_00816	Syaj.g_00214
OG0001062	Syas.g_00819	Syaj.g_00216
OG0001063	Syas.g_00830	Syaj.g_00222
OG0001064	Syas.g_00831	Syaj.g_00223
OG0001065	Syas.g_00832	Syaj.g_00224
OG0001066	Syas.g_00833	Syaj.g_00225
OG0001067	Syas.g_00834	Syaj.g_00226
OG0001068	Syas.g_00835	Syaj.g_00227
OG0001069	Syas.g_00836	Syaj.g_00228
OG0001070	Syas.g_00840	Syaj.g_00231
OG0001071	Syas.g_00841	Syaj.g_00232
OG0001072	Syas.g_00844	Syaj.g_00236
OG0001073	Syas.g_00855	Syaj.g_00254
OG0001074	Syas.g_00157	Syaj.g_01327
OG0001075	Syas.g_00163	Syaj.g_01325
OG0001076	Syas.g_00113	Syaj.g_01305
OG0001077	Syas.g_00101	Syaj.g_01294
OG0001078	Syas.g_00745	Syaj.g_01282
OG0001079	Syas.g_00729	Syaj.g_01269
OG0001080	Syas.g_00717	Syaj.g_01135
OG0001081	Syas.g_00715	Syaj.g_00699
OG0001082	Syas.g_00714	Syaj.g_00700
OG0001083	Syas.g_00707	Syaj.g_00709
OG0001084	Syas.g_00706	Syaj.g_00711
OG0001085	Syas.g_00693	Syaj.g_00721
OG0001086	Syas.g_00691	Syaj.g_00723
OG0001087	Syas.g_00071	Syaj.g_00498
OG0001088	Syas.g_01060	Syaj.g_00494
OG0001089	Syas.g_01039	Syaj.g_00439
OG0001090	Syas.g_00980	Syaj.g_00959
OG0001091	Syas.g_00979	Syaj.g_00957
OG0001092	Syas.g_00178	Syaj.g_00954
OG0001093	Syas.g_00184	Syaj.g_00948
OG0001095	Syas.g_00582	Syaj.g_01008
OG0001097	Syas.g_00243	Syaj.g_00371
OG0001098	Syas.g_00880	Syaj.g_01132
OG0001099	Syas.g_02404	Syaj.g_01906
OG0001100	Syas.g_00682	Syaj.g_00732
OG0001101	Syas.g_00680	Syaj.g_00734
OG0001102	Syas.g_00677	Syaj.g_00737
OG0001103	Syas.g_00675	Syaj.g_00740
OG0001104	Syas.g_00620	Syaj.g_01050
OG0001105	Syas.g_00617	Syaj.g_01046
OG0001106	Syas.g_00447	Syaj.g_00912
OG0001107	Syas.g_00459	Syaj.g_00900
OG0001108	Syas.g_00494	Syaj.g_00870
OG0001109	Syas.g_00496	Syaj.g_00868
OG0001110	Syas.g_00498	Syaj.g_00866
OG0001111	Syas.g_00500	Syaj.g_00864
OG0001112	Syas.g_00503	Syaj.g_00862
OG0001113	Syas.g_00504	Syaj.g_00861
OG0001114	Syas.g_00505	Syaj.g_00860
OG0001115	Syas.g_00527	Syaj.g_00856
OG0001116	Syas.g_00529	Syaj.g_00854
OG0001117	Syas.g_00530	Syaj.g_00853
OG0001118	Syas.g_00531	Syaj.g_00852
OG0001119	Syas.g_00533	Syaj.g_00850
OG0001120	Syas.g_00539	Syaj.g_00846
OG0001122	Syas.g_00222	Syaj.g_00817
OG0001123	Syas.g_00214	Syaj.g_00810
OG0001124	Syas.g_00212	Syaj.g_00808
OG0001125	Syas.g_00210	Syaj.g_00806
OG0001126	Syas.g_00991	Syaj.g_00413
OG0001127	Syas.g_00992	Syaj.g_00414
OG0001128	Syas.g_00995	Syaj.g_00417
OG0001129	Syas.g_00997	Syaj.g_00419
OG0001130	Syas.g_00998	Syaj.g_00420
OG0001131	Syas.g_01401	Syaj.g_01070
OG0001132	Syas.g_00525	Syaj.g_01166
OG0001133	Syas.g_00109	Syaj.g_01302
OG0001136	Syas.g_01187	Syaj.g_00300
OG0001138	Syas.g_01114	Syaj.g_00620
OG0001139	Syas.g_01112	Syaj.g_00618
OG0001140	Syas.g_01111	Syaj.g_00617
OG0001141	Syas.g_01110	Syaj.g_00616
OG0001142	Syas.g_01109	Syaj.g_00615
OG0001143	Syas.g_01092	Syaj.g_00602
OG0001144	Syas.g_01084	Syaj.g_00588
OG0001145	Syas.g_02867	Syaj.g_00276
OG0001146	Syas.g_02846	Syaj.g_01518
OG0001147	Syas.g_01329	Syaj.g_01438
OG0001148	Syas.g_01263	Syaj.g_00057
