Orthogroup	Syas	Prao
OG0000598	Syas.g_00739	Prao.g_00080
OG0000599	Syas.g_00732	Prao.g_00083
OG0000600	Syas.g_00731	Prao.g_00084
OG0000601	Syas.g_00730	Prao.g_00085
OG0000602	Syas.g_00725	Prao.g_00087
OG0000603	Syas.g_00724	Prao.g_00088
OG0000604	Syas.g_00721	Prao.g_00089
OG0000605	Syas.g_00719	Prao.g_00090
OG0000606	Syas.g_00716	Prao.g_00093
OG0000607	Syas.g_00713	Prao.g_00096
OG0000608	Syas.g_00712	Prao.g_00097
OG0000609	Syas.g_00710	Prao.g_00098
OG0000610	Syas.g_00702	Prao.g_00103
OG0000611	Syas.g_00699	Prao.g_00106
OG0000612	Syas.g_00698	Prao.g_00107
OG0000613	Syas.g_01825	Prao.g_00112
OG0000614	Syas.g_01044	Prao.g_00130
OG0000615	Syas.g_00650	Prao.g_00138
OG0000616	Syas.g_02011	Prao.g_00142
OG0000617	Syas.g_00180	Prao.g_00654
OG0000618	Syas.g_00181	Prao.g_00655
OG0000619	Syas.g_00182	Prao.g_00656
OG0000620	Syas.g_00188	Prao.g_00659
OG0000621	Syas.g_00189	Prao.g_00660
OG0000622	Syas.g_00190	Prao.g_00661
OG0000623	Syas.g_00191	Prao.g_00662
OG0000624	Syas.g_00192	Prao.g_00663
OG0000625	Syas.g_00193	Prao.g_00664
OG0000626	Syas.g_00194	Prao.g_00665
OG0000627	Syas.g_00372	Prao.g_00666
OG0000628	Syas.g_00373	Prao.g_00667
OG0000629	Syas.g_00376	Prao.g_00668
OG0000630	Syas.g_00397	Prao.g_00671
OG0000631	Syas.g_00405	Prao.g_00732
OG0000632	Syas.g_00406	Prao.g_00733
OG0000633	Syas.g_00407	Prao.g_00734
OG0000634	Syas.g_00600	Prao.g_00737
OG0000635	Syas.g_00599	Prao.g_00738
OG0000636	Syas.g_00597	Prao.g_00740
OG0000637	Syas.g_00595	Prao.g_00742
OG0000638	Syas.g_00594	Prao.g_00743
OG0000639	Syas.g_00593	Prao.g_00744
OG0000640	Syas.g_00592	Prao.g_00745
OG0000641	Syas.g_00587	Prao.g_00749
OG0000642	Syas.g_00586	Prao.g_00750
OG0000643	Syas.g_00585	Prao.g_00751
OG0000644	Syas.g_00584	Prao.g_00752
OG0000645	Syas.g_00583	Prao.g_00753
OG0000646	Syas.g_00580	Prao.g_00755
OG0000647	Syas.g_00578	Prao.g_00756
OG0000648	Syas.g_00576	Prao.g_00758
OG0000649	Syas.g_00575	Prao.g_00759
OG0000650	Syas.g_00574	Prao.g_00760
OG0000651	Syas.g_00573	Prao.g_00761
OG0000652	Syas.g_00572	Prao.g_00762
OG0000653	Syas.g_00570	Prao.g_00764
OG0000654	Syas.g_00569	Prao.g_00765
OG0000655	Syas.g_00568	Prao.g_00766
OG0000656	Syas.g_00565	Prao.g_00769
OG0000657	Syas.g_00232	Prao.g_00777
OG0000658	Syas.g_00235	Prao.g_00778
OG0000659	Syas.g_00236	Prao.g_00779
OG0000660	Syas.g_00240	Prao.g_00783
OG0000661	Syas.g_00242	Prao.g_00785
OG0000662	Syas.g_00281	Prao.g_00787
OG0000663	Syas.g_00284	Prao.g_00789
OG0000664	Syas.g_00287	Prao.g_00790
OG0000665	Syas.g_00385	Prao.g_00794
OG0000666	Syas.g_01362	Prao.g_00795
OG0000667	Syas.g_00088	Prao.g_00799
OG0000668	Syas.g_00221	Prao.g_00829
OG0000669	Syas.g_00684	Prao.g_00837
OG0000670	Syas.g_00681	Prao.g_00839
OG0000671	Syas.g_00679	Prao.g_00841
OG0000672	Syas.g_00676	Prao.g_00843
OG0000673	Syas.g_00673	Prao.g_00846
OG0000674	Syas.g_00671	Prao.g_00848
OG0000675	Syas.g_00670	Prao.g_00849
OG0000676	Syas.g_00668	Prao.g_00851
OG0000677	Syas.g_00667	Prao.g_00852
OG0000678	Syas.g_00660	Prao.g_00854
OG0000679	Syas.g_00629	Prao.g_00858
OG0000680	Syas.g_00628	Prao.g_00859
OG0000681	Syas.g_00625	Prao.g_00861
OG0000682	Syas.g_00624	Prao.g_00862
OG0000683	Syas.g_00623	Prao.g_00863
OG0000684	Syas.g_00621	Prao.g_00864
OG0000685	Syas.g_00187	Prao.g_00866
OG0000686	Syas.g_00619	Prao.g_00867
OG0000687	Syas.g_00618	Prao.g_00868
OG0000688	Syas.g_00612	Prao.g_00871
OG0000689	Syas.g_00610	Prao.g_00872
OG0000690	Syas.g_00609	Prao.g_00873
OG0000691	Syas.g_00608	Prao.g_00874
OG0000692	Syas.g_00606	Prao.g_00876
OG0000693	Syas.g_00604	Prao.g_00877
OG0000694	Syas.g_00603	Prao.g_00878
OG0000695	Syas.g_00410	Prao.g_00880
OG0000696	Syas.g_00411	Prao.g_00881
OG0000697	Syas.g_00413	Prao.g_00882
OG0000698	Syas.g_00417	Prao.g_00885
OG0000699	Syas.g_00419	Prao.g_00886
OG0000700	Syas.g_00420	Prao.g_00887
OG0000701	Syas.g_00421	Prao.g_00888
OG0000702	Syas.g_00437	Prao.g_00890
OG0000703	Syas.g_00438	Prao.g_00891
OG0000704	Syas.g_00446	Prao.g_00892
OG0000705	Syas.g_00453	Prao.g_00896
OG0000706	Syas.g_00454	Prao.g_00897
OG0000707	Syas.g_00455	Prao.g_00898
OG0000708	Syas.g_00458	Prao.g_00899
OG0000709	Syas.g_00466	Prao.g_00903
OG0000710	Syas.g_00497	Prao.g_00906
OG0000711	Syas.g_00546	Prao.g_00923
OG0000712	Syas.g_00548	Prao.g_00925
OG0000713	Syas.g_00549	Prao.g_00926
OG0000714	Syas.g_00551	Prao.g_00927
OG0000715	Syas.g_00553	Prao.g_00929
OG0000716	Syas.g_00556	Prao.g_00931
OG0000717	Syas.g_00557	Prao.g_00932
OG0000718	Syas.g_00561	Prao.g_00943
OG0000719	Syas.g_00223	Prao.g_00945
OG0000720	Syas.g_00209	Prao.g_00954
OG0000721	Syas.g_00207	Prao.g_00956
OG0000722	Syas.g_00206	Prao.g_00957
OG0000723	Syas.g_00196	Prao.g_00960
OG0000724	Syas.g_00999	Prao.g_00969
OG0000725	Syas.g_01024	Prao.g_00975
OG0000726	Syas.g_01025	Prao.g_00976
OG0000727	Syas.g_01026	Prao.g_00977
OG0000728	Syas.g_01028	Prao.g_00979
OG0000729	Syas.g_02145	Prao.g_01027
OG0000730	Syas.g_01544	Prao.g_01156
OG0000731	Syas.g_01532	Prao.g_01152
OG0000732	Syas.g_02086	Prao.g_01143
OG0000733	Syas.g_00096	Prao.g_01121
OG0000734	Syas.g_02414	Prao.g_01104
OG0000735	Syas.g_01201	Prao.g_01102
OG0000736	Syas.g_01200	Prao.g_01101
OG0000737	Syas.g_01199	Prao.g_01100
OG0000738	Syas.g_01193	Prao.g_01096
OG0000739	Syas.g_01192	Prao.g_01095
OG0000740	Syas.g_01191	Prao.g_01094
OG0000741	Syas.g_01188	Prao.g_01093
OG0000742	Syas.g_01185	Prao.g_01090
OG0000743	Syas.g_01182	Prao.g_01088
OG0000744	Syas.g_01181	Prao.g_01087
OG0000745	Syas.g_01178	Prao.g_01086
OG0000746	Syas.g_01176	Prao.g_01084
OG0000747	Syas.g_01174	Prao.g_01083
OG0000748	Syas.g_01146	Prao.g_01080
OG0000749	Syas.g_01144	Prao.g_01079
OG0000750	Syas.g_01143	Prao.g_01078
OG0000751	Syas.g_01138	Prao.g_01076
OG0000752	Syas.g_01136	Prao.g_01074
OG0000753	Syas.g_01133	Prao.g_01071
OG0000754	Syas.g_01128	Prao.g_01068
OG0000755	Syas.g_01117	Prao.g_01065
OG0000756	Syas.g_01116	Prao.g_01064
OG0000757	Syas.g_01108	Prao.g_01058
OG0000758	Syas.g_01107	Prao.g_01057
OG0000759	Syas.g_01106	Prao.g_01056
OG0000760	Syas.g_01105	Prao.g_01055
OG0000761	Syas.g_01104	Prao.g_01054
OG0000762	Syas.g_01102	Prao.g_01053
OG0000763	Syas.g_01091	Prao.g_01051
OG0000764	Syas.g_01090	Prao.g_01050
OG0000765	Syas.g_01076	Prao.g_01041
OG0000766	Syas.g_01075	Prao.g_01040
OG0000767	Syas.g_01073	Prao.g_01038
OG0000768	Syas.g_01072	Prao.g_01037
OG0000769	Syas.g_01070	Prao.g_01035
OG0000770	Syas.g_01067	Prao.g_01033
OG0000771	Syas.g_00993	Prao.g_00014
OG0000772	Syas.g_01461	Prao.g_01305
OG0000773	Syas.g_00002	Prao.g_01285
OG0000774	Syas.g_02862	Prao.g_01283
OG0000775	Syas.g_02860	Prao.g_01281
OG0000776	Syas.g_02859	Prao.g_01280
OG0000777	Syas.g_02858	Prao.g_01279
OG0000778	Syas.g_02857	Prao.g_01278
OG0000779	Syas.g_02852	Prao.g_01274
OG0000780	Syas.g_02847	Prao.g_01273
OG0000781	Syas.g_02842	Prao.g_01270
OG0000782	Syas.g_02841	Prao.g_01269
OG0000783	Syas.g_02840	Prao.g_01268
OG0000784	Syas.g_02839	Prao.g_01267
OG0000785	Syas.g_02837	Prao.g_01265
OG0000786	Syas.g_02833	Prao.g_01263
OG0000787	Syas.g_02832	Prao.g_01262
OG0000788	Syas.g_00782	Prao.g_01252
OG0000789	Syas.g_01507	Prao.g_01249
OG0000790	Syas.g_01266	Prao.g_01234
OG0000791	Syas.g_01268	Prao.g_01232
OG0000792	Syas.g_01269	Prao.g_01231
OG0000793	Syas.g_01359	Prao.g_01228
OG0000794	Syas.g_01361	Prao.g_01227
OG0000795	Syas.g_01363	Prao.g_01226
OG0000796	Syas.g_01368	Prao.g_01222
OG0000797	Syas.g_01369	Prao.g_01221
OG0000799	Syas.g_02789	Prao.g_01379
OG0000800	Syas.g_02790	Prao.g_01380
OG0000801	Syas.g_02791	Prao.g_01381
OG0000802	Syas.g_02797	Prao.g_01383
OG0000803	Syas.g_02800	Prao.g_01385
OG0000804	Syas.g_02803	Prao.g_01386
OG0000805	Syas.g_02805	Prao.g_01388
OG0000806	Syas.g_02807	Prao.g_01390
OG0000807	Syas.g_02808	Prao.g_01391
OG0000808	Syas.g_02809	Prao.g_01392
OG0000809	Syas.g_02811	Prao.g_01395
OG0000810	Syas.g_02813	Prao.g_01396
OG0000811	Syas.g_02822	Prao.g_01400
OG0000812	Syas.g_02824	Prao.g_01402
OG0000813	Syas.g_02825	Prao.g_01403
OG0000814	Syas.g_02827	Prao.g_01405
OG0000815	Syas.g_02829	Prao.g_01406
OG0000816	Syas.g_02831	Prao.g_01408
OG0000817	Syas.g_02753	Prao.g_01409
OG0000818	Syas.g_01282	Prao.g_01414
OG0000819	Syas.g_01283	Prao.g_01415
OG0000820	Syas.g_01284	Prao.g_01416
OG0000821	Syas.g_01289	Prao.g_01419
OG0000822	Syas.g_01291	Prao.g_01420
OG0000823	Syas.g_01292	Prao.g_01421
OG0000824	Syas.g_01297	Prao.g_01424
OG0000825	Syas.g_01298	Prao.g_01425
OG0000826	Syas.g_01299	Prao.g_01426
OG0000827	Syas.g_01300	Prao.g_01427
OG0000828	Syas.g_01303	Prao.g_01430
OG0000829	Syas.g_01304	Prao.g_01431
OG0000830	Syas.g_01305	Prao.g_01432
OG0000831	Syas.g_01308	Prao.g_01434
OG0000832	Syas.g_01476	Prao.g_01440
OG0000833	Syas.g_02738	Prao.g_01448
OG0000834	Syas.g_02737	Prao.g_01449
OG0000835	Syas.g_02736	Prao.g_01450
OG0000836	Syas.g_02732	Prao.g_01451
OG0000837	Syas.g_02731	Prao.g_01452
OG0000838	Syas.g_02727	Prao.g_01454
OG0000839	Syas.g_02726	Prao.g_01455
OG0000840	Syas.g_02725	Prao.g_01456
OG0000841	Syas.g_02724	Prao.g_01457
OG0000842	Syas.g_02723	Prao.g_01458
OG0000843	Syas.g_02722	Prao.g_01459
OG0000844	Syas.g_02720	Prao.g_01460
OG0000845	Syas.g_02719	Prao.g_01461
OG0000846	Syas.g_02718	Prao.g_01462
OG0000847	Syas.g_02717	Prao.g_01463
OG0000848	Syas.g_02715	Prao.g_01464
OG0000849	Syas.g_02714	Prao.g_01465
OG0000850	Syas.g_02711	Prao.g_01467
OG0000851	Syas.g_02708	Prao.g_01468
OG0000852	Syas.g_02707	Prao.g_01469
OG0000853	Syas.g_02703	Prao.g_01473
OG0000854	Syas.g_02701	Prao.g_01475
OG0000855	Syas.g_02700	Prao.g_01476
OG0000856	Syas.g_00103	Prao.g_01491
OG0000857	Syas.g_00579	Prao.g_01519
OG0000858	Syas.g_02693	Prao.g_01546
OG0000859	Syas.g_02692	Prao.g_01547
OG0000860	Syas.g_02679	Prao.g_01554
OG0000861	Syas.g_02678	Prao.g_01555
OG0000862	Syas.g_02677	Prao.g_01556
OG0000863	Syas.g_02675	Prao.g_01558
OG0000864	Syas.g_02674	Prao.g_01559
OG0000865	Syas.g_02673	Prao.g_01560
OG0000866	Syas.g_02672	Prao.g_01561
OG0000867	Syas.g_02671	Prao.g_01562
OG0000868	Syas.g_02667	Prao.g_01563
OG0000869	Syas.g_02662	Prao.g_01567
OG0000870	Syas.g_02657	Prao.g_01572
OG0000871	Syas.g_02656	Prao.g_01573
OG0000872	Syas.g_02650	Prao.g_01574
OG0000873	Syas.g_02647	Prao.g_01577
OG0000874	Syas.g_02645	Prao.g_01580
OG0000875	Syas.g_02644	Prao.g_01581
OG0000876	Syas.g_00280	Prao.g_01582
OG0000877	Syas.g_02603	Prao.g_01584
OG0000878	Syas.g_02602	Prao.g_01585
OG0000879	Syas.g_02601	Prao.g_01586
OG0000880	Syas.g_02600	Prao.g_01587
OG0000881	Syas.g_02596	Prao.g_01591
OG0000882	Syas.g_02591	Prao.g_01596
OG0000883	Syas.g_02586	Prao.g_01597
OG0000884	Syas.g_02584	Prao.g_01599
OG0000885	Syas.g_02583	Prao.g_01600
OG0000886	Syas.g_02582	Prao.g_01601
OG0000887	Syas.g_02581	Prao.g_01602
OG0000888	Syas.g_02579	Prao.g_01604
OG0000889	Syas.g_02577	Prao.g_01606
OG0000890	Syas.g_02574	Prao.g_01607
OG0000891	Syas.g_02573	Prao.g_01608
OG0000892	Syas.g_02571	Prao.g_01610
OG0000893	Syas.g_01677	Prao.g_01615
OG0000894	Syas.g_01667	Prao.g_01617
OG0000895	Syas.g_01663	Prao.g_01620
OG0000896	Syas.g_01662	Prao.g_01621
OG0000897	Syas.g_01660	Prao.g_01623
OG0000898	Syas.g_01659	Prao.g_01624
OG0000899	Syas.g_01658	Prao.g_01625
OG0000900	Syas.g_01657	Prao.g_01626
OG0000901	Syas.g_01652	Prao.g_01629
OG0000902	Syas.g_01651	Prao.g_01631
OG0000903	Syas.g_01637	Prao.g_01634
OG0000904	Syas.g_01642	Prao.g_01636
OG0000905	Syas.g_01647	Prao.g_01641
OG0000906	Syas.g_01649	Prao.g_01642
OG0000907	Syas.g_01635	Prao.g_01645
OG0000908	Syas.g_01632	Prao.g_01648
OG0000909	Syas.g_01631	Prao.g_01649
OG0000910	Syas.g_01630	Prao.g_01650
OG0000911	Syas.g_01628	Prao.g_01652
OG0000912	Syas.g_01627	Prao.g_01653
OG0000913	Syas.g_01626	Prao.g_01654
OG0000914	Syas.g_01625	Prao.g_01655
OG0000915	Syas.g_01623	Prao.g_01656
OG0000916	Syas.g_01622	Prao.g_01657
OG0000917	Syas.g_01621	Prao.g_01658
OG0000918	Syas.g_01620	Prao.g_01659
OG0000919	Syas.g_01619	Prao.g_01660
OG0000920	Syas.g_01618	Prao.g_01661
OG0000921	Syas.g_01617	Prao.g_01662
OG0000922	Syas.g_01616	Prao.g_01663
OG0000923	Syas.g_01612	Prao.g_01667
OG0000924	Syas.g_01611	Prao.g_01668
OG0000925	Syas.g_01610	Prao.g_01669
OG0000926	Syas.g_01609	Prao.g_01670
OG0000927	Syas.g_01607	Prao.g_01672
OG0000928	Syas.g_01606	Prao.g_01673
OG0000929	Syas.g_01605	Prao.g_01674
OG0000930	Syas.g_01604	Prao.g_01675
OG0000931	Syas.g_01603	Prao.g_01676
OG0000932	Syas.g_01602	Prao.g_01677
OG0000933	Syas.g_01596	Prao.g_01681
OG0000934	Syas.g_01594	Prao.g_01683
OG0000935	Syas.g_01593	Prao.g_01684
OG0000936	Syas.g_01592	Prao.g_01685
OG0000937	Syas.g_01591	Prao.g_01686
OG0000938	Syas.g_01588	Prao.g_01688
OG0000939	Syas.g_01587	Prao.g_01689
OG0000940	Syas.g_01580	Prao.g_01696
OG0000941	Syas.g_01578	Prao.g_01698
OG0000942	Syas.g_01576	Prao.g_01700
OG0000943	Syas.g_01575	Prao.g_01701
OG0000944	Syas.g_01573	Prao.g_01702
OG0000945	Syas.g_01572	Prao.g_01703
OG0000946	Syas.g_01565	Prao.g_01707
OG0000947	Syas.g_01562	Prao.g_01709
OG0000948	Syas.g_01561	Prao.g_01710
OG0000949	Syas.g_02213	Prao.g_01713
OG0000950	Syas.g_02197	Prao.g_01718
OG0000951	Syas.g_02190	Prao.g_01722
OG0000952	Syas.g_02186	Prao.g_01726
OG0000953	Syas.g_02182	Prao.g_01729
OG0000954	Syas.g_02174	Prao.g_01733
OG0000955	Syas.g_02173	Prao.g_01734
OG0000956	Syas.g_02171	Prao.g_01736
OG0000957	Syas.g_02158	Prao.g_01741
OG0000958	Syas.g_02157	Prao.g_01742
OG0000959	Syas.g_02154	Prao.g_01746
OG0000960	Syas.g_02153	Prao.g_01747
OG0000961	Syas.g_02345	Prao.g_01749
OG0000962	Syas.g_02146	Prao.g_01751
OG0000963	Syas.g_02143	Prao.g_01755
OG0000964	Syas.g_02142	Prao.g_01756
OG0000965	Syas.g_02141	Prao.g_01757
OG0000966	Syas.g_02112	Prao.g_01764
OG0000967	Syas.g_02108	Prao.g_01769
OG0000968	Syas.g_02106	Prao.g_01771
OG0000969	Syas.g_02104	Prao.g_01772
OG0000970	Syas.g_02103	Prao.g_01773
OG0000971	Syas.g_02101	Prao.g_01774
OG0000972	Syas.g_02100	Prao.g_01775
OG0000973	Syas.g_02099	Prao.g_01776
OG0000974	Syas.g_02098	Prao.g_01777
OG0000975	Syas.g_02097	Prao.g_01778
OG0000976	Syas.g_02096	Prao.g_01779
OG0000977	Syas.g_02094	Prao.g_01780
OG0000978	Syas.g_02093	Prao.g_01781
OG0000979	Syas.g_02090	Prao.g_01784
OG0000980	Syas.g_02087	Prao.g_01786
OG0000981	Syas.g_02084	Prao.g_01788
OG0000982	Syas.g_01882	Prao.g_01790
OG0000983	Syas.g_01883	Prao.g_01791
OG0000984	Syas.g_01884	Prao.g_01792
OG0000985	Syas.g_01888	Prao.g_01795
OG0000986	Syas.g_01891	Prao.g_01797
OG0000987	Syas.g_01897	Prao.g_01798
OG0000988	Syas.g_01902	Prao.g_01801
OG0000989	Syas.g_01908	Prao.g_01805
OG0000990	Syas.g_01937	Prao.g_01808
OG0000991	Syas.g_01939	Prao.g_01809
OG0000992	Syas.g_01943	Prao.g_01811
OG0000993	Syas.g_01945	Prao.g_01812
OG0000994	Syas.g_01948	Prao.g_01813
OG0000995	Syas.g_01955	Prao.g_01817
OG0000996	Syas.g_01977	Prao.g_01818
OG0000997	Syas.g_01993	Prao.g_01819
OG0000998	Syas.g_01995	Prao.g_01821
OG0000999	Syas.g_01996	Prao.g_01822
OG0001000	Syas.g_02000	Prao.g_01825
OG0001001	Syas.g_02006	Prao.g_01827
OG0001002	Syas.g_02014	Prao.g_01831
OG0001003	Syas.g_02016	Prao.g_01833
OG0001004	Syas.g_02017	Prao.g_01834
OG0001005	Syas.g_02018	Prao.g_01835
OG0001006	Syas.g_02032	Prao.g_01839
OG0001007	Syas.g_02034	Prao.g_01841
OG0001008	Syas.g_01496	Prao.g_00541
OG0001009	Syas.g_02065	Prao.g_00174
OG0001010	Syas.g_02066	Prao.g_00175
OG0001011	Syas.g_02068	Prao.g_00176
OG0001012	Syas.g_00152	Prao.g_00189
OG0001013	Syas.g_01866	Prao.g_00194
OG0001014	Syas.g_01857	Prao.g_00197
OG0001015	Syas.g_01856	Prao.g_00198
OG0001016	Syas.g_02517	Prao.g_00212
OG0001017	Syas.g_02511	Prao.g_00216
OG0001018	Syas.g_02509	Prao.g_00219
OG0001019	Syas.g_02469	Prao.g_00228
OG0001020	Syas.g_02443	Prao.g_00229
OG0001021	Syas.g_02437	Prao.g_00230
OG0001022	Syas.g_02434	Prao.g_00233
OG0001023	Syas.g_02433	Prao.g_00234
OG0001024	Syas.g_00135	Prao.g_00237
OG0001025	Syas.g_02424	Prao.g_00243
OG0001026	Syas.g_02412	Prao.g_00249
OG0001027	Syas.g_02408	Prao.g_00250
OG0001028	Syas.g_02405	Prao.g_00252
OG0001029	Syas.g_02403	Prao.g_00254
OG0001030	Syas.g_02384	Prao.g_00269
OG0001031	Syas.g_02293	Prao.g_00324
OG0001032	Syas.g_02290	Prao.g_00325
OG0001033	Syas.g_02239	Prao.g_00346
OG0001034	Syas.g_02556	Prao.g_00374
OG0001035	Syas.g_01704	Prao.g_00392
OG0001036	Syas.g_01709	Prao.g_00397
OG0001037	Syas.g_01711	Prao.g_00398
OG0001038	Syas.g_01751	Prao.g_00415
OG0001039	Syas.g_01754	Prao.g_00418
OG0001041	Syas.g_01761	Prao.g_00424
OG0001042	Syas.g_01821	Prao.g_00441
OG0001043	Syas.g_01817	Prao.g_00442
OG0001044	Syas.g_01542	Prao.g_00469
OG0001045	Syas.g_01529	Prao.g_00477
OG0001046	Syas.g_00532	Prao.g_00513
OG0001047	Syas.g_01494	Prao.g_00543
OG0001048	Syas.g_01493	Prao.g_00544
OG0001049	Syas.g_02742	Prao.g_00546
OG0001050	Syas.g_02743	Prao.g_00547
OG0001051	Syas.g_02744	Prao.g_00548
OG0001052	Syas.g_01337	Prao.g_00577
OG0001053	Syas.g_01250	Prao.g_00589
OG0001054	Syas.g_01231	Prao.g_00604
OG0001055	Syas.g_01210	Prao.g_00623
OG0001056	Syas.g_00068	Prao.g_01855
OG0001057	Syas.g_00763	Prao.g_01160
OG0001058	Syas.g_00787	Prao.g_01168
OG0001059	Syas.g_00791	Prao.g_01172
OG0001060	Syas.g_00797	Prao.g_01179
OG0001061	Syas.g_00816	Prao.g_01866
OG0001062	Syas.g_00819	Prao.g_01868
OG0001063	Syas.g_00830	Prao.g_01870
OG0001064	Syas.g_00831	Prao.g_00018
OG0001065	Syas.g_00832	Prao.g_00019
OG0001066	Syas.g_00833	Prao.g_00020
OG0001067	Syas.g_00834	Prao.g_00021
OG0001068	Syas.g_00835	Prao.g_00022
OG0001069	Syas.g_00836	Prao.g_00023
OG0001070	Syas.g_00840	Prao.g_00026
OG0001071	Syas.g_00841	Prao.g_00027
OG0001072	Syas.g_00844	Prao.g_00028
OG0001073	Syas.g_00855	Prao.g_00042
OG0001074	Syas.g_00157	Prao.g_00053
OG0001075	Syas.g_00163	Prao.g_00054
OG0001076	Syas.g_00113	Prao.g_00063
OG0001077	Syas.g_00101	Prao.g_00067
OG0001078	Syas.g_00745	Prao.g_00075
OG0001079	Syas.g_00729	Prao.g_00086
OG0001080	Syas.g_00717	Prao.g_00092
OG0001081	Syas.g_00715	Prao.g_00094
OG0001082	Syas.g_00714	Prao.g_00095
OG0001083	Syas.g_00707	Prao.g_00100
OG0001084	Syas.g_00706	Prao.g_00101
OG0001085	Syas.g_00693	Prao.g_00109
OG0001086	Syas.g_00691	Prao.g_00110
OG0001087	Syas.g_00071	Prao.g_00126
OG0001088	Syas.g_01060	Prao.g_00127
OG0001089	Syas.g_01039	Prao.g_00135
OG0001090	Syas.g_00980	Prao.g_00649
OG0001091	Syas.g_00979	Prao.g_00651
OG0001092	Syas.g_00178	Prao.g_00652
OG0001093	Syas.g_00184	Prao.g_00657
OG0001095	Syas.g_00582	Prao.g_00754
OG0001097	Syas.g_00243	Prao.g_00786
OG0001098	Syas.g_00880	Prao.g_00801
OG0001099	Syas.g_02404	Prao.g_00834
OG0001100	Syas.g_00682	Prao.g_00838
OG0001101	Syas.g_00680	Prao.g_00840
OG0001102	Syas.g_00677	Prao.g_00842
OG0001103	Syas.g_00675	Prao.g_00844
OG0001104	Syas.g_00620	Prao.g_00865
OG0001105	Syas.g_00617	Prao.g_00869
OG0001106	Syas.g_00447	Prao.g_00893
OG0001107	Syas.g_00459	Prao.g_00900
OG0001108	Syas.g_00494	Prao.g_00904
OG0001109	Syas.g_00496	Prao.g_00905
OG0001110	Syas.g_00498	Prao.g_00907
OG0001111	Syas.g_00500	Prao.g_00908
OG0001112	Syas.g_00503	Prao.g_00909
OG0001113	Syas.g_00504	Prao.g_00910
OG0001114	Syas.g_00505	Prao.g_00911
OG0001115	Syas.g_00527	Prao.g_00913
OG0001116	Syas.g_00529	Prao.g_00914
OG0001117	Syas.g_00530	Prao.g_00915
OG0001118	Syas.g_00531	Prao.g_00916
OG0001119	Syas.g_00533	Prao.g_00917
OG0001120	Syas.g_00539	Prao.g_00919
OG0001122	Syas.g_00222	Prao.g_00946
OG0001123	Syas.g_00214	Prao.g_00950
OG0001124	Syas.g_00212	Prao.g_00952
OG0001125	Syas.g_00210	Prao.g_00953
OG0001126	Syas.g_00991	Prao.g_00963
OG0001127	Syas.g_00992	Prao.g_00964
OG0001128	Syas.g_00995	Prao.g_00966
OG0001129	Syas.g_00997	Prao.g_00967
OG0001130	Syas.g_00998	Prao.g_00968
OG0001131	Syas.g_01401	Prao.g_01007
OG0001132	Syas.g_00525	Prao.g_01016
OG0001133	Syas.g_00109	Prao.g_01137
OG0001136	Syas.g_01187	Prao.g_01092
OG0001138	Syas.g_01114	Prao.g_01063
OG0001139	Syas.g_01112	Prao.g_01062
OG0001140	Syas.g_01111	Prao.g_01061
OG0001141	Syas.g_01110	Prao.g_01060
OG0001142	Syas.g_01109	Prao.g_01059
OG0001143	Syas.g_01092	Prao.g_01052
OG0001144	Syas.g_01084	Prao.g_01047
OG0001145	Syas.g_02867	Prao.g_01284
OG0001146	Syas.g_02846	Prao.g_01272
OG0001147	Syas.g_01329	Prao.g_01253
OG0001148	Syas.g_01263	Prao.g_01237
OG0001149	Syas.g_01264	Prao.g_01236
OG0001150	Syas.g_01265	Prao.g_01235
OG0001151	Syas.g_01366	Prao.g_01224
OG0001152	Syas.g_01367	Prao.g_01223
OG0001153	Syas.g_01301	Prao.g_01428
OG0001154	Syas.g_01302	Prao.g_01429
OG0001155	Syas.g_01478	Prao.g_01441
OG0001156	Syas.g_01489	Prao.g_01444
OG0001157	Syas.g_01490	Prao.g_01445
OG0001158	Syas.g_01491	Prao.g_01446
OG0001159	Syas.g_01492	Prao.g_01447
OG0001160	Syas.g_02705	Prao.g_01471
OG0001161	Syas.g_02030	Prao.g_01484
OG0001162	Syas.g_02473	Prao.g_01495
OG0001163	Syas.g_02697	Prao.g_01544
OG0001164	Syas.g_02691	Prao.g_01548
OG0001165	Syas.g_02686	Prao.g_01551
OG0001166	Syas.g_02658	Prao.g_01571
OG0001167	Syas.g_01046	Prao.g_01588
OG0001168	Syas.g_02597	Prao.g_01590
OG0001169	Syas.g_02595	Prao.g_01592
OG0001170	Syas.g_02593	Prao.g_01594
OG0001171	Syas.g_02580	Prao.g_01603
OG0001172	Syas.g_01665	Prao.g_01618
OG0001173	Syas.g_01664	Prao.g_01619
OG0001174	Syas.g_01656	Prao.g_01627
OG0001175	Syas.g_01655	Prao.g_01628
OG0001176	Syas.g_01638	Prao.g_01635
OG0001177	Syas.g_01640	Prao.g_01638
OG0001178	Syas.g_02676	Prao.g_01643
OG0001179	Syas.g_01608	Prao.g_01671
OG0001180	Syas.g_01583	Prao.g_01693
OG0001181	Syas.g_01579	Prao.g_01697
OG0001182	Syas.g_01571	Prao.g_01704
OG0001183	Syas.g_01564	Prao.g_01708
OG0001184	Syas.g_02188	Prao.g_01724
OG0001185	Syas.g_02162	Prao.g_01738
OG0001186	Syas.g_02113	Prao.g_01761
OG0001187	Syas.g_02111	Prao.g_01765
