Orthogroup	Syas	Prat
OG0000591	Syas.g_00106	Prat.g_00589
OG0000592	Syas.g_00105	Prat.g_00590
OG0000593	Syas.g_00750	Prat.g_01094
OG0000594	Syas.g_00749	Prat.g_01093
OG0000595	Syas.g_00748	Prat.g_01091
OG0000596	Syas.g_00743	Prat.g_01087
OG0000597	Syas.g_00740	Prat.g_01084
OG0000598	Syas.g_00739	Prat.g_01083
OG0000599	Syas.g_00732	Prat.g_01080
OG0000600	Syas.g_00731	Prat.g_01079
OG0000601	Syas.g_00730	Prat.g_01078
OG0000602	Syas.g_00725	Prat.g_01076
OG0000603	Syas.g_00724	Prat.g_01075
OG0000604	Syas.g_00721	Prat.g_01074
OG0000605	Syas.g_00719	Prat.g_01073
OG0000606	Syas.g_00716	Prat.g_01070
OG0000607	Syas.g_00713	Prat.g_01067
OG0000608	Syas.g_00712	Prat.g_01066
OG0000609	Syas.g_00710	Prat.g_01065
OG0000610	Syas.g_00702	Prat.g_01059
OG0000611	Syas.g_00699	Prat.g_01056
OG0000612	Syas.g_00698	Prat.g_01055
OG0000613	Syas.g_01825	Prat.g_00747
OG0000614	Syas.g_01044	Prat.g_00767
OG0000615	Syas.g_00650	Prat.g_00777
OG0000616	Syas.g_02011	Prat.g_01882
OG0000617	Syas.g_00180	Prat.g_00797
OG0000618	Syas.g_00181	Prat.g_00798
OG0000619	Syas.g_00182	Prat.g_00799
OG0000620	Syas.g_00188	Prat.g_00802
OG0000621	Syas.g_00189	Prat.g_00803
OG0000622	Syas.g_00190	Prat.g_00804
OG0000623	Syas.g_00191	Prat.g_00805
OG0000624	Syas.g_00192	Prat.g_00807
OG0000625	Syas.g_00193	Prat.g_00808
OG0000626	Syas.g_00194	Prat.g_00809
OG0000627	Syas.g_00372	Prat.g_00811
OG0000628	Syas.g_00373	Prat.g_00812
OG0000629	Syas.g_00376	Prat.g_00813
OG0000630	Syas.g_00397	Prat.g_00816
OG0000631	Syas.g_00405	Prat.g_00865
OG0000632	Syas.g_00406	Prat.g_00866
OG0000633	Syas.g_00407	Prat.g_00867
OG0000634	Syas.g_00600	Prat.g_01041
OG0000635	Syas.g_00599	Prat.g_01040
OG0000636	Syas.g_00597	Prat.g_01038
OG0000637	Syas.g_00595	Prat.g_01036
OG0000638	Syas.g_00594	Prat.g_01035
OG0000639	Syas.g_00593	Prat.g_01034
OG0000640	Syas.g_00592	Prat.g_01033
OG0000641	Syas.g_00587	Prat.g_01029
OG0000642	Syas.g_00586	Prat.g_01028
OG0000643	Syas.g_00585	Prat.g_01027
OG0000644	Syas.g_00584	Prat.g_01026
OG0000645	Syas.g_00583	Prat.g_01025
OG0000646	Syas.g_00580	Prat.g_01023
OG0000647	Syas.g_00578	Prat.g_01021
OG0000648	Syas.g_00576	Prat.g_01019
OG0000649	Syas.g_00575	Prat.g_01018
OG0000650	Syas.g_00574	Prat.g_01017
OG0000651	Syas.g_00573	Prat.g_01016
OG0000652	Syas.g_00572	Prat.g_01015
OG0000653	Syas.g_00570	Prat.g_01013
OG0000654	Syas.g_00569	Prat.g_01012
OG0000655	Syas.g_00568	Prat.g_01011
OG0000656	Syas.g_00565	Prat.g_01008
OG0000657	Syas.g_00232	Prat.g_01002
OG0000658	Syas.g_00235	Prat.g_01001
OG0000659	Syas.g_00236	Prat.g_01000
OG0000660	Syas.g_00240	Prat.g_00996
OG0000661	Syas.g_00242	Prat.g_00994
OG0000662	Syas.g_00281	Prat.g_00992
OG0000663	Syas.g_00284	Prat.g_00990
OG0000664	Syas.g_00287	Prat.g_00989
OG0000665	Syas.g_00385	Prat.g_00983
OG0000666	Syas.g_01362	Prat.g_00982
OG0000667	Syas.g_00088	Prat.g_00978
OG0000668	Syas.g_00221	Prat.g_00694
OG0000669	Syas.g_00684	Prat.g_00705
OG0000670	Syas.g_00681	Prat.g_00708
OG0000671	Syas.g_00679	Prat.g_00710
OG0000672	Syas.g_00676	Prat.g_00713
OG0000673	Syas.g_00673	Prat.g_00717
OG0000674	Syas.g_00671	Prat.g_00719
OG0000675	Syas.g_00670	Prat.g_00720
OG0000676	Syas.g_00668	Prat.g_00722
OG0000677	Syas.g_00667	Prat.g_00723
OG0000678	Syas.g_00660	Prat.g_00725
OG0000679	Syas.g_00629	Prat.g_00730
OG0000680	Syas.g_00628	Prat.g_00731
OG0000681	Syas.g_00625	Prat.g_00734
OG0000682	Syas.g_00624	Prat.g_00735
OG0000683	Syas.g_00623	Prat.g_00736
OG0000684	Syas.g_00621	Prat.g_00738
OG0000685	Syas.g_00187	Prat.g_00740
OG0000686	Syas.g_00619	Prat.g_00741
OG0000687	Syas.g_00618	Prat.g_00742
OG0000688	Syas.g_00612	Prat.g_01051
OG0000689	Syas.g_00610	Prat.g_01050
OG0000690	Syas.g_00609	Prat.g_01049
OG0000691	Syas.g_00608	Prat.g_01048
OG0000692	Syas.g_00606	Prat.g_01046
OG0000693	Syas.g_00604	Prat.g_01045
OG0000694	Syas.g_00603	Prat.g_01044
OG0000695	Syas.g_00410	Prat.g_00869
OG0000696	Syas.g_00411	Prat.g_00870
OG0000697	Syas.g_00413	Prat.g_00871
OG0000698	Syas.g_00417	Prat.g_00874
OG0000699	Syas.g_00419	Prat.g_00876
OG0000700	Syas.g_00420	Prat.g_00877
OG0000701	Syas.g_00421	Prat.g_00878
OG0000702	Syas.g_00437	Prat.g_00880
OG0000703	Syas.g_00438	Prat.g_00881
OG0000704	Syas.g_00446	Prat.g_00883
OG0000705	Syas.g_00453	Prat.g_00889
OG0000706	Syas.g_00454	Prat.g_00890
OG0000707	Syas.g_00455	Prat.g_00891
OG0000708	Syas.g_00458	Prat.g_00893
OG0000709	Syas.g_00466	Prat.g_00897
OG0000710	Syas.g_00497	Prat.g_00900
OG0000711	Syas.g_00546	Prat.g_00916
OG0000712	Syas.g_00548	Prat.g_00917
OG0000713	Syas.g_00549	Prat.g_00918
OG0000714	Syas.g_00551	Prat.g_00919
OG0000715	Syas.g_00553	Prat.g_00921
OG0000716	Syas.g_00556	Prat.g_00923
OG0000717	Syas.g_00557	Prat.g_00924
OG0000718	Syas.g_00561	Prat.g_00929
OG0000719	Syas.g_00223	Prat.g_00931
OG0000720	Syas.g_00209	Prat.g_00942
OG0000721	Syas.g_00207	Prat.g_00946
OG0000722	Syas.g_00206	Prat.g_00947
OG0000723	Syas.g_00196	Prat.g_00951
OG0000724	Syas.g_00999	Prat.g_00960
OG0000725	Syas.g_01024	Prat.g_00966
OG0000726	Syas.g_01025	Prat.g_00967
OG0000727	Syas.g_01026	Prat.g_00968
OG0000728	Syas.g_01028	Prat.g_00970
OG0000729	Syas.g_02145	Prat.g_01214
OG0000730	Syas.g_01544	Prat.g_01199
OG0000731	Syas.g_01532	Prat.g_00354
OG0000732	Syas.g_02086	Prat.g_01831
OG0000733	Syas.g_00096	Prat.g_01560
OG0000734	Syas.g_02414	Prat.g_01171
OG0000735	Syas.g_01201	Prat.g_01169
OG0000736	Syas.g_01200	Prat.g_01168
OG0000737	Syas.g_01199	Prat.g_01167
OG0000738	Syas.g_01193	Prat.g_01163
OG0000739	Syas.g_01192	Prat.g_01162
OG0000740	Syas.g_01191	Prat.g_01161
OG0000741	Syas.g_01188	Prat.g_01159
OG0000742	Syas.g_01185	Prat.g_01157
OG0000743	Syas.g_01182	Prat.g_01155
OG0000744	Syas.g_01181	Prat.g_01154
OG0000745	Syas.g_01178	Prat.g_01153
OG0000746	Syas.g_01176	Prat.g_01151
OG0000747	Syas.g_01174	Prat.g_01150
OG0000748	Syas.g_01146	Prat.g_01146
OG0000749	Syas.g_01144	Prat.g_01145
OG0000750	Syas.g_01143	Prat.g_01144
OG0000751	Syas.g_01138	Prat.g_01141
OG0000752	Syas.g_01136	Prat.g_01139
OG0000753	Syas.g_01133	Prat.g_01136
OG0000754	Syas.g_01128	Prat.g_01134
OG0000755	Syas.g_01117	Prat.g_01128
OG0000756	Syas.g_01116	Prat.g_01127
OG0000757	Syas.g_01108	Prat.g_01121
OG0000758	Syas.g_01107	Prat.g_01120
OG0000759	Syas.g_01106	Prat.g_01119
OG0000760	Syas.g_01105	Prat.g_01118
OG0000761	Syas.g_01104	Prat.g_01117
OG0000762	Syas.g_01102	Prat.g_01116
OG0000763	Syas.g_01091	Prat.g_01114
OG0000764	Syas.g_01090	Prat.g_01113
OG0000765	Syas.g_01076	Prat.g_01104
OG0000766	Syas.g_01075	Prat.g_01103
OG0000767	Syas.g_01073	Prat.g_01101
OG0000768	Syas.g_01072	Prat.g_01100
OG0000769	Syas.g_01070	Prat.g_01098
OG0000770	Syas.g_01067	Prat.g_00594
OG0000771	Syas.g_00993	Prat.g_01509
OG0000772	Syas.g_01461	Prat.g_00626
OG0000773	Syas.g_00002	Prat.g_01240
OG0000774	Syas.g_02862	Prat.g_01242
OG0000775	Syas.g_02860	Prat.g_01244
OG0000776	Syas.g_02859	Prat.g_01245
OG0000777	Syas.g_02858	Prat.g_01246
OG0000778	Syas.g_02857	Prat.g_01247
OG0000779	Syas.g_02852	Prat.g_01251
OG0000780	Syas.g_02847	Prat.g_01252
OG0000781	Syas.g_02842	Prat.g_01255
OG0000782	Syas.g_02841	Prat.g_01256
OG0000783	Syas.g_02840	Prat.g_01257
OG0000784	Syas.g_02839	Prat.g_01258
OG0000785	Syas.g_02837	Prat.g_01260
OG0000786	Syas.g_02833	Prat.g_01263
OG0000787	Syas.g_02832	Prat.g_01264
OG0000788	Syas.g_00782	Prat.g_01471
OG0000789	Syas.g_01507	Prat.g_01455
OG0000790	Syas.g_01266	Prat.g_01296
OG0000791	Syas.g_01268	Prat.g_01298
OG0000792	Syas.g_01269	Prat.g_01299
OG0000793	Syas.g_01359	Prat.g_01302
OG0000794	Syas.g_01361	Prat.g_01303
OG0000795	Syas.g_01363	Prat.g_01304
OG0000796	Syas.g_01368	Prat.g_01308
OG0000797	Syas.g_01369	Prat.g_01309
OG0000799	Syas.g_02789	Prat.g_01333
OG0000800	Syas.g_02790	Prat.g_01334
OG0000801	Syas.g_02791	Prat.g_01335
OG0000802	Syas.g_02797	Prat.g_01337
OG0000803	Syas.g_02800	Prat.g_01339
OG0000804	Syas.g_02803	Prat.g_01340
OG0000805	Syas.g_02805	Prat.g_01342
OG0000806	Syas.g_02807	Prat.g_01344
OG0000807	Syas.g_02808	Prat.g_01345
OG0000808	Syas.g_02809	Prat.g_01346
OG0000809	Syas.g_02811	Prat.g_01350
OG0000810	Syas.g_02813	Prat.g_01351
OG0000811	Syas.g_02822	Prat.g_01356
OG0000812	Syas.g_02824	Prat.g_01358
OG0000813	Syas.g_02825	Prat.g_01359
OG0000814	Syas.g_02827	Prat.g_01361
OG0000815	Syas.g_02829	Prat.g_01362
OG0000816	Syas.g_02831	Prat.g_01364
OG0000817	Syas.g_02753	Prat.g_01365
OG0000818	Syas.g_01282	Prat.g_01370
OG0000819	Syas.g_01283	Prat.g_01371
OG0000820	Syas.g_01284	Prat.g_01372
OG0000821	Syas.g_01289	Prat.g_01378
OG0000822	Syas.g_01291	Prat.g_01379
OG0000823	Syas.g_01292	Prat.g_01380
OG0000824	Syas.g_01297	Prat.g_01383
OG0000825	Syas.g_01298	Prat.g_01384
OG0000826	Syas.g_01299	Prat.g_01385
OG0000827	Syas.g_01300	Prat.g_01386
OG0000828	Syas.g_01303	Prat.g_01389
OG0000829	Syas.g_01304	Prat.g_01390
OG0000830	Syas.g_01305	Prat.g_01391
OG0000831	Syas.g_01308	Prat.g_01393
OG0000832	Syas.g_01476	Prat.g_01405
OG0000833	Syas.g_02738	Prat.g_01414
OG0000834	Syas.g_02737	Prat.g_01415
OG0000835	Syas.g_02736	Prat.g_01416
OG0000836	Syas.g_02732	Prat.g_01417
OG0000837	Syas.g_02731	Prat.g_01418
OG0000838	Syas.g_02727	Prat.g_01421
OG0000839	Syas.g_02726	Prat.g_01422
OG0000840	Syas.g_02725	Prat.g_01423
OG0000841	Syas.g_02724	Prat.g_01424
OG0000842	Syas.g_02723	Prat.g_01425
OG0000843	Syas.g_02722	Prat.g_01426
OG0000844	Syas.g_02720	Prat.g_01427
OG0000845	Syas.g_02719	Prat.g_01428
OG0000846	Syas.g_02718	Prat.g_01429
OG0000847	Syas.g_02717	Prat.g_01430
OG0000848	Syas.g_02715	Prat.g_01431
OG0000849	Syas.g_02714	Prat.g_01432
OG0000850	Syas.g_02711	Prat.g_01434
OG0000851	Syas.g_02708	Prat.g_01435
OG0000852	Syas.g_02707	Prat.g_01436
OG0000853	Syas.g_02703	Prat.g_01441
OG0000854	Syas.g_02701	Prat.g_01443
OG0000855	Syas.g_02700	Prat.g_01444
OG0000856	Syas.g_00103	Prat.g_01457
OG0000857	Syas.g_00579	Prat.g_01022
OG0000858	Syas.g_02693	Prat.g_01585
OG0000859	Syas.g_02692	Prat.g_01586
OG0000860	Syas.g_02679	Prat.g_01594
OG0000861	Syas.g_02678	Prat.g_01595
OG0000862	Syas.g_02677	Prat.g_01596
OG0000863	Syas.g_02675	Prat.g_01598
OG0000864	Syas.g_02674	Prat.g_01599
OG0000865	Syas.g_02673	Prat.g_01600
OG0000866	Syas.g_02672	Prat.g_01601
OG0000867	Syas.g_02671	Prat.g_01602
OG0000868	Syas.g_02667	Prat.g_01603
OG0000869	Syas.g_02662	Prat.g_01606
OG0000870	Syas.g_02657	Prat.g_01611
OG0000871	Syas.g_02656	Prat.g_01612
OG0000872	Syas.g_02650	Prat.g_01613
OG0000873	Syas.g_02647	Prat.g_01616
OG0000874	Syas.g_02645	Prat.g_01619
OG0000875	Syas.g_02644	Prat.g_01621
OG0000876	Syas.g_00280	Prat.g_01622
OG0000877	Syas.g_02603	Prat.g_01624
OG0000878	Syas.g_02602	Prat.g_01625
OG0000879	Syas.g_02601	Prat.g_01626
OG0000880	Syas.g_02600	Prat.g_01627
OG0000881	Syas.g_02596	Prat.g_01631
OG0000882	Syas.g_02591	Prat.g_01636
OG0000883	Syas.g_02586	Prat.g_01639
OG0000884	Syas.g_02584	Prat.g_01641
OG0000885	Syas.g_02583	Prat.g_01642
OG0000886	Syas.g_02582	Prat.g_01643
OG0000887	Syas.g_02581	Prat.g_01644
OG0000888	Syas.g_02579	Prat.g_01646
OG0000889	Syas.g_02577	Prat.g_01648
OG0000890	Syas.g_02574	Prat.g_01649
OG0000891	Syas.g_02573	Prat.g_01650
OG0000892	Syas.g_02571	Prat.g_01652
OG0000893	Syas.g_01677	Prat.g_01655
OG0000894	Syas.g_01667	Prat.g_01658
OG0000895	Syas.g_01663	Prat.g_01662
OG0000896	Syas.g_01662	Prat.g_01663
OG0000897	Syas.g_01660	Prat.g_01665
OG0000898	Syas.g_01659	Prat.g_01666
OG0000899	Syas.g_01658	Prat.g_01667
OG0000900	Syas.g_01657	Prat.g_01668
OG0000901	Syas.g_01652	Prat.g_01671
OG0000902	Syas.g_01651	Prat.g_01673
OG0000903	Syas.g_01637	Prat.g_01677
OG0000904	Syas.g_01642	Prat.g_01682
OG0000905	Syas.g_01647	Prat.g_01675
OG0000906	Syas.g_01649	Prat.g_01674
OG0000907	Syas.g_01635	Prat.g_01684
OG0000908	Syas.g_01632	Prat.g_01687
OG0000909	Syas.g_01631	Prat.g_01688
OG0000910	Syas.g_01630	Prat.g_01689
OG0000911	Syas.g_01628	Prat.g_01691
OG0000912	Syas.g_01627	Prat.g_01692
OG0000913	Syas.g_01626	Prat.g_01693
OG0000914	Syas.g_01625	Prat.g_01694
OG0000915	Syas.g_01623	Prat.g_01695
OG0000916	Syas.g_01622	Prat.g_01696
OG0000917	Syas.g_01621	Prat.g_01697
OG0000918	Syas.g_01620	Prat.g_01698
OG0000919	Syas.g_01619	Prat.g_01699
OG0000920	Syas.g_01618	Prat.g_01700
OG0000921	Syas.g_01617	Prat.g_01701
OG0000922	Syas.g_01616	Prat.g_01702
OG0000923	Syas.g_01612	Prat.g_01706
OG0000924	Syas.g_01611	Prat.g_01707
OG0000925	Syas.g_01610	Prat.g_01708
OG0000926	Syas.g_01609	Prat.g_01709
OG0000927	Syas.g_01607	Prat.g_01711
OG0000928	Syas.g_01606	Prat.g_01712
OG0000929	Syas.g_01605	Prat.g_01713
OG0000930	Syas.g_01604	Prat.g_01714
OG0000931	Syas.g_01603	Prat.g_01715
OG0000932	Syas.g_01602	Prat.g_01327
OG0000933	Syas.g_01596	Prat.g_01719
OG0000934	Syas.g_01594	Prat.g_01721
OG0000935	Syas.g_01593	Prat.g_01722
OG0000936	Syas.g_01592	Prat.g_01723
OG0000937	Syas.g_01591	Prat.g_01724
OG0000938	Syas.g_01588	Prat.g_01727
OG0000939	Syas.g_01587	Prat.g_01728
OG0000940	Syas.g_01580	Prat.g_01735
OG0000941	Syas.g_01578	Prat.g_01737
OG0000942	Syas.g_01576	Prat.g_01739
OG0000943	Syas.g_01575	Prat.g_01740
OG0000944	Syas.g_01573	Prat.g_01742
OG0000945	Syas.g_01572	Prat.g_01744
OG0000946	Syas.g_01565	Prat.g_01748
OG0000947	Syas.g_01562	Prat.g_01750
OG0000948	Syas.g_01561	Prat.g_01751
OG0000949	Syas.g_02213	Prat.g_01754
OG0000950	Syas.g_02197	Prat.g_01760
OG0000951	Syas.g_02190	Prat.g_01764
OG0000952	Syas.g_02186	Prat.g_01768
OG0000953	Syas.g_02182	Prat.g_01772
OG0000954	Syas.g_02174	Prat.g_01777
OG0000955	Syas.g_02173	Prat.g_01778
OG0000956	Syas.g_02171	Prat.g_01780
OG0000957	Syas.g_02158	Prat.g_01786
OG0000958	Syas.g_02157	Prat.g_01787
OG0000959	Syas.g_02154	Prat.g_01791
OG0000960	Syas.g_02153	Prat.g_01792
OG0000961	Syas.g_02345	Prat.g_01795
OG0000962	Syas.g_02146	Prat.g_01797
OG0000963	Syas.g_02143	Prat.g_01801
OG0000964	Syas.g_02142	Prat.g_01802
OG0000965	Syas.g_02141	Prat.g_01803
OG0000966	Syas.g_02112	Prat.g_01809
OG0000967	Syas.g_02108	Prat.g_01813
OG0000968	Syas.g_02106	Prat.g_01815
OG0000969	Syas.g_02104	Prat.g_01816
OG0000970	Syas.g_02103	Prat.g_01817
OG0000971	Syas.g_02101	Prat.g_01818
OG0000972	Syas.g_02100	Prat.g_01819
OG0000973	Syas.g_02099	Prat.g_01820
OG0000974	Syas.g_02098	Prat.g_01821
OG0000975	Syas.g_02097	Prat.g_01822
OG0000976	Syas.g_02096	Prat.g_01823
OG0000977	Syas.g_02094	Prat.g_01824
OG0000978	Syas.g_02093	Prat.g_01825
OG0000979	Syas.g_02090	Prat.g_01828
OG0000980	Syas.g_02087	Prat.g_01830
OG0000981	Syas.g_02084	Prat.g_01833
OG0000982	Syas.g_01882	Prat.g_01835
OG0000983	Syas.g_01883	Prat.g_01836
OG0000984	Syas.g_01884	Prat.g_01837
OG0000985	Syas.g_01888	Prat.g_01840
OG0000986	Syas.g_01891	Prat.g_01842
OG0000987	Syas.g_01897	Prat.g_01843
OG0000988	Syas.g_01902	Prat.g_01846
OG0000989	Syas.g_01908	Prat.g_01850
OG0000990	Syas.g_01937	Prat.g_01856
OG0000991	Syas.g_01939	Prat.g_01857
OG0000992	Syas.g_01943	Prat.g_01860
OG0000993	Syas.g_01945	Prat.g_01861
OG0000994	Syas.g_01948	Prat.g_01862
OG0000995	Syas.g_01955	Prat.g_01866
OG0000996	Syas.g_01977	Prat.g_01867
OG0000997	Syas.g_01993	Prat.g_01869
OG0000998	Syas.g_01995	Prat.g_01871
OG0000999	Syas.g_01996	Prat.g_01872
OG0001000	Syas.g_02000	Prat.g_01875
OG0001001	Syas.g_02006	Prat.g_01879
OG0001002	Syas.g_02014	Prat.g_01884
OG0001003	Syas.g_02016	Prat.g_01885
OG0001004	Syas.g_02017	Prat.g_01886
OG0001005	Syas.g_02018	Prat.g_01887
OG0001006	Syas.g_02032	Prat.g_01891
OG0001007	Syas.g_02034	Prat.g_01893
OG0001008	Syas.g_01496	Prat.g_00397
OG0001009	Syas.g_02065	Prat.g_00028
OG0001010	Syas.g_02066	Prat.g_00029
OG0001011	Syas.g_02068	Prat.g_00031
OG0001012	Syas.g_00152	Prat.g_00046
OG0001013	Syas.g_01866	Prat.g_00053
OG0001014	Syas.g_01857	Prat.g_00056
OG0001015	Syas.g_01856	Prat.g_00057
OG0001016	Syas.g_02517	Prat.g_00070
OG0001017	Syas.g_02511	Prat.g_00074
OG0001018	Syas.g_02509	Prat.g_00076
OG0001019	Syas.g_02469	Prat.g_00087
OG0001020	Syas.g_02443	Prat.g_00088
OG0001021	Syas.g_02437	Prat.g_00089
OG0001022	Syas.g_02434	Prat.g_00091
OG0001023	Syas.g_02433	Prat.g_00092
OG0001024	Syas.g_00135	Prat.g_00095
OG0001025	Syas.g_02424	Prat.g_00102
OG0001026	Syas.g_02412	Prat.g_00110
OG0001027	Syas.g_02408	Prat.g_00111
OG0001028	Syas.g_02405	Prat.g_00113
OG0001029	Syas.g_02403	Prat.g_00114
OG0001030	Syas.g_02384	Prat.g_00130
OG0001031	Syas.g_02293	Prat.g_00188
OG0001032	Syas.g_02290	Prat.g_00189
OG0001033	Syas.g_02239	Prat.g_00210
OG0001034	Syas.g_02556	Prat.g_00241
OG0001035	Syas.g_01704	Prat.g_00261
OG0001036	Syas.g_01709	Prat.g_00266
OG0001037	Syas.g_01711	Prat.g_00267
OG0001038	Syas.g_01751	Prat.g_00285
OG0001039	Syas.g_01754	Prat.g_00288
OG0001041	Syas.g_01761	Prat.g_00295
OG0001042	Syas.g_01821	Prat.g_00312
OG0001043	Syas.g_01817	Prat.g_00313
OG0001044	Syas.g_01542	Prat.g_00347
OG0001045	Syas.g_01529	Prat.g_00356
OG0001046	Syas.g_00532	Prat.g_01469
OG0001047	Syas.g_01494	Prat.g_00399
OG0001048	Syas.g_01493	Prat.g_00400
OG0001049	Syas.g_02742	Prat.g_00403
OG0001050	Syas.g_02743	Prat.g_00404
OG0001051	Syas.g_02744	Prat.g_00405
OG0001052	Syas.g_01337	Prat.g_00430
OG0001053	Syas.g_01250	Prat.g_00443
OG0001054	Syas.g_01231	Prat.g_00459
OG0001055	Syas.g_01210	Prat.g_00480
OG0001056	Syas.g_00068	Prat.g_00498
OG0001057	Syas.g_00763	Prat.g_00502
OG0001058	Syas.g_00787	Prat.g_00510
OG0001059	Syas.g_00791	Prat.g_00515
OG0001060	Syas.g_00797	Prat.g_00522
OG0001061	Syas.g_00816	Prat.g_00538
OG0001062	Syas.g_00819	Prat.g_00540
OG0001063	Syas.g_00830	Prat.g_00542
OG0001064	Syas.g_00831	Prat.g_00543
OG0001065	Syas.g_00832	Prat.g_00544
OG0001066	Syas.g_00833	Prat.g_00545
OG0001067	Syas.g_00834	Prat.g_00546
OG0001068	Syas.g_00835	Prat.g_00547
OG0001069	Syas.g_00836	Prat.g_00548
OG0001070	Syas.g_00840	Prat.g_00550
OG0001071	Syas.g_00841	Prat.g_00551
OG0001072	Syas.g_00844	Prat.g_00552
OG0001073	Syas.g_00855	Prat.g_00566
OG0001074	Syas.g_00157	Prat.g_00579
OG0001075	Syas.g_00163	Prat.g_00580
OG0001076	Syas.g_00113	Prat.g_00587
OG0001077	Syas.g_00101	Prat.g_00592
OG0001078	Syas.g_00745	Prat.g_01089
OG0001079	Syas.g_00729	Prat.g_01077
OG0001080	Syas.g_00717	Prat.g_01071
OG0001081	Syas.g_00715	Prat.g_01069
OG0001082	Syas.g_00714	Prat.g_01068
OG0001083	Syas.g_00707	Prat.g_01063
OG0001084	Syas.g_00706	Prat.g_01062
OG0001085	Syas.g_00693	Prat.g_00744
OG0001086	Syas.g_00691	Prat.g_00745
OG0001087	Syas.g_00071	Prat.g_00762
OG0001088	Syas.g_01060	Prat.g_00763
OG0001089	Syas.g_01039	Prat.g_00774
OG0001090	Syas.g_00980	Prat.g_00789
OG0001091	Syas.g_00979	Prat.g_00791
OG0001092	Syas.g_00178	Prat.g_00792
OG0001093	Syas.g_00184	Prat.g_00800
OG0001095	Syas.g_00582	Prat.g_01024
OG0001097	Syas.g_00243	Prat.g_00993
OG0001098	Syas.g_00880	Prat.g_00974
OG0001099	Syas.g_02404	Prat.g_00699
OG0001100	Syas.g_00682	Prat.g_00707
OG0001101	Syas.g_00680	Prat.g_00709
OG0001102	Syas.g_00677	Prat.g_00712
OG0001103	Syas.g_00675	Prat.g_00715
OG0001104	Syas.g_00620	Prat.g_00739
OG0001105	Syas.g_00617	Prat.g_00743
OG0001106	Syas.g_00447	Prat.g_00884
OG0001107	Syas.g_00459	Prat.g_00894
OG0001108	Syas.g_00494	Prat.g_00898
OG0001109	Syas.g_00496	Prat.g_00899
OG0001110	Syas.g_00498	Prat.g_00901
OG0001111	Syas.g_00500	Prat.g_00902
OG0001112	Syas.g_00503	Prat.g_00903
OG0001113	Syas.g_00504	Prat.g_00904
OG0001114	Syas.g_00505	Prat.g_00905
OG0001115	Syas.g_00527	Prat.g_00907
OG0001116	Syas.g_00529	Prat.g_00908
OG0001117	Syas.g_00530	Prat.g_00909
OG0001118	Syas.g_00531	Prat.g_00910
OG0001119	Syas.g_00533	Prat.g_00911
OG0001120	Syas.g_00539	Prat.g_00913
OG0001122	Syas.g_00222	Prat.g_00932
OG0001123	Syas.g_00214	Prat.g_00937
OG0001124	Syas.g_00212	Prat.g_00939
OG0001125	Syas.g_00210	Prat.g_00941
OG0001126	Syas.g_00991	Prat.g_00955
OG0001127	Syas.g_00992	Prat.g_00956
OG0001128	Syas.g_00995	Prat.g_00957
OG0001129	Syas.g_00997	Prat.g_00958
OG0001130	Syas.g_00998	Prat.g_00959
OG0001131	Syas.g_01401	Prat.g_01204
OG0001132	Syas.g_00525	Prat.g_01479
OG0001133	Syas.g_00109	Prat.g_01211
OG0001136	Syas.g_01187	Prat.g_01158
OG0001138	Syas.g_01114	Prat.g_01126
OG0001139	Syas.g_01112	Prat.g_01124
OG0001141	Syas.g_01110	Prat.g_01123
OG0001142	Syas.g_01109	Prat.g_01122
OG0001143	Syas.g_01092	Prat.g_01115
OG0001144	Syas.g_01084	Prat.g_01110
OG0001145	Syas.g_02867	Prat.g_01241
OG0001146	Syas.g_02846	Prat.g_01253
OG0001147	Syas.g_01329	Prat.g_01287
OG0001148	Syas.g_01263	Prat.g_01293
OG0001149	Syas.g_01264	Prat.g_01294
OG0001150	Syas.g_01265	Prat.g_01295
OG0001151	Syas.g_01366	Prat.g_01306
OG0001152	Syas.g_01367	Prat.g_01307
OG0001153	Syas.g_01301	Prat.g_01387
OG0001154	Syas.g_01302	Prat.g_01388
OG0001155	Syas.g_01478	Prat.g_01407
OG0001156	Syas.g_01489	Prat.g_01410
OG0001157	Syas.g_01490	Prat.g_01411
OG0001158	Syas.g_01491	Prat.g_01412
OG0001159	Syas.g_01492	Prat.g_01413
OG0001160	Syas.g_02705	Prat.g_01439
OG0001161	Syas.g_02030	Prat.g_01502
OG0001162	Syas.g_02473	Prat.g_01500
OG0001163	Syas.g_02697	Prat.g_01583
OG0001164	Syas.g_02691	Prat.g_01587
OG0001165	Syas.g_02686	Prat.g_01590
OG0001166	Syas.g_02658	Prat.g_01610
OG0001167	Syas.g_01046	Prat.g_01628
OG0001168	Syas.g_02597	Prat.g_01630
OG0001169	Syas.g_02595	Prat.g_01632
OG0001170	Syas.g_02593	Prat.g_01634
OG0001171	Syas.g_02580	Prat.g_01645
OG0001172	Syas.g_01665	Prat.g_01660
OG0001173	Syas.g_01664	Prat.g_01661
OG0001174	Syas.g_01656	Prat.g_01669
OG0001175	Syas.g_01655	Prat.g_01670
OG0001176	Syas.g_01638	Prat.g_01678
OG0001177	Syas.g_01640	Prat.g_01680
OG0001178	Syas.g_02676	Prat.g_01597
OG0001179	Syas.g_01608	Prat.g_01710
OG0001180	Syas.g_01583	Prat.g_01732
OG0001181	Syas.g_01579	Prat.g_01736
