Orthogroup	Syas	Pras
OG0000589	Syas.g_00121	Pras.g_01497
OG0000590	Syas.g_00120	Pras.g_01498
OG0000591	Syas.g_00106	Pras.g_01501
OG0000592	Syas.g_00105	Pras.g_01502
OG0000593	Syas.g_00750	Pras.g_01508
OG0000594	Syas.g_00749	Pras.g_01509
OG0000595	Syas.g_00748	Pras.g_01510
OG0000596	Syas.g_00743	Pras.g_01514
OG0000597	Syas.g_00740	Pras.g_01516
OG0000598	Syas.g_00739	Pras.g_01517
OG0000599	Syas.g_00732	Pras.g_01520
OG0000600	Syas.g_00731	Pras.g_01521
OG0000601	Syas.g_00730	Pras.g_01522
OG0000602	Syas.g_00725	Pras.g_01524
OG0000603	Syas.g_00724	Pras.g_01525
OG0000604	Syas.g_00721	Pras.g_01526
OG0000605	Syas.g_00719	Pras.g_01527
OG0000606	Syas.g_00716	Pras.g_01530
OG0000607	Syas.g_00713	Pras.g_01533
OG0000608	Syas.g_00712	Pras.g_01534
OG0000609	Syas.g_00710	Pras.g_01535
OG0000610	Syas.g_00702	Pras.g_01540
OG0000611	Syas.g_00699	Pras.g_01543
OG0000612	Syas.g_00698	Pras.g_01544
OG0000613	Syas.g_01825	Pras.g_01549
OG0000614	Syas.g_01044	Pras.g_01568
OG0000615	Syas.g_00650	Pras.g_01576
OG0000616	Syas.g_02011	Pras.g_01580
OG0000617	Syas.g_00180	Pras.g_01612
OG0000618	Syas.g_00181	Pras.g_01613
OG0000619	Syas.g_00182	Pras.g_01614
OG0000620	Syas.g_00188	Pras.g_01617
OG0000621	Syas.g_00189	Pras.g_01618
OG0000622	Syas.g_00190	Pras.g_01619
OG0000623	Syas.g_00191	Pras.g_01620
OG0000624	Syas.g_00192	Pras.g_01621
OG0000625	Syas.g_00193	Pras.g_01622
OG0000626	Syas.g_00194	Pras.g_01623
OG0000627	Syas.g_00372	Pras.g_01624
OG0000628	Syas.g_00373	Pras.g_01625
OG0000629	Syas.g_00376	Pras.g_01626
OG0000630	Syas.g_00397	Pras.g_01629
OG0000631	Syas.g_00405	Pras.g_01692
OG0000632	Syas.g_00406	Pras.g_01693
OG0000633	Syas.g_00407	Pras.g_01694
OG0000634	Syas.g_00600	Pras.g_01697
OG0000635	Syas.g_00599	Pras.g_01698
OG0000636	Syas.g_00597	Pras.g_01700
OG0000637	Syas.g_00595	Pras.g_01702
OG0000638	Syas.g_00594	Pras.g_01703
OG0000639	Syas.g_00593	Pras.g_01704
OG0000640	Syas.g_00592	Pras.g_01705
OG0000641	Syas.g_00587	Pras.g_01709
OG0000642	Syas.g_00586	Pras.g_01710
OG0000643	Syas.g_00585	Pras.g_01711
OG0000644	Syas.g_00584	Pras.g_01712
OG0000645	Syas.g_00583	Pras.g_01713
OG0000646	Syas.g_00580	Pras.g_01715
OG0000647	Syas.g_00578	Pras.g_01716
OG0000648	Syas.g_00576	Pras.g_01718
OG0000649	Syas.g_00575	Pras.g_01719
OG0000650	Syas.g_00574	Pras.g_01720
OG0000651	Syas.g_00573	Pras.g_01721
OG0000652	Syas.g_00572	Pras.g_01722
OG0000653	Syas.g_00570	Pras.g_01724
OG0000654	Syas.g_00569	Pras.g_01725
OG0000655	Syas.g_00568	Pras.g_01726
OG0000656	Syas.g_00565	Pras.g_01729
OG0000657	Syas.g_00232	Pras.g_01736
OG0000658	Syas.g_00235	Pras.g_01737
OG0000659	Syas.g_00236	Pras.g_01738
OG0000660	Syas.g_00240	Pras.g_01742
OG0000661	Syas.g_00242	Pras.g_01744
OG0000662	Syas.g_00281	Pras.g_01746
OG0000663	Syas.g_00284	Pras.g_01748
OG0000664	Syas.g_00287	Pras.g_01749
OG0000665	Syas.g_00385	Pras.g_01753
OG0000666	Syas.g_01362	Pras.g_01754
OG0000667	Syas.g_00088	Pras.g_01758
OG0000668	Syas.g_00221	Pras.g_01788
OG0000669	Syas.g_00684	Pras.g_01792
OG0000670	Syas.g_00681	Pras.g_01794
OG0000671	Syas.g_00679	Pras.g_01796
OG0000672	Syas.g_00676	Pras.g_01799
OG0000673	Syas.g_00673	Pras.g_01802
OG0000674	Syas.g_00671	Pras.g_01804
OG0000675	Syas.g_00670	Pras.g_01805
OG0000676	Syas.g_00668	Pras.g_01807
OG0000677	Syas.g_00667	Pras.g_01808
OG0000678	Syas.g_00660	Pras.g_01810
OG0000679	Syas.g_00629	Pras.g_01814
OG0000680	Syas.g_00628	Pras.g_01815
OG0000681	Syas.g_00625	Pras.g_01818
OG0000682	Syas.g_00624	Pras.g_01819
OG0000683	Syas.g_00623	Pras.g_01820
OG0000684	Syas.g_00621	Pras.g_01821
OG0000685	Syas.g_00187	Pras.g_01823
OG0000686	Syas.g_00619	Pras.g_01824
OG0000687	Syas.g_00618	Pras.g_01825
OG0000688	Syas.g_00612	Pras.g_01828
OG0000689	Syas.g_00610	Pras.g_01829
OG0000690	Syas.g_00609	Pras.g_01830
OG0000691	Syas.g_00608	Pras.g_01831
OG0000692	Syas.g_00606	Pras.g_01833
OG0000693	Syas.g_00604	Pras.g_01834
OG0000694	Syas.g_00603	Pras.g_01835
OG0000695	Syas.g_00410	Pras.g_01837
OG0000696	Syas.g_00411	Pras.g_01838
OG0000697	Syas.g_00413	Pras.g_01839
OG0000698	Syas.g_00417	Pras.g_01842
OG0000699	Syas.g_00419	Pras.g_01843
OG0000700	Syas.g_00420	Pras.g_01844
OG0000701	Syas.g_00421	Pras.g_01845
OG0000702	Syas.g_00437	Pras.g_01847
OG0000703	Syas.g_00438	Pras.g_01848
OG0000704	Syas.g_00446	Pras.g_01849
OG0000705	Syas.g_00453	Pras.g_01853
OG0000706	Syas.g_00454	Pras.g_01854
OG0000707	Syas.g_00455	Pras.g_01855
OG0000708	Syas.g_00458	Pras.g_01856
OG0000709	Syas.g_00466	Pras.g_01860
OG0000710	Syas.g_00497	Pras.g_01863
OG0000711	Syas.g_00546	Pras.g_01881
OG0000712	Syas.g_00548	Pras.g_01883
OG0000713	Syas.g_00549	Pras.g_01884
OG0000714	Syas.g_00551	Pras.g_01885
OG0000715	Syas.g_00553	Pras.g_01887
OG0000716	Syas.g_00556	Pras.g_01889
OG0000717	Syas.g_00557	Pras.g_01890
OG0000718	Syas.g_00561	Pras.g_01903
OG0000719	Syas.g_00223	Pras.g_01905
OG0000720	Syas.g_00209	Pras.g_01914
OG0000721	Syas.g_00207	Pras.g_01916
OG0000722	Syas.g_00206	Pras.g_01917
OG0000723	Syas.g_00196	Pras.g_01920
OG0000724	Syas.g_00999	Pras.g_01929
OG0000725	Syas.g_01024	Pras.g_01935
OG0000726	Syas.g_01025	Pras.g_01936
OG0000727	Syas.g_01026	Pras.g_01937
OG0000728	Syas.g_01028	Pras.g_01939
OG0000729	Syas.g_02145	Pras.g_01984
OG0000730	Syas.g_01544	Pras.g_01988
OG0000731	Syas.g_01532	Pras.g_01992
OG0000732	Syas.g_02086	Pras.g_00003
OG0000733	Syas.g_00096	Pras.g_00024
OG0000734	Syas.g_02414	Pras.g_00041
OG0000735	Syas.g_01201	Pras.g_00043
OG0000736	Syas.g_01200	Pras.g_00044
OG0000737	Syas.g_01199	Pras.g_00045
OG0000738	Syas.g_01193	Pras.g_00049
OG0000739	Syas.g_01192	Pras.g_00050
OG0000740	Syas.g_01191	Pras.g_00051
OG0000741	Syas.g_01188	Pras.g_00052
OG0000742	Syas.g_01185	Pras.g_00055
OG0000743	Syas.g_01182	Pras.g_00057
OG0000744	Syas.g_01181	Pras.g_00058
OG0000745	Syas.g_01178	Pras.g_00059
OG0000746	Syas.g_01176	Pras.g_00061
OG0000747	Syas.g_01174	Pras.g_00062
OG0000748	Syas.g_01146	Pras.g_00065
OG0000749	Syas.g_01144	Pras.g_00066
OG0000750	Syas.g_01143	Pras.g_00067
OG0000751	Syas.g_01138	Pras.g_00069
OG0000752	Syas.g_01136	Pras.g_00071
OG0000753	Syas.g_01133	Pras.g_00074
OG0000754	Syas.g_01128	Pras.g_00077
OG0000755	Syas.g_01117	Pras.g_00080
OG0000756	Syas.g_01116	Pras.g_00081
OG0000757	Syas.g_01108	Pras.g_00087
OG0000758	Syas.g_01107	Pras.g_00088
OG0000759	Syas.g_01106	Pras.g_00089
OG0000760	Syas.g_01105	Pras.g_00090
OG0000761	Syas.g_01104	Pras.g_00091
OG0000762	Syas.g_01102	Pras.g_00092
OG0000763	Syas.g_01091	Pras.g_00094
OG0000764	Syas.g_01090	Pras.g_00095
OG0000765	Syas.g_01076	Pras.g_00105
OG0000766	Syas.g_01075	Pras.g_00106
OG0000767	Syas.g_01073	Pras.g_00108
OG0000768	Syas.g_01072	Pras.g_00109
OG0000769	Syas.g_01070	Pras.g_00111
OG0000770	Syas.g_01067	Pras.g_00113
OG0000771	Syas.g_00993	Pras.g_00122
OG0000772	Syas.g_01461	Pras.g_00178
OG0000773	Syas.g_00002	Pras.g_00199
OG0000774	Syas.g_02862	Pras.g_00201
OG0000775	Syas.g_02860	Pras.g_00204
OG0000776	Syas.g_02859	Pras.g_00205
OG0000777	Syas.g_02858	Pras.g_00206
OG0000778	Syas.g_02857	Pras.g_00207
OG0000779	Syas.g_02852	Pras.g_00211
OG0000780	Syas.g_02847	Pras.g_00212
OG0000781	Syas.g_02842	Pras.g_00214
OG0000782	Syas.g_02841	Pras.g_00216
OG0000783	Syas.g_02840	Pras.g_00217
OG0000784	Syas.g_02839	Pras.g_00218
OG0000785	Syas.g_02837	Pras.g_00220
OG0000786	Syas.g_02833	Pras.g_00223
OG0000787	Syas.g_02832	Pras.g_00224
OG0000788	Syas.g_00782	Pras.g_00237
OG0000789	Syas.g_01507	Pras.g_00240
OG0000790	Syas.g_01266	Pras.g_00255
OG0000791	Syas.g_01268	Pras.g_00257
OG0000792	Syas.g_01269	Pras.g_00258
OG0000793	Syas.g_01359	Pras.g_00261
OG0000794	Syas.g_01361	Pras.g_00262
OG0000795	Syas.g_01363	Pras.g_00263
OG0000796	Syas.g_01368	Pras.g_00267
OG0000797	Syas.g_01369	Pras.g_00268
OG0000798	Syas.g_01750	Pras.g_00286
OG0000799	Syas.g_02789	Pras.g_00332
OG0000800	Syas.g_02790	Pras.g_00333
OG0000801	Syas.g_02791	Pras.g_00334
OG0000802	Syas.g_02797	Pras.g_00336
OG0000803	Syas.g_02800	Pras.g_00338
OG0000804	Syas.g_02803	Pras.g_00339
OG0000805	Syas.g_02805	Pras.g_00341
OG0000806	Syas.g_02807	Pras.g_00343
OG0000807	Syas.g_02808	Pras.g_00344
OG0000808	Syas.g_02809	Pras.g_00345
OG0000809	Syas.g_02811	Pras.g_00348
OG0000810	Syas.g_02813	Pras.g_00349
OG0000811	Syas.g_02822	Pras.g_00353
OG0000812	Syas.g_02824	Pras.g_00355
OG0000813	Syas.g_02825	Pras.g_00356
OG0000814	Syas.g_02827	Pras.g_00358
OG0000815	Syas.g_02829	Pras.g_00359
OG0000816	Syas.g_02831	Pras.g_00361
OG0000817	Syas.g_02753	Pras.g_00362
OG0000818	Syas.g_01282	Pras.g_00367
OG0000819	Syas.g_01283	Pras.g_00368
OG0000820	Syas.g_01284	Pras.g_00369
OG0000821	Syas.g_01289	Pras.g_00373
OG0000822	Syas.g_01291	Pras.g_00374
OG0000823	Syas.g_01292	Pras.g_00375
OG0000824	Syas.g_01297	Pras.g_00378
OG0000825	Syas.g_01298	Pras.g_00379
OG0000826	Syas.g_01299	Pras.g_00380
OG0000827	Syas.g_01300	Pras.g_00381
OG0000828	Syas.g_01303	Pras.g_00385
OG0000829	Syas.g_01304	Pras.g_00386
OG0000830	Syas.g_01305	Pras.g_00387
OG0000831	Syas.g_01308	Pras.g_00389
OG0000832	Syas.g_01476	Pras.g_00395
OG0000833	Syas.g_02738	Pras.g_00405
OG0000834	Syas.g_02737	Pras.g_00406
OG0000835	Syas.g_02736	Pras.g_00407
OG0000836	Syas.g_02732	Pras.g_00408
OG0000837	Syas.g_02731	Pras.g_00409
OG0000838	Syas.g_02727	Pras.g_00411
OG0000839	Syas.g_02726	Pras.g_00412
OG0000840	Syas.g_02725	Pras.g_00413
OG0000841	Syas.g_02724	Pras.g_00414
OG0000842	Syas.g_02723	Pras.g_00415
OG0000843	Syas.g_02722	Pras.g_00416
OG0000844	Syas.g_02720	Pras.g_00417
OG0000845	Syas.g_02719	Pras.g_00418
OG0000846	Syas.g_02718	Pras.g_00419
OG0000847	Syas.g_02717	Pras.g_00420
OG0000848	Syas.g_02715	Pras.g_00421
OG0000849	Syas.g_02714	Pras.g_00422
OG0000850	Syas.g_02711	Pras.g_00424
OG0000851	Syas.g_02708	Pras.g_00425
OG0000852	Syas.g_02707	Pras.g_00426
OG0000853	Syas.g_02703	Pras.g_00430
OG0000854	Syas.g_02701	Pras.g_00432
OG0000855	Syas.g_02700	Pras.g_00433
OG0000856	Syas.g_00103	Pras.g_00448
OG0000857	Syas.g_00579	Pras.g_00473
OG0000858	Syas.g_02693	Pras.g_00544
OG0000859	Syas.g_02692	Pras.g_00545
OG0000860	Syas.g_02679	Pras.g_00552
OG0000861	Syas.g_02678	Pras.g_00553
OG0000862	Syas.g_02677	Pras.g_00554
OG0000863	Syas.g_02675	Pras.g_00556
OG0000864	Syas.g_02674	Pras.g_00557
OG0000865	Syas.g_02673	Pras.g_00558
OG0000866	Syas.g_02672	Pras.g_00559
OG0000867	Syas.g_02671	Pras.g_00560
OG0000868	Syas.g_02667	Pras.g_00561
OG0000869	Syas.g_02662	Pras.g_00565
OG0000870	Syas.g_02657	Pras.g_00570
OG0000871	Syas.g_02656	Pras.g_00571
OG0000872	Syas.g_02650	Pras.g_00572
OG0000873	Syas.g_02647	Pras.g_00575
OG0000874	Syas.g_02645	Pras.g_00578
OG0000875	Syas.g_02644	Pras.g_00579
OG0000876	Syas.g_00280	Pras.g_00580
OG0000877	Syas.g_02603	Pras.g_00582
OG0000878	Syas.g_02602	Pras.g_00583
OG0000879	Syas.g_02601	Pras.g_00584
OG0000880	Syas.g_02600	Pras.g_00585
OG0000881	Syas.g_02596	Pras.g_00589
OG0000882	Syas.g_02591	Pras.g_00594
OG0000883	Syas.g_02586	Pras.g_00596
OG0000884	Syas.g_02584	Pras.g_00598
OG0000885	Syas.g_02583	Pras.g_00599
OG0000886	Syas.g_02582	Pras.g_00600
OG0000887	Syas.g_02581	Pras.g_00601
OG0000888	Syas.g_02579	Pras.g_00603
OG0000889	Syas.g_02577	Pras.g_00605
OG0000890	Syas.g_02574	Pras.g_00606
OG0000891	Syas.g_02573	Pras.g_00607
OG0000892	Syas.g_02571	Pras.g_00609
OG0000893	Syas.g_01677	Pras.g_00613
OG0000894	Syas.g_01667	Pras.g_00615
OG0000895	Syas.g_01663	Pras.g_00618
OG0000896	Syas.g_01662	Pras.g_00619
OG0000897	Syas.g_01660	Pras.g_00621
OG0000898	Syas.g_01659	Pras.g_00622
OG0000899	Syas.g_01658	Pras.g_00623
OG0000900	Syas.g_01657	Pras.g_00624
OG0000901	Syas.g_01652	Pras.g_00627
OG0000902	Syas.g_01651	Pras.g_00629
OG0000903	Syas.g_01637	Pras.g_00632
OG0000904	Syas.g_01642	Pras.g_00634
OG0000905	Syas.g_01647	Pras.g_00639
OG0000906	Syas.g_01649	Pras.g_00640
OG0000907	Syas.g_01635	Pras.g_00645
OG0000908	Syas.g_01632	Pras.g_00648
OG0000909	Syas.g_01631	Pras.g_00649
OG0000910	Syas.g_01630	Pras.g_00650
OG0000911	Syas.g_01628	Pras.g_00652
OG0000912	Syas.g_01627	Pras.g_00653
OG0000913	Syas.g_01626	Pras.g_00654
OG0000914	Syas.g_01625	Pras.g_00655
OG0000915	Syas.g_01623	Pras.g_00656
OG0000916	Syas.g_01622	Pras.g_00657
OG0000917	Syas.g_01621	Pras.g_00658
OG0000918	Syas.g_01620	Pras.g_00659
OG0000919	Syas.g_01619	Pras.g_00660
OG0000920	Syas.g_01618	Pras.g_00661
OG0000921	Syas.g_01617	Pras.g_00662
OG0000922	Syas.g_01616	Pras.g_00663
OG0000923	Syas.g_01612	Pras.g_00667
OG0000924	Syas.g_01611	Pras.g_00668
OG0000925	Syas.g_01610	Pras.g_00669
OG0000926	Syas.g_01609	Pras.g_00670
OG0000927	Syas.g_01607	Pras.g_00672
OG0000928	Syas.g_01606	Pras.g_00673
OG0000929	Syas.g_01605	Pras.g_00674
OG0000930	Syas.g_01604	Pras.g_00675
OG0000931	Syas.g_01603	Pras.g_00676
OG0000932	Syas.g_01602	Pras.g_00677
OG0000933	Syas.g_01596	Pras.g_00681
OG0000934	Syas.g_01594	Pras.g_00683
OG0000935	Syas.g_01593	Pras.g_00684
OG0000936	Syas.g_01592	Pras.g_00685
OG0000937	Syas.g_01591	Pras.g_00686
OG0000938	Syas.g_01588	Pras.g_00688
OG0000939	Syas.g_01587	Pras.g_00689
OG0000940	Syas.g_01580	Pras.g_00696
OG0000941	Syas.g_01578	Pras.g_00698
OG0000942	Syas.g_01576	Pras.g_00700
OG0000943	Syas.g_01575	Pras.g_00701
OG0000944	Syas.g_01573	Pras.g_00702
OG0000945	Syas.g_01572	Pras.g_00703
OG0000946	Syas.g_01565	Pras.g_00707
OG0000947	Syas.g_01562	Pras.g_00709
OG0000948	Syas.g_01561	Pras.g_00710
OG0000949	Syas.g_02213	Pras.g_00713
OG0000950	Syas.g_02197	Pras.g_00718
OG0000951	Syas.g_02190	Pras.g_00722
OG0000952	Syas.g_02186	Pras.g_00726
OG0000953	Syas.g_02182	Pras.g_00729
OG0000954	Syas.g_02174	Pras.g_00733
OG0000955	Syas.g_02173	Pras.g_00734
OG0000956	Syas.g_02171	Pras.g_00736
OG0000957	Syas.g_02158	Pras.g_00741
OG0000958	Syas.g_02157	Pras.g_00742
OG0000959	Syas.g_02154	Pras.g_00746
OG0000960	Syas.g_02153	Pras.g_00747
OG0000961	Syas.g_02345	Pras.g_00749
OG0000962	Syas.g_02146	Pras.g_00751
OG0000963	Syas.g_02143	Pras.g_00755
OG0000964	Syas.g_02142	Pras.g_00756
OG0000965	Syas.g_02141	Pras.g_00757
OG0000966	Syas.g_02112	Pras.g_00765
OG0000967	Syas.g_02108	Pras.g_00770
OG0000968	Syas.g_02106	Pras.g_00772
OG0000969	Syas.g_02104	Pras.g_00773
OG0000970	Syas.g_02103	Pras.g_00774
OG0000971	Syas.g_02101	Pras.g_00775
OG0000972	Syas.g_02100	Pras.g_00776
OG0000973	Syas.g_02099	Pras.g_00777
OG0000974	Syas.g_02098	Pras.g_00778
OG0000975	Syas.g_02097	Pras.g_00779
OG0000976	Syas.g_02096	Pras.g_00780
OG0000977	Syas.g_02094	Pras.g_00781
OG0000978	Syas.g_02093	Pras.g_00782
OG0000979	Syas.g_02090	Pras.g_00785
OG0000980	Syas.g_02087	Pras.g_00787
OG0000981	Syas.g_02084	Pras.g_00789
OG0000982	Syas.g_01882	Pras.g_00791
OG0000983	Syas.g_01883	Pras.g_00792
OG0000984	Syas.g_01884	Pras.g_00793
OG0000985	Syas.g_01888	Pras.g_00796
OG0000986	Syas.g_01891	Pras.g_00798
OG0000987	Syas.g_01897	Pras.g_00799
OG0000988	Syas.g_01902	Pras.g_00802
OG0000989	Syas.g_01908	Pras.g_00805
OG0000990	Syas.g_01937	Pras.g_00808
OG0000991	Syas.g_01939	Pras.g_00809
OG0000992	Syas.g_01943	Pras.g_00812
OG0000993	Syas.g_01945	Pras.g_00813
OG0000994	Syas.g_01948	Pras.g_00814
OG0000995	Syas.g_01955	Pras.g_00818
OG0000996	Syas.g_01977	Pras.g_00819
OG0000997	Syas.g_01993	Pras.g_00820
OG0000998	Syas.g_01995	Pras.g_00822
OG0000999	Syas.g_01996	Pras.g_00823
OG0001000	Syas.g_02000	Pras.g_00826
OG0001001	Syas.g_02006	Pras.g_00828
OG0001002	Syas.g_02014	Pras.g_00832
OG0001003	Syas.g_02016	Pras.g_00834
OG0001004	Syas.g_02017	Pras.g_00835
OG0001005	Syas.g_02018	Pras.g_00836
OG0001006	Syas.g_02032	Pras.g_00840
OG0001007	Syas.g_02034	Pras.g_00842
OG0001008	Syas.g_01496	Pras.g_01315
OG0001009	Syas.g_02065	Pras.g_00869
OG0001010	Syas.g_02066	Pras.g_00870
OG0001011	Syas.g_02068	Pras.g_00871
OG0001012	Syas.g_00152	Pras.g_00896
OG0001013	Syas.g_01866	Pras.g_00901
OG0001014	Syas.g_01857	Pras.g_00904
OG0001015	Syas.g_01856	Pras.g_00905
OG0001016	Syas.g_02517	Pras.g_00924
OG0001017	Syas.g_02511	Pras.g_00928
OG0001018	Syas.g_02509	Pras.g_00931
OG0001019	Syas.g_02469	Pras.g_00940
OG0001020	Syas.g_02443	Pras.g_00941
OG0001021	Syas.g_02437	Pras.g_00942
OG0001022	Syas.g_02434	Pras.g_00945
OG0001023	Syas.g_02433	Pras.g_00946
OG0001024	Syas.g_00135	Pras.g_00949
OG0001025	Syas.g_02424	Pras.g_00955
OG0001026	Syas.g_02412	Pras.g_00962
OG0001027	Syas.g_02408	Pras.g_00963
OG0001028	Syas.g_02405	Pras.g_00965
OG0001029	Syas.g_02403	Pras.g_00966
OG0001030	Syas.g_02384	Pras.g_00981
OG0001031	Syas.g_02293	Pras.g_01037
OG0001032	Syas.g_02290	Pras.g_01038
OG0001033	Syas.g_02239	Pras.g_01060
OG0001034	Syas.g_02556	Pras.g_01088
OG0001035	Syas.g_01704	Pras.g_01106
OG0001036	Syas.g_01709	Pras.g_01111
OG0001037	Syas.g_01711	Pras.g_01112
OG0001038	Syas.g_01751	Pras.g_01130
OG0001039	Syas.g_01754	Pras.g_01133
OG0001041	Syas.g_01761	Pras.g_01139
OG0001042	Syas.g_01821	Pras.g_01156
OG0001043	Syas.g_01817	Pras.g_01157
OG0001044	Syas.g_01542	Pras.g_01186
OG0001045	Syas.g_01529	Pras.g_01195
OG0001046	Syas.g_00532	Pras.g_01232
OG0001047	Syas.g_01494	Pras.g_01317
OG0001048	Syas.g_01493	Pras.g_01318
OG0001049	Syas.g_02742	Pras.g_01320
OG0001050	Syas.g_02743	Pras.g_01321
OG0001051	Syas.g_02744	Pras.g_01322
OG0001052	Syas.g_01337	Pras.g_01349
OG0001053	Syas.g_01250	Pras.g_01361
OG0001054	Syas.g_01231	Pras.g_01376
OG0001055	Syas.g_01210	Pras.g_01395
OG0001056	Syas.g_00068	Pras.g_01413
OG0001057	Syas.g_00763	Pras.g_01418
OG0001058	Syas.g_00787	Pras.g_01426
OG0001059	Syas.g_00791	Pras.g_01430
OG0001060	Syas.g_00797	Pras.g_01437
OG0001061	Syas.g_00816	Pras.g_01450
OG0001062	Syas.g_00819	Pras.g_01452
OG0001063	Syas.g_00830	Pras.g_01454
OG0001064	Syas.g_00831	Pras.g_01455
OG0001065	Syas.g_00832	Pras.g_01456
OG0001066	Syas.g_00833	Pras.g_01457
OG0001067	Syas.g_00834	Pras.g_01459
OG0001068	Syas.g_00835	Pras.g_01460
OG0001069	Syas.g_00836	Pras.g_01461
OG0001070	Syas.g_00840	Pras.g_01464
OG0001071	Syas.g_00841	Pras.g_01465
OG0001072	Syas.g_00844	Pras.g_01466
OG0001073	Syas.g_00855	Pras.g_01480
OG0001074	Syas.g_00157	Pras.g_01491
OG0001075	Syas.g_00163	Pras.g_01492
OG0001076	Syas.g_00113	Pras.g_01500
OG0001077	Syas.g_00101	Pras.g_01504
OG0001078	Syas.g_00745	Pras.g_01512
OG0001079	Syas.g_00729	Pras.g_01523
OG0001080	Syas.g_00717	Pras.g_01529
OG0001081	Syas.g_00715	Pras.g_01531
OG0001082	Syas.g_00714	Pras.g_01532
OG0001083	Syas.g_00707	Pras.g_01537
OG0001084	Syas.g_00706	Pras.g_01538
OG0001085	Syas.g_00693	Pras.g_01546
OG0001086	Syas.g_00691	Pras.g_01547
OG0001087	Syas.g_00071	Pras.g_01564
OG0001088	Syas.g_01060	Pras.g_01565
OG0001089	Syas.g_01039	Pras.g_01573
OG0001090	Syas.g_00980	Pras.g_01607
OG0001091	Syas.g_00979	Pras.g_01609
OG0001092	Syas.g_00178	Pras.g_01610
OG0001093	Syas.g_00184	Pras.g_01615
OG0001095	Syas.g_00582	Pras.g_01714
OG0001097	Syas.g_00243	Pras.g_01745
OG0001098	Syas.g_00880	Pras.g_01760
OG0001099	Syas.g_02404	Pras.g_01791
OG0001100	Syas.g_00682	Pras.g_01793
OG0001101	Syas.g_00680	Pras.g_01795
OG0001102	Syas.g_00677	Pras.g_01798
OG0001103	Syas.g_00675	Pras.g_01800
OG0001104	Syas.g_00620	Pras.g_01822
OG0001105	Syas.g_00617	Pras.g_01826
OG0001106	Syas.g_00447	Pras.g_01850
OG0001107	Syas.g_00459	Pras.g_01857
OG0001108	Syas.g_00494	Pras.g_01861
OG0001109	Syas.g_00496	Pras.g_01862
OG0001110	Syas.g_00498	Pras.g_01864
OG0001111	Syas.g_00500	Pras.g_01865
OG0001112	Syas.g_00503	Pras.g_01866
OG0001113	Syas.g_00504	Pras.g_01867
OG0001114	Syas.g_00505	Pras.g_01868
OG0001115	Syas.g_00527	Pras.g_01870
OG0001116	Syas.g_00529	Pras.g_01871
OG0001117	Syas.g_00530	Pras.g_01872
OG0001118	Syas.g_00531	Pras.g_01873
OG0001119	Syas.g_00533	Pras.g_01874
OG0001120	Syas.g_00539	Pras.g_01876
OG0001122	Syas.g_00222	Pras.g_01906
OG0001123	Syas.g_00214	Pras.g_01910
OG0001124	Syas.g_00212	Pras.g_01912
OG0001125	Syas.g_00210	Pras.g_01913
OG0001126	Syas.g_00991	Pras.g_01923
OG0001127	Syas.g_00992	Pras.g_01924
OG0001128	Syas.g_00995	Pras.g_01926
OG0001129	Syas.g_00997	Pras.g_01927
OG0001130	Syas.g_00998	Pras.g_01928
OG0001131	Syas.g_01401	Pras.g_01964
OG0001132	Syas.g_00525	Pras.g_01973
OG0001133	Syas.g_00109	Pras.g_00009
OG0001136	Syas.g_01187	Pras.g_00053
OG0001138	Syas.g_01114	Pras.g_00082
OG0001139	Syas.g_01112	Pras.g_00083
OG0001140	Syas.g_01111	Pras.g_00084
OG0001141	Syas.g_01110	Pras.g_00085
OG0001142	Syas.g_01109	Pras.g_00086
OG0001143	Syas.g_01092	Pras.g_00093
OG0001144	Syas.g_01084	Pras.g_00099
OG0001145	Syas.g_02867	Pras.g_00200
OG0001146	Syas.g_02846	Pras.g_00213
OG0001147	Syas.g_01329	Pras.g_00236
OG0001148	Syas.g_01263	Pras.g_00252
OG0001149	Syas.g_01264	Pras.g_00253
OG0001150	Syas.g_01265	Pras.g_00254
OG0001151	Syas.g_01366	Pras.g_00265
OG0001152	Syas.g_01367	Pras.g_00266
OG0001153	Syas.g_01301	Pras.g_00382
OG0001154	Syas.g_01302	Pras.g_00384
OG0001155	Syas.g_01478	Pras.g_00396, Pras.g_00397
OG0001156	Syas.g_01489	Pras.g_00400
OG0001157	Syas.g_01490	Pras.g_00401
OG0001158	Syas.g_01491	Pras.g_00402
OG0001160	Syas.g_02705	Pras.g_00428
OG0001161	Syas.g_02030	Pras.g_00441
OG0001162	Syas.g_02473	Pras.g_00452
OG0001163	Syas.g_02697	Pras.g_00542
OG0001164	Syas.g_02691	Pras.g_00546
OG0001165	Syas.g_02686	Pras.g_00549
OG0001166	Syas.g_02658	Pras.g_00569
OG0001167	Syas.g_01046	Pras.g_00586
OG0001168	Syas.g_02597	Pras.g_00588
OG0001169	Syas.g_02595	Pras.g_00590
OG0001170	Syas.g_02593	Pras.g_00592
OG0001171	Syas.g_02580	Pras.g_00602
OG0001172	Syas.g_01665	Pras.g_00616
OG0001173	Syas.g_01664	Pras.g_00617
OG0001174	Syas.g_01656	Pras.g_00625
OG0001175	Syas.g_01655	Pras.g_00626
OG0001176	Syas.g_01638	Pras.g_00633
OG0001177	Syas.g_01640	Pras.g_00636
OG0001178	Syas.g_02676	Pras.g_00641
