Orthogroup	Syas	Prad
OG0000593	Syas.g_00750	Prad.g_01421
OG0000594	Syas.g_00749	Prad.g_01422
OG0000595	Syas.g_00748	Prad.g_01423
OG0000596	Syas.g_00743	Prad.g_01427
OG0000597	Syas.g_00740	Prad.g_01429
OG0000598	Syas.g_00739	Prad.g_01430
OG0000599	Syas.g_00732	Prad.g_01433
OG0000600	Syas.g_00731	Prad.g_01219
OG0000601	Syas.g_00730	Prad.g_01220
OG0000602	Syas.g_00725	Prad.g_01222
OG0000603	Syas.g_00724	Prad.g_01223
OG0000604	Syas.g_00721	Prad.g_01224
OG0000605	Syas.g_00719	Prad.g_01225
OG0000606	Syas.g_00716	Prad.g_01228
OG0000607	Syas.g_00713	Prad.g_01231
OG0000608	Syas.g_00712	Prad.g_01232
OG0000609	Syas.g_00710	Prad.g_01233
OG0000610	Syas.g_00702	Prad.g_01238
OG0000611	Syas.g_00699	Prad.g_01241
OG0000612	Syas.g_00698	Prad.g_01242
OG0000613	Syas.g_01825	Prad.g_01247
OG0000614	Syas.g_01044	Prad.g_01266
OG0000615	Syas.g_00650	Prad.g_01274
OG0000616	Syas.g_02011	Prad.g_01278
OG0000617	Syas.g_00180	Prad.g_01055
OG0000618	Syas.g_00181	Prad.g_01056
OG0000619	Syas.g_00182	Prad.g_01057
OG0000620	Syas.g_00188	Prad.g_01060
OG0000621	Syas.g_00189	Prad.g_01061
OG0000622	Syas.g_00190	Prad.g_01062
OG0000623	Syas.g_00191	Prad.g_01063
OG0000624	Syas.g_00192	Prad.g_01064
OG0000625	Syas.g_00193	Prad.g_01065
OG0000626	Syas.g_00194	Prad.g_01066
OG0000627	Syas.g_00372	Prad.g_01067
OG0000628	Syas.g_00373	Prad.g_01068
OG0000629	Syas.g_00376	Prad.g_01069
OG0000630	Syas.g_00397	Prad.g_01072
OG0000631	Syas.g_00405	Prad.g_01137
OG0000632	Syas.g_00406	Prad.g_01138
OG0000633	Syas.g_00407	Prad.g_01139
OG0000634	Syas.g_00600	Prad.g_01142
OG0000635	Syas.g_00599	Prad.g_01143
OG0000636	Syas.g_00597	Prad.g_01145
OG0000637	Syas.g_00595	Prad.g_01147
OG0000638	Syas.g_00594	Prad.g_01148
OG0000639	Syas.g_00593	Prad.g_01149
OG0000640	Syas.g_00592	Prad.g_01150
OG0000641	Syas.g_00587	Prad.g_01154
OG0000642	Syas.g_00586	Prad.g_01155
OG0000643	Syas.g_00585	Prad.g_01156
OG0000644	Syas.g_00584	Prad.g_01157
OG0000645	Syas.g_00583	Prad.g_01158
OG0000646	Syas.g_00580	Prad.g_01160
OG0000647	Syas.g_00578	Prad.g_01161
OG0000648	Syas.g_00576	Prad.g_01163
OG0000649	Syas.g_00575	Prad.g_01164
OG0000650	Syas.g_00574	Prad.g_01165
OG0000651	Syas.g_00573	Prad.g_01166
OG0000652	Syas.g_00572	Prad.g_01167
OG0000653	Syas.g_00570	Prad.g_01169
OG0000654	Syas.g_00569	Prad.g_01170
OG0000655	Syas.g_00568	Prad.g_01171
OG0000656	Syas.g_00565	Prad.g_01174
OG0000657	Syas.g_00232	Prad.g_01182
OG0000658	Syas.g_00235	Prad.g_01183
OG0000659	Syas.g_00236	Prad.g_01184
OG0000660	Syas.g_00240	Prad.g_00306
OG0000661	Syas.g_00242	Prad.g_00304
OG0000662	Syas.g_00281	Prad.g_00302
OG0000663	Syas.g_00284	Prad.g_00300
OG0000664	Syas.g_00287	Prad.g_00299
OG0000665	Syas.g_00385	Prad.g_00295
OG0000666	Syas.g_01362	Prad.g_00294
OG0000667	Syas.g_00088	Prad.g_00290
OG0000668	Syas.g_00221	Prad.g_00260
OG0000669	Syas.g_00684	Prad.g_00253
OG0000670	Syas.g_00681	Prad.g_00251
OG0000671	Syas.g_00679	Prad.g_00249
OG0000672	Syas.g_00676	Prad.g_00247
OG0000673	Syas.g_00673	Prad.g_00244
OG0000674	Syas.g_00671	Prad.g_00242
OG0000675	Syas.g_00670	Prad.g_00241
OG0000676	Syas.g_00668	Prad.g_00239
OG0000677	Syas.g_00667	Prad.g_00238
OG0000678	Syas.g_00660	Prad.g_00236
OG0000679	Syas.g_00629	Prad.g_00232
OG0000680	Syas.g_00628	Prad.g_00231
OG0000681	Syas.g_00625	Prad.g_00228
OG0000682	Syas.g_00624	Prad.g_00227
OG0000683	Syas.g_00623	Prad.g_00226
OG0000684	Syas.g_00621	Prad.g_00224
OG0000685	Syas.g_00187	Prad.g_00222
OG0000686	Syas.g_00619	Prad.g_00221
OG0000687	Syas.g_00618	Prad.g_00220
OG0000688	Syas.g_00612	Prad.g_00217
OG0000689	Syas.g_00610	Prad.g_00216
OG0000690	Syas.g_00609	Prad.g_00215
OG0000691	Syas.g_00608	Prad.g_00214
OG0000692	Syas.g_00606	Prad.g_00212
OG0000693	Syas.g_00604	Prad.g_00211
OG0000694	Syas.g_00603	Prad.g_00210
OG0000695	Syas.g_00410	Prad.g_00208
OG0000696	Syas.g_00411	Prad.g_00207
OG0000697	Syas.g_00413	Prad.g_00206
OG0000698	Syas.g_00417	Prad.g_00203
OG0000699	Syas.g_00419	Prad.g_00202
OG0000700	Syas.g_00420	Prad.g_00201
OG0000701	Syas.g_00421	Prad.g_00200
OG0000702	Syas.g_00437	Prad.g_00198
OG0000703	Syas.g_00438	Prad.g_00197
OG0000704	Syas.g_00446	Prad.g_00196
OG0000705	Syas.g_00453	Prad.g_00192
OG0000706	Syas.g_00454	Prad.g_00191
OG0000707	Syas.g_00455	Prad.g_00190
OG0000708	Syas.g_00458	Prad.g_00189
OG0000709	Syas.g_00466	Prad.g_00185
OG0000710	Syas.g_00497	Prad.g_00182
OG0000711	Syas.g_00546	Prad.g_00165
OG0000712	Syas.g_00548	Prad.g_00163
OG0000713	Syas.g_00549	Prad.g_00162
OG0000714	Syas.g_00551	Prad.g_00161
OG0000715	Syas.g_00553	Prad.g_00159
OG0000716	Syas.g_00556	Prad.g_00157
OG0000717	Syas.g_00557	Prad.g_00156
OG0000718	Syas.g_00561	Prad.g_00144
OG0000719	Syas.g_00223	Prad.g_00142
OG0000720	Syas.g_00209	Prad.g_01039
OG0000721	Syas.g_00207	Prad.g_01037
OG0000722	Syas.g_00206	Prad.g_01036
OG0000723	Syas.g_00196	Prad.g_01033
OG0000724	Syas.g_00999	Prad.g_01023
OG0000725	Syas.g_01024	Prad.g_01017
OG0000726	Syas.g_01025	Prad.g_01016
OG0000727	Syas.g_01026	Prad.g_01015
OG0000728	Syas.g_01028	Prad.g_01013
OG0000729	Syas.g_02145	Prad.g_00970
OG0000730	Syas.g_01544	Prad.g_00635
OG0000731	Syas.g_01532	Prad.g_00639
OG0000732	Syas.g_02086	Prad.g_00649
OG0000733	Syas.g_00096	Prad.g_01988
OG0000734	Syas.g_02414	Prad.g_01511
OG0000735	Syas.g_01201	Prad.g_01509
OG0000736	Syas.g_01200	Prad.g_01508
OG0000737	Syas.g_01199	Prad.g_01507
OG0000738	Syas.g_01193	Prad.g_01503
OG0000739	Syas.g_01192	Prad.g_01502
OG0000740	Syas.g_01191	Prad.g_01501
OG0000741	Syas.g_01188	Prad.g_01500
OG0000742	Syas.g_01185	Prad.g_01497
OG0000743	Syas.g_01182	Prad.g_01495
OG0000744	Syas.g_01181	Prad.g_01494
OG0000745	Syas.g_01178	Prad.g_01493
OG0000746	Syas.g_01176	Prad.g_01491
OG0000747	Syas.g_01174	Prad.g_01490
OG0000748	Syas.g_01146	Prad.g_01487
OG0000749	Syas.g_01144	Prad.g_01486
OG0000750	Syas.g_01143	Prad.g_01485
OG0000751	Syas.g_01138	Prad.g_01483
OG0000752	Syas.g_01136	Prad.g_01481
OG0000753	Syas.g_01133	Prad.g_01478
OG0000754	Syas.g_01128	Prad.g_01475
OG0000755	Syas.g_01117	Prad.g_01472
OG0000756	Syas.g_01116	Prad.g_01470, Prad.g_01471
OG0000757	Syas.g_01108	Prad.g_01464
OG0000758	Syas.g_01107	Prad.g_01463
OG0000759	Syas.g_01106	Prad.g_01462
OG0000760	Syas.g_01105	Prad.g_01461
OG0000761	Syas.g_01104	Prad.g_01460
OG0000762	Syas.g_01102	Prad.g_01459
OG0000763	Syas.g_01091	Prad.g_01457
OG0000764	Syas.g_01090	Prad.g_01456
OG0000765	Syas.g_01076	Prad.g_01447
OG0000766	Syas.g_01075	Prad.g_01446
OG0000767	Syas.g_01073	Prad.g_01444
OG0000768	Syas.g_01072	Prad.g_01443
OG0000769	Syas.g_01070	Prad.g_01441
OG0000770	Syas.g_01067	Prad.g_01439
OG0000771	Syas.g_00993	Prad.g_00076
OG0000772	Syas.g_01461	Prad.g_00341
OG0000773	Syas.g_00002	Prad.g_00361
OG0000774	Syas.g_02862	Prad.g_00363
OG0000775	Syas.g_02860	Prad.g_00365
OG0000776	Syas.g_02859	Prad.g_00366
OG0000777	Syas.g_02858	Prad.g_00631
OG0000778	Syas.g_02857	Prad.g_00630
OG0000779	Syas.g_02852	Prad.g_00626
OG0000780	Syas.g_02847	Prad.g_00625
OG0000781	Syas.g_02842	Prad.g_00622
OG0000782	Syas.g_02841	Prad.g_00621
OG0000783	Syas.g_02840	Prad.g_00620
OG0000784	Syas.g_02839	Prad.g_00619
OG0000785	Syas.g_02837	Prad.g_00617
OG0000786	Syas.g_02833	Prad.g_00615
OG0000787	Syas.g_02832	Prad.g_00614
OG0000788	Syas.g_00782	Prad.g_00607
OG0000789	Syas.g_01507	Prad.g_00604
OG0000790	Syas.g_01266	Prad.g_00589
OG0000791	Syas.g_01268	Prad.g_00587
OG0000792	Syas.g_01269	Prad.g_00586
OG0000793	Syas.g_01359	Prad.g_00583
OG0000794	Syas.g_01361	Prad.g_00582
OG0000795	Syas.g_01363	Prad.g_00581
OG0000796	Syas.g_01368	Prad.g_00577
OG0000797	Syas.g_01369	Prad.g_00576
OG0000799	Syas.g_02789	Prad.g_00533
OG0000800	Syas.g_02790	Prad.g_00532
OG0000801	Syas.g_02791	Prad.g_00531
OG0000802	Syas.g_02797	Prad.g_00529
OG0000803	Syas.g_02800	Prad.g_00527
OG0000804	Syas.g_02803	Prad.g_00526
OG0000805	Syas.g_02805	Prad.g_00524
OG0000806	Syas.g_02807	Prad.g_00522
OG0000807	Syas.g_02808	Prad.g_00521
OG0000808	Syas.g_02809	Prad.g_00520
OG0000809	Syas.g_02811	Prad.g_00517
OG0000810	Syas.g_02813	Prad.g_00516
OG0000811	Syas.g_02822	Prad.g_00512
OG0000812	Syas.g_02824	Prad.g_00510
OG0000813	Syas.g_02825	Prad.g_00509
OG0000814	Syas.g_02827	Prad.g_00507
OG0000815	Syas.g_02829	Prad.g_00506
OG0000816	Syas.g_02831	Prad.g_00504
OG0000817	Syas.g_02753	Prad.g_00503
OG0000818	Syas.g_01282	Prad.g_00498
OG0000819	Syas.g_01283	Prad.g_00497
OG0000820	Syas.g_01284	Prad.g_00496
OG0000821	Syas.g_01289	Prad.g_00491
OG0000822	Syas.g_01291	Prad.g_00490
OG0000823	Syas.g_01292	Prad.g_00489
OG0000824	Syas.g_01297	Prad.g_00486
OG0000825	Syas.g_01298	Prad.g_00485
OG0000826	Syas.g_01299	Prad.g_00484
OG0000827	Syas.g_01300	Prad.g_00483
OG0000828	Syas.g_01303	Prad.g_00480
OG0000829	Syas.g_01304	Prad.g_00479
OG0000830	Syas.g_01305	Prad.g_00478
OG0000831	Syas.g_01308	Prad.g_00476
OG0000832	Syas.g_01476	Prad.g_00470
OG0000833	Syas.g_02738	Prad.g_00462
OG0000834	Syas.g_02737	Prad.g_00461
OG0000835	Syas.g_02736	Prad.g_00460
OG0000836	Syas.g_02732	Prad.g_00459
OG0000837	Syas.g_02731	Prad.g_00458
OG0000838	Syas.g_02727	Prad.g_00456
OG0000839	Syas.g_02726	Prad.g_00455
OG0000840	Syas.g_02725	Prad.g_00454
OG0000841	Syas.g_02724	Prad.g_00453
OG0000842	Syas.g_02723	Prad.g_00452
OG0000843	Syas.g_02722	Prad.g_00451
OG0000844	Syas.g_02720	Prad.g_00450
OG0000845	Syas.g_02719	Prad.g_00449
OG0000846	Syas.g_02718	Prad.g_00448
OG0000847	Syas.g_02717	Prad.g_00447
OG0000848	Syas.g_02715	Prad.g_00446
OG0000849	Syas.g_02714	Prad.g_00445
OG0000850	Syas.g_02711	Prad.g_00443
OG0000851	Syas.g_02708	Prad.g_00442
OG0000852	Syas.g_02707	Prad.g_00441
OG0000853	Syas.g_02703	Prad.g_00437
OG0000854	Syas.g_02701	Prad.g_00435
OG0000855	Syas.g_02700	Prad.g_00434
OG0000856	Syas.g_00103	Prad.g_00419
OG0000857	Syas.g_00579	Prad.g_00388
OG0000858	Syas.g_02693	Prad.g_00947
OG0000859	Syas.g_02692	Prad.g_00946
OG0000860	Syas.g_02679	Prad.g_00939
OG0000861	Syas.g_02678	Prad.g_00938
OG0000862	Syas.g_02677	Prad.g_00937
OG0000863	Syas.g_02675	Prad.g_00935
OG0000864	Syas.g_02674	Prad.g_00934
OG0000865	Syas.g_02673	Prad.g_00933
OG0000866	Syas.g_02672	Prad.g_00932
OG0000867	Syas.g_02671	Prad.g_00931
OG0000868	Syas.g_02667	Prad.g_00930
OG0000869	Syas.g_02662	Prad.g_00926
OG0000870	Syas.g_02657	Prad.g_00921
OG0000871	Syas.g_02656	Prad.g_00920
OG0000872	Syas.g_02650	Prad.g_00919
OG0000873	Syas.g_02647	Prad.g_00916
OG0000874	Syas.g_02645	Prad.g_00913
OG0000875	Syas.g_02644	Prad.g_00912
OG0000876	Syas.g_00280	Prad.g_00911
OG0000877	Syas.g_02603	Prad.g_00909
OG0000878	Syas.g_02602	Prad.g_00908
OG0000879	Syas.g_02601	Prad.g_00907
OG0000880	Syas.g_02600	Prad.g_00906
OG0000881	Syas.g_02596	Prad.g_00902
OG0000882	Syas.g_02591	Prad.g_00897
OG0000883	Syas.g_02586	Prad.g_00895
OG0000884	Syas.g_02584	Prad.g_00893
OG0000885	Syas.g_02583	Prad.g_00892
OG0000886	Syas.g_02582	Prad.g_00891
OG0000887	Syas.g_02581	Prad.g_00890
OG0000888	Syas.g_02579	Prad.g_00888
OG0000889	Syas.g_02577	Prad.g_00886
OG0000890	Syas.g_02574	Prad.g_00885
OG0000891	Syas.g_02573	Prad.g_00884
OG0000892	Syas.g_02571	Prad.g_00882
OG0000893	Syas.g_01677	Prad.g_00879
OG0000894	Syas.g_01667	Prad.g_00877
OG0000895	Syas.g_01663	Prad.g_00874
OG0000896	Syas.g_01662	Prad.g_00873
OG0000897	Syas.g_01660	Prad.g_00871
OG0000898	Syas.g_01659	Prad.g_00870
OG0000899	Syas.g_01658	Prad.g_00869
OG0000900	Syas.g_01657	Prad.g_00868
OG0000901	Syas.g_01652	Prad.g_00865
OG0000902	Syas.g_01651	Prad.g_00863
OG0000903	Syas.g_01637	Prad.g_00860
OG0000904	Syas.g_01642	Prad.g_00858
OG0000905	Syas.g_01647	Prad.g_00853
OG0000906	Syas.g_01649	Prad.g_00852
OG0000907	Syas.g_01635	Prad.g_00849
OG0000908	Syas.g_01632	Prad.g_00846
OG0000909	Syas.g_01631	Prad.g_00845
OG0000910	Syas.g_01630	Prad.g_00844
OG0000911	Syas.g_01628	Prad.g_00842
OG0000912	Syas.g_01627	Prad.g_00841
OG0000913	Syas.g_01626	Prad.g_00840
OG0000914	Syas.g_01625	Prad.g_00839
OG0000915	Syas.g_01623	Prad.g_00838
OG0000916	Syas.g_01622	Prad.g_00837
OG0000917	Syas.g_01621	Prad.g_00836
OG0000918	Syas.g_01620	Prad.g_00835
OG0000919	Syas.g_01619	Prad.g_00834
OG0000920	Syas.g_01618	Prad.g_00833
OG0000921	Syas.g_01617	Prad.g_00832
OG0000922	Syas.g_01616	Prad.g_00831
OG0000923	Syas.g_01612	Prad.g_00827
OG0000924	Syas.g_01611	Prad.g_00826
OG0000925	Syas.g_01610	Prad.g_00825
OG0000926	Syas.g_01609	Prad.g_00824
OG0000927	Syas.g_01607	Prad.g_00822
OG0000928	Syas.g_01606	Prad.g_00821
OG0000929	Syas.g_01605	Prad.g_00820
OG0000930	Syas.g_01604	Prad.g_00819
OG0000931	Syas.g_01603	Prad.g_00818
OG0000932	Syas.g_01602	Prad.g_00817
OG0000933	Syas.g_01596	Prad.g_00813
OG0000934	Syas.g_01594	Prad.g_00811
OG0000935	Syas.g_01593	Prad.g_00810
OG0000936	Syas.g_01592	Prad.g_00809
OG0000937	Syas.g_01591	Prad.g_00808
OG0000938	Syas.g_01588	Prad.g_00806
OG0000939	Syas.g_01587	Prad.g_00805
OG0000940	Syas.g_01580	Prad.g_00798
OG0000941	Syas.g_01578	Prad.g_00796
OG0000942	Syas.g_01576	Prad.g_00794
OG0000943	Syas.g_01575	Prad.g_00793
OG0000944	Syas.g_01573	Prad.g_00792
OG0000945	Syas.g_01572	Prad.g_00791
OG0000946	Syas.g_01565	Prad.g_00787
OG0000947	Syas.g_01562	Prad.g_00785
OG0000948	Syas.g_01561	Prad.g_00784
OG0000949	Syas.g_02213	Prad.g_00781
OG0000950	Syas.g_02197	Prad.g_00776
OG0000951	Syas.g_02190	Prad.g_00772
OG0000952	Syas.g_02186	Prad.g_00768
OG0000953	Syas.g_02182	Prad.g_00765
OG0000954	Syas.g_02174	Prad.g_01641
OG0000955	Syas.g_02173	Prad.g_01640
OG0000956	Syas.g_02171	Prad.g_01638
OG0000957	Syas.g_02158	Prad.g_01633
OG0000958	Syas.g_02157	Prad.g_01632
OG0000959	Syas.g_02154	Prad.g_01628
OG0000960	Syas.g_02153	Prad.g_01627
OG0000961	Syas.g_02345	Prad.g_01625
OG0000962	Syas.g_02146	Prad.g_01623
OG0000963	Syas.g_02143	Prad.g_01620
OG0000964	Syas.g_02142	Prad.g_01619
OG0000965	Syas.g_02141	Prad.g_01618
OG0000966	Syas.g_02112	Prad.g_01611
OG0000967	Syas.g_02108	Prad.g_01607
OG0000968	Syas.g_02106	Prad.g_01605
OG0000969	Syas.g_02104	Prad.g_01604
OG0000970	Syas.g_02103	Prad.g_01603
OG0000971	Syas.g_02101	Prad.g_01602
OG0000972	Syas.g_02100	Prad.g_01601
OG0000973	Syas.g_02099	Prad.g_01600
OG0000974	Syas.g_02098	Prad.g_01599
OG0000975	Syas.g_02097	Prad.g_01598
OG0000976	Syas.g_02096	Prad.g_01597
OG0000977	Syas.g_02094	Prad.g_01596
OG0000978	Syas.g_02093	Prad.g_01595
OG0000979	Syas.g_02090	Prad.g_01592
OG0000980	Syas.g_02087	Prad.g_01590
OG0000981	Syas.g_02084	Prad.g_01588
OG0000982	Syas.g_01882	Prad.g_01586
OG0000983	Syas.g_01883	Prad.g_01585
OG0000984	Syas.g_01884	Prad.g_01584
OG0000985	Syas.g_01888	Prad.g_01581
OG0000986	Syas.g_01891	Prad.g_01579
OG0000987	Syas.g_01897	Prad.g_01578
OG0000988	Syas.g_01902	Prad.g_01575
OG0000989	Syas.g_01908	Prad.g_01571
OG0000990	Syas.g_01937	Prad.g_01568
OG0000991	Syas.g_01939	Prad.g_01567
OG0000992	Syas.g_01943	Prad.g_01565
OG0000993	Syas.g_01945	Prad.g_01564
OG0000994	Syas.g_01948	Prad.g_01563
OG0000995	Syas.g_01955	Prad.g_01559
OG0000996	Syas.g_01977	Prad.g_01558
OG0000997	Syas.g_01993	Prad.g_01557
OG0000998	Syas.g_01995	Prad.g_01555
OG0000999	Syas.g_01996	Prad.g_01554
OG0001000	Syas.g_02000	Prad.g_01551
OG0001001	Syas.g_02006	Prad.g_01549
OG0001002	Syas.g_02014	Prad.g_01545
OG0001003	Syas.g_02016	Prad.g_01544
OG0001004	Syas.g_02017	Prad.g_01543
OG0001005	Syas.g_02018	Prad.g_01542
OG0001006	Syas.g_02032	Prad.g_01538
OG0001007	Syas.g_02034	Prad.g_01536
OG0001008	Syas.g_01496	Prad.g_00070
OG0001009	Syas.g_02065	Prad.g_01959
OG0001010	Syas.g_02066	Prad.g_01958
OG0001011	Syas.g_02068	Prad.g_01957
OG0001012	Syas.g_00152	Prad.g_01944
OG0001013	Syas.g_01866	Prad.g_01938
OG0001014	Syas.g_01857	Prad.g_01935
OG0001015	Syas.g_01856	Prad.g_01934
OG0001016	Syas.g_02517	Prad.g_01920
OG0001017	Syas.g_02511	Prad.g_01916
OG0001018	Syas.g_02509	Prad.g_01913
OG0001019	Syas.g_02469	Prad.g_01904
OG0001020	Syas.g_02443	Prad.g_01903
OG0001021	Syas.g_02437	Prad.g_01902
OG0001022	Syas.g_02434	Prad.g_01899
OG0001023	Syas.g_02433	Prad.g_01898
OG0001024	Syas.g_00135	Prad.g_01895
OG0001025	Syas.g_02424	Prad.g_01889
OG0001026	Syas.g_02412	Prad.g_01882
OG0001027	Syas.g_02408	Prad.g_01881
OG0001028	Syas.g_02405	Prad.g_01879
OG0001029	Syas.g_02403	Prad.g_01878
OG0001030	Syas.g_02384	Prad.g_01863
OG0001031	Syas.g_02293	Prad.g_01805
OG0001032	Syas.g_02290	Prad.g_01804
OG0001033	Syas.g_02239	Prad.g_01783
OG0001034	Syas.g_02556	Prad.g_01755
OG0001035	Syas.g_01704	Prad.g_01737
OG0001036	Syas.g_01709	Prad.g_01732
OG0001037	Syas.g_01711	Prad.g_01731
OG0001038	Syas.g_01751	Prad.g_01713
OG0001039	Syas.g_01754	Prad.g_01710
OG0001041	Syas.g_01761	Prad.g_01704
OG0001042	Syas.g_01821	Prad.g_01687
OG0001043	Syas.g_01817	Prad.g_01686
OG0001044	Syas.g_01542	Prad.g_01658
OG0001045	Syas.g_01529	Prad.g_01649
OG0001046	Syas.g_00532	Prad.g_00730
OG0001047	Syas.g_01494	Prad.g_00068
OG0001048	Syas.g_01493	Prad.g_00067
OG0001049	Syas.g_02742	Prad.g_00065
OG0001050	Syas.g_02743	Prad.g_00064
OG0001051	Syas.g_02744	Prad.g_00063
OG0001052	Syas.g_01337	Prad.g_00036
OG0001053	Syas.g_01250	Prad.g_00024
OG0001054	Syas.g_01231	Prad.g_00131
OG0001055	Syas.g_01210	Prad.g_00112
OG0001056	Syas.g_00068	Prad.g_00093
OG0001057	Syas.g_00763	Prad.g_01331
OG0001058	Syas.g_00787	Prad.g_01339
OG0001059	Syas.g_00791	Prad.g_01343
OG0001060	Syas.g_00797	Prad.g_01350
OG0001061	Syas.g_00816	Prad.g_01363
OG0001062	Syas.g_00819	Prad.g_01365
OG0001063	Syas.g_00830	Prad.g_01367
OG0001064	Syas.g_00831	Prad.g_01368
OG0001065	Syas.g_00832	Prad.g_01369
OG0001066	Syas.g_00833	Prad.g_01370
OG0001067	Syas.g_00834	Prad.g_01371
OG0001068	Syas.g_00835	Prad.g_01372
OG0001069	Syas.g_00836	Prad.g_01373
OG0001070	Syas.g_00840	Prad.g_01376
OG0001071	Syas.g_00841	Prad.g_01377
OG0001072	Syas.g_00844	Prad.g_01379
OG0001073	Syas.g_00855	Prad.g_01393
OG0001074	Syas.g_00157	Prad.g_01404
OG0001075	Syas.g_00163	Prad.g_01405
OG0001076	Syas.g_00113	Prad.g_01413
OG0001077	Syas.g_00101	Prad.g_01417
OG0001078	Syas.g_00745	Prad.g_01425
OG0001079	Syas.g_00729	Prad.g_01221
OG0001080	Syas.g_00717	Prad.g_01227
OG0001081	Syas.g_00715	Prad.g_01229
OG0001082	Syas.g_00714	Prad.g_01230
OG0001083	Syas.g_00707	Prad.g_01235
OG0001084	Syas.g_00706	Prad.g_01236
OG0001085	Syas.g_00693	Prad.g_01244
OG0001086	Syas.g_00691	Prad.g_01245
OG0001087	Syas.g_00071	Prad.g_01262
OG0001088	Syas.g_01060	Prad.g_01263
OG0001089	Syas.g_01039	Prad.g_01271
OG0001090	Syas.g_00980	Prad.g_01050
OG0001091	Syas.g_00979	Prad.g_01052
OG0001092	Syas.g_00178	Prad.g_01053
OG0001093	Syas.g_00184	Prad.g_01058
OG0001095	Syas.g_00582	Prad.g_01159
OG0001097	Syas.g_00243	Prad.g_00303
OG0001098	Syas.g_00880	Prad.g_00288
OG0001099	Syas.g_02404	Prad.g_00256
OG0001100	Syas.g_00682	Prad.g_00252
OG0001101	Syas.g_00680	Prad.g_00250
OG0001102	Syas.g_00677	Prad.g_00248
OG0001103	Syas.g_00675	Prad.g_00246
OG0001104	Syas.g_00620	Prad.g_00223
OG0001105	Syas.g_00617	Prad.g_00219
OG0001106	Syas.g_00447	Prad.g_00195
OG0001107	Syas.g_00459	Prad.g_00188
OG0001108	Syas.g_00494	Prad.g_00184
OG0001109	Syas.g_00496	Prad.g_00183
OG0001110	Syas.g_00498	Prad.g_00181
OG0001111	Syas.g_00500	Prad.g_00180
OG0001112	Syas.g_00503	Prad.g_00179
OG0001113	Syas.g_00504	Prad.g_00178
OG0001114	Syas.g_00505	Prad.g_00177
OG0001115	Syas.g_00527	Prad.g_00175
OG0001116	Syas.g_00529	Prad.g_00174
OG0001117	Syas.g_00530	Prad.g_00173
OG0001118	Syas.g_00531	Prad.g_00172
OG0001119	Syas.g_00533	Prad.g_00171
OG0001120	Syas.g_00539	Prad.g_00169
OG0001122	Syas.g_00222	Prad.g_00141
OG0001123	Syas.g_00214	Prad.g_00137
OG0001124	Syas.g_00212	Prad.g_00135
OG0001125	Syas.g_00210	Prad.g_00134
OG0001126	Syas.g_00991	Prad.g_01030
OG0001127	Syas.g_00992	Prad.g_01029
OG0001128	Syas.g_00995	Prad.g_01026
OG0001129	Syas.g_00997	Prad.g_01025
OG0001130	Syas.g_00998	Prad.g_01024
OG0001131	Syas.g_01401	Prad.g_00990
OG0001132	Syas.g_00525	Prad.g_00981
OG0001133	Syas.g_00109	Prad.g_00655
OG0001136	Syas.g_01187	Prad.g_01499
OG0001138	Syas.g_01114	Prad.g_01469
OG0001139	Syas.g_01112	Prad.g_01468
OG0001140	Syas.g_01111	Prad.g_01467
OG0001141	Syas.g_01110	Prad.g_01466
OG0001142	Syas.g_01109	Prad.g_01465
OG0001143	Syas.g_01092	Prad.g_01458
OG0001144	Syas.g_01084	Prad.g_01453
OG0001145	Syas.g_02867	Prad.g_00362
OG0001146	Syas.g_02846	Prad.g_00624
OG0001147	Syas.g_01329	Prad.g_00608
OG0001148	Syas.g_01263	Prad.g_00592
OG0001149	Syas.g_01264	Prad.g_00591
OG0001150	Syas.g_01265	Prad.g_00590
OG0001151	Syas.g_01366	Prad.g_00579
OG0001152	Syas.g_01367	Prad.g_00578
OG0001153	Syas.g_01301	Prad.g_00482
OG0001154	Syas.g_01302	Prad.g_00481
OG0001155	Syas.g_01478	Prad.g_00469
OG0001156	Syas.g_01489	Prad.g_00466
OG0001157	Syas.g_01490	Prad.g_00465
OG0001158	Syas.g_01491	Prad.g_00464
OG0001159	Syas.g_01492	Prad.g_00463
OG0001160	Syas.g_02705	Prad.g_00439
OG0001161	Syas.g_02030	Prad.g_00426
OG0001162	Syas.g_02473	Prad.g_00415
OG0001163	Syas.g_02697	Prad.g_00949
OG0001164	Syas.g_02691	Prad.g_00945
OG0001165	Syas.g_02686	Prad.g_00942
OG0001166	Syas.g_02658	Prad.g_00922
OG0001167	Syas.g_01046	Prad.g_00905
OG0001168	Syas.g_02597	Prad.g_00903
OG0001169	Syas.g_02595	Prad.g_00901
OG0001170	Syas.g_02593	Prad.g_00899
OG0001171	Syas.g_02580	Prad.g_00889
OG0001172	Syas.g_01665	Prad.g_00876
OG0001173	Syas.g_01664	Prad.g_00875
OG0001174	Syas.g_01656	Prad.g_00867
OG0001175	Syas.g_01655	Prad.g_00866
OG0001176	Syas.g_01638	Prad.g_00859
OG0001177	Syas.g_01640	Prad.g_00856
OG0001178	Syas.g_02676	Prad.g_00851
OG0001179	Syas.g_01608	Prad.g_00823
OG0001180	Syas.g_01583	Prad.g_00801
OG0001181	Syas.g_01579	Prad.g_00797
OG0001182	Syas.g_01571	Prad.g_00790
