Orthogroup	Syae	Prau
OG0000589	Syae.g_00047	Prau.g_00661
OG0000590	Syae.g_00048	Prau.g_00662
OG0000591	Syae.g_00056	Prau.g_00665
OG0000592	Syae.g_00057	Prau.g_00666
OG0000593	Syae.g_00070	Prau.g_00672
OG0000594	Syae.g_00071	Prau.g_00673
OG0000595	Syae.g_00072	Prau.g_00674
OG0000596	Syae.g_00077	Prau.g_00678
OG0000597	Syae.g_00080	Prau.g_00680
OG0000598	Syae.g_00081	Prau.g_00681
OG0000599	Syae.g_00084	Prau.g_00684
OG0000600	Syae.g_00085	Prau.g_00685
OG0000601	Syae.g_00086	Prau.g_00686
OG0000602	Syae.g_00091	Prau.g_00688
OG0000603	Syae.g_00092	Prau.g_00689
OG0000604	Syae.g_00095	Prau.g_00690
OG0000605	Syae.g_00260	Prau.g_00691
OG0000606	Syae.g_00616	Prau.g_00694
OG0000607	Syae.g_00613	Prau.g_00697
OG0000608	Syae.g_00612	Prau.g_00698
OG0000609	Syae.g_00610	Prau.g_00699
OG0000610	Syae.g_00601	Prau.g_00704
OG0000611	Syae.g_00598	Prau.g_00707
OG0000612	Syae.g_00597	Prau.g_00708
OG0000613	Syae.g_01910	Prau.g_00713
OG0000614	Syae.g_00765	Prau.g_00732
OG0000615	Syae.g_00557	Prau.g_00740
OG0000616	Syae.g_01696	Prau.g_00744
OG0000617	Syae.g_00464	Prau.g_00761
OG0000618	Syae.g_00463	Prau.g_00762
OG0000619	Syae.g_00462	Prau.g_00763
OG0000620	Syae.g_00456	Prau.g_00766
OG0000621	Syae.g_00455	Prau.g_00767
OG0000622	Syae.g_00454	Prau.g_00768
OG0000623	Syae.g_00453	Prau.g_00769
OG0000624	Syae.g_00451	Prau.g_00770
OG0000625	Syae.g_00450	Prau.g_00771
OG0000626	Syae.g_00449	Prau.g_00772
OG0000627	Syae.g_00299	Prau.g_00773
OG0000628	Syae.g_00300	Prau.g_00774
OG0000629	Syae.g_00303	Prau.g_00775
OG0000630	Syae.g_00310	Prau.g_00778
OG0000631	Syae.g_00317	Prau.g_00845
OG0000632	Syae.g_00318	Prau.g_00846
OG0000633	Syae.g_00320	Prau.g_00847
OG0000634	Syae.g_00525	Prau.g_00850
OG0000635	Syae.g_00524	Prau.g_00851
OG0000636	Syae.g_00522	Prau.g_00853
OG0000637	Syae.g_00520	Prau.g_00855
OG0000638	Syae.g_00519	Prau.g_00856
OG0000639	Syae.g_00518	Prau.g_00857
OG0000640	Syae.g_00517	Prau.g_00858
OG0000641	Syae.g_00513	Prau.g_00862
OG0000642	Syae.g_00512	Prau.g_00863
OG0000643	Syae.g_00510	Prau.g_00864
OG0000644	Syae.g_00509	Prau.g_00865
OG0000645	Syae.g_00507	Prau.g_00866
OG0000646	Syae.g_00504	Prau.g_00868
OG0000647	Syae.g_00502	Prau.g_00869
OG0000648	Syae.g_00499	Prau.g_00871
OG0000649	Syae.g_00498	Prau.g_00872
OG0000650	Syae.g_00497	Prau.g_00873
OG0000651	Syae.g_00496	Prau.g_00874
OG0000652	Syae.g_00495	Prau.g_00875
OG0000653	Syae.g_00493	Prau.g_00877
OG0000654	Syae.g_00492	Prau.g_00878
OG0000655	Syae.g_00491	Prau.g_00879
OG0000656	Syae.g_00488	Prau.g_00882
OG0000657	Syae.g_00834	Prau.g_00889
OG0000658	Syae.g_00837	Prau.g_00890
OG0000659	Syae.g_00838	Prau.g_00891
OG0000660	Syae.g_00842	Prau.g_00895
OG0000661	Syae.g_00844	Prau.g_00897
OG0000662	Syae.g_00846	Prau.g_00899
OG0000663	Syae.g_00849	Prau.g_00902
OG0000664	Syae.g_00850	Prau.g_00903
OG0000665	Syae.g_00121	Prau.g_00907
OG0000666	Syae.g_00258	Prau.g_00908
OG0000667	Syae.g_02056	Prau.g_00912
OG0000668	Syae.g_00418	Prau.g_00942
OG0000669	Syae.g_00585	Prau.g_00949
OG0000670	Syae.g_00582	Prau.g_00951
OG0000671	Syae.g_00580	Prau.g_00953
OG0000672	Syae.g_00577	Prau.g_00955
OG0000673	Syae.g_00574	Prau.g_00957
OG0000674	Syae.g_00572	Prau.g_00959
OG0000675	Syae.g_00571	Prau.g_00960
OG0000676	Syae.g_00569	Prau.g_00962
OG0000677	Syae.g_00568	Prau.g_00963
OG0000678	Syae.g_00564	Prau.g_00965
OG0000679	Syae.g_00555	Prau.g_00969
OG0000680	Syae.g_00554	Prau.g_00970
OG0000681	Syae.g_00551	Prau.g_00973
OG0000682	Syae.g_00550	Prau.g_00974
OG0000683	Syae.g_00549	Prau.g_00975
OG0000684	Syae.g_00545	Prau.g_00977
OG0000685	Syae.g_00543	Prau.g_00979
OG0000686	Syae.g_00542	Prau.g_00980
OG0000687	Syae.g_00541	Prau.g_00981
OG0000688	Syae.g_00536	Prau.g_00984
OG0000689	Syae.g_00534	Prau.g_00985
OG0000690	Syae.g_00533	Prau.g_00986
OG0000691	Syae.g_00532	Prau.g_00987
OG0000692	Syae.g_00531	Prau.g_00989
OG0000693	Syae.g_00529	Prau.g_00990
OG0000694	Syae.g_00528	Prau.g_00991
OG0000695	Syae.g_00322	Prau.g_00993
OG0000696	Syae.g_00323	Prau.g_00994
OG0000697	Syae.g_00325	Prau.g_00995
OG0000698	Syae.g_00328	Prau.g_00998
OG0000699	Syae.g_00330	Prau.g_00999
OG0000700	Syae.g_00331	Prau.g_01000
OG0000701	Syae.g_00332	Prau.g_01001
OG0000702	Syae.g_00341	Prau.g_01003
OG0000703	Syae.g_00342	Prau.g_01004
OG0000704	Syae.g_00345	Prau.g_01005
OG0000705	Syae.g_00352	Prau.g_01009
OG0000706	Syae.g_00353	Prau.g_01010
OG0000707	Syae.g_00354	Prau.g_01011
OG0000708	Syae.g_00357	Prau.g_01012
OG0000709	Syae.g_00365	Prau.g_01016
OG0000710	Syae.g_00369	Prau.g_01019
OG0000711	Syae.g_00398	Prau.g_01036
OG0000712	Syae.g_00400	Prau.g_01038
OG0000713	Syae.g_00401	Prau.g_01039
OG0000714	Syae.g_00403	Prau.g_01040
OG0000715	Syae.g_00405	Prau.g_01042
OG0000716	Syae.g_00409	Prau.g_01044
OG0000717	Syae.g_00410	Prau.g_01045
OG0000718	Syae.g_00414	Prau.g_01058
OG0000719	Syae.g_00416	Prau.g_01060
OG0000720	Syae.g_00429	Prau.g_01069
OG0000721	Syae.g_00431	Prau.g_01071
OG0000722	Syae.g_00432	Prau.g_01072
OG0000723	Syae.g_00445	Prau.g_01075
OG0000724	Syae.g_00799	Prau.g_01084
OG0000725	Syae.g_00789	Prau.g_01090
OG0000726	Syae.g_00788	Prau.g_01091
OG0000727	Syae.g_00787	Prau.g_01092
OG0000728	Syae.g_00785	Prau.g_01094
OG0000729	Syae.g_01819	Prau.g_01138
OG0000730	Syae.g_02189	Prau.g_01142
OG0000731	Syae.g_02201	Prau.g_01146
OG0000732	Syae.g_01764	Prau.g_01155
OG0000733	Syae.g_01599	Prau.g_01175
OG0000734	Syae.g_01371	Prau.g_01192
OG0000735	Syae.g_00942	Prau.g_01194
OG0000736	Syae.g_00941	Prau.g_01195
OG0000737	Syae.g_00940	Prau.g_01196
OG0000738	Syae.g_00935	Prau.g_01200
OG0000739	Syae.g_00928	Prau.g_01201
OG0000740	Syae.g_00927	Prau.g_01202
OG0000741	Syae.g_00924	Prau.g_01203
OG0000742	Syae.g_00922	Prau.g_01205
OG0000743	Syae.g_00920	Prau.g_01207
OG0000744	Syae.g_00919	Prau.g_01208
OG0000745	Syae.g_00917	Prau.g_01209
OG0000746	Syae.g_00915	Prau.g_01211
OG0000747	Syae.g_00914	Prau.g_01212
OG0000748	Syae.g_00902	Prau.g_01215
OG0000749	Syae.g_00900	Prau.g_01216
OG0000750	Syae.g_00899	Prau.g_01217
OG0000751	Syae.g_00892	Prau.g_01219
OG0000752	Syae.g_00890	Prau.g_01221
OG0000753	Syae.g_00887	Prau.g_01224
OG0000754	Syae.g_00641	Prau.g_01227
OG0000755	Syae.g_00651	Prau.g_01230
OG0000756	Syae.g_00652	Prau.g_01231
OG0000757	Syae.g_00661	Prau.g_01237
OG0000758	Syae.g_00662	Prau.g_01238
OG0000759	Syae.g_00663	Prau.g_01239
OG0000760	Syae.g_00664	Prau.g_01240
OG0000761	Syae.g_00668	Prau.g_01241
OG0000762	Syae.g_00672	Prau.g_01242
OG0000763	Syae.g_00676	Prau.g_01244
OG0000764	Syae.g_00677	Prau.g_01245
OG0000765	Syae.g_00695	Prau.g_01254
OG0000766	Syae.g_00696	Prau.g_01255
OG0000767	Syae.g_00698	Prau.g_01257
OG0000768	Syae.g_00699	Prau.g_01258
OG0000769	Syae.g_00701	Prau.g_01260
OG0000770	Syae.g_00704	Prau.g_01262
OG0000771	Syae.g_00805	Prau.g_01271, Prau.g_01496
OG0000772	Syae.g_00168	Prau.g_01346
OG0000773	Syae.g_00947	Prau.g_01361
OG0000774	Syae.g_00951	Prau.g_01363
OG0000775	Syae.g_00954	Prau.g_01366
OG0000776	Syae.g_00955	Prau.g_01367
OG0000777	Syae.g_00956	Prau.g_01368
OG0000778	Syae.g_00957	Prau.g_01369
OG0000779	Syae.g_00963	Prau.g_01373
OG0000780	Syae.g_00967	Prau.g_01374
OG0000781	Syae.g_00971	Prau.g_01377
OG0000782	Syae.g_00972	Prau.g_01378
OG0000783	Syae.g_00973	Prau.g_01379
OG0000784	Syae.g_00974	Prau.g_01380
OG0000785	Syae.g_00976	Prau.g_01382
OG0000786	Syae.g_02477	Prau.g_01384
OG0000787	Syae.g_02476	Prau.g_01385
OG0000788	Syae.g_00087	Prau.g_01396
OG0000789	Syae.g_00281	Prau.g_01399
OG0000790	Syae.g_02294	Prau.g_01414
OG0000791	Syae.g_02292	Prau.g_01416
OG0000792	Syae.g_02291	Prau.g_01417
OG0000793	Syae.g_02286	Prau.g_01420
OG0000794	Syae.g_02285	Prau.g_01421
OG0000795	Syae.g_02284	Prau.g_01422
OG0000796	Syae.g_02280	Prau.g_01426
OG0000797	Syae.g_02279	Prau.g_01427
OG0000799	Syae.g_00010	Prau.g_01510
OG0000800	Syae.g_00009	Prau.g_01511
OG0000801	Syae.g_00008	Prau.g_01512
OG0000802	Syae.g_02686	Prau.g_01514
OG0000803	Syae.g_02680	Prau.g_01516
OG0000804	Syae.g_02677	Prau.g_01517
OG0000805	Syae.g_02663	Prau.g_01519
OG0000806	Syae.g_02661	Prau.g_01521
OG0000807	Syae.g_02659	Prau.g_01522
OG0000808	Syae.g_02658	Prau.g_01523
OG0000809	Syae.g_02655	Prau.g_01526
OG0000810	Syae.g_02654	Prau.g_01527
OG0000811	Syae.g_02648	Prau.g_01534
OG0000812	Syae.g_02646	Prau.g_01536
OG0000813	Syae.g_02645	Prau.g_01537
OG0000814	Syae.g_02643	Prau.g_01539
OG0000815	Syae.g_02642	Prau.g_01540
OG0000816	Syae.g_02641	Prau.g_01542
OG0000817	Syae.g_02640	Prau.g_01543
OG0000818	Syae.g_02634	Prau.g_01548
OG0000819	Syae.g_02633	Prau.g_01549
OG0000820	Syae.g_02632	Prau.g_01550
OG0000821	Syae.g_02626	Prau.g_01554
OG0000822	Syae.g_02624	Prau.g_01555
OG0000823	Syae.g_02623	Prau.g_01556
OG0000824	Syae.g_02617	Prau.g_01559
OG0000825	Syae.g_02616	Prau.g_01560
OG0000826	Syae.g_02615	Prau.g_01561
OG0000827	Syae.g_02614	Prau.g_01562
OG0000828	Syae.g_02612	Prau.g_01565
OG0000829	Syae.g_02611	Prau.g_01566
OG0000830	Syae.g_02610	Prau.g_01567
OG0000831	Syae.g_02608	Prau.g_01569
OG0000832	Syae.g_01081	Prau.g_01575
OG0000833	Syae.g_01106	Prau.g_01583
OG0000834	Syae.g_01108	Prau.g_01584
OG0000835	Syae.g_01109	Prau.g_01585
OG0000836	Syae.g_01113	Prau.g_01586
OG0000837	Syae.g_01115	Prau.g_01587
OG0000838	Syae.g_01119	Prau.g_01589
OG0000839	Syae.g_01120	Prau.g_01590
OG0000840	Syae.g_01121	Prau.g_01591
OG0000841	Syae.g_01122	Prau.g_01592
OG0000842	Syae.g_01123	Prau.g_01593
OG0000843	Syae.g_01124	Prau.g_01594
OG0000844	Syae.g_01125	Prau.g_01595
OG0000845	Syae.g_01126	Prau.g_01596
OG0000846	Syae.g_01127	Prau.g_01597
OG0000847	Syae.g_01128	Prau.g_01598
OG0000848	Syae.g_01130	Prau.g_01599
OG0000849	Syae.g_01131	Prau.g_01600
OG0000850	Syae.g_01133	Prau.g_01602
OG0000851	Syae.g_01139	Prau.g_01603
OG0000852	Syae.g_01140	Prau.g_01604
OG0000853	Syae.g_01144	Prau.g_01608
OG0000854	Syae.g_01146	Prau.g_01610
OG0000855	Syae.g_01147	Prau.g_01611
OG0000856	Syae.g_00059	Prau.g_01626
OG0000857	Syae.g_00503	Prau.g_01652
OG0000858	Syae.g_01153	Prau.g_01726
OG0000859	Syae.g_01154	Prau.g_01727
OG0000860	Syae.g_01165	Prau.g_01734
OG0000861	Syae.g_01166	Prau.g_01735
OG0000862	Syae.g_01167	Prau.g_01736
OG0000863	Syae.g_01170	Prau.g_01738
OG0000864	Syae.g_01171	Prau.g_01739
OG0000865	Syae.g_01172	Prau.g_01740
OG0000866	Syae.g_01173	Prau.g_01741
OG0000867	Syae.g_01174	Prau.g_01742
OG0000868	Syae.g_01177	Prau.g_01743
OG0000869	Syae.g_01182	Prau.g_01747
OG0000870	Syae.g_01187	Prau.g_01752
OG0000871	Syae.g_01188	Prau.g_01753
OG0000872	Syae.g_01196	Prau.g_01754
OG0000873	Syae.g_01199	Prau.g_01757
OG0000874	Syae.g_01194	Prau.g_01760
OG0000875	Syae.g_01244	Prau.g_01761
OG0000876	Syae.g_01020	Prau.g_01762
OG0000877	Syae.g_01025	Prau.g_01764
OG0000878	Syae.g_01026	Prau.g_01765
OG0000879	Syae.g_01027	Prau.g_01766
OG0000880	Syae.g_01028	Prau.g_01767
OG0000881	Syae.g_01034	Prau.g_01771
OG0000882	Syae.g_01039	Prau.g_01776
OG0000883	Syae.g_01041	Prau.g_01777
OG0000884	Syae.g_01043	Prau.g_01779
OG0000885	Syae.g_01044	Prau.g_01780
OG0000886	Syae.g_01045	Prau.g_01781
OG0000887	Syae.g_01046	Prau.g_01782
OG0000888	Syae.g_01048	Prau.g_01784
OG0000889	Syae.g_01050	Prau.g_01786
OG0000890	Syae.g_01056	Prau.g_01787
OG0000891	Syae.g_01057	Prau.g_01788
OG0000892	Syae.g_01059	Prau.g_01790
OG0000893	Syae.g_02031	Prau.g_01794
OG0000894	Syae.g_02034	Prau.g_01796
OG0000895	Syae.g_02038	Prau.g_01799
OG0000896	Syae.g_02039	Prau.g_01800
OG0000897	Syae.g_02041	Prau.g_01802
OG0000898	Syae.g_02042	Prau.g_01803
OG0000899	Syae.g_02043	Prau.g_01804
OG0000900	Syae.g_02044	Prau.g_01805
OG0000901	Syae.g_02049	Prau.g_01808
OG0000902	Syae.g_02051	Prau.g_01810
OG0000903	Syae.g_02077	Prau.g_01813
OG0000904	Syae.g_02071	Prau.g_01815
OG0000905	Syae.g_02065	Prau.g_01820
OG0000906	Syae.g_02063	Prau.g_01821
OG0000907	Syae.g_02079	Prau.g_01827
OG0000908	Syae.g_02082	Prau.g_01830
OG0000909	Syae.g_02083	Prau.g_01831
OG0000910	Syae.g_02084	Prau.g_01832
OG0000911	Syae.g_02086	Prau.g_01834
OG0000912	Syae.g_02087	Prau.g_01835
OG0000913	Syae.g_02088	Prau.g_01836
OG0000914	Syae.g_02089	Prau.g_01837
OG0000915	Syae.g_02091	Prau.g_01838
OG0000916	Syae.g_02092	Prau.g_01839
OG0000917	Syae.g_02093	Prau.g_01840
OG0000918	Syae.g_02094	Prau.g_01841
OG0000919	Syae.g_02095	Prau.g_01842
OG0000920	Syae.g_02096	Prau.g_01843
OG0000921	Syae.g_02097	Prau.g_01844
OG0000922	Syae.g_02098	Prau.g_01845
OG0000923	Syae.g_02102	Prau.g_01849
OG0000924	Syae.g_02103	Prau.g_01850
OG0000925	Syae.g_02104	Prau.g_01851
OG0000926	Syae.g_02105	Prau.g_01852
OG0000927	Syae.g_02107	Prau.g_01854
OG0000928	Syae.g_02108	Prau.g_01855
OG0000929	Syae.g_02109	Prau.g_01856
OG0000930	Syae.g_02110	Prau.g_01857
OG0000931	Syae.g_02111	Prau.g_01858
OG0000932	Syae.g_02112	Prau.g_01859
OG0000933	Syae.g_02118	Prau.g_01863
OG0000934	Syae.g_02120	Prau.g_01865
OG0000935	Syae.g_02121	Prau.g_01866
OG0000936	Syae.g_02122	Prau.g_01867
OG0000937	Syae.g_02123	Prau.g_01868
OG0000938	Syae.g_02126	Prau.g_01870
OG0000939	Syae.g_02127	Prau.g_01871
OG0000940	Syae.g_02133	Prau.g_01878
OG0000941	Syae.g_02135	Prau.g_01880
OG0000942	Syae.g_02137	Prau.g_01882
OG0000943	Syae.g_02138	Prau.g_01883
OG0000944	Syae.g_02140	Prau.g_01884
OG0000945	Syae.g_02142	Prau.g_01885
OG0000946	Syae.g_02146	Prau.g_01889
OG0000947	Syae.g_02149	Prau.g_01891
OG0000948	Syae.g_02150	Prau.g_01892
OG0000949	Syae.g_01884	Prau.g_01895
OG0000950	Syae.g_01873	Prau.g_01900
OG0000951	Syae.g_01866	Prau.g_01904
OG0000952	Syae.g_01859	Prau.g_01908
OG0000953	Syae.g_01854	Prau.g_01911
OG0000954	Syae.g_01845	Prau.g_01915
OG0000955	Syae.g_01844	Prau.g_01916
OG0000956	Syae.g_01842	Prau.g_01918
OG0000957	Syae.g_01831	Prau.g_01923
OG0000958	Syae.g_01830	Prau.g_01924
OG0000959	Syae.g_01826	Prau.g_01928
OG0000960	Syae.g_01825	Prau.g_01929
OG0000961	Syae.g_01822	Prau.g_01931
OG0000962	Syae.g_01820	Prau.g_01933
OG0000963	Syae.g_01814	Prau.g_01937
OG0000964	Syae.g_01813	Prau.g_01938
OG0000965	Syae.g_01812	Prau.g_01939
OG0000966	Syae.g_01789	Prau.g_01946
OG0000967	Syae.g_01782	Prau.g_01951
OG0000968	Syae.g_01787	Prau.g_01953
OG0000969	Syae.g_01785	Prau.g_01954
OG0000970	Syae.g_01784	Prau.g_01955
OG0000971	Syae.g_01779	Prau.g_01956
OG0000972	Syae.g_01778	Prau.g_01957
OG0000973	Syae.g_01777	Prau.g_01958
OG0000974	Syae.g_01776	Prau.g_01959
OG0000975	Syae.g_01775	Prau.g_01960
OG0000976	Syae.g_01774	Prau.g_01961
OG0000977	Syae.g_01772	Prau.g_01962
OG0000978	Syae.g_01771	Prau.g_01963
OG0000979	Syae.g_01768	Prau.g_01966
OG0000980	Syae.g_01765	Prau.g_01968
OG0000981	Syae.g_01762	Prau.g_01970
OG0000982	Syae.g_01568	Prau.g_01972
OG0000983	Syae.g_01569	Prau.g_01973
OG0000984	Syae.g_01570	Prau.g_01974
OG0000985	Syae.g_01572	Prau.g_01977
OG0000986	Syae.g_01575	Prau.g_01979
OG0000987	Syae.g_01577	Prau.g_01980
OG0000988	Syae.g_01583	Prau.g_01983
OG0000989	Syae.g_01591	Prau.g_01986
OG0000990	Syae.g_01606	Prau.g_01989
OG0000991	Syae.g_01609	Prau.g_01990
OG0000992	Syae.g_01612	Prau.g_01992
OG0000993	Syae.g_01613	Prau.g_01993
OG0000994	Syae.g_01616	Prau.g_01994
OG0000995	Syae.g_01627	Prau.g_01998
OG0000996	Syae.g_01667	Prau.g_01999
OG0000997	Syae.g_01678	Prau.g_02000
OG0000998	Syae.g_01680	Prau.g_02002
OG0000999	Syae.g_01683	Prau.g_02003
OG0001000	Syae.g_01686	Prau.g_02006
OG0001001	Syae.g_01692	Prau.g_02008
OG0001002	Syae.g_01699	Prau.g_02012
OG0001003	Syae.g_01701	Prau.g_02014
OG0001004	Syae.g_01702	Prau.g_02015
OG0001005	Syae.g_01703	Prau.g_02016
OG0001006	Syae.g_01710	Prau.g_02020
OG0001007	Syae.g_01712	Prau.g_02022
OG0001008	Syae.g_00993	Prau.g_00478
OG0001009	Syae.g_01744	Prau.g_00027
OG0001010	Syae.g_01745	Prau.g_00028
OG0001011	Syae.g_01747	Prau.g_00029
OG0001012	Syae.g_01564	Prau.g_00050
OG0001013	Syae.g_01552	Prau.g_00056
OG0001014	Syae.g_01548	Prau.g_00059
OG0001015	Syae.g_01547	Prau.g_00060
OG0001016	Syae.g_01290	Prau.g_00074
OG0001017	Syae.g_01296	Prau.g_00078
OG0001018	Syae.g_01298	Prau.g_00081
OG0001019	Syae.g_01334	Prau.g_00090
OG0001020	Syae.g_01340	Prau.g_00091
OG0001021	Syae.g_01344	Prau.g_00092
OG0001022	Syae.g_01348	Prau.g_00095
OG0001023	Syae.g_01349	Prau.g_00096
OG0001024	Syae.g_01353	Prau.g_00099
OG0001025	Syae.g_01360	Prau.g_00105
OG0001026	Syae.g_01373	Prau.g_00112
OG0001027	Syae.g_01377	Prau.g_00113
OG0001028	Syae.g_01379	Prau.g_00115
OG0001029	Syae.g_01381	Prau.g_00116
OG0001030	Syae.g_01403	Prau.g_00131
OG0001031	Syae.g_01475	Prau.g_00187
OG0001032	Syae.g_01479	Prau.g_00188
OG0001033	Syae.g_01505	Prau.g_00209
OG0001034	Syae.g_02238	Prau.g_00237
OG0001035	Syae.g_02006	Prau.g_00256
OG0001036	Syae.g_02001	Prau.g_00261
OG0001037	Syae.g_01999	Prau.g_00262
OG0001038	Syae.g_01971	Prau.g_00280
OG0001039	Syae.g_01968	Prau.g_00283
OG0001040	Syae.g_01965	Prau.g_00285
OG0001041	Syae.g_01960	Prau.g_00289
OG0001042	Syae.g_01935	Prau.g_00306
OG0001043	Syae.g_01931	Prau.g_00307
OG0001044	Syae.g_02191	Prau.g_00335
OG0001045	Syae.g_02204	Prau.g_00344
OG0001046	Syae.g_00385	Prau.g_00382
OG0001047	Syae.g_00991	Prau.g_00480
OG0001048	Syae.g_00990	Prau.g_00481
OG0001049	Syae.g_00987	Prau.g_00483
OG0001050	Syae.g_00986	Prau.g_00484
OG0001051	Syae.g_00985	Prau.g_00485
OG0001052	Syae.g_02526	Prau.g_00512
OG0001053	Syae.g_02312	Prau.g_00524
OG0001054	Syae.g_02329	Prau.g_00539
OG0001055	Syae.g_02350	Prau.g_00558
OG0001056	Syae.g_02379	Prau.g_00576
OG0001057	Syae.g_02388	Prau.g_00581
OG0001058	Syae.g_02402	Prau.g_00589
OG0001059	Syae.g_02406	Prau.g_00593
OG0001060	Syae.g_02412	Prau.g_00600
OG0001061	Syae.g_02434	Prau.g_00613
OG0001062	Syae.g_02436	Prau.g_00615
OG0001063	Syae.g_02440	Prau.g_00617
OG0001064	Syae.g_02441	Prau.g_00618
OG0001065	Syae.g_02442	Prau.g_00619
OG0001066	Syae.g_02443	Prau.g_00620
OG0001067	Syae.g_02444	Prau.g_00621
OG0001068	Syae.g_02445	Prau.g_00622
OG0001069	Syae.g_02446	Prau.g_00623
OG0001070	Syae.g_02449	Prau.g_00626
OG0001071	Syae.g_02450	Prau.g_00627
OG0001072	Syae.g_02454	Prau.g_00628
OG0001073	Syae.g_02468	Prau.g_00642
OG0001074	Syae.g_00027	Prau.g_00653
OG0001075	Syae.g_00029	Prau.g_00654
OG0001076	Syae.g_00050	Prau.g_00664
OG0001077	Syae.g_00061	Prau.g_00668
OG0001078	Syae.g_00075	Prau.g_00676
OG0001079	Syae.g_00088	Prau.g_00687
OG0001080	Syae.g_00267	Prau.g_00693
OG0001081	Syae.g_00615	Prau.g_00695
OG0001082	Syae.g_00614	Prau.g_00696
OG0001083	Syae.g_00605	Prau.g_00701
OG0001084	Syae.g_00604	Prau.g_00702
OG0001085	Syae.g_00594	Prau.g_00710
OG0001086	Syae.g_00592	Prau.g_00711
OG0001087	Syae.g_00751	Prau.g_00728
OG0001088	Syae.g_00755	Prau.g_00729
OG0001089	Syae.g_00781	Prau.g_00737
OG0001090	Syae.g_00471	Prau.g_00756
OG0001091	Syae.g_00469	Prau.g_00758
OG0001092	Syae.g_00466	Prau.g_00759
OG0001093	Syae.g_00460	Prau.g_00764
OG0001094	Syae.g_00527	Prau.g_00848
OG0001095	Syae.g_00506	Prau.g_00867
OG0001096	Syae.g_00490	Prau.g_00880
OG0001097	Syae.g_00845	Prau.g_00898
OG0001098	Syae.g_00269	Prau.g_00914
OG0001099	Syae.g_01380	Prau.g_00946
OG0001100	Syae.g_00583	Prau.g_00950
OG0001101	Syae.g_00581	Prau.g_00952
OG0001102	Syae.g_00578	Prau.g_00954
OG0001104	Syae.g_00544	Prau.g_00978
OG0001105	Syae.g_00540	Prau.g_00982
OG0001106	Syae.g_00346	Prau.g_01006
OG0001107	Syae.g_00358	Prau.g_01013
OG0001108	Syae.g_00366	Prau.g_01017
OG0001109	Syae.g_00368	Prau.g_01018
OG0001110	Syae.g_00370	Prau.g_01020
OG0001111	Syae.g_00372	Prau.g_01021
OG0001112	Syae.g_00374	Prau.g_01022
OG0001113	Syae.g_00375	Prau.g_01023
OG0001114	Syae.g_00376	Prau.g_01024
OG0001115	Syae.g_00380	Prau.g_01026
OG0001116	Syae.g_00382	Prau.g_01027
OG0001117	Syae.g_00383	Prau.g_01028
OG0001118	Syae.g_00384	Prau.g_01029
OG0001119	Syae.g_00386	Prau.g_01030
OG0001120	Syae.g_00390	Prau.g_01032
OG0001121	Syae.g_00133	Prau.g_01172, Prau.g_01035
OG0001122	Syae.g_00417	Prau.g_01061
OG0001123	Syae.g_00424	Prau.g_01065
OG0001124	Syae.g_00426	Prau.g_01067
OG0001125	Syae.g_00428	Prau.g_01068
OG0001126	Syae.g_00807	Prau.g_01078
OG0001127	Syae.g_00806	Prau.g_01079
OG0001128	Syae.g_00803	Prau.g_01081
OG0001129	Syae.g_00801	Prau.g_01082
OG0001130	Syae.g_00800	Prau.g_01083
OG0001131	Syae.g_00562	Prau.g_01118
OG0001132	Syae.g_00242	Prau.g_01127
OG0001133	Syae.g_00053	Prau.g_01160
OG0001134	Syae.g_00638	Prau.g_01174
OG0001136	Syae.g_00923	Prau.g_01204
OG0001137	Syae.g_00903	Prau.g_01214
OG0001138	Syae.g_00654	Prau.g_01232
OG0001139	Syae.g_00656	Prau.g_01233
OG0001140	Syae.g_00657	Prau.g_01234
OG0001141	Syae.g_00658	Prau.g_01235
OG0001142	Syae.g_00660	Prau.g_01236
OG0001143	Syae.g_00673	Prau.g_01243
OG0001144	Syae.g_00684	Prau.g_01248
OG0001145	Syae.g_00948	Prau.g_01362
OG0001146	Syae.g_00968	Prau.g_01375
OG0001147	Syae.g_02536	Prau.g_01395
OG0001148	Syae.g_02297	Prau.g_01411
OG0001149	Syae.g_02296	Prau.g_01412
OG0001150	Syae.g_02295	Prau.g_01413
OG0001151	Syae.g_02282	Prau.g_01424
OG0001152	Syae.g_02281	Prau.g_01425
OG0001153	Syae.g_02613	Prau.g_01563
OG0001155	Syae.g_01083	Prau.g_01576
OG0001156	Syae.g_01093	Prau.g_01579
OG0001157	Syae.g_01094	Prau.g_01580
OG0001158	Syae.g_01100	Prau.g_01581
OG0001159	Syae.g_01103	Prau.g_01582
OG0001160	Syae.g_01142	Prau.g_01606
OG0001161	Syae.g_01597	Prau.g_01619
OG0001162	Syae.g_00487	Prau.g_01630
OG0001163	Syae.g_01150	Prau.g_01724
OG0001164	Syae.g_01156	Prau.g_01728
OG0001165	Syae.g_01161	Prau.g_01731
OG0001166	Syae.g_01186	Prau.g_01751
OG0001167	Syae.g_01031	Prau.g_01768
OG0001168	Syae.g_01033	Prau.g_01770
OG0001169	Syae.g_01035	Prau.g_01772
OG0001170	Syae.g_01037	Prau.g_01774
OG0001171	Syae.g_01047	Prau.g_01783
OG0001172	Syae.g_02036	Prau.g_01797
OG0001173	Syae.g_02037	Prau.g_01798
