Orthogroup	Syae	Prbf
OG0000566	Syae.g_02418	Prbf.g_01845
OG0000567	Syae.g_02422	Prbf.g_01849
OG0000568	Syae.g_02427	Prbf.g_01850
OG0000569	Syae.g_02428	Prbf.g_01851
OG0000570	Syae.g_02429	Prbf.g_01852
OG0000571	Syae.g_02433	Prbf.g_01854
OG0000572	Syae.g_02448	Prbf.g_01868
OG0000573	Syae.g_02456	Prbf.g_01874
OG0000574	Syae.g_02457	Prbf.g_01875
OG0000575	Syae.g_02461	Prbf.g_01879
OG0000576	Syae.g_02463	Prbf.g_01881
OG0000577	Syae.g_02464	Prbf.g_01882
OG0000578	Syae.g_02465	Prbf.g_01883
OG0000579	Syae.g_02466	Prbf.g_01884
OG0000580	Syae.g_02467	Prbf.g_01885
OG0000581	Syae.g_02473	Prbf.g_01888
OG0000582	Syae.g_00018	Prbf.g_01891
OG0000583	Syae.g_00019	Prbf.g_01892
OG0000584	Syae.g_00020	Prbf.g_01893
OG0000585	Syae.g_00022	Prbf.g_01895
OG0000586	Syae.g_00023	Prbf.g_01896
OG0000587	Syae.g_00025	Prbf.g_01897
OG0000588	Syae.g_00043	Prbf.g_01901
OG0000589	Syae.g_00047	Prbf.g_01903
OG0000590	Syae.g_00048	Prbf.g_01904
OG0000591	Syae.g_00056	Prbf.g_01908
OG0000592	Syae.g_00057	Prbf.g_01909
OG0000593	Syae.g_00070	Prbf.g_00979
OG0000594	Syae.g_00071	Prbf.g_00980
OG0000595	Syae.g_00072	Prbf.g_00981
OG0000596	Syae.g_00077	Prbf.g_00985
OG0000597	Syae.g_00080	Prbf.g_00988
OG0000598	Syae.g_00081	Prbf.g_00989
OG0000599	Syae.g_00084	Prbf.g_00992
OG0000600	Syae.g_00085	Prbf.g_00993
OG0000601	Syae.g_00086	Prbf.g_00994
OG0000602	Syae.g_00091	Prbf.g_00996
OG0000603	Syae.g_00092	Prbf.g_00997
OG0000604	Syae.g_00095	Prbf.g_00998
OG0000605	Syae.g_00260	Prbf.g_00999
OG0000606	Syae.g_00616	Prbf.g_01002
OG0000607	Syae.g_00613	Prbf.g_01005
OG0000608	Syae.g_00612	Prbf.g_01006
OG0000609	Syae.g_00610	Prbf.g_01007
OG0000610	Syae.g_00601	Prbf.g_01013
OG0000611	Syae.g_00598	Prbf.g_01016
OG0000612	Syae.g_00597	Prbf.g_01017
OG0000613	Syae.g_01910	Prbf.g_01290
OG0000614	Syae.g_00765	Prbf.g_01269
OG0000615	Syae.g_00557	Prbf.g_01258
OG0000616	Syae.g_01696	Prbf.g_00404
OG0000617	Syae.g_00464	Prbf.g_01033
OG0000618	Syae.g_00463	Prbf.g_01034
OG0000619	Syae.g_00462	Prbf.g_01035
OG0000620	Syae.g_00456	Prbf.g_01038
OG0000621	Syae.g_00455	Prbf.g_01039
OG0000622	Syae.g_00454	Prbf.g_01040
OG0000623	Syae.g_00453	Prbf.g_01041
OG0000624	Syae.g_00451	Prbf.g_01043
OG0000625	Syae.g_00450	Prbf.g_01044
OG0000626	Syae.g_00449	Prbf.g_01045
OG0000627	Syae.g_00299	Prbf.g_01046
OG0000628	Syae.g_00300	Prbf.g_01047
OG0000629	Syae.g_00303	Prbf.g_01048
OG0000630	Syae.g_00310	Prbf.g_01051
OG0000631	Syae.g_00317	Prbf.g_01144
OG0000632	Syae.g_00318	Prbf.g_01143
OG0000633	Syae.g_00320	Prbf.g_01142
OG0000634	Syae.g_00525	Prbf.g_01249
OG0000635	Syae.g_00524	Prbf.g_01248
OG0000636	Syae.g_00522	Prbf.g_01246
OG0000637	Syae.g_00520	Prbf.g_01244
OG0000638	Syae.g_00519	Prbf.g_01243
OG0000639	Syae.g_00518	Prbf.g_01242
OG0000640	Syae.g_00517	Prbf.g_01241
OG0000641	Syae.g_00513	Prbf.g_01237
OG0000642	Syae.g_00512	Prbf.g_01236
OG0000643	Syae.g_00510	Prbf.g_01235
OG0000644	Syae.g_00509	Prbf.g_01234
OG0000645	Syae.g_00507	Prbf.g_01233
OG0000646	Syae.g_00504	Prbf.g_01231
OG0000647	Syae.g_00502	Prbf.g_01229
OG0000648	Syae.g_00499	Prbf.g_01227
OG0000649	Syae.g_00498	Prbf.g_01226
OG0000650	Syae.g_00497	Prbf.g_01225
OG0000651	Syae.g_00496	Prbf.g_01224
OG0000652	Syae.g_00495	Prbf.g_01223
OG0000653	Syae.g_00493	Prbf.g_01221
OG0000654	Syae.g_00492	Prbf.g_01220
OG0000655	Syae.g_00491	Prbf.g_01219
OG0000656	Syae.g_00488	Prbf.g_01216
OG0000657	Syae.g_00834	Prbf.g_01208
OG0000658	Syae.g_00837	Prbf.g_01206
OG0000659	Syae.g_00838	Prbf.g_01205
OG0000660	Syae.g_00842	Prbf.g_01201
OG0000661	Syae.g_00844	Prbf.g_01199
OG0000662	Syae.g_00846	Prbf.g_01197
OG0000663	Syae.g_00849	Prbf.g_01195
OG0000664	Syae.g_00850	Prbf.g_01194
OG0000665	Syae.g_00121	Prbf.g_01188
OG0000666	Syae.g_00258	Prbf.g_01187
OG0000667	Syae.g_02056	Prbf.g_01183
OG0000668	Syae.g_00418	Prbf.g_00838
OG0000669	Syae.g_00585	Prbf.g_01331
OG0000670	Syae.g_00582	Prbf.g_01328
OG0000671	Syae.g_00580	Prbf.g_01325
OG0000672	Syae.g_00577	Prbf.g_01322
OG0000673	Syae.g_00574	Prbf.g_01319
OG0000674	Syae.g_00572	Prbf.g_01317
OG0000675	Syae.g_00571	Prbf.g_01316
OG0000676	Syae.g_00569	Prbf.g_01314
OG0000677	Syae.g_00568	Prbf.g_01313
OG0000678	Syae.g_00564	Prbf.g_01311
OG0000679	Syae.g_00555	Prbf.g_01307
OG0000680	Syae.g_00554	Prbf.g_01306
OG0000681	Syae.g_00551	Prbf.g_01303
OG0000682	Syae.g_00550	Prbf.g_01302
OG0000683	Syae.g_00549	Prbf.g_01301
OG0000684	Syae.g_00545	Prbf.g_01299
OG0000685	Syae.g_00543	Prbf.g_01297
OG0000686	Syae.g_00542	Prbf.g_01296
OG0000687	Syae.g_00541	Prbf.g_01295
OG0000688	Syae.g_00536	Prbf.g_01021
OG0000689	Syae.g_00534	Prbf.g_01022
OG0000690	Syae.g_00533	Prbf.g_01023
OG0000691	Syae.g_00532	Prbf.g_01024
OG0000692	Syae.g_00531	Prbf.g_01026
OG0000693	Syae.g_00529	Prbf.g_01027
OG0000694	Syae.g_00528	Prbf.g_01028
OG0000695	Syae.g_00322	Prbf.g_01140
OG0000696	Syae.g_00323	Prbf.g_01139
OG0000697	Syae.g_00325	Prbf.g_01138
OG0000698	Syae.g_00328	Prbf.g_01135
OG0000699	Syae.g_00330	Prbf.g_01134
OG0000700	Syae.g_00331	Prbf.g_01133
OG0000701	Syae.g_00332	Prbf.g_01132
OG0000702	Syae.g_00341	Prbf.g_01130
OG0000703	Syae.g_00342	Prbf.g_01129
OG0000704	Syae.g_00345	Prbf.g_01127
OG0000705	Syae.g_00352	Prbf.g_01124
OG0000706	Syae.g_00353	Prbf.g_01123
OG0000707	Syae.g_00354	Prbf.g_01122
OG0000708	Syae.g_00357	Prbf.g_01120
OG0000709	Syae.g_00365	Prbf.g_01116
OG0000710	Syae.g_00369	Prbf.g_01113
OG0000711	Syae.g_00398	Prbf.g_01095
OG0000712	Syae.g_00400	Prbf.g_01094
OG0000713	Syae.g_00401	Prbf.g_01093
OG0000714	Syae.g_00403	Prbf.g_01092
OG0000715	Syae.g_00405	Prbf.g_01090
OG0000716	Syae.g_00409	Prbf.g_01088
OG0000717	Syae.g_00410	Prbf.g_01087
OG0000718	Syae.g_00414	Prbf.g_01083
OG0000719	Syae.g_00416	Prbf.g_01081
OG0000720	Syae.g_00429	Prbf.g_01069
OG0000721	Syae.g_00431	Prbf.g_01065
OG0000722	Syae.g_00432	Prbf.g_01064
OG0000723	Syae.g_00445	Prbf.g_01060
OG0000724	Syae.g_00799	Prbf.g_01165
OG0000725	Syae.g_00789	Prbf.g_01171
OG0000726	Syae.g_00788	Prbf.g_01172
OG0000727	Syae.g_00787	Prbf.g_01173
OG0000728	Syae.g_00785	Prbf.g_01175
OG0000729	Syae.g_01819	Prbf.g_00048
OG0000730	Syae.g_02189	Prbf.g_00876
OG0000731	Syae.g_02201	Prbf.g_01684
OG0000732	Syae.g_01764	Prbf.g_00453
OG0000733	Syae.g_01599	Prbf.g_00787
OG0000734	Syae.g_01371	Prbf.g_00902
OG0000735	Syae.g_00942	Prbf.g_00904
OG0000736	Syae.g_00941	Prbf.g_00905
OG0000737	Syae.g_00940	Prbf.g_00906
OG0000738	Syae.g_00935	Prbf.g_00910
OG0000739	Syae.g_00928	Prbf.g_00911
OG0000740	Syae.g_00927	Prbf.g_00912
OG0000741	Syae.g_00924	Prbf.g_00914
OG0000742	Syae.g_00922	Prbf.g_00917
OG0000743	Syae.g_00920	Prbf.g_00919
OG0000744	Syae.g_00919	Prbf.g_00920
OG0000745	Syae.g_00917	Prbf.g_00921
OG0000746	Syae.g_00915	Prbf.g_00923
OG0000747	Syae.g_00914	Prbf.g_00924
OG0000748	Syae.g_00902	Prbf.g_00928
OG0000749	Syae.g_00900	Prbf.g_00929
OG0000750	Syae.g_00899	Prbf.g_00930
OG0000751	Syae.g_00892	Prbf.g_00933
OG0000752	Syae.g_00890	Prbf.g_00935
OG0000753	Syae.g_00887	Prbf.g_00937
OG0000754	Syae.g_00641	Prbf.g_00940
OG0000755	Syae.g_00651	Prbf.g_00946
OG0000756	Syae.g_00652	Prbf.g_00947
OG0000757	Syae.g_00661	Prbf.g_00954
OG0000758	Syae.g_00662	Prbf.g_00955
OG0000759	Syae.g_00663	Prbf.g_00956
OG0000760	Syae.g_00664	Prbf.g_00957
OG0000761	Syae.g_00668	Prbf.g_00958
OG0000762	Syae.g_00672	Prbf.g_00959
OG0000763	Syae.g_00676	Prbf.g_00961
OG0000764	Syae.g_00677	Prbf.g_00962
OG0000765	Syae.g_00695	Prbf.g_00970
OG0000766	Syae.g_00696	Prbf.g_00971
OG0000767	Syae.g_00698	Prbf.g_00973
OG0000768	Syae.g_00699	Prbf.g_00974
OG0000769	Syae.g_00701	Prbf.g_00976
OG0000770	Syae.g_00704	Prbf.g_01914
OG0000771	Syae.g_00805	Prbf.g_00253
OG0000772	Syae.g_00168	Prbf.g_00767
OG0000773	Syae.g_00947	Prbf.g_00035
OG0000774	Syae.g_00951	Prbf.g_00033
OG0000775	Syae.g_00954	Prbf.g_00031
OG0000776	Syae.g_00955	Prbf.g_00030
OG0000777	Syae.g_00956	Prbf.g_00029
OG0000778	Syae.g_00957	Prbf.g_00028
OG0000779	Syae.g_00963	Prbf.g_00024
OG0000780	Syae.g_00967	Prbf.g_00023
OG0000781	Syae.g_00971	Prbf.g_00019
OG0000782	Syae.g_00972	Prbf.g_00018
OG0000783	Syae.g_00973	Prbf.g_00017
OG0000784	Syae.g_00974	Prbf.g_00016
OG0000785	Syae.g_00976	Prbf.g_00014
OG0000786	Syae.g_02477	Prbf.g_00011
OG0000787	Syae.g_02476	Prbf.g_00010
OG0000788	Syae.g_00087	Prbf.g_01782
OG0000789	Syae.g_00281	Prbf.g_00256
OG0000790	Syae.g_02294	Prbf.g_00100
OG0000791	Syae.g_02292	Prbf.g_00102
OG0000792	Syae.g_02291	Prbf.g_00103
OG0000793	Syae.g_02286	Prbf.g_00106
OG0000794	Syae.g_02285	Prbf.g_00107
OG0000795	Syae.g_02284	Prbf.g_00108
OG0000796	Syae.g_02280	Prbf.g_00112
OG0000797	Syae.g_02279	Prbf.g_00113
OG0000798	Syae.g_01205	Prbf.g_00312
OG0000799	Syae.g_00010	Prbf.g_00140
OG0000800	Syae.g_00009	Prbf.g_00141
OG0000801	Syae.g_00008	Prbf.g_00142
OG0000802	Syae.g_02686	Prbf.g_00144
OG0000803	Syae.g_02680	Prbf.g_00146
OG0000804	Syae.g_02677	Prbf.g_00147
OG0000805	Syae.g_02663	Prbf.g_00149
OG0000806	Syae.g_02661	Prbf.g_00151
OG0000807	Syae.g_02659	Prbf.g_00152
OG0000808	Syae.g_02658	Prbf.g_00153
OG0000809	Syae.g_02655	Prbf.g_00155
OG0000810	Syae.g_02654	Prbf.g_00156
OG0000811	Syae.g_02648	Prbf.g_00160
OG0000812	Syae.g_02646	Prbf.g_00162
OG0000813	Syae.g_02645	Prbf.g_00163
OG0000814	Syae.g_02643	Prbf.g_00165
OG0000815	Syae.g_02642	Prbf.g_00166
OG0000816	Syae.g_02641	Prbf.g_00168
OG0000817	Syae.g_02640	Prbf.g_00169
OG0000818	Syae.g_02634	Prbf.g_00174
OG0000819	Syae.g_02633	Prbf.g_00175
OG0000820	Syae.g_02632	Prbf.g_00176
OG0000821	Syae.g_02626	Prbf.g_00180
OG0000822	Syae.g_02624	Prbf.g_00181
OG0000823	Syae.g_02623	Prbf.g_00182
OG0000824	Syae.g_02617	Prbf.g_00185
OG0000825	Syae.g_02616	Prbf.g_00186
OG0000826	Syae.g_02615	Prbf.g_00187
OG0000827	Syae.g_02614	Prbf.g_00188
OG0000828	Syae.g_02612	Prbf.g_00191
OG0000829	Syae.g_02611	Prbf.g_00192
OG0000830	Syae.g_02610	Prbf.g_00193
OG0000831	Syae.g_02608	Prbf.g_00195
OG0000832	Syae.g_01081	Prbf.g_00205
OG0000833	Syae.g_01106	Prbf.g_00214
OG0000834	Syae.g_01108	Prbf.g_00215
OG0000835	Syae.g_01109	Prbf.g_00216
OG0000836	Syae.g_01113	Prbf.g_00217
OG0000837	Syae.g_01115	Prbf.g_00218
OG0000838	Syae.g_01119	Prbf.g_00220
OG0000839	Syae.g_01120	Prbf.g_00221
OG0000840	Syae.g_01121	Prbf.g_00222
OG0000841	Syae.g_01122	Prbf.g_00223
OG0000842	Syae.g_01123	Prbf.g_00224
OG0000843	Syae.g_01124	Prbf.g_00225
OG0000844	Syae.g_01125	Prbf.g_00226
OG0000845	Syae.g_01126	Prbf.g_00227
OG0000846	Syae.g_01127	Prbf.g_00228
OG0000847	Syae.g_01128	Prbf.g_00229
OG0000848	Syae.g_01130	Prbf.g_00230
OG0000849	Syae.g_01131	Prbf.g_00231
OG0000850	Syae.g_01133	Prbf.g_00233
OG0000851	Syae.g_01139	Prbf.g_00234
OG0000852	Syae.g_01140	Prbf.g_00235
OG0000853	Syae.g_01144	Prbf.g_00241
OG0000854	Syae.g_01146	Prbf.g_00243
OG0000855	Syae.g_01147	Prbf.g_00244
OG0000856	Syae.g_00059	Prbf.g_01911
OG0000857	Syae.g_00503	Prbf.g_01230
OG0000858	Syae.g_01153	Prbf.g_00700
OG0000859	Syae.g_01154	Prbf.g_00699
OG0000860	Syae.g_01165	Prbf.g_00691
OG0000861	Syae.g_01166	Prbf.g_00690
OG0000862	Syae.g_01167	Prbf.g_00689
OG0000863	Syae.g_01170	Prbf.g_00687
OG0000864	Syae.g_01171	Prbf.g_00686
OG0000865	Syae.g_01172	Prbf.g_00685
OG0000866	Syae.g_01173	Prbf.g_00684
OG0000867	Syae.g_01174	Prbf.g_00683
OG0000868	Syae.g_01177	Prbf.g_00681
OG0000869	Syae.g_01182	Prbf.g_00678
OG0000870	Syae.g_01187	Prbf.g_00673
OG0000871	Syae.g_01188	Prbf.g_00672
OG0000872	Syae.g_01196	Prbf.g_00671
OG0000873	Syae.g_01199	Prbf.g_00668
OG0000874	Syae.g_01194	Prbf.g_00665
OG0000875	Syae.g_01244	Prbf.g_00664
OG0000876	Syae.g_01020	Prbf.g_00663
OG0000877	Syae.g_01025	Prbf.g_00661
OG0000878	Syae.g_01026	Prbf.g_00660
OG0000879	Syae.g_01027	Prbf.g_00659
OG0000880	Syae.g_01028	Prbf.g_00658
OG0000881	Syae.g_01034	Prbf.g_00654
OG0000882	Syae.g_01039	Prbf.g_00649
OG0000883	Syae.g_01041	Prbf.g_00647
OG0000884	Syae.g_01043	Prbf.g_00645
OG0000885	Syae.g_01044	Prbf.g_00644
OG0000886	Syae.g_01045	Prbf.g_00643
OG0000887	Syae.g_01046	Prbf.g_00642
OG0000888	Syae.g_01048	Prbf.g_00640
OG0000889	Syae.g_01050	Prbf.g_00638
OG0000890	Syae.g_01056	Prbf.g_00637
OG0000891	Syae.g_01057	Prbf.g_00636
OG0000892	Syae.g_01059	Prbf.g_00634
OG0000893	Syae.g_02031	Prbf.g_00630
OG0000894	Syae.g_02034	Prbf.g_00627
OG0000895	Syae.g_02038	Prbf.g_00623
OG0000896	Syae.g_02039	Prbf.g_00622
OG0000897	Syae.g_02041	Prbf.g_00620
OG0000898	Syae.g_02042	Prbf.g_00619
OG0000899	Syae.g_02043	Prbf.g_00618
OG0000900	Syae.g_02044	Prbf.g_00617
OG0000901	Syae.g_02049	Prbf.g_00614
OG0000902	Syae.g_02051	Prbf.g_00612
OG0000903	Syae.g_02077	Prbf.g_00608
OG0000904	Syae.g_02071	Prbf.g_00604
OG0000905	Syae.g_02065	Prbf.g_00610
OG0000906	Syae.g_02063	Prbf.g_00611
OG0000907	Syae.g_02079	Prbf.g_00601
OG0000908	Syae.g_02082	Prbf.g_00598
OG0000909	Syae.g_02083	Prbf.g_00597
OG0000910	Syae.g_02084	Prbf.g_00596
OG0000911	Syae.g_02086	Prbf.g_00594
OG0000912	Syae.g_02087	Prbf.g_00593
OG0000913	Syae.g_02088	Prbf.g_00592
OG0000914	Syae.g_02089	Prbf.g_00591
OG0000915	Syae.g_02091	Prbf.g_00590
OG0000916	Syae.g_02092	Prbf.g_00589
OG0000917	Syae.g_02093	Prbf.g_00588
OG0000918	Syae.g_02094	Prbf.g_00587
OG0000919	Syae.g_02095	Prbf.g_00586
OG0000920	Syae.g_02096	Prbf.g_00585
OG0000921	Syae.g_02097	Prbf.g_00584
OG0000922	Syae.g_02098	Prbf.g_00583
OG0000923	Syae.g_02102	Prbf.g_00579
OG0000924	Syae.g_02103	Prbf.g_00578
OG0000925	Syae.g_02104	Prbf.g_00577
OG0000926	Syae.g_02105	Prbf.g_00576
OG0000927	Syae.g_02107	Prbf.g_00574
OG0000928	Syae.g_02108	Prbf.g_00573
OG0000929	Syae.g_02109	Prbf.g_00572
OG0000930	Syae.g_02110	Prbf.g_00571
OG0000931	Syae.g_02111	Prbf.g_00570
OG0000932	Syae.g_02112	Prbf.g_00569
OG0000933	Syae.g_02118	Prbf.g_00565
OG0000934	Syae.g_02120	Prbf.g_00563
OG0000935	Syae.g_02121	Prbf.g_00562
OG0000936	Syae.g_02122	Prbf.g_00561
OG0000937	Syae.g_02123	Prbf.g_00560
OG0000938	Syae.g_02126	Prbf.g_00557
OG0000939	Syae.g_02127	Prbf.g_00556
OG0000940	Syae.g_02133	Prbf.g_00549
OG0000941	Syae.g_02135	Prbf.g_00547
OG0000942	Syae.g_02137	Prbf.g_00545
OG0000943	Syae.g_02138	Prbf.g_00544
OG0000944	Syae.g_02140	Prbf.g_00542
OG0000945	Syae.g_02142	Prbf.g_00541
OG0000946	Syae.g_02146	Prbf.g_00536
OG0000947	Syae.g_02149	Prbf.g_00534
OG0000948	Syae.g_02150	Prbf.g_00533
OG0000949	Syae.g_01884	Prbf.g_00530
OG0000950	Syae.g_01873	Prbf.g_00523
OG0000951	Syae.g_01866	Prbf.g_00519
OG0000952	Syae.g_01859	Prbf.g_00515
OG0000953	Syae.g_01854	Prbf.g_00511
OG0000954	Syae.g_01845	Prbf.g_00507
OG0000955	Syae.g_01844	Prbf.g_00506
OG0000956	Syae.g_01842	Prbf.g_00504
OG0000957	Syae.g_01831	Prbf.g_00498
OG0000958	Syae.g_01830	Prbf.g_00497
OG0000959	Syae.g_01826	Prbf.g_00493
OG0000960	Syae.g_01825	Prbf.g_00492
OG0000961	Syae.g_01822	Prbf.g_00488
OG0000962	Syae.g_01820	Prbf.g_00486
OG0000963	Syae.g_01814	Prbf.g_00482
OG0000964	Syae.g_01813	Prbf.g_00481
OG0000965	Syae.g_01812	Prbf.g_00480
OG0000966	Syae.g_01789	Prbf.g_00474
OG0000967	Syae.g_01782	Prbf.g_00470
OG0000968	Syae.g_01787	Prbf.g_00468
OG0000969	Syae.g_01785	Prbf.g_00467
OG0000970	Syae.g_01784	Prbf.g_00466
OG0000971	Syae.g_01779	Prbf.g_00465
OG0000972	Syae.g_01778	Prbf.g_00464
OG0000973	Syae.g_01777	Prbf.g_00463
OG0000974	Syae.g_01776	Prbf.g_00462
OG0000975	Syae.g_01775	Prbf.g_00461
OG0000976	Syae.g_01774	Prbf.g_00460
OG0000977	Syae.g_01772	Prbf.g_00459
OG0000978	Syae.g_01771	Prbf.g_00458
OG0000979	Syae.g_01768	Prbf.g_00456
OG0000980	Syae.g_01765	Prbf.g_00454
OG0000981	Syae.g_01762	Prbf.g_00451
OG0000982	Syae.g_01568	Prbf.g_00449
OG0000983	Syae.g_01569	Prbf.g_00448
OG0000984	Syae.g_01570	Prbf.g_00447
OG0000985	Syae.g_01572	Prbf.g_00444
OG0000986	Syae.g_01575	Prbf.g_00442
OG0000987	Syae.g_01577	Prbf.g_00441
OG0000988	Syae.g_01583	Prbf.g_00438
OG0000989	Syae.g_01591	Prbf.g_00434
OG0000990	Syae.g_01606	Prbf.g_00430
OG0000991	Syae.g_01609	Prbf.g_00429
OG0000992	Syae.g_01612	Prbf.g_00426
OG0000993	Syae.g_01613	Prbf.g_00425
OG0000994	Syae.g_01616	Prbf.g_00424
OG0000995	Syae.g_01627	Prbf.g_00420
OG0000996	Syae.g_01667	Prbf.g_00419
OG0000997	Syae.g_01678	Prbf.g_00416
OG0000998	Syae.g_01680	Prbf.g_00414
OG0000999	Syae.g_01683	Prbf.g_00413
OG0001000	Syae.g_01686	Prbf.g_00410
OG0001001	Syae.g_01692	Prbf.g_00407
OG0001002	Syae.g_01699	Prbf.g_00402
OG0001003	Syae.g_01701	Prbf.g_00401
OG0001004	Syae.g_01702	Prbf.g_00400
OG0001005	Syae.g_01703	Prbf.g_00399
OG0001006	Syae.g_01710	Prbf.g_00395
OG0001007	Syae.g_01712	Prbf.g_00393
OG0001008	Syae.g_00993	Prbf.g_01721
OG0001009	Syae.g_01744	Prbf.g_01349
OG0001010	Syae.g_01745	Prbf.g_01350
OG0001011	Syae.g_01747	Prbf.g_01352
OG0001012	Syae.g_01564	Prbf.g_01366
OG0001013	Syae.g_01552	Prbf.g_01373
OG0001014	Syae.g_01548	Prbf.g_01376
OG0001015	Syae.g_01547	Prbf.g_01378
OG0001016	Syae.g_01290	Prbf.g_01400
OG0001017	Syae.g_01296	Prbf.g_01404
OG0001018	Syae.g_01298	Prbf.g_01406
OG0001019	Syae.g_01334	Prbf.g_01415
OG0001020	Syae.g_01340	Prbf.g_01416
OG0001021	Syae.g_01344	Prbf.g_01417
OG0001022	Syae.g_01348	Prbf.g_01420
OG0001023	Syae.g_01349	Prbf.g_01421
OG0001024	Syae.g_01353	Prbf.g_01425
OG0001025	Syae.g_01360	Prbf.g_01432
OG0001026	Syae.g_01373	Prbf.g_01441
OG0001027	Syae.g_01377	Prbf.g_01442
OG0001028	Syae.g_01379	Prbf.g_01444
OG0001029	Syae.g_01381	Prbf.g_01445
OG0001030	Syae.g_01403	Prbf.g_01461
OG0001031	Syae.g_01475	Prbf.g_01521
OG0001032	Syae.g_01479	Prbf.g_01522
OG0001033	Syae.g_01505	Prbf.g_01543
OG0001034	Syae.g_02238	Prbf.g_01574
OG0001035	Syae.g_02006	Prbf.g_01594
OG0001036	Syae.g_02001	Prbf.g_01598
OG0001037	Syae.g_01999	Prbf.g_01599
OG0001038	Syae.g_01971	Prbf.g_01618
OG0001039	Syae.g_01968	Prbf.g_01621
OG0001040	Syae.g_01965	Prbf.g_01623
OG0001041	Syae.g_01960	Prbf.g_01628
OG0001042	Syae.g_01935	Prbf.g_01645
OG0001043	Syae.g_01931	Prbf.g_01646
OG0001044	Syae.g_02191	Prbf.g_01677
OG0001045	Syae.g_02204	Prbf.g_01686
OG0001046	Syae.g_00385	Prbf.g_00741
OG0001047	Syae.g_00991	Prbf.g_01723
OG0001048	Syae.g_00990	Prbf.g_01724
OG0001049	Syae.g_00987	Prbf.g_01726
OG0001050	Syae.g_00986	Prbf.g_01727
OG0001051	Syae.g_00985	Prbf.g_01728
OG0001052	Syae.g_02526	Prbf.g_01754
OG0001053	Syae.g_02312	Prbf.g_01766
OG0001054	Syae.g_02329	Prbf.g_01781
OG0001055	Syae.g_02350	Prbf.g_01800
OG0001056	Syae.g_02379	Prbf.g_01817
OG0001057	Syae.g_02388	Prbf.g_01822
OG0001058	Syae.g_02402	Prbf.g_01830
OG0001059	Syae.g_02406	Prbf.g_01834
OG0001060	Syae.g_02412	Prbf.g_01840
OG0001061	Syae.g_02434	Prbf.g_01855
OG0001062	Syae.g_02436	Prbf.g_01857
OG0001063	Syae.g_02440	Prbf.g_01859
OG0001064	Syae.g_02441	Prbf.g_01860
OG0001065	Syae.g_02442	Prbf.g_01861
OG0001066	Syae.g_02443	Prbf.g_01862
OG0001067	Syae.g_02444	Prbf.g_01863
OG0001068	Syae.g_02445	Prbf.g_01864
OG0001069	Syae.g_02446	Prbf.g_01865
OG0001070	Syae.g_02449	Prbf.g_01869
OG0001071	Syae.g_02450	Prbf.g_01870
OG0001072	Syae.g_02454	Prbf.g_01872
OG0001073	Syae.g_02468	Prbf.g_01886
OG0001074	Syae.g_00027	Prbf.g_01898
OG0001075	Syae.g_00029	Prbf.g_01899
OG0001076	Syae.g_00050	Prbf.g_01906
OG0001077	Syae.g_00061	Prbf.g_01912
OG0001078	Syae.g_00075	Prbf.g_00983
OG0001079	Syae.g_00088	Prbf.g_00995
OG0001080	Syae.g_00267	Prbf.g_01001
OG0001081	Syae.g_00615	Prbf.g_01003
OG0001082	Syae.g_00614	Prbf.g_01004
OG0001083	Syae.g_00605	Prbf.g_01009
OG0001084	Syae.g_00604	Prbf.g_01010
OG0001085	Syae.g_00594	Prbf.g_01293
OG0001086	Syae.g_00592	Prbf.g_01292
OG0001087	Syae.g_00751	Prbf.g_01274
OG0001088	Syae.g_00755	Prbf.g_01273
OG0001089	Syae.g_00781	Prbf.g_01262
OG0001090	Syae.g_00471	Prbf.g_01252
OG0001091	Syae.g_00469	Prbf.g_01030
OG0001092	Syae.g_00466	Prbf.g_01031
OG0001093	Syae.g_00460	Prbf.g_01036
OG0001094	Syae.g_00527	Prbf.g_01029
OG0001095	Syae.g_00506	Prbf.g_01232
OG0001096	Syae.g_00490	Prbf.g_01218
OG0001097	Syae.g_00845	Prbf.g_01198
OG0001098	Syae.g_00269	Prbf.g_01179
OG0001099	Syae.g_01380	Prbf.g_00833
OG0001100	Syae.g_00583	Prbf.g_01329
OG0001101	Syae.g_00581	Prbf.g_01326
OG0001102	Syae.g_00578	Prbf.g_01323
OG0001103	Syae.g_00576	Prbf.g_01321
OG0001104	Syae.g_00544	Prbf.g_01298
OG0001105	Syae.g_00540	Prbf.g_01294
OG0001106	Syae.g_00346	Prbf.g_01126
OG0001107	Syae.g_00358	Prbf.g_01119
OG0001108	Syae.g_00366	Prbf.g_01115
OG0001109	Syae.g_00368	Prbf.g_01114
OG0001110	Syae.g_00370	Prbf.g_01112
OG0001111	Syae.g_00372	Prbf.g_01111
OG0001112	Syae.g_00374	Prbf.g_01110
OG0001113	Syae.g_00375	Prbf.g_01109
OG0001114	Syae.g_00376	Prbf.g_01108
OG0001115	Syae.g_00380	Prbf.g_01106
OG0001116	Syae.g_00382	Prbf.g_01105
OG0001117	Syae.g_00383	Prbf.g_01104
OG0001118	Syae.g_00384	Prbf.g_01103
OG0001119	Syae.g_00386	Prbf.g_01102
OG0001120	Syae.g_00390	Prbf.g_01100
OG0001122	Syae.g_00417	Prbf.g_01080
OG0001123	Syae.g_00424	Prbf.g_01074
OG0001124	Syae.g_00426	Prbf.g_01072
OG0001125	Syae.g_00428	Prbf.g_01070
