Orthogroup	Syae	Syao
OG0000597	Syae.g_00080	Syao.g_00900
OG0000598	Syae.g_00081	Syao.g_00901
OG0000599	Syae.g_00084	Syao.g_00908
OG0000600	Syae.g_00085	Syao.g_00909
OG0000601	Syae.g_00086	Syao.g_00910
OG0000602	Syae.g_00091	Syao.g_00914
OG0000603	Syae.g_00092	Syao.g_00915
OG0000604	Syae.g_00095	Syao.g_00918
OG0000606	Syae.g_00616	Syao.g_00924
OG0000607	Syae.g_00613	Syao.g_00927
OG0000608	Syae.g_00612	Syao.g_00928
OG0000609	Syae.g_00610	Syao.g_00930
OG0000610	Syae.g_00601	Syao.g_00940
OG0000611	Syae.g_00598	Syao.g_00943
OG0000612	Syae.g_00597	Syao.g_00944
OG0000613	Syae.g_01910	Syao.g_01979
OG0000614	Syae.g_00765	Syao.g_00375
OG0000615	Syae.g_00557	Syao.g_00978
OG0000616	Syae.g_01696	Syao.g_02342
OG0000617	Syae.g_00464	Syao.g_00486
OG0000618	Syae.g_00463	Syao.g_00485
OG0000619	Syae.g_00462	Syao.g_00484
OG0000620	Syae.g_00456	Syao.g_00479
OG0000621	Syae.g_00455	Syao.g_00478
OG0000622	Syae.g_00454	Syao.g_00476
OG0000623	Syae.g_00453	Syao.g_00475
OG0000624	Syae.g_00451	Syao.g_00473
OG0000625	Syae.g_00450	Syao.g_00472
OG0000626	Syae.g_00449	Syao.g_00471
OG0000627	Syae.g_00299	Syao.g_00567
OG0000628	Syae.g_00300	Syao.g_00566
OG0000629	Syae.g_00303	Syao.g_00590
OG0000630	Syae.g_00310	Syao.g_00585
OG0000631	Syae.g_00317	Syao.g_00644
OG0000632	Syae.g_00318	Syao.g_00643
OG0000633	Syae.g_00320	Syao.g_00642
OG0000634	Syae.g_00525	Syao.g_00752
OG0000635	Syae.g_00524	Syao.g_00753
OG0000636	Syae.g_00522	Syao.g_00755
OG0000637	Syae.g_00520	Syao.g_00757
OG0000638	Syae.g_00519	Syao.g_00758
OG0000639	Syae.g_00518	Syao.g_00759
OG0000640	Syae.g_00517	Syao.g_00760
OG0000641	Syae.g_00513	Syao.g_00764
OG0000642	Syae.g_00512	Syao.g_00765
OG0000643	Syae.g_00510	Syao.g_00767
OG0000644	Syae.g_00509	Syao.g_00768
OG0000645	Syae.g_00507	Syao.g_00770
OG0000646	Syae.g_00504	Syao.g_00773
OG0000647	Syae.g_00502	Syao.g_00775
OG0000648	Syae.g_00499	Syao.g_00777
OG0000649	Syae.g_00498	Syao.g_00778
OG0000650	Syae.g_00497	Syao.g_00779
OG0000651	Syae.g_00496	Syao.g_00780
OG0000652	Syae.g_00495	Syao.g_00781
OG0000653	Syae.g_00493	Syao.g_00783
OG0000654	Syae.g_00492	Syao.g_00784
OG0000655	Syae.g_00491	Syao.g_00785
OG0000656	Syae.g_00488	Syao.g_00789
OG0000657	Syae.g_00834	Syao.g_00435
OG0000658	Syae.g_00837	Syao.g_00560
OG0000659	Syae.g_00838	Syao.g_00559
OG0000660	Syae.g_00842	Syao.g_00555
OG0000662	Syae.g_00846	Syao.g_00535
OG0000663	Syae.g_00849	Syao.g_00532
OG0000664	Syae.g_00850	Syao.g_00530
OG0000665	Syae.g_00121	Syao.g_01436
OG0000666	Syae.g_00258	Syao.g_02120
OG0000667	Syae.g_02056	Syao.g_01375
OG0000668	Syae.g_00418	Syao.g_02678
OG0000669	Syae.g_00585	Syao.g_00955
OG0000670	Syae.g_00582	Syao.g_00958
OG0000671	Syae.g_00580	Syao.g_00960
OG0000672	Syae.g_00577	Syao.g_00963
OG0000673	Syae.g_00574	Syao.g_00966
OG0000674	Syae.g_00572	Syao.g_00968
OG0000675	Syae.g_00571	Syao.g_00969
OG0000676	Syae.g_00569	Syao.g_00971
OG0000677	Syae.g_00568	Syao.g_00972
OG0000678	Syae.g_00564	Syao.g_00974
OG0000679	Syae.g_00555	Syao.g_00981
OG0000680	Syae.g_00554	Syao.g_00982
OG0000681	Syae.g_00551	Syao.g_00985
OG0000682	Syae.g_00550	Syao.g_00986
OG0000683	Syae.g_00549	Syao.g_00987
OG0000684	Syae.g_00545	Syao.g_00990
OG0000685	Syae.g_00543	Syao.g_00733
OG0000686	Syae.g_00542	Syao.g_00734
OG0000687	Syae.g_00541	Syao.g_00735
OG0000688	Syae.g_00536	Syao.g_00741
OG0000689	Syae.g_00534	Syao.g_00743
OG0000690	Syae.g_00533	Syao.g_00744
OG0000691	Syae.g_00532	Syao.g_00745
OG0000692	Syae.g_00531	Syao.g_00747
OG0000693	Syae.g_00529	Syao.g_00748
OG0000694	Syae.g_00528	Syao.g_00749
OG0000695	Syae.g_00322	Syao.g_00639
OG0000696	Syae.g_00323	Syao.g_00638
OG0000697	Syae.g_00325	Syao.g_00636
OG0000698	Syae.g_00328	Syao.g_00633
OG0000699	Syae.g_00330	Syao.g_00631
OG0000700	Syae.g_00331	Syao.g_00630
OG0000701	Syae.g_00332	Syao.g_00629
OG0000702	Syae.g_00341	Syao.g_00705
OG0000703	Syae.g_00342	Syao.g_00693
OG0000704	Syae.g_00345	Syao.g_00689
OG0000705	Syae.g_00352	Syao.g_00682
OG0000706	Syae.g_00353	Syao.g_00681
OG0000707	Syae.g_00354	Syao.g_00680
OG0000708	Syae.g_00357	Syao.g_00677
OG0000709	Syae.g_00365	Syao.g_00670
OG0000710	Syae.g_00369	Syao.g_00666
OG0000711	Syae.g_00398	Syao.g_00815
OG0000712	Syae.g_00400	Syao.g_00813
OG0000713	Syae.g_00401	Syao.g_00812
OG0000714	Syae.g_00403	Syao.g_00810
OG0000715	Syae.g_00405	Syao.g_00808
OG0000716	Syae.g_00409	Syao.g_00804
OG0000717	Syae.g_00410	Syao.g_00803
OG0000718	Syae.g_00414	Syao.g_00794
OG0000719	Syae.g_00416	Syao.g_00444
OG0000720	Syae.g_00429	Syao.g_00457
OG0000721	Syae.g_00431	Syao.g_00459
OG0000722	Syae.g_00432	Syao.g_00460
OG0000723	Syae.g_00445	Syao.g_00469
OG0000724	Syae.g_00799	Syao.g_00513
OG0000725	Syae.g_00789	Syao.g_00385
OG0000726	Syae.g_00788	Syao.g_00384
OG0000727	Syae.g_00787	Syao.g_00383
OG0000728	Syae.g_00785	Syao.g_00381
OG0000729	Syae.g_01819	Syao.g_02190
OG0000730	Syae.g_02189	Syao.g_01880
OG0000731	Syae.g_02201	Syao.g_01868
OG0000732	Syae.g_01764	Syao.g_02218
OG0000733	Syae.g_01599	Syao.g_01427
OG0000734	Syae.g_01371	Syao.g_02592
OG0000735	Syae.g_00942	Syao.g_00140
OG0000736	Syae.g_00941	Syao.g_00139
OG0000737	Syae.g_00940	Syao.g_00138
OG0000738	Syae.g_00935	Syao.g_00132
OG0000739	Syae.g_00928	Syao.g_00131
OG0000740	Syae.g_00927	Syao.g_00130
OG0000741	Syae.g_00924	Syao.g_00127
OG0000742	Syae.g_00922	Syao.g_00124
OG0000743	Syae.g_00920	Syao.g_00217
OG0000744	Syae.g_00919	Syao.g_00216
OG0000745	Syae.g_00917	Syao.g_00213
OG0000746	Syae.g_00915	Syao.g_00210
OG0000747	Syae.g_00914	Syao.g_00208
OG0000748	Syae.g_00902	Syao.g_00193
OG0000749	Syae.g_00900	Syao.g_00192
OG0000750	Syae.g_00899	Syao.g_00191
OG0000751	Syae.g_00892	Syao.g_00185
OG0000752	Syae.g_00890	Syao.g_00183
OG0000753	Syae.g_00887	Syao.g_00180
OG0000754	Syae.g_00641	Syao.g_00175
OG0000755	Syae.g_00651	Syao.g_00021
OG0000756	Syae.g_00652	Syao.g_00229
OG0000757	Syae.g_00661	Syao.g_00252
OG0000758	Syae.g_00662	Syao.g_00251
OG0000759	Syae.g_00663	Syao.g_00250
OG0000760	Syae.g_00664	Syao.g_00249
OG0000761	Syae.g_00668	Syao.g_00248
OG0000762	Syae.g_00672	Syao.g_00246
OG0000763	Syae.g_00676	Syao.g_00242
OG0000764	Syae.g_00677	Syao.g_00241
OG0000765	Syae.g_00695	Syao.g_00267
OG0000766	Syae.g_00696	Syao.g_00266
OG0000767	Syae.g_00698	Syao.g_00264
OG0000768	Syae.g_00699	Syao.g_00263
OG0000769	Syae.g_00701	Syao.g_00261
OG0000770	Syae.g_00704	Syao.g_00257
OG0000771	Syae.g_00805	Syao.g_00506
OG0000772	Syae.g_00168	Syao.g_01523
OG0000773	Syae.g_00947	Syao.g_01447
OG0000774	Syae.g_00951	Syao.g_01442
OG0000775	Syae.g_00954	Syao.g_01440
OG0000776	Syae.g_00955	Syao.g_01439
OG0000777	Syae.g_00956	Syao.g_01438
OG0000778	Syae.g_00957	Syao.g_01437
OG0000779	Syae.g_00963	Syao.g_01469
OG0000780	Syae.g_00967	Syao.g_01456
OG0000781	Syae.g_00971	Syao.g_01452
OG0000782	Syae.g_00972	Syao.g_01451
OG0000783	Syae.g_00973	Syao.g_01450
OG0000784	Syae.g_00974	Syao.g_01449
OG0000785	Syae.g_00976	Syao.g_01481
OG0000786	Syae.g_02477	Syao.g_01473
OG0000787	Syae.g_02476	Syao.g_01472
OG0000788	Syae.g_00087	Syao.g_00870
OG0000789	Syae.g_00281	Syao.g_00623
OG0000790	Syae.g_02294	Syao.g_00041, Syao.g_00315
OG0000791	Syae.g_02292	Syao.g_00043
OG0000792	Syae.g_02291	Syao.g_00044
OG0000793	Syae.g_02286	Syao.g_02700
OG0000794	Syae.g_02285	Syao.g_02703
OG0000795	Syae.g_02284	Syao.g_02704
OG0000796	Syae.g_02280	Syao.g_02708
OG0000797	Syae.g_02279	Syao.g_02709
OG0000798	Syae.g_01972	Syao.g_02066
OG0000799	Syae.g_00010	Syao.g_01525
OG0000800	Syae.g_00009	Syao.g_01526
OG0000801	Syae.g_00008	Syao.g_01527
OG0000802	Syae.g_02686	Syao.g_01531
OG0000803	Syae.g_02680	Syao.g_01534
OG0000804	Syae.g_02677	Syao.g_01537
OG0000805	Syae.g_02663	Syao.g_01502
OG0000806	Syae.g_02661	Syao.g_01504
OG0000807	Syae.g_02659	Syao.g_01506
OG0000808	Syae.g_02658	Syao.g_01507
OG0000809	Syae.g_02655	Syao.g_01511
OG0000810	Syae.g_02654	Syao.g_01482
OG0000811	Syae.g_02648	Syao.g_01490
OG0000812	Syae.g_02646	Syao.g_01492
OG0000813	Syae.g_02645	Syao.g_01493
OG0000814	Syae.g_02643	Syao.g_01495
OG0000815	Syae.g_02642	Syao.g_01499
OG0000816	Syae.g_02641	Syao.g_01471
OG0000817	Syae.g_02640	Syao.g_01519
OG0000818	Syae.g_02634	Syao.g_00062
OG0000819	Syae.g_02633	Syao.g_00063
OG0000820	Syae.g_02632	Syao.g_00064
OG0000821	Syae.g_02626	Syao.g_00070
OG0000822	Syae.g_02624	Syao.g_00072
OG0000823	Syae.g_02623	Syao.g_00073
OG0000824	Syae.g_02617	Syao.g_00079
OG0000825	Syae.g_02616	Syao.g_00080
OG0000826	Syae.g_02615	Syao.g_00081
OG0000827	Syae.g_02614	Syao.g_00082
OG0000828	Syae.g_02612	Syao.g_00085
OG0000829	Syae.g_02611	Syao.g_00086
OG0000830	Syae.g_02610	Syao.g_00087
OG0000831	Syae.g_02608	Syao.g_00089
OG0000832	Syae.g_01081	Syao.g_01696
OG0000833	Syae.g_01106	Syao.g_01612
OG0000834	Syae.g_01108	Syao.g_01610
OG0000835	Syae.g_01109	Syao.g_01609
OG0000836	Syae.g_01113	Syao.g_01606
OG0000837	Syae.g_01115	Syao.g_01605
OG0000838	Syae.g_01119	Syao.g_01601
OG0000839	Syae.g_01120	Syao.g_01600
OG0000840	Syae.g_01121	Syao.g_01599
OG0000841	Syae.g_01122	Syao.g_01598
OG0000842	Syae.g_01123	Syao.g_01597
OG0000843	Syae.g_01124	Syao.g_01596
OG0000844	Syae.g_01125	Syao.g_01594
OG0000845	Syae.g_01126	Syao.g_01593
OG0000846	Syae.g_01127	Syao.g_01592
OG0000847	Syae.g_01128	Syao.g_01591
OG0000848	Syae.g_01130	Syao.g_01589
OG0000849	Syae.g_01131	Syao.g_01588
OG0000850	Syae.g_01133	Syao.g_01585
OG0000851	Syae.g_01139	Syao.g_01582
OG0000852	Syae.g_01140	Syao.g_01581
OG0000853	Syae.g_01144	Syao.g_01577
OG0000854	Syae.g_01146	Syao.g_01575
OG0000855	Syae.g_01147	Syao.g_01574
OG0000856	Syae.g_00059	Syao.g_01327
OG0000857	Syae.g_00503	Syao.g_00774
OG0000858	Syae.g_01153	Syao.g_01567
OG0000859	Syae.g_01154	Syao.g_01566
OG0000860	Syae.g_01165	Syao.g_01552
OG0000861	Syae.g_01166	Syao.g_01551
OG0000862	Syae.g_01167	Syao.g_01542
OG0000863	Syae.g_01170	Syao.g_01540
OG0000864	Syae.g_01171	Syao.g_01017
OG0000866	Syae.g_01173	Syao.g_01686
OG0000867	Syae.g_01174	Syao.g_01685
OG0000868	Syae.g_01177	Syao.g_01682
OG0000869	Syae.g_01182	Syao.g_01677
OG0000870	Syae.g_01187	Syao.g_01672
OG0000871	Syae.g_01188	Syao.g_01671
OG0000872	Syae.g_01196	Syao.g_01665
OG0000873	Syae.g_01199	Syao.g_01662
OG0000874	Syae.g_01194	Syao.g_01660
OG0000875	Syae.g_01244	Syao.g_01658
OG0000876	Syae.g_01020	Syao.g_00536
OG0000877	Syae.g_01025	Syao.g_01654
OG0000878	Syae.g_01026	Syao.g_01653
OG0000879	Syae.g_01027	Syao.g_01652
OG0000880	Syae.g_01028	Syao.g_01651
OG0000881	Syae.g_01034	Syao.g_01647
OG0000882	Syae.g_01039	Syao.g_01642
OG0000883	Syae.g_01041	Syao.g_01638
OG0000884	Syae.g_01043	Syao.g_01636
OG0000885	Syae.g_01044	Syao.g_01635
OG0000886	Syae.g_01045	Syao.g_01634
OG0000887	Syae.g_01046	Syao.g_01633
OG0000888	Syae.g_01048	Syao.g_01631
OG0000889	Syae.g_01050	Syao.g_01629
OG0000890	Syae.g_01056	Syao.g_01626
OG0000891	Syae.g_01057	Syao.g_01625
OG0000892	Syae.g_01059	Syao.g_01695
OG0000893	Syae.g_02031	Syao.g_01934
OG0000894	Syae.g_02034	Syao.g_01937
OG0000895	Syae.g_02038	Syao.g_01916
OG0000896	Syae.g_02039	Syao.g_01917
OG0000897	Syae.g_02041	Syao.g_01919
OG0000898	Syae.g_02042	Syao.g_01920
OG0000899	Syae.g_02043	Syao.g_01921
OG0000900	Syae.g_02044	Syao.g_01922
OG0000901	Syae.g_02049	Syao.g_01927
OG0000902	Syae.g_02051	Syao.g_01929
OG0000903	Syae.g_02077	Syao.g_01798
OG0000904	Syae.g_02071	Syao.g_01804
OG0000905	Syae.g_02065	Syao.g_01862
OG0000906	Syae.g_02063	Syao.g_01931
OG0000907	Syae.g_02079	Syao.g_01796
OG0000908	Syae.g_02082	Syao.g_01793
OG0000909	Syae.g_02083	Syao.g_01792
OG0000910	Syae.g_02084	Syao.g_01791
OG0000911	Syae.g_02086	Syao.g_01789
OG0000912	Syae.g_02087	Syao.g_01788
OG0000913	Syae.g_02088	Syao.g_01787
OG0000914	Syae.g_02089	Syao.g_01786
OG0000915	Syae.g_02091	Syao.g_01784
OG0000916	Syae.g_02092	Syao.g_01783
OG0000917	Syae.g_02093	Syao.g_01782
OG0000918	Syae.g_02094	Syao.g_01781
OG0000919	Syae.g_02095	Syao.g_01780
OG0000920	Syae.g_02096	Syao.g_01779
OG0000921	Syae.g_02097	Syao.g_01778
OG0000922	Syae.g_02098	Syao.g_01777
OG0000923	Syae.g_02102	Syao.g_01772
OG0000924	Syae.g_02103	Syao.g_01771
OG0000925	Syae.g_02104	Syao.g_01770
OG0000926	Syae.g_02105	Syao.g_01769
OG0000927	Syae.g_02107	Syao.g_01767
OG0000928	Syae.g_02108	Syao.g_01766
OG0000929	Syae.g_02109	Syao.g_01765
OG0000930	Syae.g_02110	Syao.g_01764
OG0000931	Syae.g_02111	Syao.g_01763
OG0000932	Syae.g_02112	Syao.g_01762
OG0000933	Syae.g_02118	Syao.g_01811
OG0000934	Syae.g_02120	Syao.g_01809
OG0000935	Syae.g_02121	Syao.g_01808
OG0000936	Syae.g_02122	Syao.g_01843
OG0000937	Syae.g_02123	Syao.g_01842
OG0000938	Syae.g_02126	Syao.g_01839
OG0000939	Syae.g_02127	Syao.g_01838
OG0000940	Syae.g_02133	Syao.g_01830
OG0000941	Syae.g_02135	Syao.g_01828
OG0000942	Syae.g_02137	Syao.g_01826
OG0000943	Syae.g_02138	Syao.g_01824
OG0000944	Syae.g_02140	Syao.g_01822
OG0000945	Syae.g_02142	Syao.g_01821
OG0000946	Syae.g_02146	Syao.g_01852
OG0000947	Syae.g_02149	Syao.g_01849
OG0000948	Syae.g_02150	Syao.g_01848
OG0000949	Syae.g_01884	Syao.g_01970
OG0000950	Syae.g_01873	Syao.g_01957
OG0000951	Syae.g_01866	Syao.g_02262
OG0000952	Syae.g_01859	Syao.g_02266
OG0000953	Syae.g_01854	Syao.g_02130
OG0000954	Syae.g_01845	Syao.g_02135
OG0000955	Syae.g_01844	Syao.g_02136
OG0000956	Syae.g_01842	Syao.g_02138
OG0000957	Syae.g_01831	Syao.g_01951
OG0000958	Syae.g_01830	Syao.g_01950
OG0000959	Syae.g_01826	Syao.g_01947
OG0000960	Syae.g_01825	Syao.g_01946
OG0000961	Syae.g_01822	Syao.g_02496
OG0000962	Syae.g_01820	Syao.g_02191
OG0000963	Syae.g_01814	Syao.g_02186
OG0000964	Syae.g_01813	Syao.g_02185
OG0000965	Syae.g_01812	Syao.g_02184
OG0000966	Syae.g_01789	Syao.g_02172
OG0000967	Syae.g_01782	Syao.g_02167
OG0000968	Syae.g_01787	Syao.g_02199
OG0000969	Syae.g_01785	Syao.g_02200
OG0000970	Syae.g_01784	Syao.g_02201
OG0000971	Syae.g_01779	Syao.g_02203
OG0000972	Syae.g_01778	Syao.g_02204
OG0000973	Syae.g_01777	Syao.g_02205
OG0000974	Syae.g_01776	Syao.g_02206
OG0000975	Syae.g_01775	Syao.g_02207
OG0000976	Syae.g_01774	Syao.g_02208
OG0000977	Syae.g_01772	Syao.g_02210
OG0000978	Syae.g_01771	Syao.g_02211
OG0000979	Syae.g_01768	Syao.g_02214
OG0000980	Syae.g_01765	Syao.g_02217
OG0000981	Syae.g_01762	Syao.g_02220
OG0000982	Syae.g_01568	Syao.g_02437
OG0000983	Syae.g_01569	Syao.g_02438
OG0000984	Syae.g_01570	Syao.g_02439
OG0000985	Syae.g_01572	Syao.g_02443
OG0000986	Syae.g_01575	Syao.g_02445
OG0000987	Syae.g_01577	Syao.g_02447
OG0000988	Syae.g_01583	Syao.g_02452
OG0000989	Syae.g_01591	Syao.g_02368
OG0000990	Syae.g_01606	Syao.g_02362
OG0000991	Syae.g_01609	Syao.g_02354
OG0000992	Syae.g_01612	Syao.g_02279
OG0000993	Syae.g_01613	Syao.g_02280
OG0000994	Syae.g_01616	Syao.g_02283
OG0000995	Syae.g_01627	Syao.g_02287
OG0000996	Syae.g_01667	Syao.g_02305
OG0000997	Syae.g_01678	Syao.g_02326
OG0000998	Syae.g_01680	Syao.g_02328
OG0000999	Syae.g_01683	Syao.g_02329
OG0001000	Syae.g_01686	Syao.g_02333
OG0001001	Syae.g_01692	Syao.g_02338
OG0001002	Syae.g_01699	Syao.g_02345
OG0001003	Syae.g_01701	Syao.g_02347
OG0001004	Syae.g_01702	Syao.g_02348
OG0001005	Syae.g_01703	Syao.g_02194
OG0001006	Syae.g_01710	Syao.g_02159
OG0001007	Syae.g_01712	Syao.g_02161
OG0001008	Syae.g_00993	Syao.g_01737
OG0001009	Syae.g_01744	Syao.g_02239
OG0001010	Syae.g_01745	Syao.g_02238
OG0001011	Syae.g_01747	Syao.g_02236
OG0001012	Syae.g_01564	Syao.g_00322
OG0001013	Syae.g_01552	Syao.g_02413
OG0001014	Syae.g_01548	Syao.g_02407
OG0001015	Syae.g_01547	Syao.g_02406
OG0001016	Syae.g_01290	Syao.g_02622
OG0001017	Syae.g_01296	Syao.g_02628
OG0001018	Syae.g_01298	Syao.g_02630
OG0001019	Syae.g_01334	Syao.g_02654
OG0001020	Syae.g_01340	Syao.g_02663
OG0001021	Syae.g_01344	Syao.g_02666
OG0001022	Syae.g_01348	Syao.g_02670
OG0001023	Syae.g_01349	Syao.g_02671
OG0001024	Syae.g_01353	Syao.g_01018
OG0001025	Syae.g_01360	Syao.g_02597
OG0001026	Syae.g_01373	Syao.g_02594
OG0001027	Syae.g_01377	Syao.g_02564
OG0001028	Syae.g_01379	Syao.g_02568
OG0001029	Syae.g_01381	Syao.g_02570
OG0001030	Syae.g_01403	Syao.g_02545
OG0001031	Syae.g_01475	Syao.g_02528
OG0001032	Syae.g_01479	Syao.g_02530
OG0001033	Syae.g_01505	Syao.g_01016
OG0001034	Syae.g_02238	Syao.g_01704
OG0001035	Syae.g_02006	Syao.g_02101
OG0001036	Syae.g_02001	Syao.g_02096
OG0001037	Syae.g_01999	Syao.g_02094
OG0001038	Syae.g_01971	Syao.g_02065
OG0001039	Syae.g_01968	Syao.g_02062
OG0001040	Syae.g_01965	Syao.g_02059
OG0001041	Syae.g_01960	Syao.g_02055
OG0001042	Syae.g_01935	Syao.g_02032
OG0001043	Syae.g_01931	Syao.g_02028
OG0001044	Syae.g_02191	Syao.g_01878
OG0001045	Syae.g_02204	Syao.g_01865
OG0001046	Syae.g_00385	Syao.g_00827
OG0001047	Syae.g_00991	Syao.g_01739
OG0001048	Syae.g_00990	Syao.g_01740
OG0001049	Syae.g_00987	Syao.g_01616
OG0001050	Syae.g_00986	Syao.g_01618
OG0001051	Syae.g_00985	Syao.g_01619
OG0001052	Syae.g_02526	Syao.g_02686
OG0001053	Syae.g_02312	Syao.g_00025
OG0001054	Syae.g_02329	Syao.g_00104
OG0001055	Syae.g_02350	Syao.g_00156
OG0001056	Syae.g_02379	Syao.g_01417
OG0001057	Syae.g_02388	Syao.g_00879
OG0001058	Syae.g_02402	Syao.g_00862
OG0001059	Syae.g_02406	Syao.g_00858
OG0001060	Syae.g_02412	Syao.g_00852
OG0001062	Syae.g_02436	Syao.g_01050
OG0001063	Syae.g_02440	Syao.g_01042
OG0001064	Syae.g_02441	Syao.g_01041
OG0001065	Syae.g_02442	Syao.g_01040
OG0001066	Syae.g_02443	Syao.g_01039
OG0001067	Syae.g_02444	Syao.g_01038
OG0001068	Syae.g_02445	Syao.g_01037
OG0001069	Syae.g_02446	Syao.g_01036
OG0001070	Syae.g_02449	Syao.g_01032
OG0001071	Syae.g_02450	Syao.g_01031
OG0001072	Syae.g_02454	Syao.g_01027
OG0001073	Syae.g_02468	Syao.g_00991
OG0001074	Syae.g_00027	Syao.g_00392
OG0001075	Syae.g_00029	Syao.g_00391
OG0001076	Syae.g_00050	Syao.g_01339
OG0001077	Syae.g_00061	Syao.g_01323
OG0001078	Syae.g_00075	Syao.g_00895
OG0001079	Syae.g_00088	Syao.g_00911
OG0001081	Syae.g_00615	Syao.g_00925
OG0001082	Syae.g_00614	Syao.g_00926
OG0001083	Syae.g_00605	Syao.g_00934
OG0001084	Syae.g_00604	Syao.g_00935
OG0001085	Syae.g_00594	Syao.g_00947
OG0001086	Syae.g_00592	Syao.g_00949
OG0001087	Syae.g_00751	Syao.g_01419
OG0001088	Syae.g_00755	Syao.g_00211
OG0001089	Syae.g_00781	Syao.g_00376
OG0001090	Syae.g_00471	Syao.g_00494
OG0001091	Syae.g_00469	Syao.g_00491
OG0001092	Syae.g_00466	Syao.g_00489
OG0001093	Syae.g_00460	Syao.g_00482
OG0001094	Syae.g_00527	Syao.g_00750
OG0001095	Syae.g_00506	Syao.g_00771
OG0001096	Syae.g_00490	Syao.g_00786
OG0001097	Syae.g_00845	Syao.g_00552
OG0001098	Syae.g_00269	Syao.g_00731
OG0001099	Syae.g_01380	Syao.g_02569
OG0001100	Syae.g_00583	Syao.g_00957
OG0001101	Syae.g_00581	Syao.g_00959
OG0001102	Syae.g_00578	Syao.g_00962
OG0001103	Syae.g_00576	Syao.g_00964
OG0001105	Syae.g_00540	Syao.g_00736
OG0001106	Syae.g_00346	Syao.g_00688
OG0001107	Syae.g_00358	Syao.g_00676
OG0001108	Syae.g_00366	Syao.g_00669
OG0001109	Syae.g_00368	Syao.g_00667
OG0001110	Syae.g_00370	Syao.g_00665
OG0001111	Syae.g_00372	Syao.g_00663
OG0001112	Syae.g_00374	Syao.g_00661
OG0001113	Syae.g_00375	Syao.g_00660
OG0001114	Syae.g_00376	Syao.g_00659
OG0001115	Syae.g_00380	Syao.g_00832
OG0001116	Syae.g_00382	Syao.g_00830
OG0001117	Syae.g_00383	Syao.g_00829
OG0001118	Syae.g_00384	Syao.g_00828
OG0001119	Syae.g_00386	Syao.g_00826
OG0001120	Syae.g_00390	Syao.g_00822
OG0001121	Syae.g_00133	Syao.g_01294
OG0001122	Syae.g_00417	Syao.g_00445
OG0001123	Syae.g_00424	Syao.g_00451
OG0001124	Syae.g_00426	Syao.g_00453
OG0001125	Syae.g_00428	Syao.g_00456
OG0001126	Syae.g_00807	Syao.g_00504
OG0001127	Syae.g_00806	Syao.g_00505
OG0001128	Syae.g_00803	Syao.g_00508
OG0001129	Syae.g_00801	Syao.g_00510
OG0001130	Syae.g_00800	Syao.g_00511
OG0001131	Syae.g_00562	Syao.g_01387
OG0001132	Syae.g_00242	Syao.g_01221
OG0001133	Syae.g_00053	Syao.g_01333
OG0001134	Syae.g_00638	Syao.g_01428
OG0001135	Syae.g_00636	Syao.g_01424
OG0001136	Syae.g_00923	Syao.g_00126
OG0001137	Syae.g_00903	Syao.g_00194
OG0001138	Syae.g_00654	Syao.g_00227
OG0001139	Syae.g_00656	Syao.g_00225
OG0001140	Syae.g_00657	Syao.g_00224
OG0001141	Syae.g_00658	Syao.g_00254
OG0001142	Syae.g_00660	Syao.g_00253
OG0001143	Syae.g_00673	Syao.g_00243
OG0001144	Syae.g_00684	Syao.g_00276
OG0001145	Syae.g_00948	Syao.g_01446
OG0001146	Syae.g_00968	Syao.g_01455
OG0001147	Syae.g_02536	Syao.g_00095
OG0001148	Syae.g_02297	Syao.g_00038
OG0001149	Syae.g_02296	Syao.g_00039
OG0001150	Syae.g_02295	Syao.g_00040
OG0001151	Syae.g_02282	Syao.g_02706
OG0001152	Syae.g_02281	Syao.g_02707
OG0001153	Syae.g_02613	Syao.g_00083
OG0001155	Syae.g_01083	Syao.g_01747
OG0001156	Syae.g_01093	Syao.g_01744
OG0001157	Syae.g_01094	Syao.g_01743
OG0001158	Syae.g_01100	Syao.g_01742
OG0001159	Syae.g_01103	Syao.g_01741
OG0001160	Syae.g_01142	Syao.g_01579
OG0001161	Syae.g_01597	Syao.g_02373
OG0001162	Syae.g_00487	Syao.g_02650
OG0001163	Syae.g_01150	Syao.g_01571
OG0001164	Syae.g_01156	Syao.g_01564
OG0001165	Syae.g_01161	Syao.g_01559
OG0001166	Syae.g_01186	Syao.g_01673
OG0001167	Syae.g_01031	Syao.g_01006
OG0001168	Syae.g_01033	Syao.g_01648
OG0001169	Syae.g_01035	Syao.g_01646
OG0001170	Syae.g_01037	Syao.g_01644
OG0001171	Syae.g_01047	Syao.g_01632
OG0001172	Syae.g_02036	Syao.g_01914
OG0001173	Syae.g_02037	Syao.g_01915
OG0001174	Syae.g_02045	Syao.g_01923
OG0001175	Syae.g_02046	Syao.g_01924
OG0001176	Syae.g_02076	Syao.g_01799
OG0001177	Syae.g_02073	Syao.g_01802
OG0001178	Syae.g_01168	Syao.g_01541
OG0001179	Syae.g_02106	Syao.g_01768
OG0001180	Syae.g_02130	Syao.g_01833
OG0001181	Syae.g_02134	Syao.g_01829
OG0001182	Syae.g_02143	Syao.g_01820
OG0001183	Syae.g_02147	Syao.g_01851
OG0001184	Syae.g_01862	Syao.g_02264
OG0001185	Syae.g_01835	Syao.g_02147
