Orthogroup	Syae	Prbi
OG0000566	Syae.g_02418	Prbi.g_00566
OG0000567	Syae.g_02422	Prbi.g_00570
OG0000568	Syae.g_02427	Prbi.g_00571
OG0000569	Syae.g_02428	Prbi.g_00572
OG0000570	Syae.g_02429	Prbi.g_00573
OG0000571	Syae.g_02433	Prbi.g_00575
OG0000572	Syae.g_02448	Prbi.g_00588
OG0000573	Syae.g_02456	Prbi.g_00594
OG0000574	Syae.g_02457	Prbi.g_00595
OG0000575	Syae.g_02461	Prbi.g_00599
OG0000576	Syae.g_02463	Prbi.g_00601
OG0000577	Syae.g_02464	Prbi.g_00602
OG0000578	Syae.g_02465	Prbi.g_00603
OG0000579	Syae.g_02466	Prbi.g_00604
OG0000580	Syae.g_02467	Prbi.g_00605
OG0000581	Syae.g_02473	Prbi.g_00607
OG0000582	Syae.g_00018	Prbi.g_00610
OG0000583	Syae.g_00019	Prbi.g_00611
OG0000584	Syae.g_00020	Prbi.g_00612
OG0000585	Syae.g_00022	Prbi.g_00614
OG0000586	Syae.g_00023	Prbi.g_00615
OG0000587	Syae.g_00025	Prbi.g_00616
OG0000588	Syae.g_00043	Prbi.g_00620
OG0000589	Syae.g_00047	Prbi.g_00623
OG0000590	Syae.g_00048	Prbi.g_00624
OG0000591	Syae.g_00056	Prbi.g_00627
OG0000592	Syae.g_00057	Prbi.g_00628
OG0000593	Syae.g_00070	Prbi.g_00635
OG0000594	Syae.g_00071	Prbi.g_00636
OG0000595	Syae.g_00072	Prbi.g_00637
OG0000596	Syae.g_00077	Prbi.g_00641
OG0000597	Syae.g_00080	Prbi.g_00643
OG0000598	Syae.g_00081	Prbi.g_00644
OG0000599	Syae.g_00084	Prbi.g_00647
OG0000600	Syae.g_00085	Prbi.g_00648
OG0000601	Syae.g_00086	Prbi.g_00649
OG0000602	Syae.g_00091	Prbi.g_00651
OG0000603	Syae.g_00092	Prbi.g_00652
OG0000604	Syae.g_00095	Prbi.g_00653
OG0000605	Syae.g_00260	Prbi.g_00654
OG0000606	Syae.g_00616	Prbi.g_00657
OG0000607	Syae.g_00613	Prbi.g_00660
OG0000608	Syae.g_00612	Prbi.g_00661
OG0000609	Syae.g_00610	Prbi.g_00662
OG0000610	Syae.g_00601	Prbi.g_00667
OG0000611	Syae.g_00598	Prbi.g_00670
OG0000612	Syae.g_00597	Prbi.g_00671
OG0000613	Syae.g_01910	Prbi.g_00676
OG0000614	Syae.g_00765	Prbi.g_00695
OG0000615	Syae.g_00557	Prbi.g_00704
OG0000616	Syae.g_01696	Prbi.g_00708
OG0000617	Syae.g_00464	Prbi.g_00751
OG0000618	Syae.g_00463	Prbi.g_00752
OG0000619	Syae.g_00462	Prbi.g_00753
OG0000620	Syae.g_00456	Prbi.g_00756
OG0000621	Syae.g_00455	Prbi.g_00757
OG0000622	Syae.g_00454	Prbi.g_00758
OG0000623	Syae.g_00453	Prbi.g_00759
OG0000624	Syae.g_00451	Prbi.g_00760
OG0000625	Syae.g_00450	Prbi.g_00761
OG0000626	Syae.g_00449	Prbi.g_00762
OG0000627	Syae.g_00299	Prbi.g_00763
OG0000628	Syae.g_00300	Prbi.g_00764
OG0000629	Syae.g_00303	Prbi.g_00765
OG0000630	Syae.g_00310	Prbi.g_00768
OG0000631	Syae.g_00317	Prbi.g_00838
OG0000632	Syae.g_00318	Prbi.g_00839
OG0000633	Syae.g_00320	Prbi.g_00840
OG0000634	Syae.g_00525	Prbi.g_00843
OG0000635	Syae.g_00524	Prbi.g_00844
OG0000636	Syae.g_00522	Prbi.g_00846
OG0000637	Syae.g_00520	Prbi.g_00848
OG0000638	Syae.g_00519	Prbi.g_00849
OG0000639	Syae.g_00518	Prbi.g_00850
OG0000640	Syae.g_00517	Prbi.g_00851
OG0000641	Syae.g_00513	Prbi.g_00855
OG0000642	Syae.g_00512	Prbi.g_00856
OG0000643	Syae.g_00510	Prbi.g_00857
OG0000644	Syae.g_00509	Prbi.g_00858
OG0000645	Syae.g_00507	Prbi.g_00859
OG0000646	Syae.g_00504	Prbi.g_00861
OG0000647	Syae.g_00502	Prbi.g_00862
OG0000648	Syae.g_00499	Prbi.g_00864
OG0000649	Syae.g_00498	Prbi.g_00865
OG0000650	Syae.g_00497	Prbi.g_00866
OG0000651	Syae.g_00496	Prbi.g_00867
OG0000652	Syae.g_00495	Prbi.g_00868
OG0000653	Syae.g_00493	Prbi.g_00870
OG0000654	Syae.g_00492	Prbi.g_00871
OG0000655	Syae.g_00491	Prbi.g_00872
OG0000656	Syae.g_00488	Prbi.g_00875
OG0000657	Syae.g_00834	Prbi.g_00883
OG0000658	Syae.g_00837	Prbi.g_00884
OG0000659	Syae.g_00838	Prbi.g_00885
OG0000660	Syae.g_00842	Prbi.g_00889
OG0000661	Syae.g_00844	Prbi.g_00891
OG0000662	Syae.g_00846	Prbi.g_00893
OG0000663	Syae.g_00849	Prbi.g_00895
OG0000664	Syae.g_00850	Prbi.g_00896
OG0000665	Syae.g_00121	Prbi.g_00900
OG0000666	Syae.g_00258	Prbi.g_00901
OG0000667	Syae.g_02056	Prbi.g_00905
OG0000668	Syae.g_00418	Prbi.g_00934
OG0000669	Syae.g_00585	Prbi.g_00942
OG0000670	Syae.g_00582	Prbi.g_00944
OG0000671	Syae.g_00580	Prbi.g_00946
OG0000672	Syae.g_00577	Prbi.g_00949
OG0000673	Syae.g_00574	Prbi.g_00952
OG0000674	Syae.g_00572	Prbi.g_00954
OG0000675	Syae.g_00571	Prbi.g_00955
OG0000676	Syae.g_00569	Prbi.g_00957
OG0000677	Syae.g_00568	Prbi.g_00958
OG0000678	Syae.g_00564	Prbi.g_00960
OG0000679	Syae.g_00555	Prbi.g_00964
OG0000680	Syae.g_00554	Prbi.g_00965
OG0000681	Syae.g_00551	Prbi.g_00968
OG0000682	Syae.g_00550	Prbi.g_00969
OG0000683	Syae.g_00549	Prbi.g_00970
OG0000684	Syae.g_00545	Prbi.g_00971
OG0000685	Syae.g_00543	Prbi.g_00973
OG0000686	Syae.g_00542	Prbi.g_00974
OG0000687	Syae.g_00541	Prbi.g_00975
OG0000688	Syae.g_00536	Prbi.g_00978
OG0000689	Syae.g_00534	Prbi.g_00979
OG0000690	Syae.g_00533	Prbi.g_00980
OG0000691	Syae.g_00532	Prbi.g_00981
OG0000692	Syae.g_00531	Prbi.g_00983
OG0000693	Syae.g_00529	Prbi.g_00984
OG0000694	Syae.g_00528	Prbi.g_00985
OG0000695	Syae.g_00322	Prbi.g_00987
OG0000696	Syae.g_00323	Prbi.g_00988
OG0000697	Syae.g_00325	Prbi.g_00989
OG0000698	Syae.g_00328	Prbi.g_00992
OG0000699	Syae.g_00330	Prbi.g_00993
OG0000700	Syae.g_00331	Prbi.g_00994
OG0000701	Syae.g_00332	Prbi.g_00995
OG0000702	Syae.g_00341	Prbi.g_00997
OG0000703	Syae.g_00342	Prbi.g_00998
OG0000704	Syae.g_00345	Prbi.g_00999
OG0000705	Syae.g_00352	Prbi.g_01003
OG0000706	Syae.g_00353	Prbi.g_01004
OG0000707	Syae.g_00354	Prbi.g_01005
OG0000708	Syae.g_00357	Prbi.g_01006
OG0000709	Syae.g_00365	Prbi.g_01010
OG0000710	Syae.g_00369	Prbi.g_01013
OG0000711	Syae.g_00398	Prbi.g_01030
OG0000712	Syae.g_00400	Prbi.g_01032
OG0000713	Syae.g_00401	Prbi.g_01033
OG0000714	Syae.g_00403	Prbi.g_01034
OG0000715	Syae.g_00405	Prbi.g_01036
OG0000716	Syae.g_00409	Prbi.g_01038
OG0000717	Syae.g_00410	Prbi.g_01039
OG0000718	Syae.g_00414	Prbi.g_01055
OG0000719	Syae.g_00416	Prbi.g_01057
OG0000720	Syae.g_00429	Prbi.g_01066
OG0000721	Syae.g_00431	Prbi.g_01068
OG0000722	Syae.g_00432	Prbi.g_01069
OG0000723	Syae.g_00445	Prbi.g_01072
OG0000724	Syae.g_00799	Prbi.g_01081
OG0000725	Syae.g_00789	Prbi.g_01087
OG0000726	Syae.g_00788	Prbi.g_01088
OG0000727	Syae.g_00787	Prbi.g_01089
OG0000728	Syae.g_00785	Prbi.g_01091
OG0000729	Syae.g_01819	Prbi.g_01138
OG0000730	Syae.g_02189	Prbi.g_01142
OG0000731	Syae.g_02201	Prbi.g_01146
OG0000732	Syae.g_01764	Prbi.g_01155
OG0000733	Syae.g_01599	Prbi.g_01175
OG0000734	Syae.g_01371	Prbi.g_01192
OG0000735	Syae.g_00942	Prbi.g_01194
OG0000736	Syae.g_00941	Prbi.g_01195
OG0000737	Syae.g_00940	Prbi.g_01196
OG0000738	Syae.g_00935	Prbi.g_01200
OG0000739	Syae.g_00928	Prbi.g_01201
OG0000740	Syae.g_00927	Prbi.g_01202
OG0000741	Syae.g_00924	Prbi.g_01203
OG0000742	Syae.g_00922	Prbi.g_01206
OG0000743	Syae.g_00920	Prbi.g_01208
OG0000744	Syae.g_00919	Prbi.g_01209
OG0000745	Syae.g_00917	Prbi.g_01210
OG0000746	Syae.g_00915	Prbi.g_01212
OG0000747	Syae.g_00914	Prbi.g_01213
OG0000748	Syae.g_00902	Prbi.g_01216
OG0000749	Syae.g_00900	Prbi.g_01217
OG0000750	Syae.g_00899	Prbi.g_01218
OG0000751	Syae.g_00892	Prbi.g_01220
OG0000752	Syae.g_00890	Prbi.g_01222
OG0000753	Syae.g_00887	Prbi.g_01225
OG0000754	Syae.g_00641	Prbi.g_01228
OG0000755	Syae.g_00651	Prbi.g_01231
OG0000756	Syae.g_00652	Prbi.g_01232
OG0000757	Syae.g_00661	Prbi.g_01238
OG0000758	Syae.g_00662	Prbi.g_01239
OG0000759	Syae.g_00663	Prbi.g_01240
OG0000760	Syae.g_00664	Prbi.g_01241
OG0000761	Syae.g_00668	Prbi.g_01242
OG0000762	Syae.g_00672	Prbi.g_01243
OG0000763	Syae.g_00676	Prbi.g_01245
OG0000764	Syae.g_00677	Prbi.g_01246
OG0000765	Syae.g_00695	Prbi.g_01255
OG0000766	Syae.g_00696	Prbi.g_01256
OG0000767	Syae.g_00698	Prbi.g_01258
OG0000768	Syae.g_00699	Prbi.g_01259
OG0000769	Syae.g_00701	Prbi.g_01261
OG0000770	Syae.g_00704	Prbi.g_01263
OG0000771	Syae.g_00805	Prbi.g_01277
OG0000772	Syae.g_00168	Prbi.g_01363
OG0000773	Syae.g_00947	Prbi.g_01382
OG0000774	Syae.g_00951	Prbi.g_01384
OG0000775	Syae.g_00954	Prbi.g_01386
OG0000776	Syae.g_00955	Prbi.g_01387
OG0000777	Syae.g_00956	Prbi.g_01388
OG0000778	Syae.g_00957	Prbi.g_01389
OG0000779	Syae.g_00963	Prbi.g_01393
OG0000780	Syae.g_00967	Prbi.g_01394
OG0000781	Syae.g_00971	Prbi.g_01397
OG0000782	Syae.g_00972	Prbi.g_01398
OG0000783	Syae.g_00973	Prbi.g_01399
OG0000784	Syae.g_00974	Prbi.g_01400
OG0000785	Syae.g_00976	Prbi.g_01402
OG0000786	Syae.g_02477	Prbi.g_01404
OG0000787	Syae.g_02476	Prbi.g_01405
OG0000788	Syae.g_00087	Prbi.g_01426
OG0000789	Syae.g_00281	Prbi.g_01429
OG0000790	Syae.g_02294	Prbi.g_01444
OG0000791	Syae.g_02292	Prbi.g_01446
OG0000792	Syae.g_02291	Prbi.g_01447
OG0000793	Syae.g_02286	Prbi.g_01450
OG0000794	Syae.g_02285	Prbi.g_01451
OG0000795	Syae.g_02284	Prbi.g_01452
OG0000796	Syae.g_02280	Prbi.g_01456
OG0000797	Syae.g_02279	Prbi.g_01457
OG0000799	Syae.g_00010	Prbi.g_01571
OG0000800	Syae.g_00009	Prbi.g_01572
OG0000801	Syae.g_00008	Prbi.g_01573
OG0000802	Syae.g_02686	Prbi.g_01575
OG0000803	Syae.g_02680	Prbi.g_01577
OG0000804	Syae.g_02677	Prbi.g_01578
OG0000805	Syae.g_02663	Prbi.g_01580
OG0000806	Syae.g_02661	Prbi.g_01582
OG0000807	Syae.g_02659	Prbi.g_01583
OG0000808	Syae.g_02658	Prbi.g_01584
OG0000809	Syae.g_02655	Prbi.g_01587
OG0000810	Syae.g_02654	Prbi.g_01588
OG0000811	Syae.g_02648	Prbi.g_01594
OG0000812	Syae.g_02646	Prbi.g_01596
OG0000813	Syae.g_02645	Prbi.g_01597
OG0000814	Syae.g_02643	Prbi.g_01599
OG0000815	Syae.g_02642	Prbi.g_01600
OG0000816	Syae.g_02641	Prbi.g_01602
OG0000817	Syae.g_02640	Prbi.g_01603
OG0000818	Syae.g_02634	Prbi.g_01608
OG0000819	Syae.g_02633	Prbi.g_01609
OG0000820	Syae.g_02632	Prbi.g_01610
OG0000821	Syae.g_02626	Prbi.g_01613
OG0000822	Syae.g_02624	Prbi.g_01614
OG0000823	Syae.g_02623	Prbi.g_01615
OG0000824	Syae.g_02617	Prbi.g_01618
OG0000825	Syae.g_02616	Prbi.g_01619
OG0000826	Syae.g_02615	Prbi.g_01620
OG0000827	Syae.g_02614	Prbi.g_01621
OG0000828	Syae.g_02612	Prbi.g_01624
OG0000829	Syae.g_02611	Prbi.g_01625
OG0000830	Syae.g_02610	Prbi.g_01626
OG0000831	Syae.g_02608	Prbi.g_01628
OG0000832	Syae.g_01081	Prbi.g_01634
OG0000833	Syae.g_01106	Prbi.g_01642
OG0000834	Syae.g_01108	Prbi.g_01643
OG0000835	Syae.g_01109	Prbi.g_01644
OG0000836	Syae.g_01113	Prbi.g_01645
OG0000837	Syae.g_01115	Prbi.g_01646
OG0000838	Syae.g_01119	Prbi.g_01648
OG0000839	Syae.g_01120	Prbi.g_01649
OG0000840	Syae.g_01121	Prbi.g_01650
OG0000841	Syae.g_01122	Prbi.g_01651
OG0000842	Syae.g_01123	Prbi.g_01652
OG0000843	Syae.g_01124	Prbi.g_01653
OG0000844	Syae.g_01125	Prbi.g_01654
OG0000845	Syae.g_01126	Prbi.g_01655
OG0000846	Syae.g_01127	Prbi.g_01656
OG0000847	Syae.g_01128	Prbi.g_01657
OG0000848	Syae.g_01130	Prbi.g_01658
OG0000849	Syae.g_01131	Prbi.g_01659
OG0000850	Syae.g_01133	Prbi.g_01661
OG0000851	Syae.g_01139	Prbi.g_01662
OG0000852	Syae.g_01140	Prbi.g_01663
OG0000853	Syae.g_01144	Prbi.g_01667
OG0000854	Syae.g_01146	Prbi.g_01669
OG0000855	Syae.g_01147	Prbi.g_01670
OG0000856	Syae.g_00059	Prbi.g_01685
OG0000857	Syae.g_00503	Prbi.g_01711
OG0000858	Syae.g_01153	Prbi.g_01781
OG0000859	Syae.g_01154	Prbi.g_01782
OG0000860	Syae.g_01165	Prbi.g_01789
OG0000861	Syae.g_01166	Prbi.g_01790
OG0000862	Syae.g_01167	Prbi.g_01791
OG0000863	Syae.g_01170	Prbi.g_01793
OG0000864	Syae.g_01171	Prbi.g_01794
OG0000865	Syae.g_01172	Prbi.g_01795
OG0000866	Syae.g_01173	Prbi.g_01796
OG0000867	Syae.g_01174	Prbi.g_01797
OG0000868	Syae.g_01177	Prbi.g_01798
OG0000869	Syae.g_01182	Prbi.g_01802
OG0000870	Syae.g_01187	Prbi.g_01807
OG0000871	Syae.g_01188	Prbi.g_01808
OG0000872	Syae.g_01196	Prbi.g_01809
OG0000873	Syae.g_01199	Prbi.g_01812
OG0000874	Syae.g_01194	Prbi.g_01815
OG0000875	Syae.g_01244	Prbi.g_01816
OG0000876	Syae.g_01020	Prbi.g_01817
OG0000877	Syae.g_01025	Prbi.g_01819
OG0000878	Syae.g_01026	Prbi.g_01820
OG0000879	Syae.g_01027	Prbi.g_01821
OG0000880	Syae.g_01028	Prbi.g_01822
OG0000881	Syae.g_01034	Prbi.g_01826
OG0000882	Syae.g_01039	Prbi.g_01831
OG0000883	Syae.g_01041	Prbi.g_01832
OG0000884	Syae.g_01043	Prbi.g_01834
OG0000885	Syae.g_01044	Prbi.g_01835
OG0000886	Syae.g_01045	Prbi.g_01836
OG0000887	Syae.g_01046	Prbi.g_01837
OG0000888	Syae.g_01048	Prbi.g_01839
OG0000889	Syae.g_01050	Prbi.g_01841
OG0000890	Syae.g_01056	Prbi.g_01842
OG0000891	Syae.g_01057	Prbi.g_01843
OG0000892	Syae.g_01059	Prbi.g_01845
OG0000893	Syae.g_02031	Prbi.g_01848
OG0000894	Syae.g_02034	Prbi.g_01850
OG0000895	Syae.g_02038	Prbi.g_01853
OG0000896	Syae.g_02039	Prbi.g_01854
OG0000897	Syae.g_02041	Prbi.g_01856
OG0000898	Syae.g_02042	Prbi.g_01857
OG0000899	Syae.g_02043	Prbi.g_01858
OG0000900	Syae.g_02044	Prbi.g_01859
OG0000901	Syae.g_02049	Prbi.g_01863
OG0000902	Syae.g_02051	Prbi.g_01865
OG0000903	Syae.g_02077	Prbi.g_01868
OG0000904	Syae.g_02071	Prbi.g_01870
OG0000905	Syae.g_02065	Prbi.g_01875
OG0000906	Syae.g_02063	Prbi.g_01876
OG0000907	Syae.g_02079	Prbi.g_01896
OG0000908	Syae.g_02082	Prbi.g_01899
OG0000909	Syae.g_02083	Prbi.g_01900
OG0000910	Syae.g_02084	Prbi.g_01901
OG0000911	Syae.g_02086	Prbi.g_01903
OG0000912	Syae.g_02087	Prbi.g_01904
OG0000913	Syae.g_02088	Prbi.g_01905
OG0000914	Syae.g_02089	Prbi.g_01906
OG0000915	Syae.g_02091	Prbi.g_01907
OG0000916	Syae.g_02092	Prbi.g_01908
OG0000917	Syae.g_02093	Prbi.g_01909
OG0000918	Syae.g_02094	Prbi.g_01910
OG0000919	Syae.g_02095	Prbi.g_01911
OG0000920	Syae.g_02096	Prbi.g_01912
OG0000921	Syae.g_02097	Prbi.g_01913
OG0000922	Syae.g_02098	Prbi.g_01914
OG0000923	Syae.g_02102	Prbi.g_01918
OG0000924	Syae.g_02103	Prbi.g_01919
OG0000925	Syae.g_02104	Prbi.g_01920
OG0000926	Syae.g_02105	Prbi.g_01921
OG0000927	Syae.g_02107	Prbi.g_01923
OG0000928	Syae.g_02108	Prbi.g_01924
OG0000929	Syae.g_02109	Prbi.g_01925
OG0000930	Syae.g_02110	Prbi.g_01926
OG0000931	Syae.g_02111	Prbi.g_01927
OG0000932	Syae.g_02112	Prbi.g_01928
OG0000933	Syae.g_02118	Prbi.g_01932
OG0000934	Syae.g_02120	Prbi.g_01934
OG0000935	Syae.g_02121	Prbi.g_01935
OG0000936	Syae.g_02122	Prbi.g_01936
OG0000937	Syae.g_02123	Prbi.g_01937
OG0000938	Syae.g_02126	Prbi.g_01939
OG0000939	Syae.g_02127	Prbi.g_01940
OG0000940	Syae.g_02133	Prbi.g_01947
OG0000941	Syae.g_02135	Prbi.g_01949
OG0000942	Syae.g_02137	Prbi.g_01951
OG0000943	Syae.g_02138	Prbi.g_01952
OG0000944	Syae.g_02140	Prbi.g_01953
OG0000945	Syae.g_02142	Prbi.g_01954
OG0000946	Syae.g_02146	Prbi.g_01958
OG0000947	Syae.g_02149	Prbi.g_01960
OG0000948	Syae.g_02150	Prbi.g_01961
OG0000949	Syae.g_01884	Prbi.g_01964
OG0000950	Syae.g_01873	Prbi.g_01969
OG0000951	Syae.g_01866	Prbi.g_01973
OG0000952	Syae.g_01859	Prbi.g_01977
OG0000953	Syae.g_01854	Prbi.g_01980
OG0000954	Syae.g_01845	Prbi.g_01984
OG0000955	Syae.g_01844	Prbi.g_01985
OG0000956	Syae.g_01842	Prbi.g_01987
OG0000957	Syae.g_01831	Prbi.g_01992
OG0000958	Syae.g_01830	Prbi.g_01993
OG0000959	Syae.g_01826	Prbi.g_01997
OG0000960	Syae.g_01825	Prbi.g_01998
OG0000961	Syae.g_01822	Prbi.g_02000
OG0000962	Syae.g_01820	Prbi.g_02002
OG0000963	Syae.g_01814	Prbi.g_02006
OG0000964	Syae.g_01813	Prbi.g_02007
OG0000965	Syae.g_01812	Prbi.g_02008
OG0000966	Syae.g_01789	Prbi.g_02027
OG0000967	Syae.g_01782	Prbi.g_02032
OG0000968	Syae.g_01787	Prbi.g_02034
OG0000969	Syae.g_01785	Prbi.g_02035
OG0000970	Syae.g_01784	Prbi.g_02036
OG0000971	Syae.g_01779	Prbi.g_02037
OG0000972	Syae.g_01778	Prbi.g_02038
OG0000973	Syae.g_01777	Prbi.g_02039
OG0000974	Syae.g_01776	Prbi.g_02040
OG0000975	Syae.g_01775	Prbi.g_02041
OG0000976	Syae.g_01774	Prbi.g_02042
OG0000977	Syae.g_01772	Prbi.g_02043
OG0000978	Syae.g_01771	Prbi.g_02044
OG0000979	Syae.g_01768	Prbi.g_02047
OG0000980	Syae.g_01765	Prbi.g_02049
OG0000981	Syae.g_01762	Prbi.g_02051
OG0000982	Syae.g_01568	Prbi.g_02053
OG0000983	Syae.g_01569	Prbi.g_02054
OG0000984	Syae.g_01570	Prbi.g_02055
OG0000985	Syae.g_01572	Prbi.g_02058
OG0000986	Syae.g_01575	Prbi.g_02060
OG0000987	Syae.g_01577	Prbi.g_02061
OG0000988	Syae.g_01583	Prbi.g_02064
OG0000989	Syae.g_01591	Prbi.g_02068
OG0000990	Syae.g_01606	Prbi.g_02071
OG0000991	Syae.g_01609	Prbi.g_02072
OG0000992	Syae.g_01612	Prbi.g_02074
OG0000993	Syae.g_01613	Prbi.g_02075
OG0000994	Syae.g_01616	Prbi.g_02076
OG0000995	Syae.g_01627	Prbi.g_02080
OG0000996	Syae.g_01667	Prbi.g_02081
OG0000997	Syae.g_01678	Prbi.g_02082
OG0000998	Syae.g_01680	Prbi.g_02084
OG0000999	Syae.g_01683	Prbi.g_02085
OG0001000	Syae.g_01686	Prbi.g_02088
OG0001001	Syae.g_01692	Prbi.g_02090
OG0001002	Syae.g_01699	Prbi.g_02094
OG0001003	Syae.g_01701	Prbi.g_02095
OG0001004	Syae.g_01702	Prbi.g_02096
OG0001005	Syae.g_01703	Prbi.g_02097
OG0001006	Syae.g_01710	Prbi.g_02101
OG0001007	Syae.g_01712	Prbi.g_02103
OG0001008	Syae.g_00993	Prbi.g_00438
OG0001009	Syae.g_01744	Prbi.g_00027
OG0001010	Syae.g_01745	Prbi.g_00028
OG0001011	Syae.g_01747	Prbi.g_00029
OG0001012	Syae.g_01564	Prbi.g_00052
OG0001013	Syae.g_01552	Prbi.g_00059
OG0001014	Syae.g_01548	Prbi.g_00062
OG0001015	Syae.g_01547	Prbi.g_00063
OG0001016	Syae.g_01290	Prbi.g_00080
OG0001017	Syae.g_01296	Prbi.g_00084
OG0001018	Syae.g_01298	Prbi.g_00087
OG0001019	Syae.g_01334	Prbi.g_00096
OG0001020	Syae.g_01340	Prbi.g_00097
OG0001021	Syae.g_01344	Prbi.g_00098
OG0001022	Syae.g_01348	Prbi.g_00101
OG0001023	Syae.g_01349	Prbi.g_00102
OG0001024	Syae.g_01353	Prbi.g_00105
OG0001025	Syae.g_01360	Prbi.g_00111
OG0001026	Syae.g_01373	Prbi.g_00118
OG0001027	Syae.g_01377	Prbi.g_00119
OG0001028	Syae.g_01379	Prbi.g_00121
OG0001029	Syae.g_01381	Prbi.g_00123
OG0001030	Syae.g_01403	Prbi.g_00138
OG0001031	Syae.g_01475	Prbi.g_00210
OG0001032	Syae.g_01479	Prbi.g_00211
OG0001033	Syae.g_01505	Prbi.g_00232
OG0001034	Syae.g_02238	Prbi.g_00260
OG0001035	Syae.g_02006	Prbi.g_00278
OG0001036	Syae.g_02001	Prbi.g_00283
OG0001037	Syae.g_01999	Prbi.g_00284
OG0001038	Syae.g_01971	Prbi.g_00302
OG0001039	Syae.g_01968	Prbi.g_00305
OG0001040	Syae.g_01965	Prbi.g_00307
OG0001041	Syae.g_01960	Prbi.g_00311
OG0001042	Syae.g_01935	Prbi.g_00328
OG0001043	Syae.g_01931	Prbi.g_00329
OG0001044	Syae.g_02191	Prbi.g_00357
OG0001045	Syae.g_02204	Prbi.g_00366
OG0001046	Syae.g_00385	Prbi.g_00403
OG0001047	Syae.g_00991	Prbi.g_00440
OG0001048	Syae.g_00990	Prbi.g_00441
OG0001049	Syae.g_00987	Prbi.g_00443
OG0001050	Syae.g_00986	Prbi.g_00444
OG0001051	Syae.g_00985	Prbi.g_00445
OG0001052	Syae.g_02526	Prbi.g_00474
OG0001053	Syae.g_02312	Prbi.g_00486
OG0001054	Syae.g_02329	Prbi.g_00501
OG0001055	Syae.g_02350	Prbi.g_00520
OG0001056	Syae.g_02379	Prbi.g_00539
OG0001057	Syae.g_02388	Prbi.g_00544
OG0001058	Syae.g_02402	Prbi.g_00552
OG0001059	Syae.g_02406	Prbi.g_00556
OG0001060	Syae.g_02412	Prbi.g_00563
OG0001061	Syae.g_02434	Prbi.g_00576
OG0001062	Syae.g_02436	Prbi.g_00578
OG0001063	Syae.g_02440	Prbi.g_00580
OG0001064	Syae.g_02441	Prbi.g_00581
OG0001065	Syae.g_02442	Prbi.g_00582
OG0001066	Syae.g_02443	Prbi.g_00583
OG0001067	Syae.g_02444	Prbi.g_00584
OG0001068	Syae.g_02445	Prbi.g_00585
OG0001069	Syae.g_02446	Prbi.g_00586
OG0001070	Syae.g_02449	Prbi.g_00589
OG0001071	Syae.g_02450	Prbi.g_00590
OG0001072	Syae.g_02454	Prbi.g_00592
OG0001073	Syae.g_02468	Prbi.g_00606
OG0001074	Syae.g_00027	Prbi.g_00617
OG0001075	Syae.g_00029	Prbi.g_00618
OG0001076	Syae.g_00050	Prbi.g_00626
OG0001077	Syae.g_00061	Prbi.g_00630
OG0001078	Syae.g_00075	Prbi.g_00639
OG0001079	Syae.g_00088	Prbi.g_00650
OG0001080	Syae.g_00267	Prbi.g_00656
OG0001081	Syae.g_00615	Prbi.g_00658
OG0001082	Syae.g_00614	Prbi.g_00659
OG0001083	Syae.g_00605	Prbi.g_00664
OG0001084	Syae.g_00604	Prbi.g_00665
OG0001085	Syae.g_00594	Prbi.g_00673
OG0001086	Syae.g_00592	Prbi.g_00674
OG0001087	Syae.g_00751	Prbi.g_00691
OG0001088	Syae.g_00755	Prbi.g_00692
OG0001089	Syae.g_00781	Prbi.g_00700
OG0001090	Syae.g_00471	Prbi.g_00746
OG0001091	Syae.g_00469	Prbi.g_00748
OG0001092	Syae.g_00466	Prbi.g_00749
OG0001093	Syae.g_00460	Prbi.g_00754
OG0001094	Syae.g_00527	Prbi.g_00841
OG0001095	Syae.g_00506	Prbi.g_00860
OG0001096	Syae.g_00490	Prbi.g_00873
OG0001097	Syae.g_00845	Prbi.g_00892
OG0001098	Syae.g_00269	Prbi.g_00907
OG0001099	Syae.g_01380	Prbi.g_00939
OG0001100	Syae.g_00583	Prbi.g_00943
OG0001101	Syae.g_00581	Prbi.g_00945
OG0001102	Syae.g_00578	Prbi.g_00948
OG0001103	Syae.g_00576	Prbi.g_00950
OG0001104	Syae.g_00544	Prbi.g_00972
OG0001105	Syae.g_00540	Prbi.g_00976
OG0001106	Syae.g_00346	Prbi.g_01000
OG0001107	Syae.g_00358	Prbi.g_01007
OG0001108	Syae.g_00366	Prbi.g_01011
OG0001109	Syae.g_00368	Prbi.g_01012
OG0001110	Syae.g_00370	Prbi.g_01014
OG0001111	Syae.g_00372	Prbi.g_01015
OG0001112	Syae.g_00374	Prbi.g_01016
OG0001113	Syae.g_00375	Prbi.g_01017
OG0001114	Syae.g_00376	Prbi.g_01018
OG0001115	Syae.g_00380	Prbi.g_01020
OG0001116	Syae.g_00382	Prbi.g_01021
OG0001117	Syae.g_00383	Prbi.g_01022
OG0001118	Syae.g_00384	Prbi.g_01023
OG0001119	Syae.g_00386	Prbi.g_01024
OG0001120	Syae.g_00390	Prbi.g_01026
OG0001121	Syae.g_00133	Prbi.g_01172, Prbi.g_01029
OG0001122	Syae.g_00417	Prbi.g_01058
OG0001123	Syae.g_00424	Prbi.g_01062
OG0001124	Syae.g_00426	Prbi.g_01064
