Orthogroup	Syae	Syam
OG0000574	Syae.g_02457	Syam.g_01720
OG0000575	Syae.g_02461	Syam.g_01716
OG0000576	Syae.g_02463	Syam.g_01714
OG0000577	Syae.g_02464	Syam.g_01713
OG0000578	Syae.g_02465	Syam.g_01712
OG0000579	Syae.g_02466	Syam.g_01711
OG0000580	Syae.g_02467	Syam.g_01710
OG0000581	Syae.g_02473	Syam.g_01704
OG0000582	Syae.g_00018	Syam.g_01513
OG0000583	Syae.g_00019	Syam.g_01512
OG0000584	Syae.g_00020	Syam.g_01511
OG0000585	Syae.g_00022	Syam.g_01509
OG0000586	Syae.g_00023	Syam.g_01508
OG0000587	Syae.g_00025	Syam.g_01506
OG0000588	Syae.g_00043	Syam.g_01498
OG0000589	Syae.g_00047	Syam.g_01494
OG0000590	Syae.g_00048	Syam.g_01493
OG0000591	Syae.g_00056	Syam.g_01486
OG0000592	Syae.g_00057	Syam.g_01485
OG0000593	Syae.g_00070	Syam.g_01471
OG0000594	Syae.g_00071	Syam.g_01470
OG0000595	Syae.g_00072	Syam.g_01469
OG0000596	Syae.g_00077	Syam.g_01465
OG0000597	Syae.g_00080	Syam.g_01462
OG0000598	Syae.g_00081	Syam.g_01461
OG0000599	Syae.g_00084	Syam.g_01458
OG0000600	Syae.g_00085	Syam.g_01457
OG0000601	Syae.g_00086	Syam.g_01456
OG0000602	Syae.g_00091	Syam.g_01451
OG0000603	Syae.g_00092	Syam.g_01450
OG0000604	Syae.g_00095	Syam.g_01447
OG0000605	Syae.g_00260	Syam.g_01031
OG0000606	Syae.g_00616	Syam.g_01387
OG0000607	Syae.g_00613	Syam.g_01384
OG0000608	Syae.g_00612	Syam.g_01383
OG0000609	Syae.g_00610	Syam.g_01380
OG0000610	Syae.g_00601	Syam.g_01373
OG0000611	Syae.g_00598	Syam.g_01370
OG0000612	Syae.g_00597	Syam.g_01369
OG0000613	Syae.g_01910	Syam.g_00170
OG0000614	Syae.g_00765	Syam.g_00801
OG0000615	Syae.g_00557	Syam.g_01332
OG0000616	Syae.g_01696	Syam.g_02430
OG0000617	Syae.g_00464	Syam.g_01240
OG0000618	Syae.g_00463	Syam.g_01239
OG0000619	Syae.g_00462	Syam.g_01238
OG0000620	Syae.g_00456	Syam.g_01233
OG0000621	Syae.g_00455	Syam.g_01232
OG0000622	Syae.g_00454	Syam.g_01231
OG0000623	Syae.g_00453	Syam.g_01230
OG0000624	Syae.g_00451	Syam.g_01228
OG0000625	Syae.g_00450	Syam.g_01227
OG0000626	Syae.g_00449	Syam.g_01226
OG0000627	Syae.g_00299	Syam.g_01065
OG0000628	Syae.g_00300	Syam.g_01067
OG0000629	Syae.g_00303	Syam.g_01070
OG0000630	Syae.g_00310	Syam.g_01074
OG0000631	Syae.g_00317	Syam.g_01084
OG0000632	Syae.g_00318	Syam.g_01085
OG0000633	Syae.g_00320	Syam.g_01086
OG0000634	Syae.g_00525	Syam.g_01294
OG0000635	Syae.g_00524	Syam.g_01293
OG0000636	Syae.g_00522	Syam.g_01291
OG0000637	Syae.g_00520	Syam.g_01289
OG0000638	Syae.g_00519	Syam.g_01288
OG0000639	Syae.g_00518	Syam.g_01287
OG0000640	Syae.g_00517	Syam.g_01286
OG0000641	Syae.g_00513	Syam.g_01282
OG0000642	Syae.g_00512	Syam.g_01281
OG0000643	Syae.g_00510	Syam.g_01280
OG0000644	Syae.g_00509	Syam.g_01279
OG0000645	Syae.g_00507	Syam.g_01277
OG0000646	Syae.g_00504	Syam.g_01274
OG0000647	Syae.g_00502	Syam.g_01272
OG0000648	Syae.g_00499	Syam.g_01269
OG0000649	Syae.g_00498	Syam.g_01268
OG0000650	Syae.g_00497	Syam.g_01267
OG0000651	Syae.g_00496	Syam.g_01266
OG0000652	Syae.g_00495	Syam.g_01265
OG0000653	Syae.g_00493	Syam.g_01263
OG0000654	Syae.g_00492	Syam.g_01262
OG0000655	Syae.g_00491	Syam.g_01261
OG0000656	Syae.g_00488	Syam.g_01258
OG0000657	Syae.g_00834	Syam.g_00739
OG0000658	Syae.g_00837	Syam.g_00735
OG0000659	Syae.g_00838	Syam.g_00734
OG0000660	Syae.g_00842	Syam.g_00730
OG0000661	Syae.g_00844	Syam.g_00728
OG0000662	Syae.g_00846	Syam.g_00726
OG0000663	Syae.g_00849	Syam.g_00723
OG0000664	Syae.g_00850	Syam.g_00722
OG0000665	Syae.g_00121	Syam.g_02027
OG0000666	Syae.g_00258	Syam.g_01030
OG0000667	Syae.g_02056	Syam.g_00937
OG0000668	Syae.g_00418	Syam.g_01185
OG0000669	Syae.g_00585	Syam.g_01358
OG0000670	Syae.g_00582	Syam.g_00528
OG0000671	Syae.g_00580	Syam.g_01354
OG0000672	Syae.g_00577	Syam.g_01351
OG0000673	Syae.g_00574	Syam.g_01348
OG0000674	Syae.g_00572	Syam.g_01346
OG0000675	Syae.g_00571	Syam.g_01345
OG0000676	Syae.g_00569	Syam.g_01343
OG0000677	Syae.g_00568	Syam.g_01342
OG0000678	Syae.g_00564	Syam.g_01339
OG0000679	Syae.g_00555	Syam.g_01323
OG0000680	Syae.g_00554	Syam.g_01322
OG0000681	Syae.g_00551	Syam.g_01319
OG0000682	Syae.g_00550	Syam.g_01318
OG0000683	Syae.g_00549	Syam.g_01317
OG0000684	Syae.g_00545	Syam.g_01312
OG0000685	Syae.g_00543	Syam.g_01310
OG0000686	Syae.g_00542	Syam.g_01309
OG0000687	Syae.g_00541	Syam.g_01308
OG0000688	Syae.g_00536	Syam.g_01304
OG0000689	Syae.g_00534	Syam.g_01302
OG0000690	Syae.g_00533	Syam.g_01301
OG0000691	Syae.g_00532	Syam.g_01300
OG0000692	Syae.g_00531	Syam.g_01299
OG0000693	Syae.g_00529	Syam.g_01298
OG0000694	Syae.g_00528	Syam.g_01297
OG0000695	Syae.g_00322	Syam.g_01088
OG0000696	Syae.g_00323	Syam.g_01089
OG0000697	Syae.g_00325	Syam.g_01091
OG0000698	Syae.g_00328	Syam.g_01094
OG0000699	Syae.g_00330	Syam.g_01096
OG0000700	Syae.g_00331	Syam.g_01097
OG0000701	Syae.g_00332	Syam.g_01098
OG0000702	Syae.g_00341	Syam.g_01106
OG0000703	Syae.g_00342	Syam.g_01107
OG0000704	Syae.g_00345	Syam.g_01109
OG0000705	Syae.g_00352	Syam.g_01116
OG0000706	Syae.g_00353	Syam.g_01117
OG0000707	Syae.g_00354	Syam.g_01118
OG0000708	Syae.g_00357	Syam.g_01121
OG0000709	Syae.g_00365	Syam.g_01131
OG0000710	Syae.g_00369	Syam.g_01135
OG0000711	Syae.g_00398	Syam.g_01165
OG0000712	Syae.g_00400	Syam.g_01167
OG0000713	Syae.g_00401	Syam.g_01168
OG0000714	Syae.g_00403	Syam.g_01170
OG0000715	Syae.g_00405	Syam.g_01172
OG0000716	Syae.g_00409	Syam.g_01176
OG0000717	Syae.g_00410	Syam.g_01177
OG0000718	Syae.g_00414	Syam.g_01181
OG0000719	Syae.g_00416	Syam.g_01183
OG0000720	Syae.g_00429	Syam.g_01197
OG0000721	Syae.g_00431	Syam.g_01199
OG0000722	Syae.g_00432	Syam.g_01200
OG0000723	Syae.g_00445	Syam.g_01224
OG0000724	Syae.g_00799	Syam.g_00768
OG0000725	Syae.g_00789	Syam.g_00777
OG0000726	Syae.g_00788	Syam.g_00778
OG0000727	Syae.g_00787	Syam.g_00779
OG0000728	Syae.g_00785	Syam.g_00781
OG0000729	Syae.g_01819	Syam.g_00105
OG0000730	Syae.g_02189	Syam.g_00454
OG0000731	Syae.g_02201	Syam.g_00466
OG0000732	Syae.g_01764	Syam.g_00051
OG0000733	Syae.g_01599	Syam.g_02339
OG0000734	Syae.g_01371	Syam.g_02128
OG0000735	Syae.g_00942	Syam.g_01810
OG0000736	Syae.g_00941	Syam.g_01809
OG0000737	Syae.g_00940	Syam.g_01808
OG0000738	Syae.g_00935	Syam.g_01803
OG0000739	Syae.g_00928	Syam.g_01802
OG0000740	Syae.g_00927	Syam.g_01801
OG0000741	Syae.g_00924	Syam.g_01798
OG0000742	Syae.g_00922	Syam.g_01796
OG0000743	Syae.g_00920	Syam.g_01794
OG0000744	Syae.g_00919	Syam.g_01793
OG0000745	Syae.g_00917	Syam.g_01791
OG0000746	Syae.g_00915	Syam.g_01789
OG0000747	Syae.g_00914	Syam.g_01788
OG0000748	Syae.g_00902	Syam.g_01779
OG0000749	Syae.g_00900	Syam.g_01776
OG0000750	Syae.g_00899	Syam.g_01775
OG0000751	Syae.g_00892	Syam.g_01770
OG0000752	Syae.g_00890	Syam.g_01768
OG0000753	Syae.g_00887	Syam.g_01765
OG0000754	Syae.g_00641	Syam.g_00910
OG0000755	Syae.g_00651	Syam.g_00900
OG0000756	Syae.g_00652	Syam.g_00899
OG0000757	Syae.g_00661	Syam.g_00891
OG0000758	Syae.g_00662	Syam.g_00890
OG0000759	Syae.g_00663	Syam.g_00889
OG0000760	Syae.g_00664	Syam.g_00888
OG0000761	Syae.g_00668	Syam.g_00886
OG0000762	Syae.g_00672	Syam.g_00884
OG0000763	Syae.g_00676	Syam.g_00882
OG0000764	Syae.g_00677	Syam.g_00881
OG0000765	Syae.g_00695	Syam.g_00864
OG0000766	Syae.g_00696	Syam.g_00863
OG0000767	Syae.g_00698	Syam.g_00861
OG0000768	Syae.g_00699	Syam.g_00860
OG0000769	Syae.g_00701	Syam.g_00858
OG0000770	Syae.g_00704	Syam.g_00855
OG0000771	Syae.g_00805	Syam.g_00762
OG0000772	Syae.g_00168	Syam.g_01005
OG0000773	Syae.g_00947	Syam.g_01816
OG0000774	Syae.g_00951	Syam.g_01820
OG0000775	Syae.g_00954	Syam.g_01823
OG0000776	Syae.g_00955	Syam.g_01824
OG0000777	Syae.g_00956	Syam.g_01825
OG0000778	Syae.g_00957	Syam.g_01826
OG0000779	Syae.g_00963	Syam.g_01832
OG0000780	Syae.g_00967	Syam.g_01835
OG0000781	Syae.g_00971	Syam.g_01839
OG0000782	Syae.g_00972	Syam.g_01840
OG0000783	Syae.g_00973	Syam.g_01841
OG0000784	Syae.g_00974	Syam.g_01842
OG0000785	Syae.g_00976	Syam.g_01844
OG0000786	Syae.g_02477	Syam.g_01700
OG0000787	Syae.g_02476	Syam.g_01701
OG0000788	Syae.g_00087	Syam.g_01455
OG0000789	Syae.g_00281	Syam.g_01044
OG0000790	Syae.g_02294	Syam.g_00570
OG0000791	Syae.g_02292	Syam.g_00568
OG0000792	Syae.g_02291	Syam.g_00567
OG0000793	Syae.g_02286	Syam.g_00562
OG0000794	Syae.g_02285	Syam.g_00561
OG0000795	Syae.g_02284	Syam.g_00560
OG0000796	Syae.g_02280	Syam.g_00556
OG0000797	Syae.g_02279	Syam.g_00555
OG0000798	Syae.g_01972	Syam.g_00233
OG0000799	Syae.g_00010	Syam.g_01585
OG0000800	Syae.g_00009	Syam.g_01588
OG0000801	Syae.g_00008	Syam.g_01589
OG0000802	Syae.g_02686	Syam.g_01592
OG0000803	Syae.g_02680	Syam.g_01597
OG0000804	Syae.g_02677	Syam.g_01600
OG0000805	Syae.g_02663	Syam.g_01602
OG0000806	Syae.g_02661	Syam.g_01604
OG0000807	Syae.g_02659	Syam.g_01606
OG0000808	Syae.g_02658	Syam.g_01607
OG0000809	Syae.g_02655	Syam.g_01610
OG0000810	Syae.g_02654	Syam.g_01611
OG0000811	Syae.g_02648	Syam.g_01616
OG0000812	Syae.g_02646	Syam.g_01618
OG0000813	Syae.g_02645	Syam.g_01619
OG0000814	Syae.g_02643	Syam.g_01621
OG0000815	Syae.g_02642	Syam.g_01622
OG0000816	Syae.g_02641	Syam.g_01624
OG0000817	Syae.g_02640	Syam.g_01625
OG0000818	Syae.g_02634	Syam.g_01631
OG0000819	Syae.g_02633	Syam.g_01632
OG0000820	Syae.g_02632	Syam.g_01633
OG0000821	Syae.g_02626	Syam.g_01639
OG0000822	Syae.g_02624	Syam.g_01641
OG0000823	Syae.g_02623	Syam.g_01642
OG0000824	Syae.g_02617	Syam.g_01648
OG0000825	Syae.g_02616	Syam.g_01649
OG0000826	Syae.g_02615	Syam.g_01650
OG0000827	Syae.g_02614	Syam.g_01651
OG0000828	Syae.g_02612	Syam.g_01655
OG0000829	Syae.g_02611	Syam.g_01656
OG0000830	Syae.g_02610	Syam.g_01657
OG0000831	Syae.g_02608	Syam.g_01659
OG0000832	Syae.g_01081	Syam.g_01923
OG0000833	Syae.g_01106	Syam.g_01932
OG0000834	Syae.g_01108	Syam.g_01933
OG0000835	Syae.g_01109	Syam.g_01934
OG0000836	Syae.g_01113	Syam.g_01937
OG0000837	Syae.g_01115	Syam.g_01938
OG0000838	Syae.g_01119	Syam.g_01946
OG0000839	Syae.g_01120	Syam.g_01947
OG0000840	Syae.g_01121	Syam.g_01948
OG0000841	Syae.g_01122	Syam.g_01949
OG0000842	Syae.g_01123	Syam.g_01950
OG0000843	Syae.g_01124	Syam.g_01951
OG0000844	Syae.g_01125	Syam.g_01953
OG0000845	Syae.g_01126	Syam.g_01954
OG0000846	Syae.g_01127	Syam.g_01955
OG0000847	Syae.g_01128	Syam.g_01956
OG0000848	Syae.g_01130	Syam.g_01958
OG0000849	Syae.g_01131	Syam.g_01959
OG0000850	Syae.g_01133	Syam.g_01961
OG0000851	Syae.g_01139	Syam.g_01966
OG0000852	Syae.g_01140	Syam.g_01967
OG0000853	Syae.g_01144	Syam.g_01971
OG0000854	Syae.g_01146	Syam.g_01973
OG0000855	Syae.g_01147	Syam.g_01974
OG0000856	Syae.g_00059	Syam.g_01483
OG0000857	Syae.g_00503	Syam.g_01273
OG0000858	Syae.g_01153	Syam.g_01980
OG0000859	Syae.g_01154	Syam.g_01981
OG0000860	Syae.g_01165	Syam.g_01992
OG0000861	Syae.g_01166	Syam.g_01993
OG0000862	Syae.g_01167	Syam.g_01994
OG0000863	Syae.g_01170	Syam.g_01996
OG0000864	Syae.g_01171	Syam.g_01997
OG0000865	Syae.g_01172	Syam.g_01998
OG0000866	Syae.g_01173	Syam.g_01999
OG0000867	Syae.g_01174	Syam.g_02000
OG0000868	Syae.g_01177	Syam.g_02003
OG0000869	Syae.g_01182	Syam.g_02007
OG0000870	Syae.g_01187	Syam.g_02012
OG0000871	Syae.g_01188	Syam.g_02013
OG0000872	Syae.g_01196	Syam.g_02021
OG0000873	Syae.g_01199	Syam.g_02024
OG0000874	Syae.g_01194	Syam.g_02019
OG0000875	Syae.g_01244	Syam.g_02026
OG0000876	Syae.g_01020	Syam.g_01877
OG0000877	Syae.g_01025	Syam.g_01882
OG0000878	Syae.g_01026	Syam.g_01883
OG0000879	Syae.g_01027	Syam.g_01884
OG0000880	Syae.g_01028	Syam.g_01885
OG0000881	Syae.g_01034	Syam.g_01891
OG0000882	Syae.g_01039	Syam.g_01896
OG0000883	Syae.g_01041	Syam.g_01898
OG0000884	Syae.g_01043	Syam.g_01900
OG0000885	Syae.g_01044	Syam.g_01901
OG0000886	Syae.g_01045	Syam.g_01902
OG0000887	Syae.g_01046	Syam.g_01903
OG0000888	Syae.g_01048	Syam.g_01905
OG0000889	Syae.g_01050	Syam.g_01907
OG0000890	Syae.g_01056	Syam.g_01910
OG0000891	Syae.g_01057	Syam.g_01911
OG0000892	Syae.g_01059	Syam.g_01913
OG0000893	Syae.g_02031	Syam.g_00287
OG0000894	Syae.g_02034	Syam.g_00290
OG0000895	Syae.g_02038	Syam.g_00294
OG0000896	Syae.g_02039	Syam.g_00295
OG0000897	Syae.g_02041	Syam.g_00297
OG0000898	Syae.g_02042	Syam.g_00298
OG0000899	Syae.g_02043	Syam.g_00299
OG0000900	Syae.g_02044	Syam.g_00300
OG0000901	Syae.g_02049	Syam.g_00305
OG0000902	Syae.g_02051	Syam.g_00307
OG0000903	Syae.g_02077	Syam.g_00322
OG0000904	Syae.g_02071	Syam.g_00317
OG0000905	Syae.g_02065	Syam.g_00312
OG0000906	Syae.g_02063	Syam.g_00309
OG0000907	Syae.g_02079	Syam.g_00324
OG0000908	Syae.g_02082	Syam.g_00327
OG0000909	Syae.g_02083	Syam.g_00328
OG0000910	Syae.g_02084	Syam.g_00329
OG0000911	Syae.g_02086	Syam.g_00331
OG0000912	Syae.g_02087	Syam.g_00332
OG0000913	Syae.g_02088	Syam.g_00333
OG0000914	Syae.g_02089	Syam.g_00334
OG0000915	Syae.g_02091	Syam.g_00336
OG0000916	Syae.g_02092	Syam.g_00337
OG0000917	Syae.g_02093	Syam.g_00338
OG0000918	Syae.g_02094	Syam.g_00339
OG0000919	Syae.g_02095	Syam.g_00340
OG0000920	Syae.g_02096	Syam.g_00341
OG0000921	Syae.g_02097	Syam.g_00342
OG0000922	Syae.g_02098	Syam.g_00343
OG0000923	Syae.g_02102	Syam.g_00347
OG0000924	Syae.g_02103	Syam.g_00348
OG0000925	Syae.g_02104	Syam.g_00349
OG0000926	Syae.g_02105	Syam.g_00350
OG0000927	Syae.g_02107	Syam.g_00352
OG0000928	Syae.g_02108	Syam.g_00353
OG0000929	Syae.g_02109	Syam.g_00354
OG0000930	Syae.g_02110	Syam.g_00355
OG0000931	Syae.g_02111	Syam.g_00356
OG0000932	Syae.g_02112	Syam.g_00357
OG0000933	Syae.g_02118	Syam.g_00363
OG0000934	Syae.g_02120	Syam.g_00365
OG0000935	Syae.g_02121	Syam.g_00366
OG0000936	Syae.g_02122	Syam.g_00368
OG0000937	Syae.g_02123	Syam.g_00369
OG0000938	Syae.g_02126	Syam.g_00373
OG0000939	Syae.g_02127	Syam.g_00374
OG0000940	Syae.g_02133	Syam.g_00381
OG0000941	Syae.g_02135	Syam.g_00383
OG0000942	Syae.g_02137	Syam.g_00385
OG0000943	Syae.g_02138	Syam.g_00386
OG0000944	Syae.g_02140	Syam.g_00388
OG0000945	Syae.g_02142	Syam.g_00390
OG0000946	Syae.g_02146	Syam.g_00395
OG0000947	Syae.g_02149	Syam.g_00398
OG0000948	Syae.g_02150	Syam.g_00399
OG0000949	Syae.g_01884	Syam.g_00159
OG0000950	Syae.g_01873	Syam.g_00150
OG0000951	Syae.g_01866	Syam.g_00145
OG0000952	Syae.g_01859	Syam.g_00140
OG0000953	Syae.g_01854	Syam.g_00136
OG0000954	Syae.g_01845	Syam.g_00131
OG0000955	Syae.g_01844	Syam.g_00130
OG0000956	Syae.g_01842	Syam.g_00128
OG0000957	Syae.g_01831	Syam.g_00117
OG0000958	Syae.g_01830	Syam.g_00116
OG0000959	Syae.g_01826	Syam.g_00112
OG0000960	Syae.g_01825	Syam.g_00111
OG0000961	Syae.g_01822	Syam.g_00108
OG0000962	Syae.g_01820	Syam.g_00106
OG0000963	Syae.g_01814	Syam.g_00101
OG0000964	Syae.g_01813	Syam.g_00100
OG0000965	Syae.g_01812	Syam.g_00099
OG0000966	Syae.g_01789	Syam.g_00074
OG0000967	Syae.g_01782	Syam.g_00069
OG0000968	Syae.g_01787	Syam.g_00077
OG0000969	Syae.g_01785	Syam.g_00072
OG0000970	Syae.g_01784	Syam.g_00071
OG0000971	Syae.g_01779	Syam.g_00066
OG0000972	Syae.g_01778	Syam.g_00065
OG0000973	Syae.g_01777	Syam.g_00064
OG0000974	Syae.g_01776	Syam.g_00063
OG0000975	Syae.g_01775	Syam.g_00062
OG0000976	Syae.g_01774	Syam.g_00061
OG0000977	Syae.g_01772	Syam.g_00059
OG0000978	Syae.g_01771	Syam.g_00058
OG0000979	Syae.g_01768	Syam.g_00055
OG0000980	Syae.g_01765	Syam.g_00052
OG0000981	Syae.g_01762	Syam.g_00049
OG0000982	Syae.g_01568	Syam.g_02314
OG0000983	Syae.g_01569	Syam.g_02315
OG0000984	Syae.g_01570	Syam.g_02316
OG0000985	Syae.g_01572	Syam.g_02318
OG0000986	Syae.g_01575	Syam.g_02320
OG0000987	Syae.g_01577	Syam.g_02322
OG0000988	Syae.g_01583	Syam.g_02327
OG0000989	Syae.g_01591	Syam.g_02334
OG0000990	Syae.g_01606	Syam.g_02346
OG0000991	Syae.g_01609	Syam.g_02348
OG0000992	Syae.g_01612	Syam.g_02351
OG0000993	Syae.g_01613	Syam.g_02352
OG0000994	Syae.g_01616	Syam.g_02354
OG0000995	Syae.g_01627	Syam.g_02359
OG0000996	Syae.g_01667	Syam.g_02405
OG0000997	Syae.g_01678	Syam.g_02416
OG0000998	Syae.g_01680	Syam.g_02418
OG0000999	Syae.g_01683	Syam.g_02419
OG0001000	Syae.g_01686	Syam.g_02422
OG0001001	Syae.g_01692	Syam.g_02427
OG0001002	Syae.g_01699	Syam.g_02433
OG0001003	Syae.g_01701	Syam.g_02434
OG0001004	Syae.g_01702	Syam.g_02435
OG0001005	Syae.g_01703	Syam.g_02436
OG0001006	Syae.g_01710	Syam.g_02444
OG0001007	Syae.g_01712	Syam.g_02446
OG0001008	Syae.g_00993	Syam.g_01866
OG0001009	Syae.g_01744	Syam.g_00032
OG0001010	Syae.g_01745	Syam.g_00033
OG0001011	Syae.g_01747	Syam.g_00034
OG0001012	Syae.g_01564	Syam.g_02310
OG0001013	Syae.g_01552	Syam.g_02296
OG0001014	Syae.g_01548	Syam.g_02292
OG0001015	Syae.g_01547	Syam.g_02291
OG0001016	Syae.g_01290	Syam.g_02067
OG0001017	Syae.g_01296	Syam.g_02073
OG0001018	Syae.g_01298	Syam.g_02075
OG0001019	Syae.g_01334	Syam.g_02093
OG0001020	Syae.g_01340	Syam.g_02098
OG0001021	Syae.g_01344	Syam.g_02102
OG0001022	Syae.g_01348	Syam.g_02106
OG0001023	Syae.g_01349	Syam.g_02107
OG0001024	Syae.g_01353	Syam.g_02111
OG0001025	Syae.g_01360	Syam.g_02118
OG0001026	Syae.g_01373	Syam.g_02130
OG0001027	Syae.g_01377	Syam.g_02135
OG0001028	Syae.g_01379	Syam.g_02137
OG0001029	Syae.g_01381	Syam.g_02139
OG0001030	Syae.g_01403	Syam.g_02163
OG0001031	Syae.g_01475	Syam.g_02239
OG0001032	Syae.g_01479	Syam.g_02241
OG0001033	Syae.g_01505	Syam.g_02265
OG0001034	Syae.g_02238	Syam.g_00508
OG0001035	Syae.g_02006	Syam.g_00265
OG0001036	Syae.g_02001	Syam.g_00261
OG0001037	Syae.g_01999	Syam.g_00259
OG0001038	Syae.g_01971	Syam.g_00232
OG0001039	Syae.g_01968	Syam.g_00229
OG0001040	Syae.g_01965	Syam.g_00226
OG0001041	Syae.g_01960	Syam.g_00221
OG0001042	Syae.g_01935	Syam.g_00196
OG0001043	Syae.g_01931	Syam.g_00192
OG0001044	Syae.g_02191	Syam.g_00456
OG0001045	Syae.g_02204	Syam.g_00469
OG0001046	Syae.g_00385	Syam.g_01151
OG0001047	Syae.g_00991	Syam.g_01864
OG0001048	Syae.g_00990	Syam.g_01863
OG0001049	Syae.g_00987	Syam.g_01855
OG0001050	Syae.g_00986	Syam.g_01854
OG0001051	Syae.g_00985	Syam.g_01853
OG0001052	Syae.g_02526	Syam.g_01672
OG0001053	Syae.g_02312	Syam.g_00586
OG0001054	Syae.g_02329	Syam.g_00603
OG0001055	Syae.g_02350	Syam.g_00624
OG0001056	Syae.g_02379	Syam.g_00656
OG0001057	Syae.g_02388	Syam.g_00664
OG0001058	Syae.g_02402	Syam.g_00677
OG0001059	Syae.g_02406	Syam.g_00681
OG0001060	Syae.g_02412	Syam.g_00688
OG0001061	Syae.g_02434	Syam.g_01744
OG0001062	Syae.g_02436	Syam.g_01742
OG0001063	Syae.g_02440	Syam.g_01737
OG0001064	Syae.g_02441	Syam.g_01736
OG0001065	Syae.g_02442	Syam.g_01735
OG0001066	Syae.g_02443	Syam.g_01734
OG0001067	Syae.g_02444	Syam.g_01733
OG0001068	Syae.g_02445	Syam.g_01732
OG0001069	Syae.g_02446	Syam.g_01731
OG0001070	Syae.g_02449	Syam.g_01728
OG0001071	Syae.g_02450	Syam.g_01727
OG0001072	Syae.g_02454	Syam.g_01723
OG0001073	Syae.g_02468	Syam.g_01709
OG0001074	Syae.g_00027	Syam.g_01504
OG0001075	Syae.g_00029	Syam.g_01502
OG0001076	Syae.g_00050	Syam.g_01491
OG0001077	Syae.g_00061	Syam.g_01480
OG0001078	Syae.g_00075	Syam.g_01467
OG0001079	Syae.g_00088	Syam.g_01454
OG0001080	Syae.g_00267	Syam.g_01034
OG0001081	Syae.g_00615	Syam.g_01386
OG0001082	Syae.g_00614	Syam.g_01385
OG0001083	Syae.g_00605	Syam.g_01377
OG0001084	Syae.g_00604	Syam.g_01376
OG0001085	Syae.g_00594	Syam.g_01366
OG0001086	Syae.g_00592	Syam.g_01364
OG0001087	Syae.g_00751	Syam.g_00813
OG0001088	Syae.g_00755	Syam.g_00809
OG0001089	Syae.g_00781	Syam.g_00785
OG0001090	Syae.g_00471	Syam.g_01246
OG0001091	Syae.g_00469	Syam.g_01244
OG0001092	Syae.g_00466	Syam.g_01242
OG0001093	Syae.g_00460	Syam.g_01236
OG0001094	Syae.g_00527	Syam.g_01296
OG0001095	Syae.g_00506	Syam.g_01276
OG0001096	Syae.g_00490	Syam.g_01260
OG0001097	Syae.g_00845	Syam.g_00727
OG0001098	Syae.g_00269	Syam.g_01037
OG0001099	Syae.g_01380	Syam.g_02138
OG0001100	Syae.g_00583	Syam.g_01356
OG0001101	Syae.g_00581	Syam.g_01355
OG0001103	Syae.g_00576	Syam.g_01350
OG0001104	Syae.g_00544	Syam.g_01311
OG0001105	Syae.g_00540	Syam.g_01307
OG0001106	Syae.g_00346	Syam.g_01110
OG0001107	Syae.g_00358	Syam.g_01122
OG0001108	Syae.g_00366	Syam.g_01132
OG0001109	Syae.g_00368	Syam.g_01134
OG0001110	Syae.g_00370	Syam.g_01136
OG0001111	Syae.g_00372	Syam.g_01138
OG0001112	Syae.g_00374	Syam.g_01140
OG0001113	Syae.g_00375	Syam.g_01141
OG0001114	Syae.g_00376	Syam.g_01142
OG0001115	Syae.g_00380	Syam.g_01146
OG0001116	Syae.g_00382	Syam.g_01148
OG0001117	Syae.g_00383	Syam.g_01149
OG0001118	Syae.g_00384	Syam.g_01150
OG0001119	Syae.g_00386	Syam.g_01152
OG0001120	Syae.g_00390	Syam.g_01156
OG0001121	Syae.g_00133	Syam.g_00970
OG0001122	Syae.g_00417	Syam.g_01184
OG0001123	Syae.g_00424	Syam.g_01191
OG0001124	Syae.g_00426	Syam.g_01194
OG0001125	Syae.g_00428	Syam.g_01196
OG0001126	Syae.g_00807	Syam.g_00757
OG0001127	Syae.g_00806	Syam.g_00758
OG0001128	Syae.g_00803	Syam.g_00764
OG0001129	Syae.g_00801	Syam.g_00766
OG0001130	Syae.g_00800	Syam.g_00767
OG0001131	Syae.g_00562	Syam.g_01337
OG0001132	Syae.g_00242	Syam.g_01020
OG0001134	Syae.g_00638	Syam.g_00915
OG0001135	Syae.g_00636	Syam.g_00917
OG0001136	Syae.g_00923	Syam.g_01797
OG0001137	Syae.g_00903	Syam.g_01780
OG0001138	Syae.g_00654	Syam.g_00898
OG0001139	Syae.g_00656	Syam.g_00896
OG0001140	Syae.g_00657	Syam.g_00895
OG0001141	Syae.g_00658	Syam.g_00894
OG0001142	Syae.g_00660	Syam.g_00892
OG0001143	Syae.g_00673	Syam.g_00883
OG0001144	Syae.g_00684	Syam.g_00873
OG0001145	Syae.g_00948	Syam.g_01817
OG0001146	Syae.g_00968	Syam.g_01836
OG0001147	Syae.g_02536	Syam.g_01665
OG0001148	Syae.g_02297	Syam.g_00573
OG0001149	Syae.g_02296	Syam.g_00572
OG0001150	Syae.g_02295	Syam.g_00571
OG0001151	Syae.g_02282	Syam.g_00558
OG0001152	Syae.g_02281	Syam.g_00557
OG0001153	Syae.g_02613	Syam.g_01652
OG0001155	Syae.g_01083	Syam.g_01925
OG0001156	Syae.g_01093	Syam.g_01928
OG0001157	Syae.g_01094	Syam.g_01929
OG0001158	Syae.g_01100	Syam.g_01930
