Orthogroup	Syae	Prae
OG0000594	Syae.g_00071	Prae.g_00607
OG0000595	Syae.g_00072	Prae.g_00608
OG0000596	Syae.g_00077	Prae.g_00612
OG0000597	Syae.g_00080	Prae.g_00614
OG0000598	Syae.g_00081	Prae.g_00615
OG0000599	Syae.g_00084	Prae.g_00618
OG0000600	Syae.g_00085	Prae.g_00619
OG0000601	Syae.g_00086	Prae.g_00620
OG0000602	Syae.g_00091	Prae.g_00622
OG0000603	Syae.g_00092	Prae.g_00623
OG0000604	Syae.g_00095	Prae.g_00624
OG0000605	Syae.g_00260	Prae.g_00625
OG0000606	Syae.g_00616	Prae.g_00628
OG0000607	Syae.g_00613	Prae.g_00631
OG0000608	Syae.g_00612	Prae.g_00632
OG0000609	Syae.g_00610	Prae.g_00633
OG0000610	Syae.g_00601	Prae.g_00638
OG0000611	Syae.g_00598	Prae.g_00641
OG0000612	Syae.g_00597	Prae.g_00642
OG0000613	Syae.g_01910	Prae.g_00647
OG0000614	Syae.g_00765	Prae.g_00666
OG0000615	Syae.g_00557	Prae.g_00674
OG0000616	Syae.g_01696	Prae.g_00678
OG0000617	Syae.g_00464	Prae.g_00717
OG0000618	Syae.g_00463	Prae.g_00718
OG0000619	Syae.g_00462	Prae.g_00719
OG0000620	Syae.g_00456	Prae.g_00722
OG0000621	Syae.g_00455	Prae.g_00723
OG0000622	Syae.g_00454	Prae.g_00724
OG0000623	Syae.g_00453	Prae.g_00725
OG0000624	Syae.g_00451	Prae.g_00726
OG0000625	Syae.g_00450	Prae.g_00727
OG0000626	Syae.g_00449	Prae.g_00728
OG0000627	Syae.g_00299	Prae.g_00729
OG0000628	Syae.g_00300	Prae.g_00730
OG0000629	Syae.g_00303	Prae.g_00731
OG0000630	Syae.g_00310	Prae.g_00734
OG0000631	Syae.g_00317	Prae.g_00797
OG0000632	Syae.g_00318	Prae.g_00798
OG0000633	Syae.g_00320	Prae.g_00799
OG0000634	Syae.g_00525	Prae.g_00802
OG0000635	Syae.g_00524	Prae.g_00803
OG0000636	Syae.g_00522	Prae.g_00805
OG0000637	Syae.g_00520	Prae.g_00807
OG0000638	Syae.g_00519	Prae.g_00808
OG0000639	Syae.g_00518	Prae.g_00809
OG0000640	Syae.g_00517	Prae.g_00810
OG0000641	Syae.g_00513	Prae.g_00814
OG0000642	Syae.g_00512	Prae.g_00815
OG0000643	Syae.g_00510	Prae.g_00816
OG0000644	Syae.g_00509	Prae.g_00817
OG0000645	Syae.g_00507	Prae.g_00818
OG0000646	Syae.g_00504	Prae.g_00820
OG0000647	Syae.g_00502	Prae.g_00821
OG0000648	Syae.g_00499	Prae.g_00823
OG0000649	Syae.g_00498	Prae.g_00824
OG0000650	Syae.g_00497	Prae.g_00825
OG0000651	Syae.g_00496	Prae.g_00826
OG0000652	Syae.g_00495	Prae.g_00827
OG0000653	Syae.g_00493	Prae.g_00829
OG0000654	Syae.g_00492	Prae.g_00830
OG0000655	Syae.g_00491	Prae.g_00831
OG0000656	Syae.g_00488	Prae.g_00834
OG0000657	Syae.g_00834	Prae.g_00841
OG0000658	Syae.g_00837	Prae.g_00842
OG0000659	Syae.g_00838	Prae.g_00843
OG0000660	Syae.g_00842	Prae.g_00847
OG0000661	Syae.g_00844	Prae.g_00849
OG0000662	Syae.g_00846	Prae.g_00851
OG0000663	Syae.g_00849	Prae.g_00853
OG0000664	Syae.g_00850	Prae.g_00854
OG0000665	Syae.g_00121	Prae.g_00858
OG0000666	Syae.g_00258	Prae.g_00859
OG0000667	Syae.g_02056	Prae.g_00863
OG0000668	Syae.g_00418	Prae.g_00892
OG0000669	Syae.g_00585	Prae.g_00900
OG0000670	Syae.g_00582	Prae.g_00902
OG0000671	Syae.g_00580	Prae.g_00904
OG0000672	Syae.g_00577	Prae.g_00906
OG0000673	Syae.g_00574	Prae.g_00909
OG0000674	Syae.g_00572	Prae.g_00911
OG0000675	Syae.g_00571	Prae.g_00912
OG0000676	Syae.g_00569	Prae.g_00914
OG0000677	Syae.g_00568	Prae.g_00915
OG0000678	Syae.g_00564	Prae.g_00917
OG0000679	Syae.g_00555	Prae.g_00921
OG0000680	Syae.g_00554	Prae.g_00922
OG0000681	Syae.g_00551	Prae.g_00924
OG0000682	Syae.g_00550	Prae.g_00925
OG0000683	Syae.g_00549	Prae.g_00926
OG0000684	Syae.g_00545	Prae.g_00927
OG0000685	Syae.g_00543	Prae.g_00929
OG0000686	Syae.g_00542	Prae.g_00930
OG0000687	Syae.g_00541	Prae.g_00931
OG0000688	Syae.g_00536	Prae.g_00934
OG0000689	Syae.g_00534	Prae.g_00935
OG0000690	Syae.g_00533	Prae.g_00936
OG0000691	Syae.g_00532	Prae.g_00937
OG0000692	Syae.g_00531	Prae.g_00938
OG0000693	Syae.g_00529	Prae.g_00939
OG0000694	Syae.g_00528	Prae.g_00940
OG0000695	Syae.g_00322	Prae.g_00942
OG0000696	Syae.g_00323	Prae.g_00943
OG0000697	Syae.g_00325	Prae.g_00944
OG0000698	Syae.g_00328	Prae.g_00947
OG0000699	Syae.g_00330	Prae.g_00948
OG0000700	Syae.g_00331	Prae.g_00949
OG0000701	Syae.g_00332	Prae.g_00950
OG0000702	Syae.g_00341	Prae.g_00952
OG0000703	Syae.g_00342	Prae.g_00953
OG0000704	Syae.g_00345	Prae.g_00954
OG0000705	Syae.g_00352	Prae.g_00958
OG0000706	Syae.g_00353	Prae.g_00959
OG0000707	Syae.g_00354	Prae.g_00960
OG0000708	Syae.g_00357	Prae.g_00961
OG0000709	Syae.g_00365	Prae.g_00965
OG0000710	Syae.g_00369	Prae.g_00968
OG0000711	Syae.g_00398	Prae.g_00985
OG0000712	Syae.g_00400	Prae.g_00987
OG0000713	Syae.g_00401	Prae.g_00988
OG0000714	Syae.g_00403	Prae.g_00989
OG0000715	Syae.g_00405	Prae.g_00991
OG0000716	Syae.g_00409	Prae.g_00993
OG0000717	Syae.g_00410	Prae.g_00994
OG0000718	Syae.g_00414	Prae.g_01009
OG0000719	Syae.g_00416	Prae.g_01011
OG0000720	Syae.g_00429	Prae.g_01020
OG0000721	Syae.g_00431	Prae.g_01022
OG0000722	Syae.g_00432	Prae.g_01023
OG0000723	Syae.g_00445	Prae.g_01026
OG0000724	Syae.g_00799	Prae.g_01035
OG0000725	Syae.g_00789	Prae.g_01041
OG0000726	Syae.g_00788	Prae.g_01042
OG0000727	Syae.g_00787	Prae.g_01043
OG0000728	Syae.g_00785	Prae.g_01045
OG0000729	Syae.g_01819	Prae.g_01092
OG0000730	Syae.g_02189	Prae.g_01096
OG0000731	Syae.g_02201	Prae.g_01100
OG0000732	Syae.g_01764	Prae.g_01109
OG0000733	Syae.g_01599	Prae.g_01131
OG0000734	Syae.g_01371	Prae.g_01148
OG0000735	Syae.g_00942	Prae.g_01150
OG0000736	Syae.g_00941	Prae.g_01151
OG0000737	Syae.g_00940	Prae.g_01152
OG0000738	Syae.g_00935	Prae.g_01156
OG0000739	Syae.g_00928	Prae.g_01157
OG0000740	Syae.g_00927	Prae.g_01158
OG0000741	Syae.g_00924	Prae.g_01159
OG0000742	Syae.g_00922	Prae.g_01162
OG0000743	Syae.g_00920	Prae.g_01164
OG0000744	Syae.g_00919	Prae.g_01165
OG0000745	Syae.g_00917	Prae.g_01166
OG0000746	Syae.g_00915	Prae.g_01168
OG0000747	Syae.g_00914	Prae.g_01169
OG0000748	Syae.g_00902	Prae.g_01172
OG0000749	Syae.g_00900	Prae.g_01173
OG0000750	Syae.g_00899	Prae.g_01174
OG0000751	Syae.g_00892	Prae.g_01176
OG0000752	Syae.g_00890	Prae.g_01178
OG0000753	Syae.g_00887	Prae.g_01181
OG0000754	Syae.g_00641	Prae.g_01184
OG0000755	Syae.g_00651	Prae.g_01187
OG0000756	Syae.g_00652	Prae.g_01188
OG0000757	Syae.g_00661	Prae.g_01194
OG0000758	Syae.g_00662	Prae.g_01195
OG0000759	Syae.g_00663	Prae.g_01196
OG0000760	Syae.g_00664	Prae.g_01197
OG0000761	Syae.g_00668	Prae.g_01198
OG0000762	Syae.g_00672	Prae.g_01199
OG0000763	Syae.g_00676	Prae.g_01201
OG0000764	Syae.g_00677	Prae.g_01202
OG0000765	Syae.g_00695	Prae.g_01211
OG0000766	Syae.g_00696	Prae.g_01212
OG0000767	Syae.g_00698	Prae.g_01214
OG0000768	Syae.g_00699	Prae.g_01215
OG0000769	Syae.g_00701	Prae.g_01217
OG0000770	Syae.g_00704	Prae.g_01219
OG0000771	Syae.g_00805	Prae.g_01434
OG0000772	Syae.g_00168	Prae.g_01293
OG0000773	Syae.g_00947	Prae.g_01319
OG0000774	Syae.g_00951	Prae.g_01321
OG0000775	Syae.g_00954	Prae.g_01324
OG0000776	Syae.g_00955	Prae.g_01325
OG0000777	Syae.g_00956	Prae.g_01326
OG0000778	Syae.g_00957	Prae.g_01327
OG0000779	Syae.g_00963	Prae.g_01331
OG0000780	Syae.g_00967	Prae.g_01332
OG0000781	Syae.g_00971	Prae.g_01335
OG0000782	Syae.g_00972	Prae.g_01336
OG0000783	Syae.g_00973	Prae.g_01337
OG0000784	Syae.g_00974	Prae.g_01338
OG0000785	Syae.g_00976	Prae.g_01340
OG0000786	Syae.g_02477	Prae.g_01342
OG0000787	Syae.g_02476	Prae.g_01343
OG0000788	Syae.g_00087	Prae.g_01355
OG0000789	Syae.g_00281	Prae.g_01358
OG0000790	Syae.g_02294	Prae.g_01373
OG0000791	Syae.g_02292	Prae.g_01375
OG0000792	Syae.g_02291	Prae.g_01376
OG0000793	Syae.g_02286	Prae.g_01379
OG0000794	Syae.g_02285	Prae.g_01380
OG0000795	Syae.g_02284	Prae.g_01381
OG0000796	Syae.g_02280	Prae.g_01385
OG0000797	Syae.g_02279	Prae.g_01386
OG0000798	Syae.g_01972, Syae.g_01205	Prae.g_01420
OG0000799	Syae.g_00010	Prae.g_01441
OG0000800	Syae.g_00009	Prae.g_01442
OG0000801	Syae.g_00008	Prae.g_01443
OG0000802	Syae.g_02686	Prae.g_01445
OG0000803	Syae.g_02680	Prae.g_01447
OG0000804	Syae.g_02677	Prae.g_01448
OG0000805	Syae.g_02663	Prae.g_01450
OG0000806	Syae.g_02661	Prae.g_01452
OG0000807	Syae.g_02659	Prae.g_01453
OG0000808	Syae.g_02658	Prae.g_01454
OG0000809	Syae.g_02655	Prae.g_01457
OG0000810	Syae.g_02654	Prae.g_01458
OG0000811	Syae.g_02648	Prae.g_01462
OG0000812	Syae.g_02646	Prae.g_01464
OG0000813	Syae.g_02645	Prae.g_01465
OG0000814	Syae.g_02643	Prae.g_01467
OG0000815	Syae.g_02642	Prae.g_01468
OG0000816	Syae.g_02641	Prae.g_01470
OG0000817	Syae.g_02640	Prae.g_01471
OG0000818	Syae.g_02634	Prae.g_01476
OG0000819	Syae.g_02633	Prae.g_01477
OG0000820	Syae.g_02632	Prae.g_01478
OG0000821	Syae.g_02626	Prae.g_01482
OG0000822	Syae.g_02624	Prae.g_01483
OG0000823	Syae.g_02623	Prae.g_01484
OG0000824	Syae.g_02617	Prae.g_01487
OG0000825	Syae.g_02616	Prae.g_01488
OG0000826	Syae.g_02615	Prae.g_01489
OG0000827	Syae.g_02614	Prae.g_01490
OG0000828	Syae.g_02612	Prae.g_01493
OG0000829	Syae.g_02611	Prae.g_01494
OG0000830	Syae.g_02610	Prae.g_01495
OG0000831	Syae.g_02608	Prae.g_01497
OG0000832	Syae.g_01081	Prae.g_01503
OG0000833	Syae.g_01106	Prae.g_01511
OG0000834	Syae.g_01108	Prae.g_01512
OG0000835	Syae.g_01109	Prae.g_01513
OG0000836	Syae.g_01113	Prae.g_01514
OG0000837	Syae.g_01115	Prae.g_01515
OG0000838	Syae.g_01119	Prae.g_01517
OG0000839	Syae.g_01120	Prae.g_01518
OG0000840	Syae.g_01121	Prae.g_01519
OG0000841	Syae.g_01122	Prae.g_01520
OG0000842	Syae.g_01123	Prae.g_01521
OG0000843	Syae.g_01124	Prae.g_01522
OG0000844	Syae.g_01125	Prae.g_01523
OG0000845	Syae.g_01126	Prae.g_01524
OG0000846	Syae.g_01127	Prae.g_01525
OG0000847	Syae.g_01128	Prae.g_01526
OG0000848	Syae.g_01130	Prae.g_01527
OG0000849	Syae.g_01131	Prae.g_01528
OG0000850	Syae.g_01133	Prae.g_01530
OG0000851	Syae.g_01139	Prae.g_01531
OG0000852	Syae.g_01140	Prae.g_01532
OG0000853	Syae.g_01144	Prae.g_01536
OG0000854	Syae.g_01146	Prae.g_01538
OG0000855	Syae.g_01147	Prae.g_01539
OG0000856	Syae.g_00059	Prae.g_01554
OG0000857	Syae.g_00503	Prae.g_01582
OG0000858	Syae.g_01153	Prae.g_01617
OG0000859	Syae.g_01154	Prae.g_01618
OG0000860	Syae.g_01165	Prae.g_01625
OG0000861	Syae.g_01166	Prae.g_01626
OG0000862	Syae.g_01167	Prae.g_01627
OG0000863	Syae.g_01170	Prae.g_01629
OG0000864	Syae.g_01171	Prae.g_01630
OG0000865	Syae.g_01172	Prae.g_01631
OG0000866	Syae.g_01173	Prae.g_01632
OG0000867	Syae.g_01174	Prae.g_01633
OG0000868	Syae.g_01177	Prae.g_01634
OG0000869	Syae.g_01182	Prae.g_01638
OG0000870	Syae.g_01187	Prae.g_01643
OG0000871	Syae.g_01188	Prae.g_01644
OG0000872	Syae.g_01196	Prae.g_01645
OG0000873	Syae.g_01199	Prae.g_01648
OG0000874	Syae.g_01194	Prae.g_01651
OG0000875	Syae.g_01244	Prae.g_01652
OG0000876	Syae.g_01020	Prae.g_01653
OG0000877	Syae.g_01025	Prae.g_01655
OG0000878	Syae.g_01026	Prae.g_01656
OG0000879	Syae.g_01027	Prae.g_01657
OG0000880	Syae.g_01028	Prae.g_01658
OG0000881	Syae.g_01034	Prae.g_01662
OG0000882	Syae.g_01039	Prae.g_01667
OG0000883	Syae.g_01041	Prae.g_01668
OG0000884	Syae.g_01043	Prae.g_01670
OG0000885	Syae.g_01044	Prae.g_01671
OG0000886	Syae.g_01045	Prae.g_01672
OG0000887	Syae.g_01046	Prae.g_01673
OG0000888	Syae.g_01048	Prae.g_01675
OG0000889	Syae.g_01050	Prae.g_01677
OG0000890	Syae.g_01056	Prae.g_01678
OG0000891	Syae.g_01057	Prae.g_01679
OG0000892	Syae.g_01059	Prae.g_01681
OG0000893	Syae.g_02031	Prae.g_01686
OG0000894	Syae.g_02034	Prae.g_01688
OG0000895	Syae.g_02038	Prae.g_01691
OG0000896	Syae.g_02039	Prae.g_01692
OG0000897	Syae.g_02041	Prae.g_01694
OG0000898	Syae.g_02042	Prae.g_01695
OG0000899	Syae.g_02043	Prae.g_01696
OG0000900	Syae.g_02044	Prae.g_01697
OG0000901	Syae.g_02049	Prae.g_01700
OG0000902	Syae.g_02051	Prae.g_01702
OG0000903	Syae.g_02077	Prae.g_01705
OG0000904	Syae.g_02071	Prae.g_01707
OG0000905	Syae.g_02065	Prae.g_01712
OG0000906	Syae.g_02063	Prae.g_01713
OG0000907	Syae.g_02079	Prae.g_01716
OG0000908	Syae.g_02082	Prae.g_01719
OG0000909	Syae.g_02083	Prae.g_01720
OG0000910	Syae.g_02084	Prae.g_01721
OG0000911	Syae.g_02086	Prae.g_01723
OG0000912	Syae.g_02087	Prae.g_01724
OG0000913	Syae.g_02088	Prae.g_01725
OG0000914	Syae.g_02089	Prae.g_01726
OG0000915	Syae.g_02091	Prae.g_01727
OG0000916	Syae.g_02092	Prae.g_01728
OG0000917	Syae.g_02093	Prae.g_01729
OG0000918	Syae.g_02094	Prae.g_01730
OG0000919	Syae.g_02095	Prae.g_01731
OG0000920	Syae.g_02096	Prae.g_01732
OG0000921	Syae.g_02097	Prae.g_01733
OG0000922	Syae.g_02098	Prae.g_01734
OG0000923	Syae.g_02102	Prae.g_01738
OG0000924	Syae.g_02103	Prae.g_01739
OG0000925	Syae.g_02104	Prae.g_01740
OG0000926	Syae.g_02105	Prae.g_01741
OG0000927	Syae.g_02107	Prae.g_01743
OG0000928	Syae.g_02108	Prae.g_01744
OG0000929	Syae.g_02109	Prae.g_01745
OG0000930	Syae.g_02110	Prae.g_01746
OG0000931	Syae.g_02111	Prae.g_01747
OG0000932	Syae.g_02112	Prae.g_01748
OG0000933	Syae.g_02118	Prae.g_01752
OG0000934	Syae.g_02120	Prae.g_01754
OG0000935	Syae.g_02121	Prae.g_01755
OG0000936	Syae.g_02122	Prae.g_01756
OG0000937	Syae.g_02123	Prae.g_01757
OG0000938	Syae.g_02126	Prae.g_01759
OG0000939	Syae.g_02127	Prae.g_01760
OG0000940	Syae.g_02133	Prae.g_01768
OG0000941	Syae.g_02135	Prae.g_01770
OG0000942	Syae.g_02137	Prae.g_01772
OG0000943	Syae.g_02138	Prae.g_01773
OG0000944	Syae.g_02140	Prae.g_01774
OG0000945	Syae.g_02142	Prae.g_01775
OG0000946	Syae.g_02146	Prae.g_01779
OG0000947	Syae.g_02149	Prae.g_01781
OG0000948	Syae.g_02150	Prae.g_01782
OG0000949	Syae.g_01884	Prae.g_01785
OG0000950	Syae.g_01873	Prae.g_01790
OG0000951	Syae.g_01866	Prae.g_01794
OG0000952	Syae.g_01859	Prae.g_01798
OG0000953	Syae.g_01854	Prae.g_01801
OG0000954	Syae.g_01845	Prae.g_01805
OG0000955	Syae.g_01844	Prae.g_01806
OG0000956	Syae.g_01842	Prae.g_01808
OG0000957	Syae.g_01831	Prae.g_01813
OG0000958	Syae.g_01830	Prae.g_01814
OG0000959	Syae.g_01826	Prae.g_01818
OG0000960	Syae.g_01825	Prae.g_01819
OG0000961	Syae.g_01822	Prae.g_01821
OG0000962	Syae.g_01820	Prae.g_01823
OG0000963	Syae.g_01814	Prae.g_01827
OG0000964	Syae.g_01813	Prae.g_01828
OG0000965	Syae.g_01812	Prae.g_01829
OG0000966	Syae.g_01789	Prae.g_01836
OG0000967	Syae.g_01782	Prae.g_01840
OG0000968	Syae.g_01787	Prae.g_01842
OG0000969	Syae.g_01785	Prae.g_01843
OG0000970	Syae.g_01784	Prae.g_01844
OG0000971	Syae.g_01779	Prae.g_01845
OG0000972	Syae.g_01778	Prae.g_01846
OG0000973	Syae.g_01777	Prae.g_01847
OG0000974	Syae.g_01776	Prae.g_01848
OG0000975	Syae.g_01775	Prae.g_01849
OG0000976	Syae.g_01774	Prae.g_01850
OG0000977	Syae.g_01772	Prae.g_01851
OG0000978	Syae.g_01771	Prae.g_01852
OG0000979	Syae.g_01768	Prae.g_01855
OG0000980	Syae.g_01765	Prae.g_01857
OG0000981	Syae.g_01762	Prae.g_01859
OG0000982	Syae.g_01568	Prae.g_01861
OG0000983	Syae.g_01569	Prae.g_01862
OG0000984	Syae.g_01570	Prae.g_01863
OG0000985	Syae.g_01572	Prae.g_01866
OG0000986	Syae.g_01575	Prae.g_01868
OG0000987	Syae.g_01577	Prae.g_01869
OG0000988	Syae.g_01583	Prae.g_01872
OG0000989	Syae.g_01591	Prae.g_01876
OG0000990	Syae.g_01606	Prae.g_01879
OG0000991	Syae.g_01609	Prae.g_01880
OG0000992	Syae.g_01612	Prae.g_01882
OG0000993	Syae.g_01613	Prae.g_01883
OG0000994	Syae.g_01616	Prae.g_01884
OG0000995	Syae.g_01627	Prae.g_01888
OG0000996	Syae.g_01667	Prae.g_01889
OG0000997	Syae.g_01678	Prae.g_01890
OG0000998	Syae.g_01680	Prae.g_01892
OG0000999	Syae.g_01683	Prae.g_01893
OG0001000	Syae.g_01686	Prae.g_01896
OG0001001	Syae.g_01692	Prae.g_01898
OG0001002	Syae.g_01699	Prae.g_01902
OG0001003	Syae.g_01701	Prae.g_01903
OG0001004	Syae.g_01702	Prae.g_01904
OG0001005	Syae.g_01703	Prae.g_01905
OG0001006	Syae.g_01710	Prae.g_01909
OG0001007	Syae.g_01712	Prae.g_01911
OG0001008	Syae.g_00993	Prae.g_00411
OG0001009	Syae.g_01744	Prae.g_00027
OG0001010	Syae.g_01745	Prae.g_00028
OG0001011	Syae.g_01747	Prae.g_00029
OG0001012	Syae.g_01564	Prae.g_00045
OG0001013	Syae.g_01552	Prae.g_00050
OG0001014	Syae.g_01548	Prae.g_00053
OG0001015	Syae.g_01547	Prae.g_00054
OG0001016	Syae.g_01290	Prae.g_00073
OG0001017	Syae.g_01296	Prae.g_00077
OG0001018	Syae.g_01298	Prae.g_00080
OG0001019	Syae.g_01334	Prae.g_00089
OG0001020	Syae.g_01340	Prae.g_00090
OG0001021	Syae.g_01344	Prae.g_00091
OG0001022	Syae.g_01348	Prae.g_00094
OG0001023	Syae.g_01349	Prae.g_00095
OG0001024	Syae.g_01353	Prae.g_00098
OG0001025	Syae.g_01360	Prae.g_00104
OG0001026	Syae.g_01373	Prae.g_00110
OG0001027	Syae.g_01377	Prae.g_00111
OG0001028	Syae.g_01379	Prae.g_00113
OG0001029	Syae.g_01381	Prae.g_00115
OG0001030	Syae.g_01403	Prae.g_00130
OG0001031	Syae.g_01475	Prae.g_00189
OG0001032	Syae.g_01479	Prae.g_00190
OG0001033	Syae.g_01505	Prae.g_00211
OG0001034	Syae.g_02238	Prae.g_00239
OG0001035	Syae.g_02006	Prae.g_00257
OG0001036	Syae.g_02001	Prae.g_00262
OG0001037	Syae.g_01999	Prae.g_00263
OG0001038	Syae.g_01971	Prae.g_00279
OG0001039	Syae.g_01968	Prae.g_00282
OG0001040	Syae.g_01965	Prae.g_00284
OG0001041	Syae.g_01960	Prae.g_00288
OG0001042	Syae.g_01935	Prae.g_00305
OG0001043	Syae.g_01931	Prae.g_00306
OG0001044	Syae.g_02191	Prae.g_00334
OG0001045	Syae.g_02204	Prae.g_00342
OG0001046	Syae.g_00385	Prae.g_00379
OG0001047	Syae.g_00991	Prae.g_00413
OG0001048	Syae.g_00990	Prae.g_00414
OG0001049	Syae.g_00987	Prae.g_00416
OG0001050	Syae.g_00986	Prae.g_00417
OG0001051	Syae.g_00985	Prae.g_00418
OG0001052	Syae.g_02526	Prae.g_00445
OG0001053	Syae.g_02312	Prae.g_00457
OG0001054	Syae.g_02329	Prae.g_00472
OG0001055	Syae.g_02350	Prae.g_00491
OG0001056	Syae.g_02379	Prae.g_00511
OG0001057	Syae.g_02388	Prae.g_00516
OG0001058	Syae.g_02402	Prae.g_00524
OG0001059	Syae.g_02406	Prae.g_00528
OG0001060	Syae.g_02412	Prae.g_00535
OG0001061	Syae.g_02434	Prae.g_00548
OG0001062	Syae.g_02436	Prae.g_00550
OG0001063	Syae.g_02440	Prae.g_00552
OG0001064	Syae.g_02441	Prae.g_00553
OG0001065	Syae.g_02442	Prae.g_00554
OG0001066	Syae.g_02443	Prae.g_00555
OG0001067	Syae.g_02444	Prae.g_00556
OG0001068	Syae.g_02445	Prae.g_00557
OG0001069	Syae.g_02446	Prae.g_00558
OG0001070	Syae.g_02449	Prae.g_00561
OG0001071	Syae.g_02450	Prae.g_00562
OG0001072	Syae.g_02454	Prae.g_00564
OG0001073	Syae.g_02468	Prae.g_00578
OG0001074	Syae.g_00027	Prae.g_00589
OG0001075	Syae.g_00029	Prae.g_00590
OG0001076	Syae.g_00050	Prae.g_00598
OG0001077	Syae.g_00061	Prae.g_00602
OG0001078	Syae.g_00075	Prae.g_00610
OG0001079	Syae.g_00088	Prae.g_00621
OG0001080	Syae.g_00267	Prae.g_00627
OG0001081	Syae.g_00615	Prae.g_00629
OG0001082	Syae.g_00614	Prae.g_00630
OG0001083	Syae.g_00605	Prae.g_00635
OG0001084	Syae.g_00604	Prae.g_00636
OG0001085	Syae.g_00594	Prae.g_00644
OG0001086	Syae.g_00592	Prae.g_00645
OG0001087	Syae.g_00751	Prae.g_00662
OG0001088	Syae.g_00755	Prae.g_00663
OG0001089	Syae.g_00781	Prae.g_00671
OG0001090	Syae.g_00471	Prae.g_00712
OG0001091	Syae.g_00469	Prae.g_00714
OG0001092	Syae.g_00466	Prae.g_00715
OG0001093	Syae.g_00460	Prae.g_00720
OG0001094	Syae.g_00527	Prae.g_00800
OG0001095	Syae.g_00506	Prae.g_00819
OG0001096	Syae.g_00490	Prae.g_00832
OG0001097	Syae.g_00845	Prae.g_00850
OG0001098	Syae.g_00269	Prae.g_00865
OG0001099	Syae.g_01380	Prae.g_00897
OG0001100	Syae.g_00583	Prae.g_00901
OG0001101	Syae.g_00581	Prae.g_00903
OG0001102	Syae.g_00578	Prae.g_00905
OG0001103	Syae.g_00576	Prae.g_00907
OG0001104	Syae.g_00544	Prae.g_00928
OG0001105	Syae.g_00540	Prae.g_00932
OG0001106	Syae.g_00346	Prae.g_00955
OG0001107	Syae.g_00358	Prae.g_00962
OG0001108	Syae.g_00366	Prae.g_00966
OG0001109	Syae.g_00368	Prae.g_00967
OG0001110	Syae.g_00370	Prae.g_00969
OG0001111	Syae.g_00372	Prae.g_00970
OG0001112	Syae.g_00374	Prae.g_00971
OG0001113	Syae.g_00375	Prae.g_00972
OG0001114	Syae.g_00376	Prae.g_00973
OG0001115	Syae.g_00380	Prae.g_00975
OG0001116	Syae.g_00382	Prae.g_00976
OG0001117	Syae.g_00383	Prae.g_00977
OG0001118	Syae.g_00384	Prae.g_00978
OG0001119	Syae.g_00386	Prae.g_00979
OG0001120	Syae.g_00390	Prae.g_00981
OG0001121	Syae.g_00133	Prae.g_01128, Prae.g_00984
OG0001122	Syae.g_00417	Prae.g_01012
OG0001123	Syae.g_00424	Prae.g_01016
OG0001124	Syae.g_00426	Prae.g_01018
OG0001125	Syae.g_00428	Prae.g_01019
OG0001126	Syae.g_00807	Prae.g_01029
OG0001127	Syae.g_00806	Prae.g_01030
OG0001128	Syae.g_00803	Prae.g_01032
OG0001129	Syae.g_00801	Prae.g_01033
OG0001130	Syae.g_00800	Prae.g_01034
OG0001131	Syae.g_00562	Prae.g_01072
OG0001132	Syae.g_00242	Prae.g_01081
OG0001133	Syae.g_00053	Prae.g_01115
OG0001134	Syae.g_00638	Prae.g_01130
OG0001136	Syae.g_00923	Prae.g_01160
OG0001137	Syae.g_00903	Prae.g_01171
OG0001138	Syae.g_00654	Prae.g_01189
OG0001139	Syae.g_00656	Prae.g_01190
OG0001140	Syae.g_00657	Prae.g_01191
OG0001141	Syae.g_00658	Prae.g_01192
OG0001142	Syae.g_00660	Prae.g_01193
OG0001143	Syae.g_00673	Prae.g_01200
OG0001144	Syae.g_00684	Prae.g_01205
OG0001145	Syae.g_00948	Prae.g_01320
OG0001146	Syae.g_00968	Prae.g_01333
OG0001147	Syae.g_02536	Prae.g_01354
OG0001148	Syae.g_02297	Prae.g_01370
OG0001149	Syae.g_02296	Prae.g_01371
OG0001150	Syae.g_02295	Prae.g_01372
OG0001151	Syae.g_02282	Prae.g_01383
OG0001152	Syae.g_02281	Prae.g_01384
OG0001153	Syae.g_02613	Prae.g_01491
OG0001155	Syae.g_01083	Prae.g_01504
OG0001156	Syae.g_01093	Prae.g_01507
OG0001157	Syae.g_01094	Prae.g_01508
OG0001158	Syae.g_01100	Prae.g_01509
OG0001159	Syae.g_01103	Prae.g_01510
OG0001160	Syae.g_01142	Prae.g_01534
OG0001161	Syae.g_01597	Prae.g_01547
OG0001162	Syae.g_00487	Prae.g_01558
OG0001163	Syae.g_01150	Prae.g_01615
OG0001164	Syae.g_01156	Prae.g_01619
OG0001165	Syae.g_01161	Prae.g_01622
OG0001166	Syae.g_01186	Prae.g_01642
OG0001167	Syae.g_01031	Prae.g_01659
OG0001168	Syae.g_01033	Prae.g_01661
OG0001169	Syae.g_01035	Prae.g_01663
OG0001170	Syae.g_01037	Prae.g_01665
OG0001171	Syae.g_01047	Prae.g_01674
OG0001172	Syae.g_02036	Prae.g_01689
OG0001173	Syae.g_02037	Prae.g_01690
OG0001174	Syae.g_02045	Prae.g_01698
OG0001175	Syae.g_02046	Prae.g_01699
OG0001176	Syae.g_02076	Prae.g_01706
