Orthogroup	Syae	Prbg
OG0000566	Syae.g_02418	Prbg.g_00282
OG0000567	Syae.g_02422	Prbg.g_00286
OG0000568	Syae.g_02427	Prbg.g_00287
OG0000569	Syae.g_02428	Prbg.g_00288
OG0000570	Syae.g_02429	Prbg.g_00289
OG0000571	Syae.g_02433	Prbg.g_00291
OG0000572	Syae.g_02448	Prbg.g_00305
OG0000573	Syae.g_02456	Prbg.g_00311
OG0000574	Syae.g_02457	Prbg.g_00312
OG0000575	Syae.g_02461	Prbg.g_00316
OG0000576	Syae.g_02463	Prbg.g_00318
OG0000577	Syae.g_02464	Prbg.g_00319
OG0000578	Syae.g_02465	Prbg.g_00320
OG0000579	Syae.g_02466	Prbg.g_00321
OG0000580	Syae.g_02467	Prbg.g_00322
OG0000581	Syae.g_02473	Prbg.g_00325
OG0000582	Syae.g_00018	Prbg.g_00328
OG0000583	Syae.g_00019	Prbg.g_00329
OG0000584	Syae.g_00020	Prbg.g_00330
OG0000585	Syae.g_00022	Prbg.g_00332
OG0000586	Syae.g_00023	Prbg.g_00333
OG0000587	Syae.g_00025	Prbg.g_00334
OG0000588	Syae.g_00043	Prbg.g_00338
OG0000589	Syae.g_00047	Prbg.g_00340
OG0000590	Syae.g_00048	Prbg.g_00341
OG0000591	Syae.g_00056	Prbg.g_00345
OG0000592	Syae.g_00057	Prbg.g_00346
OG0000593	Syae.g_00070	Prbg.g_01425
OG0000594	Syae.g_00071	Prbg.g_01424
OG0000595	Syae.g_00072	Prbg.g_01423
OG0000596	Syae.g_00077	Prbg.g_01419
OG0000597	Syae.g_00080	Prbg.g_01416
OG0000598	Syae.g_00081	Prbg.g_01415
OG0000599	Syae.g_00084	Prbg.g_01412
OG0000600	Syae.g_00085	Prbg.g_01411
OG0000601	Syae.g_00086	Prbg.g_01410
OG0000602	Syae.g_00091	Prbg.g_01408
OG0000603	Syae.g_00092	Prbg.g_01407
OG0000604	Syae.g_00095	Prbg.g_01406
OG0000605	Syae.g_00260	Prbg.g_01405
OG0000606	Syae.g_00616	Prbg.g_01402
OG0000607	Syae.g_00613	Prbg.g_01399
OG0000608	Syae.g_00612	Prbg.g_01398
OG0000609	Syae.g_00610	Prbg.g_01397
OG0000610	Syae.g_00601	Prbg.g_01391
OG0000611	Syae.g_00598	Prbg.g_01388
OG0000612	Syae.g_00597	Prbg.g_01387
OG0000613	Syae.g_01910	Prbg.g_01114
OG0000614	Syae.g_00765	Prbg.g_01135
OG0000615	Syae.g_00557	Prbg.g_01146
OG0000616	Syae.g_01696	Prbg.g_01939
OG0000617	Syae.g_00464	Prbg.g_01371
OG0000618	Syae.g_00463	Prbg.g_01370
OG0000619	Syae.g_00462	Prbg.g_01369
OG0000620	Syae.g_00456	Prbg.g_01366
OG0000621	Syae.g_00455	Prbg.g_01365
OG0000622	Syae.g_00454	Prbg.g_01364
OG0000623	Syae.g_00453	Prbg.g_01363
OG0000624	Syae.g_00451	Prbg.g_01361
OG0000625	Syae.g_00450	Prbg.g_01360
OG0000626	Syae.g_00449	Prbg.g_01359
OG0000627	Syae.g_00299	Prbg.g_01358
OG0000628	Syae.g_00300	Prbg.g_01357
OG0000629	Syae.g_00303	Prbg.g_01356
OG0000630	Syae.g_00310	Prbg.g_01353
OG0000631	Syae.g_00317	Prbg.g_01260
OG0000632	Syae.g_00318	Prbg.g_01261
OG0000633	Syae.g_00320	Prbg.g_01262
OG0000634	Syae.g_00525	Prbg.g_01155
OG0000635	Syae.g_00524	Prbg.g_01156
OG0000636	Syae.g_00522	Prbg.g_01158
OG0000637	Syae.g_00520	Prbg.g_01160
OG0000638	Syae.g_00519	Prbg.g_01161
OG0000639	Syae.g_00518	Prbg.g_01162
OG0000640	Syae.g_00517	Prbg.g_01163
OG0000641	Syae.g_00513	Prbg.g_01167
OG0000642	Syae.g_00512	Prbg.g_01168
OG0000643	Syae.g_00510	Prbg.g_01169
OG0000644	Syae.g_00509	Prbg.g_01170
OG0000645	Syae.g_00507	Prbg.g_01171
OG0000646	Syae.g_00504	Prbg.g_01173
OG0000647	Syae.g_00502	Prbg.g_01175
OG0000648	Syae.g_00499	Prbg.g_01177
OG0000649	Syae.g_00498	Prbg.g_01178
OG0000650	Syae.g_00497	Prbg.g_01179
OG0000651	Syae.g_00496	Prbg.g_01180
OG0000652	Syae.g_00495	Prbg.g_01181
OG0000653	Syae.g_00493	Prbg.g_01183
OG0000654	Syae.g_00492	Prbg.g_01184
OG0000655	Syae.g_00491	Prbg.g_01185
OG0000656	Syae.g_00488	Prbg.g_01188
OG0000657	Syae.g_00834	Prbg.g_01196
OG0000658	Syae.g_00837	Prbg.g_01198
OG0000659	Syae.g_00838	Prbg.g_01199
OG0000660	Syae.g_00842	Prbg.g_01203
OG0000661	Syae.g_00844	Prbg.g_01205
OG0000662	Syae.g_00846	Prbg.g_01207
OG0000663	Syae.g_00849	Prbg.g_01209
OG0000664	Syae.g_00850	Prbg.g_01210
OG0000665	Syae.g_00121	Prbg.g_01216
OG0000666	Syae.g_00258	Prbg.g_01217
OG0000667	Syae.g_02056	Prbg.g_01221
OG0000668	Syae.g_00418	Prbg.g_01062
OG0000669	Syae.g_00585	Prbg.g_01073
OG0000670	Syae.g_00582	Prbg.g_01076
OG0000671	Syae.g_00580	Prbg.g_01079
OG0000672	Syae.g_00577	Prbg.g_01082
OG0000673	Syae.g_00574	Prbg.g_01085
OG0000674	Syae.g_00572	Prbg.g_01087
OG0000675	Syae.g_00571	Prbg.g_01088
OG0000676	Syae.g_00569	Prbg.g_01090
OG0000677	Syae.g_00568	Prbg.g_01091
OG0000678	Syae.g_00564	Prbg.g_01093
OG0000679	Syae.g_00555	Prbg.g_01097
OG0000680	Syae.g_00554	Prbg.g_01098
OG0000681	Syae.g_00551	Prbg.g_01101
OG0000682	Syae.g_00550	Prbg.g_01102
OG0000683	Syae.g_00549	Prbg.g_01103
OG0000684	Syae.g_00545	Prbg.g_01105
OG0000685	Syae.g_00543	Prbg.g_01107
OG0000686	Syae.g_00542	Prbg.g_01108
OG0000687	Syae.g_00541	Prbg.g_01109
OG0000688	Syae.g_00536	Prbg.g_01383
OG0000689	Syae.g_00534	Prbg.g_01382
OG0000690	Syae.g_00533	Prbg.g_01381
OG0000691	Syae.g_00532	Prbg.g_01380
OG0000692	Syae.g_00531	Prbg.g_01378
OG0000693	Syae.g_00529	Prbg.g_01377
OG0000694	Syae.g_00528	Prbg.g_01376
OG0000695	Syae.g_00322	Prbg.g_01264
OG0000696	Syae.g_00323	Prbg.g_01265
OG0000697	Syae.g_00325	Prbg.g_01266
OG0000698	Syae.g_00328	Prbg.g_01269
OG0000699	Syae.g_00330	Prbg.g_01270
OG0000700	Syae.g_00331	Prbg.g_01271
OG0000701	Syae.g_00332	Prbg.g_01272
OG0000702	Syae.g_00341	Prbg.g_01274
OG0000703	Syae.g_00342	Prbg.g_01275
OG0000704	Syae.g_00345	Prbg.g_01277
OG0000705	Syae.g_00352	Prbg.g_01280
OG0000706	Syae.g_00353	Prbg.g_01281
OG0000707	Syae.g_00354	Prbg.g_01282
OG0000708	Syae.g_00357	Prbg.g_01284
OG0000709	Syae.g_00365	Prbg.g_01288
OG0000710	Syae.g_00369	Prbg.g_01291
OG0000711	Syae.g_00398	Prbg.g_01309
OG0000712	Syae.g_00400	Prbg.g_01310
OG0000713	Syae.g_00401	Prbg.g_01311
OG0000714	Syae.g_00403	Prbg.g_01312
OG0000715	Syae.g_00405	Prbg.g_01314
OG0000716	Syae.g_00409	Prbg.g_01316
OG0000717	Syae.g_00410	Prbg.g_01317
OG0000718	Syae.g_00414	Prbg.g_01321
OG0000719	Syae.g_00416	Prbg.g_01323
OG0000720	Syae.g_00429	Prbg.g_01335
OG0000721	Syae.g_00431	Prbg.g_01339
OG0000722	Syae.g_00432	Prbg.g_01340
OG0000723	Syae.g_00445	Prbg.g_01344
OG0000724	Syae.g_00799	Prbg.g_01239
OG0000725	Syae.g_00789	Prbg.g_01233
OG0000726	Syae.g_00788	Prbg.g_01232
OG0000727	Syae.g_00787	Prbg.g_01231
OG0000728	Syae.g_00785	Prbg.g_01229
OG0000729	Syae.g_01819	Prbg.g_00455
OG0000730	Syae.g_02189	Prbg.g_01528
OG0000731	Syae.g_02201	Prbg.g_00123
OG0000732	Syae.g_01764	Prbg.g_01890
OG0000733	Syae.g_01599	Prbg.g_00750
OG0000734	Syae.g_01371	Prbg.g_01502
OG0000735	Syae.g_00942	Prbg.g_01500
OG0000736	Syae.g_00941	Prbg.g_01499
OG0000737	Syae.g_00940	Prbg.g_01498
OG0000738	Syae.g_00935	Prbg.g_01494
OG0000739	Syae.g_00928	Prbg.g_01493
OG0000740	Syae.g_00927	Prbg.g_01492
OG0000741	Syae.g_00924	Prbg.g_01490
OG0000742	Syae.g_00922	Prbg.g_01487
OG0000743	Syae.g_00920	Prbg.g_01485
OG0000744	Syae.g_00919	Prbg.g_01484
OG0000745	Syae.g_00917	Prbg.g_01483
OG0000746	Syae.g_00915	Prbg.g_01481
OG0000747	Syae.g_00914	Prbg.g_01480
OG0000748	Syae.g_00902	Prbg.g_01476
OG0000749	Syae.g_00900	Prbg.g_01475
OG0000750	Syae.g_00899	Prbg.g_01474
OG0000751	Syae.g_00892	Prbg.g_01471
OG0000752	Syae.g_00890	Prbg.g_01469
OG0000753	Syae.g_00887	Prbg.g_01467
OG0000754	Syae.g_00641	Prbg.g_01464
OG0000755	Syae.g_00651	Prbg.g_01458
OG0000756	Syae.g_00652	Prbg.g_01457
OG0000757	Syae.g_00661	Prbg.g_01450
OG0000758	Syae.g_00662	Prbg.g_01449
OG0000759	Syae.g_00663	Prbg.g_01448
OG0000760	Syae.g_00664	Prbg.g_01447
OG0000761	Syae.g_00668	Prbg.g_01446
OG0000762	Syae.g_00672	Prbg.g_01445
OG0000763	Syae.g_00676	Prbg.g_01443
OG0000764	Syae.g_00677	Prbg.g_01442
OG0000765	Syae.g_00695	Prbg.g_01434
OG0000766	Syae.g_00696	Prbg.g_01433
OG0000767	Syae.g_00698	Prbg.g_01431
OG0000768	Syae.g_00699	Prbg.g_01430
OG0000769	Syae.g_00701	Prbg.g_01428
OG0000770	Syae.g_00704	Prbg.g_00351
OG0000771	Syae.g_00805	Prbg.g_00687
OG0000772	Syae.g_00168	Prbg.g_01576
OG0000773	Syae.g_00947	Prbg.g_00468
OG0000774	Syae.g_00951	Prbg.g_00470
OG0000775	Syae.g_00954	Prbg.g_00472
OG0000776	Syae.g_00955	Prbg.g_00473
OG0000777	Syae.g_00956	Prbg.g_00474
OG0000778	Syae.g_00957	Prbg.g_00475
OG0000779	Syae.g_00963	Prbg.g_00479
OG0000780	Syae.g_00967	Prbg.g_00480
OG0000781	Syae.g_00971	Prbg.g_00484
OG0000782	Syae.g_00972	Prbg.g_00485
OG0000783	Syae.g_00973	Prbg.g_00486
OG0000784	Syae.g_00974	Prbg.g_00487
OG0000785	Syae.g_00976	Prbg.g_00489
OG0000786	Syae.g_02477	Prbg.g_00492
OG0000787	Syae.g_02476	Prbg.g_00493
OG0000788	Syae.g_00087	Prbg.g_00218
OG0000789	Syae.g_00281	Prbg.g_00690
OG0000790	Syae.g_02294	Prbg.g_00534
OG0000791	Syae.g_02292	Prbg.g_00536
OG0000792	Syae.g_02291	Prbg.g_00537
OG0000793	Syae.g_02286	Prbg.g_00540
OG0000794	Syae.g_02285	Prbg.g_00541
OG0000795	Syae.g_02284	Prbg.g_00542
OG0000796	Syae.g_02280	Prbg.g_00546
OG0000797	Syae.g_02279	Prbg.g_00547
OG0000798	Syae.g_01205	Prbg.g_00038
OG0000799	Syae.g_00010	Prbg.g_00574
OG0000800	Syae.g_00009	Prbg.g_00575
OG0000801	Syae.g_00008	Prbg.g_00576
OG0000802	Syae.g_02686	Prbg.g_00578
OG0000803	Syae.g_02680	Prbg.g_00580
OG0000804	Syae.g_02677	Prbg.g_00581
OG0000805	Syae.g_02663	Prbg.g_00583
OG0000806	Syae.g_02661	Prbg.g_00585
OG0000807	Syae.g_02659	Prbg.g_00586
OG0000808	Syae.g_02658	Prbg.g_00587
OG0000809	Syae.g_02655	Prbg.g_00589
OG0000810	Syae.g_02654	Prbg.g_00590
OG0000811	Syae.g_02648	Prbg.g_00594
OG0000812	Syae.g_02646	Prbg.g_00596
OG0000813	Syae.g_02645	Prbg.g_00597
OG0000814	Syae.g_02643	Prbg.g_00599
OG0000815	Syae.g_02642	Prbg.g_00600
OG0000816	Syae.g_02641	Prbg.g_00602
OG0000817	Syae.g_02640	Prbg.g_00603
OG0000818	Syae.g_02634	Prbg.g_00608
OG0000819	Syae.g_02633	Prbg.g_00609
OG0000820	Syae.g_02632	Prbg.g_00610
OG0000821	Syae.g_02626	Prbg.g_00614
OG0000822	Syae.g_02624	Prbg.g_00615
OG0000823	Syae.g_02623	Prbg.g_00616
OG0000824	Syae.g_02617	Prbg.g_00619
OG0000825	Syae.g_02616	Prbg.g_00620
OG0000826	Syae.g_02615	Prbg.g_00621
OG0000827	Syae.g_02614	Prbg.g_00622
OG0000828	Syae.g_02612	Prbg.g_00625
OG0000829	Syae.g_02611	Prbg.g_00626
OG0000830	Syae.g_02610	Prbg.g_00627
OG0000831	Syae.g_02608	Prbg.g_00629
OG0000832	Syae.g_01081	Prbg.g_00639
OG0000833	Syae.g_01106	Prbg.g_00648
OG0000834	Syae.g_01108	Prbg.g_00649
OG0000835	Syae.g_01109	Prbg.g_00650
OG0000836	Syae.g_01113	Prbg.g_00651
OG0000837	Syae.g_01115	Prbg.g_00652
OG0000838	Syae.g_01119	Prbg.g_00654
OG0000839	Syae.g_01120	Prbg.g_00655
OG0000840	Syae.g_01121	Prbg.g_00656
OG0000841	Syae.g_01122	Prbg.g_00657
OG0000842	Syae.g_01123	Prbg.g_00658
OG0000843	Syae.g_01124	Prbg.g_00659
OG0000844	Syae.g_01125	Prbg.g_00660
OG0000845	Syae.g_01126	Prbg.g_00661
OG0000846	Syae.g_01127	Prbg.g_00662
OG0000847	Syae.g_01128	Prbg.g_00663
OG0000848	Syae.g_01130	Prbg.g_00664
OG0000849	Syae.g_01131	Prbg.g_00665
OG0000850	Syae.g_01133	Prbg.g_00667
OG0000851	Syae.g_01139	Prbg.g_00668
OG0000852	Syae.g_01140	Prbg.g_00669
OG0000853	Syae.g_01144	Prbg.g_00675
OG0000854	Syae.g_01146	Prbg.g_00677
OG0000855	Syae.g_01147	Prbg.g_00678
OG0000856	Syae.g_00059	Prbg.g_00348
OG0000857	Syae.g_00503	Prbg.g_01174
OG0000858	Syae.g_01153	Prbg.g_01643
OG0000859	Syae.g_01154	Prbg.g_01644
OG0000860	Syae.g_01165	Prbg.g_01652
OG0000861	Syae.g_01166	Prbg.g_01653
OG0000862	Syae.g_01167	Prbg.g_01654
OG0000863	Syae.g_01170	Prbg.g_01656
OG0000864	Syae.g_01171	Prbg.g_01657
OG0000865	Syae.g_01172	Prbg.g_01658
OG0000866	Syae.g_01173	Prbg.g_01659
OG0000867	Syae.g_01174	Prbg.g_01660
OG0000868	Syae.g_01177	Prbg.g_01662
OG0000869	Syae.g_01182	Prbg.g_01665
OG0000870	Syae.g_01187	Prbg.g_01670
OG0000871	Syae.g_01188	Prbg.g_01671
OG0000872	Syae.g_01196	Prbg.g_01672
OG0000873	Syae.g_01199	Prbg.g_01675
OG0000874	Syae.g_01194	Prbg.g_01678
OG0000875	Syae.g_01244	Prbg.g_01679
OG0000876	Syae.g_01020	Prbg.g_01680
OG0000877	Syae.g_01025	Prbg.g_01682
OG0000878	Syae.g_01026	Prbg.g_01683
OG0000879	Syae.g_01027	Prbg.g_01684
OG0000880	Syae.g_01028	Prbg.g_01685
OG0000881	Syae.g_01034	Prbg.g_01689
OG0000882	Syae.g_01039	Prbg.g_01694
OG0000883	Syae.g_01041	Prbg.g_01696
OG0000884	Syae.g_01043	Prbg.g_01698
OG0000885	Syae.g_01044	Prbg.g_01699
OG0000886	Syae.g_01045	Prbg.g_01700
OG0000887	Syae.g_01046	Prbg.g_01701
OG0000888	Syae.g_01048	Prbg.g_01703
OG0000889	Syae.g_01050	Prbg.g_01705
OG0000890	Syae.g_01056	Prbg.g_01706
OG0000891	Syae.g_01057	Prbg.g_01707
OG0000892	Syae.g_01059	Prbg.g_01709
OG0000893	Syae.g_02031	Prbg.g_01713
OG0000894	Syae.g_02034	Prbg.g_01716
OG0000895	Syae.g_02038	Prbg.g_01720
OG0000896	Syae.g_02039	Prbg.g_01721
OG0000897	Syae.g_02041	Prbg.g_01723
OG0000898	Syae.g_02042	Prbg.g_01724
OG0000899	Syae.g_02043	Prbg.g_01725
OG0000900	Syae.g_02044	Prbg.g_01726
OG0000901	Syae.g_02049	Prbg.g_01729
OG0000902	Syae.g_02051	Prbg.g_01731
OG0000903	Syae.g_02077	Prbg.g_01735
OG0000904	Syae.g_02071	Prbg.g_01739
OG0000905	Syae.g_02065	Prbg.g_01733
OG0000906	Syae.g_02063	Prbg.g_01732
OG0000907	Syae.g_02079	Prbg.g_01742
OG0000908	Syae.g_02082	Prbg.g_01745
OG0000909	Syae.g_02083	Prbg.g_01746
OG0000910	Syae.g_02084	Prbg.g_01747
OG0000911	Syae.g_02086	Prbg.g_01749
OG0000912	Syae.g_02087	Prbg.g_01750
OG0000913	Syae.g_02088	Prbg.g_01751
OG0000914	Syae.g_02089	Prbg.g_01752
OG0000915	Syae.g_02091	Prbg.g_01753
OG0000916	Syae.g_02092	Prbg.g_01754
OG0000917	Syae.g_02093	Prbg.g_01755
OG0000918	Syae.g_02094	Prbg.g_01756
OG0000919	Syae.g_02095	Prbg.g_01757
OG0000920	Syae.g_02096	Prbg.g_01758
OG0000921	Syae.g_02097	Prbg.g_01759
OG0000922	Syae.g_02098	Prbg.g_01760
OG0000923	Syae.g_02102	Prbg.g_01764
OG0000924	Syae.g_02103	Prbg.g_01765
OG0000925	Syae.g_02104	Prbg.g_01766
OG0000926	Syae.g_02105	Prbg.g_01767
OG0000927	Syae.g_02107	Prbg.g_01769
OG0000928	Syae.g_02108	Prbg.g_01770
OG0000929	Syae.g_02109	Prbg.g_01771
OG0000930	Syae.g_02110	Prbg.g_01772
OG0000931	Syae.g_02111	Prbg.g_01773
OG0000932	Syae.g_02112	Prbg.g_01774
OG0000933	Syae.g_02118	Prbg.g_01778
OG0000934	Syae.g_02120	Prbg.g_01780
OG0000935	Syae.g_02121	Prbg.g_01781
OG0000936	Syae.g_02122	Prbg.g_01782
OG0000937	Syae.g_02123	Prbg.g_01783
OG0000938	Syae.g_02126	Prbg.g_01786
OG0000939	Syae.g_02127	Prbg.g_01787
OG0000940	Syae.g_02133	Prbg.g_01794
OG0000941	Syae.g_02135	Prbg.g_01796
OG0000942	Syae.g_02137	Prbg.g_01798
OG0000943	Syae.g_02138	Prbg.g_01799
OG0000944	Syae.g_02140	Prbg.g_01801
OG0000945	Syae.g_02142	Prbg.g_01802
OG0000946	Syae.g_02146	Prbg.g_01807
OG0000947	Syae.g_02149	Prbg.g_01809
OG0000948	Syae.g_02150	Prbg.g_01810
OG0000949	Syae.g_01884	Prbg.g_01813
OG0000950	Syae.g_01873	Prbg.g_01820
OG0000951	Syae.g_01866	Prbg.g_01824
OG0000952	Syae.g_01859	Prbg.g_01828
OG0000953	Syae.g_01854	Prbg.g_01832
OG0000954	Syae.g_01845	Prbg.g_01836
OG0000955	Syae.g_01844	Prbg.g_01837
OG0000956	Syae.g_01842	Prbg.g_01839
OG0000957	Syae.g_01831	Prbg.g_01845
OG0000958	Syae.g_01830	Prbg.g_01846
OG0000959	Syae.g_01826	Prbg.g_01850
OG0000960	Syae.g_01825	Prbg.g_01851
OG0000961	Syae.g_01822	Prbg.g_01854
OG0000962	Syae.g_01820	Prbg.g_01856
OG0000963	Syae.g_01814	Prbg.g_01860
OG0000964	Syae.g_01813	Prbg.g_01861
OG0000965	Syae.g_01812	Prbg.g_01862
OG0000966	Syae.g_01789	Prbg.g_01868
OG0000967	Syae.g_01782	Prbg.g_01872
OG0000968	Syae.g_01787	Prbg.g_01874
OG0000969	Syae.g_01785	Prbg.g_01875
OG0000970	Syae.g_01784	Prbg.g_01876
OG0000971	Syae.g_01779	Prbg.g_01877
OG0000972	Syae.g_01778	Prbg.g_01878
OG0000973	Syae.g_01777	Prbg.g_01879
OG0000974	Syae.g_01776	Prbg.g_01880
OG0000975	Syae.g_01775	Prbg.g_01881
OG0000976	Syae.g_01774	Prbg.g_01882
OG0000977	Syae.g_01772	Prbg.g_01883
OG0000978	Syae.g_01771	Prbg.g_01884
OG0000979	Syae.g_01768	Prbg.g_01887
OG0000980	Syae.g_01765	Prbg.g_01889
OG0000981	Syae.g_01762	Prbg.g_01892
OG0000982	Syae.g_01568	Prbg.g_01894
OG0000983	Syae.g_01569	Prbg.g_01895
OG0000984	Syae.g_01570	Prbg.g_01896
OG0000985	Syae.g_01572	Prbg.g_01899
OG0000986	Syae.g_01575	Prbg.g_01901
OG0000987	Syae.g_01577	Prbg.g_01902
OG0000988	Syae.g_01583	Prbg.g_01905
OG0000989	Syae.g_01591	Prbg.g_01909
OG0000990	Syae.g_01606	Prbg.g_01913
OG0000991	Syae.g_01609	Prbg.g_01914
OG0000992	Syae.g_01612	Prbg.g_01917
OG0000993	Syae.g_01613	Prbg.g_01918
OG0000994	Syae.g_01616	Prbg.g_01919
OG0000995	Syae.g_01627	Prbg.g_01923
OG0000996	Syae.g_01667	Prbg.g_01924
OG0000997	Syae.g_01678	Prbg.g_01927
OG0000998	Syae.g_01680	Prbg.g_01929
OG0000999	Syae.g_01683	Prbg.g_01930
OG0001000	Syae.g_01686	Prbg.g_01933
OG0001001	Syae.g_01692	Prbg.g_01936
OG0001002	Syae.g_01699	Prbg.g_00758
OG0001003	Syae.g_01701	Prbg.g_00759
OG0001004	Syae.g_01702	Prbg.g_00760
OG0001005	Syae.g_01703	Prbg.g_00761
OG0001006	Syae.g_01710	Prbg.g_00765
OG0001007	Syae.g_01712	Prbg.g_00767
OG0001008	Syae.g_00993	Prbg.g_00157
OG0001009	Syae.g_01744	Prbg.g_00847
OG0001010	Syae.g_01745	Prbg.g_00846
OG0001011	Syae.g_01747	Prbg.g_00844
OG0001012	Syae.g_01564	Prbg.g_00830
OG0001013	Syae.g_01552	Prbg.g_00823
OG0001014	Syae.g_01548	Prbg.g_00820
OG0001015	Syae.g_01547	Prbg.g_00818
OG0001016	Syae.g_01290	Prbg.g_00796
OG0001017	Syae.g_01296	Prbg.g_00792
OG0001018	Syae.g_01298	Prbg.g_00790
OG0001019	Syae.g_01334	Prbg.g_00781
OG0001020	Syae.g_01340	Prbg.g_00780
OG0001021	Syae.g_01344	Prbg.g_00861
OG0001022	Syae.g_01348	Prbg.g_00864
OG0001023	Syae.g_01349	Prbg.g_00865
OG0001024	Syae.g_01353	Prbg.g_00869
OG0001025	Syae.g_01360	Prbg.g_00876
OG0001026	Syae.g_01373	Prbg.g_00885
OG0001027	Syae.g_01377	Prbg.g_00886
OG0001028	Syae.g_01379	Prbg.g_00888
OG0001029	Syae.g_01381	Prbg.g_00889
OG0001030	Syae.g_01403	Prbg.g_00905
OG0001031	Syae.g_01475	Prbg.g_00965
OG0001032	Syae.g_01479	Prbg.g_00966
OG0001033	Syae.g_01505	Prbg.g_00987
OG0001034	Syae.g_02238	Prbg.g_01018
OG0001035	Syae.g_02006	Prbg.g_01038
OG0001036	Syae.g_02001	Prbg.g_01042
OG0001037	Syae.g_01999	Prbg.g_01043
OG0001038	Syae.g_01971	Prbg.g_00057
OG0001039	Syae.g_01968	Prbg.g_00060
OG0001040	Syae.g_01965	Prbg.g_00062
OG0001041	Syae.g_01960	Prbg.g_00067
OG0001042	Syae.g_01935	Prbg.g_00084
OG0001043	Syae.g_01931	Prbg.g_00085
OG0001044	Syae.g_02191	Prbg.g_00116
OG0001045	Syae.g_02204	Prbg.g_00125
OG0001046	Syae.g_00385	Prbg.g_01602
OG0001047	Syae.g_00991	Prbg.g_00159
OG0001048	Syae.g_00990	Prbg.g_00160
OG0001049	Syae.g_00987	Prbg.g_00162
OG0001050	Syae.g_00986	Prbg.g_00163
OG0001051	Syae.g_00985	Prbg.g_00164
OG0001052	Syae.g_02526	Prbg.g_00190
OG0001053	Syae.g_02312	Prbg.g_00202
OG0001054	Syae.g_02329	Prbg.g_00217
OG0001055	Syae.g_02350	Prbg.g_00236
OG0001056	Syae.g_02379	Prbg.g_00253
OG0001057	Syae.g_02388	Prbg.g_00258
OG0001058	Syae.g_02402	Prbg.g_00267
OG0001059	Syae.g_02406	Prbg.g_00271
OG0001060	Syae.g_02412	Prbg.g_00277
OG0001061	Syae.g_02434	Prbg.g_00292
OG0001062	Syae.g_02436	Prbg.g_00294
OG0001063	Syae.g_02440	Prbg.g_00296
OG0001064	Syae.g_02441	Prbg.g_00297
OG0001065	Syae.g_02442	Prbg.g_00298
OG0001066	Syae.g_02443	Prbg.g_00299
OG0001067	Syae.g_02444	Prbg.g_00300
OG0001068	Syae.g_02445	Prbg.g_00301
OG0001069	Syae.g_02446	Prbg.g_00302
OG0001070	Syae.g_02449	Prbg.g_00306
OG0001071	Syae.g_02450	Prbg.g_00307
OG0001072	Syae.g_02454	Prbg.g_00309
OG0001073	Syae.g_02468	Prbg.g_00323
OG0001074	Syae.g_00027	Prbg.g_00335
OG0001075	Syae.g_00029	Prbg.g_00336
OG0001076	Syae.g_00050	Prbg.g_00343
OG0001077	Syae.g_00061	Prbg.g_00349
OG0001078	Syae.g_00075	Prbg.g_01421
OG0001079	Syae.g_00088	Prbg.g_01409
OG0001080	Syae.g_00267	Prbg.g_01403
OG0001081	Syae.g_00615	Prbg.g_01401
OG0001082	Syae.g_00614	Prbg.g_01400
OG0001083	Syae.g_00605	Prbg.g_01395
OG0001084	Syae.g_00604	Prbg.g_01394
OG0001085	Syae.g_00594	Prbg.g_01111
OG0001086	Syae.g_00592	Prbg.g_01112
OG0001087	Syae.g_00751	Prbg.g_01130
OG0001088	Syae.g_00755	Prbg.g_01131
OG0001089	Syae.g_00781	Prbg.g_01142
OG0001090	Syae.g_00471	Prbg.g_01152
OG0001091	Syae.g_00469	Prbg.g_01374
OG0001092	Syae.g_00466	Prbg.g_01373
OG0001093	Syae.g_00460	Prbg.g_01368
OG0001094	Syae.g_00527	Prbg.g_01375
OG0001095	Syae.g_00506	Prbg.g_01172
OG0001096	Syae.g_00490	Prbg.g_01186
OG0001097	Syae.g_00845	Prbg.g_01206
OG0001098	Syae.g_00269	Prbg.g_01225
OG0001099	Syae.g_01380	Prbg.g_01067
OG0001100	Syae.g_00583	Prbg.g_01075
OG0001101	Syae.g_00581	Prbg.g_01078
OG0001102	Syae.g_00578	Prbg.g_01081
OG0001103	Syae.g_00576	Prbg.g_01083
OG0001104	Syae.g_00544	Prbg.g_01106
OG0001105	Syae.g_00540	Prbg.g_01110
OG0001106	Syae.g_00346	Prbg.g_01278
OG0001107	Syae.g_00358	Prbg.g_01285
OG0001108	Syae.g_00366	Prbg.g_01289
OG0001109	Syae.g_00368	Prbg.g_01290
OG0001110	Syae.g_00370	Prbg.g_01292
OG0001111	Syae.g_00372	Prbg.g_01293
OG0001112	Syae.g_00374	Prbg.g_01294
OG0001113	Syae.g_00375	Prbg.g_01295
OG0001114	Syae.g_00376	Prbg.g_01296
OG0001115	Syae.g_00380	Prbg.g_01298
OG0001116	Syae.g_00382	Prbg.g_01299
OG0001117	Syae.g_00383	Prbg.g_01300
OG0001118	Syae.g_00384	Prbg.g_01301
OG0001119	Syae.g_00386	Prbg.g_01302
OG0001120	Syae.g_00390	Prbg.g_01304
OG0001122	Syae.g_00417	Prbg.g_01324
OG0001123	Syae.g_00424	Prbg.g_01330
OG0001124	Syae.g_00426	Prbg.g_01332
OG0001125	Syae.g_00428	Prbg.g_01334
