Orthogroup	Syae	Prar
OG0000594	Syae.g_00071	Prar.g_01463
OG0000595	Syae.g_00072	Prar.g_01464
OG0000596	Syae.g_00077	Prar.g_01468
OG0000597	Syae.g_00080	Prar.g_01470
OG0000598	Syae.g_00081	Prar.g_01471
OG0000599	Syae.g_00084	Prar.g_01474
OG0000600	Syae.g_00085	Prar.g_01475
OG0000601	Syae.g_00086	Prar.g_01476
OG0000602	Syae.g_00091	Prar.g_01478
OG0000603	Syae.g_00092	Prar.g_01479
OG0000604	Syae.g_00095	Prar.g_01480
OG0000605	Syae.g_00260	Prar.g_01481
OG0000606	Syae.g_00616	Prar.g_01484
OG0000607	Syae.g_00613	Prar.g_01487
OG0000608	Syae.g_00612	Prar.g_01488
OG0000609	Syae.g_00610	Prar.g_01489
OG0000610	Syae.g_00601	Prar.g_01494
OG0000611	Syae.g_00598	Prar.g_01497
OG0000612	Syae.g_00597	Prar.g_01498
OG0000613	Syae.g_01910	Prar.g_01503
OG0000614	Syae.g_00765	Prar.g_01522
OG0000615	Syae.g_00557	Prar.g_01530
OG0000616	Syae.g_01696	Prar.g_01534
OG0000617	Syae.g_00464	Prar.g_01605
OG0000618	Syae.g_00463	Prar.g_01606
OG0000619	Syae.g_00462	Prar.g_01607
OG0000620	Syae.g_00456	Prar.g_01610
OG0000621	Syae.g_00455	Prar.g_01611
OG0000622	Syae.g_00454	Prar.g_01612
OG0000623	Syae.g_00453	Prar.g_01613
OG0000624	Syae.g_00451	Prar.g_01614
OG0000625	Syae.g_00450	Prar.g_01615
OG0000626	Syae.g_00449	Prar.g_01616
OG0000627	Syae.g_00299	Prar.g_01617
OG0000628	Syae.g_00300	Prar.g_01618
OG0000629	Syae.g_00303	Prar.g_01619
OG0000630	Syae.g_00310	Prar.g_01622
OG0000631	Syae.g_00317	Prar.g_01675
OG0000632	Syae.g_00318	Prar.g_01676
OG0000633	Syae.g_00320	Prar.g_01677
OG0000634	Syae.g_00525	Prar.g_01680
OG0000635	Syae.g_00524	Prar.g_01681
OG0000636	Syae.g_00522	Prar.g_01683
OG0000637	Syae.g_00520	Prar.g_01685
OG0000638	Syae.g_00519	Prar.g_01686
OG0000639	Syae.g_00518	Prar.g_01687
OG0000640	Syae.g_00517	Prar.g_01688
OG0000641	Syae.g_00513	Prar.g_01692
OG0000642	Syae.g_00512	Prar.g_01693
OG0000643	Syae.g_00510	Prar.g_01694
OG0000644	Syae.g_00509	Prar.g_01695
OG0000645	Syae.g_00507	Prar.g_01696
OG0000646	Syae.g_00504	Prar.g_01698
OG0000647	Syae.g_00502	Prar.g_01699
OG0000648	Syae.g_00499	Prar.g_01701
OG0000649	Syae.g_00498	Prar.g_01702
OG0000650	Syae.g_00497	Prar.g_01703
OG0000651	Syae.g_00496	Prar.g_01704
OG0000652	Syae.g_00495	Prar.g_01705
OG0000653	Syae.g_00493	Prar.g_01707
OG0000654	Syae.g_00492	Prar.g_01708
OG0000655	Syae.g_00491	Prar.g_01709
OG0000656	Syae.g_00488	Prar.g_01712
OG0000657	Syae.g_00834	Prar.g_01719
OG0000658	Syae.g_00837	Prar.g_01720
OG0000659	Syae.g_00838	Prar.g_01721
OG0000660	Syae.g_00842	Prar.g_01725
OG0000661	Syae.g_00844	Prar.g_01727
OG0000662	Syae.g_00846	Prar.g_01729
OG0000663	Syae.g_00849	Prar.g_01731
OG0000664	Syae.g_00850	Prar.g_01732
OG0000665	Syae.g_00121	Prar.g_01736
OG0000666	Syae.g_00258	Prar.g_01737
OG0000667	Syae.g_02056	Prar.g_01742
OG0000668	Syae.g_00418	Prar.g_01759
OG0000669	Syae.g_00585	Prar.g_01767
OG0000670	Syae.g_00582	Prar.g_01769
OG0000671	Syae.g_00580	Prar.g_01771
OG0000672	Syae.g_00577	Prar.g_01774
OG0000673	Syae.g_00574	Prar.g_01777
OG0000674	Syae.g_00572	Prar.g_01779
OG0000675	Syae.g_00571	Prar.g_01780
OG0000676	Syae.g_00569	Prar.g_01782
OG0000677	Syae.g_00568	Prar.g_01783
OG0000678	Syae.g_00564	Prar.g_01785
OG0000679	Syae.g_00555	Prar.g_01789
OG0000680	Syae.g_00554	Prar.g_01790
OG0000681	Syae.g_00551	Prar.g_01792
OG0000682	Syae.g_00550	Prar.g_01793
OG0000683	Syae.g_00549	Prar.g_01794
OG0000684	Syae.g_00545	Prar.g_01795
OG0000685	Syae.g_00543	Prar.g_01797
OG0000686	Syae.g_00542	Prar.g_01798
OG0000687	Syae.g_00541	Prar.g_01799
OG0000688	Syae.g_00536	Prar.g_01802
OG0000689	Syae.g_00534	Prar.g_01803
OG0000690	Syae.g_00533	Prar.g_01804
OG0000691	Syae.g_00532	Prar.g_01805
OG0000692	Syae.g_00531	Prar.g_01807
OG0000693	Syae.g_00529	Prar.g_01808
OG0000694	Syae.g_00528	Prar.g_01809
OG0000695	Syae.g_00322	Prar.g_01811
OG0000696	Syae.g_00323	Prar.g_01812
OG0000697	Syae.g_00325	Prar.g_01813
OG0000698	Syae.g_00328	Prar.g_01816
OG0000699	Syae.g_00330	Prar.g_01817
OG0000700	Syae.g_00331	Prar.g_01818
OG0000701	Syae.g_00332	Prar.g_01819
OG0000702	Syae.g_00341	Prar.g_01821
OG0000703	Syae.g_00342	Prar.g_01822
OG0000704	Syae.g_00345	Prar.g_01823
OG0000705	Syae.g_00352	Prar.g_01827
OG0000706	Syae.g_00353	Prar.g_01828
OG0000707	Syae.g_00354	Prar.g_01829
OG0000708	Syae.g_00357	Prar.g_01830
OG0000709	Syae.g_00365	Prar.g_01834
OG0000710	Syae.g_00369	Prar.g_01837
OG0000711	Syae.g_00398	Prar.g_01853
OG0000712	Syae.g_00400	Prar.g_01855
OG0000713	Syae.g_00401	Prar.g_01856
OG0000714	Syae.g_00403	Prar.g_01857
OG0000715	Syae.g_00405	Prar.g_01859
OG0000716	Syae.g_00409	Prar.g_01861
OG0000717	Syae.g_00410	Prar.g_01862
OG0000718	Syae.g_00414	Prar.g_01873
OG0000719	Syae.g_00416	Prar.g_01875
OG0000720	Syae.g_00429	Prar.g_01884
OG0000721	Syae.g_00431	Prar.g_01886
OG0000722	Syae.g_00432	Prar.g_01887
OG0000723	Syae.g_00445	Prar.g_01890
OG0000724	Syae.g_00799	Prar.g_01899
OG0000725	Syae.g_00789	Prar.g_01905
OG0000726	Syae.g_00788	Prar.g_01906
OG0000727	Syae.g_00787	Prar.g_01907
OG0000728	Syae.g_00785	Prar.g_01909
OG0000729	Syae.g_01819	Prar.g_01955
OG0000730	Syae.g_02189	Prar.g_01324
OG0000731	Syae.g_02201	Prar.g_01320
OG0000732	Syae.g_01764	Prar.g_01314
OG0000733	Syae.g_01599	Prar.g_01295
OG0000734	Syae.g_01371	Prar.g_01278
OG0000735	Syae.g_00942	Prar.g_01276
OG0000736	Syae.g_00941	Prar.g_01275
OG0000737	Syae.g_00940	Prar.g_01274
OG0000738	Syae.g_00935	Prar.g_01270
OG0000739	Syae.g_00928	Prar.g_01269
OG0000740	Syae.g_00927	Prar.g_01268
OG0000741	Syae.g_00924	Prar.g_01267
OG0000742	Syae.g_00922	Prar.g_01264
OG0000743	Syae.g_00920	Prar.g_01262
OG0000744	Syae.g_00919	Prar.g_01261
OG0000745	Syae.g_00917	Prar.g_01260
OG0000746	Syae.g_00915	Prar.g_01258
OG0000747	Syae.g_00914	Prar.g_01257
OG0000748	Syae.g_00902	Prar.g_01254
OG0000749	Syae.g_00900	Prar.g_01253
OG0000750	Syae.g_00899	Prar.g_01252
OG0000751	Syae.g_00892	Prar.g_01250
OG0000752	Syae.g_00890	Prar.g_01248
OG0000753	Syae.g_00887	Prar.g_01245
OG0000754	Syae.g_00641	Prar.g_01242
OG0000755	Syae.g_00651	Prar.g_01239
OG0000756	Syae.g_00652	Prar.g_01238
OG0000757	Syae.g_00661	Prar.g_01232
OG0000758	Syae.g_00662	Prar.g_01231
OG0000759	Syae.g_00663	Prar.g_01230
OG0000760	Syae.g_00664	Prar.g_01229
OG0000761	Syae.g_00668	Prar.g_01228
OG0000762	Syae.g_00672	Prar.g_01227
OG0000763	Syae.g_00676	Prar.g_01225
OG0000764	Syae.g_00677	Prar.g_01224
OG0000765	Syae.g_00695	Prar.g_01215
OG0000766	Syae.g_00696	Prar.g_01214
OG0000767	Syae.g_00698	Prar.g_01212
OG0000768	Syae.g_00699	Prar.g_01211
OG0000769	Syae.g_00701	Prar.g_01209
OG0000770	Syae.g_00704	Prar.g_01207
OG0000771	Syae.g_00805	Prar.g_00376
OG0000772	Syae.g_00168	Prar.g_00976
OG0000773	Syae.g_00947	Prar.g_00964
OG0000774	Syae.g_00951	Prar.g_00962
OG0000775	Syae.g_00954	Prar.g_00960
OG0000776	Syae.g_00955	Prar.g_00959
OG0000777	Syae.g_00956	Prar.g_00958
OG0000778	Syae.g_00957	Prar.g_00957
OG0000779	Syae.g_00963	Prar.g_00953
OG0000780	Syae.g_00967	Prar.g_00952
OG0000781	Syae.g_00971	Prar.g_00949
OG0000782	Syae.g_00972	Prar.g_00948
OG0000783	Syae.g_00973	Prar.g_00947
OG0000784	Syae.g_00974	Prar.g_00946
OG0000785	Syae.g_00976	Prar.g_00944
OG0000786	Syae.g_02477	Prar.g_00942
OG0000787	Syae.g_02476	Prar.g_00941
OG0000788	Syae.g_00087	Prar.g_00924
OG0000789	Syae.g_00281	Prar.g_00921
OG0000790	Syae.g_02294	Prar.g_00906
OG0000791	Syae.g_02292	Prar.g_00904
OG0000792	Syae.g_02291	Prar.g_00903
OG0000793	Syae.g_02286	Prar.g_00900
OG0000794	Syae.g_02285	Prar.g_00899
OG0000795	Syae.g_02284	Prar.g_00898
OG0000796	Syae.g_02280	Prar.g_00894
OG0000797	Syae.g_02279	Prar.g_00893
OG0000798	Syae.g_01972, Syae.g_01205	Prar.g_00866
OG0000799	Syae.g_00010	Prar.g_00357
OG0000800	Syae.g_00009	Prar.g_00356
OG0000801	Syae.g_00008	Prar.g_00355
OG0000802	Syae.g_02686	Prar.g_00353
OG0000803	Syae.g_02680	Prar.g_00351
OG0000804	Syae.g_02677	Prar.g_00350
OG0000805	Syae.g_02663	Prar.g_00348
OG0000806	Syae.g_02661	Prar.g_00346
OG0000807	Syae.g_02659	Prar.g_00345
OG0000808	Syae.g_02658	Prar.g_00344
OG0000809	Syae.g_02655	Prar.g_00341
OG0000810	Syae.g_02654	Prar.g_00340
OG0000811	Syae.g_02648	Prar.g_00336
OG0000812	Syae.g_02646	Prar.g_00842
OG0000813	Syae.g_02645	Prar.g_00841
OG0000814	Syae.g_02643	Prar.g_00839
OG0000815	Syae.g_02642	Prar.g_00838
OG0000816	Syae.g_02641	Prar.g_00836
OG0000817	Syae.g_02640	Prar.g_00835
OG0000818	Syae.g_02634	Prar.g_00830
OG0000819	Syae.g_02633	Prar.g_00829
OG0000820	Syae.g_02632	Prar.g_00828
OG0000821	Syae.g_02626	Prar.g_00824
OG0000822	Syae.g_02624	Prar.g_00823
OG0000823	Syae.g_02623	Prar.g_00822
OG0000824	Syae.g_02617	Prar.g_00819
OG0000825	Syae.g_02616	Prar.g_00818
OG0000826	Syae.g_02615	Prar.g_00817
OG0000827	Syae.g_02614	Prar.g_00816
OG0000828	Syae.g_02612	Prar.g_00813
OG0000829	Syae.g_02611	Prar.g_00812
OG0000830	Syae.g_02610	Prar.g_00811
OG0000831	Syae.g_02608	Prar.g_00809
OG0000832	Syae.g_01081	Prar.g_00803
OG0000833	Syae.g_01106	Prar.g_00795
OG0000834	Syae.g_01108	Prar.g_00794
OG0000835	Syae.g_01109	Prar.g_00793
OG0000836	Syae.g_01113	Prar.g_00792
OG0000837	Syae.g_01115	Prar.g_00791
OG0000838	Syae.g_01119	Prar.g_00789
OG0000839	Syae.g_01120	Prar.g_00788
OG0000840	Syae.g_01121	Prar.g_00787
OG0000841	Syae.g_01122	Prar.g_00786
OG0000842	Syae.g_01123	Prar.g_00785
OG0000843	Syae.g_01124	Prar.g_00784
OG0000844	Syae.g_01125	Prar.g_00783
OG0000845	Syae.g_01126	Prar.g_00782
OG0000846	Syae.g_01127	Prar.g_00781
OG0000847	Syae.g_01128	Prar.g_00780
OG0000848	Syae.g_01130	Prar.g_00779
OG0000849	Syae.g_01131	Prar.g_00778
OG0000850	Syae.g_01133	Prar.g_00776
OG0000851	Syae.g_01139	Prar.g_00775
OG0000852	Syae.g_01140	Prar.g_00774
OG0000853	Syae.g_01144	Prar.g_00770
OG0000854	Syae.g_01146	Prar.g_00768
OG0000855	Syae.g_01147	Prar.g_00767
OG0000856	Syae.g_00059	Prar.g_00753
OG0000857	Syae.g_00503	Prar.g_00725
OG0000858	Syae.g_01153	Prar.g_01149
OG0000859	Syae.g_01154	Prar.g_01148
OG0000860	Syae.g_01165	Prar.g_01141
OG0000861	Syae.g_01166	Prar.g_01140
OG0000862	Syae.g_01167	Prar.g_01139
OG0000863	Syae.g_01170	Prar.g_01137
OG0000864	Syae.g_01171	Prar.g_01136
OG0000865	Syae.g_01172	Prar.g_01135
OG0000866	Syae.g_01173	Prar.g_01134
OG0000867	Syae.g_01174	Prar.g_01133
OG0000868	Syae.g_01177	Prar.g_01132
OG0000869	Syae.g_01182	Prar.g_01128
OG0000870	Syae.g_01187	Prar.g_01123
OG0000871	Syae.g_01188	Prar.g_01122
OG0000872	Syae.g_01196	Prar.g_01121
OG0000873	Syae.g_01199	Prar.g_01965
OG0000874	Syae.g_01194	Prar.g_01968
OG0000875	Syae.g_01244	Prar.g_01969
OG0000876	Syae.g_01020	Prar.g_01970
OG0000877	Syae.g_01025	Prar.g_01963
OG0000878	Syae.g_01026	Prar.g_01962
OG0000879	Syae.g_01027	Prar.g_01961
OG0000880	Syae.g_01028	Prar.g_01960
OG0000881	Syae.g_01034	Prar.g_00595, Prar.g_01956
OG0000882	Syae.g_01039	Prar.g_00600
OG0000883	Syae.g_01041	Prar.g_00601
OG0000884	Syae.g_01043	Prar.g_00603
OG0000885	Syae.g_01044	Prar.g_00604
OG0000886	Syae.g_01045	Prar.g_00605
OG0000887	Syae.g_01046	Prar.g_00606
OG0000888	Syae.g_01048	Prar.g_00608
OG0000889	Syae.g_01050	Prar.g_00610
OG0000890	Syae.g_01056	Prar.g_00611
OG0000891	Syae.g_01057	Prar.g_00612
OG0000892	Syae.g_01059	Prar.g_01119
OG0000893	Syae.g_02031	Prar.g_01114
OG0000894	Syae.g_02034	Prar.g_01112
OG0000895	Syae.g_02038	Prar.g_01109
OG0000896	Syae.g_02039	Prar.g_01108
OG0000897	Syae.g_02041	Prar.g_01106
OG0000898	Syae.g_02042	Prar.g_01105
OG0000899	Syae.g_02043	Prar.g_01104
OG0000900	Syae.g_02044	Prar.g_01103
OG0000901	Syae.g_02049	Prar.g_01100
OG0000902	Syae.g_02051	Prar.g_01098
OG0000903	Syae.g_02077	Prar.g_01095
OG0000904	Syae.g_02071	Prar.g_01093
OG0000905	Syae.g_02065	Prar.g_01088
OG0000906	Syae.g_02063	Prar.g_01087
OG0000907	Syae.g_02079	Prar.g_01069
OG0000908	Syae.g_02082	Prar.g_01066
OG0000909	Syae.g_02083	Prar.g_01065
OG0000910	Syae.g_02084	Prar.g_01064
OG0000911	Syae.g_02086	Prar.g_01062
OG0000912	Syae.g_02087	Prar.g_01061
OG0000913	Syae.g_02088	Prar.g_01060
OG0000914	Syae.g_02089	Prar.g_01059
OG0000915	Syae.g_02091	Prar.g_01058
OG0000916	Syae.g_02092	Prar.g_01057
OG0000917	Syae.g_02093	Prar.g_01056
OG0000918	Syae.g_02094	Prar.g_01055
OG0000919	Syae.g_02095	Prar.g_01054
OG0000920	Syae.g_02096	Prar.g_01053
OG0000921	Syae.g_02097	Prar.g_01052
OG0000922	Syae.g_02098	Prar.g_01051
OG0000923	Syae.g_02102	Prar.g_01047
OG0000924	Syae.g_02103	Prar.g_01046
OG0000925	Syae.g_02104	Prar.g_01045
OG0000926	Syae.g_02105	Prar.g_01044
OG0000927	Syae.g_02107	Prar.g_01042
OG0000928	Syae.g_02108	Prar.g_01041
OG0000929	Syae.g_02109	Prar.g_01040
OG0000930	Syae.g_02110	Prar.g_01039
OG0000931	Syae.g_02111	Prar.g_01038
OG0000932	Syae.g_02112	Prar.g_01037
OG0000933	Syae.g_02118	Prar.g_01033
OG0000934	Syae.g_02120	Prar.g_01031
OG0000935	Syae.g_02121	Prar.g_01030
OG0000936	Syae.g_02122	Prar.g_01029
OG0000937	Syae.g_02123	Prar.g_01028
OG0000938	Syae.g_02126	Prar.g_01026
OG0000939	Syae.g_02127	Prar.g_01025
OG0000940	Syae.g_02133	Prar.g_01019
OG0000941	Syae.g_02135	Prar.g_01017
OG0000942	Syae.g_02137	Prar.g_01015
OG0000943	Syae.g_02138	Prar.g_01014
OG0000944	Syae.g_02140	Prar.g_01013
OG0000945	Syae.g_02142	Prar.g_01012
OG0000946	Syae.g_02146	Prar.g_00617
OG0000947	Syae.g_02149	Prar.g_00619
OG0000948	Syae.g_02150	Prar.g_00620
OG0000949	Syae.g_01884	Prar.g_00623
OG0000950	Syae.g_01873	Prar.g_00628
OG0000951	Syae.g_01866	Prar.g_00632
OG0000952	Syae.g_01859	Prar.g_00636
OG0000953	Syae.g_01854	Prar.g_00639
OG0000954	Syae.g_01845	Prar.g_00643
OG0000955	Syae.g_01844	Prar.g_00644
OG0000956	Syae.g_01842	Prar.g_00646
OG0000957	Syae.g_01831	Prar.g_00651
OG0000958	Syae.g_01830	Prar.g_00652
OG0000959	Syae.g_01826	Prar.g_00656
OG0000960	Syae.g_01825	Prar.g_00657
OG0000961	Syae.g_01822	Prar.g_00659
OG0000962	Syae.g_01820	Prar.g_00661
OG0000963	Syae.g_01814	Prar.g_00664
OG0000964	Syae.g_01813	Prar.g_00665
OG0000965	Syae.g_01812	Prar.g_00666
OG0000966	Syae.g_01789	Prar.g_00673
OG0000967	Syae.g_01782	Prar.g_00677
OG0000968	Syae.g_01787	Prar.g_00679
OG0000969	Syae.g_01785	Prar.g_00680
OG0000970	Syae.g_01784	Prar.g_00681
OG0000971	Syae.g_01779	Prar.g_00682
OG0000972	Syae.g_01778	Prar.g_00683
OG0000973	Syae.g_01777	Prar.g_00684
OG0000974	Syae.g_01776	Prar.g_00685
OG0000975	Syae.g_01775	Prar.g_00686
OG0000976	Syae.g_01774	Prar.g_00687
OG0000977	Syae.g_01772	Prar.g_00688
OG0000978	Syae.g_01771	Prar.g_00689
OG0000979	Syae.g_01768	Prar.g_00692
OG0000980	Syae.g_01765	Prar.g_00694
OG0000981	Syae.g_01762	Prar.g_00696
OG0000982	Syae.g_01568	Prar.g_00698
OG0000983	Syae.g_01569	Prar.g_00699
OG0000984	Syae.g_01570	Prar.g_00700
OG0000985	Syae.g_01572	Prar.g_00703
OG0000986	Syae.g_01575	Prar.g_00705
OG0000987	Syae.g_01577	Prar.g_00706
OG0000988	Syae.g_01583	Prar.g_00709
OG0000989	Syae.g_01591	Prar.g_00073
OG0000990	Syae.g_01606	Prar.g_00070
OG0000991	Syae.g_01609	Prar.g_00069
OG0000992	Syae.g_01612	Prar.g_00067
OG0000993	Syae.g_01613	Prar.g_00066
OG0000994	Syae.g_01616	Prar.g_00065
OG0000995	Syae.g_01627	Prar.g_00061
OG0000996	Syae.g_01667	Prar.g_00060
OG0000997	Syae.g_01678	Prar.g_00059
OG0000998	Syae.g_01680	Prar.g_00057
OG0000999	Syae.g_01683	Prar.g_00056
OG0001000	Syae.g_01686	Prar.g_00053
OG0001001	Syae.g_01692	Prar.g_00051
OG0001002	Syae.g_01699	Prar.g_00047
OG0001003	Syae.g_01701	Prar.g_00046
OG0001004	Syae.g_01702	Prar.g_00045
OG0001005	Syae.g_01703	Prar.g_00044
OG0001006	Syae.g_01710	Prar.g_00040
OG0001007	Syae.g_01712	Prar.g_00038
OG0001008	Syae.g_00993	Prar.g_00485
OG0001009	Syae.g_01744	Prar.g_00011
OG0001010	Syae.g_01745	Prar.g_00010
OG0001011	Syae.g_01747	Prar.g_00009
OG0001012	Syae.g_01564	Prar.g_00577
OG0001013	Syae.g_01552	Prar.g_00571
OG0001014	Syae.g_01548	Prar.g_00568
OG0001015	Syae.g_01547	Prar.g_00567
OG0001016	Syae.g_01290	Prar.g_00255
OG0001017	Syae.g_01296	Prar.g_00251
OG0001018	Syae.g_01298	Prar.g_00248
OG0001019	Syae.g_01334	Prar.g_00239
OG0001020	Syae.g_01340	Prar.g_00238
OG0001021	Syae.g_01344	Prar.g_00237
OG0001022	Syae.g_01348	Prar.g_00234
OG0001023	Syae.g_01349	Prar.g_00233
OG0001024	Syae.g_01353	Prar.g_00230
OG0001025	Syae.g_01360	Prar.g_00224
OG0001026	Syae.g_01373	Prar.g_00217
OG0001027	Syae.g_01377	Prar.g_00216
OG0001028	Syae.g_01379	Prar.g_00214
OG0001029	Syae.g_01381	Prar.g_00213
OG0001030	Syae.g_01403	Prar.g_00198
OG0001031	Syae.g_01475	Prar.g_00141
OG0001032	Syae.g_01479	Prar.g_00140
OG0001033	Syae.g_01505	Prar.g_00119
OG0001034	Syae.g_02238	Prar.g_00091
OG0001035	Syae.g_02006	Prar.g_00333
OG0001036	Syae.g_02001	Prar.g_00328
OG0001037	Syae.g_01999	Prar.g_00327
OG0001038	Syae.g_01971	Prar.g_00309
OG0001039	Syae.g_01968	Prar.g_00306
OG0001040	Syae.g_01965	Prar.g_00304
OG0001041	Syae.g_01960	Prar.g_00300
OG0001042	Syae.g_01935	Prar.g_00283
OG0001043	Syae.g_01931	Prar.g_00282
OG0001044	Syae.g_02191	Prar.g_00393
OG0001045	Syae.g_02204	Prar.g_00402
OG0001046	Syae.g_00385	Prar.g_00440
OG0001047	Syae.g_00991	Prar.g_00487
OG0001048	Syae.g_00990	Prar.g_00488
OG0001049	Syae.g_00987	Prar.g_00490
OG0001050	Syae.g_00986	Prar.g_00491
OG0001051	Syae.g_00985	Prar.g_00492
OG0001052	Syae.g_02526	Prar.g_00521
OG0001053	Syae.g_02312	Prar.g_00533
OG0001054	Syae.g_02329	Prar.g_01329
OG0001055	Syae.g_02350	Prar.g_01347
OG0001056	Syae.g_02379	Prar.g_01366
OG0001057	Syae.g_02388	Prar.g_01371
OG0001058	Syae.g_02402	Prar.g_01379
OG0001059	Syae.g_02406	Prar.g_01383
OG0001060	Syae.g_02412	Prar.g_01390
OG0001061	Syae.g_02434	Prar.g_01403
OG0001062	Syae.g_02436	Prar.g_01405
OG0001063	Syae.g_02440	Prar.g_01407
OG0001064	Syae.g_02441	Prar.g_01408
OG0001065	Syae.g_02442	Prar.g_01409
OG0001066	Syae.g_02443	Prar.g_01410
OG0001067	Syae.g_02444	Prar.g_01411
OG0001068	Syae.g_02445	Prar.g_01412
OG0001069	Syae.g_02446	Prar.g_01413
OG0001070	Syae.g_02449	Prar.g_01416
OG0001071	Syae.g_02450	Prar.g_01417
OG0001072	Syae.g_02454	Prar.g_01419
OG0001073	Syae.g_02468	Prar.g_01434
OG0001074	Syae.g_00027	Prar.g_01445
OG0001075	Syae.g_00029	Prar.g_01446
OG0001076	Syae.g_00050	Prar.g_01454
OG0001077	Syae.g_00061	Prar.g_01458
OG0001078	Syae.g_00075	Prar.g_01466
OG0001079	Syae.g_00088	Prar.g_01477
OG0001080	Syae.g_00267	Prar.g_01483
OG0001081	Syae.g_00615	Prar.g_01485
OG0001082	Syae.g_00614	Prar.g_01486
OG0001083	Syae.g_00605	Prar.g_01491
OG0001084	Syae.g_00604	Prar.g_01492
OG0001085	Syae.g_00594	Prar.g_01500
OG0001086	Syae.g_00592	Prar.g_01501
OG0001087	Syae.g_00751	Prar.g_01518
OG0001088	Syae.g_00755	Prar.g_01519
OG0001089	Syae.g_00781	Prar.g_01527
OG0001090	Syae.g_00471	Prar.g_01600
OG0001091	Syae.g_00469	Prar.g_01602
OG0001092	Syae.g_00466	Prar.g_01603
OG0001093	Syae.g_00460	Prar.g_01608
OG0001094	Syae.g_00527	Prar.g_01678
OG0001095	Syae.g_00506	Prar.g_01697
OG0001096	Syae.g_00490	Prar.g_01710
OG0001097	Syae.g_00845	Prar.g_01728
OG0001098	Syae.g_00269	Prar.g_01744
OG0001099	Syae.g_01380	Prar.g_01764
OG0001100	Syae.g_00583	Prar.g_01768
OG0001101	Syae.g_00581	Prar.g_01770
OG0001102	Syae.g_00578	Prar.g_01773
OG0001103	Syae.g_00576	Prar.g_01775
OG0001104	Syae.g_00544	Prar.g_01796
OG0001105	Syae.g_00540	Prar.g_01800
OG0001106	Syae.g_00346	Prar.g_01824
OG0001107	Syae.g_00358	Prar.g_01831
OG0001108	Syae.g_00366	Prar.g_01835
OG0001109	Syae.g_00368	Prar.g_01836
OG0001110	Syae.g_00370	Prar.g_01838
OG0001111	Syae.g_00372	Prar.g_01839
OG0001112	Syae.g_00374	Prar.g_01840
OG0001113	Syae.g_00375	Prar.g_01841
OG0001114	Syae.g_00376	Prar.g_01842
OG0001115	Syae.g_00380	Prar.g_01844
OG0001116	Syae.g_00382	Prar.g_01845
OG0001117	Syae.g_00383	Prar.g_01846
OG0001118	Syae.g_00384	Prar.g_01847
OG0001119	Syae.g_00386	Prar.g_01848
OG0001120	Syae.g_00390	Prar.g_01850
OG0001121	Syae.g_00133	Prar.g_01298
OG0001122	Syae.g_00417	Prar.g_01876
OG0001123	Syae.g_00424	Prar.g_01880
OG0001124	Syae.g_00426	Prar.g_01882
OG0001125	Syae.g_00428	Prar.g_01883
OG0001126	Syae.g_00807	Prar.g_01893
OG0001127	Syae.g_00806	Prar.g_01894
OG0001128	Syae.g_00803	Prar.g_01896
OG0001129	Syae.g_00801	Prar.g_01897
OG0001130	Syae.g_00800	Prar.g_01898
OG0001131	Syae.g_00562	Prar.g_01935
OG0001132	Syae.g_00242	Prar.g_01944
OG0001133	Syae.g_00053	Prar.g_01309
OG0001134	Syae.g_00638	Prar.g_01296
OG0001136	Syae.g_00923	Prar.g_01266
OG0001137	Syae.g_00903	Prar.g_01255
OG0001138	Syae.g_00654	Prar.g_01237
OG0001139	Syae.g_00656	Prar.g_01236
OG0001140	Syae.g_00657	Prar.g_01235
OG0001141	Syae.g_00658	Prar.g_01234
OG0001142	Syae.g_00660	Prar.g_01233
OG0001143	Syae.g_00673	Prar.g_01226
OG0001144	Syae.g_00684	Prar.g_01221
OG0001145	Syae.g_00948	Prar.g_00963
OG0001146	Syae.g_00968	Prar.g_00951
OG0001147	Syae.g_02536	Prar.g_00925
OG0001148	Syae.g_02297	Prar.g_00909
OG0001149	Syae.g_02296	Prar.g_00908
OG0001150	Syae.g_02295	Prar.g_00907
OG0001151	Syae.g_02282	Prar.g_00896
OG0001152	Syae.g_02281	Prar.g_00895
OG0001153	Syae.g_02613	Prar.g_00815
OG0001155	Syae.g_01083	Prar.g_00802
OG0001156	Syae.g_01093	Prar.g_00799
OG0001157	Syae.g_01094	Prar.g_00798
OG0001158	Syae.g_01100	Prar.g_00797
OG0001159	Syae.g_01103	Prar.g_00796
OG0001160	Syae.g_01142	Prar.g_00772
OG0001161	Syae.g_01597	Prar.g_00760
OG0001162	Syae.g_00487	Prar.g_00749
OG0001163	Syae.g_01150	Prar.g_01151
OG0001164	Syae.g_01156	Prar.g_01147
OG0001165	Syae.g_01161	Prar.g_01144
OG0001166	Syae.g_01186	Prar.g_01124
OG0001167	Syae.g_01031	Prar.g_01959
OG0001168	Syae.g_01033	Prar.g_01957
OG0001169	Syae.g_01035	Prar.g_00596
OG0001170	Syae.g_01037	Prar.g_00598
OG0001171	Syae.g_01047	Prar.g_00607
OG0001172	Syae.g_02036	Prar.g_01111
OG0001173	Syae.g_02037	Prar.g_01110
OG0001174	Syae.g_02045	Prar.g_01102
OG0001175	Syae.g_02046	Prar.g_01101
OG0001176	Syae.g_02076	Prar.g_01094
