Orthogroup	Syae	Syaq
OG0000564	Syae.g_02411	Syaq.g_01940
OG0000565	Syae.g_02414	Syaq.g_01943
OG0000566	Syae.g_02418	Syaq.g_01947
OG0000567	Syae.g_02422	Syaq.g_01951
OG0000568	Syae.g_02427	Syaq.g_01954
OG0000569	Syae.g_02428	Syaq.g_01955
OG0000570	Syae.g_02429	Syaq.g_01956
OG0000571	Syae.g_02433	Syaq.g_01960
OG0000572	Syae.g_02448	Syaq.g_01977
OG0000573	Syae.g_02456	Syaq.g_01985
OG0000574	Syae.g_02457	Syaq.g_01986
OG0000575	Syae.g_02461	Syaq.g_01991
OG0000576	Syae.g_02463	Syaq.g_01993
OG0000577	Syae.g_02464	Syaq.g_01994
OG0000578	Syae.g_02465	Syaq.g_01995
OG0000579	Syae.g_02466	Syaq.g_01996
OG0000580	Syae.g_02467	Syaq.g_01997
OG0000581	Syae.g_02473	Syaq.g_02003
OG0000582	Syae.g_00018	Syaq.g_02012
OG0000583	Syae.g_00019	Syaq.g_02013
OG0000584	Syae.g_00020	Syaq.g_02014
OG0000585	Syae.g_00022	Syaq.g_02017
OG0000586	Syae.g_00023	Syaq.g_02018
OG0000587	Syae.g_00025	Syaq.g_02020
OG0000588	Syae.g_00043	Syaq.g_02043
OG0000589	Syae.g_00047	Syaq.g_02057
OG0000590	Syae.g_00048	Syaq.g_02058
OG0000591	Syae.g_00056	Syaq.g_02066
OG0000592	Syae.g_00057	Syaq.g_02067
OG0000593	Syae.g_00070	Syaq.g_02078
OG0000594	Syae.g_00071	Syaq.g_02079
OG0000595	Syae.g_00072	Syaq.g_02080
OG0000596	Syae.g_00077	Syaq.g_02085
OG0000597	Syae.g_00080	Syaq.g_02088
OG0000598	Syae.g_00081	Syaq.g_02089
OG0000599	Syae.g_00084	Syaq.g_02096
OG0000600	Syae.g_00085	Syaq.g_02097
OG0000601	Syae.g_00086	Syaq.g_02098
OG0000602	Syae.g_00091	Syaq.g_02104
OG0000603	Syae.g_00092	Syaq.g_02105
OG0000604	Syae.g_00095	Syaq.g_02107
OG0000605	Syae.g_00260	Syaq.g_02151
OG0000606	Syae.g_00616	Syaq.g_02231
OG0000607	Syae.g_00613	Syaq.g_02234
OG0000608	Syae.g_00612	Syaq.g_02235
OG0000609	Syae.g_00610	Syaq.g_02237
OG0000610	Syae.g_00601	Syaq.g_02244
OG0000611	Syae.g_00598	Syaq.g_02247
OG0000612	Syae.g_00597	Syaq.g_02248
OG0000613	Syae.g_01910	Syaq.g_00885
OG0000614	Syae.g_00765	Syaq.g_02588
OG0000615	Syae.g_00557	Syaq.g_02302
OG0000616	Syae.g_01696	Syaq.g_01168
OG0000617	Syae.g_00464	Syaq.g_00031
OG0000618	Syae.g_00463	Syaq.g_00032
OG0000619	Syae.g_00462	Syaq.g_00033
OG0000620	Syae.g_00456	Syaq.g_00038
OG0000621	Syae.g_00455	Syaq.g_00039
OG0000622	Syae.g_00454	Syaq.g_00040
OG0000623	Syae.g_00453	Syaq.g_00041
OG0000624	Syae.g_00451	Syaq.g_00042
OG0000625	Syae.g_00450	Syaq.g_00043
OG0000626	Syae.g_00449	Syaq.g_00044
OG0000627	Syae.g_00299	Syaq.g_02425
OG0000628	Syae.g_00300	Syaq.g_02426
OG0000629	Syae.g_00303	Syaq.g_02429
OG0000630	Syae.g_00310	Syaq.g_02433
OG0000631	Syae.g_00317	Syaq.g_02441
OG0000632	Syae.g_00318	Syaq.g_02442
OG0000633	Syae.g_00320	Syaq.g_02444
OG0000634	Syae.g_00525	Syaq.g_02336
OG0000635	Syae.g_00524	Syaq.g_02337
OG0000636	Syae.g_00522	Syaq.g_02339
OG0000637	Syae.g_00520	Syaq.g_02341
OG0000638	Syae.g_00519	Syaq.g_02342
OG0000639	Syae.g_00518	Syaq.g_02343
OG0000640	Syae.g_00517	Syaq.g_02344
OG0000641	Syae.g_00513	Syaq.g_02348
OG0000642	Syae.g_00512	Syaq.g_02349
OG0000643	Syae.g_00510	Syaq.g_02350
OG0000644	Syae.g_00509	Syaq.g_02351
OG0000645	Syae.g_00507	Syaq.g_02353
OG0000646	Syae.g_00504	Syaq.g_02356
OG0000647	Syae.g_00502	Syaq.g_02358
OG0000648	Syae.g_00499	Syaq.g_02360
OG0000649	Syae.g_00498	Syaq.g_02361
OG0000650	Syae.g_00497	Syaq.g_02362
OG0000651	Syae.g_00496	Syaq.g_02363
OG0000652	Syae.g_00495	Syaq.g_02364
OG0000653	Syae.g_00493	Syaq.g_02367
OG0000654	Syae.g_00492	Syaq.g_02368
OG0000655	Syae.g_00491	Syaq.g_02369
OG0000656	Syae.g_00488	Syaq.g_02372
OG0000657	Syae.g_00834	Syaq.g_02382
OG0000658	Syae.g_00837	Syaq.g_02385
OG0000659	Syae.g_00838	Syaq.g_02386
OG0000660	Syae.g_00842	Syaq.g_02390
OG0000661	Syae.g_00844	Syaq.g_02392
OG0000662	Syae.g_00846	Syaq.g_02394
OG0000663	Syae.g_00849	Syaq.g_02397
OG0000664	Syae.g_00850	Syaq.g_02400
OG0000665	Syae.g_00121	Syaq.g_02124
OG0000666	Syae.g_00258	Syaq.g_02117
OG0000667	Syae.g_02056	Syaq.g_02222
OG0000668	Syae.g_00418	Syaq.g_00068
OG0000669	Syae.g_00585	Syaq.g_02260
OG0000670	Syae.g_00582	Syaq.g_00079
OG0000671	Syae.g_00580	Syaq.g_02264
OG0000672	Syae.g_00577	Syaq.g_02267
OG0000673	Syae.g_00574	Syaq.g_02270
OG0000674	Syae.g_00572	Syaq.g_02272
OG0000675	Syae.g_00571	Syaq.g_02273
OG0000676	Syae.g_00569	Syaq.g_02275
OG0000677	Syae.g_00568	Syaq.g_02276
OG0000678	Syae.g_00564	Syaq.g_02282
OG0000679	Syae.g_00555	Syaq.g_02305
OG0000680	Syae.g_00554	Syaq.g_02306
OG0000681	Syae.g_00551	Syaq.g_02309
OG0000682	Syae.g_00550	Syaq.g_02310
OG0000683	Syae.g_00549	Syaq.g_02311
OG0000684	Syae.g_00545	Syaq.g_02315
OG0000685	Syae.g_00543	Syaq.g_02317
OG0000686	Syae.g_00542	Syaq.g_02318
OG0000687	Syae.g_00541	Syaq.g_02319
OG0000688	Syae.g_00536	Syaq.g_02325
OG0000689	Syae.g_00534	Syaq.g_02327
OG0000690	Syae.g_00533	Syaq.g_02328
OG0000691	Syae.g_00532	Syaq.g_02329
OG0000692	Syae.g_00531	Syaq.g_02330
OG0000693	Syae.g_00529	Syaq.g_02332
OG0000694	Syae.g_00528	Syaq.g_02333
OG0000695	Syae.g_00322	Syaq.g_02446
OG0000696	Syae.g_00323	Syaq.g_02447
OG0000697	Syae.g_00325	Syaq.g_02448
OG0000698	Syae.g_00328	Syaq.g_02451
OG0000699	Syae.g_00330	Syaq.g_02452
OG0000700	Syae.g_00331	Syaq.g_02453
OG0000701	Syae.g_00332	Syaq.g_02454
OG0000702	Syae.g_00341	Syaq.g_02467
OG0000703	Syae.g_00342	Syaq.g_02468
OG0000704	Syae.g_00345	Syaq.g_02470
OG0000705	Syae.g_00352	Syaq.g_02477
OG0000706	Syae.g_00353	Syaq.g_02478
OG0000707	Syae.g_00354	Syaq.g_02479
OG0000708	Syae.g_00357	Syaq.g_02482
OG0000709	Syae.g_00365	Syaq.g_02490
OG0000710	Syae.g_00369	Syaq.g_02494
OG0000711	Syae.g_00398	Syaq.g_02521
OG0000712	Syae.g_00400	Syaq.g_02523
OG0000713	Syae.g_00401	Syaq.g_02524
OG0000714	Syae.g_00403	Syaq.g_02527
OG0000715	Syae.g_00405	Syaq.g_02529
OG0000716	Syae.g_00409	Syaq.g_02533
OG0000717	Syae.g_00410	Syaq.g_02534
OG0000718	Syae.g_00414	Syaq.g_00072
OG0000719	Syae.g_00416	Syaq.g_00070
OG0000720	Syae.g_00429	Syaq.g_00057
OG0000721	Syae.g_00431	Syaq.g_00055
OG0000722	Syae.g_00432	Syaq.g_00054
OG0000723	Syae.g_00445	Syaq.g_00046
OG0000724	Syae.g_00799	Syaq.g_02685
OG0000725	Syae.g_00789	Syaq.g_02676
OG0000726	Syae.g_00788	Syaq.g_02675
OG0000727	Syae.g_00787	Syaq.g_02674
OG0000728	Syae.g_00785	Syaq.g_02672
OG0000729	Syae.g_01819	Syaq.g_01046
OG0000730	Syae.g_02189	Syaq.g_00561
OG0000731	Syae.g_02201	Syaq.g_00550
OG0000732	Syae.g_01764	Syaq.g_01098
OG0000733	Syae.g_01599	Syaq.g_01232
OG0000734	Syae.g_01371	Syaq.g_01479
OG0000735	Syae.g_00942	Syaq.g_00266
OG0000736	Syae.g_00941	Syaq.g_00265
OG0000737	Syae.g_00940	Syaq.g_00264
OG0000738	Syae.g_00935	Syaq.g_00258
OG0000739	Syae.g_00928	Syaq.g_00257
OG0000740	Syae.g_00927	Syaq.g_00256
OG0000741	Syae.g_00924	Syaq.g_00253
OG0000742	Syae.g_00922	Syaq.g_00250
OG0000743	Syae.g_00920	Syaq.g_00248
OG0000744	Syae.g_00919	Syaq.g_00247
OG0000745	Syae.g_00917	Syaq.g_00245
OG0000746	Syae.g_00915	Syaq.g_00242
OG0000747	Syae.g_00914	Syaq.g_00241
OG0000748	Syae.g_00902	Syaq.g_00227
OG0000749	Syae.g_00900	Syaq.g_00226
OG0000750	Syae.g_00899	Syaq.g_00225
OG0000751	Syae.g_00892	Syaq.g_00219
OG0000752	Syae.g_00890	Syaq.g_00217
OG0000753	Syae.g_00887	Syaq.g_00214
OG0000754	Syae.g_00641	Syaq.g_00209
OG0000755	Syae.g_00651	Syaq.g_00198
OG0000756	Syae.g_00652	Syaq.g_00197
OG0000757	Syae.g_00661	Syaq.g_00190
OG0000758	Syae.g_00662	Syaq.g_00189
OG0000759	Syae.g_00663	Syaq.g_00188
OG0000760	Syae.g_00664	Syaq.g_00187
OG0000761	Syae.g_00668	Syaq.g_00186
OG0000762	Syae.g_00672	Syaq.g_00183
OG0000763	Syae.g_00676	Syaq.g_00181
OG0000764	Syae.g_00677	Syaq.g_00180
OG0000765	Syae.g_00695	Syaq.g_00157
OG0000766	Syae.g_00696	Syaq.g_00156
OG0000767	Syae.g_00698	Syaq.g_00154
OG0000768	Syae.g_00699	Syaq.g_00153
OG0000769	Syae.g_00701	Syaq.g_00151
OG0000770	Syae.g_00704	Syaq.g_00148
OG0000771	Syae.g_00805	Syaq.g_02691
OG0000772	Syae.g_00168	Syaq.g_01887
OG0000773	Syae.g_00947	Syaq.g_00283
OG0000774	Syae.g_00951	Syaq.g_00288
OG0000775	Syae.g_00954	Syaq.g_00290
OG0000776	Syae.g_00955	Syaq.g_00291
OG0000777	Syae.g_00956	Syaq.g_00292
OG0000778	Syae.g_00957	Syaq.g_00293
OG0000779	Syae.g_00963	Syaq.g_00299
OG0000780	Syae.g_00967	Syaq.g_00304
OG0000781	Syae.g_00971	Syaq.g_00308
OG0000782	Syae.g_00972	Syaq.g_00309
OG0000783	Syae.g_00973	Syaq.g_00310
OG0000784	Syae.g_00974	Syaq.g_00311
OG0000785	Syae.g_00976	Syaq.g_00313
OG0000786	Syae.g_02477	Syaq.g_00328
OG0000787	Syae.g_02476	Syaq.g_00329
OG0000788	Syae.g_00087	Syaq.g_02099
OG0000789	Syae.g_00281	Syaq.g_02123
OG0000790	Syae.g_02294	Syaq.g_01758
OG0000791	Syae.g_02292	Syaq.g_01756
OG0000792	Syae.g_02291	Syaq.g_01755
OG0000793	Syae.g_02286	Syaq.g_01750
OG0000794	Syae.g_02285	Syaq.g_01749
OG0000795	Syae.g_02284	Syaq.g_01748
OG0000796	Syae.g_02280	Syaq.g_01744
OG0000797	Syae.g_02279	Syaq.g_01743
OG0000798	Syae.g_01972	Syaq.g_00760
OG0000799	Syae.g_00010	Syaq.g_00341
OG0000800	Syae.g_00009	Syaq.g_00342
OG0000801	Syae.g_00008	Syaq.g_00343
OG0000802	Syae.g_02686	Syaq.g_00350
OG0000803	Syae.g_02680	Syaq.g_00353
OG0000804	Syae.g_02677	Syaq.g_00358
OG0000805	Syae.g_02663	Syaq.g_00360
OG0000806	Syae.g_02661	Syaq.g_00362
OG0000807	Syae.g_02659	Syaq.g_00364
OG0000808	Syae.g_02658	Syaq.g_00365
OG0000809	Syae.g_02655	Syaq.g_00369
OG0000810	Syae.g_02654	Syaq.g_00370
OG0000811	Syae.g_02648	Syaq.g_00378
OG0000812	Syae.g_02646	Syaq.g_00380
OG0000813	Syae.g_02645	Syaq.g_00381
OG0000814	Syae.g_02643	Syaq.g_00383
OG0000815	Syae.g_02642	Syaq.g_00384
OG0000816	Syae.g_02641	Syaq.g_00386
OG0000817	Syae.g_02640	Syaq.g_00387
OG0000818	Syae.g_02634	Syaq.g_00392
OG0000819	Syae.g_02633	Syaq.g_00393
OG0000820	Syae.g_02632	Syaq.g_00394
OG0000821	Syae.g_02626	Syaq.g_00400
OG0000822	Syae.g_02624	Syaq.g_00402
OG0000823	Syae.g_02623	Syaq.g_00403
OG0000824	Syae.g_02617	Syaq.g_00409
OG0000825	Syae.g_02616	Syaq.g_00410
OG0000826	Syae.g_02615	Syaq.g_00411
OG0000827	Syae.g_02614	Syaq.g_00412
OG0000828	Syae.g_02612	Syaq.g_00415
OG0000829	Syae.g_02611	Syaq.g_00416
OG0000830	Syae.g_02610	Syaq.g_00417
OG0000831	Syae.g_02608	Syaq.g_00419
OG0000832	Syae.g_01081	Syaq.g_01737
OG0000833	Syae.g_01106	Syaq.g_01725
OG0000834	Syae.g_01108	Syaq.g_01724
OG0000835	Syae.g_01109	Syaq.g_01723
OG0000836	Syae.g_01113	Syaq.g_01720
OG0000837	Syae.g_01115	Syaq.g_01719
OG0000838	Syae.g_01119	Syaq.g_01715
OG0000839	Syae.g_01120	Syaq.g_01714
OG0000840	Syae.g_01121	Syaq.g_01713
OG0000841	Syae.g_01122	Syaq.g_01712
OG0000842	Syae.g_01123	Syaq.g_01711
OG0000843	Syae.g_01124	Syaq.g_01710
OG0000844	Syae.g_01125	Syaq.g_01708
OG0000845	Syae.g_01126	Syaq.g_01707
OG0000846	Syae.g_01127	Syaq.g_01706
OG0000847	Syae.g_01128	Syaq.g_01705
OG0000848	Syae.g_01130	Syaq.g_01703
OG0000849	Syae.g_01131	Syaq.g_01702
OG0000850	Syae.g_01133	Syaq.g_01699
OG0000851	Syae.g_01139	Syaq.g_01696
OG0000852	Syae.g_01140	Syaq.g_01695
OG0000853	Syae.g_01144	Syaq.g_01691
OG0000854	Syae.g_01146	Syaq.g_01689
OG0000855	Syae.g_01147	Syaq.g_01688
OG0000856	Syae.g_00059	Syaq.g_02069
OG0000857	Syae.g_00503	Syaq.g_02357
OG0000858	Syae.g_01153	Syaq.g_01682
OG0000859	Syae.g_01154	Syaq.g_01681
OG0000860	Syae.g_01165	Syaq.g_01671
OG0000861	Syae.g_01166	Syaq.g_01670
OG0000862	Syae.g_01167	Syaq.g_01668
OG0000863	Syae.g_01170	Syaq.g_01665
OG0000864	Syae.g_01171	Syaq.g_01664
OG0000865	Syae.g_01172	Syaq.g_01663
OG0000866	Syae.g_01173	Syaq.g_01662
OG0000867	Syae.g_01174	Syaq.g_01661
OG0000868	Syae.g_01177	Syaq.g_01659
OG0000869	Syae.g_01182	Syaq.g_01656
OG0000870	Syae.g_01187	Syaq.g_01651
OG0000871	Syae.g_01188	Syaq.g_01650
OG0000872	Syae.g_01196	Syaq.g_01644
OG0000873	Syae.g_01199	Syaq.g_01641
OG0000874	Syae.g_01194	Syaq.g_01637
OG0000875	Syae.g_01244	Syaq.g_01633
OG0000876	Syae.g_01020	Syaq.g_01631
OG0000877	Syae.g_01025	Syaq.g_01628
OG0000878	Syae.g_01026	Syaq.g_01627
OG0000879	Syae.g_01027	Syaq.g_01626
OG0000880	Syae.g_01028	Syaq.g_01625
OG0000881	Syae.g_01034	Syaq.g_01621
OG0000882	Syae.g_01039	Syaq.g_01616
OG0000883	Syae.g_01041	Syaq.g_01613
OG0000884	Syae.g_01043	Syaq.g_01611
OG0000885	Syae.g_01044	Syaq.g_01610
OG0000886	Syae.g_01045	Syaq.g_01609
OG0000887	Syae.g_01046	Syaq.g_01608
OG0000888	Syae.g_01048	Syaq.g_01606
OG0000889	Syae.g_01050	Syaq.g_01604
OG0000890	Syae.g_01056	Syaq.g_01597
OG0000891	Syae.g_01057	Syaq.g_01596
OG0000892	Syae.g_01059	Syaq.g_01594
OG0000893	Syae.g_02031	Syaq.g_00695
OG0000894	Syae.g_02034	Syaq.g_00692
OG0000895	Syae.g_02038	Syaq.g_00688
OG0000896	Syae.g_02039	Syaq.g_00687
OG0000897	Syae.g_02041	Syaq.g_00685
OG0000898	Syae.g_02042	Syaq.g_00684
OG0000899	Syae.g_02043	Syaq.g_00683
OG0000900	Syae.g_02044	Syaq.g_00682
OG0000901	Syae.g_02049	Syaq.g_00677
OG0000902	Syae.g_02051	Syaq.g_00671
OG0000903	Syae.g_02077	Syaq.g_00655
OG0000904	Syae.g_02071	Syaq.g_00660
OG0000905	Syae.g_02065	Syaq.g_00666
OG0000906	Syae.g_02063	Syaq.g_00669
OG0000907	Syae.g_02079	Syaq.g_00653
OG0000908	Syae.g_02082	Syaq.g_00650
OG0000909	Syae.g_02083	Syaq.g_00649
OG0000910	Syae.g_02084	Syaq.g_00648
OG0000911	Syae.g_02086	Syaq.g_00646
OG0000912	Syae.g_02087	Syaq.g_00645
OG0000913	Syae.g_02088	Syaq.g_00644
OG0000914	Syae.g_02089	Syaq.g_00643
OG0000915	Syae.g_02091	Syaq.g_00641
OG0000916	Syae.g_02092	Syaq.g_00640
OG0000917	Syae.g_02093	Syaq.g_00639
OG0000918	Syae.g_02094	Syaq.g_00638
OG0000919	Syae.g_02095	Syaq.g_00637
OG0000920	Syae.g_02096	Syaq.g_00636
OG0000921	Syae.g_02097	Syaq.g_00635
OG0000922	Syae.g_02098	Syaq.g_00634
OG0000923	Syae.g_02102	Syaq.g_00630
OG0000924	Syae.g_02103	Syaq.g_00629
OG0000925	Syae.g_02104	Syaq.g_00628
OG0000926	Syae.g_02105	Syaq.g_00627
OG0000927	Syae.g_02107	Syaq.g_00625
OG0000928	Syae.g_02108	Syaq.g_00624
OG0000929	Syae.g_02109	Syaq.g_00623
OG0000930	Syae.g_02110	Syaq.g_00622
OG0000931	Syae.g_02111	Syaq.g_00621
OG0000932	Syae.g_02112	Syaq.g_00620
OG0000933	Syae.g_02118	Syaq.g_00614
OG0000934	Syae.g_02120	Syaq.g_00612
OG0000935	Syae.g_02121	Syaq.g_00611
OG0000936	Syae.g_02122	Syaq.g_00610
OG0000937	Syae.g_02123	Syaq.g_00609
OG0000938	Syae.g_02126	Syaq.g_00606
OG0000939	Syae.g_02127	Syaq.g_00604
OG0000940	Syae.g_02133	Syaq.g_00597
OG0000941	Syae.g_02135	Syaq.g_00595
OG0000942	Syae.g_02137	Syaq.g_00593
OG0000943	Syae.g_02138	Syaq.g_00592
OG0000944	Syae.g_02140	Syaq.g_00590
OG0000945	Syae.g_02142	Syaq.g_00588
OG0000946	Syae.g_02146	Syaq.g_00580
OG0000947	Syae.g_02149	Syaq.g_00577
OG0000948	Syae.g_02150	Syaq.g_00576
OG0000949	Syae.g_01884	Syaq.g_00971
OG0000950	Syae.g_01873	Syaq.g_00984
OG0000951	Syae.g_01866	Syaq.g_00991
OG0000952	Syae.g_01859	Syaq.g_01002
OG0000953	Syae.g_01854	Syaq.g_01006
OG0000954	Syae.g_01845	Syaq.g_01012
OG0000955	Syae.g_01844	Syaq.g_01013
OG0000956	Syae.g_01842	Syaq.g_01015
OG0000957	Syae.g_01831	Syaq.g_01026
OG0000958	Syae.g_01830	Syaq.g_01027
OG0000959	Syae.g_01826	Syaq.g_01031
OG0000960	Syae.g_01825	Syaq.g_01032
OG0000961	Syae.g_01822	Syaq.g_01043
OG0000962	Syae.g_01820	Syaq.g_01045
OG0000963	Syae.g_01814	Syaq.g_01049
OG0000964	Syae.g_01813	Syaq.g_01050
OG0000965	Syae.g_01812	Syaq.g_01051
OG0000966	Syae.g_01789	Syaq.g_01060
OG0000967	Syae.g_01782	Syaq.g_01067
OG0000968	Syae.g_01787	Syaq.g_01071
OG0000969	Syae.g_01785	Syaq.g_01078
OG0000970	Syae.g_01784	Syaq.g_01079
OG0000971	Syae.g_01779	Syaq.g_01081
OG0000972	Syae.g_01778	Syaq.g_01082
OG0000973	Syae.g_01777	Syaq.g_01083
OG0000974	Syae.g_01776	Syaq.g_01084
OG0000975	Syae.g_01775	Syaq.g_01085
OG0000976	Syae.g_01774	Syaq.g_01086
OG0000977	Syae.g_01772	Syaq.g_01088
OG0000978	Syae.g_01771	Syaq.g_01091
OG0000979	Syae.g_01768	Syaq.g_01094
OG0000980	Syae.g_01765	Syaq.g_01097
OG0000981	Syae.g_01762	Syaq.g_01100
OG0000982	Syae.g_01568	Syaq.g_01263
OG0000983	Syae.g_01569	Syaq.g_01262
OG0000984	Syae.g_01570	Syaq.g_01261
OG0000985	Syae.g_01572	Syaq.g_01257
OG0000986	Syae.g_01575	Syaq.g_01253
OG0000987	Syae.g_01577	Syaq.g_01251
OG0000988	Syae.g_01583	Syaq.g_01245
OG0000989	Syae.g_01591	Syaq.g_01239
OG0000990	Syae.g_01606	Syaq.g_01229
OG0000991	Syae.g_01609	Syaq.g_01225
OG0000992	Syae.g_01612	Syaq.g_01222
OG0000993	Syae.g_01613	Syaq.g_01221
OG0000994	Syae.g_01616	Syaq.g_01218
OG0000995	Syae.g_01627	Syaq.g_01212
OG0000996	Syae.g_01667	Syaq.g_01193
OG0000997	Syae.g_01678	Syaq.g_01184
OG0000998	Syae.g_01680	Syaq.g_01182
OG0000999	Syae.g_01683	Syaq.g_01181
OG0001000	Syae.g_01686	Syaq.g_01177
OG0001001	Syae.g_01692	Syaq.g_01172
OG0001002	Syae.g_01699	Syaq.g_01165
OG0001003	Syae.g_01701	Syaq.g_01163
OG0001004	Syae.g_01702	Syaq.g_01162
OG0001005	Syae.g_01703	Syaq.g_01161
OG0001006	Syae.g_01710	Syaq.g_01152
OG0001007	Syae.g_01712	Syaq.g_01150
OG0001008	Syae.g_00993	Syaq.g_00500
OG0001009	Syae.g_01744	Syaq.g_01118
OG0001010	Syae.g_01745	Syaq.g_01117
OG0001011	Syae.g_01747	Syaq.g_01115
OG0001012	Syae.g_01564	Syaq.g_01267
OG0001013	Syae.g_01552	Syaq.g_01289
OG0001014	Syae.g_01548	Syaq.g_01295
OG0001015	Syae.g_01547	Syaq.g_01296
OG0001016	Syae.g_01290	Syaq.g_01554
OG0001017	Syae.g_01296	Syaq.g_01548
OG0001018	Syae.g_01298	Syaq.g_01546
OG0001019	Syae.g_01334	Syaq.g_01524
OG0001020	Syae.g_01340	Syaq.g_01510
OG0001021	Syae.g_01344	Syaq.g_01506
OG0001022	Syae.g_01348	Syaq.g_01501
OG0001023	Syae.g_01349	Syaq.g_01500
OG0001024	Syae.g_01353	Syaq.g_01496
OG0001025	Syae.g_01360	Syaq.g_01490
OG0001026	Syae.g_01373	Syaq.g_01477
OG0001027	Syae.g_01377	Syaq.g_01474
OG0001028	Syae.g_01379	Syaq.g_01472
OG0001029	Syae.g_01381	Syaq.g_01470
OG0001030	Syae.g_01403	Syaq.g_01450
OG0001031	Syae.g_01475	Syaq.g_01378
OG0001032	Syae.g_01479	Syaq.g_01376
OG0001033	Syae.g_01505	Syaq.g_01344
OG0001034	Syae.g_02238	Syaq.g_01579
OG0001035	Syae.g_02006	Syaq.g_00726
OG0001036	Syae.g_02001	Syaq.g_00731
OG0001037	Syae.g_01999	Syaq.g_00733
OG0001038	Syae.g_01971	Syaq.g_00761
OG0001039	Syae.g_01968	Syaq.g_00764
OG0001040	Syae.g_01965	Syaq.g_00767
OG0001041	Syae.g_01960	Syaq.g_00772
OG0001042	Syae.g_01935	Syaq.g_00858
OG0001044	Syae.g_02191	Syaq.g_00560
OG0001045	Syae.g_02204	Syaq.g_00547
OG0001046	Syae.g_00385	Syaq.g_02509
OG0001047	Syae.g_00991	Syaq.g_00498
OG0001048	Syae.g_00990	Syaq.g_00497
OG0001049	Syae.g_00987	Syaq.g_00494
OG0001050	Syae.g_00986	Syaq.g_00493
OG0001051	Syae.g_00985	Syaq.g_00492
OG0001052	Syae.g_02526	Syaq.g_00446
OG0001053	Syae.g_02312	Syaq.g_01775
OG0001054	Syae.g_02329	Syaq.g_01794
OG0001055	Syae.g_02350	Syaq.g_01815
OG0001056	Syae.g_02379	Syaq.g_01843
OG0001057	Syae.g_02388	Syaq.g_00334
OG0001058	Syae.g_02402	Syaq.g_01931
OG0001059	Syae.g_02406	Syaq.g_01935
OG0001060	Syae.g_02412	Syaq.g_01941
OG0001061	Syae.g_02434	Syaq.g_01961
OG0001062	Syae.g_02436	Syaq.g_01963
OG0001063	Syae.g_02440	Syaq.g_01968
OG0001064	Syae.g_02441	Syaq.g_01969
OG0001065	Syae.g_02442	Syaq.g_01970
OG0001066	Syae.g_02443	Syaq.g_01971
OG0001067	Syae.g_02444	Syaq.g_01972
OG0001068	Syae.g_02445	Syaq.g_01973
OG0001069	Syae.g_02446	Syaq.g_01974
OG0001070	Syae.g_02449	Syaq.g_01978
OG0001071	Syae.g_02450	Syaq.g_01979
OG0001072	Syae.g_02454	Syaq.g_01983
OG0001073	Syae.g_02468	Syaq.g_01998
OG0001074	Syae.g_00027	Syaq.g_02132
OG0001075	Syae.g_00029	Syaq.g_02025
OG0001076	Syae.g_00050	Syaq.g_02060
OG0001077	Syae.g_00061	Syaq.g_02071
OG0001078	Syae.g_00075	Syaq.g_02083
OG0001079	Syae.g_00088	Syaq.g_02100
OG0001080	Syae.g_00267	Syaq.g_02161
OG0001081	Syae.g_00615	Syaq.g_02232
OG0001082	Syae.g_00614	Syaq.g_02233
OG0001083	Syae.g_00605	Syaq.g_02240
OG0001084	Syae.g_00604	Syaq.g_02241
OG0001085	Syae.g_00594	Syaq.g_02251
OG0001086	Syae.g_00592	Syaq.g_02253
OG0001087	Syae.g_00751	Syaq.g_02574
OG0001088	Syae.g_00755	Syaq.g_02576
OG0001089	Syae.g_00781	Syaq.g_02604
OG0001090	Syae.g_00471	Syaq.g_00024
OG0001091	Syae.g_00469	Syaq.g_00027
OG0001092	Syae.g_00466	Syaq.g_00029
OG0001093	Syae.g_00460	Syaq.g_00035
OG0001094	Syae.g_00527	Syaq.g_02334
OG0001095	Syae.g_00506	Syaq.g_02354
OG0001096	Syae.g_00490	Syaq.g_02370
OG0001097	Syae.g_00845	Syaq.g_02393
OG0001098	Syae.g_00269	Syaq.g_02415
OG0001099	Syae.g_01380	Syaq.g_01471
OG0001100	Syae.g_00583	Syaq.g_02262
OG0001101	Syae.g_00581	Syaq.g_02263
OG0001102	Syae.g_00578	Syaq.g_02266
OG0001103	Syae.g_00576	Syaq.g_02268
OG0001104	Syae.g_00544	Syaq.g_02316
OG0001105	Syae.g_00540	Syaq.g_02320
OG0001106	Syae.g_00346	Syaq.g_02471
OG0001108	Syae.g_00366	Syaq.g_02491
OG0001109	Syae.g_00368	Syaq.g_02493
OG0001110	Syae.g_00370	Syaq.g_02495
OG0001111	Syae.g_00372	Syaq.g_02497
OG0001112	Syae.g_00374	Syaq.g_02499
OG0001113	Syae.g_00375	Syaq.g_02539
OG0001114	Syae.g_00376	Syaq.g_02500
OG0001115	Syae.g_00380	Syaq.g_02504
OG0001116	Syae.g_00382	Syaq.g_02506
OG0001117	Syae.g_00383	Syaq.g_02507
OG0001118	Syae.g_00384	Syaq.g_02508
OG0001119	Syae.g_00386	Syaq.g_02510
OG0001120	Syae.g_00390	Syaq.g_02514
OG0001121	Syae.g_00133	Syaq.g_01919
OG0001122	Syae.g_00417	Syaq.g_00069
OG0001123	Syae.g_00424	Syaq.g_00061
OG0001124	Syae.g_00426	Syaq.g_00060
