Orthogroup	Prba	Prap
OG0000586	Prba.g_01650	Prap.g_00358
OG0000587	Prba.g_01649	Prap.g_00357
OG0000588	Prba.g_01647	Prap.g_00831
OG0000589	Prba.g_01646	Prap.g_00830
OG0000590	Prba.g_01644	Prap.g_00828
OG0000591	Prba.g_01638	Prap.g_00822
OG0000592	Prba.g_01637	Prap.g_00821
OG0000593	Prba.g_01636	Prap.g_00820
OG0000594	Prba.g_01634	Prap.g_00817
OG0000595	Prba.g_01633	Prap.g_00816
OG0000596	Prba.g_01632	Prap.g_00815
OG0000597	Prba.g_01630	Prap.g_00813
OG0000598	Prba.g_01629	Prap.g_00812
OG0000599	Prba.g_01628	Prap.g_00811
OG0000600	Prba.g_01627	Prap.g_00810
OG0000601	Prba.g_01625	Prap.g_00807
OG0000602	Prba.g_01624	Prap.g_00806
OG0000603	Prba.g_01623	Prap.g_00805
OG0000604	Prba.g_01622	Prap.g_00802
OG0000605	Prba.g_01621	Prap.g_00801
OG0000606	Prba.g_01620	Prap.g_00800
OG0000607	Prba.g_01618	Prap.g_00798
OG0000608	Prba.g_01617	Prap.g_00796
OG0000609	Prba.g_01613	Prap.g_01489
OG0000610	Prba.g_01612	Prap.g_00872
OG0000611	Prba.g_01593	Prap.g_00790
OG0000612	Prba.g_01592	Prap.g_00789
OG0000613	Prba.g_01591	Prap.g_00344
OG0000614	Prba.g_01590	Prap.g_00343
OG0000615	Prba.g_01588	Prap.g_00341
OG0000616	Prba.g_01587	Prap.g_00340
OG0000617	Prba.g_01586	Prap.g_00339
OG0000618	Prba.g_01585	Prap.g_00338
OG0000619	Prba.g_01584	Prap.g_00337
OG0000620	Prba.g_01583	Prap.g_00336
OG0000621	Prba.g_01582	Prap.g_00335
OG0000622	Prba.g_01581	Prap.g_00334
OG0000623	Prba.g_01580	Prap.g_00333
OG0000624	Prba.g_01579	Prap.g_00331
OG0000625	Prba.g_01578	Prap.g_00330
OG0000626	Prba.g_01577	Prap.g_00329
OG0000627	Prba.g_01576	Prap.g_00328
OG0000628	Prba.g_01575	Prap.g_00327
OG0000629	Prba.g_01574	Prap.g_00326
OG0000630	Prba.g_01573	Prap.g_00325
OG0000631	Prba.g_01571	Prap.g_00323
OG0000632	Prba.g_01558	Prap.g_00322
OG0000633	Prba.g_01554	Prap.g_00036
OG0000634	Prba.g_01541	Prap.g_00545
OG0000635	Prba.g_01534	Prap.g_01121
OG0000636	Prba.g_01533	Prap.g_01122
OG0000637	Prba.g_01532	Prap.g_01123
OG0000638	Prba.g_01521	Prap.g_01375
OG0000639	Prba.g_01512	Prap.g_00688
OG0000640	Prba.g_01510	Prap.g_00685
OG0000641	Prba.g_01508	Prap.g_00683
OG0000642	Prba.g_01507	Prap.g_00682
OG0000643	Prba.g_01506	Prap.g_00681
OG0000644	Prba.g_01505	Prap.g_00345
OG0000645	Prba.g_01504	Prap.g_00788
OG0000646	Prba.g_01503	Prap.g_00787
OG0000647	Prba.g_01502	Prap.g_00786
OG0000648	Prba.g_01500	Prap.g_00784
OG0000649	Prba.g_01499	Prap.g_00783
OG0000650	Prba.g_01498	Prap.g_00782
OG0000651	Prba.g_01497	Prap.g_00781
OG0000652	Prba.g_01496	Prap.g_00780
OG0000653	Prba.g_01495	Prap.g_00779
OG0000654	Prba.g_01493	Prap.g_00777
OG0000655	Prba.g_01491	Prap.g_00775
OG0000656	Prba.g_01490	Prap.g_00774
OG0000657	Prba.g_01489	Prap.g_00773
OG0000658	Prba.g_01488	Prap.g_00772
OG0000659	Prba.g_01487	Prap.g_00771
OG0000660	Prba.g_01486	Prap.g_00770
OG0000661	Prba.g_01485	Prap.g_00769
OG0000662	Prba.g_01484	Prap.g_00767
OG0000663	Prba.g_01483	Prap.g_00766
OG0000664	Prba.g_01482	Prap.g_00765
OG0000665	Prba.g_01481	Prap.g_00764
OG0000666	Prba.g_01480	Prap.g_00763
OG0000667	Prba.g_01479	Prap.g_00762
OG0000668	Prba.g_01478	Prap.g_00761
OG0000669	Prba.g_01476	Prap.g_00759
OG0000670	Prba.g_01475	Prap.g_00758
OG0000671	Prba.g_01474	Prap.g_00757
OG0000672	Prba.g_01473	Prap.g_00756
OG0000673	Prba.g_01472	Prap.g_00755
OG0000674	Prba.g_01471	Prap.g_00754
OG0000675	Prba.g_01469	Prap.g_00752
OG0000676	Prba.g_01468	Prap.g_00751
OG0000677	Prba.g_01465	Prap.g_00748
OG0000678	Prba.g_01463	Prap.g_00746
OG0000679	Prba.g_01462	Prap.g_00744
OG0000680	Prba.g_01461	Prap.g_00743
OG0000681	Prba.g_01460	Prap.g_00742
OG0000682	Prba.g_01459	Prap.g_00741
OG0000683	Prba.g_01457	Prap.g_00739
OG0000684	Prba.g_01456	Prap.g_00738
OG0000685	Prba.g_01455	Prap.g_00737
OG0000686	Prba.g_01454	Prap.g_00736
OG0000687	Prba.g_01453	Prap.g_00735
OG0000688	Prba.g_01452	Prap.g_00734
OG0000689	Prba.g_01451	Prap.g_00733
OG0000690	Prba.g_01450	Prap.g_00732
OG0000691	Prba.g_01449	Prap.g_00731
OG0000692	Prba.g_01447	Prap.g_00727
OG0000693	Prba.g_01446	Prap.g_00726
OG0000694	Prba.g_01445	Prap.g_00725
OG0000695	Prba.g_01444	Prap.g_00724
OG0000696	Prba.g_01443	Prap.g_00723
OG0000697	Prba.g_01441	Prap.g_00721
OG0000698	Prba.g_01439	Prap.g_00717
OG0000699	Prba.g_01438	Prap.g_00716
OG0000700	Prba.g_01411	Prap.g_00660
OG0000701	Prba.g_01407	Prap.g_00655
OG0000702	Prba.g_01404	Prap.g_00869
OG0000703	Prba.g_01403	Prap.g_00867
OG0000704	Prba.g_01402	Prap.g_00866
OG0000705	Prba.g_01401	Prap.g_00864
OG0000706	Prba.g_01400	Prap.g_00863
OG0000707	Prba.g_01398	Prap.g_00861
OG0000708	Prba.g_01397	Prap.g_00860
OG0000709	Prba.g_01395	Prap.g_00858
OG0000710	Prba.g_01394	Prap.g_00857
OG0000711	Prba.g_01393	Prap.g_00856
OG0000712	Prba.g_01392	Prap.g_00855
OG0000713	Prba.g_01391	Prap.g_00854
OG0000714	Prba.g_01389	Prap.g_00852
OG0000715	Prba.g_01388	Prap.g_00851
OG0000716	Prba.g_01386	Prap.g_00849
OG0000717	Prba.g_01385	Prap.g_00848
OG0000718	Prba.g_01384	Prap.g_00847
OG0000719	Prba.g_01382	Prap.g_00845
OG0000720	Prba.g_01381	Prap.g_00844
OG0000721	Prba.g_01379	Prap.g_00841
OG0000722	Prba.g_01378	Prap.g_00840
OG0000723	Prba.g_01377	Prap.g_00839
OG0000724	Prba.g_01375	Prap.g_00837
OG0000725	Prba.g_01374	Prap.g_00836
OG0000726	Prba.g_01373	Prap.g_00835
OG0000727	Prba.g_01372	Prap.g_00834
OG0000728	Prba.g_01371	Prap.g_00833
OG0000729	Prba.g_01370	Prap.g_00832
OG0000730	Prba.g_01369	Prap.g_00355
OG0000731	Prba.g_01368	Prap.g_00353
OG0000732	Prba.g_01367	Prap.g_00352
OG0000733	Prba.g_01366	Prap.g_00351
OG0000734	Prba.g_01365	Prap.g_00350
OG0000735	Prba.g_01363	Prap.g_00348
OG0000736	Prba.g_01362	Prap.g_00347
OG0000737	Prba.g_01361	Prap.g_00346
OG0000738	Prba.g_01360	Prap.g_00680
OG0000739	Prba.g_01359	Prap.g_00679
OG0000740	Prba.g_01358	Prap.g_00678
OG0000741	Prba.g_01357	Prap.g_00677
OG0000742	Prba.g_01355	Prap.g_00675
OG0000743	Prba.g_01354	Prap.g_00239
OG0000744	Prba.g_01353	Prap.g_00240
OG0000745	Prba.g_01352	Prap.g_00241
OG0000746	Prba.g_01351	Prap.g_00242
OG0000747	Prba.g_01350	Prap.g_00243
OG0000748	Prba.g_01349	Prap.g_00244
OG0000749	Prba.g_01348	Prap.g_00245
OG0000750	Prba.g_01347	Prap.g_00247
OG0000751	Prba.g_01346	Prap.g_00248
OG0000752	Prba.g_01345	Prap.g_00307
OG0000753	Prba.g_01343	Prap.g_00250
OG0000754	Prba.g_01342	Prap.g_00251
OG0000755	Prba.g_01341	Prap.g_00252
OG0000756	Prba.g_01340	Prap.g_00254
OG0000757	Prba.g_01339	Prap.g_00255
OG0000758	Prba.g_01338	Prap.g_00256
OG0000759	Prba.g_01336	Prap.g_00258
OG0000760	Prba.g_01335	Prap.g_00259
OG0000761	Prba.g_01334	Prap.g_00260
OG0000762	Prba.g_01332	Prap.g_00262
OG0000763	Prba.g_01331	Prap.g_00263
OG0000764	Prba.g_01330	Prap.g_00264
OG0000765	Prba.g_01329	Prap.g_00265
OG0000766	Prba.g_01328	Prap.g_00266
OG0000767	Prba.g_01326	Prap.g_00268
OG0000768	Prba.g_01325	Prap.g_00269
OG0000769	Prba.g_01324	Prap.g_00270
OG0000770	Prba.g_01323	Prap.g_00271
OG0000771	Prba.g_01322	Prap.g_00272
OG0000772	Prba.g_01321	Prap.g_00522
OG0000773	Prba.g_01320	Prap.g_00274
OG0000774	Prba.g_01319	Prap.g_00275
OG0000775	Prba.g_01318	Prap.g_00276
OG0000776	Prba.g_01316	Prap.g_00279
OG0000777	Prba.g_01314	Prap.g_00280
OG0000778	Prba.g_01313	Prap.g_00281
OG0000779	Prba.g_01312	Prap.g_00282
OG0000780	Prba.g_01310	Prap.g_00284
OG0000781	Prba.g_01308	Prap.g_00286
OG0000782	Prba.g_01307	Prap.g_00287
OG0000783	Prba.g_01295	Prap.g_00291
OG0000784	Prba.g_01293	Prap.g_00293
OG0000785	Prba.g_01292	Prap.g_00294
OG0000786	Prba.g_01291	Prap.g_00295
OG0000787	Prba.g_01290	Prap.g_00296
OG0000788	Prba.g_01286	Prap.g_00302
OG0000789	Prba.g_01284	Prap.g_00305
OG0000790	Prba.g_01283	Prap.g_00306
OG0000791	Prba.g_01282	Prap.g_00309
OG0000792	Prba.g_01281	Prap.g_00310
OG0000793	Prba.g_01280	Prap.g_00311
OG0000794	Prba.g_01278	Prap.g_00314
OG0000795	Prba.g_01275	Prap.g_00697
OG0000796	Prba.g_01274	Prap.g_00698
OG0000797	Prba.g_01272	Prap.g_00700
OG0000798	Prba.g_01271	Prap.g_00701
OG0000799	Prba.g_01270	Prap.g_00702
OG0000800	Prba.g_01269	Prap.g_00703
OG0000801	Prba.g_01266	Prap.g_00706
OG0000802	Prba.g_01265	Prap.g_00707
OG0000803	Prba.g_01263	Prap.g_00709
OG0000804	Prba.g_01262	Prap.g_00710
OG0000805	Prba.g_01261	Prap.g_00711
OG0000806	Prba.g_01259	Prap.g_00713
OG0000807	Prba.g_01234	Prap.g_01345
OG0000808	Prba.g_01225	Prap.g_00020
OG0000809	Prba.g_01222	Prap.g_00504
OG0000810	Prba.g_01221	Prap.g_01126
OG0000811	Prba.g_01214	Prap.g_00539
OG0000812	Prba.g_00749	Prap.g_00498
OG0000813	Prba.g_00745	Prap.g_01366
OG0000814	Prba.g_00743	Prap.g_00525
OG0000815	Prba.g_00729	Prap.g_00058
OG0000816	Prba.g_00096	Prap.g_01882
OG0000817	Prba.g_00095	Prap.g_01881
OG0000818	Prba.g_00090	Prap.g_00031
OG0000819	Prba.g_00083	Prap.g_00478
OG0000820	Prba.g_00079	Prap.g_00472
OG0000821	Prba.g_00077	Prap.g_00470
OG0000822	Prba.g_00076	Prap.g_00469
OG0000823	Prba.g_00075	Prap.g_00468
OG0000824	Prba.g_00074	Prap.g_00467
OG0000825	Prba.g_00073	Prap.g_00466
OG0000826	Prba.g_00072	Prap.g_00465
OG0000827	Prba.g_00071	Prap.g_00464
OG0000828	Prba.g_00070	Prap.g_00463
OG0000829	Prba.g_00069	Prap.g_00462
OG0000830	Prba.g_00068	Prap.g_00460
OG0000831	Prba.g_00065	Prap.g_00457
OG0000832	Prba.g_00063	Prap.g_00455
OG0000833	Prba.g_00062	Prap.g_00454
OG0000834	Prba.g_00060	Prap.g_00453
OG0000835	Prba.g_00059	Prap.g_00452
OG0000836	Prba.g_00058	Prap.g_00451
OG0000837	Prba.g_00056	Prap.g_00448
OG0000838	Prba.g_00055	Prap.g_00447
OG0000839	Prba.g_00054	Prap.g_00446
OG0000840	Prba.g_00053	Prap.g_00445
OG0000841	Prba.g_00052	Prap.g_00444
OG0000842	Prba.g_00051	Prap.g_00442
OG0000843	Prba.g_00050	Prap.g_00441
OG0000844	Prba.g_00049	Prap.g_00440
OG0000845	Prba.g_00048	Prap.g_00439
OG0000846	Prba.g_00045	Prap.g_00437
OG0000847	Prba.g_00043	Prap.g_00435
OG0000848	Prba.g_00042	Prap.g_00434
OG0000849	Prba.g_00041	Prap.g_00431
OG0000850	Prba.g_00040	Prap.g_00430
OG0000851	Prba.g_00039	Prap.g_00428
OG0000852	Prba.g_00037	Prap.g_00426
OG0000853	Prba.g_00036	Prap.g_00424
OG0000854	Prba.g_00034	Prap.g_00422
OG0000855	Prba.g_00033	Prap.g_00421
OG0000856	Prba.g_00032	Prap.g_00420
OG0000857	Prba.g_00031	Prap.g_00419
OG0000858	Prba.g_00030	Prap.g_00418
OG0000859	Prba.g_00029	Prap.g_00417
OG0000860	Prba.g_00028	Prap.g_00416
OG0000861	Prba.g_00027	Prap.g_00415
OG0000862	Prba.g_00026	Prap.g_00414
OG0000863	Prba.g_00025	Prap.g_00413
OG0000864	Prba.g_00024	Prap.g_00412
OG0000865	Prba.g_00023	Prap.g_00411
OG0000866	Prba.g_00022	Prap.g_00410
OG0000867	Prba.g_00021	Prap.g_00409
OG0000868	Prba.g_00020	Prap.g_00408
OG0000869	Prba.g_00018	Prap.g_00406
OG0000870	Prba.g_00017	Prap.g_00405
OG0000871	Prba.g_00015	Prap.g_00404
OG0000872	Prba.g_00014	Prap.g_00403
OG0000873	Prba.g_00012	Prap.g_00401
OG0000874	Prba.g_00011	Prap.g_00400
OG0000875	Prba.g_00010	Prap.g_00399
OG0000876	Prba.g_00009	Prap.g_00398
OG0000877	Prba.g_00007	Prap.g_01136
OG0000878	Prba.g_01167	Prap.g_01853
OG0000879	Prba.g_01181	Prap.g_00550
OG0000880	Prba.g_01182	Prap.g_00551
OG0000881	Prba.g_01183	Prap.g_00552
OG0000882	Prba.g_01184	Prap.g_00553
OG0000883	Prba.g_01185	Prap.g_00554
OG0000884	Prba.g_01187	Prap.g_00556
OG0000885	Prba.g_01188	Prap.g_00557
OG0000886	Prba.g_01189	Prap.g_00558
OG0000887	Prba.g_01190	Prap.g_00559
OG0000888	Prba.g_01191	Prap.g_00560
OG0000889	Prba.g_01194	Prap.g_00563
OG0000890	Prba.g_01195	Prap.g_00564
OG0000891	Prba.g_01196	Prap.g_00565
OG0000892	Prba.g_01198	Prap.g_00568
OG0000893	Prba.g_01199	Prap.g_00569
OG0000894	Prba.g_01200	Prap.g_00570
OG0000895	Prba.g_01201	Prap.g_00571
OG0000896	Prba.g_01202	Prap.g_00572
OG0000897	Prba.g_01203	Prap.g_00573
OG0000898	Prba.g_01205	Prap.g_00576
OG0000899	Prba.g_01206	Prap.g_00577
OG0000900	Prba.g_00214	Prap.g_01928
OG0000901	Prba.g_00210	Prap.g_00585
OG0000902	Prba.g_00209	Prap.g_01268
OG0000903	Prba.g_00208	Prap.g_00521
OG0000904	Prba.g_00206	Prap.g_00220
OG0000905	Prba.g_00204	Prap.g_00499
OG0000906	Prba.g_00202	Prap.g_00481
OG0000907	Prba.g_00201	Prap.g_00719
OG0000908	Prba.g_00198	Prap.g_00518
OG0000909	Prba.g_00194	Prap.g_00061
OG0000910	Prba.g_00193	Prap.g_00062
OG0000911	Prba.g_00192	Prap.g_00063
OG0000912	Prba.g_00191	Prap.g_00064
OG0000913	Prba.g_00190	Prap.g_00065
OG0000914	Prba.g_00189	Prap.g_00066
OG0000915	Prba.g_00188	Prap.g_00067
OG0000916	Prba.g_00187	Prap.g_00068
OG0000917	Prba.g_00186	Prap.g_00069
OG0000918	Prba.g_00185	Prap.g_00070
OG0000919	Prba.g_00184	Prap.g_00071
OG0000920	Prba.g_00183	Prap.g_00072
OG0000921	Prba.g_00182	Prap.g_00073
OG0000922	Prba.g_00181	Prap.g_00074
OG0000923	Prba.g_00180	Prap.g_00075
OG0000924	Prba.g_00179	Prap.g_00076
OG0000925	Prba.g_00178	Prap.g_00077
OG0000926	Prba.g_00154	Prap.g_01598
OG0000927	Prba.g_00115	Prap.g_00104
OG0000928	Prba.g_00114	Prap.g_00105
OG0000929	Prba.g_00113	Prap.g_00106
OG0000930	Prba.g_00112	Prap.g_00107
OG0000931	Prba.g_00111	Prap.g_00108
OG0000932	Prba.g_00109	Prap.g_00110
OG0000933	Prba.g_00108	Prap.g_00111
OG0000934	Prba.g_00107	Prap.g_00112
OG0000935	Prba.g_00106	Prap.g_00113
OG0000936	Prba.g_00105	Prap.g_00114
OG0000937	Prba.g_00720	Prap.g_00115
OG0000938	Prba.g_00719	Prap.g_00116
OG0000939	Prba.g_00718	Prap.g_00117
OG0000940	Prba.g_00717	Prap.g_00118
OG0000941	Prba.g_00715	Prap.g_00119
OG0000942	Prba.g_00714	Prap.g_00120
OG0000943	Prba.g_00711	Prap.g_00123
OG0000944	Prba.g_00710	Prap.g_00124
OG0000945	Prba.g_00709	Prap.g_00125
OG0000946	Prba.g_00708	Prap.g_00126
OG0000947	Prba.g_00707	Prap.g_00127
OG0000948	Prba.g_00706	Prap.g_00128
OG0000949	Prba.g_00705	Prap.g_00129
OG0000950	Prba.g_00704	Prap.g_00130
OG0000951	Prba.g_00703	Prap.g_00131
OG0000952	Prba.g_00702	Prap.g_00132
OG0000953	Prba.g_00701	Prap.g_00133
OG0000954	Prba.g_00700	Prap.g_00134
OG0000955	Prba.g_00699	Prap.g_00135
OG0000956	Prba.g_00698	Prap.g_00136
OG0000957	Prba.g_00697	Prap.g_00137
OG0000958	Prba.g_00696	Prap.g_00138
OG0000959	Prba.g_00695	Prap.g_00139
OG0000960	Prba.g_00694	Prap.g_00140
OG0000961	Prba.g_00690	Prap.g_00144
OG0000962	Prba.g_00689	Prap.g_00145
OG0000963	Prba.g_00688	Prap.g_00146
OG0000964	Prba.g_00686	Prap.g_00148
OG0000965	Prba.g_00685	Prap.g_00149
OG0000966	Prba.g_00684	Prap.g_00150
OG0000967	Prba.g_00683	Prap.g_00151
OG0000968	Prba.g_00682	Prap.g_00152
OG0000969	Prba.g_00681	Prap.g_00153
OG0000970	Prba.g_00680	Prap.g_00154
OG0000971	Prba.g_00679	Prap.g_00155
OG0000972	Prba.g_00678	Prap.g_00156
OG0000973	Prba.g_00677	Prap.g_00157
OG0000974	Prba.g_00350	Prap.g_00159
OG0000975	Prba.g_00347	Prap.g_00165
OG0000976	Prba.g_00345	Prap.g_00167
OG0000977	Prba.g_00344	Prap.g_00169
OG0000978	Prba.g_00343	Prap.g_00171
OG0000979	Prba.g_00341	Prap.g_00173
OG0000980	Prba.g_00340	Prap.g_00174
OG0000981	Prba.g_00339	Prap.g_00175
OG0000982	Prba.g_00338	Prap.g_00176
OG0000983	Prba.g_00336	Prap.g_00178
OG0000984	Prba.g_00335	Prap.g_00179
OG0000985	Prba.g_00334	Prap.g_00180
OG0000986	Prba.g_00333	Prap.g_00181
OG0000987	Prba.g_00332	Prap.g_00182
OG0000988	Prba.g_00331	Prap.g_00183
OG0000989	Prba.g_00330	Prap.g_00184
OG0000990	Prba.g_00329	Prap.g_00185
OG0000991	Prba.g_00328	Prap.g_00186
OG0000992	Prba.g_00327	Prap.g_00187
OG0000993	Prba.g_00326	Prap.g_00188
OG0000994	Prba.g_00325	Prap.g_00189
OG0000995	Prba.g_00324	Prap.g_00190
OG0000996	Prba.g_00323	Prap.g_00191
OG0000997	Prba.g_00322	Prap.g_00192
OG0000998	Prba.g_00321	Prap.g_00193
OG0000999	Prba.g_00320	Prap.g_00194
OG0001000	Prba.g_00319	Prap.g_00195
OG0001001	Prba.g_00317	Prap.g_00197
OG0001002	Prba.g_00316	Prap.g_00198
OG0001003	Prba.g_00315	Prap.g_00199
OG0001004	Prba.g_00314	Prap.g_00200
OG0001005	Prba.g_00313	Prap.g_00203
OG0001006	Prba.g_00312	Prap.g_00204
OG0001007	Prba.g_00311	Prap.g_00205
OG0001008	Prba.g_00309	Prap.g_00207
OG0001009	Prba.g_00308	Prap.g_00208
OG0001010	Prba.g_00300	Prap.g_01836
OG0001011	Prba.g_00293	Prap.g_01139
OG0001012	Prba.g_00266	Prap.g_00768
OG0001013	Prba.g_00232	Prap.g_01786
OG0001014	Prba.g_00231	Prap.g_01785
OG0001015	Prba.g_00619	Prap.g_01778
OG0001016	Prba.g_00618	Prap.g_01777
OG0001017	Prba.g_00617	Prap.g_01776
OG0001018	Prba.g_00616	Prap.g_01775
OG0001019	Prba.g_00614	Prap.g_01773
OG0001020	Prba.g_00613	Prap.g_01772
OG0001021	Prba.g_00612	Prap.g_01771
OG0001022	Prba.g_00611	Prap.g_01770
OG0001023	Prba.g_00610	Prap.g_01769
OG0001024	Prba.g_00609	Prap.g_01767
OG0001025	Prba.g_00608	Prap.g_01766
OG0001026	Prba.g_00606	Prap.g_01765
OG0001027	Prba.g_00605	Prap.g_01764
OG0001028	Prba.g_00604	Prap.g_01763
OG0001029	Prba.g_00603	Prap.g_01762
OG0001030	Prba.g_00602	Prap.g_01761
OG0001031	Prba.g_00601	Prap.g_01760
OG0001032	Prba.g_00600	Prap.g_01759
OG0001033	Prba.g_00599	Prap.g_01758
OG0001034	Prba.g_00598	Prap.g_01757
OG0001035	Prba.g_00596	Prap.g_01754
OG0001036	Prba.g_00595	Prap.g_01753
OG0001037	Prba.g_00594	Prap.g_01752
OG0001038	Prba.g_00593	Prap.g_01751
OG0001039	Prba.g_00592	Prap.g_01750
OG0001040	Prba.g_00591	Prap.g_01749
OG0001041	Prba.g_00590	Prap.g_01748
OG0001042	Prba.g_00589	Prap.g_01747
OG0001043	Prba.g_00588	Prap.g_01746
OG0001044	Prba.g_00587	Prap.g_01745
OG0001045	Prba.g_00586	Prap.g_01744
OG0001046	Prba.g_00585	Prap.g_01743
OG0001047	Prba.g_00582	Prap.g_01740
OG0001048	Prba.g_00580	Prap.g_01738
OG0001049	Prba.g_00579	Prap.g_01737
OG0001050	Prba.g_00578	Prap.g_01736
OG0001051	Prba.g_00577	Prap.g_01735
OG0001052	Prba.g_00576	Prap.g_01734
OG0001053	Prba.g_00574	Prap.g_01732
OG0001054	Prba.g_00573	Prap.g_01730
OG0001055	Prba.g_00572	Prap.g_01729
OG0001056	Prba.g_00571	Prap.g_01728
OG0001057	Prba.g_00570	Prap.g_01727
OG0001058	Prba.g_00569	Prap.g_01726
OG0001059	Prba.g_00568	Prap.g_01725
OG0001060	Prba.g_00567	Prap.g_01724
OG0001061	Prba.g_00566	Prap.g_01723
OG0001062	Prba.g_00565	Prap.g_01722
OG0001063	Prba.g_00564	Prap.g_01721
OG0001064	Prba.g_00352	Prap.g_01719
OG0001065	Prba.g_00357	Prap.g_01715
OG0001066	Prba.g_00358	Prap.g_01713
OG0001067	Prba.g_00359	Prap.g_01712
OG0001068	Prba.g_00361	Prap.g_01709
OG0001069	Prba.g_00362	Prap.g_01708
OG0001070	Prba.g_00363	Prap.g_01707
OG0001071	Prba.g_00364	Prap.g_01706
OG0001072	Prba.g_00365	Prap.g_01705
OG0001073	Prba.g_00366	Prap.g_01704
OG0001074	Prba.g_00367	Prap.g_01703
OG0001075	Prba.g_00368	Prap.g_01702
OG0001076	Prba.g_00369	Prap.g_01701
OG0001077	Prba.g_00370	Prap.g_01700
OG0001078	Prba.g_00371	Prap.g_01699
OG0001079	Prba.g_00372	Prap.g_01698
OG0001080	Prba.g_00373	Prap.g_01697
OG0001081	Prba.g_00376	Prap.g_01693
OG0001082	Prba.g_00377	Prap.g_01692
OG0001083	Prba.g_00378	Prap.g_01689
OG0001084	Prba.g_00380	Prap.g_01690
OG0001085	Prba.g_00381	Prap.g_01691
OG0001086	Prba.g_00382	Prap.g_01694
OG0001087	Prba.g_00383	Prap.g_01695
OG0001088	Prba.g_00384	Prap.g_01696
OG0001089	Prba.g_00387	Prap.g_01686
OG0001090	Prba.g_00389	Prap.g_01684
OG0001091	Prba.g_00390	Prap.g_01683
OG0001092	Prba.g_00391	Prap.g_01682
OG0001093	Prba.g_00392	Prap.g_01681
OG0001094	Prba.g_00393	Prap.g_01680
OG0001095	Prba.g_00394	Prap.g_01679
OG0001096	Prba.g_00395	Prap.g_01678
OG0001097	Prba.g_00396	Prap.g_01677
OG0001098	Prba.g_00397	Prap.g_01676
OG0001099	Prba.g_00398	Prap.g_01675
OG0001100	Prba.g_00399	Prap.g_01674
OG0001101	Prba.g_00400	Prap.g_01673
OG0001102	Prba.g_00401	Prap.g_01672
OG0001103	Prba.g_00402	Prap.g_01671
OG0001104	Prba.g_00403	Prap.g_01670
OG0001105	Prba.g_00404	Prap.g_01669
OG0001106	Prba.g_00405	Prap.g_01668
OG0001107	Prba.g_00406	Prap.g_01667
OG0001108	Prba.g_00407	Prap.g_01666
OG0001109	Prba.g_00408	Prap.g_01665
OG0001110	Prba.g_00409	Prap.g_01664
OG0001111	Prba.g_00410	Prap.g_01663
OG0001112	Prba.g_00411	Prap.g_01662
OG0001113	Prba.g_00412	Prap.g_01661
OG0001114	Prba.g_00413	Prap.g_01660
OG0001115	Prba.g_00414	Prap.g_01659
OG0001116	Prba.g_00415	Prap.g_01658
OG0001117	Prba.g_00416	Prap.g_01657
OG0001118	Prba.g_00417	Prap.g_01656
OG0001119	Prba.g_00418	Prap.g_01655
OG0001120	Prba.g_00419	Prap.g_01654
OG0001121	Prba.g_00421	Prap.g_01652
OG0001122	Prba.g_00422	Prap.g_01651
OG0001123	Prba.g_00423	Prap.g_01650
OG0001124	Prba.g_00425	Prap.g_01647
OG0001125	Prba.g_00427	Prap.g_01645
OG0001126	Prba.g_00428	Prap.g_01644
OG0001127	Prba.g_00430	Prap.g_01641
OG0001128	Prba.g_00431	Prap.g_01640
OG0001129	Prba.g_00432	Prap.g_01639
OG0001130	Prba.g_00435	Prap.g_01636
OG0001131	Prba.g_00436	Prap.g_01635
OG0001132	Prba.g_00437	Prap.g_01634
OG0001133	Prba.g_00438	Prap.g_01633
OG0001134	Prba.g_01048	Prap.g_01632
OG0001135	Prba.g_01049	Prap.g_01631
OG0001136	Prba.g_01050	Prap.g_01630
OG0001137	Prba.g_01051	Prap.g_01629
OG0001138	Prba.g_01052	Prap.g_01628
OG0001139	Prba.g_01053	Prap.g_01626
OG0001140	Prba.g_01054	Prap.g_01625
OG0001141	Prba.g_01055	Prap.g_01624
OG0001142	Prba.g_01059	Prap.g_01620
OG0001143	Prba.g_01060	Prap.g_01619
OG0001144	Prba.g_01061	Prap.g_01618
OG0001145	Prba.g_01062	Prap.g_01617
OG0001146	Prba.g_01063	Prap.g_01616
OG0001147	Prba.g_01064	Prap.g_01615
OG0001148	Prba.g_01065	Prap.g_01614
OG0001149	Prba.g_01067	Prap.g_01612
OG0001150	Prba.g_01068	Prap.g_01611
OG0001151	Prba.g_01070	Prap.g_01607
OG0001152	Prba.g_01071	Prap.g_01606
OG0001153	Prba.g_01072	Prap.g_01605
OG0001154	Prba.g_01074	Prap.g_01603
OG0001155	Prba.g_01076	Prap.g_01601
OG0001156	Prba.g_01078	Prap.g_01599
OG0001157	Prba.g_01079	Prap.g_01597
OG0001158	Prba.g_00753	Prap.g_01595
OG0001159	Prba.g_00754	Prap.g_01594
OG0001160	Prba.g_00755	Prap.g_01593
OG0001161	Prba.g_00756	Prap.g_01592
OG0001162	Prba.g_00757	Prap.g_01591
OG0001163	Prba.g_00758	Prap.g_01590
OG0001164	Prba.g_00759	Prap.g_01589
OG0001165	Prba.g_00760	Prap.g_01588
OG0001166	Prba.g_00761	Prap.g_01587
OG0001167	Prba.g_00762	Prap.g_01585
