Orthogroup	Prab	Syap
OG0000588	Prab.g_00622	Syap.g_00776
OG0000589	Prab.g_00625	Syap.g_00941
OG0000590	Prab.g_00626	Syap.g_00940
OG0000591	Prab.g_00630	Syap.g_01289
OG0000592	Prab.g_00631	Syap.g_01288
OG0000593	Prab.g_00637	Syap.g_00890
OG0000594	Prab.g_00638	Syap.g_00891
OG0000595	Prab.g_00639	Syap.g_00892
OG0000596	Prab.g_00643	Syap.g_00898
OG0000597	Prab.g_00645	Syap.g_00903
OG0000598	Prab.g_00646	Syap.g_00904
OG0000599	Prab.g_00649	Syap.g_00908
OG0000600	Prab.g_00650	Syap.g_00909
OG0000601	Prab.g_00651	Syap.g_00910
OG0000602	Prab.g_00653	Syap.g_00640
OG0000603	Prab.g_00654	Syap.g_00641
OG0000604	Prab.g_00655	Syap.g_02769
OG0000605	Prab.g_00656	Syap.g_02501, Syap.g_02771
OG0000606	Prab.g_00659	Syap.g_02506
OG0000607	Prab.g_00662	Syap.g_00093
OG0000608	Prab.g_00663	Syap.g_00094
OG0000609	Prab.g_00664	Syap.g_00096
OG0000610	Prab.g_00669	Syap.g_01963
OG0000611	Prab.g_00672	Syap.g_01958
OG0000612	Prab.g_00673	Syap.g_01957
OG0000613	Prab.g_00678	Syap.g_02480
OG0000615	Prab.g_00705	Syap.g_00154
OG0000616	Prab.g_00711	Syap.g_00127
OG0000617	Prab.g_00729	Syap.g_00513
OG0000618	Prab.g_00730	Syap.g_00514
OG0000619	Prab.g_00731	Syap.g_00515
OG0000620	Prab.g_00734	Syap.g_00520
OG0000621	Prab.g_00735	Syap.g_00521
OG0000622	Prab.g_00736	Syap.g_00523
OG0000623	Prab.g_00737	Syap.g_00526
OG0000624	Prab.g_00738	Syap.g_00527
OG0000625	Prab.g_00739	Syap.g_00528
OG0000626	Prab.g_00740	Syap.g_00529
OG0000627	Prab.g_00741	Syap.g_00848
OG0000628	Prab.g_00742	Syap.g_00850
OG0000629	Prab.g_00743	Syap.g_02334
OG0000630	Prab.g_00746	Syap.g_02793
OG0000631	Prab.g_00831	Syap.g_01724
OG0000632	Prab.g_00832	Syap.g_01725
OG0000633	Prab.g_00833	Syap.g_01726
OG0000634	Prab.g_00836	Syap.g_00190
OG0000635	Prab.g_00837	Syap.g_00191
OG0000636	Prab.g_00839	Syap.g_00193
OG0000637	Prab.g_00841	Syap.g_00195
OG0000638	Prab.g_00842	Syap.g_00196
OG0000639	Prab.g_00843	Syap.g_00197
OG0000640	Prab.g_00844	Syap.g_00198
OG0000641	Prab.g_00848	Syap.g_00203
OG0000642	Prab.g_00849	Syap.g_02732
OG0000643	Prab.g_00850	Syap.g_02731
OG0000644	Prab.g_00851	Syap.g_02730
OG0000645	Prab.g_00852	Syap.g_02726
OG0000646	Prab.g_00854	Syap.g_02723
OG0000647	Prab.g_00855	Syap.g_02721
OG0000648	Prab.g_00857	Syap.g_02719
OG0000649	Prab.g_00858	Syap.g_02718
OG0000650	Prab.g_00859	Syap.g_02717
OG0000651	Prab.g_00860	Syap.g_02716
OG0000652	Prab.g_00861	Syap.g_02715
OG0000653	Prab.g_00863	Syap.g_02713
OG0000654	Prab.g_00864	Syap.g_02711
OG0000655	Prab.g_00865	Syap.g_02710
OG0000656	Prab.g_00868	Syap.g_02706
OG0000657	Prab.g_00875	Syap.g_01845
OG0000658	Prab.g_00876	Syap.g_01841
OG0000659	Prab.g_00877	Syap.g_01840
OG0000660	Prab.g_00881	Syap.g_01835
OG0000662	Prab.g_00885	Syap.g_00823
OG0000663	Prab.g_00887	Syap.g_00826
OG0000664	Prab.g_00888	Syap.g_00828
OG0000665	Prab.g_00892	Syap.g_02331
OG0000666	Prab.g_00893	Syap.g_01573
OG0000667	Prab.g_00898	Syap.g_01979
OG0000668	Prab.g_01084	Syap.g_02765
OG0000669	Prab.g_01076	Syap.g_02371
OG0000670	Prab.g_01074	Syap.g_02368
OG0000671	Prab.g_01072	Syap.g_01260
OG0000672	Prab.g_01070	Syap.g_01257
OG0000673	Prab.g_01067	Syap.g_01253
OG0000674	Prab.g_01065	Syap.g_01251
OG0000675	Prab.g_01064	Syap.g_01250
OG0000676	Prab.g_01062	Syap.g_01248
OG0000677	Prab.g_01061	Syap.g_01246
OG0000678	Prab.g_01059	Syap.g_01239
OG0000679	Prab.g_01055	Syap.g_00157
OG0000680	Prab.g_01054	Syap.g_00158
OG0000681	Prab.g_01052	Syap.g_00163
OG0000682	Prab.g_01051	Syap.g_00165
OG0000683	Prab.g_01050	Syap.g_00166
OG0000684	Prab.g_01048	Syap.g_00169
OG0000685	Prab.g_01046	Syap.g_00172
OG0000686	Prab.g_01045	Syap.g_00173
OG0000687	Prab.g_01044	Syap.g_00174
OG0000688	Prab.g_01041	Syap.g_00178
OG0000689	Prab.g_01040	Syap.g_00180
OG0000690	Prab.g_01039	Syap.g_00181
OG0000691	Prab.g_01038	Syap.g_00182
OG0000692	Prab.g_01036	Syap.g_00184
OG0000693	Prab.g_01035	Syap.g_00185
OG0000694	Prab.g_01034	Syap.g_00186
OG0000695	Prab.g_01032	Syap.g_01729
OG0000696	Prab.g_01031	Syap.g_01730
OG0000697	Prab.g_01030	Syap.g_01734
OG0000698	Prab.g_01027	Syap.g_01737
OG0000699	Prab.g_01026	Syap.g_01738
OG0000700	Prab.g_01025	Syap.g_01739
OG0000701	Prab.g_01024	Syap.g_01740
OG0000702	Prab.g_01022	Syap.g_01747
OG0000703	Prab.g_01021	Syap.g_01750
OG0000704	Prab.g_01020	Syap.g_01753
OG0000705	Prab.g_01016	Syap.g_02022
OG0000706	Prab.g_01015	Syap.g_02020
OG0000707	Prab.g_01014	Syap.g_02019
OG0000708	Prab.g_01013	Syap.g_02016
OG0000709	Prab.g_01009	Syap.g_00121
OG0000711	Prab.g_00989	Syap.g_02686
OG0000712	Prab.g_00987	Syap.g_02688
OG0000713	Prab.g_00986	Syap.g_02689
OG0000714	Prab.g_00985	Syap.g_02691
OG0000715	Prab.g_00983	Syap.g_02693
OG0000716	Prab.g_00981	Syap.g_02696
OG0000717	Prab.g_00980	Syap.g_02697
OG0000718	Prab.g_00960	Syap.g_02701
OG0000719	Prab.g_00958	Syap.g_02767
OG0000720	Prab.g_00949	Syap.g_02780
OG0000721	Prab.g_00947	Syap.g_02782
OG0000722	Prab.g_00946	Syap.g_02783
OG0000723	Prab.g_00943	Syap.g_00532
OG0000725	Prab.g_00928	Syap.g_01559
OG0000726	Prab.g_00927	Syap.g_01560
OG0000727	Prab.g_00926	Syap.g_01561
OG0000728	Prab.g_00924	Syap.g_01564
OG0000729	Prab.g_01146	Syap.g_01122
OG0000730	Prab.g_01150	Syap.g_00572
OG0000731	Prab.g_01154	Syap.g_00560
OG0000732	Prab.g_01164	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prab.g_01187	Syap.g_01971
OG0000734	Prab.g_01204	Syap.g_02628
OG0000735	Prab.g_01206	Syap.g_00244
OG0000736	Prab.g_01207	Syap.g_00243
OG0000737	Prab.g_01208	Syap.g_00242
OG0000738	Prab.g_01212	Syap.g_00236
OG0000739	Prab.g_01213	Syap.g_00235
OG0000740	Prab.g_01214	Syap.g_00234
OG0000741	Prab.g_01215	Syap.g_00231
OG0000742	Prab.g_01218	Syap.g_00229
OG0000743	Prab.g_01220	Syap.g_00226
OG0000744	Prab.g_01221	Syap.g_00225
OG0000745	Prab.g_01222	Syap.g_00222
OG0000746	Prab.g_01224	Syap.g_00220
OG0000747	Prab.g_01225	Syap.g_00219
OG0000748	Prab.g_01228	Syap.g_00212
OG0000749	Prab.g_01229	Syap.g_00211
OG0000750	Prab.g_01230	Syap.g_00210
OG0000751	Prab.g_01232	Syap.g_00205
OG0000752	Prab.g_01234	Syap.g_01793
OG0000753	Prab.g_01237	Syap.g_02775
OG0000754	Prab.g_01240	Syap.g_01883
OG0000755	Prab.g_01243	Syap.g_01893
OG0000757	Prab.g_01250	Syap.g_00427
OG0000758	Prab.g_01251	Syap.g_00428
OG0000759	Prab.g_01252	Syap.g_00429
OG0000760	Prab.g_01253	Syap.g_00430
OG0000761	Prab.g_01254	Syap.g_00431
OG0000762	Prab.g_01255	Syap.g_00434
OG0000763	Prab.g_01257	Syap.g_02624
OG0000764	Prab.g_01258	Syap.g_02623
OG0000765	Prab.g_01267	Syap.g_02440
OG0000766	Prab.g_01268	Syap.g_02439
OG0000767	Prab.g_01270	Syap.g_02437
OG0000768	Prab.g_01271	Syap.g_02436
OG0000769	Prab.g_01273	Syap.g_02434
OG0000770	Prab.g_01275	Syap.g_02431
OG0000772	Prab.g_01303	Syap.g_02295
OG0000773	Prab.g_01317	Syap.g_00885
OG0000774	Prab.g_01319	Syap.g_01473
OG0000775	Prab.g_01321	Syap.g_01475
OG0000776	Prab.g_01322	Syap.g_01476
OG0000777	Prab.g_01323	Syap.g_01478
OG0000778	Prab.g_01324	Syap.g_01479
OG0000779	Prab.g_01328	Syap.g_01494
OG0000780	Prab.g_01329	Syap.g_01496
OG0000781	Prab.g_01332	Syap.g_02609
OG0000782	Prab.g_01333	Syap.g_02611
OG0000783	Prab.g_01334	Syap.g_02612
OG0000784	Prab.g_01335	Syap.g_02613
OG0000785	Prab.g_01337	Syap.g_02281
OG0000786	Prab.g_01339	Syap.g_02287
OG0000787	Prab.g_01340	Syap.g_02288
OG0000788	Prab.g_01348	Syap.g_01932
OG0000789	Prab.g_01351	Syap.g_00372
OG0000791	Prab.g_01367	Syap.g_02520
OG0000792	Prab.g_01368	Syap.g_02519
OG0000793	Prab.g_01371	Syap.g_02141
OG0000794	Prab.g_01372	Syap.g_02200
OG0000795	Prab.g_01373	Syap.g_02199
OG0000796	Prab.g_01377	Syap.g_02448
OG0000797	Prab.g_01378	Syap.g_02449
OG0000798	Prab.g_01411	Syap.g_01363, Syap.g_01269
OG0000799	Prab.g_01448	Syap.g_02488
OG0000800	Prab.g_01449	Syap.g_02487
OG0000801	Prab.g_01450	Syap.g_02486
OG0000802	Prab.g_01452	Syap.g_02659
OG0000803	Prab.g_01454	Syap.g_02109
OG0000804	Prab.g_01455	Syap.g_02113
OG0000805	Prab.g_01457	Syap.g_02115
OG0000806	Prab.g_01459	Syap.g_02117
OG0000807	Prab.g_01460	Syap.g_02118
OG0000808	Prab.g_01461	Syap.g_02119
OG0000809	Prab.g_01464	Syap.g_02122
OG0000810	Prab.g_01465	Syap.g_02124
OG0000811	Prab.g_01469	Syap.g_02472
OG0000812	Prab.g_01471	Syap.g_02474
OG0000813	Prab.g_01472	Syap.g_02475
OG0000814	Prab.g_01474	Syap.g_02753
OG0000815	Prab.g_01475	Syap.g_02752
OG0000816	Prab.g_01477	Syap.g_02289
OG0000817	Prab.g_01478	Syap.g_02527
OG0000818	Prab.g_01483	Syap.g_02001
OG0000819	Prab.g_01484	Syap.g_02002
OG0000820	Prab.g_01485	Syap.g_02003
OG0000821	Prab.g_01489	Syap.g_02009
OG0000822	Prab.g_01490	Syap.g_02011
OG0000824	Prab.g_01494	Syap.g_00008
OG0000825	Prab.g_01495	Syap.g_00009
OG0000826	Prab.g_01496	Syap.g_00010
OG0000827	Prab.g_01497	Syap.g_00011
OG0000828	Prab.g_01500	Syap.g_00014
OG0000829	Prab.g_01501	Syap.g_00015
OG0000830	Prab.g_01502	Syap.g_00016
OG0000831	Prab.g_01504	Syap.g_00019
OG0000832	Prab.g_01510	Syap.g_00752
OG0000833	Prab.g_01518	Syap.g_00021
OG0000834	Prab.g_01519	Syap.g_00023
OG0000835	Prab.g_01520	Syap.g_00024
OG0000836	Prab.g_01521	Syap.g_00026
OG0000837	Prab.g_01522	Syap.g_00027
OG0000838	Prab.g_01524	Syap.g_00031
OG0000839	Prab.g_01525	Syap.g_00032
OG0000840	Prab.g_01526	Syap.g_00033
OG0000841	Prab.g_01527	Syap.g_00034
OG0000842	Prab.g_01528	Syap.g_00035
OG0000843	Prab.g_01529	Syap.g_00036
OG0000844	Prab.g_01530	Syap.g_00039
OG0000845	Prab.g_01531	Syap.g_00040
OG0000846	Prab.g_01532	Syap.g_00042
OG0000847	Prab.g_01533	Syap.g_00043
OG0000848	Prab.g_01534	Syap.g_00045
OG0000849	Prab.g_01535	Syap.g_00046
OG0000850	Prab.g_01537	Syap.g_00310
OG0000851	Prab.g_01538	Syap.g_01214
OG0000852	Prab.g_01539	Syap.g_01215
OG0000853	Prab.g_01543	Syap.g_01219
OG0000854	Prab.g_01545	Syap.g_01222
OG0000855	Prab.g_01546	Syap.g_01223
OG0000856	Prab.g_01563	Syap.g_01286
OG0000857	Prab.g_01601	Syap.g_02722
OG0000858	Prab.g_01663	Syap.g_00612
OG0000859	Prab.g_01664	Syap.g_00613
OG0000860	Prab.g_01671	Syap.g_00623
OG0000861	Prab.g_01672	Syap.g_02789
OG0000862	Prab.g_01673	Syap.g_01789
OG0000863	Prab.g_01675	Syap.g_01784
OG0000864	Prab.g_01676	Syap.g_01783
OG0000865	Prab.g_01677	Syap.g_01781, Syap.g_01782
OG0000866	Prab.g_01678	Syap.g_01780
OG0000867	Prab.g_01679	Syap.g_01779
OG0000868	Prab.g_01680	Syap.g_01775
OG0000869	Prab.g_01684	Syap.g_01770
OG0000870	Prab.g_01689	Syap.g_01401
OG0000871	Prab.g_01690	Syap.g_01400
OG0000872	Prab.g_01691	Syap.g_01394
OG0000873	Prab.g_01694	Syap.g_01390
OG0000874	Prab.g_01697	Syap.g_01388
OG0000875	Prab.g_01698	Syap.g_01386
OG0000876	Prab.g_01699	Syap.g_00822
OG0000877	Prab.g_01701	Syap.g_01380
OG0000878	Prab.g_01702	Syap.g_01378
OG0000879	Prab.g_01703	Syap.g_01377
OG0000880	Prab.g_01704	Syap.g_01376
OG0000882	Prab.g_01713	Syap.g_01516
OG0000883	Prab.g_01714	Syap.g_01511
OG0000884	Prab.g_01716	Syap.g_01509
OG0000885	Prab.g_01717	Syap.g_01508
OG0000886	Prab.g_01718	Syap.g_01507
OG0000887	Prab.g_01719	Syap.g_01506
OG0000888	Prab.g_01721	Syap.g_01504
OG0000889	Prab.g_01723	Syap.g_01502
OG0000890	Prab.g_01724	Syap.g_01499
OG0000891	Prab.g_01725	Syap.g_01498
OG0000892	Prab.g_01727	Syap.g_02671
OG0000893	Prab.g_01731	Syap.g_02497
OG0000894	Prab.g_01733	Syap.g_02679
OG0000895	Prab.g_01736	Syap.g_00546
OG0000896	Prab.g_01737	Syap.g_00545
OG0000897	Prab.g_01739	Syap.g_00543
OG0000898	Prab.g_01740	Syap.g_00542
OG0000899	Prab.g_01741	Syap.g_00541
OG0000900	Prab.g_01742	Syap.g_00540
OG0000901	Prab.g_01745	Syap.g_01930
OG0000902	Prab.g_01747	Syap.g_01929
OG0000903	Prab.g_01750	Syap.g_01916
OG0000904	Prab.g_01752	Syap.g_01922
OG0000905	Prab.g_01756	Syap.g_01925
OG0000906	Prab.g_01757	Syap.g_01927
OG0000907	Prab.g_01760	Syap.g_01914
OG0000908	Prab.g_01763	Syap.g_01235
OG0000909	Prab.g_01764	Syap.g_01236
OG0000910	Prab.g_01765	Syap.g_01237
OG0000911	Prab.g_01767	Syap.g_00511
OG0000912	Prab.g_01768	Syap.g_00510
OG0000913	Prab.g_01769	Syap.g_00509
OG0000914	Prab.g_01770	Syap.g_00508
OG0000915	Prab.g_01771	Syap.g_00506
OG0000916	Prab.g_01772	Syap.g_00505
OG0000917	Prab.g_01773	Syap.g_00504
OG0000918	Prab.g_01774	Syap.g_00503
OG0000919	Prab.g_01775	Syap.g_00502
OG0000920	Prab.g_01776	Syap.g_00501
OG0000921	Prab.g_01777	Syap.g_00500
OG0000922	Prab.g_01778	Syap.g_00499
OG0000923	Prab.g_01782	Syap.g_00495
OG0000924	Prab.g_01783	Syap.g_00494
OG0000925	Prab.g_01784	Syap.g_00493
OG0000926	Prab.g_01785	Syap.g_00492
OG0000927	Prab.g_01787	Syap.g_00490
OG0000928	Prab.g_01788	Syap.g_00489
OG0000929	Prab.g_01789	Syap.g_00488
OG0000930	Prab.g_01790	Syap.g_00487
OG0000931	Prab.g_01791	Syap.g_00486
OG0000932	Prab.g_01792	Syap.g_00485
OG0000933	Prab.g_01796	Syap.g_00479
OG0000934	Prab.g_01798	Syap.g_00477
OG0000935	Prab.g_01799	Syap.g_00476
OG0000936	Prab.g_01800	Syap.g_00475
OG0000937	Prab.g_01801	Syap.g_00474
OG0000938	Prab.g_01803	Syap.g_00471
OG0000939	Prab.g_01804	Syap.g_00469
OG0000940	Prab.g_01811	Syap.g_00460
OG0000941	Prab.g_01813	Syap.g_00458
OG0000942	Prab.g_01815	Syap.g_00606
OG0000943	Prab.g_01816	Syap.g_00604
OG0000944	Prab.g_01817	Syap.g_00602
OG0000945	Prab.g_01818	Syap.g_00601
OG0000946	Prab.g_01822	Syap.g_00595
OG0000947	Prab.g_01824	Syap.g_00591
OG0000948	Prab.g_01825	Syap.g_00590
OG0000949	Prab.g_01828	Syap.g_01051
OG0000950	Prab.g_01833	Syap.g_01061
OG0000951	Prab.g_01836	Syap.g_01070
OG0000952	Prab.g_01840	Syap.g_01074
OG0000953	Prab.g_01843	Syap.g_01078
OG0000954	Prab.g_01847	Syap.g_01089
OG0000955	Prab.g_01848	Syap.g_01090
OG0000956	Prab.g_01850	Syap.g_01092
OG0000957	Prab.g_01855	Syap.g_01109
OG0000958	Prab.g_01856	Syap.g_01110
OG0000959	Prab.g_01860	Syap.g_01114
OG0000960	Prab.g_01861	Syap.g_01115
OG0000961	Prab.g_01863	Syap.g_02170
OG0000962	Prab.g_01865	Syap.g_01121
OG0000963	Prab.g_01869	Syap.g_01124
OG0000964	Prab.g_01870	Syap.g_01125
OG0000965	Prab.g_01871	Syap.g_01126
OG0000966	Prab.g_01879	Syap.g_01141
OG0000967	Prab.g_01883	Syap.g_00633
OG0000968	Prab.g_01885	Syap.g_00998
OG0000969	Prab.g_01886	Syap.g_00996
OG0000970	Prab.g_01887	Syap.g_00995
OG0000971	Prab.g_01888	Syap.g_00993
OG0000972	Prab.g_01889	Syap.g_00992
OG0000973	Prab.g_01890	Syap.g_00991
OG0000974	Prab.g_01891	Syap.g_00990
OG0000975	Prab.g_01892	Syap.g_00989
OG0000976	Prab.g_01893	Syap.g_00988
OG0000977	Prab.g_01894	Syap.g_00986
OG0000978	Prab.g_01895	Syap.g_00985
OG0000979	Prab.g_01898	Syap.g_00980
OG0000980	Prab.g_01900	Syap.g_00977
OG0000981	Prab.g_01902	Syap.g_01812
OG0000982	Prab.g_01904	Syap.g_00132
OG0000983	Prab.g_01905	Syap.g_00134
OG0000984	Prab.g_01906	Syap.g_00135
OG0000985	Prab.g_01909	Syap.g_00140
OG0000986	Prab.g_01911	Syap.g_01044
OG0000987	Prab.g_01912	Syap.g_01033
OG0000988	Prab.g_01915	Syap.g_01027
OG0000989	Prab.g_01919	Syap.g_01011
OG0000990	Prab.g_01922	Syap.g_02087
OG0000991	Prab.g_01923	Syap.g_02091
OG0000992	Prab.g_01925	Syap.g_02095
OG0000993	Prab.g_01926	Syap.g_02097
OG0000994	Prab.g_01927	Syap.g_02101
OG0000996	Prab.g_01932	Syap.g_01817
OG0000997	Prab.g_01933	Syap.g_02590
OG0000998	Prab.g_01935	Syap.g_02591
OG0000999	Prab.g_01936	Syap.g_02592
OG0001001	Prab.g_01941	Syap.g_02605
OG0001002	Prab.g_01945	Syap.g_00124
OG0001003	Prab.g_01947	Syap.g_02310
OG0001004	Prab.g_01948	Syap.g_02311
OG0001005	Prab.g_01949	Syap.g_02312
OG0001006	Prab.g_01953	Syap.g_00053
OG0001007	Prab.g_01955	Syap.g_00055
OG0001008	Prab.g_00440	Syap.g_02060
OG0001012	Prab.g_00042	Syap.g_00371
OG0001013	Prab.g_00047	Syap.g_01325
OG0001016	Prab.g_00065	Syap.g_01695
OG0001033	Prab.g_00199	Syap.g_00105
OG0001035	Prab.g_00244	Syap.g_01594
OG0001038	Prab.g_00266	Syap.g_01362
OG0001039	Prab.g_00269	Syap.g_01359
OG0001040	Prab.g_00271	Syap.g_01356
OG0001041	Prab.g_00275	Syap.g_01352
OG0001043	Prab.g_00293	Syap.g_01676
OG0001044	Prab.g_00321	Syap.g_00571
OG0001053	Prab.g_00487	Syap.g_02253
OG0001054	Prab.g_00502	Syap.g_00274
OG0001055	Prab.g_00521	Syap.g_00252
OG0001059	Prab.g_00557	Syap.g_00306
OG0001060	Prab.g_00564	Syap.g_00299
OG0001061	Prab.g_00578	Syap.g_01309
OG0001062	Prab.g_00580	Syap.g_01314
OG0001072	Prab.g_00594	Syap.g_00441
OG0001073	Prab.g_00608	Syap.g_00122, Syap.g_00455
OG0001078	Prab.g_00641	Syap.g_00896
OG0001080	Prab.g_00658	Syap.g_02505
OG0001085	Prab.g_00675	Syap.g_01953
OG0001094	Prab.g_00834	Syap.g_00187
OG0001095	Prab.g_00853	Syap.g_02725
OG0001096	Prab.g_00866	Syap.g_02709
OG0001100	Prab.g_01075	Syap.g_02369
OG0001102	Prab.g_01071	Syap.g_01258
OG0001103	Prab.g_01069	Syap.g_01256
OG0001104	Prab.g_01047	Syap.g_00171
OG0001105	Prab.g_01043	Syap.g_00175
OG0001107	Prab.g_01012	Syap.g_02015
OG0001108	Prab.g_01008	Syap.g_00119
OG0001122	Prab.g_00957	Syap.g_02766
OG0001123	Prab.g_00953	Syap.g_01872
OG0001133	Prab.g_01169	Syap.g_01292
OG0001136	Prab.g_01216	Syap.g_00230
OG0001137	Prab.g_01227	Syap.g_00213
OG0001140	Prab.g_01247	Syap.g_02134
OG0001152	Prab.g_01376	Syap.g_02447
OG0001154	Prab.g_01499	Syap.g_00013
OG0001155	Prab.g_01511	Syap.g_00750
OG0001160	Prab.g_01541	Syap.g_01217
OG0001162	Prab.g_01567	Syap.g_02366
OG0001163	Prab.g_01661	Syap.g_00609
OG0001164	Prab.g_01665	Syap.g_00614
OG0001165	Prab.g_01668	Syap.g_00619
OG0001168	Prab.g_01707	Syap.g_01372
OG0001171	Prab.g_01720	Syap.g_01505
OG0001172	Prab.g_01734	Syap.g_00547
OG0001177	Prab.g_01753	Syap.g_01920
OG0001178	Prab.g_01758	Syap.g_01786, Syap.g_01787
OG0001179	Prab.g_01786	Syap.g_00491
OG0001180	Prab.g_01808	Syap.g_00097, Syap.g_00465
OG0001181	Prab.g_01812	Syap.g_00459
OG0001183	Prab.g_01823	Syap.g_00594
OG0001185	Prab.g_01852	Syap.g_01104
OG0001186	Prab.g_01875	Syap.g_01140
OG0001187	Prab.g_01880	Syap.g_01142
OG0001188	Prab.g_01882	Syap.g_00634
OG0001189	Prab.g_01899	Syap.g_00979
OG0001191	Prab.g_01913	Syap.g_01030
OG0001192	Prab.g_01918	Syap.g_01021
OG0001197	Prab.g_01944	Syap.g_00126
OG0001198	Prab.g_01952	Syap.g_00052
OG0001199	Prab.g_00066	Syap.g_01696
OG0001200	Prab.g_00068	Syap.g_01698
OG0001202	Prab.g_00190	Syap.g_01613
OG0001204	Prab.g_00233	Syap.g_01577
OG0001214	Prab.g_00642	Syap.g_00897
OG0001217	Prab.g_00768	Syap.g_01464
OG0001218	Prab.g_00776	Syap.g_00020
OG0001219	Prab.g_00829	Syap.g_02794
OG0001221	Prab.g_01057	Syap.g_01777
OG0001222	Prab.g_01018	Syap.g_02027
OG0001225	Prab.g_00931	Syap.g_01553
OG0001226	Prab.g_01120	Syap.g_02551
OG0001228	Prab.g_01264	Syap.g_01063
OG0001229	Prab.g_01358	Syap.g_00827
OG0001230	Prab.g_01458	Syap.g_02116
OG0001231	Prab.g_01565	Syap.g_00073
OG0001232	Prab.g_01692	Syap.g_01393
OG0001235	Prab.g_01755	Syap.g_01924
OG0001237	Prab.g_01839	Syap.g_01073
OG0001238	Prab.g_01914	Syap.g_01028
OG0001239	Prab.g_00063	Syap.g_01693, Syap.g_01692
OG0001242	Prab.g_00110	Syap.g_02227, Syap.g_02229
OG0001244	Prab.g_00131	Syap.g_02192
OG0001246	Prab.g_00508	Syap.g_01165, Syap.g_00267
OG0001248	Prab.g_00690	Syap.g_00423
OG0001249	Prab.g_00818	Syap.g_00575
OG0001250	Prab.g_00880	Syap.g_01836
OG0001251	Prab.g_01083	Syap.g_01549, Syap.g_01727
OG0001253	Prab.g_01139	Syap.g_01969
OG0001255	Prab.g_01203	Syap.g_02523
OG0001256	Prab.g_01558	Syap.g_01225
OG0001257	Prab.g_01564	Syap.g_00374, Syap.g_00373, Syap.g_01821
OG0001258	Prab.g_01666	Syap.g_00617
OG0001260	Prab.g_01726	Syap.g_01497
OG0001261	Prab.g_01794	Syap.g_00482
OG0001262	Prab.g_01897	Syap.g_00981
OG0001265	Prab.g_00109	Syap.g_02231
OG0001266	Prab.g_00194	Syap.g_01618
OG0001267	Prab.g_00268	Syap.g_01360
OG0001268	Prab.g_00326	Syap.g_00563
OG0001270	Prab.g_00437	Syap.g_02056
OG0001271	Prab.g_00476	Syap.g_02759
OG0001272	Prab.g_00490	Syap.g_02250
OG0001274	Prab.g_00710	Syap.g_01897
OG0001275	Prab.g_00982	Syap.g_02694
OG0001276	Prab.g_00954	Syap.g_01873
OG0001277	Prab.g_01127	Syap.g_01293
OG0001278	Prab.g_01269	Syap.g_02438
OG0001279	Prab.g_01590	Syap.g_02663
OG0001282	Prab.g_01361	Syap.g_01701
OG0001284	Prab.g_01536	Syap.g_00047
OG0001286	Prab.g_01806	Syap.g_00467
OG0001287	Prab.g_01859	Syap.g_00418
OG0001288	Prab.g_01868	Syap.g_01123
OG0001289	Prab.g_00079	Syap.g_02365
OG0001291	Prab.g_00125	Syap.g_02207
OG0001292	Prab.g_00238	Syap.g_01583
OG0001297	Prab.g_00518	Syap.g_00255
OG0001299	Prab.g_00671	Syap.g_01959
OG0001303	Prab.g_00749	Syap.g_02795
OG0001304	Prab.g_00944	Syap.g_00536
OG0001305	Prab.g_00925	Syap.g_01562
OG0001306	Prab.g_01205	Syap.g_00245
OG0001308	Prab.g_01476	Syap.g_02751, Syap.g_02750
OG0001310	Prab.g_01681	Syap.g_01774
OG0001311	Prab.g_00952	Syap.g_01871
OG0001312	Prab.g_01029	Syap.g_01735
OG0001315	Prab.g_00053	Syap.g_00596
OG0001318	Prab.g_00246	Syap.g_01596, Syap.g_01597
OG0001319	Prab.g_00261	Syap.g_02338
OG0001323	Prab.g_00523	Syap.g_00757
OG0001326	Prab.g_01095	Syap.g_02646
OG0001332	Prab.g_01509	Syap.g_01548
OG0001333	Prab.g_01706	Syap.g_01373
OG0001336	Prab.g_01940	Syap.g_02602
OG0001345	Prab.g_01238	Syap.g_01877, Syap.g_02776
OG0001346	Prab.g_01327	Syap.g_01484
OG0001348	Prab.g_01595	Syap.g_00938
OG0001349	Prab.g_01408	Syap.g_01264, Syap.g_00851
OG0001353	Prab.g_00872	Syap.g_01849
OG0001358	Prab.g_00624	Syap.g_00942
OG0001360	Prab.g_01140	Syap.g_01881, Syap.g_02778
OG0001361	Prab.g_01235	Syap.g_01792
OG0001364	Prab.g_01829	Syap.g_01052
OG0001365	Prab.g_01907	Syap.g_00138
OG0001371	Prab.g_00684	Syap.g_02544, Syap.g_02545
OG0001373	Prab.g_01096	Syap.g_02647
OG0001374	Prab.g_01088	Syap.g_01829, Syap.g_01830
OG0001376	Prab.g_01106	Syap.g_01991
OG0001377	Prab.g_01107	Syap.g_01992
OG0001378	Prab.g_01149	Syap.g_02055
OG0001379	Prab.g_01320	Syap.g_01474
OG0001382	Prab.g_01581	Syap.g_00677
OG0001385	Prab.g_01099	Syap.g_02650
OG0001386	Prab.g_01098	Syap.g_02649
OG0001387	Prab.g_01097	Syap.g_02648
OG0001388	Prab.g_01094	Syap.g_02645
OG0001389	Prab.g_01093	Syap.g_02644
OG0001390	Prab.g_01092	Syap.g_02643
