Orthogroup	Prab	Prbk
OG0000570	Prab.g_00575	Prbk.g_01105
OG0000571	Prab.g_00577	Prbk.g_01108
OG0000572	Prab.g_00590	Prbk.g_01124
OG0000573	Prab.g_00596	Prbk.g_01131
OG0000574	Prab.g_00597	Prbk.g_01132
OG0000575	Prab.g_00601	Prbk.g_01141
OG0000576	Prab.g_00603	Prbk.g_01143
OG0000577	Prab.g_00604	Prbk.g_01144
OG0000578	Prab.g_00605	Prbk.g_01145
OG0000579	Prab.g_00606	Prbk.g_01146
OG0000580	Prab.g_00607	Prbk.g_01147
OG0000581	Prab.g_00609	Prbk.g_01151
OG0000582	Prab.g_00612	Prbk.g_01155
OG0000583	Prab.g_00613	Prbk.g_01156
OG0000584	Prab.g_00614	Prbk.g_01157
OG0000585	Prab.g_00616	Prbk.g_01159
OG0000586	Prab.g_00617	Prbk.g_01161
OG0000587	Prab.g_00618	Prbk.g_01163
OG0000588	Prab.g_00622	Prbk.g_02605
OG0000589	Prab.g_00625	Prbk.g_02608
OG0000590	Prab.g_00626	Prbk.g_02609
OG0000591	Prab.g_00630	Prbk.g_02616
OG0000592	Prab.g_00631	Prbk.g_02617
OG0000593	Prab.g_00637	Prbk.g_02627
OG0000594	Prab.g_00638	Prbk.g_02628
OG0000595	Prab.g_00639	Prbk.g_02629
OG0000596	Prab.g_00643	Prbk.g_02634
OG0000597	Prab.g_00645	Prbk.g_02637
OG0000598	Prab.g_00646	Prbk.g_02638
OG0000599	Prab.g_00649	Prbk.g_02648
OG0000600	Prab.g_00650	Prbk.g_02649
OG0000601	Prab.g_00651	Prbk.g_02650
OG0000602	Prab.g_00653	Prbk.g_02654
OG0000603	Prab.g_00654	Prbk.g_02655
OG0000604	Prab.g_00655	Prbk.g_02656
OG0000605	Prab.g_00656	Prbk.g_00740
OG0000606	Prab.g_00659	Prbk.g_00729
OG0000607	Prab.g_00662	Prbk.g_00726
OG0000608	Prab.g_00663	Prbk.g_00725
OG0000609	Prab.g_00664	Prbk.g_00723
OG0000610	Prab.g_00669	Prbk.g_00715
OG0000611	Prab.g_00672	Prbk.g_00712
OG0000612	Prab.g_00673	Prbk.g_00711
OG0000613	Prab.g_00678	Prbk.g_00478
OG0000614	Prab.g_00697	Prbk.g_01802
OG0000615	Prab.g_00705	Prbk.g_02429
OG0000616	Prab.g_00711	Prbk.g_02262
OG0000617	Prab.g_00729	Prbk.g_00613
OG0000618	Prab.g_00730	Prbk.g_00612
OG0000619	Prab.g_00731	Prbk.g_00611
OG0000620	Prab.g_00734	Prbk.g_00607
OG0000621	Prab.g_00735	Prbk.g_00606
OG0000622	Prab.g_00736	Prbk.g_00605
OG0000623	Prab.g_00737	Prbk.g_00604
OG0000624	Prab.g_00738	Prbk.g_00603
OG0000625	Prab.g_00739	Prbk.g_00602
OG0000626	Prab.g_00740	Prbk.g_00601
OG0000627	Prab.g_00741	Prbk.g_02376
OG0000628	Prab.g_00742	Prbk.g_02375
OG0000629	Prab.g_00743	Prbk.g_02372
OG0000630	Prab.g_00746	Prbk.g_02368
OG0000631	Prab.g_00831	Prbk.g_02362
OG0000632	Prab.g_00832	Prbk.g_02361
OG0000633	Prab.g_00833	Prbk.g_02360
OG0000634	Prab.g_00836	Prbk.g_02464
OG0000635	Prab.g_00837	Prbk.g_02465
OG0000636	Prab.g_00839	Prbk.g_02467
OG0000637	Prab.g_00841	Prbk.g_02469
OG0000638	Prab.g_00842	Prbk.g_02470
OG0000639	Prab.g_00843	Prbk.g_02471
OG0000640	Prab.g_00844	Prbk.g_02472
OG0000641	Prab.g_00848	Prbk.g_02476
OG0000642	Prab.g_00849	Prbk.g_02477
OG0000643	Prab.g_00850	Prbk.g_02478
OG0000644	Prab.g_00851	Prbk.g_02479
OG0000645	Prab.g_00852	Prbk.g_02480
OG0000646	Prab.g_00854	Prbk.g_02483
OG0000647	Prab.g_00855	Prbk.g_02486
OG0000648	Prab.g_00857	Prbk.g_02488
OG0000649	Prab.g_00858	Prbk.g_02489
OG0000650	Prab.g_00859	Prbk.g_02490
OG0000651	Prab.g_00860	Prbk.g_02491
OG0000652	Prab.g_00861	Prbk.g_02492
OG0000653	Prab.g_00863	Prbk.g_02494
OG0000654	Prab.g_00864	Prbk.g_02495
OG0000655	Prab.g_00865	Prbk.g_02496
OG0000656	Prab.g_00868	Prbk.g_02499
OG0000657	Prab.g_00875	Prbk.g_02532
OG0000658	Prab.g_00876	Prbk.g_02534
OG0000659	Prab.g_00877	Prbk.g_02535
OG0000660	Prab.g_00881	Prbk.g_02539
OG0000661	Prab.g_00883	Prbk.g_02541
OG0000662	Prab.g_00885	Prbk.g_02543
OG0000663	Prab.g_00887	Prbk.g_02546
OG0000664	Prab.g_00888	Prbk.g_02547
OG0000665	Prab.g_00892	Prbk.g_02560
OG0000666	Prab.g_00893	Prbk.g_02563
OG0000667	Prab.g_00898	Prbk.g_02570
OG0000668	Prab.g_01084	Prbk.g_00582
OG0000669	Prab.g_01076	Prbk.g_02580
OG0000670	Prab.g_01074	Prbk.g_01662
OG0000671	Prab.g_01072	Prbk.g_02391
OG0000672	Prab.g_01070	Prbk.g_02394
OG0000673	Prab.g_01067	Prbk.g_02397
OG0000674	Prab.g_01065	Prbk.g_02399
OG0000675	Prab.g_01064	Prbk.g_02400
OG0000676	Prab.g_01062	Prbk.g_02408
OG0000677	Prab.g_01061	Prbk.g_02410
OG0000678	Prab.g_01059	Prbk.g_02415
OG0000679	Prab.g_01055	Prbk.g_02435
OG0000680	Prab.g_01054	Prbk.g_02436
OG0000681	Prab.g_01052	Prbk.g_02438
OG0000682	Prab.g_01051	Prbk.g_02439
OG0000683	Prab.g_01050	Prbk.g_02440
OG0000684	Prab.g_01048	Prbk.g_02453
OG0000685	Prab.g_01046	Prbk.g_02451
OG0000686	Prab.g_01045	Prbk.g_02450
OG0000687	Prab.g_01044	Prbk.g_02449
OG0000688	Prab.g_01041	Prbk.g_02455
OG0000689	Prab.g_01040	Prbk.g_02456
OG0000690	Prab.g_01039	Prbk.g_02457
OG0000691	Prab.g_01038	Prbk.g_02458
OG0000692	Prab.g_01036	Prbk.g_02459
OG0000693	Prab.g_01035	Prbk.g_02460
OG0000694	Prab.g_01034	Prbk.g_02461
OG0000695	Prab.g_01032	Prbk.g_02358
OG0000696	Prab.g_01031	Prbk.g_02357
OG0000697	Prab.g_01030	Prbk.g_02355
OG0000698	Prab.g_01027	Prbk.g_02352
OG0000699	Prab.g_01026	Prbk.g_02350
OG0000700	Prab.g_01025	Prbk.g_02349
OG0000701	Prab.g_01024	Prbk.g_02348
OG0000702	Prab.g_01022	Prbk.g_02340
OG0000703	Prab.g_01021	Prbk.g_02339
OG0000704	Prab.g_01020	Prbk.g_02337
OG0000705	Prab.g_01016	Prbk.g_02331
OG0000706	Prab.g_01015	Prbk.g_02330
OG0000707	Prab.g_01014	Prbk.g_02329
OG0000708	Prab.g_01013	Prbk.g_02327
OG0000709	Prab.g_01009	Prbk.g_02320
OG0000710	Prab.g_01006	Prbk.g_02316
OG0000711	Prab.g_00989	Prbk.g_02293
OG0000712	Prab.g_00987	Prbk.g_02292
OG0000713	Prab.g_00986	Prbk.g_00562
OG0000714	Prab.g_00985	Prbk.g_00566
OG0000715	Prab.g_00983	Prbk.g_00568
OG0000716	Prab.g_00981	Prbk.g_00572
OG0000717	Prab.g_00980	Prbk.g_00573
OG0000718	Prab.g_00960	Prbk.g_00578
OG0000719	Prab.g_00958	Prbk.g_00580
OG0000720	Prab.g_00949	Prbk.g_00593
OG0000721	Prab.g_00947	Prbk.g_00594
OG0000722	Prab.g_00946	Prbk.g_00595
OG0000723	Prab.g_00943	Prbk.g_00599
OG0000724	Prab.g_00934	Prbk.g_00061
OG0000725	Prab.g_00928	Prbk.g_00054
OG0000726	Prab.g_00927	Prbk.g_00053
OG0000727	Prab.g_00926	Prbk.g_00052
OG0000728	Prab.g_00924	Prbk.g_00051
OG0000729	Prab.g_01146	Prbk.g_01531
OG0000730	Prab.g_01150	Prbk.g_00869
OG0000731	Prab.g_01154	Prbk.g_00879
OG0000732	Prab.g_01164	Prbk.g_01601
OG0000733	Prab.g_01187	Prbk.g_02202
OG0000734	Prab.g_01204	Prbk.g_00004
OG0000735	Prab.g_01206	Prbk.g_01037
OG0000736	Prab.g_01207	Prbk.g_01036
OG0000737	Prab.g_01208	Prbk.g_01035
OG0000738	Prab.g_01212	Prbk.g_01028
OG0000739	Prab.g_01213	Prbk.g_01026
OG0000740	Prab.g_01214	Prbk.g_01025
OG0000741	Prab.g_01215	Prbk.g_01022
OG0000742	Prab.g_01218	Prbk.g_01020
OG0000743	Prab.g_01220	Prbk.g_01018
OG0000744	Prab.g_01221	Prbk.g_01017
OG0000745	Prab.g_01222	Prbk.g_00141
OG0000746	Prab.g_01224	Prbk.g_00143
OG0000747	Prab.g_01225	Prbk.g_00144
OG0000748	Prab.g_01228	Prbk.g_00156
OG0000749	Prab.g_01229	Prbk.g_00157
OG0000750	Prab.g_01230	Prbk.g_00158
OG0000751	Prab.g_01232	Prbk.g_00105
OG0000752	Prab.g_01234	Prbk.g_00103
OG0000753	Prab.g_01237	Prbk.g_00100
OG0000754	Prab.g_01240	Prbk.g_01501
OG0000755	Prab.g_01243	Prbk.g_00139
OG0000756	Prab.g_01244	Prbk.g_00138
OG0000757	Prab.g_01250	Prbk.g_00131
OG0000758	Prab.g_01251	Prbk.g_00130
OG0000759	Prab.g_01252	Prbk.g_00129
OG0000760	Prab.g_01253	Prbk.g_00128
OG0000761	Prab.g_01254	Prbk.g_00127
OG0000762	Prab.g_01255	Prbk.g_01503
OG0000763	Prab.g_01257	Prbk.g_01505
OG0000764	Prab.g_01258	Prbk.g_01506
OG0000765	Prab.g_01267	Prbk.g_00178
OG0000766	Prab.g_01268	Prbk.g_00177
OG0000767	Prab.g_01270	Prbk.g_00175
OG0000768	Prab.g_01271	Prbk.g_00174
OG0000769	Prab.g_01273	Prbk.g_00098
OG0000770	Prab.g_01275	Prbk.g_00122
OG0000771	Prab.g_01284	Prbk.g_00066
OG0000772	Prab.g_01303	Prbk.g_02011
OG0000773	Prab.g_01317	Prbk.g_00162
OG0000774	Prab.g_01319	Prbk.g_01192
OG0000775	Prab.g_01321	Prbk.g_01190
OG0000776	Prab.g_01322	Prbk.g_01189
OG0000777	Prab.g_01323	Prbk.g_01188
OG0000778	Prab.g_01324	Prbk.g_01187
OG0000779	Prab.g_01328	Prbk.g_01182
OG0000780	Prab.g_01329	Prbk.g_01179
OG0000781	Prab.g_01332	Prbk.g_01175
OG0000782	Prab.g_01333	Prbk.g_01174
OG0000783	Prab.g_01334	Prbk.g_01173
OG0000784	Prab.g_01335	Prbk.g_01172
OG0000785	Prab.g_01337	Prbk.g_01170
OG0000786	Prab.g_01339	Prbk.g_01167
OG0000787	Prab.g_01340	Prbk.g_01166
OG0000788	Prab.g_01348	Prbk.g_00334
OG0000789	Prab.g_01351	Prbk.g_01691
OG0000790	Prab.g_01365	Prbk.g_02048
OG0000791	Prab.g_01367	Prbk.g_02046
OG0000792	Prab.g_01368	Prbk.g_02045
OG0000793	Prab.g_01371	Prbk.g_02041
OG0000794	Prab.g_01372	Prbk.g_02040
OG0000795	Prab.g_01373	Prbk.g_02039
OG0000796	Prab.g_01377	Prbk.g_02035
OG0000797	Prab.g_01378	Prbk.g_02034
OG0000798	Prab.g_01411	Prbk.g_00414
OG0000799	Prab.g_01448	Prbk.g_01929
OG0000800	Prab.g_01449	Prbk.g_01930
OG0000801	Prab.g_01450	Prbk.g_01931
OG0000802	Prab.g_01452	Prbk.g_01938
OG0000803	Prab.g_01454	Prbk.g_00244
OG0000804	Prab.g_01455	Prbk.g_00246
OG0000805	Prab.g_01457	Prbk.g_00248
OG0000806	Prab.g_01459	Prbk.g_00250
OG0000807	Prab.g_01460	Prbk.g_00252
OG0000808	Prab.g_01461	Prbk.g_00253
OG0000809	Prab.g_01464	Prbk.g_00257
OG0000810	Prab.g_01465	Prbk.g_00258
OG0000811	Prab.g_01469	Prbk.g_00270
OG0000812	Prab.g_01471	Prbk.g_00272
OG0000813	Prab.g_01472	Prbk.g_00273
OG0000814	Prab.g_01474	Prbk.g_00275
OG0000815	Prab.g_01475	Prbk.g_00276
OG0000816	Prab.g_01477	Prbk.g_00278
OG0000817	Prab.g_01478	Prbk.g_00279
OG0000818	Prab.g_01483	Prbk.g_01237
OG0000819	Prab.g_01484	Prbk.g_01236
OG0000820	Prab.g_01485	Prbk.g_01235
OG0000821	Prab.g_01489	Prbk.g_01228
OG0000822	Prab.g_01490	Prbk.g_01226
OG0000823	Prab.g_01491	Prbk.g_01225
OG0000824	Prab.g_01494	Prbk.g_01221
OG0000825	Prab.g_01495	Prbk.g_01220
OG0000826	Prab.g_01496	Prbk.g_01219
OG0000827	Prab.g_01497	Prbk.g_01218
OG0000828	Prab.g_01500	Prbk.g_01215
OG0000829	Prab.g_01501	Prbk.g_01214
OG0000830	Prab.g_01502	Prbk.g_01213
OG0000831	Prab.g_01504	Prbk.g_01211
OG0000832	Prab.g_01510	Prbk.g_02006
OG0000833	Prab.g_01518	Prbk.g_01998
OG0000834	Prab.g_01519	Prbk.g_01997
OG0000835	Prab.g_01520	Prbk.g_01996
OG0000836	Prab.g_01521	Prbk.g_01994
OG0000837	Prab.g_01522	Prbk.g_01993
OG0000838	Prab.g_01524	Prbk.g_01990
OG0000839	Prab.g_01525	Prbk.g_01989
OG0000840	Prab.g_01526	Prbk.g_01988
OG0000841	Prab.g_01527	Prbk.g_01987
OG0000842	Prab.g_01528	Prbk.g_01986
OG0000843	Prab.g_01529	Prbk.g_01985
OG0000844	Prab.g_01530	Prbk.g_01983
OG0000845	Prab.g_01531	Prbk.g_01982
OG0000846	Prab.g_01532	Prbk.g_01981
OG0000847	Prab.g_01533	Prbk.g_01980
OG0000848	Prab.g_01534	Prbk.g_01979
OG0000849	Prab.g_01535	Prbk.g_01978
OG0000850	Prab.g_01537	Prbk.g_01977
OG0000851	Prab.g_01538	Prbk.g_00937
OG0000852	Prab.g_01539	Prbk.g_00936
OG0000853	Prab.g_01543	Prbk.g_00932
OG0000854	Prab.g_01545	Prbk.g_00930
OG0000855	Prab.g_01546	Prbk.g_00929
OG0000856	Prab.g_01563	Prbk.g_02619
OG0000857	Prab.g_01601	Prbk.g_02485
OG0000858	Prab.g_01663	Prbk.g_00918
OG0000859	Prab.g_01664	Prbk.g_00917
OG0000860	Prab.g_01671	Prbk.g_00905
OG0000861	Prab.g_01672	Prbk.g_00904
OG0000862	Prab.g_01673	Prbk.g_00902
OG0000863	Prab.g_01675	Prbk.g_01451
OG0000864	Prab.g_01676	Prbk.g_01450
OG0000865	Prab.g_01677	Prbk.g_01449
OG0000866	Prab.g_01678	Prbk.g_01448
OG0000867	Prab.g_01679	Prbk.g_01447
OG0000868	Prab.g_01680	Prbk.g_01445
OG0000869	Prab.g_01684	Prbk.g_01442
OG0000870	Prab.g_01689	Prbk.g_01437
OG0000871	Prab.g_01690	Prbk.g_01436
OG0000872	Prab.g_01691	Prbk.g_01434
OG0000873	Prab.g_01694	Prbk.g_01431
OG0000874	Prab.g_01697	Prbk.g_01427
OG0000875	Prab.g_01698	Prbk.g_01426
OG0000876	Prab.g_01699	Prbk.g_01425
OG0000877	Prab.g_01701	Prbk.g_01422
OG0000878	Prab.g_01702	Prbk.g_01421
OG0000879	Prab.g_01703	Prbk.g_01420
OG0000880	Prab.g_01704	Prbk.g_01419
OG0000881	Prab.g_01708	Prbk.g_01414
OG0000882	Prab.g_01713	Prbk.g_01409
OG0000883	Prab.g_01714	Prbk.g_01407
OG0000884	Prab.g_01716	Prbk.g_01405
OG0000885	Prab.g_01717	Prbk.g_01404
OG0000886	Prab.g_01718	Prbk.g_01403
OG0000887	Prab.g_01719	Prbk.g_01402
OG0000888	Prab.g_01721	Prbk.g_01400
OG0000889	Prab.g_01723	Prbk.g_01398
OG0000890	Prab.g_01724	Prbk.g_01384
OG0000891	Prab.g_01725	Prbk.g_01383
OG0000892	Prab.g_01727	Prbk.g_01381
OG0000893	Prab.g_01731	Prbk.g_01901
OG0000894	Prab.g_01733	Prbk.g_01905
OG0000895	Prab.g_01736	Prbk.g_01910
OG0000896	Prab.g_01737	Prbk.g_01911
OG0000897	Prab.g_01739	Prbk.g_01913
OG0000898	Prab.g_01740	Prbk.g_01914
OG0000899	Prab.g_01741	Prbk.g_01915
OG0000900	Prab.g_01742	Prbk.g_01916
OG0000901	Prab.g_01745	Prbk.g_01920
OG0000902	Prab.g_01747	Prbk.g_01922
OG0000903	Prab.g_01750	Prbk.g_00990
OG0000904	Prab.g_01752	Prbk.g_00995
OG0000905	Prab.g_01756	Prbk.g_00997
OG0000906	Prab.g_01757	Prbk.g_01926
OG0000907	Prab.g_01760	Prbk.g_00988
OG0000908	Prab.g_01763	Prbk.g_00985
OG0000909	Prab.g_01764	Prbk.g_00984
OG0000910	Prab.g_01765	Prbk.g_00983
OG0000911	Prab.g_01767	Prbk.g_00981
OG0000912	Prab.g_01768	Prbk.g_00980
OG0000913	Prab.g_01769	Prbk.g_00979
OG0000914	Prab.g_01770	Prbk.g_00978
OG0000915	Prab.g_01771	Prbk.g_00977
OG0000916	Prab.g_01772	Prbk.g_00976
OG0000917	Prab.g_01773	Prbk.g_00975
OG0000918	Prab.g_01774	Prbk.g_00974
OG0000919	Prab.g_01775	Prbk.g_00973
OG0000920	Prab.g_01776	Prbk.g_00972
OG0000921	Prab.g_01777	Prbk.g_00971
OG0000922	Prab.g_01778	Prbk.g_00970
OG0000923	Prab.g_01782	Prbk.g_00966
OG0000924	Prab.g_01783	Prbk.g_00965
OG0000925	Prab.g_01784	Prbk.g_00964
OG0000926	Prab.g_01785	Prbk.g_00963
OG0000927	Prab.g_01787	Prbk.g_00961
OG0000928	Prab.g_01788	Prbk.g_00960
OG0000929	Prab.g_01789	Prbk.g_00959
OG0000930	Prab.g_01790	Prbk.g_00958
OG0000931	Prab.g_01791	Prbk.g_00957
OG0000932	Prab.g_01792	Prbk.g_00956
OG0000933	Prab.g_01796	Prbk.g_00951
OG0000934	Prab.g_01798	Prbk.g_00949
OG0000935	Prab.g_01799	Prbk.g_00948
OG0000936	Prab.g_01800	Prbk.g_00947
OG0000937	Prab.g_01801	Prbk.g_00946
OG0000938	Prab.g_01803	Prbk.g_00797
OG0000939	Prab.g_01804	Prbk.g_00798
OG0000940	Prab.g_01811	Prbk.g_00807
OG0000941	Prab.g_01813	Prbk.g_00809
OG0000942	Prab.g_01815	Prbk.g_00811
OG0000943	Prab.g_01816	Prbk.g_00812
OG0000944	Prab.g_01817	Prbk.g_00814
OG0000945	Prab.g_01818	Prbk.g_00816
OG0000946	Prab.g_01822	Prbk.g_00844
OG0000947	Prab.g_01824	Prbk.g_00847
OG0000948	Prab.g_01825	Prbk.g_00848
OG0000949	Prab.g_01828	Prbk.g_00851
OG0000950	Prab.g_01833	Prbk.g_00513
OG0000951	Prab.g_01836	Prbk.g_00518
OG0000952	Prab.g_01840	Prbk.g_00525
OG0000953	Prab.g_01843	Prbk.g_00529
OG0000954	Prab.g_01847	Prbk.g_00216
OG0000955	Prab.g_01848	Prbk.g_00217
OG0000956	Prab.g_01850	Prbk.g_00219
OG0000957	Prab.g_01855	Prbk.g_00235
OG0000958	Prab.g_01856	Prbk.g_00236
OG0000959	Prab.g_01860	Prbk.g_01482
OG0000960	Prab.g_01861	Prbk.g_01483
OG0000961	Prab.g_01863	Prbk.g_01494
OG0000962	Prab.g_01865	Prbk.g_01530
OG0000963	Prab.g_01869	Prbk.g_01535
OG0000964	Prab.g_01870	Prbk.g_01536
OG0000965	Prab.g_01871	Prbk.g_01537
OG0000966	Prab.g_01879	Prbk.g_01571
OG0000967	Prab.g_01883	Prbk.g_01577
OG0000968	Prab.g_01885	Prbk.g_01580
OG0000969	Prab.g_01886	Prbk.g_01582
OG0000970	Prab.g_01887	Prbk.g_01583
OG0000971	Prab.g_01888	Prbk.g_01585
OG0000972	Prab.g_01889	Prbk.g_01586
OG0000973	Prab.g_01890	Prbk.g_01587
OG0000974	Prab.g_01891	Prbk.g_01588
OG0000975	Prab.g_01892	Prbk.g_01589
OG0000976	Prab.g_01893	Prbk.g_01590
OG0000977	Prab.g_01894	Prbk.g_01592
OG0000978	Prab.g_01895	Prbk.g_01593
OG0000979	Prab.g_01898	Prbk.g_01596
OG0000980	Prab.g_01900	Prbk.g_01600
OG0000981	Prab.g_01902	Prbk.g_01603
OG0000982	Prab.g_01904	Prbk.g_02161
OG0000983	Prab.g_01905	Prbk.g_02162
OG0000984	Prab.g_01906	Prbk.g_02163
OG0000985	Prab.g_01909	Prbk.g_02167
OG0000986	Prab.g_01911	Prbk.g_02169
OG0000987	Prab.g_01912	Prbk.g_02171
OG0000988	Prab.g_01915	Prbk.g_02175
OG0000989	Prab.g_01919	Prbk.g_02185
OG0000990	Prab.g_01922	Prbk.g_02207
OG0000991	Prab.g_01923	Prbk.g_02210
OG0000992	Prab.g_01925	Prbk.g_02213
OG0000993	Prab.g_01926	Prbk.g_02214
OG0000994	Prab.g_01927	Prbk.g_02217
OG0000995	Prab.g_01931	Prbk.g_02226
OG0000996	Prab.g_01932	Prbk.g_02239
OG0000997	Prab.g_01933	Prbk.g_02248
OG0000998	Prab.g_01935	Prbk.g_02250
OG0000999	Prab.g_01936	Prbk.g_02251
OG0001000	Prab.g_01939	Prbk.g_02254
OG0001001	Prab.g_01941	Prbk.g_02258
OG0001002	Prab.g_01945	Prbk.g_02265
OG0001003	Prab.g_01947	Prbk.g_02267
OG0001004	Prab.g_01948	Prbk.g_02268
OG0001005	Prab.g_01949	Prbk.g_02270
OG0001006	Prab.g_01953	Prbk.g_02276
OG0001007	Prab.g_01955	Prbk.g_02278
OG0001008	Prab.g_00440	Prbk.g_00327
OG0001009	Prab.g_00027	Prbk.g_01622
OG0001010	Prab.g_00028	Prbk.g_01621
OG0001011	Prab.g_00029	Prbk.g_01619
OG0001012	Prab.g_00042	Prbk.g_02158
OG0001013	Prab.g_00047	Prbk.g_02133
OG0001014	Prab.g_00050	Prbk.g_02124
OG0001015	Prab.g_00051	Prbk.g_02123
OG0001016	Prab.g_00065	Prbk.g_01315
OG0001017	Prab.g_00069	Prbk.g_01309
OG0001018	Prab.g_00072	Prbk.g_01307
OG0001019	Prab.g_00081	Prbk.g_01294
OG0001020	Prab.g_00082	Prbk.g_00035
OG0001021	Prab.g_00083	Prbk.g_00031
OG0001022	Prab.g_00085	Prbk.g_00026
OG0001023	Prab.g_00086	Prbk.g_00025
OG0001024	Prab.g_00089	Prbk.g_00021
OG0001025	Prab.g_00095	Prbk.g_00014
OG0001026	Prab.g_00102	Prbk.g_00001
OG0001027	Prab.g_00103	Prbk.g_00190
OG0001028	Prab.g_00105	Prbk.g_00192
OG0001029	Prab.g_00106	Prbk.g_00194
OG0001030	Prab.g_00120	Prbk.g_00547
OG0001031	Prab.g_00177	Prbk.g_01275
OG0001032	Prab.g_00178	Prbk.g_01272
OG0001033	Prab.g_00199	Prbk.g_00633
OG0001034	Prab.g_00227	Prbk.g_01521
OG0001035	Prab.g_00244	Prbk.g_00372
OG0001036	Prab.g_00248	Prbk.g_00376
OG0001037	Prab.g_00249	Prbk.g_00378
OG0001038	Prab.g_00266	Prbk.g_00415
OG0001039	Prab.g_00269	Prbk.g_00418
OG0001040	Prab.g_00271	Prbk.g_00421
OG0001041	Prab.g_00275	Prbk.g_00426
OG0001042	Prab.g_00292	Prbk.g_00451
OG0001043	Prab.g_00293	Prbk.g_00453
OG0001044	Prab.g_00321	Prbk.g_00870
OG0001045	Prab.g_00329	Prbk.g_00882
OG0001046	Prab.g_00367	Prbk.g_00924
OG0001047	Prab.g_00442	Prbk.g_00325
OG0001048	Prab.g_00443	Prbk.g_00324
OG0001049	Prab.g_00445	Prbk.g_00321
OG0001050	Prab.g_00446	Prbk.g_00320
OG0001051	Prab.g_00447	Prbk.g_00319
OG0001052	Prab.g_00475	Prbk.g_02109
OG0001053	Prab.g_00487	Prbk.g_02064
OG0001054	Prab.g_00502	Prbk.g_01861
OG0001055	Prab.g_00521	Prbk.g_01056
OG0001056	Prab.g_00540	Prbk.g_01085
OG0001057	Prab.g_00545	Prbk.g_01097
OG0001058	Prab.g_00553	Prbk.g_01893
OG0001059	Prab.g_00557	Prbk.g_01889
OG0001060	Prab.g_00564	Prbk.g_01882
OG0001061	Prab.g_00578	Prbk.g_01109
OG0001062	Prab.g_00580	Prbk.g_01111
OG0001063	Prab.g_00582	Prbk.g_01115
OG0001064	Prab.g_00583	Prbk.g_01116
OG0001065	Prab.g_00584	Prbk.g_01117
OG0001066	Prab.g_00585	Prbk.g_01118
OG0001067	Prab.g_00586	Prbk.g_01119
OG0001068	Prab.g_00587	Prbk.g_01120
OG0001069	Prab.g_00588	Prbk.g_01121
OG0001070	Prab.g_00591	Prbk.g_01125
OG0001071	Prab.g_00592	Prbk.g_01126
OG0001072	Prab.g_00594	Prbk.g_01129
OG0001073	Prab.g_00608	Prbk.g_01148
OG0001074	Prab.g_00619	Prbk.g_02602
OG0001075	Prab.g_00620	Prbk.g_02603
OG0001076	Prab.g_00629	Prbk.g_02611
OG0001077	Prab.g_00633	Prbk.g_02621
OG0001078	Prab.g_00641	Prbk.g_02632
OG0001079	Prab.g_00652	Prbk.g_02651
OG0001080	Prab.g_00658	Prbk.g_00738
OG0001081	Prab.g_00660	Prbk.g_00728
OG0001082	Prab.g_00661	Prbk.g_00727
OG0001083	Prab.g_00666	Prbk.g_00719
OG0001084	Prab.g_00667	Prbk.g_00718
OG0001085	Prab.g_00675	Prbk.g_00708
OG0001086	Prab.g_00676	Prbk.g_00706
OG0001087	Prab.g_00693	Prbk.g_01821
OG0001088	Prab.g_00694	Prbk.g_01817
OG0001089	Prab.g_00702	Prbk.g_01764
OG0001090	Prab.g_00724	Prbk.g_00617
OG0001091	Prab.g_00726	Prbk.g_00615
OG0001092	Prab.g_00727	Prbk.g_00614
OG0001093	Prab.g_00732	Prbk.g_00610
OG0001094	Prab.g_00834	Prbk.g_02462
OG0001095	Prab.g_00853	Prbk.g_02481
OG0001096	Prab.g_00866	Prbk.g_02497
OG0001097	Prab.g_00884	Prbk.g_02542
OG0001098	Prab.g_00900	Prbk.g_02379
OG0001099	Prab.g_01079	Prbk.g_00193
OG0001100	Prab.g_01075	Prbk.g_02389
OG0001101	Prab.g_01073	Prbk.g_02390
OG0001102	Prab.g_01071	Prbk.g_02393
OG0001103	Prab.g_01069	Prbk.g_02395
OG0001104	Prab.g_01047	Prbk.g_02452
OG0001105	Prab.g_01043	Prbk.g_02447
OG0001106	Prab.g_01019	Prbk.g_02336
OG0001107	Prab.g_01012	Prbk.g_02326
OG0001108	Prab.g_01008	Prbk.g_02319
OG0001109	Prab.g_01007	Prbk.g_02317
OG0001110	Prab.g_01005	Prbk.g_02315
OG0001111	Prab.g_01004	Prbk.g_02313
OG0001112	Prab.g_01003	Prbk.g_02311
OG0001113	Prab.g_01002	Prbk.g_02310
OG0001114	Prab.g_01001	Prbk.g_02309
OG0001115	Prab.g_00999	Prbk.g_02307
OG0001116	Prab.g_00998	Prbk.g_02306
OG0001117	Prab.g_00997	Prbk.g_02305
OG0001118	Prab.g_00996	Prbk.g_02304
OG0001119	Prab.g_00995	Prbk.g_02303
OG0001120	Prab.g_00993	Prbk.g_02301
OG0001122	Prab.g_00957	Prbk.g_00581
OG0001123	Prab.g_00953	Prbk.g_00588
OG0001124	Prab.g_00951	Prbk.g_00590
OG0001125	Prab.g_00950	Prbk.g_00592
OG0001126	Prab.g_00940	Prbk.g_00068
OG0001127	Prab.g_00939	Prbk.g_00067
OG0001128	Prab.g_00937	Prbk.g_00064
OG0001129	Prab.g_00936	Prbk.g_00063
