Orthogroup	Prat	Syam
OG0000590	Prat.g_00585	Syam.g_01493
OG0000591	Prat.g_00589	Syam.g_01486
OG0000592	Prat.g_00590	Syam.g_01485
OG0000593	Prat.g_01094	Syam.g_01471
OG0000594	Prat.g_01093	Syam.g_01470
OG0000595	Prat.g_01091	Syam.g_01469
OG0000596	Prat.g_01087	Syam.g_01465
OG0000597	Prat.g_01084	Syam.g_01462
OG0000598	Prat.g_01083	Syam.g_01461
OG0000599	Prat.g_01080	Syam.g_01458
OG0000600	Prat.g_01079	Syam.g_01457
OG0000601	Prat.g_01078	Syam.g_01456
OG0000602	Prat.g_01076	Syam.g_01451
OG0000603	Prat.g_01075	Syam.g_01450
OG0000604	Prat.g_01074	Syam.g_01447
OG0000605	Prat.g_01073	Syam.g_01031
OG0000606	Prat.g_01070	Syam.g_01387
OG0000607	Prat.g_01067	Syam.g_01384
OG0000608	Prat.g_01066	Syam.g_01383
OG0000609	Prat.g_01065	Syam.g_01380
OG0000610	Prat.g_01059	Syam.g_01373
OG0000611	Prat.g_01056	Syam.g_01370
OG0000612	Prat.g_01055	Syam.g_01369
OG0000613	Prat.g_00747	Syam.g_00170
OG0000614	Prat.g_00767	Syam.g_00801
OG0000615	Prat.g_00777	Syam.g_01332
OG0000616	Prat.g_01882	Syam.g_02430
OG0000617	Prat.g_00797	Syam.g_01240
OG0000618	Prat.g_00798	Syam.g_01239
OG0000619	Prat.g_00799	Syam.g_01238
OG0000620	Prat.g_00802	Syam.g_01233
OG0000621	Prat.g_00803	Syam.g_01232
OG0000622	Prat.g_00804	Syam.g_01231
OG0000623	Prat.g_00805	Syam.g_01230
OG0000624	Prat.g_00807	Syam.g_01228
OG0000625	Prat.g_00808	Syam.g_01227
OG0000626	Prat.g_00809	Syam.g_01226
OG0000627	Prat.g_00811	Syam.g_01065
OG0000628	Prat.g_00812	Syam.g_01067
OG0000629	Prat.g_00813	Syam.g_01070
OG0000630	Prat.g_00816	Syam.g_01074
OG0000631	Prat.g_00865	Syam.g_01084
OG0000632	Prat.g_00866	Syam.g_01085
OG0000633	Prat.g_00867	Syam.g_01086
OG0000634	Prat.g_01041	Syam.g_01294
OG0000635	Prat.g_01040	Syam.g_01293
OG0000636	Prat.g_01038	Syam.g_01291
OG0000637	Prat.g_01036	Syam.g_01289
OG0000638	Prat.g_01035	Syam.g_01288
OG0000639	Prat.g_01034	Syam.g_01287
OG0000640	Prat.g_01033	Syam.g_01286
OG0000641	Prat.g_01029	Syam.g_01282
OG0000642	Prat.g_01028	Syam.g_01281
OG0000643	Prat.g_01027	Syam.g_01280
OG0000644	Prat.g_01026	Syam.g_01279
OG0000645	Prat.g_01025	Syam.g_01277
OG0000646	Prat.g_01023	Syam.g_01274
OG0000647	Prat.g_01021	Syam.g_01272
OG0000648	Prat.g_01019	Syam.g_01269
OG0000649	Prat.g_01018	Syam.g_01268
OG0000650	Prat.g_01017	Syam.g_01267
OG0000651	Prat.g_01016	Syam.g_01266
OG0000652	Prat.g_01015	Syam.g_01265
OG0000653	Prat.g_01013	Syam.g_01263
OG0000654	Prat.g_01012	Syam.g_01262
OG0000655	Prat.g_01011	Syam.g_01261
OG0000656	Prat.g_01008	Syam.g_01258
OG0000657	Prat.g_01002	Syam.g_00739
OG0000658	Prat.g_01001	Syam.g_00735
OG0000659	Prat.g_01000	Syam.g_00734
OG0000660	Prat.g_00996	Syam.g_00730
OG0000661	Prat.g_00994	Syam.g_00728
OG0000662	Prat.g_00992	Syam.g_00726
OG0000663	Prat.g_00990	Syam.g_00723
OG0000664	Prat.g_00989	Syam.g_00722
OG0000665	Prat.g_00983	Syam.g_02027
OG0000666	Prat.g_00982	Syam.g_01030
OG0000667	Prat.g_00978	Syam.g_00937
OG0000668	Prat.g_00694	Syam.g_01185
OG0000669	Prat.g_00705	Syam.g_01358
OG0000670	Prat.g_00708	Syam.g_00528
OG0000671	Prat.g_00710	Syam.g_01354
OG0000672	Prat.g_00713	Syam.g_01351
OG0000673	Prat.g_00717	Syam.g_01348
OG0000674	Prat.g_00719	Syam.g_01346
OG0000675	Prat.g_00720	Syam.g_01345
OG0000676	Prat.g_00722	Syam.g_01343
OG0000677	Prat.g_00723	Syam.g_01342
OG0000678	Prat.g_00725	Syam.g_01339
OG0000679	Prat.g_00730	Syam.g_01323
OG0000680	Prat.g_00731	Syam.g_01322
OG0000681	Prat.g_00734	Syam.g_01319
OG0000682	Prat.g_00735	Syam.g_01318
OG0000683	Prat.g_00736	Syam.g_01317
OG0000684	Prat.g_00738	Syam.g_01312
OG0000685	Prat.g_00740	Syam.g_01310
OG0000686	Prat.g_00741	Syam.g_01309
OG0000687	Prat.g_00742	Syam.g_01308
OG0000688	Prat.g_01051	Syam.g_01304
OG0000689	Prat.g_01050	Syam.g_01302
OG0000690	Prat.g_01049	Syam.g_01301
OG0000691	Prat.g_01048	Syam.g_01300
OG0000692	Prat.g_01046	Syam.g_01299
OG0000693	Prat.g_01045	Syam.g_01298
OG0000694	Prat.g_01044	Syam.g_01297
OG0000695	Prat.g_00869	Syam.g_01088
OG0000696	Prat.g_00870	Syam.g_01089
OG0000697	Prat.g_00871	Syam.g_01091
OG0000698	Prat.g_00874	Syam.g_01094
OG0000699	Prat.g_00876	Syam.g_01096
OG0000700	Prat.g_00877	Syam.g_01097
OG0000701	Prat.g_00878	Syam.g_01098
OG0000702	Prat.g_00880	Syam.g_01106
OG0000703	Prat.g_00881	Syam.g_01107
OG0000704	Prat.g_00883	Syam.g_01109
OG0000705	Prat.g_00889	Syam.g_01116
OG0000706	Prat.g_00890	Syam.g_01117
OG0000707	Prat.g_00891	Syam.g_01118
OG0000708	Prat.g_00893	Syam.g_01121
OG0000709	Prat.g_00897	Syam.g_01131
OG0000710	Prat.g_00900	Syam.g_01135
OG0000711	Prat.g_00916	Syam.g_01165
OG0000712	Prat.g_00917	Syam.g_01167
OG0000713	Prat.g_00918	Syam.g_01168
OG0000714	Prat.g_00919	Syam.g_01170
OG0000715	Prat.g_00921	Syam.g_01172
OG0000716	Prat.g_00923	Syam.g_01176
OG0000717	Prat.g_00924	Syam.g_01177
OG0000718	Prat.g_00929	Syam.g_01181
OG0000719	Prat.g_00931	Syam.g_01183
OG0000720	Prat.g_00942	Syam.g_01197
OG0000721	Prat.g_00946	Syam.g_01199
OG0000722	Prat.g_00947	Syam.g_01200
OG0000723	Prat.g_00951	Syam.g_01224
OG0000724	Prat.g_00960	Syam.g_00768
OG0000725	Prat.g_00966	Syam.g_00777
OG0000726	Prat.g_00967	Syam.g_00778
OG0000727	Prat.g_00968	Syam.g_00779
OG0000728	Prat.g_00970	Syam.g_00781
OG0000729	Prat.g_01214	Syam.g_00105
OG0000730	Prat.g_01199	Syam.g_00454
OG0000731	Prat.g_00354	Syam.g_00466
OG0000732	Prat.g_01831	Syam.g_00051
OG0000733	Prat.g_01560	Syam.g_02339
OG0000734	Prat.g_01171	Syam.g_02128
OG0000735	Prat.g_01169	Syam.g_01810
OG0000736	Prat.g_01168	Syam.g_01809
OG0000737	Prat.g_01167	Syam.g_01808
OG0000738	Prat.g_01163	Syam.g_01803
OG0000739	Prat.g_01162	Syam.g_01802
OG0000740	Prat.g_01161	Syam.g_01801
OG0000741	Prat.g_01159	Syam.g_01798
OG0000742	Prat.g_01157	Syam.g_01796
OG0000743	Prat.g_01155	Syam.g_01794
OG0000744	Prat.g_01154	Syam.g_01793
OG0000745	Prat.g_01153	Syam.g_01791
OG0000746	Prat.g_01151	Syam.g_01789
OG0000747	Prat.g_01150	Syam.g_01788
OG0000748	Prat.g_01146	Syam.g_01779
OG0000749	Prat.g_01145	Syam.g_01776
OG0000750	Prat.g_01144	Syam.g_01775
OG0000751	Prat.g_01141	Syam.g_01770
OG0000752	Prat.g_01139	Syam.g_01768
OG0000753	Prat.g_01136	Syam.g_01765
OG0000754	Prat.g_01134	Syam.g_00910
OG0000755	Prat.g_01128	Syam.g_00900
OG0000756	Prat.g_01127	Syam.g_00899
OG0000757	Prat.g_01121	Syam.g_00891
OG0000758	Prat.g_01120	Syam.g_00890
OG0000759	Prat.g_01119	Syam.g_00889
OG0000760	Prat.g_01118	Syam.g_00888
OG0000761	Prat.g_01117	Syam.g_00886
OG0000762	Prat.g_01116	Syam.g_00884
OG0000763	Prat.g_01114	Syam.g_00882
OG0000764	Prat.g_01113	Syam.g_00881
OG0000765	Prat.g_01104	Syam.g_00864
OG0000766	Prat.g_01103	Syam.g_00863
OG0000767	Prat.g_01101	Syam.g_00861
OG0000768	Prat.g_01100	Syam.g_00860
OG0000769	Prat.g_01098	Syam.g_00858
OG0000770	Prat.g_00594	Syam.g_00855
OG0000771	Prat.g_01509	Syam.g_00762
OG0000772	Prat.g_00626	Syam.g_01005
OG0000773	Prat.g_01240	Syam.g_01816
OG0000774	Prat.g_01242	Syam.g_01820
OG0000775	Prat.g_01244	Syam.g_01823
OG0000776	Prat.g_01245	Syam.g_01824
OG0000777	Prat.g_01246	Syam.g_01825
OG0000778	Prat.g_01247	Syam.g_01826
OG0000779	Prat.g_01251	Syam.g_01832
OG0000780	Prat.g_01252	Syam.g_01835
OG0000781	Prat.g_01255	Syam.g_01839
OG0000782	Prat.g_01256	Syam.g_01840
OG0000783	Prat.g_01257	Syam.g_01841
OG0000784	Prat.g_01258	Syam.g_01842
OG0000785	Prat.g_01260	Syam.g_01844
OG0000786	Prat.g_01263	Syam.g_01700
OG0000787	Prat.g_01264	Syam.g_01701
OG0000788	Prat.g_01471	Syam.g_01455
OG0000789	Prat.g_01455	Syam.g_01044
OG0000790	Prat.g_01296	Syam.g_00570
OG0000791	Prat.g_01298	Syam.g_00568
OG0000792	Prat.g_01299	Syam.g_00567
OG0000793	Prat.g_01302	Syam.g_00562
OG0000794	Prat.g_01303	Syam.g_00561
OG0000795	Prat.g_01304	Syam.g_00560
OG0000796	Prat.g_01308	Syam.g_00556
OG0000797	Prat.g_01309	Syam.g_00555
OG0000799	Prat.g_01333	Syam.g_01585
OG0000800	Prat.g_01334	Syam.g_01588
OG0000801	Prat.g_01335	Syam.g_01589
OG0000802	Prat.g_01337	Syam.g_01592
OG0000803	Prat.g_01339	Syam.g_01597
OG0000804	Prat.g_01340	Syam.g_01600
OG0000805	Prat.g_01342	Syam.g_01602
OG0000806	Prat.g_01344	Syam.g_01604
OG0000807	Prat.g_01345	Syam.g_01606
OG0000808	Prat.g_01346	Syam.g_01607
OG0000809	Prat.g_01350	Syam.g_01610
OG0000810	Prat.g_01351	Syam.g_01611
OG0000811	Prat.g_01356	Syam.g_01616
OG0000812	Prat.g_01358	Syam.g_01618
OG0000813	Prat.g_01359	Syam.g_01619
OG0000814	Prat.g_01361	Syam.g_01621
OG0000815	Prat.g_01362	Syam.g_01622
OG0000816	Prat.g_01364	Syam.g_01624
OG0000817	Prat.g_01365	Syam.g_01625
OG0000818	Prat.g_01370	Syam.g_01631
OG0000819	Prat.g_01371	Syam.g_01632
OG0000820	Prat.g_01372	Syam.g_01633
OG0000821	Prat.g_01378	Syam.g_01639
OG0000822	Prat.g_01379	Syam.g_01641
OG0000823	Prat.g_01380	Syam.g_01642
OG0000824	Prat.g_01383	Syam.g_01648
OG0000825	Prat.g_01384	Syam.g_01649
OG0000826	Prat.g_01385	Syam.g_01650
OG0000827	Prat.g_01386	Syam.g_01651
OG0000828	Prat.g_01389	Syam.g_01655
OG0000829	Prat.g_01390	Syam.g_01656
OG0000830	Prat.g_01391	Syam.g_01657
OG0000831	Prat.g_01393	Syam.g_01659
OG0000832	Prat.g_01405	Syam.g_01923
OG0000833	Prat.g_01414	Syam.g_01932
OG0000834	Prat.g_01415	Syam.g_01933
OG0000835	Prat.g_01416	Syam.g_01934
OG0000836	Prat.g_01417	Syam.g_01937
OG0000837	Prat.g_01418	Syam.g_01938
OG0000838	Prat.g_01421	Syam.g_01946
OG0000839	Prat.g_01422	Syam.g_01947
OG0000840	Prat.g_01423	Syam.g_01948
OG0000841	Prat.g_01424	Syam.g_01949
OG0000842	Prat.g_01425	Syam.g_01950
OG0000843	Prat.g_01426	Syam.g_01951
OG0000844	Prat.g_01427	Syam.g_01953
OG0000845	Prat.g_01428	Syam.g_01954
OG0000846	Prat.g_01429	Syam.g_01955
OG0000847	Prat.g_01430	Syam.g_01956
OG0000848	Prat.g_01431	Syam.g_01958
OG0000849	Prat.g_01432	Syam.g_01959
OG0000850	Prat.g_01434	Syam.g_01961
OG0000851	Prat.g_01435	Syam.g_01966
OG0000852	Prat.g_01436	Syam.g_01967
OG0000853	Prat.g_01441	Syam.g_01971
OG0000854	Prat.g_01443	Syam.g_01973
OG0000855	Prat.g_01444	Syam.g_01974
OG0000856	Prat.g_01457	Syam.g_01483
OG0000857	Prat.g_01022	Syam.g_01273
OG0000858	Prat.g_01585	Syam.g_01980
OG0000859	Prat.g_01586	Syam.g_01981
OG0000860	Prat.g_01594	Syam.g_01992
OG0000861	Prat.g_01595	Syam.g_01993
OG0000862	Prat.g_01596	Syam.g_01994
OG0000863	Prat.g_01598	Syam.g_01996
OG0000864	Prat.g_01599	Syam.g_01997
OG0000865	Prat.g_01600	Syam.g_01998
OG0000866	Prat.g_01601	Syam.g_01999
OG0000867	Prat.g_01602	Syam.g_02000
OG0000868	Prat.g_01603	Syam.g_02003
OG0000869	Prat.g_01606	Syam.g_02007
OG0000870	Prat.g_01611	Syam.g_02012
OG0000871	Prat.g_01612	Syam.g_02013
OG0000872	Prat.g_01613	Syam.g_02021
OG0000873	Prat.g_01616	Syam.g_02024
OG0000874	Prat.g_01619	Syam.g_02019
OG0000875	Prat.g_01621	Syam.g_02026
OG0000876	Prat.g_01622	Syam.g_01877
OG0000877	Prat.g_01624	Syam.g_01882
OG0000878	Prat.g_01625	Syam.g_01883
OG0000879	Prat.g_01626	Syam.g_01884
OG0000880	Prat.g_01627	Syam.g_01885
OG0000881	Prat.g_01631	Syam.g_01891
OG0000882	Prat.g_01636	Syam.g_01896
OG0000883	Prat.g_01639	Syam.g_01898
OG0000884	Prat.g_01641	Syam.g_01900
OG0000885	Prat.g_01642	Syam.g_01901
OG0000886	Prat.g_01643	Syam.g_01902
OG0000887	Prat.g_01644	Syam.g_01903
OG0000888	Prat.g_01646	Syam.g_01905
OG0000889	Prat.g_01648	Syam.g_01907
OG0000890	Prat.g_01649	Syam.g_01910
OG0000891	Prat.g_01650	Syam.g_01911
OG0000892	Prat.g_01652	Syam.g_01913
OG0000893	Prat.g_01655	Syam.g_00287
OG0000894	Prat.g_01658	Syam.g_00290
OG0000895	Prat.g_01662	Syam.g_00294
OG0000896	Prat.g_01663	Syam.g_00295
OG0000897	Prat.g_01665	Syam.g_00297
OG0000898	Prat.g_01666	Syam.g_00298
OG0000899	Prat.g_01667	Syam.g_00299
OG0000900	Prat.g_01668	Syam.g_00300
OG0000901	Prat.g_01671	Syam.g_00305
OG0000902	Prat.g_01673	Syam.g_00307
OG0000903	Prat.g_01677	Syam.g_00322
OG0000904	Prat.g_01682	Syam.g_00317
OG0000905	Prat.g_01675	Syam.g_00312
OG0000906	Prat.g_01674	Syam.g_00309
OG0000907	Prat.g_01684	Syam.g_00324
OG0000908	Prat.g_01687	Syam.g_00327
OG0000909	Prat.g_01688	Syam.g_00328
OG0000910	Prat.g_01689	Syam.g_00329
OG0000911	Prat.g_01691	Syam.g_00331
OG0000912	Prat.g_01692	Syam.g_00332
OG0000913	Prat.g_01693	Syam.g_00333
OG0000914	Prat.g_01694	Syam.g_00334
OG0000915	Prat.g_01695	Syam.g_00336
OG0000916	Prat.g_01696	Syam.g_00337
OG0000917	Prat.g_01697	Syam.g_00338
OG0000918	Prat.g_01698	Syam.g_00339
OG0000919	Prat.g_01699	Syam.g_00340
OG0000920	Prat.g_01700	Syam.g_00341
OG0000921	Prat.g_01701	Syam.g_00342
OG0000922	Prat.g_01702	Syam.g_00343
OG0000923	Prat.g_01706	Syam.g_00347
OG0000924	Prat.g_01707	Syam.g_00348
OG0000925	Prat.g_01708	Syam.g_00349
OG0000926	Prat.g_01709	Syam.g_00350
OG0000927	Prat.g_01711	Syam.g_00352
OG0000928	Prat.g_01712	Syam.g_00353
OG0000929	Prat.g_01713	Syam.g_00354
OG0000930	Prat.g_01714	Syam.g_00355
OG0000931	Prat.g_01715	Syam.g_00356
OG0000932	Prat.g_01327	Syam.g_00357
OG0000933	Prat.g_01719	Syam.g_00363
OG0000934	Prat.g_01721	Syam.g_00365
OG0000935	Prat.g_01722	Syam.g_00366
OG0000936	Prat.g_01723	Syam.g_00368
OG0000937	Prat.g_01724	Syam.g_00369
OG0000938	Prat.g_01727	Syam.g_00373
OG0000939	Prat.g_01728	Syam.g_00374
OG0000940	Prat.g_01735	Syam.g_00381
OG0000941	Prat.g_01737	Syam.g_00383
OG0000942	Prat.g_01739	Syam.g_00385
OG0000943	Prat.g_01740	Syam.g_00386
OG0000944	Prat.g_01742	Syam.g_00388
OG0000945	Prat.g_01744	Syam.g_00390
OG0000946	Prat.g_01748	Syam.g_00395
OG0000947	Prat.g_01750	Syam.g_00398
OG0000948	Prat.g_01751	Syam.g_00399
OG0000949	Prat.g_01754	Syam.g_00159
OG0000950	Prat.g_01760	Syam.g_00150
OG0000951	Prat.g_01764	Syam.g_00145
OG0000952	Prat.g_01768	Syam.g_00140
OG0000953	Prat.g_01772	Syam.g_00136
OG0000954	Prat.g_01777	Syam.g_00131
OG0000955	Prat.g_01778	Syam.g_00130
OG0000956	Prat.g_01780	Syam.g_00128
OG0000957	Prat.g_01786	Syam.g_00117
OG0000958	Prat.g_01787	Syam.g_00116
OG0000959	Prat.g_01791	Syam.g_00112
OG0000960	Prat.g_01792	Syam.g_00111
OG0000961	Prat.g_01795	Syam.g_00108
OG0000962	Prat.g_01797	Syam.g_00106
OG0000963	Prat.g_01801	Syam.g_00101
OG0000964	Prat.g_01802	Syam.g_00100
OG0000965	Prat.g_01803	Syam.g_00099
OG0000966	Prat.g_01809	Syam.g_00074
OG0000967	Prat.g_01813	Syam.g_00069
OG0000968	Prat.g_01815	Syam.g_00077
OG0000969	Prat.g_01816	Syam.g_00072
OG0000970	Prat.g_01817	Syam.g_00071
OG0000971	Prat.g_01818	Syam.g_00066
OG0000972	Prat.g_01819	Syam.g_00065
OG0000973	Prat.g_01820	Syam.g_00064
OG0000974	Prat.g_01821	Syam.g_00063
OG0000975	Prat.g_01822	Syam.g_00062
OG0000976	Prat.g_01823	Syam.g_00061
OG0000977	Prat.g_01824	Syam.g_00059
OG0000978	Prat.g_01825	Syam.g_00058
OG0000979	Prat.g_01828	Syam.g_00055
OG0000980	Prat.g_01830	Syam.g_00052
OG0000981	Prat.g_01833	Syam.g_00049
OG0000982	Prat.g_01835	Syam.g_02314
OG0000983	Prat.g_01836	Syam.g_02315
OG0000984	Prat.g_01837	Syam.g_02316
OG0000985	Prat.g_01840	Syam.g_02318
OG0000986	Prat.g_01842	Syam.g_02320
OG0000987	Prat.g_01843	Syam.g_02322
OG0000988	Prat.g_01846	Syam.g_02327
OG0000989	Prat.g_01850	Syam.g_02334
OG0000990	Prat.g_01856	Syam.g_02346
OG0000991	Prat.g_01857	Syam.g_02348
OG0000992	Prat.g_01860	Syam.g_02351
OG0000993	Prat.g_01861	Syam.g_02352
OG0000994	Prat.g_01862	Syam.g_02354
OG0000995	Prat.g_01866	Syam.g_02359
OG0000996	Prat.g_01867	Syam.g_02405
OG0000997	Prat.g_01869	Syam.g_02416
OG0000998	Prat.g_01871	Syam.g_02418
OG0000999	Prat.g_01872	Syam.g_02419
OG0001000	Prat.g_01875	Syam.g_02422
OG0001001	Prat.g_01879	Syam.g_02427
OG0001002	Prat.g_01884	Syam.g_02433
OG0001003	Prat.g_01885	Syam.g_02434
OG0001004	Prat.g_01886	Syam.g_02435
OG0001005	Prat.g_01887	Syam.g_02436
OG0001006	Prat.g_01891	Syam.g_02444
OG0001007	Prat.g_01893	Syam.g_02446
OG0001008	Prat.g_00397	Syam.g_01866
OG0001009	Prat.g_00028	Syam.g_00032
OG0001010	Prat.g_00029	Syam.g_00033
OG0001011	Prat.g_00031	Syam.g_00034
OG0001012	Prat.g_00046	Syam.g_02310
OG0001013	Prat.g_00053	Syam.g_02296
OG0001014	Prat.g_00056	Syam.g_02292
OG0001015	Prat.g_00057	Syam.g_02291
OG0001016	Prat.g_00070	Syam.g_02067
OG0001017	Prat.g_00074	Syam.g_02073
OG0001018	Prat.g_00076	Syam.g_02075
OG0001019	Prat.g_00087	Syam.g_02093
OG0001020	Prat.g_00088	Syam.g_02098
OG0001021	Prat.g_00089	Syam.g_02102
OG0001022	Prat.g_00091	Syam.g_02106
OG0001023	Prat.g_00092	Syam.g_02107
OG0001024	Prat.g_00095	Syam.g_02111
OG0001025	Prat.g_00102	Syam.g_02118
OG0001026	Prat.g_00110	Syam.g_02130
OG0001027	Prat.g_00111	Syam.g_02135
OG0001028	Prat.g_00113	Syam.g_02137
OG0001029	Prat.g_00114	Syam.g_02139
OG0001030	Prat.g_00130	Syam.g_02163
OG0001031	Prat.g_00188	Syam.g_02239
OG0001032	Prat.g_00189	Syam.g_02241
OG0001033	Prat.g_00210	Syam.g_02265
OG0001034	Prat.g_00241	Syam.g_00508
OG0001035	Prat.g_00261	Syam.g_00265
OG0001036	Prat.g_00266	Syam.g_00261
OG0001037	Prat.g_00267	Syam.g_00259
OG0001038	Prat.g_00285	Syam.g_00232
OG0001039	Prat.g_00288	Syam.g_00229
OG0001040	Prat.g_00291	Syam.g_00226
OG0001041	Prat.g_00295	Syam.g_00221
OG0001042	Prat.g_00312	Syam.g_00196
OG0001043	Prat.g_00313	Syam.g_00192
OG0001044	Prat.g_00347	Syam.g_00456
OG0001045	Prat.g_00356	Syam.g_00469
OG0001046	Prat.g_01469	Syam.g_01151
OG0001047	Prat.g_00399	Syam.g_01864
OG0001048	Prat.g_00400	Syam.g_01863
OG0001049	Prat.g_00403	Syam.g_01855
OG0001050	Prat.g_00404	Syam.g_01854
OG0001051	Prat.g_00405	Syam.g_01853
OG0001052	Prat.g_00430	Syam.g_01672
OG0001053	Prat.g_00443	Syam.g_00586
OG0001054	Prat.g_00459	Syam.g_00603
OG0001055	Prat.g_00480	Syam.g_00624
OG0001056	Prat.g_00498	Syam.g_00656
OG0001057	Prat.g_00502	Syam.g_00664
OG0001058	Prat.g_00510	Syam.g_00677
OG0001059	Prat.g_00515	Syam.g_00681
OG0001060	Prat.g_00522	Syam.g_00688
OG0001061	Prat.g_00538	Syam.g_01744
OG0001062	Prat.g_00540	Syam.g_01742
OG0001063	Prat.g_00542	Syam.g_01737
OG0001064	Prat.g_00543	Syam.g_01736
OG0001065	Prat.g_00544	Syam.g_01735
OG0001066	Prat.g_00545	Syam.g_01734
OG0001067	Prat.g_00546	Syam.g_01733
OG0001068	Prat.g_00547	Syam.g_01732
OG0001069	Prat.g_00548	Syam.g_01731
OG0001070	Prat.g_00550	Syam.g_01728
OG0001071	Prat.g_00551	Syam.g_01727
OG0001072	Prat.g_00552	Syam.g_01723
OG0001073	Prat.g_00566	Syam.g_01709
OG0001074	Prat.g_00579	Syam.g_01504
OG0001075	Prat.g_00580	Syam.g_01502
OG0001076	Prat.g_00587	Syam.g_01491
OG0001077	Prat.g_00592	Syam.g_01480
OG0001078	Prat.g_01089	Syam.g_01467
OG0001079	Prat.g_01077	Syam.g_01454
OG0001080	Prat.g_01071	Syam.g_01034
OG0001081	Prat.g_01069	Syam.g_01386
OG0001082	Prat.g_01068	Syam.g_01385
OG0001083	Prat.g_01063	Syam.g_01377
OG0001084	Prat.g_01062	Syam.g_01376
OG0001085	Prat.g_00744	Syam.g_01366
OG0001086	Prat.g_00745	Syam.g_01364
OG0001087	Prat.g_00762	Syam.g_00813
OG0001088	Prat.g_00763	Syam.g_00809
OG0001089	Prat.g_00774	Syam.g_00785
OG0001090	Prat.g_00789	Syam.g_01246
OG0001091	Prat.g_00791	Syam.g_01244
OG0001092	Prat.g_00792	Syam.g_01242
OG0001093	Prat.g_00800	Syam.g_01236
OG0001094	Prat.g_01043	Syam.g_01296
OG0001095	Prat.g_01024	Syam.g_01276
OG0001096	Prat.g_01010	Syam.g_01260
OG0001097	Prat.g_00993	Syam.g_00727
OG0001098	Prat.g_00974	Syam.g_01037
OG0001099	Prat.g_00699	Syam.g_02138
OG0001100	Prat.g_00707	Syam.g_01356
OG0001101	Prat.g_00709	Syam.g_01355
OG0001103	Prat.g_00715	Syam.g_01350
OG0001104	Prat.g_00739	Syam.g_01311
OG0001105	Prat.g_00743	Syam.g_01307
OG0001106	Prat.g_00884	Syam.g_01110
OG0001107	Prat.g_00894	Syam.g_01122
OG0001108	Prat.g_00898	Syam.g_01132
OG0001109	Prat.g_00899	Syam.g_01134
OG0001110	Prat.g_00901	Syam.g_01136
OG0001111	Prat.g_00902	Syam.g_01138
OG0001112	Prat.g_00903	Syam.g_01140
OG0001113	Prat.g_00904	Syam.g_01141
OG0001114	Prat.g_00905	Syam.g_01142
OG0001115	Prat.g_00907	Syam.g_01146
OG0001116	Prat.g_00908	Syam.g_01148
OG0001117	Prat.g_00909	Syam.g_01149
OG0001118	Prat.g_00910	Syam.g_01150
OG0001119	Prat.g_00911	Syam.g_01152
OG0001120	Prat.g_00913	Syam.g_01156
OG0001122	Prat.g_00932	Syam.g_01184
OG0001123	Prat.g_00937	Syam.g_01191
OG0001124	Prat.g_00939	Syam.g_01194
OG0001125	Prat.g_00941	Syam.g_01196
OG0001126	Prat.g_00955	Syam.g_00757
OG0001127	Prat.g_00956	Syam.g_00758
OG0001128	Prat.g_00957	Syam.g_00764
OG0001129	Prat.g_00958	Syam.g_00766
OG0001130	Prat.g_00959	Syam.g_00767
OG0001131	Prat.g_01204	Syam.g_01337
OG0001132	Prat.g_01479	Syam.g_01020
OG0001134	Prat.g_01495, Prat.g_01561	Syam.g_00915
OG0001136	Prat.g_01158	Syam.g_01797
OG0001137	Prat.g_01147	Syam.g_01780
OG0001138	Prat.g_01126	Syam.g_00898
OG0001139	Prat.g_01124	Syam.g_00896
OG0001141	Prat.g_01123	Syam.g_00894
OG0001142	Prat.g_01122	Syam.g_00892
OG0001143	Prat.g_01115	Syam.g_00883
OG0001144	Prat.g_01110	Syam.g_00873
OG0001145	Prat.g_01241	Syam.g_01817
OG0001146	Prat.g_01253	Syam.g_01836
OG0001147	Prat.g_01287	Syam.g_01665
OG0001148	Prat.g_01293	Syam.g_00573
OG0001149	Prat.g_01294	Syam.g_00572
OG0001150	Prat.g_01295	Syam.g_00571
OG0001151	Prat.g_01306	Syam.g_00558
OG0001152	Prat.g_01307	Syam.g_00557
OG0001153	Prat.g_01387	Syam.g_01652
OG0001154	Prat.g_01388	Syam.g_01654
OG0001155	Prat.g_01407	Syam.g_01925
OG0001156	Prat.g_01410	Syam.g_01928
OG0001157	Prat.g_01411	Syam.g_01929
OG0001158	Prat.g_01412	Syam.g_01930
OG0001159	Prat.g_01413	Syam.g_01931
OG0001160	Prat.g_01439	Syam.g_01969
OG0001161	Prat.g_01502	Syam.g_02338
OG0001162	Prat.g_01500	Syam.g_01257
OG0001163	Prat.g_01583	Syam.g_01977
OG0001164	Prat.g_01587	Syam.g_01983
OG0001165	Prat.g_01590	Syam.g_01988
OG0001166	Prat.g_01610	Syam.g_02011
OG0001167	Prat.g_01628	Syam.g_01888
OG0001168	Prat.g_01630	Syam.g_01890
OG0001169	Prat.g_01632	Syam.g_01892
OG0001170	Prat.g_01634	Syam.g_01894
OG0001171	Prat.g_01645	Syam.g_01904
OG0001172	Prat.g_01660	Syam.g_00292
OG0001173	Prat.g_01661	Syam.g_00293
OG0001174	Prat.g_01669	Syam.g_00301
OG0001175	Prat.g_01670	Syam.g_00302
OG0001176	Prat.g_01678	Syam.g_00321
OG0001177	Prat.g_01680	Syam.g_00319
