Orthogroup	Prat	Prab
OG0000577	Prat.g_00562	Prab.g_00604
OG0000578	Prat.g_00563	Prab.g_00605
OG0000579	Prat.g_00564	Prab.g_00606
OG0000580	Prat.g_00565	Prab.g_00607
OG0000581	Prat.g_00568	Prab.g_00609
OG0000582	Prat.g_00571	Prab.g_00612
OG0000583	Prat.g_00572	Prab.g_00613
OG0000584	Prat.g_00573	Prab.g_00614
OG0000585	Prat.g_00575	Prab.g_00616
OG0000586	Prat.g_00576	Prab.g_00617
OG0000587	Prat.g_00577	Prab.g_00618
OG0000588	Prat.g_00582	Prab.g_00622
OG0000589	Prat.g_00584	Prab.g_00625
OG0000590	Prat.g_00585	Prab.g_00626
OG0000591	Prat.g_00589	Prab.g_00630
OG0000592	Prat.g_00590	Prab.g_00631
OG0000593	Prat.g_01094	Prab.g_00637
OG0000594	Prat.g_01093	Prab.g_00638
OG0000595	Prat.g_01091	Prab.g_00639
OG0000596	Prat.g_01087	Prab.g_00643
OG0000597	Prat.g_01084	Prab.g_00645
OG0000598	Prat.g_01083	Prab.g_00646
OG0000599	Prat.g_01080	Prab.g_00649
OG0000600	Prat.g_01079	Prab.g_00650
OG0000601	Prat.g_01078	Prab.g_00651
OG0000602	Prat.g_01076	Prab.g_00653
OG0000603	Prat.g_01075	Prab.g_00654
OG0000604	Prat.g_01074	Prab.g_00655
OG0000605	Prat.g_01073	Prab.g_00656
OG0000606	Prat.g_01070	Prab.g_00659
OG0000607	Prat.g_01067	Prab.g_00662
OG0000608	Prat.g_01066	Prab.g_00663
OG0000609	Prat.g_01065	Prab.g_00664
OG0000610	Prat.g_01059	Prab.g_00669
OG0000611	Prat.g_01056	Prab.g_00672
OG0000612	Prat.g_01055	Prab.g_00673
OG0000613	Prat.g_00747	Prab.g_00678
OG0000614	Prat.g_00767	Prab.g_00697
OG0000615	Prat.g_00777	Prab.g_00705
OG0000616	Prat.g_01882	Prab.g_00711
OG0000617	Prat.g_00797	Prab.g_00729
OG0000618	Prat.g_00798	Prab.g_00730
OG0000619	Prat.g_00799	Prab.g_00731
OG0000620	Prat.g_00802	Prab.g_00734
OG0000621	Prat.g_00803	Prab.g_00735
OG0000622	Prat.g_00804	Prab.g_00736
OG0000623	Prat.g_00805	Prab.g_00737
OG0000624	Prat.g_00807	Prab.g_00738
OG0000625	Prat.g_00808	Prab.g_00739
OG0000626	Prat.g_00809	Prab.g_00740
OG0000627	Prat.g_00811	Prab.g_00741
OG0000628	Prat.g_00812	Prab.g_00742
OG0000629	Prat.g_00813	Prab.g_00743
OG0000630	Prat.g_00816	Prab.g_00746
OG0000631	Prat.g_00865	Prab.g_00831
OG0000632	Prat.g_00866	Prab.g_00832
OG0000633	Prat.g_00867	Prab.g_00833
OG0000634	Prat.g_01041	Prab.g_00836
OG0000635	Prat.g_01040	Prab.g_00837
OG0000636	Prat.g_01038	Prab.g_00839
OG0000637	Prat.g_01036	Prab.g_00841
OG0000638	Prat.g_01035	Prab.g_00842
OG0000639	Prat.g_01034	Prab.g_00843
OG0000640	Prat.g_01033	Prab.g_00844
OG0000641	Prat.g_01029	Prab.g_00848
OG0000642	Prat.g_01028	Prab.g_00849
OG0000643	Prat.g_01027	Prab.g_00850
OG0000644	Prat.g_01026	Prab.g_00851
OG0000645	Prat.g_01025	Prab.g_00852
OG0000646	Prat.g_01023	Prab.g_00854
OG0000647	Prat.g_01021	Prab.g_00855
OG0000648	Prat.g_01019	Prab.g_00857
OG0000649	Prat.g_01018	Prab.g_00858
OG0000650	Prat.g_01017	Prab.g_00859
OG0000651	Prat.g_01016	Prab.g_00860
OG0000652	Prat.g_01015	Prab.g_00861
OG0000653	Prat.g_01013	Prab.g_00863
OG0000654	Prat.g_01012	Prab.g_00864
OG0000655	Prat.g_01011	Prab.g_00865
OG0000656	Prat.g_01008	Prab.g_00868
OG0000657	Prat.g_01002	Prab.g_00875
OG0000658	Prat.g_01001	Prab.g_00876
OG0000659	Prat.g_01000	Prab.g_00877
OG0000660	Prat.g_00996	Prab.g_00881
OG0000661	Prat.g_00994	Prab.g_00883
OG0000662	Prat.g_00992	Prab.g_00885
OG0000663	Prat.g_00990	Prab.g_00887
OG0000664	Prat.g_00989	Prab.g_00888
OG0000665	Prat.g_00983	Prab.g_00892
OG0000666	Prat.g_00982	Prab.g_00893
OG0000667	Prat.g_00978	Prab.g_00898
OG0000668	Prat.g_00694	Prab.g_01084
OG0000669	Prat.g_00705	Prab.g_01076
OG0000670	Prat.g_00708	Prab.g_01074
OG0000671	Prat.g_00710	Prab.g_01072
OG0000672	Prat.g_00713	Prab.g_01070
OG0000673	Prat.g_00717	Prab.g_01067
OG0000674	Prat.g_00719	Prab.g_01065
OG0000675	Prat.g_00720	Prab.g_01064
OG0000676	Prat.g_00722	Prab.g_01062
OG0000677	Prat.g_00723	Prab.g_01061
OG0000678	Prat.g_00725	Prab.g_01059
OG0000679	Prat.g_00730	Prab.g_01055
OG0000680	Prat.g_00731	Prab.g_01054
OG0000681	Prat.g_00734	Prab.g_01052
OG0000682	Prat.g_00735	Prab.g_01051
OG0000683	Prat.g_00736	Prab.g_01050
OG0000684	Prat.g_00738	Prab.g_01048
OG0000685	Prat.g_00740	Prab.g_01046
OG0000686	Prat.g_00741	Prab.g_01045
OG0000687	Prat.g_00742	Prab.g_01044
OG0000688	Prat.g_01051	Prab.g_01041
OG0000689	Prat.g_01050	Prab.g_01040
OG0000690	Prat.g_01049	Prab.g_01039
OG0000691	Prat.g_01048	Prab.g_01038
OG0000692	Prat.g_01046	Prab.g_01036
OG0000693	Prat.g_01045	Prab.g_01035
OG0000694	Prat.g_01044	Prab.g_01034
OG0000695	Prat.g_00869	Prab.g_01032
OG0000696	Prat.g_00870	Prab.g_01031
OG0000697	Prat.g_00871	Prab.g_01030
OG0000698	Prat.g_00874	Prab.g_01027
OG0000699	Prat.g_00876	Prab.g_01026
OG0000700	Prat.g_00877	Prab.g_01025
OG0000701	Prat.g_00878	Prab.g_01024
OG0000702	Prat.g_00880	Prab.g_01022
OG0000703	Prat.g_00881	Prab.g_01021
OG0000704	Prat.g_00883	Prab.g_01020
OG0000705	Prat.g_00889	Prab.g_01016
OG0000706	Prat.g_00890	Prab.g_01015
OG0000707	Prat.g_00891	Prab.g_01014
OG0000708	Prat.g_00893	Prab.g_01013
OG0000709	Prat.g_00897	Prab.g_01009
OG0000710	Prat.g_00900	Prab.g_01006
OG0000711	Prat.g_00916	Prab.g_00989
OG0000712	Prat.g_00917	Prab.g_00987
OG0000713	Prat.g_00918	Prab.g_00986
OG0000714	Prat.g_00919	Prab.g_00985
OG0000715	Prat.g_00921	Prab.g_00983
OG0000716	Prat.g_00923	Prab.g_00981
OG0000717	Prat.g_00924	Prab.g_00980
OG0000718	Prat.g_00929	Prab.g_00960
OG0000719	Prat.g_00931	Prab.g_00958
OG0000720	Prat.g_00942	Prab.g_00949
OG0000721	Prat.g_00946	Prab.g_00947
OG0000722	Prat.g_00947	Prab.g_00946
OG0000723	Prat.g_00951	Prab.g_00943
OG0000724	Prat.g_00960	Prab.g_00934
OG0000725	Prat.g_00966	Prab.g_00928
OG0000726	Prat.g_00967	Prab.g_00927
OG0000727	Prat.g_00968	Prab.g_00926
OG0000728	Prat.g_00970	Prab.g_00924
OG0000729	Prat.g_01214	Prab.g_01146
OG0000730	Prat.g_01199	Prab.g_01150
OG0000731	Prat.g_00354	Prab.g_01154
OG0000732	Prat.g_01831	Prab.g_01164
OG0000733	Prat.g_01560	Prab.g_01187
OG0000734	Prat.g_01171	Prab.g_01204
OG0000735	Prat.g_01169	Prab.g_01206
OG0000736	Prat.g_01168	Prab.g_01207
OG0000737	Prat.g_01167	Prab.g_01208
OG0000738	Prat.g_01163	Prab.g_01212
OG0000739	Prat.g_01162	Prab.g_01213
OG0000740	Prat.g_01161	Prab.g_01214
OG0000741	Prat.g_01159	Prab.g_01215
OG0000742	Prat.g_01157	Prab.g_01218
OG0000743	Prat.g_01155	Prab.g_01220
OG0000744	Prat.g_01154	Prab.g_01221
OG0000745	Prat.g_01153	Prab.g_01222
OG0000746	Prat.g_01151	Prab.g_01224
OG0000747	Prat.g_01150	Prab.g_01225
OG0000748	Prat.g_01146	Prab.g_01228
OG0000749	Prat.g_01145	Prab.g_01229
OG0000750	Prat.g_01144	Prab.g_01230
OG0000751	Prat.g_01141	Prab.g_01232
OG0000752	Prat.g_01139	Prab.g_01234
OG0000753	Prat.g_01136	Prab.g_01237
OG0000754	Prat.g_01134	Prab.g_01240
OG0000755	Prat.g_01128	Prab.g_01243
OG0000756	Prat.g_01127	Prab.g_01244
OG0000757	Prat.g_01121	Prab.g_01250
OG0000758	Prat.g_01120	Prab.g_01251
OG0000759	Prat.g_01119	Prab.g_01252
OG0000760	Prat.g_01118	Prab.g_01253
OG0000761	Prat.g_01117	Prab.g_01254
OG0000762	Prat.g_01116	Prab.g_01255
OG0000763	Prat.g_01114	Prab.g_01257
OG0000764	Prat.g_01113	Prab.g_01258
OG0000765	Prat.g_01104	Prab.g_01267
OG0000766	Prat.g_01103	Prab.g_01268
OG0000767	Prat.g_01101	Prab.g_01270
OG0000768	Prat.g_01100	Prab.g_01271
OG0000769	Prat.g_01098	Prab.g_01273
OG0000770	Prat.g_00594	Prab.g_01275
OG0000771	Prat.g_01509	Prab.g_01284
OG0000772	Prat.g_00626	Prab.g_01303
OG0000773	Prat.g_01240	Prab.g_01317
OG0000774	Prat.g_01242	Prab.g_01319
OG0000775	Prat.g_01244	Prab.g_01321
OG0000776	Prat.g_01245	Prab.g_01322
OG0000777	Prat.g_01246	Prab.g_01323
OG0000778	Prat.g_01247	Prab.g_01324
OG0000779	Prat.g_01251	Prab.g_01328
OG0000780	Prat.g_01252	Prab.g_01329
OG0000781	Prat.g_01255	Prab.g_01332
OG0000782	Prat.g_01256	Prab.g_01333
OG0000783	Prat.g_01257	Prab.g_01334
OG0000784	Prat.g_01258	Prab.g_01335
OG0000785	Prat.g_01260	Prab.g_01337
OG0000786	Prat.g_01263	Prab.g_01339
OG0000787	Prat.g_01264	Prab.g_01340
OG0000788	Prat.g_01471	Prab.g_01348
OG0000789	Prat.g_01455	Prab.g_01351
OG0000790	Prat.g_01296	Prab.g_01365
OG0000791	Prat.g_01298	Prab.g_01367
OG0000792	Prat.g_01299	Prab.g_01368
OG0000793	Prat.g_01302	Prab.g_01371
OG0000794	Prat.g_01303	Prab.g_01372
OG0000795	Prat.g_01304	Prab.g_01373
OG0000796	Prat.g_01308	Prab.g_01377
OG0000797	Prat.g_01309	Prab.g_01378
OG0000799	Prat.g_01333	Prab.g_01448
OG0000800	Prat.g_01334	Prab.g_01449
OG0000801	Prat.g_01335	Prab.g_01450
OG0000802	Prat.g_01337	Prab.g_01452
OG0000803	Prat.g_01339	Prab.g_01454
OG0000804	Prat.g_01340	Prab.g_01455
OG0000805	Prat.g_01342	Prab.g_01457
OG0000806	Prat.g_01344	Prab.g_01459
OG0000807	Prat.g_01345	Prab.g_01460
OG0000808	Prat.g_01346	Prab.g_01461
OG0000809	Prat.g_01350	Prab.g_01464
OG0000810	Prat.g_01351	Prab.g_01465
OG0000811	Prat.g_01356	Prab.g_01469
OG0000812	Prat.g_01358	Prab.g_01471
OG0000813	Prat.g_01359	Prab.g_01472
OG0000814	Prat.g_01361	Prab.g_01474
OG0000815	Prat.g_01362	Prab.g_01475
OG0000816	Prat.g_01364	Prab.g_01477
OG0000817	Prat.g_01365	Prab.g_01478
OG0000818	Prat.g_01370	Prab.g_01483
OG0000819	Prat.g_01371	Prab.g_01484
OG0000820	Prat.g_01372	Prab.g_01485
OG0000821	Prat.g_01378	Prab.g_01489
OG0000822	Prat.g_01379	Prab.g_01490
OG0000823	Prat.g_01380	Prab.g_01491
OG0000824	Prat.g_01383	Prab.g_01494
OG0000825	Prat.g_01384	Prab.g_01495
OG0000826	Prat.g_01385	Prab.g_01496
OG0000827	Prat.g_01386	Prab.g_01497
OG0000828	Prat.g_01389	Prab.g_01500
OG0000829	Prat.g_01390	Prab.g_01501
OG0000830	Prat.g_01391	Prab.g_01502
OG0000831	Prat.g_01393	Prab.g_01504
OG0000832	Prat.g_01405	Prab.g_01510
OG0000833	Prat.g_01414	Prab.g_01518
OG0000834	Prat.g_01415	Prab.g_01519
OG0000835	Prat.g_01416	Prab.g_01520
OG0000836	Prat.g_01417	Prab.g_01521
OG0000837	Prat.g_01418	Prab.g_01522
OG0000838	Prat.g_01421	Prab.g_01524
OG0000839	Prat.g_01422	Prab.g_01525
OG0000840	Prat.g_01423	Prab.g_01526
OG0000841	Prat.g_01424	Prab.g_01527
OG0000842	Prat.g_01425	Prab.g_01528
OG0000843	Prat.g_01426	Prab.g_01529
OG0000844	Prat.g_01427	Prab.g_01530
OG0000845	Prat.g_01428	Prab.g_01531
OG0000846	Prat.g_01429	Prab.g_01532
OG0000847	Prat.g_01430	Prab.g_01533
OG0000848	Prat.g_01431	Prab.g_01534
OG0000849	Prat.g_01432	Prab.g_01535
OG0000850	Prat.g_01434	Prab.g_01537
OG0000851	Prat.g_01435	Prab.g_01538
OG0000852	Prat.g_01436	Prab.g_01539
OG0000853	Prat.g_01441	Prab.g_01543
OG0000854	Prat.g_01443	Prab.g_01545
OG0000855	Prat.g_01444	Prab.g_01546
OG0000856	Prat.g_01457	Prab.g_01563
OG0000857	Prat.g_01022	Prab.g_01601
OG0000858	Prat.g_01585	Prab.g_01663
OG0000859	Prat.g_01586	Prab.g_01664
OG0000860	Prat.g_01594	Prab.g_01671
OG0000861	Prat.g_01595	Prab.g_01672
OG0000862	Prat.g_01596	Prab.g_01673
OG0000863	Prat.g_01598	Prab.g_01675
OG0000864	Prat.g_01599	Prab.g_01676
OG0000865	Prat.g_01600	Prab.g_01677
OG0000866	Prat.g_01601	Prab.g_01678
OG0000867	Prat.g_01602	Prab.g_01679
OG0000868	Prat.g_01603	Prab.g_01680
OG0000869	Prat.g_01606	Prab.g_01684
OG0000870	Prat.g_01611	Prab.g_01689
OG0000871	Prat.g_01612	Prab.g_01690
OG0000872	Prat.g_01613	Prab.g_01691
OG0000873	Prat.g_01616	Prab.g_01694
OG0000874	Prat.g_01619	Prab.g_01697
OG0000875	Prat.g_01621	Prab.g_01698
OG0000876	Prat.g_01622	Prab.g_01699
OG0000877	Prat.g_01624	Prab.g_01701
OG0000878	Prat.g_01625	Prab.g_01702
OG0000879	Prat.g_01626	Prab.g_01703
OG0000880	Prat.g_01627	Prab.g_01704
OG0000881	Prat.g_01631	Prab.g_01708
OG0000882	Prat.g_01636	Prab.g_01713
OG0000883	Prat.g_01639	Prab.g_01714
OG0000884	Prat.g_01641	Prab.g_01716
OG0000885	Prat.g_01642	Prab.g_01717
OG0000886	Prat.g_01643	Prab.g_01718
OG0000887	Prat.g_01644	Prab.g_01719
OG0000888	Prat.g_01646	Prab.g_01721
OG0000889	Prat.g_01648	Prab.g_01723
OG0000890	Prat.g_01649	Prab.g_01724
OG0000891	Prat.g_01650	Prab.g_01725
OG0000892	Prat.g_01652	Prab.g_01727
OG0000893	Prat.g_01655	Prab.g_01731
OG0000894	Prat.g_01658	Prab.g_01733
OG0000895	Prat.g_01662	Prab.g_01736
OG0000896	Prat.g_01663	Prab.g_01737
OG0000897	Prat.g_01665	Prab.g_01739
OG0000898	Prat.g_01666	Prab.g_01740
OG0000899	Prat.g_01667	Prab.g_01741
OG0000900	Prat.g_01668	Prab.g_01742
OG0000901	Prat.g_01671	Prab.g_01745
OG0000902	Prat.g_01673	Prab.g_01747
OG0000903	Prat.g_01677	Prab.g_01750
OG0000904	Prat.g_01682	Prab.g_01752
OG0000905	Prat.g_01675	Prab.g_01756
OG0000906	Prat.g_01674	Prab.g_01757
OG0000907	Prat.g_01684	Prab.g_01760
OG0000908	Prat.g_01687	Prab.g_01763
OG0000909	Prat.g_01688	Prab.g_01764
OG0000910	Prat.g_01689	Prab.g_01765
OG0000911	Prat.g_01691	Prab.g_01767
OG0000912	Prat.g_01692	Prab.g_01768
OG0000913	Prat.g_01693	Prab.g_01769
OG0000914	Prat.g_01694	Prab.g_01770
OG0000915	Prat.g_01695	Prab.g_01771
OG0000916	Prat.g_01696	Prab.g_01772
OG0000917	Prat.g_01697	Prab.g_01773
OG0000918	Prat.g_01698	Prab.g_01774
OG0000919	Prat.g_01699	Prab.g_01775
OG0000920	Prat.g_01700	Prab.g_01776
OG0000921	Prat.g_01701	Prab.g_01777
OG0000922	Prat.g_01702	Prab.g_01778
OG0000923	Prat.g_01706	Prab.g_01782
OG0000924	Prat.g_01707	Prab.g_01783
OG0000925	Prat.g_01708	Prab.g_01784
OG0000926	Prat.g_01709	Prab.g_01785
OG0000927	Prat.g_01711	Prab.g_01787
OG0000928	Prat.g_01712	Prab.g_01788
OG0000929	Prat.g_01713	Prab.g_01789
OG0000930	Prat.g_01714	Prab.g_01790
OG0000931	Prat.g_01715	Prab.g_01791
OG0000932	Prat.g_01327	Prab.g_01792
OG0000933	Prat.g_01719	Prab.g_01796
OG0000934	Prat.g_01721	Prab.g_01798
OG0000935	Prat.g_01722	Prab.g_01799
OG0000936	Prat.g_01723	Prab.g_01800
OG0000937	Prat.g_01724	Prab.g_01801
OG0000938	Prat.g_01727	Prab.g_01803
OG0000939	Prat.g_01728	Prab.g_01804
OG0000940	Prat.g_01735	Prab.g_01811
OG0000941	Prat.g_01737	Prab.g_01813
OG0000942	Prat.g_01739	Prab.g_01815
OG0000943	Prat.g_01740	Prab.g_01816
OG0000944	Prat.g_01742	Prab.g_01817
OG0000945	Prat.g_01744	Prab.g_01818
OG0000946	Prat.g_01748	Prab.g_01822
OG0000947	Prat.g_01750	Prab.g_01824
OG0000948	Prat.g_01751	Prab.g_01825
OG0000949	Prat.g_01754	Prab.g_01828
OG0000950	Prat.g_01760	Prab.g_01833
OG0000951	Prat.g_01764	Prab.g_01836
OG0000952	Prat.g_01768	Prab.g_01840
OG0000953	Prat.g_01772	Prab.g_01843
OG0000954	Prat.g_01777	Prab.g_01847
OG0000955	Prat.g_01778	Prab.g_01848
OG0000956	Prat.g_01780	Prab.g_01850
OG0000957	Prat.g_01786	Prab.g_01855
OG0000958	Prat.g_01787	Prab.g_01856
OG0000959	Prat.g_01791	Prab.g_01860
OG0000960	Prat.g_01792	Prab.g_01861
OG0000961	Prat.g_01795	Prab.g_01863
OG0000962	Prat.g_01797	Prab.g_01865
OG0000963	Prat.g_01801	Prab.g_01869
OG0000964	Prat.g_01802	Prab.g_01870
OG0000965	Prat.g_01803	Prab.g_01871
OG0000966	Prat.g_01809	Prab.g_01879
OG0000967	Prat.g_01813	Prab.g_01883
OG0000968	Prat.g_01815	Prab.g_01885
OG0000969	Prat.g_01816	Prab.g_01886
OG0000970	Prat.g_01817	Prab.g_01887
OG0000971	Prat.g_01818	Prab.g_01888
OG0000972	Prat.g_01819	Prab.g_01889
OG0000973	Prat.g_01820	Prab.g_01890
OG0000974	Prat.g_01821	Prab.g_01891
OG0000975	Prat.g_01822	Prab.g_01892
OG0000976	Prat.g_01823	Prab.g_01893
OG0000977	Prat.g_01824	Prab.g_01894
OG0000978	Prat.g_01825	Prab.g_01895
OG0000979	Prat.g_01828	Prab.g_01898
OG0000980	Prat.g_01830	Prab.g_01900
OG0000981	Prat.g_01833	Prab.g_01902
OG0000982	Prat.g_01835	Prab.g_01904
OG0000983	Prat.g_01836	Prab.g_01905
OG0000984	Prat.g_01837	Prab.g_01906
OG0000985	Prat.g_01840	Prab.g_01909
OG0000986	Prat.g_01842	Prab.g_01911
OG0000987	Prat.g_01843	Prab.g_01912
OG0000988	Prat.g_01846	Prab.g_01915
OG0000989	Prat.g_01850	Prab.g_01919
OG0000990	Prat.g_01856	Prab.g_01922
OG0000991	Prat.g_01857	Prab.g_01923
OG0000992	Prat.g_01860	Prab.g_01925
OG0000993	Prat.g_01861	Prab.g_01926
OG0000994	Prat.g_01862	Prab.g_01927
OG0000995	Prat.g_01866	Prab.g_01931
OG0000996	Prat.g_01867	Prab.g_01932
OG0000997	Prat.g_01869	Prab.g_01933
OG0000998	Prat.g_01871	Prab.g_01935
OG0000999	Prat.g_01872	Prab.g_01936
OG0001000	Prat.g_01875	Prab.g_01939
OG0001001	Prat.g_01879	Prab.g_01941
OG0001002	Prat.g_01884	Prab.g_01945
OG0001003	Prat.g_01885	Prab.g_01947
OG0001004	Prat.g_01886	Prab.g_01948
OG0001005	Prat.g_01887	Prab.g_01949
OG0001006	Prat.g_01891	Prab.g_01953
OG0001007	Prat.g_01893	Prab.g_01955
OG0001008	Prat.g_00397	Prab.g_00440
OG0001009	Prat.g_00028	Prab.g_00027
OG0001010	Prat.g_00029	Prab.g_00028
OG0001011	Prat.g_00031	Prab.g_00029
OG0001012	Prat.g_00046	Prab.g_00042
OG0001013	Prat.g_00053	Prab.g_00047
OG0001014	Prat.g_00056	Prab.g_00050
OG0001015	Prat.g_00057	Prab.g_00051
OG0001016	Prat.g_00070	Prab.g_00065
OG0001017	Prat.g_00074	Prab.g_00069
OG0001018	Prat.g_00076	Prab.g_00072
OG0001019	Prat.g_00087	Prab.g_00081
OG0001020	Prat.g_00088	Prab.g_00082
OG0001021	Prat.g_00089	Prab.g_00083
OG0001022	Prat.g_00091	Prab.g_00085
OG0001023	Prat.g_00092	Prab.g_00086
OG0001024	Prat.g_00095	Prab.g_00089
OG0001025	Prat.g_00102	Prab.g_00095
OG0001026	Prat.g_00110	Prab.g_00102
OG0001027	Prat.g_00111	Prab.g_00103
OG0001028	Prat.g_00113	Prab.g_00105
OG0001029	Prat.g_00114	Prab.g_00106
OG0001030	Prat.g_00130	Prab.g_00120
OG0001031	Prat.g_00188	Prab.g_00177
OG0001032	Prat.g_00189	Prab.g_00178
OG0001033	Prat.g_00210	Prab.g_00199
OG0001034	Prat.g_00241	Prab.g_00227
OG0001035	Prat.g_00261	Prab.g_00244
OG0001036	Prat.g_00266	Prab.g_00248
OG0001037	Prat.g_00267	Prab.g_00249
OG0001038	Prat.g_00285	Prab.g_00266
OG0001039	Prat.g_00288	Prab.g_00269
OG0001040	Prat.g_00291	Prab.g_00271
OG0001041	Prat.g_00295	Prab.g_00275
OG0001042	Prat.g_00312	Prab.g_00292
OG0001043	Prat.g_00313	Prab.g_00293
OG0001044	Prat.g_00347	Prab.g_00321
OG0001045	Prat.g_00356	Prab.g_00329
OG0001046	Prat.g_01469	Prab.g_00367
OG0001047	Prat.g_00399	Prab.g_00442
OG0001048	Prat.g_00400	Prab.g_00443
OG0001049	Prat.g_00403	Prab.g_00445
OG0001050	Prat.g_00404	Prab.g_00446
OG0001051	Prat.g_00405	Prab.g_00447
OG0001052	Prat.g_00430	Prab.g_00475
OG0001053	Prat.g_00443	Prab.g_00487
OG0001054	Prat.g_00459	Prab.g_00502
OG0001055	Prat.g_00480	Prab.g_00521
OG0001056	Prat.g_00498	Prab.g_00540
OG0001057	Prat.g_00502	Prab.g_00545
OG0001058	Prat.g_00510	Prab.g_00553
OG0001059	Prat.g_00515	Prab.g_00557
OG0001060	Prat.g_00522	Prab.g_00564
OG0001061	Prat.g_00538	Prab.g_00578
OG0001062	Prat.g_00540	Prab.g_00580
OG0001063	Prat.g_00542	Prab.g_00582
OG0001064	Prat.g_00543	Prab.g_00583
OG0001065	Prat.g_00544	Prab.g_00584
OG0001066	Prat.g_00545	Prab.g_00585
OG0001067	Prat.g_00546	Prab.g_00586
OG0001068	Prat.g_00547	Prab.g_00587
OG0001069	Prat.g_00548	Prab.g_00588
OG0001070	Prat.g_00550	Prab.g_00591
OG0001071	Prat.g_00551	Prab.g_00592
OG0001072	Prat.g_00552	Prab.g_00594
OG0001073	Prat.g_00566	Prab.g_00608
OG0001074	Prat.g_00579	Prab.g_00619
OG0001075	Prat.g_00580	Prab.g_00620
OG0001076	Prat.g_00587	Prab.g_00629
OG0001077	Prat.g_00592	Prab.g_00633
OG0001078	Prat.g_01089	Prab.g_00641
OG0001079	Prat.g_01077	Prab.g_00652
OG0001080	Prat.g_01071	Prab.g_00658
OG0001081	Prat.g_01069	Prab.g_00660
OG0001082	Prat.g_01068	Prab.g_00661
OG0001083	Prat.g_01063	Prab.g_00666
OG0001084	Prat.g_01062	Prab.g_00667
OG0001085	Prat.g_00744	Prab.g_00675
OG0001086	Prat.g_00745	Prab.g_00676
OG0001087	Prat.g_00762	Prab.g_00693
OG0001088	Prat.g_00763	Prab.g_00694
OG0001089	Prat.g_00774	Prab.g_00702
OG0001090	Prat.g_00789	Prab.g_00724
OG0001091	Prat.g_00791	Prab.g_00726
OG0001092	Prat.g_00792	Prab.g_00727
OG0001093	Prat.g_00800	Prab.g_00732
OG0001094	Prat.g_01043	Prab.g_00834
OG0001095	Prat.g_01024	Prab.g_00853
OG0001096	Prat.g_01010	Prab.g_00866
OG0001097	Prat.g_00993	Prab.g_00884
OG0001098	Prat.g_00974	Prab.g_00900
OG0001099	Prat.g_00699	Prab.g_01079
OG0001100	Prat.g_00707	Prab.g_01075
OG0001101	Prat.g_00709	Prab.g_01073
OG0001102	Prat.g_00712	Prab.g_01071
OG0001103	Prat.g_00715	Prab.g_01069
OG0001104	Prat.g_00739	Prab.g_01047
OG0001105	Prat.g_00743	Prab.g_01043
OG0001106	Prat.g_00884	Prab.g_01019
OG0001107	Prat.g_00894	Prab.g_01012
OG0001108	Prat.g_00898	Prab.g_01008
OG0001109	Prat.g_00899	Prab.g_01007
OG0001110	Prat.g_00901	Prab.g_01005
OG0001111	Prat.g_00902	Prab.g_01004
OG0001112	Prat.g_00903	Prab.g_01003
OG0001113	Prat.g_00904	Prab.g_01002
OG0001114	Prat.g_00905	Prab.g_01001
OG0001115	Prat.g_00907	Prab.g_00999
OG0001116	Prat.g_00908	Prab.g_00998
OG0001117	Prat.g_00909	Prab.g_00997
OG0001118	Prat.g_00910	Prab.g_00996
OG0001119	Prat.g_00911	Prab.g_00995
OG0001120	Prat.g_00913	Prab.g_00993
OG0001122	Prat.g_00932	Prab.g_00957
OG0001123	Prat.g_00937	Prab.g_00953
OG0001124	Prat.g_00939	Prab.g_00951
OG0001125	Prat.g_00941	Prab.g_00950
OG0001126	Prat.g_00955	Prab.g_00940
OG0001127	Prat.g_00956	Prab.g_00939
OG0001128	Prat.g_00957	Prab.g_00937
OG0001129	Prat.g_00958	Prab.g_00936
OG0001130	Prat.g_00959	Prab.g_00935
OG0001131	Prat.g_01204	Prab.g_01125
OG0001132	Prat.g_01479	Prab.g_01135
OG0001133	Prat.g_01211	Prab.g_01169
OG0001134	Prat.g_01495, Prat.g_01561	Prab.g_01186
OG0001135	Prat.g_01557	Prab.g_01189
OG0001136	Prat.g_01158	Prab.g_01216
OG0001137	Prat.g_01147	Prab.g_01227
OG0001138	Prat.g_01126	Prab.g_01245
OG0001139	Prat.g_01124	Prab.g_01246
OG0001141	Prat.g_01123	Prab.g_01248
OG0001142	Prat.g_01122	Prab.g_01249
OG0001143	Prat.g_01115	Prab.g_01256
OG0001144	Prat.g_01110	Prab.g_01261
OG0001145	Prat.g_01241	Prab.g_01318
OG0001146	Prat.g_01253	Prab.g_01330
OG0001147	Prat.g_01287	Prab.g_01347
OG0001148	Prat.g_01293	Prab.g_01362
OG0001149	Prat.g_01294	Prab.g_01363
OG0001150	Prat.g_01295	Prab.g_01364
OG0001151	Prat.g_01306	Prab.g_01375
OG0001152	Prat.g_01307	Prab.g_01376
OG0001153	Prat.g_01387	Prab.g_01498
OG0001154	Prat.g_01388	Prab.g_01499
OG0001155	Prat.g_01407	Prab.g_01511
OG0001156	Prat.g_01410	Prab.g_01514
OG0001157	Prat.g_01411	Prab.g_01515
OG0001158	Prat.g_01412	Prab.g_01516
OG0001159	Prat.g_01413	Prab.g_01517
OG0001160	Prat.g_01439	Prab.g_01541
OG0001161	Prat.g_01502	Prab.g_01553
