Orthogroup	Prat	Syan
OG0000586	Prat.g_00576	Syan.g_01022
OG0000587	Prat.g_00577	Syan.g_01020
OG0000588	Prat.g_00582	Syan.g_00215
OG0000589	Prat.g_00584	Syan.g_00016
OG0000590	Prat.g_00585	Syan.g_00015
OG0000591	Prat.g_00589	Syan.g_00003
OG0000592	Prat.g_00590	Syan.g_00002
OG0000593	Prat.g_01094	Syan.g_00820
OG0000594	Prat.g_01093	Syan.g_00819
OG0000595	Prat.g_01091	Syan.g_00818
OG0000596	Prat.g_01087	Syan.g_00813
OG0000597	Prat.g_01084	Syan.g_00810
OG0000598	Prat.g_01083	Syan.g_00809
OG0000599	Prat.g_01080	Syan.g_00802
OG0000600	Prat.g_01079	Syan.g_00801
OG0000601	Prat.g_01078	Syan.g_00800
OG0000602	Prat.g_01076	Syan.g_00796
OG0000603	Prat.g_01075	Syan.g_00795
OG0000604	Prat.g_01074	Syan.g_00792
OG0000605	Prat.g_01073	Syan.g_00783
OG0000606	Prat.g_01070	Syan.g_00780
OG0000607	Prat.g_01067	Syan.g_00777
OG0000608	Prat.g_01066	Syan.g_00776
OG0000609	Prat.g_01065	Syan.g_00774
OG0000610	Prat.g_01059	Syan.g_00766
OG0000611	Prat.g_01056	Syan.g_00763
OG0000612	Prat.g_01055	Syan.g_00762
OG0000613	Prat.g_00747	Syan.g_01965
OG0000614	Prat.g_00767	Syan.g_00184
OG0000615	Prat.g_00777	Syan.g_00728
OG0000616	Prat.g_01882	Syan.g_01694
OG0000617	Prat.g_00797	Syan.g_00324
OG0000618	Prat.g_00798	Syan.g_00325
OG0000619	Prat.g_00799	Syan.g_00326
OG0000620	Prat.g_00802	Syan.g_00331
OG0000621	Prat.g_00803	Syan.g_00332
OG0000622	Prat.g_00804	Syan.g_00334
OG0000623	Prat.g_00805	Syan.g_00335
OG0000624	Prat.g_00807	Syan.g_00337
OG0000625	Prat.g_00808	Syan.g_00338
OG0000626	Prat.g_00809	Syan.g_00339
OG0000627	Prat.g_00811	Syan.g_00465
OG0000628	Prat.g_00812	Syan.g_00466
OG0000629	Prat.g_00813	Syan.g_00469
OG0000630	Prat.g_00816	Syan.g_00474
OG0000631	Prat.g_00865	Syan.g_00484
OG0000632	Prat.g_00866	Syan.g_00485
OG0000633	Prat.g_00867	Syan.g_00489
OG0000634	Prat.g_01041	Syan.g_00694
OG0000635	Prat.g_01040	Syan.g_00693
OG0000636	Prat.g_01038	Syan.g_00691
OG0000637	Prat.g_01036	Syan.g_00689
OG0000638	Prat.g_01035	Syan.g_00688
OG0000639	Prat.g_01034	Syan.g_00687
OG0000640	Prat.g_01033	Syan.g_00686
OG0000641	Prat.g_01029	Syan.g_00682
OG0000642	Prat.g_01028	Syan.g_00681
OG0000643	Prat.g_01027	Syan.g_00679
OG0000644	Prat.g_01026	Syan.g_00678
OG0000645	Prat.g_01025	Syan.g_00676
OG0000646	Prat.g_01023	Syan.g_00673
OG0000647	Prat.g_01021	Syan.g_00671
OG0000648	Prat.g_01019	Syan.g_00669
OG0000649	Prat.g_01018	Syan.g_00668
OG0000650	Prat.g_01017	Syan.g_00667
OG0000651	Prat.g_01016	Syan.g_00666
OG0000652	Prat.g_01015	Syan.g_00665
OG0000653	Prat.g_01013	Syan.g_00663
OG0000654	Prat.g_01012	Syan.g_00661
OG0000655	Prat.g_01011	Syan.g_00660
OG0000656	Prat.g_01008	Syan.g_00656
OG0000657	Prat.g_01002	Syan.g_00375
OG0000658	Prat.g_01001	Syan.g_00378
OG0000659	Prat.g_01000	Syan.g_00379
OG0000660	Prat.g_00996	Syan.g_00383
OG0000661	Prat.g_00994	Syan.g_00385
OG0000662	Prat.g_00992	Syan.g_00392
OG0000663	Prat.g_00990	Syan.g_00395
OG0000664	Prat.g_00989	Syan.g_00397
OG0000665	Prat.g_00983	Syan.g_00788
OG0000666	Prat.g_00982	Syan.g_02100
OG0000667	Prat.g_00978	Syan.g_00044
OG0000668	Prat.g_00694	Syan.g_00365
OG0000669	Prat.g_00705	Syan.g_00751
OG0000670	Prat.g_00708	Syan.g_00748
OG0000671	Prat.g_00710	Syan.g_00746
OG0000672	Prat.g_00713	Syan.g_00743
OG0000673	Prat.g_00717	Syan.g_00740
OG0000674	Prat.g_00719	Syan.g_00738
OG0000675	Prat.g_00720	Syan.g_00737
OG0000676	Prat.g_00722	Syan.g_00735
OG0000677	Prat.g_00723	Syan.g_00734
OG0000678	Prat.g_00725	Syan.g_00732
OG0000679	Prat.g_00730	Syan.g_00724
OG0000680	Prat.g_00731	Syan.g_00723
OG0000681	Prat.g_00734	Syan.g_00720
OG0000682	Prat.g_00735	Syan.g_00719
OG0000683	Prat.g_00736	Syan.g_00718
OG0000684	Prat.g_00738	Syan.g_00715
OG0000685	Prat.g_00740	Syan.g_00713
OG0000686	Prat.g_00741	Syan.g_00712
OG0000687	Prat.g_00742	Syan.g_00711
OG0000688	Prat.g_01051	Syan.g_00706
OG0000689	Prat.g_01050	Syan.g_00704
OG0000690	Prat.g_01049	Syan.g_00703
OG0000691	Prat.g_01048	Syan.g_00702
OG0000692	Prat.g_01046	Syan.g_00700
OG0000693	Prat.g_01045	Syan.g_00698
OG0000694	Prat.g_01044	Syan.g_00697
OG0000695	Prat.g_00869	Syan.g_00492
OG0000696	Prat.g_00870	Syan.g_00493
OG0000697	Prat.g_00871	Syan.g_00495
OG0000698	Prat.g_00874	Syan.g_00498
OG0000699	Prat.g_00876	Syan.g_00500
OG0000700	Prat.g_00877	Syan.g_00501
OG0000701	Prat.g_00878	Syan.g_00502
OG0000702	Prat.g_00880	Syan.g_00534
OG0000703	Prat.g_00881	Syan.g_00546
OG0000704	Prat.g_00883	Syan.g_00550
OG0000705	Prat.g_00889	Syan.g_00557
OG0000706	Prat.g_00890	Syan.g_00558
OG0000707	Prat.g_00891	Syan.g_00559
OG0000708	Prat.g_00893	Syan.g_00562
OG0000709	Prat.g_00897	Syan.g_00570
OG0000710	Prat.g_00900	Syan.g_00574
OG0000711	Prat.g_00916	Syan.g_00607
OG0000712	Prat.g_00917	Syan.g_00609
OG0000713	Prat.g_00918	Syan.g_00610
OG0000714	Prat.g_00919	Syan.g_00624
OG0000715	Prat.g_00921	Syan.g_00626
OG0000716	Prat.g_00923	Syan.g_00630
OG0000717	Prat.g_00924	Syan.g_00631
OG0000718	Prat.g_00929	Syan.g_00651
OG0000719	Prat.g_00931	Syan.g_00367
OG0000720	Prat.g_00942	Syan.g_00354
OG0000721	Prat.g_00946	Syan.g_00352
OG0000722	Prat.g_00947	Syan.g_00351
OG0000723	Prat.g_00951	Syan.g_00341
OG0000724	Prat.g_00960	Syan.g_00299
OG0000725	Prat.g_00966	Syan.g_00194
OG0000726	Prat.g_00967	Syan.g_00193
OG0000727	Prat.g_00968	Syan.g_00192
OG0000728	Prat.g_00970	Syan.g_00190
OG0000729	Prat.g_01214	Syan.g_01885
OG0000730	Prat.g_01199	Syan.g_02147
OG0000731	Prat.g_00354	Syan.g_02135
OG0000732	Prat.g_01831	Syan.g_01726
OG0000733	Prat.g_01560	Syan.g_01147
OG0000734	Prat.g_01171	Syan.g_02982
OG0000735	Prat.g_01169	Syan.g_02713
OG0000736	Prat.g_01168	Syan.g_02712
OG0000737	Prat.g_01167	Syan.g_02711
OG0000738	Prat.g_01163	Syan.g_02705
OG0000739	Prat.g_01162	Syan.g_02704
OG0000740	Prat.g_01161	Syan.g_02703
OG0000741	Prat.g_01159	Syan.g_02700
OG0000742	Prat.g_01157	Syan.g_02697
OG0000743	Prat.g_01155	Syan.g_02694
OG0000744	Prat.g_01154	Syan.g_02693
OG0000745	Prat.g_01153	Syan.g_02690
OG0000746	Prat.g_01151	Syan.g_02687
OG0000747	Prat.g_01150	Syan.g_02685
OG0000748	Prat.g_01146	Syan.g_02669
OG0000749	Prat.g_01145	Syan.g_02668
OG0000750	Prat.g_01144	Syan.g_02667
OG0000751	Prat.g_01141	Syan.g_02661
OG0000752	Prat.g_01139	Syan.g_02659
OG0000753	Prat.g_01136	Syan.g_02656
OG0000754	Prat.g_01134	Syan.g_02650
OG0000755	Prat.g_01128	Syan.g_02641
OG0000756	Prat.g_01127	Syan.g_02640
OG0000757	Prat.g_01121	Syan.g_02623
OG0000758	Prat.g_01120	Syan.g_02622
OG0000759	Prat.g_01119	Syan.g_02621
OG0000760	Prat.g_01118	Syan.g_02620
OG0000761	Prat.g_01117	Syan.g_02619
OG0000762	Prat.g_01116	Syan.g_02617
OG0000763	Prat.g_01114	Syan.g_02615
OG0000764	Prat.g_01113	Syan.g_02614
OG0000765	Prat.g_01104	Syan.g_02587
OG0000766	Prat.g_01103	Syan.g_02586
OG0000767	Prat.g_01101	Syan.g_02584
OG0000768	Prat.g_01100	Syan.g_02583
OG0000769	Prat.g_01098	Syan.g_02581
OG0000770	Prat.g_00594	Syan.g_02561
OG0000771	Prat.g_01509	Syan.g_00305
OG0000772	Prat.g_00626	Syan.g_00436
OG0000773	Prat.g_01240	Syan.g_01199
OG0000774	Prat.g_01242	Syan.g_01205
OG0000775	Prat.g_01244	Syan.g_01207
OG0000776	Prat.g_01245	Syan.g_01208
OG0000777	Prat.g_01246	Syan.g_01209
OG0000778	Prat.g_01247	Syan.g_01210
OG0000779	Prat.g_01251	Syan.g_01215
OG0000780	Prat.g_01252	Syan.g_01218
OG0000781	Prat.g_01255	Syan.g_01222
OG0000782	Prat.g_01256	Syan.g_01223
OG0000783	Prat.g_01257	Syan.g_01224
OG0000784	Prat.g_01258	Syan.g_01225
OG0000785	Prat.g_01260	Syan.g_01228
OG0000786	Prat.g_01263	Syan.g_01243
OG0000787	Prat.g_01264	Syan.g_01244
OG0000788	Prat.g_01471	Syan.g_00843
OG0000789	Prat.g_01455	Syan.g_00075
OG0000790	Prat.g_01296	Syan.g_02778
OG0000791	Prat.g_01298	Syan.g_02780
OG0000792	Prat.g_01299	Syan.g_02781
OG0000793	Prat.g_01302	Syan.g_02879
OG0000794	Prat.g_01303	Syan.g_02881
OG0000795	Prat.g_01304	Syan.g_02882
OG0000796	Prat.g_01308	Syan.g_02886
OG0000797	Prat.g_01309	Syan.g_02888
OG0000799	Prat.g_01333	Syan.g_01310
OG0000800	Prat.g_01334	Syan.g_01308
OG0000801	Prat.g_01335	Syan.g_01307
OG0000802	Prat.g_01337	Syan.g_01303
OG0000803	Prat.g_01339	Syan.g_01294
OG0000804	Prat.g_01340	Syan.g_01291
OG0000805	Prat.g_01342	Syan.g_01289
OG0000806	Prat.g_01344	Syan.g_01287
OG0000807	Prat.g_01345	Syan.g_01286
OG0000808	Prat.g_01346	Syan.g_01285
OG0000809	Prat.g_01350	Syan.g_01281
OG0000810	Prat.g_01351	Syan.g_01280
OG0000811	Prat.g_01356	Syan.g_01272
OG0000812	Prat.g_01358	Syan.g_01270
OG0000813	Prat.g_01359	Syan.g_01269
OG0000814	Prat.g_01361	Syan.g_01267
OG0000815	Prat.g_01362	Syan.g_01249
OG0000816	Prat.g_01364	Syan.g_01247
OG0000817	Prat.g_01365	Syan.g_01328
OG0000818	Prat.g_01370	Syan.g_02807
OG0000819	Prat.g_01371	Syan.g_02808
OG0000820	Prat.g_01372	Syan.g_02809
OG0000821	Prat.g_01378	Syan.g_02815
OG0000822	Prat.g_01379	Syan.g_02817
OG0000823	Prat.g_01380	Syan.g_02818
OG0000824	Prat.g_01383	Syan.g_02824
OG0000825	Prat.g_01384	Syan.g_02825
OG0000826	Prat.g_01385	Syan.g_02826
OG0000827	Prat.g_01386	Syan.g_02827
OG0000828	Prat.g_01389	Syan.g_02830
OG0000829	Prat.g_01390	Syan.g_02831
OG0000830	Prat.g_01391	Syan.g_02832
OG0000831	Prat.g_01393	Syan.g_02834
OG0000832	Prat.g_01405	Syan.g_02408
OG0000833	Prat.g_01414	Syan.g_01343
OG0000834	Prat.g_01415	Syan.g_01345
OG0000835	Prat.g_01416	Syan.g_01346
OG0000836	Prat.g_01417	Syan.g_01349
OG0000837	Prat.g_01418	Syan.g_01351
OG0000838	Prat.g_01421	Syan.g_01355
OG0000839	Prat.g_01422	Syan.g_01356
OG0000840	Prat.g_01423	Syan.g_01357
OG0000841	Prat.g_01424	Syan.g_01358
OG0000842	Prat.g_01425	Syan.g_01359
OG0000843	Prat.g_01426	Syan.g_01360
OG0000844	Prat.g_01427	Syan.g_01362
OG0000845	Prat.g_01428	Syan.g_01363
OG0000846	Prat.g_01429	Syan.g_01364
OG0000847	Prat.g_01430	Syan.g_01365
OG0000848	Prat.g_01431	Syan.g_01367
OG0000849	Prat.g_01432	Syan.g_01368
OG0000850	Prat.g_01434	Syan.g_01371
OG0000851	Prat.g_01435	Syan.g_01374
OG0000852	Prat.g_01436	Syan.g_01375
OG0000853	Prat.g_01441	Syan.g_01379
OG0000854	Prat.g_01443	Syan.g_01381
OG0000855	Prat.g_01444	Syan.g_01382
OG0000856	Prat.g_01457	Syan.g_01136
OG0000857	Prat.g_01022	Syan.g_00672
OG0000858	Prat.g_01585	Syan.g_01389
OG0000859	Prat.g_01586	Syan.g_01390
OG0000860	Prat.g_01594	Syan.g_01402
OG0000861	Prat.g_01595	Syan.g_01403
OG0000862	Prat.g_01596	Syan.g_01412
OG0000863	Prat.g_01598	Syan.g_01414
OG0000864	Prat.g_01599	Syan.g_00969
OG0000865	Prat.g_01600	Syan.g_01415
OG0000866	Prat.g_01601	Syan.g_01416
OG0000867	Prat.g_01602	Syan.g_01417
OG0000868	Prat.g_01603	Syan.g_01421
OG0000869	Prat.g_01606	Syan.g_01426
OG0000870	Prat.g_01611	Syan.g_01431
OG0000871	Prat.g_01612	Syan.g_01432
OG0000872	Prat.g_01613	Syan.g_01438
OG0000873	Prat.g_01616	Syan.g_01441
OG0000874	Prat.g_01619	Syan.g_01443
OG0000875	Prat.g_01621	Syan.g_01445
OG0000876	Prat.g_01622	Syan.g_00391
OG0000877	Prat.g_01624	Syan.g_01449
OG0000878	Prat.g_01625	Syan.g_01450
OG0000879	Prat.g_01626	Syan.g_01451
OG0000880	Prat.g_01627	Syan.g_01452
OG0000881	Prat.g_01631	Syan.g_01457
OG0000882	Prat.g_01636	Syan.g_01462
OG0000883	Prat.g_01639	Syan.g_01464
OG0000884	Prat.g_01641	Syan.g_01466
OG0000885	Prat.g_01642	Syan.g_01467
OG0000886	Prat.g_01643	Syan.g_01468
OG0000887	Prat.g_01644	Syan.g_01469
OG0000888	Prat.g_01646	Syan.g_01471
OG0000889	Prat.g_01648	Syan.g_01473
OG0000890	Prat.g_01649	Syan.g_01476
OG0000891	Prat.g_01650	Syan.g_01477
OG0000892	Prat.g_01652	Syan.g_01480
OG0000893	Prat.g_01655	Syan.g_02103
OG0000894	Prat.g_01658	Syan.g_02108
OG0000895	Prat.g_01662	Syan.g_02112
OG0000896	Prat.g_01663	Syan.g_02113
OG0000897	Prat.g_01665	Syan.g_02115
OG0000898	Prat.g_01666	Syan.g_02116
OG0000899	Prat.g_01667	Syan.g_02117
OG0000900	Prat.g_01668	Syan.g_02118
OG0000901	Prat.g_01671	Syan.g_02123
OG0000902	Prat.g_01673	Syan.g_02125
OG0000903	Prat.g_01677	Syan.g_02252
OG0000904	Prat.g_01682	Syan.g_02258
OG0000905	Prat.g_01675	Syan.g_02129
OG0000906	Prat.g_01674	Syan.g_02127
OG0000907	Prat.g_01684	Syan.g_02245
OG0000908	Prat.g_01687	Syan.g_02242
OG0000909	Prat.g_01688	Syan.g_02241
OG0000910	Prat.g_01689	Syan.g_02240
OG0000911	Prat.g_01691	Syan.g_02238
OG0000912	Prat.g_01692	Syan.g_02237
OG0000913	Prat.g_01693	Syan.g_02236
OG0000914	Prat.g_01694	Syan.g_02235
OG0000915	Prat.g_01695	Syan.g_02233
OG0000916	Prat.g_01696	Syan.g_02232
OG0000917	Prat.g_01697	Syan.g_02231
OG0000918	Prat.g_01698	Syan.g_02230
OG0000919	Prat.g_01699	Syan.g_02229
OG0000920	Prat.g_01700	Syan.g_02228
OG0000921	Prat.g_01701	Syan.g_02227
OG0000922	Prat.g_01702	Syan.g_02226
OG0000923	Prat.g_01706	Syan.g_02222
OG0000924	Prat.g_01707	Syan.g_02221
OG0000925	Prat.g_01708	Syan.g_02220
OG0000926	Prat.g_01709	Syan.g_02219
OG0000927	Prat.g_01711	Syan.g_02217
OG0000928	Prat.g_01712	Syan.g_02216
OG0000929	Prat.g_01713	Syan.g_02215
OG0000930	Prat.g_01714	Syan.g_02214
OG0000931	Prat.g_01715	Syan.g_02213
OG0000932	Prat.g_01327	Syan.g_02212
OG0000933	Prat.g_01719	Syan.g_02206
OG0000934	Prat.g_01721	Syan.g_02204
OG0000935	Prat.g_01722	Syan.g_02203
OG0000936	Prat.g_01723	Syan.g_02202
OG0000937	Prat.g_01724	Syan.g_02201
OG0000938	Prat.g_01727	Syan.g_02198
OG0000939	Prat.g_01728	Syan.g_02197
OG0000940	Prat.g_01735	Syan.g_02188
OG0000941	Prat.g_01737	Syan.g_02186
OG0000942	Prat.g_01739	Syan.g_02184
OG0000943	Prat.g_01740	Syan.g_02183
OG0000944	Prat.g_01742	Syan.g_02181
OG0000945	Prat.g_01744	Syan.g_02180
OG0000946	Prat.g_01748	Syan.g_02167
OG0000947	Prat.g_01750	Syan.g_02164
OG0000948	Prat.g_01751	Syan.g_02163
OG0000949	Prat.g_01754	Syan.g_01951
OG0000950	Prat.g_01760	Syan.g_01940
OG0000951	Prat.g_01764	Syan.g_01932
OG0000952	Prat.g_01768	Syan.g_01927
OG0000953	Prat.g_01772	Syan.g_01922
OG0000954	Prat.g_01777	Syan.g_01916
OG0000955	Prat.g_01778	Syan.g_01915
OG0000956	Prat.g_01780	Syan.g_01913
OG0000957	Prat.g_01786	Syan.g_01898
OG0000958	Prat.g_01787	Syan.g_01897
OG0000959	Prat.g_01791	Syan.g_01893
OG0000960	Prat.g_01792	Syan.g_01892
OG0000961	Prat.g_01795	Syan.g_03024
OG0000962	Prat.g_01797	Syan.g_01887
OG0000963	Prat.g_01801	Syan.g_01881
OG0000964	Prat.g_01802	Syan.g_01880
OG0000965	Prat.g_01803	Syan.g_01879
OG0000966	Prat.g_01809	Syan.g_01812
OG0000967	Prat.g_01813	Syan.g_01804
OG0000968	Prat.g_01815	Syan.g_01706
OG0000969	Prat.g_01816	Syan.g_01708
OG0000970	Prat.g_01817	Syan.g_01709
OG0000971	Prat.g_01818	Syan.g_01711
OG0000972	Prat.g_01819	Syan.g_01712
OG0000973	Prat.g_01820	Syan.g_01713
OG0000974	Prat.g_01821	Syan.g_01714
OG0000975	Prat.g_01822	Syan.g_01715
OG0000976	Prat.g_01823	Syan.g_01716
OG0000977	Prat.g_01824	Syan.g_01718
OG0000978	Prat.g_01825	Syan.g_01719
OG0000979	Prat.g_01828	Syan.g_01722
OG0000980	Prat.g_01830	Syan.g_01725
OG0000981	Prat.g_01833	Syan.g_01728
OG0000982	Prat.g_01835	Syan.g_01566
OG0000983	Prat.g_01836	Syan.g_01567
OG0000984	Prat.g_01837	Syan.g_01568
OG0000985	Prat.g_01840	Syan.g_01572
OG0000986	Prat.g_01842	Syan.g_01574
OG0000987	Prat.g_01843	Syan.g_01576
OG0000988	Prat.g_01846	Syan.g_01581
OG0000989	Prat.g_01850	Syan.g_01587
OG0000990	Prat.g_01856	Syan.g_01615
OG0000991	Prat.g_01857	Syan.g_01618
OG0000992	Prat.g_01860	Syan.g_01622
OG0000993	Prat.g_01861	Syan.g_01623
OG0000994	Prat.g_01862	Syan.g_01625
OG0000995	Prat.g_01866	Syan.g_01629
OG0000996	Prat.g_01867	Syan.g_01653
OG0000997	Prat.g_01869	Syan.g_01677
OG0000998	Prat.g_01871	Syan.g_01679
OG0000999	Prat.g_01872	Syan.g_01680
OG0001000	Prat.g_01875	Syan.g_01684
OG0001001	Prat.g_01879	Syan.g_01690
OG0001002	Prat.g_01884	Syan.g_01697
OG0001003	Prat.g_01885	Syan.g_01699
OG0001004	Prat.g_01886	Syan.g_01700
OG0001005	Prat.g_01887	Syan.g_01701
OG0001006	Prat.g_01891	Syan.g_01794
OG0001007	Prat.g_01893	Syan.g_01796
OG0001008	Prat.g_00397	Syan.g_02397
OG0001009	Prat.g_00028	Syan.g_01748
OG0001010	Prat.g_00029	Syan.g_01747
OG0001011	Prat.g_00031	Syan.g_01745
OG0001012	Prat.g_00046	Syan.g_00281
OG0001013	Prat.g_00053	Syan.g_01542
OG0001014	Prat.g_00056	Syan.g_01535
OG0001015	Prat.g_00057	Syan.g_01534
OG0001016	Prat.g_00070	Syan.g_02912
OG0001017	Prat.g_00074	Syan.g_02918
OG0001018	Prat.g_00076	Syan.g_02920
OG0001019	Prat.g_00087	Syan.g_02947
OG0001020	Prat.g_00088	Syan.g_02951
OG0001021	Prat.g_00089	Syan.g_02958
OG0001022	Prat.g_00091	Syan.g_02964
OG0001023	Prat.g_00092	Syan.g_02965
OG0001024	Prat.g_00095	Syan.g_00968
OG0001025	Prat.g_00102	Syan.g_02971
OG0001026	Prat.g_00110	Syan.g_02984
OG0001027	Prat.g_00111	Syan.g_02308
OG0001028	Prat.g_00113	Syan.g_02305
OG0001029	Prat.g_00114	Syan.g_02303
OG0001030	Prat.g_00130	Syan.g_02281
OG0001031	Prat.g_00188	Syan.g_03060
OG0001032	Prat.g_00189	Syan.g_03063
OG0001033	Prat.g_00210	Syan.g_00970
OG0001034	Prat.g_00241	Syan.g_02425
OG0001035	Prat.g_00261	Syan.g_02062
OG0001036	Prat.g_00266	Syan.g_02056
OG0001037	Prat.g_00267	Syan.g_02054
OG0001038	Prat.g_00285	Syan.g_02025
OG0001039	Prat.g_00288	Syan.g_02022
OG0001040	Prat.g_00291	Syan.g_02019
OG0001041	Prat.g_00295	Syan.g_02015
OG0001042	Prat.g_00312	Syan.g_01992
OG0001043	Prat.g_00313	Syan.g_01988
OG0001044	Prat.g_00347	Syan.g_02145
OG0001045	Prat.g_00356	Syan.g_02132
OG0001046	Prat.g_01469	Syan.g_00591
OG0001047	Prat.g_00399	Syan.g_02399
OG0001048	Prat.g_00400	Syan.g_02400
OG0001049	Prat.g_00403	Syan.g_01340
OG0001050	Prat.g_00404	Syan.g_01339
OG0001051	Prat.g_00405	Syan.g_01338
OG0001052	Prat.g_00430	Syan.g_02850
OG0001053	Prat.g_00443	Syan.g_02761
OG0001054	Prat.g_00459	Syan.g_02742
OG0001055	Prat.g_00480	Syan.g_02721
OG0001056	Prat.g_00498	Syan.g_01161
OG0001057	Prat.g_00502	Syan.g_00832
OG0001058	Prat.g_00510	Syan.g_00851
OG0001059	Prat.g_00515	Syan.g_00855
OG0001060	Prat.g_00522	Syan.g_00861
OG0001061	Prat.g_00538	Syan.g_00880
OG0001063	Prat.g_00542	Syan.g_00945
OG0001064	Prat.g_00543	Syan.g_00946
OG0001065	Prat.g_00544	Syan.g_00947
OG0001066	Prat.g_00545	Syan.g_00948
OG0001067	Prat.g_00546	Syan.g_00949
OG0001068	Prat.g_00547	Syan.g_00950
OG0001069	Prat.g_00548	Syan.g_00951
OG0001070	Prat.g_00550	Syan.g_00955
OG0001071	Prat.g_00551	Syan.g_00956
OG0001072	Prat.g_00552	Syan.g_00960
OG0001073	Prat.g_00566	Syan.g_01012
OG0001074	Prat.g_00579	Syan.g_00202
OG0001075	Prat.g_00580	Syan.g_00200
OG0001076	Prat.g_00587	Syan.g_00012
OG0001077	Prat.g_00592	Syan.g_01140
OG0001078	Prat.g_01089	Syan.g_00815
OG0001079	Prat.g_01077	Syan.g_00799
OG0001080	Prat.g_01071	Syan.g_00781
OG0001081	Prat.g_01069	Syan.g_00779
OG0001082	Prat.g_01068	Syan.g_00778
OG0001083	Prat.g_01063	Syan.g_00771
OG0001084	Prat.g_01062	Syan.g_00770
OG0001086	Prat.g_00745	Syan.g_00757
OG0001087	Prat.g_00762	Syan.g_01159
OG0001088	Prat.g_00763	Syan.g_02688
OG0001089	Prat.g_00774	Syan.g_00185
OG0001090	Prat.g_00789	Syan.g_00317
OG0001091	Prat.g_00791	Syan.g_00320
OG0001092	Prat.g_00792	Syan.g_00322
OG0001093	Prat.g_00800	Syan.g_00328
OG0001094	Prat.g_01043	Syan.g_00696
OG0001095	Prat.g_01024	Syan.g_00675
OG0001096	Prat.g_01010	Syan.g_00659
OG0001097	Prat.g_00993	Syan.g_00386
OG0001099	Prat.g_00699	Syan.g_02304
OG0001100	Prat.g_00707	Syan.g_00749
OG0001101	Prat.g_00709	Syan.g_00747
OG0001102	Prat.g_00712	Syan.g_00744
OG0001103	Prat.g_00715	Syan.g_00742
OG0001104	Prat.g_00739	Syan.g_00714
OG0001106	Prat.g_00884	Syan.g_00551
OG0001107	Prat.g_00894	Syan.g_00563
OG0001108	Prat.g_00898	Syan.g_00571
OG0001109	Prat.g_00899	Syan.g_00573
OG0001110	Prat.g_00901	Syan.g_00575
OG0001111	Prat.g_00902	Syan.g_00577
OG0001112	Prat.g_00903	Syan.g_00579
OG0001113	Prat.g_00904	Syan.g_00580
OG0001114	Prat.g_00905	Syan.g_00581
OG0001115	Prat.g_00907	Syan.g_00586
OG0001116	Prat.g_00908	Syan.g_00588
OG0001117	Prat.g_00909	Syan.g_00589
OG0001118	Prat.g_00910	Syan.g_00590
OG0001119	Prat.g_00911	Syan.g_00592
OG0001120	Prat.g_00913	Syan.g_00597
OG0001122	Prat.g_00932	Syan.g_00366
OG0001123	Prat.g_00937	Syan.g_00359
OG0001124	Prat.g_00939	Syan.g_00357
OG0001125	Prat.g_00941	Syan.g_00355
OG0001126	Prat.g_00955	Syan.g_00307
OG0001127	Prat.g_00956	Syan.g_00306
OG0001128	Prat.g_00957	Syan.g_00303
OG0001129	Prat.g_00958	Syan.g_00301
OG0001130	Prat.g_00959	Syan.g_00300
OG0001131	Prat.g_01204	Syan.g_00079
OG0001132	Prat.g_01479	Syan.g_00100
OG0001133	Prat.g_01211	Syan.g_00006
OG0001134	Prat.g_01495, Prat.g_01561	Syan.g_01146
OG0001135	Prat.g_01557	Syan.g_01150
OG0001136	Prat.g_01158	Syan.g_02699
OG0001137	Prat.g_01147	Syan.g_02670
OG0001138	Prat.g_01126	Syan.g_02638
OG0001139	Prat.g_01124	Syan.g_02636
OG0001141	Prat.g_01123	Syan.g_02625
OG0001142	Prat.g_01122	Syan.g_02624
OG0001143	Prat.g_01115	Syan.g_02616
OG0001144	Prat.g_01110	Syan.g_02596
OG0001145	Prat.g_01241	Syan.g_01200
OG0001146	Prat.g_01253	Syan.g_01219
OG0001147	Prat.g_01287	Syan.g_02842
OG0001148	Prat.g_01293	Syan.g_02775
OG0001149	Prat.g_01294	Syan.g_02776
OG0001150	Prat.g_01295	Syan.g_02777
OG0001151	Prat.g_01306	Syan.g_02884
OG0001152	Prat.g_01307	Syan.g_02885
OG0001153	Prat.g_01387	Syan.g_02828
OG0001154	Prat.g_01388	Syan.g_02829
OG0001156	Prat.g_01410	Syan.g_02404
OG0001157	Prat.g_01411	Syan.g_02403
OG0001158	Prat.g_01412	Syan.g_02402
OG0001159	Prat.g_01413	Syan.g_02401
OG0001160	Prat.g_01439	Syan.g_01377
OG0001161	Prat.g_01502	Syan.g_01594
OG0001162	Prat.g_01500	Syan.g_02943
OG0001163	Prat.g_01583	Syan.g_01385
OG0001164	Prat.g_01587	Syan.g_01392
OG0001165	Prat.g_01590	Syan.g_01397
OG0001166	Prat.g_01610	Syan.g_01430
OG0001167	Prat.g_01628	Syan.g_00992
OG0001168	Prat.g_01630	Syan.g_01456
OG0001169	Prat.g_01632	Syan.g_01458
OG0001170	Prat.g_01634	Syan.g_01460
OG0001171	Prat.g_01645	Syan.g_01470
OG0001172	Prat.g_01660	Syan.g_02110
OG0001173	Prat.g_01661	Syan.g_02111
OG0001174	Prat.g_01669	Syan.g_02119
OG0001175	Prat.g_01670	Syan.g_02120
