Orthogroup	Prat	Syaa
OG0000564	Prat.g_00520	Syaa.g_01942
OG0000565	Prat.g_00523	Syaa.g_01939
OG0000566	Prat.g_00527	Syaa.g_01935
OG0000567	Prat.g_00531	Syaa.g_01931
OG0000568	Prat.g_00532	Syaa.g_01928
OG0000569	Prat.g_00533	Syaa.g_01925
OG0000570	Prat.g_00534	Syaa.g_01924
OG0000571	Prat.g_00537	Syaa.g_01920
OG0000572	Prat.g_00549	Syaa.g_01904
OG0000573	Prat.g_00554	Syaa.g_01896
OG0000574	Prat.g_00555	Syaa.g_01895
OG0000575	Prat.g_00559	Syaa.g_01891
OG0000576	Prat.g_00561	Syaa.g_01889
OG0000577	Prat.g_00562	Syaa.g_01888
OG0000578	Prat.g_00563	Syaa.g_01887
OG0000579	Prat.g_00564	Syaa.g_01886
OG0000580	Prat.g_00565	Syaa.g_01885
OG0000581	Prat.g_00568	Syaa.g_01879
OG0000582	Prat.g_00571	Syaa.g_01687
OG0000583	Prat.g_00572	Syaa.g_01686
OG0000584	Prat.g_00573	Syaa.g_01685
OG0000585	Prat.g_00575	Syaa.g_01683
OG0000586	Prat.g_00576	Syaa.g_01682
OG0000587	Prat.g_00577	Syaa.g_01680
OG0000588	Prat.g_00582	Syaa.g_01666
OG0000589	Prat.g_00584	Syaa.g_01662
OG0000590	Prat.g_00585	Syaa.g_01661
OG0000591	Prat.g_00589	Syaa.g_01653
OG0000592	Prat.g_00590	Syaa.g_01652
OG0000593	Prat.g_01094	Syaa.g_01638
OG0000594	Prat.g_01093	Syaa.g_01637
OG0000595	Prat.g_01091	Syaa.g_01636
OG0000596	Prat.g_01087	Syaa.g_01630
OG0000597	Prat.g_01084	Syaa.g_01627
OG0000598	Prat.g_01083	Syaa.g_01626
OG0000599	Prat.g_01080	Syaa.g_01623
OG0000600	Prat.g_01079	Syaa.g_01622
OG0000601	Prat.g_01078	Syaa.g_01621
OG0000602	Prat.g_01076	Syaa.g_01616
OG0000603	Prat.g_01075	Syaa.g_01615
OG0000604	Prat.g_01074	Syaa.g_01612
OG0000605	Prat.g_01073	Syaa.g_01447
OG0000606	Prat.g_01070	Syaa.g_01055
OG0000607	Prat.g_01067	Syaa.g_01058
OG0000608	Prat.g_01066	Syaa.g_01059
OG0000609	Prat.g_01065	Syaa.g_01061
OG0000610	Prat.g_01059	Syaa.g_01068
OG0000611	Prat.g_01056	Syaa.g_01071
OG0000612	Prat.g_01055	Syaa.g_01072
OG0000613	Prat.g_00747	Syaa.g_00199
OG0000614	Prat.g_00767	Syaa.g_00906
OG0000615	Prat.g_00777	Syaa.g_01113
OG0000616	Prat.g_01882	Syaa.g_02742
OG0000617	Prat.g_00797	Syaa.g_01244
OG0000618	Prat.g_00798	Syaa.g_01245
OG0000619	Prat.g_00799	Syaa.g_01246
OG0000620	Prat.g_00802	Syaa.g_01259
OG0000621	Prat.g_00803	Syaa.g_01260
OG0000622	Prat.g_00804	Syaa.g_01261
OG0000623	Prat.g_00805	Syaa.g_01262
OG0000624	Prat.g_00807	Syaa.g_01264
OG0000625	Prat.g_00808	Syaa.g_01265
OG0000626	Prat.g_00809	Syaa.g_01266
OG0000627	Prat.g_00811	Syaa.g_01414
OG0000628	Prat.g_00812	Syaa.g_01413
OG0000629	Prat.g_00813	Syaa.g_01410
OG0000630	Prat.g_00816	Syaa.g_01406
OG0000631	Prat.g_00865	Syaa.g_01400
OG0000632	Prat.g_00866	Syaa.g_01399
OG0000633	Prat.g_00867	Syaa.g_01397
OG0000634	Prat.g_01041	Syaa.g_01150
OG0000635	Prat.g_01040	Syaa.g_01151
OG0000636	Prat.g_01038	Syaa.g_01153
OG0000637	Prat.g_01036	Syaa.g_01155
OG0000638	Prat.g_01035	Syaa.g_01156
OG0000639	Prat.g_01034	Syaa.g_01157
OG0000640	Prat.g_01033	Syaa.g_01158
OG0000641	Prat.g_01029	Syaa.g_01162
OG0000642	Prat.g_01028	Syaa.g_01163
OG0000643	Prat.g_01027	Syaa.g_01165
OG0000644	Prat.g_01026	Syaa.g_01166
OG0000645	Prat.g_01025	Syaa.g_01184
OG0000646	Prat.g_01023	Syaa.g_01187
OG0000647	Prat.g_01021	Syaa.g_01189
OG0000648	Prat.g_01019	Syaa.g_01191
OG0000649	Prat.g_01018	Syaa.g_01192
OG0000650	Prat.g_01017	Syaa.g_01193
OG0000651	Prat.g_01016	Syaa.g_01194
OG0000652	Prat.g_01015	Syaa.g_01195
OG0000653	Prat.g_01013	Syaa.g_01197
OG0000654	Prat.g_01012	Syaa.g_01198
OG0000655	Prat.g_01011	Syaa.g_01199
OG0000656	Prat.g_01008	Syaa.g_01202
OG0000657	Prat.g_01002	Syaa.g_00838
OG0000658	Prat.g_01001	Syaa.g_00836
OG0000659	Prat.g_01000	Syaa.g_00835
OG0000660	Prat.g_00996	Syaa.g_00831
OG0000661	Prat.g_00994	Syaa.g_00829
OG0000662	Prat.g_00992	Syaa.g_00827
OG0000663	Prat.g_00990	Syaa.g_00824
OG0000664	Prat.g_00989	Syaa.g_00823
OG0000665	Prat.g_00983	Syaa.g_01442
OG0000666	Prat.g_00982	Syaa.g_01448
OG0000668	Prat.g_00694	Syaa.g_01300
OG0000669	Prat.g_00705	Syaa.g_01084
OG0000670	Prat.g_00708	Syaa.g_01087
OG0000671	Prat.g_00710	Syaa.g_01089
OG0000672	Prat.g_00713	Syaa.g_01092
OG0000673	Prat.g_00717	Syaa.g_01095
OG0000674	Prat.g_00719	Syaa.g_01097
OG0000675	Prat.g_00720	Syaa.g_01098
OG0000676	Prat.g_00722	Syaa.g_01100
OG0000677	Prat.g_00723	Syaa.g_01101
OG0000678	Prat.g_00725	Syaa.g_01106
OG0000679	Prat.g_00730	Syaa.g_01116
OG0000680	Prat.g_00731	Syaa.g_01117
OG0000681	Prat.g_00734	Syaa.g_01120
OG0000682	Prat.g_00735	Syaa.g_01121
OG0000683	Prat.g_00736	Syaa.g_01122
OG0000684	Prat.g_00738	Syaa.g_01132
OG0000685	Prat.g_00740	Syaa.g_01134
OG0000686	Prat.g_00741	Syaa.g_01135
OG0000687	Prat.g_00742	Syaa.g_01136
OG0000688	Prat.g_01051	Syaa.g_01140
OG0000689	Prat.g_01050	Syaa.g_01142
OG0000690	Prat.g_01049	Syaa.g_01143
OG0000691	Prat.g_01048	Syaa.g_01144
OG0000692	Prat.g_01046	Syaa.g_01145
OG0000693	Prat.g_01045	Syaa.g_01146
OG0000694	Prat.g_01044	Syaa.g_01147
OG0000695	Prat.g_00869	Syaa.g_01395
OG0000696	Prat.g_00870	Syaa.g_01394
OG0000697	Prat.g_00871	Syaa.g_01392
OG0000698	Prat.g_00874	Syaa.g_01389
OG0000699	Prat.g_00876	Syaa.g_01387
OG0000700	Prat.g_00877	Syaa.g_01386
OG0000701	Prat.g_00878	Syaa.g_01385
OG0000702	Prat.g_00880	Syaa.g_01376
OG0000703	Prat.g_00881	Syaa.g_01375
OG0000704	Prat.g_00883	Syaa.g_01373
OG0000705	Prat.g_00889	Syaa.g_01365
OG0000706	Prat.g_00890	Syaa.g_01364
OG0000707	Prat.g_00891	Syaa.g_01363
OG0000708	Prat.g_00893	Syaa.g_01360
OG0000709	Prat.g_00897	Syaa.g_01351
OG0000710	Prat.g_00900	Syaa.g_01348
OG0000711	Prat.g_00916	Syaa.g_01320
OG0000712	Prat.g_00917	Syaa.g_01318
OG0000713	Prat.g_00918	Syaa.g_01317
OG0000714	Prat.g_00919	Syaa.g_01315
OG0000715	Prat.g_00921	Syaa.g_01313
OG0000716	Prat.g_00923	Syaa.g_01309
OG0000717	Prat.g_00924	Syaa.g_01308
OG0000718	Prat.g_00929	Syaa.g_01304
OG0000719	Prat.g_00931	Syaa.g_01302
OG0000720	Prat.g_00942	Syaa.g_01289
OG0000721	Prat.g_00946	Syaa.g_01287
OG0000722	Prat.g_00947	Syaa.g_01286
OG0000723	Prat.g_00951	Syaa.g_01268
OG0000724	Prat.g_00960	Syaa.g_00872
OG0000725	Prat.g_00966	Syaa.g_00882
OG0000726	Prat.g_00967	Syaa.g_00883
OG0000727	Prat.g_00968	Syaa.g_00884
OG0000728	Prat.g_00970	Syaa.g_00886
OG0000729	Prat.g_01214	Syaa.g_00100
OG0000730	Prat.g_01199	Syaa.g_02185
OG0000731	Prat.g_00354	Syaa.g_02173
OG0000732	Prat.g_01831	Syaa.g_00054
OG0000733	Prat.g_01560	Syaa.g_02621
OG0000734	Prat.g_01171	Syaa.g_02388
OG0000735	Prat.g_01169	Syaa.g_00754
OG0000736	Prat.g_01168	Syaa.g_00755
OG0000737	Prat.g_01167	Syaa.g_00756
OG0000738	Prat.g_01163	Syaa.g_00761
OG0000739	Prat.g_01162	Syaa.g_00762
OG0000740	Prat.g_01161	Syaa.g_00763
OG0000741	Prat.g_01159	Syaa.g_00766
OG0000742	Prat.g_01157	Syaa.g_00769
OG0000743	Prat.g_01155	Syaa.g_00771
OG0000744	Prat.g_01154	Syaa.g_00772
OG0000745	Prat.g_01153	Syaa.g_00774
OG0000746	Prat.g_01151	Syaa.g_00776
OG0000747	Prat.g_01150	Syaa.g_00777
OG0000748	Prat.g_01146	Syaa.g_00787
OG0000749	Prat.g_01145	Syaa.g_00789
OG0000750	Prat.g_01144	Syaa.g_00790
OG0000751	Prat.g_01141	Syaa.g_00797
OG0000752	Prat.g_01139	Syaa.g_00799
OG0000753	Prat.g_01136	Syaa.g_00802
OG0000754	Prat.g_01134	Syaa.g_01025
OG0000755	Prat.g_01128	Syaa.g_01005
OG0000756	Prat.g_01127	Syaa.g_01004
OG0000757	Prat.g_01121	Syaa.g_00996
OG0000758	Prat.g_01120	Syaa.g_00995
OG0000759	Prat.g_01119	Syaa.g_00994
OG0000760	Prat.g_01118	Syaa.g_00993
OG0000761	Prat.g_01117	Syaa.g_00992
OG0000762	Prat.g_01116	Syaa.g_00988
OG0000763	Prat.g_01114	Syaa.g_00986
OG0000764	Prat.g_01113	Syaa.g_00985
OG0000765	Prat.g_01104	Syaa.g_00968
OG0000766	Prat.g_01103	Syaa.g_00967
OG0000767	Prat.g_01101	Syaa.g_00965
OG0000768	Prat.g_01100	Syaa.g_00964
OG0000769	Prat.g_01098	Syaa.g_00962
OG0000770	Prat.g_00594	Syaa.g_00959
OG0000771	Prat.g_01509	Syaa.g_00866
OG0000772	Prat.g_00626	Syaa.g_01526
OG0000773	Prat.g_01240	Syaa.g_00749
OG0000774	Prat.g_01242	Syaa.g_00745
OG0000775	Prat.g_01244	Syaa.g_00742
OG0000776	Prat.g_01245	Syaa.g_00741
OG0000777	Prat.g_01246	Syaa.g_00740
OG0000778	Prat.g_01247	Syaa.g_00739
OG0000779	Prat.g_01251	Syaa.g_00733
OG0000780	Prat.g_01252	Syaa.g_00730
OG0000781	Prat.g_01255	Syaa.g_00726
OG0000782	Prat.g_01256	Syaa.g_00725
OG0000783	Prat.g_01257	Syaa.g_00724
OG0000784	Prat.g_01258	Syaa.g_00723
OG0000785	Prat.g_01260	Syaa.g_00721
OG0000786	Prat.g_01263	Syaa.g_01875
OG0000787	Prat.g_01264	Syaa.g_01876
OG0000788	Prat.g_01471	Syaa.g_01620
OG0000789	Prat.g_01455	Syaa.g_01434
OG0000790	Prat.g_01296	Syaa.g_02064
OG0000791	Prat.g_01298	Syaa.g_02066
OG0000792	Prat.g_01299	Syaa.g_02067
OG0000793	Prat.g_01302	Syaa.g_02072
OG0000794	Prat.g_01303	Syaa.g_02073
OG0000795	Prat.g_01304	Syaa.g_02074
OG0000796	Prat.g_01308	Syaa.g_02078
OG0000797	Prat.g_01309	Syaa.g_02079
OG0000799	Prat.g_01333	Syaa.g_01743
OG0000800	Prat.g_01334	Syaa.g_01747
OG0000801	Prat.g_01335	Syaa.g_01748
OG0000802	Prat.g_01337	Syaa.g_01753
OG0000803	Prat.g_01339	Syaa.g_01758
OG0000804	Prat.g_01340	Syaa.g_01761
OG0000805	Prat.g_01342	Syaa.g_01763
OG0000806	Prat.g_01344	Syaa.g_01765
OG0000807	Prat.g_01345	Syaa.g_01767
OG0000808	Prat.g_01346	Syaa.g_01768
OG0000809	Prat.g_01350	Syaa.g_01771
OG0000810	Prat.g_01351	Syaa.g_01772
OG0000811	Prat.g_01356	Syaa.g_01778
OG0000812	Prat.g_01358	Syaa.g_01780
OG0000813	Prat.g_01359	Syaa.g_01781
OG0000814	Prat.g_01361	Syaa.g_01783
OG0000815	Prat.g_01362	Syaa.g_01784
OG0000816	Prat.g_01364	Syaa.g_01785
OG0000817	Prat.g_01365	Syaa.g_01786
OG0000818	Prat.g_01370	Syaa.g_01792
OG0000819	Prat.g_01371	Syaa.g_01793
OG0000820	Prat.g_01372	Syaa.g_01794
OG0000821	Prat.g_01378	Syaa.g_01800
OG0000822	Prat.g_01379	Syaa.g_01802
OG0000823	Prat.g_01380	Syaa.g_01803
OG0000824	Prat.g_01383	Syaa.g_01807
OG0000825	Prat.g_01384	Syaa.g_01808
OG0000826	Prat.g_01385	Syaa.g_01809
OG0000827	Prat.g_01386	Syaa.g_01810
OG0000828	Prat.g_01389	Syaa.g_01813
OG0000829	Prat.g_01390	Syaa.g_01814
OG0000830	Prat.g_01391	Syaa.g_01815
OG0000831	Prat.g_01393	Syaa.g_01817
OG0000832	Prat.g_01405	Syaa.g_00627
OG0000833	Prat.g_01414	Syaa.g_00611
OG0000834	Prat.g_01415	Syaa.g_00608
OG0000835	Prat.g_01416	Syaa.g_00607
OG0000836	Prat.g_01417	Syaa.g_00603
OG0000837	Prat.g_01418	Syaa.g_00601
OG0000838	Prat.g_01421	Syaa.g_00597
OG0000839	Prat.g_01422	Syaa.g_00596
OG0000840	Prat.g_01423	Syaa.g_00595
OG0000841	Prat.g_01424	Syaa.g_00594
OG0000842	Prat.g_01425	Syaa.g_00593
OG0000843	Prat.g_01426	Syaa.g_00592
OG0000844	Prat.g_01427	Syaa.g_00590
OG0000845	Prat.g_01428	Syaa.g_00589
OG0000846	Prat.g_01429	Syaa.g_00588
OG0000847	Prat.g_01430	Syaa.g_00587
OG0000848	Prat.g_01431	Syaa.g_00585
OG0000849	Prat.g_01432	Syaa.g_00584
OG0000850	Prat.g_01434	Syaa.g_00582
OG0000851	Prat.g_01435	Syaa.g_00577
OG0000852	Prat.g_01436	Syaa.g_00576
OG0000853	Prat.g_01441	Syaa.g_00572
OG0000854	Prat.g_01443	Syaa.g_00570
OG0000855	Prat.g_01444	Syaa.g_00569
OG0000856	Prat.g_01457	Syaa.g_01650
OG0000857	Prat.g_01022	Syaa.g_01188
OG0000858	Prat.g_01585	Syaa.g_00563
OG0000859	Prat.g_01586	Syaa.g_00562
OG0000860	Prat.g_01594	Syaa.g_00549
OG0000861	Prat.g_01595	Syaa.g_00548
OG0000862	Prat.g_01596	Syaa.g_00547
OG0000863	Prat.g_01598	Syaa.g_00543
OG0000864	Prat.g_01599	Syaa.g_00542
OG0000865	Prat.g_01600	Syaa.g_00541
OG0000866	Prat.g_01601	Syaa.g_00540
OG0000867	Prat.g_01602	Syaa.g_00539
OG0000868	Prat.g_01603	Syaa.g_00536
OG0000869	Prat.g_01606	Syaa.g_00531
OG0000870	Prat.g_01611	Syaa.g_00526
OG0000871	Prat.g_01612	Syaa.g_00525
OG0000872	Prat.g_01613	Syaa.g_00511
OG0000873	Prat.g_01616	Syaa.g_00497
OG0000874	Prat.g_01619	Syaa.g_00519
OG0000875	Prat.g_01621	Syaa.g_00438
OG0000876	Prat.g_01622	Syaa.g_00682
OG0000877	Prat.g_01624	Syaa.g_00679
OG0000878	Prat.g_01625	Syaa.g_00678
OG0000879	Prat.g_01626	Syaa.g_00677
OG0000880	Prat.g_01627	Syaa.g_00676
OG0000881	Prat.g_01631	Syaa.g_00671
OG0000882	Prat.g_01636	Syaa.g_00666
OG0000883	Prat.g_01639	Syaa.g_00661
OG0000884	Prat.g_01641	Syaa.g_00659
OG0000885	Prat.g_01642	Syaa.g_00658
OG0000886	Prat.g_01643	Syaa.g_00657
OG0000887	Prat.g_01644	Syaa.g_00656
OG0000888	Prat.g_01646	Syaa.g_00654
OG0000889	Prat.g_01648	Syaa.g_00652
OG0000890	Prat.g_01649	Syaa.g_00644
OG0000891	Prat.g_01650	Syaa.g_00643
OG0000892	Prat.g_01652	Syaa.g_00640
OG0000893	Prat.g_01655	Syaa.g_02352
OG0000894	Prat.g_01658	Syaa.g_02349
OG0000895	Prat.g_01662	Syaa.g_02345
OG0000896	Prat.g_01663	Syaa.g_02344
OG0000897	Prat.g_01665	Syaa.g_02342
OG0000898	Prat.g_01666	Syaa.g_02341
OG0000899	Prat.g_01667	Syaa.g_02340
OG0000900	Prat.g_01668	Syaa.g_02339
OG0000901	Prat.g_01671	Syaa.g_02334
OG0000902	Prat.g_01673	Syaa.g_02332
OG0000903	Prat.g_01677	Syaa.g_02313
OG0000904	Prat.g_01682	Syaa.g_02318
OG0000905	Prat.g_01675	Syaa.g_02324
OG0000906	Prat.g_01674	Syaa.g_02327
OG0000907	Prat.g_01684	Syaa.g_02295
OG0000908	Prat.g_01687	Syaa.g_02292
OG0000909	Prat.g_01688	Syaa.g_02291
OG0000910	Prat.g_01689	Syaa.g_02290
OG0000911	Prat.g_01691	Syaa.g_02288
OG0000912	Prat.g_01692	Syaa.g_02287
OG0000913	Prat.g_01693	Syaa.g_02286
OG0000914	Prat.g_01694	Syaa.g_02285
OG0000915	Prat.g_01695	Syaa.g_02283
OG0000916	Prat.g_01696	Syaa.g_02282
OG0000917	Prat.g_01697	Syaa.g_02281
OG0000918	Prat.g_01698	Syaa.g_02280
OG0000919	Prat.g_01699	Syaa.g_02279
OG0000920	Prat.g_01700	Syaa.g_02278
OG0000921	Prat.g_01701	Syaa.g_02277
OG0000922	Prat.g_01702	Syaa.g_02276
OG0000923	Prat.g_01706	Syaa.g_02272
OG0000924	Prat.g_01707	Syaa.g_02271
OG0000925	Prat.g_01708	Syaa.g_02270
OG0000926	Prat.g_01709	Syaa.g_02269
OG0000927	Prat.g_01711	Syaa.g_02267
OG0000928	Prat.g_01712	Syaa.g_02266
OG0000929	Prat.g_01713	Syaa.g_02265
OG0000930	Prat.g_01714	Syaa.g_02264
OG0000931	Prat.g_01715	Syaa.g_02263
OG0000932	Prat.g_01327	Syaa.g_02262
OG0000933	Prat.g_01719	Syaa.g_02256
OG0000934	Prat.g_01721	Syaa.g_02254
OG0000935	Prat.g_01722	Syaa.g_02253
OG0000936	Prat.g_01723	Syaa.g_02252
OG0000937	Prat.g_01724	Syaa.g_02251
OG0000938	Prat.g_01727	Syaa.g_02248
OG0000939	Prat.g_01728	Syaa.g_02247
OG0000940	Prat.g_01735	Syaa.g_02240
OG0000941	Prat.g_01737	Syaa.g_02238
OG0000942	Prat.g_01739	Syaa.g_02236
OG0000943	Prat.g_01740	Syaa.g_02235
OG0000944	Prat.g_01742	Syaa.g_02233
OG0000945	Prat.g_01744	Syaa.g_02231
OG0000946	Prat.g_01748	Syaa.g_02225
OG0000947	Prat.g_01750	Syaa.g_02222
OG0000948	Prat.g_01751	Syaa.g_02221
OG0000949	Prat.g_01754	Syaa.g_00172
OG0000950	Prat.g_01760	Syaa.g_00159
OG0000951	Prat.g_01764	Syaa.g_00153
OG0000952	Prat.g_01768	Syaa.g_00149
OG0000953	Prat.g_01772	Syaa.g_00143
OG0000954	Prat.g_01777	Syaa.g_00138
OG0000955	Prat.g_01778	Syaa.g_00137
OG0000956	Prat.g_01780	Syaa.g_00135
OG0000957	Prat.g_01786	Syaa.g_00125
OG0000958	Prat.g_01787	Syaa.g_00124
OG0000959	Prat.g_01791	Syaa.g_00120
OG0000960	Prat.g_01792	Syaa.g_00119
OG0000961	Prat.g_01795	Syaa.g_00106
OG0000962	Prat.g_01797	Syaa.g_00102
OG0000963	Prat.g_01801	Syaa.g_00097
OG0000964	Prat.g_01802	Syaa.g_00096
OG0000965	Prat.g_01803	Syaa.g_00095
OG0000966	Prat.g_01809	Syaa.g_00083
OG0000967	Prat.g_01813	Syaa.g_00074
OG0000968	Prat.g_01815	Syaa.g_00078
OG0000969	Prat.g_01816	Syaa.g_00077
OG0000970	Prat.g_01817	Syaa.g_00076
OG0000971	Prat.g_01818	Syaa.g_00069
OG0000972	Prat.g_01819	Syaa.g_00068
OG0000973	Prat.g_01820	Syaa.g_00067
OG0000974	Prat.g_01821	Syaa.g_00066
OG0000975	Prat.g_01822	Syaa.g_00065
OG0000976	Prat.g_01823	Syaa.g_00064
OG0000977	Prat.g_01824	Syaa.g_00062
OG0000978	Prat.g_01825	Syaa.g_00061
OG0000979	Prat.g_01828	Syaa.g_00058
OG0000980	Prat.g_01830	Syaa.g_00055
OG0000981	Prat.g_01833	Syaa.g_00052
OG0000982	Prat.g_01835	Syaa.g_02593
OG0000983	Prat.g_01836	Syaa.g_02594
OG0000984	Prat.g_01837	Syaa.g_02595
OG0000985	Prat.g_01840	Syaa.g_02597
OG0000986	Prat.g_01842	Syaa.g_02601
OG0000987	Prat.g_01843	Syaa.g_02603
OG0000988	Prat.g_01846	Syaa.g_02608
OG0000989	Prat.g_01850	Syaa.g_02616
OG0000990	Prat.g_01856	Syaa.g_02647
OG0000991	Prat.g_01857	Syaa.g_02650
OG0000992	Prat.g_01860	Syaa.g_02653
OG0000993	Prat.g_01861	Syaa.g_02654
OG0000994	Prat.g_01862	Syaa.g_02657
OG0000995	Prat.g_01866	Syaa.g_02662
OG0000996	Prat.g_01867	Syaa.g_02705
OG0000997	Prat.g_01869	Syaa.g_02725
OG0000998	Prat.g_01871	Syaa.g_02727
OG0000999	Prat.g_01872	Syaa.g_02728
OG0001000	Prat.g_01875	Syaa.g_02732
OG0001001	Prat.g_01879	Syaa.g_02738
OG0001002	Prat.g_01884	Syaa.g_02745
OG0001003	Prat.g_01885	Syaa.g_02747
OG0001004	Prat.g_01886	Syaa.g_02748
OG0001005	Prat.g_01887	Syaa.g_02749
OG0001006	Prat.g_01891	Syaa.g_02756
OG0001007	Prat.g_01893	Syaa.g_02758
OG0001008	Prat.g_00397	Syaa.g_00704
OG0001009	Prat.g_00028	Syaa.g_00034
OG0001010	Prat.g_00029	Syaa.g_00035
OG0001011	Prat.g_00031	Syaa.g_00037
OG0001012	Prat.g_00046	Syaa.g_02589
OG0001013	Prat.g_00053	Syaa.g_02576
OG0001014	Prat.g_00056	Syaa.g_02572
OG0001015	Prat.g_00057	Syaa.g_02571
OG0001016	Prat.g_00070	Syaa.g_00348
OG0001017	Prat.g_00074	Syaa.g_00342
OG0001018	Prat.g_00076	Syaa.g_00340
OG0001019	Prat.g_00087	Syaa.g_00323
OG0001020	Prat.g_00088	Syaa.g_02355
OG0001021	Prat.g_00089	Syaa.g_02359
OG0001022	Prat.g_00091	Syaa.g_02365
OG0001023	Prat.g_00092	Syaa.g_02366
OG0001024	Prat.g_00095	Syaa.g_02370
OG0001025	Prat.g_00102	Syaa.g_02377
OG0001026	Prat.g_00110	Syaa.g_02390
OG0001027	Prat.g_00111	Syaa.g_02397
OG0001028	Prat.g_00113	Syaa.g_02399
OG0001029	Prat.g_00114	Syaa.g_02401
OG0001030	Prat.g_00130	Syaa.g_02422
OG0001031	Prat.g_00188	Syaa.g_02500
OG0001032	Prat.g_00189	Syaa.g_02502
OG0001033	Prat.g_00210	Syaa.g_02539
OG0001034	Prat.g_00241	Syaa.g_02108
OG0001035	Prat.g_00261	Syaa.g_00298
OG0001036	Prat.g_00266	Syaa.g_00293
OG0001037	Prat.g_00267	Syaa.g_00291
OG0001038	Prat.g_00285	Syaa.g_00264
OG0001039	Prat.g_00288	Syaa.g_00261
OG0001040	Prat.g_00291	Syaa.g_00258
OG0001041	Prat.g_00295	Syaa.g_00253
OG0001042	Prat.g_00312	Syaa.g_00227
OG0001043	Prat.g_00313	Syaa.g_00223
OG0001044	Prat.g_00347	Syaa.g_02183
OG0001045	Prat.g_00356	Syaa.g_02170
OG0001046	Prat.g_01469	Syaa.g_01332
OG0001047	Prat.g_00399	Syaa.g_00706
OG0001048	Prat.g_00400	Syaa.g_00707
OG0001049	Prat.g_00403	Syaa.g_00710
OG0001050	Prat.g_00404	Syaa.g_00711
OG0001051	Prat.g_00405	Syaa.g_00712
OG0001052	Prat.g_00430	Syaa.g_01846
OG0001053	Prat.g_00443	Syaa.g_02048
OG0001054	Prat.g_00459	Syaa.g_02031
OG0001055	Prat.g_00480	Syaa.g_02010
OG0001056	Prat.g_00498	Syaa.g_01975
OG0001057	Prat.g_00502	Syaa.g_01966
OG0001058	Prat.g_00510	Syaa.g_01951
OG0001059	Prat.g_00515	Syaa.g_01947
OG0001060	Prat.g_00522	Syaa.g_01941
OG0001061	Prat.g_00538	Syaa.g_01919
OG0001062	Prat.g_00540	Syaa.g_01917
OG0001063	Prat.g_00542	Syaa.g_01912
OG0001064	Prat.g_00543	Syaa.g_01911
OG0001065	Prat.g_00544	Syaa.g_01910
OG0001066	Prat.g_00545	Syaa.g_01909
OG0001067	Prat.g_00546	Syaa.g_01908
OG0001068	Prat.g_00547	Syaa.g_01907
OG0001069	Prat.g_00548	Syaa.g_01906
OG0001070	Prat.g_00550	Syaa.g_01903
OG0001071	Prat.g_00551	Syaa.g_01902
OG0001072	Prat.g_00552	Syaa.g_01898
OG0001073	Prat.g_00566	Syaa.g_01884
OG0001074	Prat.g_00579	Syaa.g_01678
OG0001075	Prat.g_00580	Syaa.g_01676
OG0001076	Prat.g_00587	Syaa.g_01659
OG0001077	Prat.g_00592	Syaa.g_01647
OG0001078	Prat.g_01089	Syaa.g_01632
OG0001079	Prat.g_01077	Syaa.g_01619
OG0001080	Prat.g_01071	Syaa.g_01443
OG0001081	Prat.g_01069	Syaa.g_01056
OG0001082	Prat.g_01068	Syaa.g_01057
OG0001083	Prat.g_01063	Syaa.g_01064
OG0001084	Prat.g_01062	Syaa.g_01065
OG0001085	Prat.g_00744	Syaa.g_01075
OG0001086	Prat.g_00745	Syaa.g_01077
OG0001087	Prat.g_00762	Syaa.g_00920
OG0001088	Prat.g_00763	Syaa.g_00916
OG0001089	Prat.g_00774	Syaa.g_00890
OG0001090	Prat.g_00789	Syaa.g_01237
OG0001091	Prat.g_00791	Syaa.g_01239
OG0001092	Prat.g_00792	Syaa.g_01242
OG0001093	Prat.g_00800	Syaa.g_01248
OG0001094	Prat.g_01043	Syaa.g_01148
OG0001095	Prat.g_01024	Syaa.g_01185
OG0001096	Prat.g_01010	Syaa.g_01200
OG0001097	Prat.g_00993	Syaa.g_00828
OG0001098	Prat.g_00974	Syaa.g_01441
OG0001099	Prat.g_00699	Syaa.g_02400
OG0001100	Prat.g_00707	Syaa.g_01086
OG0001101	Prat.g_00709	Syaa.g_01088
OG0001102	Prat.g_00712	Syaa.g_01091
OG0001103	Prat.g_00715	Syaa.g_01093
OG0001104	Prat.g_00739	Syaa.g_01133
OG0001105	Prat.g_00743	Syaa.g_01137
OG0001106	Prat.g_00884	Syaa.g_01372
OG0001107	Prat.g_00894	Syaa.g_01359
OG0001108	Prat.g_00898	Syaa.g_01350
OG0001109	Prat.g_00899	Syaa.g_01349
OG0001110	Prat.g_00901	Syaa.g_01347
OG0001111	Prat.g_00902	Syaa.g_01345
OG0001112	Prat.g_00903	Syaa.g_01343
OG0001113	Prat.g_00904	Syaa.g_01342
OG0001114	Prat.g_00905	Syaa.g_01341
OG0001115	Prat.g_00907	Syaa.g_01337
OG0001116	Prat.g_00908	Syaa.g_01335
OG0001117	Prat.g_00909	Syaa.g_01334
OG0001118	Prat.g_00910	Syaa.g_01333
OG0001119	Prat.g_00911	Syaa.g_01331
OG0001120	Prat.g_00913	Syaa.g_01328
OG0001122	Prat.g_00932	Syaa.g_01301
OG0001123	Prat.g_00937	Syaa.g_01294
OG0001124	Prat.g_00939	Syaa.g_01292
OG0001125	Prat.g_00941	Syaa.g_01290
