Orthogroup	Prat	Prbl
OG0000570	Prat.g_00534	Prbl.g_01800
OG0000571	Prat.g_00537	Prbl.g_01797
OG0000572	Prat.g_00549	Prbl.g_01781
OG0000573	Prat.g_00554	Prbl.g_01774
OG0000574	Prat.g_00555	Prbl.g_01773
OG0000575	Prat.g_00559	Prbl.g_01764
OG0000576	Prat.g_00561	Prbl.g_01762
OG0000577	Prat.g_00562	Prbl.g_01761
OG0000578	Prat.g_00563	Prbl.g_01760
OG0000579	Prat.g_00564	Prbl.g_01759
OG0000580	Prat.g_00565	Prbl.g_01758
OG0000581	Prat.g_00568	Prbl.g_01754
OG0000582	Prat.g_00571	Prbl.g_01750
OG0000583	Prat.g_00572	Prbl.g_01749
OG0000584	Prat.g_00573	Prbl.g_01748
OG0000585	Prat.g_00575	Prbl.g_01746
OG0000586	Prat.g_00576	Prbl.g_01744
OG0000587	Prat.g_00577	Prbl.g_01742
OG0000588	Prat.g_00582	Prbl.g_01613
OG0000589	Prat.g_00584	Prbl.g_01616
OG0000590	Prat.g_00585	Prbl.g_01617
OG0000591	Prat.g_00589	Prbl.g_01624
OG0000592	Prat.g_00590	Prbl.g_01625
OG0000593	Prat.g_01094	Prbl.g_01635
OG0000594	Prat.g_01093	Prbl.g_01636
OG0000595	Prat.g_01091	Prbl.g_01637
OG0000596	Prat.g_01087	Prbl.g_01642
OG0000597	Prat.g_01084	Prbl.g_01645
OG0000598	Prat.g_01083	Prbl.g_01646
OG0000599	Prat.g_01080	Prbl.g_01656
OG0000600	Prat.g_01079	Prbl.g_01657
OG0000601	Prat.g_01078	Prbl.g_01658
OG0000602	Prat.g_01076	Prbl.g_01662
OG0000603	Prat.g_01075	Prbl.g_01663
OG0000604	Prat.g_01074	Prbl.g_01664
OG0000605	Prat.g_01073	Prbl.g_01043
OG0000606	Prat.g_01070	Prbl.g_01032
OG0000607	Prat.g_01067	Prbl.g_01412
OG0000608	Prat.g_01066	Prbl.g_01411
OG0000609	Prat.g_01065	Prbl.g_01409
OG0000610	Prat.g_01059	Prbl.g_01401
OG0000611	Prat.g_01056	Prbl.g_01398
OG0000612	Prat.g_01055	Prbl.g_01397
OG0000613	Prat.g_00747	Prbl.g_00891
OG0000614	Prat.g_00767	Prbl.g_01872
OG0000615	Prat.g_00777	Prbl.g_02373
OG0000616	Prat.g_01882	Prbl.g_02137
OG0000617	Prat.g_00797	Prbl.g_02561
OG0000618	Prat.g_00798	Prbl.g_02560
OG0000619	Prat.g_00799	Prbl.g_02559
OG0000620	Prat.g_00802	Prbl.g_02555
OG0000621	Prat.g_00803	Prbl.g_02554
OG0000622	Prat.g_00804	Prbl.g_02553
OG0000623	Prat.g_00805	Prbl.g_02552
OG0000624	Prat.g_00807	Prbl.g_02551
OG0000625	Prat.g_00808	Prbl.g_02550
OG0000626	Prat.g_00809	Prbl.g_02549
OG0000627	Prat.g_00811	Prbl.g_02426
OG0000628	Prat.g_00812	Prbl.g_02427
OG0000629	Prat.g_00813	Prbl.g_02430
OG0000630	Prat.g_00816	Prbl.g_02434
OG0000631	Prat.g_00865	Prbl.g_02440
OG0000632	Prat.g_00866	Prbl.g_02441
OG0000633	Prat.g_00867	Prbl.g_02442
OG0000634	Prat.g_01041	Prbl.g_02339
OG0000635	Prat.g_01040	Prbl.g_02338
OG0000636	Prat.g_01038	Prbl.g_02336
OG0000637	Prat.g_01036	Prbl.g_02334
OG0000638	Prat.g_01035	Prbl.g_02333
OG0000639	Prat.g_01034	Prbl.g_02332
OG0000640	Prat.g_01033	Prbl.g_02331
OG0000641	Prat.g_01029	Prbl.g_02327
OG0000642	Prat.g_01028	Prbl.g_02326
OG0000643	Prat.g_01027	Prbl.g_02325
OG0000644	Prat.g_01026	Prbl.g_02324
OG0000645	Prat.g_01025	Prbl.g_02323
OG0000646	Prat.g_01023	Prbl.g_02320
OG0000647	Prat.g_01021	Prbl.g_02317
OG0000648	Prat.g_01019	Prbl.g_02315
OG0000649	Prat.g_01018	Prbl.g_02314
OG0000650	Prat.g_01017	Prbl.g_02313
OG0000651	Prat.g_01016	Prbl.g_02312
OG0000652	Prat.g_01015	Prbl.g_02311
OG0000653	Prat.g_01013	Prbl.g_02309
OG0000654	Prat.g_01012	Prbl.g_02308
OG0000655	Prat.g_01011	Prbl.g_02307
OG0000656	Prat.g_01008	Prbl.g_02304
OG0000657	Prat.g_01002	Prbl.g_01540
OG0000658	Prat.g_01001	Prbl.g_01542
OG0000659	Prat.g_01000	Prbl.g_01543
OG0000660	Prat.g_00996	Prbl.g_01547
OG0000661	Prat.g_00994	Prbl.g_01549
OG0000662	Prat.g_00992	Prbl.g_01551
OG0000663	Prat.g_00990	Prbl.g_01554
OG0000664	Prat.g_00989	Prbl.g_01555
OG0000665	Prat.g_00983	Prbl.g_01568
OG0000666	Prat.g_00982	Prbl.g_01571
OG0000667	Prat.g_00978	Prbl.g_01579
OG0000668	Prat.g_00694	Prbl.g_02530
OG0000669	Prat.g_00705	Prbl.g_01588
OG0000670	Prat.g_00708	Prbl.g_01078
OG0000671	Prat.g_00710	Prbl.g_02412
OG0000672	Prat.g_00713	Prbl.g_02409
OG0000673	Prat.g_00717	Prbl.g_02406
OG0000674	Prat.g_00719	Prbl.g_02404
OG0000675	Prat.g_00720	Prbl.g_02403
OG0000676	Prat.g_00722	Prbl.g_02395
OG0000677	Prat.g_00723	Prbl.g_02393
OG0000678	Prat.g_00725	Prbl.g_02388
OG0000679	Prat.g_00730	Prbl.g_02368
OG0000680	Prat.g_00731	Prbl.g_02367
OG0000681	Prat.g_00734	Prbl.g_02365
OG0000682	Prat.g_00735	Prbl.g_02364
OG0000683	Prat.g_00736	Prbl.g_02363
OG0000684	Prat.g_00738	Prbl.g_02350
OG0000685	Prat.g_00740	Prbl.g_02352
OG0000686	Prat.g_00741	Prbl.g_02353
OG0000687	Prat.g_00742	Prbl.g_02354
OG0000688	Prat.g_01051	Prbl.g_02348
OG0000689	Prat.g_01050	Prbl.g_02347
OG0000690	Prat.g_01049	Prbl.g_02346
OG0000691	Prat.g_01048	Prbl.g_02345
OG0000692	Prat.g_01046	Prbl.g_02344
OG0000693	Prat.g_01045	Prbl.g_02343
OG0000694	Prat.g_01044	Prbl.g_02342
OG0000695	Prat.g_00869	Prbl.g_02444
OG0000696	Prat.g_00870	Prbl.g_02445
OG0000697	Prat.g_00871	Prbl.g_02447
OG0000698	Prat.g_00874	Prbl.g_02450
OG0000699	Prat.g_00876	Prbl.g_02452
OG0000700	Prat.g_00877	Prbl.g_02453
OG0000701	Prat.g_00878	Prbl.g_02454
OG0000702	Prat.g_00880	Prbl.g_02462
OG0000703	Prat.g_00881	Prbl.g_02463
OG0000704	Prat.g_00883	Prbl.g_02465
OG0000705	Prat.g_00889	Prbl.g_02471
OG0000706	Prat.g_00890	Prbl.g_02472
OG0000707	Prat.g_00891	Prbl.g_02473
OG0000708	Prat.g_00893	Prbl.g_02475
OG0000709	Prat.g_00897	Prbl.g_02482
OG0000710	Prat.g_00900	Prbl.g_02486
OG0000711	Prat.g_00916	Prbl.g_02508
OG0000712	Prat.g_00917	Prbl.g_02509
OG0000713	Prat.g_00918	Prbl.g_02510
OG0000714	Prat.g_00919	Prbl.g_02514
OG0000715	Prat.g_00921	Prbl.g_02516
OG0000716	Prat.g_00923	Prbl.g_02520
OG0000717	Prat.g_00924	Prbl.g_02521
OG0000718	Prat.g_00929	Prbl.g_02526
OG0000719	Prat.g_00931	Prbl.g_02528
OG0000720	Prat.g_00942	Prbl.g_02541
OG0000721	Prat.g_00946	Prbl.g_02542
OG0000722	Prat.g_00947	Prbl.g_02543
OG0000723	Prat.g_00951	Prbl.g_02547
OG0000724	Prat.g_00960	Prbl.g_00932
OG0000725	Prat.g_00966	Prbl.g_00925
OG0000726	Prat.g_00967	Prbl.g_00924
OG0000727	Prat.g_00968	Prbl.g_00923
OG0000728	Prat.g_00970	Prbl.g_00922
OG0000729	Prat.g_01214	Prbl.g_02062
OG0000730	Prat.g_01199	Prbl.g_01199
OG0000731	Prat.g_00354	Prbl.g_01208
OG0000732	Prat.g_01831	Prbl.g_01993
OG0000733	Prat.g_01560	Prbl.g_02197
OG0000734	Prat.g_01171	Prbl.g_00545
OG0000735	Prat.g_01169	Prbl.g_02066
OG0000736	Prat.g_01168	Prbl.g_02067
OG0000737	Prat.g_01167	Prbl.g_02068
OG0000738	Prat.g_01163	Prbl.g_02075
OG0000739	Prat.g_01162	Prbl.g_02077
OG0000740	Prat.g_01161	Prbl.g_02078
OG0000741	Prat.g_01159	Prbl.g_02081
OG0000742	Prat.g_01157	Prbl.g_02083
OG0000743	Prat.g_01155	Prbl.g_02085
OG0000744	Prat.g_01154	Prbl.g_02086
OG0000745	Prat.g_01153	Prbl.g_02088
OG0000746	Prat.g_01151	Prbl.g_02090
OG0000747	Prat.g_01150	Prbl.g_02091
OG0000748	Prat.g_01146	Prbl.g_02103
OG0000749	Prat.g_01145	Prbl.g_02104
OG0000750	Prat.g_01144	Prbl.g_02105
OG0000751	Prat.g_01141	Prbl.g_00179
OG0000752	Prat.g_01139	Prbl.g_00181
OG0000753	Prat.g_01136	Prbl.g_00184
OG0000754	Prat.g_01134	Prbl.g_01379
OG0000755	Prat.g_01128	Prbl.g_01120
OG0000756	Prat.g_01127	Prbl.g_01119
OG0000757	Prat.g_01121	Prbl.g_01112
OG0000758	Prat.g_01120	Prbl.g_01111
OG0000759	Prat.g_01119	Prbl.g_01110
OG0000760	Prat.g_01118	Prbl.g_01109
OG0000761	Prat.g_01117	Prbl.g_01108
OG0000762	Prat.g_01116	Prbl.g_01377
OG0000763	Prat.g_01114	Prbl.g_01375
OG0000764	Prat.g_01113	Prbl.g_01374
OG0000765	Prat.g_01104	Prbl.g_02590
OG0000766	Prat.g_01103	Prbl.g_02591
OG0000767	Prat.g_01101	Prbl.g_02593
OG0000768	Prat.g_01100	Prbl.g_02594
OG0000769	Prat.g_01098	Prbl.g_00186
OG0000770	Prat.g_00594	Prbl.g_01103
OG0000771	Prat.g_01509	Prbl.g_00937
OG0000772	Prat.g_00626	Prbl.g_00461
OG0000773	Prat.g_01240	Prbl.g_00113
OG0000774	Prat.g_01242	Prbl.g_01713
OG0000775	Prat.g_01244	Prbl.g_01715
OG0000776	Prat.g_01245	Prbl.g_01716
OG0000777	Prat.g_01246	Prbl.g_01717
OG0000778	Prat.g_01247	Prbl.g_01718
OG0000779	Prat.g_01251	Prbl.g_01723
OG0000780	Prat.g_01252	Prbl.g_01726
OG0000781	Prat.g_01255	Prbl.g_01730
OG0000782	Prat.g_01256	Prbl.g_01731
OG0000783	Prat.g_01257	Prbl.g_01732
OG0000784	Prat.g_01258	Prbl.g_01733
OG0000785	Prat.g_01260	Prbl.g_01735
OG0000786	Prat.g_01263	Prbl.g_01738
OG0000787	Prat.g_01264	Prbl.g_01739
OG0000788	Prat.g_01471	Prbl.g_00658
OG0000789	Prat.g_01455	Prbl.g_01695
OG0000790	Prat.g_01296	Prbl.g_00498
OG0000791	Prat.g_01298	Prbl.g_00496
OG0000792	Prat.g_01299	Prbl.g_00495
OG0000793	Prat.g_01302	Prbl.g_00491
OG0000794	Prat.g_01303	Prbl.g_00490
OG0000795	Prat.g_01304	Prbl.g_00489
OG0000796	Prat.g_01308	Prbl.g_00485
OG0000797	Prat.g_01309	Prbl.g_00484
OG0000799	Prat.g_01333	Prbl.g_00152
OG0000800	Prat.g_01334	Prbl.g_00153
OG0000801	Prat.g_01335	Prbl.g_00154
OG0000802	Prat.g_01337	Prbl.g_00161
OG0000803	Prat.g_01339	Prbl.g_00257
OG0000804	Prat.g_01340	Prbl.g_00255
OG0000805	Prat.g_01342	Prbl.g_00253
OG0000806	Prat.g_01344	Prbl.g_00251
OG0000807	Prat.g_01345	Prbl.g_00249
OG0000808	Prat.g_01346	Prbl.g_00248
OG0000809	Prat.g_01350	Prbl.g_00244
OG0000810	Prat.g_01351	Prbl.g_00243
OG0000811	Prat.g_01356	Prbl.g_00231
OG0000812	Prat.g_01358	Prbl.g_00229
OG0000813	Prat.g_01359	Prbl.g_00228
OG0000814	Prat.g_01361	Prbl.g_00226
OG0000815	Prat.g_01362	Prbl.g_00225
OG0000816	Prat.g_01364	Prbl.g_00223
OG0000817	Prat.g_01365	Prbl.g_00222
OG0000818	Prat.g_01370	Prbl.g_00684
OG0000819	Prat.g_01371	Prbl.g_00685
OG0000820	Prat.g_01372	Prbl.g_00686
OG0000821	Prat.g_01378	Prbl.g_00693
OG0000822	Prat.g_01379	Prbl.g_00695
OG0000823	Prat.g_01380	Prbl.g_00696
OG0000824	Prat.g_01383	Prbl.g_00700
OG0000825	Prat.g_01384	Prbl.g_00701
OG0000826	Prat.g_01385	Prbl.g_00702
OG0000827	Prat.g_01386	Prbl.g_00703
OG0000828	Prat.g_01389	Prbl.g_00706
OG0000829	Prat.g_01390	Prbl.g_00707
OG0000830	Prat.g_01391	Prbl.g_00708
OG0000831	Prat.g_01393	Prbl.g_00710
OG0000832	Prat.g_01405	Prbl.g_00456
OG0000833	Prat.g_01414	Prbl.g_00448
OG0000834	Prat.g_01415	Prbl.g_00447
OG0000835	Prat.g_01416	Prbl.g_00446
OG0000836	Prat.g_01417	Prbl.g_00444
OG0000837	Prat.g_01418	Prbl.g_00443
OG0000838	Prat.g_01421	Prbl.g_00440
OG0000839	Prat.g_01422	Prbl.g_00439
OG0000840	Prat.g_01423	Prbl.g_00438
OG0000841	Prat.g_01424	Prbl.g_00437
OG0000842	Prat.g_01425	Prbl.g_00436
OG0000843	Prat.g_01426	Prbl.g_00435
OG0000844	Prat.g_01427	Prbl.g_00433
OG0000845	Prat.g_01428	Prbl.g_00432
OG0000846	Prat.g_01429	Prbl.g_00431
OG0000847	Prat.g_01430	Prbl.g_00430
OG0000848	Prat.g_01431	Prbl.g_00429
OG0000849	Prat.g_01432	Prbl.g_00428
OG0000850	Prat.g_01434	Prbl.g_00427
OG0000851	Prat.g_01435	Prbl.g_00423
OG0000852	Prat.g_01436	Prbl.g_00422
OG0000853	Prat.g_01441	Prbl.g_00418
OG0000854	Prat.g_01443	Prbl.g_00416
OG0000855	Prat.g_01444	Prbl.g_00415
OG0000856	Prat.g_01457	Prbl.g_01627
OG0000857	Prat.g_01022	Prbl.g_02318
OG0000858	Prat.g_01585	Prbl.g_00404
OG0000859	Prat.g_01586	Prbl.g_00403
OG0000860	Prat.g_01594	Prbl.g_00392
OG0000861	Prat.g_01595	Prbl.g_00391
OG0000862	Prat.g_01596	Prbl.g_00389
OG0000863	Prat.g_01598	Prbl.g_00385
OG0000864	Prat.g_01599	Prbl.g_00383
OG0000865	Prat.g_01600	Prbl.g_00382
OG0000866	Prat.g_01601	Prbl.g_00381
OG0000867	Prat.g_01602	Prbl.g_00380
OG0000868	Prat.g_01603	Prbl.g_00378
OG0000869	Prat.g_01606	Prbl.g_00375
OG0000870	Prat.g_01611	Prbl.g_00370
OG0000871	Prat.g_01612	Prbl.g_00369
OG0000872	Prat.g_01613	Prbl.g_00367
OG0000873	Prat.g_01616	Prbl.g_00364
OG0000874	Prat.g_01619	Prbl.g_00360
OG0000875	Prat.g_01621	Prbl.g_00359
OG0000876	Prat.g_01622	Prbl.g_00358
OG0000877	Prat.g_01624	Prbl.g_00355
OG0000878	Prat.g_01625	Prbl.g_00354
OG0000879	Prat.g_01626	Prbl.g_00353
OG0000880	Prat.g_01627	Prbl.g_00352
OG0000881	Prat.g_01631	Prbl.g_00347
OG0000882	Prat.g_01636	Prbl.g_00342
OG0000883	Prat.g_01639	Prbl.g_00340
OG0000884	Prat.g_01641	Prbl.g_00338
OG0000885	Prat.g_01642	Prbl.g_00337
OG0000886	Prat.g_01643	Prbl.g_00336
OG0000887	Prat.g_01644	Prbl.g_00335
OG0000888	Prat.g_01646	Prbl.g_00333
OG0000889	Prat.g_01648	Prbl.g_00331
OG0000890	Prat.g_01649	Prbl.g_00317
OG0000891	Prat.g_01650	Prbl.g_00316
OG0000892	Prat.g_01652	Prbl.g_02620
OG0000893	Prat.g_01655	Prbl.g_02680
OG0000894	Prat.g_01658	Prbl.g_02684
OG0000895	Prat.g_01662	Prbl.g_01061
OG0000896	Prat.g_01663	Prbl.g_01060
OG0000897	Prat.g_01665	Prbl.g_01058
OG0000898	Prat.g_01666	Prbl.g_01057
OG0000899	Prat.g_01667	Prbl.g_01056
OG0000900	Prat.g_01668	Prbl.g_01055
OG0000901	Prat.g_01671	Prbl.g_01051
OG0000902	Prat.g_01673	Prbl.g_01049
OG0000903	Prat.g_01677	Prbl.g_00954
OG0000904	Prat.g_01682	Prbl.g_00949
OG0000905	Prat.g_01675	Prbl.g_00947
OG0000906	Prat.g_01674	Prbl.g_01045
OG0000907	Prat.g_01684	Prbl.g_00956
OG0000908	Prat.g_01687	Prbl.g_00959
OG0000909	Prat.g_01688	Prbl.g_00960
OG0000910	Prat.g_01689	Prbl.g_00961
OG0000911	Prat.g_01691	Prbl.g_00963
OG0000912	Prat.g_01692	Prbl.g_00964
OG0000913	Prat.g_01693	Prbl.g_00965
OG0000914	Prat.g_01694	Prbl.g_00966
OG0000915	Prat.g_01695	Prbl.g_00967
OG0000916	Prat.g_01696	Prbl.g_00968
OG0000917	Prat.g_01697	Prbl.g_00969
OG0000918	Prat.g_01698	Prbl.g_00970
OG0000919	Prat.g_01699	Prbl.g_00971
OG0000920	Prat.g_01700	Prbl.g_00972
OG0000921	Prat.g_01701	Prbl.g_00973
OG0000922	Prat.g_01702	Prbl.g_00974
OG0000923	Prat.g_01706	Prbl.g_00978
OG0000924	Prat.g_01707	Prbl.g_00979
OG0000925	Prat.g_01708	Prbl.g_00980
OG0000926	Prat.g_01709	Prbl.g_00981
OG0000927	Prat.g_01711	Prbl.g_00983
OG0000928	Prat.g_01712	Prbl.g_00984
OG0000929	Prat.g_01713	Prbl.g_00985
OG0000930	Prat.g_01714	Prbl.g_00986
OG0000931	Prat.g_01715	Prbl.g_00987
OG0000932	Prat.g_01327	Prbl.g_00988
OG0000933	Prat.g_01719	Prbl.g_00993
OG0000934	Prat.g_01721	Prbl.g_00995
OG0000935	Prat.g_01722	Prbl.g_00996
OG0000936	Prat.g_01723	Prbl.g_00997
OG0000937	Prat.g_01724	Prbl.g_00998
OG0000938	Prat.g_01727	Prbl.g_01127
OG0000939	Prat.g_01728	Prbl.g_01128
OG0000940	Prat.g_01735	Prbl.g_01137
OG0000941	Prat.g_01737	Prbl.g_01139
OG0000942	Prat.g_01739	Prbl.g_01141
OG0000943	Prat.g_01740	Prbl.g_01142
OG0000944	Prat.g_01742	Prbl.g_01144
OG0000945	Prat.g_01744	Prbl.g_01146
OG0000946	Prat.g_01748	Prbl.g_01174
OG0000947	Prat.g_01750	Prbl.g_01177
OG0000948	Prat.g_01751	Prbl.g_01178
OG0000949	Prat.g_01754	Prbl.g_01181
OG0000950	Prat.g_01760	Prbl.g_00856
OG0000951	Prat.g_01764	Prbl.g_00851
OG0000952	Prat.g_01768	Prbl.g_00844
OG0000953	Prat.g_01772	Prbl.g_00840
OG0000954	Prat.g_01777	Prbl.g_01306
OG0000955	Prat.g_01778	Prbl.g_01305
OG0000956	Prat.g_01780	Prbl.g_01303
OG0000957	Prat.g_01786	Prbl.g_01287
OG0000958	Prat.g_01787	Prbl.g_01286
OG0000959	Prat.g_01791	Prbl.g_02638
OG0000960	Prat.g_01792	Prbl.g_02637
OG0000961	Prat.g_01795	Prbl.g_01235
OG0000962	Prat.g_01797	Prbl.g_02063
OG0000963	Prat.g_01801	Prbl.g_02058
OG0000964	Prat.g_01802	Prbl.g_02057
OG0000965	Prat.g_01803	Prbl.g_02056
OG0000966	Prat.g_01809	Prbl.g_02023
OG0000967	Prat.g_01813	Prbl.g_02017
OG0000968	Prat.g_01815	Prbl.g_02014
OG0000969	Prat.g_01816	Prbl.g_02012
OG0000970	Prat.g_01817	Prbl.g_02011
OG0000971	Prat.g_01818	Prbl.g_02009
OG0000972	Prat.g_01819	Prbl.g_02008
OG0000973	Prat.g_01820	Prbl.g_02007
OG0000974	Prat.g_01821	Prbl.g_02006
OG0000975	Prat.g_01822	Prbl.g_02005
OG0000976	Prat.g_01823	Prbl.g_02004
OG0000977	Prat.g_01824	Prbl.g_02002
OG0000978	Prat.g_01825	Prbl.g_02001
OG0000979	Prat.g_01828	Prbl.g_01998
OG0000980	Prat.g_01830	Prbl.g_01994
OG0000981	Prat.g_01833	Prbl.g_01991
OG0000982	Prat.g_01835	Prbl.g_02238
OG0000983	Prat.g_01836	Prbl.g_02237
OG0000984	Prat.g_01837	Prbl.g_02236
OG0000985	Prat.g_01840	Prbl.g_02232
OG0000986	Prat.g_01842	Prbl.g_02230
OG0000987	Prat.g_01843	Prbl.g_02228
OG0000988	Prat.g_01846	Prbl.g_02224
OG0000989	Prat.g_01850	Prbl.g_02214
OG0000990	Prat.g_01856	Prbl.g_02192
OG0000991	Prat.g_01857	Prbl.g_02189
OG0000992	Prat.g_01860	Prbl.g_02186
OG0000993	Prat.g_01861	Prbl.g_02185
OG0000994	Prat.g_01862	Prbl.g_02182
OG0000995	Prat.g_01866	Prbl.g_02173
OG0000996	Prat.g_01867	Prbl.g_02160
OG0000997	Prat.g_01869	Prbl.g_02151
OG0000998	Prat.g_01871	Prbl.g_02149
OG0000999	Prat.g_01872	Prbl.g_02148
OG0001000	Prat.g_01875	Prbl.g_02145
OG0001001	Prat.g_01879	Prbl.g_02141
OG0001002	Prat.g_01884	Prbl.g_02134
OG0001003	Prat.g_01885	Prbl.g_02132
OG0001004	Prat.g_01886	Prbl.g_02131
OG0001005	Prat.g_01887	Prbl.g_02129
OG0001006	Prat.g_01891	Prbl.g_02123
OG0001007	Prat.g_01893	Prbl.g_02121
OG0001008	Prat.g_00397	Prbl.g_00651
OG0001009	Prat.g_00028	Prbl.g_01972
OG0001010	Prat.g_00029	Prbl.g_01973
OG0001011	Prat.g_00031	Prbl.g_01975
OG0001012	Prat.g_00046	Prbl.g_02241
OG0001013	Prat.g_00053	Prbl.g_02266
OG0001014	Prat.g_00056	Prbl.g_02275
OG0001015	Prat.g_00057	Prbl.g_02276
OG0001016	Prat.g_00070	Prbl.g_00603
OG0001017	Prat.g_00074	Prbl.g_00597
OG0001018	Prat.g_00076	Prbl.g_00595
OG0001019	Prat.g_00087	Prbl.g_00582
OG0001020	Prat.g_00088	Prbl.g_00576
OG0001021	Prat.g_00089	Prbl.g_00572
OG0001022	Prat.g_00091	Prbl.g_00567
OG0001023	Prat.g_00092	Prbl.g_00566
OG0001024	Prat.g_00095	Prbl.g_00562
OG0001025	Prat.g_00102	Prbl.g_00555
OG0001026	Prat.g_00110	Prbl.g_00542
OG0001027	Prat.g_00111	Prbl.g_01332
OG0001028	Prat.g_00113	Prbl.g_01330
OG0001029	Prat.g_00114	Prbl.g_01328
OG0001030	Prat.g_00130	Prbl.g_00822
OG0001031	Prat.g_00188	Prbl.g_00074
OG0001032	Prat.g_00189	Prbl.g_00077
OG0001033	Prat.g_00210	Prbl.g_01281
OG0001034	Prat.g_00241	Prbl.g_00199
OG0001035	Prat.g_00261	Prbl.g_01498
OG0001036	Prat.g_00266	Prbl.g_01494
OG0001037	Prat.g_00267	Prbl.g_01492
OG0001038	Prat.g_00285	Prbl.g_01455
OG0001039	Prat.g_00288	Prbl.g_01452
OG0001040	Prat.g_00291	Prbl.g_01449
OG0001041	Prat.g_00295	Prbl.g_01444
OG0001042	Prat.g_00312	Prbl.g_01419
OG0001043	Prat.g_00313	Prbl.g_01417
OG0001044	Prat.g_00347	Prbl.g_01200
OG0001045	Prat.g_00356	Prbl.g_01211
OG0001046	Prat.g_01469	Prbl.g_00410
OG0001047	Prat.g_00399	Prbl.g_00649
OG0001048	Prat.g_00400	Prbl.g_00648
OG0001049	Prat.g_00403	Prbl.g_00645
OG0001050	Prat.g_00404	Prbl.g_00644
OG0001051	Prat.g_00405	Prbl.g_00643
OG0001052	Prat.g_00430	Prbl.g_01344
OG0001053	Prat.g_00443	Prbl.g_00514
OG0001054	Prat.g_00459	Prbl.g_00532
OG0001055	Prat.g_00480	Prbl.g_00790
OG0001056	Prat.g_00498	Prbl.g_00761
OG0001057	Prat.g_00502	Prbl.g_00749
OG0001058	Prat.g_00510	Prbl.g_01883
OG0001059	Prat.g_00515	Prbl.g_01887
OG0001060	Prat.g_00522	Prbl.g_01894
OG0001061	Prat.g_00538	Prbl.g_01796
OG0001062	Prat.g_00540	Prbl.g_01794
OG0001063	Prat.g_00542	Prbl.g_01790
OG0001064	Prat.g_00543	Prbl.g_01789
OG0001065	Prat.g_00544	Prbl.g_01788
OG0001066	Prat.g_00545	Prbl.g_01787
OG0001067	Prat.g_00546	Prbl.g_01786
OG0001068	Prat.g_00547	Prbl.g_01785
OG0001069	Prat.g_00548	Prbl.g_01784
OG0001070	Prat.g_00550	Prbl.g_01780
OG0001071	Prat.g_00551	Prbl.g_01779
OG0001072	Prat.g_00552	Prbl.g_01776
OG0001073	Prat.g_00566	Prbl.g_01757
OG0001074	Prat.g_00579	Prbl.g_01610
OG0001075	Prat.g_00580	Prbl.g_01611
OG0001076	Prat.g_00587	Prbl.g_01619
OG0001077	Prat.g_00592	Prbl.g_01629
OG0001078	Prat.g_01089	Prbl.g_01640
OG0001079	Prat.g_01077	Prbl.g_01659
OG0001080	Prat.g_01071	Prbl.g_01041
OG0001081	Prat.g_01069	Prbl.g_01031
OG0001082	Prat.g_01068	Prbl.g_01030
OG0001083	Prat.g_01063	Prbl.g_01405
OG0001084	Prat.g_01062	Prbl.g_01404
OG0001085	Prat.g_00744	Prbl.g_01394
OG0001086	Prat.g_00745	Prbl.g_01392
OG0001087	Prat.g_00762	Prbl.g_01853
OG0001088	Prat.g_00763	Prbl.g_01857
OG0001089	Prat.g_00774	Prbl.g_00024
OG0001090	Prat.g_00789	Prbl.g_02565
OG0001091	Prat.g_00791	Prbl.g_02563
OG0001092	Prat.g_00792	Prbl.g_02562
OG0001093	Prat.g_00800	Prbl.g_02558
OG0001094	Prat.g_01043	Prbl.g_02341
OG0001095	Prat.g_01024	Prbl.g_02322
OG0001096	Prat.g_01010	Prbl.g_02306
OG0001097	Prat.g_00993	Prbl.g_01550
OG0001098	Prat.g_00974	Prbl.g_02423
OG0001099	Prat.g_00699	Prbl.g_01329
OG0001100	Prat.g_00707	Prbl.g_02414
OG0001101	Prat.g_00709	Prbl.g_02413
OG0001102	Prat.g_00712	Prbl.g_02410
OG0001103	Prat.g_00715	Prbl.g_02408
OG0001104	Prat.g_00739	Prbl.g_02351
OG0001105	Prat.g_00743	Prbl.g_02356
OG0001106	Prat.g_00884	Prbl.g_02466
OG0001107	Prat.g_00894	Prbl.g_02476
OG0001108	Prat.g_00898	Prbl.g_02483
OG0001109	Prat.g_00899	Prbl.g_02485
OG0001110	Prat.g_00901	Prbl.g_02487
OG0001111	Prat.g_00902	Prbl.g_02489
OG0001112	Prat.g_00903	Prbl.g_02491
OG0001113	Prat.g_00904	Prbl.g_02492
OG0001114	Prat.g_00905	Prbl.g_02493
OG0001115	Prat.g_00907	Prbl.g_02495
OG0001116	Prat.g_00908	Prbl.g_02496
OG0001117	Prat.g_00909	Prbl.g_02497
OG0001118	Prat.g_00910	Prbl.g_02498
OG0001119	Prat.g_00911	Prbl.g_02499
OG0001120	Prat.g_00913	Prbl.g_02501
OG0001122	Prat.g_00932	Prbl.g_02529
OG0001123	Prat.g_00937	Prbl.g_02536
OG0001124	Prat.g_00939	Prbl.g_02538
OG0001125	Prat.g_00941	Prbl.g_02540
OG0001126	Prat.g_00955	Prbl.g_00939
OG0001127	Prat.g_00956	Prbl.g_00938
OG0001128	Prat.g_00957	Prbl.g_00935
OG0001129	Prat.g_00958	Prbl.g_00934
OG0001130	Prat.g_00959	Prbl.g_00933
