Orthogroup	Prat	Syaq
OG0000579	Prat.g_00564	Syaq.g_01996
OG0000580	Prat.g_00565	Syaq.g_01997
OG0000581	Prat.g_00568	Syaq.g_02003
OG0000582	Prat.g_00571	Syaq.g_02012
OG0000583	Prat.g_00572	Syaq.g_02013
OG0000584	Prat.g_00573	Syaq.g_02014
OG0000585	Prat.g_00575	Syaq.g_02017
OG0000586	Prat.g_00576	Syaq.g_02018
OG0000587	Prat.g_00577	Syaq.g_02020
OG0000588	Prat.g_00582	Syaq.g_02043
OG0000589	Prat.g_00584	Syaq.g_02057
OG0000590	Prat.g_00585	Syaq.g_02058
OG0000591	Prat.g_00589	Syaq.g_02066
OG0000592	Prat.g_00590	Syaq.g_02067
OG0000593	Prat.g_01094	Syaq.g_02078
OG0000594	Prat.g_01093	Syaq.g_02079
OG0000595	Prat.g_01091	Syaq.g_02080
OG0000596	Prat.g_01087	Syaq.g_02085
OG0000597	Prat.g_01084	Syaq.g_02088
OG0000598	Prat.g_01083	Syaq.g_02089
OG0000599	Prat.g_01080	Syaq.g_02096
OG0000600	Prat.g_01079	Syaq.g_02097
OG0000601	Prat.g_01078	Syaq.g_02098
OG0000602	Prat.g_01076	Syaq.g_02104
OG0000603	Prat.g_01075	Syaq.g_02105
OG0000604	Prat.g_01074	Syaq.g_02107
OG0000605	Prat.g_01073	Syaq.g_02151
OG0000606	Prat.g_01070	Syaq.g_02231
OG0000607	Prat.g_01067	Syaq.g_02234
OG0000608	Prat.g_01066	Syaq.g_02235
OG0000609	Prat.g_01065	Syaq.g_02237
OG0000610	Prat.g_01059	Syaq.g_02244
OG0000611	Prat.g_01056	Syaq.g_02247
OG0000612	Prat.g_01055	Syaq.g_02248
OG0000613	Prat.g_00747	Syaq.g_00885
OG0000614	Prat.g_00767	Syaq.g_02588
OG0000615	Prat.g_00777	Syaq.g_02302
OG0000616	Prat.g_01882	Syaq.g_01168
OG0000617	Prat.g_00797	Syaq.g_00031
OG0000618	Prat.g_00798	Syaq.g_00032
OG0000619	Prat.g_00799	Syaq.g_00033
OG0000620	Prat.g_00802	Syaq.g_00038
OG0000621	Prat.g_00803	Syaq.g_00039
OG0000622	Prat.g_00804	Syaq.g_00040
OG0000623	Prat.g_00805	Syaq.g_00041
OG0000624	Prat.g_00807	Syaq.g_00042
OG0000625	Prat.g_00808	Syaq.g_00043
OG0000626	Prat.g_00809	Syaq.g_00044
OG0000627	Prat.g_00811	Syaq.g_02425
OG0000628	Prat.g_00812	Syaq.g_02426
OG0000629	Prat.g_00813	Syaq.g_02429
OG0000630	Prat.g_00816	Syaq.g_02433
OG0000631	Prat.g_00865	Syaq.g_02441
OG0000632	Prat.g_00866	Syaq.g_02442
OG0000633	Prat.g_00867	Syaq.g_02444
OG0000634	Prat.g_01041	Syaq.g_02336
OG0000635	Prat.g_01040	Syaq.g_02337
OG0000636	Prat.g_01038	Syaq.g_02339
OG0000637	Prat.g_01036	Syaq.g_02341
OG0000638	Prat.g_01035	Syaq.g_02342
OG0000639	Prat.g_01034	Syaq.g_02343
OG0000640	Prat.g_01033	Syaq.g_02344
OG0000641	Prat.g_01029	Syaq.g_02348
OG0000642	Prat.g_01028	Syaq.g_02349
OG0000643	Prat.g_01027	Syaq.g_02350
OG0000644	Prat.g_01026	Syaq.g_02351
OG0000645	Prat.g_01025	Syaq.g_02353
OG0000646	Prat.g_01023	Syaq.g_02356
OG0000647	Prat.g_01021	Syaq.g_02358
OG0000648	Prat.g_01019	Syaq.g_02360
OG0000649	Prat.g_01018	Syaq.g_02361
OG0000650	Prat.g_01017	Syaq.g_02362
OG0000651	Prat.g_01016	Syaq.g_02363
OG0000652	Prat.g_01015	Syaq.g_02364
OG0000653	Prat.g_01013	Syaq.g_02367
OG0000654	Prat.g_01012	Syaq.g_02368
OG0000655	Prat.g_01011	Syaq.g_02369
OG0000656	Prat.g_01008	Syaq.g_02372
OG0000657	Prat.g_01002	Syaq.g_02382
OG0000658	Prat.g_01001	Syaq.g_02385
OG0000659	Prat.g_01000	Syaq.g_02386
OG0000660	Prat.g_00996	Syaq.g_02390
OG0000661	Prat.g_00994	Syaq.g_02392
OG0000662	Prat.g_00992	Syaq.g_02394
OG0000663	Prat.g_00990	Syaq.g_02397
OG0000664	Prat.g_00989	Syaq.g_02400
OG0000665	Prat.g_00983	Syaq.g_02124
OG0000666	Prat.g_00982	Syaq.g_02117
OG0000667	Prat.g_00978	Syaq.g_02222
OG0000668	Prat.g_00694	Syaq.g_00068
OG0000669	Prat.g_00705	Syaq.g_02260
OG0000670	Prat.g_00708	Syaq.g_00079
OG0000671	Prat.g_00710	Syaq.g_02264
OG0000672	Prat.g_00713	Syaq.g_02267
OG0000673	Prat.g_00717	Syaq.g_02270
OG0000674	Prat.g_00719	Syaq.g_02272
OG0000675	Prat.g_00720	Syaq.g_02273
OG0000676	Prat.g_00722	Syaq.g_02275
OG0000677	Prat.g_00723	Syaq.g_02276
OG0000678	Prat.g_00725	Syaq.g_02282
OG0000679	Prat.g_00730	Syaq.g_02305
OG0000680	Prat.g_00731	Syaq.g_02306
OG0000681	Prat.g_00734	Syaq.g_02309
OG0000682	Prat.g_00735	Syaq.g_02310
OG0000683	Prat.g_00736	Syaq.g_02311
OG0000684	Prat.g_00738	Syaq.g_02315
OG0000685	Prat.g_00740	Syaq.g_02317
OG0000686	Prat.g_00741	Syaq.g_02318
OG0000687	Prat.g_00742	Syaq.g_02319
OG0000688	Prat.g_01051	Syaq.g_02325
OG0000689	Prat.g_01050	Syaq.g_02327
OG0000690	Prat.g_01049	Syaq.g_02328
OG0000691	Prat.g_01048	Syaq.g_02329
OG0000692	Prat.g_01046	Syaq.g_02330
OG0000693	Prat.g_01045	Syaq.g_02332
OG0000694	Prat.g_01044	Syaq.g_02333
OG0000695	Prat.g_00869	Syaq.g_02446
OG0000696	Prat.g_00870	Syaq.g_02447
OG0000697	Prat.g_00871	Syaq.g_02448
OG0000698	Prat.g_00874	Syaq.g_02451
OG0000699	Prat.g_00876	Syaq.g_02452
OG0000700	Prat.g_00877	Syaq.g_02453
OG0000701	Prat.g_00878	Syaq.g_02454
OG0000702	Prat.g_00880	Syaq.g_02467
OG0000703	Prat.g_00881	Syaq.g_02468
OG0000704	Prat.g_00883	Syaq.g_02470
OG0000705	Prat.g_00889	Syaq.g_02477
OG0000706	Prat.g_00890	Syaq.g_02478
OG0000707	Prat.g_00891	Syaq.g_02479
OG0000708	Prat.g_00893	Syaq.g_02482
OG0000709	Prat.g_00897	Syaq.g_02490
OG0000710	Prat.g_00900	Syaq.g_02494
OG0000711	Prat.g_00916	Syaq.g_02521
OG0000712	Prat.g_00917	Syaq.g_02523
OG0000713	Prat.g_00918	Syaq.g_02524
OG0000714	Prat.g_00919	Syaq.g_02527
OG0000715	Prat.g_00921	Syaq.g_02529
OG0000716	Prat.g_00923	Syaq.g_02533
OG0000717	Prat.g_00924	Syaq.g_02534
OG0000718	Prat.g_00929	Syaq.g_00072
OG0000719	Prat.g_00931	Syaq.g_00070
OG0000720	Prat.g_00942	Syaq.g_00057
OG0000721	Prat.g_00946	Syaq.g_00055
OG0000722	Prat.g_00947	Syaq.g_00054
OG0000723	Prat.g_00951	Syaq.g_00046
OG0000724	Prat.g_00960	Syaq.g_02685
OG0000725	Prat.g_00966	Syaq.g_02676
OG0000726	Prat.g_00967	Syaq.g_02675
OG0000727	Prat.g_00968	Syaq.g_02674
OG0000728	Prat.g_00970	Syaq.g_02672
OG0000729	Prat.g_01214	Syaq.g_01046
OG0000730	Prat.g_01199	Syaq.g_00561
OG0000731	Prat.g_00354	Syaq.g_00550
OG0000732	Prat.g_01831	Syaq.g_01098
OG0000733	Prat.g_01560	Syaq.g_01232
OG0000734	Prat.g_01171	Syaq.g_01479
OG0000735	Prat.g_01169	Syaq.g_00266
OG0000736	Prat.g_01168	Syaq.g_00265
OG0000737	Prat.g_01167	Syaq.g_00264
OG0000738	Prat.g_01163	Syaq.g_00258
OG0000739	Prat.g_01162	Syaq.g_00257
OG0000740	Prat.g_01161	Syaq.g_00256
OG0000741	Prat.g_01159	Syaq.g_00253
OG0000742	Prat.g_01157	Syaq.g_00250
OG0000743	Prat.g_01155	Syaq.g_00248
OG0000744	Prat.g_01154	Syaq.g_00247
OG0000745	Prat.g_01153	Syaq.g_00245
OG0000746	Prat.g_01151	Syaq.g_00242
OG0000747	Prat.g_01150	Syaq.g_00241
OG0000748	Prat.g_01146	Syaq.g_00227
OG0000749	Prat.g_01145	Syaq.g_00226
OG0000750	Prat.g_01144	Syaq.g_00225
OG0000751	Prat.g_01141	Syaq.g_00219
OG0000752	Prat.g_01139	Syaq.g_00217
OG0000753	Prat.g_01136	Syaq.g_00214
OG0000754	Prat.g_01134	Syaq.g_00209
OG0000755	Prat.g_01128	Syaq.g_00198
OG0000756	Prat.g_01127	Syaq.g_00197
OG0000757	Prat.g_01121	Syaq.g_00190
OG0000758	Prat.g_01120	Syaq.g_00189
OG0000759	Prat.g_01119	Syaq.g_00188
OG0000760	Prat.g_01118	Syaq.g_00187
OG0000761	Prat.g_01117	Syaq.g_00186
OG0000762	Prat.g_01116	Syaq.g_00183
OG0000763	Prat.g_01114	Syaq.g_00181
OG0000764	Prat.g_01113	Syaq.g_00180
OG0000765	Prat.g_01104	Syaq.g_00157
OG0000766	Prat.g_01103	Syaq.g_00156
OG0000767	Prat.g_01101	Syaq.g_00154
OG0000768	Prat.g_01100	Syaq.g_00153
OG0000769	Prat.g_01098	Syaq.g_00151
OG0000770	Prat.g_00594	Syaq.g_00148
OG0000771	Prat.g_01509	Syaq.g_02691
OG0000772	Prat.g_00626	Syaq.g_01887
OG0000773	Prat.g_01240	Syaq.g_00283
OG0000774	Prat.g_01242	Syaq.g_00288
OG0000775	Prat.g_01244	Syaq.g_00290
OG0000776	Prat.g_01245	Syaq.g_00291
OG0000777	Prat.g_01246	Syaq.g_00292
OG0000778	Prat.g_01247	Syaq.g_00293
OG0000779	Prat.g_01251	Syaq.g_00299
OG0000780	Prat.g_01252	Syaq.g_00304
OG0000781	Prat.g_01255	Syaq.g_00308
OG0000782	Prat.g_01256	Syaq.g_00309
OG0000783	Prat.g_01257	Syaq.g_00310
OG0000784	Prat.g_01258	Syaq.g_00311
OG0000785	Prat.g_01260	Syaq.g_00313
OG0000786	Prat.g_01263	Syaq.g_00328
OG0000787	Prat.g_01264	Syaq.g_00329
OG0000788	Prat.g_01471	Syaq.g_02099
OG0000789	Prat.g_01455	Syaq.g_02123
OG0000790	Prat.g_01296	Syaq.g_01758
OG0000791	Prat.g_01298	Syaq.g_01756
OG0000792	Prat.g_01299	Syaq.g_01755
OG0000793	Prat.g_01302	Syaq.g_01750
OG0000794	Prat.g_01303	Syaq.g_01749
OG0000795	Prat.g_01304	Syaq.g_01748
OG0000796	Prat.g_01308	Syaq.g_01744
OG0000797	Prat.g_01309	Syaq.g_01743
OG0000799	Prat.g_01333	Syaq.g_00341
OG0000800	Prat.g_01334	Syaq.g_00342
OG0000801	Prat.g_01335	Syaq.g_00343
OG0000802	Prat.g_01337	Syaq.g_00350
OG0000803	Prat.g_01339	Syaq.g_00353
OG0000804	Prat.g_01340	Syaq.g_00358
OG0000805	Prat.g_01342	Syaq.g_00360
OG0000806	Prat.g_01344	Syaq.g_00362
OG0000807	Prat.g_01345	Syaq.g_00364
OG0000808	Prat.g_01346	Syaq.g_00365
OG0000809	Prat.g_01350	Syaq.g_00369
OG0000810	Prat.g_01351	Syaq.g_00370
OG0000811	Prat.g_01356	Syaq.g_00378
OG0000812	Prat.g_01358	Syaq.g_00380
OG0000813	Prat.g_01359	Syaq.g_00381
OG0000814	Prat.g_01361	Syaq.g_00383
OG0000815	Prat.g_01362	Syaq.g_00384
OG0000816	Prat.g_01364	Syaq.g_00386
OG0000817	Prat.g_01365	Syaq.g_00387
OG0000818	Prat.g_01370	Syaq.g_00392
OG0000819	Prat.g_01371	Syaq.g_00393
OG0000820	Prat.g_01372	Syaq.g_00394
OG0000821	Prat.g_01378	Syaq.g_00400
OG0000822	Prat.g_01379	Syaq.g_00402
OG0000823	Prat.g_01380	Syaq.g_00403
OG0000824	Prat.g_01383	Syaq.g_00409
OG0000825	Prat.g_01384	Syaq.g_00410
OG0000826	Prat.g_01385	Syaq.g_00411
OG0000827	Prat.g_01386	Syaq.g_00412
OG0000828	Prat.g_01389	Syaq.g_00415
OG0000829	Prat.g_01390	Syaq.g_00416
OG0000830	Prat.g_01391	Syaq.g_00417
OG0000831	Prat.g_01393	Syaq.g_00419
OG0000832	Prat.g_01405	Syaq.g_01737
OG0000833	Prat.g_01414	Syaq.g_01725
OG0000834	Prat.g_01415	Syaq.g_01724
OG0000835	Prat.g_01416	Syaq.g_01723
OG0000836	Prat.g_01417	Syaq.g_01720
OG0000837	Prat.g_01418	Syaq.g_01719
OG0000838	Prat.g_01421	Syaq.g_01715
OG0000839	Prat.g_01422	Syaq.g_01714
OG0000840	Prat.g_01423	Syaq.g_01713
OG0000841	Prat.g_01424	Syaq.g_01712
OG0000842	Prat.g_01425	Syaq.g_01711
OG0000843	Prat.g_01426	Syaq.g_01710
OG0000844	Prat.g_01427	Syaq.g_01708
OG0000845	Prat.g_01428	Syaq.g_01707
OG0000846	Prat.g_01429	Syaq.g_01706
OG0000847	Prat.g_01430	Syaq.g_01705
OG0000848	Prat.g_01431	Syaq.g_01703
OG0000849	Prat.g_01432	Syaq.g_01702
OG0000850	Prat.g_01434	Syaq.g_01699
OG0000851	Prat.g_01435	Syaq.g_01696
OG0000852	Prat.g_01436	Syaq.g_01695
OG0000853	Prat.g_01441	Syaq.g_01691
OG0000854	Prat.g_01443	Syaq.g_01689
OG0000855	Prat.g_01444	Syaq.g_01688
OG0000856	Prat.g_01457	Syaq.g_02069
OG0000857	Prat.g_01022	Syaq.g_02357
OG0000858	Prat.g_01585	Syaq.g_01682
OG0000859	Prat.g_01586	Syaq.g_01681
OG0000860	Prat.g_01594	Syaq.g_01671
OG0000861	Prat.g_01595	Syaq.g_01670
OG0000862	Prat.g_01596	Syaq.g_01668
OG0000863	Prat.g_01598	Syaq.g_01665
OG0000864	Prat.g_01599	Syaq.g_01664
OG0000865	Prat.g_01600	Syaq.g_01663
OG0000866	Prat.g_01601	Syaq.g_01662
OG0000867	Prat.g_01602	Syaq.g_01661
OG0000868	Prat.g_01603	Syaq.g_01659
OG0000869	Prat.g_01606	Syaq.g_01656
OG0000870	Prat.g_01611	Syaq.g_01651
OG0000871	Prat.g_01612	Syaq.g_01650
OG0000872	Prat.g_01613	Syaq.g_01644
OG0000873	Prat.g_01616	Syaq.g_01641
OG0000874	Prat.g_01619	Syaq.g_01637
OG0000875	Prat.g_01621	Syaq.g_01633
OG0000876	Prat.g_01622	Syaq.g_01631
OG0000877	Prat.g_01624	Syaq.g_01628
OG0000878	Prat.g_01625	Syaq.g_01627
OG0000879	Prat.g_01626	Syaq.g_01626
OG0000880	Prat.g_01627	Syaq.g_01625
OG0000881	Prat.g_01631	Syaq.g_01621
OG0000882	Prat.g_01636	Syaq.g_01616
OG0000883	Prat.g_01639	Syaq.g_01613
OG0000884	Prat.g_01641	Syaq.g_01611
OG0000885	Prat.g_01642	Syaq.g_01610
OG0000886	Prat.g_01643	Syaq.g_01609
OG0000887	Prat.g_01644	Syaq.g_01608
OG0000888	Prat.g_01646	Syaq.g_01606
OG0000889	Prat.g_01648	Syaq.g_01604
OG0000890	Prat.g_01649	Syaq.g_01597
OG0000891	Prat.g_01650	Syaq.g_01596
OG0000892	Prat.g_01652	Syaq.g_01594
OG0000893	Prat.g_01655	Syaq.g_00695
OG0000894	Prat.g_01658	Syaq.g_00692
OG0000895	Prat.g_01662	Syaq.g_00688
OG0000896	Prat.g_01663	Syaq.g_00687
OG0000897	Prat.g_01665	Syaq.g_00685
OG0000898	Prat.g_01666	Syaq.g_00684
OG0000899	Prat.g_01667	Syaq.g_00683
OG0000900	Prat.g_01668	Syaq.g_00682
OG0000901	Prat.g_01671	Syaq.g_00677
OG0000902	Prat.g_01673	Syaq.g_00671
OG0000903	Prat.g_01677	Syaq.g_00655
OG0000904	Prat.g_01682	Syaq.g_00660
OG0000905	Prat.g_01675	Syaq.g_00666
OG0000906	Prat.g_01674	Syaq.g_00669
OG0000907	Prat.g_01684	Syaq.g_00653
OG0000908	Prat.g_01687	Syaq.g_00650
OG0000909	Prat.g_01688	Syaq.g_00649
OG0000910	Prat.g_01689	Syaq.g_00648
OG0000911	Prat.g_01691	Syaq.g_00646
OG0000912	Prat.g_01692	Syaq.g_00645
OG0000913	Prat.g_01693	Syaq.g_00644
OG0000914	Prat.g_01694	Syaq.g_00643
OG0000915	Prat.g_01695	Syaq.g_00641
OG0000916	Prat.g_01696	Syaq.g_00640
OG0000917	Prat.g_01697	Syaq.g_00639
OG0000918	Prat.g_01698	Syaq.g_00638
OG0000919	Prat.g_01699	Syaq.g_00637
OG0000920	Prat.g_01700	Syaq.g_00636
OG0000921	Prat.g_01701	Syaq.g_00635
OG0000922	Prat.g_01702	Syaq.g_00634
OG0000923	Prat.g_01706	Syaq.g_00630
OG0000924	Prat.g_01707	Syaq.g_00629
OG0000925	Prat.g_01708	Syaq.g_00628
OG0000926	Prat.g_01709	Syaq.g_00627
OG0000927	Prat.g_01711	Syaq.g_00625
OG0000928	Prat.g_01712	Syaq.g_00624
OG0000929	Prat.g_01713	Syaq.g_00623
OG0000930	Prat.g_01714	Syaq.g_00622
OG0000931	Prat.g_01715	Syaq.g_00621
OG0000932	Prat.g_01327	Syaq.g_00620
OG0000933	Prat.g_01719	Syaq.g_00614
OG0000934	Prat.g_01721	Syaq.g_00612
OG0000935	Prat.g_01722	Syaq.g_00611
OG0000936	Prat.g_01723	Syaq.g_00610
OG0000937	Prat.g_01724	Syaq.g_00609
OG0000938	Prat.g_01727	Syaq.g_00606
OG0000939	Prat.g_01728	Syaq.g_00604
OG0000940	Prat.g_01735	Syaq.g_00597
OG0000941	Prat.g_01737	Syaq.g_00595
OG0000942	Prat.g_01739	Syaq.g_00593
OG0000943	Prat.g_01740	Syaq.g_00592
OG0000944	Prat.g_01742	Syaq.g_00590
OG0000945	Prat.g_01744	Syaq.g_00588
OG0000946	Prat.g_01748	Syaq.g_00580
OG0000947	Prat.g_01750	Syaq.g_00577
OG0000948	Prat.g_01751	Syaq.g_00576
OG0000949	Prat.g_01754	Syaq.g_00971
OG0000950	Prat.g_01760	Syaq.g_00984
OG0000951	Prat.g_01764	Syaq.g_00991
OG0000952	Prat.g_01768	Syaq.g_01002
OG0000953	Prat.g_01772	Syaq.g_01006
OG0000954	Prat.g_01777	Syaq.g_01012
OG0000955	Prat.g_01778	Syaq.g_01013
OG0000956	Prat.g_01780	Syaq.g_01015
OG0000957	Prat.g_01786	Syaq.g_01026
OG0000958	Prat.g_01787	Syaq.g_01027
OG0000959	Prat.g_01791	Syaq.g_01031
OG0000960	Prat.g_01792	Syaq.g_01032
OG0000961	Prat.g_01795	Syaq.g_01043
OG0000962	Prat.g_01797	Syaq.g_01045
OG0000963	Prat.g_01801	Syaq.g_01049
OG0000964	Prat.g_01802	Syaq.g_01050
OG0000965	Prat.g_01803	Syaq.g_01051
OG0000966	Prat.g_01809	Syaq.g_01060
OG0000967	Prat.g_01813	Syaq.g_01067
OG0000968	Prat.g_01815	Syaq.g_01071
OG0000969	Prat.g_01816	Syaq.g_01078
OG0000970	Prat.g_01817	Syaq.g_01079
OG0000971	Prat.g_01818	Syaq.g_01081
OG0000972	Prat.g_01819	Syaq.g_01082
OG0000973	Prat.g_01820	Syaq.g_01083
OG0000974	Prat.g_01821	Syaq.g_01084
OG0000975	Prat.g_01822	Syaq.g_01085
OG0000976	Prat.g_01823	Syaq.g_01086
OG0000977	Prat.g_01824	Syaq.g_01088
OG0000978	Prat.g_01825	Syaq.g_01091
OG0000979	Prat.g_01828	Syaq.g_01094
OG0000980	Prat.g_01830	Syaq.g_01097
OG0000981	Prat.g_01833	Syaq.g_01100
OG0000982	Prat.g_01835	Syaq.g_01263
OG0000983	Prat.g_01836	Syaq.g_01262
OG0000984	Prat.g_01837	Syaq.g_01261
OG0000985	Prat.g_01840	Syaq.g_01257
OG0000986	Prat.g_01842	Syaq.g_01253
OG0000987	Prat.g_01843	Syaq.g_01251
OG0000988	Prat.g_01846	Syaq.g_01245
OG0000989	Prat.g_01850	Syaq.g_01239
OG0000990	Prat.g_01856	Syaq.g_01229
OG0000991	Prat.g_01857	Syaq.g_01225
OG0000992	Prat.g_01860	Syaq.g_01222
OG0000993	Prat.g_01861	Syaq.g_01221
OG0000994	Prat.g_01862	Syaq.g_01218
OG0000995	Prat.g_01866	Syaq.g_01212
OG0000996	Prat.g_01867	Syaq.g_01193
OG0000997	Prat.g_01869	Syaq.g_01184
OG0000998	Prat.g_01871	Syaq.g_01182
OG0000999	Prat.g_01872	Syaq.g_01181
OG0001000	Prat.g_01875	Syaq.g_01177
OG0001001	Prat.g_01879	Syaq.g_01172
OG0001002	Prat.g_01884	Syaq.g_01165
OG0001003	Prat.g_01885	Syaq.g_01163
OG0001004	Prat.g_01886	Syaq.g_01162
OG0001005	Prat.g_01887	Syaq.g_01161
OG0001006	Prat.g_01891	Syaq.g_01152
OG0001007	Prat.g_01893	Syaq.g_01150
OG0001008	Prat.g_00397	Syaq.g_00500
OG0001009	Prat.g_00028	Syaq.g_01118
OG0001010	Prat.g_00029	Syaq.g_01117
OG0001011	Prat.g_00031	Syaq.g_01115
OG0001012	Prat.g_00046	Syaq.g_01267
OG0001013	Prat.g_00053	Syaq.g_01289
OG0001014	Prat.g_00056	Syaq.g_01295
OG0001015	Prat.g_00057	Syaq.g_01296
OG0001016	Prat.g_00070	Syaq.g_01554
OG0001017	Prat.g_00074	Syaq.g_01548
OG0001018	Prat.g_00076	Syaq.g_01546
OG0001019	Prat.g_00087	Syaq.g_01524
OG0001020	Prat.g_00088	Syaq.g_01510
OG0001021	Prat.g_00089	Syaq.g_01506
OG0001022	Prat.g_00091	Syaq.g_01501
OG0001023	Prat.g_00092	Syaq.g_01500
OG0001024	Prat.g_00095	Syaq.g_01496
OG0001025	Prat.g_00102	Syaq.g_01490
OG0001026	Prat.g_00110	Syaq.g_01477
OG0001027	Prat.g_00111	Syaq.g_01474
OG0001028	Prat.g_00113	Syaq.g_01472
OG0001029	Prat.g_00114	Syaq.g_01470
OG0001030	Prat.g_00130	Syaq.g_01450
OG0001031	Prat.g_00188	Syaq.g_01378
OG0001032	Prat.g_00189	Syaq.g_01376
OG0001033	Prat.g_00210	Syaq.g_01344
OG0001034	Prat.g_00241	Syaq.g_01579
OG0001035	Prat.g_00261	Syaq.g_00726
OG0001036	Prat.g_00266	Syaq.g_00731
OG0001037	Prat.g_00267	Syaq.g_00733
OG0001038	Prat.g_00285	Syaq.g_00761
OG0001039	Prat.g_00288	Syaq.g_00764
OG0001040	Prat.g_00291	Syaq.g_00767
OG0001041	Prat.g_00295	Syaq.g_00772
OG0001042	Prat.g_00312	Syaq.g_00858
OG0001044	Prat.g_00347	Syaq.g_00560
OG0001045	Prat.g_00356	Syaq.g_00547
OG0001046	Prat.g_01469	Syaq.g_02509
OG0001047	Prat.g_00399	Syaq.g_00498
OG0001048	Prat.g_00400	Syaq.g_00497
OG0001049	Prat.g_00403	Syaq.g_00494
OG0001050	Prat.g_00404	Syaq.g_00493
OG0001051	Prat.g_00405	Syaq.g_00492
OG0001052	Prat.g_00430	Syaq.g_00446
OG0001053	Prat.g_00443	Syaq.g_01775
OG0001054	Prat.g_00459	Syaq.g_01794
OG0001055	Prat.g_00480	Syaq.g_01815
OG0001056	Prat.g_00498	Syaq.g_01843
OG0001057	Prat.g_00502	Syaq.g_00334
OG0001058	Prat.g_00510	Syaq.g_01931
OG0001059	Prat.g_00515	Syaq.g_01935
OG0001060	Prat.g_00522	Syaq.g_01941
OG0001061	Prat.g_00538	Syaq.g_01961
OG0001062	Prat.g_00540	Syaq.g_01963
OG0001063	Prat.g_00542	Syaq.g_01968
OG0001064	Prat.g_00543	Syaq.g_01969
OG0001065	Prat.g_00544	Syaq.g_01970
OG0001066	Prat.g_00545	Syaq.g_01971
OG0001067	Prat.g_00546	Syaq.g_01972
OG0001068	Prat.g_00547	Syaq.g_01973
OG0001069	Prat.g_00548	Syaq.g_01974
OG0001070	Prat.g_00550	Syaq.g_01978
OG0001071	Prat.g_00551	Syaq.g_01979
OG0001072	Prat.g_00552	Syaq.g_01983
OG0001073	Prat.g_00566	Syaq.g_01998
OG0001074	Prat.g_00579	Syaq.g_02132
OG0001075	Prat.g_00580	Syaq.g_02025
OG0001076	Prat.g_00587	Syaq.g_02060
OG0001077	Prat.g_00592	Syaq.g_02071
OG0001078	Prat.g_01089	Syaq.g_02083
OG0001079	Prat.g_01077	Syaq.g_02100
OG0001080	Prat.g_01071	Syaq.g_02161
OG0001081	Prat.g_01069	Syaq.g_02232
OG0001082	Prat.g_01068	Syaq.g_02233
OG0001083	Prat.g_01063	Syaq.g_02240
OG0001084	Prat.g_01062	Syaq.g_02241
OG0001085	Prat.g_00744	Syaq.g_02251
OG0001086	Prat.g_00745	Syaq.g_02253
OG0001087	Prat.g_00762	Syaq.g_02574
OG0001088	Prat.g_00763	Syaq.g_02576
OG0001089	Prat.g_00774	Syaq.g_02604
OG0001090	Prat.g_00789	Syaq.g_00024
OG0001091	Prat.g_00791	Syaq.g_00027
OG0001092	Prat.g_00792	Syaq.g_00029
OG0001093	Prat.g_00800	Syaq.g_00035
OG0001094	Prat.g_01043	Syaq.g_02334
OG0001095	Prat.g_01024	Syaq.g_02354
OG0001096	Prat.g_01010	Syaq.g_02370
OG0001097	Prat.g_00993	Syaq.g_02393
OG0001098	Prat.g_00974	Syaq.g_02415
OG0001099	Prat.g_00699	Syaq.g_01471
OG0001100	Prat.g_00707	Syaq.g_02262
OG0001101	Prat.g_00709	Syaq.g_02263
OG0001102	Prat.g_00712	Syaq.g_02266
OG0001103	Prat.g_00715	Syaq.g_02268
OG0001104	Prat.g_00739	Syaq.g_02316
OG0001105	Prat.g_00743	Syaq.g_02320
OG0001106	Prat.g_00884	Syaq.g_02471
OG0001108	Prat.g_00898	Syaq.g_02491
OG0001109	Prat.g_00899	Syaq.g_02493
OG0001110	Prat.g_00901	Syaq.g_02495
OG0001111	Prat.g_00902	Syaq.g_02497
OG0001112	Prat.g_00903	Syaq.g_02499
OG0001113	Prat.g_00904	Syaq.g_02539
OG0001114	Prat.g_00905	Syaq.g_02500
OG0001115	Prat.g_00907	Syaq.g_02504
OG0001116	Prat.g_00908	Syaq.g_02506
OG0001117	Prat.g_00909	Syaq.g_02507
OG0001118	Prat.g_00910	Syaq.g_02508
OG0001119	Prat.g_00911	Syaq.g_02510
OG0001120	Prat.g_00913	Syaq.g_02514
OG0001122	Prat.g_00932	Syaq.g_00069
OG0001123	Prat.g_00937	Syaq.g_00061
OG0001124	Prat.g_00939	Syaq.g_00060
OG0001125	Prat.g_00941	Syaq.g_00058
OG0001126	Prat.g_00955	Syaq.g_02693
OG0001127	Prat.g_00956	Syaq.g_02692
OG0001128	Prat.g_00957	Syaq.g_02689
OG0001129	Prat.g_00958	Syaq.g_02687
OG0001130	Prat.g_00959	Syaq.g_02686
OG0001131	Prat.g_01204	Syaq.g_02284
OG0001132	Prat.g_01479	Syaq.g_01872
OG0001133	Prat.g_01211	Syaq.g_02063
OG0001134	Prat.g_01495, Prat.g_01561	Syaq.g_02213
OG0001136	Prat.g_01158	Syaq.g_00252
OG0001137	Prat.g_01147	Syaq.g_00228
OG0001138	Prat.g_01126	Syaq.g_00196
OG0001139	Prat.g_01124	Syaq.g_00194
OG0001141	Prat.g_01123	Syaq.g_00192
OG0001142	Prat.g_01122	Syaq.g_00191
OG0001143	Prat.g_01115	Syaq.g_00182
