Orthogroup	Prat	Prar
OG0000578	Prat.g_00563	Prar.g_01431
OG0000579	Prat.g_00564	Prar.g_01432
OG0000580	Prat.g_00565	Prar.g_01433
OG0000581	Prat.g_00568	Prar.g_01435
OG0000582	Prat.g_00571	Prar.g_01438
OG0000583	Prat.g_00572	Prar.g_01439
OG0000584	Prat.g_00573	Prar.g_01440
OG0000585	Prat.g_00575	Prar.g_01442
OG0000586	Prat.g_00576	Prar.g_01443
OG0000587	Prat.g_00577	Prar.g_01444
OG0000588	Prat.g_00582	Prar.g_01448
OG0000589	Prat.g_00584	Prar.g_01451
OG0000590	Prat.g_00585	Prar.g_01452
OG0000591	Prat.g_00589	Prar.g_01455
OG0000592	Prat.g_00590	Prar.g_01456
OG0000593	Prat.g_01094	Prar.g_01462
OG0000594	Prat.g_01093	Prar.g_01463
OG0000595	Prat.g_01091	Prar.g_01464
OG0000596	Prat.g_01087	Prar.g_01468
OG0000597	Prat.g_01084	Prar.g_01470
OG0000598	Prat.g_01083	Prar.g_01471
OG0000599	Prat.g_01080	Prar.g_01474
OG0000600	Prat.g_01079	Prar.g_01475
OG0000601	Prat.g_01078	Prar.g_01476
OG0000602	Prat.g_01076	Prar.g_01478
OG0000603	Prat.g_01075	Prar.g_01479
OG0000604	Prat.g_01074	Prar.g_01480
OG0000605	Prat.g_01073	Prar.g_01481
OG0000606	Prat.g_01070	Prar.g_01484
OG0000607	Prat.g_01067	Prar.g_01487
OG0000608	Prat.g_01066	Prar.g_01488
OG0000609	Prat.g_01065	Prar.g_01489
OG0000610	Prat.g_01059	Prar.g_01494
OG0000611	Prat.g_01056	Prar.g_01497
OG0000612	Prat.g_01055	Prar.g_01498
OG0000613	Prat.g_00747	Prar.g_01503
OG0000614	Prat.g_00767	Prar.g_01522
OG0000615	Prat.g_00777	Prar.g_01530
OG0000616	Prat.g_01882	Prar.g_01534
OG0000617	Prat.g_00797	Prar.g_01605
OG0000618	Prat.g_00798	Prar.g_01606
OG0000619	Prat.g_00799	Prar.g_01607
OG0000620	Prat.g_00802	Prar.g_01610
OG0000621	Prat.g_00803	Prar.g_01611
OG0000622	Prat.g_00804	Prar.g_01612
OG0000623	Prat.g_00805	Prar.g_01613
OG0000624	Prat.g_00807	Prar.g_01614
OG0000625	Prat.g_00808	Prar.g_01615
OG0000626	Prat.g_00809	Prar.g_01616
OG0000627	Prat.g_00811	Prar.g_01617
OG0000628	Prat.g_00812	Prar.g_01618
OG0000629	Prat.g_00813	Prar.g_01619
OG0000630	Prat.g_00816	Prar.g_01622
OG0000631	Prat.g_00865	Prar.g_01675
OG0000632	Prat.g_00866	Prar.g_01676
OG0000633	Prat.g_00867	Prar.g_01677
OG0000634	Prat.g_01041	Prar.g_01680
OG0000635	Prat.g_01040	Prar.g_01681
OG0000636	Prat.g_01038	Prar.g_01683
OG0000637	Prat.g_01036	Prar.g_01685
OG0000638	Prat.g_01035	Prar.g_01686
OG0000639	Prat.g_01034	Prar.g_01687
OG0000640	Prat.g_01033	Prar.g_01688
OG0000641	Prat.g_01029	Prar.g_01692
OG0000642	Prat.g_01028	Prar.g_01693
OG0000643	Prat.g_01027	Prar.g_01694
OG0000644	Prat.g_01026	Prar.g_01695
OG0000645	Prat.g_01025	Prar.g_01696
OG0000646	Prat.g_01023	Prar.g_01698
OG0000647	Prat.g_01021	Prar.g_01699
OG0000648	Prat.g_01019	Prar.g_01701
OG0000649	Prat.g_01018	Prar.g_01702
OG0000650	Prat.g_01017	Prar.g_01703
OG0000651	Prat.g_01016	Prar.g_01704
OG0000652	Prat.g_01015	Prar.g_01705
OG0000653	Prat.g_01013	Prar.g_01707
OG0000654	Prat.g_01012	Prar.g_01708
OG0000655	Prat.g_01011	Prar.g_01709
OG0000656	Prat.g_01008	Prar.g_01712
OG0000657	Prat.g_01002	Prar.g_01719
OG0000658	Prat.g_01001	Prar.g_01720
OG0000659	Prat.g_01000	Prar.g_01721
OG0000660	Prat.g_00996	Prar.g_01725
OG0000661	Prat.g_00994	Prar.g_01727
OG0000662	Prat.g_00992	Prar.g_01729
OG0000663	Prat.g_00990	Prar.g_01731
OG0000664	Prat.g_00989	Prar.g_01732
OG0000665	Prat.g_00983	Prar.g_01736
OG0000666	Prat.g_00982	Prar.g_01737
OG0000667	Prat.g_00978	Prar.g_01742
OG0000668	Prat.g_00694	Prar.g_01759
OG0000669	Prat.g_00705	Prar.g_01767
OG0000670	Prat.g_00708	Prar.g_01769
OG0000671	Prat.g_00710	Prar.g_01771
OG0000672	Prat.g_00713	Prar.g_01774
OG0000673	Prat.g_00717	Prar.g_01777
OG0000674	Prat.g_00719	Prar.g_01779
OG0000675	Prat.g_00720	Prar.g_01780
OG0000676	Prat.g_00722	Prar.g_01782
OG0000677	Prat.g_00723	Prar.g_01783
OG0000678	Prat.g_00725	Prar.g_01785
OG0000679	Prat.g_00730	Prar.g_01789
OG0000680	Prat.g_00731	Prar.g_01790
OG0000681	Prat.g_00734	Prar.g_01792
OG0000682	Prat.g_00735	Prar.g_01793
OG0000683	Prat.g_00736	Prar.g_01794
OG0000684	Prat.g_00738	Prar.g_01795
OG0000685	Prat.g_00740	Prar.g_01797
OG0000686	Prat.g_00741	Prar.g_01798
OG0000687	Prat.g_00742	Prar.g_01799
OG0000688	Prat.g_01051	Prar.g_01802
OG0000689	Prat.g_01050	Prar.g_01803
OG0000690	Prat.g_01049	Prar.g_01804
OG0000691	Prat.g_01048	Prar.g_01805
OG0000692	Prat.g_01046	Prar.g_01807
OG0000693	Prat.g_01045	Prar.g_01808
OG0000694	Prat.g_01044	Prar.g_01809
OG0000695	Prat.g_00869	Prar.g_01811
OG0000696	Prat.g_00870	Prar.g_01812
OG0000697	Prat.g_00871	Prar.g_01813
OG0000698	Prat.g_00874	Prar.g_01816
OG0000699	Prat.g_00876	Prar.g_01817
OG0000700	Prat.g_00877	Prar.g_01818
OG0000701	Prat.g_00878	Prar.g_01819
OG0000702	Prat.g_00880	Prar.g_01821
OG0000703	Prat.g_00881	Prar.g_01822
OG0000704	Prat.g_00883	Prar.g_01823
OG0000705	Prat.g_00889	Prar.g_01827
OG0000706	Prat.g_00890	Prar.g_01828
OG0000707	Prat.g_00891	Prar.g_01829
OG0000708	Prat.g_00893	Prar.g_01830
OG0000709	Prat.g_00897	Prar.g_01834
OG0000710	Prat.g_00900	Prar.g_01837
OG0000711	Prat.g_00916	Prar.g_01853
OG0000712	Prat.g_00917	Prar.g_01855
OG0000713	Prat.g_00918	Prar.g_01856
OG0000714	Prat.g_00919	Prar.g_01857
OG0000715	Prat.g_00921	Prar.g_01859
OG0000716	Prat.g_00923	Prar.g_01861
OG0000717	Prat.g_00924	Prar.g_01862
OG0000718	Prat.g_00929	Prar.g_01873
OG0000719	Prat.g_00931	Prar.g_01875
OG0000720	Prat.g_00942	Prar.g_01884
OG0000721	Prat.g_00946	Prar.g_01886
OG0000722	Prat.g_00947	Prar.g_01887
OG0000723	Prat.g_00951	Prar.g_01890
OG0000724	Prat.g_00960	Prar.g_01899
OG0000725	Prat.g_00966	Prar.g_01905
OG0000726	Prat.g_00967	Prar.g_01906
OG0000727	Prat.g_00968	Prar.g_01907
OG0000728	Prat.g_00970	Prar.g_01909
OG0000729	Prat.g_01214	Prar.g_01955
OG0000730	Prat.g_01199	Prar.g_01324
OG0000731	Prat.g_00354	Prar.g_01320
OG0000732	Prat.g_01831	Prar.g_01314
OG0000733	Prat.g_01560	Prar.g_01295
OG0000734	Prat.g_01171	Prar.g_01278
OG0000735	Prat.g_01169	Prar.g_01276
OG0000736	Prat.g_01168	Prar.g_01275
OG0000737	Prat.g_01167	Prar.g_01274
OG0000738	Prat.g_01163	Prar.g_01270
OG0000739	Prat.g_01162	Prar.g_01269
OG0000740	Prat.g_01161	Prar.g_01268
OG0000741	Prat.g_01159	Prar.g_01267
OG0000742	Prat.g_01157	Prar.g_01264
OG0000743	Prat.g_01155	Prar.g_01262
OG0000744	Prat.g_01154	Prar.g_01261
OG0000745	Prat.g_01153	Prar.g_01260
OG0000746	Prat.g_01151	Prar.g_01258
OG0000747	Prat.g_01150	Prar.g_01257
OG0000748	Prat.g_01146	Prar.g_01254
OG0000749	Prat.g_01145	Prar.g_01253
OG0000750	Prat.g_01144	Prar.g_01252
OG0000751	Prat.g_01141	Prar.g_01250
OG0000752	Prat.g_01139	Prar.g_01248
OG0000753	Prat.g_01136	Prar.g_01245
OG0000754	Prat.g_01134	Prar.g_01242
OG0000755	Prat.g_01128	Prar.g_01239
OG0000756	Prat.g_01127	Prar.g_01238
OG0000757	Prat.g_01121	Prar.g_01232
OG0000758	Prat.g_01120	Prar.g_01231
OG0000759	Prat.g_01119	Prar.g_01230
OG0000760	Prat.g_01118	Prar.g_01229
OG0000761	Prat.g_01117	Prar.g_01228
OG0000762	Prat.g_01116	Prar.g_01227
OG0000763	Prat.g_01114	Prar.g_01225
OG0000764	Prat.g_01113	Prar.g_01224
OG0000765	Prat.g_01104	Prar.g_01215
OG0000766	Prat.g_01103	Prar.g_01214
OG0000767	Prat.g_01101	Prar.g_01212
OG0000768	Prat.g_01100	Prar.g_01211
OG0000769	Prat.g_01098	Prar.g_01209
OG0000770	Prat.g_00594	Prar.g_01207
OG0000771	Prat.g_01509	Prar.g_00376
OG0000772	Prat.g_00626	Prar.g_00976
OG0000773	Prat.g_01240	Prar.g_00964
OG0000774	Prat.g_01242	Prar.g_00962
OG0000775	Prat.g_01244	Prar.g_00960
OG0000776	Prat.g_01245	Prar.g_00959
OG0000777	Prat.g_01246	Prar.g_00958
OG0000778	Prat.g_01247	Prar.g_00957
OG0000779	Prat.g_01251	Prar.g_00953
OG0000780	Prat.g_01252	Prar.g_00952
OG0000781	Prat.g_01255	Prar.g_00949
OG0000782	Prat.g_01256	Prar.g_00948
OG0000783	Prat.g_01257	Prar.g_00947
OG0000784	Prat.g_01258	Prar.g_00946
OG0000785	Prat.g_01260	Prar.g_00944
OG0000786	Prat.g_01263	Prar.g_00942
OG0000787	Prat.g_01264	Prar.g_00941
OG0000788	Prat.g_01471	Prar.g_00924
OG0000789	Prat.g_01455	Prar.g_00921
OG0000790	Prat.g_01296	Prar.g_00906
OG0000791	Prat.g_01298	Prar.g_00904
OG0000792	Prat.g_01299	Prar.g_00903
OG0000793	Prat.g_01302	Prar.g_00900
OG0000794	Prat.g_01303	Prar.g_00899
OG0000795	Prat.g_01304	Prar.g_00898
OG0000796	Prat.g_01308	Prar.g_00894
OG0000797	Prat.g_01309	Prar.g_00893
OG0000799	Prat.g_01333	Prar.g_00357
OG0000800	Prat.g_01334	Prar.g_00356
OG0000801	Prat.g_01335	Prar.g_00355
OG0000802	Prat.g_01337	Prar.g_00353
OG0000803	Prat.g_01339	Prar.g_00351
OG0000804	Prat.g_01340	Prar.g_00350
OG0000805	Prat.g_01342	Prar.g_00348
OG0000806	Prat.g_01344	Prar.g_00346
OG0000807	Prat.g_01345	Prar.g_00345
OG0000808	Prat.g_01346	Prar.g_00344
OG0000809	Prat.g_01350	Prar.g_00341
OG0000810	Prat.g_01351	Prar.g_00340
OG0000811	Prat.g_01356	Prar.g_00336
OG0000812	Prat.g_01358	Prar.g_00842
OG0000813	Prat.g_01359	Prar.g_00841
OG0000814	Prat.g_01361	Prar.g_00839
OG0000815	Prat.g_01362	Prar.g_00838
OG0000816	Prat.g_01364	Prar.g_00836
OG0000817	Prat.g_01365	Prar.g_00835
OG0000818	Prat.g_01370	Prar.g_00830
OG0000819	Prat.g_01371	Prar.g_00829
OG0000820	Prat.g_01372	Prar.g_00828
OG0000821	Prat.g_01378	Prar.g_00824
OG0000822	Prat.g_01379	Prar.g_00823
OG0000823	Prat.g_01380	Prar.g_00822
OG0000824	Prat.g_01383	Prar.g_00819
OG0000825	Prat.g_01384	Prar.g_00818
OG0000826	Prat.g_01385	Prar.g_00817
OG0000827	Prat.g_01386	Prar.g_00816
OG0000828	Prat.g_01389	Prar.g_00813
OG0000829	Prat.g_01390	Prar.g_00812
OG0000830	Prat.g_01391	Prar.g_00811
OG0000831	Prat.g_01393	Prar.g_00809
OG0000832	Prat.g_01405	Prar.g_00803
OG0000833	Prat.g_01414	Prar.g_00795
OG0000834	Prat.g_01415	Prar.g_00794
OG0000835	Prat.g_01416	Prar.g_00793
OG0000836	Prat.g_01417	Prar.g_00792
OG0000837	Prat.g_01418	Prar.g_00791
OG0000838	Prat.g_01421	Prar.g_00789
OG0000839	Prat.g_01422	Prar.g_00788
OG0000840	Prat.g_01423	Prar.g_00787
OG0000841	Prat.g_01424	Prar.g_00786
OG0000842	Prat.g_01425	Prar.g_00785
OG0000843	Prat.g_01426	Prar.g_00784
OG0000844	Prat.g_01427	Prar.g_00783
OG0000845	Prat.g_01428	Prar.g_00782
OG0000846	Prat.g_01429	Prar.g_00781
OG0000847	Prat.g_01430	Prar.g_00780
OG0000848	Prat.g_01431	Prar.g_00779
OG0000849	Prat.g_01432	Prar.g_00778
OG0000850	Prat.g_01434	Prar.g_00776
OG0000851	Prat.g_01435	Prar.g_00775
OG0000852	Prat.g_01436	Prar.g_00774
OG0000853	Prat.g_01441	Prar.g_00770
OG0000854	Prat.g_01443	Prar.g_00768
OG0000855	Prat.g_01444	Prar.g_00767
OG0000856	Prat.g_01457	Prar.g_00753
OG0000857	Prat.g_01022	Prar.g_00725
OG0000858	Prat.g_01585	Prar.g_01149
OG0000859	Prat.g_01586	Prar.g_01148
OG0000860	Prat.g_01594	Prar.g_01141
OG0000861	Prat.g_01595	Prar.g_01140
OG0000862	Prat.g_01596	Prar.g_01139
OG0000863	Prat.g_01598	Prar.g_01137
OG0000864	Prat.g_01599	Prar.g_01136
OG0000865	Prat.g_01600	Prar.g_01135
OG0000866	Prat.g_01601	Prar.g_01134
OG0000867	Prat.g_01602	Prar.g_01133
OG0000868	Prat.g_01603	Prar.g_01132
OG0000869	Prat.g_01606	Prar.g_01128
OG0000870	Prat.g_01611	Prar.g_01123
OG0000871	Prat.g_01612	Prar.g_01122
OG0000872	Prat.g_01613	Prar.g_01121
OG0000873	Prat.g_01616	Prar.g_01965
OG0000874	Prat.g_01619	Prar.g_01968
OG0000875	Prat.g_01621	Prar.g_01969
OG0000876	Prat.g_01622	Prar.g_01970
OG0000877	Prat.g_01624	Prar.g_01963
OG0000878	Prat.g_01625	Prar.g_01962
OG0000879	Prat.g_01626	Prar.g_01961
OG0000880	Prat.g_01627	Prar.g_01960
OG0000881	Prat.g_01631	Prar.g_00595, Prar.g_01956
OG0000882	Prat.g_01636	Prar.g_00600
OG0000883	Prat.g_01639	Prar.g_00601
OG0000884	Prat.g_01641	Prar.g_00603
OG0000885	Prat.g_01642	Prar.g_00604
OG0000886	Prat.g_01643	Prar.g_00605
OG0000887	Prat.g_01644	Prar.g_00606
OG0000888	Prat.g_01646	Prar.g_00608
OG0000889	Prat.g_01648	Prar.g_00610
OG0000890	Prat.g_01649	Prar.g_00611
OG0000891	Prat.g_01650	Prar.g_00612
OG0000892	Prat.g_01652	Prar.g_01119
OG0000893	Prat.g_01655	Prar.g_01114
OG0000894	Prat.g_01658	Prar.g_01112
OG0000895	Prat.g_01662	Prar.g_01109
OG0000896	Prat.g_01663	Prar.g_01108
OG0000897	Prat.g_01665	Prar.g_01106
OG0000898	Prat.g_01666	Prar.g_01105
OG0000899	Prat.g_01667	Prar.g_01104
OG0000900	Prat.g_01668	Prar.g_01103
OG0000901	Prat.g_01671	Prar.g_01100
OG0000902	Prat.g_01673	Prar.g_01098
OG0000903	Prat.g_01677	Prar.g_01095
OG0000904	Prat.g_01682	Prar.g_01093
OG0000905	Prat.g_01675	Prar.g_01088
OG0000906	Prat.g_01674	Prar.g_01087
OG0000907	Prat.g_01684	Prar.g_01069
OG0000908	Prat.g_01687	Prar.g_01066
OG0000909	Prat.g_01688	Prar.g_01065
OG0000910	Prat.g_01689	Prar.g_01064
OG0000911	Prat.g_01691	Prar.g_01062
OG0000912	Prat.g_01692	Prar.g_01061
OG0000913	Prat.g_01693	Prar.g_01060
OG0000914	Prat.g_01694	Prar.g_01059
OG0000915	Prat.g_01695	Prar.g_01058
OG0000916	Prat.g_01696	Prar.g_01057
OG0000917	Prat.g_01697	Prar.g_01056
OG0000918	Prat.g_01698	Prar.g_01055
OG0000919	Prat.g_01699	Prar.g_01054
OG0000920	Prat.g_01700	Prar.g_01053
OG0000921	Prat.g_01701	Prar.g_01052
OG0000922	Prat.g_01702	Prar.g_01051
OG0000923	Prat.g_01706	Prar.g_01047
OG0000924	Prat.g_01707	Prar.g_01046
OG0000925	Prat.g_01708	Prar.g_01045
OG0000926	Prat.g_01709	Prar.g_01044
OG0000927	Prat.g_01711	Prar.g_01042
OG0000928	Prat.g_01712	Prar.g_01041
OG0000929	Prat.g_01713	Prar.g_01040
OG0000930	Prat.g_01714	Prar.g_01039
OG0000931	Prat.g_01715	Prar.g_01038
OG0000932	Prat.g_01327	Prar.g_01037
OG0000933	Prat.g_01719	Prar.g_01033
OG0000934	Prat.g_01721	Prar.g_01031
OG0000935	Prat.g_01722	Prar.g_01030
OG0000936	Prat.g_01723	Prar.g_01029
OG0000937	Prat.g_01724	Prar.g_01028
OG0000938	Prat.g_01727	Prar.g_01026
OG0000939	Prat.g_01728	Prar.g_01025
OG0000940	Prat.g_01735	Prar.g_01019
OG0000941	Prat.g_01737	Prar.g_01017
OG0000942	Prat.g_01739	Prar.g_01015
OG0000943	Prat.g_01740	Prar.g_01014
OG0000944	Prat.g_01742	Prar.g_01013
OG0000945	Prat.g_01744	Prar.g_01012
OG0000946	Prat.g_01748	Prar.g_00617
OG0000947	Prat.g_01750	Prar.g_00619
OG0000948	Prat.g_01751	Prar.g_00620
OG0000949	Prat.g_01754	Prar.g_00623
OG0000950	Prat.g_01760	Prar.g_00628
OG0000951	Prat.g_01764	Prar.g_00632
OG0000952	Prat.g_01768	Prar.g_00636
OG0000953	Prat.g_01772	Prar.g_00639
OG0000954	Prat.g_01777	Prar.g_00643
OG0000955	Prat.g_01778	Prar.g_00644
OG0000956	Prat.g_01780	Prar.g_00646
OG0000957	Prat.g_01786	Prar.g_00651
OG0000958	Prat.g_01787	Prar.g_00652
OG0000959	Prat.g_01791	Prar.g_00656
OG0000960	Prat.g_01792	Prar.g_00657
OG0000961	Prat.g_01795	Prar.g_00659
OG0000962	Prat.g_01797	Prar.g_00661
OG0000963	Prat.g_01801	Prar.g_00664
OG0000964	Prat.g_01802	Prar.g_00665
OG0000965	Prat.g_01803	Prar.g_00666
OG0000966	Prat.g_01809	Prar.g_00673
OG0000967	Prat.g_01813	Prar.g_00677
OG0000968	Prat.g_01815	Prar.g_00679
OG0000969	Prat.g_01816	Prar.g_00680
OG0000970	Prat.g_01817	Prar.g_00681
OG0000971	Prat.g_01818	Prar.g_00682
OG0000972	Prat.g_01819	Prar.g_00683
OG0000973	Prat.g_01820	Prar.g_00684
OG0000974	Prat.g_01821	Prar.g_00685
OG0000975	Prat.g_01822	Prar.g_00686
OG0000976	Prat.g_01823	Prar.g_00687
OG0000977	Prat.g_01824	Prar.g_00688
OG0000978	Prat.g_01825	Prar.g_00689
OG0000979	Prat.g_01828	Prar.g_00692
OG0000980	Prat.g_01830	Prar.g_00694
OG0000981	Prat.g_01833	Prar.g_00696
OG0000982	Prat.g_01835	Prar.g_00698
OG0000983	Prat.g_01836	Prar.g_00699
OG0000984	Prat.g_01837	Prar.g_00700
OG0000985	Prat.g_01840	Prar.g_00703
OG0000986	Prat.g_01842	Prar.g_00705
OG0000987	Prat.g_01843	Prar.g_00706
OG0000988	Prat.g_01846	Prar.g_00709
OG0000989	Prat.g_01850	Prar.g_00073
OG0000990	Prat.g_01856	Prar.g_00070
OG0000991	Prat.g_01857	Prar.g_00069
OG0000992	Prat.g_01860	Prar.g_00067
OG0000993	Prat.g_01861	Prar.g_00066
OG0000994	Prat.g_01862	Prar.g_00065
OG0000995	Prat.g_01866	Prar.g_00061
OG0000996	Prat.g_01867	Prar.g_00060
OG0000997	Prat.g_01869	Prar.g_00059
OG0000998	Prat.g_01871	Prar.g_00057
OG0000999	Prat.g_01872	Prar.g_00056
OG0001000	Prat.g_01875	Prar.g_00053
OG0001001	Prat.g_01879	Prar.g_00051
OG0001002	Prat.g_01884	Prar.g_00047
OG0001003	Prat.g_01885	Prar.g_00046
OG0001004	Prat.g_01886	Prar.g_00045
OG0001005	Prat.g_01887	Prar.g_00044
OG0001006	Prat.g_01891	Prar.g_00040
OG0001007	Prat.g_01893	Prar.g_00038
OG0001008	Prat.g_00397	Prar.g_00485
OG0001009	Prat.g_00028	Prar.g_00011
OG0001010	Prat.g_00029	Prar.g_00010
OG0001011	Prat.g_00031	Prar.g_00009
OG0001012	Prat.g_00046	Prar.g_00577
OG0001013	Prat.g_00053	Prar.g_00571
OG0001014	Prat.g_00056	Prar.g_00568
OG0001015	Prat.g_00057	Prar.g_00567
OG0001016	Prat.g_00070	Prar.g_00255
OG0001017	Prat.g_00074	Prar.g_00251
OG0001018	Prat.g_00076	Prar.g_00248
OG0001019	Prat.g_00087	Prar.g_00239
OG0001020	Prat.g_00088	Prar.g_00238
OG0001021	Prat.g_00089	Prar.g_00237
OG0001022	Prat.g_00091	Prar.g_00234
OG0001023	Prat.g_00092	Prar.g_00233
OG0001024	Prat.g_00095	Prar.g_00230
OG0001025	Prat.g_00102	Prar.g_00224
OG0001026	Prat.g_00110	Prar.g_00217
OG0001027	Prat.g_00111	Prar.g_00216
OG0001028	Prat.g_00113	Prar.g_00214
OG0001029	Prat.g_00114	Prar.g_00213
OG0001030	Prat.g_00130	Prar.g_00198
OG0001031	Prat.g_00188	Prar.g_00141
OG0001032	Prat.g_00189	Prar.g_00140
OG0001033	Prat.g_00210	Prar.g_00119
OG0001034	Prat.g_00241	Prar.g_00091
OG0001035	Prat.g_00261	Prar.g_00333
OG0001036	Prat.g_00266	Prar.g_00328
OG0001037	Prat.g_00267	Prar.g_00327
OG0001038	Prat.g_00285	Prar.g_00309
OG0001039	Prat.g_00288	Prar.g_00306
OG0001040	Prat.g_00291	Prar.g_00304
OG0001041	Prat.g_00295	Prar.g_00300
OG0001042	Prat.g_00312	Prar.g_00283
OG0001043	Prat.g_00313	Prar.g_00282
OG0001044	Prat.g_00347	Prar.g_00393
OG0001045	Prat.g_00356	Prar.g_00402
OG0001046	Prat.g_01469	Prar.g_00440
OG0001047	Prat.g_00399	Prar.g_00487
OG0001048	Prat.g_00400	Prar.g_00488
OG0001049	Prat.g_00403	Prar.g_00490
OG0001050	Prat.g_00404	Prar.g_00491
OG0001051	Prat.g_00405	Prar.g_00492
OG0001052	Prat.g_00430	Prar.g_00521
OG0001053	Prat.g_00443	Prar.g_00533
OG0001054	Prat.g_00459	Prar.g_01329
OG0001055	Prat.g_00480	Prar.g_01347
OG0001056	Prat.g_00498	Prar.g_01366
OG0001057	Prat.g_00502	Prar.g_01371
OG0001058	Prat.g_00510	Prar.g_01379
OG0001059	Prat.g_00515	Prar.g_01383
OG0001060	Prat.g_00522	Prar.g_01390
OG0001061	Prat.g_00538	Prar.g_01403
OG0001062	Prat.g_00540	Prar.g_01405
OG0001063	Prat.g_00542	Prar.g_01407
OG0001064	Prat.g_00543	Prar.g_01408
OG0001065	Prat.g_00544	Prar.g_01409
OG0001066	Prat.g_00545	Prar.g_01410
OG0001067	Prat.g_00546	Prar.g_01411
OG0001068	Prat.g_00547	Prar.g_01412
OG0001069	Prat.g_00548	Prar.g_01413
OG0001070	Prat.g_00550	Prar.g_01416
OG0001071	Prat.g_00551	Prar.g_01417
OG0001072	Prat.g_00552	Prar.g_01419
OG0001073	Prat.g_00566	Prar.g_01434
OG0001074	Prat.g_00579	Prar.g_01445
OG0001075	Prat.g_00580	Prar.g_01446
OG0001076	Prat.g_00587	Prar.g_01454
OG0001077	Prat.g_00592	Prar.g_01458
OG0001078	Prat.g_01089	Prar.g_01466
OG0001079	Prat.g_01077	Prar.g_01477
OG0001080	Prat.g_01071	Prar.g_01483
OG0001081	Prat.g_01069	Prar.g_01485
OG0001082	Prat.g_01068	Prar.g_01486
OG0001083	Prat.g_01063	Prar.g_01491
OG0001084	Prat.g_01062	Prar.g_01492
OG0001085	Prat.g_00744	Prar.g_01500
OG0001086	Prat.g_00745	Prar.g_01501
OG0001087	Prat.g_00762	Prar.g_01518
OG0001088	Prat.g_00763	Prar.g_01519
OG0001089	Prat.g_00774	Prar.g_01527
OG0001090	Prat.g_00789	Prar.g_01600
OG0001091	Prat.g_00791	Prar.g_01602
OG0001092	Prat.g_00792	Prar.g_01603
OG0001093	Prat.g_00800	Prar.g_01608
OG0001094	Prat.g_01043	Prar.g_01678
OG0001095	Prat.g_01024	Prar.g_01697
OG0001096	Prat.g_01010	Prar.g_01710
OG0001097	Prat.g_00993	Prar.g_01728
OG0001098	Prat.g_00974	Prar.g_01744
OG0001099	Prat.g_00699	Prar.g_01764
OG0001100	Prat.g_00707	Prar.g_01768
OG0001101	Prat.g_00709	Prar.g_01770
OG0001102	Prat.g_00712	Prar.g_01773
OG0001103	Prat.g_00715	Prar.g_01775
OG0001104	Prat.g_00739	Prar.g_01796
OG0001105	Prat.g_00743	Prar.g_01800
OG0001106	Prat.g_00884	Prar.g_01824
OG0001107	Prat.g_00894	Prar.g_01831
OG0001108	Prat.g_00898	Prar.g_01835
OG0001109	Prat.g_00899	Prar.g_01836
OG0001110	Prat.g_00901	Prar.g_01838
OG0001111	Prat.g_00902	Prar.g_01839
OG0001112	Prat.g_00903	Prar.g_01840
OG0001113	Prat.g_00904	Prar.g_01841
OG0001114	Prat.g_00905	Prar.g_01842
OG0001115	Prat.g_00907	Prar.g_01844
OG0001116	Prat.g_00908	Prar.g_01845
OG0001117	Prat.g_00909	Prar.g_01846
OG0001118	Prat.g_00910	Prar.g_01847
OG0001119	Prat.g_00911	Prar.g_01848
OG0001120	Prat.g_00913	Prar.g_01850
OG0001122	Prat.g_00932	Prar.g_01876
OG0001123	Prat.g_00937	Prar.g_01880
OG0001124	Prat.g_00939	Prar.g_01882
OG0001125	Prat.g_00941	Prar.g_01883
OG0001126	Prat.g_00955	Prar.g_01893
OG0001127	Prat.g_00956	Prar.g_01894
OG0001128	Prat.g_00957	Prar.g_01896
OG0001129	Prat.g_00958	Prar.g_01897
OG0001130	Prat.g_00959	Prar.g_01898
OG0001131	Prat.g_01204	Prar.g_01935
OG0001132	Prat.g_01479	Prar.g_01944
OG0001133	Prat.g_01211	Prar.g_01309
OG0001134	Prat.g_01495, Prat.g_01561	Prar.g_01296
OG0001135	Prat.g_01557	Prar.g_01293
OG0001136	Prat.g_01158	Prar.g_01266
OG0001137	Prat.g_01147	Prar.g_01255
OG0001138	Prat.g_01126	Prar.g_01237
OG0001139	Prat.g_01124	Prar.g_01236
OG0001141	Prat.g_01123	Prar.g_01234
OG0001142	Prat.g_01122	Prar.g_01233
OG0001143	Prat.g_01115	Prar.g_01226
OG0001144	Prat.g_01110	Prar.g_01221
OG0001145	Prat.g_01241	Prar.g_00963
OG0001146	Prat.g_01253	Prar.g_00951
OG0001147	Prat.g_01287	Prar.g_00925
OG0001148	Prat.g_01293	Prar.g_00909
OG0001149	Prat.g_01294	Prar.g_00908
OG0001150	Prat.g_01295	Prar.g_00907
OG0001151	Prat.g_01306	Prar.g_00896
OG0001152	Prat.g_01307	Prar.g_00895
OG0001153	Prat.g_01387	Prar.g_00815
OG0001154	Prat.g_01388	Prar.g_00814
OG0001155	Prat.g_01407	Prar.g_00802
OG0001156	Prat.g_01410	Prar.g_00799
OG0001157	Prat.g_01411	Prar.g_00798
OG0001158	Prat.g_01412	Prar.g_00797
OG0001159	Prat.g_01413	Prar.g_00796
OG0001160	Prat.g_01439	Prar.g_00772
OG0001161	Prat.g_01502	Prar.g_00760
