Orthogroup	Pral	Prbc
OG0000542	Pral.g_00471	Prbc.g_01693
OG0000543	Pral.g_00470	Prbc.g_01694
OG0000544	Pral.g_00469	Prbc.g_01695
OG0000545	Pral.g_00466	Prbc.g_01698
OG0000546	Pral.g_00465	Prbc.g_01699
OG0000547	Pral.g_00464	Prbc.g_01700
OG0000548	Pral.g_00462	Prbc.g_01702
OG0000549	Pral.g_00461	Prbc.g_01703
OG0000550	Pral.g_00460	Prbc.g_01704
OG0000551	Pral.g_00459	Prbc.g_01705
OG0000552	Pral.g_00458	Prbc.g_01706
OG0000553	Pral.g_01430	Prbc.g_01707
OG0000554	Pral.g_01432	Prbc.g_01708
OG0000555	Pral.g_01433	Prbc.g_01709
OG0000556	Pral.g_01434	Prbc.g_01710
OG0000557	Pral.g_01435	Prbc.g_01711
OG0000558	Pral.g_01436	Prbc.g_01712
OG0000559	Pral.g_01437	Prbc.g_01713
OG0000560	Pral.g_01439	Prbc.g_01715
OG0000561	Pral.g_01440	Prbc.g_01716
OG0000562	Pral.g_01441	Prbc.g_01717
OG0000563	Pral.g_01442	Prbc.g_01718
OG0000564	Pral.g_01443	Prbc.g_01719
OG0000565	Pral.g_01444	Prbc.g_01720
OG0000566	Pral.g_01445	Prbc.g_01721
OG0000567	Pral.g_01446	Prbc.g_01722
OG0000568	Pral.g_01447	Prbc.g_01723
OG0000569	Pral.g_01448	Prbc.g_01724
OG0000570	Pral.g_01449	Prbc.g_01725
OG0000571	Pral.g_01450	Prbc.g_01726
OG0000572	Pral.g_01451	Prbc.g_01727
OG0000573	Pral.g_01454	Prbc.g_01730
OG0000574	Pral.g_01455	Prbc.g_01731
OG0000575	Pral.g_01456	Prbc.g_01732
OG0000576	Pral.g_01457	Prbc.g_01733
OG0000577	Pral.g_01458	Prbc.g_01734
OG0000578	Pral.g_01459	Prbc.g_01735
OG0000579	Pral.g_01460	Prbc.g_01736
OG0000580	Pral.g_01461	Prbc.g_01737
OG0000581	Pral.g_01462	Prbc.g_01738
OG0000582	Pral.g_01463	Prbc.g_01739
OG0000583	Pral.g_01464	Prbc.g_01740
OG0000584	Pral.g_01466	Prbc.g_01742
OG0000585	Pral.g_01467	Prbc.g_01743
OG0000586	Pral.g_01469	Prbc.g_01745
OG0000587	Pral.g_01470	Prbc.g_01746
OG0000588	Pral.g_01772	Prbc.g_01749
OG0000589	Pral.g_01771	Prbc.g_01750
OG0000590	Pral.g_01769	Prbc.g_01752
OG0000591	Pral.g_01763	Prbc.g_01760
OG0000592	Pral.g_01762	Prbc.g_01761
OG0000593	Pral.g_01761	Prbc.g_01762
OG0000594	Pral.g_01758	Prbc.g_01765
OG0000595	Pral.g_01757	Prbc.g_01766
OG0000596	Pral.g_01756	Prbc.g_01767
OG0000597	Pral.g_01754	Prbc.g_01769
OG0000598	Pral.g_01753	Prbc.g_01770
OG0000599	Pral.g_01752	Prbc.g_01771
OG0000600	Pral.g_01751	Prbc.g_01772
OG0000601	Pral.g_01748	Prbc.g_01775
OG0000602	Pral.g_01747	Prbc.g_01776
OG0000603	Pral.g_01746	Prbc.g_01777
OG0000604	Pral.g_01743	Prbc.g_01381
OG0000605	Pral.g_01742	Prbc.g_01778
OG0000606	Pral.g_01741	Prbc.g_01779
OG0000607	Pral.g_01739	Prbc.g_01781
OG0000608	Pral.g_01737	Prbc.g_01782
OG0000609	Pral.g_00399	Prbc.g_01055
OG0000610	Pral.g_01691	Prbc.g_01290
OG0000611	Pral.g_01728	Prbc.g_01788
OG0000612	Pral.g_01727	Prbc.g_01789
OG0000613	Pral.g_01726	Prbc.g_01790
OG0000614	Pral.g_01725	Prbc.g_01791
OG0000615	Pral.g_01723	Prbc.g_01793
OG0000616	Pral.g_01722	Prbc.g_01794
OG0000617	Pral.g_01721	Prbc.g_01795
OG0000618	Pral.g_01720	Prbc.g_01796
OG0000619	Pral.g_01719	Prbc.g_01797
OG0000620	Pral.g_01718	Prbc.g_01798
OG0000621	Pral.g_01717	Prbc.g_01799
OG0000622	Pral.g_01716	Prbc.g_01800
OG0000623	Pral.g_01715	Prbc.g_01801
OG0000624	Pral.g_01713	Prbc.g_01803
OG0000625	Pral.g_01712	Prbc.g_01804
OG0000626	Pral.g_01711	Prbc.g_01805
OG0000627	Pral.g_01709	Prbc.g_01807
OG0000628	Pral.g_01708	Prbc.g_01808
OG0000629	Pral.g_01707	Prbc.g_01809
OG0000630	Pral.g_01706	Prbc.g_01810
OG0000631	Pral.g_01704	Prbc.g_01812
OG0000632	Pral.g_01895	Prbc.g_00598
OG0000633	Pral.g_00023	Prbc.g_00521
OG0000634	Pral.g_01037	Prbc.g_02142
OG0000635	Pral.g_01635	Prbc.g_02028
OG0000636	Pral.g_01636	Prbc.g_02027
OG0000637	Pral.g_01637	Prbc.g_02026
OG0000638	Pral.g_00701	Prbc.g_01230
OG0000639	Pral.g_01663	Prbc.g_02003
OG0000640	Pral.g_01660	Prbc.g_02005
OG0000641	Pral.g_01658	Prbc.g_02007
OG0000642	Pral.g_01657	Prbc.g_02008
OG0000643	Pral.g_01656	Prbc.g_02009
OG0000644	Pral.g_01482	Prbc.g_01852
OG0000645	Pral.g_01483	Prbc.g_01853
OG0000646	Pral.g_01484	Prbc.g_01854
OG0000647	Pral.g_01485	Prbc.g_01855
OG0000648	Pral.g_01487	Prbc.g_01857
OG0000649	Pral.g_01488	Prbc.g_01858
OG0000650	Pral.g_01489	Prbc.g_01859
OG0000651	Pral.g_01490	Prbc.g_01860
OG0000652	Pral.g_01491	Prbc.g_01861
OG0000653	Pral.g_01492	Prbc.g_01862
OG0000654	Pral.g_01494	Prbc.g_01864
OG0000655	Pral.g_01496	Prbc.g_01866
OG0000656	Pral.g_01497	Prbc.g_01867
OG0000657	Pral.g_01498	Prbc.g_01868
OG0000658	Pral.g_01499	Prbc.g_01869
OG0000659	Pral.g_01500	Prbc.g_01870
OG0000660	Pral.g_01501	Prbc.g_01871
OG0000661	Pral.g_01502	Prbc.g_01873
OG0000662	Pral.g_01504	Prbc.g_01875
OG0000663	Pral.g_01505	Prbc.g_01876
OG0000664	Pral.g_01506	Prbc.g_01877
OG0000665	Pral.g_01507	Prbc.g_01878
OG0000666	Pral.g_01508	Prbc.g_01879
OG0000667	Pral.g_01509	Prbc.g_01880
OG0000668	Pral.g_01510	Prbc.g_01881
OG0000669	Pral.g_01512	Prbc.g_01883
OG0000670	Pral.g_01513	Prbc.g_01884
OG0000671	Pral.g_01514	Prbc.g_01885
OG0000672	Pral.g_01515	Prbc.g_01886
OG0000673	Pral.g_01516	Prbc.g_01887
OG0000674	Pral.g_01517	Prbc.g_01888
OG0000675	Pral.g_01518	Prbc.g_01890
OG0000676	Pral.g_01519	Prbc.g_01891
OG0000677	Pral.g_01522	Prbc.g_01893
OG0000678	Pral.g_01524	Prbc.g_01895
OG0000679	Pral.g_01525	Prbc.g_01897
OG0000680	Pral.g_01526	Prbc.g_01898
OG0000681	Pral.g_01527	Prbc.g_01899
OG0000682	Pral.g_01528	Prbc.g_01900
OG0000683	Pral.g_01530	Prbc.g_01903
OG0000684	Pral.g_01531	Prbc.g_01904
OG0000685	Pral.g_01532	Prbc.g_01905
OG0000686	Pral.g_01533	Prbc.g_01906
OG0000687	Pral.g_01534	Prbc.g_01907
OG0000688	Pral.g_01535	Prbc.g_01908
OG0000689	Pral.g_01536	Prbc.g_01909
OG0000690	Pral.g_01537	Prbc.g_01910
OG0000691	Pral.g_01538	Prbc.g_01911
OG0000692	Pral.g_01542	Prbc.g_01913
OG0000693	Pral.g_01543	Prbc.g_01914
OG0000694	Pral.g_01544	Prbc.g_01915
OG0000695	Pral.g_01545	Prbc.g_01916
OG0000696	Pral.g_01546	Prbc.g_01917
OG0000697	Pral.g_01548	Prbc.g_01919
OG0000698	Pral.g_01552	Prbc.g_01923
OG0000699	Pral.g_01553	Prbc.g_01924
OG0000700	Pral.g_01820	Prbc.g_01959
OG0000701	Pral.g_01815	Prbc.g_01962
OG0000702	Pral.g_01809	Prbc.g_01967
OG0000703	Pral.g_01807	Prbc.g_01969
OG0000704	Pral.g_01806	Prbc.g_01970
OG0000705	Pral.g_01805	Prbc.g_01971
OG0000706	Pral.g_01804	Prbc.g_01972
OG0000707	Pral.g_01802	Prbc.g_01974
OG0000708	Pral.g_01801	Prbc.g_01975
OG0000709	Pral.g_01799	Prbc.g_01977
OG0000710	Pral.g_01798	Prbc.g_01978
OG0000711	Pral.g_01797	Prbc.g_01979
OG0000712	Pral.g_01796	Prbc.g_01980
OG0000713	Pral.g_01795	Prbc.g_01981
OG0000714	Pral.g_01793	Prbc.g_01983
OG0000715	Pral.g_01792	Prbc.g_01984
OG0000716	Pral.g_01790	Prbc.g_01987
OG0000717	Pral.g_01789	Prbc.g_01988
OG0000718	Pral.g_01788	Prbc.g_01989
OG0000719	Pral.g_01786	Prbc.g_01991
OG0000720	Pral.g_01785	Prbc.g_01992
OG0000721	Pral.g_01782	Prbc.g_01995
OG0000722	Pral.g_01781	Prbc.g_01996
OG0000723	Pral.g_01780	Prbc.g_01997
OG0000724	Pral.g_01778	Prbc.g_01837
OG0000725	Pral.g_01777	Prbc.g_01838
OG0000726	Pral.g_01776	Prbc.g_01839
OG0000727	Pral.g_01775	Prbc.g_01840
OG0000728	Pral.g_01774	Prbc.g_01841
OG0000729	Pral.g_01773	Prbc.g_01842
OG0000730	Pral.g_01472	Prbc.g_01843
OG0000731	Pral.g_01474	Prbc.g_01844
OG0000732	Pral.g_01475	Prbc.g_01845
OG0000733	Pral.g_01476	Prbc.g_01846
OG0000734	Pral.g_01477	Prbc.g_01847
OG0000735	Pral.g_01479	Prbc.g_01849
OG0000736	Pral.g_01480	Prbc.g_01850
OG0000737	Pral.g_01481	Prbc.g_01851
OG0000738	Pral.g_01655	Prbc.g_02010
OG0000739	Pral.g_01654	Prbc.g_02011
OG0000740	Pral.g_01653	Prbc.g_02012
OG0000741	Pral.g_01652	Prbc.g_02013
OG0000742	Pral.g_01650	Prbc.g_02015
OG0000743	Pral.g_01649	Prbc.g_02016
OG0000744	Pral.g_01647	Prbc.g_02017
OG0000745	Pral.g_01646	Prbc.g_02018
OG0000746	Pral.g_01645	Prbc.g_02019
OG0000747	Pral.g_01644	Prbc.g_02020
OG0000748	Pral.g_01643	Prbc.g_02021
OG0000749	Pral.g_01642	Prbc.g_02022
OG0000750	Pral.g_01640	Prbc.g_02023
OG0000751	Pral.g_01639	Prbc.g_02024
OG0000752	Pral.g_01605	Prbc.g_01936
OG0000753	Pral.g_01634	Prbc.g_02029
OG0000754	Pral.g_01633	Prbc.g_02030
OG0000755	Pral.g_01632	Prbc.g_02031
OG0000756	Pral.g_01630	Prbc.g_02033
OG0000757	Pral.g_01629	Prbc.g_02034
OG0000758	Pral.g_01628	Prbc.g_02035
OG0000759	Pral.g_01626	Prbc.g_02037
OG0000760	Pral.g_01625	Prbc.g_02038
OG0000761	Pral.g_01624	Prbc.g_02039
OG0000762	Pral.g_01622	Prbc.g_02041
OG0000763	Pral.g_01621	Prbc.g_02042
OG0000764	Pral.g_01620	Prbc.g_02043
OG0000765	Pral.g_01619	Prbc.g_02044
OG0000766	Pral.g_01618	Prbc.g_02045
OG0000767	Pral.g_01616	Prbc.g_02047
OG0000768	Pral.g_01615	Prbc.g_02048
OG0000769	Pral.g_01614	Prbc.g_02049
OG0000770	Pral.g_01613	Prbc.g_02050
OG0000771	Pral.g_01612	Prbc.g_02051
OG0000772	Pral.g_00050	Prbc.g_02190
OG0000773	Pral.g_01611	Prbc.g_02052
OG0000774	Pral.g_01610	Prbc.g_02053
OG0000775	Pral.g_01578	Prbc.g_02054
OG0000776	Pral.g_01579	Prbc.g_02055
OG0000777	Pral.g_01580	Prbc.g_02057
OG0000778	Pral.g_01581	Prbc.g_02058
OG0000779	Pral.g_01582	Prbc.g_02059
OG0000780	Pral.g_01584	Prbc.g_02061
OG0000781	Pral.g_01586	Prbc.g_02062
OG0000782	Pral.g_01587	Prbc.g_02063
OG0000783	Pral.g_01590	Prbc.g_02079
OG0000784	Pral.g_01592	Prbc.g_02080
OG0000785	Pral.g_01593	Prbc.g_02081
OG0000786	Pral.g_01594	Prbc.g_02082
OG0000787	Pral.g_01595	Prbc.g_02083
OG0000788	Pral.g_01600	Prbc.g_02088
OG0000789	Pral.g_01603	Prbc.g_02091
OG0000790	Pral.g_01604	Prbc.g_01935
OG0000791	Pral.g_01607	Prbc.g_02092
OG0000792	Pral.g_01608	Prbc.g_02093
OG0000793	Pral.g_01609	Prbc.g_02094
OG0000794	Pral.g_01575	Prbc.g_02097
OG0000795	Pral.g_01571	Prbc.g_02101
OG0000796	Pral.g_01570	Prbc.g_02102
OG0000797	Pral.g_01569	Prbc.g_02105
OG0000798	Pral.g_01568	Prbc.g_02106
OG0000799	Pral.g_01567	Prbc.g_02107
OG0000800	Pral.g_01566	Prbc.g_02108
OG0000801	Pral.g_01563	Prbc.g_02111
OG0000802	Pral.g_01562	Prbc.g_02112
OG0000803	Pral.g_01560	Prbc.g_01934
OG0000804	Pral.g_01559	Prbc.g_01933
OG0000805	Pral.g_01558	Prbc.g_01932
OG0000806	Pral.g_01556	Prbc.g_01930
OG0000807	Pral.g_01321	Prbc.g_01941
OG0000808	Pral.g_01033	Prbc.g_02152
OG0000809	Pral.g_01327	Prbc.g_02133
OG0000810	Pral.g_01032	Prbc.g_00804
OG0000811	Pral.g_01311	Prbc.g_00201
OG0000812	Pral.g_01324	Prbc.g_01244
OG0000813	Pral.g_00692	Prbc.g_01252
OG0000814	Pral.g_01141	Prbc.g_00801
OG0000815	Pral.g_01314	Prbc.g_02128
OG0000816	Pral.g_00077	Prbc.g_00897
OG0000817	Pral.g_00076	Prbc.g_00898
OG0000818	Pral.g_01902	Prbc.g_02170
OG0000819	Pral.g_01346	Prbc.g_01468
OG0000820	Pral.g_01351	Prbc.g_01462
OG0000821	Pral.g_01353	Prbc.g_01460
OG0000822	Pral.g_01354	Prbc.g_01459
OG0000823	Pral.g_01355	Prbc.g_01458
OG0000824	Pral.g_01356	Prbc.g_01457
OG0000825	Pral.g_01357	Prbc.g_01456
OG0000826	Pral.g_01358	Prbc.g_01455
OG0000827	Pral.g_01359	Prbc.g_01454
OG0000828	Pral.g_01360	Prbc.g_01453
OG0000829	Pral.g_01361	Prbc.g_01452
OG0000830	Pral.g_01363	Prbc.g_01450
OG0000831	Pral.g_01366	Prbc.g_01447
OG0000832	Pral.g_01368	Prbc.g_01445
OG0000833	Pral.g_01369	Prbc.g_01444
OG0000834	Pral.g_01370	Prbc.g_01442
OG0000835	Pral.g_01371	Prbc.g_01441
OG0000836	Pral.g_01372	Prbc.g_01440
OG0000837	Pral.g_01376	Prbc.g_01437
OG0000838	Pral.g_01377	Prbc.g_01436
OG0000839	Pral.g_01378	Prbc.g_01435
OG0000840	Pral.g_01379	Prbc.g_01434
OG0000841	Pral.g_01380	Prbc.g_01433
OG0000842	Pral.g_01382	Prbc.g_01431
OG0000843	Pral.g_01383	Prbc.g_01430
OG0000844	Pral.g_01384	Prbc.g_01429
OG0000845	Pral.g_01385	Prbc.g_01428
OG0000846	Pral.g_01388	Prbc.g_01426
OG0000847	Pral.g_01390	Prbc.g_01424
OG0000848	Pral.g_01391	Prbc.g_01422
OG0000849	Pral.g_01394	Prbc.g_01421
OG0000850	Pral.g_01395	Prbc.g_01420
OG0000851	Pral.g_01399	Prbc.g_01418
OG0000852	Pral.g_01401	Prbc.g_01416
OG0000853	Pral.g_01403	Prbc.g_01414
OG0000854	Pral.g_01404	Prbc.g_01412
OG0000855	Pral.g_01405	Prbc.g_01411
OG0000856	Pral.g_01406	Prbc.g_01410
OG0000857	Pral.g_01407	Prbc.g_01409
OG0000858	Pral.g_01408	Prbc.g_01408
OG0000859	Pral.g_01409	Prbc.g_01407
OG0000860	Pral.g_01410	Prbc.g_01406
OG0000861	Pral.g_01411	Prbc.g_01405
OG0000862	Pral.g_01412	Prbc.g_01404
OG0000863	Pral.g_01413	Prbc.g_01403
OG0000864	Pral.g_01414	Prbc.g_01402
OG0000865	Pral.g_01415	Prbc.g_01401
OG0000866	Pral.g_01416	Prbc.g_01400
OG0000867	Pral.g_01417	Prbc.g_01399
OG0000868	Pral.g_01419	Prbc.g_01398
OG0000869	Pral.g_01421	Prbc.g_01396
OG0000870	Pral.g_01422	Prbc.g_01395
OG0000871	Pral.g_01423	Prbc.g_01394
OG0000872	Pral.g_01424	Prbc.g_01393
OG0000873	Pral.g_01426	Prbc.g_01392
OG0000874	Pral.g_01427	Prbc.g_01391
OG0000875	Pral.g_01428	Prbc.g_01390
OG0000876	Pral.g_01429	Prbc.g_01389
OG0000877	Pral.g_00456	Prbc.g_01388
OG0000878	Pral.g_01893	Prbc.g_01320
OG0000879	Pral.g_01292	Prbc.g_00555
OG0000880	Pral.g_01291	Prbc.g_00556
OG0000881	Pral.g_01290	Prbc.g_00557
OG0000882	Pral.g_01289	Prbc.g_00558
OG0000883	Pral.g_01288	Prbc.g_00560
OG0000884	Pral.g_01286	Prbc.g_00561
OG0000885	Pral.g_01285	Prbc.g_00562
OG0000886	Pral.g_01284	Prbc.g_00563
OG0000887	Pral.g_01283	Prbc.g_00564
OG0000888	Pral.g_01282	Prbc.g_00565
OG0000889	Pral.g_01279	Prbc.g_00568
OG0000890	Pral.g_01278	Prbc.g_00569
OG0000891	Pral.g_01277	Prbc.g_00570
OG0000892	Pral.g_01275	Prbc.g_00571
OG0000893	Pral.g_01274	Prbc.g_00572
OG0000894	Pral.g_01273	Prbc.g_00573
OG0000895	Pral.g_01272	Prbc.g_00574
OG0000896	Pral.g_01271	Prbc.g_00575
OG0000897	Pral.g_01270	Prbc.g_00576
OG0000898	Pral.g_01267	Prbc.g_00579
OG0000899	Pral.g_01266	Prbc.g_00580
OG0000900	Pral.g_01239	Prbc.g_00585
OG0000901	Pral.g_01235	Prbc.g_00589
OG0000902	Pral.g_00440	Prbc.g_01820
OG0000903	Pral.g_01345	Prbc.g_01470
OG0000904	Pral.g_01060	Prbc.g_02100
OG0000905	Pral.g_01323	Prbc.g_00810
OG0000906	Pral.g_01343	Prbc.g_00655
OG0000907	Pral.g_01550	Prbc.g_01921
OG0000908	Pral.g_01299	Prbc.g_00138
OG0000909	Pral.g_01220	Prbc.g_00659
OG0000910	Pral.g_01219	Prbc.g_00660
OG0000911	Pral.g_01218	Prbc.g_00661
OG0000912	Pral.g_01217	Prbc.g_00662
OG0000913	Pral.g_01216	Prbc.g_00663
OG0000914	Pral.g_01215	Prbc.g_00664
OG0000915	Pral.g_01214	Prbc.g_00665
OG0000916	Pral.g_01213	Prbc.g_00666
OG0000917	Pral.g_01212	Prbc.g_00667
OG0000918	Pral.g_01211	Prbc.g_00668
OG0000919	Pral.g_01210	Prbc.g_00669
OG0000920	Pral.g_01209	Prbc.g_00670
OG0000921	Pral.g_01208	Prbc.g_00671
OG0000922	Pral.g_01207	Prbc.g_00672
OG0000923	Pral.g_01206	Prbc.g_00673
OG0000924	Pral.g_01205	Prbc.g_00674
OG0000925	Pral.g_01204	Prbc.g_00675
OG0000926	Pral.g_00287	Prbc.g_00228
OG0000927	Pral.g_01184	Prbc.g_00690
OG0000928	Pral.g_01183	Prbc.g_00691
OG0000929	Pral.g_01182	Prbc.g_00692
OG0000930	Pral.g_01181	Prbc.g_00693
OG0000931	Pral.g_01180	Prbc.g_00694
OG0000932	Pral.g_01178	Prbc.g_00696
OG0000933	Pral.g_01177	Prbc.g_00697
OG0000934	Pral.g_01176	Prbc.g_00698
OG0000935	Pral.g_01175	Prbc.g_00699
OG0000936	Pral.g_01174	Prbc.g_00700
OG0000937	Pral.g_01173	Prbc.g_00701
OG0000938	Pral.g_01172	Prbc.g_00702
OG0000939	Pral.g_01171	Prbc.g_00703
OG0000940	Pral.g_01169	Prbc.g_00705
OG0000941	Pral.g_01167	Prbc.g_00707
OG0000942	Pral.g_01166	Prbc.g_00708
OG0000943	Pral.g_01159	Prbc.g_00711
OG0000944	Pral.g_01158	Prbc.g_00712
OG0000945	Pral.g_01157	Prbc.g_00713
OG0000946	Pral.g_01156	Prbc.g_00714
OG0000947	Pral.g_01155	Prbc.g_00715
OG0000948	Pral.g_01154	Prbc.g_00716
OG0000949	Pral.g_01153	Prbc.g_00717
OG0000950	Pral.g_01152	Prbc.g_00718
OG0000951	Pral.g_01151	Prbc.g_00719
OG0000952	Pral.g_01150	Prbc.g_00720
OG0000953	Pral.g_01149	Prbc.g_00721
OG0000954	Pral.g_01148	Prbc.g_00722
OG0000955	Pral.g_01147	Prbc.g_00723
OG0000956	Pral.g_01146	Prbc.g_00724
OG0000957	Pral.g_01145	Prbc.g_01521
OG0000958	Pral.g_01144	Prbc.g_00725
OG0000959	Pral.g_01143	Prbc.g_00726
OG0000960	Pral.g_01142	Prbc.g_00727
OG0000961	Pral.g_01137	Prbc.g_00730
OG0000962	Pral.g_01136	Prbc.g_00731
OG0000963	Pral.g_01135	Prbc.g_00732
OG0000964	Pral.g_01133	Prbc.g_00734
OG0000965	Pral.g_01132	Prbc.g_00735
OG0000966	Pral.g_01131	Prbc.g_00736
OG0000967	Pral.g_01130	Prbc.g_00737
OG0000968	Pral.g_01129	Prbc.g_00738
OG0000969	Pral.g_01128	Prbc.g_00739
OG0000970	Pral.g_01127	Prbc.g_00740
OG0000971	Pral.g_01126	Prbc.g_00741
OG0000972	Pral.g_01125	Prbc.g_00742
OG0000973	Pral.g_01124	Prbc.g_00743
OG0000974	Pral.g_01122	Prbc.g_00745
OG0000975	Pral.g_01115	Prbc.g_00751
OG0000976	Pral.g_01112	Prbc.g_00754
OG0000977	Pral.g_01110	Prbc.g_00755
OG0000978	Pral.g_01108	Prbc.g_00756
OG0000979	Pral.g_01106	Prbc.g_00758
OG0000980	Pral.g_01105	Prbc.g_00759
OG0000981	Pral.g_01104	Prbc.g_00760
OG0000982	Pral.g_01103	Prbc.g_00761
OG0000983	Pral.g_01101	Prbc.g_00763
OG0000984	Pral.g_01100	Prbc.g_00764
OG0000985	Pral.g_01099	Prbc.g_00765
OG0000986	Pral.g_01098	Prbc.g_00766
OG0000987	Pral.g_01097	Prbc.g_00767
OG0000988	Pral.g_01095	Prbc.g_00768
OG0000989	Pral.g_01094	Prbc.g_00769
OG0000990	Pral.g_01093	Prbc.g_00770
OG0000991	Pral.g_01092	Prbc.g_00771
OG0000992	Pral.g_01091	Prbc.g_00772
OG0000993	Pral.g_01090	Prbc.g_00773
OG0000994	Pral.g_01089	Prbc.g_00774
OG0000995	Pral.g_01088	Prbc.g_00775
OG0000996	Pral.g_01087	Prbc.g_00776
OG0000997	Pral.g_01086	Prbc.g_00777
OG0000998	Pral.g_01085	Prbc.g_00778
OG0000999	Pral.g_01084	Prbc.g_00779
OG0001000	Pral.g_01083	Prbc.g_00780
OG0001001	Pral.g_01081	Prbc.g_00782
OG0001002	Pral.g_01080	Prbc.g_00783
OG0001003	Pral.g_01079	Prbc.g_00784
OG0001004	Pral.g_01078	Prbc.g_00785
OG0001005	Pral.g_01076	Prbc.g_00787
OG0001006	Pral.g_01075	Prbc.g_00788
OG0001007	Pral.g_01074	Prbc.g_00789
OG0001008	Pral.g_01072	Prbc.g_00791
OG0001009	Pral.g_01071	Prbc.g_00792
OG0001010	Pral.g_00045	Prbc.g_01485
OG0001011	Pral.g_01058	Prbc.g_00677
OG0001012	Pral.g_01503	Prbc.g_01874
OG0001013	Pral.g_00100	Prbc.g_00827
OG0001014	Pral.g_00101	Prbc.g_00828
OG0001015	Pral.g_00108	Prbc.g_00833
OG0001016	Pral.g_00109	Prbc.g_00834
OG0001017	Pral.g_00110	Prbc.g_00835
OG0001018	Pral.g_00111	Prbc.g_00836
OG0001019	Pral.g_00113	Prbc.g_00837
OG0001020	Pral.g_00114	Prbc.g_00838
OG0001021	Pral.g_00115	Prbc.g_00839
OG0001022	Pral.g_00116	Prbc.g_00840
OG0001023	Pral.g_00117	Prbc.g_00841
OG0001024	Pral.g_00119	Prbc.g_00842
OG0001025	Pral.g_00120	Prbc.g_00843
OG0001026	Pral.g_00121	Prbc.g_00844
OG0001027	Pral.g_00122	Prbc.g_00845
OG0001028	Pral.g_00123	Prbc.g_00846
OG0001029	Pral.g_00124	Prbc.g_00847
OG0001030	Pral.g_00125	Prbc.g_00848
OG0001031	Pral.g_00126	Prbc.g_00849
OG0001032	Pral.g_00127	Prbc.g_00850
OG0001033	Pral.g_00128	Prbc.g_00851
OG0001034	Pral.g_00129	Prbc.g_00852
OG0001035	Pral.g_00131	Prbc.g_00854
OG0001036	Pral.g_00132	Prbc.g_00855
OG0001037	Pral.g_00133	Prbc.g_00856
OG0001038	Pral.g_00134	Prbc.g_00857
OG0001039	Pral.g_00135	Prbc.g_00858
OG0001040	Pral.g_00136	Prbc.g_00860
OG0001041	Pral.g_00137	Prbc.g_00861
OG0001042	Pral.g_00138	Prbc.g_00862
OG0001043	Pral.g_00139	Prbc.g_00863
OG0001044	Pral.g_00140	Prbc.g_00864
OG0001045	Pral.g_00141	Prbc.g_00865
OG0001046	Pral.g_00142	Prbc.g_00866
OG0001047	Pral.g_00145	Prbc.g_00868
OG0001048	Pral.g_00147	Prbc.g_00870
OG0001049	Pral.g_00148	Prbc.g_00871
OG0001050	Pral.g_00149	Prbc.g_00872
OG0001051	Pral.g_00150	Prbc.g_00873
OG0001052	Pral.g_00151	Prbc.g_00874
OG0001053	Pral.g_00154	Prbc.g_00876
OG0001054	Pral.g_00156	Prbc.g_00878
OG0001055	Pral.g_00157	Prbc.g_00879
OG0001056	Pral.g_00158	Prbc.g_00880
OG0001057	Pral.g_00159	Prbc.g_00881
OG0001058	Pral.g_00160	Prbc.g_00882
OG0001059	Pral.g_00161	Prbc.g_00883
OG0001060	Pral.g_00162	Prbc.g_00884
OG0001061	Pral.g_00163	Prbc.g_00885
OG0001062	Pral.g_00164	Prbc.g_00886
OG0001063	Pral.g_00165	Prbc.g_00887
OG0001064	Pral.g_00167	Prbc.g_00889
OG0001065	Pral.g_00170	Prbc.g_00933
OG0001066	Pral.g_00172	Prbc.g_00935
OG0001067	Pral.g_00173	Prbc.g_00936
OG0001068	Pral.g_00176	Prbc.g_00938
OG0001069	Pral.g_00177	Prbc.g_00939
OG0001070	Pral.g_00178	Prbc.g_00940
OG0001071	Pral.g_00179	Prbc.g_00941
OG0001072	Pral.g_00180	Prbc.g_00942
OG0001073	Pral.g_00181	Prbc.g_00943
OG0001074	Pral.g_00182	Prbc.g_00944
OG0001075	Pral.g_00183	Prbc.g_00945
OG0001076	Pral.g_00184	Prbc.g_00946
OG0001077	Pral.g_00185	Prbc.g_00947
OG0001078	Pral.g_00187	Prbc.g_00948
OG0001079	Pral.g_00188	Prbc.g_00949
OG0001080	Pral.g_00189	Prbc.g_00950
OG0001081	Pral.g_00193	Prbc.g_00960
OG0001082	Pral.g_00194	Prbc.g_00959
OG0001083	Pral.g_00198	Prbc.g_00955
OG0001084	Pral.g_00196	Prbc.g_00957
OG0001085	Pral.g_00195	Prbc.g_00958
OG0001086	Pral.g_00192	Prbc.g_00953
OG0001087	Pral.g_00191	Prbc.g_00952
OG0001088	Pral.g_00190	Prbc.g_00951
OG0001089	Pral.g_00200	Prbc.g_00327
OG0001090	Pral.g_00202	Prbc.g_00325
OG0001091	Pral.g_00203	Prbc.g_00324
OG0001092	Pral.g_00204	Prbc.g_00323
OG0001093	Pral.g_00205	Prbc.g_00322
OG0001094	Pral.g_00206	Prbc.g_00321
OG0001095	Pral.g_00207	Prbc.g_00320
OG0001096	Pral.g_00208	Prbc.g_00319
OG0001097	Pral.g_00209	Prbc.g_00318
OG0001098	Pral.g_00210	Prbc.g_00317
OG0001099	Pral.g_00211	Prbc.g_00316
OG0001100	Pral.g_00212	Prbc.g_00315
