Orthogroup	Pral	Prbd
OG0000566	Pral.g_01445	Prbd.g_00600
OG0000567	Pral.g_01446	Prbd.g_00599
OG0000568	Pral.g_01447	Prbd.g_00598
OG0000569	Pral.g_01448	Prbd.g_00597
OG0000570	Pral.g_01449	Prbd.g_00596
OG0000571	Pral.g_01450	Prbd.g_00595
OG0000572	Pral.g_01451	Prbd.g_00594
OG0000573	Pral.g_01454	Prbd.g_00591
OG0000574	Pral.g_01455	Prbd.g_00590
OG0000575	Pral.g_01456	Prbd.g_00589
OG0000576	Pral.g_01457	Prbd.g_00588
OG0000577	Pral.g_01458	Prbd.g_00587
OG0000578	Pral.g_01459	Prbd.g_00586
OG0000579	Pral.g_01460	Prbd.g_00585
OG0000580	Pral.g_01461	Prbd.g_00584
OG0000581	Pral.g_01462	Prbd.g_00583
OG0000582	Pral.g_01463	Prbd.g_00582
OG0000583	Pral.g_01464	Prbd.g_00581
OG0000584	Pral.g_01466	Prbd.g_00580
OG0000585	Pral.g_01467	Prbd.g_00579
OG0000586	Pral.g_01469	Prbd.g_00577
OG0000587	Pral.g_01470	Prbd.g_00576
OG0000588	Pral.g_01772	Prbd.g_00574
OG0000589	Pral.g_01771	Prbd.g_00573
OG0000590	Pral.g_01769	Prbd.g_00571
OG0000591	Pral.g_01763	Prbd.g_00565
OG0000592	Pral.g_01762	Prbd.g_00564
OG0000593	Pral.g_01761	Prbd.g_00563
OG0000594	Pral.g_01758	Prbd.g_00561
OG0000595	Pral.g_01757	Prbd.g_00560
OG0000596	Pral.g_01756	Prbd.g_00559
OG0000597	Pral.g_01754	Prbd.g_00557
OG0000598	Pral.g_01753	Prbd.g_00556
OG0000599	Pral.g_01752	Prbd.g_00555
OG0000600	Pral.g_01751	Prbd.g_00554
OG0000601	Pral.g_01748	Prbd.g_00552
OG0000602	Pral.g_01747	Prbd.g_00551
OG0000603	Pral.g_01746	Prbd.g_00550
OG0000604	Pral.g_01743	Prbd.g_00549
OG0000605	Pral.g_01742	Prbd.g_00548
OG0000606	Pral.g_01741	Prbd.g_00547
OG0000607	Pral.g_01739	Prbd.g_00545
OG0000608	Pral.g_01737	Prbd.g_00544
OG0000609	Pral.g_00399	Prbd.g_00540
OG0000610	Pral.g_01691	Prbd.g_00539
OG0000611	Pral.g_01728	Prbd.g_00008
OG0000612	Pral.g_01727	Prbd.g_00009
OG0000613	Pral.g_01726	Prbd.g_00010
OG0000614	Pral.g_01725	Prbd.g_00011
OG0000615	Pral.g_01723	Prbd.g_00013
OG0000616	Pral.g_01722	Prbd.g_00014
OG0000617	Pral.g_01721	Prbd.g_00015
OG0000618	Pral.g_01720	Prbd.g_00016
OG0000619	Pral.g_01719	Prbd.g_00017
OG0000620	Pral.g_01718	Prbd.g_00018
OG0000621	Pral.g_01717	Prbd.g_00019
OG0000622	Pral.g_01716	Prbd.g_00020
OG0000623	Pral.g_01715	Prbd.g_00021
OG0000624	Pral.g_01713	Prbd.g_00022
OG0000625	Pral.g_01712	Prbd.g_00023
OG0000626	Pral.g_01711	Prbd.g_00024
OG0000627	Pral.g_01709	Prbd.g_00025
OG0000628	Pral.g_01708	Prbd.g_00026
OG0000629	Pral.g_01707	Prbd.g_00027
OG0000630	Pral.g_01706	Prbd.g_00028
OG0000631	Pral.g_01704	Prbd.g_00030
OG0000632	Pral.g_01895	Prbd.g_00045
OG0000633	Pral.g_00023	Prbd.g_00049
OG0000634	Pral.g_01037	Prbd.g_00062
OG0000635	Pral.g_01635	Prbd.g_00066
OG0000636	Pral.g_01636	Prbd.g_00067
OG0000637	Pral.g_01637	Prbd.g_00068
OG0000638	Pral.g_00701	Prbd.g_00080
OG0000639	Pral.g_01663	Prbd.g_00089
OG0000640	Pral.g_01660	Prbd.g_00091
OG0000641	Pral.g_01658	Prbd.g_00093
OG0000642	Pral.g_01657	Prbd.g_00094
OG0000643	Pral.g_01656	Prbd.g_00095
OG0000644	Pral.g_01482	Prbd.g_00096
OG0000645	Pral.g_01483	Prbd.g_00097
OG0000646	Pral.g_01484	Prbd.g_00098
OG0000647	Pral.g_01485	Prbd.g_00099
OG0000648	Pral.g_01487	Prbd.g_00101
OG0000649	Pral.g_01488	Prbd.g_00102
OG0000650	Pral.g_01489	Prbd.g_00103
OG0000651	Pral.g_01490	Prbd.g_00104
OG0000652	Pral.g_01491	Prbd.g_00105
OG0000653	Pral.g_01492	Prbd.g_00106
OG0000654	Pral.g_01494	Prbd.g_00108
OG0000655	Pral.g_01496	Prbd.g_00110
OG0000656	Pral.g_01497	Prbd.g_00111
OG0000657	Pral.g_01498	Prbd.g_00112
OG0000658	Pral.g_01499	Prbd.g_00113
OG0000659	Pral.g_01500	Prbd.g_00114
OG0000660	Pral.g_01501	Prbd.g_00115
OG0000661	Pral.g_01502	Prbd.g_00116
OG0000662	Pral.g_01504	Prbd.g_00117
OG0000663	Pral.g_01505	Prbd.g_00118
OG0000664	Pral.g_01506	Prbd.g_00119
OG0000665	Pral.g_01507	Prbd.g_00120
OG0000666	Pral.g_01508	Prbd.g_00121
OG0000667	Pral.g_01509	Prbd.g_00122
OG0000668	Pral.g_01510	Prbd.g_00123
OG0000669	Pral.g_01512	Prbd.g_00125
OG0000670	Pral.g_01513	Prbd.g_00126
OG0000671	Pral.g_01514	Prbd.g_00127
OG0000672	Pral.g_01515	Prbd.g_00128
OG0000673	Pral.g_01516	Prbd.g_00129
OG0000674	Pral.g_01517	Prbd.g_00130
OG0000675	Pral.g_01518	Prbd.g_00132
OG0000676	Pral.g_01519	Prbd.g_00133
OG0000677	Pral.g_01522	Prbd.g_00136
OG0000678	Pral.g_01524	Prbd.g_00138
OG0000679	Pral.g_01525	Prbd.g_00139
OG0000680	Pral.g_01526	Prbd.g_00140
OG0000681	Pral.g_01527	Prbd.g_00141
OG0000682	Pral.g_01528	Prbd.g_00142
OG0000683	Pral.g_01530	Prbd.g_00144
OG0000684	Pral.g_01531	Prbd.g_00145
OG0000685	Pral.g_01532	Prbd.g_00146
OG0000686	Pral.g_01533	Prbd.g_00147
OG0000687	Pral.g_01534	Prbd.g_00148
OG0000688	Pral.g_01535	Prbd.g_00149
OG0000689	Pral.g_01536	Prbd.g_00150
OG0000690	Pral.g_01537	Prbd.g_00151
OG0000691	Pral.g_01538	Prbd.g_00152
OG0000692	Pral.g_01542	Prbd.g_00154
OG0000693	Pral.g_01543	Prbd.g_00155
OG0000694	Pral.g_01544	Prbd.g_00156
OG0000695	Pral.g_01545	Prbd.g_00157
OG0000696	Pral.g_01546	Prbd.g_00158
OG0000697	Pral.g_01548	Prbd.g_00160
OG0000698	Pral.g_01552	Prbd.g_00162
OG0000699	Pral.g_01553	Prbd.g_00163
OG0000700	Pral.g_01820	Prbd.g_00190
OG0000701	Pral.g_01815	Prbd.g_00194
OG0000702	Pral.g_01809	Prbd.g_00197
OG0000703	Pral.g_01807	Prbd.g_00198
OG0000704	Pral.g_01806	Prbd.g_00199
OG0000705	Pral.g_01805	Prbd.g_00200
OG0000706	Pral.g_01804	Prbd.g_00201
OG0000707	Pral.g_01802	Prbd.g_00203
OG0000708	Pral.g_01801	Prbd.g_00204
OG0000709	Pral.g_01799	Prbd.g_00206
OG0000710	Pral.g_01798	Prbd.g_00207
OG0000711	Pral.g_01797	Prbd.g_00208
OG0000712	Pral.g_01796	Prbd.g_00209
OG0000713	Pral.g_01795	Prbd.g_00210
OG0000714	Pral.g_01793	Prbd.g_00212
OG0000715	Pral.g_01792	Prbd.g_00213
OG0000716	Pral.g_01790	Prbd.g_00215
OG0000717	Pral.g_01789	Prbd.g_00216
OG0000718	Pral.g_01788	Prbd.g_00217
OG0000719	Pral.g_01786	Prbd.g_00219
OG0000720	Pral.g_01785	Prbd.g_00220
OG0000721	Pral.g_01782	Prbd.g_00222
OG0000722	Pral.g_01781	Prbd.g_00223
OG0000723	Pral.g_01780	Prbd.g_00224
OG0000724	Pral.g_01778	Prbd.g_00226
OG0000725	Pral.g_01777	Prbd.g_00227
OG0000726	Pral.g_01776	Prbd.g_00228
OG0000727	Pral.g_01775	Prbd.g_00229
OG0000728	Pral.g_01774	Prbd.g_00230
OG0000729	Pral.g_01773	Prbd.g_00231
OG0000730	Pral.g_01472	Prbd.g_00232
OG0000731	Pral.g_01474	Prbd.g_00233
OG0000732	Pral.g_01475	Prbd.g_00234
OG0000733	Pral.g_01476	Prbd.g_00235
OG0000734	Pral.g_01477	Prbd.g_00236
OG0000735	Pral.g_01479	Prbd.g_00238
OG0000736	Pral.g_01480	Prbd.g_00239
OG0000737	Pral.g_01481	Prbd.g_00240
OG0000738	Pral.g_01655	Prbd.g_00241
OG0000739	Pral.g_01654	Prbd.g_00242
OG0000740	Pral.g_01653	Prbd.g_00243
OG0000741	Pral.g_01652	Prbd.g_00244
OG0000742	Pral.g_01650	Prbd.g_00246
OG0000743	Pral.g_01649	Prbd.g_00247
OG0000744	Pral.g_01647	Prbd.g_00248
OG0000745	Pral.g_01646	Prbd.g_00249
OG0000746	Pral.g_01645	Prbd.g_00250
OG0000747	Pral.g_01644	Prbd.g_00251
OG0000748	Pral.g_01643	Prbd.g_00252
OG0000749	Pral.g_01642	Prbd.g_00253
OG0000750	Pral.g_01640	Prbd.g_00254
OG0000751	Pral.g_01639	Prbd.g_00255
OG0000752	Pral.g_01605	Prbd.g_00256
OG0000753	Pral.g_01634	Prbd.g_00258
OG0000754	Pral.g_01633	Prbd.g_00259
OG0000755	Pral.g_01632	Prbd.g_00260
OG0000756	Pral.g_01630	Prbd.g_00261
OG0000757	Pral.g_01629	Prbd.g_00262
OG0000758	Pral.g_01628	Prbd.g_00263
OG0000759	Pral.g_01626	Prbd.g_00265
OG0000760	Pral.g_01625	Prbd.g_00266
OG0000761	Pral.g_01624	Prbd.g_00267
OG0000762	Pral.g_01622	Prbd.g_00269
OG0000763	Pral.g_01621	Prbd.g_00270
OG0000764	Pral.g_01620	Prbd.g_00271
OG0000765	Pral.g_01619	Prbd.g_00272
OG0000766	Pral.g_01618	Prbd.g_00273
OG0000767	Pral.g_01616	Prbd.g_00275
OG0000768	Pral.g_01615	Prbd.g_00276
OG0000769	Pral.g_01614	Prbd.g_00277
OG0000770	Pral.g_01613	Prbd.g_00278
OG0000771	Pral.g_01612	Prbd.g_00279
OG0000772	Pral.g_00050	Prbd.g_00280
OG0000773	Pral.g_01611	Prbd.g_00281
OG0000774	Pral.g_01610	Prbd.g_00282
OG0000775	Pral.g_01578	Prbd.g_00283
OG0000776	Pral.g_01579	Prbd.g_00285
OG0000777	Pral.g_01580	Prbd.g_00287
OG0000778	Pral.g_01581	Prbd.g_00288
OG0000779	Pral.g_01582	Prbd.g_00289
OG0000780	Pral.g_01584	Prbd.g_00291
OG0000781	Pral.g_01586	Prbd.g_00293
OG0000782	Pral.g_01587	Prbd.g_00294
OG0000783	Pral.g_01590	Prbd.g_00309
OG0000784	Pral.g_01592	Prbd.g_00311
OG0000785	Pral.g_01593	Prbd.g_00312
OG0000786	Pral.g_01594	Prbd.g_00313
OG0000787	Pral.g_01595	Prbd.g_00314
OG0000788	Pral.g_01600	Prbd.g_00318
OG0000789	Pral.g_01603	Prbd.g_00320
OG0000790	Pral.g_01604	Prbd.g_00321
OG0000791	Pral.g_01607	Prbd.g_00322
OG0000792	Pral.g_01608	Prbd.g_00323
OG0000793	Pral.g_01609	Prbd.g_00324
OG0000794	Pral.g_01575	Prbd.g_00326
OG0000795	Pral.g_01571	Prbd.g_00329
OG0000796	Pral.g_01570	Prbd.g_00330
OG0000797	Pral.g_01569	Prbd.g_00332
OG0000798	Pral.g_01568	Prbd.g_00333
OG0000799	Pral.g_01567	Prbd.g_00334
OG0000800	Pral.g_01566	Prbd.g_00335
OG0000801	Pral.g_01563	Prbd.g_00338
OG0000802	Pral.g_01562	Prbd.g_00339
OG0000803	Pral.g_01560	Prbd.g_00341
OG0000804	Pral.g_01559	Prbd.g_00342
OG0000805	Pral.g_01558	Prbd.g_00343
OG0000806	Pral.g_01556	Prbd.g_00345
OG0000807	Pral.g_01321	Prbd.g_00370
OG0000808	Pral.g_01033	Prbd.g_00380
OG0000809	Pral.g_01327	Prbd.g_00383
OG0000810	Pral.g_01032	Prbd.g_00384
OG0000811	Pral.g_01311	Prbd.g_00391
OG0000812	Pral.g_01324	Prbd.g_00395
OG0000813	Pral.g_00692	Prbd.g_00399
OG0000814	Pral.g_01141	Prbd.g_00401
OG0000815	Pral.g_01314	Prbd.g_00414
OG0000816	Pral.g_00077	Prbd.g_00428
OG0000817	Pral.g_00076	Prbd.g_00429
OG0000818	Pral.g_01902	Prbd.g_00434
OG0000819	Pral.g_01346	Prbd.g_00449
OG0000820	Pral.g_01351	Prbd.g_00453
OG0000821	Pral.g_01353	Prbd.g_00455
OG0000822	Pral.g_01354	Prbd.g_00456
OG0000823	Pral.g_01355	Prbd.g_00457
OG0000824	Pral.g_01356	Prbd.g_00458
OG0000825	Pral.g_01357	Prbd.g_00459
OG0000826	Pral.g_01358	Prbd.g_00460
OG0000827	Pral.g_01359	Prbd.g_00461
OG0000828	Pral.g_01360	Prbd.g_00462
OG0000829	Pral.g_01361	Prbd.g_00463
OG0000830	Pral.g_01363	Prbd.g_00464
OG0000831	Pral.g_01366	Prbd.g_00467
OG0000832	Pral.g_01368	Prbd.g_00469
OG0000833	Pral.g_01369	Prbd.g_00470
OG0000834	Pral.g_01370	Prbd.g_00471
OG0000835	Pral.g_01371	Prbd.g_00472
OG0000836	Pral.g_01372	Prbd.g_00473
OG0000837	Pral.g_01376	Prbd.g_00475
OG0000838	Pral.g_01377	Prbd.g_00476
OG0000839	Pral.g_01378	Prbd.g_00477
OG0000840	Pral.g_01379	Prbd.g_00478
OG0000841	Pral.g_01380	Prbd.g_00479
OG0000842	Pral.g_01382	Prbd.g_00480
OG0000843	Pral.g_01383	Prbd.g_00481
OG0000844	Pral.g_01384	Prbd.g_00482
OG0000845	Pral.g_01385	Prbd.g_00483
OG0000846	Pral.g_01388	Prbd.g_00486
OG0000847	Pral.g_01390	Prbd.g_00488
OG0000848	Pral.g_01391	Prbd.g_00489
OG0000849	Pral.g_01394	Prbd.g_00490
OG0000850	Pral.g_01395	Prbd.g_00491
OG0000851	Pral.g_01399	Prbd.g_00492
OG0000852	Pral.g_01401	Prbd.g_00494
OG0000853	Pral.g_01403	Prbd.g_00495
OG0000854	Pral.g_01404	Prbd.g_00497
OG0000855	Pral.g_01405	Prbd.g_00498
OG0000856	Pral.g_01406	Prbd.g_00499
OG0000857	Pral.g_01407	Prbd.g_00500
OG0000858	Pral.g_01408	Prbd.g_00501
OG0000859	Pral.g_01409	Prbd.g_00502
OG0000860	Pral.g_01410	Prbd.g_00503
OG0000861	Pral.g_01411	Prbd.g_00504
OG0000862	Pral.g_01412	Prbd.g_00505
OG0000863	Pral.g_01413	Prbd.g_00506
OG0000864	Pral.g_01414	Prbd.g_00507
OG0000865	Pral.g_01415	Prbd.g_00508
OG0000866	Pral.g_01416	Prbd.g_00509
OG0000867	Pral.g_01417	Prbd.g_00510
OG0000868	Pral.g_01419	Prbd.g_00511
OG0000869	Pral.g_01421	Prbd.g_00513
OG0000870	Pral.g_01422	Prbd.g_00514
OG0000871	Pral.g_01423	Prbd.g_00516
OG0000872	Pral.g_01424	Prbd.g_00517
OG0000873	Pral.g_01426	Prbd.g_00519
OG0000874	Pral.g_01427	Prbd.g_00520
OG0000875	Pral.g_01428	Prbd.g_00521
OG0000876	Pral.g_01429	Prbd.g_00522
OG0000877	Pral.g_00456	Prbd.g_00524
OG0000878	Pral.g_01893	Prbd.g_01858
OG0000879	Pral.g_01292	Prbd.g_01812
OG0000880	Pral.g_01291	Prbd.g_01811
OG0000881	Pral.g_01290	Prbd.g_01810
OG0000882	Pral.g_01289	Prbd.g_01809
OG0000883	Pral.g_01288	Prbd.g_01808
OG0000884	Pral.g_01286	Prbd.g_01806
OG0000885	Pral.g_01285	Prbd.g_01805
OG0000886	Pral.g_01284	Prbd.g_01804
OG0000887	Pral.g_01283	Prbd.g_01803
OG0000888	Pral.g_01282	Prbd.g_01802
OG0000889	Pral.g_01279	Prbd.g_01799
OG0000890	Pral.g_01278	Prbd.g_01798
OG0000891	Pral.g_01277	Prbd.g_01797
OG0000892	Pral.g_01275	Prbd.g_01795
OG0000893	Pral.g_01274	Prbd.g_01794
OG0000894	Pral.g_01273	Prbd.g_01793
OG0000895	Pral.g_01272	Prbd.g_01792
OG0000896	Pral.g_01271	Prbd.g_01791
OG0000897	Pral.g_01270	Prbd.g_01790
OG0000898	Pral.g_01267	Prbd.g_01788
OG0000899	Pral.g_01266	Prbd.g_01787
OG0000900	Pral.g_01239	Prbd.g_01782
OG0000901	Pral.g_01235	Prbd.g_01778
OG0000902	Pral.g_00440	Prbd.g_01777
OG0000903	Pral.g_01345	Prbd.g_01776
OG0000904	Pral.g_01060	Prbd.g_01774
OG0000905	Pral.g_01323	Prbd.g_01772
OG0000906	Pral.g_01343	Prbd.g_01770
OG0000907	Pral.g_01550	Prbd.g_01769
OG0000908	Pral.g_01299	Prbd.g_01766
OG0000909	Pral.g_01220	Prbd.g_01762
OG0000910	Pral.g_01219	Prbd.g_01761
OG0000911	Pral.g_01218	Prbd.g_01760
OG0000912	Pral.g_01217	Prbd.g_01759
OG0000913	Pral.g_01216	Prbd.g_01758
OG0000914	Pral.g_01215	Prbd.g_01757
OG0000915	Pral.g_01214	Prbd.g_01756
OG0000916	Pral.g_01213	Prbd.g_01755
OG0000917	Pral.g_01212	Prbd.g_01754
OG0000918	Pral.g_01211	Prbd.g_01753
OG0000919	Pral.g_01210	Prbd.g_01752
OG0000920	Pral.g_01209	Prbd.g_01751
OG0000921	Pral.g_01208	Prbd.g_01750
OG0000922	Pral.g_01207	Prbd.g_01749
OG0000923	Pral.g_01206	Prbd.g_01748
OG0000924	Pral.g_01205	Prbd.g_01747
OG0000925	Pral.g_01204	Prbd.g_01746
OG0000926	Pral.g_00287	Prbd.g_01736
OG0000927	Pral.g_01184	Prbd.g_01707
OG0000928	Pral.g_01183	Prbd.g_01706
OG0000929	Pral.g_01182	Prbd.g_01705
OG0000930	Pral.g_01181	Prbd.g_01704
OG0000931	Pral.g_01180	Prbd.g_01703
OG0000932	Pral.g_01178	Prbd.g_01701
OG0000933	Pral.g_01177	Prbd.g_01700
OG0000934	Pral.g_01176	Prbd.g_01699
OG0000935	Pral.g_01175	Prbd.g_01698
OG0000936	Pral.g_01174	Prbd.g_01697
OG0000937	Pral.g_01173	Prbd.g_01696
OG0000938	Pral.g_01172	Prbd.g_01695
OG0000939	Pral.g_01171	Prbd.g_01694
OG0000940	Pral.g_01169	Prbd.g_01693
OG0000941	Pral.g_01167	Prbd.g_01691
OG0000942	Pral.g_01166	Prbd.g_01690
OG0000943	Pral.g_01159	Prbd.g_01687
OG0000944	Pral.g_01158	Prbd.g_01686
OG0000945	Pral.g_01157	Prbd.g_01685
OG0000946	Pral.g_01156	Prbd.g_01684
OG0000947	Pral.g_01155	Prbd.g_01683
OG0000948	Pral.g_01154	Prbd.g_01682
OG0000949	Pral.g_01153	Prbd.g_01681
OG0000950	Pral.g_01152	Prbd.g_01680
OG0000951	Pral.g_01151	Prbd.g_01679
OG0000952	Pral.g_01150	Prbd.g_01678
OG0000953	Pral.g_01149	Prbd.g_01677
OG0000954	Pral.g_01148	Prbd.g_01676
OG0000955	Pral.g_01147	Prbd.g_01675
OG0000956	Pral.g_01146	Prbd.g_01674
OG0000957	Pral.g_01145	Prbd.g_01673
OG0000958	Pral.g_01144	Prbd.g_01672
OG0000959	Pral.g_01143	Prbd.g_01671
OG0000960	Pral.g_01142	Prbd.g_01670
OG0000961	Pral.g_01137	Prbd.g_01666
OG0000962	Pral.g_01136	Prbd.g_01665
OG0000963	Pral.g_01135	Prbd.g_01664
OG0000964	Pral.g_01133	Prbd.g_01662
OG0000965	Pral.g_01132	Prbd.g_01661
OG0000966	Pral.g_01131	Prbd.g_01660
OG0000967	Pral.g_01130	Prbd.g_01659
OG0000968	Pral.g_01129	Prbd.g_01658
OG0000969	Pral.g_01128	Prbd.g_01657
OG0000970	Pral.g_01127	Prbd.g_01656
OG0000971	Pral.g_01126	Prbd.g_01655
OG0000972	Pral.g_01125	Prbd.g_01654
OG0000973	Pral.g_01124	Prbd.g_01653
OG0000974	Pral.g_01122	Prbd.g_01651
OG0000975	Pral.g_01115	Prbd.g_01648
OG0000976	Pral.g_01112	Prbd.g_01646
OG0000977	Pral.g_01110	Prbd.g_01645
OG0000978	Pral.g_01108	Prbd.g_01644
OG0000979	Pral.g_01106	Prbd.g_01642
OG0000980	Pral.g_01105	Prbd.g_01641
OG0000981	Pral.g_01104	Prbd.g_01640
OG0000982	Pral.g_01103	Prbd.g_01639
OG0000983	Pral.g_01101	Prbd.g_01637
OG0000984	Pral.g_01100	Prbd.g_01636
OG0000985	Pral.g_01099	Prbd.g_01635
OG0000986	Pral.g_01098	Prbd.g_01634
OG0000987	Pral.g_01097	Prbd.g_01633
OG0000988	Pral.g_01095	Prbd.g_01632
OG0000989	Pral.g_01094	Prbd.g_01631
OG0000990	Pral.g_01093	Prbd.g_01630
OG0000991	Pral.g_01092	Prbd.g_01629
OG0000992	Pral.g_01091	Prbd.g_01628
OG0000993	Pral.g_01090	Prbd.g_01627
OG0000994	Pral.g_01089	Prbd.g_01626
OG0000995	Pral.g_01088	Prbd.g_01625
OG0000996	Pral.g_01087	Prbd.g_01624
OG0000997	Pral.g_01086	Prbd.g_01623
OG0000998	Pral.g_01085	Prbd.g_01622
OG0000999	Pral.g_01084	Prbd.g_01621
OG0001000	Pral.g_01083	Prbd.g_01620
OG0001001	Pral.g_01081	Prbd.g_01617
OG0001002	Pral.g_01080	Prbd.g_01616
OG0001003	Pral.g_01079	Prbd.g_01615
OG0001004	Pral.g_01078	Prbd.g_01614
OG0001005	Pral.g_01076	Prbd.g_01613
OG0001006	Pral.g_01075	Prbd.g_01612
OG0001007	Pral.g_01074	Prbd.g_01611
OG0001008	Pral.g_01072	Prbd.g_01609
OG0001009	Pral.g_01071	Prbd.g_01608
OG0001010	Pral.g_00045	Prbd.g_01600
OG0001011	Pral.g_01058	Prbd.g_01593
OG0001012	Pral.g_01503	Prbd.g_01566
OG0001013	Pral.g_00100	Prbd.g_01531
OG0001014	Pral.g_00101	Prbd.g_01530
OG0001015	Pral.g_00108	Prbd.g_01524
OG0001016	Pral.g_00109	Prbd.g_01523
OG0001017	Pral.g_00110	Prbd.g_01522
OG0001018	Pral.g_00111	Prbd.g_01521
OG0001019	Pral.g_00113	Prbd.g_01519
OG0001020	Pral.g_00114	Prbd.g_01518
OG0001021	Pral.g_00115	Prbd.g_01517
OG0001022	Pral.g_00116	Prbd.g_01516
OG0001023	Pral.g_00117	Prbd.g_01515
OG0001024	Pral.g_00119	Prbd.g_01514
OG0001025	Pral.g_00120	Prbd.g_01513
OG0001026	Pral.g_00121	Prbd.g_01511
OG0001027	Pral.g_00122	Prbd.g_01510
OG0001028	Pral.g_00123	Prbd.g_01509
OG0001029	Pral.g_00124	Prbd.g_01508
OG0001030	Pral.g_00125	Prbd.g_01507
OG0001031	Pral.g_00126	Prbd.g_01506
OG0001032	Pral.g_00127	Prbd.g_01505
OG0001033	Pral.g_00128	Prbd.g_01504
OG0001034	Pral.g_00129	Prbd.g_01503
OG0001035	Pral.g_00131	Prbd.g_01501
OG0001036	Pral.g_00132	Prbd.g_01500
OG0001037	Pral.g_00133	Prbd.g_01499
OG0001038	Pral.g_00134	Prbd.g_01498
OG0001039	Pral.g_00135	Prbd.g_01497
OG0001040	Pral.g_00136	Prbd.g_01496
OG0001041	Pral.g_00137	Prbd.g_01495
OG0001042	Pral.g_00138	Prbd.g_01494
OG0001043	Pral.g_00139	Prbd.g_01493
OG0001044	Pral.g_00140	Prbd.g_01492
OG0001045	Pral.g_00141	Prbd.g_01491
OG0001046	Pral.g_00142	Prbd.g_01490
OG0001047	Pral.g_00145	Prbd.g_01487
OG0001048	Pral.g_00147	Prbd.g_01485
OG0001049	Pral.g_00148	Prbd.g_01484
OG0001050	Pral.g_00149	Prbd.g_01483
OG0001051	Pral.g_00150	Prbd.g_01482
OG0001052	Pral.g_00151	Prbd.g_01481
OG0001053	Pral.g_00154	Prbd.g_01479
OG0001054	Pral.g_00156	Prbd.g_01477
OG0001055	Pral.g_00157	Prbd.g_01476
OG0001056	Pral.g_00158	Prbd.g_01475
OG0001057	Pral.g_00159	Prbd.g_01474
OG0001058	Pral.g_00160	Prbd.g_01473
OG0001059	Pral.g_00161	Prbd.g_01472
OG0001060	Pral.g_00162	Prbd.g_01471
OG0001061	Pral.g_00163	Prbd.g_01470
OG0001062	Pral.g_00164	Prbd.g_01469
OG0001063	Pral.g_00165	Prbd.g_01468
OG0001064	Pral.g_00167	Prbd.g_01466
OG0001065	Pral.g_00170	Prbd.g_01463
OG0001066	Pral.g_00172	Prbd.g_01462
OG0001067	Pral.g_00173	Prbd.g_01461
OG0001068	Pral.g_00176	Prbd.g_01459
OG0001069	Pral.g_00177	Prbd.g_01458
OG0001070	Pral.g_00178	Prbd.g_01457
OG0001071	Pral.g_00179	Prbd.g_01456
OG0001072	Pral.g_00180	Prbd.g_01455
OG0001073	Pral.g_00181	Prbd.g_01454
OG0001074	Pral.g_00182	Prbd.g_01453
OG0001075	Pral.g_00183	Prbd.g_01452
OG0001076	Pral.g_00184	Prbd.g_01451
OG0001077	Pral.g_00185	Prbd.g_01450
OG0001078	Pral.g_00187	Prbd.g_01449
OG0001079	Pral.g_00188	Prbd.g_01448
OG0001080	Pral.g_00189	Prbd.g_01447
OG0001081	Pral.g_00193	Prbd.g_01444
OG0001082	Pral.g_00194	Prbd.g_01443
OG0001083	Pral.g_00198	Prbd.g_01442
OG0001084	Pral.g_00196	Prbd.g_01440
OG0001085	Pral.g_00195	Prbd.g_01439
OG0001086	Pral.g_00192	Prbd.g_01438
OG0001087	Pral.g_00191	Prbd.g_01437
OG0001088	Pral.g_00190	Prbd.g_01436
OG0001089	Pral.g_00200	Prbd.g_01433
OG0001090	Pral.g_00202	Prbd.g_01431
OG0001091	Pral.g_00203	Prbd.g_01430
OG0001092	Pral.g_00204	Prbd.g_01429
OG0001093	Pral.g_00205	Prbd.g_01428
OG0001094	Pral.g_00206	Prbd.g_01427
OG0001095	Pral.g_00207	Prbd.g_01426
OG0001096	Pral.g_00208	Prbd.g_01425
OG0001097	Pral.g_00209	Prbd.g_01424
OG0001098	Pral.g_00210	Prbd.g_01423
OG0001099	Pral.g_00211	Prbd.g_01422
OG0001100	Pral.g_00212	Prbd.g_01421
OG0001101	Pral.g_00213	Prbd.g_01420
OG0001102	Pral.g_00214	Prbd.g_01419
OG0001103	Pral.g_00215	Prbd.g_01418
OG0001104	Pral.g_00216	Prbd.g_01417
OG0001105	Pral.g_00217	Prbd.g_01416
OG0001106	Pral.g_00218	Prbd.g_01415
OG0001107	Pral.g_00219	Prbd.g_01414
OG0001108	Pral.g_00220	Prbd.g_01413
OG0001109	Pral.g_00221	Prbd.g_01412
OG0001110	Pral.g_00222	Prbd.g_01411
OG0001111	Pral.g_00223	Prbd.g_01410
OG0001112	Pral.g_00224	Prbd.g_01409
OG0001113	Pral.g_00225	Prbd.g_01408
OG0001114	Pral.g_00226	Prbd.g_01407
OG0001115	Pral.g_00227	Prbd.g_01406
OG0001116	Pral.g_00228	Prbd.g_01405
OG0001117	Pral.g_00229	Prbd.g_01404
OG0001118	Pral.g_00230	Prbd.g_01403
OG0001119	Pral.g_00232	Prbd.g_01402
OG0001120	Pral.g_01190	Prbd.g_01401
OG0001121	Pral.g_00234	Prbd.g_01399
OG0001122	Pral.g_00235	Prbd.g_01398
OG0001123	Pral.g_00236	Prbd.g_01397
OG0001124	Pral.g_00238	Prbd.g_01395
