Orthogroup	Pral	Prad
OG0000581	Pral.g_01462	Prad.g_01235
OG0000582	Pral.g_01463	Prad.g_01236
OG0000583	Pral.g_01464	Prad.g_01237
OG0000584	Pral.g_01466	Prad.g_01238
OG0000585	Pral.g_01467	Prad.g_01239
OG0000586	Pral.g_01469	Prad.g_01241
OG0000587	Pral.g_01470	Prad.g_01242
OG0000588	Pral.g_01772	Prad.g_01244
OG0000589	Pral.g_01771	Prad.g_01245
OG0000590	Pral.g_01769	Prad.g_01247
OG0000591	Pral.g_01763	Prad.g_01253
OG0000592	Pral.g_01762	Prad.g_01254
OG0000593	Pral.g_01761	Prad.g_01255
OG0000594	Pral.g_01758	Prad.g_01257
OG0000595	Pral.g_01757	Prad.g_01258
OG0000596	Pral.g_01756	Prad.g_01259
OG0000597	Pral.g_01754	Prad.g_01261
OG0000598	Pral.g_01753	Prad.g_01262
OG0000599	Pral.g_01752	Prad.g_01263
OG0000600	Pral.g_01751	Prad.g_01264
OG0000601	Pral.g_01748	Prad.g_01266
OG0000602	Pral.g_01747	Prad.g_01267
OG0000603	Pral.g_01746	Prad.g_01268
OG0000604	Pral.g_01743	Prad.g_01269
OG0000605	Pral.g_01742	Prad.g_01270
OG0000606	Pral.g_01741	Prad.g_01271
OG0000607	Pral.g_01739	Prad.g_01273
OG0000608	Pral.g_01737	Prad.g_01274
OG0000609	Pral.g_00399	Prad.g_01278
OG0000610	Pral.g_01691	Prad.g_01279
OG0000611	Pral.g_01728	Prad.g_01050
OG0000612	Pral.g_01727	Prad.g_01051
OG0000613	Pral.g_01726	Prad.g_01052
OG0000614	Pral.g_01725	Prad.g_01053
OG0000615	Pral.g_01723	Prad.g_01055
OG0000616	Pral.g_01722	Prad.g_01056
OG0000617	Pral.g_01721	Prad.g_01057
OG0000618	Pral.g_01720	Prad.g_01058
OG0000619	Pral.g_01719	Prad.g_01059
OG0000620	Pral.g_01718	Prad.g_01060
OG0000621	Pral.g_01717	Prad.g_01061
OG0000622	Pral.g_01716	Prad.g_01062
OG0000623	Pral.g_01715	Prad.g_01063
OG0000624	Pral.g_01713	Prad.g_01064
OG0000625	Pral.g_01712	Prad.g_01065
OG0000626	Pral.g_01711	Prad.g_01066
OG0000627	Pral.g_01709	Prad.g_01067
OG0000628	Pral.g_01708	Prad.g_01068
OG0000629	Pral.g_01707	Prad.g_01069
OG0000630	Pral.g_01706	Prad.g_01070
OG0000631	Pral.g_01704	Prad.g_01072
OG0000632	Pral.g_01895	Prad.g_01088
OG0000633	Pral.g_00023	Prad.g_01092
OG0000634	Pral.g_01037	Prad.g_01107
OG0000635	Pral.g_01635	Prad.g_01109
OG0000636	Pral.g_01636	Prad.g_01110
OG0000637	Pral.g_01637	Prad.g_01111
OG0000638	Pral.g_00701	Prad.g_01123
OG0000639	Pral.g_01663	Prad.g_01132
OG0000640	Pral.g_01660	Prad.g_01134
OG0000641	Pral.g_01658	Prad.g_01137
OG0000642	Pral.g_01657	Prad.g_01138
OG0000643	Pral.g_01656	Prad.g_01139
OG0000644	Pral.g_01482	Prad.g_01140
OG0000645	Pral.g_01483	Prad.g_01141
OG0000646	Pral.g_01484	Prad.g_01142
OG0000647	Pral.g_01485	Prad.g_01143
OG0000648	Pral.g_01487	Prad.g_01145
OG0000649	Pral.g_01488	Prad.g_01146
OG0000650	Pral.g_01489	Prad.g_01147
OG0000651	Pral.g_01490	Prad.g_01148
OG0000652	Pral.g_01491	Prad.g_01149
OG0000653	Pral.g_01492	Prad.g_01150
OG0000654	Pral.g_01494	Prad.g_01152
OG0000655	Pral.g_01496	Prad.g_01154
OG0000656	Pral.g_01497	Prad.g_01155
OG0000657	Pral.g_01498	Prad.g_01156
OG0000658	Pral.g_01499	Prad.g_01157
OG0000659	Pral.g_01500	Prad.g_01158
OG0000660	Pral.g_01501	Prad.g_01159
OG0000661	Pral.g_01502	Prad.g_01160
OG0000662	Pral.g_01504	Prad.g_01161
OG0000663	Pral.g_01505	Prad.g_01162
OG0000664	Pral.g_01506	Prad.g_01163
OG0000665	Pral.g_01507	Prad.g_01164
OG0000666	Pral.g_01508	Prad.g_01165
OG0000667	Pral.g_01509	Prad.g_01166
OG0000668	Pral.g_01510	Prad.g_01167
OG0000669	Pral.g_01512	Prad.g_01169
OG0000670	Pral.g_01513	Prad.g_01170
OG0000671	Pral.g_01514	Prad.g_01171
OG0000672	Pral.g_01515	Prad.g_01172
OG0000673	Pral.g_01516	Prad.g_01173
OG0000674	Pral.g_01517	Prad.g_01174
OG0000675	Pral.g_01518	Prad.g_01176
OG0000676	Pral.g_01519	Prad.g_01177
OG0000677	Pral.g_01522	Prad.g_01180
OG0000678	Pral.g_01524	Prad.g_01182
OG0000679	Pral.g_01525	Prad.g_01183
OG0000680	Pral.g_01526	Prad.g_01184
OG0000681	Pral.g_01527	Prad.g_01185
OG0000682	Pral.g_01528	Prad.g_00308
OG0000683	Pral.g_01530	Prad.g_00306
OG0000684	Pral.g_01531	Prad.g_00305
OG0000685	Pral.g_01532	Prad.g_00304
OG0000686	Pral.g_01533	Prad.g_00303
OG0000687	Pral.g_01534	Prad.g_00302
OG0000688	Pral.g_01535	Prad.g_00301
OG0000689	Pral.g_01536	Prad.g_00300
OG0000690	Pral.g_01537	Prad.g_00299
OG0000691	Pral.g_01538	Prad.g_00298
OG0000692	Pral.g_01542	Prad.g_00296
OG0000693	Pral.g_01543	Prad.g_00295
OG0000694	Pral.g_01544	Prad.g_00294
OG0000695	Pral.g_01545	Prad.g_00293
OG0000696	Pral.g_01546	Prad.g_00292
OG0000697	Pral.g_01548	Prad.g_00290
OG0000698	Pral.g_01552	Prad.g_00288
OG0000699	Pral.g_01553	Prad.g_00287
OG0000700	Pral.g_01820	Prad.g_00260
OG0000701	Pral.g_01815	Prad.g_00256
OG0000702	Pral.g_01809	Prad.g_00253
OG0000703	Pral.g_01807	Prad.g_00252
OG0000704	Pral.g_01806	Prad.g_00251
OG0000705	Pral.g_01805	Prad.g_00250
OG0000706	Pral.g_01804	Prad.g_00249
OG0000707	Pral.g_01802	Prad.g_00248
OG0000708	Pral.g_01801	Prad.g_00247
OG0000709	Pral.g_01799	Prad.g_00245
OG0000710	Pral.g_01798	Prad.g_00244
OG0000711	Pral.g_01797	Prad.g_00243
OG0000712	Pral.g_01796	Prad.g_00242
OG0000713	Pral.g_01795	Prad.g_00241
OG0000714	Pral.g_01793	Prad.g_00239
OG0000715	Pral.g_01792	Prad.g_00238
OG0000716	Pral.g_01790	Prad.g_00236
OG0000717	Pral.g_01789	Prad.g_00235
OG0000718	Pral.g_01788	Prad.g_00234
OG0000719	Pral.g_01786	Prad.g_00232
OG0000720	Pral.g_01785	Prad.g_00231
OG0000721	Pral.g_01782	Prad.g_00228
OG0000722	Pral.g_01781	Prad.g_00227
OG0000723	Pral.g_01780	Prad.g_00226
OG0000724	Pral.g_01778	Prad.g_00224
OG0000725	Pral.g_01777	Prad.g_00223
OG0000726	Pral.g_01776	Prad.g_00222
OG0000727	Pral.g_01775	Prad.g_00221
OG0000728	Pral.g_01774	Prad.g_00220
OG0000729	Pral.g_01773	Prad.g_00219
OG0000730	Pral.g_01472	Prad.g_00218
OG0000731	Pral.g_01474	Prad.g_00217
OG0000732	Pral.g_01475	Prad.g_00216
OG0000733	Pral.g_01476	Prad.g_00215
OG0000734	Pral.g_01477	Prad.g_00214
OG0000735	Pral.g_01479	Prad.g_00212
OG0000736	Pral.g_01480	Prad.g_00211
OG0000737	Pral.g_01481	Prad.g_00210
OG0000738	Pral.g_01655	Prad.g_00209
OG0000739	Pral.g_01654	Prad.g_00208
OG0000740	Pral.g_01653	Prad.g_00207
OG0000741	Pral.g_01652	Prad.g_00206
OG0000742	Pral.g_01650	Prad.g_00204
OG0000743	Pral.g_01649	Prad.g_00203
OG0000744	Pral.g_01647	Prad.g_00202
OG0000745	Pral.g_01646	Prad.g_00201
OG0000746	Pral.g_01645	Prad.g_00200
OG0000747	Pral.g_01644	Prad.g_00199
OG0000748	Pral.g_01643	Prad.g_00198
OG0000749	Pral.g_01642	Prad.g_00197
OG0000750	Pral.g_01640	Prad.g_00196
OG0000751	Pral.g_01639	Prad.g_00195
OG0000752	Pral.g_01605	Prad.g_00194
OG0000753	Pral.g_01634	Prad.g_00192
OG0000754	Pral.g_01633	Prad.g_00191
OG0000755	Pral.g_01632	Prad.g_00190
OG0000756	Pral.g_01630	Prad.g_00189
OG0000757	Pral.g_01629	Prad.g_00188
OG0000758	Pral.g_01628	Prad.g_00187
OG0000759	Pral.g_01626	Prad.g_00185
OG0000760	Pral.g_01625	Prad.g_00184
OG0000761	Pral.g_01624	Prad.g_00183
OG0000762	Pral.g_01622	Prad.g_00181
OG0000763	Pral.g_01621	Prad.g_00180
OG0000764	Pral.g_01620	Prad.g_00179
OG0000765	Pral.g_01619	Prad.g_00178
OG0000766	Pral.g_01618	Prad.g_00177
OG0000767	Pral.g_01616	Prad.g_00175
OG0000768	Pral.g_01615	Prad.g_00174
OG0000769	Pral.g_01614	Prad.g_00173
OG0000770	Pral.g_01613	Prad.g_00172
OG0000771	Pral.g_01612	Prad.g_00171
OG0000772	Pral.g_00050	Prad.g_00170
OG0000773	Pral.g_01611	Prad.g_00169
OG0000774	Pral.g_01610	Prad.g_00168
OG0000775	Pral.g_01578	Prad.g_00167
OG0000776	Pral.g_01579	Prad.g_00165
OG0000777	Pral.g_01580	Prad.g_00163
OG0000778	Pral.g_01581	Prad.g_00162
OG0000779	Pral.g_01582	Prad.g_00161
OG0000780	Pral.g_01584	Prad.g_00159
OG0000781	Pral.g_01586	Prad.g_00157
OG0000782	Pral.g_01587	Prad.g_00156
OG0000783	Pral.g_01590	Prad.g_00144
OG0000784	Pral.g_01592	Prad.g_00142
OG0000785	Pral.g_01593	Prad.g_00141
OG0000786	Pral.g_01594	Prad.g_00140
OG0000787	Pral.g_01595	Prad.g_00139
OG0000788	Pral.g_01600	Prad.g_00135
OG0000789	Pral.g_01603	Prad.g_01039
OG0000790	Pral.g_01604	Prad.g_01038
OG0000791	Pral.g_01607	Prad.g_01037
OG0000792	Pral.g_01608	Prad.g_01036
OG0000793	Pral.g_01609	Prad.g_01035
OG0000794	Pral.g_01575	Prad.g_01033
OG0000795	Pral.g_01571	Prad.g_01030
OG0000796	Pral.g_01570	Prad.g_01029
OG0000797	Pral.g_01569	Prad.g_01026
OG0000798	Pral.g_01568	Prad.g_01025
OG0000799	Pral.g_01567	Prad.g_01024
OG0000800	Pral.g_01566	Prad.g_01023
OG0000801	Pral.g_01563	Prad.g_01020
OG0000802	Pral.g_01562	Prad.g_01019
OG0000803	Pral.g_01560	Prad.g_01017
OG0000804	Pral.g_01559	Prad.g_01016
OG0000805	Pral.g_01558	Prad.g_01015
OG0000806	Pral.g_01556	Prad.g_01013
OG0000807	Pral.g_01321	Prad.g_00990
OG0000808	Pral.g_01033	Prad.g_00981
OG0000809	Pral.g_01327	Prad.g_00978
OG0000810	Pral.g_01032	Prad.g_00977
OG0000811	Pral.g_01311	Prad.g_00970
OG0000812	Pral.g_01324	Prad.g_00635
OG0000813	Pral.g_00692	Prad.g_00639
OG0000814	Pral.g_01141	Prad.g_00641
OG0000815	Pral.g_01314	Prad.g_00655
OG0000816	Pral.g_00077	Prad.g_01988
OG0000817	Pral.g_00076	Prad.g_01987
OG0000818	Pral.g_01902	Prad.g_01522
OG0000819	Pral.g_01346	Prad.g_01515
OG0000820	Pral.g_01351	Prad.g_01511
OG0000821	Pral.g_01353	Prad.g_01509
OG0000822	Pral.g_01354	Prad.g_01508
OG0000823	Pral.g_01355	Prad.g_01507
OG0000824	Pral.g_01356	Prad.g_01506
OG0000825	Pral.g_01357	Prad.g_01505
OG0000826	Pral.g_01358	Prad.g_01504
OG0000827	Pral.g_01359	Prad.g_01503
OG0000828	Pral.g_01360	Prad.g_01502
OG0000829	Pral.g_01361	Prad.g_01501
OG0000830	Pral.g_01363	Prad.g_01500
OG0000831	Pral.g_01366	Prad.g_01497
OG0000832	Pral.g_01368	Prad.g_01495
OG0000833	Pral.g_01369	Prad.g_01494
OG0000834	Pral.g_01370	Prad.g_01493
OG0000835	Pral.g_01371	Prad.g_01492
OG0000836	Pral.g_01372	Prad.g_01491
OG0000837	Pral.g_01376	Prad.g_01489
OG0000838	Pral.g_01377	Prad.g_01488
OG0000839	Pral.g_01378	Prad.g_01487
OG0000840	Pral.g_01379	Prad.g_01486
OG0000841	Pral.g_01380	Prad.g_01485
OG0000842	Pral.g_01382	Prad.g_01484
OG0000843	Pral.g_01383	Prad.g_01483
OG0000844	Pral.g_01384	Prad.g_01482
OG0000845	Pral.g_01385	Prad.g_01481
OG0000846	Pral.g_01388	Prad.g_01478
OG0000847	Pral.g_01390	Prad.g_01476
OG0000848	Pral.g_01391	Prad.g_01475
OG0000849	Pral.g_01394	Prad.g_01474
OG0000850	Pral.g_01395	Prad.g_01473
OG0000851	Pral.g_01399	Prad.g_01472
OG0000852	Pral.g_01401	Prad.g_01469
OG0000853	Pral.g_01403	Prad.g_01468
OG0000854	Pral.g_01404	Prad.g_01466
OG0000855	Pral.g_01405	Prad.g_01465
OG0000856	Pral.g_01406	Prad.g_01464
OG0000857	Pral.g_01407	Prad.g_01463
OG0000858	Pral.g_01408	Prad.g_01462
OG0000859	Pral.g_01409	Prad.g_01461
OG0000860	Pral.g_01410	Prad.g_01460
OG0000861	Pral.g_01411	Prad.g_01459
OG0000862	Pral.g_01412	Prad.g_01458
OG0000863	Pral.g_01413	Prad.g_01457
OG0000864	Pral.g_01414	Prad.g_01456
OG0000865	Pral.g_01415	Prad.g_01455
OG0000866	Pral.g_01416	Prad.g_01454
OG0000867	Pral.g_01417	Prad.g_01453
OG0000868	Pral.g_01419	Prad.g_01452
OG0000869	Pral.g_01421	Prad.g_01450
OG0000870	Pral.g_01422	Prad.g_01449
OG0000871	Pral.g_01423	Prad.g_01447
OG0000872	Pral.g_01424	Prad.g_01446
OG0000873	Pral.g_01426	Prad.g_01444
OG0000874	Pral.g_01427	Prad.g_01443
OG0000875	Pral.g_01428	Prad.g_01442
OG0000876	Pral.g_01429	Prad.g_01441
OG0000877	Pral.g_00456	Prad.g_01439
OG0000878	Pral.g_01893	Prad.g_00341
OG0000879	Pral.g_01292	Prad.g_00359
OG0000880	Pral.g_01291	Prad.g_00360
OG0000881	Pral.g_01290	Prad.g_00361
OG0000882	Pral.g_01289	Prad.g_00362
OG0000883	Pral.g_01288	Prad.g_00363
OG0000884	Pral.g_01286	Prad.g_00365
OG0000885	Pral.g_01285	Prad.g_00366
OG0000886	Pral.g_01284	Prad.g_00631
OG0000887	Pral.g_01283	Prad.g_00630
OG0000888	Pral.g_01282	Prad.g_00629
OG0000889	Pral.g_01279	Prad.g_00626
OG0000890	Pral.g_01278	Prad.g_00625
OG0000891	Pral.g_01277	Prad.g_00624
OG0000892	Pral.g_01275	Prad.g_00622
OG0000893	Pral.g_01274	Prad.g_00621
OG0000894	Pral.g_01273	Prad.g_00620
OG0000895	Pral.g_01272	Prad.g_00619
OG0000896	Pral.g_01271	Prad.g_00618
OG0000897	Pral.g_01270	Prad.g_00617
OG0000898	Pral.g_01267	Prad.g_00615
OG0000899	Pral.g_01266	Prad.g_00614
OG0000900	Pral.g_01239	Prad.g_00612
OG0000901	Pral.g_01235	Prad.g_00608
OG0000902	Pral.g_00440	Prad.g_00607
OG0000903	Pral.g_01345	Prad.g_00606
OG0000904	Pral.g_01060	Prad.g_00604
OG0000905	Pral.g_01323	Prad.g_00602
OG0000906	Pral.g_01343	Prad.g_00600
OG0000907	Pral.g_01550	Prad.g_00599
OG0000908	Pral.g_01299	Prad.g_00596
OG0000909	Pral.g_01220	Prad.g_00592
OG0000910	Pral.g_01219	Prad.g_00591
OG0000911	Pral.g_01218	Prad.g_00590
OG0000912	Pral.g_01217	Prad.g_00589
OG0000913	Pral.g_01216	Prad.g_00588
OG0000914	Pral.g_01215	Prad.g_00587
OG0000915	Pral.g_01214	Prad.g_00586
OG0000916	Pral.g_01213	Prad.g_00585
OG0000917	Pral.g_01212	Prad.g_00584
OG0000918	Pral.g_01211	Prad.g_00583
OG0000919	Pral.g_01210	Prad.g_00582
OG0000920	Pral.g_01209	Prad.g_00581
OG0000921	Pral.g_01208	Prad.g_00580
OG0000922	Pral.g_01207	Prad.g_00579
OG0000923	Pral.g_01206	Prad.g_00578
OG0000924	Pral.g_01205	Prad.g_00577
OG0000925	Pral.g_01204	Prad.g_00576
OG0000926	Pral.g_00287	Prad.g_00567
OG0000927	Pral.g_01184	Prad.g_00533
OG0000928	Pral.g_01183	Prad.g_00532
OG0000929	Pral.g_01182	Prad.g_00531
OG0000930	Pral.g_01181	Prad.g_00530
OG0000931	Pral.g_01180	Prad.g_00529
OG0000932	Pral.g_01178	Prad.g_00527
OG0000933	Pral.g_01177	Prad.g_00526
OG0000934	Pral.g_01176	Prad.g_00525
OG0000935	Pral.g_01175	Prad.g_00524
OG0000936	Pral.g_01174	Prad.g_00523
OG0000937	Pral.g_01173	Prad.g_00522
OG0000938	Pral.g_01172	Prad.g_00521
OG0000939	Pral.g_01171	Prad.g_00520
OG0000940	Pral.g_01169	Prad.g_00519
OG0000941	Pral.g_01167	Prad.g_00517
OG0000942	Pral.g_01166	Prad.g_00516
OG0000943	Pral.g_01159	Prad.g_00513
OG0000944	Pral.g_01158	Prad.g_00512
OG0000945	Pral.g_01157	Prad.g_00511
OG0000946	Pral.g_01156	Prad.g_00510
OG0000947	Pral.g_01155	Prad.g_00509
OG0000948	Pral.g_01154	Prad.g_00508
OG0000949	Pral.g_01153	Prad.g_00507
OG0000950	Pral.g_01152	Prad.g_00506
OG0000951	Pral.g_01151	Prad.g_00505
OG0000952	Pral.g_01150	Prad.g_00504
OG0000953	Pral.g_01149	Prad.g_00503
OG0000954	Pral.g_01148	Prad.g_00502
OG0000955	Pral.g_01147	Prad.g_00501
OG0000956	Pral.g_01146	Prad.g_00500
OG0000957	Pral.g_01145	Prad.g_00499
OG0000958	Pral.g_01144	Prad.g_00498
OG0000959	Pral.g_01143	Prad.g_00497
OG0000960	Pral.g_01142	Prad.g_00496
OG0000961	Pral.g_01137	Prad.g_00491
OG0000962	Pral.g_01136	Prad.g_00490
OG0000963	Pral.g_01135	Prad.g_00489
OG0000964	Pral.g_01133	Prad.g_00487
OG0000965	Pral.g_01132	Prad.g_00486
OG0000966	Pral.g_01131	Prad.g_00485
OG0000967	Pral.g_01130	Prad.g_00484
OG0000968	Pral.g_01129	Prad.g_00483
OG0000969	Pral.g_01128	Prad.g_00482
OG0000970	Pral.g_01127	Prad.g_00481
OG0000971	Pral.g_01126	Prad.g_00480
OG0000972	Pral.g_01125	Prad.g_00479
OG0000973	Pral.g_01124	Prad.g_00478
OG0000974	Pral.g_01122	Prad.g_00476
OG0000975	Pral.g_01115	Prad.g_00473
OG0000976	Pral.g_01112	Prad.g_00471
OG0000977	Pral.g_01110	Prad.g_00470
OG0000978	Pral.g_01108	Prad.g_00469
OG0000979	Pral.g_01106	Prad.g_00467
OG0000980	Pral.g_01105	Prad.g_00466
OG0000981	Pral.g_01104	Prad.g_00465
OG0000982	Pral.g_01103	Prad.g_00464
OG0000983	Pral.g_01101	Prad.g_00462
OG0000984	Pral.g_01100	Prad.g_00461
OG0000985	Pral.g_01099	Prad.g_00460
OG0000986	Pral.g_01098	Prad.g_00459
OG0000987	Pral.g_01097	Prad.g_00458
OG0000988	Pral.g_01095	Prad.g_00457
OG0000989	Pral.g_01094	Prad.g_00456
OG0000990	Pral.g_01093	Prad.g_00455
OG0000991	Pral.g_01092	Prad.g_00454
OG0000992	Pral.g_01091	Prad.g_00453
OG0000993	Pral.g_01090	Prad.g_00452
OG0000994	Pral.g_01089	Prad.g_00451
OG0000995	Pral.g_01088	Prad.g_00450
OG0000996	Pral.g_01087	Prad.g_00449
OG0000997	Pral.g_01086	Prad.g_00448
OG0000998	Pral.g_01085	Prad.g_00447
OG0000999	Pral.g_01084	Prad.g_00446
OG0001000	Pral.g_01083	Prad.g_00445
OG0001001	Pral.g_01081	Prad.g_00443
OG0001002	Pral.g_01080	Prad.g_00442
OG0001003	Pral.g_01079	Prad.g_00441
OG0001004	Pral.g_01078	Prad.g_00440
OG0001005	Pral.g_01076	Prad.g_00439
OG0001006	Pral.g_01075	Prad.g_00438
OG0001007	Pral.g_01074	Prad.g_00437
OG0001008	Pral.g_01072	Prad.g_00435
OG0001009	Pral.g_01071	Prad.g_00434
OG0001010	Pral.g_00045	Prad.g_00426
OG0001011	Pral.g_01058	Prad.g_00419
OG0001012	Pral.g_01503	Prad.g_00388
OG0001013	Pral.g_00100	Prad.g_00947
OG0001014	Pral.g_00101	Prad.g_00946
OG0001015	Pral.g_00108	Prad.g_00940
OG0001016	Pral.g_00109	Prad.g_00939
OG0001017	Pral.g_00110	Prad.g_00938
OG0001018	Pral.g_00111	Prad.g_00937
OG0001019	Pral.g_00113	Prad.g_00935
OG0001020	Pral.g_00114	Prad.g_00934
OG0001021	Pral.g_00115	Prad.g_00933
OG0001022	Pral.g_00116	Prad.g_00932
OG0001023	Pral.g_00117	Prad.g_00931
OG0001024	Pral.g_00119	Prad.g_00930
OG0001025	Pral.g_00120	Prad.g_00929
OG0001026	Pral.g_00121	Prad.g_00927
OG0001027	Pral.g_00122	Prad.g_00926
OG0001028	Pral.g_00123	Prad.g_00925
OG0001029	Pral.g_00124	Prad.g_00924
OG0001030	Pral.g_00125	Prad.g_00923
OG0001031	Pral.g_00126	Prad.g_00922
OG0001032	Pral.g_00127	Prad.g_00921
OG0001033	Pral.g_00128	Prad.g_00920
OG0001034	Pral.g_00129	Prad.g_00919
OG0001035	Pral.g_00131	Prad.g_00917
OG0001036	Pral.g_00132	Prad.g_00916
OG0001037	Pral.g_00133	Prad.g_00915
OG0001038	Pral.g_00134	Prad.g_00914
OG0001039	Pral.g_00135	Prad.g_00913
OG0001040	Pral.g_00136	Prad.g_00912
OG0001041	Pral.g_00137	Prad.g_00911
OG0001042	Pral.g_00138	Prad.g_00910
OG0001043	Pral.g_00139	Prad.g_00909
OG0001044	Pral.g_00140	Prad.g_00908
OG0001045	Pral.g_00141	Prad.g_00907
OG0001046	Pral.g_00142	Prad.g_00906
OG0001047	Pral.g_00145	Prad.g_00903
OG0001048	Pral.g_00147	Prad.g_00901
OG0001049	Pral.g_00148	Prad.g_00900
OG0001050	Pral.g_00149	Prad.g_00899
OG0001051	Pral.g_00150	Prad.g_00898
OG0001052	Pral.g_00151	Prad.g_00897
OG0001053	Pral.g_00154	Prad.g_00895
OG0001054	Pral.g_00156	Prad.g_00893
OG0001055	Pral.g_00157	Prad.g_00892
OG0001056	Pral.g_00158	Prad.g_00891
OG0001057	Pral.g_00159	Prad.g_00890
OG0001058	Pral.g_00160	Prad.g_00889
OG0001059	Pral.g_00161	Prad.g_00888
OG0001060	Pral.g_00162	Prad.g_00887
OG0001061	Pral.g_00163	Prad.g_00886
OG0001062	Pral.g_00164	Prad.g_00885
OG0001063	Pral.g_00165	Prad.g_00884
OG0001064	Pral.g_00167	Prad.g_00882
OG0001065	Pral.g_00170	Prad.g_00879
OG0001066	Pral.g_00172	Prad.g_00878
OG0001067	Pral.g_00173	Prad.g_00877
OG0001068	Pral.g_00176	Prad.g_00875
OG0001069	Pral.g_00177	Prad.g_00874
OG0001070	Pral.g_00178	Prad.g_00873
OG0001071	Pral.g_00179	Prad.g_00872
OG0001072	Pral.g_00180	Prad.g_00871
OG0001073	Pral.g_00181	Prad.g_00870
OG0001074	Pral.g_00182	Prad.g_00869
OG0001075	Pral.g_00183	Prad.g_00868
OG0001076	Pral.g_00184	Prad.g_00867
OG0001077	Pral.g_00185	Prad.g_00866
OG0001078	Pral.g_00187	Prad.g_00865
OG0001079	Pral.g_00188	Prad.g_00864
OG0001080	Pral.g_00189	Prad.g_00863
OG0001081	Pral.g_00193	Prad.g_00860
OG0001082	Pral.g_00194	Prad.g_00859
OG0001083	Pral.g_00198	Prad.g_00858
OG0001084	Pral.g_00196	Prad.g_00856
OG0001085	Pral.g_00195	Prad.g_00855
OG0001086	Pral.g_00192	Prad.g_00854
OG0001087	Pral.g_00191	Prad.g_00853
OG0001088	Pral.g_00190	Prad.g_00852
OG0001089	Pral.g_00200	Prad.g_00849
OG0001090	Pral.g_00202	Prad.g_00847
OG0001091	Pral.g_00203	Prad.g_00846
OG0001092	Pral.g_00204	Prad.g_00845
OG0001093	Pral.g_00205	Prad.g_00844
OG0001094	Pral.g_00206	Prad.g_00843
OG0001095	Pral.g_00207	Prad.g_00842
OG0001096	Pral.g_00208	Prad.g_00841
OG0001097	Pral.g_00209	Prad.g_00840
OG0001098	Pral.g_00210	Prad.g_00839
OG0001099	Pral.g_00211	Prad.g_00838
OG0001100	Pral.g_00212	Prad.g_00837
OG0001101	Pral.g_00213	Prad.g_00836
OG0001102	Pral.g_00214	Prad.g_00835
OG0001103	Pral.g_00215	Prad.g_00834
OG0001104	Pral.g_00216	Prad.g_00833
OG0001105	Pral.g_00217	Prad.g_00832
OG0001106	Pral.g_00218	Prad.g_00831
OG0001107	Pral.g_00219	Prad.g_00830
OG0001108	Pral.g_00220	Prad.g_00829
OG0001109	Pral.g_00221	Prad.g_00828
OG0001110	Pral.g_00222	Prad.g_00827
OG0001111	Pral.g_00223	Prad.g_00826
OG0001112	Pral.g_00224	Prad.g_00825
OG0001113	Pral.g_00225	Prad.g_00824
OG0001114	Pral.g_00226	Prad.g_00823
OG0001115	Pral.g_00227	Prad.g_00822
OG0001116	Pral.g_00228	Prad.g_00821
OG0001117	Pral.g_00229	Prad.g_00820
OG0001118	Pral.g_00230	Prad.g_00819
OG0001119	Pral.g_00232	Prad.g_00818
OG0001120	Pral.g_01190	Prad.g_00817
OG0001121	Pral.g_00234	Prad.g_00815
OG0001122	Pral.g_00235	Prad.g_00814
OG0001123	Pral.g_00236	Prad.g_00813
OG0001124	Pral.g_00238	Prad.g_00811
OG0001125	Pral.g_00240	Prad.g_00809
OG0001126	Pral.g_00241	Prad.g_00808
OG0001127	Pral.g_00244	Prad.g_00806
OG0001128	Pral.g_00245	Prad.g_00805
OG0001129	Pral.g_00246	Prad.g_00804
OG0001130	Pral.g_00249	Prad.g_00801
OG0001131	Pral.g_00250	Prad.g_00800
OG0001132	Pral.g_00251	Prad.g_00799
OG0001133	Pral.g_00252	Prad.g_00798
OG0001134	Pral.g_00253	Prad.g_00797
OG0001135	Pral.g_00254	Prad.g_00796
OG0001136	Pral.g_00255	Prad.g_00795
OG0001137	Pral.g_00256	Prad.g_00794
OG0001138	Pral.g_00257	Prad.g_00793
OG0001139	Pral.g_00259	Prad.g_00792
OG0001140	Pral.g_00260	Prad.g_00791
OG0001141	Pral.g_00261	Prad.g_00790
OG0001142	Pral.g_00266	Prad.g_00787
OG0001143	Pral.g_00267	Prad.g_00786
OG0001144	Pral.g_00268	Prad.g_00785
OG0001145	Pral.g_00269	Prad.g_00784
OG0001146	Pral.g_00270	Prad.g_00783
OG0001147	Pral.g_00271	Prad.g_00782
OG0001148	Pral.g_00272	Prad.g_00781
OG0001149	Pral.g_00274	Prad.g_00779
OG0001150	Pral.g_00275	Prad.g_00778
OG0001151	Pral.g_00278	Prad.g_00776
OG0001152	Pral.g_00279	Prad.g_00775
OG0001153	Pral.g_00280	Prad.g_00774
OG0001154	Pral.g_00282	Prad.g_00772
OG0001155	Pral.g_00284	Prad.g_00770
OG0001156	Pral.g_00286	Prad.g_00768
OG0001157	Pral.g_00288	Prad.g_00767
OG0001158	Pral.g_00290	Prad.g_00765
OG0001159	Pral.g_00291	Prad.g_00764
OG0001160	Pral.g_00292	Prad.g_00763
OG0001161	Pral.g_00293	Prad.g_00762
OG0001162	Pral.g_00294	Prad.g_01641
