Orthogroup	Pram	Prbi
OG0000567	Pram.g_01065	Prbi.g_00648
OG0000568	Pram.g_01064	Prbi.g_00649
OG0000569	Pram.g_01063	Prbi.g_00650
OG0000570	Pram.g_01062	Prbi.g_00651
OG0000571	Pram.g_01061	Prbi.g_00652
OG0000572	Pram.g_01060	Prbi.g_00653
OG0000573	Pram.g_01057	Prbi.g_00656
OG0000574	Pram.g_01056	Prbi.g_00657
OG0000575	Pram.g_01055	Prbi.g_00658
OG0000576	Pram.g_01054	Prbi.g_00659
OG0000577	Pram.g_01053	Prbi.g_00660
OG0000578	Pram.g_01052	Prbi.g_00661
OG0000579	Pram.g_01051	Prbi.g_00662
OG0000580	Pram.g_01050	Prbi.g_00663
OG0000581	Pram.g_01049	Prbi.g_00664
OG0000582	Pram.g_01048	Prbi.g_00665
OG0000583	Pram.g_01047	Prbi.g_00666
OG0000584	Pram.g_01045	Prbi.g_00667
OG0000585	Pram.g_01044	Prbi.g_00668
OG0000586	Pram.g_01042	Prbi.g_00670
OG0000587	Pram.g_01041	Prbi.g_00671
OG0000588	Pram.g_00760	Prbi.g_00673
OG0000589	Pram.g_00761	Prbi.g_00674
OG0000590	Pram.g_00763	Prbi.g_00676
OG0000591	Pram.g_00769	Prbi.g_00682
OG0000592	Pram.g_00770	Prbi.g_00683
OG0000593	Pram.g_00771	Prbi.g_00684
OG0000594	Pram.g_00774	Prbi.g_00686
OG0000595	Pram.g_00775	Prbi.g_00687
OG0000596	Pram.g_00776	Prbi.g_00688
OG0000597	Pram.g_00778	Prbi.g_00690
OG0000598	Pram.g_00779	Prbi.g_00691
OG0000599	Pram.g_00780	Prbi.g_00692
OG0000600	Pram.g_00781	Prbi.g_00693
OG0000601	Pram.g_00784	Prbi.g_00695
OG0000602	Pram.g_00785	Prbi.g_00696
OG0000603	Pram.g_00786	Prbi.g_00697
OG0000604	Pram.g_00789	Prbi.g_00698
OG0000605	Pram.g_00790	Prbi.g_00699
OG0000606	Pram.g_00791	Prbi.g_00700
OG0000607	Pram.g_00793	Prbi.g_00703
OG0000608	Pram.g_00795	Prbi.g_00704
OG0000609	Pram.g_01927	Prbi.g_00708
OG0000610	Pram.g_00720	Prbi.g_00709
OG0000611	Pram.g_00802	Prbi.g_00746
OG0000612	Pram.g_00803	Prbi.g_00747
OG0000613	Pram.g_01027	Prbi.g_00748
OG0000614	Pram.g_01026	Prbi.g_00749
OG0000615	Pram.g_01024	Prbi.g_00751
OG0000616	Pram.g_01023	Prbi.g_00752
OG0000617	Pram.g_01022	Prbi.g_00753
OG0000618	Pram.g_01021	Prbi.g_00754
OG0000619	Pram.g_01020	Prbi.g_00755
OG0000620	Pram.g_01019	Prbi.g_00756
OG0000621	Pram.g_01018	Prbi.g_00757
OG0000622	Pram.g_01017	Prbi.g_00758
OG0000623	Pram.g_01016	Prbi.g_00759
OG0000624	Pram.g_01014	Prbi.g_00760
OG0000625	Pram.g_01013	Prbi.g_00761
OG0000626	Pram.g_01012	Prbi.g_00762
OG0000627	Pram.g_01011	Prbi.g_00763
OG0000628	Pram.g_01010	Prbi.g_00764
OG0000629	Pram.g_01008	Prbi.g_00765
OG0000630	Pram.g_01007	Prbi.g_00766
OG0000631	Pram.g_01005	Prbi.g_00768
OG0000632	Pram.g_01004	Prbi.g_00788
OG0000633	Pram.g_01539	Prbi.g_00792
OG0000634	Pram.g_01534	Prbi.g_00807
OG0000635	Pram.g_00935	Prbi.g_00811
OG0000636	Pram.g_00934	Prbi.g_00812
OG0000637	Pram.g_00933	Prbi.g_00813
OG0000638	Pram.g_00325	Prbi.g_00825
OG0000639	Pram.g_00908	Prbi.g_00834
OG0000640	Pram.g_00911	Prbi.g_00835
OG0000641	Pram.g_00913	Prbi.g_00838
OG0000642	Pram.g_00914	Prbi.g_00839
OG0000643	Pram.g_00915	Prbi.g_00840
OG0000644	Pram.g_01028	Prbi.g_00841
OG0000645	Pram.g_00804	Prbi.g_00842
OG0000646	Pram.g_00805	Prbi.g_00843
OG0000647	Pram.g_00806	Prbi.g_00844
OG0000648	Pram.g_00808	Prbi.g_00846
OG0000649	Pram.g_00809	Prbi.g_00847
OG0000650	Pram.g_00810	Prbi.g_00848
OG0000651	Pram.g_00811	Prbi.g_00849
OG0000652	Pram.g_00812	Prbi.g_00850
OG0000653	Pram.g_00813	Prbi.g_00851
OG0000654	Pram.g_00815	Prbi.g_00853
OG0000655	Pram.g_00817	Prbi.g_00855
OG0000656	Pram.g_00818	Prbi.g_00856
OG0000657	Pram.g_00819	Prbi.g_00857
OG0000658	Pram.g_00820	Prbi.g_00858
OG0000659	Pram.g_00821	Prbi.g_00859
OG0000660	Pram.g_00822	Prbi.g_00860
OG0000661	Pram.g_00823	Prbi.g_00861
OG0000662	Pram.g_00825	Prbi.g_00862
OG0000663	Pram.g_00826	Prbi.g_00863
OG0000664	Pram.g_00827	Prbi.g_00864
OG0000665	Pram.g_00828	Prbi.g_00865
OG0000666	Pram.g_00829	Prbi.g_00866
OG0000667	Pram.g_00830	Prbi.g_00867
OG0000668	Pram.g_00831	Prbi.g_00868
OG0000669	Pram.g_00833	Prbi.g_00870
OG0000670	Pram.g_00834	Prbi.g_00871
OG0000671	Pram.g_00835	Prbi.g_00872
OG0000672	Pram.g_00836	Prbi.g_00873
OG0000673	Pram.g_00837	Prbi.g_00874
OG0000674	Pram.g_00838	Prbi.g_00875
OG0000675	Pram.g_00839	Prbi.g_00877
OG0000676	Pram.g_00840	Prbi.g_00878
OG0000677	Pram.g_00843	Prbi.g_00881
OG0000678	Pram.g_00845	Prbi.g_00883
OG0000679	Pram.g_00847	Prbi.g_00884
OG0000680	Pram.g_00848	Prbi.g_00885
OG0000681	Pram.g_00849	Prbi.g_00886
OG0000682	Pram.g_00850	Prbi.g_00887
OG0000683	Pram.g_00852	Prbi.g_00889
OG0000684	Pram.g_00853	Prbi.g_00890
OG0000685	Pram.g_00854	Prbi.g_00891
OG0000686	Pram.g_00855	Prbi.g_00892
OG0000687	Pram.g_00857	Prbi.g_00893
OG0000688	Pram.g_00858	Prbi.g_00894
OG0000689	Pram.g_00859	Prbi.g_00895
OG0000690	Pram.g_00860	Prbi.g_00896
OG0000691	Pram.g_00861	Prbi.g_00897
OG0000692	Pram.g_00865	Prbi.g_00899
OG0000693	Pram.g_00866	Prbi.g_00900
OG0000694	Pram.g_00867	Prbi.g_00901
OG0000695	Pram.g_00868	Prbi.g_00902
OG0000696	Pram.g_00870	Prbi.g_00903
OG0000697	Pram.g_00872	Prbi.g_00905
OG0000698	Pram.g_00876	Prbi.g_00907
OG0000699	Pram.g_00877	Prbi.g_00908
OG0000700	Pram.g_00713	Prbi.g_00934
OG0000701	Pram.g_00717	Prbi.g_00939
OG0000702	Pram.g_00724	Prbi.g_00942
OG0000703	Pram.g_00726	Prbi.g_00943
OG0000704	Pram.g_00727	Prbi.g_00944
OG0000705	Pram.g_00728	Prbi.g_00945
OG0000706	Pram.g_00729	Prbi.g_00946
OG0000707	Pram.g_00731	Prbi.g_00948
OG0000708	Pram.g_00732	Prbi.g_00949
OG0000709	Pram.g_00734	Prbi.g_00951
OG0000710	Pram.g_00735	Prbi.g_00952
OG0000711	Pram.g_00736	Prbi.g_00953
OG0000712	Pram.g_00737	Prbi.g_00954
OG0000713	Pram.g_00738	Prbi.g_00955
OG0000714	Pram.g_00740	Prbi.g_00957
OG0000715	Pram.g_00741	Prbi.g_00958
OG0000716	Pram.g_00743	Prbi.g_00960
OG0000717	Pram.g_00744	Prbi.g_00961
OG0000718	Pram.g_00745	Prbi.g_00962
OG0000719	Pram.g_00747	Prbi.g_00964
OG0000720	Pram.g_00748	Prbi.g_00965
OG0000721	Pram.g_00751	Prbi.g_00968
OG0000722	Pram.g_00752	Prbi.g_00969
OG0000723	Pram.g_00753	Prbi.g_00970
OG0000724	Pram.g_00754	Prbi.g_00971
OG0000725	Pram.g_00755	Prbi.g_00972
OG0000726	Pram.g_00756	Prbi.g_00973
OG0000727	Pram.g_00757	Prbi.g_00974
OG0000728	Pram.g_00758	Prbi.g_00975
OG0000729	Pram.g_00759	Prbi.g_00976
OG0000730	Pram.g_01038	Prbi.g_00977
OG0000731	Pram.g_01036	Prbi.g_00978
OG0000732	Pram.g_01035	Prbi.g_00979
OG0000733	Pram.g_01034	Prbi.g_00980
OG0000734	Pram.g_01033	Prbi.g_00981
OG0000735	Pram.g_01031	Prbi.g_00983
OG0000736	Pram.g_01030	Prbi.g_00984
OG0000737	Pram.g_01029	Prbi.g_00985
OG0000738	Pram.g_00916	Prbi.g_00986
OG0000739	Pram.g_00917	Prbi.g_00987
OG0000740	Pram.g_00918	Prbi.g_00988
OG0000741	Pram.g_00919	Prbi.g_00989
OG0000742	Pram.g_00921	Prbi.g_00991
OG0000743	Pram.g_00922	Prbi.g_00992
OG0000744	Pram.g_00923	Prbi.g_00993
OG0000745	Pram.g_00924	Prbi.g_00994
OG0000746	Pram.g_00925	Prbi.g_00995
OG0000747	Pram.g_00926	Prbi.g_00996
OG0000748	Pram.g_00927	Prbi.g_00997
OG0000749	Pram.g_00928	Prbi.g_00998
OG0000750	Pram.g_00930	Prbi.g_00999
OG0000751	Pram.g_00931	Prbi.g_01000
OG0000752	Pram.g_00988	Prbi.g_01001
OG0000753	Pram.g_00936	Prbi.g_01003
OG0000754	Pram.g_00937	Prbi.g_01004
OG0000755	Pram.g_00938	Prbi.g_01005
OG0000756	Pram.g_00940	Prbi.g_01006
OG0000757	Pram.g_00941	Prbi.g_01007
OG0000758	Pram.g_00942	Prbi.g_01008
OG0000759	Pram.g_00944	Prbi.g_01010
OG0000760	Pram.g_00945	Prbi.g_01011
OG0000761	Pram.g_00946	Prbi.g_01012
OG0000762	Pram.g_00948	Prbi.g_01014
OG0000763	Pram.g_00949	Prbi.g_01015
OG0000764	Pram.g_00950	Prbi.g_01016
OG0000765	Pram.g_00951	Prbi.g_01017
OG0000766	Pram.g_00952	Prbi.g_01018
OG0000767	Pram.g_00954	Prbi.g_01020
OG0000768	Pram.g_00955	Prbi.g_01021
OG0000769	Pram.g_00956	Prbi.g_01022
OG0000770	Pram.g_00957	Prbi.g_01023
OG0000771	Pram.g_00958	Prbi.g_01024
OG0000772	Pram.g_01199	Prbi.g_01025
OG0000773	Pram.g_00959	Prbi.g_01026
OG0000774	Pram.g_00960	Prbi.g_01027
OG0000775	Pram.g_00961	Prbi.g_01028
OG0000776	Pram.g_00963	Prbi.g_01030
OG0000777	Pram.g_00964	Prbi.g_01032
OG0000778	Pram.g_00965	Prbi.g_01033
OG0000779	Pram.g_00966	Prbi.g_01034
OG0000780	Pram.g_00968	Prbi.g_01036
OG0000781	Pram.g_00970	Prbi.g_01038
OG0000782	Pram.g_00971	Prbi.g_01039
OG0000783	Pram.g_00973	Prbi.g_01055
OG0000784	Pram.g_00975	Prbi.g_01057
OG0000785	Pram.g_00976	Prbi.g_01058
OG0000786	Pram.g_00977	Prbi.g_01059
OG0000787	Pram.g_00978	Prbi.g_01060
OG0000788	Pram.g_00983	Prbi.g_01064
OG0000789	Pram.g_00986	Prbi.g_01066
OG0000790	Pram.g_00987	Prbi.g_01067
OG0000791	Pram.g_00990	Prbi.g_01068
OG0000792	Pram.g_00991	Prbi.g_01069
OG0000793	Pram.g_00992	Prbi.g_01070
OG0000794	Pram.g_00995	Prbi.g_01072
OG0000795	Pram.g_00899	Prbi.g_01075
OG0000796	Pram.g_00898	Prbi.g_01076
OG0000797	Pram.g_00896	Prbi.g_01078
OG0000798	Pram.g_00895	Prbi.g_01079
OG0000799	Pram.g_00894	Prbi.g_01080
OG0000800	Pram.g_00893	Prbi.g_01081
OG0000801	Pram.g_00890	Prbi.g_01084
OG0000802	Pram.g_00889	Prbi.g_01085
OG0000803	Pram.g_00887	Prbi.g_01087
OG0000804	Pram.g_00886	Prbi.g_01088
OG0000805	Pram.g_00885	Prbi.g_01089
OG0000806	Pram.g_00883	Prbi.g_01091
OG0000807	Pram.g_00356	Prbi.g_01117
OG0000808	Pram.g_00683	Prbi.g_01127
OG0000809	Pram.g_01188	Prbi.g_01130
OG0000810	Pram.g_00579	Prbi.g_01131
OG0000811	Pram.g_01208	Prbi.g_01138
OG0000812	Pram.g_01182	Prbi.g_01142
OG0000813	Pram.g_00335	Prbi.g_01146
OG0000814	Pram.g_01201	Prbi.g_01148
OG0000815	Pram.g_01469	Prbi.g_01161
OG0000816	Pram.g_01547	Prbi.g_01175
OG0000817	Pram.g_01548	Prbi.g_01176
OG0000818	Pram.g_00690	Prbi.g_01181
OG0000819	Pram.g_01162	Prbi.g_01188
OG0000820	Pram.g_01156	Prbi.g_01192
OG0000821	Pram.g_01154	Prbi.g_01194
OG0000822	Pram.g_01153	Prbi.g_01195
OG0000823	Pram.g_01152	Prbi.g_01196
OG0000824	Pram.g_01151	Prbi.g_01197
OG0000825	Pram.g_01150	Prbi.g_01198
OG0000826	Pram.g_01149	Prbi.g_01199
OG0000827	Pram.g_01148	Prbi.g_01200
OG0000828	Pram.g_01147	Prbi.g_01201
OG0000829	Pram.g_01146	Prbi.g_01202
OG0000830	Pram.g_01144	Prbi.g_01203
OG0000831	Pram.g_01141	Prbi.g_01206
OG0000832	Pram.g_01139	Prbi.g_01208
OG0000833	Pram.g_01137	Prbi.g_01209
OG0000834	Pram.g_01136	Prbi.g_01210
OG0000835	Pram.g_01135	Prbi.g_01211
OG0000836	Pram.g_01134	Prbi.g_01212
OG0000837	Pram.g_01131	Prbi.g_01214
OG0000838	Pram.g_01130	Prbi.g_01215
OG0000839	Pram.g_01129	Prbi.g_01216
OG0000840	Pram.g_01128	Prbi.g_01217
OG0000841	Pram.g_01127	Prbi.g_01218
OG0000842	Pram.g_01125	Prbi.g_01219
OG0000843	Pram.g_01124	Prbi.g_01220
OG0000844	Pram.g_01123	Prbi.g_01221
OG0000845	Pram.g_01122	Prbi.g_01222
OG0000846	Pram.g_01119	Prbi.g_01225
OG0000847	Pram.g_01118	Prbi.g_01227
OG0000848	Pram.g_01117	Prbi.g_01228
OG0000849	Pram.g_01114	Prbi.g_01229
OG0000850	Pram.g_01113	Prbi.g_01230
OG0000851	Pram.g_01111	Prbi.g_01231
OG0000852	Pram.g_01109	Prbi.g_01233
OG0000853	Pram.g_01107	Prbi.g_01234
OG0000854	Pram.g_01105	Prbi.g_01236
OG0000855	Pram.g_01104	Prbi.g_01237
OG0000856	Pram.g_01103	Prbi.g_01238
OG0000857	Pram.g_01102	Prbi.g_01239
OG0000858	Pram.g_01101	Prbi.g_01240
OG0000859	Pram.g_01100	Prbi.g_01241
OG0000860	Pram.g_01099	Prbi.g_01242
OG0000861	Pram.g_01098	Prbi.g_01243
OG0000862	Pram.g_01097	Prbi.g_01244
OG0000863	Pram.g_01096	Prbi.g_01245
OG0000864	Pram.g_01095	Prbi.g_01246
OG0000865	Pram.g_01094	Prbi.g_01247
OG0000866	Pram.g_01093	Prbi.g_01248
OG0000867	Pram.g_01092	Prbi.g_01249
OG0000868	Pram.g_01091	Prbi.g_01250
OG0000869	Pram.g_01089	Prbi.g_01252
OG0000870	Pram.g_01088	Prbi.g_01253
OG0000871	Pram.g_01087	Prbi.g_01255
OG0000872	Pram.g_01086	Prbi.g_01256
OG0000873	Pram.g_01084	Prbi.g_01258
OG0000874	Pram.g_01083	Prbi.g_01259
OG0000875	Pram.g_01082	Prbi.g_01260
OG0000876	Pram.g_01081	Prbi.g_01261
OG0000877	Pram.g_00570	Prbi.g_01263
OG0000878	Pram.g_01569	Prbi.g_01363
OG0000879	Pram.g_01219	Prbi.g_01380
OG0000880	Pram.g_01220	Prbi.g_01381
OG0000881	Pram.g_01221	Prbi.g_01382
OG0000882	Pram.g_01222	Prbi.g_01383
OG0000883	Pram.g_01223	Prbi.g_01384
OG0000884	Pram.g_01225	Prbi.g_01386
OG0000885	Pram.g_01226	Prbi.g_01387
OG0000886	Pram.g_01227	Prbi.g_01388
OG0000887	Pram.g_01228	Prbi.g_01389
OG0000888	Pram.g_01229	Prbi.g_01390
OG0000889	Pram.g_01232	Prbi.g_01393
OG0000890	Pram.g_01233	Prbi.g_01394
OG0000891	Pram.g_01234	Prbi.g_01395
OG0000892	Pram.g_01236	Prbi.g_01397
OG0000893	Pram.g_01237	Prbi.g_01398
OG0000894	Pram.g_01238	Prbi.g_01399
OG0000895	Pram.g_01239	Prbi.g_01400
OG0000896	Pram.g_01240	Prbi.g_01401
OG0000897	Pram.g_01241	Prbi.g_01402
OG0000898	Pram.g_01244	Prbi.g_01404
OG0000899	Pram.g_01245	Prbi.g_01405
OG0000900	Pram.g_01478	Prbi.g_01421
OG0000901	Pram.g_01475	Prbi.g_01425
OG0000902	Pram.g_01271	Prbi.g_01426
OG0000903	Pram.g_01198	Prbi.g_01427
OG0000904	Pram.g_01281	Prbi.g_01429
OG0000905	Pram.g_01183	Prbi.g_01431
OG0000906	Pram.g_01165	Prbi.g_01433
OG0000907	Pram.g_00874	Prbi.g_01434
OG0000908	Pram.g_01542	Prbi.g_01437
OG0000909	Pram.g_01466	Prbi.g_01441
OG0000910	Pram.g_01465	Prbi.g_01442
OG0000911	Pram.g_01464	Prbi.g_01443
OG0000912	Pram.g_01463	Prbi.g_01444
OG0000913	Pram.g_01462	Prbi.g_01445
OG0000914	Pram.g_01461	Prbi.g_01446
OG0000915	Pram.g_01460	Prbi.g_01447
OG0000916	Pram.g_01458	Prbi.g_01448
OG0000917	Pram.g_01457	Prbi.g_01449
OG0000918	Pram.g_01456	Prbi.g_01450
OG0000919	Pram.g_01455	Prbi.g_01451
OG0000920	Pram.g_01454	Prbi.g_01452
OG0000921	Pram.g_01453	Prbi.g_01453
OG0000922	Pram.g_01452	Prbi.g_01454
OG0000923	Pram.g_01451	Prbi.g_01455
OG0000924	Pram.g_01450	Prbi.g_01456
OG0000925	Pram.g_01449	Prbi.g_01457
OG0000926	Pram.g_01815	Prbi.g_01489
OG0000927	Pram.g_01398	Prbi.g_01571
OG0000928	Pram.g_01397	Prbi.g_01572
OG0000929	Pram.g_01396	Prbi.g_01573
OG0000930	Pram.g_01395	Prbi.g_01574
OG0000931	Pram.g_01394	Prbi.g_01575
OG0000932	Pram.g_01392	Prbi.g_01577
OG0000933	Pram.g_01391	Prbi.g_01578
OG0000934	Pram.g_01390	Prbi.g_01579
OG0000935	Pram.g_01389	Prbi.g_01580
OG0000936	Pram.g_01388	Prbi.g_01581
OG0000937	Pram.g_01387	Prbi.g_01582
OG0000938	Pram.g_01386	Prbi.g_01583
OG0000939	Pram.g_01385	Prbi.g_01584
OG0000940	Pram.g_01384	Prbi.g_01585
OG0000941	Pram.g_01383	Prbi.g_01587
OG0000942	Pram.g_01382	Prbi.g_01588
OG0000943	Pram.g_01376	Prbi.g_01593
OG0000944	Pram.g_01375	Prbi.g_01594
OG0000945	Pram.g_01374	Prbi.g_01595
OG0000946	Pram.g_01373	Prbi.g_01596
OG0000947	Pram.g_01372	Prbi.g_01597
OG0000948	Pram.g_01371	Prbi.g_01598
OG0000949	Pram.g_01370	Prbi.g_01599
OG0000950	Pram.g_01369	Prbi.g_01600
OG0000951	Pram.g_01368	Prbi.g_01601
OG0000952	Pram.g_01367	Prbi.g_01602
OG0000953	Pram.g_01366	Prbi.g_01603
OG0000954	Pram.g_01365	Prbi.g_01604
OG0000955	Pram.g_01364	Prbi.g_01605
OG0000956	Pram.g_01363	Prbi.g_01606
OG0000957	Pram.g_01362	Prbi.g_01607
OG0000958	Pram.g_01361	Prbi.g_01608
OG0000959	Pram.g_01360	Prbi.g_01609
OG0000960	Pram.g_01359	Prbi.g_01610
OG0000961	Pram.g_01355	Prbi.g_01613
OG0000962	Pram.g_01354	Prbi.g_01614
OG0000963	Pram.g_01353	Prbi.g_01615
OG0000964	Pram.g_01351	Prbi.g_01617
OG0000965	Pram.g_01350	Prbi.g_01618
OG0000966	Pram.g_01349	Prbi.g_01619
OG0000967	Pram.g_01348	Prbi.g_01620
OG0000968	Pram.g_01347	Prbi.g_01621
OG0000969	Pram.g_01346	Prbi.g_01622
OG0000970	Pram.g_01345	Prbi.g_01623
OG0000971	Pram.g_01344	Prbi.g_01624
OG0000972	Pram.g_01343	Prbi.g_01625
OG0000973	Pram.g_01342	Prbi.g_01626
OG0000974	Pram.g_01340	Prbi.g_01628
OG0000975	Pram.g_01333	Prbi.g_01631
OG0000976	Pram.g_01331	Prbi.g_01633
OG0000977	Pram.g_01330	Prbi.g_01634
OG0000978	Pram.g_01328	Prbi.g_01635
OG0000979	Pram.g_01326	Prbi.g_01637
OG0000980	Pram.g_01325	Prbi.g_01638
OG0000981	Pram.g_01324	Prbi.g_01639
OG0000982	Pram.g_01323	Prbi.g_01640
OG0000983	Pram.g_01321	Prbi.g_01642
OG0000984	Pram.g_01320	Prbi.g_01643
OG0000985	Pram.g_01319	Prbi.g_01644
OG0000986	Pram.g_01318	Prbi.g_01645
OG0000987	Pram.g_01317	Prbi.g_01646
OG0000988	Pram.g_01315	Prbi.g_01647
OG0000989	Pram.g_01314	Prbi.g_01648
OG0000990	Pram.g_01313	Prbi.g_01649
OG0000991	Pram.g_01312	Prbi.g_01650
OG0000992	Pram.g_01311	Prbi.g_01651
OG0000993	Pram.g_01310	Prbi.g_01652
OG0000994	Pram.g_01309	Prbi.g_01653
OG0000995	Pram.g_01308	Prbi.g_01654
OG0000996	Pram.g_01307	Prbi.g_01655
OG0000997	Pram.g_01306	Prbi.g_01656
OG0000998	Pram.g_01305	Prbi.g_01657
OG0000999	Pram.g_01304	Prbi.g_01658
OG0001000	Pram.g_01303	Prbi.g_01659
OG0001001	Pram.g_01301	Prbi.g_01661
OG0001002	Pram.g_01300	Prbi.g_01662
OG0001003	Pram.g_01299	Prbi.g_01663
OG0001004	Pram.g_01298	Prbi.g_01664
OG0001005	Pram.g_01296	Prbi.g_01665
OG0001006	Pram.g_01295	Prbi.g_01666
OG0001007	Pram.g_01294	Prbi.g_01667
OG0001008	Pram.g_01292	Prbi.g_01669
OG0001009	Pram.g_01291	Prbi.g_01670
OG0001010	Pram.g_01577	Prbi.g_01678
OG0001011	Pram.g_00567	Prbi.g_01685
OG0001012	Pram.g_00824	Prbi.g_01711
OG0001013	Pram.g_01625	Prbi.g_01781
OG0001014	Pram.g_01626	Prbi.g_01782
OG0001015	Pram.g_01633	Prbi.g_01788
OG0001016	Pram.g_01634	Prbi.g_01789
OG0001017	Pram.g_01635	Prbi.g_01790
OG0001018	Pram.g_01636	Prbi.g_01791
OG0001019	Pram.g_01638	Prbi.g_01793
OG0001020	Pram.g_01639	Prbi.g_01794
OG0001021	Pram.g_01640	Prbi.g_01795
OG0001022	Pram.g_01641	Prbi.g_01796
OG0001023	Pram.g_01642	Prbi.g_01797
OG0001024	Pram.g_01644	Prbi.g_01798
OG0001025	Pram.g_01645	Prbi.g_01799
OG0001026	Pram.g_01646	Prbi.g_01801
OG0001027	Pram.g_01647	Prbi.g_01802
OG0001028	Pram.g_01648	Prbi.g_01803
OG0001029	Pram.g_01649	Prbi.g_01804
OG0001030	Pram.g_01650	Prbi.g_01805
OG0001031	Pram.g_01651	Prbi.g_01806
OG0001032	Pram.g_01652	Prbi.g_01807
OG0001033	Pram.g_01653	Prbi.g_01808
OG0001034	Pram.g_01654	Prbi.g_01809
OG0001035	Pram.g_01656	Prbi.g_01811
OG0001036	Pram.g_01657	Prbi.g_01812
OG0001037	Pram.g_01658	Prbi.g_01813
OG0001038	Pram.g_01659	Prbi.g_01814
OG0001039	Pram.g_01660	Prbi.g_01815
OG0001040	Pram.g_01662	Prbi.g_01816
OG0001041	Pram.g_01663	Prbi.g_01817
OG0001042	Pram.g_01664	Prbi.g_01818
OG0001043	Pram.g_01665	Prbi.g_01819
OG0001044	Pram.g_01666	Prbi.g_01820
OG0001045	Pram.g_01667	Prbi.g_01821
OG0001046	Pram.g_01668	Prbi.g_01822
OG0001047	Pram.g_01671	Prbi.g_01825
OG0001048	Pram.g_01673	Prbi.g_01827
OG0001049	Pram.g_01674	Prbi.g_01828
OG0001050	Pram.g_01675	Prbi.g_01829
OG0001051	Pram.g_01676	Prbi.g_01830
OG0001052	Pram.g_01677	Prbi.g_01831
OG0001053	Pram.g_01679	Prbi.g_01832
OG0001054	Pram.g_01681	Prbi.g_01834
OG0001055	Pram.g_01682	Prbi.g_01835
OG0001056	Pram.g_01683	Prbi.g_01836
OG0001057	Pram.g_01684	Prbi.g_01837
OG0001058	Pram.g_01685	Prbi.g_01838
OG0001059	Pram.g_01686	Prbi.g_01839
OG0001060	Pram.g_01687	Prbi.g_01840
OG0001061	Pram.g_01688	Prbi.g_01841
OG0001062	Pram.g_01689	Prbi.g_01842
OG0001063	Pram.g_01690	Prbi.g_01843
OG0001064	Pram.g_01691	Prbi.g_01845
OG0001065	Pram.g_01695	Prbi.g_01848
OG0001066	Pram.g_01697	Prbi.g_01849
OG0001067	Pram.g_01698	Prbi.g_01850
OG0001068	Pram.g_01701	Prbi.g_01852
OG0001069	Pram.g_01702	Prbi.g_01853
OG0001070	Pram.g_01703	Prbi.g_01854
OG0001071	Pram.g_01704	Prbi.g_01855
OG0001072	Pram.g_01705	Prbi.g_01856
OG0001073	Pram.g_01706	Prbi.g_01857
OG0001074	Pram.g_01707	Prbi.g_01858
OG0001075	Pram.g_01708	Prbi.g_01859
OG0001076	Pram.g_01709	Prbi.g_01860
OG0001077	Pram.g_01710	Prbi.g_01861
OG0001078	Pram.g_01711	Prbi.g_01863
OG0001079	Pram.g_01712	Prbi.g_01864
OG0001080	Pram.g_01713	Prbi.g_01865
OG0001081	Pram.g_01717	Prbi.g_01868
OG0001082	Pram.g_01718	Prbi.g_01869
OG0001083	Pram.g_01722	Prbi.g_01870
OG0001084	Pram.g_01720	Prbi.g_01872
OG0001085	Pram.g_01719	Prbi.g_01873
OG0001086	Pram.g_01716	Prbi.g_01874
OG0001087	Pram.g_01715	Prbi.g_01875
OG0001088	Pram.g_01714	Prbi.g_01876
OG0001089	Pram.g_01727	Prbi.g_01896
OG0001090	Pram.g_01729	Prbi.g_01898
OG0001091	Pram.g_01730	Prbi.g_01899
OG0001092	Pram.g_01731	Prbi.g_01900
OG0001093	Pram.g_01732	Prbi.g_01901
OG0001094	Pram.g_01733	Prbi.g_01902
OG0001095	Pram.g_01734	Prbi.g_01903
OG0001096	Pram.g_01735	Prbi.g_01904
OG0001097	Pram.g_01736	Prbi.g_01905
OG0001098	Pram.g_01737	Prbi.g_01906
OG0001099	Pram.g_01738	Prbi.g_01907
OG0001100	Pram.g_01739	Prbi.g_01908
OG0001101	Pram.g_01740	Prbi.g_01909
OG0001102	Pram.g_01741	Prbi.g_01910
OG0001103	Pram.g_01742	Prbi.g_01911
OG0001104	Pram.g_01743	Prbi.g_01912
OG0001105	Pram.g_01744	Prbi.g_01913
OG0001106	Pram.g_01745	Prbi.g_01914
OG0001107	Pram.g_01746	Prbi.g_01915
OG0001108	Pram.g_01747	Prbi.g_01916
OG0001109	Pram.g_01748	Prbi.g_01917
OG0001110	Pram.g_01749	Prbi.g_01918
OG0001111	Pram.g_01750	Prbi.g_01919
OG0001112	Pram.g_01751	Prbi.g_01920
OG0001113	Pram.g_01752	Prbi.g_01921
OG0001114	Pram.g_01753	Prbi.g_01922
OG0001115	Pram.g_01754	Prbi.g_01923
OG0001116	Pram.g_01755	Prbi.g_01924
OG0001117	Pram.g_01756	Prbi.g_01925
OG0001118	Pram.g_01757	Prbi.g_01926
OG0001119	Pram.g_01758	Prbi.g_01927
OG0001120	Pram.g_01759	Prbi.g_01928
OG0001121	Pram.g_01761	Prbi.g_01930
OG0001122	Pram.g_01762	Prbi.g_01931
OG0001123	Pram.g_01763	Prbi.g_01932
OG0001124	Pram.g_01765	Prbi.g_01934
OG0001125	Pram.g_01767	Prbi.g_01936
