Orthogroup	Pram	Prbc
OG0000543	Pram.g_00555	Prbc.g_01694
OG0000544	Pram.g_00556	Prbc.g_01695
OG0000545	Pram.g_00559	Prbc.g_01698
OG0000546	Pram.g_00560	Prbc.g_01699
OG0000547	Pram.g_00562	Prbc.g_01700
OG0000548	Pram.g_00564	Prbc.g_01702
OG0000549	Pram.g_00565	Prbc.g_01703
OG0000550	Pram.g_00566	Prbc.g_01704
OG0000551	Pram.g_00568	Prbc.g_01705
OG0000552	Pram.g_00569	Prbc.g_01706
OG0000553	Pram.g_01080	Prbc.g_01707
OG0000554	Pram.g_01079	Prbc.g_01708
OG0000555	Pram.g_01078	Prbc.g_01709
OG0000556	Pram.g_01077	Prbc.g_01710
OG0000557	Pram.g_01076	Prbc.g_01711
OG0000558	Pram.g_01075	Prbc.g_01712
OG0000559	Pram.g_01074	Prbc.g_01713
OG0000560	Pram.g_01073	Prbc.g_01715
OG0000561	Pram.g_01072	Prbc.g_01716
OG0000562	Pram.g_01070	Prbc.g_01717
OG0000563	Pram.g_01069	Prbc.g_01718
OG0000564	Pram.g_01068	Prbc.g_01719
OG0000565	Pram.g_01067	Prbc.g_01720
OG0000566	Pram.g_01066	Prbc.g_01721
OG0000567	Pram.g_01065	Prbc.g_01722
OG0000568	Pram.g_01064	Prbc.g_01723
OG0000569	Pram.g_01063	Prbc.g_01724
OG0000570	Pram.g_01062	Prbc.g_01725
OG0000571	Pram.g_01061	Prbc.g_01726
OG0000572	Pram.g_01060	Prbc.g_01727
OG0000573	Pram.g_01057	Prbc.g_01730
OG0000574	Pram.g_01056	Prbc.g_01731
OG0000575	Pram.g_01055	Prbc.g_01732
OG0000576	Pram.g_01054	Prbc.g_01733
OG0000577	Pram.g_01053	Prbc.g_01734
OG0000578	Pram.g_01052	Prbc.g_01735
OG0000579	Pram.g_01051	Prbc.g_01736
OG0000580	Pram.g_01050	Prbc.g_01737
OG0000581	Pram.g_01049	Prbc.g_01738
OG0000582	Pram.g_01048	Prbc.g_01739
OG0000583	Pram.g_01047	Prbc.g_01740
OG0000584	Pram.g_01045	Prbc.g_01742
OG0000585	Pram.g_01044	Prbc.g_01743
OG0000586	Pram.g_01042	Prbc.g_01745
OG0000587	Pram.g_01041	Prbc.g_01746
OG0000588	Pram.g_00760	Prbc.g_01749
OG0000589	Pram.g_00761	Prbc.g_01750
OG0000590	Pram.g_00763	Prbc.g_01752
OG0000591	Pram.g_00769	Prbc.g_01760
OG0000592	Pram.g_00770	Prbc.g_01761
OG0000593	Pram.g_00771	Prbc.g_01762
OG0000594	Pram.g_00774	Prbc.g_01765
OG0000595	Pram.g_00775	Prbc.g_01766
OG0000596	Pram.g_00776	Prbc.g_01767
OG0000597	Pram.g_00778	Prbc.g_01769
OG0000598	Pram.g_00779	Prbc.g_01770
OG0000599	Pram.g_00780	Prbc.g_01771
OG0000600	Pram.g_00781	Prbc.g_01772
OG0000601	Pram.g_00784	Prbc.g_01775
OG0000602	Pram.g_00785	Prbc.g_01776
OG0000603	Pram.g_00786	Prbc.g_01777
OG0000604	Pram.g_00789	Prbc.g_01381
OG0000605	Pram.g_00790	Prbc.g_01778
OG0000606	Pram.g_00791	Prbc.g_01779
OG0000607	Pram.g_00793	Prbc.g_01781
OG0000608	Pram.g_00795	Prbc.g_01782
OG0000609	Pram.g_01927	Prbc.g_01055
OG0000610	Pram.g_00720	Prbc.g_01290
OG0000611	Pram.g_00802	Prbc.g_01788
OG0000612	Pram.g_00803	Prbc.g_01789
OG0000613	Pram.g_01027	Prbc.g_01790
OG0000614	Pram.g_01026	Prbc.g_01791
OG0000615	Pram.g_01024	Prbc.g_01793
OG0000616	Pram.g_01023	Prbc.g_01794
OG0000617	Pram.g_01022	Prbc.g_01795
OG0000618	Pram.g_01021	Prbc.g_01796
OG0000619	Pram.g_01020	Prbc.g_01797
OG0000620	Pram.g_01019	Prbc.g_01798
OG0000621	Pram.g_01018	Prbc.g_01799
OG0000622	Pram.g_01017	Prbc.g_01800
OG0000623	Pram.g_01016	Prbc.g_01801
OG0000624	Pram.g_01014	Prbc.g_01803
OG0000625	Pram.g_01013	Prbc.g_01804
OG0000626	Pram.g_01012	Prbc.g_01805
OG0000627	Pram.g_01011	Prbc.g_01807
OG0000628	Pram.g_01010	Prbc.g_01808
OG0000629	Pram.g_01008	Prbc.g_01809
OG0000630	Pram.g_01007	Prbc.g_01810
OG0000631	Pram.g_01005	Prbc.g_01812
OG0000632	Pram.g_01004	Prbc.g_00598
OG0000633	Pram.g_01539	Prbc.g_00521
OG0000634	Pram.g_01534	Prbc.g_02142
OG0000635	Pram.g_00935	Prbc.g_02028
OG0000636	Pram.g_00934	Prbc.g_02027
OG0000637	Pram.g_00933	Prbc.g_02026
OG0000638	Pram.g_00325	Prbc.g_01230
OG0000639	Pram.g_00908	Prbc.g_02003
OG0000640	Pram.g_00911	Prbc.g_02005
OG0000641	Pram.g_00913	Prbc.g_02007
OG0000642	Pram.g_00914	Prbc.g_02008
OG0000643	Pram.g_00915	Prbc.g_02009
OG0000644	Pram.g_01028	Prbc.g_01852
OG0000645	Pram.g_00804	Prbc.g_01853
OG0000646	Pram.g_00805	Prbc.g_01854
OG0000647	Pram.g_00806	Prbc.g_01855
OG0000648	Pram.g_00808	Prbc.g_01857
OG0000649	Pram.g_00809	Prbc.g_01858
OG0000650	Pram.g_00810	Prbc.g_01859
OG0000651	Pram.g_00811	Prbc.g_01860
OG0000652	Pram.g_00812	Prbc.g_01861
OG0000653	Pram.g_00813	Prbc.g_01862
OG0000654	Pram.g_00815	Prbc.g_01864
OG0000655	Pram.g_00817	Prbc.g_01866
OG0000656	Pram.g_00818	Prbc.g_01867
OG0000657	Pram.g_00819	Prbc.g_01868
OG0000658	Pram.g_00820	Prbc.g_01869
OG0000659	Pram.g_00821	Prbc.g_01870
OG0000660	Pram.g_00822	Prbc.g_01871
OG0000661	Pram.g_00823	Prbc.g_01873
OG0000662	Pram.g_00825	Prbc.g_01875
OG0000663	Pram.g_00826	Prbc.g_01876
OG0000664	Pram.g_00827	Prbc.g_01877
OG0000665	Pram.g_00828	Prbc.g_01878
OG0000666	Pram.g_00829	Prbc.g_01879
OG0000667	Pram.g_00830	Prbc.g_01880
OG0000668	Pram.g_00831	Prbc.g_01881
OG0000669	Pram.g_00833	Prbc.g_01883
OG0000670	Pram.g_00834	Prbc.g_01884
OG0000671	Pram.g_00835	Prbc.g_01885
OG0000672	Pram.g_00836	Prbc.g_01886
OG0000673	Pram.g_00837	Prbc.g_01887
OG0000674	Pram.g_00838	Prbc.g_01888
OG0000675	Pram.g_00839	Prbc.g_01890
OG0000676	Pram.g_00840	Prbc.g_01891
OG0000677	Pram.g_00843	Prbc.g_01893
OG0000678	Pram.g_00845	Prbc.g_01895
OG0000679	Pram.g_00847	Prbc.g_01897
OG0000680	Pram.g_00848	Prbc.g_01898
OG0000681	Pram.g_00849	Prbc.g_01899
OG0000682	Pram.g_00850	Prbc.g_01900
OG0000683	Pram.g_00852	Prbc.g_01903
OG0000684	Pram.g_00853	Prbc.g_01904
OG0000685	Pram.g_00854	Prbc.g_01905
OG0000686	Pram.g_00855	Prbc.g_01906
OG0000687	Pram.g_00857	Prbc.g_01907
OG0000688	Pram.g_00858	Prbc.g_01908
OG0000689	Pram.g_00859	Prbc.g_01909
OG0000690	Pram.g_00860	Prbc.g_01910
OG0000691	Pram.g_00861	Prbc.g_01911
OG0000692	Pram.g_00865	Prbc.g_01913
OG0000693	Pram.g_00866	Prbc.g_01914
OG0000694	Pram.g_00867	Prbc.g_01915
OG0000695	Pram.g_00868	Prbc.g_01916
OG0000696	Pram.g_00870	Prbc.g_01917
OG0000697	Pram.g_00872	Prbc.g_01919
OG0000698	Pram.g_00876	Prbc.g_01923
OG0000699	Pram.g_00877	Prbc.g_01924
OG0000700	Pram.g_00713	Prbc.g_01959
OG0000701	Pram.g_00717	Prbc.g_01962
OG0000702	Pram.g_00724	Prbc.g_01967
OG0000703	Pram.g_00726	Prbc.g_01969
OG0000704	Pram.g_00727	Prbc.g_01970
OG0000705	Pram.g_00728	Prbc.g_01971
OG0000706	Pram.g_00729	Prbc.g_01972
OG0000707	Pram.g_00731	Prbc.g_01974
OG0000708	Pram.g_00732	Prbc.g_01975
OG0000709	Pram.g_00734	Prbc.g_01977
OG0000710	Pram.g_00735	Prbc.g_01978
OG0000711	Pram.g_00736	Prbc.g_01979
OG0000712	Pram.g_00737	Prbc.g_01980
OG0000713	Pram.g_00738	Prbc.g_01981
OG0000714	Pram.g_00740	Prbc.g_01983
OG0000715	Pram.g_00741	Prbc.g_01984
OG0000716	Pram.g_00743	Prbc.g_01987
OG0000717	Pram.g_00744	Prbc.g_01988
OG0000718	Pram.g_00745	Prbc.g_01989
OG0000719	Pram.g_00747	Prbc.g_01991
OG0000720	Pram.g_00748	Prbc.g_01992
OG0000721	Pram.g_00751	Prbc.g_01995
OG0000722	Pram.g_00752	Prbc.g_01996
OG0000723	Pram.g_00753	Prbc.g_01997
OG0000724	Pram.g_00754	Prbc.g_01837
OG0000725	Pram.g_00755	Prbc.g_01838
OG0000726	Pram.g_00756	Prbc.g_01839
OG0000727	Pram.g_00757	Prbc.g_01840
OG0000728	Pram.g_00758	Prbc.g_01841
OG0000729	Pram.g_00759	Prbc.g_01842
OG0000730	Pram.g_01038	Prbc.g_01843
OG0000731	Pram.g_01036	Prbc.g_01844
OG0000732	Pram.g_01035	Prbc.g_01845
OG0000733	Pram.g_01034	Prbc.g_01846
OG0000734	Pram.g_01033	Prbc.g_01847
OG0000735	Pram.g_01031	Prbc.g_01849
OG0000736	Pram.g_01030	Prbc.g_01850
OG0000737	Pram.g_01029	Prbc.g_01851
OG0000738	Pram.g_00916	Prbc.g_02010
OG0000739	Pram.g_00917	Prbc.g_02011
OG0000740	Pram.g_00918	Prbc.g_02012
OG0000741	Pram.g_00919	Prbc.g_02013
OG0000742	Pram.g_00921	Prbc.g_02015
OG0000743	Pram.g_00922	Prbc.g_02016
OG0000744	Pram.g_00923	Prbc.g_02017
OG0000745	Pram.g_00924	Prbc.g_02018
OG0000746	Pram.g_00925	Prbc.g_02019
OG0000747	Pram.g_00926	Prbc.g_02020
OG0000748	Pram.g_00927	Prbc.g_02021
OG0000749	Pram.g_00928	Prbc.g_02022
OG0000750	Pram.g_00930	Prbc.g_02023
OG0000751	Pram.g_00931	Prbc.g_02024
OG0000752	Pram.g_00988	Prbc.g_01936
OG0000753	Pram.g_00936	Prbc.g_02029
OG0000754	Pram.g_00937	Prbc.g_02030
OG0000755	Pram.g_00938	Prbc.g_02031
OG0000756	Pram.g_00940	Prbc.g_02033
OG0000757	Pram.g_00941	Prbc.g_02034
OG0000758	Pram.g_00942	Prbc.g_02035
OG0000759	Pram.g_00944	Prbc.g_02037
OG0000760	Pram.g_00945	Prbc.g_02038
OG0000761	Pram.g_00946	Prbc.g_02039
OG0000762	Pram.g_00948	Prbc.g_02041
OG0000763	Pram.g_00949	Prbc.g_02042
OG0000764	Pram.g_00950	Prbc.g_02043
OG0000765	Pram.g_00951	Prbc.g_02044
OG0000766	Pram.g_00952	Prbc.g_02045
OG0000767	Pram.g_00954	Prbc.g_02047
OG0000768	Pram.g_00955	Prbc.g_02048
OG0000769	Pram.g_00956	Prbc.g_02049
OG0000770	Pram.g_00957	Prbc.g_02050
OG0000771	Pram.g_00958	Prbc.g_02051
OG0000772	Pram.g_01199	Prbc.g_02190
OG0000773	Pram.g_00959	Prbc.g_02052
OG0000774	Pram.g_00960	Prbc.g_02053
OG0000775	Pram.g_00961	Prbc.g_02054
OG0000776	Pram.g_00963	Prbc.g_02055
OG0000777	Pram.g_00964	Prbc.g_02057
OG0000778	Pram.g_00965	Prbc.g_02058
OG0000779	Pram.g_00966	Prbc.g_02059
OG0000780	Pram.g_00968	Prbc.g_02061
OG0000781	Pram.g_00970	Prbc.g_02062
OG0000782	Pram.g_00971	Prbc.g_02063
OG0000783	Pram.g_00973	Prbc.g_02079
OG0000784	Pram.g_00975	Prbc.g_02080
OG0000785	Pram.g_00976	Prbc.g_02081
OG0000786	Pram.g_00977	Prbc.g_02082
OG0000787	Pram.g_00978	Prbc.g_02083
OG0000788	Pram.g_00983	Prbc.g_02088
OG0000789	Pram.g_00986	Prbc.g_02091
OG0000790	Pram.g_00987	Prbc.g_01935
OG0000791	Pram.g_00990	Prbc.g_02092
OG0000792	Pram.g_00991	Prbc.g_02093
OG0000793	Pram.g_00992	Prbc.g_02094
OG0000794	Pram.g_00995	Prbc.g_02097
OG0000795	Pram.g_00899	Prbc.g_02101
OG0000796	Pram.g_00898	Prbc.g_02102
OG0000797	Pram.g_00896	Prbc.g_02105
OG0000798	Pram.g_00895	Prbc.g_02106
OG0000799	Pram.g_00894	Prbc.g_02107
OG0000800	Pram.g_00893	Prbc.g_02108
OG0000801	Pram.g_00890	Prbc.g_02111
OG0000802	Pram.g_00889	Prbc.g_02112
OG0000803	Pram.g_00887	Prbc.g_01934
OG0000804	Pram.g_00886	Prbc.g_01933
OG0000805	Pram.g_00885	Prbc.g_01932
OG0000806	Pram.g_00883	Prbc.g_01930
OG0000807	Pram.g_00356	Prbc.g_01941
OG0000808	Pram.g_00683	Prbc.g_02152
OG0000809	Pram.g_01188	Prbc.g_02133
OG0000810	Pram.g_00579	Prbc.g_00804
OG0000811	Pram.g_01208	Prbc.g_00201
OG0000812	Pram.g_01182	Prbc.g_01244
OG0000813	Pram.g_00335	Prbc.g_01252
OG0000814	Pram.g_01201	Prbc.g_00801
OG0000815	Pram.g_01469	Prbc.g_02128
OG0000816	Pram.g_01547	Prbc.g_00897
OG0000817	Pram.g_01548	Prbc.g_00898
OG0000818	Pram.g_00690	Prbc.g_02170
OG0000819	Pram.g_01162	Prbc.g_01468
OG0000820	Pram.g_01156	Prbc.g_01462
OG0000821	Pram.g_01154	Prbc.g_01460
OG0000822	Pram.g_01153	Prbc.g_01459
OG0000823	Pram.g_01152	Prbc.g_01458
OG0000824	Pram.g_01151	Prbc.g_01457
OG0000825	Pram.g_01150	Prbc.g_01456
OG0000826	Pram.g_01149	Prbc.g_01455
OG0000827	Pram.g_01148	Prbc.g_01454
OG0000828	Pram.g_01147	Prbc.g_01453
OG0000829	Pram.g_01146	Prbc.g_01452
OG0000830	Pram.g_01144	Prbc.g_01450
OG0000831	Pram.g_01141	Prbc.g_01447
OG0000832	Pram.g_01139	Prbc.g_01445
OG0000833	Pram.g_01137	Prbc.g_01444
OG0000834	Pram.g_01136	Prbc.g_01442
OG0000835	Pram.g_01135	Prbc.g_01441
OG0000836	Pram.g_01134	Prbc.g_01440
OG0000837	Pram.g_01131	Prbc.g_01437
OG0000838	Pram.g_01130	Prbc.g_01436
OG0000839	Pram.g_01129	Prbc.g_01435
OG0000840	Pram.g_01128	Prbc.g_01434
OG0000841	Pram.g_01127	Prbc.g_01433
OG0000842	Pram.g_01125	Prbc.g_01431
OG0000843	Pram.g_01124	Prbc.g_01430
OG0000844	Pram.g_01123	Prbc.g_01429
OG0000845	Pram.g_01122	Prbc.g_01428
OG0000846	Pram.g_01119	Prbc.g_01426
OG0000847	Pram.g_01118	Prbc.g_01424
OG0000848	Pram.g_01117	Prbc.g_01422
OG0000849	Pram.g_01114	Prbc.g_01421
OG0000850	Pram.g_01113	Prbc.g_01420
OG0000851	Pram.g_01111	Prbc.g_01418
OG0000852	Pram.g_01109	Prbc.g_01416
OG0000853	Pram.g_01107	Prbc.g_01414
OG0000854	Pram.g_01105	Prbc.g_01412
OG0000855	Pram.g_01104	Prbc.g_01411
OG0000856	Pram.g_01103	Prbc.g_01410
OG0000857	Pram.g_01102	Prbc.g_01409
OG0000858	Pram.g_01101	Prbc.g_01408
OG0000859	Pram.g_01100	Prbc.g_01407
OG0000860	Pram.g_01099	Prbc.g_01406
OG0000861	Pram.g_01098	Prbc.g_01405
OG0000862	Pram.g_01097	Prbc.g_01404
OG0000863	Pram.g_01096	Prbc.g_01403
OG0000864	Pram.g_01095	Prbc.g_01402
OG0000865	Pram.g_01094	Prbc.g_01401
OG0000866	Pram.g_01093	Prbc.g_01400
OG0000867	Pram.g_01092	Prbc.g_01399
OG0000868	Pram.g_01091	Prbc.g_01398
OG0000869	Pram.g_01089	Prbc.g_01396
OG0000870	Pram.g_01088	Prbc.g_01395
OG0000871	Pram.g_01087	Prbc.g_01394
OG0000872	Pram.g_01086	Prbc.g_01393
OG0000873	Pram.g_01084	Prbc.g_01392
OG0000874	Pram.g_01083	Prbc.g_01391
OG0000875	Pram.g_01082	Prbc.g_01390
OG0000876	Pram.g_01081	Prbc.g_01389
OG0000877	Pram.g_00570	Prbc.g_01388
OG0000878	Pram.g_01569	Prbc.g_01320
OG0000879	Pram.g_01219	Prbc.g_00555
OG0000880	Pram.g_01220	Prbc.g_00556
OG0000881	Pram.g_01221	Prbc.g_00557
OG0000882	Pram.g_01222	Prbc.g_00558
OG0000883	Pram.g_01223	Prbc.g_00560
OG0000884	Pram.g_01225	Prbc.g_00561
OG0000885	Pram.g_01226	Prbc.g_00562
OG0000886	Pram.g_01227	Prbc.g_00563
OG0000887	Pram.g_01228	Prbc.g_00564
OG0000888	Pram.g_01229	Prbc.g_00565
OG0000889	Pram.g_01232	Prbc.g_00568
OG0000890	Pram.g_01233	Prbc.g_00569
OG0000891	Pram.g_01234	Prbc.g_00570
OG0000892	Pram.g_01236	Prbc.g_00571
OG0000893	Pram.g_01237	Prbc.g_00572
OG0000894	Pram.g_01238	Prbc.g_00573
OG0000895	Pram.g_01239	Prbc.g_00574
OG0000896	Pram.g_01240	Prbc.g_00575
OG0000897	Pram.g_01241	Prbc.g_00576
OG0000898	Pram.g_01244	Prbc.g_00579
OG0000899	Pram.g_01245	Prbc.g_00580
OG0000900	Pram.g_01478	Prbc.g_00585
OG0000901	Pram.g_01475	Prbc.g_00589
OG0000902	Pram.g_01271	Prbc.g_01820
OG0000903	Pram.g_01198	Prbc.g_01470
OG0000904	Pram.g_01281	Prbc.g_02100
OG0000905	Pram.g_01183	Prbc.g_00810
OG0000906	Pram.g_01165	Prbc.g_00655
OG0000907	Pram.g_00874	Prbc.g_01921
OG0000908	Pram.g_01542	Prbc.g_00138
OG0000909	Pram.g_01466	Prbc.g_00659
OG0000910	Pram.g_01465	Prbc.g_00660
OG0000911	Pram.g_01464	Prbc.g_00661
OG0000912	Pram.g_01463	Prbc.g_00662
OG0000913	Pram.g_01462	Prbc.g_00663
OG0000914	Pram.g_01461	Prbc.g_00664
OG0000915	Pram.g_01460	Prbc.g_00665
OG0000916	Pram.g_01458	Prbc.g_00666
OG0000917	Pram.g_01457	Prbc.g_00667
OG0000918	Pram.g_01456	Prbc.g_00668
OG0000919	Pram.g_01455	Prbc.g_00669
OG0000920	Pram.g_01454	Prbc.g_00670
OG0000921	Pram.g_01453	Prbc.g_00671
OG0000922	Pram.g_01452	Prbc.g_00672
OG0000923	Pram.g_01451	Prbc.g_00673
OG0000924	Pram.g_01450	Prbc.g_00674
OG0000925	Pram.g_01449	Prbc.g_00675
OG0000926	Pram.g_01815	Prbc.g_00228
OG0000927	Pram.g_01398	Prbc.g_00690
OG0000928	Pram.g_01397	Prbc.g_00691
OG0000929	Pram.g_01396	Prbc.g_00692
OG0000930	Pram.g_01395	Prbc.g_00693
OG0000931	Pram.g_01394	Prbc.g_00694
OG0000932	Pram.g_01392	Prbc.g_00696
OG0000933	Pram.g_01391	Prbc.g_00697
OG0000934	Pram.g_01390	Prbc.g_00698
OG0000935	Pram.g_01389	Prbc.g_00699
OG0000936	Pram.g_01388	Prbc.g_00700
OG0000937	Pram.g_01387	Prbc.g_00701
OG0000938	Pram.g_01386	Prbc.g_00702
OG0000939	Pram.g_01385	Prbc.g_00703
OG0000940	Pram.g_01384	Prbc.g_00705
OG0000941	Pram.g_01383	Prbc.g_00707
OG0000942	Pram.g_01382	Prbc.g_00708
OG0000943	Pram.g_01376	Prbc.g_00711
OG0000944	Pram.g_01375	Prbc.g_00712
OG0000945	Pram.g_01374	Prbc.g_00713
OG0000946	Pram.g_01373	Prbc.g_00714
OG0000947	Pram.g_01372	Prbc.g_00715
OG0000948	Pram.g_01371	Prbc.g_00716
OG0000949	Pram.g_01370	Prbc.g_00717
OG0000950	Pram.g_01369	Prbc.g_00718
OG0000951	Pram.g_01368	Prbc.g_00719
OG0000952	Pram.g_01367	Prbc.g_00720
OG0000953	Pram.g_01366	Prbc.g_00721
OG0000954	Pram.g_01365	Prbc.g_00722
OG0000955	Pram.g_01364	Prbc.g_00723
OG0000956	Pram.g_01363	Prbc.g_00724
OG0000957	Pram.g_01362	Prbc.g_01521
OG0000958	Pram.g_01361	Prbc.g_00725
OG0000959	Pram.g_01360	Prbc.g_00726
OG0000960	Pram.g_01359	Prbc.g_00727
OG0000961	Pram.g_01355	Prbc.g_00730
OG0000962	Pram.g_01354	Prbc.g_00731
OG0000963	Pram.g_01353	Prbc.g_00732
OG0000964	Pram.g_01351	Prbc.g_00734
OG0000965	Pram.g_01350	Prbc.g_00735
OG0000966	Pram.g_01349	Prbc.g_00736
OG0000967	Pram.g_01348	Prbc.g_00737
OG0000968	Pram.g_01347	Prbc.g_00738
OG0000969	Pram.g_01346	Prbc.g_00739
OG0000970	Pram.g_01345	Prbc.g_00740
OG0000971	Pram.g_01344	Prbc.g_00741
OG0000972	Pram.g_01343	Prbc.g_00742
OG0000973	Pram.g_01342	Prbc.g_00743
OG0000974	Pram.g_01340	Prbc.g_00745
OG0000975	Pram.g_01333	Prbc.g_00751
OG0000976	Pram.g_01331	Prbc.g_00754
OG0000977	Pram.g_01330	Prbc.g_00755
OG0000978	Pram.g_01328	Prbc.g_00756
OG0000979	Pram.g_01326	Prbc.g_00758
OG0000980	Pram.g_01325	Prbc.g_00759
OG0000981	Pram.g_01324	Prbc.g_00760
OG0000982	Pram.g_01323	Prbc.g_00761
OG0000983	Pram.g_01321	Prbc.g_00763
OG0000984	Pram.g_01320	Prbc.g_00764
OG0000985	Pram.g_01319	Prbc.g_00765
OG0000986	Pram.g_01318	Prbc.g_00766
OG0000987	Pram.g_01317	Prbc.g_00767
OG0000988	Pram.g_01315	Prbc.g_00768
OG0000989	Pram.g_01314	Prbc.g_00769
OG0000990	Pram.g_01313	Prbc.g_00770
OG0000991	Pram.g_01312	Prbc.g_00771
OG0000992	Pram.g_01311	Prbc.g_00772
OG0000993	Pram.g_01310	Prbc.g_00773
OG0000994	Pram.g_01309	Prbc.g_00774
OG0000995	Pram.g_01308	Prbc.g_00775
OG0000996	Pram.g_01307	Prbc.g_00776
OG0000997	Pram.g_01306	Prbc.g_00777
OG0000998	Pram.g_01305	Prbc.g_00778
OG0000999	Pram.g_01304	Prbc.g_00779
OG0001000	Pram.g_01303	Prbc.g_00780
OG0001001	Pram.g_01301	Prbc.g_00782
OG0001002	Pram.g_01300	Prbc.g_00783
OG0001003	Pram.g_01299	Prbc.g_00784
OG0001004	Pram.g_01298	Prbc.g_00785
OG0001005	Pram.g_01296	Prbc.g_00787
OG0001006	Pram.g_01295	Prbc.g_00788
OG0001007	Pram.g_01294	Prbc.g_00789
OG0001008	Pram.g_01292	Prbc.g_00791
OG0001009	Pram.g_01291	Prbc.g_00792
OG0001010	Pram.g_01577	Prbc.g_01485
OG0001011	Pram.g_00567	Prbc.g_00677
OG0001012	Pram.g_00824	Prbc.g_01874
OG0001013	Pram.g_01625	Prbc.g_00827
OG0001014	Pram.g_01626	Prbc.g_00828
OG0001015	Pram.g_01633	Prbc.g_00833
OG0001016	Pram.g_01634	Prbc.g_00834
OG0001017	Pram.g_01635	Prbc.g_00835
OG0001018	Pram.g_01636	Prbc.g_00836
OG0001019	Pram.g_01638	Prbc.g_00837
OG0001020	Pram.g_01639	Prbc.g_00838
OG0001021	Pram.g_01640	Prbc.g_00839
OG0001022	Pram.g_01641	Prbc.g_00840
OG0001023	Pram.g_01642	Prbc.g_00841
OG0001024	Pram.g_01644	Prbc.g_00842
OG0001025	Pram.g_01645	Prbc.g_00843
OG0001026	Pram.g_01646	Prbc.g_00844
OG0001027	Pram.g_01647	Prbc.g_00845
OG0001028	Pram.g_01648	Prbc.g_00846
OG0001029	Pram.g_01649	Prbc.g_00847
OG0001030	Pram.g_01650	Prbc.g_00848
OG0001031	Pram.g_01651	Prbc.g_00849
OG0001032	Pram.g_01652	Prbc.g_00850
OG0001033	Pram.g_01653	Prbc.g_00851
OG0001034	Pram.g_01654	Prbc.g_00852
OG0001035	Pram.g_01656	Prbc.g_00854
OG0001036	Pram.g_01657	Prbc.g_00855
OG0001037	Pram.g_01658	Prbc.g_00856
OG0001038	Pram.g_01659	Prbc.g_00857
OG0001039	Pram.g_01660	Prbc.g_00858
OG0001040	Pram.g_01662	Prbc.g_00860
OG0001041	Pram.g_01663	Prbc.g_00861
OG0001042	Pram.g_01664	Prbc.g_00862
OG0001043	Pram.g_01665	Prbc.g_00863
OG0001044	Pram.g_01666	Prbc.g_00864
OG0001045	Pram.g_01667	Prbc.g_00865
OG0001046	Pram.g_01668	Prbc.g_00866
OG0001047	Pram.g_01671	Prbc.g_00868
OG0001048	Pram.g_01673	Prbc.g_00870
OG0001049	Pram.g_01674	Prbc.g_00871
OG0001050	Pram.g_01675	Prbc.g_00872
OG0001051	Pram.g_01676	Prbc.g_00873
OG0001052	Pram.g_01677	Prbc.g_00874
OG0001053	Pram.g_01679	Prbc.g_00876
OG0001054	Pram.g_01681	Prbc.g_00878
OG0001055	Pram.g_01682	Prbc.g_00879
OG0001056	Pram.g_01683	Prbc.g_00880
OG0001057	Pram.g_01684	Prbc.g_00881
OG0001058	Pram.g_01685	Prbc.g_00882
OG0001059	Pram.g_01686	Prbc.g_00883
OG0001060	Pram.g_01687	Prbc.g_00884
OG0001061	Pram.g_01688	Prbc.g_00885
OG0001062	Pram.g_01689	Prbc.g_00886
OG0001063	Pram.g_01690	Prbc.g_00887
OG0001064	Pram.g_01691	Prbc.g_00889
OG0001065	Pram.g_01695	Prbc.g_00933
OG0001066	Pram.g_01697	Prbc.g_00935
OG0001067	Pram.g_01698	Prbc.g_00936
OG0001068	Pram.g_01701	Prbc.g_00938
OG0001069	Pram.g_01702	Prbc.g_00939
OG0001070	Pram.g_01703	Prbc.g_00940
OG0001071	Pram.g_01704	Prbc.g_00941
OG0001072	Pram.g_01705	Prbc.g_00942
OG0001073	Pram.g_01706	Prbc.g_00943
OG0001074	Pram.g_01707	Prbc.g_00944
OG0001075	Pram.g_01708	Prbc.g_00945
OG0001076	Pram.g_01709	Prbc.g_00946
OG0001077	Pram.g_01710	Prbc.g_00947
OG0001078	Pram.g_01711	Prbc.g_00948
OG0001079	Pram.g_01712	Prbc.g_00949
OG0001080	Pram.g_01713	Prbc.g_00950
OG0001081	Pram.g_01717	Prbc.g_00960
OG0001082	Pram.g_01718	Prbc.g_00959
OG0001083	Pram.g_01722	Prbc.g_00955
OG0001084	Pram.g_01720	Prbc.g_00957
OG0001085	Pram.g_01719	Prbc.g_00958
OG0001086	Pram.g_01716	Prbc.g_00953
OG0001087	Pram.g_01715	Prbc.g_00952
OG0001088	Pram.g_01714	Prbc.g_00951
OG0001089	Pram.g_01727	Prbc.g_00327
OG0001090	Pram.g_01729	Prbc.g_00325
OG0001091	Pram.g_01730	Prbc.g_00324
OG0001092	Pram.g_01731	Prbc.g_00323
OG0001093	Pram.g_01732	Prbc.g_00322
OG0001094	Pram.g_01733	Prbc.g_00321
OG0001095	Pram.g_01734	Prbc.g_00320
OG0001096	Pram.g_01735	Prbc.g_00319
OG0001097	Pram.g_01736	Prbc.g_00318
OG0001098	Pram.g_01737	Prbc.g_00317
OG0001099	Pram.g_01738	Prbc.g_00316
OG0001100	Pram.g_01739	Prbc.g_00315
OG0001101	Pram.g_01740	Prbc.g_00314
