Orthogroup	Pram	Prbh
OG0000540	Pram.g_00552	Prbh.g_00215
OG0000541	Pram.g_00553	Prbh.g_00214
OG0000542	Pram.g_00554	Prbh.g_00213
OG0000543	Pram.g_00555	Prbh.g_00212
OG0000544	Pram.g_00556	Prbh.g_01465
OG0000545	Pram.g_00559	Prbh.g_01462
OG0000546	Pram.g_00560	Prbh.g_01461
OG0000547	Pram.g_00562	Prbh.g_01459
OG0000548	Pram.g_00564	Prbh.g_01457
OG0000549	Pram.g_00565	Prbh.g_01456
OG0000550	Pram.g_00566	Prbh.g_01455
OG0000551	Pram.g_00568	Prbh.g_01453
OG0000552	Pram.g_00569	Prbh.g_01452
OG0000553	Pram.g_01080	Prbh.g_01223
OG0000554	Pram.g_01079	Prbh.g_01222
OG0000555	Pram.g_01078	Prbh.g_01221
OG0000556	Pram.g_01077	Prbh.g_01220
OG0000557	Pram.g_01076	Prbh.g_01219
OG0000558	Pram.g_01075	Prbh.g_01218
OG0000559	Pram.g_01074	Prbh.g_01217
OG0000560	Pram.g_01073	Prbh.g_01216
OG0000561	Pram.g_01072	Prbh.g_01215
OG0000562	Pram.g_01070	Prbh.g_01213
OG0000563	Pram.g_01069	Prbh.g_01212
OG0000564	Pram.g_01068	Prbh.g_01211
OG0000565	Pram.g_01067	Prbh.g_01210
OG0000566	Pram.g_01066	Prbh.g_01209
OG0000567	Pram.g_01065	Prbh.g_01208
OG0000568	Pram.g_01064	Prbh.g_01207
OG0000569	Pram.g_01063	Prbh.g_01206
OG0000570	Pram.g_01062	Prbh.g_01205
OG0000571	Pram.g_01061	Prbh.g_01204
OG0000572	Pram.g_01060	Prbh.g_01203
OG0000573	Pram.g_01057	Prbh.g_01200
OG0000574	Pram.g_01056	Prbh.g_01199
OG0000575	Pram.g_01055	Prbh.g_01198
OG0000576	Pram.g_01054	Prbh.g_01197
OG0000577	Pram.g_01053	Prbh.g_01196
OG0000578	Pram.g_01052	Prbh.g_01195
OG0000579	Pram.g_01051	Prbh.g_01194
OG0000580	Pram.g_01050	Prbh.g_01193
OG0000581	Pram.g_01049	Prbh.g_01192
OG0000582	Pram.g_01048	Prbh.g_01191
OG0000583	Pram.g_01047	Prbh.g_01190
OG0000584	Pram.g_01045	Prbh.g_01188
OG0000585	Pram.g_01044	Prbh.g_01187
OG0000586	Pram.g_01042	Prbh.g_01185
OG0000587	Pram.g_01041	Prbh.g_01184
OG0000588	Pram.g_00760	Prbh.g_00904
OG0000589	Pram.g_00761	Prbh.g_00905
OG0000590	Pram.g_00763	Prbh.g_00907
OG0000591	Pram.g_00769	Prbh.g_00913
OG0000592	Pram.g_00770	Prbh.g_00914
OG0000593	Pram.g_00771	Prbh.g_00915
OG0000594	Pram.g_00774	Prbh.g_00918
OG0000595	Pram.g_00775	Prbh.g_00919
OG0000596	Pram.g_00776	Prbh.g_00920
OG0000597	Pram.g_00778	Prbh.g_00922
OG0000598	Pram.g_00779	Prbh.g_00923
OG0000599	Pram.g_00780	Prbh.g_00924
OG0000600	Pram.g_00781	Prbh.g_00925
OG0000601	Pram.g_00784	Prbh.g_00928
OG0000602	Pram.g_00785	Prbh.g_00929
OG0000603	Pram.g_00786	Prbh.g_00930
OG0000604	Pram.g_00789	Prbh.g_00933
OG0000605	Pram.g_00790	Prbh.g_00934
OG0000606	Pram.g_00791	Prbh.g_00935
OG0000607	Pram.g_00793	Prbh.g_00937
OG0000608	Pram.g_00795	Prbh.g_00939
OG0000609	Pram.g_01927	Prbh.g_01487
OG0000610	Pram.g_00720	Prbh.g_00864
OG0000611	Pram.g_00802	Prbh.g_00946
OG0000612	Pram.g_00803	Prbh.g_00947
OG0000613	Pram.g_01027	Prbh.g_01170
OG0000614	Pram.g_01026	Prbh.g_01169
OG0000615	Pram.g_01024	Prbh.g_01167
OG0000616	Pram.g_01023	Prbh.g_01166
OG0000617	Pram.g_01022	Prbh.g_01165
OG0000618	Pram.g_01021	Prbh.g_01164
OG0000619	Pram.g_01020	Prbh.g_01163
OG0000620	Pram.g_01019	Prbh.g_01162
OG0000621	Pram.g_01018	Prbh.g_01161
OG0000622	Pram.g_01017	Prbh.g_01160
OG0000623	Pram.g_01016	Prbh.g_01159
OG0000624	Pram.g_01014	Prbh.g_01157
OG0000625	Pram.g_01013	Prbh.g_01156
OG0000626	Pram.g_01012	Prbh.g_01155
OG0000627	Pram.g_01011	Prbh.g_01154
OG0000628	Pram.g_01010	Prbh.g_01153
OG0000629	Pram.g_01008	Prbh.g_01151
OG0000630	Pram.g_01007	Prbh.g_01150
OG0000631	Pram.g_01005	Prbh.g_01148
OG0000632	Pram.g_01004	Prbh.g_01147
OG0000633	Pram.g_01539	Prbh.g_01875
OG0000634	Pram.g_01534	Prbh.g_01880
OG0000635	Pram.g_00935	Prbh.g_01078
OG0000636	Pram.g_00934	Prbh.g_01077
OG0000637	Pram.g_00933	Prbh.g_01076
OG0000638	Pram.g_00325	Prbh.g_00442
OG0000639	Pram.g_00908	Prbh.g_01051
OG0000640	Pram.g_00911	Prbh.g_01054
OG0000641	Pram.g_00913	Prbh.g_01056
OG0000642	Pram.g_00914	Prbh.g_01057
OG0000643	Pram.g_00915	Prbh.g_01058
OG0000644	Pram.g_01028	Prbh.g_01171
OG0000645	Pram.g_00804	Prbh.g_00948
OG0000646	Pram.g_00805	Prbh.g_00949
OG0000647	Pram.g_00806	Prbh.g_00950
OG0000648	Pram.g_00808	Prbh.g_00952
OG0000649	Pram.g_00809	Prbh.g_00953
OG0000650	Pram.g_00810	Prbh.g_00954
OG0000651	Pram.g_00811	Prbh.g_00955
OG0000652	Pram.g_00812	Prbh.g_00956
OG0000653	Pram.g_00813	Prbh.g_00957
OG0000654	Pram.g_00815	Prbh.g_00959
OG0000655	Pram.g_00817	Prbh.g_00961
OG0000656	Pram.g_00818	Prbh.g_00962
OG0000657	Pram.g_00819	Prbh.g_00963
OG0000658	Pram.g_00820	Prbh.g_00964
OG0000659	Pram.g_00821	Prbh.g_00965
OG0000660	Pram.g_00822	Prbh.g_00966
OG0000661	Pram.g_00823	Prbh.g_00967
OG0000662	Pram.g_00825	Prbh.g_00969
OG0000663	Pram.g_00826	Prbh.g_00970
OG0000664	Pram.g_00827	Prbh.g_00971
OG0000665	Pram.g_00828	Prbh.g_00972
OG0000666	Pram.g_00829	Prbh.g_00973
OG0000667	Pram.g_00830	Prbh.g_00974
OG0000668	Pram.g_00831	Prbh.g_00975
OG0000669	Pram.g_00833	Prbh.g_00977
OG0000670	Pram.g_00834	Prbh.g_00978
OG0000671	Pram.g_00835	Prbh.g_00979
OG0000672	Pram.g_00836	Prbh.g_00980
OG0000673	Pram.g_00837	Prbh.g_00981
OG0000674	Pram.g_00838	Prbh.g_00982
OG0000675	Pram.g_00839	Prbh.g_00983
OG0000676	Pram.g_00840	Prbh.g_00984
OG0000677	Pram.g_00843	Prbh.g_00987
OG0000678	Pram.g_00845	Prbh.g_00989
OG0000679	Pram.g_00847	Prbh.g_00991
OG0000680	Pram.g_00848	Prbh.g_00992
OG0000681	Pram.g_00849	Prbh.g_00993
OG0000682	Pram.g_00850	Prbh.g_00994
OG0000683	Pram.g_00852	Prbh.g_00996
OG0000684	Pram.g_00853	Prbh.g_00997
OG0000685	Pram.g_00854	Prbh.g_00998
OG0000686	Pram.g_00855	Prbh.g_00999
OG0000687	Pram.g_00857	Prbh.g_01001
OG0000688	Pram.g_00858	Prbh.g_01002
OG0000689	Pram.g_00859	Prbh.g_01003
OG0000690	Pram.g_00860	Prbh.g_01004
OG0000691	Pram.g_00861	Prbh.g_01005
OG0000692	Pram.g_00865	Prbh.g_01009
OG0000693	Pram.g_00866	Prbh.g_01010
OG0000694	Pram.g_00867	Prbh.g_01011
OG0000695	Pram.g_00868	Prbh.g_01012
OG0000696	Pram.g_00870	Prbh.g_01013
OG0000697	Pram.g_00872	Prbh.g_01015
OG0000698	Pram.g_00876	Prbh.g_01019
OG0000699	Pram.g_00877	Prbh.g_01020
OG0000700	Pram.g_00713	Prbh.g_00857
OG0000701	Pram.g_00717	Prbh.g_00861
OG0000702	Pram.g_00724	Prbh.g_00868
OG0000703	Pram.g_00726	Prbh.g_00870
OG0000704	Pram.g_00727	Prbh.g_00871
OG0000705	Pram.g_00728	Prbh.g_00872
OG0000706	Pram.g_00729	Prbh.g_00873
OG0000707	Pram.g_00731	Prbh.g_00875
OG0000708	Pram.g_00732	Prbh.g_00876
OG0000709	Pram.g_00734	Prbh.g_00878
OG0000710	Pram.g_00735	Prbh.g_00879
OG0000711	Pram.g_00736	Prbh.g_00880
OG0000712	Pram.g_00737	Prbh.g_00881
OG0000713	Pram.g_00738	Prbh.g_00882
OG0000714	Pram.g_00740	Prbh.g_00884
OG0000715	Pram.g_00741	Prbh.g_00885
OG0000716	Pram.g_00743	Prbh.g_00887
OG0000717	Pram.g_00744	Prbh.g_00888
OG0000718	Pram.g_00745	Prbh.g_00889
OG0000719	Pram.g_00747	Prbh.g_00891
OG0000720	Pram.g_00748	Prbh.g_00892
OG0000721	Pram.g_00751	Prbh.g_00895
OG0000722	Pram.g_00752	Prbh.g_00896
OG0000723	Pram.g_00753	Prbh.g_00897
OG0000724	Pram.g_00754	Prbh.g_00898
OG0000725	Pram.g_00755	Prbh.g_00899
OG0000726	Pram.g_00756	Prbh.g_00900
OG0000727	Pram.g_00757	Prbh.g_00901
OG0000728	Pram.g_00758	Prbh.g_00902
OG0000729	Pram.g_00759	Prbh.g_00903
OG0000730	Pram.g_01038	Prbh.g_01181
OG0000731	Pram.g_01036	Prbh.g_01179
OG0000732	Pram.g_01035	Prbh.g_01178
OG0000733	Pram.g_01034	Prbh.g_01177
OG0000734	Pram.g_01033	Prbh.g_01176
OG0000735	Pram.g_01031	Prbh.g_01174
OG0000736	Pram.g_01030	Prbh.g_01173
OG0000737	Pram.g_01029	Prbh.g_01172
OG0000738	Pram.g_00916	Prbh.g_01059
OG0000739	Pram.g_00917	Prbh.g_01060
OG0000740	Pram.g_00918	Prbh.g_01061
OG0000741	Pram.g_00919	Prbh.g_01062
OG0000742	Pram.g_00921	Prbh.g_01064
OG0000743	Pram.g_00922	Prbh.g_01065
OG0000744	Pram.g_00923	Prbh.g_01066
OG0000745	Pram.g_00924	Prbh.g_01067
OG0000746	Pram.g_00925	Prbh.g_01068
OG0000747	Pram.g_00926	Prbh.g_01069
OG0000748	Pram.g_00927	Prbh.g_01070
OG0000749	Pram.g_00928	Prbh.g_01071
OG0000750	Pram.g_00930	Prbh.g_01073
OG0000751	Pram.g_00931	Prbh.g_01074
OG0000752	Pram.g_00988	Prbh.g_01131
OG0000753	Pram.g_00936	Prbh.g_01079
OG0000754	Pram.g_00937	Prbh.g_01080
OG0000755	Pram.g_00938	Prbh.g_01081
OG0000756	Pram.g_00940	Prbh.g_01083
OG0000757	Pram.g_00941	Prbh.g_01084
OG0000758	Pram.g_00942	Prbh.g_01085
OG0000759	Pram.g_00944	Prbh.g_01087
OG0000760	Pram.g_00945	Prbh.g_01088
OG0000761	Pram.g_00946	Prbh.g_01089
OG0000762	Pram.g_00948	Prbh.g_01091
OG0000763	Pram.g_00949	Prbh.g_01092
OG0000764	Pram.g_00950	Prbh.g_01093
OG0000765	Pram.g_00951	Prbh.g_01094
OG0000766	Pram.g_00952	Prbh.g_01095
OG0000767	Pram.g_00954	Prbh.g_01097
OG0000768	Pram.g_00955	Prbh.g_01098
OG0000769	Pram.g_00956	Prbh.g_01099
OG0000770	Pram.g_00957	Prbh.g_01100
OG0000771	Pram.g_00958	Prbh.g_01101
OG0000772	Pram.g_01199	Prbh.g_01342
OG0000773	Pram.g_00959	Prbh.g_01102
OG0000774	Pram.g_00960	Prbh.g_01103
OG0000775	Pram.g_00961	Prbh.g_01104
OG0000776	Pram.g_00963	Prbh.g_01106
OG0000777	Pram.g_00964	Prbh.g_01107
OG0000778	Pram.g_00965	Prbh.g_01108
OG0000779	Pram.g_00966	Prbh.g_01109
OG0000780	Pram.g_00968	Prbh.g_01111
OG0000781	Pram.g_00970	Prbh.g_01113
OG0000782	Pram.g_00971	Prbh.g_01114
OG0000783	Pram.g_00973	Prbh.g_01116
OG0000784	Pram.g_00975	Prbh.g_01118
OG0000785	Pram.g_00976	Prbh.g_01119
OG0000786	Pram.g_00977	Prbh.g_01120
OG0000787	Pram.g_00978	Prbh.g_01121
OG0000788	Pram.g_00983	Prbh.g_01126
OG0000789	Pram.g_00986	Prbh.g_01129
OG0000790	Pram.g_00987	Prbh.g_01130
OG0000791	Pram.g_00990	Prbh.g_01133
OG0000792	Pram.g_00991	Prbh.g_01134
OG0000793	Pram.g_00992	Prbh.g_01135
OG0000794	Pram.g_00995	Prbh.g_01138
OG0000795	Pram.g_00899	Prbh.g_01042
OG0000796	Pram.g_00898	Prbh.g_01041
OG0000797	Pram.g_00896	Prbh.g_01039
OG0000798	Pram.g_00895	Prbh.g_01038
OG0000799	Pram.g_00894	Prbh.g_01037
OG0000800	Pram.g_00893	Prbh.g_01036
OG0000801	Pram.g_00890	Prbh.g_01033
OG0000802	Pram.g_00889	Prbh.g_01032
OG0000803	Pram.g_00887	Prbh.g_01030
OG0000804	Pram.g_00886	Prbh.g_01029
OG0000805	Pram.g_00885	Prbh.g_01028
OG0000806	Pram.g_00883	Prbh.g_01026
OG0000807	Pram.g_00356	Prbh.g_00411
OG0000808	Pram.g_00683	Prbh.g_00827
OG0000809	Pram.g_01188	Prbh.g_01331
OG0000810	Pram.g_00579	Prbh.g_01442
OG0000811	Pram.g_01208	Prbh.g_01351
OG0000812	Pram.g_01182	Prbh.g_01325
OG0000813	Pram.g_00335	Prbh.g_00432
OG0000814	Pram.g_01201	Prbh.g_01344
OG0000815	Pram.g_01469	Prbh.g_00008
OG0000816	Pram.g_01547	Prbh.g_01867
OG0000817	Pram.g_01548	Prbh.g_01866
OG0000818	Pram.g_00690	Prbh.g_00834
OG0000819	Pram.g_01162	Prbh.g_01305
OG0000820	Pram.g_01156	Prbh.g_01299
OG0000821	Pram.g_01154	Prbh.g_01297
OG0000822	Pram.g_01153	Prbh.g_01296
OG0000823	Pram.g_01152	Prbh.g_01295
OG0000824	Pram.g_01151	Prbh.g_01294
OG0000825	Pram.g_01150	Prbh.g_01293
OG0000826	Pram.g_01149	Prbh.g_01292
OG0000827	Pram.g_01148	Prbh.g_01291
OG0000828	Pram.g_01147	Prbh.g_01290
OG0000829	Pram.g_01146	Prbh.g_01289
OG0000830	Pram.g_01144	Prbh.g_01287
OG0000831	Pram.g_01141	Prbh.g_01284
OG0000832	Pram.g_01139	Prbh.g_01282
OG0000833	Pram.g_01137	Prbh.g_01280
OG0000834	Pram.g_01136	Prbh.g_01279
OG0000835	Pram.g_01135	Prbh.g_01278
OG0000836	Pram.g_01134	Prbh.g_01277
OG0000837	Pram.g_01131	Prbh.g_01274
OG0000838	Pram.g_01130	Prbh.g_01273
OG0000839	Pram.g_01129	Prbh.g_01272
OG0000840	Pram.g_01128	Prbh.g_01271
OG0000841	Pram.g_01127	Prbh.g_01270
OG0000842	Pram.g_01125	Prbh.g_01268
OG0000843	Pram.g_01124	Prbh.g_01267
OG0000844	Pram.g_01123	Prbh.g_01266
OG0000845	Pram.g_01122	Prbh.g_01265
OG0000846	Pram.g_01119	Prbh.g_01262
OG0000847	Pram.g_01118	Prbh.g_01261
OG0000848	Pram.g_01117	Prbh.g_01260
OG0000849	Pram.g_01114	Prbh.g_01257
OG0000850	Pram.g_01113	Prbh.g_01256
OG0000851	Pram.g_01111	Prbh.g_01254
OG0000852	Pram.g_01109	Prbh.g_01252
OG0000853	Pram.g_01107	Prbh.g_01250
OG0000854	Pram.g_01105	Prbh.g_01248
OG0000855	Pram.g_01104	Prbh.g_01247
OG0000856	Pram.g_01103	Prbh.g_01246
OG0000857	Pram.g_01102	Prbh.g_01245
OG0000858	Pram.g_01101	Prbh.g_01244
OG0000859	Pram.g_01100	Prbh.g_01243
OG0000860	Pram.g_01099	Prbh.g_01242
OG0000861	Pram.g_01098	Prbh.g_01241
OG0000862	Pram.g_01097	Prbh.g_01240
OG0000863	Pram.g_01096	Prbh.g_01239
OG0000864	Pram.g_01095	Prbh.g_01238
OG0000865	Pram.g_01094	Prbh.g_01237
OG0000866	Pram.g_01093	Prbh.g_01236
OG0000867	Pram.g_01092	Prbh.g_01235
OG0000868	Pram.g_01091	Prbh.g_01234
OG0000869	Pram.g_01089	Prbh.g_01232
OG0000870	Pram.g_01088	Prbh.g_01231
OG0000871	Pram.g_01087	Prbh.g_01230
OG0000872	Pram.g_01086	Prbh.g_01229
OG0000873	Pram.g_01084	Prbh.g_01227
OG0000874	Pram.g_01083	Prbh.g_01226
OG0000875	Pram.g_01082	Prbh.g_01225
OG0000876	Pram.g_01081	Prbh.g_01224
OG0000877	Pram.g_00570	Prbh.g_01451
OG0000878	Pram.g_01569	Prbh.g_01845
OG0000879	Pram.g_01219	Prbh.g_01362
OG0000880	Pram.g_01220	Prbh.g_01363
OG0000881	Pram.g_01221	Prbh.g_01364
OG0000882	Pram.g_01222	Prbh.g_01365
OG0000883	Pram.g_01223	Prbh.g_01366
OG0000884	Pram.g_01225	Prbh.g_01368
OG0000885	Pram.g_01226	Prbh.g_01369
OG0000886	Pram.g_01227	Prbh.g_01370
OG0000887	Pram.g_01228	Prbh.g_01371
OG0000888	Pram.g_01229	Prbh.g_01372
OG0000889	Pram.g_01232	Prbh.g_01375
OG0000890	Pram.g_01233	Prbh.g_01376
OG0000891	Pram.g_01234	Prbh.g_01377
OG0000892	Pram.g_01236	Prbh.g_01379
OG0000893	Pram.g_01237	Prbh.g_01380
OG0000894	Pram.g_01238	Prbh.g_01381
OG0000895	Pram.g_01239	Prbh.g_01382
OG0000896	Pram.g_01240	Prbh.g_01383
OG0000897	Pram.g_01241	Prbh.g_01384
OG0000898	Pram.g_01244	Prbh.g_01387
OG0000899	Pram.g_01245	Prbh.g_01388
OG0000900	Pram.g_01478	Prbh.g_01935
OG0000901	Pram.g_01475	Prbh.g_00002
OG0000902	Pram.g_01271	Prbh.g_00206
OG0000903	Pram.g_01198	Prbh.g_01341
OG0000904	Pram.g_01281	Prbh.g_00196
OG0000905	Pram.g_01183	Prbh.g_01326
OG0000906	Pram.g_01165	Prbh.g_01308
OG0000907	Pram.g_00874	Prbh.g_01017
OG0000908	Pram.g_01542	Prbh.g_01872
OG0000909	Pram.g_01466	Prbh.g_00011
OG0000910	Pram.g_01465	Prbh.g_00012
OG0000911	Pram.g_01464	Prbh.g_00013
OG0000912	Pram.g_01463	Prbh.g_00014
OG0000913	Pram.g_01462	Prbh.g_00015
OG0000914	Pram.g_01461	Prbh.g_00016
OG0000915	Pram.g_01460	Prbh.g_00017
OG0000916	Pram.g_01458	Prbh.g_00019
OG0000917	Pram.g_01457	Prbh.g_00020
OG0000918	Pram.g_01456	Prbh.g_00021
OG0000919	Pram.g_01455	Prbh.g_00022
OG0000920	Pram.g_01454	Prbh.g_00023
OG0000921	Pram.g_01453	Prbh.g_00024
OG0000922	Pram.g_01452	Prbh.g_00025
OG0000923	Pram.g_01451	Prbh.g_00026
OG0000924	Pram.g_01450	Prbh.g_00027
OG0000925	Pram.g_01449	Prbh.g_00028
OG0000926	Pram.g_01815	Prbh.g_01599
OG0000927	Pram.g_01398	Prbh.g_00079
OG0000928	Pram.g_01397	Prbh.g_00080
OG0000929	Pram.g_01396	Prbh.g_00081
OG0000930	Pram.g_01395	Prbh.g_00082
OG0000931	Pram.g_01394	Prbh.g_00083
OG0000932	Pram.g_01392	Prbh.g_00085
OG0000933	Pram.g_01391	Prbh.g_00086
OG0000934	Pram.g_01390	Prbh.g_00087
OG0000935	Pram.g_01389	Prbh.g_00088
OG0000936	Pram.g_01388	Prbh.g_00089
OG0000937	Pram.g_01387	Prbh.g_00090
OG0000938	Pram.g_01386	Prbh.g_00091
OG0000939	Pram.g_01385	Prbh.g_00092
OG0000940	Pram.g_01384	Prbh.g_00093
OG0000941	Pram.g_01383	Prbh.g_00094
OG0000942	Pram.g_01382	Prbh.g_00095
OG0000943	Pram.g_01376	Prbh.g_00101
OG0000944	Pram.g_01375	Prbh.g_00102
OG0000945	Pram.g_01374	Prbh.g_00103
OG0000946	Pram.g_01373	Prbh.g_00104
OG0000947	Pram.g_01372	Prbh.g_00105
OG0000948	Pram.g_01371	Prbh.g_00106
OG0000949	Pram.g_01370	Prbh.g_00107
OG0000950	Pram.g_01369	Prbh.g_00108
OG0000951	Pram.g_01368	Prbh.g_00109
OG0000952	Pram.g_01367	Prbh.g_00110
OG0000953	Pram.g_01366	Prbh.g_00111
OG0000954	Pram.g_01365	Prbh.g_00112
OG0000955	Pram.g_01364	Prbh.g_00113
OG0000956	Pram.g_01363	Prbh.g_00114
OG0000957	Pram.g_01362	Prbh.g_00115
OG0000958	Pram.g_01361	Prbh.g_00116
OG0000959	Pram.g_01360	Prbh.g_00117
OG0000960	Pram.g_01359	Prbh.g_00118
OG0000961	Pram.g_01355	Prbh.g_00122
OG0000962	Pram.g_01354	Prbh.g_00123
OG0000963	Pram.g_01353	Prbh.g_00124
OG0000964	Pram.g_01351	Prbh.g_00126
OG0000965	Pram.g_01350	Prbh.g_00127
OG0000966	Pram.g_01349	Prbh.g_00128
OG0000967	Pram.g_01348	Prbh.g_00129
OG0000968	Pram.g_01347	Prbh.g_00130
OG0000969	Pram.g_01346	Prbh.g_00131
OG0000970	Pram.g_01345	Prbh.g_00132
OG0000971	Pram.g_01344	Prbh.g_00133
OG0000972	Pram.g_01343	Prbh.g_00134
OG0000973	Pram.g_01342	Prbh.g_00135
OG0000974	Pram.g_01340	Prbh.g_00137
OG0000975	Pram.g_01333	Prbh.g_00144
OG0000976	Pram.g_01331	Prbh.g_00146
OG0000977	Pram.g_01330	Prbh.g_00147
OG0000978	Pram.g_01328	Prbh.g_00149
OG0000979	Pram.g_01326	Prbh.g_00151
OG0000980	Pram.g_01325	Prbh.g_00152
OG0000981	Pram.g_01324	Prbh.g_00153
OG0000982	Pram.g_01323	Prbh.g_00154
OG0000983	Pram.g_01321	Prbh.g_00156
OG0000984	Pram.g_01320	Prbh.g_00157
OG0000985	Pram.g_01319	Prbh.g_00158
OG0000986	Pram.g_01318	Prbh.g_00159
OG0000987	Pram.g_01317	Prbh.g_00160
OG0000988	Pram.g_01315	Prbh.g_00162
OG0000989	Pram.g_01314	Prbh.g_00163
OG0000990	Pram.g_01313	Prbh.g_00164
OG0000991	Pram.g_01312	Prbh.g_00165
OG0000992	Pram.g_01311	Prbh.g_00166
OG0000993	Pram.g_01310	Prbh.g_00167
OG0000994	Pram.g_01309	Prbh.g_00168
OG0000995	Pram.g_01308	Prbh.g_00169
OG0000996	Pram.g_01307	Prbh.g_00170
OG0000997	Pram.g_01306	Prbh.g_00171
OG0000998	Pram.g_01305	Prbh.g_00172
OG0000999	Pram.g_01304	Prbh.g_00173
OG0001000	Pram.g_01303	Prbh.g_00174
OG0001001	Pram.g_01301	Prbh.g_00176
OG0001002	Pram.g_01300	Prbh.g_00177
OG0001003	Pram.g_01299	Prbh.g_00178
OG0001004	Pram.g_01298	Prbh.g_00179
OG0001005	Pram.g_01296	Prbh.g_00181
OG0001006	Pram.g_01295	Prbh.g_00182
OG0001007	Pram.g_01294	Prbh.g_00183
OG0001008	Pram.g_01292	Prbh.g_00185
OG0001009	Pram.g_01291	Prbh.g_00186
OG0001010	Pram.g_01577	Prbh.g_01837
OG0001011	Pram.g_00567	Prbh.g_01454
OG0001012	Pram.g_00824	Prbh.g_00968
OG0001013	Pram.g_01625	Prbh.g_01789
OG0001014	Pram.g_01626	Prbh.g_01788
OG0001015	Pram.g_01633	Prbh.g_01781
OG0001016	Pram.g_01634	Prbh.g_01780
OG0001017	Pram.g_01635	Prbh.g_01779
OG0001018	Pram.g_01636	Prbh.g_01778
OG0001019	Pram.g_01638	Prbh.g_01776
OG0001020	Pram.g_01639	Prbh.g_01775
OG0001021	Pram.g_01640	Prbh.g_01774
OG0001022	Pram.g_01641	Prbh.g_01773
OG0001023	Pram.g_01642	Prbh.g_01772
OG0001024	Pram.g_01644	Prbh.g_01770
OG0001025	Pram.g_01645	Prbh.g_01769
OG0001026	Pram.g_01646	Prbh.g_01768
OG0001027	Pram.g_01647	Prbh.g_01767
OG0001028	Pram.g_01648	Prbh.g_01766
OG0001029	Pram.g_01649	Prbh.g_01765
OG0001030	Pram.g_01650	Prbh.g_01764
OG0001031	Pram.g_01651	Prbh.g_01763
OG0001032	Pram.g_01652	Prbh.g_01762
OG0001033	Pram.g_01653	Prbh.g_01761
OG0001034	Pram.g_01654	Prbh.g_01760
OG0001035	Pram.g_01656	Prbh.g_01758
OG0001036	Pram.g_01657	Prbh.g_01757
OG0001037	Pram.g_01658	Prbh.g_01756
OG0001038	Pram.g_01659	Prbh.g_01755
OG0001039	Pram.g_01660	Prbh.g_01754
OG0001040	Pram.g_01662	Prbh.g_01752
OG0001041	Pram.g_01663	Prbh.g_01751
OG0001042	Pram.g_01664	Prbh.g_01750
OG0001043	Pram.g_01665	Prbh.g_01749
OG0001044	Pram.g_01666	Prbh.g_01748
OG0001045	Pram.g_01667	Prbh.g_01747
OG0001046	Pram.g_01668	Prbh.g_01746
OG0001047	Pram.g_01671	Prbh.g_01743
OG0001048	Pram.g_01673	Prbh.g_01741
OG0001049	Pram.g_01674	Prbh.g_01740
OG0001050	Pram.g_01675	Prbh.g_01739
OG0001051	Pram.g_01676	Prbh.g_01738
OG0001052	Pram.g_01677	Prbh.g_01737
OG0001053	Pram.g_01679	Prbh.g_01735
OG0001054	Pram.g_01681	Prbh.g_01733
OG0001055	Pram.g_01682	Prbh.g_01732
OG0001056	Pram.g_01683	Prbh.g_01731
OG0001057	Pram.g_01684	Prbh.g_01730
OG0001058	Pram.g_01685	Prbh.g_01729
OG0001059	Pram.g_01686	Prbh.g_01728
OG0001060	Pram.g_01687	Prbh.g_01727
OG0001061	Pram.g_01688	Prbh.g_01726
OG0001062	Pram.g_01689	Prbh.g_01725
OG0001063	Pram.g_01690	Prbh.g_01724
OG0001064	Pram.g_01691	Prbh.g_01723
OG0001065	Pram.g_01695	Prbh.g_01719
OG0001066	Pram.g_01697	Prbh.g_01717
OG0001067	Pram.g_01698	Prbh.g_01716
OG0001068	Pram.g_01701	Prbh.g_01713
OG0001069	Pram.g_01702	Prbh.g_01712
OG0001070	Pram.g_01703	Prbh.g_01711
OG0001071	Pram.g_01704	Prbh.g_01710
OG0001072	Pram.g_01705	Prbh.g_01709
OG0001073	Pram.g_01706	Prbh.g_01708
OG0001074	Pram.g_01707	Prbh.g_01707
OG0001075	Pram.g_01708	Prbh.g_01706
OG0001076	Pram.g_01709	Prbh.g_01705
OG0001077	Pram.g_01710	Prbh.g_01704
OG0001078	Pram.g_01711	Prbh.g_01703
OG0001079	Pram.g_01712	Prbh.g_01702
OG0001080	Pram.g_01713	Prbh.g_01701
OG0001081	Pram.g_01717	Prbh.g_01697
OG0001082	Pram.g_01718	Prbh.g_01696
OG0001083	Pram.g_01722	Prbh.g_01692
OG0001084	Pram.g_01720	Prbh.g_01694
OG0001085	Pram.g_01719	Prbh.g_01695
OG0001086	Pram.g_01716	Prbh.g_01698
OG0001087	Pram.g_01715	Prbh.g_01699
OG0001088	Pram.g_01714	Prbh.g_01700
OG0001089	Pram.g_01727	Prbh.g_01687
OG0001090	Pram.g_01729	Prbh.g_01685
OG0001091	Pram.g_01730	Prbh.g_01684
OG0001092	Pram.g_01731	Prbh.g_01683
OG0001093	Pram.g_01732	Prbh.g_01682
OG0001094	Pram.g_01733	Prbh.g_01681
OG0001095	Pram.g_01734	Prbh.g_01680
OG0001096	Pram.g_01735	Prbh.g_01679
OG0001097	Pram.g_01736	Prbh.g_01678
OG0001098	Pram.g_01737	Prbh.g_01677
