Orthogroup	Pram	Prbf
OG0000553	Pram.g_01080	Prbf.g_00977
OG0000554	Pram.g_01079	Prbf.g_00978
OG0000555	Pram.g_01078	Prbf.g_00979
OG0000556	Pram.g_01077	Prbf.g_00980
OG0000557	Pram.g_01076	Prbf.g_00981
OG0000558	Pram.g_01075	Prbf.g_00982
OG0000559	Pram.g_01074	Prbf.g_00983
OG0000560	Pram.g_01073	Prbf.g_00985
OG0000561	Pram.g_01072	Prbf.g_00986
OG0000562	Pram.g_01070	Prbf.g_00988
OG0000563	Pram.g_01069	Prbf.g_00989
OG0000564	Pram.g_01068	Prbf.g_00990
OG0000565	Pram.g_01067	Prbf.g_00991
OG0000566	Pram.g_01066	Prbf.g_00992
OG0000567	Pram.g_01065	Prbf.g_00993
OG0000568	Pram.g_01064	Prbf.g_00994
OG0000569	Pram.g_01063	Prbf.g_00995
OG0000570	Pram.g_01062	Prbf.g_00996
OG0000571	Pram.g_01061	Prbf.g_00997
OG0000572	Pram.g_01060	Prbf.g_00998
OG0000573	Pram.g_01057	Prbf.g_01001
OG0000574	Pram.g_01056	Prbf.g_01002
OG0000575	Pram.g_01055	Prbf.g_01003
OG0000576	Pram.g_01054	Prbf.g_01004
OG0000577	Pram.g_01053	Prbf.g_01005
OG0000578	Pram.g_01052	Prbf.g_01006
OG0000579	Pram.g_01051	Prbf.g_01007
OG0000580	Pram.g_01050	Prbf.g_01008
OG0000581	Pram.g_01049	Prbf.g_01009
OG0000582	Pram.g_01048	Prbf.g_01010
OG0000583	Pram.g_01047	Prbf.g_01011
OG0000584	Pram.g_01045	Prbf.g_01013
OG0000585	Pram.g_01044	Prbf.g_01014
OG0000586	Pram.g_01042	Prbf.g_01016
OG0000587	Pram.g_01041	Prbf.g_01017
OG0000588	Pram.g_00760	Prbf.g_01293
OG0000589	Pram.g_00761	Prbf.g_01292
OG0000590	Pram.g_00763	Prbf.g_01290
OG0000591	Pram.g_00769	Prbf.g_01284
OG0000592	Pram.g_00770	Prbf.g_01283
OG0000593	Pram.g_00771	Prbf.g_01282
OG0000594	Pram.g_00774	Prbf.g_01279
OG0000595	Pram.g_00775	Prbf.g_01278
OG0000596	Pram.g_00776	Prbf.g_01277
OG0000597	Pram.g_00778	Prbf.g_01275
OG0000598	Pram.g_00779	Prbf.g_01274
OG0000599	Pram.g_00780	Prbf.g_01273
OG0000600	Pram.g_00781	Prbf.g_01272
OG0000601	Pram.g_00784	Prbf.g_01269
OG0000602	Pram.g_00785	Prbf.g_01268
OG0000603	Pram.g_00786	Prbf.g_01267
OG0000604	Pram.g_00789	Prbf.g_01264
OG0000605	Pram.g_00790	Prbf.g_01263
OG0000606	Pram.g_00791	Prbf.g_01262
OG0000607	Pram.g_00793	Prbf.g_01260
OG0000608	Pram.g_00795	Prbf.g_01258
OG0000609	Pram.g_01927	Prbf.g_00404
OG0000610	Pram.g_00720	Prbf.g_01334
OG0000611	Pram.g_00802	Prbf.g_01252
OG0000612	Pram.g_00803	Prbf.g_01251
OG0000613	Pram.g_01027	Prbf.g_01030
OG0000614	Pram.g_01026	Prbf.g_01031
OG0000615	Pram.g_01024	Prbf.g_01033
OG0000616	Pram.g_01023	Prbf.g_01034
OG0000617	Pram.g_01022	Prbf.g_01035
OG0000618	Pram.g_01021	Prbf.g_01036
OG0000619	Pram.g_01020	Prbf.g_01037
OG0000620	Pram.g_01019	Prbf.g_01038
OG0000621	Pram.g_01018	Prbf.g_01039
OG0000622	Pram.g_01017	Prbf.g_01040
OG0000623	Pram.g_01016	Prbf.g_01041
OG0000624	Pram.g_01014	Prbf.g_01043
OG0000625	Pram.g_01013	Prbf.g_01044
OG0000626	Pram.g_01012	Prbf.g_01045
OG0000627	Pram.g_01011	Prbf.g_01046
OG0000628	Pram.g_01010	Prbf.g_01047
OG0000629	Pram.g_01008	Prbf.g_01048
OG0000630	Pram.g_01007	Prbf.g_01049
OG0000631	Pram.g_01005	Prbf.g_01051
OG0000632	Pram.g_01004	Prbf.g_01052
OG0000633	Pram.g_01539	Prbf.g_00280
OG0000634	Pram.g_01534	Prbf.g_00042
OG0000635	Pram.g_00935	Prbf.g_01929
OG0000636	Pram.g_00934	Prbf.g_01928
OG0000637	Pram.g_00933	Prbf.g_01927
OG0000638	Pram.g_00325	Prbf.g_01675
OG0000639	Pram.g_00908	Prbf.g_01150
OG0000640	Pram.g_00911	Prbf.g_01146
OG0000641	Pram.g_00913	Prbf.g_01144
OG0000642	Pram.g_00914	Prbf.g_01143
OG0000643	Pram.g_00915	Prbf.g_01142
OG0000644	Pram.g_01028	Prbf.g_01029
OG0000645	Pram.g_00804	Prbf.g_01250
OG0000646	Pram.g_00805	Prbf.g_01249
OG0000647	Pram.g_00806	Prbf.g_01248
OG0000648	Pram.g_00808	Prbf.g_01246
OG0000649	Pram.g_00809	Prbf.g_01245
OG0000650	Pram.g_00810	Prbf.g_01244
OG0000651	Pram.g_00811	Prbf.g_01243
OG0000652	Pram.g_00812	Prbf.g_01242
OG0000653	Pram.g_00813	Prbf.g_01241
OG0000654	Pram.g_00815	Prbf.g_01239
OG0000655	Pram.g_00817	Prbf.g_01237
OG0000656	Pram.g_00818	Prbf.g_01236
OG0000657	Pram.g_00819	Prbf.g_01235
OG0000658	Pram.g_00820	Prbf.g_01234
OG0000659	Pram.g_00821	Prbf.g_01233
OG0000660	Pram.g_00822	Prbf.g_01232
OG0000661	Pram.g_00823	Prbf.g_01231
OG0000662	Pram.g_00825	Prbf.g_01229
OG0000663	Pram.g_00826	Prbf.g_01228
OG0000664	Pram.g_00827	Prbf.g_01227
OG0000665	Pram.g_00828	Prbf.g_01226
OG0000666	Pram.g_00829	Prbf.g_01225
OG0000667	Pram.g_00830	Prbf.g_01224
OG0000668	Pram.g_00831	Prbf.g_01223
OG0000669	Pram.g_00833	Prbf.g_01221
OG0000670	Pram.g_00834	Prbf.g_01220
OG0000671	Pram.g_00835	Prbf.g_01219
OG0000672	Pram.g_00836	Prbf.g_01218
OG0000673	Pram.g_00837	Prbf.g_01217
OG0000674	Pram.g_00838	Prbf.g_01216
OG0000675	Pram.g_00839	Prbf.g_01214
OG0000676	Pram.g_00840	Prbf.g_01213
OG0000677	Pram.g_00843	Prbf.g_01210
OG0000678	Pram.g_00845	Prbf.g_01208
OG0000679	Pram.g_00847	Prbf.g_01206
OG0000680	Pram.g_00848	Prbf.g_01205
OG0000681	Pram.g_00849	Prbf.g_01204
OG0000682	Pram.g_00850	Prbf.g_01203
OG0000683	Pram.g_00852	Prbf.g_01201
OG0000684	Pram.g_00853	Prbf.g_01200
OG0000685	Pram.g_00854	Prbf.g_01199
OG0000686	Pram.g_00855	Prbf.g_01198
OG0000687	Pram.g_00857	Prbf.g_01197
OG0000688	Pram.g_00858	Prbf.g_01196
OG0000689	Pram.g_00859	Prbf.g_01195
OG0000690	Pram.g_00860	Prbf.g_01194
OG0000691	Pram.g_00861	Prbf.g_01193
OG0000692	Pram.g_00865	Prbf.g_01189
OG0000693	Pram.g_00866	Prbf.g_01188
OG0000694	Pram.g_00867	Prbf.g_01187
OG0000695	Pram.g_00868	Prbf.g_01186
OG0000696	Pram.g_00870	Prbf.g_01185
OG0000697	Pram.g_00872	Prbf.g_01183
OG0000698	Pram.g_00876	Prbf.g_01179
OG0000699	Pram.g_00877	Prbf.g_01178
OG0000700	Pram.g_00713	Prbf.g_00838
OG0000701	Pram.g_00717	Prbf.g_00833
OG0000702	Pram.g_00724	Prbf.g_01331
OG0000703	Pram.g_00726	Prbf.g_01329
OG0000704	Pram.g_00727	Prbf.g_01328
OG0000705	Pram.g_00728	Prbf.g_01326
OG0000706	Pram.g_00729	Prbf.g_01325
OG0000707	Pram.g_00731	Prbf.g_01323
OG0000708	Pram.g_00732	Prbf.g_01322
OG0000709	Pram.g_00734	Prbf.g_01320
OG0000710	Pram.g_00735	Prbf.g_01319
OG0000711	Pram.g_00736	Prbf.g_01318
OG0000712	Pram.g_00737	Prbf.g_01317
OG0000713	Pram.g_00738	Prbf.g_01316
OG0000714	Pram.g_00740	Prbf.g_01314
OG0000715	Pram.g_00741	Prbf.g_01313
OG0000716	Pram.g_00743	Prbf.g_01311
OG0000717	Pram.g_00744	Prbf.g_01310
OG0000718	Pram.g_00745	Prbf.g_01309
OG0000719	Pram.g_00747	Prbf.g_01307
OG0000720	Pram.g_00748	Prbf.g_01306
OG0000721	Pram.g_00751	Prbf.g_01303
OG0000722	Pram.g_00752	Prbf.g_01302
OG0000723	Pram.g_00753	Prbf.g_01301
OG0000724	Pram.g_00754	Prbf.g_01299
OG0000725	Pram.g_00755	Prbf.g_01298
OG0000726	Pram.g_00756	Prbf.g_01297
OG0000727	Pram.g_00757	Prbf.g_01296
OG0000728	Pram.g_00758	Prbf.g_01295
OG0000729	Pram.g_00759	Prbf.g_01294
OG0000730	Pram.g_01038	Prbf.g_01019
OG0000731	Pram.g_01036	Prbf.g_01021
OG0000732	Pram.g_01035	Prbf.g_01022
OG0000733	Pram.g_01034	Prbf.g_01023
OG0000734	Pram.g_01033	Prbf.g_01024
OG0000735	Pram.g_01031	Prbf.g_01026
OG0000736	Pram.g_01030	Prbf.g_01027
OG0000737	Pram.g_01029	Prbf.g_01028
OG0000738	Pram.g_00916	Prbf.g_01141
OG0000739	Pram.g_00917	Prbf.g_01140
OG0000740	Pram.g_00918	Prbf.g_01139
OG0000741	Pram.g_00919	Prbf.g_01138
OG0000742	Pram.g_00921	Prbf.g_01136
OG0000743	Pram.g_00922	Prbf.g_01135
OG0000744	Pram.g_00923	Prbf.g_01134
OG0000745	Pram.g_00924	Prbf.g_01133
OG0000746	Pram.g_00925	Prbf.g_01132
OG0000747	Pram.g_00926	Prbf.g_01131
OG0000748	Pram.g_00927	Prbf.g_01130
OG0000749	Pram.g_00928	Prbf.g_01129
OG0000750	Pram.g_00930	Prbf.g_01127
OG0000751	Pram.g_00931	Prbf.g_01126
OG0000752	Pram.g_00988	Prbf.g_01067
OG0000753	Pram.g_00936	Prbf.g_01124
OG0000754	Pram.g_00937	Prbf.g_01123
OG0000755	Pram.g_00938	Prbf.g_01122
OG0000756	Pram.g_00940	Prbf.g_01120
OG0000757	Pram.g_00941	Prbf.g_01119
OG0000758	Pram.g_00942	Prbf.g_01118
OG0000759	Pram.g_00944	Prbf.g_01116
OG0000760	Pram.g_00945	Prbf.g_01115
OG0000761	Pram.g_00946	Prbf.g_01114
OG0000762	Pram.g_00948	Prbf.g_01112
OG0000763	Pram.g_00949	Prbf.g_01111
OG0000764	Pram.g_00950	Prbf.g_01110
OG0000765	Pram.g_00951	Prbf.g_01109
OG0000766	Pram.g_00952	Prbf.g_01108
OG0000767	Pram.g_00954	Prbf.g_01106
OG0000768	Pram.g_00955	Prbf.g_01105
OG0000769	Pram.g_00956	Prbf.g_01104
OG0000770	Pram.g_00957	Prbf.g_01103
OG0000771	Pram.g_00958	Prbf.g_01102
OG0000772	Pram.g_01199	Prbf.g_00065
OG0000773	Pram.g_00959	Prbf.g_01100
OG0000774	Pram.g_00960	Prbf.g_01099
OG0000775	Pram.g_00961	Prbf.g_01098
OG0000776	Pram.g_00963	Prbf.g_01095
OG0000777	Pram.g_00964	Prbf.g_01094
OG0000778	Pram.g_00965	Prbf.g_01093
OG0000779	Pram.g_00966	Prbf.g_01092
OG0000780	Pram.g_00968	Prbf.g_01090
OG0000781	Pram.g_00970	Prbf.g_01088
OG0000782	Pram.g_00971	Prbf.g_01087
OG0000783	Pram.g_00973	Prbf.g_01083
OG0000784	Pram.g_00975	Prbf.g_01081
OG0000785	Pram.g_00976	Prbf.g_01080
OG0000786	Pram.g_00977	Prbf.g_01079
OG0000787	Pram.g_00978	Prbf.g_01078
OG0000788	Pram.g_00983	Prbf.g_01072
OG0000789	Pram.g_00986	Prbf.g_01069
OG0000790	Pram.g_00987	Prbf.g_01068
OG0000791	Pram.g_00990	Prbf.g_01065
OG0000792	Pram.g_00991	Prbf.g_01064
OG0000793	Pram.g_00992	Prbf.g_01063
OG0000794	Pram.g_00995	Prbf.g_01060
OG0000795	Pram.g_00899	Prbf.g_01159
OG0000796	Pram.g_00898	Prbf.g_01160
OG0000797	Pram.g_00896	Prbf.g_01162
OG0000798	Pram.g_00895	Prbf.g_01163
OG0000799	Pram.g_00894	Prbf.g_01164
OG0000800	Pram.g_00893	Prbf.g_01165
OG0000801	Pram.g_00890	Prbf.g_01168
OG0000802	Pram.g_00889	Prbf.g_01169
OG0000803	Pram.g_00887	Prbf.g_01171
OG0000804	Pram.g_00886	Prbf.g_01172
OG0000805	Pram.g_00885	Prbf.g_01173
OG0000806	Pram.g_00883	Prbf.g_01175
OG0000807	Pram.g_00356	Prbf.g_01705
OG0000808	Pram.g_00683	Prbf.g_00296
OG0000809	Pram.g_01188	Prbf.g_00870
OG0000810	Pram.g_00579	Prbf.g_01924
OG0000811	Pram.g_01208	Prbf.g_00048
OG0000812	Pram.g_01182	Prbf.g_00876
OG0000813	Pram.g_00335	Prbf.g_01684
OG0000814	Pram.g_01201	Prbf.g_00062
OG0000815	Pram.g_01469	Prbf.g_00094
OG0000816	Pram.g_01547	Prbf.g_00787
OG0000817	Pram.g_01548	Prbf.g_00786
OG0000818	Pram.g_00690	Prbf.g_00285
OG0000819	Pram.g_01162	Prbf.g_00896
OG0000820	Pram.g_01156	Prbf.g_00902
OG0000821	Pram.g_01154	Prbf.g_00904
OG0000822	Pram.g_01153	Prbf.g_00905
OG0000823	Pram.g_01152	Prbf.g_00906
OG0000824	Pram.g_01151	Prbf.g_00907
OG0000825	Pram.g_01150	Prbf.g_00908
OG0000826	Pram.g_01149	Prbf.g_00909
OG0000827	Pram.g_01148	Prbf.g_00910
OG0000828	Pram.g_01147	Prbf.g_00911
OG0000829	Pram.g_01146	Prbf.g_00912
OG0000830	Pram.g_01144	Prbf.g_00914
OG0000831	Pram.g_01141	Prbf.g_00917
OG0000832	Pram.g_01139	Prbf.g_00919
OG0000833	Pram.g_01137	Prbf.g_00920
OG0000834	Pram.g_01136	Prbf.g_00921
OG0000835	Pram.g_01135	Prbf.g_00922
OG0000836	Pram.g_01134	Prbf.g_00923
OG0000837	Pram.g_01131	Prbf.g_00926
OG0000838	Pram.g_01130	Prbf.g_00927
OG0000839	Pram.g_01129	Prbf.g_00928
OG0000840	Pram.g_01128	Prbf.g_00929
OG0000841	Pram.g_01127	Prbf.g_00930
OG0000842	Pram.g_01125	Prbf.g_00932
OG0000843	Pram.g_01124	Prbf.g_00933
OG0000844	Pram.g_01123	Prbf.g_00934
OG0000845	Pram.g_01122	Prbf.g_00935
OG0000846	Pram.g_01119	Prbf.g_00937
OG0000847	Pram.g_01118	Prbf.g_00939
OG0000848	Pram.g_01117	Prbf.g_00940
OG0000849	Pram.g_01114	Prbf.g_00943
OG0000850	Pram.g_01113	Prbf.g_00944
OG0000851	Pram.g_01111	Prbf.g_00946
OG0000852	Pram.g_01109	Prbf.g_00948
OG0000853	Pram.g_01107	Prbf.g_00950
OG0000854	Pram.g_01105	Prbf.g_00952
OG0000855	Pram.g_01104	Prbf.g_00953
OG0000856	Pram.g_01103	Prbf.g_00954
OG0000857	Pram.g_01102	Prbf.g_00955
OG0000858	Pram.g_01101	Prbf.g_00956
OG0000859	Pram.g_01100	Prbf.g_00957
OG0000860	Pram.g_01099	Prbf.g_00958
OG0000861	Pram.g_01098	Prbf.g_00959
OG0000862	Pram.g_01097	Prbf.g_00960
OG0000863	Pram.g_01096	Prbf.g_00961
OG0000864	Pram.g_01095	Prbf.g_00962
OG0000865	Pram.g_01094	Prbf.g_00963
OG0000866	Pram.g_01093	Prbf.g_00964
OG0000867	Pram.g_01092	Prbf.g_00965
OG0000868	Pram.g_01091	Prbf.g_00966
OG0000869	Pram.g_01089	Prbf.g_00968
OG0000870	Pram.g_01088	Prbf.g_00969
OG0000871	Pram.g_01087	Prbf.g_00970
OG0000872	Pram.g_01086	Prbf.g_00971
OG0000873	Pram.g_01084	Prbf.g_00973
OG0000874	Pram.g_01083	Prbf.g_00974
OG0000875	Pram.g_01082	Prbf.g_00975
OG0000876	Pram.g_01081	Prbf.g_00976
OG0000877	Pram.g_00570	Prbf.g_01914
OG0000878	Pram.g_01569	Prbf.g_00767
OG0000879	Pram.g_01219	Prbf.g_00037
OG0000880	Pram.g_01220	Prbf.g_00036
OG0000881	Pram.g_01221	Prbf.g_00035
OG0000882	Pram.g_01222	Prbf.g_00034
OG0000883	Pram.g_01223	Prbf.g_00033
OG0000884	Pram.g_01225	Prbf.g_00031
OG0000885	Pram.g_01226	Prbf.g_00030
OG0000886	Pram.g_01227	Prbf.g_00029
OG0000887	Pram.g_01228	Prbf.g_00028
OG0000888	Pram.g_01229	Prbf.g_00027
OG0000889	Pram.g_01232	Prbf.g_00024
OG0000890	Pram.g_01233	Prbf.g_00023
OG0000891	Pram.g_01234	Prbf.g_00022
OG0000892	Pram.g_01236	Prbf.g_00019
OG0000893	Pram.g_01237	Prbf.g_00018
OG0000894	Pram.g_01238	Prbf.g_00017
OG0000895	Pram.g_01239	Prbf.g_00016
OG0000896	Pram.g_01240	Prbf.g_00015
OG0000897	Pram.g_01241	Prbf.g_00014
OG0000898	Pram.g_01244	Prbf.g_00011
OG0000899	Pram.g_01245	Prbf.g_00010
OG0000900	Pram.g_01478	Prbf.g_00071
OG0000901	Pram.g_01475	Prbf.g_00002
OG0000902	Pram.g_01271	Prbf.g_01782
OG0000903	Pram.g_01198	Prbf.g_00853, Prbf.g_00066
OG0000904	Pram.g_01281	Prbf.g_00256
OG0000905	Pram.g_01183	Prbf.g_00875
OG0000906	Pram.g_01165	Prbf.g_00893
OG0000907	Pram.g_00874	Prbf.g_01181
OG0000908	Pram.g_01542	Prbf.g_00856
OG0000909	Pram.g_01466	Prbf.g_00097
OG0000910	Pram.g_01465	Prbf.g_00098
OG0000911	Pram.g_01464	Prbf.g_00099
OG0000912	Pram.g_01463	Prbf.g_00100
OG0000913	Pram.g_01462	Prbf.g_00101
OG0000914	Pram.g_01461	Prbf.g_00102
OG0000915	Pram.g_01460	Prbf.g_00103
OG0000916	Pram.g_01458	Prbf.g_00104
OG0000917	Pram.g_01457	Prbf.g_00105
OG0000918	Pram.g_01456	Prbf.g_00106
OG0000919	Pram.g_01455	Prbf.g_00107
OG0000920	Pram.g_01454	Prbf.g_00108
OG0000921	Pram.g_01453	Prbf.g_00109
OG0000922	Pram.g_01452	Prbf.g_00110
OG0000923	Pram.g_01451	Prbf.g_00111
OG0000924	Pram.g_01450	Prbf.g_00112
OG0000925	Pram.g_01449	Prbf.g_00113
OG0000926	Pram.g_01815	Prbf.g_00514
OG0000927	Pram.g_01398	Prbf.g_00140
OG0000928	Pram.g_01397	Prbf.g_00141
OG0000929	Pram.g_01396	Prbf.g_00142
OG0000930	Pram.g_01395	Prbf.g_00143
OG0000931	Pram.g_01394	Prbf.g_00144
OG0000932	Pram.g_01392	Prbf.g_00146
OG0000933	Pram.g_01391	Prbf.g_00147
OG0000934	Pram.g_01390	Prbf.g_00148
OG0000935	Pram.g_01389	Prbf.g_00149
OG0000936	Pram.g_01388	Prbf.g_00150
OG0000937	Pram.g_01387	Prbf.g_00151
OG0000938	Pram.g_01386	Prbf.g_00152
OG0000939	Pram.g_01385	Prbf.g_00153
OG0000940	Pram.g_01384	Prbf.g_00154
OG0000941	Pram.g_01383	Prbf.g_00155
OG0000942	Pram.g_01382	Prbf.g_00156
OG0000943	Pram.g_01376	Prbf.g_00159
OG0000944	Pram.g_01375	Prbf.g_00160
OG0000945	Pram.g_01374	Prbf.g_00161
OG0000946	Pram.g_01373	Prbf.g_00162
OG0000947	Pram.g_01372	Prbf.g_00163
OG0000948	Pram.g_01371	Prbf.g_00164
OG0000949	Pram.g_01370	Prbf.g_00165
OG0000950	Pram.g_01369	Prbf.g_00166
OG0000951	Pram.g_01368	Prbf.g_00167
OG0000952	Pram.g_01367	Prbf.g_00168
OG0000953	Pram.g_01366	Prbf.g_00169
OG0000954	Pram.g_01365	Prbf.g_00170
OG0000955	Pram.g_01364	Prbf.g_00171
OG0000956	Pram.g_01363	Prbf.g_00172
OG0000957	Pram.g_01362	Prbf.g_00173
OG0000958	Pram.g_01361	Prbf.g_00174
OG0000959	Pram.g_01360	Prbf.g_00175
OG0000960	Pram.g_01359	Prbf.g_00176
OG0000961	Pram.g_01355	Prbf.g_00180
OG0000962	Pram.g_01354	Prbf.g_00181
OG0000963	Pram.g_01353	Prbf.g_00182
OG0000964	Pram.g_01351	Prbf.g_00184
OG0000965	Pram.g_01350	Prbf.g_00185
OG0000966	Pram.g_01349	Prbf.g_00186
OG0000967	Pram.g_01348	Prbf.g_00187
OG0000968	Pram.g_01347	Prbf.g_00188
OG0000969	Pram.g_01346	Prbf.g_00189
OG0000970	Pram.g_01345	Prbf.g_00190
OG0000971	Pram.g_01344	Prbf.g_00191
OG0000972	Pram.g_01343	Prbf.g_00192
OG0000973	Pram.g_01342	Prbf.g_00193
OG0000974	Pram.g_01340	Prbf.g_00195
OG0000975	Pram.g_01333	Prbf.g_00201
OG0000976	Pram.g_01331	Prbf.g_00203
OG0000977	Pram.g_01330	Prbf.g_00205
OG0000978	Pram.g_01328	Prbf.g_00207
OG0000979	Pram.g_01326	Prbf.g_00209
OG0000980	Pram.g_01325	Prbf.g_00210
OG0000981	Pram.g_01324	Prbf.g_00211
OG0000982	Pram.g_01323	Prbf.g_00212
OG0000983	Pram.g_01321	Prbf.g_00214
OG0000984	Pram.g_01320	Prbf.g_00215
OG0000985	Pram.g_01319	Prbf.g_00216
OG0000986	Pram.g_01318	Prbf.g_00217
OG0000987	Pram.g_01317	Prbf.g_00218
OG0000988	Pram.g_01315	Prbf.g_00219
OG0000989	Pram.g_01314	Prbf.g_00220
OG0000990	Pram.g_01313	Prbf.g_00221
OG0000991	Pram.g_01312	Prbf.g_00222
OG0000992	Pram.g_01311	Prbf.g_00223
OG0000993	Pram.g_01310	Prbf.g_00224
OG0000994	Pram.g_01309	Prbf.g_00225
OG0000995	Pram.g_01308	Prbf.g_00226
OG0000996	Pram.g_01307	Prbf.g_00227
OG0000997	Pram.g_01306	Prbf.g_00228
OG0000998	Pram.g_01305	Prbf.g_00229
OG0000999	Pram.g_01304	Prbf.g_00230
OG0001000	Pram.g_01303	Prbf.g_00231
OG0001001	Pram.g_01301	Prbf.g_00233
OG0001002	Pram.g_01300	Prbf.g_00234
OG0001003	Pram.g_01299	Prbf.g_00235
OG0001004	Pram.g_01298	Prbf.g_00236
OG0001005	Pram.g_01296	Prbf.g_00239
OG0001006	Pram.g_01295	Prbf.g_00240
OG0001007	Pram.g_01294	Prbf.g_00241
OG0001008	Pram.g_01292	Prbf.g_00243
OG0001009	Pram.g_01291	Prbf.g_00244
OG0001010	Pram.g_01577	Prbf.g_00750
OG0001011	Pram.g_00567	Prbf.g_01911
OG0001012	Pram.g_00824	Prbf.g_01230
OG0001013	Pram.g_01625	Prbf.g_00700
OG0001014	Pram.g_01626	Prbf.g_00699
OG0001015	Pram.g_01633	Prbf.g_00692
OG0001016	Pram.g_01634	Prbf.g_00691
OG0001017	Pram.g_01635	Prbf.g_00690
OG0001018	Pram.g_01636	Prbf.g_00689
OG0001019	Pram.g_01638	Prbf.g_00687
OG0001020	Pram.g_01639	Prbf.g_00686
OG0001021	Pram.g_01640	Prbf.g_00685
OG0001022	Pram.g_01641	Prbf.g_00684
OG0001023	Pram.g_01642	Prbf.g_00683
OG0001024	Pram.g_01644	Prbf.g_00681
OG0001025	Pram.g_01645	Prbf.g_00680
OG0001026	Pram.g_01646	Prbf.g_00679
OG0001027	Pram.g_01647	Prbf.g_00678
OG0001028	Pram.g_01648	Prbf.g_00677
OG0001029	Pram.g_01649	Prbf.g_00676
OG0001030	Pram.g_01650	Prbf.g_00675
OG0001031	Pram.g_01651	Prbf.g_00674
OG0001032	Pram.g_01652	Prbf.g_00673
OG0001033	Pram.g_01653	Prbf.g_00672
OG0001034	Pram.g_01654	Prbf.g_00671
OG0001035	Pram.g_01656	Prbf.g_00669
OG0001036	Pram.g_01657	Prbf.g_00668
OG0001037	Pram.g_01658	Prbf.g_00667
OG0001038	Pram.g_01659	Prbf.g_00666
OG0001039	Pram.g_01660	Prbf.g_00665
OG0001040	Pram.g_01662	Prbf.g_00664
OG0001041	Pram.g_01663	Prbf.g_00663
OG0001042	Pram.g_01664	Prbf.g_00662
OG0001043	Pram.g_01665	Prbf.g_00661
OG0001044	Pram.g_01666	Prbf.g_00660
OG0001045	Pram.g_01667	Prbf.g_00659
OG0001046	Pram.g_01668	Prbf.g_00658
OG0001047	Pram.g_01671	Prbf.g_00655
OG0001048	Pram.g_01673	Prbf.g_00653
OG0001049	Pram.g_01674	Prbf.g_00652
OG0001050	Pram.g_01675	Prbf.g_00651
OG0001051	Pram.g_01676	Prbf.g_00650
OG0001052	Pram.g_01677	Prbf.g_00649
OG0001053	Pram.g_01679	Prbf.g_00647
OG0001054	Pram.g_01681	Prbf.g_00645
OG0001055	Pram.g_01682	Prbf.g_00644
OG0001056	Pram.g_01683	Prbf.g_00643
OG0001057	Pram.g_01684	Prbf.g_00642
OG0001058	Pram.g_01685	Prbf.g_00641
OG0001059	Pram.g_01686	Prbf.g_00640
OG0001060	Pram.g_01687	Prbf.g_00639
OG0001061	Pram.g_01688	Prbf.g_00638
OG0001062	Pram.g_01689	Prbf.g_00637
OG0001063	Pram.g_01690	Prbf.g_00636
OG0001064	Pram.g_01691	Prbf.g_00634
OG0001065	Pram.g_01695	Prbf.g_00630
OG0001066	Pram.g_01697	Prbf.g_00628
OG0001067	Pram.g_01698	Prbf.g_00627
OG0001068	Pram.g_01701	Prbf.g_00624
OG0001069	Pram.g_01702	Prbf.g_00623
OG0001070	Pram.g_01703	Prbf.g_00622
OG0001071	Pram.g_01704	Prbf.g_00621
OG0001072	Pram.g_01705	Prbf.g_00620
OG0001073	Pram.g_01706	Prbf.g_00619
OG0001074	Pram.g_01707	Prbf.g_00618
OG0001075	Pram.g_01708	Prbf.g_00617
OG0001076	Pram.g_01709	Prbf.g_00616
OG0001077	Pram.g_01710	Prbf.g_00615
OG0001078	Pram.g_01711	Prbf.g_00614
OG0001079	Pram.g_01712	Prbf.g_00613
OG0001080	Pram.g_01713	Prbf.g_00612
OG0001081	Pram.g_01717	Prbf.g_00608
OG0001082	Pram.g_01718	Prbf.g_00607
OG0001083	Pram.g_01722	Prbf.g_00604
OG0001084	Pram.g_01720	Prbf.g_00605
OG0001085	Pram.g_01719	Prbf.g_00606
OG0001086	Pram.g_01716	Prbf.g_00609
OG0001087	Pram.g_01715	Prbf.g_00610
OG0001088	Pram.g_01714	Prbf.g_00611
OG0001089	Pram.g_01727	Prbf.g_00601
OG0001090	Pram.g_01729	Prbf.g_00599
OG0001091	Pram.g_01730	Prbf.g_00598
OG0001092	Pram.g_01731	Prbf.g_00597
OG0001093	Pram.g_01732	Prbf.g_00596
OG0001094	Pram.g_01733	Prbf.g_00595
OG0001095	Pram.g_01734	Prbf.g_00594
OG0001096	Pram.g_01735	Prbf.g_00593
OG0001097	Pram.g_01736	Prbf.g_00592
OG0001098	Pram.g_01737	Prbf.g_00591
OG0001099	Pram.g_01738	Prbf.g_00590
OG0001100	Pram.g_01739	Prbf.g_00589
OG0001101	Pram.g_01740	Prbf.g_00588
OG0001102	Pram.g_01741	Prbf.g_00587
OG0001103	Pram.g_01742	Prbf.g_00586
OG0001104	Pram.g_01743	Prbf.g_00585
OG0001105	Pram.g_01744	Prbf.g_00584
OG0001106	Pram.g_01745	Prbf.g_00583
OG0001107	Pram.g_01746	Prbf.g_00582
OG0001108	Pram.g_01747	Prbf.g_00581
OG0001109	Pram.g_01748	Prbf.g_00580
OG0001110	Pram.g_01749	Prbf.g_00579
