Orthogroup	Pram	Praj
OG0000565	Pram.g_01067	Praj.g_00631
OG0000566	Pram.g_01066	Praj.g_00632
OG0000567	Pram.g_01065	Praj.g_00633
OG0000568	Pram.g_01064	Praj.g_00634
OG0000569	Pram.g_01063	Praj.g_00635
OG0000570	Pram.g_01062	Praj.g_00636
OG0000571	Pram.g_01061	Praj.g_00637
OG0000572	Pram.g_01060	Praj.g_00638
OG0000573	Pram.g_01057	Praj.g_00641
OG0000574	Pram.g_01056	Praj.g_00642
OG0000575	Pram.g_01055	Praj.g_00643
OG0000576	Pram.g_01054	Praj.g_00644
OG0000577	Pram.g_01053	Praj.g_00645
OG0000578	Pram.g_01052	Praj.g_00646
OG0000579	Pram.g_01051	Praj.g_00647
OG0000580	Pram.g_01050	Praj.g_00648
OG0000581	Pram.g_01049	Praj.g_00649
OG0000582	Pram.g_01048	Praj.g_00650
OG0000583	Pram.g_01047	Praj.g_00651
OG0000584	Pram.g_01045	Praj.g_00653
OG0000585	Pram.g_01044	Praj.g_00654
OG0000586	Pram.g_01042	Praj.g_00656
OG0000587	Pram.g_01041	Praj.g_00657
OG0000588	Pram.g_00760	Praj.g_00660
OG0000589	Pram.g_00761	Praj.g_00661
OG0000590	Pram.g_00763	Praj.g_00663
OG0000591	Pram.g_00769	Praj.g_00671
OG0000592	Pram.g_00770	Praj.g_00672
OG0000593	Pram.g_00771	Praj.g_00673
OG0000594	Pram.g_00774	Praj.g_00676
OG0000595	Pram.g_00775	Praj.g_00677
OG0000596	Pram.g_00776	Praj.g_00678
OG0000597	Pram.g_00778	Praj.g_00680
OG0000598	Pram.g_00779	Praj.g_00681
OG0000599	Pram.g_00780	Praj.g_00682
OG0000600	Pram.g_00781	Praj.g_00683
OG0000601	Pram.g_00784	Praj.g_00686
OG0000602	Pram.g_00785	Praj.g_00687
OG0000603	Pram.g_00786	Praj.g_00688
OG0000604	Pram.g_00789	Praj.g_01396
OG0000605	Pram.g_00790	Praj.g_00689
OG0000606	Pram.g_00791	Praj.g_00690
OG0000607	Pram.g_00793	Praj.g_00692
OG0000608	Pram.g_00795	Praj.g_00693
OG0000609	Pram.g_01927	Praj.g_02137
OG0000610	Pram.g_00720	Praj.g_01218
OG0000611	Pram.g_00802	Praj.g_00699
OG0000612	Pram.g_00803	Praj.g_00700
OG0000613	Pram.g_01027	Praj.g_00701
OG0000614	Pram.g_01026	Praj.g_00702
OG0000615	Pram.g_01024	Praj.g_00704
OG0000616	Pram.g_01023	Praj.g_00705
OG0000617	Pram.g_01022	Praj.g_00706
OG0000618	Pram.g_01021	Praj.g_00707
OG0000619	Pram.g_01020	Praj.g_00708
OG0000620	Pram.g_01019	Praj.g_00709
OG0000621	Pram.g_01018	Praj.g_00710
OG0000622	Pram.g_01017	Praj.g_00711
OG0000623	Pram.g_01016	Praj.g_00712
OG0000624	Pram.g_01014	Praj.g_00714
OG0000625	Pram.g_01013	Praj.g_00715
OG0000626	Pram.g_01012	Praj.g_00716
OG0000627	Pram.g_01011	Praj.g_00718
OG0000628	Pram.g_01010	Praj.g_00719
OG0000629	Pram.g_01008	Praj.g_00720
OG0000630	Pram.g_01007	Praj.g_00721
OG0000631	Pram.g_01005	Praj.g_00723
OG0000632	Pram.g_01004	Praj.g_01134
OG0000633	Pram.g_01539	Praj.g_00091
OG0000634	Pram.g_01534	Praj.g_01054
OG0000635	Pram.g_00935	Praj.g_00938
OG0000636	Pram.g_00934	Praj.g_00937
OG0000637	Pram.g_00933	Praj.g_00936
OG0000638	Pram.g_00325	Praj.g_00373
OG0000639	Pram.g_00908	Praj.g_00913
OG0000640	Pram.g_00911	Praj.g_00915
OG0000641	Pram.g_00913	Praj.g_00917
OG0000642	Pram.g_00914	Praj.g_00918
OG0000643	Pram.g_00915	Praj.g_00919
OG0000644	Pram.g_01028	Praj.g_00763
OG0000645	Pram.g_00804	Praj.g_00764
OG0000646	Pram.g_00805	Praj.g_00765
OG0000647	Pram.g_00806	Praj.g_00766
OG0000648	Pram.g_00808	Praj.g_00768
OG0000649	Pram.g_00809	Praj.g_00769
OG0000650	Pram.g_00810	Praj.g_00770
OG0000651	Pram.g_00811	Praj.g_00771
OG0000652	Pram.g_00812	Praj.g_00772
OG0000653	Pram.g_00813	Praj.g_00773
OG0000654	Pram.g_00815	Praj.g_00775
OG0000655	Pram.g_00817	Praj.g_00777
OG0000656	Pram.g_00818	Praj.g_00778
OG0000657	Pram.g_00819	Praj.g_00779
OG0000658	Pram.g_00820	Praj.g_00780
OG0000659	Pram.g_00821	Praj.g_00781
OG0000660	Pram.g_00822	Praj.g_00782
OG0000661	Pram.g_00823	Praj.g_00784
OG0000662	Pram.g_00825	Praj.g_00786
OG0000663	Pram.g_00826	Praj.g_00787
OG0000664	Pram.g_00827	Praj.g_00788
OG0000665	Pram.g_00828	Praj.g_00789
OG0000666	Pram.g_00829	Praj.g_00790
OG0000667	Pram.g_00830	Praj.g_00791
OG0000668	Pram.g_00831	Praj.g_00792
OG0000669	Pram.g_00833	Praj.g_00794
OG0000670	Pram.g_00834	Praj.g_00795
OG0000671	Pram.g_00835	Praj.g_00796
OG0000672	Pram.g_00836	Praj.g_00797
OG0000673	Pram.g_00837	Praj.g_00798
OG0000674	Pram.g_00838	Praj.g_00799
OG0000675	Pram.g_00839	Praj.g_00801
OG0000676	Pram.g_00840	Praj.g_00802
OG0000677	Pram.g_00843	Praj.g_00804
OG0000678	Pram.g_00845	Praj.g_00806
OG0000679	Pram.g_00847	Praj.g_00808
OG0000680	Pram.g_00848	Praj.g_00809
OG0000681	Pram.g_00849	Praj.g_00810
OG0000682	Pram.g_00850	Praj.g_00811
OG0000683	Pram.g_00852	Praj.g_00814
OG0000684	Pram.g_00853	Praj.g_00815
OG0000685	Pram.g_00854	Praj.g_00816
OG0000686	Pram.g_00855	Praj.g_00817
OG0000687	Pram.g_00857	Praj.g_00818
OG0000688	Pram.g_00858	Praj.g_00819
OG0000689	Pram.g_00859	Praj.g_00820
OG0000690	Pram.g_00860	Praj.g_00821
OG0000691	Pram.g_00861	Praj.g_00822
OG0000692	Pram.g_00865	Praj.g_00825
OG0000693	Pram.g_00866	Praj.g_00826
OG0000694	Pram.g_00867	Praj.g_00827
OG0000695	Pram.g_00868	Praj.g_00828
OG0000696	Pram.g_00870	Praj.g_00829
OG0000697	Pram.g_00872	Praj.g_00831
OG0000698	Pram.g_00876	Praj.g_00835
OG0000699	Pram.g_00877	Praj.g_00836
OG0000700	Pram.g_00713	Praj.g_00869
OG0000701	Pram.g_00717	Praj.g_00872
OG0000702	Pram.g_00724	Praj.g_00877
OG0000703	Pram.g_00726	Praj.g_00879
OG0000704	Pram.g_00727	Praj.g_00880
OG0000705	Pram.g_00728	Praj.g_00881
OG0000706	Pram.g_00729	Praj.g_00882
OG0000707	Pram.g_00731	Praj.g_00884
OG0000708	Pram.g_00732	Praj.g_00885
OG0000709	Pram.g_00734	Praj.g_00887
OG0000710	Pram.g_00735	Praj.g_00888
OG0000711	Pram.g_00736	Praj.g_00889
OG0000712	Pram.g_00737	Praj.g_00890
OG0000713	Pram.g_00738	Praj.g_00891
OG0000714	Pram.g_00740	Praj.g_00893
OG0000715	Pram.g_00741	Praj.g_00894
OG0000716	Pram.g_00743	Praj.g_00897
OG0000717	Pram.g_00744	Praj.g_00898
OG0000718	Pram.g_00745	Praj.g_00899
OG0000719	Pram.g_00747	Praj.g_00901
OG0000720	Pram.g_00748	Praj.g_00902
OG0000721	Pram.g_00751	Praj.g_00905
OG0000722	Pram.g_00752	Praj.g_00906
OG0000723	Pram.g_00753	Praj.g_00907
OG0000724	Pram.g_00754	Praj.g_00748
OG0000725	Pram.g_00755	Praj.g_00749
OG0000726	Pram.g_00756	Praj.g_00750
OG0000727	Pram.g_00757	Praj.g_00751
OG0000728	Pram.g_00758	Praj.g_00752
OG0000729	Pram.g_00759	Praj.g_00753
OG0000730	Pram.g_01038	Praj.g_00754
OG0000731	Pram.g_01036	Praj.g_00755
OG0000732	Pram.g_01035	Praj.g_00756
OG0000733	Pram.g_01034	Praj.g_00757
OG0000734	Pram.g_01033	Praj.g_00758
OG0000735	Pram.g_01031	Praj.g_00760
OG0000736	Pram.g_01030	Praj.g_00761
OG0000737	Pram.g_01029	Praj.g_00762
OG0000738	Pram.g_00916	Praj.g_00920
OG0000739	Pram.g_00917	Praj.g_00921
OG0000740	Pram.g_00918	Praj.g_00922
OG0000741	Pram.g_00919	Praj.g_00923
OG0000742	Pram.g_00921	Praj.g_00925
OG0000743	Pram.g_00922	Praj.g_00926
OG0000744	Pram.g_00923	Praj.g_00927
OG0000745	Pram.g_00924	Praj.g_00928
OG0000746	Pram.g_00925	Praj.g_00929
OG0000747	Pram.g_00926	Praj.g_00930
OG0000748	Pram.g_00927	Praj.g_00931
OG0000749	Pram.g_00928	Praj.g_00932
OG0000750	Pram.g_00930	Praj.g_00933
OG0000751	Pram.g_00931	Praj.g_00934
OG0000752	Pram.g_00988	Praj.g_00847
OG0000753	Pram.g_00936	Praj.g_00939
OG0000754	Pram.g_00937	Praj.g_00940
OG0000755	Pram.g_00938	Praj.g_00941
OG0000756	Pram.g_00940	Praj.g_00943
OG0000757	Pram.g_00941	Praj.g_00944
OG0000758	Pram.g_00942	Praj.g_00945
OG0000759	Pram.g_00944	Praj.g_00947
OG0000760	Pram.g_00945	Praj.g_00948
OG0000761	Pram.g_00946	Praj.g_00949
OG0000762	Pram.g_00948	Praj.g_00951
OG0000763	Pram.g_00949	Praj.g_00952
OG0000764	Pram.g_00950	Praj.g_00953
OG0000765	Pram.g_00951	Praj.g_00954
OG0000766	Pram.g_00952	Praj.g_00955
OG0000767	Pram.g_00954	Praj.g_00957
OG0000768	Pram.g_00955	Praj.g_00958
OG0000769	Pram.g_00956	Praj.g_00959
OG0000770	Pram.g_00957	Praj.g_00960
OG0000771	Pram.g_00958	Praj.g_00961
OG0000772	Pram.g_01199	Praj.g_00085
OG0000773	Pram.g_00959	Praj.g_00963
OG0000774	Pram.g_00960	Praj.g_00964
OG0000775	Pram.g_00961	Praj.g_00965
OG0000776	Pram.g_00963	Praj.g_00966
OG0000777	Pram.g_00964	Praj.g_00968
OG0000778	Pram.g_00965	Praj.g_00969
OG0000779	Pram.g_00966	Praj.g_00970
OG0000780	Pram.g_00968	Praj.g_00972
OG0000781	Pram.g_00970	Praj.g_00973
OG0000782	Pram.g_00971	Praj.g_00974
OG0000783	Pram.g_00973	Praj.g_00991
OG0000784	Pram.g_00975	Praj.g_00992
OG0000785	Pram.g_00976	Praj.g_00993
OG0000786	Pram.g_00977	Praj.g_00994
OG0000787	Pram.g_00978	Praj.g_00995
OG0000788	Pram.g_00983	Praj.g_00999
OG0000789	Pram.g_00986	Praj.g_01002
OG0000790	Pram.g_00987	Praj.g_00846
OG0000791	Pram.g_00990	Praj.g_01003
OG0000792	Pram.g_00991	Praj.g_01004
OG0000793	Pram.g_00992	Praj.g_01005
OG0000794	Pram.g_00995	Praj.g_01008
OG0000795	Pram.g_00899	Praj.g_01012
OG0000796	Pram.g_00898	Praj.g_01013
OG0000797	Pram.g_00896	Praj.g_01016
OG0000798	Pram.g_00895	Praj.g_01017
OG0000799	Pram.g_00894	Praj.g_01018
OG0000800	Pram.g_00893	Praj.g_01019
OG0000801	Pram.g_00890	Praj.g_01022
OG0000802	Pram.g_00889	Praj.g_01023
OG0000803	Pram.g_00887	Praj.g_00845
OG0000804	Pram.g_00886	Praj.g_00844
OG0000805	Pram.g_00885	Praj.g_00843
OG0000806	Pram.g_00883	Praj.g_00841
OG0000807	Pram.g_00356	Praj.g_00852
OG0000808	Pram.g_00683	Praj.g_01063
OG0000809	Pram.g_01188	Praj.g_01045
OG0000810	Pram.g_00579	Praj.g_01728
OG0000811	Pram.g_01208	Praj.g_02022
OG0000812	Pram.g_01182	Praj.g_00378
OG0000813	Pram.g_00335	Praj.g_00386
OG0000814	Pram.g_01201	Praj.g_01725
OG0000815	Pram.g_01469	Praj.g_01040
OG0000816	Pram.g_01547	Praj.g_01833
OG0000817	Pram.g_01548	Praj.g_01834
OG0000818	Pram.g_00690	Praj.g_01083
OG0000819	Pram.g_01162	Praj.g_01482
OG0000820	Pram.g_01156	Praj.g_01476
OG0000821	Pram.g_01154	Praj.g_01474
OG0000822	Pram.g_01153	Praj.g_01473
OG0000823	Pram.g_01152	Praj.g_01472
OG0000824	Pram.g_01151	Praj.g_01471
OG0000825	Pram.g_01150	Praj.g_01470
OG0000826	Pram.g_01149	Praj.g_01469
OG0000827	Pram.g_01148	Praj.g_01468
OG0000828	Pram.g_01147	Praj.g_01467
OG0000829	Pram.g_01146	Praj.g_01466
OG0000830	Pram.g_01144	Praj.g_01464
OG0000831	Pram.g_01141	Praj.g_01462
OG0000832	Pram.g_01139	Praj.g_01460
OG0000833	Pram.g_01137	Praj.g_01459
OG0000834	Pram.g_01136	Praj.g_01458
OG0000835	Pram.g_01135	Praj.g_01457
OG0000836	Pram.g_01134	Praj.g_01456
OG0000837	Pram.g_01131	Praj.g_01453
OG0000838	Pram.g_01130	Praj.g_01452
OG0000839	Pram.g_01129	Praj.g_01451
OG0000840	Pram.g_01128	Praj.g_01450
OG0000841	Pram.g_01127	Praj.g_01449
OG0000842	Pram.g_01125	Praj.g_01447
OG0000843	Pram.g_01124	Praj.g_01446
OG0000844	Pram.g_01123	Praj.g_01445
OG0000845	Pram.g_01122	Praj.g_01444
OG0000846	Pram.g_01119	Praj.g_01442
OG0000847	Pram.g_01118	Praj.g_01440
OG0000848	Pram.g_01117	Praj.g_01438
OG0000849	Pram.g_01114	Praj.g_01437
OG0000850	Pram.g_01113	Praj.g_01436
OG0000851	Pram.g_01111	Praj.g_01434
OG0000852	Pram.g_01109	Praj.g_01432
OG0000853	Pram.g_01107	Praj.g_01430
OG0000854	Pram.g_01105	Praj.g_01428
OG0000855	Pram.g_01104	Praj.g_01427
OG0000856	Pram.g_01103	Praj.g_01426
OG0000857	Pram.g_01102	Praj.g_01425
OG0000858	Pram.g_01101	Praj.g_01424
OG0000859	Pram.g_01100	Praj.g_01423
OG0000860	Pram.g_01099	Praj.g_01422
OG0000861	Pram.g_01098	Praj.g_01421
OG0000862	Pram.g_01097	Praj.g_01420
OG0000863	Pram.g_01096	Praj.g_01419
OG0000864	Pram.g_01095	Praj.g_01418
OG0000865	Pram.g_01094	Praj.g_01417
OG0000866	Pram.g_01093	Praj.g_01416
OG0000867	Pram.g_01092	Praj.g_01415
OG0000868	Pram.g_01091	Praj.g_01414
OG0000869	Pram.g_01089	Praj.g_01411
OG0000870	Pram.g_01088	Praj.g_01410
OG0000871	Pram.g_01087	Praj.g_01409
OG0000872	Pram.g_01086	Praj.g_01408
OG0000873	Pram.g_01084	Praj.g_01407
OG0000874	Pram.g_01083	Praj.g_01406
OG0000875	Pram.g_01082	Praj.g_01405
OG0000876	Pram.g_01081	Praj.g_01404
OG0000877	Pram.g_00570	Praj.g_01403
OG0000878	Pram.g_01569	Praj.g_01246
OG0000879	Pram.g_01219	Praj.g_01517
OG0000880	Pram.g_01220	Praj.g_01518
OG0000881	Pram.g_01221	Praj.g_01519
OG0000882	Pram.g_01222	Praj.g_01520
OG0000883	Pram.g_01223	Praj.g_01522
OG0000884	Pram.g_01225	Praj.g_01523
OG0000885	Pram.g_01226	Praj.g_01524
OG0000886	Pram.g_01227	Praj.g_01525
OG0000887	Pram.g_01228	Praj.g_01526
OG0000888	Pram.g_01229	Praj.g_01527
OG0000889	Pram.g_01232	Praj.g_01530
OG0000890	Pram.g_01233	Praj.g_01531
OG0000891	Pram.g_01234	Praj.g_01532
OG0000892	Pram.g_01236	Praj.g_01534
OG0000893	Pram.g_01237	Praj.g_01535
OG0000894	Pram.g_01238	Praj.g_01536
OG0000895	Pram.g_01239	Praj.g_01537
OG0000896	Pram.g_01240	Praj.g_01538
OG0000897	Pram.g_01241	Praj.g_01539
OG0000898	Pram.g_01244	Praj.g_01542
OG0000899	Pram.g_01245	Praj.g_01543
OG0000900	Pram.g_01478	Praj.g_01546
OG0000901	Pram.g_01475	Praj.g_01550
OG0000902	Pram.g_01271	Praj.g_00732
OG0000903	Pram.g_01198	Praj.g_01484
OG0000904	Pram.g_01281	Praj.g_01011
OG0000905	Pram.g_01183	Praj.g_01734
OG0000906	Pram.g_01165	Praj.g_01573
OG0000907	Pram.g_00874	Praj.g_00833
OG0000908	Pram.g_01542	Praj.g_01160
OG0000909	Pram.g_01466	Praj.g_01577
OG0000910	Pram.g_01465	Praj.g_01578
OG0000911	Pram.g_01464	Praj.g_01579
OG0000912	Pram.g_01463	Praj.g_01580
OG0000913	Pram.g_01462	Praj.g_01581
OG0000914	Pram.g_01461	Praj.g_01582
OG0000915	Pram.g_01460	Praj.g_01583
OG0000916	Pram.g_01458	Praj.g_01584
OG0000917	Pram.g_01457	Praj.g_01585
OG0000918	Pram.g_01456	Praj.g_01586
OG0000919	Pram.g_01455	Praj.g_01587
OG0000920	Pram.g_01454	Praj.g_01588
OG0000921	Pram.g_01453	Praj.g_01589
OG0000922	Pram.g_01452	Praj.g_01590
OG0000923	Pram.g_01451	Praj.g_01591
OG0000924	Pram.g_01450	Praj.g_01592
OG0000925	Pram.g_01449	Praj.g_01593
OG0000926	Pram.g_01815	Praj.g_01995
OG0000927	Pram.g_01398	Praj.g_01613
OG0000928	Pram.g_01397	Praj.g_01614
OG0000929	Pram.g_01396	Praj.g_01615
OG0000930	Pram.g_01395	Praj.g_01616
OG0000931	Pram.g_01394	Praj.g_01617
OG0000932	Pram.g_01392	Praj.g_01619
OG0000933	Pram.g_01391	Praj.g_01620
OG0000934	Pram.g_01390	Praj.g_01621
OG0000935	Pram.g_01389	Praj.g_01622
OG0000936	Pram.g_01388	Praj.g_01623
OG0000937	Pram.g_01387	Praj.g_01624
OG0000938	Pram.g_01386	Praj.g_01625
OG0000939	Pram.g_01385	Praj.g_01626
OG0000940	Pram.g_01384	Praj.g_01628
OG0000941	Pram.g_01383	Praj.g_01630
OG0000942	Pram.g_01382	Praj.g_01631
OG0000943	Pram.g_01376	Praj.g_01634
OG0000944	Pram.g_01375	Praj.g_01635
OG0000945	Pram.g_01374	Praj.g_01636
OG0000946	Pram.g_01373	Praj.g_01637
OG0000947	Pram.g_01372	Praj.g_01638
OG0000948	Pram.g_01371	Praj.g_01639
OG0000949	Pram.g_01370	Praj.g_01640
OG0000950	Pram.g_01369	Praj.g_01641
OG0000951	Pram.g_01368	Praj.g_01642
OG0000952	Pram.g_01367	Praj.g_01643
OG0000953	Pram.g_01366	Praj.g_01644
OG0000954	Pram.g_01365	Praj.g_01645
OG0000955	Pram.g_01364	Praj.g_01646
OG0000956	Pram.g_01363	Praj.g_01647
OG0000957	Pram.g_01362	Praj.g_00454
OG0000958	Pram.g_01361	Praj.g_01648
OG0000959	Pram.g_01360	Praj.g_01649
OG0000960	Pram.g_01359	Praj.g_01650
OG0000961	Pram.g_01355	Praj.g_01653
OG0000962	Pram.g_01354	Praj.g_01654
OG0000963	Pram.g_01353	Praj.g_01655
OG0000964	Pram.g_01351	Praj.g_01657
OG0000965	Pram.g_01350	Praj.g_01658
OG0000966	Pram.g_01349	Praj.g_01659
OG0000967	Pram.g_01348	Praj.g_01660
OG0000968	Pram.g_01347	Praj.g_01661
OG0000969	Pram.g_01346	Praj.g_01662
OG0000970	Pram.g_01345	Praj.g_01663
OG0000971	Pram.g_01344	Praj.g_01664
OG0000972	Pram.g_01343	Praj.g_01665
OG0000973	Pram.g_01342	Praj.g_01666
OG0000974	Pram.g_01340	Praj.g_01668
OG0000975	Pram.g_01333	Praj.g_01674
OG0000976	Pram.g_01331	Praj.g_01677
OG0000977	Pram.g_01330	Praj.g_01678
OG0000978	Pram.g_01328	Praj.g_01679
OG0000979	Pram.g_01326	Praj.g_01681
OG0000980	Pram.g_01325	Praj.g_01682
OG0000981	Pram.g_01324	Praj.g_01683
OG0000982	Pram.g_01323	Praj.g_01684
OG0000983	Pram.g_01321	Praj.g_01686
OG0000984	Pram.g_01320	Praj.g_01687
OG0000985	Pram.g_01319	Praj.g_01688
OG0000986	Pram.g_01318	Praj.g_01690
OG0000987	Pram.g_01317	Praj.g_01691
OG0000988	Pram.g_01315	Praj.g_01692
OG0000989	Pram.g_01314	Praj.g_01693
OG0000990	Pram.g_01313	Praj.g_01694
OG0000991	Pram.g_01312	Praj.g_01695
OG0000992	Pram.g_01311	Praj.g_01696
OG0000993	Pram.g_01310	Praj.g_01697
OG0000994	Pram.g_01309	Praj.g_01698
OG0000995	Pram.g_01308	Praj.g_01699
OG0000996	Pram.g_01307	Praj.g_01700
OG0000997	Pram.g_01306	Praj.g_01701
OG0000998	Pram.g_01305	Praj.g_01702
OG0000999	Pram.g_01304	Praj.g_01703
OG0001000	Pram.g_01303	Praj.g_01704
OG0001001	Pram.g_01301	Praj.g_01706
OG0001002	Pram.g_01300	Praj.g_01707
OG0001003	Pram.g_01299	Praj.g_01708
OG0001004	Pram.g_01298	Praj.g_01709
OG0001005	Pram.g_01296	Praj.g_01711
OG0001006	Pram.g_01295	Praj.g_01712
OG0001007	Pram.g_01294	Praj.g_01713
OG0001008	Pram.g_01292	Praj.g_01715
OG0001009	Pram.g_01291	Praj.g_01716
OG0001010	Pram.g_01577	Praj.g_01499
OG0001011	Pram.g_00567	Praj.g_01599
OG0001012	Pram.g_00824	Praj.g_00785
OG0001013	Pram.g_01625	Praj.g_01763
OG0001014	Pram.g_01626	Praj.g_01764
OG0001015	Pram.g_01633	Praj.g_01769
OG0001016	Pram.g_01634	Praj.g_01770
OG0001017	Pram.g_01635	Praj.g_01771
OG0001018	Pram.g_01636	Praj.g_01772
OG0001019	Pram.g_01638	Praj.g_01773
OG0001020	Pram.g_01639	Praj.g_01774
OG0001021	Pram.g_01640	Praj.g_01775
OG0001022	Pram.g_01641	Praj.g_01776
OG0001023	Pram.g_01642	Praj.g_01777
OG0001024	Pram.g_01644	Praj.g_01778
OG0001025	Pram.g_01645	Praj.g_01779
OG0001026	Pram.g_01646	Praj.g_01780
OG0001027	Pram.g_01647	Praj.g_01781
OG0001028	Pram.g_01648	Praj.g_01782
OG0001029	Pram.g_01649	Praj.g_01783
OG0001030	Pram.g_01650	Praj.g_01784
OG0001031	Pram.g_01651	Praj.g_01785
OG0001032	Pram.g_01652	Praj.g_01786
OG0001033	Pram.g_01653	Praj.g_01787
OG0001034	Pram.g_01654	Praj.g_01788
OG0001035	Pram.g_01656	Praj.g_01790
OG0001036	Pram.g_01657	Praj.g_01791
OG0001037	Pram.g_01658	Praj.g_01792
OG0001038	Pram.g_01659	Praj.g_01793
OG0001039	Pram.g_01660	Praj.g_01794
OG0001040	Pram.g_01662	Praj.g_01796
OG0001041	Pram.g_01663	Praj.g_01797
OG0001042	Pram.g_01664	Praj.g_01798
OG0001043	Pram.g_01665	Praj.g_01799
OG0001044	Pram.g_01666	Praj.g_01800
OG0001045	Pram.g_01667	Praj.g_01801
OG0001046	Pram.g_01668	Praj.g_01802
OG0001047	Pram.g_01671	Praj.g_01804
OG0001048	Pram.g_01673	Praj.g_01806
OG0001049	Pram.g_01674	Praj.g_01807
OG0001050	Pram.g_01675	Praj.g_01808
OG0001051	Pram.g_01676	Praj.g_01809
OG0001052	Pram.g_01677	Praj.g_01810
OG0001053	Pram.g_01679	Praj.g_01812
OG0001054	Pram.g_01681	Praj.g_01814
OG0001055	Pram.g_01682	Praj.g_01815
OG0001056	Pram.g_01683	Praj.g_01816
OG0001057	Pram.g_01684	Praj.g_01817
OG0001058	Pram.g_01685	Praj.g_01818
OG0001059	Pram.g_01686	Praj.g_01819
OG0001060	Pram.g_01687	Praj.g_01820
OG0001061	Pram.g_01688	Praj.g_01821
OG0001062	Pram.g_01689	Praj.g_01822
OG0001063	Pram.g_01690	Praj.g_01823
OG0001064	Pram.g_01691	Praj.g_01825
OG0001065	Pram.g_01695	Praj.g_01868
OG0001066	Pram.g_01697	Praj.g_01870
OG0001067	Pram.g_01698	Praj.g_01871
OG0001068	Pram.g_01701	Praj.g_01873
OG0001069	Pram.g_01702	Praj.g_01874
OG0001070	Pram.g_01703	Praj.g_01875
OG0001071	Pram.g_01704	Praj.g_01876
OG0001072	Pram.g_01705	Praj.g_01877
OG0001073	Pram.g_01706	Praj.g_01878
OG0001074	Pram.g_01707	Praj.g_01879
OG0001075	Pram.g_01708	Praj.g_01880
OG0001076	Pram.g_01709	Praj.g_01881
OG0001077	Pram.g_01710	Praj.g_01882
OG0001078	Pram.g_01711	Praj.g_01883
OG0001079	Pram.g_01712	Praj.g_01884
OG0001080	Pram.g_01713	Praj.g_01885
OG0001081	Pram.g_01717	Praj.g_01894
OG0001082	Pram.g_01718	Praj.g_01893
OG0001083	Pram.g_01722	Praj.g_01889
OG0001084	Pram.g_01720	Praj.g_01891
OG0001085	Pram.g_01719	Praj.g_01892
OG0001086	Pram.g_01716	Praj.g_01888
OG0001087	Pram.g_01715	Praj.g_01887
OG0001088	Pram.g_01714	Praj.g_01886
OG0001089	Pram.g_01727	Praj.g_01909
OG0001090	Pram.g_01729	Praj.g_01911
OG0001091	Pram.g_01730	Praj.g_01912
OG0001092	Pram.g_01731	Praj.g_01913
OG0001093	Pram.g_01732	Praj.g_01914
OG0001094	Pram.g_01733	Praj.g_01915
OG0001095	Pram.g_01734	Praj.g_01916
OG0001096	Pram.g_01735	Praj.g_01917
OG0001097	Pram.g_01736	Praj.g_01918
OG0001098	Pram.g_01737	Praj.g_01919
OG0001099	Pram.g_01738	Praj.g_01920
OG0001100	Pram.g_01739	Praj.g_01921
OG0001101	Pram.g_01740	Praj.g_01922
OG0001102	Pram.g_01741	Praj.g_01923
OG0001103	Pram.g_01742	Praj.g_01924
OG0001104	Pram.g_01743	Praj.g_01925
OG0001105	Pram.g_01744	Praj.g_01926
OG0001106	Pram.g_01745	Praj.g_01927
OG0001107	Pram.g_01746	Praj.g_01928
OG0001108	Pram.g_01747	Praj.g_01929
OG0001109	Pram.g_01748	Praj.g_01930
OG0001110	Pram.g_01749	Praj.g_01931
OG0001111	Pram.g_01750	Praj.g_01932
OG0001112	Pram.g_01751	Praj.g_01933
OG0001113	Pram.g_01752	Praj.g_01934
OG0001114	Pram.g_01753	Praj.g_01935
OG0001115	Pram.g_01754	Praj.g_01936
OG0001116	Pram.g_01755	Praj.g_01937
OG0001117	Pram.g_01756	Praj.g_01938
OG0001118	Pram.g_01757	Praj.g_01939
OG0001119	Pram.g_01758	Praj.g_01940
OG0001120	Pram.g_01759	Praj.g_01941
OG0001121	Pram.g_01761	Praj.g_01943
OG0001122	Pram.g_01762	Praj.g_01944
OG0001123	Pram.g_01763	Praj.g_01945
OG0001124	Pram.g_01765	Praj.g_01947
OG0001125	Pram.g_01767	Praj.g_01949
OG0001126	Pram.g_01768	Praj.g_01950
OG0001127	Pram.g_01771	Praj.g_01953
OG0001128	Pram.g_01772	Praj.g_01954
OG0001129	Pram.g_01773	Praj.g_01955
OG0001130	Pram.g_01776	Praj.g_01958
OG0001131	Pram.g_01777	Praj.g_01959
OG0001132	Pram.g_01778	Praj.g_01960
OG0001133	Pram.g_01779	Praj.g_01961
OG0001134	Pram.g_01780	Praj.g_01962
OG0001135	Pram.g_01781	Praj.g_01963
OG0001136	Pram.g_01782	Praj.g_01964
OG0001137	Pram.g_01783	Praj.g_01965
OG0001138	Pram.g_01784	Praj.g_01966
OG0001139	Pram.g_01786	Praj.g_01968
OG0001140	Pram.g_01787	Praj.g_01969
OG0001141	Pram.g_01788	Praj.g_01970
OG0001142	Pram.g_01793	Praj.g_01975
OG0001143	Pram.g_01794	Praj.g_01976
OG0001144	Pram.g_01795	Praj.g_01977
OG0001145	Pram.g_01796	Praj.g_01978
OG0001146	Pram.g_01797	Praj.g_01979
