Orthogroup	Pram	Prbk
OG0000572	Pram.g_01060	Prbk.g_02656
OG0000573	Pram.g_01057	Prbk.g_00738
OG0000574	Pram.g_01056	Prbk.g_00729
OG0000575	Pram.g_01055	Prbk.g_00728
OG0000576	Pram.g_01054	Prbk.g_00727
OG0000577	Pram.g_01053	Prbk.g_00726
OG0000578	Pram.g_01052	Prbk.g_00725
OG0000579	Pram.g_01051	Prbk.g_00723
OG0000580	Pram.g_01050	Prbk.g_00720
OG0000581	Pram.g_01049	Prbk.g_00719
OG0000582	Pram.g_01048	Prbk.g_00718
OG0000583	Pram.g_01047	Prbk.g_00717
OG0000584	Pram.g_01045	Prbk.g_00715
OG0000585	Pram.g_01044	Prbk.g_00714
OG0000586	Pram.g_01042	Prbk.g_00712
OG0000587	Pram.g_01041	Prbk.g_00711
OG0000588	Pram.g_00760	Prbk.g_00708
OG0000589	Pram.g_00761	Prbk.g_00706
OG0000590	Pram.g_00763	Prbk.g_00478
OG0000591	Pram.g_00769	Prbk.g_01361
OG0000592	Pram.g_00770	Prbk.g_01767
OG0000593	Pram.g_00771	Prbk.g_00672
OG0000594	Pram.g_00774	Prbk.g_02509
OG0000595	Pram.g_00775	Prbk.g_01925
OG0000596	Pram.g_00776	Prbk.g_01805
OG0000597	Pram.g_00778	Prbk.g_01827
OG0000598	Pram.g_00779	Prbk.g_01821
OG0000599	Pram.g_00780	Prbk.g_01817
OG0000600	Pram.g_00781	Prbk.g_01816
OG0000601	Pram.g_00784	Prbk.g_01802
OG0000602	Pram.g_00785	Prbk.g_01801
OG0000603	Pram.g_00786	Prbk.g_01800
OG0000604	Pram.g_00789	Prbk.g_01760
OG0000605	Pram.g_00790	Prbk.g_01761
OG0000606	Pram.g_00791	Prbk.g_01764
OG0000607	Pram.g_00793	Prbk.g_01766
OG0000608	Pram.g_00795	Prbk.g_02429
OG0000609	Pram.g_01927	Prbk.g_02262
OG0000610	Pram.g_00720	Prbk.g_00169
OG0000611	Pram.g_00802	Prbk.g_00617
OG0000612	Pram.g_00803	Prbk.g_00616
OG0000613	Pram.g_01027	Prbk.g_00615
OG0000614	Pram.g_01026	Prbk.g_00614
OG0000615	Pram.g_01024	Prbk.g_00613
OG0000616	Pram.g_01023	Prbk.g_00612
OG0000617	Pram.g_01022	Prbk.g_00611
OG0000618	Pram.g_01021	Prbk.g_00610
OG0000619	Pram.g_01020	Prbk.g_00608
OG0000620	Pram.g_01019	Prbk.g_00607
OG0000621	Pram.g_01018	Prbk.g_00606
OG0000622	Pram.g_01017	Prbk.g_00605
OG0000623	Pram.g_01016	Prbk.g_00604
OG0000624	Pram.g_01014	Prbk.g_00603
OG0000625	Pram.g_01013	Prbk.g_00602
OG0000626	Pram.g_01012	Prbk.g_00601
OG0000627	Pram.g_01011	Prbk.g_02376
OG0000628	Pram.g_01010	Prbk.g_02375
OG0000629	Pram.g_01008	Prbk.g_02372
OG0000630	Pram.g_01007	Prbk.g_02371
OG0000631	Pram.g_01005	Prbk.g_02368
OG0000632	Pram.g_01004	Prbk.g_01780
OG0000633	Pram.g_01539	Prbk.g_01872
OG0000634	Pram.g_01534	Prbk.g_01863
OG0000635	Pram.g_00935	Prbk.g_02332
OG0000636	Pram.g_00934	Prbk.g_02333
OG0000637	Pram.g_00933	Prbk.g_02334
OG0000638	Pram.g_00325	Prbk.g_00865
OG0000639	Pram.g_00908	Prbk.g_01455
OG0000640	Pram.g_00911	Prbk.g_02367
OG0000641	Pram.g_00913	Prbk.g_02362
OG0000642	Pram.g_00914	Prbk.g_02361
OG0000643	Pram.g_00915	Prbk.g_02360
OG0000644	Pram.g_01028	Prbk.g_02462
OG0000645	Pram.g_00804	Prbk.g_02463
OG0000646	Pram.g_00805	Prbk.g_02464
OG0000647	Pram.g_00806	Prbk.g_02465
OG0000648	Pram.g_00808	Prbk.g_02467
OG0000649	Pram.g_00809	Prbk.g_02468
OG0000650	Pram.g_00810	Prbk.g_02469
OG0000651	Pram.g_00811	Prbk.g_02470
OG0000652	Pram.g_00812	Prbk.g_02471
OG0000653	Pram.g_00813	Prbk.g_02472
OG0000654	Pram.g_00815	Prbk.g_02474
OG0000655	Pram.g_00817	Prbk.g_02476
OG0000656	Pram.g_00818	Prbk.g_02477
OG0000657	Pram.g_00819	Prbk.g_02478
OG0000658	Pram.g_00820	Prbk.g_02479
OG0000659	Pram.g_00821	Prbk.g_02480
OG0000660	Pram.g_00822	Prbk.g_02481
OG0000661	Pram.g_00823	Prbk.g_02483
OG0000662	Pram.g_00825	Prbk.g_02486
OG0000663	Pram.g_00826	Prbk.g_02487
OG0000664	Pram.g_00827	Prbk.g_02488
OG0000665	Pram.g_00828	Prbk.g_02489
OG0000666	Pram.g_00829	Prbk.g_02490
OG0000667	Pram.g_00830	Prbk.g_02491
OG0000668	Pram.g_00831	Prbk.g_02492
OG0000669	Pram.g_00833	Prbk.g_02494
OG0000670	Pram.g_00834	Prbk.g_02495
OG0000671	Pram.g_00835	Prbk.g_02496
OG0000672	Pram.g_00836	Prbk.g_02497
OG0000673	Pram.g_00837	Prbk.g_02498
OG0000674	Pram.g_00838	Prbk.g_02499
OG0000675	Pram.g_00839	Prbk.g_02526
OG0000676	Pram.g_00840	Prbk.g_02527
OG0000677	Pram.g_00843	Prbk.g_02530
OG0000678	Pram.g_00845	Prbk.g_02532
OG0000679	Pram.g_00847	Prbk.g_02534
OG0000680	Pram.g_00848	Prbk.g_02535
OG0000681	Pram.g_00849	Prbk.g_02536
OG0000682	Pram.g_00850	Prbk.g_02537
OG0000683	Pram.g_00852	Prbk.g_02539
OG0000684	Pram.g_00853	Prbk.g_02540
OG0000685	Pram.g_00854	Prbk.g_02541
OG0000686	Pram.g_00855	Prbk.g_02542
OG0000687	Pram.g_00857	Prbk.g_02543
OG0000688	Pram.g_00858	Prbk.g_02544
OG0000689	Pram.g_00859	Prbk.g_02546
OG0000690	Pram.g_00860	Prbk.g_02547
OG0000691	Pram.g_00861	Prbk.g_02548
OG0000692	Pram.g_00865	Prbk.g_02559
OG0000693	Pram.g_00866	Prbk.g_02560
OG0000694	Pram.g_00867	Prbk.g_02563
OG0000695	Pram.g_00868	Prbk.g_02567
OG0000696	Pram.g_00870	Prbk.g_02568
OG0000697	Pram.g_00872	Prbk.g_02570
OG0000698	Pram.g_00876	Prbk.g_02379
OG0000699	Pram.g_00877	Prbk.g_00598
OG0000700	Pram.g_00713	Prbk.g_00582
OG0000701	Pram.g_00717	Prbk.g_00193
OG0000702	Pram.g_00724	Prbk.g_02580
OG0000703	Pram.g_00726	Prbk.g_02389
OG0000704	Pram.g_00727	Prbk.g_01662
OG0000705	Pram.g_00728	Prbk.g_02390
OG0000706	Pram.g_00729	Prbk.g_02391
OG0000707	Pram.g_00731	Prbk.g_02393
OG0000708	Pram.g_00732	Prbk.g_02394
OG0000709	Pram.g_00734	Prbk.g_02396
OG0000710	Pram.g_00735	Prbk.g_02397
OG0000711	Pram.g_00736	Prbk.g_02398
OG0000712	Pram.g_00737	Prbk.g_02399
OG0000713	Pram.g_00738	Prbk.g_02400
OG0000714	Pram.g_00740	Prbk.g_02408
OG0000715	Pram.g_00741	Prbk.g_02410
OG0000716	Pram.g_00743	Prbk.g_02415
OG0000717	Pram.g_00744	Prbk.g_02417
OG0000718	Pram.g_00745	Prbk.g_02420
OG0000719	Pram.g_00747	Prbk.g_02435
OG0000720	Pram.g_00748	Prbk.g_02436
OG0000721	Pram.g_00751	Prbk.g_02438
OG0000722	Pram.g_00752	Prbk.g_02439
OG0000723	Pram.g_00753	Prbk.g_02440
OG0000724	Pram.g_00754	Prbk.g_02453
OG0000725	Pram.g_00755	Prbk.g_02452
OG0000726	Pram.g_00756	Prbk.g_02451
OG0000727	Pram.g_00757	Prbk.g_02450
OG0000728	Pram.g_00758	Prbk.g_02449
OG0000729	Pram.g_00759	Prbk.g_02447
OG0000730	Pram.g_01038	Prbk.g_02444
OG0000731	Pram.g_01036	Prbk.g_02455
OG0000732	Pram.g_01035	Prbk.g_02456
OG0000733	Pram.g_01034	Prbk.g_02457
OG0000734	Pram.g_01033	Prbk.g_02458
OG0000735	Pram.g_01031	Prbk.g_02459
OG0000736	Pram.g_01030	Prbk.g_02460
OG0000737	Pram.g_01029	Prbk.g_02461
OG0000738	Pram.g_00916	Prbk.g_02359
OG0000739	Pram.g_00917	Prbk.g_02358
OG0000740	Pram.g_00918	Prbk.g_02357
OG0000741	Pram.g_00919	Prbk.g_02355
OG0000742	Pram.g_00921	Prbk.g_02353
OG0000743	Pram.g_00922	Prbk.g_02352
OG0000744	Pram.g_00923	Prbk.g_02350
OG0000745	Pram.g_00924	Prbk.g_02349
OG0000746	Pram.g_00925	Prbk.g_02348
OG0000747	Pram.g_00926	Prbk.g_01698
OG0000748	Pram.g_00927	Prbk.g_02340
OG0000749	Pram.g_00928	Prbk.g_02339
OG0000750	Pram.g_00930	Prbk.g_02337
OG0000751	Pram.g_00931	Prbk.g_02336
OG0000752	Pram.g_00988	Prbk.g_02189
OG0000753	Pram.g_00936	Prbk.g_02331
OG0000754	Pram.g_00937	Prbk.g_02330
OG0000755	Pram.g_00938	Prbk.g_02329
OG0000756	Pram.g_00940	Prbk.g_02327
OG0000757	Pram.g_00941	Prbk.g_02326
OG0000758	Pram.g_00942	Prbk.g_02325
OG0000759	Pram.g_00944	Prbk.g_02320
OG0000760	Pram.g_00945	Prbk.g_02319
OG0000761	Pram.g_00946	Prbk.g_02317
OG0000762	Pram.g_00948	Prbk.g_02315
OG0000763	Pram.g_00949	Prbk.g_02313
OG0000764	Pram.g_00950	Prbk.g_02311
OG0000765	Pram.g_00951	Prbk.g_02310
OG0000766	Pram.g_00952	Prbk.g_02309
OG0000767	Pram.g_00954	Prbk.g_02307
OG0000768	Pram.g_00955	Prbk.g_02306
OG0000769	Pram.g_00956	Prbk.g_02305
OG0000770	Pram.g_00957	Prbk.g_02304
OG0000771	Pram.g_00958	Prbk.g_02303
OG0000772	Pram.g_01199	Prbk.g_01728
OG0000773	Pram.g_00959	Prbk.g_02301
OG0000774	Pram.g_00960	Prbk.g_02299
OG0000775	Pram.g_00961	Prbk.g_02297
OG0000776	Pram.g_00963	Prbk.g_02293
OG0000777	Pram.g_00964	Prbk.g_02292
OG0000778	Pram.g_00965	Prbk.g_00562
OG0000779	Pram.g_00966	Prbk.g_00566
OG0000780	Pram.g_00968	Prbk.g_00568
OG0000781	Pram.g_00970	Prbk.g_00572
OG0000782	Pram.g_00971	Prbk.g_00573
OG0000783	Pram.g_00973	Prbk.g_00578
OG0000784	Pram.g_00975	Prbk.g_00580
OG0000785	Pram.g_00976	Prbk.g_00581
OG0000786	Pram.g_00977	Prbk.g_00583
OG0000787	Pram.g_00978	Prbk.g_00584
OG0000788	Pram.g_00983	Prbk.g_00590
OG0000789	Pram.g_00986	Prbk.g_00593
OG0000790	Pram.g_00987	Prbk.g_02190
OG0000791	Pram.g_00990	Prbk.g_00594
OG0000792	Pram.g_00991	Prbk.g_00595
OG0000793	Pram.g_00992	Prbk.g_00596
OG0000794	Pram.g_00995	Prbk.g_00599
OG0000795	Pram.g_00899	Prbk.g_00068
OG0000796	Pram.g_00898	Prbk.g_00067
OG0000797	Pram.g_00896	Prbk.g_00064
OG0000798	Pram.g_00895	Prbk.g_00063
OG0000799	Pram.g_00894	Prbk.g_00062
OG0000800	Pram.g_00893	Prbk.g_00061
OG0000801	Pram.g_00890	Prbk.g_00058
OG0000802	Pram.g_00889	Prbk.g_00057
OG0000803	Pram.g_00887	Prbk.g_00054
OG0000804	Pram.g_00886	Prbk.g_00053
OG0000805	Pram.g_00885	Prbk.g_00052
OG0000806	Pram.g_00883	Prbk.g_00051
OG0000807	Pram.g_00356	Prbk.g_00627
OG0000808	Pram.g_00683	Prbk.g_02595
OG0000809	Pram.g_01188	Prbk.g_02022
OG0000810	Pram.g_00579	Prbk.g_01700
OG0000811	Pram.g_01208	Prbk.g_01531
OG0000812	Pram.g_01182	Prbk.g_00869
OG0000813	Pram.g_00335	Prbk.g_00879
OG0000814	Pram.g_01201	Prbk.g_01234
OG0000815	Pram.g_01469	Prbk.g_02613
OG0000816	Pram.g_01547	Prbk.g_02202
OG0000817	Pram.g_01548	Prbk.g_02196
OG0000818	Pram.g_00690	Prbk.g_01456
OG0000819	Pram.g_01162	Prbk.g_01227
OG0000820	Pram.g_01156	Prbk.g_00004
OG0000821	Pram.g_01154	Prbk.g_01037
OG0000822	Pram.g_01153	Prbk.g_01036
OG0000823	Pram.g_01152	Prbk.g_01035
OG0000824	Pram.g_01151	Prbk.g_01034
OG0000825	Pram.g_01150	Prbk.g_01032
OG0000826	Pram.g_01149	Prbk.g_01031
OG0000827	Pram.g_01148	Prbk.g_01028
OG0000828	Pram.g_01147	Prbk.g_01026
OG0000829	Pram.g_01146	Prbk.g_01025
OG0000830	Pram.g_01144	Prbk.g_01022
OG0000831	Pram.g_01141	Prbk.g_01020
OG0000832	Pram.g_01139	Prbk.g_01018
OG0000833	Pram.g_01137	Prbk.g_01017
OG0000834	Pram.g_01136	Prbk.g_00141
OG0000835	Pram.g_01135	Prbk.g_00142
OG0000836	Pram.g_01134	Prbk.g_00143
OG0000837	Pram.g_01131	Prbk.g_00153
OG0000838	Pram.g_01130	Prbk.g_00155
OG0000839	Pram.g_01129	Prbk.g_00156
OG0000840	Pram.g_01128	Prbk.g_00157
OG0000841	Pram.g_01127	Prbk.g_00158
OG0000842	Pram.g_01125	Prbk.g_00106
OG0000843	Pram.g_01124	Prbk.g_00105
OG0000844	Pram.g_01123	Prbk.g_00104
OG0000845	Pram.g_01122	Prbk.g_00103
OG0000846	Pram.g_01119	Prbk.g_00100
OG0000847	Pram.g_01118	Prbk.g_00099
OG0000848	Pram.g_01117	Prbk.g_01501
OG0000849	Pram.g_01114	Prbk.g_01498
OG0000850	Pram.g_01113	Prbk.g_01497
OG0000851	Pram.g_01111	Prbk.g_00139
OG0000852	Pram.g_01109	Prbk.g_00137
OG0000853	Pram.g_01107	Prbk.g_00135
OG0000854	Pram.g_01105	Prbk.g_00133
OG0000855	Pram.g_01104	Prbk.g_00132
OG0000856	Pram.g_01103	Prbk.g_00131
OG0000857	Pram.g_01102	Prbk.g_00130
OG0000858	Pram.g_01101	Prbk.g_00129
OG0000859	Pram.g_01100	Prbk.g_00128
OG0000860	Pram.g_01099	Prbk.g_00127
OG0000861	Pram.g_01098	Prbk.g_01503
OG0000862	Pram.g_01097	Prbk.g_01504
OG0000863	Pram.g_01096	Prbk.g_01505
OG0000864	Pram.g_01095	Prbk.g_01506
OG0000865	Pram.g_01094	Prbk.g_01508
OG0000866	Pram.g_01093	Prbk.g_00189
OG0000867	Pram.g_01092	Prbk.g_00188
OG0000868	Pram.g_01091	Prbk.g_00186
OG0000869	Pram.g_01089	Prbk.g_00183
OG0000870	Pram.g_01088	Prbk.g_00182
OG0000871	Pram.g_01087	Prbk.g_00178
OG0000872	Pram.g_01086	Prbk.g_00177
OG0000873	Pram.g_01084	Prbk.g_00175
OG0000874	Pram.g_01083	Prbk.g_00174
OG0000875	Pram.g_01082	Prbk.g_00097
OG0000876	Pram.g_01081	Prbk.g_00098
OG0000877	Pram.g_00570	Prbk.g_00122
OG0000878	Pram.g_01569	Prbk.g_02011
OG0000879	Pram.g_01219	Prbk.g_00164
OG0000880	Pram.g_01220	Prbk.g_00163
OG0000881	Pram.g_01221	Prbk.g_00162
OG0000882	Pram.g_01222	Prbk.g_01194
OG0000883	Pram.g_01223	Prbk.g_01192
OG0000884	Pram.g_01225	Prbk.g_01190
OG0000885	Pram.g_01226	Prbk.g_01189
OG0000886	Pram.g_01227	Prbk.g_01188
OG0000887	Pram.g_01228	Prbk.g_01187
OG0000888	Pram.g_01229	Prbk.g_01186
OG0000889	Pram.g_01232	Prbk.g_01182
OG0000890	Pram.g_01233	Prbk.g_01179
OG0000891	Pram.g_01234	Prbk.g_01178
OG0000892	Pram.g_01236	Prbk.g_01175
OG0000893	Pram.g_01237	Prbk.g_01174
OG0000894	Pram.g_01238	Prbk.g_01173
OG0000895	Pram.g_01239	Prbk.g_01172
OG0000896	Pram.g_01240	Prbk.g_01171
OG0000897	Pram.g_01241	Prbk.g_01170
OG0000898	Pram.g_01244	Prbk.g_01167
OG0000899	Pram.g_01245	Prbk.g_01166
OG0000900	Pram.g_01478	Prbk.g_01199
OG0000901	Pram.g_01475	Prbk.g_02120
OG0000902	Pram.g_01271	Prbk.g_00334
OG0000903	Pram.g_01198	Prbk.g_02564
OG0000904	Pram.g_01281	Prbk.g_01691
OG0000905	Pram.g_01183	Prbk.g_00055
OG0000906	Pram.g_01165	Prbk.g_00629
OG0000907	Pram.g_00874	Prbk.g_02578
OG0000908	Pram.g_01542	Prbk.g_00923
OG0000909	Pram.g_01466	Prbk.g_02051
OG0000910	Pram.g_01465	Prbk.g_02050
OG0000911	Pram.g_01464	Prbk.g_02049
OG0000912	Pram.g_01463	Prbk.g_02048
OG0000913	Pram.g_01462	Prbk.g_02047
OG0000914	Pram.g_01461	Prbk.g_02046
OG0000915	Pram.g_01460	Prbk.g_02045
OG0000916	Pram.g_01458	Prbk.g_02044
OG0000917	Pram.g_01457	Prbk.g_02042
OG0000918	Pram.g_01456	Prbk.g_02041
OG0000919	Pram.g_01455	Prbk.g_02040
OG0000920	Pram.g_01454	Prbk.g_02039
OG0000921	Pram.g_01453	Prbk.g_02038
OG0000922	Pram.g_01452	Prbk.g_02037
OG0000923	Pram.g_01451	Prbk.g_02036
OG0000924	Pram.g_01450	Prbk.g_02035
OG0000925	Pram.g_01449	Prbk.g_02034
OG0000926	Pram.g_01815	Prbk.g_00526
OG0000927	Pram.g_01398	Prbk.g_01929
OG0000928	Pram.g_01397	Prbk.g_01930
OG0000929	Pram.g_01396	Prbk.g_01931
OG0000930	Pram.g_01395	Prbk.g_01937
OG0000931	Pram.g_01394	Prbk.g_01938
OG0000932	Pram.g_01392	Prbk.g_00244
OG0000933	Pram.g_01391	Prbk.g_00246
OG0000934	Pram.g_01390	Prbk.g_00247
OG0000935	Pram.g_01389	Prbk.g_00248
OG0000936	Pram.g_01388	Prbk.g_00249
OG0000937	Pram.g_01387	Prbk.g_00250
OG0000938	Pram.g_01386	Prbk.g_00252
OG0000939	Pram.g_01385	Prbk.g_00253
OG0000940	Pram.g_01384	Prbk.g_00255
OG0000941	Pram.g_01383	Prbk.g_00257
OG0000942	Pram.g_01382	Prbk.g_00258
OG0000943	Pram.g_01376	Prbk.g_00261
OG0000944	Pram.g_01375	Prbk.g_00270
OG0000945	Pram.g_01374	Prbk.g_00271
OG0000946	Pram.g_01373	Prbk.g_00272
OG0000947	Pram.g_01372	Prbk.g_00273
OG0000948	Pram.g_01371	Prbk.g_00274
OG0000949	Pram.g_01370	Prbk.g_00275
OG0000950	Pram.g_01369	Prbk.g_00276
OG0000951	Pram.g_01368	Prbk.g_00277
OG0000952	Pram.g_01367	Prbk.g_00278
OG0000953	Pram.g_01366	Prbk.g_00279
OG0000954	Pram.g_01365	Prbk.g_00280
OG0000955	Pram.g_01364	Prbk.g_00281
OG0000956	Pram.g_01363	Prbk.g_00282
OG0000957	Pram.g_01362	Prbk.g_00283
OG0000958	Pram.g_01361	Prbk.g_01237
OG0000959	Pram.g_01360	Prbk.g_01236
OG0000960	Pram.g_01359	Prbk.g_01235
OG0000961	Pram.g_01355	Prbk.g_01228
OG0000962	Pram.g_01354	Prbk.g_01226
OG0000963	Pram.g_01353	Prbk.g_01225
OG0000964	Pram.g_01351	Prbk.g_01222
OG0000965	Pram.g_01350	Prbk.g_01221
OG0000966	Pram.g_01349	Prbk.g_01220
OG0000967	Pram.g_01348	Prbk.g_01219
OG0000968	Pram.g_01347	Prbk.g_01218
OG0000969	Pram.g_01346	Prbk.g_01217
OG0000970	Pram.g_01345	Prbk.g_01216
OG0000971	Pram.g_01344	Prbk.g_01215
OG0000972	Pram.g_01343	Prbk.g_01214
OG0000973	Pram.g_01342	Prbk.g_01213
OG0000974	Pram.g_01340	Prbk.g_01211
OG0000975	Pram.g_01333	Prbk.g_01654
OG0000976	Pram.g_01331	Prbk.g_02016
OG0000977	Pram.g_01330	Prbk.g_02006
OG0000978	Pram.g_01328	Prbk.g_02004
OG0000979	Pram.g_01326	Prbk.g_02002
OG0000980	Pram.g_01325	Prbk.g_02001
OG0000981	Pram.g_01324	Prbk.g_02596
OG0000982	Pram.g_01323	Prbk.g_02000
OG0000983	Pram.g_01321	Prbk.g_01998
OG0000984	Pram.g_01320	Prbk.g_01997
OG0000985	Pram.g_01319	Prbk.g_01996
OG0000986	Pram.g_01318	Prbk.g_01994
OG0000987	Pram.g_01317	Prbk.g_01993
OG0000988	Pram.g_01315	Prbk.g_01991
OG0000989	Pram.g_01314	Prbk.g_01990
OG0000990	Pram.g_01313	Prbk.g_01989
OG0000991	Pram.g_01312	Prbk.g_01988
OG0000992	Pram.g_01311	Prbk.g_01987
OG0000993	Pram.g_01310	Prbk.g_01986
OG0000994	Pram.g_01309	Prbk.g_01985
OG0000995	Pram.g_01308	Prbk.g_01983
OG0000996	Pram.g_01307	Prbk.g_01982
OG0000997	Pram.g_01306	Prbk.g_01981
OG0000998	Pram.g_01305	Prbk.g_01980
OG0000999	Pram.g_01304	Prbk.g_01979
OG0001000	Pram.g_01303	Prbk.g_01978
OG0001001	Pram.g_01301	Prbk.g_01977
OG0001002	Pram.g_01300	Prbk.g_00937
OG0001003	Pram.g_01299	Prbk.g_00936
OG0001004	Pram.g_01298	Prbk.g_01360
OG0001005	Pram.g_01296	Prbk.g_00934
OG0001006	Pram.g_01295	Prbk.g_00933
OG0001007	Pram.g_01294	Prbk.g_00932
OG0001008	Pram.g_01292	Prbk.g_00930
OG0001009	Pram.g_01291	Prbk.g_00929
OG0001010	Pram.g_01577	Prbk.g_02593
OG0001011	Pram.g_00567	Prbk.g_02619
OG0001012	Pram.g_00824	Prbk.g_02485
OG0001013	Pram.g_01625	Prbk.g_00918
OG0001014	Pram.g_01626	Prbk.g_00917
OG0001015	Pram.g_01633	Prbk.g_00906
OG0001016	Pram.g_01634	Prbk.g_00905
OG0001017	Pram.g_01635	Prbk.g_00904
OG0001018	Pram.g_01636	Prbk.g_00902
OG0001019	Pram.g_01638	Prbk.g_01451
OG0001020	Pram.g_01639	Prbk.g_01450
OG0001021	Pram.g_01640	Prbk.g_01449
OG0001022	Pram.g_01641	Prbk.g_01448
OG0001023	Pram.g_01642	Prbk.g_01447
OG0001024	Pram.g_01644	Prbk.g_01445
OG0001025	Pram.g_01645	Prbk.g_01444
OG0001026	Pram.g_01646	Prbk.g_01443
OG0001027	Pram.g_01647	Prbk.g_01442
OG0001028	Pram.g_01648	Prbk.g_01441
OG0001029	Pram.g_01649	Prbk.g_01440
OG0001030	Pram.g_01650	Prbk.g_01439
OG0001031	Pram.g_01651	Prbk.g_01438
OG0001032	Pram.g_01652	Prbk.g_01437
OG0001033	Pram.g_01653	Prbk.g_01436
OG0001034	Pram.g_01654	Prbk.g_01434
OG0001035	Pram.g_01656	Prbk.g_01432
OG0001036	Pram.g_01657	Prbk.g_01431
OG0001037	Pram.g_01658	Prbk.g_01429
OG0001038	Pram.g_01659	Prbk.g_01428
OG0001039	Pram.g_01660	Prbk.g_01427
OG0001040	Pram.g_01662	Prbk.g_01426
OG0001041	Pram.g_01663	Prbk.g_01425
OG0001042	Pram.g_01664	Prbk.g_01423
OG0001043	Pram.g_01665	Prbk.g_01422
OG0001044	Pram.g_01666	Prbk.g_01421
OG0001045	Pram.g_01667	Prbk.g_01420
OG0001046	Pram.g_01668	Prbk.g_01419
OG0001047	Pram.g_01671	Prbk.g_01415
OG0001048	Pram.g_01673	Prbk.g_01413
OG0001049	Pram.g_01674	Prbk.g_01412
OG0001050	Pram.g_01675	Prbk.g_01411
OG0001051	Pram.g_01676	Prbk.g_01410
OG0001052	Pram.g_01677	Prbk.g_01409
OG0001053	Pram.g_01679	Prbk.g_01407
OG0001054	Pram.g_01681	Prbk.g_01405
OG0001055	Pram.g_01682	Prbk.g_01404
OG0001056	Pram.g_01683	Prbk.g_01403
OG0001057	Pram.g_01684	Prbk.g_01402
OG0001058	Pram.g_01685	Prbk.g_01401
OG0001059	Pram.g_01686	Prbk.g_01400
OG0001060	Pram.g_01687	Prbk.g_01399
OG0001061	Pram.g_01688	Prbk.g_01398
OG0001062	Pram.g_01689	Prbk.g_01384
OG0001063	Pram.g_01690	Prbk.g_01383
OG0001064	Pram.g_01691	Prbk.g_01381
OG0001065	Pram.g_01695	Prbk.g_01901
OG0001066	Pram.g_01697	Prbk.g_01904
OG0001067	Pram.g_01698	Prbk.g_01905
OG0001068	Pram.g_01701	Prbk.g_01909
OG0001069	Pram.g_01702	Prbk.g_01910
OG0001070	Pram.g_01703	Prbk.g_01911
OG0001071	Pram.g_01704	Prbk.g_01912
OG0001072	Pram.g_01705	Prbk.g_01913
OG0001073	Pram.g_01706	Prbk.g_01914
OG0001074	Pram.g_01707	Prbk.g_01915
OG0001075	Pram.g_01708	Prbk.g_01916
OG0001076	Pram.g_01709	Prbk.g_01917
OG0001077	Pram.g_01710	Prbk.g_01918
OG0001078	Pram.g_01711	Prbk.g_01920
OG0001079	Pram.g_01712	Prbk.g_01921
OG0001080	Pram.g_01713	Prbk.g_01922
OG0001081	Pram.g_01717	Prbk.g_00990
OG0001082	Pram.g_01718	Prbk.g_00991
OG0001083	Pram.g_01722	Prbk.g_00995
OG0001084	Pram.g_01720	Prbk.g_00993
OG0001085	Pram.g_01719	Prbk.g_00992
OG0001086	Pram.g_01716	Prbk.g_00996
OG0001087	Pram.g_01715	Prbk.g_00997
OG0001088	Pram.g_01714	Prbk.g_01926
OG0001089	Pram.g_01727	Prbk.g_00988
OG0001090	Pram.g_01729	Prbk.g_00986
OG0001091	Pram.g_01730	Prbk.g_00985
OG0001092	Pram.g_01731	Prbk.g_00984
OG0001093	Pram.g_01732	Prbk.g_00983
OG0001094	Pram.g_01733	Prbk.g_00982
OG0001095	Pram.g_01734	Prbk.g_00981
OG0001096	Pram.g_01735	Prbk.g_00980
OG0001097	Pram.g_01736	Prbk.g_00979
OG0001098	Pram.g_01737	Prbk.g_00978
OG0001099	Pram.g_01738	Prbk.g_00977
OG0001100	Pram.g_01739	Prbk.g_00976
OG0001101	Pram.g_01740	Prbk.g_00975
OG0001102	Pram.g_01741	Prbk.g_00974
OG0001103	Pram.g_01742	Prbk.g_00973
OG0001104	Pram.g_01743	Prbk.g_00972
OG0001105	Pram.g_01744	Prbk.g_00971
OG0001106	Pram.g_01745	Prbk.g_00970
OG0001107	Pram.g_01746	Prbk.g_00969
OG0001108	Pram.g_01747	Prbk.g_00968
OG0001109	Pram.g_01748	Prbk.g_00967
OG0001110	Pram.g_01749	Prbk.g_00966
OG0001111	Pram.g_01750	Prbk.g_00965
OG0001112	Pram.g_01751	Prbk.g_00964
OG0001113	Pram.g_01752	Prbk.g_00963
OG0001114	Pram.g_01753	Prbk.g_00962
OG0001115	Pram.g_01754	Prbk.g_00961
OG0001116	Pram.g_01755	Prbk.g_00960
OG0001117	Pram.g_01756	Prbk.g_00959
OG0001118	Pram.g_01757	Prbk.g_00958
OG0001119	Pram.g_01758	Prbk.g_00957
OG0001120	Pram.g_01759	Prbk.g_00956
OG0001121	Pram.g_01761	Prbk.g_00953
OG0001122	Pram.g_01762	Prbk.g_00952
OG0001123	Pram.g_01763	Prbk.g_00951
OG0001124	Pram.g_01765	Prbk.g_00949
OG0001125	Pram.g_01767	Prbk.g_00947
OG0001126	Pram.g_01768	Prbk.g_00946
OG0001127	Pram.g_01771	Prbk.g_00797
OG0001128	Pram.g_01772	Prbk.g_00798
OG0001129	Pram.g_01773	Prbk.g_00801
OG0001130	Pram.g_01776	Prbk.g_00804
