Orthogroup	Pram	Prbn
OG0000552	Pram.g_00569	Prbn.g_00484
OG0000553	Pram.g_01080	Prbn.g_00421
OG0000554	Pram.g_01079	Prbn.g_00422
OG0000555	Pram.g_01078	Prbn.g_00423
OG0000556	Pram.g_01077	Prbn.g_00424
OG0000557	Pram.g_01076	Prbn.g_00425
OG0000558	Pram.g_01075	Prbn.g_00426
OG0000559	Pram.g_01074	Prbn.g_00427
OG0000560	Pram.g_01073	Prbn.g_00429
OG0000561	Pram.g_01072	Prbn.g_00430
OG0000562	Pram.g_01070	Prbn.g_00432
OG0000563	Pram.g_01069	Prbn.g_00433
OG0000564	Pram.g_01068	Prbn.g_00434
OG0000565	Pram.g_01067	Prbn.g_00435
OG0000566	Pram.g_01066	Prbn.g_00436
OG0000567	Pram.g_01065	Prbn.g_00437
OG0000568	Pram.g_01064	Prbn.g_00438
OG0000569	Pram.g_01063	Prbn.g_00439
OG0000570	Pram.g_01062	Prbn.g_00440
OG0000571	Pram.g_01061	Prbn.g_00441
OG0000572	Pram.g_01060	Prbn.g_00442
OG0000573	Pram.g_01057	Prbn.g_00445
OG0000574	Pram.g_01056	Prbn.g_00446
OG0000575	Pram.g_01055	Prbn.g_00447
OG0000576	Pram.g_01054	Prbn.g_00448
OG0000577	Pram.g_01053	Prbn.g_00449
OG0000578	Pram.g_01052	Prbn.g_00450
OG0000579	Pram.g_01051	Prbn.g_00834
OG0000580	Pram.g_01050	Prbn.g_00835
OG0000581	Pram.g_01049	Prbn.g_00836
OG0000582	Pram.g_01048	Prbn.g_00837
OG0000583	Pram.g_01047	Prbn.g_00838
OG0000584	Pram.g_01045	Prbn.g_00840
OG0000585	Pram.g_01044	Prbn.g_00841
OG0000586	Pram.g_01042	Prbn.g_00843
OG0000587	Pram.g_01041	Prbn.g_00844
OG0000588	Pram.g_00760	Prbn.g_01594
OG0000589	Pram.g_00761	Prbn.g_01593
OG0000590	Pram.g_00763	Prbn.g_01591
OG0000591	Pram.g_00769	Prbn.g_01585
OG0000592	Pram.g_00770	Prbn.g_01584
OG0000593	Pram.g_00771	Prbn.g_01583
OG0000594	Pram.g_00774	Prbn.g_01580
OG0000595	Pram.g_00775	Prbn.g_01579
OG0000596	Pram.g_00776	Prbn.g_01578
OG0000597	Pram.g_00778	Prbn.g_01576
OG0000598	Pram.g_00779	Prbn.g_01575
OG0000599	Pram.g_00780	Prbn.g_01574
OG0000600	Pram.g_00781	Prbn.g_01573
OG0000601	Pram.g_00784	Prbn.g_01570
OG0000602	Pram.g_00785	Prbn.g_01569
OG0000603	Pram.g_00786	Prbn.g_01568
OG0000604	Pram.g_00789	Prbn.g_01565
OG0000605	Pram.g_00790	Prbn.g_01564
OG0000606	Pram.g_00791	Prbn.g_01563
OG0000607	Pram.g_00793	Prbn.g_01561
OG0000608	Pram.g_00795	Prbn.g_01559
OG0000609	Pram.g_01927	Prbn.g_00905
OG0000610	Pram.g_00720	Prbn.g_01635
OG0000611	Pram.g_00802	Prbn.g_01553
OG0000612	Pram.g_00803	Prbn.g_01552
OG0000613	Pram.g_01027	Prbn.g_00857
OG0000614	Pram.g_01026	Prbn.g_00858
OG0000615	Pram.g_01024	Prbn.g_00860
OG0000616	Pram.g_01023	Prbn.g_00861
OG0000617	Pram.g_01022	Prbn.g_00862
OG0000618	Pram.g_01021	Prbn.g_00863
OG0000619	Pram.g_01020	Prbn.g_00864
OG0000620	Pram.g_01019	Prbn.g_01947
OG0000621	Pram.g_01018	Prbn.g_01948
OG0000622	Pram.g_01017	Prbn.g_01949
OG0000623	Pram.g_01016	Prbn.g_01950
OG0000624	Pram.g_01014	Prbn.g_01952
OG0000625	Pram.g_01013	Prbn.g_01345
OG0000626	Pram.g_01012	Prbn.g_01346
OG0000627	Pram.g_01011	Prbn.g_01347
OG0000628	Pram.g_01010	Prbn.g_01348
OG0000629	Pram.g_01008	Prbn.g_01349
OG0000630	Pram.g_01007	Prbn.g_01350
OG0000631	Pram.g_01005	Prbn.g_01352
OG0000632	Pram.g_01004	Prbn.g_01353
OG0000633	Pram.g_01539	Prbn.g_01023
OG0000634	Pram.g_01534	Prbn.g_01100
OG0000635	Pram.g_00935	Prbn.g_00468
OG0000636	Pram.g_00934	Prbn.g_00469
OG0000637	Pram.g_00933	Prbn.g_00470
OG0000638	Pram.g_00325	Prbn.g_00102
OG0000639	Pram.g_00908	Prbn.g_01451
OG0000640	Pram.g_00911	Prbn.g_01447
OG0000641	Pram.g_00913	Prbn.g_01445
OG0000642	Pram.g_00914	Prbn.g_01444
OG0000643	Pram.g_00915	Prbn.g_01443
OG0000644	Pram.g_01028	Prbn.g_00856
OG0000645	Pram.g_00804	Prbn.g_01551
OG0000646	Pram.g_00805	Prbn.g_01550
OG0000647	Pram.g_00806	Prbn.g_01549
OG0000648	Pram.g_00808	Prbn.g_01547
OG0000649	Pram.g_00809	Prbn.g_01546
OG0000650	Pram.g_00810	Prbn.g_01545
OG0000651	Pram.g_00811	Prbn.g_01544
OG0000652	Pram.g_00812	Prbn.g_01543
OG0000653	Pram.g_00813	Prbn.g_01542
OG0000654	Pram.g_00815	Prbn.g_01540
OG0000655	Pram.g_00817	Prbn.g_01538
OG0000656	Pram.g_00818	Prbn.g_01537
OG0000657	Pram.g_00819	Prbn.g_01536
OG0000658	Pram.g_00820	Prbn.g_01535
OG0000659	Pram.g_00821	Prbn.g_01534
OG0000660	Pram.g_00822	Prbn.g_01533
OG0000661	Pram.g_00823	Prbn.g_01532
OG0000662	Pram.g_00825	Prbn.g_01530
OG0000663	Pram.g_00826	Prbn.g_01529
OG0000664	Pram.g_00827	Prbn.g_01528
OG0000665	Pram.g_00828	Prbn.g_01527
OG0000666	Pram.g_00829	Prbn.g_01526
OG0000667	Pram.g_00830	Prbn.g_01525
OG0000668	Pram.g_00831	Prbn.g_01524
OG0000669	Pram.g_00833	Prbn.g_01522
OG0000670	Pram.g_00834	Prbn.g_01521
OG0000671	Pram.g_00835	Prbn.g_01520
OG0000672	Pram.g_00836	Prbn.g_01519
OG0000673	Pram.g_00837	Prbn.g_01518
OG0000674	Pram.g_00838	Prbn.g_01517
OG0000675	Pram.g_00839	Prbn.g_01515
OG0000676	Pram.g_00840	Prbn.g_01514
OG0000677	Pram.g_00843	Prbn.g_01511
OG0000678	Pram.g_00845	Prbn.g_01509
OG0000679	Pram.g_00847	Prbn.g_01507
OG0000680	Pram.g_00848	Prbn.g_01506
OG0000681	Pram.g_00849	Prbn.g_01505
OG0000682	Pram.g_00850	Prbn.g_01504
OG0000683	Pram.g_00852	Prbn.g_01502
OG0000684	Pram.g_00853	Prbn.g_01501
OG0000685	Pram.g_00854	Prbn.g_01500
OG0000686	Pram.g_00855	Prbn.g_01499
OG0000687	Pram.g_00857	Prbn.g_01498
OG0000688	Pram.g_00858	Prbn.g_01497
OG0000689	Pram.g_00859	Prbn.g_01496
OG0000690	Pram.g_00860	Prbn.g_01495
OG0000691	Pram.g_00861	Prbn.g_01494
OG0000692	Pram.g_00865	Prbn.g_01490
OG0000693	Pram.g_00866	Prbn.g_01489
OG0000694	Pram.g_00867	Prbn.g_01488
OG0000695	Pram.g_00868	Prbn.g_01487
OG0000696	Pram.g_00870	Prbn.g_01486
OG0000697	Pram.g_00872	Prbn.g_01484
OG0000698	Pram.g_00876	Prbn.g_01480
OG0000699	Pram.g_00877	Prbn.g_01479
OG0000700	Pram.g_00713	Prbn.g_01930
OG0000701	Pram.g_00717	Prbn.g_01925
OG0000702	Pram.g_00724	Prbn.g_01632
OG0000703	Pram.g_00726	Prbn.g_01630
OG0000704	Pram.g_00727	Prbn.g_01629
OG0000705	Pram.g_00728	Prbn.g_01627
OG0000706	Pram.g_00729	Prbn.g_01626
OG0000707	Pram.g_00731	Prbn.g_01624
OG0000708	Pram.g_00732	Prbn.g_01623
OG0000709	Pram.g_00734	Prbn.g_01621
OG0000710	Pram.g_00735	Prbn.g_01620
OG0000711	Pram.g_00736	Prbn.g_01619
OG0000712	Pram.g_00737	Prbn.g_01618
OG0000713	Pram.g_00738	Prbn.g_01617
OG0000714	Pram.g_00740	Prbn.g_01615
OG0000715	Pram.g_00741	Prbn.g_01614
OG0000716	Pram.g_00743	Prbn.g_01612
OG0000717	Pram.g_00744	Prbn.g_01611
OG0000718	Pram.g_00745	Prbn.g_01610
OG0000719	Pram.g_00747	Prbn.g_01608
OG0000720	Pram.g_00748	Prbn.g_01607
OG0000721	Pram.g_00751	Prbn.g_01604
OG0000722	Pram.g_00752	Prbn.g_01603
OG0000723	Pram.g_00753	Prbn.g_01602
OG0000724	Pram.g_00754	Prbn.g_01600
OG0000725	Pram.g_00755	Prbn.g_01599
OG0000726	Pram.g_00756	Prbn.g_01598
OG0000727	Pram.g_00757	Prbn.g_01597
OG0000728	Pram.g_00758	Prbn.g_01596
OG0000729	Pram.g_00759	Prbn.g_01595
OG0000730	Pram.g_01038	Prbn.g_00846
OG0000731	Pram.g_01036	Prbn.g_00848
OG0000732	Pram.g_01035	Prbn.g_00849
OG0000733	Pram.g_01034	Prbn.g_00850
OG0000734	Pram.g_01033	Prbn.g_00851
OG0000735	Pram.g_01031	Prbn.g_00853
OG0000736	Pram.g_01030	Prbn.g_00854
OG0000737	Pram.g_01029	Prbn.g_00855
OG0000738	Pram.g_00916	Prbn.g_01442
OG0000739	Pram.g_00917	Prbn.g_01441
OG0000740	Pram.g_00918	Prbn.g_01440
OG0000741	Pram.g_00919	Prbn.g_01439
OG0000742	Pram.g_00921	Prbn.g_01437
OG0000743	Pram.g_00922	Prbn.g_01436
OG0000744	Pram.g_00923	Prbn.g_01435
OG0000745	Pram.g_00924	Prbn.g_01434
OG0000746	Pram.g_00925	Prbn.g_01433
OG0000747	Pram.g_00926	Prbn.g_01432
OG0000748	Pram.g_00927	Prbn.g_01431
OG0000749	Pram.g_00928	Prbn.g_01430
OG0000750	Pram.g_00930	Prbn.g_01428
OG0000751	Pram.g_00931	Prbn.g_01427
OG0000752	Pram.g_00988	Prbn.g_01368
OG0000753	Pram.g_00936	Prbn.g_01425
OG0000754	Pram.g_00937	Prbn.g_01424
OG0000755	Pram.g_00938	Prbn.g_01423
OG0000756	Pram.g_00940	Prbn.g_01421
OG0000757	Pram.g_00941	Prbn.g_01420
OG0000758	Pram.g_00942	Prbn.g_01419
OG0000759	Pram.g_00944	Prbn.g_01417
OG0000760	Pram.g_00945	Prbn.g_01416
OG0000761	Pram.g_00946	Prbn.g_01415
OG0000762	Pram.g_00948	Prbn.g_01413
OG0000763	Pram.g_00949	Prbn.g_01412
OG0000764	Pram.g_00950	Prbn.g_01411
OG0000765	Pram.g_00951	Prbn.g_01410
OG0000766	Pram.g_00952	Prbn.g_01409
OG0000767	Pram.g_00954	Prbn.g_01407
OG0000768	Pram.g_00955	Prbn.g_01406
OG0000769	Pram.g_00956	Prbn.g_01405
OG0000770	Pram.g_00957	Prbn.g_01404
OG0000771	Pram.g_00958	Prbn.g_01403
OG0000772	Pram.g_01199	Prbn.g_01123
OG0000773	Pram.g_00959	Prbn.g_01401
OG0000774	Pram.g_00960	Prbn.g_01400
OG0000775	Pram.g_00961	Prbn.g_01399
OG0000776	Pram.g_00963	Prbn.g_01396
OG0000777	Pram.g_00964	Prbn.g_01395
OG0000778	Pram.g_00965	Prbn.g_01394
OG0000779	Pram.g_00966	Prbn.g_01393
OG0000780	Pram.g_00968	Prbn.g_01391
OG0000781	Pram.g_00970	Prbn.g_01389
OG0000782	Pram.g_00971	Prbn.g_01388
OG0000783	Pram.g_00973	Prbn.g_01384
OG0000784	Pram.g_00975	Prbn.g_01382
OG0000785	Pram.g_00976	Prbn.g_01381
OG0000786	Pram.g_00977	Prbn.g_01380
OG0000787	Pram.g_00978	Prbn.g_01379
OG0000788	Pram.g_00983	Prbn.g_01373
OG0000789	Pram.g_00986	Prbn.g_01370
OG0000790	Pram.g_00987	Prbn.g_01369
OG0000791	Pram.g_00990	Prbn.g_01366
OG0000792	Pram.g_00991	Prbn.g_01365
OG0000793	Pram.g_00992	Prbn.g_01364
OG0000794	Pram.g_00995	Prbn.g_01361
OG0000795	Pram.g_00899	Prbn.g_01460
OG0000796	Pram.g_00898	Prbn.g_01461
OG0000797	Pram.g_00896	Prbn.g_01463
OG0000798	Pram.g_00895	Prbn.g_01464
OG0000799	Pram.g_00894	Prbn.g_01465
OG0000800	Pram.g_00893	Prbn.g_01466
OG0000801	Pram.g_00890	Prbn.g_01469
OG0000802	Pram.g_00889	Prbn.g_01470
OG0000803	Pram.g_00887	Prbn.g_01472
OG0000804	Pram.g_00886	Prbn.g_01473
OG0000805	Pram.g_00885	Prbn.g_01474
OG0000806	Pram.g_00883	Prbn.g_01476
OG0000807	Pram.g_00356	Prbn.g_00692
OG0000808	Pram.g_00683	Prbn.g_01039
OG0000809	Pram.g_01188	Prbn.g_01141
OG0000810	Pram.g_00579	Prbn.g_00473
OG0000811	Pram.g_01208	Prbn.g_01106
OG0000812	Pram.g_01182	Prbn.g_01147
OG0000813	Pram.g_00335	Prbn.g_00111
OG0000814	Pram.g_01201	Prbn.g_01120
OG0000815	Pram.g_01469	Prbn.g_01239
OG0000816	Pram.g_01547	Prbn.g_01651
OG0000817	Pram.g_01548	Prbn.g_01652
OG0000818	Pram.g_00690	Prbn.g_01028
OG0000819	Pram.g_01162	Prbn.g_01167
OG0000820	Pram.g_01156	Prbn.g_01173
OG0000821	Pram.g_01154	Prbn.g_01175
OG0000822	Pram.g_01153	Prbn.g_01176
OG0000823	Pram.g_01152	Prbn.g_01177
OG0000824	Pram.g_01151	Prbn.g_01178
OG0000825	Pram.g_01150	Prbn.g_01179
OG0000826	Pram.g_01149	Prbn.g_01180
OG0000827	Pram.g_01148	Prbn.g_01181
OG0000828	Pram.g_01147	Prbn.g_01182
OG0000829	Pram.g_01146	Prbn.g_01183
OG0000830	Pram.g_01144	Prbn.g_01185
OG0000831	Pram.g_01141	Prbn.g_01188
OG0000832	Pram.g_01139	Prbn.g_01190
OG0000833	Pram.g_01137	Prbn.g_01191
OG0000834	Pram.g_01136	Prbn.g_01192
OG0000835	Pram.g_01135	Prbn.g_01193
OG0000836	Pram.g_01134	Prbn.g_01194
OG0000837	Pram.g_01131	Prbn.g_01197
OG0000838	Pram.g_01130	Prbn.g_01198
OG0000839	Pram.g_01129	Prbn.g_01199
OG0000840	Pram.g_01128	Prbn.g_01200
OG0000841	Pram.g_01127	Prbn.g_01201
OG0000842	Pram.g_01125	Prbn.g_01203
OG0000843	Pram.g_01124	Prbn.g_01204
OG0000844	Pram.g_01123	Prbn.g_01205
OG0000845	Pram.g_01122	Prbn.g_01206
OG0000846	Pram.g_01119	Prbn.g_01208
OG0000847	Pram.g_01118	Prbn.g_01210
OG0000848	Pram.g_01117	Prbn.g_01211
OG0000849	Pram.g_01114	Prbn.g_00387
OG0000850	Pram.g_01113	Prbn.g_00388
OG0000851	Pram.g_01111	Prbn.g_00390
OG0000852	Pram.g_01109	Prbn.g_00392
OG0000853	Pram.g_01107	Prbn.g_00394
OG0000854	Pram.g_01105	Prbn.g_00396
OG0000855	Pram.g_01104	Prbn.g_00397
OG0000856	Pram.g_01103	Prbn.g_00398
OG0000857	Pram.g_01102	Prbn.g_00399
OG0000858	Pram.g_01101	Prbn.g_00400
OG0000859	Pram.g_01100	Prbn.g_00401
OG0000860	Pram.g_01099	Prbn.g_00402
OG0000861	Pram.g_01098	Prbn.g_00403
OG0000862	Pram.g_01097	Prbn.g_00404
OG0000863	Pram.g_01096	Prbn.g_00405
OG0000864	Pram.g_01095	Prbn.g_00406
OG0000865	Pram.g_01094	Prbn.g_00407
OG0000866	Pram.g_01093	Prbn.g_00408
OG0000867	Pram.g_01092	Prbn.g_00409
OG0000868	Pram.g_01091	Prbn.g_00410
OG0000869	Pram.g_01089	Prbn.g_00412
OG0000870	Pram.g_01088	Prbn.g_00413
OG0000871	Pram.g_01087	Prbn.g_00414
OG0000872	Pram.g_01086	Prbn.g_00415
OG0000873	Pram.g_01084	Prbn.g_00417
OG0000874	Pram.g_01083	Prbn.g_00418
OG0000875	Pram.g_01082	Prbn.g_00419
OG0000876	Pram.g_01081	Prbn.g_00420
OG0000877	Pram.g_00570	Prbn.g_00483
OG0000878	Pram.g_01569	Prbn.g_01671
OG0000879	Pram.g_01219	Prbn.g_01095
OG0000880	Pram.g_01220	Prbn.g_01094
OG0000881	Pram.g_01221	Prbn.g_01093
OG0000882	Pram.g_01222	Prbn.g_01092
OG0000883	Pram.g_01223	Prbn.g_01091
OG0000884	Pram.g_01225	Prbn.g_01089
OG0000885	Pram.g_01226	Prbn.g_01088
OG0000886	Pram.g_01227	Prbn.g_01087
OG0000887	Pram.g_01228	Prbn.g_01086
OG0000888	Pram.g_01229	Prbn.g_01085
OG0000889	Pram.g_01232	Prbn.g_01082
OG0000890	Pram.g_01233	Prbn.g_01081
OG0000891	Pram.g_01234	Prbn.g_01080
OG0000892	Pram.g_01236	Prbn.g_01077
OG0000893	Pram.g_01237	Prbn.g_01076
OG0000894	Pram.g_01238	Prbn.g_01075
OG0000895	Pram.g_01239	Prbn.g_01074
OG0000896	Pram.g_01240	Prbn.g_01073
OG0000897	Pram.g_01241	Prbn.g_01072
OG0000898	Pram.g_01244	Prbn.g_01069
OG0000899	Pram.g_01245	Prbn.g_01068
OG0000900	Pram.g_01478	Prbn.g_01216
OG0000901	Pram.g_01475	Prbn.g_01060
OG0000902	Pram.g_01271	Prbn.g_00615
OG0000903	Pram.g_01198	Prbn.g_01124
OG0000904	Pram.g_01281	Prbn.g_00883
OG0000905	Pram.g_01183	Prbn.g_01146
OG0000906	Pram.g_01165	Prbn.g_01164
OG0000907	Pram.g_00874	Prbn.g_01482
OG0000908	Pram.g_01542	Prbn.g_01127
OG0000909	Pram.g_01466	Prbn.g_01242
OG0000910	Pram.g_01465	Prbn.g_00153
OG0000911	Pram.g_01464	Prbn.g_00154
OG0000912	Pram.g_01463	Prbn.g_00155
OG0000913	Pram.g_01462	Prbn.g_00156
OG0000914	Pram.g_01461	Prbn.g_00157
OG0000915	Pram.g_01460	Prbn.g_00158
OG0000916	Pram.g_01458	Prbn.g_00159
OG0000917	Pram.g_01457	Prbn.g_00160
OG0000918	Pram.g_01456	Prbn.g_00161
OG0000919	Pram.g_01455	Prbn.g_00162
OG0000920	Pram.g_01454	Prbn.g_00163
OG0000921	Pram.g_01453	Prbn.g_00164
OG0000922	Pram.g_01452	Prbn.g_00165
OG0000923	Pram.g_01451	Prbn.g_00166
OG0000924	Pram.g_01450	Prbn.g_00167
OG0000925	Pram.g_01449	Prbn.g_00168
OG0000926	Pram.g_01815	Prbn.g_01014
OG0000927	Pram.g_01398	Prbn.g_00195
OG0000928	Pram.g_01397	Prbn.g_00196
OG0000929	Pram.g_01396	Prbn.g_00197
OG0000930	Pram.g_01395	Prbn.g_00198
OG0000931	Pram.g_01394	Prbn.g_00199
OG0000932	Pram.g_01392	Prbn.g_00201
OG0000933	Pram.g_01391	Prbn.g_00202
OG0000934	Pram.g_01390	Prbn.g_00203
OG0000935	Pram.g_01389	Prbn.g_00204
OG0000936	Pram.g_01388	Prbn.g_00205
OG0000937	Pram.g_01387	Prbn.g_00206
OG0000938	Pram.g_01386	Prbn.g_00207
OG0000939	Pram.g_01385	Prbn.g_00208
OG0000940	Pram.g_01384	Prbn.g_00209
OG0000941	Pram.g_01383	Prbn.g_00210
OG0000942	Pram.g_01382	Prbn.g_00211
OG0000943	Pram.g_01376	Prbn.g_00214
OG0000944	Pram.g_01375	Prbn.g_00215
OG0000945	Pram.g_01374	Prbn.g_00216
OG0000946	Pram.g_01373	Prbn.g_00217
OG0000947	Pram.g_01372	Prbn.g_00218
OG0000948	Pram.g_01371	Prbn.g_00219
OG0000949	Pram.g_01370	Prbn.g_00220
OG0000950	Pram.g_01369	Prbn.g_00221
OG0000951	Pram.g_01368	Prbn.g_00222
OG0000952	Pram.g_01367	Prbn.g_00223
OG0000953	Pram.g_01366	Prbn.g_00224
OG0000954	Pram.g_01365	Prbn.g_00225
OG0000955	Pram.g_01364	Prbn.g_00226
OG0000956	Pram.g_01363	Prbn.g_00227
OG0000957	Pram.g_01362	Prbn.g_00228
OG0000958	Pram.g_01361	Prbn.g_00229
OG0000959	Pram.g_01360	Prbn.g_00230
OG0000960	Pram.g_01359	Prbn.g_00231
OG0000961	Pram.g_01355	Prbn.g_00235
OG0000962	Pram.g_01354	Prbn.g_00236
OG0000963	Pram.g_01353	Prbn.g_00237
OG0000964	Pram.g_01351	Prbn.g_00239
OG0000965	Pram.g_01350	Prbn.g_00240
OG0000966	Pram.g_01349	Prbn.g_00241
OG0000967	Pram.g_01348	Prbn.g_00242
OG0000968	Pram.g_01347	Prbn.g_00243
OG0000969	Pram.g_01346	Prbn.g_00244
OG0000970	Pram.g_01345	Prbn.g_00245
OG0000971	Pram.g_01344	Prbn.g_00246
OG0000972	Pram.g_01343	Prbn.g_00247
OG0000973	Pram.g_01342	Prbn.g_00248
OG0000974	Pram.g_01340	Prbn.g_00250
OG0000975	Pram.g_01333	Prbn.g_00256
OG0000976	Pram.g_01331	Prbn.g_00258
OG0000977	Pram.g_01330	Prbn.g_00260
OG0000978	Pram.g_01328	Prbn.g_00262
OG0000979	Pram.g_01326	Prbn.g_00264
OG0000980	Pram.g_01325	Prbn.g_00265
OG0000981	Pram.g_01324	Prbn.g_00266
OG0000982	Pram.g_01323	Prbn.g_00267
OG0000983	Pram.g_01321	Prbn.g_00269
OG0000984	Pram.g_01320	Prbn.g_00270
OG0000985	Pram.g_01319	Prbn.g_00271
OG0000986	Pram.g_01318	Prbn.g_00272
OG0000987	Pram.g_01317	Prbn.g_00273
OG0000988	Pram.g_01315	Prbn.g_00274
OG0000989	Pram.g_01314	Prbn.g_00275
OG0000990	Pram.g_01313	Prbn.g_00276
OG0000991	Pram.g_01312	Prbn.g_00277
OG0000992	Pram.g_01311	Prbn.g_00278
OG0000993	Pram.g_01310	Prbn.g_00279
OG0000994	Pram.g_01309	Prbn.g_00280
OG0000995	Pram.g_01308	Prbn.g_00281
OG0000996	Pram.g_01307	Prbn.g_00282
OG0000997	Pram.g_01306	Prbn.g_00283
OG0000998	Pram.g_01305	Prbn.g_00284
OG0000999	Pram.g_01304	Prbn.g_00285
OG0001000	Pram.g_01303	Prbn.g_00286
OG0001001	Pram.g_01301	Prbn.g_00288
OG0001002	Pram.g_01300	Prbn.g_00289
OG0001003	Pram.g_01299	Prbn.g_00904
OG0001004	Pram.g_01298	Prbn.g_00903
OG0001005	Pram.g_01296	Prbn.g_00900
OG0001006	Pram.g_01295	Prbn.g_00899
OG0001007	Pram.g_01294	Prbn.g_00898
OG0001008	Pram.g_01292	Prbn.g_00896
OG0001009	Pram.g_01291	Prbn.g_00895
OG0001010	Pram.g_01577	Prbn.g_01688
OG0001011	Pram.g_00567	Prbn.g_00486
OG0001012	Pram.g_00824	Prbn.g_01531
OG0001013	Pram.g_01625	Prbn.g_01738
OG0001014	Pram.g_01626	Prbn.g_01739
OG0001015	Pram.g_01633	Prbn.g_01746
OG0001016	Pram.g_01634	Prbn.g_01747
OG0001017	Pram.g_01635	Prbn.g_01748
OG0001018	Pram.g_01636	Prbn.g_01749
OG0001019	Pram.g_01638	Prbn.g_01751
OG0001020	Pram.g_01639	Prbn.g_01752
OG0001021	Pram.g_01640	Prbn.g_01753
OG0001022	Pram.g_01641	Prbn.g_01754
OG0001023	Pram.g_01642	Prbn.g_01755
OG0001024	Pram.g_01644	Prbn.g_01757
OG0001025	Pram.g_01645	Prbn.g_01758
OG0001026	Pram.g_01646	Prbn.g_01759
OG0001027	Pram.g_01647	Prbn.g_01760
OG0001028	Pram.g_01648	Prbn.g_01761
OG0001029	Pram.g_01649	Prbn.g_01762
OG0001030	Pram.g_01650	Prbn.g_01763
OG0001031	Pram.g_01651	Prbn.g_01764
OG0001032	Pram.g_01652	Prbn.g_01765
OG0001033	Pram.g_01653	Prbn.g_01766
OG0001034	Pram.g_01654	Prbn.g_01767
OG0001035	Pram.g_01656	Prbn.g_01770
OG0001036	Pram.g_01657	Prbn.g_01771
OG0001037	Pram.g_01658	Prbn.g_01772
OG0001038	Pram.g_01659	Prbn.g_01773
OG0001039	Pram.g_01660	Prbn.g_01774
OG0001040	Pram.g_01662	Prbn.g_01775
OG0001041	Pram.g_01663	Prbn.g_01776
OG0001042	Pram.g_01664	Prbn.g_01777
OG0001043	Pram.g_01665	Prbn.g_01778
OG0001044	Pram.g_01666	Prbn.g_01779
OG0001045	Pram.g_01667	Prbn.g_01780
OG0001046	Pram.g_01668	Prbn.g_01781
OG0001047	Pram.g_01671	Prbn.g_01784
OG0001048	Pram.g_01673	Prbn.g_01786
OG0001049	Pram.g_01674	Prbn.g_01787
OG0001050	Pram.g_01675	Prbn.g_01788
OG0001051	Pram.g_01676	Prbn.g_01789
OG0001052	Pram.g_01677	Prbn.g_01790
OG0001053	Pram.g_01679	Prbn.g_01792
OG0001054	Pram.g_01681	Prbn.g_01794
OG0001055	Pram.g_01682	Prbn.g_01795
OG0001056	Pram.g_01683	Prbn.g_01796
OG0001057	Pram.g_01684	Prbn.g_01797
OG0001058	Pram.g_01685	Prbn.g_01798
OG0001059	Pram.g_01686	Prbn.g_01799
OG0001060	Pram.g_01687	Prbn.g_01800
OG0001061	Pram.g_01688	Prbn.g_01801
OG0001062	Pram.g_01689	Prbn.g_01802
OG0001063	Pram.g_01690	Prbn.g_01803
OG0001064	Pram.g_01691	Prbn.g_01805
OG0001065	Pram.g_01695	Prbn.g_01809
OG0001066	Pram.g_01697	Prbn.g_01811
OG0001067	Pram.g_01698	Prbn.g_01812
OG0001068	Pram.g_01701	Prbn.g_01815
OG0001069	Pram.g_01702	Prbn.g_01816
OG0001070	Pram.g_01703	Prbn.g_01817
OG0001071	Pram.g_01704	Prbn.g_01818
OG0001072	Pram.g_01705	Prbn.g_01819
OG0001073	Pram.g_01706	Prbn.g_01820
OG0001074	Pram.g_01707	Prbn.g_01821
OG0001075	Pram.g_01708	Prbn.g_01822
OG0001076	Pram.g_01709	Prbn.g_01823
OG0001077	Pram.g_01710	Prbn.g_01824
OG0001078	Pram.g_01711	Prbn.g_01825
OG0001079	Pram.g_01712	Prbn.g_01826
OG0001080	Pram.g_01713	Prbn.g_01827
OG0001081	Pram.g_01717	Prbn.g_01831
OG0001082	Pram.g_01718	Prbn.g_01832
OG0001083	Pram.g_01722	Prbn.g_01835
OG0001084	Pram.g_01720	Prbn.g_01834
OG0001085	Pram.g_01719	Prbn.g_01833
OG0001086	Pram.g_01716	Prbn.g_01830
OG0001087	Pram.g_01715	Prbn.g_01829
OG0001088	Pram.g_01714	Prbn.g_01828
OG0001089	Pram.g_01727	Prbn.g_01838
OG0001090	Pram.g_01729	Prbn.g_01840
OG0001091	Pram.g_01730	Prbn.g_01841
OG0001092	Pram.g_01731	Prbn.g_01842
OG0001093	Pram.g_01732	Prbn.g_01843
OG0001094	Pram.g_01733	Prbn.g_01844
OG0001095	Pram.g_01734	Prbn.g_01845
OG0001096	Pram.g_01735	Prbn.g_01846
OG0001097	Pram.g_01736	Prbn.g_01847
OG0001098	Pram.g_01737	Prbn.g_01848
OG0001099	Pram.g_01738	Prbn.g_01849
OG0001100	Pram.g_01739	Prbn.g_01850
OG0001101	Pram.g_01740	Prbn.g_01851
OG0001102	Pram.g_01741	Prbn.g_01852
OG0001103	Pram.g_01742	Prbn.g_01853
OG0001104	Pram.g_01743	Prbn.g_01854
OG0001105	Pram.g_01744	Prbn.g_01855
OG0001106	Pram.g_01745	Prbn.g_01856
OG0001107	Pram.g_01746	Prbn.g_01857
OG0001108	Pram.g_01747	Prbn.g_01858
OG0001109	Pram.g_01748	Prbn.g_01859
OG0001110	Pram.g_01749	Prbn.g_01860
