Orthogroup	Prap	Syaq
OG0000570	Prap.g_01198	Syaq.g_01956
OG0000571	Prap.g_01196	Syaq.g_01960
OG0000572	Prap.g_01182	Syaq.g_01977
OG0000573	Prap.g_01176	Syaq.g_01985
OG0000574	Prap.g_01175	Syaq.g_01986
OG0000575	Prap.g_01171	Syaq.g_01991
OG0000576	Prap.g_01169	Syaq.g_01993
OG0000577	Prap.g_01168	Syaq.g_01994
OG0000578	Prap.g_01167	Syaq.g_01995
OG0000579	Prap.g_01166	Syaq.g_01996
OG0000580	Prap.g_01165	Syaq.g_01997
OG0000581	Prap.g_01162	Syaq.g_02003
OG0000582	Prap.g_01159	Syaq.g_02012
OG0000583	Prap.g_01158	Syaq.g_02013
OG0000584	Prap.g_01157	Syaq.g_02014
OG0000585	Prap.g_01155	Syaq.g_02017
OG0000586	Prap.g_01154	Syaq.g_02018
OG0000587	Prap.g_01153	Syaq.g_02020
OG0000588	Prap.g_01149	Syaq.g_02043
OG0000589	Prap.g_01147	Syaq.g_02057
OG0000590	Prap.g_01146	Syaq.g_02058
OG0000591	Prap.g_01142	Syaq.g_02066
OG0000592	Prap.g_01141	Syaq.g_02067
OG0000593	Prap.g_00395	Syaq.g_02078
OG0000594	Prap.g_00394	Syaq.g_02079
OG0000595	Prap.g_00393	Syaq.g_02080
OG0000596	Prap.g_00389	Syaq.g_02085
OG0000597	Prap.g_00386	Syaq.g_02088
OG0000598	Prap.g_00385	Syaq.g_02089
OG0000599	Prap.g_00382	Syaq.g_02096
OG0000600	Prap.g_00381	Syaq.g_02097
OG0000601	Prap.g_00380	Syaq.g_02098
OG0000602	Prap.g_00378	Syaq.g_02104
OG0000603	Prap.g_00377	Syaq.g_02105
OG0000604	Prap.g_00376	Syaq.g_02107
OG0000605	Prap.g_00375	Syaq.g_02151
OG0000606	Prap.g_00372	Syaq.g_02231
OG0000607	Prap.g_00369	Syaq.g_02234
OG0000608	Prap.g_00368	Syaq.g_02235
OG0000609	Prap.g_00367	Syaq.g_02237
OG0000610	Prap.g_00361	Syaq.g_02244
OG0000611	Prap.g_00358	Syaq.g_02247
OG0000612	Prap.g_00357	Syaq.g_02248
OG0000613	Prap.g_00828	Syaq.g_00885
OG0000614	Prap.g_00807	Syaq.g_02588
OG0000615	Prap.g_00796	Syaq.g_02302
OG0000616	Prap.g_01489	Syaq.g_01168
OG0000617	Prap.g_00341	Syaq.g_00031
OG0000618	Prap.g_00340	Syaq.g_00032
OG0000619	Prap.g_00339	Syaq.g_00033
OG0000620	Prap.g_00336	Syaq.g_00038
OG0000621	Prap.g_00335	Syaq.g_00039
OG0000622	Prap.g_00334	Syaq.g_00040
OG0000623	Prap.g_00333	Syaq.g_00041
OG0000624	Prap.g_00331	Syaq.g_00042
OG0000625	Prap.g_00330	Syaq.g_00043
OG0000626	Prap.g_00329	Syaq.g_00044
OG0000627	Prap.g_00328	Syaq.g_02425
OG0000628	Prap.g_00327	Syaq.g_02426
OG0000629	Prap.g_00326	Syaq.g_02429
OG0000630	Prap.g_00323	Syaq.g_02433
OG0000631	Prap.g_00683	Syaq.g_02441
OG0000632	Prap.g_00682	Syaq.g_02442
OG0000633	Prap.g_00681	Syaq.g_02444
OG0000634	Prap.g_00787	Syaq.g_02336
OG0000635	Prap.g_00786	Syaq.g_02337
OG0000636	Prap.g_00784	Syaq.g_02339
OG0000637	Prap.g_00782	Syaq.g_02341
OG0000638	Prap.g_00781	Syaq.g_02342
OG0000639	Prap.g_00780	Syaq.g_02343
OG0000640	Prap.g_00779	Syaq.g_02344
OG0000641	Prap.g_00775	Syaq.g_02348
OG0000642	Prap.g_00774	Syaq.g_02349
OG0000643	Prap.g_00773	Syaq.g_02350
OG0000644	Prap.g_00772	Syaq.g_02351
OG0000645	Prap.g_00771	Syaq.g_02353
OG0000646	Prap.g_00769	Syaq.g_02356
OG0000647	Prap.g_00767	Syaq.g_02358
OG0000648	Prap.g_00765	Syaq.g_02360
OG0000649	Prap.g_00764	Syaq.g_02361
OG0000650	Prap.g_00763	Syaq.g_02362
OG0000651	Prap.g_00762	Syaq.g_02363
OG0000652	Prap.g_00761	Syaq.g_02364
OG0000653	Prap.g_00759	Syaq.g_02367
OG0000654	Prap.g_00758	Syaq.g_02368
OG0000655	Prap.g_00757	Syaq.g_02369
OG0000656	Prap.g_00754	Syaq.g_02372
OG0000657	Prap.g_00746	Syaq.g_02382
OG0000658	Prap.g_00744	Syaq.g_02385
OG0000659	Prap.g_00743	Syaq.g_02386
OG0000660	Prap.g_00739	Syaq.g_02390
OG0000661	Prap.g_00737	Syaq.g_02392
OG0000662	Prap.g_00735	Syaq.g_02394
OG0000663	Prap.g_00733	Syaq.g_02397
OG0000664	Prap.g_00732	Syaq.g_02400
OG0000665	Prap.g_00726	Syaq.g_02124
OG0000666	Prap.g_00725	Syaq.g_02117
OG0000667	Prap.g_00721	Syaq.g_02222
OG0000668	Prap.g_00660	Syaq.g_00068
OG0000669	Prap.g_00869	Syaq.g_02260
OG0000670	Prap.g_00866	Syaq.g_00079
OG0000671	Prap.g_00863	Syaq.g_02264
OG0000672	Prap.g_00860	Syaq.g_02267
OG0000673	Prap.g_00857	Syaq.g_02270
OG0000674	Prap.g_00855	Syaq.g_02272
OG0000675	Prap.g_00854	Syaq.g_02273
OG0000676	Prap.g_00852	Syaq.g_02275
OG0000677	Prap.g_00851	Syaq.g_02276
OG0000678	Prap.g_00849	Syaq.g_02282
OG0000679	Prap.g_00845	Syaq.g_02305
OG0000680	Prap.g_00844	Syaq.g_02306
OG0000681	Prap.g_00841	Syaq.g_02309
OG0000682	Prap.g_00840	Syaq.g_02310
OG0000683	Prap.g_00839	Syaq.g_02311
OG0000684	Prap.g_00837	Syaq.g_02315
OG0000685	Prap.g_00835	Syaq.g_02317
OG0000686	Prap.g_00834	Syaq.g_02318
OG0000687	Prap.g_00833	Syaq.g_02319
OG0000688	Prap.g_00353	Syaq.g_02325
OG0000689	Prap.g_00352	Syaq.g_02327
OG0000690	Prap.g_00351	Syaq.g_02328
OG0000691	Prap.g_00350	Syaq.g_02329
OG0000692	Prap.g_00348	Syaq.g_02330
OG0000693	Prap.g_00347	Syaq.g_02332
OG0000694	Prap.g_00346	Syaq.g_02333
OG0000695	Prap.g_00679	Syaq.g_02446
OG0000696	Prap.g_00678	Syaq.g_02447
OG0000697	Prap.g_00677	Syaq.g_02448
OG0000698	Prap.g_00239	Syaq.g_02451
OG0000699	Prap.g_00240	Syaq.g_02452
OG0000700	Prap.g_00241	Syaq.g_02453
OG0000701	Prap.g_00242	Syaq.g_02454
OG0000702	Prap.g_00244	Syaq.g_02467
OG0000703	Prap.g_00245	Syaq.g_02468
OG0000704	Prap.g_00247	Syaq.g_02470
OG0000705	Prap.g_00250	Syaq.g_02477
OG0000706	Prap.g_00251	Syaq.g_02478
OG0000707	Prap.g_00252	Syaq.g_02479
OG0000708	Prap.g_00254	Syaq.g_02482
OG0000709	Prap.g_00258	Syaq.g_02490
OG0000710	Prap.g_00261	Syaq.g_02494
OG0000711	Prap.g_00279	Syaq.g_02521
OG0000712	Prap.g_00280	Syaq.g_02523
OG0000713	Prap.g_00281	Syaq.g_02524
OG0000714	Prap.g_00282	Syaq.g_02527
OG0000715	Prap.g_00284	Syaq.g_02529
OG0000716	Prap.g_00286	Syaq.g_02533
OG0000717	Prap.g_00287	Syaq.g_02534
OG0000718	Prap.g_00291	Syaq.g_00072
OG0000719	Prap.g_00293	Syaq.g_00070
OG0000720	Prap.g_00305	Syaq.g_00057
OG0000721	Prap.g_00309	Syaq.g_00055
OG0000722	Prap.g_00310	Syaq.g_00054
OG0000723	Prap.g_00314	Syaq.g_00046
OG0000724	Prap.g_00703	Syaq.g_02685
OG0000725	Prap.g_00709	Syaq.g_02676
OG0000726	Prap.g_00710	Syaq.g_02675
OG0000727	Prap.g_00711	Syaq.g_02674
OG0000728	Prap.g_00713	Syaq.g_02672
OG0000729	Prap.g_00539	Syaq.g_01046
OG0000730	Prap.g_00498	Syaq.g_00561
OG0000731	Prap.g_01366	Syaq.g_00550
OG0000732	Prap.g_01538	Syaq.g_01098
OG0000733	Prap.g_01882	Syaq.g_01232
OG0000734	Prap.g_00472	Syaq.g_01479
OG0000735	Prap.g_00470	Syaq.g_00266
OG0000736	Prap.g_00469	Syaq.g_00265
OG0000737	Prap.g_00468	Syaq.g_00264
OG0000738	Prap.g_00464	Syaq.g_00258
OG0000739	Prap.g_00463	Syaq.g_00257
OG0000740	Prap.g_00462	Syaq.g_00256
OG0000741	Prap.g_00460	Syaq.g_00253
OG0000742	Prap.g_00457	Syaq.g_00250
OG0000743	Prap.g_00455	Syaq.g_00248
OG0000744	Prap.g_00454	Syaq.g_00247
OG0000745	Prap.g_00453	Syaq.g_00245
OG0000746	Prap.g_00451	Syaq.g_00242
OG0000747	Prap.g_00450	Syaq.g_00241
OG0000748	Prap.g_00446	Syaq.g_00227
OG0000749	Prap.g_00445	Syaq.g_00226
OG0000750	Prap.g_00444	Syaq.g_00225
OG0000751	Prap.g_00441	Syaq.g_00219
OG0000752	Prap.g_00439	Syaq.g_00217
OG0000753	Prap.g_00437	Syaq.g_00214
OG0000754	Prap.g_00434	Syaq.g_00209
OG0000755	Prap.g_00428	Syaq.g_00198
OG0000756	Prap.g_00427	Syaq.g_00197
OG0000757	Prap.g_00420	Syaq.g_00190
OG0000758	Prap.g_00419	Syaq.g_00189
OG0000759	Prap.g_00418	Syaq.g_00188
OG0000760	Prap.g_00417	Syaq.g_00187
OG0000761	Prap.g_00416	Syaq.g_00186
OG0000762	Prap.g_00415	Syaq.g_00183
OG0000763	Prap.g_00413	Syaq.g_00181
OG0000764	Prap.g_00412	Syaq.g_00180
OG0000765	Prap.g_00404	Syaq.g_00157
OG0000766	Prap.g_00403	Syaq.g_00156
OG0000767	Prap.g_00401	Syaq.g_00154
OG0000768	Prap.g_00400	Syaq.g_00153
OG0000769	Prap.g_00398	Syaq.g_00151
OG0000770	Prap.g_01136	Syaq.g_00148
OG0000771	Prap.g_00217	Syaq.g_02691
OG0000772	Prap.g_01853	Syaq.g_01887
OG0000773	Prap.g_00552	Syaq.g_00283
OG0000774	Prap.g_00554	Syaq.g_00288
OG0000775	Prap.g_00556	Syaq.g_00290
OG0000776	Prap.g_00557	Syaq.g_00291
OG0000777	Prap.g_00558	Syaq.g_00292
OG0000778	Prap.g_00559	Syaq.g_00293
OG0000779	Prap.g_00563	Syaq.g_00299
OG0000780	Prap.g_00564	Syaq.g_00304
OG0000781	Prap.g_00568	Syaq.g_00308
OG0000782	Prap.g_00569	Syaq.g_00309
OG0000783	Prap.g_00570	Syaq.g_00310
OG0000784	Prap.g_00571	Syaq.g_00311
OG0000785	Prap.g_00573	Syaq.g_00313
OG0000786	Prap.g_00576	Syaq.g_00328
OG0000787	Prap.g_00577	Syaq.g_00329
OG0000788	Prap.g_01268	Syaq.g_02099
OG0000789	Prap.g_00220	Syaq.g_02123
OG0000790	Prap.g_00064	Syaq.g_01758
OG0000791	Prap.g_00066	Syaq.g_01756
OG0000792	Prap.g_00067	Syaq.g_01755
OG0000793	Prap.g_00070	Syaq.g_01750
OG0000794	Prap.g_00071	Syaq.g_01749
OG0000795	Prap.g_00072	Syaq.g_01748
OG0000796	Prap.g_00076	Syaq.g_01744
OG0000797	Prap.g_00077	Syaq.g_01743
OG0000799	Prap.g_00104	Syaq.g_00341
OG0000800	Prap.g_00105	Syaq.g_00342
OG0000801	Prap.g_00106	Syaq.g_00343
OG0000802	Prap.g_00108	Syaq.g_00350
OG0000803	Prap.g_00110	Syaq.g_00353
OG0000804	Prap.g_00111	Syaq.g_00358
OG0000805	Prap.g_00113	Syaq.g_00360
OG0000806	Prap.g_00115	Syaq.g_00362
OG0000807	Prap.g_00116	Syaq.g_00364
OG0000808	Prap.g_00117	Syaq.g_00365
OG0000809	Prap.g_00119	Syaq.g_00369
OG0000810	Prap.g_00120	Syaq.g_00370
OG0000811	Prap.g_00124	Syaq.g_00378
OG0000812	Prap.g_00126	Syaq.g_00380
OG0000813	Prap.g_00127	Syaq.g_00381
OG0000814	Prap.g_00129	Syaq.g_00383
OG0000815	Prap.g_00130	Syaq.g_00384
OG0000816	Prap.g_00132	Syaq.g_00386
OG0000817	Prap.g_00133	Syaq.g_00387
OG0000818	Prap.g_00138	Syaq.g_00392
OG0000819	Prap.g_00139	Syaq.g_00393
OG0000820	Prap.g_00140	Syaq.g_00394
OG0000821	Prap.g_00144	Syaq.g_00400
OG0000822	Prap.g_00145	Syaq.g_00402
OG0000823	Prap.g_00146	Syaq.g_00403
OG0000824	Prap.g_00149	Syaq.g_00409
OG0000825	Prap.g_00150	Syaq.g_00410
OG0000826	Prap.g_00151	Syaq.g_00411
OG0000827	Prap.g_00152	Syaq.g_00412
OG0000828	Prap.g_00155	Syaq.g_00415
OG0000829	Prap.g_00156	Syaq.g_00416
OG0000830	Prap.g_00157	Syaq.g_00417
OG0000831	Prap.g_00159	Syaq.g_00419
OG0000832	Prap.g_00169	Syaq.g_01737
OG0000833	Prap.g_00178	Syaq.g_01725
OG0000834	Prap.g_00179	Syaq.g_01724
OG0000835	Prap.g_00180	Syaq.g_01723
OG0000836	Prap.g_00181	Syaq.g_01720
OG0000837	Prap.g_00182	Syaq.g_01719
OG0000838	Prap.g_00184	Syaq.g_01715
OG0000839	Prap.g_00185	Syaq.g_01714
OG0000840	Prap.g_00186	Syaq.g_01713
OG0000841	Prap.g_00187	Syaq.g_01712
OG0000842	Prap.g_00188	Syaq.g_01711
OG0000843	Prap.g_00189	Syaq.g_01710
OG0000844	Prap.g_00190	Syaq.g_01708
OG0000845	Prap.g_00191	Syaq.g_01707
OG0000846	Prap.g_00192	Syaq.g_01706
OG0000847	Prap.g_00193	Syaq.g_01705
OG0000848	Prap.g_00194	Syaq.g_01703
OG0000849	Prap.g_00195	Syaq.g_01702
OG0000850	Prap.g_00197	Syaq.g_01699
OG0000851	Prap.g_00198	Syaq.g_01696
OG0000852	Prap.g_00199	Syaq.g_01695
OG0000853	Prap.g_00205	Syaq.g_01691
OG0000854	Prap.g_00207	Syaq.g_01689
OG0000855	Prap.g_00208	Syaq.g_01688
OG0000856	Prap.g_01139	Syaq.g_02069
OG0000857	Prap.g_00768	Syaq.g_02357
OG0000858	Prap.g_01786	Syaq.g_01682
OG0000859	Prap.g_01785	Syaq.g_01681
OG0000860	Prap.g_01777	Syaq.g_01671
OG0000861	Prap.g_01776	Syaq.g_01670
OG0000862	Prap.g_01775	Syaq.g_01668
OG0000863	Prap.g_01773	Syaq.g_01665
OG0000864	Prap.g_01772	Syaq.g_01664
OG0000865	Prap.g_01771	Syaq.g_01663
OG0000866	Prap.g_01770	Syaq.g_01662
OG0000867	Prap.g_01769	Syaq.g_01661
OG0000868	Prap.g_01767	Syaq.g_01659
OG0000869	Prap.g_01764	Syaq.g_01656
OG0000870	Prap.g_01759	Syaq.g_01651
OG0000871	Prap.g_01758	Syaq.g_01650
OG0000872	Prap.g_01757	Syaq.g_01644
OG0000873	Prap.g_01753	Syaq.g_01641
OG0000874	Prap.g_01750	Syaq.g_01637
OG0000875	Prap.g_01749	Syaq.g_01633
OG0000876	Prap.g_01748	Syaq.g_01631
OG0000877	Prap.g_01746	Syaq.g_01628
OG0000878	Prap.g_01745	Syaq.g_01627
OG0000879	Prap.g_01744	Syaq.g_01626
OG0000880	Prap.g_01743	Syaq.g_01625
OG0000881	Prap.g_01739	Syaq.g_01621
OG0000882	Prap.g_01734	Syaq.g_01616
OG0000883	Prap.g_01732	Syaq.g_01613
OG0000884	Prap.g_01730	Syaq.g_01611
OG0000885	Prap.g_01729	Syaq.g_01610
OG0000886	Prap.g_01728	Syaq.g_01609
OG0000887	Prap.g_01727	Syaq.g_01608
OG0000888	Prap.g_01725	Syaq.g_01606
OG0000889	Prap.g_01723	Syaq.g_01604
OG0000890	Prap.g_01722	Syaq.g_01597
OG0000891	Prap.g_01721	Syaq.g_01596
OG0000892	Prap.g_01719	Syaq.g_01594
OG0000893	Prap.g_01715	Syaq.g_00695
OG0000894	Prap.g_01712	Syaq.g_00692
OG0000895	Prap.g_01708	Syaq.g_00688
OG0000896	Prap.g_01707	Syaq.g_00687
OG0000897	Prap.g_01705	Syaq.g_00685
OG0000898	Prap.g_01704	Syaq.g_00684
OG0000899	Prap.g_01703	Syaq.g_00683
OG0000900	Prap.g_01702	Syaq.g_00682
OG0000901	Prap.g_01699	Syaq.g_00677
OG0000902	Prap.g_01697	Syaq.g_00671
OG0000903	Prap.g_01693	Syaq.g_00655
OG0000904	Prap.g_01689	Syaq.g_00660
OG0000905	Prap.g_01695	Syaq.g_00666
OG0000906	Prap.g_01696	Syaq.g_00669
OG0000907	Prap.g_01686	Syaq.g_00653
OG0000908	Prap.g_01683	Syaq.g_00650
OG0000909	Prap.g_01682	Syaq.g_00649
OG0000910	Prap.g_01681	Syaq.g_00648
OG0000911	Prap.g_01679	Syaq.g_00646
OG0000912	Prap.g_01678	Syaq.g_00645
OG0000913	Prap.g_01677	Syaq.g_00644
OG0000914	Prap.g_01676	Syaq.g_00643
OG0000915	Prap.g_01675	Syaq.g_00641
OG0000916	Prap.g_01674	Syaq.g_00640
OG0000917	Prap.g_01673	Syaq.g_00639
OG0000918	Prap.g_01672	Syaq.g_00638
OG0000919	Prap.g_01671	Syaq.g_00637
OG0000920	Prap.g_01670	Syaq.g_00636
OG0000921	Prap.g_01669	Syaq.g_00635
OG0000922	Prap.g_01668	Syaq.g_00634
OG0000923	Prap.g_01664	Syaq.g_00630
OG0000924	Prap.g_01663	Syaq.g_00629
OG0000925	Prap.g_01662	Syaq.g_00628
OG0000926	Prap.g_01661	Syaq.g_00627
OG0000927	Prap.g_01659	Syaq.g_00625
OG0000928	Prap.g_01658	Syaq.g_00624
OG0000929	Prap.g_01657	Syaq.g_00623
OG0000930	Prap.g_01656	Syaq.g_00622
OG0000931	Prap.g_01655	Syaq.g_00621
OG0000932	Prap.g_01654	Syaq.g_00620
OG0000933	Prap.g_01650	Syaq.g_00614
OG0000934	Prap.g_01647	Syaq.g_00612
OG0000935	Prap.g_01646	Syaq.g_00611
OG0000936	Prap.g_01645	Syaq.g_00610
OG0000937	Prap.g_01644	Syaq.g_00609
OG0000938	Prap.g_01641	Syaq.g_00606
OG0000939	Prap.g_01640	Syaq.g_00604
OG0000940	Prap.g_01633	Syaq.g_00597
OG0000941	Prap.g_01631	Syaq.g_00595
OG0000942	Prap.g_01629	Syaq.g_00593
OG0000943	Prap.g_01628	Syaq.g_00592
OG0000944	Prap.g_01626	Syaq.g_00590
OG0000945	Prap.g_01625	Syaq.g_00588
OG0000946	Prap.g_01620	Syaq.g_00580
OG0000947	Prap.g_01618	Syaq.g_00577
OG0000948	Prap.g_01617	Syaq.g_00576
OG0000949	Prap.g_01614	Syaq.g_00971
OG0000950	Prap.g_01607	Syaq.g_00984
OG0000951	Prap.g_01603	Syaq.g_00991
OG0000952	Prap.g_01599	Syaq.g_01002
OG0000953	Prap.g_01595	Syaq.g_01006
OG0000954	Prap.g_01591	Syaq.g_01012
OG0000955	Prap.g_01590	Syaq.g_01013
OG0000956	Prap.g_01588	Syaq.g_01015
OG0000957	Prap.g_01582	Syaq.g_01026
OG0000958	Prap.g_01581	Syaq.g_01027
OG0000959	Prap.g_01577	Syaq.g_01031
OG0000960	Prap.g_01576	Syaq.g_01032
OG0000961	Prap.g_01573	Syaq.g_01043
OG0000962	Prap.g_01571	Syaq.g_01045
OG0000963	Prap.g_01567	Syaq.g_01049
OG0000964	Prap.g_01566	Syaq.g_01050
OG0000965	Prap.g_01565	Syaq.g_01051
OG0000966	Prap.g_01559	Syaq.g_01060
OG0000967	Prap.g_01555	Syaq.g_01067
OG0000968	Prap.g_01553	Syaq.g_01071
OG0000969	Prap.g_01552	Syaq.g_01078
OG0000970	Prap.g_01551	Syaq.g_01079
OG0000971	Prap.g_01550	Syaq.g_01081
OG0000972	Prap.g_01549	Syaq.g_01082
OG0000973	Prap.g_01548	Syaq.g_01083
OG0000974	Prap.g_01547	Syaq.g_01084
OG0000975	Prap.g_01546	Syaq.g_01085
OG0000976	Prap.g_01545	Syaq.g_01086
OG0000977	Prap.g_01544	Syaq.g_01088
OG0000978	Prap.g_01543	Syaq.g_01091
OG0000979	Prap.g_01541	Syaq.g_01094
OG0000980	Prap.g_01539	Syaq.g_01097
OG0000981	Prap.g_01536	Syaq.g_01100
OG0000982	Prap.g_01534	Syaq.g_01263
OG0000983	Prap.g_01533	Syaq.g_01262
OG0000984	Prap.g_01532	Syaq.g_01261
OG0000985	Prap.g_01529	Syaq.g_01257
OG0000986	Prap.g_01527	Syaq.g_01253
OG0000987	Prap.g_01526	Syaq.g_01251
OG0000988	Prap.g_01523	Syaq.g_01245
OG0000989	Prap.g_01519	Syaq.g_01239
OG0000990	Prap.g_01515	Syaq.g_01229
OG0000991	Prap.g_01514	Syaq.g_01225
OG0000992	Prap.g_01511	Syaq.g_01222
OG0000993	Prap.g_01510	Syaq.g_01221
OG0000994	Prap.g_01509	Syaq.g_01218
OG0000995	Prap.g_01505	Syaq.g_01212
OG0000996	Prap.g_01504	Syaq.g_01193
OG0000997	Prap.g_01501	Syaq.g_01184
OG0000998	Prap.g_01499	Syaq.g_01182
OG0000999	Prap.g_01498	Syaq.g_01181
OG0001000	Prap.g_01495	Syaq.g_01177
OG0001001	Prap.g_01492	Syaq.g_01172
OG0001002	Prap.g_01874	Syaq.g_01165
OG0001003	Prap.g_01873	Syaq.g_01163
OG0001004	Prap.g_01872	Syaq.g_01162
OG0001005	Prap.g_01871	Syaq.g_01161
OG0001006	Prap.g_00056	Syaq.g_01152
OG0001007	Prap.g_00054	Syaq.g_01150
OG0001008	Prap.g_01329	Syaq.g_00500
OG0001009	Prap.g_00928	Syaq.g_01118
OG0001010	Prap.g_00927	Syaq.g_01117
OG0001011	Prap.g_00925	Syaq.g_01115
OG0001012	Prap.g_00911	Syaq.g_01267
OG0001013	Prap.g_00904	Syaq.g_01289
OG0001014	Prap.g_00901	Syaq.g_01295
OG0001015	Prap.g_00899	Syaq.g_01296
OG0001016	Prap.g_00877	Syaq.g_01554
OG0001017	Prap.g_01100	Syaq.g_01548
OG0001018	Prap.g_01098	Syaq.g_01546
OG0001019	Prap.g_01089	Syaq.g_01524
OG0001020	Prap.g_01088	Syaq.g_01510
OG0001021	Prap.g_01087	Syaq.g_01506
OG0001022	Prap.g_01084	Syaq.g_01501
OG0001023	Prap.g_01083	Syaq.g_01500
OG0001024	Prap.g_01079	Syaq.g_01496
OG0001025	Prap.g_01072	Syaq.g_01490
OG0001026	Prap.g_01063	Syaq.g_01477
OG0001027	Prap.g_01062	Syaq.g_01474
OG0001028	Prap.g_01060	Syaq.g_01472
OG0001029	Prap.g_01059	Syaq.g_01470
OG0001030	Prap.g_01043	Syaq.g_01450
OG0001031	Prap.g_00983	Syaq.g_01378
OG0001032	Prap.g_00982	Syaq.g_01376
OG0001033	Prap.g_00961	Syaq.g_01344
OG0001034	Prap.g_01476	Syaq.g_01579
OG0001035	Prap.g_01456	Syaq.g_00726
OG0001036	Prap.g_01452	Syaq.g_00731
OG0001037	Prap.g_01451	Syaq.g_00733
OG0001038	Prap.g_01432	Syaq.g_00761
OG0001039	Prap.g_01429	Syaq.g_00764
OG0001040	Prap.g_01427	Syaq.g_00767
OG0001041	Prap.g_01422	Syaq.g_00772
OG0001042	Prap.g_01405	Syaq.g_00858
OG0001044	Prap.g_01373	Syaq.g_00560
OG0001045	Prap.g_01364	Syaq.g_00547
OG0001046	Prap.g_01827	Syaq.g_02509
OG0001047	Prap.g_01327	Syaq.g_00498
OG0001048	Prap.g_01326	Syaq.g_00497
OG0001049	Prap.g_01324	Syaq.g_00494
OG0001050	Prap.g_01323	Syaq.g_00493
OG0001051	Prap.g_01322	Syaq.g_00492
OG0001052	Prap.g_01296	Syaq.g_00446
OG0001053	Prap.g_01284	Syaq.g_01775
OG0001054	Prap.g_01269	Syaq.g_01794
OG0001055	Prap.g_01250	Syaq.g_01815
OG0001056	Prap.g_01233	Syaq.g_01843
OG0001057	Prap.g_01228	Syaq.g_00334
OG0001058	Prap.g_01220	Syaq.g_01931
OG0001059	Prap.g_01216	Syaq.g_01935
OG0001060	Prap.g_01210	Syaq.g_01941
OG0001061	Prap.g_01195	Syaq.g_01961
OG0001062	Prap.g_01193	Syaq.g_01963
OG0001063	Prap.g_01191	Syaq.g_01968
OG0001064	Prap.g_01190	Syaq.g_01969
OG0001065	Prap.g_01189	Syaq.g_01970
OG0001066	Prap.g_01188	Syaq.g_01971
OG0001067	Prap.g_01187	Syaq.g_01972
OG0001068	Prap.g_01186	Syaq.g_01973
OG0001069	Prap.g_01185	Syaq.g_01974
OG0001070	Prap.g_01181	Syaq.g_01978
OG0001071	Prap.g_01180	Syaq.g_01979
OG0001072	Prap.g_01178	Syaq.g_01983
OG0001073	Prap.g_01164	Syaq.g_01998
OG0001074	Prap.g_01152	Syaq.g_02132
OG0001075	Prap.g_01151	Syaq.g_02025
OG0001076	Prap.g_01144	Syaq.g_02060
OG0001077	Prap.g_01138	Syaq.g_02071
OG0001078	Prap.g_00391	Syaq.g_02083
OG0001079	Prap.g_00379	Syaq.g_02100
OG0001080	Prap.g_00373	Syaq.g_02161
OG0001081	Prap.g_00371	Syaq.g_02232
OG0001082	Prap.g_00370	Syaq.g_02233
OG0001083	Prap.g_00365	Syaq.g_02240
OG0001084	Prap.g_00364	Syaq.g_02241
OG0001085	Prap.g_00831	Syaq.g_02251
OG0001086	Prap.g_00830	Syaq.g_02253
OG0001087	Prap.g_00812	Syaq.g_02574
OG0001088	Prap.g_00811	Syaq.g_02576
OG0001089	Prap.g_00800	Syaq.g_02604
OG0001090	Prap.g_00790	Syaq.g_00024
OG0001091	Prap.g_00344	Syaq.g_00027
OG0001092	Prap.g_00343	Syaq.g_00029
OG0001093	Prap.g_00338	Syaq.g_00035
OG0001094	Prap.g_00345	Syaq.g_02334
OG0001095	Prap.g_00770	Syaq.g_02354
OG0001096	Prap.g_00756	Syaq.g_02370
OG0001097	Prap.g_00736	Syaq.g_02393
OG0001098	Prap.g_00717	Syaq.g_02415
OG0001099	Prap.g_00655	Syaq.g_01471
OG0001100	Prap.g_00867	Syaq.g_02262
OG0001101	Prap.g_00864	Syaq.g_02263
OG0001102	Prap.g_00861	Syaq.g_02266
OG0001103	Prap.g_00859	Syaq.g_02268
OG0001104	Prap.g_00836	Syaq.g_02316
OG0001105	Prap.g_00832	Syaq.g_02320
OG0001106	Prap.g_00248	Syaq.g_02471
OG0001108	Prap.g_00259	Syaq.g_02491
OG0001109	Prap.g_00260	Syaq.g_02493
OG0001110	Prap.g_00262	Syaq.g_02495
OG0001111	Prap.g_00263	Syaq.g_02497
OG0001112	Prap.g_00264	Syaq.g_02499
OG0001113	Prap.g_00265	Syaq.g_02539
OG0001114	Prap.g_00266	Syaq.g_02500
OG0001115	Prap.g_00268	Syaq.g_02504
OG0001116	Prap.g_00269	Syaq.g_02506
OG0001117	Prap.g_00270	Syaq.g_02507
OG0001118	Prap.g_00271	Syaq.g_02508
OG0001119	Prap.g_00272	Syaq.g_02510
OG0001120	Prap.g_00274	Syaq.g_02514
OG0001122	Prap.g_00294	Syaq.g_00069
OG0001123	Prap.g_00300	Syaq.g_00061
OG0001124	Prap.g_00302	Syaq.g_00060
OG0001125	Prap.g_00304	Syaq.g_00058
OG0001126	Prap.g_00697	Syaq.g_02693
OG0001127	Prap.g_00698	Syaq.g_02692
OG0001128	Prap.g_00700	Syaq.g_02689
OG0001129	Prap.g_00701	Syaq.g_02687
OG0001130	Prap.g_00702	Syaq.g_02686
OG0001131	Prap.g_01345	Syaq.g_02284
OG0001132	Prap.g_00020	Syaq.g_01872
