Orthogroup	Prap	Syak
OG0000581	Prap.g_01162	Syak.g_02742
OG0000582	Prap.g_01159	Syak.g_02748
OG0000583	Prap.g_01158	Syak.g_02749
OG0000584	Prap.g_01157	Syak.g_02750
OG0000585	Prap.g_01155	Syak.g_02753
OG0000586	Prap.g_01154	Syak.g_02754
OG0000587	Prap.g_01153	Syak.g_02756
OG0000588	Prap.g_01149	Syak.g_00004
OG0000589	Prap.g_01147	Syak.g_00008
OG0000590	Prap.g_01146	Syak.g_00009
OG0000591	Prap.g_01142	Syak.g_00017
OG0000592	Prap.g_01141	Syak.g_00018
OG0000593	Prap.g_00395	Syak.g_00031
OG0000594	Prap.g_00394	Syak.g_00032
OG0000595	Prap.g_00393	Syak.g_00033
OG0000596	Prap.g_00389	Syak.g_00038
OG0000597	Prap.g_00386	Syak.g_00041
OG0000598	Prap.g_00385	Syak.g_00042
OG0000599	Prap.g_00382	Syak.g_00045
OG0000600	Prap.g_00381	Syak.g_00046
OG0000601	Prap.g_00380	Syak.g_00047
OG0000602	Prap.g_00378	Syak.g_00053
OG0000603	Prap.g_00377	Syak.g_00054
OG0000604	Prap.g_00376	Syak.g_00056
OG0000605	Prap.g_00375	Syak.g_00259
OG0000606	Prap.g_00372	Syak.g_00326
OG0000607	Prap.g_00369	Syak.g_00329
OG0000608	Prap.g_00368	Syak.g_00330
OG0000609	Prap.g_00367	Syak.g_00332
OG0000610	Prap.g_00361	Syak.g_00347
OG0000611	Prap.g_00358	Syak.g_00350
OG0000612	Prap.g_00357	Syak.g_00351
OG0000613	Prap.g_00828	Syak.g_01525
OG0000614	Prap.g_00807	Syak.g_00705
OG0000615	Prap.g_00796	Syak.g_00393
OG0000616	Prap.g_01489	Syak.g_01810
OG0000617	Prap.g_00341	Syak.g_00799
OG0000618	Prap.g_00340	Syak.g_00798
OG0000619	Prap.g_00339	Syak.g_00797
OG0000620	Prap.g_00336	Syak.g_00779
OG0000621	Prap.g_00335	Syak.g_00780
OG0000622	Prap.g_00334	Syak.g_00781
OG0000623	Prap.g_00333	Syak.g_00782
OG0000624	Prap.g_00331	Syak.g_00784
OG0000625	Prap.g_00330	Syak.g_00785
OG0000626	Prap.g_00329	Syak.g_00786
OG0000627	Prap.g_00328	Syak.g_00561
OG0000628	Prap.g_00327	Syak.g_00560
OG0000629	Prap.g_00326	Syak.g_00556
OG0000630	Prap.g_00323	Syak.g_00552
OG0000631	Prap.g_00683	Syak.g_00545
OG0000632	Prap.g_00682	Syak.g_00544
OG0000633	Prap.g_00681	Syak.g_00542
OG0000634	Prap.g_00787	Syak.g_00430
OG0000635	Prap.g_00786	Syak.g_00431
OG0000636	Prap.g_00784	Syak.g_00433
OG0000637	Prap.g_00782	Syak.g_00435
OG0000638	Prap.g_00781	Syak.g_00436
OG0000639	Prap.g_00780	Syak.g_00437
OG0000640	Prap.g_00779	Syak.g_00438
OG0000641	Prap.g_00775	Syak.g_00442
OG0000642	Prap.g_00774	Syak.g_00443
OG0000643	Prap.g_00773	Syak.g_00444
OG0000644	Prap.g_00772	Syak.g_00445
OG0000645	Prap.g_00771	Syak.g_00447
OG0000646	Prap.g_00769	Syak.g_00450
OG0000647	Prap.g_00767	Syak.g_00452
OG0000648	Prap.g_00765	Syak.g_00456
OG0000649	Prap.g_00764	Syak.g_00457
OG0000650	Prap.g_00763	Syak.g_00458
OG0000651	Prap.g_00762	Syak.g_00459
OG0000652	Prap.g_00761	Syak.g_00460
OG0000653	Prap.g_00759	Syak.g_00462
OG0000654	Prap.g_00758	Syak.g_00625
OG0000655	Prap.g_00757	Syak.g_00624
OG0000656	Prap.g_00754	Syak.g_00621
OG0000657	Prap.g_00746	Syak.g_00609
OG0000658	Prap.g_00744	Syak.g_00606
OG0000659	Prap.g_00743	Syak.g_00605
OG0000660	Prap.g_00739	Syak.g_00601
OG0000661	Prap.g_00737	Syak.g_00599
OG0000662	Prap.g_00735	Syak.g_00597
OG0000663	Prap.g_00733	Syak.g_00594
OG0000664	Prap.g_00732	Syak.g_00593
OG0000665	Prap.g_00726	Syak.g_00086
OG0000666	Prap.g_00725	Syak.g_00078
OG0000667	Prap.g_00721	Syak.g_00340
OG0000668	Prap.g_00660	Syak.g_00643
OG0000669	Prap.g_00869	Syak.g_00363
OG0000670	Prap.g_00866	Syak.g_00366
OG0000671	Prap.g_00863	Syak.g_00368
OG0000672	Prap.g_00860	Syak.g_00371
OG0000673	Prap.g_00857	Syak.g_00374
OG0000674	Prap.g_00855	Syak.g_00376
OG0000675	Prap.g_00854	Syak.g_00377
OG0000676	Prap.g_00852	Syak.g_00379
OG0000677	Prap.g_00851	Syak.g_00380
OG0000678	Prap.g_00849	Syak.g_00386
OG0000679	Prap.g_00845	Syak.g_00397
OG0000680	Prap.g_00844	Syak.g_00398
OG0000681	Prap.g_00841	Syak.g_00401
OG0000682	Prap.g_00840	Syak.g_00402
OG0000683	Prap.g_00839	Syak.g_00403
OG0000684	Prap.g_00837	Syak.g_00409
OG0000685	Prap.g_00835	Syak.g_00411
OG0000686	Prap.g_00834	Syak.g_00412
OG0000687	Prap.g_00833	Syak.g_00413
OG0000688	Prap.g_00353	Syak.g_00418
OG0000689	Prap.g_00352	Syak.g_00421
OG0000690	Prap.g_00351	Syak.g_00422
OG0000691	Prap.g_00350	Syak.g_00423
OG0000692	Prap.g_00348	Syak.g_00424
OG0000693	Prap.g_00347	Syak.g_00426
OG0000694	Prap.g_00346	Syak.g_00427
OG0000695	Prap.g_00679	Syak.g_00540
OG0000696	Prap.g_00678	Syak.g_00539
OG0000697	Prap.g_00677	Syak.g_00538
OG0000698	Prap.g_00239	Syak.g_00535
OG0000699	Prap.g_00240	Syak.g_00534
OG0000700	Prap.g_00241	Syak.g_00533
OG0000701	Prap.g_00242	Syak.g_00532
OG0000702	Prap.g_00244	Syak.g_00522
OG0000703	Prap.g_00245	Syak.g_00521
OG0000704	Prap.g_00247	Syak.g_00519
OG0000705	Prap.g_00250	Syak.g_00511
OG0000706	Prap.g_00251	Syak.g_00510
OG0000707	Prap.g_00252	Syak.g_00509
OG0000708	Prap.g_00254	Syak.g_00506
OG0000709	Prap.g_00258	Syak.g_00498
OG0000710	Prap.g_00261	Syak.g_00494
OG0000711	Prap.g_00279	Syak.g_00466
OG0000712	Prap.g_00280	Syak.g_00464
OG0000713	Prap.g_00281	Syak.g_00463
OG0000714	Prap.g_00282	Syak.g_00629
OG0000715	Prap.g_00284	Syak.g_00631
OG0000716	Prap.g_00286	Syak.g_00635
OG0000717	Prap.g_00287	Syak.g_00636
OG0000718	Prap.g_00291	Syak.g_00640
OG0000719	Prap.g_00293	Syak.g_00642
OG0000720	Prap.g_00305	Syak.g_00655
OG0000721	Prap.g_00309	Syak.g_00657
OG0000722	Prap.g_00310	Syak.g_00658
OG0000723	Prap.g_00314	Syak.g_00790
OG0000724	Prap.g_00703	Syak.g_00749
OG0000725	Prap.g_00709	Syak.g_00731
OG0000726	Prap.g_00710	Syak.g_00730
OG0000727	Prap.g_00711	Syak.g_00729
OG0000728	Prap.g_00713	Syak.g_00727
OG0000729	Prap.g_00539	Syak.g_01683
OG0000730	Prap.g_00498	Syak.g_01248
OG0000731	Prap.g_01366	Syak.g_01237
OG0000732	Prap.g_01538	Syak.g_01739
OG0000733	Prap.g_01882	Syak.g_01905
OG0000734	Prap.g_00472	Syak.g_02184
OG0000735	Prap.g_00470	Syak.g_00914
OG0000736	Prap.g_00469	Syak.g_00913
OG0000737	Prap.g_00468	Syak.g_00912
OG0000738	Prap.g_00464	Syak.g_00907
OG0000739	Prap.g_00463	Syak.g_00906
OG0000740	Prap.g_00462	Syak.g_00905
OG0000741	Prap.g_00460	Syak.g_00902
OG0000742	Prap.g_00457	Syak.g_00899
OG0000743	Prap.g_00455	Syak.g_00897
OG0000744	Prap.g_00454	Syak.g_00896
OG0000745	Prap.g_00453	Syak.g_00894
OG0000746	Prap.g_00451	Syak.g_00892
OG0000747	Prap.g_00450	Syak.g_00891
OG0000748	Prap.g_00446	Syak.g_00875
OG0000749	Prap.g_00445	Syak.g_00874
OG0000750	Prap.g_00444	Syak.g_00873
OG0000751	Prap.g_00441	Syak.g_00862
OG0000752	Prap.g_00439	Syak.g_00860
OG0000753	Prap.g_00437	Syak.g_00857
OG0000754	Prap.g_00434	Syak.g_00852
OG0000755	Prap.g_00428	Syak.g_00841
OG0000756	Prap.g_00427	Syak.g_00840
OG0000757	Prap.g_00420	Syak.g_00833
OG0000758	Prap.g_00419	Syak.g_00832
OG0000759	Prap.g_00418	Syak.g_00831
OG0000760	Prap.g_00417	Syak.g_00830
OG0000761	Prap.g_00416	Syak.g_00829
OG0000762	Prap.g_00415	Syak.g_00827
OG0000763	Prap.g_00413	Syak.g_00825
OG0000764	Prap.g_00412	Syak.g_00824
OG0000765	Prap.g_00404	Syak.g_00669
OG0000766	Prap.g_00403	Syak.g_00670
OG0000767	Prap.g_00401	Syak.g_00672
OG0000768	Prap.g_00400	Syak.g_00673
OG0000769	Prap.g_00398	Syak.g_00675
OG0000770	Prap.g_01136	Syak.g_00678
OG0000771	Prap.g_00217	Syak.g_00755
OG0000772	Prap.g_01853	Syak.g_02048
OG0000773	Prap.g_00552	Syak.g_00921
OG0000774	Prap.g_00554	Syak.g_00926
OG0000775	Prap.g_00556	Syak.g_00929
OG0000776	Prap.g_00557	Syak.g_00930
OG0000777	Prap.g_00558	Syak.g_00931
OG0000778	Prap.g_00559	Syak.g_00932
OG0000779	Prap.g_00563	Syak.g_00938
OG0000780	Prap.g_00564	Syak.g_00942
OG0000781	Prap.g_00568	Syak.g_00946
OG0000782	Prap.g_00569	Syak.g_00947
OG0000783	Prap.g_00570	Syak.g_00948
OG0000784	Prap.g_00571	Syak.g_00949
OG0000785	Prap.g_00573	Syak.g_00951
OG0000786	Prap.g_00576	Syak.g_00956
OG0000787	Prap.g_00577	Syak.g_00957
OG0000788	Prap.g_01268	Syak.g_00048
OG0000789	Prap.g_00220	Syak.g_00085
OG0000790	Prap.g_00064	Syak.g_02560
OG0000791	Prap.g_00066	Syak.g_02558
OG0000792	Prap.g_00067	Syak.g_02557
OG0000793	Prap.g_00070	Syak.g_02552
OG0000794	Prap.g_00071	Syak.g_02551
OG0000795	Prap.g_00072	Syak.g_02550
OG0000796	Prap.g_00076	Syak.g_02547
OG0000797	Prap.g_00077	Syak.g_02546
OG0000799	Prap.g_00104	Syak.g_00981
OG0000800	Prap.g_00105	Syak.g_00989
OG0000801	Prap.g_00106	Syak.g_00990
OG0000802	Prap.g_00108	Syak.g_00995
OG0000803	Prap.g_00110	Syak.g_01021
OG0000804	Prap.g_00111	Syak.g_01026
OG0000805	Prap.g_00113	Syak.g_01029
OG0000806	Prap.g_00115	Syak.g_01031
OG0000807	Prap.g_00116	Syak.g_01033
OG0000808	Prap.g_00117	Syak.g_01034
OG0000809	Prap.g_00119	Syak.g_01038
OG0000810	Prap.g_00120	Syak.g_01039
OG0000811	Prap.g_00124	Syak.g_01045
OG0000812	Prap.g_00126	Syak.g_01047
OG0000813	Prap.g_00127	Syak.g_01048
OG0000814	Prap.g_00129	Syak.g_01051
OG0000815	Prap.g_00130	Syak.g_01053
OG0000816	Prap.g_00132	Syak.g_01055
OG0000817	Prap.g_00133	Syak.g_01056
OG0000818	Prap.g_00138	Syak.g_01060
OG0000819	Prap.g_00139	Syak.g_01064
OG0000820	Prap.g_00140	Syak.g_01065
OG0000821	Prap.g_00144	Syak.g_01071
OG0000822	Prap.g_00145	Syak.g_01073
OG0000823	Prap.g_00146	Syak.g_01074
OG0000824	Prap.g_00149	Syak.g_01080
OG0000825	Prap.g_00150	Syak.g_01081
OG0000826	Prap.g_00151	Syak.g_01082
OG0000827	Prap.g_00152	Syak.g_01083
OG0000828	Prap.g_00155	Syak.g_01086
OG0000829	Prap.g_00156	Syak.g_01087
OG0000830	Prap.g_00157	Syak.g_01088
OG0000831	Prap.g_00159	Syak.g_01091
OG0000832	Prap.g_00169	Syak.g_02482
OG0000833	Prap.g_00178	Syak.g_02473
OG0000834	Prap.g_00179	Syak.g_02470
OG0000835	Prap.g_00180	Syak.g_02469
OG0000836	Prap.g_00181	Syak.g_02466
OG0000837	Prap.g_00182	Syak.g_02465
OG0000838	Prap.g_00184	Syak.g_02461
OG0000839	Prap.g_00185	Syak.g_02460
OG0000840	Prap.g_00186	Syak.g_02459
OG0000841	Prap.g_00187	Syak.g_02458
OG0000842	Prap.g_00188	Syak.g_02457
OG0000843	Prap.g_00189	Syak.g_02456
OG0000844	Prap.g_00190	Syak.g_02454
OG0000845	Prap.g_00191	Syak.g_02453
OG0000846	Prap.g_00192	Syak.g_02452
OG0000847	Prap.g_00193	Syak.g_02451
OG0000848	Prap.g_00194	Syak.g_02449
OG0000849	Prap.g_00195	Syak.g_02448
OG0000850	Prap.g_00197	Syak.g_02445
OG0000851	Prap.g_00198	Syak.g_02440
OG0000852	Prap.g_00199	Syak.g_02439
OG0000853	Prap.g_00205	Syak.g_02435
OG0000854	Prap.g_00207	Syak.g_02433
OG0000855	Prap.g_00208	Syak.g_02432
OG0000856	Prap.g_01139	Syak.g_00021
OG0000857	Prap.g_00768	Syak.g_00451
OG0000858	Prap.g_01786	Syak.g_02426
OG0000859	Prap.g_01785	Syak.g_02425
OG0000860	Prap.g_01777	Syak.g_02414
OG0000861	Prap.g_01776	Syak.g_02413
OG0000862	Prap.g_01775	Syak.g_02412
OG0000863	Prap.g_01773	Syak.g_02409
OG0000864	Prap.g_01772	Syak.g_02408
OG0000865	Prap.g_01771	Syak.g_02407
OG0000866	Prap.g_01770	Syak.g_02406
OG0000867	Prap.g_01769	Syak.g_02405
OG0000868	Prap.g_01767	Syak.g_02402
OG0000869	Prap.g_01764	Syak.g_02398
OG0000870	Prap.g_01759	Syak.g_02393
OG0000871	Prap.g_01758	Syak.g_02392
OG0000872	Prap.g_01757	Syak.g_02386
OG0000873	Prap.g_01753	Syak.g_02383
OG0000874	Prap.g_01750	Syak.g_02379
OG0000875	Prap.g_01749	Syak.g_02377
OG0000876	Prap.g_01748	Syak.g_02375
OG0000877	Prap.g_01746	Syak.g_02372
OG0000878	Prap.g_01745	Syak.g_02371
OG0000879	Prap.g_01744	Syak.g_02370
OG0000880	Prap.g_01743	Syak.g_02369
OG0000881	Prap.g_01739	Syak.g_02363
OG0000882	Prap.g_01734	Syak.g_02358
OG0000883	Prap.g_01732	Syak.g_02355
OG0000884	Prap.g_01730	Syak.g_02353
OG0000885	Prap.g_01729	Syak.g_02352
OG0000886	Prap.g_01728	Syak.g_02351
OG0000887	Prap.g_01727	Syak.g_02350
OG0000888	Prap.g_01725	Syak.g_02348
OG0000889	Prap.g_01723	Syak.g_02346
OG0000890	Prap.g_01722	Syak.g_02334
OG0000891	Prap.g_01721	Syak.g_02333
OG0000892	Prap.g_01719	Syak.g_02329
OG0000893	Prap.g_01715	Syak.g_01393
OG0000894	Prap.g_01712	Syak.g_01390
OG0000895	Prap.g_01708	Syak.g_01386
OG0000896	Prap.g_01707	Syak.g_01385
OG0000897	Prap.g_01705	Syak.g_01383
OG0000898	Prap.g_01704	Syak.g_01382
OG0000899	Prap.g_01703	Syak.g_01381
OG0000900	Prap.g_01702	Syak.g_01380
OG0000901	Prap.g_01699	Syak.g_01375
OG0000902	Prap.g_01697	Syak.g_01368
OG0000903	Prap.g_01693	Syak.g_01353
OG0000904	Prap.g_01689	Syak.g_01358
OG0000905	Prap.g_01695	Syak.g_01363
OG0000906	Prap.g_01696	Syak.g_01366
OG0000907	Prap.g_01686	Syak.g_01351
OG0000908	Prap.g_01683	Syak.g_01348
OG0000909	Prap.g_01682	Syak.g_01347
OG0000910	Prap.g_01681	Syak.g_01346
OG0000911	Prap.g_01679	Syak.g_01344
OG0000912	Prap.g_01678	Syak.g_01343
OG0000913	Prap.g_01677	Syak.g_01342
OG0000914	Prap.g_01676	Syak.g_01341
OG0000915	Prap.g_01675	Syak.g_01339
OG0000916	Prap.g_01674	Syak.g_01338
OG0000917	Prap.g_01673	Syak.g_01337
OG0000918	Prap.g_01672	Syak.g_01336
OG0000919	Prap.g_01671	Syak.g_01335
OG0000920	Prap.g_01670	Syak.g_01334
OG0000921	Prap.g_01669	Syak.g_01333
OG0000922	Prap.g_01668	Syak.g_01332
OG0000923	Prap.g_01664	Syak.g_01328
OG0000924	Prap.g_01663	Syak.g_01327
OG0000925	Prap.g_01662	Syak.g_01326
OG0000926	Prap.g_01661	Syak.g_01325
OG0000927	Prap.g_01659	Syak.g_01323
OG0000928	Prap.g_01658	Syak.g_01322
OG0000929	Prap.g_01657	Syak.g_01321
OG0000930	Prap.g_01656	Syak.g_01320
OG0000931	Prap.g_01655	Syak.g_01319
OG0000932	Prap.g_01654	Syak.g_01318
OG0000933	Prap.g_01650	Syak.g_01312
OG0000934	Prap.g_01647	Syak.g_01310
OG0000935	Prap.g_01646	Syak.g_01309
OG0000936	Prap.g_01645	Syak.g_01308
OG0000937	Prap.g_01644	Syak.g_01307
OG0000938	Prap.g_01641	Syak.g_01304
OG0000939	Prap.g_01640	Syak.g_01303
OG0000940	Prap.g_01633	Syak.g_01297
OG0000941	Prap.g_01631	Syak.g_01295
OG0000942	Prap.g_01629	Syak.g_01293
OG0000943	Prap.g_01628	Syak.g_01292
OG0000944	Prap.g_01626	Syak.g_01290
OG0000945	Prap.g_01625	Syak.g_01288
OG0000946	Prap.g_01620	Syak.g_01283
OG0000947	Prap.g_01618	Syak.g_01280
OG0000948	Prap.g_01617	Syak.g_01279
OG0000949	Prap.g_01614	Syak.g_01551
OG0000950	Prap.g_01607	Syak.g_01562
OG0000951	Prap.g_01603	Syak.g_01569
OG0000952	Prap.g_01599	Syak.g_01574
OG0000953	Prap.g_01595	Syak.g_01627
OG0000954	Prap.g_01591	Syak.g_01633
OG0000955	Prap.g_01590	Syak.g_01634
OG0000956	Prap.g_01588	Syak.g_01636
OG0000957	Prap.g_01582	Syak.g_01648
OG0000958	Prap.g_01581	Syak.g_01649
OG0000959	Prap.g_01577	Syak.g_01653
OG0000960	Prap.g_01576	Syak.g_01654
OG0000961	Prap.g_01573	Syak.g_01679
OG0000962	Prap.g_01571	Syak.g_01682
OG0000963	Prap.g_01567	Syak.g_01687
OG0000964	Prap.g_01566	Syak.g_01688
OG0000965	Prap.g_01565	Syak.g_01689
OG0000966	Prap.g_01559	Syak.g_01711
OG0000967	Prap.g_01555	Syak.g_01715
OG0000968	Prap.g_01553	Syak.g_01719
OG0000969	Prap.g_01552	Syak.g_01721
OG0000970	Prap.g_01551	Syak.g_01722
OG0000971	Prap.g_01550	Syak.g_01724
OG0000972	Prap.g_01549	Syak.g_01725
OG0000973	Prap.g_01548	Syak.g_01726
OG0000974	Prap.g_01547	Syak.g_01727
OG0000975	Prap.g_01546	Syak.g_01728
OG0000976	Prap.g_01545	Syak.g_01729
OG0000977	Prap.g_01544	Syak.g_01731
OG0000978	Prap.g_01543	Syak.g_01732
OG0000979	Prap.g_01541	Syak.g_01735
OG0000980	Prap.g_01539	Syak.g_01738
OG0000981	Prap.g_01536	Syak.g_01741
OG0000982	Prap.g_01534	Syak.g_01941
OG0000983	Prap.g_01533	Syak.g_01940
OG0000984	Prap.g_01532	Syak.g_01939
OG0000985	Prap.g_01529	Syak.g_01935
OG0000986	Prap.g_01527	Syak.g_01933
OG0000987	Prap.g_01526	Syak.g_01931
OG0000988	Prap.g_01523	Syak.g_01925
OG0000989	Prap.g_01519	Syak.g_01912
OG0000990	Prap.g_01515	Syak.g_01900
OG0000991	Prap.g_01514	Syak.g_01896
OG0000992	Prap.g_01511	Syak.g_01893
OG0000993	Prap.g_01510	Syak.g_01892
OG0000994	Prap.g_01509	Syak.g_01889
OG0000995	Prap.g_01505	Syak.g_01880
OG0000996	Prap.g_01504	Syak.g_01839
OG0000997	Prap.g_01501	Syak.g_01828
OG0000998	Prap.g_01499	Syak.g_01826
OG0000999	Prap.g_01498	Syak.g_01825
OG0001000	Prap.g_01495	Syak.g_01821
OG0001001	Prap.g_01492	Syak.g_01814
OG0001002	Prap.g_01874	Syak.g_01807
OG0001003	Prap.g_01873	Syak.g_01806
OG0001004	Prap.g_01872	Syak.g_01805
OG0001005	Prap.g_01871	Syak.g_01804
OG0001006	Prap.g_00056	Syak.g_01797
OG0001007	Prap.g_00054	Syak.g_01795
OG0001008	Prap.g_01329	Syak.g_01190
OG0001009	Prap.g_00928	Syak.g_01762
OG0001010	Prap.g_00927	Syak.g_01761
OG0001011	Prap.g_00925	Syak.g_01759
OG0001012	Prap.g_00911	Syak.g_01946
OG0001013	Prap.g_00904	Syak.g_01969
OG0001014	Prap.g_00901	Syak.g_01975
OG0001015	Prap.g_00899	Syak.g_01976
OG0001016	Prap.g_00877	Syak.g_02250
OG0001017	Prap.g_01100	Syak.g_02244
OG0001018	Prap.g_01098	Syak.g_02242
OG0001019	Prap.g_01089	Syak.g_02218
OG0001020	Prap.g_01088	Syak.g_02214
OG0001021	Prap.g_01087	Syak.g_02210
OG0001022	Prap.g_01084	Syak.g_02205
OG0001023	Prap.g_01083	Syak.g_02204
OG0001024	Prap.g_01079	Syak.g_02201
OG0001025	Prap.g_01072	Syak.g_02195
OG0001026	Prap.g_01063	Syak.g_02182
OG0001027	Prap.g_01062	Syak.g_02178
OG0001028	Prap.g_01060	Syak.g_02176
OG0001029	Prap.g_01059	Syak.g_02174
OG0001030	Prap.g_01043	Syak.g_02153
OG0001031	Prap.g_00983	Syak.g_02079
OG0001032	Prap.g_00982	Syak.g_02077
OG0001033	Prap.g_00961	Syak.g_02037
OG0001034	Prap.g_01476	Syak.g_02305
OG0001035	Prap.g_01456	Syak.g_01422
OG0001036	Prap.g_01452	Syak.g_01427
OG0001037	Prap.g_01451	Syak.g_01429
OG0001038	Prap.g_01432	Syak.g_01457
OG0001039	Prap.g_01429	Syak.g_01460
OG0001040	Prap.g_01427	Syak.g_01463
OG0001041	Prap.g_01422	Syak.g_01468
OG0001042	Prap.g_01405	Syak.g_01500
OG0001043	Prap.g_01404	Syak.g_01504
OG0001044	Prap.g_01373	Syak.g_01247
OG0001045	Prap.g_01364	Syak.g_01234
OG0001046	Prap.g_01827	Syak.g_00479
OG0001047	Prap.g_01327	Syak.g_01188
OG0001048	Prap.g_01326	Syak.g_01187
OG0001049	Prap.g_01324	Syak.g_01184
OG0001050	Prap.g_01323	Syak.g_01183
OG0001051	Prap.g_01322	Syak.g_01182
OG0001052	Prap.g_01296	Syak.g_01122
OG0001053	Prap.g_01284	Syak.g_02577
OG0001054	Prap.g_01269	Syak.g_02596
OG0001055	Prap.g_01250	Syak.g_02617
OG0001056	Prap.g_01233	Syak.g_02645
OG0001057	Prap.g_01228	Syak.g_00964
OG0001058	Prap.g_01220	Syak.g_02668
OG0001060	Prap.g_01210	Syak.g_02677
OG0001061	Prap.g_01195	Syak.g_02697
OG0001062	Prap.g_01193	Syak.g_02699
OG0001063	Prap.g_01191	Syak.g_02704
OG0001064	Prap.g_01190	Syak.g_02705
OG0001065	Prap.g_01189	Syak.g_02706
OG0001066	Prap.g_01188	Syak.g_02707
OG0001067	Prap.g_01187	Syak.g_02708
OG0001068	Prap.g_01186	Syak.g_02709
OG0001069	Prap.g_01185	Syak.g_02710
OG0001070	Prap.g_01181	Syak.g_02714
OG0001071	Prap.g_01180	Syak.g_02715
OG0001072	Prap.g_01178	Syak.g_02721
OG0001073	Prap.g_01164	Syak.g_02736
OG0001074	Prap.g_01152	Syak.g_00098
OG0001075	Prap.g_01151	Syak.g_02760
OG0001076	Prap.g_01144	Syak.g_00011
OG0001077	Prap.g_01138	Syak.g_00024
OG0001078	Prap.g_00391	Syak.g_00036
OG0001079	Prap.g_00379	Syak.g_00049
OG0001080	Prap.g_00373	Syak.g_00264
OG0001081	Prap.g_00371	Syak.g_00327
OG0001082	Prap.g_00370	Syak.g_00328
OG0001083	Prap.g_00365	Syak.g_00336
OG0001084	Prap.g_00364	Syak.g_00337
OG0001085	Prap.g_00831	Syak.g_00354
OG0001086	Prap.g_00830	Syak.g_00356
OG0001087	Prap.g_00812	Syak.g_00691
OG0001088	Prap.g_00811	Syak.g_00694
OG0001089	Prap.g_00800	Syak.g_00722
OG0001090	Prap.g_00790	Syak.g_00806
OG0001091	Prap.g_00344	Syak.g_00804
OG0001092	Prap.g_00343	Syak.g_00801
OG0001093	Prap.g_00338	Syak.g_00794
OG0001094	Prap.g_00345	Syak.g_00428
OG0001095	Prap.g_00770	Syak.g_00448
OG0001096	Prap.g_00756	Syak.g_00623
OG0001097	Prap.g_00736	Syak.g_00598
OG0001098	Prap.g_00717	Syak.g_00578
OG0001099	Prap.g_00655	Syak.g_02175
OG0001100	Prap.g_00867	Syak.g_00365
OG0001101	Prap.g_00864	Syak.g_00367
OG0001102	Prap.g_00861	Syak.g_00370
OG0001103	Prap.g_00859	Syak.g_00372
OG0001104	Prap.g_00836	Syak.g_00410
OG0001105	Prap.g_00832	Syak.g_00414
OG0001106	Prap.g_00248	Syak.g_00518
OG0001107	Prap.g_00255	Syak.g_00505
OG0001108	Prap.g_00259	Syak.g_00497
OG0001109	Prap.g_00260	Syak.g_00495
OG0001110	Prap.g_00262	Syak.g_00493
OG0001111	Prap.g_00263	Syak.g_00491
OG0001112	Prap.g_00264	Syak.g_00489
OG0001113	Prap.g_00265	Syak.g_00406
OG0001114	Prap.g_00266	Syak.g_00488
OG0001115	Prap.g_00268	Syak.g_00484
OG0001116	Prap.g_00269	Syak.g_00482
OG0001117	Prap.g_00270	Syak.g_00481
OG0001118	Prap.g_00271	Syak.g_00480
OG0001119	Prap.g_00272	Syak.g_00478
OG0001120	Prap.g_00274	Syak.g_00474
OG0001123	Prap.g_00300	Syak.g_00650
OG0001124	Prap.g_00302	Syak.g_00652
OG0001125	Prap.g_00304	Syak.g_00654
OG0001126	Prap.g_00697	Syak.g_00757
OG0001127	Prap.g_00698	Syak.g_00756
OG0001128	Prap.g_00700	Syak.g_00753
OG0001129	Prap.g_00701	Syak.g_00751
OG0001130	Prap.g_00702	Syak.g_00750
OG0001131	Prap.g_01345	Syak.g_00389
OG0001132	Prap.g_00020	Syak.g_00120
OG0001133	Prap.g_00058	Syak.g_00014
OG0001134	Prap.g_01883	Syak.g_00273
OG0001135	Prap.g_01880	Syak.g_00274
OG0001136	Prap.g_00459	Syak.g_00901
OG0001137	Prap.g_00447	Syak.g_00876
OG0001138	Prap.g_00426	Syak.g_00839
OG0001139	Prap.g_00424	Syak.g_00837
OG0001140	Prap.g_00423	Syak.g_00836
OG0001141	Prap.g_00422	Syak.g_00835
OG0001142	Prap.g_00421	Syak.g_00834
OG0001143	Prap.g_00414	Syak.g_00826
OG0001144	Prap.g_00409	Syak.g_00815
OG0001145	Prap.g_00553	Syak.g_00922
OG0001146	Prap.g_00565	Syak.g_00943
OG0001147	Prap.g_00585	Syak.g_01113
OG0001148	Prap.g_00061	Syak.g_02563
OG0001149	Prap.g_00062	Syak.g_02562
OG0001150	Prap.g_00063	Syak.g_02561
OG0001151	Prap.g_00074	Syak.g_02548
OG0001153	Prap.g_00153	Syak.g_01084
OG0001154	Prap.g_00154	Syak.g_01085
OG0001155	Prap.g_00171	Syak.g_02480
OG0001156	Prap.g_00174	Syak.g_02477
OG0001157	Prap.g_00175	Syak.g_02476
OG0001158	Prap.g_00176	Syak.g_02475
OG0001159	Prap.g_00177	Syak.g_02474
OG0001160	Prap.g_00203	Syak.g_02437
OG0001161	Prap.g_01836	Syak.g_01906
OG0001162	Prap.g_01907	Syak.g_00959
OG0001163	Prap.g_01788	Syak.g_02429
OG0001164	Prap.g_01784	Syak.g_02423
OG0001165	Prap.g_01781	Syak.g_02418
OG0001166	Prap.g_01760	Syak.g_02394
OG0001167	Prap.g_01742	Syak.g_02366
